,A,RpoN,flhD
opex__naocl_amp__3,-0.2988747363,-0.0356751248,0.2821876068
opex__naocl_kan__1,-0.1425289483,0.1207722392,0.45999545410000003
opex__naocl_kan__2,0.2166349648,0.014014453500000001,0.4021114465
opex__naocl_kan__3,-0.0047689771,0.0260390629,0.7757271912
opex__naocl_nor__1,0.1023204957,0.008676128600000001,0.0045610318
opex__naocl_nor__2,0.2634116469,-0.08792464650000001,0.203704774
opex__naocl_nor__3,-0.0608878589,0.044568263000000004,0.3805070935
opex__naocl_rif__1,-0.2034443193,0.5317595693,0.0443058311
opex__naocl_rif__2,-0.6244643941,0.5614332475,-0.6476453889
opex__naocl_rif__3,0.07695447500000001,0.46119370540000004,-0.0444561423
phage_lysogen__wt_ctrl__1,0.236798944,-0.1379272011,0.15886925970000002
phage_lysogen__wt_ctrl__2,0.3768420416,-0.08472844730000001,0.166630829
phage_lysogen__wt_ctrl__3,-0.6136409856,0.22265564840000002,-0.3255000887
phage_lysogen__O104_H4__1,-0.8662296445000001,-0.22604519250000002,-0.011472114200000001
phage_lysogen__O104_H4__2,-0.529180534,-0.0442741315,-0.2811415212
phage_lysogen__O104_H4__3,-0.6889126833,0.3591114408,-0.3951918567
phage_lysogen__O157_H7_PA8__1,-0.6190116002,-0.3076296274,-0.1172466816
phage_lysogen__O157_H7_PA8__2,-0.15370910570000001,0.0879038506,-0.6576735667
phage_lysogen__O157_H7_PA8__3,-0.1515301546,0.5254282196,-0.5689188959
phage_resist__ygbE_oe__1,-0.548831002,-0.1132155326,-1.3048873028
phage_resist__wt__1,-0.6317417524000001,-0.6911328299,0.041299325000000005
phage_resist__wt__2,0.7646001514,0.1277066992,0.1701589366
phage_resist__wt__3,0.0712232305,0.23094460190000002,-0.1261747578
phage_resist__wt__4,-0.2040816295,0.33248152880000004,-0.0852835037
phage_resist__ygbE_oe__2,0.7010825932,0.035980982,-1.8782936756000002
phage_resist__ygbE_oe__3,1.119689256,0.026138008400000003,-2.4742569103
phage_resist__ygbE_oe__4,0.6866061608,-0.0135982142,-2.8317494139
phage_resist__yahA_oe__1,-0.9799876198,0.43979642480000003,-1.2164783751
phage_resist__yahA_oe__2,-0.9308230723,0.43952099450000004,-1.1539992612
phage_resist__yahA_oe__3,-0.9760503881,0.4562739089,-0.9556127390000001
phage_resist__yrfF_ko__1,0.3894834546,0.1861763673,-0.9480462214
phage_resist__yrfF_ko__2,1.0861334172000001,0.40567538470000003,-0.7426607401
phage_resist__yrfF_ko__3,-0.2464380147,0.1728360484,-1.3115887963000001
pollution__wt_ctrl__1,-0.24345571670000002,0.0186700901,0.29131870660000003
pollution__wt_ctrl__2,0.3883129739,-0.026457978,-0.2554221917
pollution__wt_ctrl__3,-0.1448572572,0.0077878879,-0.0358965148
pollution__wt_urban__1,-0.2860843804,0.1000772972,0.5254723948
pollution__wt_urban__2,-0.633273842,0.2272173763,-0.0637825696
pollution__wt_urban__3,0.2019372423,0.0186607107,-0.1248745554
pollution__wt_diesel__1,0.6329733984,-0.16397664920000002,-0.2570610398
pollution__wt_diesel__2,0.19696318470000002,-0.0818088515,0.029157205000000002
pollution__wt_diesel__3,0.2598062712,-0.23920815480000002,-0.2665466023
pollution__evo_diesel__1,-0.45131511890000003,-0.12765023150000002,-0.6865375153000001
pollution__evo_diesel__2,1.2619574607000001,-0.042669784700000005,-0.7796552356
pollution__evo_diesel__3,1.3882750201,-0.2116397693,-0.8176945291000001
ppGpp__wt_relAtrunc_00m__1,0.646331223,0.1421779399,-0.12985981800000002
ppGpp__wt_relAtrunc_00m__2,-0.0283430561,0.0231040225,0.0655695055
ppGpp__mut_delrelA_10m__1,2.173426896,0.3685423819,0.1448623781
ppGpp__mut_delrelA_05m__1,2.2216857272,0.2093361313,0.1182745402
ppGpp__mut_delrelA_10m__2,2.381404936,0.31002720300000003,0.3534078252
ppGpp__mut_delrelA_10m__3,2.5969768636,0.21135853070000002,0.2751634629
ppGpp__mut_delrelA_00m__1,1.8608460847,0.1504054015,0.3795880272
ppGpp__mut_delrelA_00m__2,2.2947210426,0.29685191310000003,0.3596645231
ppGpp__mut_delrelA_05m__2,2.1686018847,0.21970407860000002,0.32738017140000003
ppGpp__mut_delrelA_05m__3,2.5638612412,0.23234581640000002,0.0390863428
ppGpp__mut_delrelA_00m__3,2.0506885113,0.2388865048,-0.0247485741
ppGpp__wt_delrelA_10m__1,0.80079676,0.9779298992000001,-0.9888497984000001
ppGpp__wt_delrelA_05m__1,0.7352001358,0.7329910784,-0.6444143869
ppGpp__wt_delrelA_05m__2,0.8053762504,0.7106926615,-1.0792225024
ppGpp__wt_delrelA_10m__2,0.8771816338,1.0221013278,-1.0102667334
ppGpp__wt_delrelA_10m__3,0.8281248393,1.0354200718,-1.0475223053
ppGpp__wt_delrelA_00m__1,-0.19714930290000002,0.0056550354,0.16389404470000002
ppGpp__wt_delrelA_00m__2,0.3400718782,-0.0366215577,-0.1636269992
ppGpp__wt_delrelA_05m__3,0.884059475,0.7401836005,-0.7248765559
ppGpp__wt_delrelA_00m__3,-0.1429225753,0.0309665223,-0.0002670455
ppGpp__mut_relAtrunc_10m__1,1.6825950427,0.0201608474,0.1048571365
ppGpp__mut_relAtrunc_05m__1,1.6433372784,-0.0990623285,0.4935502579
ppGpp__mut_relAtrunc_05m__2,1.750605694,-0.0159438682,0.1646003684
ppGpp__wt_relAtrunc_10m__1,0.2550126595,-0.0845836091,-0.3128989964
ppGpp__wt_relAtrunc_10m__2,0.1692106236,-0.1271983207,-0.2679030495
ppGpp__wt_relAtrunc_10m__3,-0.185194356,-0.1509171923,-0.3735613193
ppGpp__mut_relAtrunc_00m__1,2.1217715506,0.010462676,0.6359152836
ppGpp__wt_relAtrunc_00m__3,0.7719239204,-0.0457804432,-0.1225325272
ppGpp__wt_relAtrunc_05m__1,0.12014557320000001,-0.036417566400000004,-0.227336853
ppGpp__wt_relAtrunc_05m__2,0.3695883582,-0.0024655355,-0.3460754008
ppGpp__wt_relAtrunc_05m__3,0.3482146088,-0.17237837550000001,-0.19467087460000002
ppGpp__mut_relAtrunc_00m__2,2.4118744364999998,0.3454423003,0.3379872369
ppGpp__mut_relAtrunc_00m__3,1.8935271103,0.1661023492,0.39619798170000003
ppGpp__mut_relAtrunc_10m__2,1.2695903229,0.0069233189,0.0797403887
ppGpp__mut_relAtrunc_05m__3,1.4150799264,0.0078759402,0.1885211485
ppGpp__mut_relAtrunc_10m__3,1.6764256117,-0.0371029941,-0.0942107261
pressure__high_pressure__1,-1.0483318275,-0.4889311209,-0.3446418824
pressure__high_pressure__2,-1.2599158761,-0.3461274985,-0.051953283600000004
pressure__low_pressure__1,-0.432510626,0.0295405662,0.2593430852
pressure__low_pressure__2,0.432510626,-0.0295405662,-0.2593430852
quantum_dots__ctrl__1,-0.0014227496,-0.11171068790000001,0.0553545204
quantum_dots__ctrl__2,0.0014227496,0.11171068790000001,-0.0553545204
quantum_dots__cdte_light__1,-0.18801275920000002,0.10587440520000001,-0.2273157761
quantum_dots__cdte_light__2,0.25889881260000003,0.3526639172,-0.1599205737
quantum_dots__cdte_dark__1,-0.12131562200000001,0.0891209219,0.0436262969
quantum_dots__cdte_dark__2,0.15188643300000002,0.0793209252,0.0670844479
quantum_dots__cdse_light__1,0.07958960150000001,0.0505224396,0.044695682300000004
quantum_dots__cdse_light__2,0.2600125164,0.2609849798,-0.2304015291
quantum_dots__cdse_dark__1,-0.21910620360000002,0.2690268468,0.2254273407
quantum_dots__cdse_dark__2,-0.3088851044,0.2883648219,0.41244844140000003
raman__wt__1,-0.1834939428,-0.14451331480000001,-0.022825505200000002
raman__del_cyaA__1,-0.17863224530000002,0.5829581314,-2.823171496
raman__del_cyaA_01mM__1,-0.0024315494,0.7507589913,-2.8791686296
raman__del_cyaA_05mM__1,-0.7916104809000001,0.6338411391000001,-2.3436532593
raman__del_cyaA_1mM__1,-0.6876315823,0.1012491726,-1.2606399672
raman__wt__2,0.4137660463,0.0210343274,0.212776564
raman__del_cyaA__2,-0.29425336690000004,0.8027361321,-3.0060233385
raman__del_cyaA_01mM__2,-0.5445325201,0.7326511170000001,-3.3384328515
raman__del_cyaA_05mM__2,-1.4888656031,0.45745643490000004,-1.6652174747
raman__del_cyaA_1mM__2,-0.5020301629,-0.1492108814,-1.8930258357
raman__wt__3,-0.2302721034,0.1234789874,-0.1899510589
raman__del_cyaA__3,-0.5045341842000001,0.8153860677,-2.7566396430999998
raman__del_cyaA_01mM__3,0.39055758150000003,0.8763282136,-2.8622935278
raman__del_cyaA_05mM__3,-0.2907336848,0.3383038715,-2.4527304742
raman__del_cyaA_1mM__3,0.6161178544,-0.3248396114,-1.4980280956
rand_barrel__mut_nanE__1,0.0081987856,0.2608885671,-0.3687134675
rand_barrel__mut_nanE__2,0.3041894027,0.037284704,-0.7609740065
rand_barrel__mut_nanE__3,1.351052146,0.7574380166,-0.8929833704000001
rand_barrel__mut_pdxJ_1__1,-0.6947624342000001,0.1340741125,0.1437777208
rand_barrel__mut_pdxJ_1__2,0.7387868127,0.0846833166,0.0855824907
rand_barrel__mut_pdxJ_1__3,1.6065296498000001,0.6506468641,0.6340686014
rand_barrel__mut_pdxJ_2__1,-1.1799308952,0.1590394486,0.4343880315
rand_barrel__mut_pdxJ_2__2,-0.3049175263,0.2606291857,-0.0427206116
rand_barrel__mut_pdxJ_3__1,-1.1492025164,0.052808795000000006,-0.4979049961
rand_barrel__mut_pdxJ_3__2,-1.029571671,0.0054158345,-1.3087685495999999
rand_barrel__del_serB__1,-0.4910658832,-0.11346479940000001,-0.26431467200000003
rand_barrel__del_serB__2,0.4910658832,0.11346479940000001,0.26431467200000003
rockhopper__CV104_pHDB3__1,0.6282476212,-0.3370845417,-1.7954908597
rockhopper__CV104_pHDB3__2,0.5618644616,-0.4163181777,-1.7607067672999999
rockhopper__CV104_pHDB3__3,0.6522318643,-0.2960953123,-1.7324903735000001
rockhopper__CV104_pLCV1__1,0.5860358471,-0.441816786,-1.5243719993
rockhopper__CV104_pLCV1__2,0.8599462943,-0.38243818890000003,-1.4952851747
rockhopper__CV104_pLCV1__3,0.5107911125,-0.2122287609,-1.4886076496
rockhopper__wt_lb__1,0.0976703849,-0.46056945530000004,-1.6724859904
rockhopper__wt_lb__2,-0.42311999100000003,-0.2002519023,-1.1167706006
rockhopper__wt_lb__3,-0.47328697340000003,-0.6068786716,-2.008736362
rockhopper__wt_lb_aMG__1,0.3492349326,0.2052890535,-1.7615330149
rockhopper__wt_lb_aMG__2,0.5731976724,0.09581908930000001,-1.8722466181000001
rockhopper__wt_lb_aMG__3,0.7779254397,-0.0617932567,-2.2277984098
rockhopper__del_sgrR_lb_aMG__1,1.1052389125,0.5721951426,-2.6661980888
rockhopper__del_sgrR_lb_aMG__2,0.6075333547,0.7016635309,-2.649449701
rockhopper__del_sgrR_lb_aMG__3,0.23376281540000002,0.4294089581,-2.111792263
rockhopper__del_sgrS_glyc_aMG__1,-0.30623172530000003,0.9029021683,-1.5391722730000001
rockhopper__del_sgrS_glyc_aMG__2,0.9403512289,0.8219234442000001,-1.5922080266
rockhopper__del_sgrS_glyc_aMG__3,0.304465517,0.719545192,-2.6605952293
rockhopper__del_sgrS_glyc__1,1.262982632,-0.2866902405,-1.536260806
rockhopper__del_sgrS_glyc__2,1.5987678068,-0.4654027885,-2.0500909261
rockhopper__del_sgrS_glyc__3,1.9126862009,-0.6213628487,-1.1965212392
rockhopper__wt_lb_aMG__4,0.9824151289,0.0857823655,-2.1558382362
rockhopper__wt_lb_aMG__5,0.9156313580000001,0.25966465380000003,-1.2969636556
rockhopper__wt_lb_aMG__6,0.7029568605000001,0.3059426476,-1.533872545
rockhopper__wt_glyc_aMG__1,0.19719259790000002,0.6988776733000001,-0.9857291113000001
rockhopper__wt_glyc_aMG__2,1.0409430937,0.4924719739,-1.7426477115
rockhopper__wt_glyc_aMG__3,1.0069987581,0.325882691,-2.0884369699
rockhopper__wt_glyc__1,1.1017176425,-0.3932828266,-1.2698743000000001
rockhopper__wt_glyc__2,2.316766219,-0.4713993386,-1.6175635735
rockhopper__wt_glyc__3,1.4953761734,-0.42365575180000004,-1.3184517813
rockhopper__CV108_glyc_aMG__1,-1.4743098637,0.9263845730000001,-0.8995874913
rockhopper__CV108_glyc_aMG__2,-2.5726048753,0.5931826556,-2.801026874
rockhopper__CV108_glyc_aMG__3,-1.4704145849,0.44072321010000004,-1.2750642459
rockhopper__wt_glyc__4,0.4949329435,0.3332806425,0.5538492774
rockhopper__wt_glyc__5,1.9613234301,0.4064985734,0.5484224099
rockhopper__wt_glyc__6,-0.3929055165,-0.1569107627,0.7590548523
rockhopper__wt_glyc_aMG__4,-1.93402385,0.46660565140000004,-0.6580972475
rockhopper__wt_glyc_aMG__5,-2.4230125684,0.4245937487,-0.8443340888
rockhopper__wt_glyc_aMG__6,-1.7519142945000001,0.5396885728,-0.9873212545000001
rockhopper__wt_glyc__7,-1.3264625696,0.4019713749,0.1857355803
rockhopper__wt_glyc__8,-1.7294197812,0.4813216382,-0.2041417617
rockhopper__wt_glyc__9,-1.3213300741,0.32214521630000004,0.34968838900000004
rockhopper__wt_glyc__10,-1.1808796124,-0.1661223011,0.8520058175
rockhopper__wt_glyc__11,-0.8701413687,-0.1354554259,0.5672953854
rockhopper__wt_glyc__12,-0.5489774860000001,-0.1983910386,0.5939797047
rpoD__wt__1,-0.2753982192,0.0874676175,-0.9057303537
rpoD__wt__2,-0.1502813232,-0.0857522954,0.7205513594
rpoD__rpoD_mut__1,0.6456139843,-0.1024873978,3.3991931015
rpoD__rpoD_mut__2,-0.1571846866,0.31734865500000004,3.1149320012
rpoD__rpoD_mut__3,-1.3120431246,-0.2245563314,2.1646075866
rpoD__wt__3,0.4256795424,-0.0017153221,0.1851789943
rpoN_peptide__ctrl__1,0.1425045192,-0.018965397000000002,-0.0728040039
rpoN_peptide__ctrl__2,0.3186854806,-0.0492457992,0.0817380686
rpoN_peptide__ctrl__3,-0.46118999990000004,0.0682111962,-0.008934064700000001
rpoN_peptide__nminus__1,-0.3942667224,-0.1678841442,0.17910584640000002
rpoN_peptide__nminus__2,-0.1541776699,-0.0740861689,0.1266458038
rpoN_peptide__nminus__3,-0.9636133263000001,-0.0508847833,0.1833229374
rpoN_peptide__nplus__1,-1.7864482714,-0.0467724942,3.5348644376
rpoN_peptide__nplus__2,-1.6468000981,-0.026263383600000002,3.5519304777
rpoN_peptide__nplus__3,-1.880424674,0.0049325761,3.44857998
rpoN_peptide__s54_wt__1,1.1031861521,0.2329668605,-0.3244119905
rpoN_peptide__s54_wt__2,1.0773629806,0.2143701607,-0.2799420313
rpoN_peptide__s54_wt__3,1.117175505,0.35140598040000004,-0.5769959525
rsd__wt_ee__1,-0.2043672437,-0.0237999084,0.2041824
rsd__wt_ee__2,0.2043672437,0.0237999084,-0.2041824
rsd__del_rsd_ee__1,-0.3812460659,0.0206088237,0.2480135731
rsd__del_rsd_ee__2,0.2311642714,-0.1809677224,0.3230239259
rsd__del_ssrS_ee__1,1.1363487207,0.7520447617,1.0796179247
rsd__del_ssrS_ee__2,1.0813177223000001,0.2798066743,0.9428473964
rsd__del_rsd_ssrS_ee__1,0.7666892905,0.4695287676,0.3664515365
rsd__del_rsd_ssrS_ee__2,0.7796168567,0.5068352231000001,0.6427852510000001
rsd__del_rpoS_ee__1,1.4971696096,0.6602232619,1.0799654915
rsd__del_rpoS_ee__2,1.750510999,1.0244395902,1.1862078594
rsd__wt_me__1,1.4505375126,0.5121632686,-1.0869631274
rsd__wt_me__2,1.1224978441,0.5204034738000001,-1.2696523524
rsd__del_rpoS_me__1,0.7727549506,1.0226028269,0.6243466706
rsd__del_rpoS_me__2,0.1196690096,1.0646386190000001,0.7373316423
rsd__wt_ts__1,5.1919971388,0.2127955362,-1.5258301665
rsd__wt_ts__2,4.9321847292,0.366356687,-1.7077536299
rsd__del_rsd_ssrS_ts__1,1.6598594346,0.4550598357,-1.2044159304
rsd__del_rsd_ssrS_ts__2,2.1443646325,0.5087376131,-1.1644197693
rsd__del_rpoS_ts__1,4.9620368388,0.7794213024000001,-0.6138288052
rsd__del_rpoS_ts__2,5.0118369614,0.8893153026,-0.7458149758
rsd__wt_s__1,3.9023103557,0.41899030530000003,-1.2549543999
rsd__wt_s__2,3.6452559348999998,0.3981715483,-1.2226096078
rsd__del_rsd_s__1,4.1152444982,0.6297174367,-0.9805466988
rsd__del_rsd_s__2,3.6849109962,0.2917655292,-1.2790227198
rsd__del_rsd_ssrS_s__1,0.7909775484,0.38022894900000004,-1.1016488592
rsd__del_rsd_ssrS_s__2,0.3067425082,0.3411568961,-1.1604062235
rsd__del_rsd_ls__1,2.3206277978,-1.2905609049,0.38727622370000003
rsd__del_rsd_ls__2,2.0951665735,-1.4970035948,1.1685735043
rsd__del_ssrS_ls__1,1.5731173520000001,-1.0817071935,-0.40285265870000003
rsd__del_ssrS_ls__2,1.7715320316,-1.4462539848,-0.24503654660000002
rsd__del_rsd_ssrS_ls__1,0.241383915,0.182428791,-0.5430846302
rsd__del_rsd_ssrS_ls__2,0.252030142,0.024659175300000002,-0.5628491337
rsd__del_rpoS_ls__1,4.3638217319,-0.4386811816,0.2037904523
rsd__del_rpoS_ls__2,4.5305958195,-0.1024198662,0.13984529910000001
sdsR_ryeA__wt_3h__1,1.7140691652000002,0.2386640975,0.1230484866
sdsR_ryeA__wt_8h__1,-1.8819474404,-0.1684187218,-1.6582915487
sdsR_ryeA__wt_3h__2,-1.7140691652000002,-0.2386640975,-0.1230484866
sdsR_ryeA__wt_8h__2,-1.561167527,-0.0228829942,-1.9678165564999999
starve_series__t00_growth1__1,-0.31045079540000003,-0.0196198639,-0.0468598716
starve_series__t00_growth1__2,-0.019753147800000002,-0.0318401436,-0.1455989034
starve_series__t00_growth1__3,-0.037765041,-0.0963327343,0.0400855933
starve_series__t00_growth1__4,0.3679689842,0.14779274180000002,0.1523731817
starve_series__t01_starve__1,2.9502364089,-0.3344968054,-1.0073496787
starve_series__t01_starve__2,3.3825780099,-0.5353306447,-0.6471693740000001
starve_series__t02_starve__1,2.7300800768,-0.2716575495,-2.0850074727
starve_series__t02_starve__2,2.9010641477,-0.5129026357,-1.672043981
starve_series__t03_starve__1,2.4643208475,-0.47169586820000003,-1.5415856294
starve_series__t03_starve__2,2.8383601990000003,-0.3484217052,-1.7269872528999999
starve_series__t04_starve__1,2.5313753811,-0.3339154837,-1.3226405874
starve_series__t04_starve__2,3.0644541475000002,-0.514760847,-1.9185871243000001
starve_series__t05_starve__1,2.0622031975,-0.5037713858,-2.1199118333
starve_series__t05_starve__2,2.4738314844,-0.38828733860000003,-2.5212215594
starve_series__t06_starve__1,1.9945531891,-0.34540403670000003,-1.5111161156000001
starve_series__t06_starve__2,1.9574211143,-0.3384829186,-2.613890711
starve_series__t07_starve__1,1.7766872568,-0.5963331741,-2.3608236383
starve_series__t07_starve__2,1.7401871253999999,-0.4496439264,-1.8956156351
starve_series__t08_starve__1,1.5782723633,-0.3109148447,-1.1820743613
starve_series__t08_starve__2,2.3045468273,-0.4887972379,-1.6026758414
starve_series__t09_starve__1,1.1943265921,-0.3804162424,-2.1020262237
starve_series__t09_starve__2,1.6628439452000001,-0.5454419843,-2.310252587
starve_series__t10_starve__1,1.8570789000999999,-0.4447907135,-1.8358909387
starve_series__t10_starve__2,2.4652439757,-0.38208444,-2.4550000493
starve_series__t11_starve__1,2.2184765456,-0.3208361008,-1.85434773
starve_series__t11_starve__2,2.0227875264,-0.2116956213,-2.790281514
starve_series__t12_starve__1,1.7310288258000002,-0.6679325271000001,-2.880692169
starve_series__t12_starve__2,1.5697545746000001,-0.6049533577,-2.0263640102
starve_series__t14_starve__1,1.6351797988999999,-0.5161301915000001,-1.7194669726
starve_series__t14_starve__2,2.1631125358,-0.3197055133,-2.0872263349
starve_series__t16_starve__1,1.4795054158,-0.4674273114,-2.4596558741
starve_series__t16_starve__2,1.4643394112,-0.6544568592000001,-2.0557935307
starve_series__t17_starve__1,-0.0007105067,-0.4640836266,-0.9709609044
starve_series__t17_starve__2,0.4260990224,-0.3064939101,-1.0359410884
starve_series__t18_starve__1,0.2261872067,-0.5921948133,-1.4869680259
starve_series__t18_starve__2,0.0933749494,-0.9063604909,-2.5024527948
starve_series__t20_starve__1,-0.7400616392,-0.1769799193,-1.0514102002
starve_series__t20_starve__2,-1.2513995526000001,-0.1587743147,-1.1989530374
starve_series__t21_growth2__1,-0.254820072,-0.3253366042,-1.5920099517000001
starve_series__t21_growth2__2,-0.9141830465,-0.27587328110000003,-1.7313994233
starve_series__t22_growth2__1,-0.6438961399,-0.0937495083,-2.5956333995
starve_series__t22_growth2__2,0.1710945188,0.0329290037,-3.1376217043
starve_series__t23_growth2__1,0.0366845216,0.1279006758,-2.235007585
starve_series__t23_growth2__2,-0.0445533064,0.1680574896,-2.0190305409
starve_series__t25_growth2__1,0.49883987900000004,0.19543445280000002,-1.2837529696
starve_series__t25_growth2__2,0.4717661442,0.21514563020000002,-2.0525531365
starve_series__t26_growth2__1,0.8084461616,-0.0651376319,-0.48603041750000003
starve_series__t26_growth2__2,1.004148867,-0.12907360680000002,-1.0658539936
starve_series__t27_growth2__1,0.7492750304,-0.1443487743,-0.6158911526
starve_series__t27_growth2__2,0.6699211259,-0.23335580220000002,-0.7596070068
starve_series__t28_growth2__1,0.5682584319,-0.28970901660000004,-0.477090175
starve_series__t28_growth2__2,0.4084428171,-0.12608012470000002,-0.2841597426
time_course__lb_4hr__1,-0.4522479715,-0.0205066946,0.36411115860000004
time_course__lb_4hr__2,0.13378564510000002,-0.0220815172,-0.3673899781
time_course__lb_4hr__3,0.3184623264,0.042588211800000005,0.0032788195000000003
time_course__lb_8hr__1,-1.4982918541,0.47437197870000003,-1.5131486476
time_course__lb_8hr__2,-1.5814069621,0.4525355659,-1.4286965752
time_course__lb_8hr__3,-1.764904171,0.4707823245,-0.9326195078
time_course__lb_24hr__1,-2.0758201773,-0.2985842556,-2.3851273003
time_course__lb_24hr__2,-2.0334393401,-0.0492220041,-1.6803343535000002
time_course__lb_24hr__3,-2.3235252655,-0.27260432090000003,-1.5168876019000002
time_course__lb_72hr__1,0.667883646,0.8113999308000001,0.4759605295
time_course__lb_72hr__2,1.2851580758,0.8187878441,0.3230913579
time_course__lb_72hr__3,1.0406227991,0.7680344932000001,0.26844368500000004
time_course__lb_144hr__1,1.2038285241,0.5140600312,-1.2137700945
time_course__lb_144hr__2,0.7026500969,0.6282260733,-1.1607391165
time_course__lb_144hr__3,0.2202936238,0.6578425466000001,-0.9058182725
time_course__lb_192hr__1,1.1344540075,0.6570961086,-1.0771949043
time_course__lb_192hr__2,1.9228502853,0.6601336963000001,-0.4713466021
time_course__lb_192hr__3,-0.400971803,0.813550663,-0.4529729644
triclosan__wt__1,-0.0669553329,-0.1160962755,0.09361628500000001
triclosan__wt__2,0.22246725080000002,-0.0964764298,0.35504464280000003
triclosan__wt__3,-0.15551191790000002,0.21257270520000002,-0.4486609278
triclosan__evo_amx_tcs__1,-2.3253067643,0.0288556136,-0.6847361736
triclosan__evo_amx_tcs__2,-2.4723120839,0.1738443362,-0.17231911600000002
triclosan__evo_amx_tcs__3,-0.0248802014,0.5938840013000001,-0.8510598269
triclosan__evo_chl_tcs__1,-0.0985355234,0.011123134000000002,-1.1039517826
triclosan__evo_chl_tcs__2,-0.8718680039000001,-0.053689956500000004,-1.9963833077
triclosan__evo_chl_tcs__3,-1.1976425169,-0.038231370800000004,-1.9635927908
triclosan__evo_tet_tcs__1,-1.3520217062,0.5493162095,-2.0962766261
triclosan__evo_tet_tcs__2,-2.0120488644,0.2779002582,-1.6847907486
truHMM__48C_15m__1,-3.1190616028,-1.4424899761,0.4767557329
truHMM__48C_15m__2,-3.111954036,-1.3521513710000002,0.6103149337
truHMM__48C_15m__3,-1.5114458074,-1.2438902417,-1.4471971041
truHMM__48C_30m__1,-6.0488378386,-1.5393815517,0.090307498
truHMM__48C_30m__2,-6.5957376843,-1.5013119048,0.2493669155
truHMM__48C_60m__1,-5.9472098273,-1.9001854265,-0.6807172072000001
truHMM__48C_60m__2,-5.9063583813000005,-1.9001019703000002,-0.6834363014
truHMM__phos_0h__1,-0.053723444100000003,-0.008820183300000001,0.1261590807
truHMM__phos_0h__2,0.053723444100000003,0.008820183300000001,-0.1261590807
truHMM__phos_2h__1,-0.9950097315,-0.3058829711,0.2131585603
truHMM__phos_2h__2,-1.026736278,-0.2804556458,0.4472335485
truHMM__phos_4h__1,-2.1339131156,-0.29909998930000004,1.9244787927
truHMM__phos_4h__2,-2.2767985394,-0.3293867962,1.9216676971000002
truHMM__phos_4h__3,-3.5684448234,-1.104978856,0.7514134873
control__wt_glc__1,0.1447478507,-0.0046102245,-0.12659477300000002
control__wt_glc__2,-0.1447478507,0.0046102245,0.12659477300000002
fur__wt_dpd__1,-1.0559565633,0.7030172055,-1.767465609
fur__wt_dpd__2,-1.1800508122,0.8161369585,-1.880887454
fur__wt_fe__1,-0.0839565205,-0.0984432415,-0.301989067
fur__wt_fe__2,-0.1964327022,-0.0146245195,-0.276890647
fur__delfur_dpd__1,-1.0697898972,0.5910067835,-2.018074196
fur__delfur_dpd__2,-0.9803086977000001,0.7714851735,-1.910472906
fur__delfur_fe2__1,-0.7701466111,0.1582958355,0.13425278300000001
fur__delfur_fe2__2,-0.728551838,0.09519432950000001,0.121330005
acid__wt_ph5__1,-0.8116193902000001,0.1518490055,-0.7547466570000001
acid__wt_ph5__2,-0.7009745629,0.22540910150000001,-0.7751480550000001
acid__delgadx_ph5__1,-0.0696726795,0.2189185305,-0.668438976
acid__delgadw_ph5__1,-0.09363710400000001,0.1845077045,-1.057638203
acid__delgadw_ph5__2,-0.1173857291,0.1457626175,-0.7929399760000001
acid__delgade_ph5__1,-0.5180792442000001,0.16061627050000002,-0.675653637
acid__delgade_ph5__2,-0.5005298408000001,0.23216701250000002,-0.8510678880000001
oxidative__wt_pq__1,-2.2187398952,0.4468107435,-1.956612878
oxidative__wt_pq__2,-1.7772426413,0.3896680745,-2.460791912
oxidative__deloxyr_pq__1,-0.9186189247000001,0.3630092975,-1.464179796
oxidative__deloxyr_pq__2,-0.6995798664,0.36022816350000003,-1.811936766
oxidative__delsoxr_pq__1,-2.8282995622,0.45338366350000003,-1.304104916
oxidative__delsoxr_pq__2,-2.5524471646,0.43859741750000003,-1.859776541
oxidative__delsoxs_pq__1,-2.9870818963,0.6504048325,-1.996021893
oxidative__delsoxs_pq__2,-3.0771540248,0.6203968145000001,-1.403336773
nac_ntrc__wt_csn__1,-0.8256980159,0.3878049415,-0.912579389
nac_ntrc__wt_csn__2,-0.7258136522,0.38617062950000003,-0.8109859920000001
nac_ntrc__wt_cytd__1,1.3137553363,0.1780138735,-0.728730195
nac_ntrc__wt_cytd__2,1.5558165349,0.14013047450000002,-0.8302642440000001
nac_ntrc__wt_gln__1,0.6557429578,0.38755840750000004,-0.287646832
nac_ntrc__wt_gln__2,0.9785260872,0.3112008835,-0.7679582970000001
nac_ntrc__bw_delnac_csn__1,-0.5757389583,0.6216542455,-1.114148526
nac_ntrc__bw_delnac_csn__2,0.2449396295,0.8497727805,-1.174369788
nac_ntrc__bw_delnac_cytd__1,1.6028370942999999,0.1636119455,0.113220678
nac_ntrc__bw_delnac_cytd__2,1.7687337952000002,0.2066971445,-0.35367678900000005
nac_ntrc__bw_delnac_gln__1,2.0152149034,0.3080251985,-0.24886122600000002
nac_ntrc__bw_delnac_gln__2,1.4563766204,0.2967956055,-0.274518048
nac_ntrc__bw_delnac_nh4__1,-0.2785157385,-0.2040379745,1.615777079
nac_ntrc__bw_delnac_nh4__2,0.2841323005,-0.2513449025,1.541546205
misc__wt_no_te__1,-0.8037638300000001,0.4210455765,-0.731129448
