,A,AtoC,ihfB,RpoN
ros_tale__1_3_250pq__1,0.3634869287517759,-1.3582981440000002,-0.09119649500000017,0.3335942694999989
ros_tale__1_3_250pq__2,0.6918657933560042,-0.980239155,0.18637689499999865,0.637131974499999
ros_tale__1_3_250pq__3,0.3455553163040517,-0.981022666,-0.25625172500000026,0.6821483244999982
ros_tale__1_3_250pq__4,0.871726060270736,-1.5234571410000002,0.16089092499999855,0.9801124234999996
ros_tale__1_3_750pq__1,1.3471501337745693,-0.5391291420000002,-0.5423704530000002,0.4538583304999992
ros_tale__1_3_750pq__2,0.9756070397411052,-0.9224367999999998,-0.4106519150000008,0.356907323499998
ros_tale__1_4_0pq__1,1.6953589019833573,-1.009568337,0.7322895249999988,-0.149815321500002
ros_tale__1_4_0pq__2,2.369378993289544,-1.3883385379999995,0.4307701549999994,-0.18374484550000147
ros_tale__1_4_250pq__1,1.2446991499196305,-2.2158837769999997,0.39407791499999867,-0.0036341635000010095
ros_tale__1_4_250pq__2,0.654056315610556,-1.352873873,-0.033236975000001216,0.16582839049999976
ros_tale__1_4_750pq__1,-0.024930740982963,-1.7018378619999999,-0.0832875650000009,0.020543328499998736
ros_tale__1_4_750pq__2,1.533325570785682,-1.5120469859999999,-0.4445194470000011,0.21667420849999885
ros_tale__1_4_750pq__3,0.7447839502064478,-1.129807605,0.36094371499999933,0.011228089499999427
ros_tale__1_4_750pq__4,1.9071699508728763,-0.8796982699999996,-0.0008650550000002255,-0.3640552485000006
ros_tale__2_mid_250pq__1,0.1432122104907648,-0.7971940009999998,0.5566811749999996,-0.08914684050000155
ros_tale__2_mid_250pq__2,0.1222885233633335,-0.7128265299999996,0.044054444999998665,-0.2798599834999997
ros_tale__2_0_0pq__1,0.3435318526368741,-2.0344097750000003,0.15041881499999832,0.15788087049999966
ros_tale__2_0_0pq__2,0.1128139286329856,-1.835553878,0.2961731849999989,0.10576513449999858
ros_tale__2_0_250pq__1,0.5065706008136611,-1.221034349,-0.5350269250000004,-0.02643839849999985
ros_tale__2_0_250pq__2,0.2902455361868765,-1.2162963590000002,-0.4748101150000004,-0.05465272250000197
ros_tale__2_0_750pq__1,0.7194076978038236,-1.5278532029999998,0.6769577349999985,0.5829297554999986
ros_tale__2_0_750pq__2,1.030166063112231,-1.1303046339999998,0.7600181149999994,0.5613484904999986
ros_tale__2_1_0pq__1,0.1240765242902376,-1.433231921,-0.8659966050000012,-0.03943915750000215
ros_tale__2_1_0pq__2,0.496516405817938,-1.270285365,-0.9510845130000014,0.13776600549999962
ros_tale__2_1_250pq__1,1.0186903661153877,-1.8853800369999998,-0.8926500670000017,0.6510062554999987
ros_tale__2_1_250pq__2,1.1817245393283895,-1.5645187850000002,-0.6502119170000018,0.3599432514999989
ros_tale__2_1_750pq__1,1.4564995241750855,-1.4889484190000002,-0.4490783360000013,0.4836252524999978
ros_tale__2_1_750pq__2,1.012042531651552,-1.5149215589999998,-0.7560188510000003,0.3568816364999989
ros_tale__2_1_750pq__3,1.168803390240326,-1.722365659,-0.9738206110000008,0.5070291984999981
ros_tale__2_2_0pq__1,1.0253711225061617,-1.4067780339999998,-0.8101516240000013,-0.0012772825000020305
ros_tale__2_2_0pq__2,1.5914340343223083,-1.097774502,-0.8215792280000009,0.5333985944999995
ros_tale__2_2_250pq__1,1.2220614829135403,-0.9890426440000001,-0.6815045200000007,0.437522582499998
ros_tale__2_2_250pq__2,1.150425220211958,-1.167262347,-1.0306508920000006,0.6292353134999988
ros_tale__2_2_750pq__1,1.0300091549837005,-0.7095092260000002,-0.9141063800000016,0.6935646274999989
ros_tale__2_2_750pq__2,0.3798833157560897,-0.27975797999999985,-0.3966197850000004,0.7096221444999989
ros_tale__2_3_0pq__1,1.2681274809600724,-1.3484930890000002,-1.1432706060000015,0.5490633514999992
ros_tale__2_3_0pq__2,1.022210723366718,-1.77278792,-0.5396704520000011,0.3827037824999984
ros_tale__2_3_250pq__1,1.6905109079163552,-1.781150332,-0.4605642280000009,0.5317026174999988
ros_tale__2_3_250pq__2,1.879989026488032,-1.9324645790000001,-1.3851055860000017,0.32177281749999764
ros_tale__2_3_750pq__1,1.249935930552175,-1.831740798,-0.6647747530000014,1.0387586394999992
ros_tale__2_3_750pq__2,1.0027560059093863,-1.6269022069999999,-0.6939882440000016,0.7807106994999984
ros_tale__3_0_0pq__1,1.1673684572237062,-1.2599386579999998,-0.8597776440000011,0.003290138499998818
ros_tale__3_0_0pq__2,0.8260542272537628,-1.6720869269999998,-0.8969574320000007,0.04103666550000007
ros_tale__3_0_250pq__1,0.3652151317108101,-0.925407685,-0.7157152090000007,0.9526409744999996
ros_tale__3_0_250pq__2,1.453048972859008,-1.1877121540000002,-0.8278185830000009,1.0586750144999986
ros_tale__3_0_750pq__1,0.4207312272742711,-2.059977352,1.0848845849999993,0.8617293014999987
ros_tale__3_0_750pq__2,-0.0968090115204663,-2.140264728,1.1105349249999996,0.6138417665000002
ros_tale__3_1_0pq__1,1.155813238251331,-1.737746727,-1.2394694250000011,0.3111515254999997
ros_tale__3_1_0pq__2,1.0665167809772484,-1.2632982879999997,-0.9061142330000004,-0.1095378275000023
ros_tale__3_1_250pq__1,0.9506463936454372,-1.3333849759999998,-0.664380941000001,0.2006035734999987
ros_tale__3_1_250pq__2,0.7517480642383465,-1.432488868,-0.7515438030000006,0.20446261349999872
ros_tale__3_1_750pq__1,0.8632403253548054,-1.31512723,-0.5822830690000007,0.7214413064999992
ros_tale__3_1_750pq__2,1.0216560198418356,-1.0201150060000002,-0.6685993090000011,0.4750900244999983
ros_tale__3_2_0pq__1,-0.3312454424146074,-0.6668839439999998,0.6099334249999995,-0.5664110875000024
ros_tale__3_2_0pq__2,-0.4969075782058396,-0.8873915700000001,0.5490627649999986,-0.5829658875000012
ros_tale__3_2_0pq__3,-0.3272612228530777,-0.5846429419999999,0.2003355649999996,-0.4466793015000024
ros_tale__3_2_0pq__4,-0.2671710902316126,-0.4231178649999996,0.21333680499999907,-0.4972754544999996
ros_tale__3_2_250pq__1,0.6481828196592538,-1.6433832290000001,-0.1016371550000006,0.17192682049999952
ros_tale__3_2_250pq__2,0.6509392197586054,-1.761714679,-0.4974436600000018,-0.28744078150000085
ros_tale__3_2_750pq__1,0.7330352593113116,-1.927030508,-1.2498803800000005,-0.11913751050000165
ros_tale__3_2_750pq__2,0.2602163061894156,-2.0774520880000003,-1.0981923300000016,-0.6057514295000006
ros_tale__3_3_0pq__1,1.072649554690257,-1.615997154,-0.10574536500000063,-0.16750983550000065
ros_tale__3_3_0pq__2,1.5492570980037892,-1.6463851180000002,-0.10138283500000078,-0.1861682405000007
ros_tale__3_3_0pq__3,1.2466472826403974,-1.699414669,-0.14054390500000125,-0.10884733950000047
ros_tale__3_3_0pq__4,1.2823223653842597,-1.4265117690000002,-0.15111671500000054,-0.1782246505000007
ros_tale__3_3_250pq__1,2.162351892134802,-2.053893689,-0.2845421150000007,0.25389542249999764
ros_tale__3_3_250pq__2,2.2448115264707824,-1.88046335,-0.2187099750000012,0.3837116364999993
ros_tale__3_3_750pq__1,1.7114408275903346,-1.881600463,0.05928978499999892,0.2843778504999985
ros_tale__3_3_750pq__2,2.024532260851639,-1.986393534,0.08908384499999933,0.3035489374999987
ros_tale__3_4_0pq__1,0.2965266178365642,-1.643208124,-0.5184502370000015,0.1608315214999987
ros_tale__3_4_0pq__2,-0.3396905894350021,-1.5105600280000002,-0.4754345670000006,0.07633420449999839
ros_tale__3_4_250pq__1,0.7307890535525136,-1.7651870109999999,-0.8697443310000015,0.3966464374999994
ros_tale__3_4_250pq__2,1.0124073448538298,-1.9789304069999998,-1.050985093000001,0.5321519474999992
ros_tale__3_4_750pq__1,1.2305833681858465,-2.005966201,-0.7252045100000011,0.4522509105000001
ros_tale__3_4_750pq__2,0.2120306119505103,-1.9103492919999998,-0.7641835720000003,0.29810119249999895
pcoli__atASMT_325G__1,0.09266703084362,-0.5033560579999999,0.2294886849999997,-0.3027139525000013
pcoli__atASMT_325G__2,0.6215727397431811,-0.7395325849999996,0.2382061749999984,-0.2294121175000008
pcoli__bpTDC__1,0.644214860915373,-0.8987629949999998,0.5143308249999983,-0.6752084325000016
pcoli__bpTDC__2,0.2106281485088416,-0.901964801,0.3707379249999985,-0.7001562895000006
pcoli__BRCA__1,0.956924824856207,-0.7753949019999999,0.08331476499999901,-0.6758072755000013
pcoli__BRCA__2,1.0190561263904552,-0.9134626629999998,0.06908284499999873,-0.6667562165000014
pcoli__BRCActrl__1,0.7056711005908933,-0.7505430940000002,0.1894734949999997,-0.22445492850000012
pcoli__BRCActrl__2,0.36035569600552,-0.5140638169999998,0.13358924499999958,-0.2303831635000009
pcoli__BRCAswap__1,1.040925777803003,-0.7930204989999998,0.9174961749999984,-0.4698841735000015
pcoli__BRCAswap__2,1.3902248936333148,-0.8600406939999998,1.0355499849999994,-0.34259508050000065
pcoli__btAANAT__1,0.3650760142503156,-0.5445725609999998,0.5520848149999988,-0.3460908195000014
pcoli__btAANAT__2,0.1371636537563665,-0.8221622260000001,0.5551159849999987,-0.2931544395000003
pcoli__btASMT__1,0.3478313434374102,-0.6197651959999999,0.6867043349999982,-0.4103532495000009
pcoli__btASMT__2,0.3322544834918899,-0.5240658140000001,0.7940552549999982,-0.4097902645000007
pcoli__CC1__1,0.4261278696779877,-0.6387205199999997,1.1382838349999993,-0.010625480500001672
pcoli__CC1__2,0.5389268420089602,-0.457740007,1.028434794999999,0.10269440449999934
pcoli__ccCOMT__1,0.8504184241029317,-0.35517817700000004,0.4107827149999999,-0.3790837845000006
pcoli__ccCOMT__2,0.5679582963516532,-0.636204137,0.35958486499999864,-0.3653819715000024
pcoli__ckDDC__1,0.7644171481909002,-0.4971467490000001,1.0989126649999983,-0.039029808500000485
pcoli__ckDDC__2,0.5388770509350076,-0.5384678479999998,0.8824161149999998,-0.07084712450000019
pcoli__CNTF_belt__1,1.363358699720342,-0.34551188600000016,0.4792530549999992,-0.1678207175000015
pcoli__CNTF_belt__2,0.4179638861067097,-0.4868259190000002,0.672856444999999,-0.1215239884999999
pcoli__cobPNMT__1,0.7543690320573228,-0.7319857349999999,0.2845649749999985,-0.28345464050000224
pcoli__cobPNMT__2,0.4765530919106504,-0.617602953,0.28185787499999826,-0.2936915055000018
pcoli__cvPhhB__1,0.6762781450642812,-0.5318210479999999,0.2542827749999983,-0.15544303450000108
pcoli__cvPhhB__2,0.4124496812139442,-0.7558798940000001,0.4859822649999988,-0.19092065450000106
pcoli__ggAANAT__1,1.0429810009835006,-0.5754707410000002,0.2609595349999996,-0.43812727750000136
pcoli__ggAANAT__2,0.8793916662427536,-0.5545928359999999,0.2951621049999993,-0.5072351155000012
pcoli__ggTPH__1,0.5157767474771994,-0.6009025179999998,0.22412060499999956,-0.3236103265000025
pcoli__ggTPH__2,0.3572622080681266,-0.5697038449999998,0.1132577649999984,-0.31522817750000165
pcoli__hsAANAT__1,0.9908821377924768,-0.8862177229999997,1.2467476249999994,0.37722753449999935
pcoli__hsAANAT__2,1.2903236560657405,-0.8512912779999997,1.2629522249999994,0.4713452044999986
pcoli__hsASMT__1,0.5697403327440507,-0.7145045949999997,0.4648737349999994,-0.4991464315000025
pcoli__hsASMT__2,0.1442955786666864,-0.9248176520000002,0.37343606499999815,-0.5765470325000024
pcoli__hsPNMT_mb__1,0.6712791873113783,-0.5248111149999999,0.2914652749999984,-0.22182578050000146
pcoli__hsPNMT_mb__2,0.6725884101423304,-0.6060965509999998,0.2760435249999986,-0.2626056555000016
pcoli__hsTPH__1,1.1750324603201878,-0.5404891909999998,0.06470883499999935,-0.5524234145000007
pcoli__hsTPH__2,1.2209813034985162,-0.8383235929999997,0.09849440499999852,-0.6181498235000014
pcoli__hsTPH_E2K__1,0.9907977271690426,-0.9317358489999998,0.901946924999999,-0.2863432065000016
pcoli__hsTPH_E2K__2,0.7093997018088792,-0.976601836,0.8548870149999992,-0.22348367750000087
pcoli__hsTPH_E2K_N91I_P99C__1,1.271590278842506,-0.7268571709999998,0.2488908549999991,-0.5789815825000018
pcoli__hsTPH_E2K_N91I_P99C__2,0.9694548526368942,-0.8057645560000002,0.16713879499999962,-0.6365236015000013
pcoli__hsTPH_N158trunc__1,0.935204075019718,-0.6368590529999998,0.30525573499999936,-0.3627711165000012
pcoli__hsTPH_N158trunc__2,0.9029656394573512,-1.057047771,0.3628533449999996,-0.35569791950000074
pcoli__hsTPH_N174trunc__1,0.9219719801366532,-0.7085070749999995,0.9229170049999986,-0.3680545135000006
pcoli__hsTPH_N174trunc__2,1.094657891817404,-0.6144434190000001,0.6854901049999995,-0.2477449405000005
pcoli__hsTPH_Ntermtrunc__1,1.3399256213374529,-0.7486464199999996,1.0945708049999985,0.18574491449999894
pcoli__hsTPH_Ntermtrunc__2,1.4415791901180486,-0.6916960399999996,1.3859715649999984,-0.139755656500002
pcoli__hsTPH1__1,0.6053254267722855,-0.7808818349999997,0.8930052949999983,-0.20500056150000207
pcoli__hsTPH1__2,0.676476931873613,-0.7071861789999998,0.8963619449999989,-0.24037411750000184
pcoli__MBP__1,1.8525006517080695,-1.0147760779999997,0.10761562499999933,-0.562568594500001
pcoli__MBP__2,2.2873839197133954,-1.0477639119999995,0.8126329749999996,-0.2058761545000003
pcoli__msCOMT__1,0.9611492527056262,-0.6589439810000002,0.14669211499999868,-0.6013450635000002
pcoli__msCOMT__2,0.9816685295220569,-0.6448862310000001,0.008338234999998306,-0.5111193215000025
pcoli__ocAANAT__1,1.1475171268426412,-0.4723188290000002,0.3438339049999985,-0.4546311475000024
pcoli__ocAANAT__2,1.3249988541892503,-0.6429896209999999,0.3139215049999997,-0.4754433755000012
pcoli__osTDC_K374H__1,1.576602699747739,-0.6464103630000002,1.2839606549999996,0.09903660650000036
pcoli__osTDC_K374H__2,1.4350601620912946,-0.9126673790000002,1.6466498449999991,-0.04136086849999998
pcoli__osTDC_K374L__1,0.5708898773650981,-0.5757887199999998,-0.002575395000000924,-0.3635768115000024
pcoli__osTDC_K374L__2,-0.297900822666069,-0.8501940849999996,0.044617884999999184,-0.38040332450000136
pcoli__osTDC_K374Q__1,0.3912553370734453,-0.6913671229999999,0.7409232449999994,-0.3731952155000009
pcoli__osTDC_K374Q__2,0.94183286919957,-0.7986435869999999,0.7893113849999995,-0.2867861905000009
pcoli__osTDC_L360V__1,0.9414475539563552,-0.561109606,0.21303473499999906,-0.5622381075000016
pcoli__osTDC_L360V__2,1.1274155470348488,-0.687050927,0.28664729499999986,-0.5448340115000025
pcoli__pmTPH__1,1.016352914875832,-0.414365418,-0.5422877960000019,-0.5518908805000011
pcoli__pmTPH__2,0.6345444027914343,-0.2495289329999997,-0.4181322750000014,-0.6164907045000012
pcoli__RFC__1,0.7967809163594523,-1.143871065,-0.04249276500000043,-0.4496087445000008
pcoli__RFC__2,0.065157801716856,-1.13463802,-0.05563172500000135,-0.497404780500001
pcoli__RFCctrl__1,1.0348296661604692,-0.408462938,1.2445997549999994,0.3518467965000003
pcoli__RFCctrl__2,1.2813623179864877,-0.5245884780000001,1.1952123949999989,0.4238499324999978
pcoli__RFCnopause__1,0.9540707720618044,-0.8363392369999998,1.277978395,0.350596423499999
pcoli__RFCnopause__2,0.9592245535408912,-1.208450322,1.2688223649999983,0.3138272544999996
pcoli__RFCpluspause__1,1.136921474238731,-0.3896344620000001,0.7064890449999996,0.35021773649999943
pcoli__RFCpluspause__2,1.305519829868747,0.21438376700000014,0.7123646449999992,0.4558035454999985
pcoli__rnCOMT_sol__1,0.7366189316270788,-0.8416496649999998,1.3218476649999982,0.3690663844999982
pcoli__rnCOMT_sol__2,0.6890950140098725,-0.492721559,1.3586548249999986,0.3895514204999984
pcoli__rnPNMT__1,1.253842619824232,-0.7739701280000002,-0.13856641500000144,-0.6220706795000011
pcoli__rnPNMT__2,1.6757930377321364,-0.5745486799999999,-0.2609108650000014,-0.6767325694999995
pcoli__rnTDC__1,0.8160789347493349,-0.5847918590000001,0.15724927499999986,-0.4946090875000024
pcoli__rnTDC__2,1.084229631917357,-0.6967919060000001,0.24430457499999925,-0.4172348825000016
pcoli__rnTDC_trunc__1,1.1727489875725754,-0.590280372,0.3536355549999985,-0.1512001095000013
pcoli__rnTDC_trunc__2,0.8610619998013237,-0.7463271099999997,0.3590969349999984,-0.018151414500000133
pcoli__saCOMT_T2A__1,0.5727691406697233,-0.5631890369999999,0.20285039499999868,-0.29725888650000165
pcoli__saCOMT_T2A__2,1.3111599285243498,-0.5204475599999996,0.17900243499999924,-0.22480344650000106
pcoli__sfCOMT__1,1.068744849307388,-0.670108274,0.018296924999999572,-0.8157619265000013
pcoli__sfCOMT__2,0.7204324873005099,-0.985050095,-0.12660359500000062,-0.7753620785000006
pcoli__sgAANAT_D63G__1,0.4041607589563462,-0.7467968140000001,0.21465630499999835,-0.3326699055000013
pcoli__sgAANAT_D63G__2,0.8397433575748239,-0.6434642560000001,0.05664864499999923,-0.3247562515000011
pcoli__ssDDC__1,1.0310016578054004,-0.6405895089999998,0.5796203449999986,-0.45473696150000104
pcoli__ssDDC__2,0.8657368502194005,-0.7378999920000004,0.5482194249999992,-0.4467050085000004
pcoli__TP53B__1,0.5533268800537993,-0.617432591,0.4796024049999996,-0.1882296565000008
pcoli__TP53B__2,0.5830953109080064,-0.3963922260000001,0.5183036949999984,-0.062310198500000524
pcoli__WT__1,1.779434691563196,-0.6270539140000002,1.5188225649999991,0.25196471849999824
pcoli__WT__2,1.515572905098408,-0.7619041149999997,1.5982937549999985,0.2920224274999992
cck__glu_ale4__1,-0.0776163525564609,-0.6073935530000001,0.8424839949999985,-0.2818450385000002
cck__glu_ale4__2,0.9591182992102808,-0.9890538479999996,0.38870244499999984,-0.8375191875000016
cck__cck_ale1__1,0.3335547913939933,-0.9186479120000001,0.12837771499999914,-0.875542244500001
cck__cck_ale1__2,0.3579209633354388,-0.8469002419999998,0.1574656749999992,-0.8478276895000008
cck__cck_ale2__1,0.1012311258639954,-1.2917920779999998,0.01310426499999906,-0.9475169255000012
cck__cck_ale2__2,0.0735255479437224,-1.1499700819999998,-0.029159615000001082,-0.8894887965000011
cck_pgi__gmos_delpgi__1,-0.2187340878666782,-0.5429891149999997,0.2770646749999983,0.006571553499998828
cck_pgi__gmos_delpgi__2,-0.1903126012728744,-0.4354311499999999,0.050797044999999486,0.2952120124999986
cck_pgi__pgi_ale1__1,1.7321768854873734,0.27061229499999984,0.19052278499999886,0.03354484549999981
cck_pgi__pgi_ale1__2,0.2727656552909598,-0.6109176939999998,0.026093084999999402,-0.3289632545000014
cck_pgi__pgi_ale2__2,-0.1015480234801967,-0.369836737,0.4468949549999994,-0.1639050735000005
cck_pgi__pgi_ale3__1,0.3677501411652813,-0.3260875029999997,0.3102447349999995,0.007994069499998702
cck_pgi__pgi_ale3__2,0.4557646750703947,-0.861497629,-0.08744309500000114,-0.4017349225000011
cck_pgi__pgi_ale4__1,0.5785414536908072,-0.2381366370000002,0.5186149949999983,-0.31763742050000143
cck_pgi__pgi_ale4__2,1.4913775099335451,-0.7761302040000002,0.03510399499999828,-0.9078056795000008
cck_pgi__pgi_ale4__3,1.3844183668553305,-0.921768429,0.07492192499999817,-0.8691407145000012
cck_pgi__pgi_ale5__1,0.301292316470035,-0.16989987299999987,0.3879215049999996,-0.04482604250000222
cck_pgi__pgi_ale5__2,0.2760395805655337,-0.2594497999999996,0.08957866499999945,-0.5316725625000016
cck_pgi__pgi_ale6__1,0.2128832323905825,-0.0406783599999998,0.6129683849999985,-0.13411185050000185
cck_pgi__pgi_ale6__2,0.5734360442807999,-0.7495004049999996,0.15115166499999866,-0.4775874075000024
cck_pgi__pgi_ale7__1,0.0257756609242273,0.020927590999999968,0.7453702049999986,-0.1441814945000015
cck_pgi__pgi_ale7__2,0.1168618919738335,-0.3243702949999996,0.29578562499999883,-0.5893052335000002
cck_pgi__pgi_ale8__1,1.3782921101902903,-0.527590451,0.7035608149999995,-0.2548413645000007
cck_pgi__pgi_ale8__2,1.0668926763121214,-0.95333078,0.2498764949999988,-0.5838333585000006
cck_sdh__gmos_delsdhCB__1,-0.990850223514973,-0.6182064020000002,1.0465290549999988,0.062360231499999585
cck_sdh__gmos_delsdhCB__2,-0.3738782646908317,-0.8553178269999999,0.951439774999999,0.056222137499998937
cck_sdh__sdh_ale1__1,1.1003344478370265,-0.463651789,0.8348676649999991,-0.3702040085000009
cck_sdh__sdh_ale1__2,0.440091835352191,-0.6932213049999998,0.8373050949999996,-0.5853429765000024
cck_sdh__sdh_ale2__1,0.4364806317764966,-0.7840223249999996,0.6675422049999984,-0.6505461315000014
cck_sdh__sdh_ale3__2,0.0143542496313845,-0.7230127849999999,0.7336265849999997,-0.5475108445000014
cck_sdh__sdh_ale3__1,-0.1198518464817213,-1.02496395,0.5688070749999987,-0.5961471685000008
cck_sdh__sdh_ale3__3,0.2009362253948075,-0.5401496479999999,0.5951379449999994,-0.6008778045000014
cck_pts__gmos_delptsHIcrr__2,4.211158982195333,-1.2799407809999999,-0.3271388250000005,-0.1563252765000005
cck_pts__gmos_delptsHIcrr__1,2.780474504411874,-0.92462321,-0.2471183550000013,-0.20221303250000133
cck_pts__pts_ale1__2,0.9623126575047978,-0.8978542950000001,0.4467236949999993,-0.2654163194999999
cck_pts__pts_ale1__1,1.3698678947699494,-0.914630124,0.4733588449999981,-0.2265341555000013
cck_pts__pts_ale2__2,0.8876341558627934,-0.968793484,0.051775694999998116,-0.8789651625000019
cck_pts__pts_ale2__1,0.9759722844470612,-0.6057521320000001,0.0058354849999986405,-0.910187896500001
cck_pts__pts_ale3__2,0.4233097444213445,-1.732395486,-0.6512647580000017,-0.9609956225000014
cck_pts__pts_ale3__1,0.3889950211055317,-1.79378567,-0.32246742500000103,-0.7625850225000024
cck_pts__pts_ale4__2,0.7814991290776078,-0.7085317849999999,0.08030092499999952,-0.9130500165000024
cck_pts__pts_ale4__1,1.5707363694764551,-0.630539228,0.09726459499999862,-0.9932835145000009
cck_gnd__gmos_delgnd__1,0.2053619245740801,-0.7291019849999998,1.0484440649999982,-0.1830543285000008
cck_gnd__gmos_delgnd__2,1.3865478898484958,-0.1888847499999997,1.2076734449999993,-0.12040567050000027
cck_gnd__gnd_ale1__1,-1.1154014648415458,-1.225188368,0.1668909249999988,-0.8071900495000008
cck_gnd__gnd_ale1__2,-0.7434737515470428,-0.972382005,0.2006588349999987,-0.8075885545000014
cck_gnd__gnd_ale2__1,-0.3446950630303326,-1.039524686,0.1865642749999985,-0.8632410745000012
cck_gnd__gnd_ale2__2,0.006897932779501,-1.294104753,0.14256685499999833,-0.7118772435000009
cck_gnd__gnd_ale3__1,0.1883148561977223,-0.7337460640000001,0.2590754949999994,-0.7625813295000006
cck_gnd__gnd_ale3__2,-0.6157864646307506,-0.940457898,0.22985128499999874,-0.7222617405000014
cck_tpiA__gmos_deltpiA__1,0.419098667399113,-0.11112739399999992,-0.14978443500000085,-0.5274534285000003
cck_tpiA__gmos_deltpiA__2,6.463279718045904,0.2913399769999998,-0.24486741500000164,-0.7828259425000024
cck_tpiA__tpiA_ale1__1,-1.0020716634297937,-0.32527146900000004,0.5069752049999998,-0.3317151295000009
cck_tpiA__tpiA_ale1__2,-0.3264243886379823,-0.411123946,0.5042706349999992,-0.2405007045000005
cck_tpiA__tpiA_ale2__1,0.8696159858925502,0.08536932099999994,0.5628485749999985,-0.4291254845000011
cck_tpiA__tpiA_ale2__2,0.5498822824579475,-0.25847332199999995,0.4463669249999995,-0.5798692935000007
cck_tpiA__tpiA_ale3__1,0.550103965459751,-0.181170415,0.5218393849999998,-0.4509718735000003
cck_tpiA__tpiA_ale3__2,0.3036277539440866,-0.7804088390000001,0.6213471449999997,-0.4706106745000014
cck_tpiA__tpiA_ale4__1,0.6489836883939902,-0.3638760399999996,0.3713619849999983,-0.28283903250000186
cck_tpiA__tpiA_ale4__2,0.2070737586044453,-0.2264777899999997,0.4160043349999985,-0.26158748050000113
acid_tale__acid_ale1_pH7__1,0.8113220517190771,-1.1295096400000002,-0.11827526500000117,-1.1434939765000012
acid_tale__acid_ale1_pH7__2,0.9365905361893356,-1.1985541990000002,-0.09381905500000087,-1.095479462500001
acid_tale__acid_ale1_pH5__1,-0.7514260639474369,-0.933118582,-0.04357532500000083,-0.22479323449999988
acid_tale__acid_ale1_pH5__2,-0.287523684587523,-1.0064646269999995,-0.05059117500000099,-0.3639794045000011
acid_tale__acid_ale2_pH7__1,1.4520828495210278,-1.11250488,-0.13953246500000027,-0.8097514835000004
acid_tale__acid_ale2_pH7__2,0.8443167137831848,-1.110343202,-0.0845335750000018,-0.7847996785000007
acid_tale__acid_ale2_pH5__1,0.0630254868018094,-0.7880273409999998,-0.14809028500000032,-0.609081594500001
acid_tale__acid_ale2_pH5__2,0.5423920709430109,-1.0348870829999999,-0.20983636500000105,-0.6521726465000013
acid_tale__low_Mg_ale_pH7__1,2.588227896553653,-0.8468395540000002,-0.2294881550000003,-0.8886906245000006
acid_tale__low_Mg_ale_pH7__2,2.8812523636066074,-1.012310356,-0.30505053500000123,-0.8849519425000016
acid_tale__low_Mg_ale_pH5__1,0.5149290013394433,-1.085875456,0.3386448349999984,-0.5974948625000014
acid_tale__low_Mg_ale_pH5__2,0.5231827711360635,-0.8528367979999998,0.35293616499999914,-0.5990323295000008
acid_tale__MES_ale_pH7__1,0.2015701661334411,-1.1719269099999998,-0.17984521500000028,-0.847920310500001
acid_tale__MES_ale_pH7__2,0.4979881799336429,-1.0185052579999998,-0.13392727500000134,-0.8574053305000007
acid_tale__MES_ale_pH5__1,-0.3970601006359864,-0.7912163649999999,0.1780527249999988,-0.6288421885000002
acid_tale__MES_ale_pH5__2,0.5817068751576159,-0.7934790039999999,0.5808612549999985,-0.35688139950000064
acid_tale__gmos_pH7__1,0.4382584026228944,-0.8025220370000001,-0.12245240500000065,-0.8300912035000003
acid_tale__gmos_pH7__2,0.4974724925192559,-1.4788887489999998,-0.1101632150000018,-0.787877366500001
acid_tale__gmos_pH5__1,0.6576691079923357,-0.5308670869999998,0.25805079499999906,-0.498235170500001
acid_tale__gmos_pH5__2,0.2560855189288275,-1.1964669559999999,0.21472440499999834,-0.4469137485000001
adnB__wt_adn__1,2.098347902891461,-0.7946603040000002,0.5251568249999998,-0.08017981850000133
adnB__wt_adn__2,2.0244121388013268,-0.8516674159999997,-0.23070153500000146,-0.5635753085000008
adnB__delydhB_adn__1,2.526237433437592,-1.1415774559999998,0.7912719849999998,-0.3352252125000019
adnB__delydhB_adn__2,1.795863598654585,-0.8663862359999999,0.2631915649999996,-0.02026079850000073
ytf2__wt_glc__1,-0.579163988144643,0.07512071099999984,0.04946460499999894,0.026521316500000225
ytf2__wt_glc__2,0.2612770973040685,-0.1598237170000001,0.2280839549999989,-0.1403242235000004
ytf2__ybcM_glc__1,0.8003197242473387,-0.7261323049999997,0.6497454849999986,-0.35754535949999955
ytf2__ybcM_glc__2,0.9034007866102391,-0.8410744769999998,0.5978502849999998,-0.234434266500001
ytf2__ydhB_glc__1,1.2874530997020672,-0.4663865049999996,0.7921500049999999,-0.28766580050000107
ytf2__ydhB_glc__2,0.7239109828578966,-0.407503502,0.6870991049999997,-0.1944035625000016
ytf2__yfeC_glc__1,1.1498100861021503,-0.4698006329999998,0.4592277549999988,-0.2966178795000012
ytf2__yfeC_glc__2,1.2843351006614123,-0.7264149259999999,0.594893944999999,-0.2533718325000009
ytf2__yciT_glc__1,1.0367212817941829,-0.4184008349999999,-0.04849385500000025,-0.3762057725000014
ytf2__yciT_glc__2,1.1931935458130878,-0.2898532330000001,-0.07781319500000095,-0.41714471050000057
ytf2__ydiZ_glc__1,0.3009533801687259,-0.386898837,-0.2587898850000005,-0.4454550105000008
