,A,GlpR
cstr_pfr__str_ref2__1,-0.0169309396,-0.06173021100000001
cstr_pfr__str_ref3__1,0.027983237100000002,-0.002714686
cstr_pfr__pfr_P5_0005m__1,0.6835889545,-0.23700343370000002
cstr_pfr__pfr_P5_0010m__1,0.36442532400000005,-0.47303141120000003
cstr_pfr__pfr_P5_0025m__1,0.5720101364,-0.4163086876
cstr_pfr__pfr_P3_0025m__1,-0.0089655062,-0.3969285341
cstr_pfr__pfr_P1_0025m__1,-0.1349613599,-0.20033682490000002
cstr_pfr__pfr_P5_0045m__1,0.6455314558,-0.5327225451000001
cstr_pfr__pfr_P5_0120m__1,1.1571548591,-0.4727446531
cstr_pfr__pfr_P3_0120m__1,0.205937943,-0.34023626360000003
cstr_pfr__pfr_P1_0120m__1,-0.3188823579,-0.3632318073
cstr_pfr__pfr_P5_0210m__1,1.4671377075,-0.48282505750000004
cstr_pfr__pfr_P5_1500m__1,0.5784483136,-0.5399550701
cstr_pfr__pfr_P3_1680m__1,0.17526308240000002,-0.3057567916
cstr_pfr__pfr_P5_1680m__1,0.3648580095,-0.5156469572
cstr_pfr__pfr_P1_1680m__1,-0.1947134299,-0.0651662343
cstr_pfr__str_0005m__2,0.4927316538,-0.1269393814
cstr_pfr__str_0010m__2,-0.21566168460000001,-0.1589088391
cstr_pfr__str_0025m__2,-0.1852005737,-0.1263789206
cstr_pfr__str_0045m__2,0.44470462450000003,-0.1307651068
cstr_pfr__str_0075m__2,0.14059674390000002,-0.1285360464
cstr_pfr__str_0120m__2,-0.6676212673,-0.25540986190000003
cstr_pfr__str_0210m__2,-0.06540011450000001,-0.145421361
cstr_pfr__str_0330m__2,-0.1091480381,-0.0582520013
cstr_pfr__str_1500m__2,-0.1276555007,0.1000244565
cstr_pfr__str_1560m__2,-0.1560663014,-0.021368071500000002
cstr_pfr__str_1680m__2,0.49439099400000003,-0.10488415
cstr_pfr__str_ref1__2,-0.1170097632,0.0703591491
cstr_pfr__str_ref2__2,-0.3225726688,0.0058813248000000005
cstr_pfr__str_ref3__2,-0.0236106003,-0.0924754183
cstr_pfr__pfr_P5_0005m__2,1.5402044342,-0.492167332
cstr_pfr__pfr_P5_0010m__2,0.3620649796,-0.6473359064
cstr_pfr__pfr_P5_0025m__2,0.09301580420000001,-0.6126971719000001
cstr_pfr__pfr_P3_0025m__2,-0.23001270840000002,-0.45727796600000004
cstr_pfr__pfr_P1_0025m__2,-0.4531962638,-0.4341005475
cstr_pfr__pfr_P5_0045m__2,0.2158888914,-0.5329287294
cstr_pfr__pfr_P5_0120m__2,0.1214342624,-0.6103321735
cstr_pfr__pfr_P3_0120m__2,0.012452959100000001,-0.4294045818
cstr_pfr__pfr_P1_0120m__2,-0.18081921650000002,-0.2658523934
cstr_pfr__pfr_P5_0210m__2,-0.1236148615,-0.5373668062
cstr_pfr__pfr_P5_1500m__2,0.7654343991,-0.6764720597
cstr_pfr__pfr_P3_1680m__2,0.2889534455,-0.6735241578000001
cstr_pfr__pfr_P5_1680m__2,0.18356597900000002,-0.3445518161
cstr_pfr__pfr_P1_1680m__2,0.18577317540000002,-0.29694555710000003
darobactin__daro_30m__1,5.4570164045,-0.0690130965
darobactin__daro_30m__2,3.4055804834,0.0474489024
darobactin__solv_1h__1,4.0329098734,0.17431009990000002
darobactin__solv_1h__2,3.1852537818,0.0269733784
darobactin__daro_1h__1,3.7533549557,-0.1188720344
darobactin__solv_1h__3,3.2202283349,0.3968469726
darobactin__daro_1h__2,3.6493048595,0.24977645780000002
darobactin__daro_1h__3,4.671272186,0.3374070621
darobactin__daro_30m__3,7.4281405025,0.23088532020000002
darobactin__solv_30m__1,2.0686678381,-0.1063188132
darobactin__solv_15m__1,-0.06935666600000001,0.0627653387
darobactin__solv_15m__2,-0.4378247228,-0.0331599668
darobactin__daro_15m__1,2.692399713,-0.1447266366
darobactin__solv_15m__3,0.5071813888,-0.0296053719
darobactin__daro_15m__2,1.5709293851,0.0048983165
darobactin__daro_15m__3,0.6647950493,0.1746014782
darobactin__solv_30m__2,1.0987827999,-0.080127179
darobactin__solv_30m__3,4.3301789423,0.037892072000000006
ddp__pNT3_aroP__1,-1.4262033866000001,-0.056352655800000005
ddp__pNT3_aroP__2,-0.8981990105000001,-0.25928770090000003
ddp__pNT3_bamC__1,9.3326241536,1.5611646992
ddp__pNT3_bamC__2,11.475588154,1.5635536724999999
ddp__pNT3_cusA__1,10.0929965999,1.9797643427
ddp__pNT3_cusA__2,12.7442100894,1.2846210513
ddp__pNT3_hemX__1,-1.6740231244000001,0.32981090360000004
ddp__pNT3_hemX__2,-2.0380549432,0.057322598200000005
ddp__pNT3_empty__1,-0.1851774868,0.2480974299
ddp__pNT3_empty__2,0.1851774868,-0.2480974299
ddp__pNT3_topA__1,8.9849891857,0.7894775070000001
ddp__pNT3_topA__2,9.0948470099,0.7276898860000001
ddp__pNT3_yicR__1,-0.7384786154,0.43350181520000003
ddp__pNT3_yicR__2,-0.7685448913,0.2066311807
ddp__pNT3_yqjD__1,-0.9347683549,0.3809406595
ddp__pNT3_yqjD__2,-1.366767188,-0.034895099400000004
ecomics__del_gabT__1,1.0359181941,-0.0038173633
ecomics__del_gabT__2,-1.0359181941,0.0038173633
ecomics__del_putP__1,-0.5723934739000001,0.20466009810000002
ecomics__del_putP__2,-1.8426462074,-0.2224246189
ecomics__del_entF__1,-2.3282758404,0.5040541804
ecomics__del_entF__2,-2.0225491113,0.6240725665
ecomics__del_entF__3,-1.4442526832,0.1587519681
ecomics__del_cysA__1,-0.9087259036,-0.1904970842
ecomics__del_cysA__2,-1.6485595015999999,0.3013725209
elyC__wt_21C__1,1.4037835514,-0.3565224104
elyC__wt_21C__2,0.9983235939,-0.5403850538
elyC__wt_21C__3,0.29183767050000003,-0.3728841384
elyC__wt_37C__1,0.3981582093,-0.1837459877
elyC__wt_37C__2,-0.5222878545,0.12971207
elyC__wt_37C__3,0.1241296452,0.0540339177
elyC__delelyC_21C__1,0.0330155823,-0.5268772988
elyC__delelyC_21C__2,1.006102213,-0.5666576830000001
elyC__delelyC_21C__3,0.8831863238000001,-0.49255266680000004
elyC__delelyC_37C__1,0.2824626463,-0.051187274500000005
elyC__delelyC_37C__2,0.3865940353,-0.0782326916
elyC__delelyC_37C__3,0.612494575,-0.0433124209
evo_acid_w__F9_2__1,1.3957950237,0.0493074264
evo_acid_w__F11_1__1,12.6227613922,1.8031431066999999
evo_acid_w__F11_1__2,12.4924922286,1.7741858891
evo_acid_w__F11_1__3,13.7749933942,1.7853778109
evo_acid_w__wt__1,-1.336199953,0.8529245803000001
evo_acid_w__F11_2__1,-2.0587701054,0.5118088794
evo_acid_w__B11_2__1,-2.0224395927,0.5587821366
evo_acid_w__F11_2__2,12.4315385008,0.24691036830000002
evo_acid_w__wt__2,-2.9478116117,0.7408954940000001
evo_acid_w__B11_1__1,-1.7201075916000002,-0.2493817934
evo_acid_w__H9_1__1,-0.6829162292000001,2.6445748131
evo_acid_w__H9_2__1,13.1639927061,0.7278232204
evo_acid_w__B11_2__2,-1.8079233415,0.4954198698
evo_acid_w__wt__3,-3.285978926,0.8381206356
evo_acid_w__H9_2__2,13.2418357911,0.8580215948000001
evo_acid_w__B11_2__3,-2.1216125416,0.3822041266
evo_acid_w__F11_2__3,12.7783190715,0.3453293123
evo_acid_w__F9_2__2,-2.8050104659,0.2115839707
evo_acid_w__wt__4,6.8549897121,0.1247444174
evo_acid_w__wt__5,9.5275037203,0.2150535946
evo_acid_w__wt__6,-2.5486612664,-1.0219100057
evo_acid_w__H9_1__2,-0.4604275735,2.4501958039
evo_acid_w__F9_1__1,11.2528709453,1.5713920063
evo_acid_w__F9_1__2,11.1588559205,1.68514804
evo_acid_w__B11_1__2,-1.8658706760000001,0.0132256803
evo_acid_w__H9_2__3,12.3772448839,0.46092881750000003
evo_acid_w__wt__7,-2.9544867397,0.13165239010000002
evo_acid_w__F9_1__3,11.5736591422,1.8743159462999999
evo_acid_w__F9_2__3,-0.3847582847,-0.11157021780000001
evo_acid_w__wt__8,-2.791512771,-0.85964573
evo_acid_w__B11_1__3,-1.7132355912000001,-0.1533506267
evo_acid_w__wt__9,-0.5178421645,-1.0218353763
evo_bz__c3_1_bz__1,-9.1475857149,1.2867259544
evo_bz__c3_1_bz__2,1.0170697231,0.39060181520000004
evo_bz__c3_1_bz__3,2.389343013,0.23437908470000002
evo_bz__c3_1_bz__4,2.4605830664,0.2068183408
evo_bz__g5_1_bz__1,-15.7200663059,1.4694394469
evo_bz__g5_1_bz__2,-2.6878140207,1.6792949989000001
evo_bz__g5_1_bz__3,-15.7032705567,1.5288589691999999
evo_bz__g5_1_bz__4,0.5524796820000001,1.0006444873
evo_bz__g5_1_bz__5,1.2315565241,0.7753339398
evo_bz__g5_1_bz__6,1.0428324978,1.0094612343
evo_bz__w3110d13__1,-1.1161179199,0.5077875506
evo_bz__w3110d13__2,0.6521059833,0.3035051689
evo_bz__w3110d13__3,0.9595200581000001,-0.3682999847
evo_bz__w3110d13__4,-0.9015836342,0.1493339842
evo_bz__w3110d13__5,0.918092949,-0.256424659
evo_bz__w3110d13__6,-0.5120174363000001,-0.3359020599
evo_bz__w3110d13_bz__1,1.3736449015,1.4935762558
evo_bz__w3110d13_bz__2,-0.15126737780000002,1.5678286946000002
evo_bz__w3110d13_bz__3,2.5902111134,0.40410854700000004
evo_bz__w3110d13_bz__4,-2.0264166532,1.0866494679
evo_bz__c3_1_bz__5,-7.3541147405,1.6091887569
evo_bz__c3_1_bz__6,-0.8528361961,1.6967102819000002
evo_bz__g5_2_bz__1,-0.2529098938,0.6505226472
evo_bz__g5_2_bz__2,0.7782221287000001,0.424694092
evo_bz__g5_2_bz__3,3.01060848,0.3374740732
evo_bz__g5_2_bz__4,0.2126395785,0.8285870124
evo_bz__g5_2_bz__5,1.9956440616000002,0.9233460324
evo_bz__g5_2_bz__6,0.2811979166,1.501362255
evo_bz__w3110d13_bz__5,2.4903199499,-0.1590517346
evo_bz__w3110d13_bz__6,1.8429173469,0.6238070096
evo_bz__a1_1_bz__1,-14.818292573899999,0.4823343412
evo_bz__a1_1_bz__2,2.3284912489,1.3482214083000001
evo_bz__a1_1_bz__3,0.8868716922000001,1.1660678674
evo_bz__a1_1_bz__4,2.9805391156,1.4357202066
evo_bz__a1_1_bz__5,0.4761086037,1.0926678605
evo_bz__a1_1_bz__6,1.2851971771000001,1.1599425665
evo_metab__wt__1,1.9422120131,-0.4403594471
evo_metab__del_zwf__1,2.093536723,-0.1743480856
evo_metab__zwf_ale1__1,2.3388342589,0.1405646899
evo_metab__zwf_ale2__1,1.609652993,0.0303647959
evo_metab__del_ppk__1,-0.8417674888000001,-0.8013320833
evo_metab__ppk_ale1__1,-0.49216539410000004,-0.2898829987
evo_metab__ppk_ale2__1,2.9285587256000003,-1.0153906363
evo_metab__ppk_ale3__1,2.0436635221,-1.2045652108
evo_metab__del_dapF__1,1.8579563212,-0.8583441946
evo_metab__dapF_ale1__1,2.2416456215,-0.6292860904
evo_metab__dapF_ale3__1,-0.227161675,-0.49579849400000003
evo_metab__del_entC__1,-0.18266329750000002,0.1957791288
evo_metab__entC_ale1__1,-0.6794732369,0.228781316
evo_metab__entC_ale2__1,1.4173369437,-0.24812723500000003
evo_metab__del_dgk__1,-1.1734398276,-0.44549504160000003
evo_metab__dgk_ale1__1,-0.6113551837,-0.2502320454
evo_metab__dgk_ale2__1,0.2050883162,-0.331897131
evo_metab__dgk_ale3__1,0.4232563139,-0.09316599490000001
evo_metab__wt__2,-0.8562817117,0.2474623203
evo_metab__del_zwf__2,0.9380072459000001,0.3869791838
evo_metab__zwf_ale1__2,-0.0239313937,0.2168337639
evo_metab__zwf_ale2__2,1.4149931741000001,-0.3265272883
evo_metab__del_ppk__2,-1.1918397934,0.053455893000000004
evo_metab__ppk_ale1__2,-0.062469965,0.1567531858
evo_metab__ppk_ale2__2,-0.1649147054,-0.1825069906
evo_metab__ppk_ale3__2,-1.3748088487,0.3040397902
evo_metab__del_dapF__2,0.4306788295,-0.1833748185
evo_metab__dapF_ale1__2,0.8610688004,-0.42586193910000003
evo_metab__dapF_ale3__2,0.28217109090000003,-0.12249869990000001
evo_metab__del_entC__2,-1.7854355321000002,0.33057946380000003
evo_metab__entC_ale1__2,-1.3162310727,0.072069885
evo_metab__entC_ale2__2,-1.0020306984,-0.305689826
evo_metab__entC_ale3__1,-0.7103522909000001,-0.3434832869
evo_metab__del_dgk__2,-1.6173988046,-0.3940343591
evo_metab__dgk_ale1__2,-0.6592053257,-0.0011530960000000002
evo_metab__dgk_ale2__2,-0.0305008342,-0.3515041641
evo_metab__dgk_ale3__2,-0.7328238828,-0.9208272551000001
evo_metab__wt__3,-1.0859303015,0.1928971268
evo_metab__del_zwf__3,-0.141622673,0.570826432
evo_metab__zwf_ale1__3,0.1635758431,0.1919748912
evo_metab__zwf_ale2__3,2.2002627559,-0.1046514436
evo_metab__del_ppk__3,-0.9936998495,0.1394271017
evo_metab__ppk_ale1__3,-0.8556254201,0.2513090195
evo_metab__ppk_ale2__3,-1.032504467,0.2045468091
evo_metab__ppk_ale3__3,-0.7978659050000001,-0.1732075957
evo_metab__del_dapF__3,0.6210125553,-0.1837426684
evo_metab__dapF_ale1__3,1.3321700401,-0.7398466797000001
evo_metab__dapF_ale3__3,0.3473005375,0.11664154300000001
evo_metab__del_entC__3,-1.5921724921,0.26481624260000003
evo_metab__entC_ale1__3,-1.7180587551,-0.1821858366
evo_metab__entC_ale2__3,-0.6040524108,-0.0321993626
evo_metab__entC_ale3__2,-1.4236870044,0.7178297641
evo_metab__del_dgk__3,-1.8030286324,0.3220536887
evo_metab__dgk_ale1__3,-1.1722420941,0.1003256154
evo_metab__dgk_ale2__3,-0.2528206844,0.173765191
evo_metab__dgk_ale3__3,-0.9057437314000001,-0.6534507347
flag_reg__wt__1,-0.5403590488000001,0.11468040360000001
flag_reg__del_fliA__1,1.663878639,-0.2801036027
flag_reg__del_flhC__1,1.2995170938,-0.42522054940000004
flag_reg__del_flhD__1,1.8213353691,-0.7213027095
flag_reg__wt__2,0.5403590488000001,-0.11468040360000001
flag_reg__del_fliA__2,2.1590307308,-0.4982943159
flag_reg__del_flhC__2,0.3263414777,-0.0238050973
flag_reg__del_flhD__2,1.9349571416,-0.46625259480000003
flgM__27C__1,-0.4472342943,-0.7980020799
flgM__27C__2,-0.0611283194,-0.6371200769
flgM__27C__3,-0.020141989000000003,-0.7691614417
flgM__32C__1,0.2005592428,-0.2969805928
flgM__32C__2,-0.1646161288,-0.1758425087
flgM__32C__3,-0.7901959454,-0.22935125180000002
flgM__37C__1,-0.027697566700000002,-0.0030428411
flgM__37C__2,-0.0248299625,0.0192457377
flgM__37C__3,0.0525275292,-0.0162028967
flgM__42C__1,-0.23848386370000002,0.3496920025
flgM__42C__2,-0.2592516836,0.5569969479
flgM__42C__3,-0.6263395959,0.8503472601000001
histone__untreated__1,0.0630780403,-0.1540920872
histone__untreated__2,0.7708144592,0.12513500630000002
histone__untreated__3,-0.8338924994,0.0289570809
histone__10ug_H2A__1,-0.7322907361000001,0.009818308000000001
histone__10ug_H2A__2,-0.35678320500000005,-0.0137629781
histone__10ug_H2A__3,-0.6846946453,-0.07324093050000001
histone__50ug_H2A__1,-1.3910493971,0.0126416537
histone__50ug_H2A__2,-1.7413128267,0.06320787280000001
histone__50ug_H2A__3,-1.6970865871,-0.065232529
histone__100ug_H2A__1,-1.2286577771,0.0063372295
histone__100ug_H2A__2,-1.3747337938,0.0498125626
histone__100ug_H2A__3,-1.3228079877,-0.1265524177
hns__del_hns_spike__1,-0.5945427333000001,0.09264139660000001
hns__del_hns_spike__2,0.4106624064,-0.1713127428
hns__del_hns__1,-0.5554600168,0.037311213100000004
hns__del_hns__2,4.0715789396,-0.4055031429
hns__wt_spike__1,0.3158854747,0.09550131390000001
hns__wt_spike__2,11.6718732036,0.4957190869
hns__wt__1,1.1290369549000001,-0.046767419500000004
hns__wt__2,-1.1290369549000001,0.046767419500000004
hns_stpA__evo100G4_delhns_delstpA__1,-1.3291929117999999,-0.3274880751
hns_stpA__evo100G4_delhns_delstpA__2,-0.5981427205000001,-0.414173599
hns_stpA__evo100G12_delhns_delstpA__1,-1.0216895359,-0.9905450169000001
hns_stpA__evo100G12_delhns_delstpA__2,-1.1026282527,-0.8612484167000001
hns_stpA__delhns_delstpA_delrpoS__1,0.1741266971,-1.2701751764
hns_stpA__delhns_delstpA_delrpoS__2,-1.5751226953000002,-0.5985124277
hns_stpA__wt__1,0.2354198402,0.26765551930000003
hns_stpA__wt__2,-0.2354198402,-0.26765551930000003
hns_stpA__delhns_delstpA__1,10.9477241723,-0.4698559637
hns_stpA__delhns_delstpA__2,11.7905796309,-0.240749507
hu__wt_log_pH7__1,-2.2453458973,0.5372338387
hu__wt_log_pH7__2,-3.3422167494,0.632800164
hu__wt_log_pH7__3,-1.1818574161,0.8838419178
hu__wt_lag_pH7__1,-0.7128345705,0.0880758799
hu__wt_lag_pH7__2,-3.1007900046,-0.062020312200000004
hu__wt_lag_pH7__3,3.8136245752,-0.0260555676
hu__delhupA_lag_pH7__1,-1.7759707372,0.1587796437
hu__delhupA_lag_pH7__2,-6.9067354173,0.0863577864
hu__delhupA_lag_pH7__3,0.1190078011,0.1449506931
hu__delhupB_lag_pH7__1,-6.1348174527,0.1743201438
hu__delhupB_lag_pH7__2,-5.2660887428,0.17299713700000002
hu__delhupB_lag_pH7__3,1.9232052605,-0.0614654917
hu__delhupAhupB_lag_pH7__1,-2.0335902833,0.7587590302
hu__delhupAhupB_lag_pH7__2,-5.4264690212,0.36203265960000003
hu__delhupAhupB_lag_pH7__3,5.4340503792,1.5966409841
hu__hupAE34K_hupB_lag_pH7__1,-0.5340901296,-0.10137088130000001
hu__hupAE34K_hupB_lag_pH7__2,-3.0264329299,0.5071667434
hu__hupAE34K_hupB_lag_pH7__3,1.348489209,0.1686764335
hu__hupAE34K_delhupB_lag_pH7__1,1.0537152414,-0.0851741143
hu__hupAE34K_delhupB_lag_pH7__2,-1.6000183637,0.3725158051
hu__hupAE34K_delhupB_lag_pH7__3,1.0503173324,0.2847886254
hu__wt_lag_pH5__1,0.9515528932,0.9559644196
hu__wt_lag_pH5__2,-0.8543126445,1.4272941646000001
hu__wt_lag_pH5__3,-1.3274167691,1.5566471095
hu__delhupA_lag_pH5__1,-1.2447858316,1.0446157144
hu__delhupA_lag_pH5__2,0.6643439058,1.3428833926000001
hu__delhupA_lag_pH5__3,-0.590844524,1.6346042738
hu__delhupAhupB_lag_pH5__1,-4.7349690457,0.9824223085
hu__delhupAhupB_lag_pH5__2,-3.7782502118,1.1476970961
hu__delhupAhupB_lag_pH5__3,-4.3463095097,1.5171400245000002
hu__hupAE34K_hupB_lag_pH5__1,1.3173053101,1.2155110723
hu__hupAE34K_hupB_lag_pH5__2,-0.7373597590000001,1.7221463016
hu__hupAE34K_hupB_lag_pH5__3,-0.7235087639000001,1.7181649970000001
hu__hupAE34K_delhupB_lag_pH5__1,-2.7814032383000002,1.4254237011
hu__hupAE34K_delhupB_lag_pH5__2,0.3553741854,1.5798233087
hu__hupAE34K_delhupB_lag_pH5__3,-0.8032224375,1.5633034885
hyperpersistence__low_GFP__1,1.4843288263,-1.6800595654000001
hyperpersistence__wt__1,0.1989685401,-0.059303000700000004
hyperpersistence__high_GFP__1,1.4908381743999999,-1.8939275624
hyperpersistence__pth_mut__1,-0.8950820582000001,-0.271235314
hyperpersistence__pth_mut__2,-0.9639058243,-0.39938487580000004
hyperpersistence__metG_mut__1,-0.7514541026,-0.10045886970000001
hyperpersistence__metG_mut__2,-0.26825886860000003,-0.25518870250000003
hyperpersistence__high_GFP__2,2.0100161016,-1.7185262699
hyperpersistence__wt__2,-0.1989685401,0.059303000700000004
hyperpersistence__low_GFP__2,1.8766975421,-1.6698857504
kan_efg__cpxAF218Y__1,7.7108843998,0.0008442991
kan_efg__cpxAF218Y__2,7.8388988762,-0.0934679876
kan_efg__cyaAN600Y__1,6.0303109934,0.2013640055
kan_efg__cyaAN600Y__2,8.7637096647,-0.44459860910000004
kan_efg__fusAA608E__1,0.8400664999999999,0.5979994209
kan_efg__fusAA608E__2,0.6817228984,0.49969253420000004
kan_efg__fusAA608E_cpxAF218Y__1,2.8582215688,0.328827757
kan_efg__fusAA608E_cpxAF218Y__2,4.1152805277,0.253586124
kan_efg__fusAA608E_cyaAN600Y__1,3.8214879078,0.2143987102
kan_efg__fusAA608E_cyaAN600Y__2,5.1041428149,-0.00011914050000000001
kan_efg__fusAA608E_rpoDL261Q__1,2.9561061576,0.4662110109
kan_efg__fusAA608E_rpoDL261Q__2,2.1374143981,0.539112977
kan_efg__fusAA608E_topAS180L__1,1.2730629894,0.5402470076
kan_efg__fusAA608E_topAS180L__2,1.0257417344,0.6884364211
kan_efg__rpoDL261Q__1,0.6975029552,0.4994292289
kan_efg__rpoDL261Q__2,3.0446625285,0.3820150711
kan_efg__wt__1,-1.1865314194,0.084813068
kan_efg__wt__2,1.1865314194,-0.084813068
lrp__wt_min_log__1,0.17010034670000002,-0.02743775
lrp__wt_min_log__2,-0.17010034670000002,0.02743775
lrp__wt_min_trans__1,-9.2306645356,-0.7068095136
lrp__wt_min_trans__2,-8.6124794402,-0.4196812554
lrp__wt_min_stat__1,-14.9018538624,-2.1982355358
lrp__wt_min_stat__2,-14.8213981866,-1.4102932531
lrp__wt_liv_log__1,-2.2053697579,0.3701986961
lrp__wt_liv_log__2,-1.575489952,0.3188793224
lrp__wt_liv_trans__1,1.7371763458,0.4078371961
lrp__wt_liv_trans__2,2.9572684167,0.37481856480000003
lrp__wt_liv_stat__1,-13.9689560835,-2.5791268827
lrp__wt_liv_stat__2,-15.1423282206,-1.5808620194
lrp__wt_rich_log__1,-4.1766639353,0.3877322232
lrp__wt_rich_log__2,-3.9115639778,0.4238096327
lrp__wt_rich_trans__1,0.8573619764,0.102855338
lrp__wt_rich_trans__2,1.0183204896,0.0360211662
lrp__wt_rich_stat__1,-16.752275031,-1.2648035611
lrp__wt_rich_stat__2,-17.2341616778,-1.1302546376
lrp__dellrp_min_log__1,-1.9314487895,0.0021585282
lrp__dellrp_min_log__2,-1.5353690383,0.1918409463
lrp__dellrp_min_trans__1,-5.7870210083,0.32185305810000003
lrp__dellrp_min_trans__2,-4.9388862075,0.6480211438
lrp__dellrp_min_stat__1,-15.3029066375,-1.085511659
lrp__dellrp_min_stat__2,-15.6763245909,-1.3347542662
lrp__dellrp_liv_log__1,-2.8862039468000003,0.3654044124
lrp__dellrp_liv_log__2,-2.7654922935,0.28739483400000004
lrp__dellrp_liv_trans__1,1.0608982379,0.131348761
lrp__dellrp_liv_trans__2,1.4098616373000001,0.030321609000000003
lrp__dellrp_liv_stat__1,-15.1999693572,-1.6615605843
lrp__dellrp_liv_stat__2,-15.4612993895,-1.6259335786
lrp__dellrp_rich_log__1,-4.3809705672,0.3521731433
lrp__dellrp_rich_log__2,-4.0805019968,0.28000085420000004
lrp__dellrp_rich_trans__1,0.0354069401,0.3002672564
lrp__dellrp_rich_trans__2,-1.452109959,0.3254925623
lrp__dellrp_rich_stat__1,-12.0068963255,-0.0733759949
lrp__dellrp_rich_stat__2,-12.9306338031,0.4294987306
mazF_circuit__t0__1,-0.3576653463,0.1356911421
mazF_circuit__t2__1,4.3141777457,-0.1411983457
mazF_circuit__t4__1,4.7690502892,0.3122916298
mazF_circuit__t6__1,3.4916452743,0.1499767427
mazF_circuit__t8__1,1.5529768562,-0.1107783749
mazF_circuit__t0__2,0.3576653463,-0.1356911421
mazF_circuit__t2__2,4.5653042463,0.0867712457
mazF_circuit__t4__2,4.3806828494,0.1335363508
mazF_circuit__t6__2,4.5548081124,0.5002676004000001
mazF_circuit__t8__2,2.2181490678,0.24123425040000002
mazF_ribo__emptyvec_mrna_5m__1,-0.020621615700000002,0.0182077853
mazF_ribo__emptyvec_mrna_5m__2,0.020621615700000002,-0.0182077853
mazF_ribo__mazF_mrna_5m__1,-5.0342234927,0.7500454773
mazF_ribo__mazF_mrna_5m__2,-5.0701122876,0.6320051352
mazF_ribo__emptyvec_total_5m__1,0.4404562255,0.5464912603000001
mazF_ribo__emptyvec_total_5m__2,0.4122707708,0.323746541
mazF_ribo__mazF_total_60m__1,-14.2092822967,1.6527640855999999
mazF_ribo__mazF_total_60m__2,-13.7517254182,1.5187133235
mercury__ctrl_t00__1,0.5055353650000001,-0.1596542937
mercury__ctrl_t10__1,1.3270339697,-0.3882934417
mercury__ctrl_t30__1,2.7277878539,-0.38600420080000003
mercury__ctrl_t60__1,2.3589608063,-0.4294541424
mercury__hg_t10__1,-4.4209708769,1.0631060304
mercury__hg_t30__1,-5.356730989,-0.6579541006
mercury__hg_t60__1,-4.6165681427,0.14937511250000002
mercury__pma_t10__1,-5.6373985644,-0.5325976122
mercury__pma_t30__1,-6.3143772578,-0.36375178150000004
mercury__pma_t60__1,-1.196622696,0.0171102115
mercury__ctrl_t00__2,-0.3458940176,0.1173106203
mercury__ctrl_t10__2,1.6021690085,-0.1763978265
mercury__ctrl_t30__2,3.5651400039,-0.7588941243
mercury__ctrl_t60__2,3.7682996921000003,-0.8849137512
mercury__hg_t10__2,-4.4675007392,0.8561163463
mercury__hg_t30__2,-4.6972281518,-0.29474139120000004
mercury__hg_t60__2,-3.5836177656,0.2907238003
mercury__pma_t10__2,-5.6627987951000005,-0.7523810828
mercury__pma_t30__2,-5.9996483527,-0.24638765170000002
mercury__pma_t60__2,4.4553946094,-0.5396034860000001
mercury__ctrl_t00__3,-0.1596413475,0.042343673400000004
mercury__ctrl_t10__3,1.4467488794,-0.1092555293
mercury__ctrl_t30__3,2.8108328409,-0.2101221306
mercury__ctrl_t60__3,3.3896798123,-0.3483150212
mercury__hg_t10__3,-3.6286764154,1.6931710588
mercury__hg_t30__3,-5.2674958716999996,-0.435871836
mercury__hg_t60__3,-5.8955218689,0.6094607551
mercury__pma_t10__3,-6.0134926823,-0.4828858747
mercury__pma_t30__3,-6.3038249315,-0.2600349577
mercury__pma_t60__3,3.7453485274,-0.3637671668
ml_abx__az_lolcde__1,2.1741897964,0.1197559921
ml_abx__az_lolcde__2,-4.0484189995,-0.12964134730000001
ml_abx__az_lolcde__3,-4.1479949433,0.2959204312
ml_abx__b01__1,1.6988376218,0.41101229770000003
ml_abx__b01__2,1.7162749737,0.3305107473
ml_abx__b01__3,-1.9630308296,-3.19741e-05
ml_abx__cro__1,3.455769612,0.11748713940000001
ml_abx__cro__2,-2.9556699494,-0.2324942173
ml_abx__cro__3,-3.6332670179,-0.439201035
ml_abx__chl__1,-0.6461906465,-0.2937650294
ml_abx__chl__2,1.6981148135000002,-0.2320790713
ml_abx__chl__3,-0.1803748896,-0.2821101199
ml_abx__cip__1,0.0796613327,-0.12605750740000002
ml_abx__cip__2,-3.2743325042,-0.08253200370000001
ml_abx__cip__3,-4.1614656326,-0.5793075458
ml_abx__clr__1,-3.632767172,0.5491107772
ml_abx__clr__2,0.8967826680000001,0.4127230712
ml_abx__clr__3,0.5811515970000001,0.2684793858
ml_abx__cst__1,2.2915642832,0.0786234868
ml_abx__cst__2,-1.5920612165999999,-0.0664021741
ml_abx__cst__3,-3.607744769,0.1008018898
ml_abx__ctrl__1,4.6446871183,0.11923274510000001
ml_abx__ctrl__2,4.2015688417,0.0725863521
ml_abx__ctrl__3,-2.3361049238,0.033468346100000004
ml_abx__ctrl__4,-2.5965704917,0.155406536
ml_abx__ctrl__5,-2.3779916881,-0.0857882398
ml_abx__ctrl__6,-1.5355888564,-0.2949057395
ml_abx__dox__1,-1.7303508319,0.14865322020000002
ml_abx__dox__2,1.9575076601,-0.1668120026
ml_abx__dox__3,-0.0283191284,-0.16327705450000002
