,A,GlpR
time_course__lb_4hr__1,4.1979519168,0.0765726827
time_course__lb_4hr__2,-2.1959509068,-0.0844109589
time_course__lb_4hr__3,-2.00200101,0.0078382762
time_course__lb_8hr__1,-2.4436412908,0.7247675617
time_course__lb_8hr__2,-2.6104826108,0.6058990459
time_course__lb_8hr__3,-2.5016621419,0.6878631696
time_course__lb_24hr__1,-1.764694253,-0.1654818613
time_course__lb_24hr__2,-2.1606025803,0.0404891088
time_course__lb_24hr__3,-2.5674174618,-0.6273358159
time_course__lb_72hr__1,-2.4819596878,-0.1035486922
time_course__lb_72hr__2,-3.138985883,0.022019691100000002
time_course__lb_72hr__3,-3.0808416715,0.15065482130000002
time_course__lb_144hr__1,-3.1106183489,0.2327181436
time_course__lb_144hr__2,-2.1369417498,0.2890847924
time_course__lb_144hr__3,-2.2606572718,0.2144133833
time_course__lb_192hr__1,-3.3943585926,-0.1690424731
time_course__lb_192hr__2,-2.9188849367,0.0710132532
time_course__lb_192hr__3,-3.0777640255,0.1802087847
triclosan__wt__1,-0.1266803349,-0.35483763620000003
triclosan__wt__2,-0.5542305377,0.232729016
triclosan__wt__3,0.6809108725,0.1221086202
triclosan__evo_amx_tcs__1,-6.0042928906,0.4111052531
triclosan__evo_amx_tcs__2,0.9913306924,-0.2189518614
triclosan__evo_amx_tcs__3,0.7779005568,0.0711359265
triclosan__evo_chl_tcs__1,0.1397191255,-0.0349438485
triclosan__evo_chl_tcs__2,0.11258194710000001,-0.18286872710000002
triclosan__evo_chl_tcs__3,-0.0427096017,0.023547858600000002
triclosan__evo_tet_tcs__1,2.1492957185,-0.8545929996
triclosan__evo_tet_tcs__2,-0.3101336857,0.5323612630000001
truHMM__48C_15m__1,-5.2629951903,-0.1447442583
truHMM__48C_15m__2,-5.3491416605,-0.0700161739
truHMM__48C_15m__3,-5.8454379146,-0.9579007919
truHMM__48C_30m__1,-4.7132543606,-1.3092129148
truHMM__48C_30m__2,-4.6527424763,-1.224560746
truHMM__48C_60m__1,-6.1167747591,-0.578488128
truHMM__48C_60m__2,-6.0996276431,-0.5686360179000001
truHMM__phos_0h__1,0.049080562300000005,-0.0736620372
truHMM__phos_0h__2,-0.049080562300000005,0.0736620372
truHMM__phos_2h__1,-0.3863096619,-2.0320579613
truHMM__phos_2h__2,-0.1474681314,-2.3387634888
truHMM__phos_4h__1,0.3835971312,-1.1616627015
truHMM__phos_4h__2,0.5240247052,-1.066078738
truHMM__phos_4h__3,-1.5063589537,-3.0531348419
control__wt_glc__1,-0.0975103087,-0.100354306
control__wt_glc__2,0.0975103087,0.100354306
fur__wt_dpd__1,1.7121457608,-0.16257268200000002
fur__wt_dpd__2,1.7535258593,-0.13512164200000001
fur__wt_fe__1,-0.5792802236,-0.342373384
fur__wt_fe__2,-0.39023537890000004,-0.323600722
fur__delfur_dpd__1,0.7469340807,-0.279939388
fur__delfur_dpd__2,0.8719939137,-0.45745707100000005
fur__delfur_fe2__1,0.1696030647,-0.025440178
fur__delfur_fe2__2,0.2390472905,-0.21811381400000002
acid__wt_ph5__1,-0.0174834362,-0.195698755
acid__wt_ph5__2,0.1515206054,-0.186461643
acid__delgadx_ph5__1,0.2479735179,-0.13421169300000002
acid__delgadw_ph5__1,0.037694448400000004,-0.125375403
acid__delgadw_ph5__2,-0.1306117697,-0.153365612
acid__delgade_ph5__1,-0.1331607958,-0.257427578
acid__delgade_ph5__2,0.0507085797,-0.100609403
oxidative__wt_pq__1,2.6455774882,-0.9765262170000001
oxidative__wt_pq__2,2.5754001753,-0.9646141690000001
oxidative__deloxyr_pq__1,2.1205436028,-0.38811414800000005
oxidative__deloxyr_pq__2,2.0441291201,-0.384833307
oxidative__delsoxr_pq__1,2.0758720463,-0.9846600430000001
oxidative__delsoxr_pq__2,1.9714646935000002,-0.9532042180000001
oxidative__delsoxs_pq__1,2.4238434132,-0.873545557
oxidative__delsoxs_pq__2,2.966505594,-1.019754785
nac_ntrc__wt_csn__1,0.7444246331000001,0.17289005600000001
nac_ntrc__wt_csn__2,0.7232852806000001,0.036032412
nac_ntrc__wt_cytd__1,0.1131658963,0.041062558000000006
nac_ntrc__wt_cytd__2,0.3159415298,0.160920601
nac_ntrc__wt_gln__1,0.9062692795,0.21143540800000002
nac_ntrc__wt_gln__2,1.0095305978,0.353498122
nac_ntrc__bw_delnac_csn__1,1.5658471038,0.0006520390000000001
nac_ntrc__bw_delnac_csn__2,1.2496958492,0.42422752700000005
nac_ntrc__bw_delnac_cytd__1,0.3035382367,0.194407402
nac_ntrc__bw_delnac_cytd__2,0.313151935,0.142367339
nac_ntrc__bw_delnac_gln__1,0.23001838300000002,0.173651935
nac_ntrc__bw_delnac_gln__2,0.483406828,0.08538263
nac_ntrc__bw_delnac_nh4__1,-0.21781400950000002,-0.19584968700000002
nac_ntrc__bw_delnac_nh4__2,-0.49975208260000004,-0.204818633
misc__wt_no_te__1,0.9680495522,-0.607946223
misc__wt_no_te__2,0.8252235782,-0.529475386
misc__bw_delcbl__1,0.2199785631,-0.24112424100000002
misc__bw_delcbl__2,0.3436740749,-0.321669192
misc__bw_delfabr__1,-0.1439085807,-0.214181054
misc__bw_delfabr__2,0.2255087504,-0.349232509
misc__bw_delfadr__1,0.1762854418,-0.324261766
misc__bw_delfadr__2,0.39184984710000004,-0.30484339
misc__nitr_031__1,0.5989930258,-0.30437505
omics__wt_glu__1,-0.015274157600000001,0.87576741
omics__wt_glu__2,0.0047573369,0.9237816860000001
omics__wt_gly__1,-0.2036024219,0.6397033870000001
omics__wt_gly__2,0.2342407725,0.501145754
omics__wt_thr__1,2.1159460153,0.450324486
omics__wt_thr__2,1.8016143626,0.494775936
omics__bw_ac__1,2.647466586,-0.515994202
omics__bw_ac__2,2.7749087167,-0.25412660800000003
omics__bw_fum__1,1.8726052266000002,-0.15908139999999998
omics__bw_fum__2,1.63693522,-0.099008547
omics__bw_glc__1,-0.32023248390000003,0.15384187400000002
omics__bw_glc__2,-0.0293210526,0.19605686600000002
omics__bw_pyr__1,1.2691059411,-0.0024717050000000003
omics__bw_pyr__2,0.8816400257,-0.100565843
ompr__wt_nacl__1,2.0765469049,-1.455250091
ompr__wt_nacl__2,2.5884380999000003,-1.066998654
ompr__bw_delompr_nacl__1,2.0764471473,-0.798443832
ompr__bw_delompr_nacl__2,1.8879790934,-0.770335168
minspan__wt_ade__1,-0.5163141105,-0.568540516
minspan__wt_glc__1,-0.1869991195,-0.499827232
minspan__wt_glc__2,-0.9344708751,-0.6435946180000001
minspan__wt_glc__3,-0.2344856418,-0.45029472400000004
minspan__wt_glc_anaero__1,-1.2962128291,-0.5801846390000001
minspan__wt_glc_anaero__2,-1.8784634008,-0.47663460900000004
minspan__wt_trp__1,0.8188570671000001,-1.529538632
minspan__bw_delcra_glc__1,0.4777033389,-0.594793196
minspan__bw_delcra_trp__1,-0.5477770115,-0.954049867
minspan__bw_delmntr__1,0.0721233372,-0.6952550510000001
minspan__bw_delnac_ade__1,-0.2465986786,-1.114079412
minspan__bw_delnac_glc__1,-0.6550185067000001,-0.26882521
cra_crp__wt_ac__1,2.7119846428,0.19324395600000002
cra_crp__wt_ac__2,3.1418818775,0.41276663500000005
cra_crp__wt_fru__1,3.9878017505,0.720462797
cra_crp__wt_fru__2,3.5204886756000002,0.45767866
cra_crp__delcra_ac__1,2.6857027604,-0.520263753
cra_crp__delcra_ac__2,2.3929122413,-0.5044306080000001
cra_crp__delcra_fru__1,0.2905994249,-0.071384391
cra_crp__delcra_fru__2,0.4180121686,-0.297101583
cra_crp__delcra_glc__1,0.1600802057,-0.34958757500000004
cra_crp__delcra_glc__2,-0.2088274571,-0.338473421
rpoB__wt_031__1,4.991882119,-0.664758124
rpoB__wt_044__1,0.6732334348,-0.023047274000000003
rpoB__wt_lb__1,3.6259582014,-0.5944311800000001
rpoB__wt_lb__2,3.6805508627,-0.8559365670000001
rpoB__rpoBE546V_031__1,1.8715442727,-0.23232565300000002
rpoB__rpoBE546V_044__1,1.9666378324,-0.30995859800000003
rpoB__rpoBE546V_lb__1,2.1833467054,-0.27914408300000004
rpoB__rpoBE546V_lb__2,2.4777263201,-0.284847497
rpoB__rpoBE546V_glc__1,-0.5340871892,-0.28543994
rpoB__rpoBE672K_glc__1,-0.0802590416,-0.45289395
rpoB__rpoBE672K_glc__2,-0.1177362087,-0.690227229
rpoB__rpoBE672K_lb__1,1.3950909619,-0.547393711
rpoB__rpoBE672K_lb__2,2.1709776031,-0.8455406860000001
crp__wt_fru__1,2.1977720038,-0.521566176
crp__wt_glyc__1,20.7967790397,-0.34716462400000003
crp__wt_glyc__2,20.877584857,-0.243036403
crp__delar1_glyc__1,18.9073512419,-0.360412954
crp__delar1_glyc__2,20.4515471989,-0.48522769
crp__delar1ar2_glyc__1,11.5995130462,0.386518448
crp__delar1ar2_glyc__2,11.7713506246,0.5116414890000001
crp__delar1ar2_glyc__3,12.197935620199999,0.45845357900000006
crp__delar2_glyc__1,20.808385605,-0.611506222
crp__delar2_glyc__2,20.7218233572,-0.600114027
crp__delar2_glyc__3,20.5359293535,-0.365979386
crp__delcrp_fru__1,3.7220942042000003,-0.201091599
crp__delcrp_fru__2,3.6099355429,-0.145725189
crp__delcrp_fru__3,3.7451754843,-0.093629211
crp__delcrp_glc__1,3.5116571657,-0.019589274
crp__delcrp_glc__2,3.6133019273,0.038948896000000004
crp__delcrp_glc__3,3.3028009915,-0.065491507
crp__delcrp_glyc__1,10.3346082895,0.07699945700000001
crp__delcrp_glyc__2,10.3443393669,0.13166809000000002
crp__delcrp_glyc__3,10.1064969446,0.24154961100000003
glu__glu_ale3__1,1.0871067392,-0.46269429700000003
glu__glu_ale4__1,-0.2936141098,0.254078315
glu__glu_ale5__1,0.5907801516,-0.143039508
glu__glu_ale6__1,-0.4858732168,0.056460994
glu__glu_ale8__1,1.2595659395,-0.018134138
glu__glu_ale9__1,0.7933612990000001,-0.201080801
glu__glu_ale10__1,-0.3143356581,-0.32441258300000003
42c__wt_42c__1,-0.211737797,-0.15673336100000002
42c__42c_ale1__1,0.6638226373,-0.6357146060000001
42c__42c_ale2__1,-0.4400670678,0.257516692
42c__42c_ale3__1,-0.0721458894,0.583422408
42c__42c_ale4__1,0.9278846404000001,-0.40042046800000003
42c__42c_ale5__1,0.0347277139,0.098370936
42c__42c_ale6__1,2.0384397626,0.116072088
42c__42c_ale8__1,0.3742371624,-0.330187442
42c__42c_ale9__1,-0.0302278615,0.475039423
42c__42c_ale10__1,-0.045338873700000004,-0.7100532730000001
ssw__wt_ac__1,1.2088346357,-1.070306958
ssw__wt_glc__1,-1.244394387,-0.0049433540000000005
ssw__wt_glyc__1,21.9111776455,-0.37123411300000003
ssw__wt_xyl__1,-0.3936001168,-1.57046481
ssw__glc_ale1__1,19.3847002252,-0.203856756
ssw__glc_ale2__1,0.8734530733,-0.966998079
ssw__glc_ale3__1,0.3114535603,-1.287364835
ssw__glyc_ale1__1,18.7340042972,-0.13121143300000002
ssw__glyc_ale2__1,0.2775856753,-0.992577963
ssw__xyl_ale1__1,2.1762729711,-0.36006729200000004
ssw__xyl_ale2__1,0.5103147086,-0.25526925300000003
ssw__xyl_ale3__1,1.5401242343,-0.344516567
ssw__glc_ac_ac2__1,0.2659269595,-1.5522769790000002
ssw__glc_ac_glc1__1,0.6265735482,-1.2686728760000001
ssw__glc_glyc_glc__1,17.3375316302,-1.897700498
ssw__glc_glyc_glyc__1,18.44267346,-1.931153138
ssw__glc_xyl_glc__1,-0.5978795926,-0.8172944050000001
ssw__glc_xyl_xyl__1,0.25259947050000003,-0.5668599280000001
ica__wt_glc__1,-0.3092348251,-1.23124187
ica__wt_glc__2,-0.0494989771,-1.162757389
ica__wt_glc__3,-0.3541394735,-0.9901835720000001
ica__wt_glc__4,-0.7143706594,-1.195954057
ica__arg_sbt__1,3.4737574845,-1.528180593
ica__arg_sbt__2,2.9596682243,-1.270961893
ica__cytd_rib__1,4.0773086133,-2.241838438
ica__cytd_rib__2,4.1849787703,-2.101720037
ica__gth__1,1.3721938012,-1.329295289
ica__gth__2,1.7745759347,-0.7702354370000001
ica__leu_glcr__1,0.9837785923000001,-1.146669498
ica__leu_glcr__2,1.2811365078999999,-1.2203529340000001
ica__met_glc__1,-0.6204559150000001,-1.275664063
ica__met_glc__2,-0.6937803532,-1.261745044
ica__no3_anaero__1,-1.0568796383,-1.5122890039999999
ica__no3_anaero__2,-0.8596419630000001,-1.399776562
ica__phe_acgam__1,-0.4598653024,-1.164851755
ica__phe_acgam__2,-0.5554240186,-1.074839196
ica__thm_gal__1,0.8276044052,-1.188940304
ica__thm_gal__2,0.9322179031000001,-1.005169026
ica__tyr_glcn__1,-0.3928013307,-1.235228672
ica__tyr_glcn__2,-0.2141031165,-1.150305394
ica__ura_pyr__1,0.1575636856,-1.364621626
ica__ura_pyr__2,0.3653571632,-1.335382343
ica__wt_glc__5,-0.5449679881,-1.024161821
ica__wt_glc__6,-0.9241209180000001,-0.985055007
ica__bw_delpurR_cytd__1,-0.9814026643,-1.047027155
ica__bw_delpurR_cytd__2,-0.6348866571,-0.9591620730000001
ica__ade_glc__1,-0.9828081292,-0.9921211520000001
ica__ade_glc__2,-1.0980038149,-0.9578064230000001
ytf__wt_glc__1,0.11410383930000001,-1.028978315
ytf__wt_glc__2,0.4859389028,-1.076767622
ytf__delyafC__1,0.20898350540000002,-1.302289735
ytf__delyafC__2,0.4253491439,-1.365766067
ytf__delyeiE__1,-0.0176027064,-0.5602020050000001
ytf__delyeiE__2,-0.3392458461,-0.616914331
ytf__delyiaJ__1,0.1453143185,-1.378983058
ytf__delyiaJ__2,0.3371519645,-1.470334693
ytf__delyieP__1,-0.01984568,-1.110405271
ytf__delyieP__2,0.0018188738,-1.268023057
ytf__wt_ph5__1,-0.1713602298,-0.9808921060000001
ytf__wt_ph5__2,-0.3925786456,-0.8338710920000001
ytf__wt_ph8__1,-0.5497865909,-0.9193239550000001
ytf__wt_ph8__2,-0.2533182997,-0.976345938
ytf__delybaO__1,0.5969215893,-1.624385693
ytf__delybaO__2,0.44696556470000004,-1.269982564
ytf__delybaQ__1,-0.3542747616,-1.106748563
ytf__delybaQ__2,-0.6159831589,-0.904087964
ytf__delybiH__1,0.7029686906,-1.5298214520000002
ytf__delybiH__2,0.7807424218,-1.607655628
ytf__delydcI_ph5__1,-0.506739009,-0.9467292620000001
ytf__delydcI_ph5__2,-0.2074971206,-0.836315596
ytf__delydcI_ph8__1,-0.3750911857,-0.8726686870000001
ytf__delydcI_ph8__2,-0.6937030334000001,-1.262049692
ytf__delyddM__1,-0.30596956000000003,-0.732400115
ytf__delyddM__2,-0.30485706030000004,-0.68616779
ytf__delyheO__1,0.34406029260000004,-1.6912771430000002
ytf__delyheO__2,0.3241853581,-1.344137267
fps__bw_glc__1,-0.5263614837,-0.9394622850000001
fps__bw_glc__2,-0.9186028361,-1.093616152
fps__fps_thrA_ale1__1,-0.6575690304,-0.681174224
fps__fps_thrA_ale1__2,-1.3048912563,-0.7739284590000001
fps__fps_thrA_ale2__1,-0.5799455169000001,-0.779300053
fps__fps_thrA_ale2__2,-0.8528640955000001,-0.70313178
fps__fps_serB_ale1__1,-0.9660454476,-0.826971443
fps__fps_serB_ale1__2,-0.6906273504,-0.7468777390000001
fps__fps_serB_ale4__1,-0.5843326732,-0.998309772
fps__fps_serB_ale4__2,-0.1852598443,-0.916107972
fps__fps_ptsI_ale1__1,1.9356168891,-1.518042997
fps__fps_ptsI_ale1__2,2.8909282177,-1.3362301109999999
fps__fps_ptsI_ale3__1,17.1510401084,-1.220355245
fps__fps_ptsI_ale3__2,16.6702294235,-1.326056315
pal__lyx_ale2_f6__1,2.3302160103,-1.098516101
pal__lyx_ale2__1,2.305357965,-0.626949502
pal__lyx_ale2__2,2.4136474776,-0.593922288
pal__lyx_ale4__1,2.5526325933000003,-1.054358465
pal__lyx_ale4__2,2.8891320506,-1.040247515
pal__5drib_ale10_f18__1,4.0450787995,-1.1217678
pal__5drib_ale10_f18__2,3.9853334668000002,-1.125088657
pal__5drib_ale10__1,5.4460292984,-0.739093632
pal__arab_ale14_f9__1,1.8325146319,-0.763021595
pal__arab_ale14_f9__2,1.1936521725,-0.8317769380000001
pal__arab_ale14__1,0.5610389530000001,-0.7771742110000001
pal__arab_ale14__2,0.41821925600000004,-0.8029038740000001
pal__arab_ale16__1,1.6060334057999999,-0.308677554
pal__arab_ale16__2,1.5848079355,-0.505049704
pal__tartr_ale26_f10__1,2.6651098473,-0.864440681
pal__tartr_ale26_f10__2,2.6381967417,-1.138193908
pal__tartr_ale26__1,2.4454135641,-0.900017006
pal__tartr_ale26__2,2.5832940048,-0.9127629030000001
pal__tartr_ale28_f10__1,3.6891834002,-1.222144951
pal__tartr_ale28_f10__2,2.4451990389000002,-1.200211864
pal__tartr_ale28__1,1.9387636094,-1.079483642
pal__tartr_ale28__2,1.7653784069,-0.842160165
efeU__delmenFentC_citr__1,0.07725073560000001,-1.13739056
efeU__delmenFentC_citr__2,-0.0769573994,-1.128522759
efeU__delmenFentC__1,0.3435020771,-1.186268605
efeU__delmenFentC__2,0.186299761,-1.123125892
efeU__menFentC_ale39__1,1.4508887655,-1.7249671800000002
efeU__menFentC_ale39__2,1.4610104237,-1.779302809
efeU__menFentC_ale29__1,0.9171008204000001,-1.070486643
efeU__menFentC_ale29__2,1.263261653,-1.098697842
efeU__menFentC_ale30__1,0.0605110759,-0.714746022
efeU__menFentC_ale30__2,-0.2557106274,-0.790718753
efeU__menFentCubiC_ale36__1,0.054746081,-0.749090068
efeU__menFentCubiC_ale36__2,-0.0282100459,-0.664728902
efeU__menFentCubiC_ale37__1,0.13845012980000002,-0.560838503
efeU__menFentCubiC_ale37__2,0.36561150400000003,-0.7817858520000001
efeU__menFentCubiC_ale38__1,1.4259483899,-0.6492109420000001
efeU__menFentCubiC_ale38__2,1.6425167893000001,-0.8741335480000001
misc2__salc_glc__1,-0.7645428623,-0.9368265750000001
misc2__salc_glc__2,-0.4167103218,-0.7069336770000001
misc2__dbcn_glc__1,-1.0796142895,-0.8985417720000001
misc2__dbcn_glc__2,-0.5914935275000001,-0.911382816
misc2__tyr_glc__1,-0.34844591680000003,-1.062090037
misc2__tyr_glc__2,-0.3050337141,-0.9217179790000001
misc2__arg_cytd__1,-0.8503184998000001,-0.8585983770000001
misc2__arg_cytd__2,-0.6977362951,-0.888464804
misc2__delyheO_pyr__1,1.0151094535,-0.9158523110000001
misc2__delyheO_pyr__2,1.2019929906,-1.245480754
nquinone__delubiC__1,1.2484880345,-1.057939637
nquinone__delubiC__2,1.00798963,-1.130849596
nquinone__ubiC_ale1__1,0.9770963384,-0.6307086590000001
nquinone__ubiC_ale1__2,0.7697280265,-0.897103336
nquinone__ubiC_ale2__1,0.6077901873,-0.797428028
nquinone__ubiC_ale2__2,0.5918745525,-0.9402087360000001
nquinone__ubiC_ale3__1,-0.036995448,-1.443955576
nquinone__ubiC_ale3__2,0.2724250633,-1.302424108
nquinone__ubiC_ale4__1,0.7530515167,-0.984808042
nquinone__ubiC_ale4__2,1.0015921222,-0.9376989330000001
nquinone__delpdhR__1,-0.8507724547000001,-0.912311183
nquinone__delpdhR__2,-0.2772501624,-1.095802599
quinone__glu_ale4__1,-0.35709869580000003,-0.7296594860000001
quinone__glu_ale4__2,0.205642125,-0.752773514
quinone__delmenF__1,-0.33354588900000004,-1.09032134
quinone__delmenF__2,-0.31201804310000003,-1.083059106
quinone__menF_ale5__1,0.47071218940000004,-1.5130529080000001
quinone__menF_ale5__2,-0.0089908173,-2.041372953
quinone__menF_ale6__1,0.5193333102000001,-1.692005017
quinone__menF_ale6__2,0.3788639404,-1.692399599
quinone__menF_ale7__1,1.5482838215,-1.619581796
quinone__menF_ale7__2,1.3654793376,-1.6426365490000001
quinone__menF_ale8__1,1.2944341963000001,-1.9984054599999999
quinone__menF_ale8__2,0.47975990150000003,-2.0881464
quinone__delmenFubiC__1,-0.4428012069,-1.143619366
quinone__delmenFubiC__2,-0.32739615580000003,-1.055059846
quinone__menFubiC_ale1__1,0.2114525177,-1.838766793
quinone__menFubiC_ale1__2,-0.0263033287,-1.918724155
quinone__menFubiC_ale2__1,0.0498724737,-1.86400751
quinone__menFubiC_ale2__2,-0.2622818333,-1.908189968
quinone__menFubiC_ale3__1,-0.0687422323,-0.804374299
quinone__menFubiC_ale3__2,-0.166348193,-1.067378479
quinone__menFubiC_ale4__1,1.1041295101,-1.593906348
quinone__menFubiC_ale4__2,0.7049733624000001,-1.247644313
oxyR__wt_glc__1,-0.6240675475,-0.5516543740000001
oxyR__wt_glc__2,-0.5962358117000001,-0.699269044
oxyR__wt_h2o2__1,-0.7281534111,-0.653255746
oxyR__wt_h2o2__2,-0.0947670579,-0.42942742500000003
oxyR__glu_ale4__1,-0.0825925718,0.15457537400000002
oxyR__glu_ale4__2,-0.12140188760000001,0.126812321
oxyR__glu_ale4_h2o2__1,-0.1823685818,0.09696378600000001
oxyR__glu_ale4_h2o2__2,-0.2200705383,-0.08776752900000001
oxyR__oxyR_ale17__1,-0.3817956784,0.186885617
oxyR__oxyR_ale17__2,-0.1953079224,-0.028457366
oxyR__oxyR_ale17_h2o2__1,-0.0077175711,0.042497093
oxyR__oxyR_ale17_h2o2__2,-0.355189193,0.34616640800000004
oxyR__oxyR_ale18__1,-0.5157751769,-0.438886873
oxyR__oxyR_ale18__2,-0.7974909668,-0.354735307
oxyR__oxyR_ale18_h2o2__1,-0.8539696061000001,-0.323210694
oxyR__oxyR_ale18_h2o2__2,-0.3678027333,-0.19975869000000002
oxyR__oxyR_ale19__1,-1.2685350016,0.08792976100000001
oxyR__oxyR_ale19__2,-0.9719192971,0.19587541600000002
oxyR__oxyR_ale19_h2o2__1,-1.5523124174,0.16044841
oxyR__oxyR_ale19_h2o2__2,-1.1215506917,0.13052475700000002
oxyR__oxyR_ale20__1,-0.1451808755,0.9056956260000001
oxyR__oxyR_ale20__2,-0.7993268613000001,0.845616692
oxyR__oxyR_ale20_h2o2__1,-0.46676269610000004,0.557401464
oxyR__oxyR_ale20_h2o2__2,-0.38075023280000003,0.536823617
svns_pgi__BmePgi24_15__1,-0.34885743210000003,-0.550011252
svns_pgi__BmePgi24_15__2,-0.0446332807,-0.45508072400000005
svns_pgi__BmePgi24_26__1,-0.6390961131,-0.494066983
svns_pgi__BmePgi24_26__2,-0.6727750067,-0.594858667
svns_pgi__BmePgi24_41__1,0.45096263470000003,-0.052922692
svns_pgi__BmePgi24_41__2,-0.30670847630000003,-0.530959653
svns_pgi__BmePgi24_52__1,-0.41168020660000004,-0.46363825300000006
svns_pgi__BmePgi24_52__2,-0.4649707597,-0.662964698
svns_pgi__PaePgi2_34__1,-0.3178831237,-0.303898802
svns_pgi__PaePgi2_34__2,-0.34067544780000003,-0.36519837200000005
svns_pgi__PaePgi2_63__1,-0.4017895268,-0.275536908
svns_pgi__PaePgi2_63__2,-0.3299674368,-0.174937274
svns_pgi__PaePgi24_54__1,-0.7961180555,-0.381707173
svns_pgi__PaePgi24_54__2,-0.5831980916,-0.37122145100000004
svns_pgi__PaePgi24_90__1,-0.8900951404,-0.455420021
svns_pgi__PaePgi24_90__2,-0.9598813362,-0.256678579
abx_media__m9_ctrl__1,0.1178559519,-0.945205092
abx_media__m9_ctrl__2,0.1515929816,-1.000636376
abx_media__rpmi_ctrl__1,4.312254834,-1.1439346989999999
abx_media__rpmi_ctrl__2,6.0585103782,-0.6289949370000001
abx_media__camhb_ctrl__1,8.0470146904,-0.9609363580000001
abx_media__camhb_ctrl__2,9.0967464683,-1.017461242
abx_media__m9_mero__1,-0.32379366190000003,-1.085423769
abx_media__m9_mero__2,0.07318344830000001,-1.134886085
abx_media__rpmi_mero__1,4.4741945514,-1.149149459
abx_media__rpmi_mero__2,4.0264161656,-1.271512226
abx_media__camhb_mero__1,4.3321695961,-1.268850967
abx_media__camhb_mero__2,5.4463097359,-1.159563304
abx_media__m9_trisulf__1,0.4843430971,-0.8534896460000001
abx_media__m9_trisulf__2,0.6361347236,-0.840509135
abx_media__rpmi_trisulf__1,1.8174893825,-0.814883813
abx_media__rpmi_trisulf__2,1.8756054578999999,-0.9188137430000001
abx_media__camhb_trisulf__1,3.9499874577,-0.018803984000000003
abx_media__camhb_trisulf__2,4.3357286602,-0.13776839400000002
abx_media__m9_cef__1,0.4930911173,-1.190645435
abx_media__m9_cef__2,0.3465202204,-1.061329291
abx_media__rpmi_cef__1,6.6712486289,-0.6000638570000001
abx_media__rpmi_cef__2,6.5146165194,-0.49511849100000005
abx_media__camhb_cef__1,4.7267557113,-0.501673875
abx_media__camhb_cef__2,4.2295211187,-0.68894458
abx_media__m9_cipro__1,1.1680762052,-0.537222501
abx_media__m9_cipro__2,1.403877915,-0.860101526
abx_media__rpmi_cipro__1,6.4065714923,-0.266421353
abx_media__rpmi_cipro__2,5.942996186,0.14514705900000002
abx_media__camhb_cipro__1,3.6295107796,-0.9082584370000001
abx_media__camhb_cipro__2,3.9245829799000003,-0.744077909
hot_tale__42c_ale3_30c__1,-0.4529195467,-1.469251066
hot_tale__42c_ale3_30c__2,0.024045131600000002,-1.376331953
hot_tale__42c_ale3_37c__1,-0.3666146147,-1.085349645
hot_tale__42c_ale3_37c__2,-0.6323994898,-0.966885604
hot_tale__42c_ale3_44c__1,-0.4007215565,-0.304625986
hot_tale__42c_ale3_44c__2,-0.3298344532,-0.333626337
hot_tale__hot_ale3_mid_30c__1,-0.7812480975,-1.236484282
hot_tale__hot_ale3_mid_30c__2,-0.6382276128000001,-1.09508222
hot_tale__hot_ale3_mid_37c__1,-0.7864805168,-1.004271515
hot_tale__hot_ale3_mid_37c__2,-1.0638893325,-0.9863172550000001
hot_tale__hot_ale3_mid_44c__1,-0.8790992558,-0.26087096200000004
hot_tale__hot_ale3_mid_44c__2,-0.5123694947,-0.6346904090000001
hot_tale__hot_ale3_30c__1,-0.1778556804,-1.47023838
hot_tale__hot_ale3_30c__2,-0.3927794034,-1.4267258630000001
hot_tale__hot_ale3_37c__1,-0.5276803561,-1.095330464
hot_tale__hot_ale3_37c__2,-0.2726907165,-1.134791104
hot_tale__hot_ale3_44c__1,-0.5499402654000001,-0.9334801660000001
hot_tale__hot_ale3_44c__2,-0.5581200368,-0.627441103
hot_tale__hot_ale4_30c__1,-0.4207631712,-1.7157246499999999
hot_tale__hot_ale4_30c__2,-0.4304990448,-1.470364595
hot_tale__hot_ale4_37c__1,-1.3429195757999999,-1.328440845
hot_tale__hot_ale4_37c__2,-0.9151178459,-0.9484461080000001
hot_tale__hot_ale4_44c__1,-0.5740986765,-0.365717516
hot_tale__hot_ale4_44c__2,-0.8662043503,-0.8129193450000001
hot_tale__hot_ale8_30c__1,0.3337959332,-1.462851517
hot_tale__hot_ale8_30c__2,0.11335095610000001,-1.268263498
hot_tale__hot_ale8_37c__1,-0.3624383406,-1.1405408160000001
hot_tale__hot_ale8_37c__2,-0.45504349310000003,-0.939206984
hot_tale__hot_ale8_44c__1,0.7008234011000001,-0.095223394
hot_tale__hot_ale8_44c__2,0.5815558583,-0.25001950500000003
hot_tale__hot_ale9_mid_30c__1,-0.3825279191,-1.171764966
hot_tale__hot_ale9_mid_30c__2,-0.5904930675,-1.2524812170000001
hot_tale__hot_ale9_30c__1,-0.43304583150000003,-1.334148999
hot_tale__hot_ale9_30c__2,-0.013313943100000001,-1.261712342
hot_tale__hot_ale9_mid_37c__1,-0.8085277307000001,-1.087271169
hot_tale__hot_ale9_mid_37c__2,-0.9951229356000001,-0.9115261330000001
hot_tale__hot_ale9_37c__1,-0.6628696642,-1.152085171
hot_tale__hot_ale9_37c__2,-0.8734686302,-1.302768062
hot_tale__hot_ale9_mid_44c__1,-0.8996523681,-0.32619303600000005
