,A,TdcA,Crp,ihfB
SRX5204055,0.07503722210000001,0.37412620010000003,0.0395780566,0.19634162160000002
SRX5204056,0.4678315442,0.6971238554,0.0799160108,0.2495665894
SRX5204057,-1.4674435339,-0.1713193047,0.13476163600000002,0.29509045100000003
SRX5204058,-0.5596047151,0.1518058408,0.1271931801,0.28974472560000003
SRX5204059,-0.13935233830000002,0.4149264012,0.3101981754,0.9448648483000001
SRX5204060,-0.5307002335000001,0.0182054471,0.16749059400000002,0.7843541674000001
SRX5204061,-0.8150121322,-0.2811976042,0.2033144985,0.726623537
SRX5204062,-0.3274578422,-0.33947398440000004,0.0350800225,0.6493503178000001
SRX5204063,-0.27661937400000003,0.5306324497,-0.018607714600000002,0.4943468273
SRX5204064,-0.0075435522,0.2457682639,0.0177745832,0.6880973691000001
SRX5204065,0.38288057270000003,1.0377753937,0.1296212176,0.2493841334
SRX5204066,-0.5688567152,0.602708227,0.0410003929,0.2449383377
SRX5204067,0.4472770868,1.3890043806,0.1329939336,0.4621122998
SRX5204068,0.6704232432,-0.306299,-0.0046637408,0.5176384229000001
SRX5204069,-0.0363183621,0.2173349178,-0.0345939636,0.4073150236
SRX5204070,0.16099109990000002,-0.3479714914,-0.0639964626,0.6503996628000001
SRX5204071,-0.5159177341,0.6868850667,0.2637505564,0.6639244288
SRX5204072,-0.4261874451,0.024014009700000002,0.1366857256,0.3868195097
SRX5204073,0.8744734255000001,1.3811064065,0.12908140170000001,0.5192932066
SRX5204074,2.0670678593,1.255529601,-0.0130459532,0.6321485308
SRX5204075,-0.1840055951,-0.5486230536,-0.051017588700000005,0.2311268955
SRX5204076,0.9878815037,0.9431030450000001,-0.0771750924,0.6180081473
SRX5204077,1.5842299981,0.73830081,0.0070308263,0.46617491
SRX5204078,0.7919612007,0.5142277283,-0.0562055273,0.4315701879
SRX5204079,1.0439120725,1.0118467296,-0.019864096300000002,0.45112579270000003
SRX5204080,0.4861885442,0.1672242676,0.1456210242,0.7957131788
SRX5204081,1.5601060264000002,0.47312691770000004,0.0296414633,0.8701562925
SRX5204082,0.2495944454,0.20582719130000002,0.1012229557,0.8526435267
SRX5204083,0.6610294419,0.30974925340000004,0.0599384649,0.1601230415
SRX5204084,-0.8814716107,-0.3797033805,0.1659899168,0.48453991290000004
SRX5204085,-1.0634792153000001,-0.4287965909,0.13117654180000002,0.31157401970000004
SRX5204086,1.5086671034,0.1154723104,-0.45115989980000004,-0.46288554660000003
SRX5204087,-1.8923441781,0.0252238488,-0.042227577700000005,0.1014258158
SRX5204088,-0.11626745200000001,-0.2762067346,-0.3036384238,-0.327382092
SRX5204089,0.1366882983,0.2139774754,0.0831416516,0.4817377311
SRX5204090,-0.1812557599,0.5551771511,0.1639234027,0.6106854175
SRX5204091,-0.8442928726000001,0.1327887395,-0.0031211273,0.3451857055
SRX5204092,0.2982301187,0.6348153024000001,-0.0810982225,0.335406578
SRX5204093,0.4708787649,0.4198540316,-0.1099524013,0.0598735725
SRX5204094,0.1508618934,0.7039728989,0.0403956206,0.4995995406
SRX5204095,-0.24889784620000002,0.005620782600000001,0.2016413779,0.21691756980000002
SRX5204096,-0.0937750725,0.3500786084,-0.2203103585,-0.2148037003
SRX5204097,0.3426729187,-0.35569939110000004,0.0186689805,-0.0021138695
SRX683459,0.0379031878,-0.2630786731,-0.0666339028,-0.0015720619000000001
SRX683460,-1.8381920892,0.3930043273,0.503766096,0.3465855611
SRX683461,0.4354001247,-0.2368944724,-0.1321270107,-0.39464521020000004
SRX683462,-0.2046547299,1.1190288737,0.4881845549,-0.2148670462
SRX683463,-0.4733033126,0.4999731455,0.1987609135,0.3962172721
SRX683464,-1.8935246412,-0.4790711084,0.5070739993,0.2317067461
SRX683465,-0.1064952237,0.5671095222,-0.8734644257,-0.2767926549
SRX683466,-0.6892808389,-0.4790711084,0.0105121308,-0.4209052057
SRX683467,-0.5852093799,-0.4790711084,-0.3758395962,-0.1584630387
SRX683468,-2.4417192871,0.011450299,-0.080117849,-0.6458514533
SRX683469,-1.0133915651,-0.4790711084,-0.5751663553,-0.0375685068
SRX683470,-2.3600065535,-0.4790711084,-0.1688967908,-0.2555400746
SRX322077,-1.1939747521,0.8371558182000001,-0.0693545751,0.036128813
SRX322078,0.4888714364,0.5180929348000001,-0.33321683020000004,-0.1014112152
SRX322079,-1.8745466791,0.07211792510000001,-0.0393089613,-0.33370757
SRX322080,0.0373188302,-0.46794557670000003,-0.099687806,0.6122663315
SRX322081,-1.2700421817,0.016759486100000002,0.25691065290000004,-0.18541421200000002
SRX322082,-0.9440839620000001,-0.3539988183,0.162327729,-0.1877390568
SRX322083,0.6999119736,0.0584370418,0.2204930321,0.4030636574
SRX322084,1.7702723555,1.0935524986,-0.4360373755,0.0131742564
SRX322085,-2.4701843291,-1.1519895405,0.2155443434,-0.4162379138
SRX2708592,-10.1906803603,-6.8443558703,-1.2995977401,0.9058984181
SRX2708593,-11.8014326442,-7.0839389688,-1.3858488461,0.3372727179
SRX2708594,-8.6477875659,-6.9905114723,-1.1551255076,0.2070695586
SRX2708595,0.5185342771,0.0702878042,-0.0264047357,-0.008781891600000001
SRX2708596,0.18188921460000002,0.4303045498,0.1464903964,0.1159388298
SRX2708597,-0.7004234918000001,-0.5005923539,-0.1200856607,-0.1071569381
SRX2708598,-0.6095723803,0.3232101446,-0.2522707463,-0.0083563761
SRX2708600,-2.1815847152,-0.1524243297,-0.2711134562,-0.1669905288
SRX2708601,-2.4914692979,1.2753153053,-0.0595239595,0.20314510130000002
SRX2708602,-2.7823080557,-0.440860379,0.5050291552,0.47657710410000004
SRX2708603,-2.8416697132,0.0045988526,0.0660056332,0.2700813805
SRX3073814,-0.3498059455,-0.6075870922000001,-0.13018558560000001,-0.0993100443
SRX3073815,-1.1834394967,-3.1121694,-1.1339696385,0.0998917893
SRX3073816,-2.1413956943,-3.7692228682,-2.4550083112,0.3514798276
SRX3073817,-0.9252389198000001,-3.9808802617000003,-4.1870252178,1.0705500595
SRX3073818,2.4469562634,-3.428880482,-3.2111292318,1.4234215681
SRX3073819,-0.20908407110000002,-0.08683247250000001,0.3613869819,0.1706238948
SRX3073820,-0.3393783724,-3.4373457026,-0.6674396287000001,0.4918520685
SRX3073821,-1.8069123529,-3.8215172729,-2.2221447579,0.8975972293000001
SRX3073822,0.3944450647,-3.7398135203000002,-3.4198734015,1.0836947918
SRX3073823,2.6897391727,-3.9808802617000003,-3.2339359789,1.6690505328
SRX3073824,0.3498059455,0.6075870922000001,0.13018558560000001,0.0993100443
SRX3073825,-2.521916637,-2.7679965706000003,-1.2511893155,0.252113582
SRX3073826,-3.1493319246,-3.9808802617000003,-2.3292575708,0.5647996376000001
SRX3073827,-1.1732788334,-3.9808802617000003,-4.1135135934000004,1.3226622664
SRX3073828,1.6340081670000002,-3.542326862,-3.434645459,1.6822680893
SRX3073829,-1.3841448615,-1.3325516164,0.1876233269,0.0748492973
SRX3073830,-1.5610881783,-3.3099916321,-1.1638283926,0.3824540121
SRX3073831,-0.7874219925,-3.9808802617000003,-2.0312934097,0.6218532665000001
SRX3073832,0.24744778890000002,-3.5533834161,-3.5341055024,1.5451177489
SRX3073833,1.4034847026000001,-2.8372776726,-3.0369515843,1.6794614229
SRX2391456,0.4703362977,0.014840523500000001,0.1036371583,-0.19552296660000001
SRX2391457,0.7680264605,0.0348558729,-0.2296760947,-0.33676205870000003
SRX2391458,0.8410240591,0.31051412300000003,0.0383571309,-0.4678555526
SRX2391459,0.6132369133000001,0.1916478319,0.0360981407,-0.4951556387
SRX2391460,0.6313507481,0.31277058150000003,0.0112518975,-0.42116024230000004
SRX2391461,0.5271842130000001,-0.0720022916,0.0065400067,-0.3693426452
SRX2391462,0.5129766602,0.1136940917,0.0613117897,-0.3916075934
SRX2391463,1.62178799,1.4925829788,0.0752505852,-0.3751414215
SRX2391464,1.9611875301000001,1.6905488628,0.0646232551,-0.3437698719
SRX2391465,0.3586551984,0.2445557783,0.0745769649,-0.3634793157
SRX2391466,0.48016166200000004,0.0865697337,0.0132959954,-0.3447350557
SRX2391467,0.1183736091,0.2126031915,0.0309166155,-0.013629433100000001
SRX2391468,0.180846208,-0.2002693049,0.050854043200000004,0.0438769886
SRX2391469,0.7244393798000001,0.153446146,0.0781229599,-0.0778520007
SRX2391470,-0.5808609985000001,-0.2179791559,0.269221989,0.0540694228
SRX2391471,-0.0293715061,0.0280390823,0.0489485095,-0.3380115139
SRX2391472,0.1994074275,-0.0170986749,0.2725286431,-0.4061420535
SRX2391473,0.17170625350000002,-0.058554906600000005,0.079938994,-0.36089320010000003
SRX2391474,0.7457508777,0.1161926343,-0.0319597258,-0.3537627923
SRX2391475,0.4145638048,0.14759267980000002,0.2169729199,-0.34136905160000003
SRX2391476,1.1259803825,0.9948506016,0.3349589161,-0.2991285242
SRX2391477,0.5411751447,0.09616480840000001,0.1103821889,-0.518906887
SRX2391478,-0.4751766713,0.10071691540000001,0.3563764866,-0.0308626203
SRX2391479,1.4916538133000001,1.4162308893,0.3086663712,-0.3128391911
SRX2391480,0.0515300511,-0.0316945303,0.48358926430000004,-0.6247095729000001
SRX2391481,0.12084751190000001,-0.2087175494,0.3481544716,-0.39696131430000003
SRX2391482,-0.5379889729,-0.5647284151,0.48077671120000004,-0.5874492021000001
SRX2391483,0.4121285818,-0.2124561999,0.2107291755,-0.4934994717
SRX2391484,0.9189962702000001,0.4656397749,-0.0935369191,-0.29955184300000004
SRX2391485,0.9364367183000001,0.3568761975,-0.24873146470000002,-0.3493445589
SRX2391486,0.7789310165000001,0.7249782243,-0.2016487162,-0.4939354536
SRX2391487,1.3819828207,0.7005025299000001,-0.14117476780000002,-0.4346685737
SRX2391488,0.9007547701,0.6071752557,-0.126103141,-0.49898345190000004
SRX2391489,0.19937064710000002,-0.5650188296,-0.1334760396,-0.4394335224
SRX2391490,0.5938730736,0.5989217751,-0.0672349899,-0.3779241423
SRX2391491,0.1972549104,0.0110874042,0.0576004129,-0.43067581120000004
SRX2391492,-0.0020469256,-0.0569692657,0.2009926933,-0.4469418351
SRX2391493,0.5409848086,0.3332735228,0.1707298308,-0.5305284609
SRX2391494,0.8075255918,0.5126047482,0.0692396961,-0.3726353283
SRX2391495,-0.1183736091,-0.2126031915,-0.0309166155,0.013629433100000001
SRX2391496,-0.2372306164,0.276322634,-0.0359995768,-0.1410483777
SRX2391497,0.3645614415,-0.1087758297,0.058544858000000005,-0.2992241516
SRX2391498,0.8913697664,0.8103333836000001,-0.048752147,-0.1919072104
SRX2391499,0.1995708457,0.0953192372,0.0814724538,-0.2106737712
SRX2391500,-0.028153434300000002,-0.5621378901,0.14086945920000002,-0.4396286763
SRX2391501,0.7617316271,0.3333128442,-0.0582763844,-0.43113698440000003
SRX2391502,0.8751109699,0.5066918202,-0.2331385879,-0.5285459621
SRX2391503,1.7488620417,0.4333911751,0.0354719414,-0.7789340456
SRX2391505,-0.0145959433,-0.40808974800000003,0.305318221,-0.47990665450000003
SRX2391506,0.221239395,0.2357628266,0.0945138693,-0.40638696950000003
SRX2391507,0.27446455210000004,0.2572431636,-0.0124149267,-0.4920680422
SRX2391508,-1.3102664241,-0.4639138606,0.3356911857,-0.2794220631
SRX2391510,-0.0063237585,-0.2997254131,0.41076687230000003,-0.6138260592
SRX2391512,-0.3636393868,-0.29968705570000004,0.3983587121,-0.5289399786
SRX2391513,-0.3106866869,-0.0726943873,0.2226821065,-0.45414213950000004
SRX2391514,0.2450724956,0.28606595760000003,0.03072544,-0.48781659310000003
SRX5632598,7.4591889296,7.2302668302,0.9297661229,0.172211879
SRX5632599,2.2164585358,2.0299099166,0.5458194559,0.2852446293
SRX5632600,1.401587791,3.7713107757,0.8896791535,-0.034085819600000004
SRX5632601,1.3566176133,3.8231910693,0.7544298497,0.0714393256
SRX5632602,1.6521394310000002,4.9476137894,0.9083268103000001,0.7262429691000001
SRX5632603,-0.6679751276,3.9197745787000002,0.8378540299,-0.54570419
SRX5632604,1.9027557296,5.425635853,1.2087494064,0.2129508923
SRX5632605,2.4827238991,5.587941717,1.1494446188,0.14178574160000001
SRX5632606,3.2096494238,3.4599225529,0.7221774194,0.2678849863
SRX5632607,2.2006307226,1.9034568342,0.3322589038,-0.0398567252
SRX5632608,0.33538406190000003,0.5341742812,-0.0405799602,-0.011565161000000001
SRX5632609,-0.6255464293,-0.3853377182,0.0211711041,-0.0110295462
SRX5632610,-1.6357421300000001,-0.3853377182,0.32684287360000003,0.14964342960000002
SRX5632611,0.2901623675,-0.148836563,0.019408856000000002,0.0225947072
SRX5632612,0.2547855464,0.2041050627,0.3689308805,0.1396423013
SRX5632613,0.5509359171,0.296578504,0.221949515,0.6544630542000001
SRX5632614,1.6921065776000002,0.53206724,0.1618995187,-0.312079486
SRX5632615,1.6065814213,1.163021409,0.2420582473,-0.4423228079
ERX2874132,1.0272282257,0.30352082750000003,0.4265026615,0.1266565106
ERX2874133,0.8666314742000001,-0.9754785141000001,0.7271404589,-0.19509359999999998
ERX2874134,-0.0043070984,-2.6553532487,0.8519065269,-0.5672458622000001
ERX2874135,0.8492544337,0.1932363977,0.5921076495,-1.1369997208
ERX2874136,1.8594593772999999,-1.2110147491,1.0354136519,-1.1653131053
ERX2874137,3.3104701478,1.5467891581000002,0.7451035267,-1.834437337
ERX2874138,0.6883937658,-0.4312289496,0.8182462086000001,-0.3100348107
ERX2874139,0.2456042386,-1.0256330834,0.7045028161,-0.3205994297
ERX2874140,0.1486543849,0.47452864180000004,-0.139956359,-0.0232892471
ERX2874141,-0.1486543849,-0.47452864180000004,0.139956359,0.0232892471
ERX2874142,-0.0732019421,-3.050312349,0.5908025523,-0.9207812597
ERX2874143,-0.7233891210000001,-3.1397264578,0.9994652368,-1.3071923027
ERX2874144,2.2439061761,0.8218008552,0.7827099169,-0.45955464420000003
ERX2874145,2.3044274254,0.2382848383,0.7206732189,-0.7959901979
ERX2874146,0.4830641679,0.6794901996,0.5565290979,0.4344459372
ERX2874147,-0.0573601617,0.1443691639,0.5652993358,0.3504806305
SRX1300292,0.4070190262,0.0,-0.2183604482,-0.0056595274
SRX1300293,-0.4070190262,0.0,0.2183604482,0.0056595274
SRX1300299,0.2248572553,1.1233306179,0.0496916416,0.062111151
SRX1300300,1.4017834547,0.0,0.2503393265,-0.1246500822
SRX1300304,2.4793788562,1.4119771655,0.39555321730000004,-0.32022293760000003
SRX1300305,-0.3129334682,0.0,0.11605645020000001,-0.18921608780000002
SRX1300306,1.5103071734,1.0857330896,0.2931170004,-0.0718275669
SRX1300310,1.9195314766,1.315093206,0.3087574011,0.0014180174
SRX1300311,1.9130998707,1.1258590968,0.0756466625,-0.0314311242
SRX7291195,0.0472991558,-0.5081429351,0.2997067975,0.25078108450000003
SRX7291196,-0.092524378,-0.6566668133,0.2171652813,0.3183754319
SRX7291197,-0.1856809147,-0.6207004488,0.20048826090000002,0.301183598
SRX7291198,0.1793620015,0.1628139473,0.0055111309,0.0474008011
SRX7291199,-0.2459244341,-0.0884331297,0.0383910612,-0.0484154558
SRX7291200,0.0665624326,-0.0743808175,-0.0439021921,0.0010146547
SRX7291201,-0.2615661194,-0.8390781143,0.2526018277,0.3186137509
SRX7291202,-0.21580687780000002,-0.6483229262,0.270288277,0.30219993900000003
SRX7291203,0.0459112917,-0.7753531772000001,0.2825423364,0.2917894999
SRX7291204,0.1219010137,-0.0155911493,0.1877512114,0.09051329500000001
SRX7291205,0.19234159950000002,-0.16750336970000002,0.1650360705,0.1174934251
SRX7291206,0.2507298254,0.3366395969,0.1449864971,0.11349563530000001
SRX2436955,-4.7664574926,-3.4035770251,0.45212262210000004,1.2565419311000001
SRX2436956,-1.1695974138,-0.5273309835000001,0.0515482653,-0.8093952846
SRX2436957,-0.6569446843,-1.9295751958,0.1563578091,-0.5522377374
SRX2436958,-0.6017634208,-0.524767392,0.2851965476,-0.2151484244
SRX2436959,-1.6155704054000002,-2.1830376721,0.1360930215,-0.1374971984
SRX2436960,-1.2820837869,0.7331668281,0.1526137479,0.2263643548
SRX2436961,-1.0846212598,2.3987290381,0.7470542054,0.1338611287
SRX2436962,0.5924863,2.0489240551,-0.0330759678,0.2189045622
SRX2436963,0.0343665264,-0.5088764567,0.0921125297,-0.7429114568
SRX2436964,6.5154989206,5.334289936,0.0459686345,0.0881715998
SRX2436965,1.5840194486999999,-3.9986652099,-1.7381250601,-0.8041098849
SRX2436966,-0.8572416949,0.42138514600000004,0.1060124781,0.7958109651
SRX2436967,0.1904566111,3.4621282555,0.7565786075,-0.0253147293
SRX2436969,-0.2850717084,-0.9168168445,-0.0206086192,-0.5291315211000001
SRX2436970,-0.9001880191,-0.08181552830000001,0.2191212157,0.861613673
SRX2436971,1.1256773624,3.0878655744,0.701250519,0.0989163598
SRX2437029,0.5370297109000001,1.9704537242,0.0061447768000000005,0.1265679443
SRX2437030,-4.2680977543,-3.5691921066,0.5616911087,1.226954437
SRX2437031,-2.3491396231,-0.9669002829000001,0.2075206627,0.9211761875000001
SRX2437032,-2.0113704035,-0.8229124218,0.07605606050000001,0.9600903644000001
SRX2437033,3.9524998815,2.2223061956,-0.0229880917,-0.823212393
SRX2437034,1.4766866828,-3.9181501117,-1.7211272316000001,-0.6308114248000001
SRX2437035,-2.671242384,-2.5475117268,0.33539129840000004,-0.1923440525
SRX2437036,-3.3928979915,-2.9721862447,0.37333806010000004,-6.0176e-05
SRX2437037,4.5732025764,5.0509942845,0.1027974094,0.1408796672
SRX2437038,-0.6570384428,0.7279563495,0.2542201101,0.8741056694
SRX2437039,-2.452912958,-1.1868631811,0.1532453091,0.7605394983
SRX2437040,-2.2352883973,-2.5951039929,0.3624937381,-0.0228632045
SRX2437041,-4.6925908317000005,-3.2562291026,0.5062765036,1.3315944608999999
SRX2437042,2.9874263422,2.3646917417,-0.3269025847,-0.4763504617
SRX2437043,5.0012829771,4.5128383608,0.09219357800000001,0.2004499127
SRX2437044,1.7397723483,1.9984089217,-0.2945282879,0.0672969808
SRX4705203,6.2880309011,1.9863101922,-0.385355987,0.2288210901
SRX4705204,-0.9600487307000001,-1.6083187901,-0.6930073795,0.6101915694
SRX4705205,-1.240088611,-1.4730880014,-0.7755713976,0.576618225
SRX4705206,-1.4343961464000001,-1.2948937359000001,-0.6576656106000001,0.6110947582
SRX4705207,-1.0117092614,-3.9910226958,-0.1341736427,0.5652189377
SRX4705208,-0.9479154065000001,-0.9389121414,-0.5635110724,-0.2131127912
SRX4705209,-0.4999670594,-3.1257037632,-0.1045202598,0.46224616560000004
SRX4705210,-2.5473945912,-3.8111826672999998,-0.5514972085000001,0.5648670378
SRX4705211,-2.7018779578,-2.474207179,-0.5907591781,0.2495908246
SRX4705212,-2.1956038755,-3.1531636087,-0.5379723588,0.25883636260000004
SRX4705213,1.4788628808,1.131128146,0.5884298837,-0.3371452922
SRX4705214,1.1037013212,0.7021219495000001,0.5233414408,-0.4144919876
SRX4705215,-0.6535070515,-0.9732875435,-0.4463507494,0.0859386959
SRX4705216,0.7155249658,0.9697606903,0.4678437997,-0.5315682872
SRX4705217,-1.1542065477,-0.5579897687,-0.7475887920000001,0.6184017657
SRX4705218,-1.4903755686,-1.2717334735999999,-0.38567558290000004,0.5788651053
SRX4705219,0.354330299,0.16548880570000002,-0.31419254,-0.5625498558
SRX4705220,0.10514175740000001,-0.2784383321,-0.1236678575,-0.31589760570000003
SRX4705221,-1.9750131156,-2.208423876,-0.7518707576,1.1900981018
SRX4705222,0.0617256931,-0.2398426301,-0.10341932470000001,-0.2427241886
SRX4705223,5.8820054942,1.7988790001,-0.31786441590000003,0.9276404627
SRX4705224,6.0843646103,1.9406091412,-0.5855978821,0.0796417516
SRX4705225,-2.5683957668,-3.8820066520000003,-0.9927383484000001,0.2109846849
SRX4705226,-1.9936384077,-3.2619825345,-1.0770436531,0.23533751830000002
SRX4705227,-0.8365804461,-2.6304596961,-0.9319843065000001,0.21035469750000002
SRX4705228,4.8494670975,0.8472654314,-0.3099510565,0.351986183
SRX4705229,4.7729487111,0.7842425515,-0.5033890871,0.13782204180000002
SRX4705230,3.8318371845,0.5309236487,-0.43552663960000004,0.2137416066
SRX4705231,-1.8046630492,-1.6816675196,-0.9039885132000001,1.1509351128
SRX4705232,-2.7957447955,-2.8334092804,-0.882397812,1.210246552
SRX4705233,-1.7075468044000002,-1.6239973424,-0.1968594431,0.9463787208000001
SRX4705234,0.7726768645000001,0.0818121087,-0.0757624216,0.6894988855
SRX4705235,-2.2024502033,-4.625934826,-1.1352115054,1.0535282181
SRX4705236,1.6751492681,0.9086509973,-0.1630694594,-0.1420939679
SRX4705237,-2.5439399986,-5.2046612059,-1.1430905682,0.9057751446000001
SRX4705238,-2.5232735731,-4.208719155,-1.1479592129,1.1254304514
SRX2038319,0.3517757131,-0.0792973997,0.0216952277,1.4426827544
SRX2038320,0.17050806740000002,0.0755328261,0.0089552738,0.6087812218
SRX2038321,-0.0817638561,0.2018970602,-0.029136735400000002,1.453697321
SRX2038322,-0.608482423,0.025636235,-0.22346250180000002,1.5126676941000001
SRX2038323,1.7546144535,-0.0935875084,-0.5950074874,1.1758653763
SRX2038324,1.4769893935,0.11808636510000001,-0.2819178846,0.7068659902000001
SRX2038325,0.7340338484000001,0.1968183738,-0.2129587413,2.7404168595
SRX2038326,0.5249714715,0.1663976571,-0.6664505470000001,1.4055007212000001
SRX2038327,0.4305664356,0.0524906709,-0.2899666271,1.5731943474999999
SRX2038328,0.43285129120000004,-0.0359163279,-0.0956451908,1.3286870738
SRX2038329,0.3802823005,-0.1562992838,-0.534902734,-0.5334557359000001
SRX2038330,0.0875515617,-0.1388139424,-0.09387450950000001,1.0691534304
SRX2038331,0.2050078867,-0.09343168900000001,-0.4795015226,-0.2272644741
SRX2038332,0.7343820750000001,0.4106476693,0.3381492062,1.2407535673
SRX2038334,1.0791507870000001,0.0638211971,-0.2479411708,-0.2811494248
SRX2038335,1.0857897202,0.1656234499,0.1803691418,0.3734034026
SRX2038336,0.7842984631000001,0.4559942128,0.5647813138000001,1.0406558945
SRX2038337,0.065802027,0.06853279200000001,-0.0535453575,1.5872047917
SRX2038338,-0.2709808735,0.035152012,0.0598112988,-0.5988409250000001
SRX2038339,-0.8428490427,-0.1623041281,0.1188856227,1.4638075866
SRX2038340,-0.389574332,-0.024518210000000002,0.34647646330000004,-0.065066414
SRX2038341,-0.5511143128,0.2814790777,-0.08200134910000001,-0.3694768094
SRX2038342,0.2475697323,0.1065998868,-0.1543697162,-1.3381919271
SRX2038343,0.024243988600000002,-0.057802115300000005,0.5010526678,-0.3357301543
SRX2038344,0.9079222684,0.3149347571,0.033069829700000004,-0.4951080302
SRX2038345,-0.09554823970000001,0.1813434221,-0.1021128979,-0.4177804027
SRX2038346,-0.5960494171,0.2134694501,-0.5275545316,0.8912843678
SRX2038347,-0.8389787294000001,-0.0216735438,-0.8740408744,0.7457290625
SRX2038348,-0.8082796801000001,0.2663497889,-0.6052099843000001,0.4106332983
SRX2038349,-0.5013593039,-0.2879425392,-0.520378201,-1.5295929048999999
SRX2038350,0.1673388064,-0.025723031400000002,-0.1808186141,-0.42164055240000003
SRX2038351,-0.862101352,-0.0252960371,-0.2481074814,-1.8189793688
SRX2038352,0.7817506421,0.2163725192,-0.1007067708,-0.6449885269
SRX2038353,0.2370003874,-0.0290778146,-0.2493838519,-1.0202695171
SRX2038354,0.060269402300000004,0.1406334774,0.0934857714,-0.4636976262
SRX2038355,-0.2790276031,0.0199120386,0.0258529291,-0.0876755152
SRX2038356,-0.3579013897,-0.1489660308,-0.7092992376,0.2687374822
SRX2038357,-0.0807948396,0.044145387700000004,-0.08150652650000001,-0.8438418294000001
SRX2038358,-0.0181201474,0.0753351616,-0.38365261440000004,-0.8046802190000001
SRX2038359,-0.5032948086,0.0358859158,0.30292598800000003,-0.1292274729
SRX2038360,-1.0707063099,0.15687204600000001,-0.5695966895,-1.3119733839
SRX2038361,0.4939662215,0.2481931194,-0.5088220601,-1.1567435402
SRX2038362,1.4558315934000001,0.8146827139,-0.5568547845,-0.5962353548
SRX2038363,0.21024026440000002,0.18553422290000002,-0.1075832786,-0.42237850050000003
SRX2038364,-0.1359704213,0.5915300714,-0.2548516616,-0.2330364484
SRX2038365,-1.1924074781,0.0691733152,-0.5224634022,0.7267281071
SRX2038366,-0.5031348605,0.4623166298,-0.6997337682,1.633609074
SRX2038367,-0.7544134832,0.1612528587,-0.164303206,0.5375879140000001
SRX2038368,-0.517133387,0.3554135907,-0.2838038458,-1.2151198529
SRX2038369,0.3254416533,-0.1289552175,-0.14120318680000002,-0.9595485512
SRX2038370,0.0802961888,0.0585575434,-0.2275315786,-0.9363784741000001
SRX2038371,-0.2847160767,0.09569267640000001,-0.1971165942,-1.1393529857
SRX2038372,0.3754778939,0.4000099851,-0.7030767083,-1.6868286117
SRX2038373,0.3843497094,0.1731197203,-0.3391076354,-1.0194093062
SRX2038374,-0.6133863247,0.2086010686,-0.8919006833,-2.0533163881
SRX2038375,-0.33758118470000004,-0.2273368918,-0.8480468999,0.1201491622
ERX530520,-0.2159117634,-0.2113665808,-0.0552460372,0.16429681270000002
ERX530521,-0.5008971005,0.2175977741,0.2379487723,-0.015058738600000001
ERX530522,0.6561453308,0.0820161214,0.1666261772,0.1129815054
ERX530523,1.1053215432,1.16879744,0.3038599931,0.1308799863
ERX530524,0.2159117634,0.2113665808,0.0552460372,-0.16429681270000002
ERX530525,-0.1202953133,0.6391992093000001,0.2803346536,0.10135033510000001
ERX530526,-1.1217616761,-0.4702229164,-0.038816530200000005,-0.0248447382
ERX530527,0.6680610569000001,0.6745024338000001,0.21736006800000002,0.021092889
ERX3212443,-2.1779085579,-2.6864550496,0.02870798,0.24784995
ERX3212444,-0.9490281502000001,-2.3436485666,0.0422419746,0.1064565189
ERX3212445,-1.4381637861,-2.6596126791,-0.0473495293,0.005539048
ERX3212446,-1.6488277986000002,-0.8772207141,-0.1275263066,-0.0982544908
ERX3212447,-0.8616409410000001,-1.2343209894,-0.1188682696,-0.15643323380000002
ERX3212448,-0.9561134704,-1.3498639667,-0.0775782685,0.0867734718
ERX3212449,-0.055082570500000004,-0.1623213424,-0.0172228206,-0.033570588000000005
ERX3212450,-0.13795728070000002,-0.08641423990000001,-0.0153227698,-0.057117415000000005
ERX3212451,0.1930398512,0.2487355823,0.032545590400000005,0.090688003
ERX3212452,0.1554200054,2.3309878933,0.1223491476,0.1092855969
ERX3212453,0.06895619630000001,2.3733250766,0.1974911759,0.1973599473
ERX3212454,0.5832224914,2.4858119806,0.2034264775,0.0520428904
SRX7478973,-0.2839690124,-0.5655385580000001,-0.060392566700000004,0.0126545278
SRX7478974,0.5989639894000001,0.5238267907,0.0044704471,-0.0106326912
SRX7478975,-0.314994977,0.0417117672,0.0559221196,-0.0020218365
SRX7478976,0.8685828389,0.255163074,-0.0294229657,-0.129348762
SRX7478977,0.24951920730000002,0.1298031204,-0.10860318570000001,-0.0711125526
SRX7478978,-0.24865744890000002,0.056771942500000006,-0.1133642725,-0.0494529187
SRX7478979,0.6359921454,-0.1752228861,0.029688543100000003,-0.0136252659
SRX7478980,0.3129528332,-0.3578463009,0.0276315887,0.040501495900000004
SRX7478981,1.1369876672,-0.2911341558,-0.0099621376,0.0660673569
SRX7478982,0.5426161928000001,-0.2813817907,0.0895954796,0.0680506139
SRX7478983,0.905568272,-0.1022403638,0.10367688060000001,0.1463277796
SRX7478984,0.446636144,-0.1004350365,0.0034602426000000003,0.058645976
ERX1521038,0.956377769,2.160423847,0.2075117463,0.8947661931
ERX1521039,1.8909260922,3.3412126975,0.009730694,0.8245761367000001
ERX1521040,1.3061934026,2.5686060824,0.2850669433,0.9172620950000001
ERX1521041,2.8957238521,4.9214578011,0.1631970502,0.4369839626
