,A,OmpR
cstr_pfr__str_ref1__1,0.16739203300000002,0.08244207960000001
cstr_pfr__str_ref2__1,-0.0351591988,0.0078748892
cstr_pfr__str_ref3__1,-0.0869109136,-0.008083511100000001
cstr_pfr__pfr_P5_0005m__1,1.358214357,0.4302495083
cstr_pfr__pfr_P5_0010m__1,0.9228316762000001,0.1892646688
cstr_pfr__pfr_P5_0025m__1,0.7647445694,0.22551730220000002
cstr_pfr__pfr_P3_0025m__1,0.0537067005,-0.0198515712
cstr_pfr__pfr_P1_0025m__1,-0.4579235471,-0.0966550654
cstr_pfr__pfr_P5_0045m__1,0.2034829363,0.1061392156
cstr_pfr__pfr_P5_0120m__1,0.9497609051,0.1755350446
cstr_pfr__pfr_P3_0120m__1,0.023631100800000002,-0.1409255389
cstr_pfr__pfr_P1_0120m__1,-0.6670234239,0.0275382037
cstr_pfr__pfr_P5_0210m__1,1.2065745436,0.1521049572
cstr_pfr__pfr_P5_1500m__1,0.7221227764,0.1097037356
cstr_pfr__pfr_P3_1680m__1,0.571083934,-0.0064812671
cstr_pfr__pfr_P5_1680m__1,1.1694191564,0.1756314787
cstr_pfr__pfr_P1_1680m__1,0.3202407628,-0.14365502400000002
cstr_pfr__str_0005m__2,0.0451131862,-0.19930087970000002
cstr_pfr__str_0010m__2,0.019826342,-0.23277759110000001
cstr_pfr__str_0025m__2,-0.2679774916,-0.3025151661
cstr_pfr__str_0045m__2,-0.7235948768,-0.3161117281
cstr_pfr__str_0075m__2,-0.6203461319,-0.2152829856
cstr_pfr__str_0120m__2,-0.8484781556000001,-0.3635881066
cstr_pfr__str_0210m__2,-0.2171972425,-0.23611703420000002
cstr_pfr__str_0330m__2,-0.2795868687,-0.3154388899
cstr_pfr__str_1500m__2,-0.3627064692,-0.2618569391
cstr_pfr__str_1560m__2,0.1687825461,-0.2539721716
cstr_pfr__str_1680m__2,0.2102754308,-0.1136853379
cstr_pfr__str_ref1__2,-0.16739203300000002,-0.08244207960000001
cstr_pfr__str_ref2__2,-0.2321526548,0.000575767
cstr_pfr__str_ref3__2,-0.21386231490000002,-0.22249108110000002
cstr_pfr__pfr_P5_0005m__2,1.2088363706,0.2796882962
cstr_pfr__pfr_P5_0010m__2,0.2964527513,0.1189550935
cstr_pfr__pfr_P5_0025m__2,-0.3604589012,-0.04643751
cstr_pfr__pfr_P3_0025m__2,-0.332950204,-0.34437283560000004
cstr_pfr__pfr_P1_0025m__2,-0.3802341434,-0.4855393854
cstr_pfr__pfr_P5_0045m__2,-0.3985608503,-0.3612719559
cstr_pfr__pfr_P5_0120m__2,-0.07993737000000001,-0.02870903
cstr_pfr__pfr_P3_0120m__2,-0.4885362139,-0.22309020270000002
cstr_pfr__pfr_P1_0120m__2,-0.6967203196,-0.1632647246
cstr_pfr__pfr_P5_0210m__2,-0.37166439100000004,-0.0709609191
cstr_pfr__pfr_P5_1500m__2,0.8999516816,0.1069659238
cstr_pfr__pfr_P3_1680m__2,0.9519579001,0.14867505420000002
cstr_pfr__pfr_P5_1680m__2,0.6724435122,0.0658143815
cstr_pfr__pfr_P1_1680m__2,0.09967696200000001,-0.0053683612
darobactin__daro_30m__1,0.6267784428000001,1.2890097294
darobactin__daro_30m__2,0.9553229761,1.1795235344
darobactin__solv_1h__1,2.9313574932,1.1021832683
darobactin__solv_1h__2,5.6945452219,0.8324413069000001
darobactin__daro_1h__1,6.444640608,1.9416675769
darobactin__solv_1h__3,6.4581720721,1.3341707264
darobactin__daro_1h__2,4.5313739849,1.8232105559
darobactin__daro_1h__3,6.4163401826,2.0473001179
darobactin__daro_30m__3,0.3753599653,0.9843238886000001
darobactin__solv_30m__1,0.791181998,0.2871981339
darobactin__solv_15m__1,0.40759009,0.0057015699
darobactin__solv_15m__2,-0.614013663,0.1753870996
darobactin__daro_15m__1,-0.1042160845,1.4076052451
darobactin__solv_15m__3,0.206423573,-0.1810886695
darobactin__daro_15m__2,-0.3573258017,1.3048217836
darobactin__daro_15m__3,-0.5297819069,1.7090915504000002
darobactin__solv_30m__2,-0.1224465639,0.0089135112
darobactin__solv_30m__3,1.4634288203,0.06837401480000001
ddp__pNT3_aroP__1,3.0521361672,-0.1865650576
ddp__pNT3_aroP__2,3.5419417976,-0.49973015070000004
ddp__pNT3_bamC__1,-0.0682934228,-2.3278463219
ddp__pNT3_bamC__2,0.2635686652,-2.2718144341
ddp__pNT3_cusA__1,-2.1189599406,-2.2321904595
ddp__pNT3_cusA__2,-2.5563984134,-2.0687335676
ddp__pNT3_hemX__1,4.0766496833,-0.2573674268
ddp__pNT3_hemX__2,6.211127524,-0.4472263325
ddp__pNT3_empty__1,-0.6348076856,0.0684464506
ddp__pNT3_empty__2,0.6348076856,-0.0684464506
ddp__pNT3_topA__1,3.2139128091,-1.6144132136
ddp__pNT3_topA__2,3.5371542203,-1.7527850061999999
ddp__pNT3_yicR__1,-0.9322623288,-0.1852893826
ddp__pNT3_yicR__2,0.0537413412,-0.5738793238000001
ddp__pNT3_yqjD__1,2.4564681475,0.6141458275
ddp__pNT3_yqjD__2,4.0754417333,0.3892710479
ecomics__del_gabT__1,0.1232599548,-0.2722744224
ecomics__del_gabT__2,-0.1232599548,0.2722744224
ecomics__del_putP__1,-0.1398863037,0.3714921693
ecomics__del_putP__2,-0.7930174508000001,0.6301555916
ecomics__del_entF__1,-0.1583026475,-0.032218569
ecomics__del_entF__2,-1.5642851325,0.0017246171000000002
ecomics__del_entF__3,-0.0238095192,0.06913183290000001
ecomics__del_cysA__1,-0.35937609730000003,0.19610616960000002
ecomics__del_cysA__2,-1.1771389479,0.1032347123
elyC__wt_21C__1,4.1207467623,-0.2290149101
elyC__wt_21C__2,3.8855600102,-0.1397843009
elyC__wt_21C__3,4.4159411269,-0.26200724270000003
elyC__wt_37C__1,-0.07491714170000001,0.0755294791
elyC__wt_37C__2,0.1201083151,0.0076404305
elyC__wt_37C__3,-0.0451911733,-0.08316990960000001
elyC__delelyC_21C__1,4.5321748074,-0.1196168543
elyC__delelyC_21C__2,3.8182429121,0.0565247456
elyC__delelyC_21C__3,4.1095341543,0.0017047367000000001
elyC__delelyC_37C__1,0.30953077100000004,0.21499143440000001
elyC__delelyC_37C__2,0.0339152615,0.0311941425
elyC__delelyC_37C__3,0.5601003026,0.0867478591
evo_acid_w__F9_2__1,4.5970397755,0.3818238521
evo_acid_w__F11_1__1,-1.6381833842,0.9775588449
evo_acid_w__F11_1__2,-2.9640473465,1.0787512059
evo_acid_w__F11_1__3,-2.6726772801000003,0.9976741235000001
evo_acid_w__wt__1,0.1480196546,0.38732332010000003
evo_acid_w__F11_2__1,-1.8308649139000002,0.8825326560000001
evo_acid_w__B11_2__1,-1.8705336931,0.9918560030000001
evo_acid_w__F11_2__2,-1.8963319388,0.9286320546
evo_acid_w__wt__2,-1.2057938955,0.1276248753
evo_acid_w__B11_1__1,-4.9463455336,0.6909131684
evo_acid_w__H9_1__1,-5.6461275010000005,0.5176918857
evo_acid_w__H9_2__1,-3.3812681865,0.6825681341000001
evo_acid_w__B11_2__2,-2.5565698137,0.8595934208
evo_acid_w__wt__3,-0.7630094875000001,0.1405043602
evo_acid_w__H9_2__2,-3.7782244902,0.7067479557
evo_acid_w__B11_2__3,-1.7574764249000001,0.9251385718
evo_acid_w__F11_2__3,-1.6690625744,0.9415232153
evo_acid_w__F9_2__2,4.7922817397,0.5236235180000001
evo_acid_w__wt__4,-0.041983839,0.0724592591
evo_acid_w__wt__5,0.7712109963,0.1226738405
evo_acid_w__wt__6,0.5791342163000001,-0.5819217169
evo_acid_w__H9_1__2,-5.7451105344,0.48540800570000003
evo_acid_w__F9_1__1,1.7057433681,0.3518852113
evo_acid_w__F9_1__2,1.7357698272,0.2515017342
evo_acid_w__B11_1__2,-4.6341200028,0.5585856191
evo_acid_w__H9_2__3,-3.4967249511,0.5490163023
evo_acid_w__wt__7,0.0841707773,0.2713357726
evo_acid_w__F9_1__3,1.258443272,0.4199897415
evo_acid_w__F9_2__3,4.6087352294,0.3034903557
evo_acid_w__wt__8,-0.0673230086,-0.3178201453
evo_acid_w__B11_1__3,-4.854476874,0.5267091533
evo_acid_w__wt__9,0.49557458600000004,-0.22217956560000002
evo_bz__c3_1_bz__1,-0.5967940923,-0.0028504684000000002
evo_bz__c3_1_bz__2,4.024662996,0.2338023273
evo_bz__c3_1_bz__3,3.3070029168,0.125450476
evo_bz__c3_1_bz__4,3.9541832165,0.1273271152
evo_bz__g5_1_bz__1,-1.9666561789,0.4937833071
evo_bz__g5_1_bz__2,-2.0886109889,0.3447248129
evo_bz__g5_1_bz__3,-1.6882421316,0.49130684280000003
evo_bz__g5_1_bz__4,1.5077886385000001,0.2281203201
evo_bz__g5_1_bz__5,0.4033392465,0.0570260276
evo_bz__g5_1_bz__6,0.6655001977,0.1219852908
evo_bz__w3110d13__1,-1.0672853306,-0.1174601203
evo_bz__w3110d13__2,-1.305213678,0.0893062359
evo_bz__w3110d13__3,0.6857481777000001,0.108199401
evo_bz__w3110d13__4,-1.1092028468,-0.1361861403
evo_bz__w3110d13__5,0.9864774312000001,0.0740113352
evo_bz__w3110d13__6,1.8094762465,-0.017870711600000002
evo_bz__w3110d13_bz__1,2.8389162948,0.0969939076
evo_bz__w3110d13_bz__2,3.4393499679,0.1702286555
evo_bz__w3110d13_bz__3,5.4336255359,-0.0862490159
evo_bz__w3110d13_bz__4,2.7744919701,0.0627109079
evo_bz__c3_1_bz__5,-0.1477933564,-0.0654252065
evo_bz__c3_1_bz__6,-0.1632685956,0.0399553215
evo_bz__g5_2_bz__1,2.0099628715,-0.2914212792
evo_bz__g5_2_bz__2,1.5387663033,-0.36996251820000003
evo_bz__g5_2_bz__3,1.6549172232,-0.3656086109
evo_bz__g5_2_bz__4,1.0574495375,0.0729594687
evo_bz__g5_2_bz__5,1.561296378,0.0985415102
evo_bz__g5_2_bz__6,2.3127628684,-0.0864115391
evo_bz__w3110d13_bz__5,5.2156824543,0.0854927991
evo_bz__w3110d13_bz__6,5.2769057579,-0.1385285336
evo_bz__a1_1_bz__1,10.4947368782,0.8975989235
evo_bz__a1_1_bz__2,2.108410215,0.1910805334
evo_bz__a1_1_bz__3,-0.024409286800000003,0.080955385
evo_bz__a1_1_bz__4,1.7125057567000002,0.1377768893
evo_bz__a1_1_bz__5,-0.2208578863,0.23949619590000001
evo_bz__a1_1_bz__6,0.4566952649,0.047307092200000005
evo_metab__wt__1,4.0694879958,0.6412588847
evo_metab__del_zwf__1,2.5676158465,0.49030679450000003
evo_metab__zwf_ale1__1,2.0083617735,0.68091243
evo_metab__zwf_ale2__1,-0.40116818930000003,-0.1784520008
evo_metab__del_ppk__1,-1.856228092,-0.44224241480000004
evo_metab__ppk_ale1__1,-4.7976477214,-0.4764641961
evo_metab__ppk_ale2__1,0.5338551062,0.5329124751000001
evo_metab__ppk_ale3__1,-2.1346511889,0.9075329643000001
evo_metab__del_dapF__1,1.5450337799,0.6129146337
evo_metab__dapF_ale1__1,0.22636188810000002,0.8952812926
evo_metab__dapF_ale3__1,-1.6882761325,-0.2342598059
evo_metab__del_entC__1,-0.5877742903000001,-0.34026941320000004
evo_metab__entC_ale1__1,-0.2949612793,-0.2707075829
evo_metab__entC_ale2__1,2.2299704295,0.8622152044
evo_metab__del_dgk__1,-2.8219276679,-0.6269707459
evo_metab__dgk_ale1__1,-2.9904745025,0.1735851839
evo_metab__dgk_ale2__1,-3.473037347,0.2177989082
evo_metab__dgk_ale3__1,1.5342498925,0.19680499580000002
evo_metab__wt__2,-2.245966894,-0.38426572200000003
evo_metab__del_zwf__2,1.1259793436,-0.0433837129
evo_metab__zwf_ale1__2,-4.9955246998,-0.24201353520000002
evo_metab__zwf_ale2__2,-4.1919101545,-0.435184112
evo_metab__del_ppk__2,-2.5188694449,-0.5324551115
evo_metab__ppk_ale1__2,-4.2136984547,-0.2116317881
evo_metab__ppk_ale2__2,-3.7652341700000003,-0.64172567
evo_metab__ppk_ale3__2,-3.1830711226,-0.7673222017
evo_metab__del_dapF__2,-0.9719262332,-0.40092593200000004
evo_metab__dapF_ale1__2,-2.6721702454000003,-0.22381282060000002
evo_metab__dapF_ale3__2,-0.6298072346,-0.29086451550000003
evo_metab__del_entC__2,-3.6707685295,-0.8058252067
evo_metab__entC_ale1__2,-1.4875711632,-0.621361892
evo_metab__entC_ale2__2,-3.4329563614,-0.5077788478
evo_metab__entC_ale3__1,-4.5533289319,-0.1911011367
evo_metab__del_dgk__2,-2.1238586064,-0.4288196577
evo_metab__dgk_ale1__2,-4.6818297817,-0.2170269822
evo_metab__dgk_ale2__2,-4.2249545602,-0.5840050591
evo_metab__dgk_ale3__2,-1.7002079321,-0.4447205785
evo_metab__wt__3,-1.8235211018,-0.2569931627
evo_metab__del_zwf__3,-2.3611924992,-0.8777741444
evo_metab__zwf_ale1__3,-4.8120628931,-0.2947833402
evo_metab__zwf_ale2__3,-2.814503397,-0.7335047047000001
evo_metab__del_ppk__3,-1.549217218,0.0301891408
evo_metab__ppk_ale1__3,-2.3076440838,-0.1359630352
evo_metab__ppk_ale2__3,-2.866997982,-0.3757764468
evo_metab__ppk_ale3__3,-1.731639848,-0.0165619341
evo_metab__del_dapF__3,-0.6975804266000001,-0.4233848941
evo_metab__dapF_ale1__3,-3.0264748841,-0.2898632238
evo_metab__dapF_ale3__3,-1.4362947374,-0.6066856049
evo_metab__del_entC__3,-2.3378248743,-0.7388678637
evo_metab__entC_ale1__3,-2.2495141276,-0.4298871476
evo_metab__entC_ale2__3,-1.1028624965,-0.3606984225
evo_metab__entC_ale3__2,-4.4752660611,-0.79955145
evo_metab__del_dgk__3,-0.9871618259,-0.7781073004
evo_metab__dgk_ale1__3,-4.3473148826,-0.4180294416
evo_metab__dgk_ale2__3,-3.2510067239,-0.7719065847000001
evo_metab__dgk_ale3__3,-0.3565537668,-0.5081789614000001
flag_reg__wt__1,0.27596654530000003,-0.0426817793
flag_reg__del_fliA__1,-0.24048202570000002,0.09401549270000001
flag_reg__del_flhC__1,-2.3241796205,-0.2049002846
flag_reg__del_flhD__1,-2.280452225,-0.1502495019
flag_reg__wt__2,-0.27596654530000003,0.0426817793
flag_reg__del_fliA__2,-1.8144404531,-0.0853828519
flag_reg__del_flhC__2,0.30526573430000004,0.1389459663
flag_reg__del_flhD__2,-1.0443016515,0.0146777703
flgM__27C__1,8.2986536782,0.1558404166
flgM__27C__2,5.218953891,0.0573121652
flgM__27C__3,5.5021651785,0.0316162718
flgM__32C__1,2.8384544076,0.006335950900000001
flgM__32C__2,3.4529285896,0.1384436819
flgM__32C__3,6.8586233258,0.019876677500000002
flgM__37C__1,-0.10614377030000001,-0.0235522806
flgM__37C__2,-0.0923214356,-0.0049222591000000005
flgM__37C__3,0.1984652059,0.0284745396
flgM__42C__1,-2.7252486374,0.3939977395
flgM__42C__2,-2.6012704459,0.44910143280000003
flgM__42C__3,-2.7869312602000003,0.42799801190000003
histone__untreated__1,-0.1160553821,-0.0381950275
histone__untreated__2,-0.0035385181,0.0711292604
histone__untreated__3,0.1195939002,-0.0329342329
histone__10ug_H2A__1,0.6828658798,-0.1736917977
histone__10ug_H2A__2,0.9206951303,-0.0629304126
histone__10ug_H2A__3,0.6333706647,-0.059371521000000003
histone__50ug_H2A__1,0.4356049576,0.188122264
histone__50ug_H2A__2,0.4745530117,0.1305646073
histone__50ug_H2A__3,0.5264426237000001,0.2263491171
histone__100ug_H2A__1,0.7161454023,0.3374196327
histone__100ug_H2A__2,0.7391874733,0.3072702684
histone__100ug_H2A__3,0.7674795729,0.2979277191
hns__del_hns_spike__1,1.4343623684,0.40598331660000003
hns__del_hns_spike__2,4.7386922254,0.3336623743
hns__del_hns__1,1.8102424323,0.3985540088
hns__del_hns__2,4.9645578577,0.4129663536
hns__wt_spike__1,0.0515886804,-0.024807811000000003
hns__wt_spike__2,-0.0886230523,0.6823335025
hns__wt__1,-0.7806212483,-0.1771217414
hns__wt__2,0.7806212483,0.1771217414
hns_stpA__evo100G4_delhns_delstpA__1,6.3877353341,-0.6185793629
hns_stpA__evo100G4_delhns_delstpA__2,6.9031172597,-0.7242837187000001
hns_stpA__evo100G12_delhns_delstpA__1,-5.0029684337,-1.9496630616
hns_stpA__evo100G12_delhns_delstpA__2,-5.2971172543,-2.0160702318
hns_stpA__delhns_delstpA_delrpoS__1,-4.3745695269,-2.1618030521
hns_stpA__delhns_delstpA_delrpoS__2,-5.0474677052,-2.1061234692
hns_stpA__wt__1,0.771433801,0.45027459540000003
hns_stpA__wt__2,-0.771433801,-0.45027459540000003
hns_stpA__delhns_delstpA__1,2.8223590388,-2.3280919199
hns_stpA__delhns_delstpA__2,3.406546677,-1.9812499898
hu__wt_log_pH7__1,0.1066459445,-0.4533680846
hu__wt_log_pH7__2,-0.7836694842,-0.1467868826
hu__wt_log_pH7__3,0.4796067084,0.15355804580000001
hu__wt_lag_pH7__1,0.6946567936,-0.243977501
hu__wt_lag_pH7__2,1.4132326731,-0.5027661901
hu__wt_lag_pH7__3,-2.1078894668,0.7467436911
hu__delhupA_lag_pH7__1,-0.4533239321,-0.19569089950000002
hu__delhupA_lag_pH7__2,1.0901838603,-0.8588597990000001
hu__delhupA_lag_pH7__3,-1.5873627734,0.8311174974000001
hu__delhupB_lag_pH7__1,0.295489589,-0.2809176892
hu__delhupB_lag_pH7__2,0.7588990071,-0.5585251472
hu__delhupB_lag_pH7__3,-2.0840238184,0.7178141483
hu__delhupAhupB_lag_pH7__1,-0.8861537914000001,-0.37890729510000004
hu__delhupAhupB_lag_pH7__2,0.051745382400000005,-0.7286191897000001
hu__delhupAhupB_lag_pH7__3,-1.6152775234,0.7171123642
hu__hupAE34K_hupB_lag_pH7__1,1.1700364889000001,-0.09367616840000001
hu__hupAE34K_hupB_lag_pH7__2,1.1037819319,-0.6184635318
hu__hupAE34K_hupB_lag_pH7__3,-1.6466234348,0.5848928852
hu__hupAE34K_delhupB_lag_pH7__1,0.21509344560000002,0.0442244124
hu__hupAE34K_delhupB_lag_pH7__2,1.5116043377000001,-0.3353737344
hu__hupAE34K_delhupB_lag_pH7__3,-1.9816768922999999,0.5977772569
hu__wt_lag_pH5__1,2.4813993173,0.1568534071
hu__wt_lag_pH5__2,2.7067082558,0.3947122015
hu__wt_lag_pH5__3,1.7154777893,0.75164291
hu__delhupA_lag_pH5__1,2.5618455021,-0.0234046615
hu__delhupA_lag_pH5__2,2.4790573916,0.22557557520000002
hu__delhupA_lag_pH5__3,2.1350469148,0.4382785903
hu__delhupAhupB_lag_pH5__1,0.3802443111,-0.3671179604
hu__delhupAhupB_lag_pH5__2,0.32617992290000003,0.1839648116
hu__delhupAhupB_lag_pH5__3,0.19543766610000002,0.8941369961000001
hu__hupAE34K_hupB_lag_pH5__1,3.4237877705,0.29568956020000003
hu__hupAE34K_hupB_lag_pH5__2,2.2407290707,1.0669934348
hu__hupAE34K_hupB_lag_pH5__3,2.3447868272,1.0006558364
hu__hupAE34K_delhupB_lag_pH5__1,2.01837958,0.7654969634000001
hu__hupAE34K_delhupB_lag_pH5__2,3.066645268,0.197684245
hu__hupAE34K_delhupB_lag_pH5__3,2.8450348415,0.8975091168
hyperpersistence__low_GFP__1,0.4170835432,-1.4739378392
hyperpersistence__wt__1,0.035046626500000004,-0.10728471440000001
hyperpersistence__high_GFP__1,1.7603890416999999,-1.3999566529
hyperpersistence__pth_mut__1,-0.19700326410000002,-0.1652819713
hyperpersistence__pth_mut__2,0.0926158005,-0.3442199615
hyperpersistence__metG_mut__1,0.46105746420000004,0.3963740536
hyperpersistence__metG_mut__2,0.9005204411000001,-0.0048971941
hyperpersistence__high_GFP__2,3.8232600699,-1.1034080086
hyperpersistence__wt__2,-0.035046626500000004,0.10728471440000001
hyperpersistence__low_GFP__2,3.8068727012,-1.2153192831
kan_efg__cpxAF218Y__1,-0.9285487311,0.4527859074
kan_efg__cpxAF218Y__2,-1.292847539,0.5364562713000001
kan_efg__cyaAN600Y__1,0.5461054974,0.3401800963
kan_efg__cyaAN600Y__2,-0.4467747627,1.210371542
kan_efg__fusAA608E__1,-0.7658364547000001,-0.4429302859
kan_efg__fusAA608E__2,-0.1816758308,0.1046003389
kan_efg__fusAA608E_cpxAF218Y__1,-0.6364902960000001,0.011032551000000002
kan_efg__fusAA608E_cpxAF218Y__2,-0.5981119428,-0.2436163534
kan_efg__fusAA608E_cyaAN600Y__1,-0.0373512942,-0.3269541326
kan_efg__fusAA608E_cyaAN600Y__2,-0.5109052649,-0.10436068670000001
kan_efg__fusAA608E_rpoDL261Q__1,-0.9791177691,-0.0378451537
kan_efg__fusAA608E_rpoDL261Q__2,-0.3390602244,-0.4435284184
kan_efg__fusAA608E_topAS180L__1,-1.8064308403,-0.2177500637
kan_efg__fusAA608E_topAS180L__2,-0.8433831653,-0.6025877056
kan_efg__rpoDL261Q__1,0.43251550980000003,-0.0571952535
kan_efg__rpoDL261Q__2,-0.8080515576,0.2021375642
kan_efg__wt__1,-0.7491266195,0.0117272451
kan_efg__wt__2,0.7491266195,-0.0117272451
lrp__wt_min_log__1,-0.5000375933,-0.0521908478
lrp__wt_min_log__2,0.5000375933,0.0521908478
lrp__wt_min_trans__1,0.8378623553000001,0.13210345410000002
lrp__wt_min_trans__2,-1.0354478086,0.7237374894
lrp__wt_min_stat__1,4.2716299273,0.3537781848
lrp__wt_min_stat__2,5.1842219792,0.5007667927
lrp__wt_liv_log__1,-0.45175377510000003,0.10647951230000001
lrp__wt_liv_log__2,0.2875167859,-0.0504812724
lrp__wt_liv_trans__1,0.6826289591,0.07835777590000001
lrp__wt_liv_trans__2,-0.27092790580000004,-0.0682366393
lrp__wt_liv_stat__1,2.7431607304,0.0982271928
lrp__wt_liv_stat__2,3.5383915745,-0.0687382218
lrp__wt_rich_log__1,-7.1525724445,-1.0585605653
lrp__wt_rich_log__2,-6.5596511082,-1.1024559088
lrp__wt_rich_trans__1,6.8849865111,0.0884401194
lrp__wt_rich_trans__2,4.8855577004,-0.6083457943
lrp__wt_rich_stat__1,0.1809830881,-0.6186838135
lrp__wt_rich_stat__2,2.4079572171,-0.2897786114
lrp__dellrp_min_log__1,-1.8692672106,-0.2608110306
lrp__dellrp_min_log__2,-1.9874533853,-0.2537226222
lrp__dellrp_min_trans__1,3.8561338648,0.0183763173
lrp__dellrp_min_trans__2,5.3606258240999995,0.13627122220000001
lrp__dellrp_min_stat__1,6.8486583019000005,-0.0769417448
lrp__dellrp_min_stat__2,6.1138550795,-0.2528695946
lrp__dellrp_liv_log__1,2.2396560085,-0.0722778304
lrp__dellrp_liv_log__2,2.6366740456,-0.0455728424
lrp__dellrp_liv_trans__1,0.8099925196000001,0.1120054649
lrp__dellrp_liv_trans__2,0.8251537351,0.4276753071
lrp__dellrp_liv_stat__1,3.8651094917,0.0871427547
lrp__dellrp_liv_stat__2,4.7759718436,0.3495347605
lrp__dellrp_rich_log__1,-6.2729568231,-1.0565215287
lrp__dellrp_rich_log__2,-6.1881412882,-1.0349383059
lrp__dellrp_rich_trans__1,4.4809171822,-0.077877783
lrp__dellrp_rich_trans__2,5.3892736209,-0.252398954
lrp__dellrp_rich_stat__1,-2.236658745,-1.1952443172
lrp__dellrp_rich_stat__2,-2.2974483832,-0.6781684471
mazF_circuit__t0__1,-0.0842421409,0.1412763987
mazF_circuit__t2__1,-1.8182535291000002,-0.4690845135
mazF_circuit__t4__1,-0.6367860864,0.1531991864
mazF_circuit__t6__1,4.2335222963,0.14754010450000002
mazF_circuit__t8__1,4.0926265203,0.2271634617
mazF_circuit__t0__2,0.0842421409,-0.1412763987
mazF_circuit__t2__2,2.8572879391,-0.0295650607
mazF_circuit__t4__2,0.6327714305000001,-0.2203581588
mazF_circuit__t6__2,3.5102137772,0.23403600570000002
mazF_circuit__t8__2,6.3753464315,0.1866336361
mazF_ribo__emptyvec_mrna_5m__1,-0.2953018021,-0.1216443197
mazF_ribo__emptyvec_mrna_5m__2,0.2953018021,0.1216443197
mazF_ribo__mazF_mrna_5m__1,-1.8911783804,0.2192299209
mazF_ribo__mazF_mrna_5m__2,-2.06493129,0.0316345592
mazF_ribo__emptyvec_total_5m__1,-1.6623233796,0.4872397097
mazF_ribo__emptyvec_total_5m__2,-1.1412716764,0.3522227106
mazF_ribo__mazF_total_60m__1,-2.3499971144,0.6897500979
mazF_ribo__mazF_total_60m__2,-1.5562870995,0.7734898007000001
mercury__ctrl_t00__1,0.3729490945,0.0766201638
mercury__ctrl_t10__1,0.4418584189,0.1496783412
mercury__ctrl_t30__1,0.0881326707,0.6367124363000001
mercury__ctrl_t60__1,1.9696343952,1.0489428236
mercury__hg_t10__1,-0.5306731450000001,1.2259355107
mercury__hg_t30__1,-0.40469664200000005,1.9042858847000002
mercury__hg_t60__1,5.2202376875,1.8583091262
mercury__pma_t10__1,1.0294300371,1.9196062395000002
mercury__pma_t30__1,-0.3096310614,2.2957288682
mercury__pma_t60__1,0.7107506027,0.1497387313
mercury__ctrl_t00__2,-0.0687881379,0.008028346300000001
mercury__ctrl_t10__2,0.4015974151,0.2069442596
mercury__ctrl_t30__2,1.0058482742,0.9109922530000001
mercury__ctrl_t60__2,2.1122654124,1.1441419640000001
mercury__hg_t10__2,-0.2462515604,1.2656029765999999
mercury__hg_t30__2,-0.4896794658,1.6757712302
mercury__hg_t60__2,2.4481845576,0.2260943473
mercury__pma_t10__2,1.2755496371000001,1.9955710012
mercury__pma_t30__2,-0.22023208200000002,2.3706973513
mercury__pma_t60__2,0.5997229605000001,0.6398950062000001
mercury__ctrl_t00__3,-0.30416095660000003,-0.0846485101
mercury__ctrl_t10__3,0.6016296386000001,0.06957393170000001
mercury__ctrl_t30__3,1.3229750372,0.8581649301000001
mercury__ctrl_t60__3,1.8165873246,0.8580328225
mercury__hg_t10__3,-0.0955309468,1.2288152035
mercury__hg_t30__3,-0.7643103567,1.9399497549
mercury__hg_t60__3,3.6566752838000003,0.9959613224
mercury__pma_t10__3,1.0250601045,2.0477175724
mercury__pma_t30__3,-0.19892429890000002,2.4311636967
mercury__pma_t60__3,0.37505767570000004,0.811797423
ml_abx__az_lolcde__1,1.0694303533,0.46246951220000004
ml_abx__az_lolcde__2,1.4267489881,0.2878416606
ml_abx__az_lolcde__3,0.4416371968,0.1765256219
ml_abx__b01__1,1.3801652770000001,0.4688584866
ml_abx__b01__2,1.6887213327000001,0.4083203246
ml_abx__b01__3,0.7885021747000001,0.1190500028
ml_abx__cro__1,-0.3591822301,0.3512282962
ml_abx__cro__2,1.3674924119,0.0718613258
ml_abx__cro__3,0.039617934800000004,-0.3668601616
ml_abx__chl__1,0.6981491991000001,-1.6494085779
ml_abx__chl__2,0.2309964061,-1.4123579880000001
ml_abx__chl__3,1.10201617,-1.6972399923
ml_abx__cip__1,0.08463320690000001,-0.17471096630000002
ml_abx__cip__2,0.12827032100000002,-0.1636254826
ml_abx__cip__3,-0.6885038402,-0.9674437730000001
ml_abx__clr__1,0.028527255100000003,-1.6537417084000001
ml_abx__clr__2,-0.8666981251,-1.3617853832
ml_abx__clr__3,-0.3079954937,-1.6668762946
ml_abx__cst__1,0.2632471987,0.4227719002
ml_abx__cst__2,1.7096683810000002,0.6892701379
ml_abx__cst__3,0.0567058167,0.3576992859
ml_abx__ctrl__1,-0.5716741976,0.2711047589
ml_abx__ctrl__2,-1.2139579229,0.246157161
ml_abx__ctrl__3,0.7880631358,0.22923311770000002
ml_abx__ctrl__4,1.115716359,0.2056143987
ml_abx__ctrl__5,0.0269143684,-0.4545446839
ml_abx__ctrl__6,-0.14506174260000002,-0.49756475240000003
ml_abx__dox__1,-0.1692417344,-1.5079756149999999
ml_abx__dox__2,-0.4239132735,-1.3606716659
ml_abx__dox__3,0.13935603970000002,-1.2560761586
ml_abx__glob__1,1.0683705783,0.4760216292
