,A,OmpR
hot_tale__hot_ale16_30c__2,-0.9335575206000001,-0.1685530265
hot_tale__hot_ale16_37c__1,-1.6945785635,-0.2439349225
hot_tale__hot_ale16_37c__2,-1.9612339796,-0.16663864050000002
hot_tale__hot_ale16_44c__1,-0.6834166272000001,0.3124606395
hot_tale__hot_ale16_44c__2,-1.1916180856,0.4310809165
pdhr_ale__pdhR-13_51__1,1.5511538375,-0.0667614455
pdhr_ale__pdhR-13_51__2,0.9590522103,-0.3054398525
pdhr_ale__pdhR-14_46__1,4.1409724432,0.1256636955
pdhr_ale__pdhR-14_46__2,5.2415436655,0.0579005695
pdhr_ale__pdhR-15_51__1,1.1591426958,-0.27105109250000003
pdhr_ale__pdhR-15_51__2,1.0417542228,-0.2927120375
pdhr_ale__pdhR-16_49__1,4.6208579835,0.1616715305
pdhr_ale__pdhR-16_49__2,6.0038793067,0.1591104565
tcs__del_atoC_LiAcet__1,2.7483058618,0.21496686350000002
tcs__del_atoC_LiAcet__2,3.1297701818,0.3644017875
tcs__del_atoC_LiCl__1,3.1665878779,0.3731706085
tcs__del_atoC_LiCl__2,3.4164508516,0.6758574285000001
tcs__del_atoC_m9__1,3.1089344111,0.36970756650000003
tcs__del_atoC_m9__2,3.3715509769,0.3427064385
tcs__del_baeR_etoh__1,1.5881856568,0.6490427185000001
tcs__del_baeR_etoh__2,1.6452655040000002,0.8182473995
tcs__del_baeR_lb__1,8.8813522457,1.0452339865
tcs__del_baeR_lb__2,8.539991094,0.9494872065000001
tcs__del_btsR_01xlb__1,9.8423141061,0.41331351850000003
tcs__del_btsR_01xlb__2,9.944891738,0.3272461035
tcs__del_btsR_lb__1,-1.1688069286,0.7808666985
tcs__del_btsR_lb__2,-1.5640554646,0.8318213515
tcs__del_btsR_pyruvate__1,9.3505110103,0.4886130025
tcs__del_btsR_pyruvate__2,9.4378499228,0.41015931450000004
tcs__del_cpxR_etoh__1,2.8933590863000003,0.8641307395000001
tcs__del_cpxR_etoh__2,2.6302856776,0.9925839495000001
tcs__del_cpxR_lb__1,8.4384979438,0.9443054765000001
tcs__del_cpxR_lb__2,8.8753254112,1.0906732255
tcs__del_cusR_CuSO4__1,1.9765467399,1.7343793695
tcs__del_cusR_CuSO4__2,2.2275137104000002,1.6302195725000002
tcs__del_cusR_lb__1,-1.8490199993,0.9135198535
tcs__del_cusR_lb__2,-1.6979213238000002,0.8014121065
tcs__del_kdpE_01-kcl__1,5.0133418375,0.22262428150000002
tcs__del_kdpE_01-kcl__2,5.5715547229,0.2695464335
tcs__del_kdpE_115-kcl__1,3.0441516782,-0.2835274915
tcs__del_kdpE_115-kcl__2,3.3424675209,-0.1058225935
tcs__del_phoB_m9__1,4.1638869745000004,0.4373627175
tcs__del_phoB_m9__2,3.9508294431,0.3098895005
tcs__del_phoB_m9p__1,1.5788264977000002,1.2716981505
tcs__del_phoB_m9p__2,1.8458422966999999,1.2879501515
tcs__del_rcsB_etoh__1,0.7748479887,1.2463854435
tcs__del_rcsB_etoh__2,1.4823198884,1.3007696795
tcs__del_rcsB_lb__1,4.7857164943,0.9851667795000001
tcs__del_rcsB_lb__2,4.8185314812,1.0537978405
tcs__del_zraR_lb__1,-3.0064866765,0.8505845595
tcs__del_zraR_lb__2,-3.1654970514,0.8396459505
tcs__del_zraR_zncl2__1,1.2491474794,1.4084771345
tcs__del_zraR_zncl2__2,1.2153437794,1.4329714315
tcs__wt_01-kcl__1,6.3964891033,0.4709874705
tcs__wt_01-kcl__2,6.6657609613,0.5320828165
tcs__wt_01xlb__1,10.3030279404,0.5035477225
tcs__wt_01xlb__2,10.3160620066,0.46364937450000004
tcs__wt_115-kcl__1,2.7462235604,-0.1864242575
tcs__wt_115-kcl__2,2.9735980526,-0.16031311550000002
tcs__wt_CuSO4__1,-1.2181158066,1.2643474895
tcs__wt_CuSO4__2,-1.1410664947,1.3263154475
tcs__wt_etoh__1,1.8343359476,1.1290305725
tcs__wt_etoh__2,2.0513138532,1.0116622245
tcs__wt_lb__1,7.1036096815,0.3560970015
tcs__wt_lb__2,7.0790746081,0.2701819985
tcs__wt_LiAcet__1,3.7194654099,0.3613296965
tcs__wt_LiAcet__2,3.3132853419,0.1628406355
tcs__wt_LiCl__1,3.4059186414,0.5025087195
tcs__wt_LiCl__2,3.3368120697,0.3621689205
tcs__wt_m9p__1,1.9248505007,1.1372024545000001
tcs__wt_m9p__2,2.3267938869,1.1375146935
tcs__wt_pyr__1,10.2521586258,0.6819763845
tcs__wt_pyr__2,9.9994682646,0.7392622945
tcs__wt_zncl2__1,-0.7210164797,1.2485751345
tcs__wt_zncl2__2,-0.7015634969,1.2663755165000001
ros_tale__1_112_0pq__1,0.9959692204,-1.5070174564999999
ros_tale__1_112_0pq__2,0.43813613430000004,-1.3148047775
ros_tale__1_112_250pq__1,-0.5067360592,0.2033678645
ros_tale__1_112_250pq__2,0.0480193979,-0.0047898195000000005
ros_tale__1_112_750pq__1,1.0686737448,0.3417122735
ros_tale__1_112_750pq__2,-0.5272729197,0.0940607615
ros_tale__1_112_750pq__3,-0.014594590000000001,-0.3126644155
ros_tale__3_76_0pq__1,2.4896101175,-0.1706896085
ros_tale__3_76_0pq__2,2.6458092664,-0.19114975350000002
ros_tale__3_76_0pq__3,2.2454555691,-0.2867428675
ros_tale__3_76_0pq__4,2.5626869303,-0.3781664185
ros_tale__3_76_250pq__1,4.8746061624,-0.6117768635
ros_tale__3_76_250pq__2,3.2501400937,-1.1555620115
ros_tale__3_76_750pq__1,0.058836012400000005,-1.3528194345
ros_tale__3_76_750pq__2,0.4727935646,-2.0293701275
ros_tale__7_103_0pq__1,-0.37373439610000003,-0.2719681185
ros_tale__7_103_0pq__2,-0.6105803586,0.057455609500000004
ros_tale__7_103_0pq__3,-0.22644973540000002,-0.2639019815
ros_tale__7_103_0pq__4,-0.7175578707,0.1207821595
ros_tale__7_103_250pq__1,0.29296597900000004,-0.5262212645000001
ros_tale__7_103_250pq__2,0.5242351561,-0.4933480465
ros_tale__7_103_750pq__1,0.5267250338,-0.5645627415000001
ros_tale__7_103_750pq__2,0.6639433936,-0.3457720355
ros_tale__9_77_0pq__1,5.7210878792,-0.7109776945
ros_tale__9_77_0pq__2,4.6707254041,-0.6855604535
ros_tale__9_77_250pq__1,5.6162174514,-0.5536962905
ros_tale__9_77_250pq__2,6.0297150858,-0.46335067150000003
ros_tale__9_77_750pq__1,4.6879754721,-0.4968395995
ros_tale__9_77_750pq__2,4.9890948631,-0.6864086805
ros_tale__11_83_0pq__1,0.3499429364,-0.42086532050000003
ros_tale__11_83_0pq__2,0.9188598355,-0.4211389655
ros_tale__11_83_250pq__1,0.3969833183,-0.4400979635
ros_tale__11_83_250pq__2,0.580252878,-0.33843450950000004
ros_tale__11_83_750pq__1,1.3273197737,-0.3674782145
ros_tale__11_83_750pq__2,0.8258020081,-0.3389386875
ros_tale__13_87_0pq__1,-0.14971244120000002,-0.49436997450000003
ros_tale__13_87_0pq__2,0.2888000633,-0.6613317755
ros_tale__13_87_250pq__1,-0.1673368198,-0.0599289155
ros_tale__13_87_250pq__2,0.2508239459,0.0871951245
ros_tale__13_87_750pq__1,0.7930790473,0.4504798165
ros_tale__13_87_750pq__2,0.9423676910000001,0.2388517745
ros_tale__14_27_0pq__1,-0.24593362400000002,-0.9815056675
ros_tale__14_27_0pq__2,0.3327435552,-0.8233307955
ros_tale__14_27_250pq__1,-0.19932809240000002,0.4461172425
ros_tale__14_27_250pq__2,-0.109003023,0.4255260605
ros_tale__14_27_750pq__1,1.8580622647,1.7410838805000002
ros_tale__14_27_750pq__2,0.4473337522,1.4224337595
ros_tale__16_28_250pq__1,0.5630603922,0.47401226350000003
ros_tale__16_28_250pq__2,0.5743880517000001,0.4087111955
ros_tale__16_32_0pq__1,0.4252340958,-0.1645234555
ros_tale__16_32_0pq__2,0.46225375690000003,-0.21765818750000002
ros_tale__16_32_0pq__3,-0.20168651410000002,-0.0136001755
ros_tale__16_32_0pq__4,-0.9913637596,-0.0333499035
ros_tale__16_32_250pq__1,-0.1497222065,0.7515747595000001
ros_tale__16_32_250pq__2,0.0034416005,0.8156543825
ros_tale__16_32_750pq__1,0.3850902922,-0.2708254905
ros_tale__16_32_750pq__2,0.0398844962,0.029663797500000002
ros_tale__17_104_0pq__1,0.2602753091,0.2290557035
ros_tale__17_104_0pq__2,0.8096999578,0.3939036555
ros_tale__17_104_250pq__1,1.3615722239,0.35347008950000003
ros_tale__17_104_250pq__2,1.3636151597000001,0.6923040855
ros_tale__17_104_250pq__3,1.8341256263,0.5932005885
ros_tale__17_104_250pq__4,1.2279160418,0.4938735415
ros_tale__17_104_750pq__1,0.8955848064,0.1774513135
ros_tale__17_104_750pq__2,1.5978840194,0.0925202165
ros_tale__18_24_250pq__1,1.8518087817,1.3234660575000001
ros_tale__18_24_250pq__2,1.739839999,0.8835176765
ros_tale__18_36_0pq__1,-0.9104029514,-0.41598979350000004
ros_tale__18_36_0pq__2,-0.7226931498,-0.0917576605
ros_tale__18_36_0pq__3,-0.7945895623,-0.2669238805
ros_tale__18_36_0pq__4,-0.6773522444,-0.0935791655
ros_tale__18_36_250pq__1,-0.7910591264,1.0768284255
ros_tale__18_36_250pq__2,-1.0811081178,0.9807189155
ros_tale__18_36_750pq__1,2.7600952091,0.3895619275
ros_tale__18_36_750pq__2,2.8873814999,0.5229948585
ros_tale__19_91_0pq__1,1.3256422553,0.4260437355
ros_tale__19_91_0pq__2,0.8754784751,0.4442481065
ros_tale__19_91_250pq__1,0.5284033167000001,0.6090759255
ros_tale__19_91_250pq__2,0.6902733815000001,0.6333345325
ros_tale__19_91_750pq__1,0.9116509593000001,0.16792983150000002
ros_tale__19_91_750pq__2,1.0323906909,0.3328173975
ros_tale__19_91_750pq__3,2.6733221522,-0.0243620885
ros_tale__19_91_750pq__4,2.6469329668,-0.07375715050000001
ros_tale__21_97_0pq__1,1.0952211821,-1.4451295705
ros_tale__21_97_0pq__2,0.49784184940000004,-1.3239891955
ros_tale__21_97_250pq__1,0.2446765183,-0.9128668615000001
ros_tale__21_97_250pq__2,-0.3169329306,-0.9064301005000001
ros_tale__21_97_750pq__1,0.0126175464,-0.5292371515000001
ros_tale__21_97_750pq__2,0.1141464444,-0.6280985665000001
ros_tale__25_111_0pq__1,-0.5343975710000001,-1.9049382725
ros_tale__25_111_0pq__2,-0.8961263894,-1.1735218105
ros_tale__25_111_250pq__1,0.7704022143,-1.6108046704999999
ros_tale__25_111_250pq__2,0.8099517382,-1.2235043955
ros_tale__25_111_750pq__1,0.8106965859,-0.9203871975000001
ros_tale__25_111_750pq__2,3.6401189234,-0.7372251495000001
ros_tale__29_119_0pq__1,-0.9128483975,-0.8399361405
ros_tale__29_119_0pq__2,-0.6971793343,-0.5951374625
ros_tale__29_119_250pq__1,-1.3114518467,-0.2571240685
ros_tale__29_119_250pq__2,-1.0751259451,-0.6079173195
ros_tale__29_119_750pq__1,-0.8985222622000001,-0.0754808265
ros_tale__29_119_750pq__2,-0.7886236344,-0.25814962950000003
ros_tale__ALE4_0pq__1,-0.9578904719,-0.3015538575
ros_tale__ALE4_0pq__2,-0.6609753872,-0.2654008395
ros_tale__ALE4_250pq__1,2.1267640223,2.1712780045
ros_tale__ALE4_250pq__2,2.539213271,2.1447579575
pcoli__atASMT_325G__1,0.11895604700000001,0.1295252515
pcoli__atASMT_325G__2,-0.000888456,0.1570265805
pcoli__bpTDC__1,-0.49847615170000004,0.23233380050000002
pcoli__bpTDC__2,-0.3710691715,0.3750873765
pcoli__BRCA__1,-0.6142132665000001,-0.0154608765
pcoli__BRCA__2,-0.415402914,-0.0948809865
pcoli__BRCActrl__1,-0.5703739137,0.7685307865000001
pcoli__BRCActrl__2,-0.18992540630000002,0.9704715055
pcoli__BRCAswap__1,-0.4674288545,0.36769559350000003
pcoli__BRCAswap__2,-0.8028993314,0.31474774850000004
pcoli__btAANAT__1,-1.2842738853,0.1641696575
pcoli__btAANAT__2,-0.6853707189,0.29233978850000003
pcoli__btASMT__1,-0.9067147106000001,0.2513552405
pcoli__btASMT__2,-0.9465870665,0.1977285725
pcoli__CC1__1,1.6613304525,0.5045727305000001
pcoli__CC1__2,1.2197844541,0.5464359125
pcoli__ccCOMT__1,0.048958914900000004,0.1412483825
pcoli__ccCOMT__2,0.3750704459,0.0412165155
pcoli__ckDDC__1,2.9608329716,0.5906137605
pcoli__ckDDC__2,3.406627518,0.8413805105000001
pcoli__CNTF_belt__1,-0.36817426950000004,0.1753122615
pcoli__CNTF_belt__2,-0.3391243527,0.3496050155
pcoli__cobPNMT__1,0.4899771771,0.1563007565
pcoli__cobPNMT__2,0.6277867576,0.1438203635
pcoli__cvPhhB__1,-0.2351504955,-0.051836123500000005
pcoli__cvPhhB__2,0.3330971824,0.1860374195
pcoli__ggAANAT__1,-0.4317347768,0.0611418025
pcoli__ggAANAT__2,-0.7139728536000001,0.0475235595
pcoli__ggTPH__1,-0.5457917623,0.1279344305
pcoli__ggTPH__2,-0.666264418,0.07170618150000001
pcoli__hsAANAT__1,5.2474177989,0.7323579185
pcoli__hsAANAT__2,4.8055738053,0.8189308355
pcoli__hsASMT__1,-0.14331100160000002,0.18527525150000002
pcoli__hsASMT__2,-0.2540158906,0.1907881535
pcoli__hsPNMT_mb__1,-0.0711310713,0.0303393795
pcoli__hsPNMT_mb__2,0.49557329120000004,0.0610744825
pcoli__hsTPH__1,-0.4814678838,-0.3435681995
pcoli__hsTPH__2,-0.9041479937,-0.055869748500000004
pcoli__hsTPH_E2K__1,-0.6875035359,0.5042841485
pcoli__hsTPH_E2K__2,-0.4949009628,0.5419820545
pcoli__hsTPH_E2K_N91I_P99C__1,-0.7212364614,-0.1114776175
pcoli__hsTPH_E2K_N91I_P99C__2,-0.4890657882,-0.2324715035
pcoli__hsTPH_N158trunc__1,-0.6693967351,0.5615313075
pcoli__hsTPH_N158trunc__2,-1.1055539942000001,0.6423436425
pcoli__hsTPH_N174trunc__1,-1.1002476929,0.2128356815
pcoli__hsTPH_N174trunc__2,-0.9757661232,0.3769410465
pcoli__hsTPH_Ntermtrunc__1,0.2849267688,0.7552258975
pcoli__hsTPH_Ntermtrunc__2,0.6758881697,0.5128240055000001
pcoli__hsTPH1__1,-0.4402618408,0.5280738665
pcoli__hsTPH1__2,-0.337723545,0.4212173775
pcoli__MBP__1,0.673621177,0.0905192425
pcoli__MBP__2,0.2185598138,0.4407645895
pcoli__msCOMT__1,-0.3939961343,-0.0553935465
pcoli__msCOMT__2,-0.22473801640000002,-0.1217387665
pcoli__ocAANAT__1,-0.0184841175,-0.0161494635
pcoli__ocAANAT__2,-0.1262007107,0.0026723375
pcoli__osTDC_K374H__1,1.1307217826,0.7392818415
pcoli__osTDC_K374H__2,0.9301656049,0.8531921445
pcoli__osTDC_K374L__1,0.0151766947,0.1283671445
pcoli__osTDC_K374L__2,0.33926924540000003,0.3035168335
pcoli__osTDC_K374Q__1,-0.21302236,0.1798566905
pcoli__osTDC_K374Q__2,-0.7170319454,0.3224886815
pcoli__osTDC_L360V__1,-0.8221547993,-0.010628700500000001
pcoli__osTDC_L360V__2,0.2305460742,0.2678390675
pcoli__pmTPH__1,-1.0827754747,-0.2657508695
pcoli__pmTPH__2,-0.2871513571,-0.1200439995
pcoli__RFC__1,-0.8219105553,0.053161413500000004
pcoli__RFC__2,-1.0234738287,-0.0771045075
pcoli__RFCctrl__1,4.8769873891,0.6422696345000001
pcoli__RFCctrl__2,5.2604289956,0.5938830665
pcoli__RFCnopause__1,4.8880128676,0.7120293875
pcoli__RFCnopause__2,5.6281848197,0.8381832915
pcoli__RFCpluspause__1,4.0923061876,0.9492870615000001
pcoli__RFCpluspause__2,3.5145139821,1.0660787455
pcoli__rnCOMT_sol__1,3.5322414621,0.7858030425
pcoli__rnCOMT_sol__2,3.5925308601,0.6951328555
pcoli__rnPNMT__1,-0.5971874436,0.0905269605
pcoli__rnPNMT__2,-0.6313170742,0.1135056655
pcoli__rnTDC__1,-0.7321706469,-0.0843375655
pcoli__rnTDC__2,-0.2874443257,-0.0326266195
pcoli__rnTDC_trunc__1,-1.1811418091,0.2790650975
pcoli__rnTDC_trunc__2,-0.63786435,0.4492052905
pcoli__saCOMT_T2A__1,-0.6151792132,0.1320127485
pcoli__saCOMT_T2A__2,-0.3348826757,0.12300888850000001
pcoli__sfCOMT__1,-0.909833078,-0.062003235500000003
pcoli__sfCOMT__2,-1.2518371428,-0.1754241675
pcoli__sgAANAT_D63G__1,-0.16637975060000001,-0.052402843500000004
pcoli__sgAANAT_D63G__2,-0.2638125146,0.0933688825
pcoli__ssDDC__1,0.1277453131,0.0174380905
pcoli__ssDDC__2,0.5125627810000001,0.15875379150000002
pcoli__TP53B__1,0.4120167972,0.2027466285
pcoli__TP53B__2,0.5299093692,0.2258449925
pcoli__WT__1,2.0381458489,0.7667618145
pcoli__WT__2,2.0233663958,0.6336829315
cck__glu_ale4__1,0.7556330823,0.0529988835
cck__glu_ale4__2,0.6168394993,-0.2213364465
cck__cck_ale1__1,0.295594556,-0.3048231075
cck__cck_ale1__2,0.9080234166000001,-0.3050149935
cck__cck_ale2__1,-0.0379700477,-0.28389614350000003
cck__cck_ale2__2,-0.047151372500000004,-0.2938543725
cck_pgi__gmos_delpgi__1,3.6294009966000003,0.2659552765
cck_pgi__gmos_delpgi__2,3.919053826,0.4962174575
cck_pgi__pgi_ale1__1,1.4914570461,0.3213545085
cck_pgi__pgi_ale1__2,0.4449123822,0.32738845050000004
cck_pgi__pgi_ale2__1,1.8403550536000002,0.5438607365
cck_pgi__pgi_ale3__1,0.9995400259,0.3046911945
cck_pgi__pgi_ale3__2,0.5985907469,0.1194585655
cck_pgi__pgi_ale4__1,0.9768517654000001,0.1565189565
cck_pgi__pgi_ale4__2,0.5581896046,-0.1130457445
cck_pgi__pgi_ale4__3,0.4089846735,-0.0165009495
cck_pgi__pgi_ale5__1,1.7266070357,0.4754802715
cck_pgi__pgi_ale5__2,0.8989143081000001,0.2498273285
cck_pgi__pgi_ale6__1,1.5680462747,0.0789552515
cck_pgi__pgi_ale6__2,1.0726254793,0.0330823635
cck_pgi__pgi_ale7__1,1.6401651216,0.0915249665
cck_pgi__pgi_ale7__2,1.5920172471,0.023180883500000003
cck_pgi__pgi_ale8__1,1.2438915643,-0.2584250625
cck_pgi__pgi_ale8__2,0.48669833690000003,-0.27695798250000003
cck_sdh__gmos_delsdhCB__1,2.5401264305,1.2696242665
cck_sdh__gmos_delsdhCB__2,2.3983932877,1.2687657015
cck_sdh__sdh_ale1__1,2.3105574821,0.31785310850000004
cck_sdh__sdh_ale1__2,1.8960588138,0.20259503950000002
cck_sdh__sdh_ale2__1,1.4225103064,0.061461272500000004
cck_sdh__sdh_ale3__1,1.5207941023,0.1869979445
cck_sdh__sdh_ale3__2,0.86542935,-0.00031528050000000004
cck_sdh__sdh_ale3__3,1.2356050801,0.1027105755
cck_pts__gmos_delptsHIcrr__1,2.5885603051,0.0669554265
cck_pts__gmos_delptsHIcrr__2,1.8741619404,-0.0638452335
cck_pts__pts_ale1__1,1.5605616398,0.008394605500000001
cck_pts__pts_ale1__2,1.7189863781999999,-0.1754025195
cck_pts__pts_ale2__1,-0.0564321781,-0.7350548895
cck_pts__pts_ale2__2,0.29209101120000003,-0.7802410035
cck_pts__pts_ale3__1,-0.2053258231,-0.5388912175
cck_pts__pts_ale3__2,0.3174805645,-0.3193898425
cck_pts__pts_ale4__1,0.2529786969,-0.5281819645
cck_pts__pts_ale4__2,0.2322298568,-0.5862457145000001
cck_gnd__gmos_delgnd__1,2.0339036957,0.9918319835
cck_gnd__gmos_delgnd__2,2.7978581784000003,0.8579238775
cck_gnd__gnd_ale1__1,0.8998879149000001,-0.2220600775
cck_gnd__gnd_ale1__2,0.6669205296,-0.1803193065
cck_gnd__gnd_ale2__1,0.2023772872,-0.2990118015
cck_gnd__gnd_ale2__2,0.3517714276,-0.3653539145
cck_gnd__gnd_ale3__1,0.5052119861000001,-0.30748023350000003
cck_gnd__gnd_ale3__2,0.7325556704,-0.2236585295
cck_tpiA__gmos_deltpiA__1,2.1007539513,0.3401846595
cck_tpiA__gmos_deltpiA__2,4.4368430809,0.2855142855
cck_tpiA__tpiA_ale1__1,2.0382608677,0.1242343315
cck_tpiA__tpiA_ale1__2,1.2549530544,0.1642357855
cck_tpiA__tpiA_ale2__1,2.0013726003,0.23653914850000002
cck_tpiA__tpiA_ale2__2,1.6280779324,0.38286755450000004
cck_tpiA__tpiA_ale3__1,1.3107029705,0.3008628535
cck_tpiA__tpiA_ale3__2,1.7657931324,0.18049017150000002
cck_tpiA__tpiA_ale4__1,1.8508231308,0.2748491055
cck_tpiA__tpiA_ale4__2,1.9042489692000002,0.2466207105
acid_tale__acid_ale1_pH7__1,-0.2324265933,-0.1693802765
acid_tale__acid_ale1_pH7__2,-0.0399763817,-0.2368016805
acid_tale__acid_ale1_pH5__1,1.0230156929,0.7511370115
acid_tale__acid_ale1_pH5__2,0.9534489049,0.8539493555000001
acid_tale__acid_ale2_pH7__1,0.3479946253,-0.35980086450000004
acid_tale__acid_ale2_pH7__2,-0.0259054197,-0.3485082135
acid_tale__acid_ale2_pH5__1,0.661305131,0.2655386965
acid_tale__acid_ale2_pH5__2,1.2923408386,0.5292009625
acid_tale__low_Mg_ale_pH7__1,0.5116105115,-0.4254680215
acid_tale__low_Mg_ale_pH7__2,0.209151465,-0.5117916025
acid_tale__low_Mg_ale_pH5__1,-0.20528522470000002,0.2774083325
acid_tale__low_Mg_ale_pH5__2,0.3259255236,0.2149068415
acid_tale__MES_ale_pH7__1,-0.0171744273,-0.2972656705
acid_tale__MES_ale_pH7__2,0.16660193850000002,-0.25905920450000003
acid_tale__MES_ale_pH5__1,0.5248271836,0.2471593515
acid_tale__MES_ale_pH5__2,1.0022004579,0.6667052155000001
acid_tale__gmos_pH7__1,-0.16004751790000002,-0.2314831035
acid_tale__gmos_pH7__2,0.11216986570000001,-0.3402640505
acid_tale__gmos_pH5__1,0.8524851911,0.2685644505
acid_tale__gmos_pH5__2,0.44014538810000003,0.2098533525
adnB__wt_adn__1,1.4611719183,-1.3290234665
adnB__wt_adn__2,1.8983902615,-1.2036082765
adnB__delydhB_adn__1,-0.3472254335,-1.8677063445000002
adnB__delydhB_adn__2,0.4474241819,-0.9820919125
ytf2__wt_glc__1,-0.2931204764,-0.22834113450000001
ytf2__wt_glc__2,-0.45689764720000003,-0.2973511505
ytf2__ybcM_glc__1,1.0642502908,0.0285686685
ytf2__ybcM_glc__2,1.4547705448000001,0.1676092075
ytf2__ydhB_glc__1,1.5045892049,0.0246360375
ytf2__ydhB_glc__2,1.1926515618,-0.10181242750000001
ytf2__yfeC_glc__1,0.9514058615000001,-0.2774497325
ytf2__yfeC_glc__2,0.7507213648000001,-0.09044843350000001
ytf2__yciT_glc__1,-0.7244982809,-0.2836407195
ytf2__yciT_glc__2,-1.2753623676,-0.3298328895
ytf2__ydiZ_glc__1,-0.945906431,-0.3241026385
ytf2__ydiZ_glc__2,-0.9145170059000001,-0.3975535135
ytf2__ynfL_glc__1,-0.7105038896,-0.1318403635
ytf2__ynfL_glc__2,-0.5850325252,-0.09879486850000001
misc2__dellon_glc__1,3.5666375352,-0.0672558695
misc2__dellon_glc__2,3.8309406611,-0.15478891050000002
ytf3__wt_glc2__1,2.5686623372,-0.12733205150000002
ytf3__wt_glc2__2,2.3888821661,-0.0715387475
ytf3__wt_pH7_lactate__1,3.0572781623,-0.013293876500000001
ytf3__wt_pH7_lactate__2,3.1227646728,-0.0987081985
ytf3__wt_pH55_lactate__1,5.1785604778,0.0152950755
ytf3__wt_pH55_lactate__2,4.795281569,0.0602808065
ytf3__wt_pH55_HCl__1,4.9388245267,0.2643790515
ytf3__wt_pH55_HCl__2,4.8061732167999995,0.1873648235
ytf3__dyieP_pH7__1,1.1704750892,-0.11431471750000001
ytf3__dyieP_pH7__2,1.1409729828,-0.0951603265
ytf3__dyieP_pH55__1,1.5365011393999999,-0.2241592675
ytf3__dyieP_pH55__2,0.9010590592000001,-0.0436142095
