,A,PaaX,Nac
biocide__h2o2_12h__2,0.3147375133,0.0589366978,-0.5885728976
biocide__h2o2_12h__3,0.4691610834,0.1267537449,-1.751989958
biocide__2ppoh_12h__1,2.0821312282,0.3170178454,-1.7323872022
biocide__2ppoh_12h__2,1.7077343147000001,0.2678488505,-1.7428814235
biocide__2ppoh_12h__3,2.0862259412,0.5486382727,-2.1935294678
biocide__paa_12h__1,0.6809865070000001,0.0307792299,-0.9236453699
biocide__paa_12h__2,0.6347273236000001,0.1674877531,-1.0873433924
biocide__paa_12h__3,1.0640128349,-0.2259767472,-1.1533617287
biocide__phe_12h__1,0.9380990006000001,0.3386187563,-1.1029586825
biocide__phe_12h__2,0.6693178441000001,0.37433095710000003,-1.4935333271
biocide__phe_12h__3,-0.011249887200000001,0.1889381419,-1.5466093812000001
biocide__pvp-i_12h__1,1.3754670455,0.063788409,-1.0707861477
biocide__pvp-i_12h__2,0.0496585456,0.2006394517,-1.0136527103
biocide__pvp-i_12h__3,1.0458349856,0.2881348521,-1.2176233428
biocide__bleach_12h__1,-0.7396523092,0.2891146129,-1.2733897522
biocide__bleach_12h__2,0.2690197429,0.1878069772,-1.4304391945
biocide__bleach_12h__3,-0.1675382236,-0.0490610958,-1.6685284332
biocide__chx_12h__1,2.5210139062,0.249856333,-1.5788532963000002
biocide__chx_12h__2,2.2334549292,0.033649323,-1.616980034
biocide__chx_12h__3,2.2429499191,-0.1227003478,-1.5708320923999999
biocide__bzcl_30m__1,0.6523046427,0.0915272434,0.5198347619
biocide__bzcl_30m__2,1.0498466565,-0.0296072289,0.16884280840000002
biocide__bzcl_30m__3,0.1508920213,-0.114925701,0.19619317490000002
biocide__phe_30m__1,-0.9525382377,-0.2507136475,0.0183433201
biocide__phe_30m__2,-0.1870652818,-0.2151456564,-0.2217287531
biocide__phe_30m__3,-0.2534694638,0.111745035,-0.2588786676
biocide__pvp-i_30m__1,0.30559563910000004,-0.12314374360000001,-0.3258538623
biocide__pvp-i_30m__2,0.17359729770000001,-0.1717304067,-0.0970420508
biocide__pvp-i_30m__3,0.1391565147,-0.011978902000000001,0.1051060218
biocide__ctrl_12h__1,1.119948895,-0.2631206309,-0.7455412136
biocide__ctrl_12h__2,0.0546690793,0.1737118535,-0.5449117806
biocide__ctrl_12h__3,0.550321068,0.0526829765,-1.0789958602
biocide__ctrl_30m__1,0.0833225154,-0.088964943,-0.0831427522
biocide__ctrl_30m__2,-0.5189726122,-0.1201662772,0.32711491740000004
biocide__ctrl_30m__3,0.4356500969,0.2091312202,-0.2439721652
clpP__wt__1,-0.1916750647,0.021188460500000002,-0.5533852514000001
clpP__wt_DPTA__1,2.2256861911,1.2783525574,0.5930381582
clpP__wt__2,-0.5931845515,-0.2324117409,0.4884816934
clpP__wt_DPTA__2,2.4219958067,0.7668381727,0.5047034774
clpP__wt__3,0.7848596162,0.21122328040000002,0.06490355810000001
clpP__wt_DPTA__3,2.6171421593,1.0954607854,0.6358223002
clpP__delclpP__1,0.5039507957,0.17728102610000002,-0.6634215222000001
clpP__delclpP_DPTA__1,2.7737686104,1.7257850111000002,-0.0777478375
clpP__delclpP__2,0.7234137399,0.2269177832,-0.7788839339
clpP__delclpP_DPTA__2,3.9617378416,1.7787197890000002,-0.4738907223
clpP__delclpP__3,0.9436762347000001,0.2558035742,-0.9382792566
clpP__delclpP_DPTA__3,3.0466943273,1.8903102206,0.5475183855
colombos2__delydcR__1,-0.0429220264,0.07711812550000001,0.44684425920000004
colombos2__delydcR__2,-1.5963152098,-0.2957737563,-0.1163842776
colombos2__delydcR__3,-0.9087336832,0.4151231128,0.446442793
colombos2__delyjiR__1,1.4819182164,0.2553236735,-0.1519532359
colombos2__delyjiR__2,-0.700387117,-0.1312983457,-0.4240785973
colombos2__delyjiR__3,-0.9274894893000001,0.16859782210000002,-0.3311372503
colombos2__wt__1,0.9473018813,-0.1276089885,0.20714403820000002
colombos2__wt__2,0.1137649716,0.0967099109,0.0988286963
colombos2__wt__3,-1.0610668529,0.0308990777,-0.3059727345
crp_k100__ar1_ar2__1,-6.6382285029,-1.6115299671,-1.0840913514
crp_k100__ar1_ar2__2,-6.9116888048,-2.0661097632,-0.7447549546000001
crp_k100__ar1_ar2__3,-3.9938849727,-0.17835694500000002,-0.2858229832
crp_k100__wt__1,0.2500427369,-0.0058302121,0.2636663615
crp_k100__wt__2,-0.2955971624,-0.017797107,0.30264216110000003
crp_k100__wt__3,0.0455544255,0.023627319100000002,-0.5663085226
crp_k100__K100Q__1,0.9936623434,-0.9581897680000001,0.5922963151
crp_k100__K100Q__2,0.7438802213,-0.30808047650000003,-1.9807352584000002
crp_k100__K100R__1,0.658564648,-0.5550814056,-0.0031845242000000003
crp_k100__K100R__2,-2.8635806677,-0.0658914773,1.1080712887
crp_k100__K100R__3,-0.41224768100000003,-0.3162059521,0.8939412041
csrA__wt_t00__1,-0.47392752130000004,-0.3877154398,-0.3174040127
csrA__wt_t02_30__1,-0.051773546000000004,-0.8815444250000001,0.2947524133
csrA__wt_t05__1,2.7385544394,-0.8789440367,-0.1910832728
csrA__wt_t10__1,1.6644556115,-1.8440861389,1.17032103
csrA__wt_t15__1,0.591497377,-1.7203334312,1.5566116184
csrA__delcsrA_t00__1,0.5792612595000001,0.6321717988000001,0.5542049175
csrA__delcsrA_t02_30__1,2.0068328884,0.08037574780000001,0.6502142035
csrA__delcsrA_t05__1,4.1472131863,-0.059625376800000005,-0.13079529680000002
csrA__delcsrA_t10__1,2.0099404125,-1.424964016,0.40459741450000003
csrA__delcsrA_t15__1,1.5527041257,-1.2268097286,0.8111033627
csrA__wt_t00__2,0.47392752130000004,0.3877154398,0.3174040127
csrA__wt_t02_30__2,0.8163823264000001,0.0379005311,0.7140626522
csrA__wt_t05__2,3.7938930567,-0.2434267071,-0.9105122706000001
csrA__wt_t10__2,2.6371712669000003,-1.6326809154,0.5859012728
csrA__wt_t15__2,1.4246749636,-0.7811777115,1.778914086
csrA__delcsrA_t00__2,-0.0231627825,0.3729424544,0.2111586853
csrA__delcsrA_t02_30__2,0.9495928022000001,-0.8406378518000001,0.7308439224000001
csrA__delcsrA_t05__2,2.6238692483,-1.408654699,-0.4669245032
csrA__delcsrA_t10__2,2.0287671191,-1.3276264979,1.1512954234000001
csrA__delcsrA_t15__2,0.24455219960000002,-1.8206082729,2.2658742034
cstr_pfr__str_0005m__1,0.2529593021,-0.0163266619,-0.4423919163
cstr_pfr__str_0010m__1,-0.5631639016000001,-0.22810834800000002,-1.0974946203
cstr_pfr__str_0025m__1,-0.6624711955,-0.0638361304,-0.3044895321
cstr_pfr__str_0045m__1,-0.9845598064000001,-0.0977488666,-0.6363163376000001
cstr_pfr__str_0075m__1,-1.2614299727,-0.0479014787,-0.8040541477
cstr_pfr__str_0120m__1,-1.1784567652,0.0059021343,-0.7544031449
cstr_pfr__str_0210m__1,-1.1013560689,-0.1651599007,-1.0660246207
cstr_pfr__str_0330m__1,-1.5220151459,0.20468746570000002,-1.0793681566
cstr_pfr__str_1500m__1,-1.250778529,0.2898480811,-1.1462496809
cstr_pfr__str_1560m__1,-0.7523989801000001,0.0789661927,-1.230758203
cstr_pfr__str_1680m__1,-0.6045495695,0.0631594069,-1.3318941256
cstr_pfr__str_ref1__1,-0.013668151600000001,-0.0086685575,-0.0092310078
cstr_pfr__str_ref2__1,0.44719057370000004,0.0620758006,0.0801001955
cstr_pfr__str_ref3__1,0.2434530332,-0.0298326754,0.0585003557
cstr_pfr__pfr_P5_0005m__1,0.5055815821,0.3940965983,0.5574745636
cstr_pfr__pfr_P5_0010m__1,-0.1709569296,-0.0253548618,0.0315475246
cstr_pfr__pfr_P5_0025m__1,-0.5444673884,0.222082212,0.5274902704000001
cstr_pfr__pfr_P3_0025m__1,-0.6578421931,0.0750681749,-0.1025300725
cstr_pfr__pfr_P1_0025m__1,-0.5961348358,-0.0525314984,-0.5208330361
cstr_pfr__pfr_P5_0045m__1,-0.8749345299,0.3554949134,0.1923111434
cstr_pfr__pfr_P5_0120m__1,-1.5790533222,0.2096671029,0.10970125430000001
cstr_pfr__pfr_P3_0120m__1,-1.6620274033,-0.187865842,-1.442094063
cstr_pfr__pfr_P1_0120m__1,-0.5993348314,-0.0689675292,-0.7291450969000001
cstr_pfr__pfr_P5_0210m__1,-1.5914118305,0.0926655861,-0.0335288004
cstr_pfr__pfr_P5_1500m__1,-0.9409933326000001,0.1750351577,-0.5897502677
cstr_pfr__pfr_P3_1680m__1,-0.537934211,0.1226780158,-0.8021016194
cstr_pfr__pfr_P5_1680m__1,-0.7189204253,0.1972423204,-0.261159293
cstr_pfr__pfr_P1_1680m__1,-0.7056370361000001,0.1651516248,-1.1241325747
cstr_pfr__str_0005m__2,-0.5625859695000001,-0.2026534559,-0.8790428288000001
cstr_pfr__str_0010m__2,-0.8276339837000001,-0.2879765295,-1.4366181737
cstr_pfr__str_0025m__2,-1.2210103567,-0.1033279398,-1.332528283
cstr_pfr__str_0045m__2,-1.9128861413,0.1753208219,-1.3686720848
cstr_pfr__str_0075m__2,-1.7550689056,-0.24852730320000002,-1.6130972969
cstr_pfr__str_0120m__2,-1.412710724,-0.13795372620000002,-1.7777067997
cstr_pfr__str_0210m__2,-1.5687241227,-0.0516060906,-1.8781961546
cstr_pfr__str_0330m__2,-0.9401166901,0.09919364900000001,-1.5693955428000002
cstr_pfr__str_1500m__2,-0.2264479975,0.1117833032,-1.5181314567
cstr_pfr__str_1560m__2,-0.7300067385,0.061941827500000005,-1.2459424473
cstr_pfr__str_1680m__2,-1.0822438277,0.0447134178,-1.3085012925
cstr_pfr__str_ref1__2,0.013668151600000001,0.0086685575,0.0092310078
cstr_pfr__str_ref2__2,-0.3467219097,-0.012638727800000001,-0.1838106327
cstr_pfr__str_ref3__2,-0.15252799590000002,-0.0512329887,0.0459041747
cstr_pfr__pfr_P5_0005m__2,-1.0579180024000001,0.2499311467,-0.0645699896
cstr_pfr__pfr_P5_0010m__2,-0.151366402,0.2382713405,0.012304260000000001
cstr_pfr__pfr_P5_0025m__2,-0.6694478686,0.19735439740000002,-0.1073242534
cstr_pfr__pfr_P3_0025m__2,-0.9522774659000001,0.0155634246,-0.9955109574000001
cstr_pfr__pfr_P1_0025m__2,-1.1160500126,-0.0593001457,-1.4523554414
cstr_pfr__pfr_P5_0045m__2,-1.1916832927,0.5122189026,-0.1566673329
cstr_pfr__pfr_P5_0120m__2,-1.2110478241,0.1383514247,-0.4849177368
cstr_pfr__pfr_P3_0120m__2,-1.2253690416,0.09157316900000001,-1.4387984182
cstr_pfr__pfr_P1_0120m__2,-1.5489823954,-0.2238356359,-1.7562619549
cstr_pfr__pfr_P5_0210m__2,-0.9413111105,0.3392708202,-0.9948546993
cstr_pfr__pfr_P5_1500m__2,-1.0737927433,0.3164577073,-0.6437660495
cstr_pfr__pfr_P3_1680m__2,-0.9786406092000001,0.1056524664,-0.5201258
cstr_pfr__pfr_P5_1680m__2,-0.7008895706,0.148900748,-1.0308250546
cstr_pfr__pfr_P1_1680m__2,-0.8734691459,-0.0783818416,-1.4334599002
darobactin__daro_30m__1,1.6892660850999999,0.5589850056,0.2298900461
darobactin__daro_30m__2,1.5663125956,-0.1017067534,-0.1277900383
darobactin__solv_1h__1,5.9896632754,1.3904298808,4.6228464479
darobactin__solv_1h__2,4.8538622422,0.9638588422000001,4.7034342059
darobactin__daro_1h__1,6.409371315,1.4469471803,3.8226940949
darobactin__solv_1h__3,4.0612299655,1.7868288619000001,3.7960154205
darobactin__daro_1h__2,4.8485324242,1.5833689595,4.1568012892
darobactin__daro_1h__3,6.489447187,1.690938861,3.6954601071
darobactin__daro_30m__3,2.6433784616000002,0.20345507170000002,0.9043513598
darobactin__solv_30m__1,0.24763899320000002,-0.1700698853,-0.2340060451
darobactin__solv_15m__1,-0.534290107,-0.1321224071,-0.47311655560000004
darobactin__solv_15m__2,0.44185989010000004,0.2548372158,0.3686973102
darobactin__daro_15m__1,1.4245506349000001,0.5526409245,0.6065641717
darobactin__solv_15m__3,0.0924302169,-0.12271480870000001,0.1044192454
darobactin__daro_15m__2,1.5456856920000002,-0.0231107327,-0.31980513990000003
darobactin__daro_15m__3,2.1996965047,0.1580155576,-0.014808276700000001
darobactin__solv_30m__2,-0.2510056403,0.2384225203,-0.151996569
darobactin__solv_30m__3,0.0977159155,-0.10198983860000001,0.5705830040000001
ddp__pNT3_aroP__1,-1.1384866409,0.1306157298,0.3610556729
ddp__pNT3_aroP__2,-1.6034002921,-0.1369774632,0.4115972721
ddp__pNT3_bamC__1,-10.4784022234,-2.1542452095,-0.1538962398
ddp__pNT3_bamC__2,-9.8622079553,-1.7231375204,0.15755825580000002
ddp__pNT3_cusA__1,-12.283339775,-2.09015403,-0.6361374895
ddp__pNT3_cusA__2,-11.923535524,-1.9795252158,-0.2272648274
ddp__pNT3_hemX__1,-3.9048110051,-0.1326369685,-0.2135787106
ddp__pNT3_hemX__2,-2.98271267,-0.0323745792,0.0506549066
ddp__pNT3_empty__1,-0.3378927813,0.038309743800000004,0.23662773480000002
ddp__pNT3_empty__2,0.3378927813,-0.038309743800000004,-0.23662773480000002
ddp__pNT3_topA__1,-7.7938677396,-1.0527371705,-0.1234675219
ddp__pNT3_topA__2,-8.4789641537,-1.0741025436,-0.2368067782
ddp__pNT3_yicR__1,-5.2690136759,0.022770507000000002,0.0556943408
ddp__pNT3_yicR__2,-5.3574128994,-0.1087306029,0.22297550730000001
ddp__pNT3_yqjD__1,-0.6043821415,0.47690086660000003,0.2465297549
ddp__pNT3_yqjD__2,-0.4531106238,0.33805158020000003,-0.0292222513
ecomics__del_gabT__1,0.7563350811,-0.0520530956,0.3021850769
ecomics__del_gabT__2,-0.7563350811,0.0520530956,-0.3021850769
ecomics__del_putP__1,-0.4185660036,0.4761793178,-0.3141160317
ecomics__del_putP__2,-0.5879941657000001,0.1277110584,-0.6914129982
ecomics__del_entF__1,-2.8891342607,0.4813618263,-0.603981769
ecomics__del_entF__2,0.2939041615,0.6483915255,-1.2827794452
ecomics__del_entF__3,-1.0868192961,0.4077188002,-1.4617708206
ecomics__del_cysA__1,-2.7871412383000003,0.3566074409,-1.2442114341
ecomics__del_cysA__2,-2.0557240772,-0.024317029400000002,-1.3932723838
elyC__wt_21C__1,5.0553038237,0.284945604,0.3712171798
elyC__wt_21C__2,5.2030899522,0.289905114,0.6000124549
elyC__wt_21C__3,5.1703468779,0.2447109503,0.4134460699
elyC__wt_37C__1,0.0664979076,0.09055099920000001,-0.15344627630000002
elyC__wt_37C__2,-0.0068622106,0.0109546007,0.2050131769
elyC__wt_37C__3,-0.059635697,-0.10150559990000001,-0.0515669006
elyC__delelyC_21C__1,5.514406936,0.1449329822,0.6160958319000001
elyC__delelyC_21C__2,5.3687243874,0.1152696722,0.5991998988
elyC__delelyC_21C__3,5.4603832503,0.179179109,0.5105421184
elyC__delelyC_37C__1,0.3520374422,-0.053719521400000005,-0.2129475968
elyC__delelyC_37C__2,0.3662075285,0.0737149632,0.11471271
elyC__delelyC_37C__3,0.7995555748000001,0.1990960564,0.08247629370000001
evo_acid_w__F9_2__1,3.2070799255,0.4090478556,0.043547938800000005
evo_acid_w__F11_1__1,-3.90342284,0.1104588756,0.0310079984
evo_acid_w__F11_1__2,-5.0087183436,-0.2824192995,0.2525493138
evo_acid_w__F11_1__3,-4.404953586,0.0200073324,0.567246588
evo_acid_w__wt__1,0.11138796640000001,0.5673934593000001,0.3465163693
evo_acid_w__F11_2__1,-1.1720487917,0.11163604790000001,-0.1994311823
evo_acid_w__B11_2__1,-0.7913752326,0.7358712757,0.2818267016
evo_acid_w__F11_2__2,-2.0372464581,-0.2415159087,0.3220773912
evo_acid_w__wt__2,-1.4336936859,0.1365915288,0.31083178
evo_acid_w__B11_1__1,-0.5535629161,-0.4149348263,0.26427196540000003
evo_acid_w__H9_1__1,-5.588983075,-1.0949023213,1.8367398931
evo_acid_w__H9_2__1,-2.7156328287,-0.4741944717,0.2425155854
evo_acid_w__B11_2__2,-1.1621236537,0.8084514541000001,-0.0972159972
evo_acid_w__wt__3,-0.8549443013,0.2160177641,0.5223073233000001
evo_acid_w__H9_2__2,-3.130982758,-0.5173149702000001,0.1089003454
evo_acid_w__B11_2__3,-0.5985560669000001,0.8505072001,0.3346410848
evo_acid_w__F11_2__3,-2.0000332603,-0.1788382268,0.5772709163
evo_acid_w__F9_2__2,2.8625672245000002,0.4697742042,0.1174249857
evo_acid_w__wt__4,-0.4797596377,-0.1754179325,0.1504897623
evo_acid_w__wt__5,-0.2274835097,-0.0347518519,0.39394036800000004
evo_acid_w__wt__6,0.6621639203,-0.1796248299,-0.4561873864
evo_acid_w__H9_1__2,-5.5221628826,-0.7848171288,1.7826037421
evo_acid_w__F9_1__1,-0.24673082870000002,0.4157222922,0.5981267419
evo_acid_w__F9_1__2,-0.7676552868000001,0.5986101209,0.4472862951
evo_acid_w__B11_1__2,-0.7042650124000001,-0.5978088852,0.4260289975
evo_acid_w__H9_2__3,-2.6128375096000003,-0.47973888540000004,0.1516952055
evo_acid_w__wt__7,-0.3377431715,-0.24231258090000002,-0.1912744808
evo_acid_w__F9_1__3,-0.6395458363000001,0.4925202274,0.789660318
evo_acid_w__F9_2__3,2.9262902511,0.4776313119,-0.22576649310000002
evo_acid_w__wt__8,0.6044659738,-0.29661876060000003,-0.5276192801
evo_acid_w__B11_1__3,-1.191157405,-0.678308412,0.3228984654
evo_acid_w__wt__9,1.9556064457,0.0087232036,-0.5490044556
evo_bz__c3_1_bz__1,1.5293836186,0.2395072963,2.1690772872
evo_bz__c3_1_bz__2,3.6011722802,0.6046509779,-0.1869252247
evo_bz__c3_1_bz__3,3.4357297566,0.8224886464000001,-0.1388109059
evo_bz__c3_1_bz__4,3.3687744985,0.7429474085000001,-0.0364527915
evo_bz__g5_1_bz__1,1.3429217634000001,0.5915384180000001,1.3467611637
evo_bz__g5_1_bz__2,-0.1553889738,-0.3388424943,0.9986716315
evo_bz__g5_1_bz__3,0.8562476294,0.3398596521,0.9009299594
evo_bz__g5_1_bz__4,1.3059471018,-0.1129061206,-0.16811272030000002
evo_bz__g5_1_bz__5,1.1067057076,0.043307435500000005,-0.1059837681
evo_bz__g5_1_bz__6,1.3132790498,0.1238045888,0.16673522870000002
evo_bz__w3110d13__1,-1.3236818834,-0.2445924086,0.3033269625
evo_bz__w3110d13__2,-0.9172251518000001,0.029346792700000002,0.43586570690000004
evo_bz__w3110d13__3,1.1922062339,0.0315597199,-0.2673291553
evo_bz__w3110d13__4,-1.0832267323,-0.015520464900000001,0.3849194393
evo_bz__w3110d13__5,1.1857943067,0.1638327062,-0.5366444716000001
evo_bz__w3110d13__6,0.9461332269,0.0353736548,-0.3201384819
evo_bz__w3110d13_bz__1,2.8373484903,0.5516619939,0.3780716194
evo_bz__w3110d13_bz__2,2.7953594855,0.07820365110000001,0.490113395
evo_bz__w3110d13_bz__3,4.0987058813,0.7937383682,-0.0428889208
evo_bz__w3110d13_bz__4,3.1676080035,0.529019272,0.45294584130000004
evo_bz__c3_1_bz__5,1.0198719497,0.27058842850000003,2.303598922
evo_bz__c3_1_bz__6,1.9014630507999999,-0.120186499,2.3211518011
evo_bz__g5_2_bz__1,1.3285043382000001,0.1994248627,-0.4180972208
evo_bz__g5_2_bz__2,1.0783552287,0.19481294570000002,-0.5768183162
evo_bz__g5_2_bz__3,1.0449139512,0.11742845830000001,-0.8635419106000001
evo_bz__g5_2_bz__4,2.5728703954,0.3964359444,1.1593093284
evo_bz__g5_2_bz__5,3.1745154205,0.5577115205000001,0.9061621579
evo_bz__g5_2_bz__6,3.0600216527,0.35412240770000003,1.5743042692
evo_bz__w3110d13_bz__5,4.8160339106,0.9219470380000001,-0.23066085700000002
evo_bz__w3110d13_bz__6,3.4440308611,0.655289424,-0.31681547050000003
evo_bz__a1_1_bz__1,7.3500489072,2.377138029,0.18022279260000001
evo_bz__a1_1_bz__2,1.133792415,0.0215430434,0.035624022400000004
evo_bz__a1_1_bz__3,-1.3992099462,-0.4323916559,-0.5342899541
evo_bz__a1_1_bz__4,1.8367014401000001,0.47912833870000004,-0.7363305946
evo_bz__a1_1_bz__5,-1.1877568269,-0.47487424600000006,-0.540870682
evo_bz__a1_1_bz__6,-0.9869226351,-0.3372861652,-0.4929044239
evo_metab__wt__1,2.5554039634,0.7524637978000001,-0.9943818004
evo_metab__del_zwf__1,0.8598226784,0.4983251212,-0.7377636336000001
evo_metab__zwf_ale1__1,1.995758984,1.0261979835,-0.4799750432
evo_metab__zwf_ale2__1,-0.9774805396,-0.017284137300000002,-0.8256137396000001
evo_metab__del_ppk__1,0.8744048823,-0.6033717011,-0.2981163855
evo_metab__ppk_ale1__1,-1.2132609496,-0.15348758310000002,-1.830859511
evo_metab__ppk_ale2__1,3.8417253146,1.15211537,-0.4014751286
evo_metab__ppk_ale3__1,3.2799333155,0.8081413364000001,0.0774195394
evo_metab__del_dapF__1,2.3040374156,0.5441613184,-1.0591036916
evo_metab__dapF_ale1__1,2.2062704274,0.8011587635,-0.6701332326
evo_metab__dapF_ale3__1,-0.07555999270000001,-0.0084165976,-1.2158242873
evo_metab__del_entC__1,-0.6282843678000001,-0.0903569268,-0.0465968269
evo_metab__entC_ale1__1,-1.916501712,-0.17667490200000002,-0.0508168286
evo_metab__entC_ale2__1,0.7916730746,0.6993759879,-0.2234768712
evo_metab__del_dgk__1,-3.0068449884,-1.0734389324,0.1365344623
evo_metab__dgk_ale1__1,-3.3349371319,-0.1833392111,-1.4197416926
evo_metab__dgk_ale2__1,-2.8097730669,0.06414519860000001,-1.0090840341
evo_metab__dgk_ale3__1,0.735000783,-0.1352131331,-1.4418515241
evo_metab__wt__2,-0.3947106868,-0.2128773005,0.5568862152
evo_metab__del_zwf__2,1.5366714046999999,0.5458248992,-1.2665657415
evo_metab__zwf_ale1__2,-2.227525353,-0.6150083881,-1.450786366
evo_metab__zwf_ale2__2,-2.1176505373,-0.9026034484000001,-1.2156447807
evo_metab__del_ppk__2,-0.8355275568,-0.6172279978,0.9586903353
evo_metab__ppk_ale1__2,-2.2189335678,-0.2424007464,-1.2400687856000001
evo_metab__ppk_ale2__2,-1.9898461685000002,-0.6680633919,-1.1495841594
evo_metab__ppk_ale3__2,-0.9063253909000001,-0.5299516355,-0.9763161969
evo_metab__del_dapF__2,1.8794975797000002,0.05229758,-0.9757556413
evo_metab__dapF_ale1__2,1.886516247,0.1178200088,-0.39266835640000003
evo_metab__dapF_ale3__2,1.6922467919000002,0.0756863796,-0.949477338
evo_metab__del_entC__2,-2.6356397463,-0.7518294486,-0.0330672266
evo_metab__entC_ale1__2,-2.2050357698,-0.7271107997,-0.09413993030000001
evo_metab__entC_ale2__2,-2.8869536669,-0.4774245287,-0.46427856700000003
evo_metab__entC_ale3__1,-4.4468808657,-0.7027447082,-0.9574621712
evo_metab__del_dgk__2,-4.2872314438,-0.9990809358,0.3447173027
evo_metab__dgk_ale1__2,-4.1433495335,-0.8773444366,-0.8592034092
evo_metab__dgk_ale2__2,-3.1423193606,-0.6371096561,-1.019041344
evo_metab__dgk_ale3__2,-2.6633787534,-0.8811215389,-1.1254049984
evo_metab__wt__3,-2.1606932766,-0.5395864973,0.43749558520000004
evo_metab__del_zwf__3,-0.7457930367000001,-0.5866389209,-0.7269085735
evo_metab__zwf_ale1__3,-1.9721152284999999,-0.4983421273,-1.2741140249
evo_metab__zwf_ale2__3,-2.4363087431,-0.8811829986,-1.1864800442
evo_metab__del_ppk__3,-2.2307204377,-0.7582798579000001,-0.6359657448
evo_metab__ppk_ale1__3,-2.683074901,-0.512559938,-0.8860982190000001
evo_metab__ppk_ale2__3,-1.7799187169000001,-0.0729224339,-0.9557745012000001
evo_metab__ppk_ale3__3,-1.0062979432,-0.060773508500000004,-0.8035504779
evo_metab__del_dapF__3,1.6993496246,0.3381208214,-0.7427776769000001
evo_metab__dapF_ale1__3,2.1624620172,0.0541062354,-0.2368648974
evo_metab__dapF_ale3__3,1.6620023965000001,0.18097556080000002,-0.9885037353
evo_metab__del_entC__3,-3.412954841,-0.9087556240000001,-0.0188089031
evo_metab__entC_ale1__3,-3.6615591808,-0.750722141,-0.4234166103
evo_metab__entC_ale2__3,-2.9948431947,-0.7746257767,-0.6279921583
evo_metab__entC_ale3__2,-4.6117552375,-0.7030365372,-1.6632053438
evo_metab__del_dgk__3,-5.3018791216,-0.914605341,-0.5129774822000001
evo_metab__dgk_ale1__3,-6.0637599334,-1.2021171223,-1.3225232698
evo_metab__dgk_ale2__3,-4.9260603459,-1.2443987465,-0.8315892384
evo_metab__dgk_ale3__3,-0.5508117690000001,-0.4797757751,-0.7372182309
flag_reg__wt__1,-0.0804542475,0.1086909825,-0.2556647214
flag_reg__del_fliA__1,0.8976848869,0.2497479071,-0.4454928475
flag_reg__del_flhC__1,0.5059404088,0.2030647113,-0.4277205687
flag_reg__del_flhD__1,1.7283544577,0.2162957486,0.0195514254
flag_reg__wt__2,0.0804542475,-0.1086909825,0.2556647214
flag_reg__del_fliA__2,1.8827372647,0.3632131585,-0.4093139551
flag_reg__del_flhC__2,0.7256078891000001,0.21373570390000002,-0.1540452464
flag_reg__del_flhD__2,0.8535147169,0.43514027800000005,-0.6953467125
flgM__27C__1,4.0580581175,-1.4034173809000001,-0.2972295211
flgM__27C__2,2.6899888872,-1.1664126590000001,-0.42273605480000004
flgM__27C__3,2.3610324178,-1.376992963,-0.35255120300000004
flgM__32C__1,1.8708323978,-0.6720507413,0.5841609497
flgM__32C__2,1.5517056761,-0.8255959660000001,0.3762584747
flgM__32C__3,2.8761000784,-0.9040206515,0.0622853098
flgM__37C__1,0.30350906180000004,0.0606890708,-0.0602728586
flgM__37C__2,-0.18651424200000002,-0.0028728391,-0.0031453254
flgM__37C__3,-0.11699481980000001,-0.057816231700000005,0.063418184
flgM__42C__1,-2.1375445747,-1.117904443,-0.037162299999999995
flgM__42C__2,-1.9038296896,-1.1452471885,0.0121289654
flgM__42C__3,-2.6622270099,-1.1682542999,0.5409395101
histone__untreated__1,-0.45230471650000004,-0.024201671100000002,-0.2885437635
histone__untreated__2,0.6126597186,-0.112546265,0.7320113416
histone__untreated__3,-0.1603550021,0.1367479362,-0.44346757810000004
histone__10ug_H2A__1,-0.4354378558,0.1781751182,-1.1466214087
histone__10ug_H2A__2,0.13583637980000002,-0.2739455346,-0.051434936300000005
histone__10ug_H2A__3,-0.2777797893,0.28892763600000004,-0.9369180643
histone__50ug_H2A__1,-0.1021245186,0.17559131090000002,-1.7110474756
histone__50ug_H2A__2,0.1636161585,0.106818771,-1.795292581
histone__50ug_H2A__3,0.2397574349,0.2403982182,-1.8466088968
histone__100ug_H2A__1,0.5780080938000001,-0.0357206009,-1.5975709836
histone__100ug_H2A__2,0.2658613448,0.16594812820000002,-1.6806557813
histone__100ug_H2A__3,0.17979837310000002,0.32850864150000003,-1.8271657179
hns__del_hns_spike__1,3.1821265451,0.2891670652,0.08807324820000001
hns__del_hns_spike__2,2.7907598346,0.185608446,1.1981659176
hns__del_hns__1,3.8826645359,0.40520222100000003,0.370322015
hns__del_hns__2,2.6673952915,0.10700190770000001,0.9157042154
hns__wt_spike__1,0.7604553116,0.1788060787,-0.048831516000000005
hns__wt_spike__2,-0.3369699054,0.0779394795,0.20951013440000002
hns__wt__1,1.3703989692,0.4202608343,0.1312099917
hns__wt__2,-1.3703989692,-0.4202608343,-0.1312099917
hns_stpA__evo100G4_delhns_delstpA__1,-0.3604675893,-0.6053880707,-1.0782022066999999
hns_stpA__evo100G4_delhns_delstpA__2,-0.12405396660000001,-0.5192661633,-1.1570892785
hns_stpA__evo100G12_delhns_delstpA__1,-2.483809328,-1.8739690099000001,-1.4647658427
