,A,CsgD,FliZ,RpoS,CpxR,BtsR
SRX5632612,-0.48646561050000003,-0.6801166550000001,-0.39493948700000003,0.7199340907,0.7690954945,-0.1420031575
SRX5632613,-0.21041547900000002,-0.3593116208,-0.1576558441,1.2277820302,1.0862577141,0.9828127762000001
SRX5632614,0.41445770530000003,0.2109805773,-0.7606200937,0.0215407991,-0.10036468750000001,-0.3152104821
SRX5632615,-0.9108589461000001,-0.6801166550000001,-1.8369326716,-0.0150692206,-0.2475138388,0.5061478789
ERX2874132,-0.7623973968000001,-0.0672053283,0.0886227323,0.0663741888,-0.2064574833,0.6397515169
ERX2874133,-0.9473663957,-0.7064946357,-0.7160332327000001,0.4506381236,-0.43835466970000003,0.3644958032
ERX2874134,-1.9501175723,1.0364035959,0.329809986,0.28768228490000003,-0.2362294128,0.8291963635
ERX2874135,-1.8307762726,0.0041306387000000005,-0.0477825079,0.1535386401,-0.3865531005,1.3872692417999999
ERX2874136,-2.6188359614,-1.0121406434,0.20530782860000002,0.15565523180000002,-0.1390282497,1.2172568888
ERX2874137,-2.4838098485,-2.3429588385,0.3693330447,0.131350726,-0.2271688732,1.9898524989
ERX2874138,-1.5696574699,0.13221927020000002,-0.1577617261,0.7917607625,-0.5015572156,0.8147247307000001
ERX2874139,-1.3487511619,0.5865038995,-0.1145936085,0.6527340802,-0.6067976934,0.7197348074000001
ERX2874140,0.3840802625,-0.2869777591,-0.25528889180000003,-0.0220604303,-0.010644213900000001,-0.0065024528
ERX2874141,-0.3840802625,0.2869777591,0.25528889180000003,0.0220604303,0.010644213900000001,0.0065024528
ERX2874142,-2.0926121608,-0.0650604213,-0.0554978194,1.0835072224,-0.3352189608,0.9592850821000001
ERX2874143,-2.3145716291,-0.1128907532,0.2654994015,0.9596565713,-0.6721323308,1.0380489471
ERX2874144,-1.1025400939,0.1963850791,0.5319829524,0.5855899905,0.1476436076,1.0049036866
ERX2874145,-1.5413220022,0.0437727829,0.41474829430000004,0.5974975256,-0.0966378355,1.1516120253
ERX2874146,0.7740119396,0.38134388610000003,0.4454836656,0.3973549986,0.2112157296,0.128041509
ERX2874147,0.25627936160000003,0.5913239182000001,0.1604524262,0.3463440169,-0.0454320265,0.1639943653
SRX1300292,0.0667187768,-0.0335242079,-0.1075518095,0.0319115236,-0.1190208261,-0.2729744187
SRX1300293,-0.0667187768,0.0335242079,0.1075518095,-0.0319115236,0.1190208261,0.2729744187
SRX1300299,0.7177706462,0.23593525,1.0652469944,0.1755425277,0.178413759,0.1150226376
SRX1300300,-3.2400306275,0.5225099326,-0.3363844234,0.024489941100000003,-0.0056325565,0.2366301244
SRX1300304,-1.4819902503,-1.1182894775,4.4955254074,-0.2854373702,-0.24440209270000002,0.8870065167000001
SRX1300305,-3.8309704261,0.2246756912,2.2614484678,0.3764522019,0.1766298858,0.0890595037
SRX1300306,-4.3267412833,0.2723306321,2.3754519259,0.2949215998,0.0095472809,0.7020385144
SRX1300310,-4.3854294973,-1.7377575901,2.6157946167,-0.0268914219,0.087424261,0.7700118931000001
SRX1300311,-2.124344785,-1.5991810199,1.8067875868,0.056630553900000005,0.2269580525,0.9919330386
SRX7291195,-1.1002458747,0.8613697447,1.1819340693,0.8425441532,-0.13160778680000002,0.051602789600000004
SRX7291196,-1.0420064452,1.0109018676,1.0792994915,0.6879051231000001,-0.1224522514,-0.3156105907
SRX7291197,-0.8736956237,0.6661630315,0.8468715256,0.6686345142,-0.11992247630000001,-0.3996805648
SRX7291198,-0.0076382572,0.20027906780000002,-0.493303217,-0.5242501190000001,-0.0693209092,0.0688300205
SRX7291199,-0.0448030322,0.07734020600000001,0.3568550921,0.3029605819,0.1503790572,-0.1397000887
SRX7291200,0.0524412894,-0.2776192738,0.1364481249,0.22128953710000002,-0.08105814800000001,0.0708700682
SRX7291201,-1.1036198275,0.7820958971,0.5305231278,0.5729494946,-0.1432799142,-0.33305758
SRX7291202,-0.9707955418,1.1938638857,0.4956764838,0.8031390428,0.0971216127,-0.2729207134
SRX7291203,-0.8524573534000001,1.1277235406,0.9819170813,0.5992687779,-0.1209024392,-0.2277454704
SRX7291204,-0.1800285567,0.37771350800000003,-0.3302070966,-0.2291631891,0.1069245982,-0.012433603100000001
SRX7291205,0.3446000153,0.2321633041,-0.3687230309,-0.18907728040000002,-0.0377297082,0.2791887027
SRX7291206,0.46704049070000003,0.4686181679,-0.19103660700000002,-0.1244349435,0.0623433261,0.1446679491
SRX2436955,0.7339385119,-0.1179143316,-0.295803914,1.097039597,0.1168458395,0.0993694906
SRX2436956,0.629882814,-0.0786567816,-0.5531853274,-0.9273947829,0.1024958552,-0.1946285097
SRX2436957,1.2785715102,-0.2697658912,-0.753315144,-1.0439189205,-0.027054930600000002,-0.1161902249
SRX2436958,0.34837093210000003,0.0891567695,-0.4590799051,-0.8374599219000001,0.2930065381,-0.1714048739
SRX2436959,-0.33612588720000003,0.23348293150000002,0.8473907621000001,-0.0241568321,0.1762148048,-0.1499701118
SRX2436960,1.2244717858,-0.1489466171,-0.4386079671,-0.0860494442,0.5482148519,0.5011711952
SRX2436961,0.1111236094,-0.1528706341,-0.020919271700000002,-0.2103483814,0.6090409476,0.6674286591
SRX2436962,2.0171771824,0.5753813520000001,-0.5572363475000001,-0.7525754931,0.5170535655,0.5729405310000001
SRX2436963,0.2717336247,-0.0495786625,0.15794882100000002,-0.0423046222,-0.05028569,0.1794877642
SRX2436964,0.46785750660000003,0.5673560897000001,-0.7508171130000001,-2.0566938058,0.1846504888,0.9320978505
SRX2436965,2.4612497223,1.3066323663000001,0.5517961570000001,-0.9828317065000001,-1.7243275941,-0.5025994406000001
SRX2436966,0.1760920839,0.6758187666000001,-0.5123174580000001,-0.5097708088,-0.024634011100000002,0.2888281568
SRX2436967,0.4008217227,-0.2071643361,0.2826445862,-0.2337895701,0.6020970956,0.6928791095
SRX2436969,0.6159365687,0.1433840734,0.5876515511,0.5081283672,-0.0671102244,0.4639696911
SRX2436970,0.0078154097,0.6453411055,-0.3692194454,-0.47408949180000004,-0.0801522576,0.28311650790000004
SRX2436971,0.4177609693,-0.2197215837,0.3851869899,-0.6043009345,0.6737933368,0.6632527362
SRX2437029,2.0308614327,0.44791046700000003,-0.24411679520000001,-0.6240025128000001,0.45720679700000005,0.6795194087
SRX2437030,0.8719294487,-0.21797050310000002,0.1977745836,0.9201684831,0.27701676410000003,-0.0066859115
SRX2437031,-0.0860208579,0.8328913076000001,-0.17938201010000002,0.4262621594,0.0938320029,-0.032952621
SRX2437032,0.203087549,0.5778312046,0.2115309397,-0.0907873793,0.0894754707,-0.1382136699
SRX2437033,-0.7232531670000001,-0.33952932150000004,-0.3137195984,-0.6271696783,-0.2736240874,-0.0829116877
SRX2437034,2.3783845869,1.6483789624,0.5025097043,-0.9878038137,-1.6429957246,-0.6869243506
SRX2437035,0.8325445105,0.1735067754,-0.7009801223000001,0.1061579939,0.1160762797,-0.33163375710000004
SRX2437036,0.7911604517,0.0219172805,-0.5480988904,0.0811030881,0.0839656367,-0.37688171730000003
SRX2437037,-0.1284120159,0.2300421149,-0.7470529235000001,-1.4706241186,0.2031246137,0.9853113832
SRX2437038,-0.2649553203,0.5183909023000001,-0.4627646667,-0.4671100716,0.059061844,0.5289432423
SRX2437039,-0.3704103067,0.0726143986,0.0650061706,0.291305217,0.1169916908,0.0424333775
SRX2437040,1.1403926346,0.5595844749000001,-0.1084536911,0.0806200884,0.0844062733,-0.1645063594
SRX2437041,0.7162779512,0.0343764121,-0.1497223667,1.2349298928,0.18376677560000002,0.0774855223
SRX2437042,0.14478028310000002,-0.78002339,-0.8315867184,-0.5168503485,-0.1237522085,0.20647123620000002
SRX2437043,-0.0819071069,-0.19431120770000002,-0.9936574976,-1.5198680512,0.1897072569,0.7927119395000001
SRX2437044,0.28027219340000004,-0.6910725416,-0.5448399176000001,0.0755731168,0.0382582411,-0.48831397860000003
SRX4705203,1.6147191674,2.3449298702,-0.2153406649,0.6045900864,-0.33151754910000003,1.2720560226
SRX4705204,0.6955035233,-0.0525030276,-1.5032004312,0.6665521292000001,-0.1332014449,0.6213099309
SRX4705205,0.4374202924,-0.3088152503,-1.3267624117999999,0.5463657323000001,-0.1381783195,0.7265707385
SRX4705206,0.1316180398,-0.0361644281,-0.9605861108,0.6278999625,-0.0419448371,0.7781371849000001
SRX4705207,2.0737453741,2.2521260023,-0.9027302304,1.5070312818,-0.07253444170000001,1.0900099975
SRX4705208,1.1275960010000001,1.3016473366999999,-1.3601892147,0.8280153045,-0.4440657738,0.2348122873
SRX4705209,2.05566904,1.9200076546,-1.6448931915,1.5406839391,-0.1382794621,0.967741873
SRX4705210,1.6230028312,1.0669724294,-1.5874470718,2.2125833362,-0.1702060812,0.30482159810000004
SRX4705211,1.5928399563,0.7755874348,-1.4104344099000001,1.7876219128000002,-0.2025075809,0.24245430110000002
SRX4705212,1.3843125801,0.9181920651000001,-1.4428590194,1.9715246501,-0.1111644247,0.22118054820000002
SRX4705213,-0.3834969225,0.1491117845,0.34634068570000004,-0.2027626566,-0.0231601011,0.1415935596
SRX4705214,-0.29965474470000003,-0.1244087071,-0.3097676878,-0.1722772558,0.3573503233,-0.0691542638
SRX4705215,0.42937030140000004,-0.12505066880000001,-0.3486497792,-0.0238262804,-0.1784814844,-0.0203097356
SRX4705216,-0.7628485180000001,-0.0992314413,0.6240553447,-0.3323414589,0.11393533900000001,-0.1277638355
SRX4705217,0.6282551194,0.0205141538,-0.5561264704000001,0.09276473390000001,-0.2216552118,0.1297641331
SRX4705218,0.3883747645,0.1790648789,0.2441479071,0.6384429179000001,-0.047988864900000004,-0.0541298578
SRX4705219,-0.42800300700000005,-0.1910863867,-0.09680426880000001,1.0306032465,0.09095173570000001,0.8615200241000001
SRX4705220,-1.5728166673000001,0.26787436940000003,-0.5590898835,1.0620790756,-0.024713051700000002,0.8550533625000001
SRX4705221,0.25210475050000003,0.37946973970000003,-1.2730290603,1.1761166277,0.1121055624,0.2695481978
SRX4705222,-0.8907212674,0.3241583356,-1.045640876,1.0781661632,0.1862578631,0.7284894214000001
SRX4705223,0.7312342215000001,2.3689088451,-0.8861009359,0.5970242542,-0.3290399509,1.4933963927
SRX4705224,1.4827360218,2.6169330977,-0.1915548078,0.41313108940000004,-0.48705604830000004,1.5311208987
SRX4705225,1.0359626962,0.09274529100000001,-1.9445984731000001,0.6560503050000001,-0.1538052907,-0.3129958955
SRX4705226,0.9729236744,-0.1685189736,-1.8853511427,0.5163063446,-0.18493456090000002,-0.1204712133
SRX4705227,0.537213212,-0.47177304550000004,-1.9520287492000001,0.5921911449,-0.18630295970000002,0.3297565633
SRX4705228,-0.022443627900000002,1.117588721,-1.6271429073,0.4145018807,0.3670534203,0.9510361456
SRX4705229,0.0883856427,0.7966848367,-0.5371189956,0.3385546109,0.3920862734,0.7980193067
SRX4705230,0.2729295742,1.2125309907,-0.3141703055,0.6707933292,0.3835933978,0.7831095549
SRX4705231,0.6743408149,0.22052372110000001,-1.235924856,1.0105470486,0.11542331600000001,0.09191166390000001
SRX4705232,0.34458422990000004,0.3033542868,-1.2297296564,1.2598023969,0.0844924779,-0.005533410900000001
SRX4705233,1.2474458932,0.4861175425,1.0580166145,1.8700815334,1.0897858248,-0.4358300377
SRX4705234,-0.7237282012,0.14738410600000001,-1.0698440502,1.2053437335,1.2371729595,1.2267198617
SRX4705235,0.8348610532,-0.2979948254,-1.1081031,0.8512096507,1.0646058979,1.0056007502
SRX4705236,-0.6260868658000001,-0.143901581,-1.180015321,1.0336142905,1.0078764544,1.5137580907000001
SRX4705237,1.7822995524,-0.2671370168,-0.9157446361,0.8297124726,0.9463870165,1.0640521095
SRX4705238,1.192950164,-0.0995703565,-1.3785852999000001,0.9577840338,1.0722413734,1.0829448862
SRX2038319,1.5890036802,0.3522655595,0.2585307803,0.6428626927000001,0.42934506310000004,-0.7054011765
SRX2038320,1.0573981486,0.2548591095,0.4532447316,0.5569332490000001,0.349692112,-0.7597324587000001
SRX2038321,2.4435296908,-0.5996548339000001,0.6147218659,0.45583812900000004,0.2498593021,-0.2541101109
SRX2038322,2.7357961727999998,0.223825884,0.6525531374,-0.0059625017,-0.28456256900000004,-0.18132144520000001
SRX2038323,-0.8585469245,-0.8183804875,0.7829335568,-0.7958093834000001,-0.6794094024,0.5293785926
SRX2038324,-0.6722696278,-2.5890920222,-0.128032174,-0.9913625079,-0.9080935587000001,0.8657762566
SRX2038325,2.8024513921,-0.5225347776,0.6858575338,0.8636873724,0.06443553,-0.0789231651
SRX2038326,2.0965478935,-0.2047031105,0.5512592059,0.9692145481000001,-0.1007906664,-0.2037179388
SRX2038327,1.7129002823000001,-0.34076290400000003,0.1026297433,0.5484635499,0.0972707941,-0.8547249488
SRX2038328,1.9909020487,-0.5112846669000001,0.2043123697,0.47975582850000004,0.2105139865,-0.4882762248
SRX2038329,-0.0033995536000000002,-1.5648540476,-0.25115736110000003,0.0560243226,-0.0825145317,-0.0008389503000000001
SRX2038330,-0.9429982159,-0.0357442353,5.0878557943,-0.4189636936,-0.46108296270000004,-0.4276591585
SRX2038331,-0.8298405931,-0.3849478121,5.7822864125,-0.9782229419,-0.2255620557,-0.459995753
SRX2038332,2.0120187636,-0.4204386551,3.9057156925000003,0.5822594640000001,0.3351334701,-0.6231745882
SRX2038334,-0.5077896858000001,-1.6692151540000002,7.4908694885,-1.0677223828,-0.42369144810000003,0.8211630152
SRX2038335,-0.6381619686000001,-2.7095209331,3.8938132606,-0.6452112251000001,-0.4865265509,0.3064186369
SRX2038336,1.0527476526,-1.9385522543,5.2636315987,0.1060509201,-0.5945639628,-0.0424735585
SRX2038337,0.6610568668,-0.4479024878,4.1915628667,-0.601614632,-0.10043155120000001,-0.7190566585
SRX2038338,-1.0918316871,0.2572034069,-0.13368290260000001,-0.7106380433,-0.267338644,0.2548206786
SRX2038339,0.48213010300000003,0.3170495827,0.1297898918,0.48744292520000004,-0.1698473996,0.0313846704
SRX2038340,0.0716399586,-1.539924916,-0.3065796938,-0.1201034834,-0.504854488,0.06993386010000001
SRX2038341,0.9583878571000001,-0.2897290629,-0.4024346495,-0.49547265960000003,-0.3928416974,0.4717989708
SRX2038342,-0.4448825062,-0.3189492769,0.3421402867,-0.7485561418000001,-0.3014839036,0.6973895641
SRX2038343,-0.11635098420000001,-1.3871562499,0.11697437570000001,-0.1073952073,-0.5503437983,0.5977428717000001
SRX2038344,-0.2621190161,-1.2692905177,-0.30249706590000003,-0.5009317645,-0.9198102947000001,1.1114440247
SRX2038345,0.1374480941,-0.42253184260000004,0.2477576068,-0.8764053693,-0.718766828,0.265241749
SRX2038346,0.10777420260000001,0.2223562553,0.14643304710000002,0.2653966235,-0.5556702269,-0.1232614414
SRX2038347,1.4291769463000001,0.1162855121,0.33710863690000004,0.8576571565000001,-0.6087219654,-0.2575671214
SRX2038348,0.7345385507000001,0.13695913740000001,-0.009752463500000001,0.5060509845,-0.368221721,-0.3133734557
SRX2038349,-1.6220577015000002,0.0307170111,5.7368799051,-0.7526508004,-0.40167385310000003,0.0300194839
SRX2038350,-0.5488432378,-0.9626196214,5.3475927597,-0.6745435179,-0.3170440785,-0.2704869957
SRX2038351,0.3007021811,-1.1619433391,4.9286279379,-0.2096922728,-0.7864090192000001,0.4278345025
SRX2038352,-0.12215453700000001,-0.8761637599000001,3.7334024965,-0.5210191926000001,-0.44031152840000004,0.2680935111
SRX2038353,-0.3494979689,-1.6484537326000002,7.2783743462,-0.9885591913,-0.3318387024,0.6836773225
SRX2038354,-0.6094330604,-1.186070124,5.8629357823,-0.5335854546000001,-0.5513330144,0.3095739045
SRX2038355,0.6155013302,-0.7618435144,5.7132213872,-0.6650077532,-0.8250874175,0.2078546461
SRX2038356,0.9484955564,-1.0275754746,4.1625084861,-0.6734272628,-0.4833633171,0.42027877820000004
SRX2038357,-0.4971719932,-0.6094689664,-0.1248478777,0.0677753505,-0.1620064192,0.45058049790000004
SRX2038358,-1.1539299832,-1.0861424321,-0.5151705176,-0.6635944368000001,-0.48958256440000003,0.4490143609
SRX2038359,-0.7674201582,-1.8414306727,-0.2829786682,0.24001536340000001,-0.4065506169,0.3721426541
SRX2038360,0.9370332196000001,-1.0344678788,-0.3025376349,-0.39957036030000004,-0.532395069,0.6140159325
SRX2038361,0.11560428040000001,-0.39323069460000004,0.5941956954000001,0.13779702600000002,-0.2328720968,0.6260715998
SRX2038362,0.4334562507,-1.0513249968,0.179164926,-0.2892728428,-0.40044192710000004,0.44204048490000003
SRX2038363,-0.1306004458,-0.8066138942000001,0.2114664516,0.063880307,-0.4818347753,0.9274685922
SRX2038364,0.3602269428,-0.7563970182,0.1215292131,-0.0446195849,-0.2546157579,0.35141194600000003
SRX2038365,-0.19485504250000002,-0.0250277132,0.2290482569,0.6790029578,-0.6566580883,-0.1043458944
SRX2038366,1.282995149,0.3499218523,0.43075164530000004,0.5657041852,-0.7421686731,-0.0388186201
SRX2038367,-0.038142246500000004,0.0493623188,0.14209075170000002,0.7180691943,-0.6787338459000001,0.0238424761
SRX2038368,-1.2417826777,-0.6522715402,5.9507279968999995,-0.4285660378,-0.37284269740000003,0.1931500021
SRX2038369,-0.8843887349,-1.0425714167,5.8920806285000005,-0.37244374420000004,-0.42366776580000004,-0.1278314689
SRX2038370,-0.1667114824,-0.6564029522,3.7311712011,-0.5556808697,-0.6914863225,0.12480656570000001
SRX2038371,-1.2907850867000001,-1.2677024285,2.4565880645,-0.1552247884,-0.7230838301,0.060989071500000006
SRX2038372,-0.3511068194,-1.935909778,6.8901159527,-0.6178347536000001,-0.4130373771,0.5054241811
SRX2038373,-1.430305264,-1.4177387562,5.5420451225,-0.1980209816,-0.509219433,0.3562429407
SRX2038374,1.1417668364,-1.3519630065000001,4.9190171714,-0.2259185498,-0.8974718884,0.4314591387
SRX2038375,1.2332482837,-0.5139396413,1.6986545848999999,-0.7817842324000001,-0.4257217213,-0.013875982600000001
ERX530520,-0.3541356171,-0.0877105346,0.027967145500000002,-0.0242983062,0.020335840600000002,0.028393404400000002
ERX530521,-0.1986061835,0.5754877075,-1.2364199078,0.7349939390000001,-0.0184909293,0.1307485174
ERX530522,0.555511076,0.6162726146,-7.4328008503,0.42723498790000003,-0.0492823468,0.3309760986
ERX530523,0.2757643003,0.7009445895,-7.4262495156,0.2324750193,-0.0604251336,0.28814156900000004
ERX530524,0.3541356171,0.0877105346,-0.027967145500000002,0.0242983062,-0.020335840600000002,-0.028393404400000002
ERX530525,0.1035481141,0.1442541562,-7.6029387553,0.6642612716,0.0838556715,0.1744567903
ERX530526,0.1171496347,0.29608847180000003,-1.2778296896999999,0.43708541440000004,0.046098688900000004,-0.0816267184
ERX530527,0.5011838874,0.6510324668,-7.7701512291,0.7065415546,-0.1668641971,0.2378656609
ERX3212443,8.5359846464,4.3918163294,-1.2420680494,0.9454235623,0.1545497002,-1.4328238125000001
ERX3212444,-1.4542228858000001,-0.2575130691,-1.0863533496,0.7759384872,0.0553338096,-1.1214703558
ERX3212445,-1.541571727,-0.1065909027,-1.1997372707,0.5711733054,0.0788436764,-1.2212909678
ERX3212446,1.3487597593,-0.35262987900000003,-0.46778369810000003,0.9374318935,0.0694455252,-0.6119290501
ERX3212447,5.4221794319,1.1118953691,-0.5051370446,0.910492182,0.1154743923,-0.6916233831
ERX3212448,6.6740176118,2.5938431736,-0.4153010355,0.8612305479,0.0859990135,-0.6704838675
ERX3212449,0.008066583700000001,0.0136508125,0.0223057218,-0.037221874200000005,-0.0711654266,0.0394204036
ERX3212450,0.085935513,-0.0279994992,-0.013664748,0.0013268786,-0.016146395,0.0039261532
ERX3212451,-0.09400209670000001,0.0143486867,-0.0086409738,0.0358949956,0.0873118216,-0.0433465568
ERX3212452,0.5543328917,0.7804939833000001,-1.19594534,-0.0877083962,0.4685359932,0.4592001576
ERX3212453,0.1802372123,1.0466509421,-1.9325257463,-0.044082464,0.6167929325,0.5061754112
ERX3212454,0.4041439073,1.4257339493,-1.2419581521,0.0040361203,0.5296781177000001,0.4509798716
SRX7478973,0.356259033,0.3402578859,0.0315957159,-0.3611764005,-0.1105050858,-0.1285482432
SRX7478974,-0.2661006855,-0.12605942150000002,-0.0460465835,0.0771642025,0.2694673586,0.5038289527
SRX7478975,-0.0901583475,-0.21419846450000002,0.0144508676,0.2840121979,-0.1589622728,-0.37528070950000003
SRX7478976,0.3392911775,-0.1592146975,-0.0185477319,0.1505303285,-0.2038576902,-0.0452448535
SRX7478977,0.6087099975,0.08318811970000001,-0.0739841302,0.1160648475,-0.028602246100000003,0.11397482360000001
SRX7478978,0.36241789960000004,-0.4689505586,-0.17780400270000002,0.3506432363,-0.2031477816,-0.4579996993
SRX7478979,0.3539446919,-0.5241844585000001,-0.8543035327,1.0733189414,-0.2184015159,-0.47847716100000004
SRX7478980,0.1069414947,-0.8493758462000001,-0.8236339881,0.9355091798,-0.1585762655,-0.2676890088
SRX7478981,0.39202363030000004,-0.6008391755,-1.0922879385,0.6864147749,-0.3233503708,-0.1747737906
SRX7478982,0.7489385278,-0.7971815958,-1.4364048661,1.4027260516,-0.023002259100000002,-0.342067181
SRX7478983,0.4478510007,-1.2370163533,-1.4496854495,1.1597094079999999,-0.116712119,-0.4976979647
SRX7478984,0.6662054877,-1.0703519772,-1.6894135567,1.2837350512,-0.1368007856,-0.3517102588
ERX1521038,4.3523806479000005,3.9816970926,-3.2448426611,-0.5141281642000001,-0.2702563025,-0.29849838160000003
ERX1521039,4.1465814546,3.6171504377,-3.1598796367,0.4709148805,0.3272404,-0.5701868232
ERX1521040,4.3547382575,3.9158221338,-3.3127416187,-0.4309899782,-0.3281931207,-0.0555551397
ERX1521041,3.8159344587,3.254885343,-3.126821833,0.5072233562,-0.043753475,0.0014518533
ERX1521042,-0.5865598419,0.5466631537000001,1.9092412455,0.0010033149,-0.6003882434000001,-0.22209901980000002
ERX1521043,-0.6288297022,-0.2747547777,-0.41240508530000003,0.1241556788,0.7022607658000001,0.6163188865
ERX1521044,-0.3598902651,0.33962482120000004,1.7512654922,-0.095928678,-0.2739927064,-0.2076934546
ERX1521045,0.3598902651,-0.33962482120000004,-1.7512654922,0.095928678,0.2739927064,0.2076934546
SRX621182,8.9593729666,4.7719500625,-1.9851693818,-1.6296757112,-0.5673553801,-1.4737629232
SRX621183,8.8368216851,4.7839578281,-1.7820148485,-1.5207212803,-0.6060110909,-1.6383151691
SRX621184,8.7103380608,4.819149749,-1.6307737176,-2.1551091053,-0.5661964137000001,-0.0849159424
SRX621185,8.1142033996,4.250370548,-2.2500609187,-2.271826186,-0.6157655464,-0.2389862056
SRX621188,9.1611657558,4.2426235364,-2.2551961664,-8.919357295,-1.4712032196,0.3321441077
SRX621189,8.0735606384,4.3623335146,-1.9528706448,-8.5537604829,-1.2549382491,0.098343599
SRX621190,-0.3863979375,0.0804357784,0.1431377213,0.2355117427,0.2750056623,0.0815509997
SRX621191,0.3863979375,-0.0804357784,-0.1431377213,-0.2355117427,-0.2750056623,-0.0815509997
SRX621192,7.3073803874,4.611396582,-1.4374938786,-3.123507769,-1.3111142374,-1.8290837894
SRX621193,7.102624274,4.5402322932,-1.4848310639,-2.652046765,-0.9998972656,-1.4651471311
SRX6489436,0.4598643411,-0.7073040753000001,-0.47175944890000004,-0.07601669750000001,-0.7302739534,-1.2253284565
SRX6489437,0.3240374259,-0.3201947193,-0.3662473173,-0.2865615411,-0.0082724754,0.18656726540000002
SRX6489438,0.30028693030000003,-1.3165431517,0.2305775921,0.200378254,-0.6704213957,-1.0906676091
SRX6489439,-0.1016050969,-0.6230963436,-0.6793177477,-0.2852539933,-0.0668475587,-0.12320038820000001
SRX6489440,0.0517941361,0.0845644227,-0.9315789098,-0.38528219900000005,-0.2642575455,-1.4318954081
SRX6489441,0.049810960800000005,0.5385319209,1.6108966575,0.6705361923000001,0.3311051042,1.5550957963
SRX6489442,-0.6502843823000001,-0.8032342081,-1.1950194864,-0.2520204133,0.3120586175,0.5761856953
SRX6489443,0.6353700768,-0.5759401713,-0.7088485049000001,-0.561476191,0.2092973025,-0.21733610320000002
SRX6489444,0.2554094598,0.4498613017,-0.6121199438,0.3723034616,0.5062252284000001,1.2677266825
SRX6489445,-0.3039441355,-0.6413019498,-0.6048679942,-0.4987923756,0.027854673400000002,-0.79674043
SRX6489446,-0.09339800050000001,-0.359141296,-1.0453963897,-0.40853676120000004,-0.040923303800000005,-1.2444617288
SRX6489447,0.080673827,0.1561844526,0.9685080958000001,0.4330006176,0.516745506,1.4598119053
SRX6489448,0.6008143436,-1.0099083739,-1.7676578976,-0.1061310161,1.4015121785,0.2192135266
SRX6489449,0.5515742728,-1.6623173505,-1.5375357154,-0.26026007500000004,1.2272195015,-0.29412976290000004
SRX6489450,0.8288019024000001,-0.330420949,-1.5343186477000001,1.1858326733,1.6358587604000001,0.9545020917
SRX6489451,-0.8171987067,-0.5530915999,-0.4627444538,0.1802800029,-0.2496081364,-0.6939230342
SRX6489452,-0.0756610771,-0.1055628365,-0.4152275539,0.0778207767,-0.43735545340000004,-1.3641789226
SRX6489453,0.0056798878,1.1212192881,2.0132665138,0.5343687421000001,0.1977786359,1.4020481999
SRX6489454,-0.6277613359,-0.3309785719,-0.5130284729,0.0135547038,0.0423132393,0.0838092463
SRX6489455,-0.4055654541,-0.2076601137,-0.8019118962,0.2293122333,-0.1612054251,-1.2205068392
SRX6489456,-0.24753241250000002,0.6636998814,1.3591515676,0.5407124442,0.33599820890000004,1.4586451911
SRX6489457,-1.6120045809999999,-0.9001526995,-0.6617699966,0.8095686286,-0.41099985990000004,-0.3872545898
SRX6489458,-0.9320144487,-0.6578391659,-0.7869442701,1.2513711449,-0.159389053,-0.20108932340000002
SRX6489459,-1.0583959127,-0.051765229,-0.6095028675,1.548525294,0.1127834006,0.0226816174
SRX6489460,-1.4149452395,-1.1536974224,-0.7092688538,0.8769834036,0.1994538541,-0.6113066053
SRX6489461,-1.7325464772,-1.0030310525,-0.7736767936000001,1.2547770457,-0.010091235300000001,-0.2503227397
SRX6489462,-1.0251122568,-0.5099606703,-0.6605241064,1.1842660553,0.024226954800000002,-0.030902175
SRX6489463,-1.2726281667000001,-1.1679682695,-1.002671574,1.1372458531,1.4035816425,-0.5784585655
SRX6489464,-0.8683549388,-1.7305546600000001,-2.1109721363,1.1463289075,1.3557573147,-0.42653374310000003
SRX6489465,-0.5878713303,-0.7623593483000001,-0.9165168557000001,1.7365144753,1.4101645373,-0.2148251519
SRX6489466,-1.6521994828,-0.7336255319,-0.6405299997,1.1354345071,-0.5530923867,-0.40798111400000003
SRX6489467,-1.0408275219,-0.7133269406,-0.5981316861,1.3896646958,0.2206790538,0.1717794488
SRX6489468,-0.6668715913000001,-0.3242159642,-0.8247219999000001,1.7925796462,0.0176952592,0.29539362010000003
SRX6489469,-1.8012191342000001,-1.0032241851,-0.26365729590000003,1.4298720576,0.2033751406,0.1019871313
SRX6489470,-2.1286920342,-1.2233132659,-1.0777896498,1.5256808674,-0.24692591460000002,-0.5175517062
SRX6489471,-1.3399678291,-0.5773264711,-0.7826884226,1.7725243485000002,0.06971141260000001,0.0888531558
SRX6452027,1.1272539666,1.2719955172000001,-3.2130545262,0.8576281599000001,-0.0360408709,-1.6139520562
SRX6452029,0.083924865,-0.2183354369,-0.5479143392,-0.0357922916,-0.0481135783,-0.0537838828
SRX6452030,1.0914899456,2.2808029102000003,-2.6656155078,1.0718098388,0.1465458641,-1.422895085
SRX6452031,1.0280273415,0.2198746953,-1.9483049931,2.7106892852,-0.5274741966000001,-0.7552185958000001
SRX6452044,2.152495465,1.1090841996,-1.478361562,2.5173608643,-0.7355926254,-0.6875156239
SRX6452045,0.1195972118,2.8589861908,-2.1159375221,2.0887380381,-0.24600683380000002,-0.4140840009
