,A,AraC,FucR,ExuR,AllR
hyperpersistence__low_GFP__2,0.32315603940000004,-2.1975165328,-0.09070139470000001,0.05531595,-0.6148395274
kan_efg__cpxAF218Y__1,3.1177569876,1.6000818277,2.530152972,0.6034805998,0.4149514466
kan_efg__cpxAF218Y__2,4.2240040898,1.7038979885,2.4857489096,0.6138579202000001,0.348115793
kan_efg__cyaAN600Y__1,1.3028964911,0.9361551850000001,1.4947404874,0.8799263030000001,0.21700634500000002
kan_efg__cyaAN600Y__2,3.6521820468,1.6757830731,2.460934675,1.3365479882,1.120137934
kan_efg__fusAA608E__1,1.1664192807,-0.814665678,-0.0452240937,-0.27227379620000003,-0.6052201987
kan_efg__fusAA608E__2,0.6882586241,-0.7446443639,-0.5995785507,0.3124816948,-0.1825587753
kan_efg__fusAA608E_cpxAF218Y__1,0.0491999662,0.6418391844,0.900729663,0.5010967408,-0.1479912043
kan_efg__fusAA608E_cpxAF218Y__2,0.0470390886,0.5566294154,0.9543016531,0.3798949643,-0.3172180814
kan_efg__fusAA608E_cyaAN600Y__1,-0.0854821042,0.2722844082,0.7234783960000001,0.6093760679,0.2519963569
kan_efg__fusAA608E_cyaAN600Y__2,0.6101964005,0.9658332079,1.444567737,0.9124455405,0.28710217920000003
kan_efg__fusAA608E_rpoDL261Q__1,0.28240912430000004,0.8117810972,1.1837839499,0.37634864020000003,-0.4181594185
kan_efg__fusAA608E_rpoDL261Q__2,0.4214214929,0.3546112576,0.1782138935,0.3711855136,-0.7052983034
kan_efg__fusAA608E_topAS180L__1,-0.1430323296,0.7021822485,0.24019968790000001,0.1551115042,0.0162947817
kan_efg__fusAA608E_topAS180L__2,0.0510112415,0.6311334921,0.2284481633,0.211402731,0.2722452864
kan_efg__rpoDL261Q__1,-0.731883284,0.7698140485,0.5422515522,0.4811244733,0.0101715752
kan_efg__rpoDL261Q__2,0.0658437588,0.9447814783,1.4857052411,0.7931106382,0.0972297409
kan_efg__wt__1,-0.1527468299,-0.3414205822,-0.5000623766,-0.18658230450000002,-0.0233241952
kan_efg__wt__2,0.1527468299,0.3414205822,0.5000623766,0.18658230450000002,0.0233241952
lrp__wt_min_log__1,0.028817688600000002,-0.0170100979,0.0447595421,0.1431699798,-0.0620205876
lrp__wt_min_log__2,-0.028817688600000002,0.0170100979,-0.0447595421,-0.1431699798,0.0620205876
lrp__wt_min_trans__1,1.044908806,-1.4889913362,-1.8990085177,1.084913354,0.5940253334
lrp__wt_min_trans__2,-0.08478063970000001,-1.1339937321,-1.0149187037,1.3575937096000001,0.9000321160000001
lrp__wt_min_stat__1,2.6295862064,-0.189516806,-2.7331308162,0.8759120839000001,3.3470019664
lrp__wt_min_stat__2,1.8595402635,-0.1803446529,-2.4031816153,0.6281863703,3.0810825957
lrp__wt_liv_log__1,-0.9062995437,-0.30722159450000003,-0.025365666000000002,0.0685720155,0.4038554211
lrp__wt_liv_log__2,-0.8327970835,-0.5114504357,-0.244267388,-0.0781868924,0.2746299743
lrp__wt_liv_trans__1,3.3898982699,0.1725257832,-0.06601632040000001,0.3058947548,0.07788767840000001
lrp__wt_liv_trans__2,5.0112780349,0.4320190305,0.4947867054,0.034844553800000004,-0.2826501292
lrp__wt_liv_stat__1,3.6724544105,0.1137897286,-2.8990598214,0.40811100250000004,3.9346091693
lrp__wt_liv_stat__2,2.3067419537,-0.1844376366,-2.4251109257,0.2031820645,3.7966465524
lrp__wt_rich_log__1,-1.8959436511,-2.0105492606,-1.7046512876,-0.802041263,-1.1874100537
lrp__wt_rich_log__2,-1.9207113706,-2.1051461348,-1.8196317048,-0.9187680378,-1.1511693372
lrp__wt_rich_trans__1,2.5349688479,-0.3421304771,-0.4714514791,0.0269470316,0.9501543189
lrp__wt_rich_trans__2,3.4589075936,-1.1023475719,-1.0379921471,-0.1105965782,0.5770336672
lrp__wt_rich_stat__1,2.2030523871,-0.6445405291,-0.2671085191,-0.6173742448,1.1028336465
lrp__wt_rich_stat__2,2.1263328922999998,0.17932940090000002,-0.4528414806,-0.022029674200000002,2.0068334177
lrp__dellrp_min_log__1,-0.5928225532,-0.2090279598,0.1386042216,0.0313047507,0.1251255849
lrp__dellrp_min_log__2,-1.0408375609,-0.25606868990000003,-0.0376802719,0.0351016909,0.011929129
lrp__dellrp_min_trans__1,-0.6863213377,-0.9904198284000001,-1.0333654995,0.6452132347,0.3829474222
lrp__dellrp_min_trans__2,-0.16974047550000002,-0.5069487875,-1.212600061,0.5287355746,0.5760391906
lrp__dellrp_min_stat__1,2.1871681556,-0.4960584552,-3.1985513997,0.4121316787,3.3850868486
lrp__dellrp_min_stat__2,1.6336788783,-0.7059369134,-2.670078408,0.2028818833,3.4508356627
lrp__dellrp_liv_log__1,-0.9214489611000001,-0.2441104597,-0.144380388,-0.060058723800000005,0.45369389920000003
lrp__dellrp_liv_log__2,-1.30860585,-0.6772310716000001,-0.4146498857,-0.2443189939,0.4146252072
lrp__dellrp_liv_trans__1,2.7610952873,0.3828291811,0.09817349060000001,-0.0123775594,0.24011829210000002
lrp__dellrp_liv_trans__2,2.5399934466,0.6792291412,0.13294229800000001,0.1890586263,0.1500787876
lrp__dellrp_liv_stat__1,2.0054893517,-0.1301931421,-2.9912114842,0.5638013310000001,4.0265899367
lrp__dellrp_liv_stat__2,1.8416779877,-0.0746325887,-2.5520790539,0.5505333317000001,3.5380677979
lrp__dellrp_rich_log__1,-1.5003365399000002,-1.986208452,-1.7503061228,-0.7509814223,-1.1311568405
lrp__dellrp_rich_log__2,-1.8913081552,-2.287113933,-2.0006384274,-0.7872277757,-1.0534036578000001
lrp__dellrp_rich_trans__1,1.593953865,-0.5756522853,-0.8834845423000001,0.33240059310000003,0.8778497548
lrp__dellrp_rich_trans__2,1.7888304438,-0.8862404284000001,-1.1436146108,0.08172666790000001,1.1862484926
lrp__dellrp_rich_stat__1,-0.5503069564,-1.7534510972000001,-1.1050722445,0.5016884228,0.5259135612
lrp__dellrp_rich_stat__2,-0.1135270007,-1.0880708334,-0.8289677534000001,0.9200630603000001,0.4661114986
mazF_circuit__t0__1,-0.1232368352,0.5436027688,0.5314396059000001,0.3346536312,0.12583160300000001
mazF_circuit__t2__1,0.1621173165,0.057108392200000004,-0.23686161730000002,0.1545881057,-0.19299563220000002
mazF_circuit__t4__1,3.492206433,-0.7840695066000001,-0.15798983090000002,-0.1071245274,0.1555330493
mazF_circuit__t6__1,1.5967671428,-0.230209678,-0.3411845962,-0.0149989185,-0.1868793829
mazF_circuit__t8__1,1.2250080677,-2.1737375823,-0.5473891422,-0.3161163818,0.4115822125
mazF_circuit__t0__2,0.1232368352,-0.5436027688,-0.5314396059000001,-0.3346536312,-0.12583160300000001
mazF_circuit__t2__2,0.31344020710000003,-0.4185468044,0.0041894372,-0.0099996671,-0.022253338600000002
mazF_circuit__t4__2,1.0739969916,0.4793643644,0.1987048901,-0.1264601648,-0.0060896087000000005
mazF_circuit__t6__2,2.2783870937,-0.7615787952,-0.9893517879,-0.3196394464,-0.11406329650000001
mazF_circuit__t8__2,3.0451386507000002,-0.4139219509,-1.4115490515,-0.24507472190000001,0.10282838870000001
mazF_ribo__emptyvec_mrna_5m__1,-0.0935459084,-0.1423594632,-0.043267000300000004,-0.0445418713,-0.06351015410000001
mazF_ribo__emptyvec_mrna_5m__2,0.0935459084,0.1423594632,0.043267000300000004,0.0445418713,0.06351015410000001
mazF_ribo__mazF_mrna_5m__1,-2.7009151052,1.680309816,0.1593019357,1.1043034628,0.3991058142
mazF_ribo__mazF_mrna_5m__2,-3.0632423157,1.6885304822,0.2643138574,0.8061536633,0.2675131482
mazF_ribo__emptyvec_total_5m__1,0.24024057210000002,-0.8833562653,0.6529437106,-0.20070319120000002,-0.8157242245
mazF_ribo__emptyvec_total_5m__2,-0.6707397148,-0.9439220228,1.2630764275,-0.21560202,-0.8632898634
mazF_ribo__mazF_total_60m__1,-6.156571042,-0.8226189947,-1.1345571225,0.6280232432,-0.7344531461
mazF_ribo__mazF_total_60m__2,-7.0147224524,-1.0260399107,-1.1891164307,0.9540718417,-1.3230444314
mercury__ctrl_t00__1,-0.2039548803,-0.6980357361,-0.2971639988,-0.0358625818,-0.5407347073000001
mercury__ctrl_t10__1,-0.2385199372,-0.1291353951,0.0110742888,0.4949448495,-0.3901815903
mercury__ctrl_t30__1,0.4723844357,0.22980416780000001,0.5705467701,0.7388984945,0.0633094528
mercury__ctrl_t60__1,-0.070284925,0.6377808297,0.6797412625,0.8566909330000001,0.418198181
mercury__hg_t10__1,2.5932952783000003,3.5806169623,0.5567854739,1.9630862624,1.3493342354
mercury__hg_t30__1,0.8420448177000001,1.5022266516,0.5438750923,2.0297394591,1.9162853719
mercury__hg_t60__1,0.1942270114,0.7697103461,1.0675481884,1.6471290732,1.4148567152
mercury__pma_t10__1,2.4719494814000003,-0.2193273815,0.7317508899,1.5682309357,2.0203433484
mercury__pma_t30__1,1.54946515,0.6018434937,1.1398832146,1.8016792084,2.5446145027
mercury__pma_t60__1,-2.2028732269,-0.1809248743,-0.2413552636,0.0500444068,0.3477289053
mercury__ctrl_t00__2,0.1878641191,0.46364679410000004,0.2330483082,0.0297847907,0.1902446635
mercury__ctrl_t10__2,0.0373167897,-0.18836125210000002,-0.0089172244,0.3972228344,0.041324507100000005
mercury__ctrl_t30__2,0.7410524766000001,0.940911856,0.7318770084,0.912660142,0.4144252706
mercury__ctrl_t60__2,1.3377201392,1.1069879548000001,0.9571624503,1.0570243139,0.5606248478
mercury__hg_t10__2,2.1712265412,3.3315372884,0.4484389534,1.8876187785,1.0713850867999999
mercury__hg_t30__2,0.4585170367,1.2198591307,0.9328168329000001,1.8816355266,2.2075885504
mercury__hg_t60__2,-1.7705549865,-0.2369315323,-0.484697823,-0.0718488295,0.3798847631
mercury__pma_t10__2,2.6302349901,-0.1037187039,0.6571177823000001,1.6670582077,2.0351277751
mercury__pma_t30__2,1.4574662182,0.7518688638000001,1.0978734103,1.736910881,2.4043293488
mercury__pma_t60__2,0.1987996359,1.2420243241,0.6959155895,0.2198669366,0.4541029317
mercury__ctrl_t00__3,0.0160907612,0.23438894200000002,0.0641156906,0.0060777911,0.35049004380000004
mercury__ctrl_t10__3,-0.0981979925,-0.1566671493,0.144920461,0.0278933715,0.0585140228
mercury__ctrl_t30__3,0.8018072058,0.8194989067,0.7116817532,0.7563251934,0.6845521102000001
mercury__ctrl_t60__3,1.1452057039,0.8116561215,1.0023854423,0.7649805315,0.4953964974
mercury__hg_t10__3,3.3598108546,4.0957777456,0.9312444316,2.3717706035,1.7679593324
mercury__hg_t30__3,1.53075677,1.8971190389,0.36605660160000003,2.1145614443,1.5277165569
mercury__hg_t60__3,-0.8888482321000001,0.3898203595,0.3672092288,0.6661136857000001,1.0760059396
mercury__pma_t10__3,2.2484629728,-0.1090529352,0.7929135712000001,1.6978572576,2.0206723005
mercury__pma_t30__3,1.4284570981,0.5268324608,1.1583619558,1.8760310815,2.3532224332
mercury__pma_t60__3,0.3467006255,1.4146076251,0.9497837058,0.3842670025,0.5930099027
ml_abx__az_lolcde__1,0.0285492463,0.059690080900000005,0.4830761994,0.1133381588,0.3814572976
ml_abx__az_lolcde__2,-0.2528264333,-0.30853503400000004,0.30156628280000003,0.1881255996,0.4262951481
ml_abx__az_lolcde__3,-2.6155783705999998,-0.3165507951,0.42782670300000003,0.15538028780000002,0.5563501984
ml_abx__b01__1,0.3773159298,0.29231017,0.39543730600000004,-0.020530692,0.4361820128
ml_abx__b01__2,0.4517407425,0.39982938430000003,0.41836708780000004,0.0046478148,0.3285288704
ml_abx__b01__3,-1.0597120867,-0.4007483109,-0.1179732129,0.028330350900000002,0.0763668177
ml_abx__cro__1,0.15077260010000001,0.3379176749,0.6456837166,0.1959769225,0.0733893241
ml_abx__cro__2,-0.2458411634,-0.3058143412,0.020334017700000002,-0.0481692036,0.1747134595
ml_abx__cro__3,-1.6051394251,-0.5854893625,-0.7415920503,-0.0885839598,-0.680395176
ml_abx__chl__1,-0.9292025995000001,-0.5987432615,-2.0055320529,-0.1808788447,-1.6603668686000002
ml_abx__chl__2,0.1663233069,-0.7290324107,-2.0188977214,-0.1867640401,-1.7239317492000001
ml_abx__chl__3,-0.41930745210000003,-0.2715804826,-2.1674257628,-0.0667193897,-1.5342433915
ml_abx__cip__1,-0.2538429219,-0.7828003091,0.0815929926,-0.24460813620000002,-0.4208331242
ml_abx__cip__2,-0.1300573806,-0.7683922953000001,0.08923262200000001,-0.17164342400000002,-0.2650512741
ml_abx__cip__3,-1.8042113916,-1.8186002937999999,-1.3783720615,-0.8146586292,-1.006512052
ml_abx__clr__1,-1.3401894338,-0.0750050233,-2.3137715327,0.0814195258,-1.1775976788
ml_abx__clr__2,-0.36200497470000004,-0.0852209565,-1.9282572109,-0.0905303248,-1.2282263506
ml_abx__clr__3,-1.0727283763,-0.3733755505,-2.3836534649,-0.0851903631,-1.6201046341
ml_abx__cst__1,-0.0208922734,0.0776665508,0.6298408886,0.2278837673,0.0399233375
ml_abx__cst__2,0.33960666910000004,0.0298828917,0.29707475850000004,-0.0700118696,0.320377782
ml_abx__cst__3,-1.8899495318000001,-0.4336499165,0.0291792552,-0.0026897409000000002,0.0701729878
ml_abx__ctrl__1,0.49625937700000006,0.5626212169,0.7054484189,0.23764926760000002,0.1040138681
ml_abx__ctrl__2,0.6929575866000001,0.6450122498,0.8085115663,0.3965433333,0.0640556097
ml_abx__ctrl__3,0.4553757257,-0.13635022100000002,0.17345582310000002,0.0474842254,0.3597530644
ml_abx__ctrl__4,-0.2796046514,0.0789750651,0.13437800090000002,-0.0833140582,0.2696540637
ml_abx__ctrl__5,-0.6532937075,-0.3825926099,-0.8744217776000001,-0.26943513150000004,-0.4098154013
ml_abx__ctrl__6,-0.7116943304000001,-0.7676657009000001,-0.9473720315,-0.3289276365,-0.38766120460000003
ml_abx__dox__1,-1.7980767725,-0.7311221847,-2.3662180537,-0.1875439506,-1.5423730793
ml_abx__dox__2,-0.09179188590000001,-0.3458112215,-2.3236670402,-0.35969460410000004,-1.4695536404
ml_abx__dox__3,-1.4293391761,-0.0939244131,-2.8771616966,-0.1401500563,-1.6053455633
ml_abx__glob__1,0.0050333007,-0.11578979610000001,0.5369715087,0.1590812108,0.1992457981
ml_abx__glob__2,-0.2617691118,-0.37421773700000005,0.3341408295,0.2690139722,0.4396752835
ml_abx__glob__3,-1.4622207637,-0.8316642121000001,-0.7349717991,-0.1373653742,-0.2346526679
ml_abx__lvx__1,-0.07025201040000001,-0.0482149981,0.34486833180000004,0.1255074353,-0.5084939931
ml_abx__lvx__2,0.423374564,-0.9133284604,-0.28208326310000004,-0.39750759080000003,-0.4306467109
ml_abx__lvx__3,-1.1203636613,-1.2691741086000001,-1.0861452167,-0.5617896255,-1.0801756655
ml_abx__mec__1,0.1955952401,-0.0480772396,0.5661412100000001,0.251383102,0.0609362269
ml_abx__mec__2,-0.8450842124,-0.39435097960000004,-0.0651113801,0.07800416140000001,0.21740320500000002
ml_abx__mec__3,-1.6177652334000001,-0.9708022442,-0.7436684022000001,-0.2500606952,-0.0781329557
ml_abx__mem__1,0.9702963493000001,0.8050814557,0.8999502608000001,0.3925508619,0.15435473530000002
ml_abx__mem__2,0.2774568378,-0.40001307540000003,-0.09513376400000001,-0.0423667137,0.2502753705
ml_abx__mem__3,-0.8545154872,-1.0141851455,-1.2082722878,-0.2559211031,-0.4821889673
ml_abx__nit__1,-0.7360637371000001,0.9305980874,-1.2350304105,0.4363745484,-0.3028139235
ml_abx__nit__2,0.1117765052,1.9723058102,-1.2483620027,1.3323529028,-0.3033122822
ml_abx__nit__3,-0.0363120581,2.1094070146,-1.0800861109,1.1954072202,-0.47139125070000004
ml_abx__ntx__1,3.150799694,2.7636874606,0.4955833155,0.4375875386,-0.3098739855
ml_abx__ntx__2,5.1474435991,3.1209604975,0.6909707512000001,1.1741306049,0.3208177025
ml_abx__nor__1,-0.3925241472,-0.7621862576,-0.12965413850000002,-0.09703836660000001,-0.6750461635
ml_abx__nor__2,-0.5624407277,-0.8373590496000001,-0.0501167769,0.0700789736,-0.610251041
ml_abx__nor__3,-1.715140581,-1.4422408489,-1.2682282927,-0.5091768864,-1.1856493635
ml_abx__pb__1,-0.6375925684,0.4655540449,0.5175511831,0.4455388477,0.3943316598
ml_abx__pb__2,0.44608591870000003,0.4365428136,0.7346263860000001,0.2107190756,0.538264615
ml_abx__pb__3,-0.48421322400000005,0.2475013875,0.6846123414,0.2857122562,0.5603618113000001
ml_abx__tmp__1,-0.6768985616000001,-0.9411927214,-0.5284861864,-0.3429935833,-0.4463675507
ml_abx__tmp__2,1.1030551055,-1.2377409802,-2.0459099026,-0.44623908830000003,-1.4271616859
ml_abx__tmp__3,0.1802453818,-1.1671262467,-2.2918574622,-0.3997511147,-1.6228852951000001
mut_abx__del_mutS_000nor__1,-0.7784973900000001,0.1306973334,-0.2783186753,-0.055461178800000004,-0.0473111961
mut_abx__del_mutS_000nor__2,0.0077754472000000005,0.054860372000000004,0.0150912148,0.063188917,0.1262601475
mut_abx__del_mutS_000nor__3,0.7707219429000001,-0.1855577054,0.2632274605,-0.0077277382000000006,-0.07894895140000001
mut_abx__del_mutS_125nor__1,-1.3698446187,-0.033803264900000005,-0.2794547532,-0.0416084139,-4.6057900000000005e-05
mut_abx__del_mutS_125nor__2,-1.9828280466,-0.22471694790000002,-0.4831700635,-0.11555420890000001,0.0725508623
mut_abx__del_mutS_125nor__3,-2.2517056933,-0.2424147716,-0.4296482438,-0.1066361195,-0.0713598609
mut_abx__del_mutS_250nor__1,-1.8258746884,-0.29117844870000004,-0.3545829487,0.048267439700000005,-0.0010465504
mut_abx__del_mutS_250nor__2,-0.8968829509,-0.4106366429,-0.1639474293,0.0018525778,0.5007099067
mut_abx__del_mutS_250nor__3,-2.3476316349,-0.5911972123,-0.5312395673,-0.092700314,-0.10484140880000001
mut_abx__del_mutS_375nor__1,-2.5224646059999998,-0.5034643652,-0.3478085801,0.09953290570000001,-0.8599019372000001
mut_abx__del_mutS_375nor__2,-1.0345877071,-0.3457215363,-0.39149335490000003,-0.0075562045,-0.6915878779
mut_abx__del_mutS_375nor__3,-2.716168241,-0.4351758323,-0.2589645386,-0.0535015053,-0.8269413692
mut_abx__del_mutS_500nor__1,-2.5154644123,-0.3539140176,0.0805379688,-0.1885763397,-1.5585454828
mut_abx__del_mutS_500nor__2,-2.4909726241,-0.3639614767,0.0080194573,-0.0604278891,-1.4431880291999999
mut_abx__del_mutS_500nor__3,-2.1859513853,-0.4842526419,0.2160313015,-0.0045610084,-1.0886093466
mut_abx__del_mutS_625nor__1,-1.1099837154,-0.18332877390000002,0.6661011256,-0.016108022,-1.5028209724
mut_abx__del_mutS_625nor__2,-1.7568966584,0.116721352,0.4170980359,-0.2800834511,-2.072654238
mut_abx__del_mutS_625nor__3,-1.1841392233,0.11170537700000001,0.8270835018,-0.1982562705,-2.092881539
mut_abx__del_mutS_750nor__1,-1.1706244386,-0.14177676890000002,0.7693926510000001,-0.2541857442,-1.9628220974000001
mut_abx__del_mutS_750nor__2,-1.8007604418,-0.49821834880000004,0.5202060185,-0.45056661680000004,-2.0977990705
mut_abx__del_mutS_750nor__3,-1.4910010672,-0.2725584045,0.6632248282000001,-0.0750109027,-1.8215561803
mut_abx__del_mutS_875nor__1,-0.8829321243,-0.3726333505,-0.24902700090000002,-0.6644133852,-2.3769874964
mut_abx__del_mutS_875nor__2,-0.6400429227000001,-0.2653260872,0.5273812172,-0.45121876980000003,-2.2468886075
mut_abx__del_mutS_875nor__3,-1.0118742031,-0.3347621467,0.2364957188,-0.4097995378,-2.2262313116
nit_yeaG__wt_Nminus__1,-1.2333677584,-0.5949005806000001,0.0309931672,-0.019785609500000002,0.4941912298
nit_yeaG__wt_Nminus__2,1.2333677584,0.5949005806000001,-0.0309931672,0.019785609500000002,-0.4941912298
nit_yeaG__wt_Nplus__1,-2.2021702233,-0.3959352665,1.3543953144,-2.3860778164,-2.0636413439
nit_yeaG__wt_Nplus__2,-3.0811178813,-1.4081846729,0.4485548958,-2.5564109059,-2.4393446461
nit_yeaG__del_yeaG_Nminus_24h__1,-1.8086481641,0.36199324190000004,0.555010074,1.242086653,-0.9715046055000001
nit_yeaG__del_yeaG_Nminus_24h__2,-2.377616318,0.4679158443,-0.2508974452,0.7278947457,-1.1247031454
nit_yeaG__del_yeaG_Nminus_24h__3,-3.3293197918,-0.5611555716000001,-0.3399790887,0.8845140994,0.9210299252
nit_yeaG__del_yeaG_Nminus__1,-0.2407880501,-0.1974791633,-0.370889028,-0.08926484080000001,0.0669461692
nit_yeaG__del_yeaG_Nminus__2,1.1002792923,0.506300525,0.15347917120000001,-0.1528953651,-0.43152757070000003
nit_yeaG__del_yeaG_Nplus__1,-2.4369083156,-0.7338353693,1.1617031543,-2.2669204384,-2.2254236705
nit_yeaG__del_yeaG_Nplus__2,-2.9420915339,-1.6686551928000002,0.2373367502,-2.7348860451,-2.7114647659
opex__amp__1,2.0692164828,0.5195551076,0.0679354741,0.3838313921,0.24146719900000002
opex__amp__2,0.5642294371000001,0.1046022878,0.1609909151,-0.0848273247,-0.10060556970000001
opex__amp__3,0.26755799950000003,-0.39425461040000004,-0.4129649771,-0.26161468190000003,0.1078679351
opex__bak_amp__1,0.8787953328,0.30117777830000003,-0.3149986869,0.6230359283,0.47746935430000004
opex__bak_amp__2,-0.6857564879,-0.3976979235,-0.3425767087,-0.247279042,-0.0502576098
opex__bak_amp__3,-0.681284247,0.2969676456,-0.01439293,-0.1310028385,-0.0106350319
opex__bak_kan__1,0.2131843827,0.0741317578,-0.0773205613,-0.2735800836,0.0243728223
opex__bak_kan__2,1.1028031242,0.3758804129,-0.43481088840000004,0.8798145191000001,0.3921989802
opex__bak_kan__3,-1.1409954317,0.1663275202,-0.5011111093,-0.1213631268,-0.1014233845
opex__bak_nor__1,-0.5571150079,0.19925646160000002,-0.21035824590000002,-0.1697050906,0.0429158729
opex__bak_nor__2,-0.4351661778,0.4765610773,-0.0005018118000000001,-0.13761315940000002,0.2884838945
opex__bak_nor__3,-0.5837521681,0.3794902338,-0.3125148204,-0.2371922505,-0.16654135080000002
opex__bak_rif__1,0.9330683168,0.2512368501,-0.22613191870000002,0.137592547,0.1368928356
opex__bak_rif__2,1.2341378197,0.3909342932,-0.010435496300000001,-0.058018850600000005,-0.059904080500000005
opex__bak_rif__3,1.9264414189,0.5980676582000001,-0.35862155490000003,0.0844700478,0.008870666900000001
opex__chx_amp__1,-0.2538924708,-0.0032128340000000003,-0.0786127747,0.2742076285,0.066262821
opex__chx_amp__2,2.3461492504,0.5252893362000001,-0.0030510743,0.2737278755,-0.0711748911
opex__chx_amp__3,0.1522962703,0.2289458254,-0.029067032000000003,0.0824370501,0.0077560973000000005
opex__chx_kan__1,0.459025569,0.0325564982,-0.2942240682,0.5042081478,0.2013674718
opex__chx_kan__2,-0.3000349232,0.1756148214,-0.2460029796,0.1490608639,0.1622261505
