,A,NrdR
cstr_pfr__pfr_P5_0005m__1,0.9983246304000001,-0.0186949314
cstr_pfr__pfr_P5_0010m__1,0.8903001198,-0.08700662370000001
cstr_pfr__pfr_P5_0025m__1,1.0576519820999999,0.12742650390000002
cstr_pfr__pfr_P3_0025m__1,0.2723582512,-0.0023454365
cstr_pfr__pfr_P1_0025m__1,-0.0175178539,0.10874860360000001
cstr_pfr__pfr_P5_0045m__1,0.8397179224,0.2191564316
cstr_pfr__pfr_P5_0120m__1,1.5020974634000002,0.0761541771
cstr_pfr__pfr_P3_0120m__1,1.2528100218,-0.0172957979
cstr_pfr__pfr_P1_0120m__1,0.5251915009,0.1072212926
cstr_pfr__pfr_P5_0210m__1,1.1837455308,0.07640615440000001
cstr_pfr__pfr_P5_1500m__1,1.01530683,0.1191722476
cstr_pfr__pfr_P3_1680m__1,0.31251149910000003,0.09907357950000001
cstr_pfr__pfr_P5_1680m__1,0.7633703247,0.10935500170000001
cstr_pfr__pfr_P1_1680m__1,0.3388617674,0.1195058692
cstr_pfr__str_0005m__2,-0.28050933440000003,0.0487132754
cstr_pfr__str_0010m__2,-0.4109906298,0.18888517270000002
cstr_pfr__str_0025m__2,-0.2275341032,0.1951722307
cstr_pfr__str_0045m__2,-0.09198932,0.2624323579
cstr_pfr__str_0075m__2,0.7608857709,0.1621291259
cstr_pfr__str_0120m__2,0.7355822332,0.2906710938
cstr_pfr__str_0210m__2,0.4180985049,0.2279045664
cstr_pfr__str_0330m__2,0.3981458197,0.2558165233
cstr_pfr__str_1500m__2,-0.0041379143,0.08859239470000001
cstr_pfr__str_1560m__2,0.2123085882,0.1192088468
cstr_pfr__str_1680m__2,-0.0598570464,0.29722331550000003
cstr_pfr__str_ref1__2,0.028370150900000002,-0.0168008932
cstr_pfr__str_ref2__2,0.05634716100000001,-0.0709811734
cstr_pfr__str_ref3__2,0.1138218364,-0.1680041725
cstr_pfr__pfr_P5_0005m__2,0.42183835740000003,0.010092030200000001
cstr_pfr__pfr_P5_0010m__2,0.6468046473,0.156345268
cstr_pfr__pfr_P5_0025m__2,0.4246810237,0.0646026546
cstr_pfr__pfr_P3_0025m__2,0.3849907086,0.1258795475
cstr_pfr__pfr_P1_0025m__2,0.0712943025,0.2531947437
cstr_pfr__pfr_P5_0045m__2,1.0929604102,0.5572161034
cstr_pfr__pfr_P5_0120m__2,1.6327044427000001,0.22926752290000002
cstr_pfr__pfr_P3_0120m__2,1.3443736125,0.08084086480000001
cstr_pfr__pfr_P1_0120m__2,0.8917678099,0.1923573527
cstr_pfr__pfr_P5_0210m__2,0.7130625925,0.0656393597
cstr_pfr__pfr_P5_1500m__2,0.9409967934000001,0.2847123807
cstr_pfr__pfr_P3_1680m__2,0.7471933147,0.23896517390000002
cstr_pfr__pfr_P5_1680m__2,0.1214109757,0.23037547930000002
cstr_pfr__pfr_P1_1680m__2,0.20226823230000002,0.3703285556
darobactin__daro_30m__1,-3.6871810205,0.3231298166
darobactin__daro_30m__2,-3.2077518519,0.0964145611
darobactin__solv_1h__1,-4.1879039311,0.0693724871
darobactin__solv_1h__2,-5.2750612343,0.2422464892
darobactin__daro_1h__1,-3.8048595288,0.431681203
darobactin__solv_1h__3,-3.1087677103,0.3852833235
darobactin__daro_1h__2,-1.2496793812,0.233951666
darobactin__daro_1h__3,-0.36395214060000003,0.4671199734
darobactin__daro_30m__3,-3.3392149245000002,0.1155753889
darobactin__solv_30m__1,-3.5254576851,0.0467732524
darobactin__solv_15m__1,0.7399981913,-0.1712535066
darobactin__solv_15m__2,-0.9423283098,0.151627712
darobactin__daro_15m__1,-0.126369574,-0.3610751875
darobactin__solv_15m__3,0.20233011850000002,0.0196257946
darobactin__daro_15m__2,2.1074142835,0.0228274153
darobactin__daro_15m__3,2.8344757455,0.3175499372
darobactin__solv_30m__2,-4.4310992828,-0.2725419013
darobactin__solv_30m__3,-5.666058218,-0.11694145580000001
ddp__pNT3_aroP__1,-1.4676833042,1.4821594425
ddp__pNT3_aroP__2,-0.0563814016,1.7558745672
ddp__pNT3_bamC__1,1.1095086583,2.3008037614
ddp__pNT3_bamC__2,1.3879873372,2.137963009
ddp__pNT3_cusA__1,0.4100261168,2.5402050459
ddp__pNT3_cusA__2,0.3813081626,2.7826770567
ddp__pNT3_hemX__1,1.674251825,1.273172222
ddp__pNT3_hemX__2,1.5898958427,1.3844440535
ddp__pNT3_empty__1,0.0053096415,-0.0749925191
ddp__pNT3_empty__2,-0.0053096415,0.0749925191
ddp__pNT3_topA__1,-0.6252456213,3.5074547963000002
ddp__pNT3_topA__2,-0.2861518252,3.6676360734999998
ddp__pNT3_yicR__1,-0.3596435556,1.2282720941
ddp__pNT3_yicR__2,-0.7477898846000001,1.6165162464
ddp__pNT3_yqjD__1,2.2290467616,0.5707392752
ddp__pNT3_yqjD__2,2.4630661773,0.7909492251
ecomics__del_gabT__1,1.3156663299,0.0730569034
ecomics__del_gabT__2,-1.3156663299,-0.0730569034
ecomics__del_putP__1,0.8871788625,-0.0998168294
ecomics__del_putP__2,0.2730104022,-0.08521747860000001
ecomics__del_entF__1,-6.0672561163,-0.2387983249
ecomics__del_entF__2,-0.5219451544,-0.21636648830000002
ecomics__del_entF__3,-1.6992820778,-0.0649634832
ecomics__del_cysA__1,-3.7115827891,-0.5191973789000001
ecomics__del_cysA__2,-2.3831755964,-0.5513079476
elyC__wt_21C__1,0.455701297,-0.196753275
elyC__wt_21C__2,0.6467790523,-0.2246965092
elyC__wt_21C__3,0.3750539442,-0.2079053243
elyC__wt_37C__1,-0.4801343374,0.0773560736
elyC__wt_37C__2,0.8010805803000001,-0.0530560151
elyC__wt_37C__3,-0.320946243,-0.024300058500000003
elyC__delelyC_21C__1,0.39414299150000004,-0.31596110580000003
elyC__delelyC_21C__2,0.9932841541,-0.2747695401
elyC__delelyC_21C__3,0.43156818560000004,-0.3803585653
elyC__delelyC_37C__1,0.15821804180000001,0.0272658635
elyC__delelyC_37C__2,0.4854112338,0.015604136000000001
elyC__delelyC_37C__3,-0.41758137640000004,0.1593921185
evo_acid_w__F9_2__1,0.9811499107,0.6605537371
evo_acid_w__F11_1__1,0.7496438125,0.3433666305
evo_acid_w__F11_1__2,1.22895258,-0.042972713
evo_acid_w__F11_1__3,0.9970750277,0.1939355231
evo_acid_w__wt__1,2.7943001262,-0.6602119601
evo_acid_w__F11_2__1,-2.6825962793,0.9420846841
evo_acid_w__B11_2__1,-2.623070951,0.0785800108
evo_acid_w__F11_2__2,-3.207698158,1.4642576909
evo_acid_w__wt__2,2.0318181425,0.0029297988000000002
evo_acid_w__B11_1__1,-4.2702625424,0.0826052068
evo_acid_w__H9_1__1,5.8845860369,-1.8705996948
evo_acid_w__H9_2__1,-0.6370058279,0.7694479258
evo_acid_w__B11_2__2,-2.3728188728,-0.06603653350000001
evo_acid_w__wt__3,2.006299643,0.1566204501
evo_acid_w__H9_2__2,-0.49467090550000004,0.8711501456
evo_acid_w__B11_2__3,-2.6948216693,0.0499916896
evo_acid_w__F11_2__3,-2.7386031802,1.3767825894
evo_acid_w__F9_2__2,1.1682997043,0.463919717
evo_acid_w__wt__4,-1.1899320543,-0.1423018172
evo_acid_w__wt__5,-0.6756824513,0.382282634
evo_acid_w__wt__6,-1.8344416086000002,0.2973149999
evo_acid_w__H9_1__2,6.1309773691,-2.0379186019
evo_acid_w__F9_1__1,2.8051893313000003,0.0417364016
evo_acid_w__F9_1__2,2.7940882929,-0.1082626047
evo_acid_w__B11_1__2,-4.5641893926,0.6109341768000001
evo_acid_w__H9_2__3,-1.7535202177,0.87526404
evo_acid_w__wt__7,-0.7434464173,-0.0575107877
evo_acid_w__F9_1__3,3.5551744585,-0.2927243538
evo_acid_w__F9_2__3,0.8698702235,0.40263676600000003
evo_acid_w__wt__8,-1.4538792387,-0.1322105014
evo_acid_w__B11_1__3,-4.4700870732,0.3247051106
evo_acid_w__wt__9,-0.9350361415,0.1530871836
evo_bz__c3_1_bz__1,5.693332083,-1.1206816686
evo_bz__c3_1_bz__2,2.2558111354,-0.6820288807
evo_bz__c3_1_bz__3,1.9439700622,-0.3086683098
evo_bz__c3_1_bz__4,1.8032715996,-0.48644580070000004
evo_bz__g5_1_bz__1,5.7072443259,-0.3945686761
evo_bz__g5_1_bz__2,4.4225286897,-0.3207698801
evo_bz__g5_1_bz__3,4.584738153,-0.511725255
evo_bz__g5_1_bz__4,2.2466686929,-0.1202209496
evo_bz__g5_1_bz__5,1.9921622402999999,0.044491049500000004
evo_bz__g5_1_bz__6,1.9511249286,0.051954666100000005
evo_bz__w3110d13__1,-0.3480275252,-0.21253542960000002
evo_bz__w3110d13__2,-0.0743232112,-0.5460108787
evo_bz__w3110d13__3,0.2110689232,0.19996710580000002
evo_bz__w3110d13__4,-0.0945487727,-0.0028883514
evo_bz__w3110d13__5,0.21598944620000002,0.22642924820000002
evo_bz__w3110d13__6,0.0898411397,0.3350383058
evo_bz__w3110d13_bz__1,3.5538466162,-0.8657704220000001
evo_bz__w3110d13_bz__2,4.3953975939,-1.577130043
evo_bz__w3110d13_bz__3,2.8385290382,-0.1879511388
evo_bz__w3110d13_bz__4,3.6172594892000003,-0.9741361747
evo_bz__c3_1_bz__5,5.8149915587,-1.3040070989
evo_bz__c3_1_bz__6,5.5803380414,-1.5541771672
evo_bz__g5_2_bz__1,4.277292166,-0.5060395514
evo_bz__g5_2_bz__2,4.0382467472,-0.2896770674
evo_bz__g5_2_bz__3,3.5355959642,-0.2900237893
evo_bz__g5_2_bz__4,3.1728804367,-0.6806591795
evo_bz__g5_2_bz__5,2.7114629269,-0.3823294815
evo_bz__g5_2_bz__6,4.0549070434,-0.8344283959000001
evo_bz__w3110d13_bz__5,2.8071358361,-0.30780112400000004
evo_bz__w3110d13_bz__6,2.7187703948,-0.27719288470000003
evo_bz__a1_1_bz__1,4.0603707685,-1.7081765222
evo_bz__a1_1_bz__2,3.5687815143,-0.9202339861000001
evo_bz__a1_1_bz__3,3.4607857155,-0.0398753752
evo_bz__a1_1_bz__4,2.0792956449,-0.4242168403
evo_bz__a1_1_bz__5,3.4047403202,-0.1146032607
evo_bz__a1_1_bz__6,3.4047061994,-0.1378699958
evo_metab__wt__1,3.1522444267,-0.054055567400000004
evo_metab__del_zwf__1,0.147875734,0.025256547600000002
evo_metab__zwf_ale1__1,-1.4090629735,0.2217091787
evo_metab__zwf_ale2__1,-1.6376189819,0.2819855107
evo_metab__del_ppk__1,-3.0881350182,-0.0180377855
evo_metab__ppk_ale1__1,-6.5535256777,0.116474245
evo_metab__ppk_ale2__1,-0.7511469225,0.0028369027
evo_metab__ppk_ale3__1,-0.8830612118000001,0.035663154600000004
evo_metab__del_dapF__1,2.7777071939,-0.3135173895
evo_metab__dapF_ale1__1,0.42366733910000004,-0.2444799376
evo_metab__dapF_ale3__1,-2.4278090665,-0.1091049594
evo_metab__del_entC__1,-0.4958783627,-0.4409110623
evo_metab__entC_ale1__1,-0.8138010415,-0.1934512652
evo_metab__entC_ale2__1,0.2790569641,0.09972877150000001
evo_metab__del_dgk__1,-1.0266045004,0.0774236484
evo_metab__dgk_ale1__1,-3.9156793356,0.3822111633
evo_metab__dgk_ale2__1,-1.9984551301,0.5335321186
evo_metab__dgk_ale3__1,1.2955474997,-0.31747665810000003
evo_metab__wt__2,-1.3190037178,-0.12251509170000001
evo_metab__del_zwf__2,0.45474907480000004,-0.008241432600000001
evo_metab__zwf_ale1__2,-4.471812418,0.31324276770000004
evo_metab__zwf_ale2__2,-3.7319759739,0.27871439600000003
evo_metab__del_ppk__2,-4.9008292198,-0.0584671754
evo_metab__ppk_ale1__2,-6.9103513474,0.5664501071
evo_metab__ppk_ale2__2,-6.2908212683,0.20989572780000001
evo_metab__ppk_ale3__2,-5.4772357581,-0.2752207732
evo_metab__del_dapF__2,2.6232115239000002,-0.3528841124
evo_metab__dapF_ale1__2,0.7925459653,-0.43943104040000003
evo_metab__dapF_ale3__2,2.0540568071,-0.1295898475
evo_metab__del_entC__2,-3.1337449331,-0.0755539897
evo_metab__entC_ale1__2,-2.0075292378,-0.055564362900000004
evo_metab__entC_ale2__2,-4.8185130851,0.2141809143
evo_metab__entC_ale3__1,-4.9440823992,0.2730029922
evo_metab__del_dgk__2,-1.6363353012,-0.0777833156
evo_metab__dgk_ale1__2,-5.3552957683,0.13942584090000001
evo_metab__dgk_ale2__2,-2.9027735156,0.0797003074
evo_metab__dgk_ale3__2,-1.8840595264000002,-0.0833963024
evo_metab__wt__3,-1.8332407089,0.1765706591
evo_metab__del_zwf__3,-1.8609057881000002,-0.3179898177
evo_metab__zwf_ale1__3,-3.6772688988,0.3597670046
evo_metab__zwf_ale2__3,-4.590904853,0.4307887019
evo_metab__del_ppk__3,-2.5993545833000002,0.46032238500000006
evo_metab__ppk_ale1__3,-4.7482179075,0.3860948608
evo_metab__ppk_ale2__3,-5.7373795886,0.2744440839
evo_metab__ppk_ale3__3,-5.1315549536,0.102650111
evo_metab__del_dapF__3,2.4827916527,-0.29197911460000003
evo_metab__dapF_ale1__3,1.192472526,-0.33142261370000003
evo_metab__dapF_ale3__3,1.819600485,-0.131761907
evo_metab__del_entC__3,-1.2968736002,-0.0154061462
evo_metab__entC_ale1__3,-2.0594295918,0.041700322500000005
evo_metab__entC_ale2__3,-2.264816675,-0.0120736841
evo_metab__entC_ale3__2,-4.8970902327,0.1760424717
evo_metab__del_dgk__3,-1.6688992608,0.2561504698
evo_metab__dgk_ale1__3,-2.8420210734999998,0.06562131260000001
evo_metab__dgk_ale2__3,-2.2182672536,0.2514554236
evo_metab__dgk_ale3__3,-0.2527417772,-0.3497059725
flag_reg__wt__1,0.154009175,0.0720292365
flag_reg__del_fliA__1,1.5346076721,0.2061478313
flag_reg__del_flhC__1,0.47589944770000003,-0.11799186760000001
flag_reg__del_flhD__1,0.4013054736,-0.2829194143
flag_reg__wt__2,-0.154009175,-0.0720292365
flag_reg__del_fliA__2,0.3794798956,-0.0056324583000000004
flag_reg__del_flhC__2,1.7003146497000001,0.1744307021
flag_reg__del_flhD__2,0.0535031979,0.2102016093
flgM__27C__1,1.5042333595000001,-0.5587489138
flgM__27C__2,-0.3406121566,-0.3809352653
flgM__27C__3,-0.22407635820000002,-0.4684317331
flgM__32C__1,-3.2550943028,-0.1738978716
flgM__32C__2,-1.4254388949,-0.27127162050000003
flgM__32C__3,-0.28487029480000003,-0.3500080024
flgM__37C__1,-1.1235111864,-0.0543390494
flgM__37C__2,-0.5632120580000001,0.0109762381
flgM__37C__3,1.6867232444,0.043362811200000004
flgM__42C__1,2.4424860166,0.2635837041
flgM__42C__2,1.7956105979,0.1963151223
flgM__42C__3,-0.040289986800000004,0.4004653602
histone__untreated__1,0.695530007,0.025426397
histone__untreated__2,-1.1226510552,-0.07685646210000001
histone__untreated__3,0.4271210482,0.051430065100000005
histone__10ug_H2A__1,-0.1053809887,0.0579133716
histone__10ug_H2A__2,-0.3553316845,-0.052423124700000004
histone__10ug_H2A__3,0.2012064765,-0.050279602300000004
histone__50ug_H2A__1,2.6027617975,-0.0609239861
histone__50ug_H2A__2,1.7067867195000002,-0.025163914000000003
histone__50ug_H2A__3,0.4597100042,0.0675730409
histone__100ug_H2A__1,2.6965479163,0.020301144400000002
histone__100ug_H2A__2,2.263687528,-0.0349307167
histone__100ug_H2A__3,1.6648827251,-0.0536243522
hns__del_hns_spike__1,-4.6956032712999995,-0.0629938578
hns__del_hns_spike__2,-3.5009873079,0.013734413000000001
hns__del_hns__1,-4.6163763676,0.08205807
hns__del_hns__2,-3.8386764712,-0.1151765154
hns__wt_spike__1,-0.594524818,0.236984836
hns__wt_spike__2,0.3745565112,-0.4706507689
hns__wt__1,0.0813570036,0.1586960776
hns__wt__2,-0.0813570036,-0.1586960776
hns_stpA__evo100G4_delhns_delstpA__1,-1.8519227337,-1.6563790608
hns_stpA__evo100G4_delhns_delstpA__2,-1.9772802751,-1.54953494
hns_stpA__evo100G12_delhns_delstpA__1,-1.4998707424,-0.8736309785
hns_stpA__evo100G12_delhns_delstpA__2,-0.9333576893000001,-1.5590203924
hns_stpA__delhns_delstpA_delrpoS__1,-0.8587881913000001,-1.0163641855
hns_stpA__delhns_delstpA_delrpoS__2,-0.7150107758,-1.3245277912
hns_stpA__wt__1,-0.1333300284,0.3660076939
hns_stpA__wt__2,0.1333300284,-0.3660076939
hns_stpA__delhns_delstpA__1,-1.1336667567,-2.6122505641
hns_stpA__delhns_delstpA__2,-1.1102316054,-2.2653348993
hu__wt_log_pH7__1,-1.1878417028000001,-0.12680680090000002
hu__wt_log_pH7__2,1.7130444748,0.26519218040000003
hu__wt_log_pH7__3,-2.2411677448,0.4374798378
hu__wt_lag_pH7__1,-0.544710005,-0.2708218786
hu__wt_lag_pH7__2,-1.1862387754000001,-0.2787489661
hu__wt_lag_pH7__3,1.7309487803999999,0.5495708447000001
hu__delhupA_lag_pH7__1,0.5260931306000001,0.2693921953
hu__delhupA_lag_pH7__2,-0.7863172207,-0.190839207
hu__delhupA_lag_pH7__3,5.1650931797,0.7889779488
hu__delhupB_lag_pH7__1,-0.1957340125,0.034831365100000004
hu__delhupB_lag_pH7__2,-0.6063350774,-0.0497796825
hu__delhupB_lag_pH7__3,4.5311635631,0.5407076287
hu__delhupAhupB_lag_pH7__1,3.9103739083,0.3050621335
hu__delhupAhupB_lag_pH7__2,1.6505236201,0.2850017781
hu__delhupAhupB_lag_pH7__3,8.1993041725,1.0426104239
hu__hupAE34K_hupB_lag_pH7__1,-0.9427867542,0.09330742930000001
hu__hupAE34K_hupB_lag_pH7__2,-1.213318266,0.2197656815
hu__hupAE34K_hupB_lag_pH7__3,3.0265222753,0.3345481225
hu__hupAE34K_delhupB_lag_pH7__1,-0.2407525993,0.155140786
hu__hupAE34K_delhupB_lag_pH7__2,-0.037871434,0.1071535022
hu__hupAE34K_delhupB_lag_pH7__3,3.5436121657,0.6716913407
hu__wt_lag_pH5__1,4.5169729219,0.44898826220000004
hu__wt_lag_pH5__2,5.0157397121,0.7876338162000001
hu__wt_lag_pH5__3,5.6921791416000005,0.7488817667000001
hu__delhupA_lag_pH5__1,4.6102483432,0.2923152718
hu__delhupA_lag_pH5__2,5.77728762,0.9209818460000001
hu__delhupA_lag_pH5__3,6.5114250125,0.7461761422000001
hu__delhupAhupB_lag_pH5__1,7.8664546629,0.3937313423
hu__delhupAhupB_lag_pH5__2,7.883412828,0.8148392288
hu__delhupAhupB_lag_pH5__3,10.5446723214,0.9908467376000001
hu__hupAE34K_hupB_lag_pH5__1,4.2594532922,0.4719363797
hu__hupAE34K_hupB_lag_pH5__2,6.4533506567,1.0706046067
hu__hupAE34K_hupB_lag_pH5__3,6.8991508705,0.9810261356000001
hu__hupAE34K_delhupB_lag_pH5__1,6.578265723,0.827949178
hu__hupAE34K_delhupB_lag_pH5__2,5.1687452302,0.8458576212000001
hu__hupAE34K_delhupB_lag_pH5__3,6.5472610932,0.9588156169000001
hyperpersistence__low_GFP__1,0.3219032996,-1.698017515
hyperpersistence__wt__1,0.2362615884,-0.0496059415
hyperpersistence__high_GFP__1,0.319468676,-1.5704538927
hyperpersistence__pth_mut__1,1.8062957134,-0.18414819940000002
hyperpersistence__pth_mut__2,2.0094592507,-0.0550961908
hyperpersistence__metG_mut__1,4.0549239014,-0.022329082400000002
hyperpersistence__metG_mut__2,2.3355001015,-0.3447645901
hyperpersistence__high_GFP__2,0.8509382056,-1.5497077464
hyperpersistence__wt__2,-0.2362615884,0.0496059415
hyperpersistence__low_GFP__2,-1.5108585491,-1.4626367161
kan_efg__cpxAF218Y__1,-1.0782478164,-0.4041350454
kan_efg__cpxAF218Y__2,-0.1856516204,-0.2988814958
kan_efg__cyaAN600Y__1,-0.621015051,-0.052098064400000005
kan_efg__cyaAN600Y__2,0.6052346638,0.0758923917
kan_efg__fusAA608E__1,1.0659736237,-0.1056610739
kan_efg__fusAA608E__2,1.1636264343,-0.3801165393
kan_efg__fusAA608E_cpxAF218Y__1,2.8039634748,-0.0666814194
kan_efg__fusAA608E_cpxAF218Y__2,1.4777378613,-0.1276712583
kan_efg__fusAA608E_cyaAN600Y__1,-0.8876488378,-0.2178420684
kan_efg__fusAA608E_cyaAN600Y__2,-0.1994137674,-0.0930470699
kan_efg__fusAA608E_rpoDL261Q__1,0.049561873000000006,0.2728319667
kan_efg__fusAA608E_rpoDL261Q__2,1.1576232866,0.4580953687
kan_efg__fusAA608E_topAS180L__1,2.6009164465,-0.3748761593
kan_efg__fusAA608E_topAS180L__2,2.2960377589,-0.6885811942000001
kan_efg__rpoDL261Q__1,-0.5399773285,0.4093021213
kan_efg__rpoDL261Q__2,0.3391252241,0.43861431110000004
kan_efg__wt__1,0.1377293917,-0.09436778300000001
kan_efg__wt__2,-0.1377293917,0.09436778300000001
lrp__wt_min_log__1,-0.18625243290000001,0.0620020388
lrp__wt_min_log__2,0.18625243290000001,-0.0620020388
lrp__wt_min_trans__1,-5.1443478349,0.4076232703
lrp__wt_min_trans__2,-6.0438381859,0.5974600315
lrp__wt_min_stat__1,9.0588780136,-2.0899085606
lrp__wt_min_stat__2,10.0465996028,-1.727232329
lrp__wt_liv_log__1,-2.3766058741,-0.0945212259
lrp__wt_liv_log__2,-2.9710553942,-0.1351187476
lrp__wt_liv_trans__1,-7.2425421642,-0.6735955481
lrp__wt_liv_trans__2,-6.3522605184,-1.0829921739
lrp__wt_liv_stat__1,0.2968288126,-2.8677393196
lrp__wt_liv_stat__2,3.3886337808,-2.776371375
lrp__wt_rich_log__1,-1.6032494489,-0.2439303394
lrp__wt_rich_log__2,-2.1285114146,-0.1740284055
lrp__wt_rich_trans__1,-6.8321256962,-1.1093701499
lrp__wt_rich_trans__2,-8.5101865242,-0.3541576885
lrp__wt_rich_stat__1,-4.4084584136,-1.0334528088
lrp__wt_rich_stat__2,-1.6073949753,-1.0852991907
lrp__dellrp_min_log__1,-2.1601243615,-0.1861917559
lrp__dellrp_min_log__2,-1.8901860447,-0.1561623413
lrp__dellrp_min_trans__1,-6.7110325019,-0.4186327067
lrp__dellrp_min_trans__2,-6.0581602455,-0.0517922908
lrp__dellrp_min_stat__1,5.2537153295,-1.6863134444
lrp__dellrp_min_stat__2,5.2422101669,-2.4530900687
lrp__dellrp_liv_log__1,-2.9217641932,-0.0640067968
lrp__dellrp_liv_log__2,-1.9201656384999999,-0.060749796200000004
lrp__dellrp_liv_trans__1,-7.9322886717,-0.7153756777
lrp__dellrp_liv_trans__2,-7.6301480217,-0.5103818555
lrp__dellrp_liv_stat__1,0.844310993,-2.1073431252
lrp__dellrp_liv_stat__2,4.5115406081,-1.8408722175
lrp__dellrp_rich_log__1,-3.2774907078,-0.21711074760000001
lrp__dellrp_rich_log__2,-3.0919952628,-0.0179887752
lrp__dellrp_rich_trans__1,-8.3708287204,-0.3804283893
lrp__dellrp_rich_trans__2,-8.1175457516,-0.1933019618
lrp__dellrp_rich_stat__1,-7.8143961167,-0.2196563686
lrp__dellrp_rich_stat__2,-8.4091860946,0.1562547849
mazF_circuit__t0__1,-0.10002367000000001,0.2468867662
mazF_circuit__t2__1,-2.7015129891000003,-0.6031636771000001
mazF_circuit__t4__1,-6.1230145777,-0.8226406726000001
mazF_circuit__t6__1,-7.6973860948,-0.0031916035
mazF_circuit__t8__1,-6.6169573925,-0.3362837261
mazF_circuit__t0__2,0.10002367000000001,-0.2468867662
mazF_circuit__t2__2,1.1078366864,-0.9512166732
mazF_circuit__t4__2,-6.2167129508,0.1790335758
mazF_circuit__t6__2,-5.1400768943,0.093034328
mazF_circuit__t8__2,-8.5312689016,0.1660852616
mazF_ribo__emptyvec_mrna_5m__1,-0.2956015011,-0.024258996300000002
mazF_ribo__emptyvec_mrna_5m__2,0.2956015011,0.024258996300000002
mazF_ribo__mazF_mrna_5m__1,0.41229252520000004,0.4017841996
mazF_ribo__mazF_mrna_5m__2,0.16927882800000002,0.246602499
mazF_ribo__emptyvec_total_5m__1,1.8518675901,0.011027224
mazF_ribo__emptyvec_total_5m__2,-0.3130822418,0.24276671860000001
mazF_ribo__mazF_total_60m__1,-1.2532145625,-0.3026688151
mazF_ribo__mazF_total_60m__2,-3.0497859388,-0.328556141
mercury__ctrl_t00__1,0.1795943787,-0.1766142052
mercury__ctrl_t10__1,-0.9571297036,0.024019585000000003
mercury__ctrl_t30__1,-1.5251922059,0.0951129205
mercury__ctrl_t60__1,-1.8695264337,0.24893892320000002
mercury__hg_t10__1,7.0442953132,0.4494950371
mercury__hg_t30__1,6.5642471957,1.1691830101
mercury__hg_t60__1,2.3449326155,0.6400045606
mercury__pma_t10__1,2.8844820237,1.0647486958
mercury__pma_t30__1,2.2258552397,1.3323928755
mercury__pma_t60__1,1.1741211602,0.24843802850000002
mercury__ctrl_t00__2,-0.1341489561,0.0339759903
mercury__ctrl_t10__2,-0.47635864040000003,0.2569099156
mercury__ctrl_t30__2,-1.5869539059000002,0.2975557182
mercury__ctrl_t60__2,-2.7606775646,0.3202041447
mercury__hg_t10__2,7.0105705267,0.5456357846000001
mercury__hg_t30__2,5.1135329474,1.1456818209
mercury__hg_t60__2,3.0765999219,0.2414006683
mercury__pma_t10__2,3.3564966722,1.2568002912
mercury__pma_t30__2,2.1013728697,1.1682502924
mercury__pma_t60__2,-0.7985935897,0.2481435635
mercury__ctrl_t00__3,-0.0454454226,0.1426382149
mercury__ctrl_t10__3,-0.310442478,0.1662427595
mercury__ctrl_t30__3,-1.7060259379,0.5543869947
mercury__ctrl_t60__3,-2.5256218792,0.2531879247
mercury__hg_t10__3,5.8627701302,0.26567633420000003
mercury__hg_t30__3,8.3567112954,0.6899575164
mercury__hg_t60__3,2.9576897752,0.4944547843
mercury__pma_t10__3,3.1599102895,0.9189594178
mercury__pma_t30__3,1.7417326736,0.9868736998000001
mercury__pma_t60__3,-0.3332331448,0.2958145735
ml_abx__az_lolcde__1,3.8351070563,0.1302818814
ml_abx__az_lolcde__2,2.1763380871,-0.2250451514
ml_abx__az_lolcde__3,-0.3936191797,-0.31421615340000003
ml_abx__b01__1,-1.4977494863,0.2117757848
ml_abx__b01__2,-0.8416896416,0.254794888
ml_abx__b01__3,-2.4086230554,0.0389196697
ml_abx__cro__1,1.0964368555,-0.0215973873
ml_abx__cro__2,-0.0065517376,-0.0146305944
ml_abx__cro__3,-2.1908190777,-0.46155976
ml_abx__chl__1,-1.9673780390000002,-0.5164626493
ml_abx__chl__2,-2.2015045717,-0.4556983207
ml_abx__chl__3,-2.4453540504,-0.3904871424
ml_abx__cip__1,-2.2255081936,0.112132565
ml_abx__cip__2,-2.8779912704,-0.12564080600000002
ml_abx__cip__3,-2.7435061178,-0.3286954208
ml_abx__clr__1,-2.9210037925,-0.0838007489
ml_abx__clr__2,-3.4035350956,-0.3529320272
ml_abx__clr__3,-3.2384517518,-0.37993325780000003
ml_abx__cst__1,2.427699224,0.0616297717
ml_abx__cst__2,0.3688143041,0.0334483708
ml_abx__cst__3,-0.3387428456,-0.0854025306
ml_abx__ctrl__1,2.010425631,0.1209092398
ml_abx__ctrl__2,2.0085698224,0.06606595130000001
ml_abx__ctrl__3,-0.6403903547,0.0321803969
ml_abx__ctrl__4,-0.4155591193,0.0391732848
ml_abx__ctrl__5,-1.4150239187,-0.14948516450000002
ml_abx__ctrl__6,-1.5480220607000001,-0.1088437082
ml_abx__dox__1,-2.1902438634,-0.7008144740000001
ml_abx__dox__2,-2.9367681647,-0.8010153896000001
ml_abx__dox__3,-2.2358074944,-0.5476735465
ml_abx__glob__1,2.2920453429,0.1094009997
ml_abx__glob__2,1.1170310348,-0.0148787742
ml_abx__glob__3,-0.9743896799,-0.2746130999
ml_abx__lvx__1,-2.2398857458,0.43546630700000005
ml_abx__lvx__2,-2.3401180308000002,0.21106568350000002
