,A,CsrA,ModE,Fnr,CueR
nquinone__delubiC__2,2.9697342524,0.7837680205,-0.143685202,-0.60441007,-0.958237188
nquinone__ubiC_ale1__1,1.7540578651,0.6889614605000001,-0.009784791000000001,-0.43235832,-0.48504234500000004
nquinone__ubiC_ale1__2,1.7434339199000002,0.5533325905,-0.032976364,-0.606702598,-0.6287587060000001
nquinone__ubiC_ale2__1,2.1309455587,1.0358898405,-0.18814855800000002,-0.5499352390000001,-0.522130595
nquinone__ubiC_ale2__2,2.4963474846,0.8743377605,-0.25616087800000004,-0.502872402,-0.813262997
nquinone__ubiC_ale3__1,0.2529017136,0.7704264905,-0.748606901,-0.582336814,-1.651990196
nquinone__ubiC_ale3__2,0.1786990776,0.7515419105000001,-0.30472143700000004,-0.559977896,-1.5059209980000001
nquinone__ubiC_ale4__1,1.8471577409000002,0.8798798905,-0.024343618,-0.600151792,-0.777126364
nquinone__ubiC_ale4__2,2.5177844828,0.7019960705,0.079199537,-0.536388949,-0.40106884600000003
nquinone__delpdhR__1,0.3808876298,0.49312718050000004,-0.591329302,-0.8817682130000001,-1.2865816890000001
nquinone__delpdhR__2,0.5011866447000001,0.5342691805,-0.729517052,-0.867665945,-1.494094641
quinone__glu_ale4__1,0.4597960283,0.46155320050000004,-0.297795175,-0.7937296570000001,-1.327639621
quinone__glu_ale4__2,2.83386886,0.7158048805,-0.324498094,-1.334528925,-0.7026291880000001
quinone__delmenF__1,0.9905063226,0.6377486405,-0.308008422,-0.626396132,-0.331333154
quinone__delmenF__2,0.7637028527,0.4975271905,-0.421594701,-0.590486033,-0.642519701
quinone__menF_ale5__1,0.5121860117,0.9294505805000001,0.253243885,-1.5730570959999999,-0.046547846000000004
quinone__menF_ale5__2,0.16051356690000002,0.7752722105000001,0.097138658,-1.5773257790000001,-0.42975034300000003
quinone__menF_ale6__1,1.2832961879,0.8998211405000001,0.175809556,-2.032580734,-0.42837668
quinone__menF_ale6__2,1.7815372431,0.8053318205000001,0.26056044700000003,-2.029661312,-0.451121139
quinone__menF_ale7__1,2.0418879527,0.7199472605,0.079732536,-2.266448492,-0.492904129
quinone__menF_ale7__2,2.273835737,0.6778907705,0.082236055,-2.358642473,-0.37496477300000003
quinone__menF_ale8__1,3.68175067,0.4681490505,0.144858482,-2.30937575,-0.5186499640000001
quinone__menF_ale8__2,1.7855014462,0.7181294505,0.147877371,-0.821020288,-0.43754635000000003
quinone__delmenFubiC__1,2.1095850912,0.5051106505,-0.38237877800000003,-0.544667939,-0.22744001700000002
quinone__delmenFubiC__2,1.7951162889,0.5478747105,-0.283026912,-0.530756546,-0.238088337
quinone__menFubiC_ale1__1,4.2954672003,0.4797137705,0.054599474,-2.548110757,-0.846029235
quinone__menFubiC_ale1__2,4.2605894685,0.4205963205,-0.044668066,-2.574525767,-0.66981092
quinone__menFubiC_ale2__1,4.5654476379,0.5512873605,-0.039495466,-2.5041279210000003,-0.311997949
quinone__menFubiC_ale2__2,4.5034538972,0.4862765605,-0.11313103000000001,-2.445112978,-0.39903802
quinone__menFubiC_ale3__1,1.8192439408,0.1685988505,-0.61580018,-0.505443239,-1.309245952
quinone__menFubiC_ale3__2,1.4807579956999999,0.2120439405,-0.467570655,-0.5051048730000001,-1.052562968
quinone__menFubiC_ale4__1,1.6314269589000001,0.8242903505,0.18494781600000001,-1.639778015,-0.39666596600000004
quinone__menFubiC_ale4__2,1.767096869,0.7393193305,0.326753609,-1.525707863,-0.11109666900000001
oxyR__wt_glc__1,0.709040436,0.2543639005,-0.554535532,-0.8089780310000001,-1.195778125
oxyR__wt_glc__2,0.4082899405,0.3554595205,-0.5354291560000001,-0.6878140150000001,-1.18326561
oxyR__wt_h2o2__1,0.9210041006,0.07669614050000001,-0.7095126810000001,-0.770999387,-1.286852597
oxyR__wt_h2o2__2,1.3960740972,0.4645104705,-0.380331548,-0.5165665970000001,-1.190730456
oxyR__glu_ale4__1,1.3395098484,0.7933886005,-0.37646575600000004,-0.49981868,-1.116486758
oxyR__glu_ale4__2,1.1563483422,0.40941495050000004,-0.43899274200000005,-1.053543247,-1.258090303
oxyR__glu_ale4_h2o2__1,1.730271529,0.5650705205000001,-0.45662597800000004,-0.876172555,-0.85075249
oxyR__glu_ale4_h2o2__2,0.48259632150000004,0.5314342405,-0.204790244,-1.004410894,-0.723499956
oxyR__oxyR_ale17__1,-0.1885379278,0.16752728050000001,-0.3778178,-0.9421467330000001,-0.9172790590000001
oxyR__oxyR_ale17__2,-0.21298928590000002,0.5431029005,-0.36539870500000005,-1.093086918,-0.787294838
oxyR__oxyR_ale17_h2o2__1,0.11366596470000001,0.1887518305,-0.221088107,-0.979628476,-0.8907997390000001
oxyR__oxyR_ale17_h2o2__2,-1.7743325282,0.36201686050000004,-0.39766256,-0.589808277,-1.032621507
oxyR__oxyR_ale18__1,0.9687486242000001,-0.1110589535,-0.7221438680000001,-1.166562635,-1.89804573
oxyR__oxyR_ale18__2,0.0836514908,0.27679999050000004,-0.523034227,-0.672576971,-1.47674418
oxyR__oxyR_ale18_h2o2__1,-0.4488186831,0.1981385005,-0.250590651,-1.09189336,-0.970208273
oxyR__oxyR_ale18_h2o2__2,-0.0554878293,0.2483295805,-0.21581629600000002,-1.139352826,-1.017919212
oxyR__oxyR_ale19__1,0.12274877170000001,0.1352044605,-0.8406815400000001,-1.045196496,-1.403314443
oxyR__oxyR_ale19__2,0.9769629188000001,-0.046072099500000005,-0.48608312000000004,-0.7250733540000001,-1.465252435
oxyR__oxyR_ale19_h2o2__1,-0.284014404,-0.13320613250000002,-0.6858033920000001,-0.735836771,-1.830463238
oxyR__oxyR_ale19_h2o2__2,-0.2568570043,0.06769051050000001,-0.650857761,-0.803938064,-1.80452034
oxyR__oxyR_ale20__1,-2.2122398976,-0.1079147445,-0.20426765500000002,-1.402755684,-0.7244771160000001
oxyR__oxyR_ale20__2,-1.8672615202,-0.0023449295,-0.188747365,-1.428067927,-0.8538696680000001
oxyR__oxyR_ale20_h2o2__1,-1.5250904722,0.1130431305,-0.158782125,-1.098697508,-0.854953692
oxyR__oxyR_ale20_h2o2__2,-1.7745012851,0.0586854905,-0.14046143700000002,-1.1274932340000001,-0.807868789
svns_pgi__BmePgi24_15__1,0.1292882897,0.5952503805,-0.6065606720000001,-0.5360552860000001,-0.9964723470000001
svns_pgi__BmePgi24_15__2,0.7205263436,0.5782064305,-0.675516886,-0.536045576,-0.942298999
svns_pgi__BmePgi24_26__1,0.6605504525,0.4239372805,-1.036799831,-0.524884001,-1.3580025230000001
svns_pgi__BmePgi24_26__2,0.8099442116000001,0.4690484405,-0.894234653,-0.48640995000000004,-1.222269734
svns_pgi__BmePgi24_41__1,1.292723569,0.7817370405,-0.27946164300000004,-0.446965349,-1.020251618
svns_pgi__BmePgi24_41__2,0.8851217989,0.4772993505,-0.9145852950000001,-0.467055863,-1.467533797
svns_pgi__BmePgi24_52__1,0.3146663153,0.38801890050000004,-0.644331934,-0.494457847,-1.385988193
svns_pgi__BmePgi24_52__2,0.8908894460000001,0.2899768605,-0.7305830130000001,-0.541468839,-1.288040611
svns_pgi__PaePgi2_34__1,1.7622690387,0.7999746705,0.023291759000000002,-0.355877681,-0.904671522
svns_pgi__PaePgi2_34__2,1.7627992258,0.8509951805,-0.12322967,-0.371652078,-0.851116548
svns_pgi__PaePgi2_63__1,1.1468241394,0.7913691105,-0.381330455,-0.330622578,-1.013967788
svns_pgi__PaePgi2_63__2,1.5060591059,0.7405631005000001,-0.24343318,-0.390185284,-1.035712886
svns_pgi__PaePgi24_54__1,2.4629407655,0.3954069605,-0.158233789,-0.8311115560000001,-0.83700148
svns_pgi__PaePgi24_54__2,2.1551167723,0.38364589050000003,-0.29977500300000004,-0.8662979580000001,-0.917530465
svns_pgi__PaePgi24_90__1,2.6603505367,0.6160099505000001,-0.39729007600000005,-0.770292729,-1.024027587
svns_pgi__PaePgi24_90__2,2.9299877193,0.6754807405000001,-0.41745367,-0.7893792930000001,-1.0748490450000001
abx_media__m9_ctrl__1,-2.9084094211,2.1132966305,-0.759920555,-0.893828944,-0.46051636
abx_media__m9_ctrl__2,-1.6600846646,1.8966509304999999,-0.535866308,-0.8991160770000001,-0.363949462
abx_media__rpmi_ctrl__1,-2.7496442279,0.43788399050000004,-1.204076807,-1.5575180670000002,-2.202372651
abx_media__rpmi_ctrl__2,-2.9022498189,0.029334040500000002,-1.2297455290000001,-1.58392193,-2.136442724
abx_media__camhb_ctrl__1,-3.9765950567,0.13658823050000002,-1.225116026,-1.179529736,-2.932467104
abx_media__camhb_ctrl__2,-3.5409030808,0.1927219205,-1.183991264,-1.261389653,-2.797636119
abx_media__m9_mero__1,-3.6963382304,2.5231637805,-0.6587846970000001,-0.9119070650000001,-0.853779073
abx_media__m9_mero__2,-3.7079072914999998,2.0834960505,-0.697828058,-1.133278434,-0.859106098
abx_media__rpmi_mero__1,-3.845176451,0.2652024905,-1.5310541199999999,-1.653565839,-2.836215102
abx_media__rpmi_mero__2,-2.6805160366000003,0.2272238805,-1.28521223,-1.832894068,-2.428273502
abx_media__camhb_mero__1,-5.5743386096,-0.2285938585,-1.696641078,-1.464487794,-3.260627732
abx_media__camhb_mero__2,-5.7649238545,-0.1165660735,-1.655076121,-1.4166246660000001,-3.249296554
abx_media__m9_trisulf__1,-4.8778068396,1.1110167805,-0.43082959,-0.46760251500000005,-0.881292862
abx_media__m9_trisulf__2,-5.4466096205,1.2224851305,-0.32558148000000003,-0.569228457,-0.8955874060000001
abx_media__rpmi_trisulf__1,-2.3650479353,0.2366900005,-0.626750998,-0.7884398340000001,-2.062998688
abx_media__rpmi_trisulf__2,-2.4727116445,0.1306326105,-0.5568623140000001,-0.754359556,-2.147362903
abx_media__camhb_trisulf__1,-3.2936571441,0.1114874705,-0.7910804330000001,-0.686895557,-2.222174867
abx_media__camhb_trisulf__2,-3.7651705904,0.0169388205,-0.891346767,-0.741423825,-2.315925675
abx_media__m9_cef__1,-4.894597556,1.3092604905,-0.72326888,-0.60199696,-0.847261981
abx_media__m9_cef__2,-4.853405663,0.7900570105,-0.628107545,-0.801525192,-0.924318305
abx_media__rpmi_cef__1,-4.3141972551,0.07889547050000001,-1.270888657,-0.830792595,-2.0700616
abx_media__rpmi_cef__2,-4.380616272,-0.0472325095,-1.100962646,-0.741680714,-1.973307417
abx_media__camhb_cef__1,-3.3686046878,-0.17206150550000002,-1.240538035,-1.081759613,-2.740902565
abx_media__camhb_cef__2,-3.408566858,-0.1540905105,-1.046215723,-1.061934583,-2.825065404
abx_media__m9_cipro__1,-3.1958557929,1.0750442705,-0.7520748540000001,-0.775849203,-1.363870517
abx_media__m9_cipro__2,-3.7401075025,1.2138866305,-0.694715645,-0.853964598,-1.195262596
abx_media__rpmi_cipro__1,-3.7070994998,-0.2824861095,-1.318940386,-1.010053522,-2.381641264
abx_media__rpmi_cipro__2,-3.6439986889,-0.0054621595,-1.144270582,-0.9865308030000001,-2.727309087
abx_media__camhb_cipro__1,-2.7962780717999998,-0.2751554445,-0.9922550560000001,-0.659868235,-2.762839184
abx_media__camhb_cipro__2,-3.3320507875,-0.0462898095,-0.9811487160000001,-0.729364565,-3.058222193
hot_tale__42c_ale3_30c__1,0.23112140150000002,0.40410806050000003,-0.282673545,-0.31695025400000004,-1.695274258
hot_tale__42c_ale3_30c__2,-0.07361558330000001,0.4386460105,-0.41652426200000003,-0.340003802,-1.516766686
hot_tale__42c_ale3_37c__1,1.6006988776000002,0.30798356050000003,-0.181983302,-0.375398277,-0.9765947020000001
hot_tale__42c_ale3_37c__2,1.6669249496,0.2330912205,-0.457175684,-0.34373242200000004,-1.246899466
hot_tale__42c_ale3_44c__1,3.1202265536000002,0.2533017705,-0.621775127,-0.629555328,0.178130324
hot_tale__42c_ale3_44c__2,3.8815979747,0.1860578305,-0.696447848,-0.7233255390000001,0.12790721700000002
hot_tale__hot_ale3_mid_30c__1,1.2250850383,0.5750434605,-0.18257552300000002,-0.41708877800000005,-1.159235804
hot_tale__hot_ale3_mid_30c__2,1.7338732214,0.6105281005000001,-0.099280425,-0.416571966,-1.256488491
hot_tale__hot_ale3_mid_37c__1,2.4506933657,0.1084276205,0.23082186400000002,-0.35677252800000003,-1.109509792
hot_tale__hot_ale3_mid_37c__2,1.77290046,0.3812112805,-0.418571118,-0.5292693580000001,-1.599464651
hot_tale__hot_ale3_mid_44c__1,0.9639944812000001,0.4333759005,-0.08128352,-1.1714352350000001,-0.577268448
hot_tale__hot_ale3_mid_44c__2,1.6679669638,0.2605151905,-0.630971704,-1.201384863,-0.552751477
hot_tale__hot_ale3_30c__1,0.9961680259000001,0.5647391005,0.020696785000000002,-0.6191741980000001,-1.147246456
hot_tale__hot_ale3_30c__2,1.5549229709999999,0.4015451305,-0.062412535000000005,-0.571577828,-1.123361411
hot_tale__hot_ale3_37c__1,1.7305916523,0.3014649205,-0.37069768000000003,-0.722721968,-1.178567477
hot_tale__hot_ale3_37c__2,2.0798058072,0.1241742105,-0.384089412,-0.68571509,-1.159614782
hot_tale__hot_ale3_44c__1,2.2357233746,0.1845044505,-0.75207884,-1.597203914,-0.684087812
hot_tale__hot_ale3_44c__2,2.1144024012,0.0307709505,-0.5819991750000001,-1.099440647,-0.7819898460000001
hot_tale__hot_ale4_30c__1,0.27491188250000004,0.4374126305,-0.5934227360000001,-0.510796904,-1.450156489
hot_tale__hot_ale4_30c__2,0.5290312175,0.4789244205,-0.672847105,-0.444346291,-1.544952902
hot_tale__hot_ale4_37c__1,0.9402003885,0.4178827405,-0.41483032400000003,-0.445443578,-1.853538372
hot_tale__hot_ale4_37c__2,1.2661131769,0.1440485705,-0.417173795,-0.33888177,-1.400624676
hot_tale__hot_ale4_44c__1,2.082298376,-0.2019154085,-0.059370086,-0.36460928,-0.10581040600000001
hot_tale__hot_ale4_44c__2,1.7539656376,0.1155771705,-0.43012982600000005,-0.5246024060000001,-0.50342666
hot_tale__hot_ale8_30c__1,-1.2859112621,0.1874208505,0.038360666,-0.6861498490000001,-1.414950226
hot_tale__hot_ale8_30c__2,-0.10776592400000001,0.3304777305,0.037703054,-0.6402435630000001,-1.323952778
hot_tale__hot_ale8_37c__1,-0.1388910375,0.1976877005,-0.26097252400000004,-0.5045901850000001,-1.228138236
hot_tale__hot_ale8_37c__2,0.5380997487,0.2506493005,-0.262663176,-0.512467405,-1.197565978
hot_tale__hot_ale8_44c__1,1.4464799722000001,-0.1652454375,0.025120704,-0.325212596,-0.00320368
hot_tale__hot_ale8_44c__2,1.0827739125,-0.0697029295,0.149838192,-0.332838362,-0.08295348100000001
hot_tale__hot_ale9_mid_30c__1,-0.38952889150000003,0.6910645105000001,-0.24529942200000002,-0.6325393610000001,-1.3282243550000001
hot_tale__hot_ale9_mid_30c__2,-0.3879474168,0.6519444205,-0.23421802700000002,-0.553225578,-1.364138272
hot_tale__hot_ale9_30c__1,-0.3155589581,0.3681303805,-0.430644746,-0.497033549,-1.7572863120000002
hot_tale__hot_ale9_30c__2,-0.1479845479,0.38837517050000003,-0.49490544100000006,-0.42973484100000003,-1.6842570239999999
hot_tale__hot_ale9_mid_37c__1,0.8418766954,0.3517409905,-0.24892148800000002,-0.5066094210000001,-1.364063296
hot_tale__hot_ale9_mid_37c__2,0.4277295829,0.5208432005,-0.43560168800000004,-0.476166085,-1.655574428
hot_tale__hot_ale9_37c__1,0.1573732709,0.4977709005,-0.41338337500000005,-0.54083384,-1.763049646
hot_tale__hot_ale9_37c__2,0.2374275052,0.5022984805,-0.280268684,-0.542365552,-1.353533906
hot_tale__hot_ale9_mid_44c__1,1.9368109493999999,0.2596126305,-0.12202040700000001,-0.446139218,-0.49803121100000003
hot_tale__hot_ale9_mid_44c__2,2.6954152895,0.12980484050000002,-0.5618438,-0.6800252410000001,-0.237951555
hot_tale__hot_ale9_44c__1,2.4959640108,-0.0458903595,-0.369124803,-0.6060665230000001,-0.573048501
hot_tale__hot_ale9_44c__2,2.4385275154,0.0271215305,-0.458875639,-0.6258130630000001,-0.453708963
hot_tale__hot_ale10_30c__1,0.4528255095,0.49746363050000003,-0.193891279,-0.5646101130000001,-1.230184173
hot_tale__hot_ale10_30c__2,0.31915633930000004,0.5434774205,-0.37645670600000003,-0.5686878670000001,-1.299407879
hot_tale__hot_ale10_37c__1,0.4576651557,0.2554516405,-0.5059139810000001,-0.651898806,-1.671007269
hot_tale__hot_ale10_37c__2,0.6034252286,0.3171671105,-0.33540542900000003,-0.6178540090000001,-1.590531741
hot_tale__hot_ale10_44c__1,-0.1608216758,0.1143109005,-0.597757614,-1.029492911,-0.564675255
hot_tale__hot_ale10_44c__2,0.7345356003,0.3624080105,-0.30711338200000005,-0.68996751,-0.37890103
hot_tale__hot_ale16_30c__1,-0.0053941909,0.5751936405,-0.312030637,-0.683328931,-1.490561442
hot_tale__hot_ale16_30c__2,0.1741863982,0.5046139705,-0.372817673,-0.47066650200000004,-1.49951912
hot_tale__hot_ale16_37c__1,0.08254631970000001,0.5903361105,-0.514550611,-0.720102758,-1.5550604799999999
hot_tale__hot_ale16_37c__2,-0.0487601556,0.5744614805,-0.454113343,-0.757716979,-1.6071221210000002
hot_tale__hot_ale16_44c__1,0.9875346359,0.1020719805,-0.40901225,-0.613270037,-0.24682635200000003
hot_tale__hot_ale16_44c__2,0.8188718916000001,0.1846897005,-0.637402549,-0.634533915,-0.307749847
pdhr_ale__pdhR-13_51__1,0.8183735636,1.2479563705,-0.28795858500000004,-1.473940054,-1.348394295
pdhr_ale__pdhR-13_51__2,0.7930956714,0.9739508405,-0.36660336600000004,-1.567203776,-1.3410490510000002
pdhr_ale__pdhR-14_46__1,1.387626426,1.5431479605,-0.33881463500000003,-1.124824807,-0.7134569580000001
pdhr_ale__pdhR-14_46__2,1.0009410984,0.9945598605,-0.20211772400000003,-1.181267665,-0.506581994
pdhr_ale__pdhR-15_51__1,-0.7175360055000001,1.1068863205,-0.17911955300000001,-1.3757046910000001,-1.343789858
pdhr_ale__pdhR-15_51__2,-0.5096483879,1.1890312805,-0.22510037300000002,-1.376913207,-1.348657092
pdhr_ale__pdhR-16_49__1,0.1115675842,1.3558289005,-0.24445396800000002,-1.441781878,-0.535233795
pdhr_ale__pdhR-16_49__2,1.4596453718,1.1091827405,-0.46276532600000003,-1.43565696,-0.546096739
tcs__del_atoC_LiAcet__1,0.5308913228000001,0.5547795705,-0.092810551,-1.529352188,-0.766991953
tcs__del_atoC_LiAcet__2,0.7325709967,-0.0381049595,-0.16679811800000002,-1.4608699120000002,-0.467518407
tcs__del_atoC_LiCl__1,1.7647042997,0.1811551005,-0.0030430120000000003,-1.573940725,-0.430095824
tcs__del_atoC_LiCl__2,1.446735037,-0.0056126295,-0.10225544900000001,-1.587397541,-0.392678897
tcs__del_atoC_m9__1,0.9070341713000001,0.7720139905000001,-0.041546668,-1.610960337,-0.7142505760000001
tcs__del_atoC_m9__2,1.1704541816,0.5511204505,-0.060392961,-1.537168137,-0.5982258730000001
tcs__del_baeR_etoh__1,-8.5402542172,-0.4292907025,-0.18701795200000002,-0.7947728310000001,-0.001225743
tcs__del_baeR_etoh__2,-8.277880424,-0.6854084605,-0.08784687000000001,-0.711595816,0.142396146
tcs__del_baeR_lb__1,-2.3518746898,1.4632541305,-0.35725938700000004,-1.959879614,0.8732517870000001
tcs__del_baeR_lb__2,-2.3241275036999998,1.6109236805,-0.5838355820000001,-1.992148699,0.9090231780000001
tcs__del_btsR_01xlb__1,-5.3627062878,2.6879872205,-0.7584250060000001,-0.9138769640000001,1.106459512
tcs__del_btsR_01xlb__2,-5.5236267288,2.7342896505,-0.9536326180000001,-0.8770422170000001,1.06289566
tcs__del_btsR_lb__1,-2.8231387215,0.7143985105,0.194469795,-1.8100021380000002,-1.2351007840000001
tcs__del_btsR_lb__2,-3.1171880221,0.7707164105000001,0.004806268000000001,-1.911786533,-1.078536714
tcs__del_btsR_pyruvate__1,-4.3717990258,2.3922947005,-0.980534454,-0.7551962090000001,1.031307218
tcs__del_btsR_pyruvate__2,-4.6493730813,2.6395808905,-1.021976306,-0.8057040050000001,1.015618228
tcs__del_cpxR_etoh__1,-7.5719463632,0.0201868005,-0.10708447500000001,-1.272700713,0.017789934
tcs__del_cpxR_etoh__2,-7.4128246253,0.0121089805,-0.285955616,-1.285143709,0.10083610700000001
tcs__del_cpxR_lb__1,-3.5590450859000002,1.8814834605000001,-0.42502433300000003,-1.767592873,0.862122276
tcs__del_cpxR_lb__2,-3.3375633187,1.3672938705,-0.365702236,-1.663140319,0.8830874980000001
tcs__del_cusR_CuSO4__1,0.9782806833000001,0.4698525505,-0.06538310800000001,-1.092642111,-0.8795531050000001
tcs__del_cusR_CuSO4__2,0.6168676048,0.6960150105,0.106803934,-1.03221939,-0.619175021
tcs__del_cusR_lb__1,0.9473746933,0.2883827605,-0.097040341,-1.824259277,-1.292041712
tcs__del_cusR_lb__2,1.0889514546,0.5847408105,-0.057492486,-1.824737212,-1.561312997
tcs__del_kdpE_01-kcl__1,1.5130319207,1.2008485205000001,-0.506100925,-0.49775268800000005,0.624464896
tcs__del_kdpE_01-kcl__2,1.4927396511,0.9742095605000001,-0.490470473,-0.48845080900000004,0.68762755
tcs__del_kdpE_115-kcl__1,-0.8369764083000001,0.5926768505000001,-0.230177438,-0.629519641,-0.206206996
tcs__del_kdpE_115-kcl__2,-1.1614934711,0.8054914305,-0.17182855600000002,-0.510347726,-0.049127571
tcs__del_phoB_m9__1,0.2469036899,1.0401961405,-0.23313406900000003,-1.330013863,-0.49482169600000003
tcs__del_phoB_m9__2,0.5508534222,0.9341475205,-0.213150428,-1.340629176,-0.531843257
tcs__del_phoB_m9p__1,-3.6014872687,0.6551439005,-1.003048886,-2.154292839,0.026332106
tcs__del_phoB_m9p__2,-3.7813182699,0.6836938605,-1.242808557,-2.186921256,-0.024338027
tcs__del_rcsB_etoh__1,-7.7598006613,-0.0486142695,-0.815233948,-0.363607589,0.16215542800000002
tcs__del_rcsB_etoh__2,-7.7556777099000005,-0.3822559245,-0.759819236,-0.26936122900000004,0.256025915
tcs__del_rcsB_lb__1,-1.7204896691,1.1228372005,-0.463047819,-1.5861596310000001,0.204927673
tcs__del_rcsB_lb__2,-1.2703358847000001,1.0949088905,-0.15517534200000002,-1.554112041,0.144525442
tcs__del_zraR_lb__1,-3.4613576729,0.1912705905,-0.425287034,-0.982470728,-2.19034
tcs__del_zraR_lb__2,-3.4980475127,0.4561764405,-0.496618198,-0.9951957260000001,-1.7548292490000001
tcs__del_zraR_zncl2__1,0.41670963120000004,1.0021014505,0.038139042000000005,-1.358499992,-1.116307981
tcs__del_zraR_zncl2__2,0.49906056070000004,0.8854244805,0.014362748000000002,-1.388633639,-1.140610688
tcs__wt_01-kcl__1,0.8153877932,1.2674086105,-0.20613120100000001,-0.989835321,0.795497474
tcs__wt_01-kcl__2,0.35769450750000004,1.2953718705,-0.028310162000000003,-1.046526627,0.784724814
tcs__wt_01xlb__1,-5.2673413502,2.6014792505,-0.993898229,-0.627626621,0.8930657620000001
tcs__wt_01xlb__2,-4.9650692805,2.6541173005000003,-0.723444529,-0.594704153,0.8333171500000001
tcs__wt_115-kcl__1,-0.3997559264,0.7058625805000001,-0.37053434,-0.6038745640000001,-0.11592089
tcs__wt_115-kcl__2,-0.3381007689,0.7878593105,-0.21696686,-0.619591071,-0.093071914
tcs__wt_CuSO4__1,-2.5751328365,0.9814380105,-0.200941535,-0.9148683420000001,-1.350331596
tcs__wt_CuSO4__2,-2.4764517665,0.9457992005,-0.22234408600000002,-0.9852227830000001,-0.940041003
tcs__wt_etoh__1,-4.6635973605,0.17374997050000002,-0.176993606,-0.49219957300000006,0.00174584
tcs__wt_etoh__2,-4.9223003095,0.3407102005,-0.040526247,-0.5109897880000001,-0.046761775000000005
tcs__wt_lb__1,-1.3762667594,1.6744782704999999,-0.6714463380000001,-1.3424401160000001,0.004392914
tcs__wt_lb__2,-1.6411224858,1.4465240504999999,-0.601224136,-1.381257632,0.031222873
tcs__wt_LiAcet__1,1.1601485409,0.37536566050000003,-0.043183728000000005,-1.647171522,-0.528440942
tcs__wt_LiAcet__2,1.2166284178,0.6710858305,-0.028212623000000003,-1.672436319,-0.6543184550000001
tcs__wt_LiCl__1,1.4072247252,0.7179805905000001,-0.010141137000000001,-1.592588379,-0.813896022
tcs__wt_LiCl__2,1.7814012355000002,0.6592701005,-0.093142583,-1.618416323,-0.706232516
tcs__wt_m9p__1,-2.7542579270000003,0.5346826105,-0.874043772,-1.822635071,-0.11228763
tcs__wt_m9p__2,-2.3937698116,0.7880600505,-0.706349813,-1.744095974,0.041520748
tcs__wt_pyr__1,-4.8474629904,2.6537453405,-0.987374214,-0.5684677490000001,0.7563628280000001
tcs__wt_pyr__2,-5.0180094026,2.7758659505,-1.00965806,-0.546228793,0.651473912
tcs__wt_zncl2__1,-1.9083638929000002,0.6584846305000001,-0.079047773,-1.034137505,-1.270540944
tcs__wt_zncl2__2,-1.8927165798,0.5560716105,-0.065012764,-1.030251514,-1.408011819
ros_tale__1_112_0pq__1,-1.1942712471,1.0471293705,-1.194198248,-0.004000038,-1.4329711
ros_tale__1_112_0pq__2,-0.1852850923,0.9575171305,-1.1995774940000001,-0.298286875,-1.7228603470000001
ros_tale__1_112_250pq__1,2.344788126,0.7437687705,-0.059713557,-0.390843082,-0.8245180440000001
ros_tale__1_112_250pq__2,1.7735576334,1.0676117805,-0.318522433,-0.357732802,-1.043744937
ros_tale__1_112_750pq__1,3.1889667686,1.0974878005,-0.08094295,-0.113309328,-0.9362862150000001
ros_tale__1_112_750pq__2,2.7598619951,1.5284820805,0.28817047900000003,-0.344769418,-1.114883485
ros_tale__1_112_750pq__3,2.3769709289,1.3317065505,0.111262626,-0.24647739000000002,-1.268725839
ros_tale__3_76_0pq__1,3.4355942834,-0.2392589465,-1.021949475,0.529609298,-1.147357627
ros_tale__3_76_0pq__2,3.5705887788,-0.0532896495,-0.8659000840000001,0.48756842800000005,-1.400164742
ros_tale__3_76_0pq__3,3.0983024997,0.1690468005,-0.8653721280000001,0.392257358,-1.090514902
ros_tale__3_76_0pq__4,3.4444964771,0.1859511005,-0.822659118,0.350241148,-1.039236188
ros_tale__3_76_250pq__1,-0.2625309245,1.7408924805,-0.746702649,0.9029290280000001,-1.4546555190000001
ros_tale__3_76_250pq__2,0.6641935682,1.3654825605,-1.013604218,0.609610548,-1.513572624
ros_tale__3_76_750pq__1,0.2198947124,0.9518581705,-0.928286939,0.641891428,-1.82008609
ros_tale__3_76_750pq__2,1.018979209,0.28192445050000003,-1.353527957,0.6362542680000001,-2.062038788
ros_tale__7_103_0pq__1,-1.1985889875,1.4262271005,-0.238242278,-0.069928169,-1.204453475
ros_tale__7_103_0pq__2,-0.5875697917,1.3512910805,-0.45245036600000005,-0.356938888,-1.068845151
ros_tale__7_103_0pq__3,-0.7440247539,1.2860820305,-0.231013182,-0.20300362200000002,-1.079558608
ros_tale__7_103_0pq__4,-0.0751903079,1.3158541705,-0.12403207200000001,-0.56719329,-0.79836926
ros_tale__7_103_250pq__1,-5.6972144097,1.2808354005,-0.35909938700000005,0.176819585,-1.6717692830000002
ros_tale__7_103_250pq__2,-5.2504477371,1.6146043205,-0.07605002400000001,-0.014051734000000001,-1.66198519
ros_tale__7_103_750pq__1,-4.1578754473,1.2311078105,-0.099012365,0.16454690600000002,-1.7694825280000002
ros_tale__7_103_750pq__2,-4.0256645561,1.2605405105,-0.154547618,0.04942089,-1.645797911
ros_tale__9_77_0pq__1,-0.4670877289,1.9587046405000001,-0.7464718410000001,1.140941988,-0.980145413
ros_tale__9_77_0pq__2,-1.3697756060000001,2.1014103705,-0.75655594,1.045733608,-0.9969954120000001
ros_tale__9_77_250pq__1,-1.1051668135,1.7746677405,-0.49826514400000005,1.687118618,-0.926467919
