,A,FadR
tcs__del_cusR_CuSO4__2,3.7847185056,-0.9666437910000001
tcs__del_cusR_lb__1,2.4712268594,0.09842945
tcs__del_cusR_lb__2,2.756853981,0.175297891
tcs__del_kdpE_01-kcl__1,1.1994615508,-0.582915967
tcs__del_kdpE_01-kcl__2,0.9034816082,-0.526486757
tcs__del_kdpE_115-kcl__1,-2.0078874771,-0.223485812
tcs__del_kdpE_115-kcl__2,-1.4293959803,-0.124606382
tcs__del_phoB_m9__1,2.4851603927,0.125081047
tcs__del_phoB_m9__2,3.1464148726,0.12152593700000001
tcs__del_phoB_m9p__1,1.6214115585000002,-0.08069598
tcs__del_phoB_m9p__2,1.9158443017,-0.028667386000000003
tcs__del_rcsB_etoh__1,0.3529802184,-0.382993034
tcs__del_rcsB_etoh__2,0.49298600070000004,-0.438400351
tcs__del_rcsB_lb__1,4.3572026119,-0.22549903200000002
tcs__del_rcsB_lb__2,3.8109098713,-0.339730309
tcs__del_zraR_lb__1,-0.8432821558,0.282070582
tcs__del_zraR_lb__2,-1.4409336555,0.1018922
tcs__del_zraR_zncl2__1,3.0325131383,-0.013789621
tcs__del_zraR_zncl2__2,2.6988259527,0.029645865
tcs__wt_01-kcl__1,1.3601302693,-0.441144568
tcs__wt_01-kcl__2,1.6563518613000001,-0.399510531
tcs__wt_01xlb__1,-6.0473053971,-0.626660356
tcs__wt_01xlb__2,-5.7423009098,-0.56416248
tcs__wt_115-kcl__1,-1.2281043010000001,-0.218784537
tcs__wt_115-kcl__2,-1.3055120915,-0.223590903
tcs__wt_CuSO4__1,0.8462952314000001,-0.412957581
tcs__wt_CuSO4__2,0.6548365042000001,-0.442655055
tcs__wt_etoh__1,2.0259844788,-0.41384423400000003
tcs__wt_etoh__2,2.0144269629,-0.32741068100000004
tcs__wt_lb__1,4.7949265224,-0.926387131
tcs__wt_lb__2,4.6505519947,-0.988061461
tcs__wt_LiAcet__1,4.50504377,0.048791468000000005
tcs__wt_LiAcet__2,4.8618596597,0.326389017
tcs__wt_LiCl__1,4.9080294117,0.30996391
tcs__wt_LiCl__2,4.802197467,0.386993699
tcs__wt_m9p__1,4.7770504905,0.417688873
tcs__wt_m9p__2,4.502525747,0.357745969
tcs__wt_pyr__1,-6.664889058,-0.647366859
tcs__wt_pyr__2,-7.0213619972,-0.642070946
tcs__wt_zncl2__1,1.7072137246999999,-0.10285393
tcs__wt_zncl2__2,1.5816456235,-0.23962951300000002
ros_tale__1_112_0pq__1,1.218894239,0.747128031
ros_tale__1_112_0pq__2,2.3624547839,0.768479377
ros_tale__1_112_250pq__1,3.8810558841000002,0.7150582440000001
ros_tale__1_112_250pq__2,4.0022021097,0.661781421
ros_tale__1_112_750pq__1,3.9080254703,0.533200538
ros_tale__1_112_750pq__2,4.32556361,0.665945937
ros_tale__1_112_750pq__3,4.6181208422,0.705264918
ros_tale__3_76_0pq__1,-4.166999982,-0.735292037
ros_tale__3_76_0pq__2,-3.8246260708,-0.687135291
ros_tale__3_76_0pq__3,-3.5265138636,-0.6409515050000001
ros_tale__3_76_0pq__4,-3.5993498104,-0.6937717010000001
ros_tale__3_76_250pq__1,-2.1252804391,0.35630589
ros_tale__3_76_250pq__2,-0.5186622214000001,0.8216970440000001
ros_tale__3_76_750pq__1,2.3098550769,0.7429958999999999
ros_tale__3_76_750pq__2,1.9075810211,0.78431258
ros_tale__7_103_0pq__1,2.591282047,0.383047405
ros_tale__7_103_0pq__2,2.5234199950000002,0.234459365
ros_tale__7_103_0pq__3,3.1320562558,0.48612212800000004
ros_tale__7_103_0pq__4,2.772230927,0.224617321
ros_tale__7_103_250pq__1,2.8901226167000003,0.703548056
ros_tale__7_103_250pq__2,2.3523814654,0.767725659
ros_tale__7_103_750pq__1,2.9161733107,0.667679028
ros_tale__7_103_750pq__2,2.3351548005,0.530166378
ros_tale__9_77_0pq__1,-2.3378026908000002,0.745818765
ros_tale__9_77_0pq__2,-2.1790476106,0.86034437
ros_tale__9_77_250pq__1,-2.0443033515,0.955154135
ros_tale__9_77_250pq__2,-2.7593537021000003,0.6692442150000001
ros_tale__9_77_750pq__1,-1.9441985731,0.5642771050000001
ros_tale__9_77_750pq__2,-1.99234548,0.669567817
ros_tale__11_83_0pq__1,-1.3706911966,0.48370941100000003
ros_tale__11_83_0pq__2,-1.7053062059,0.53410539
ros_tale__11_83_250pq__1,-1.2138456783,0.5050569030000001
ros_tale__11_83_250pq__2,-1.8437389878000001,0.28174548800000004
ros_tale__11_83_750pq__1,-2.4877997508,0.316788246
ros_tale__11_83_750pq__2,-1.5848554557,0.326581602
ros_tale__13_87_0pq__1,3.1068343272,0.586984575
ros_tale__13_87_0pq__2,3.3232958178,0.568219765
ros_tale__13_87_250pq__1,4.0200192243,0.634649404
ros_tale__13_87_250pq__2,3.1406583837,0.42761454
ros_tale__13_87_750pq__1,2.6702121526,0.393838093
ros_tale__13_87_750pq__2,2.3380686442,0.23368976800000002
ros_tale__14_27_0pq__1,2.9363167946,0.9305453650000001
ros_tale__14_27_0pq__2,2.2484327751,0.907575189
ros_tale__14_27_250pq__1,1.511627676,0.919658391
ros_tale__14_27_250pq__2,0.9127305827000001,0.84836777
ros_tale__14_27_750pq__1,-4.3126512733,-0.329475391
ros_tale__14_27_750pq__2,-4.9348912093,-0.24883695900000002
ros_tale__16_28_250pq__1,2.0953142384,-0.047990142
ros_tale__16_28_250pq__2,2.3863731534,-0.086731818
ros_tale__16_32_0pq__1,2.9650504804,-0.083813098
ros_tale__16_32_0pq__2,1.7231289266,0.011956901
ros_tale__16_32_0pq__3,2.8672722838,-0.15252527700000001
ros_tale__16_32_0pq__4,2.8063308564,-0.016371759
ros_tale__16_32_250pq__1,2.821408708,-0.24226037700000003
ros_tale__16_32_250pq__2,2.8270172641,-0.17410572200000002
ros_tale__16_32_750pq__1,1.6105654096,0.22259097500000002
ros_tale__16_32_750pq__2,1.3944020525,0.15169754200000002
ros_tale__17_104_0pq__1,0.2356708633,-0.15364249400000002
ros_tale__17_104_0pq__2,0.5586813442,-0.093756855
ros_tale__17_104_250pq__1,1.1159290089,0.5820856750000001
ros_tale__17_104_250pq__2,1.8625368488,0.581280702
ros_tale__17_104_250pq__3,1.8991448828,0.650284343
ros_tale__17_104_250pq__4,0.8391321373,0.6193917950000001
ros_tale__17_104_750pq__1,1.4670006032,0.691890538
ros_tale__17_104_750pq__2,2.36530004,0.564144314
ros_tale__18_24_250pq__1,2.8403788966,-0.307544174
ros_tale__18_24_250pq__2,3.2028114362,-0.33103348400000004
ros_tale__18_36_0pq__1,4.2763869226,0.54115399
ros_tale__18_36_0pq__2,4.7048644993,0.33823601200000003
ros_tale__18_36_0pq__3,3.0127876583,-0.0598932
ros_tale__18_36_0pq__4,1.7873145521,-0.33510731200000005
ros_tale__18_36_250pq__1,2.4750397514999998,-0.333643002
ros_tale__18_36_250pq__2,2.4731376478,-0.248552879
ros_tale__18_36_750pq__1,-0.2545366996,0.063906402
ros_tale__18_36_750pq__2,-1.0420702213,-0.191956451
ros_tale__19_91_0pq__1,2.7017319771,0.264327294
ros_tale__19_91_0pq__2,2.7062829746,0.629094987
ros_tale__19_91_250pq__1,3.3459052577,1.062585472
ros_tale__19_91_250pq__2,3.0420722472,1.04998355
ros_tale__19_91_750pq__1,2.5675598755999998,0.8916250550000001
ros_tale__19_91_750pq__2,2.4351041413,0.7604747190000001
ros_tale__19_91_750pq__3,2.6738156814,1.139613258
ros_tale__19_91_750pq__4,1.4541117917,1.222542875
ros_tale__21_97_0pq__1,0.3161697048,0.11095162400000001
ros_tale__21_97_0pq__2,-0.2987397811,0.665870853
ros_tale__21_97_250pq__1,0.3717096433,0.6314443390000001
ros_tale__21_97_250pq__2,-1.3125284288,0.6941565630000001
ros_tale__21_97_750pq__1,0.6875983909000001,0.888174702
ros_tale__21_97_750pq__2,-1.0604084151,0.829919182
ros_tale__25_111_0pq__1,2.5493798766999998,0.7593244290000001
ros_tale__25_111_0pq__2,3.4286878049,0.8681170730000001
ros_tale__25_111_250pq__1,1.5212492888,0.744132514
ros_tale__25_111_250pq__2,2.8563985306,0.778093377
ros_tale__25_111_750pq__1,2.8391186516999998,0.9638969650000001
ros_tale__25_111_750pq__2,3.151551543,0.973473856
ros_tale__29_119_0pq__1,3.6806710296,0.9240742420000001
ros_tale__29_119_0pq__2,1.9835397971000002,0.717508895
ros_tale__29_119_250pq__1,1.7168788963,0.714897065
ros_tale__29_119_250pq__2,1.9866357496,0.846307098
ros_tale__29_119_750pq__1,2.6966595649,0.766103869
ros_tale__29_119_750pq__2,2.2204640443,0.6592706690000001
ros_tale__ALE4_0pq__1,4.7004414453,0.000755425
ros_tale__ALE4_0pq__2,4.0822423151,-0.12023277900000001
ros_tale__ALE4_250pq__1,-1.1280923453,-0.411223267
ros_tale__ALE4_250pq__2,-0.8979607188000001,-0.352311643
pcoli__atASMT_325G__1,1.1464163676,0.064865225
pcoli__atASMT_325G__2,0.8552647616,0.107514754
pcoli__bpTDC__1,-0.2654257434,0.10714438600000001
pcoli__bpTDC__2,-0.21892292430000002,0.034339083
pcoli__BRCA__1,-0.33647857810000004,0.19281720400000002
pcoli__BRCA__2,-0.23504285020000001,0.141056352
pcoli__BRCActrl__1,-0.5554625083,0.09091497600000001
pcoli__BRCActrl__2,-0.9018655968,0.044791727
pcoli__BRCAswap__1,0.6280233906,-0.10663145900000001
pcoli__BRCAswap__2,0.5173891868,-0.027852443
pcoli__btAANAT__1,1.2684936972,0.088097414
pcoli__btAANAT__2,1.5120312732999999,0.011877634000000001
pcoli__btASMT__1,1.127191364,0.047576417
pcoli__btASMT__2,1.1541234348,0.18929162900000002
pcoli__CC1__1,0.8398891779000001,-0.094759671
pcoli__CC1__2,1.0548497875,0.040874034000000004
pcoli__ccCOMT__1,0.9372582609000001,0.005866163000000001
pcoli__ccCOMT__2,1.2301099996,0.041186184
pcoli__ckDDC__1,0.2889358912,-0.37242704600000004
pcoli__ckDDC__2,-0.023759998900000003,-0.40906461600000005
pcoli__CNTF_belt__1,0.7554332266,0.113015427
pcoli__CNTF_belt__2,1.4947670643,0.006046538000000001
pcoli__cobPNMT__1,0.255119602,-0.1273928
pcoli__cobPNMT__2,0.41737300990000004,-0.038738409
pcoli__cvPhhB__1,1.4527642313,0.024557313
pcoli__cvPhhB__2,2.2793089272,0.007063725000000001
pcoli__ggAANAT__1,0.9198528450000001,0.039893881
pcoli__ggAANAT__2,1.0740119086,0.049098544
pcoli__ggTPH__1,1.2901660143,0.19012472200000002
pcoli__ggTPH__2,0.9508455909,0.258920451
pcoli__hsAANAT__1,-0.1659015777,-0.579526368
pcoli__hsAANAT__2,0.1818428788,-0.335013186
pcoli__hsASMT__1,-0.0842122465,0.128291327
pcoli__hsASMT__2,-0.0520339479,0.129802162
pcoli__hsPNMT_mb__1,2.1663179055,-0.10626381800000001
pcoli__hsPNMT_mb__2,1.8433984619000001,-0.153502782
pcoli__hsTPH__1,1.0368050304,0.07636817600000001
pcoli__hsTPH__2,0.9452917833000001,0.174088659
pcoli__hsTPH_E2K__1,1.2423400439,0.059460389
pcoli__hsTPH_E2K__2,1.2450537116,-0.224567395
pcoli__hsTPH_E2K_N91I_P99C__1,0.2507639204,0.14540634200000002
pcoli__hsTPH_E2K_N91I_P99C__2,0.7732937717,0.135978241
pcoli__hsTPH_N158trunc__1,1.3423145579,0.088913356
pcoli__hsTPH_N158trunc__2,1.5401693783,0.178969027
pcoli__hsTPH_N174trunc__1,1.9354538843,0.203409898
pcoli__hsTPH_N174trunc__2,1.9848109529,-0.158849454
pcoli__hsTPH_Ntermtrunc__1,-4.31280566,-0.19230956
pcoli__hsTPH_Ntermtrunc__2,-3.1521373324,0.062007589
pcoli__hsTPH1__1,1.1041305133,-0.020844599000000002
pcoli__hsTPH1__2,0.6458281907,-0.088495655
pcoli__MBP__1,3.2755508574,-0.033231556
pcoli__MBP__2,1.9891939545000001,-0.151019377
pcoli__msCOMT__1,0.4726596427,0.280111414
pcoli__msCOMT__2,0.24226459720000001,0.27253731400000003
pcoli__ocAANAT__1,0.9493198896,0.07317619
pcoli__ocAANAT__2,1.1587804058,0.166086703
pcoli__osTDC_K374H__1,0.24455311600000001,-0.132991528
pcoli__osTDC_K374H__2,0.4076057234,-0.325242903
pcoli__osTDC_K374L__1,1.3644920868,0.30485928300000004
pcoli__osTDC_K374L__2,1.1124711193,0.059828066000000006
pcoli__osTDC_K374Q__1,0.6839034974,-0.151895527
pcoli__osTDC_K374Q__2,0.6453109641,-0.11779190900000001
pcoli__osTDC_L360V__1,0.8782992609,0.074665148
pcoli__osTDC_L360V__2,1.0290498314,-0.099366195
pcoli__pmTPH__1,1.0740138576,0.313772074
pcoli__pmTPH__2,0.8526849703,-0.000377093
pcoli__RFC__1,2.5200221429000003,0.012679496
pcoli__RFC__2,2.2985220525,0.050779105000000005
pcoli__RFCctrl__1,-0.223757443,-0.441156021
pcoli__RFCctrl__2,-0.060525661700000004,-0.37873701400000004
pcoli__RFCnopause__1,0.3820671725,-0.421967733
pcoli__RFCnopause__2,-0.1769397264,-0.6807875800000001
pcoli__RFCpluspause__1,-1.0831846843,-0.39648368500000003
pcoli__RFCpluspause__2,-1.3411334709,-0.5759049340000001
pcoli__rnCOMT_sol__1,-0.3102094408,-0.412279618
pcoli__rnCOMT_sol__2,-0.049136344500000005,-0.388715117
pcoli__rnPNMT__1,-0.6354050282,0.29854141900000003
pcoli__rnPNMT__2,-0.7968186970000001,0.23760839800000003
pcoli__rnTDC__1,-0.0411835169,0.259581257
pcoli__rnTDC__2,-0.0302720691,0.37084829
pcoli__rnTDC_trunc__1,0.48760165580000003,0.26711539100000004
pcoli__rnTDC_trunc__2,0.1544476122,0.49318011400000006
pcoli__saCOMT_T2A__1,2.0454916033,0.068717995
pcoli__saCOMT_T2A__2,1.9916072556,0.11353375700000001
pcoli__sfCOMT__1,1.3329557777,-0.024406811
pcoli__sfCOMT__2,1.2763038470999999,-0.049788718
pcoli__sgAANAT_D63G__1,1.0226680268,0.108602787
pcoli__sgAANAT_D63G__2,1.1944156052000001,0.026825841000000003
pcoli__ssDDC__1,-0.5343421108,0.221372127
pcoli__ssDDC__2,-0.3722977334,0.099564042
pcoli__TP53B__1,0.6021895559,-0.011949456
pcoli__TP53B__2,0.5048115323,-0.059521874
pcoli__WT__1,0.0498611427,-0.549599564
pcoli__WT__2,0.3714071027,-0.5145115760000001
cck__glu_ale4__1,1.4661167448,-0.052831396
cck__glu_ale4__2,3.4949188601,-0.14830077600000002
cck__cck_ale1__1,3.9469614027,-0.32396582
cck__cck_ale1__2,3.5702988232,-0.36132220200000004
cck__cck_ale2__1,3.1004388044,-0.42715458100000003
cck__cck_ale2__2,3.7406544837,-0.391095772
cck_pgi__gmos_delpgi__1,-0.7888192784,-0.062075449000000005
cck_pgi__gmos_delpgi__2,-1.9633881892,-0.024780991000000002
cck_pgi__pgi_ale1__1,-1.8363774729000002,-0.15482880300000001
cck_pgi__pgi_ale1__2,0.18034944600000002,-0.385086131
cck_pgi__pgi_ale2__2,-1.7743865837000001,-0.40534603300000005
cck_pgi__pgi_ale3__1,-1.3718002314,-0.295694434
cck_pgi__pgi_ale3__2,-0.8748286657000001,-0.155298117
cck_pgi__pgi_ale4__1,-0.3410126582,-0.37988487200000004
cck_pgi__pgi_ale4__2,0.6321810267,-0.626219057
cck_pgi__pgi_ale4__3,1.1265778056,-0.642245868
cck_pgi__pgi_ale5__1,-2.5311965793,-0.080876501
cck_pgi__pgi_ale5__2,-1.2455609721,-0.144850259
cck_pgi__pgi_ale6__1,-0.4818907483,-0.14098228000000002
cck_pgi__pgi_ale6__2,-0.0405631217,-0.18200760700000002
cck_pgi__pgi_ale7__1,-0.028003745,-0.052082648
cck_pgi__pgi_ale7__2,0.2978940224,-0.24148275700000002
cck_pgi__pgi_ale8__1,-0.21253655970000002,-0.29134708400000003
cck_pgi__pgi_ale8__2,-0.0518635013,-0.49226281800000005
cck_sdh__gmos_delsdhCB__1,3.818804165,-0.376661815
cck_sdh__gmos_delsdhCB__2,3.6498578788,-0.122841948
cck_sdh__sdh_ale1__1,1.3596423147,-0.267405819
cck_sdh__sdh_ale1__2,1.8623600131,-0.135033953
cck_sdh__sdh_ale2__1,2.2331185099,-0.331378983
cck_sdh__sdh_ale3__2,1.0615285378000001,-0.23844624900000003
cck_sdh__sdh_ale3__1,1.4596908384,-0.28844965
cck_sdh__sdh_ale3__3,1.9142300746,-0.293030334
cck_pts__gmos_delptsHIcrr__2,-0.9503454593,0.125895284
cck_pts__gmos_delptsHIcrr__1,-1.6992583004,-0.23886763300000002
cck_pts__pts_ale1__2,2.9374997987,0.244430482
cck_pts__pts_ale1__1,4.0327631556,0.296560294
cck_pts__pts_ale2__2,1.849120877,-0.628047491
cck_pts__pts_ale2__1,1.2106940211000001,-0.533203509
cck_pts__pts_ale3__2,4.5894793855,0.7994409060000001
cck_pts__pts_ale3__1,4.7833395644,0.832463393
cck_pts__pts_ale4__2,1.3829425172,-0.608826765
cck_pts__pts_ale4__1,2.6871005163,-0.722974447
cck_gnd__gmos_delgnd__1,4.4906194422,-0.738308657
cck_gnd__gmos_delgnd__2,3.5402991745,-0.719558531
cck_gnd__gnd_ale1__1,2.895671005,-0.466090873
cck_gnd__gnd_ale1__2,3.006878695,-0.383751891
cck_gnd__gnd_ale2__1,2.4790084297,-0.32285084000000003
cck_gnd__gnd_ale2__2,2.6943800552,-0.37925885200000004
cck_gnd__gnd_ale3__1,2.6146185006,-0.43652461800000003
cck_gnd__gnd_ale3__2,3.0789557242,-0.48939349400000004
cck_tpiA__gmos_deltpiA__1,-3.5132677058,-0.612774825
cck_tpiA__gmos_deltpiA__2,-4.0587200474,-0.57761828
cck_tpiA__tpiA_ale1__1,-0.7201887962,-0.5278474160000001
cck_tpiA__tpiA_ale1__2,-0.2699208738,-0.41182946800000003
cck_tpiA__tpiA_ale2__1,-1.606926923,-0.359352853
cck_tpiA__tpiA_ale2__2,-0.8633495109,-0.040159688000000006
cck_tpiA__tpiA_ale3__1,0.5174253395,-0.140931822
cck_tpiA__tpiA_ale3__2,0.7212397574,-0.16886002800000002
cck_tpiA__tpiA_ale4__1,0.1715922327,-0.13320436500000002
cck_tpiA__tpiA_ale4__2,0.693270091,-0.173654149
acid_tale__acid_ale1_pH7__1,4.2677336732,-0.327831294
acid_tale__acid_ale1_pH7__2,4.7933308428,-0.34057690100000004
acid_tale__acid_ale1_pH5__1,5.1301953852,0.156287656
acid_tale__acid_ale1_pH5__2,5.286564595,0.14928560800000001
acid_tale__acid_ale2_pH7__1,3.7126640863,-0.22087377200000002
acid_tale__acid_ale2_pH7__2,3.4545468465,-0.235375829
acid_tale__acid_ale2_pH5__1,3.517313767,-0.349029965
acid_tale__acid_ale2_pH5__2,3.0034059353,-0.770782967
acid_tale__low_Mg_ale_pH7__1,5.1081293527,-0.116372875
acid_tale__low_Mg_ale_pH7__2,4.5542503586,-0.098899262
acid_tale__low_Mg_ale_pH5__1,4.620786515,-0.094409173
acid_tale__low_Mg_ale_pH5__2,3.9660840486,-0.263529045
acid_tale__MES_ale_pH7__1,4.090141137,-0.143636559
acid_tale__MES_ale_pH7__2,4.3348362701,-0.092616737
acid_tale__MES_ale_pH5__1,4.1824742978,-0.219809089
acid_tale__MES_ale_pH5__2,5.6250081046,-0.11404504500000001
acid_tale__gmos_pH7__1,4.5160163824,-0.10879718000000001
acid_tale__gmos_pH7__2,4.1713371653,-0.12366455400000001
acid_tale__gmos_pH5__1,4.3639272789,-0.105436943
acid_tale__gmos_pH5__2,4.773535851,-0.007560244000000001
adnB__wt_adn__1,1.5686096225,-0.103397266
adnB__wt_adn__2,3.3121417516,0.45187701700000005
adnB__delydhB_adn__1,1.7663278124000001,-0.522259896
adnB__delydhB_adn__2,-0.43912012920000004,-0.452430143
ytf2__wt_glc__1,1.6455181794,-0.099767727
ytf2__wt_glc__2,1.6430453412000001,-0.24162213700000001
ytf2__ybcM_glc__1,1.4683771211,-0.9914162110000001
ytf2__ybcM_glc__2,0.8112388661000001,-0.7673616750000001
ytf2__ydhB_glc__1,1.5331360808999999,-0.834202706
ytf2__ydhB_glc__2,1.817415443,-0.553127578
ytf2__yfeC_glc__1,2.6077573672,-0.619942275
ytf2__yfeC_glc__2,1.5021412626,-0.767244232
ytf2__yciT_glc__1,2.521535674,-0.31732055600000003
ytf2__yciT_glc__2,2.5792255516,-0.40160114500000005
ytf2__ydiZ_glc__1,1.7612929082000002,-0.449053845
ytf2__ydiZ_glc__2,1.9124972187,-0.32042754900000003
ytf2__ynfL_glc__1,1.7611638993,-0.36324702000000003
ytf2__ynfL_glc__2,1.8664339565999999,-0.212317795
misc2__dellon_glc__1,1.6672538219000002,-0.182273168
misc2__dellon_glc__2,1.8442969993,0.026403338000000002
ytf3__wt_glc2__1,1.3061665372,-0.710318817
ytf3__wt_glc2__2,0.678032751,-0.6373002870000001
ytf3__wt_pH7_lactate__1,1.1791327901,-0.75619181
ytf3__wt_pH7_lactate__2,1.2189485572,-0.858125252
ytf3__wt_pH55_lactate__1,2.0091244432,-0.7426669450000001
ytf3__wt_pH55_lactate__2,1.9087156624000001,-0.7381700250000001
ytf3__wt_pH55_HCl__1,1.8657336845999999,-0.617311519
ytf3__wt_pH55_HCl__2,1.6857304962000002,-0.650204978
ytf3__dyieP_pH7__1,0.5516615632,-0.571711029
ytf3__dyieP_pH7__2,1.1666328361,-0.6113129770000001
ytf3__dyieP_pH55__1,1.6755947757,-0.696292424
ytf3__dyieP_pH55__2,1.4581204633,-0.7839660980000001
