,A,CadC,ArcA,Lrp,OmpR,gadE,GadX,hns
SRX5694431,0.3418485188,0.8401154872000001,-0.11194467350000001,0.1697071355,-0.0796687595,0.7832718772,0.49314829050000003,-0.5125373796
SRX5694432,-7.0930563088,-0.6413260835,-0.576840738,-1.246551192,-0.13437515690000001,-2.2767975008,-2.7378240187,-0.7661698545000001
SRX5694433,-5.6957458654,1.4595413618,0.38963961950000003,-0.34987695900000004,0.2071710265,-0.5876932126000001,-0.1151507559,-1.018450679
SRX5694434,-5.0615938812,-0.3788984823,-0.3241111343,0.0145102877,0.15586630740000001,-0.840905199,-1.131116067,1.0728512748
SRX5694435,-4.0113820939,-0.6794452842,-0.25701469,-0.6059322526,0.2223308223,-1.8126983510999999,-0.0583735658,1.9625338574
SRX5694436,-7.7775890859,-0.34719919260000004,-1.3601739322,-0.3885027585,-1.2048250048,-0.819631941,1.7956901916999999,0.9587686390000001
SRX5694437,-3.3373819828,-0.2886724346,-0.0437337862,1.1233531932,0.4835099943,-0.2229935604,0.6878821351000001,0.9137308284000001
SRX5694438,3.8201200536,-0.343362398,-0.8291054388,-0.2802503778,-0.0161438058,0.7803203105000001,-0.9037213132,-0.40211033360000004
SRX5694439,-2.7312444463,-0.9255634321,-0.51258285,-0.023295202600000002,-1.0907774618,0.26814920130000003,0.07083677790000001,-0.9943194997
SRX5694440,-3.8579745386,-0.1576045436,-0.37249924100000004,-0.3604413776,0.1599874239,-0.2494912223,0.5120405033000001,0.0767751608
SRX5694441,-1.5702936129,0.6919023360000001,-0.230511501,0.0018304158,0.27382971040000004,2.0929095148,1.6203477468,0.8459974857
SRX5694442,-8.4308168922,-0.72298038,-0.8200548711000001,0.4203566293,1.0905320933,-1.9562912745,0.635566681,1.2299575267
SRX5694443,0.4053573314,0.2897288435,-0.4406184697,0.2068159725,-0.007960106,0.0198516907,-0.9308079283,0.2648223071
SRX5694444,4.7214183549,-0.262335849,-1.0535215027,-0.2592672699,-0.1295191288,0.6525305375,-1.8487120163,-0.8771352847
SRX5694445,-9.2242308752,-0.3946173455,-0.6204594402,0.0646919346,0.103596555,-3.0309320467,-0.0555601568,0.7366439447
SRX5694446,-1.6704309402000002,0.5569217712,-1.0780453714,-0.5511534317,-0.08139700350000001,0.7105428434000001,-0.0198128219,-0.7487939093
SRX5694447,4.2874051399,-0.0298338867,-0.2826101176,-1.3425010601,0.029820835400000002,-0.5699347735,-1.5373330517000001,-0.42415313460000004
SRX5694448,-3.6986707554000002,-0.3732602591,0.3674181562,-0.1645402147,0.5237156525000001,-4.9543248985,-2.4361986097,-1.0305155459
SRX5694449,0.3586058889,0.0701932658,-0.5328863570000001,0.23373750910000002,0.1837067464,0.1775386341,-1.1215918381,-0.0643301091
SRX5694450,-2.9508307265,-0.31631029390000004,-0.4055443481,-0.2569550157,-0.09986079190000001,-2.6538506584,-2.4321687235000002,-1.923176533
SRX5694451,2.3067758217,-0.2808313544,-0.6397645289,-0.3884985985,-0.22123926260000001,-0.9920698066,-0.9942600170000001,0.32335372960000003
SRX5694452,-3.9426331559000003,-0.7809700723,0.7842886771,-0.39132502220000004,0.9111647253,-0.38855835320000004,-0.2741974699,1.0271080185
SRX5694453,-2.6562872668,0.7330768704,0.0852071991,-0.1433358172,0.0723514791,-1.1864130107,-2.3977767625,-0.8689705452
SRX5694454,-1.0694926607,0.12341592750000001,-0.18555417640000002,-0.3492613463,0.06081649,-0.10067935880000001,-0.5544296793,-0.0143859672
SRX5694455,-5.9236731680000005,-0.4034654532,-0.3648115819,-0.4805136981,-0.5684243304000001,-1.7182570855,-0.6694465951,2.0160964001
SRX5694456,-2.7355261167,-0.0310993139,-0.5856403514,-0.0382213312,0.0036775696,0.0152697274,-0.8690630574,-0.3961870837
SRX5694457,-2.0060991875,0.2519289106,-0.6155918729000001,-0.19062629790000002,0.3592846847,1.5946622867,1.4431127885000001,-0.3950436946
SRX5694459,-2.4810450521,0.45409958510000004,-0.8278137878,-0.9923129726000001,-0.1242542808,1.5283246176,0.42413899320000004,-1.3104809708
SRX5694460,-6.6605469401,-0.09742761770000001,-0.346563681,-1.1978806765,-0.8839229363000001,-3.5130073889,-0.0604874823,1.9820999957
SRX5694461,-3.8134578176,-0.5056457899,-0.6241635859,-1.2296074036,-0.014319775100000001,-2.1602168227,-2.7032511374,-0.7479972059000001
SRX5694462,-4.04837687,-0.9763991785,-0.7549218009,-0.2609255541,0.2652422293,-0.800648118,-1.4899758357000001,1.5313356168999999
SRX5694463,1.6565559994,0.2816674676,-0.5317721226000001,0.1382815033,0.11624084720000001,0.862190372,-0.746403637,-0.8308938109
SRX5694464,-0.7332758783000001,-0.0064887289,-0.42569096170000004,-1.1288095984,0.10079534670000001,-1.7302587630000001,-1.9912749897,-0.2876517577
SRX5694465,-0.3556121306,0.6701411008,-0.7787333394,-0.0968763669,-0.1762841902,0.3597602901,-1.614866469,-1.1647466356
SRX5694466,-1.0719283769,-0.2721094741,0.2849311861,1.3514066959,0.5939999958000001,0.7855894254,0.4250607538,1.0126028366
SRX5694467,0.5818393292,0.27134247770000003,-0.6791321378,-0.3001855255,-0.3078107627,-0.8601274002,-1.0789182811,-0.23134393590000002
SRX5694468,-4.7891997197,-1.0210819695,-0.5489293682,-0.5243987399,-0.3293112909,-0.38598095990000003,0.4634742079,-1.3235992494
SRX5694469,2.3195273464,0.23384751950000002,-0.4651611836,-0.1150153483,0.1124726006,1.2264144497,-0.4937594751,0.2827389399
SRX5694470,1.4147935766,-0.0155171218,-0.0026546786,-0.07257280540000001,-0.0074833688,0.6927882937000001,-0.0441280617,-0.1140011834
SRX5694471,-3.9531653447,-0.3260871591,-0.4027529064,0.1884515094,-0.298215652,-1.8437018802,-0.7105836766,0.2780427714
SRX5694472,-4.2731068121,-0.0179372327,-0.2620807039,0.0453331235,-0.1765210674,-0.7732126818,-0.6224827327,0.0204790629
SRX5694474,0.5229071596,-0.8526820336000001,-0.1322773285,-0.09842411420000001,0.1005841467,-1.7961446043,-2.1999183795,-0.029360761200000002
SRX5694475,0.7104948157000001,0.4018208123,-0.24219310500000002,0.24722371440000002,-0.37147785800000005,-0.4832030605,-0.9413710865,0.4395643487
SRX5694476,3.6430762505,0.2433178346,-0.8656861585000001,-0.6113486443,-0.2806408925,0.9385064175000001,-0.8457775122000001,-0.958255505
SRX5694477,-1.8669898531,0.1343060221,-0.0965249888,-1.8427485194000002,-0.5820275918,-1.8486005624000001,-0.6120881462000001,1.3257530398
SRX5694478,1.6731260362,0.4147166654,-0.6125686037,-0.5283278353,0.2286922251,0.6152667638,-1.1074021042,-0.2786624251
SRX5694479,-3.4625663304,1.4054188877,-0.6780251964,0.7334317926,-0.4955093323,0.48579464400000005,1.43605493,0.392395096
SRX5694480,-2.0480838999,1.7541000631,-0.3036139091,0.7004463726,0.40801429250000004,2.2753511285,2.4690046138,-0.0721274882
SRX5694481,2.8040022741,-0.13829738600000002,-0.32311821100000004,-1.0151817803,-0.1042777544,-0.8478658908000001,-1.6781310877000002,-0.7025263753000001
SRX5694482,-2.2014986328,0.2425392312,-0.6472823522000001,-0.45126933610000003,0.3258296805,0.49984832240000004,-0.4762555685,-0.1369099266
SRX5694483,1.1254563274,0.35851928050000004,-0.6886665677,-0.07345373570000001,0.0495926516,0.4813377729,-0.8435907248000001,-0.2574074658
SRX5694484,-1.6269336247,0.2034614011,-0.8571132198,-0.9380478321000001,-0.3344994772,-0.7401862944,-1.2471686966,-0.7252147345000001
SRX5694485,1.0948754896,-0.0093293768,0.1284023329,0.5439119556,0.6817601653,0.324355968,0.4681539797,0.0455061807
SRX5694486,-1.328016212,0.030693057200000002,-0.4840414957,-0.449144341,0.09145817960000001,-0.27323419200000004,-0.7646396469000001,0.0256384562
SRX5694487,0.1848454991,0.0897249784,-0.5855811282,-0.6661382221000001,0.0557899981,-1.0815214013,-1.6702290002,0.0973618641
SRX5694488,0.6353908647000001,-0.3733659911,-0.6483210227,-0.32197152570000004,-0.1060228691,-0.499557057,-1.2816115794,-0.8848599586
SRX5694489,-7.2648329389,-0.8481314526,-0.7268829535,0.022786968,-0.2698062456,-1.0746204776,-0.9655765173,0.5406534275
SRX5694491,-6.6710768559,-1.0050486773,-0.6520774905000001,-1.7524899039,-0.801982571,-2.6641143781,-2.4990405855,0.2172296353
SRX5694492,-8.9485702712,-0.0134408353,-0.5106188083000001,-0.7808843017,-0.7122557881,-2.5632120738,-0.606471858,0.7507628737
SRX5694493,-4.3900125048,-1.0596672695,0.24239025290000002,-0.6831227980000001,0.2178955336,-1.7550318371,0.7394757083,0.5452639171
SRX5694494,-4.3918004521,-0.5877107512,-0.117810119,0.132364221,0.3929079528,-2.2443270657,-1.5566576302000001,-0.26568005170000003
SRX5694495,-4.4159247676,0.1250407771,-0.17484840610000002,0.0795132088,0.3949903246,0.0197443117,0.4323093243,0.0841285715
SRX5694496,-1.0029027065,-0.0600147576,-0.37866698060000004,-0.2416617654,0.0883009471,-0.1563452125,-1.1253225087,0.2074623988
SRX5694497,-1.8281070514,-1.6683069117,-0.2466820523,-0.3939807125,0.1347730261,-2.9233291286,-2.9588872566,0.1124846535
SRX5694498,-0.5722190547,0.41450567850000003,-0.44428095980000004,-0.0166894146,0.0672732994,-0.5686496951000001,-1.7818718834,-0.2450224828
SRX5694499,2.9655654238,1.3237356385,0.7972235026000001,0.4410446831,1.2154251644,-4.9543248985,-3.9685586572,-1.0155779588
SRX5694500,-0.3544623897,-0.41581417540000004,-0.6681049898,-0.4857856264,0.0377668514,-1.1609882979,-1.9166611242,0.40581125370000004
SRX5694501,-0.4315277622,0.46127738970000004,-0.6444253488,-0.2926716673,-0.44908599120000003,0.2931326186,-1.1424897266,-0.0542282217
SRX5694502,-3.9343431709,-0.8118211989,1.3237205784000001,-0.414689593,-0.2248400586,-4.9543248985,-2.2308314116,-2.9378155799
SRX5694503,-8.1184788522,-2.3457671886,-0.7269781167,-0.1394933653,1.0103369475,-4.9543248985,-3.2905908826,-0.3200129413
SRX5694504,-1.7779328582,-0.0108971282,-0.419732614,-0.2548379263,0.2470146702,0.2102979721,-0.0061632818,0.1441304368
SRX5694505,-9.7071183363,1.1710398568,-1.20391518,-1.2663900647,-1.4330491108,-3.2422456163,0.5574776625,0.47527088300000003
SRX5694506,-2.6154734029,-0.2667120759,0.3177096072,-0.051896065400000004,0.6212644464,-4.9543248985,-1.9066000376,-2.5654841271
SRX5694507,-0.7732491339,-0.12138433480000001,-0.3527548835,-0.4053599198,-0.0489642987,-0.6442231476,-1.1645279928,0.1975259029
SRX5694508,-2.5771295284,1.5850093752,-0.5273337604,0.2661172377,0.10730663950000001,1.9903893553,2.8790304897,0.2647319957
SRX5694509,-5.5457636674,-0.9570700282000001,-0.09956798480000001,0.4737817862,0.15496611770000002,-2.1935764911,-1.4187992321,1.2775528383
SRX5694510,2.2458283238,0.2503218092,-0.5793740741,-0.0426756655,-0.0919059606,0.8106657876000001,-0.5455504881000001,0.2603432292
SRX5694511,3.4865578659,-0.2224218184,-0.6560487783,-0.0461619439,-0.0946127311,-0.5030941128,-1.9052956364,-0.5445256282000001
SRX5694512,-6.446181217,-0.4013469416,-0.8122972091,-1.4318992467,-1.2071446045,-1.4884099982,-1.7869076372000001,0.0948469767
SRX5694513,-1.9208464914,1.7874302763,-0.5523283406,0.48518683640000004,0.1982412765,2.3407828831,2.7035074685,-0.6320639646
SRX5694514,-5.6267657115,-0.414132942,-0.4941901373,-1.5749720131,-0.7870827880000001,-3.2817359052,-0.6309980420000001,1.4560009629000001
SRX5694515,-7.089970223,-0.5768768368,0.018631723200000002,0.8546066088000001,0.9096958878,-1.0130624668,0.5591090838,-0.3249757767
SRX5694516,-1.451077808,-0.777942588,-0.5160877503,0.3512429461,-1.1385180241,0.6400911570000001,0.2844424888,-1.1409297771
SRX5694517,-3.3706617747,0.010449687400000001,-0.7014788256000001,-0.190275372,-0.5105642421000001,-1.1877474387,-0.699081692,-0.777314911
SRX5694518,0.7124432274,0.3843464502,-0.5921202789000001,0.1728443197,-0.1628100435,0.0057376782000000005,-0.6834696411,0.0180990911
SRX5694519,0.3212398873,-0.3649091015,-0.6426764761,-0.138096181,0.1549153346,-1.101779104,-0.9369712622,0.08073145870000001
SRX5694520,-1.918170725,0.6432050728,0.8100192573,0.4218486569,0.4183519983,-4.9543248985,-1.7037657776000001,-1.0174599348
SRX5694521,-0.9360565756,-0.2299874936,-0.6810660943,-0.3849114842,-0.1254212921,-1.478819687,-1.6631423053,0.09148157920000001
SRX5694522,2.0157705642,-0.0627663361,-0.44490424640000004,-0.1791597613,0.0268829761,0.1703270946,-1.0659853640999999,-1.5476080252000002
SRX5694523,2.1197026465,-0.370317177,-0.8069696731,-0.26056235240000003,-0.2915036778,-0.6731816621000001,-2.0924488142,-0.7477075316
SRX5694524,-6.8062097727,-1.2501331449,-0.8317090932000001,-0.1437478389,-0.2649756951,-1.463319352,-1.9019719918,0.2071493403
SRX5694525,-0.2456534662,0.3579992967,-0.48981127210000003,-0.2333518565,0.529513953,0.1949305494,-0.3270881192,0.8525130146000001
SRX5694526,4.6816780316,-0.23961507640000002,-0.7361761565,0.0258742196,0.1945703048,0.6053945312,-1.4260702628,-0.175856218
SRX5694527,-3.3084534089,-1.1257324069,-0.7635762723,-0.7362721111,0.0218215455,-2.1467705867,-2.4558263077,0.2870256222
SRX5694528,-4.4539267363,1.3630070220000001,-0.673219145,0.6059943318000001,-0.5813385969,0.8898444481000001,1.5532031724,0.2407021481
SRX5694529,1.6321622397,-0.0669873084,-0.6117182999,-0.6086756616,0.1137698936,0.4587964571,-0.7262673853,-0.6198402791000001
SRX5694530,-5.704145157,0.3310338887,0.8249116608,0.3098668676,0.4646321349,-2.8578512514,-2.7702355593,-0.9751571788000001
SRX5694532,-4.0098073163,-0.7105441010000001,-0.1835209761,0.2619208373,-0.46946522700000004,-1.7372671564000002,-1.1356812419,1.3099850778
SRX5694533,2.1813857737,0.4887425393,1.2297299564,0.7438208052,0.0120572586,-0.5795125854000001,0.4849650354,-0.7183523508
SRX5694534,-4.669163595,-1.7865916025000002,0.8964491817,-1.254178781,0.9295389682,-3.1552620167,-1.8102551761,0.7760040404
SRX5694535,-1.2326308858,0.7543232128,0.6051719506000001,0.7114052618000001,0.7169666949,-4.9543248985,-0.5962947766000001,-2.575634232
SRX5694536,-0.1591097911,-0.6533657273,-0.7366201193,-0.4195899943,0.1778322443,-1.3114983628,-1.7375392391000002,-0.9130116927
SRX5694537,-3.8399425023,-0.1401992257,-0.6509915197,0.0625840782,-0.1175634941,-0.7216108358000001,-0.8444514657000001,-0.44788224930000003
SRX5694538,-3.0260879567,0.15233500560000002,-0.3619950656,0.31114129620000003,0.0875716284,-0.7100778606,-0.5609800471,0.3148884245
SRX5694539,1.300963091,0.11487126210000001,-0.48443834680000003,-0.606447562,0.2961895388,-0.0995043174,-1.8769103862,-0.28971688570000004
SRX5694540,-5.9369934846,-0.8006231894,-0.5860169708,0.0006027872,-0.7186337545,-2.0510275171,-1.1587548634,1.3346327518
SRX5694541,-1.944119475,-0.170901602,-0.4899706324,-0.8728391425,-0.17123665130000001,-0.8815517271000001,-2.2036373405,-0.5946219462
SRX5694543,-2.3550265980000002,-0.6024264334,-0.6916261842,-0.2541510046,-1.146861275,0.0073837486,-0.0773578979,-1.3247379993
SRX5694544,-3.5901670189,-0.0028969979,-0.7723148823,-0.1927526698,-0.2474364446,-0.9772992033000001,-1.1987971767,-0.44033934020000004
SRX5694545,3.7981617749,0.071637042,-0.9345604604000001,-0.3846550843,-0.2025828175,0.6645719065,-1.5697753834000001,-0.629954507
SRX5694546,5.4743854834,0.4890212635,-0.7274115978,-0.3039811518,-0.0596331783,1.7672363165,-0.6416192956,-0.08006541610000001
SRX5694547,1.3148755892000001,0.5336253568,-0.3357729393,0.33579434900000005,0.0737356827,0.1705663155,-0.218809689,0.0653199613
SRX5694548,-1.1809731835,-0.0752966099,0.028162841,0.037499836200000004,-0.038326106000000006,-0.6626245243000001,-0.18554009940000002,0.0229108257
SRX5694550,-4.6334442982,0.1955833848,-0.7346413894,-0.0296489887,0.0952702534,1.2641697463,0.6551437869,0.6068103597
SRX5694551,1.5893678648,1.0403766993,0.4764316374,0.1480063252,0.9542400032,-4.9543248985,-3.062673093,-1.0974892677
SRX5694552,-1.0090201801,0.2286475199,-0.7448938301,-0.1614010891,-0.056303568500000005,0.06758366560000001,-0.5305310609,0.42388081310000003
SRX5694553,-0.9302821158000001,-0.0369073149,-0.3273924877,-0.1738932343,0.4202529148,0.7973108276,0.43554068760000003,-0.15407335730000002
SRX5694554,-1.31542743,-0.22576235600000003,-0.4181937543,-0.0055406214,-0.4454050175,-1.1229460866,-0.7049374159,0.5215772258
SRX5694555,-7.1547364332,0.3387253381,-0.2452545928,-0.7598699923000001,-0.18710055820000002,-1.0387753436,-0.42549636560000004,0.8160299542
SRX6072760,-8.4726576304,-2.4784048818,-1.0870508238,-0.09124201550000001,-0.7436911573,-4.1662094455,-2.0591431465,0.0071643614
SRX6072761,-6.5856996861,-2.0477755786,-0.9961289279000001,-0.3740258319,-0.1463256107,-2.4660532164,-2.0233068317,-0.2758306545
SRX6072762,-8.7289405764,-2.2658914631,-0.771228957,0.11520709800000001,-0.5875333069,-2.8718865882999998,-1.5630137536,0.19657312300000002
SRX6072763,-7.508743196,-2.0716798753,-0.2988503818,0.7498074232,0.16979212600000002,-2.4320964446,-1.2307429816,0.249607336
SRX6072764,-8.419058587,-2.2149650721,-1.3060500737,-0.9806897791,-0.7587746758,-3.6339570428,-2.2434015583,-0.36908601
SRX6072765,-7.7182752358,-2.1312362032,-0.4698493415,0.5147828210000001,-0.07881402900000001,-2.5049262159,-1.2137433793,0.2020555698
SRX6376491,-0.9875440902,1.2171422642,-0.431836726,0.3275815133,0.0384005469,1.7553138839,1.3727531535,-0.1806245025
SRX6376492,-8.8542022648,-0.48215578470000003,-0.2479315403,-1.0500605999000001,-0.4738644065,-1.7750764978,0.7364658202000001,1.0700777325
SRX6376493,-9.3108106501,-0.3969812236,-0.3208997619,-0.9662807781,-0.5372366915,-2.3030007435,0.8020099156,0.9891126338
SRX6376494,-9.4587000803,-0.12169285510000001,-0.5793796718,-0.9825302939,-0.4125030011,-1.6870039870000002,0.8283546073,1.0233108158
SRX6376495,-0.3477886941,1.3164593928000001,-1.0214167472,0.1640594779,-0.058422072500000005,1.7112292034,1.7646604640999999,-0.3377527415
SRX6376496,0.0811290621,1.2390963835,-0.3290600459,0.5679706736,0.0282126296,1.5937886089000002,0.9226248098000001,-0.2580387104
SRX2723951,0.7961077984,0.492931227,0.6598914536,0.1318054724,0.4559095412,2.3386974061,2.1806473558,0.3710506029
SRX2723952,0.3576534536,0.42417479220000004,0.9832884074,0.7003417759,0.5789392786,3.6669980278,3.1446118588,0.401816247
SRX2723953,1.035796788,-0.4014707758,0.8721664519000001,-0.2455260877,0.6719355073000001,1.4663093568,0.6395456294,0.30867674040000004
SRX2723954,1.1142481866,0.5701885480000001,2.1359526484,2.0385985913,1.2850174117,3.4059199795,4.659462879,0.9241273707000001
SRX2723955,1.5186229047,0.020323409100000002,0.2737678919,-0.5387969556000001,-0.1083219827,2.3795006094,0.8132213377,0.0695428277
SRX2723956,0.8377816219,0.49103960350000003,0.695521326,0.9705689979000001,0.4379078729,1.267768323,1.7711158004,0.4482329444
SRX2723957,0.29684900810000003,0.2077537662,0.0027797833,0.0802442713,0.19049848900000002,-0.0370901297,-0.11114342320000001,0.38800892870000003
SRX2723958,1.2342892407,-0.8768437502,0.40495222070000003,-0.7486640335,0.1404716155,-0.3873646532,-1.5626090575,0.202722579
SRX2723959,0.9793804167000001,0.38056645310000004,0.060148937000000006,0.1620603854,0.127453654,0.26734594300000003,0.4949660891,0.4881545801
SRX2723960,-0.6067644226000001,0.5286792991,0.5717783675,0.5945007492000001,0.6032816893,2.4129024847,2.5456189009,-0.6525915672
SRX2723961,0.8736298871,0.7818676001,2.013377032,1.7935056299999999,1.3992519889000001,6.353334971,5.0940224489,1.0272800719
SRX2723962,-0.5080973807,0.5910433701000001,0.5681472350000001,0.41204326290000004,0.6727900119,1.8724600122,1.8518225675000002,0.5836160711
SRX2723963,0.40939518150000004,0.2850928917,0.010549156700000001,-1.3091878919,0.0877984755,0.7781908265,-0.2820607412,0.660080938
SRX2723964,0.7075622319,0.40608558710000003,0.4934227188,-0.5331449656,0.3256678548,4.0181270844,1.7197414120999999,0.4500184297
SRX2723965,-0.3541064725,0.7067491248000001,0.5664943758000001,0.4502374763,0.5105055497000001,1.1309723506,1.4663876389000001,0.6290657146
SRX2723966,-0.0505590001,-0.5806454049,0.0090813135,0.2030546736,0.1098458068,-0.1970568618,-0.2911116018,-1.1453450687
