,A,CadC,ArcA,Lrp,OmpR,gadE,GadX,hns
SRX2436959,-1.2242597767,-1.0668134043,0.5268494525,0.2935515267,0.38732332010000003,-0.0606603389,0.10856943640000001,-0.4296580501
SRX2436960,-4.7085956353,-0.36182496680000004,0.3300483652,0.3025870001,0.8825326560000001,-10.4680136629,-7.7392758931,0.045136789600000005
SRX2436961,-4.7508159625,-1.31676273,0.1176002028,0.5249678536,0.9918560030000001,-3.3837683751,-0.7458632826,-0.1059539697
SRX2436962,-4.5355510218,1.0944432772,-0.2104390858,0.08087034130000001,0.9286320546,-10.4780210745,-8.4034980314,0.2258490008
SRX2436963,-1.419985415,-0.18916306330000002,0.0149251139,-0.4273930607,0.1276248753,-0.9042029784000001,-0.376780479,-0.47975217700000006
SRX2436964,-5.1301919349,-0.7476299175000001,0.0050649824,0.3959760323,0.6909131684,-2.3351485115,-0.49734399440000004,0.2753415236
SRX2436965,-0.6924868011,0.5806408861,-2.0450412115,-0.7719558461,0.5176918857,-8.9931450991,-5.558594086,-0.9815861442
SRX2436966,-3.7849882797000003,0.7180874585,0.2509442296,0.4110651925,0.6825681341000001,-3.487329876,-1.5004944395000002,-0.3087478254
SRX2436967,-4.9341966565,-1.2142706633,-0.0192003367,0.4524613831,0.8595934208,-3.786996326,-0.8922951483,-0.10767101450000001
SRX2436969,-1.2880244525,-0.2130821819,0.1182597891,-0.3402133586,0.1405043602,-1.1772502082,-0.5044675253,-0.45504732480000004
SRX2436970,-3.7561497921,0.9194954240000001,0.39856133250000003,0.3635407714,0.7067479557,-3.7532743899,-1.3381789616,-0.1784720246
SRX2436971,-5.171849237,-1.1314087969,-0.13303799560000001,0.5364978286000001,0.9251385718,-3.1037810414,-0.5056103457,-0.1390028699
SRX2437029,-4.7023180978,1.0270756199,-0.3410695594,0.06895210660000001,0.9415232153,-8.2612550168,-7.1866897604,0.1736260885
SRX2437030,-0.0949846179,-0.6132399438,0.155742511,0.7655117353,0.5236235180000001,-10.333107873,-0.19900593900000002,-0.27164307
SRX2437031,0.9899419512000001,0.31910816210000004,0.12230633960000001,0.7802801155,0.0724592591,0.9246605210000001,0.4710223147,0.2077827392
SRX2437032,1.0725405845,0.5940073769,-0.0231116861,0.9563882946000001,0.1226738405,0.7917812134000001,0.4855260384,0.29997996050000003
SRX2437033,0.3639992748,0.4894851631,-0.7123728968,-0.7213502885,-0.5819217169,-0.4898230642,-0.36712429090000004,0.1029299878
SRX2437034,-0.1831388299,0.4075111196,-2.0397357955,-0.9132371755,0.48540800570000003,-8.7909341488,-5.6846699906,-1.3674103504000001
SRX2437035,2.3660252738,-0.3240270261,-0.3836625166,0.6874173466,0.3518852113,-10.6456861873,-1.8600842366,-0.36110479560000003
SRX2437036,1.9235388157000002,-0.2860372892,-0.4890135682,0.43755669999999997,0.2515017342,-7.9438482649,-1.7578987962000001,-0.5273915313
SRX2437037,-5.0909263833,-0.8717738005000001,0.1264931956,-0.1640173815,0.5585856191,-1.9667500264000002,-0.6206539345000001,0.08841543040000001
SRX2437038,-4.1186043958,1.1686884295,0.24165958950000002,0.4633929518,0.5490163023,-3.4172078207,-1.0312536301,-0.13269625570000002
SRX2437039,0.490562272,-0.4894904933,0.6254806809,0.2677716827,0.2713357726,0.6786720246,0.7517375774,0.2522664448
SRX2437040,2.1678085446,-0.3049369625,-0.3886040764,0.418327859,0.4199897415,-10.5488634039,-2.0408356488,-0.48692241550000004
SRX2437041,-0.6262549742,-0.9387445618,0.11163370210000001,1.0090743947,0.3034903557,-10.3141865645,-0.2794974947,-0.4461017364
SRX2437042,0.7335479309,0.4471167292,-0.5679767338,-0.4506276375,-0.3178201453,-0.3570849197,-0.17939048500000002,0.2538424899
SRX2437043,-5.5139691653,-1.0046351277,-0.0194579248,0.08505589720000001,0.5267091533,-2.0461469939,-0.7480785665,-0.0103089075
SRX2437044,0.2816776308,0.1088317115,-0.1043600593,-0.3584072742,-0.22217956560000002,0.5939077504,-0.38909258680000003,0.2476559297
SRX4705203,-4.9824287505000004,-0.9718500395,-0.38558688100000005,0.5133438553,-0.0028504684000000002,2.3362380322,0.1315774957,-0.3995743255
SRX4705204,-3.6189774199,-1.9230654585,-0.2343390475,0.7046198992,0.2338023273,-0.9057195052,0.0697563328,-0.5051173318000001
SRX4705205,-1.74287122,-1.5560645217,-0.1768228467,0.5004833076,0.125450476,1.0100723473,0.554049303,-0.5683179356
SRX4705206,-1.0865463541,-1.39750353,-0.1829866169,0.35441214860000003,0.1273271152,1.5896810198,0.8373188606,-0.6196273183000001
SRX4705207,-4.1933999744,-1.4132827828,-0.1312277256,1.6410904541,0.4937833071,-1.8785032513000002,-1.109915956,0.8182663423000001
SRX4705208,-2.9277353297,-0.6007036351,-0.6927357911,0.47678163370000004,0.3447248129,0.39718258500000003,-0.9103902651,0.6574174028
SRX4705209,-3.0908983641,-1.7112466896,-0.05061829700000001,1.1553954099000001,0.49130684280000003,-1.5917521324,-1.8425299546,0.8539069389
SRX4705210,-2.1394667919,-2.0183706501,-0.2321428443,1.2420197492,0.2281203201,-0.3086045632,-0.7715059626,0.4270401478
SRX4705211,-1.4794424451000001,-1.977112004,-0.33308463520000003,1.1230839757,0.0570260276,-0.9124063273,-0.9134966838,0.3057844903
SRX4705212,-1.6232418274,-1.7489305524,-0.3163096863,1.25345319,0.1219852908,-0.7848960107,-0.8231604171,0.3815134859
SRX4705213,2.4898789816,0.5183493081,0.1901686705,-0.2813310122,-0.1174601203,0.43506496850000004,-0.47587371030000003,-0.0514692571
SRX4705214,3.3462197715,0.3042080265,-0.058796187400000005,0.22121202140000001,0.0893062359,0.2202494525,-0.2192822143,-0.08890384350000001
SRX4705215,-2.3850322421,-0.5060295603,0.0858430565,0.1647737698,0.108199401,0.0291432168,0.3491979779,0.0282034008
SRX4705216,3.1380286314,0.41469767360000004,0.0028923649,-0.2282206069,-0.1361861403,0.007255528000000001,-0.4482340085,-0.20737839730000002
SRX4705217,-3.4449763689,-0.7027608337,-0.1846147007,-0.1912132611,0.0740113352,-0.2327537231,0.3617842556,0.2889934849
SRX4705218,-3.1441187734,-0.028464614200000002,-0.035493203800000005,0.314779089,-0.017870711600000002,-0.4589594428,0.43240769960000003,0.0305546122
SRX4705219,-6.2888308487,-0.7289204274000001,-0.23346584150000002,0.47990500760000004,0.0969939076,3.6560702359,1.4388144902,-0.44535358700000005
SRX4705220,-5.3271744775,-0.4298335882,-0.1391940875,0.4767462776,0.1702286555,3.7578276032,1.4822941105,-0.306990557
SRX4705221,-2.3136295636,-1.8263012207,0.0132220698,0.4950159114,-0.0862490159,1.9701178217000002,1.1647807872,-0.7320052409000001
SRX4705222,-5.5493212306,-1.1661472155000001,-0.15327054480000002,0.6584069299,0.0627109079,3.7975953776,1.2704916582,-0.49582002880000003
SRX4705223,-5.3043247299,-0.9248941568000001,-0.40193558090000003,0.3264376297,-0.0654252065,2.2400872431,0.18353300120000002,-0.5767303165000001
SRX4705224,-5.5226061697,-0.6211107935,-0.5313746106,0.4841839974,0.0399553215,2.1948003384,0.2730073368,-0.1629885837
SRX4705225,-4.3290324121,-1.7499400575,-0.6203175706,0.9759841434000001,-0.2914212792,-3.5227618753,0.4388982658,-0.48575719840000003
SRX4705226,-4.0304093446,-1.815260629,-0.6981566933000001,0.6436066375,-0.36996251820000003,-3.526846673,0.3391830247,-0.6388222610000001
SRX4705227,-3.1771200604,-1.7487716913,-0.7595007277,0.0506435357,-0.3656086109,-3.0085562516,0.512148016,-0.838650267
SRX4705228,-3.1121548017,-0.6504144262,-0.0372590058,0.4709963548,0.0729594687,2.6042831637,2.4644411226000003,-0.8016365618
SRX4705229,-2.4093671976,-0.5696257394,0.09376858960000001,0.5467788408,0.0985415102,2.6916772758,2.6115763972,-0.6139088962
SRX4705230,-2.4637973127,-0.2606498686,0.0231333739,0.6440852474000001,-0.0864115391,3.1102064821,2.786839205,-0.287425074
SRX4705231,-2.1849502809,-2.0039202086,0.1127304596,0.20524776720000001,0.0854927991,2.5472782739,1.6840199022,-0.4489432823
SRX4705232,-1.9677161949,-1.6588245083,-0.0380817781,0.414003043,-0.1385285336,2.3015406414,1.2409427823,-0.5123378751000001
SRX4705233,-4.0220981318,0.28887847640000003,-0.2157053013,1.0314138197,0.8975989235,-4.5982621841,3.0552930362,-0.2272886656
SRX4705234,-6.7037214370000004,-0.0651171254,-0.4094781025,0.9776055061000001,0.1910805334,-5.7461388797,0.7118935667,-0.9453875653
SRX4705235,-2.7758573087,-0.6943434433,-0.1995304755,0.42285493490000003,0.080955385,-6.1751159546,-1.3363152808,-0.1865236397
SRX4705236,-9.26857018,0.0754824635,-0.4656880963,0.9258231409000001,0.1377768893,-5.6748091107,0.7030296889000001,-0.8251469931000001
SRX4705237,-3.811587736,-0.7207992797,-0.0487554939,0.39252543700000003,0.23949619590000001,-6.346387135,-1.6633560898000002,-0.16361876860000002
SRX4705238,-2.336879492,-0.7469414421,-0.215019177,0.3675955966,0.047307092200000005,-5.5938838749,-0.9713639908,-0.1793039498
SRX2038319,-0.2640281775,0.3107741731,1.0693941837,-0.6987594427,0.6412588847,0.0139797876,0.6157377047,0.8134453723
SRX2038320,0.0786854917,0.42551686910000003,0.2635843553,0.21893339,0.49030679450000003,2.2319154896,1.1122063436,0.7646370964
SRX2038321,0.4361286633,0.4828854308,0.9174621933,-0.32595251140000003,0.68091243,-3.3504926222,0.8433717628,1.0324515241
SRX2038322,-0.2332276252,-0.373508811,-0.1218903694,-0.4676213152,-0.1784520008,-3.2339529342,1.4254230940000001,1.1282927925
SRX2038323,-0.2943121984,0.6423403776000001,-0.8918312391000001,-0.6919078386,-0.44224241480000004,0.5226293499,-0.2005793117,0.1944001789
SRX2038324,-0.403382191,0.2467910553,-0.6881736304,0.07441603620000001,-0.4764641961,-4.1579925567,-1.6299030935,0.4488880236
SRX2038325,0.8182152844,0.2116534804,0.7699156984000001,-1.4814481066,0.5329124751000001,-3.3381135148,0.4972415068,0.8192872041
SRX2038326,1.4262887643,-0.5518083477,0.9700102006,-0.4922183747,0.9075329643000001,-2.3078005239,0.8698127504000001,1.2621479943
SRX2038327,0.15478024270000001,0.5022062150000001,1.0384347552,-0.8995050710000001,0.6129146337,-0.0058409704,0.3887205452,1.2170803733
SRX2038328,0.43417390640000003,-0.3834720425,1.1285368322,-0.0430858747,0.8952812926,-1.3263821227,0.6481500712,1.1546751501
SRX2038329,-0.409889155,-0.2139528447,0.8161619262,0.328357881,-0.2342598059,-1.0781355394,-0.2944254633,0.53156031
SRX2038330,-0.7396585532000001,-0.48670567080000005,-0.0201403201,-0.0534080917,-0.34026941320000004,-0.43432279490000003,-1.2407576638,0.4018958288
SRX2038331,-0.5627376506,-0.3791718277,-0.10491848840000001,0.3174450166,-0.2707075829,-1.0025609797,-2.1301683097,0.4577782038
SRX2038332,-0.1429612656,0.1672315114,0.7603654310000001,-0.1036710025,0.8622152044,-1.5193476558999999,0.5823923612,0.9002764379
SRX2038334,-0.27175756100000004,0.0615469785,-1.0891380371,-0.3517465696,-0.6269707459,-2.3310213741,-3.4635241338,-0.262260078
SRX2038335,0.057262718600000005,0.2313796373,-0.8079639627,0.5192796098,0.1735851839,-3.8113830649000002,-1.9699868450000002,0.3425222732
SRX2038336,0.1706701531,0.5033299058,-0.6936482731,0.1308822454,0.2177989082,-4.723710063,-2.3669817871,0.7995975116
SRX2038337,-0.9911620271,-0.3943167118,0.44997349200000003,-0.424197062,0.19680499580000002,-2.93492297,-1.8704187436000002,0.43580111590000004
SRX2038338,0.4173505517,-0.6164067252000001,-0.3344079171,0.4053826272,-0.38426572200000003,0.15505544940000002,-0.1124218074,-0.3017448487
SRX2038339,0.162528513,-0.0080704964,0.6810912996,-0.4372174062,-0.0433837129,0.7088664608,0.1956904767,0.2518614037
SRX2038340,1.5104681504,-1.1767580275,-0.7281520391,0.8743043845,-0.24201353520000002,-2.1475670845,-1.5441800312,-0.222408293
SRX2038341,0.4632609051,-1.1643883458,-1.0546255310000001,0.6255071712,-0.435184112,-1.8520559228,-0.3453191248,0.1879661558
SRX2038342,0.2984639877,0.3128511698,-0.8944886509000001,0.9035958732,-0.5324551115,-0.2935311929,-0.4104208794,-0.4890843193
SRX2038343,0.2765952991,0.46138419540000003,-0.7695802995000001,0.5011373763,-0.2116317881,-3.3664794786,-1.3283772674,0.3142079397
SRX2038344,-0.1066331427,1.352120031,-0.5339921031,0.2909867432,-0.64172567,-2.0380439122,-0.9935913919,0.3077435991
SRX2038345,0.4021765679,-0.72809521,-0.0834480876,0.0166781812,-0.7673222017,-2.9224326977,-0.5052825244,0.1788038197
SRX2038346,0.8223139307,0.5859509379,0.6391570357,-0.2262872166,-0.40092593200000004,-0.6133815045000001,-0.189121058,0.1157789693
SRX2038347,1.7396190749,0.3281859566,0.9185526292,0.0553749022,-0.22381282060000002,-1.4430711628,-0.1654436139,0.5130444938000001
SRX2038348,1.2314828063,0.528323997,0.6901443962,0.3705303764,-0.29086451550000003,-1.1562290388,-0.44167636250000003,0.1415777017
SRX2038349,0.0569754572,-0.4149419536,-0.6312365123,0.6758979615,-0.8058252067,-1.9169421875000001,-2.0345941137,-0.3207439709
SRX2038350,0.0889812052,-0.2176911702,-0.6568917332,0.0595006877,-0.621361892,-0.1506871668,-1.5632921842,-0.2838773316
SRX2038351,0.4795600915,-0.0581836907,-1.0174438648,0.6567124508000001,-0.5077788478,-2.5291458111000003,-1.7974193415,-0.213800642
SRX2038352,0.7379537223,1.2790042234,-0.6496157627,0.37708467960000003,-0.1911011367,-2.1478879614,-1.1265188594,0.543715835
SRX2038353,-0.1733226036,0.16753096550000002,-0.7033841573,0.2298474415,-0.4288196577,-2.6470210337999998,-3.4025816285,-0.0083750354
SRX2038354,0.9596277535000001,-0.3770227471,-0.6182618178,0.5212395903,-0.2170269822,-3.4436961126,-2.2670312476,-0.0373465344
SRX2038355,0.8475679394000001,0.2221226066,-0.5516249936000001,0.32747520890000004,-0.5840050591,-3.4850644927,-2.3404292198,0.1802205077
SRX2038356,-0.3110714535,0.5467115103,-0.7842142551,0.1956860706,-0.4447205785,-1.0911406054,-1.4834348926,0.2062926307
SRX2038357,-0.1533223742,0.3056325521,-0.7349862666,0.2933768154,-0.2569931627,-0.169035237,-0.5033158973,-0.5117005236000001
SRX2038358,0.1449303049,-1.0550167068,-0.31267291070000003,0.3530191183,-0.8777741444,0.1527486434,-0.6648402893,-0.7003631485
SRX2038359,1.0318675182,-0.7938029821,-0.4842923424,0.8308271177000001,-0.2947833402,-2.4338714524,-1.2248399779,-0.2187207317
SRX2038360,0.0954758955,-1.512687966,-1.0148851516,0.3140367952,-0.7335047047000001,-2.682196983,-0.37463469790000004,-0.054139203600000005
SRX2038361,-0.10208104280000001,0.8774817774,-0.6907153027,0.4424675904,0.0301891408,0.8004757136,-0.2027820125,-0.0185848993
SRX2038362,-0.2482609935,1.5487015463,-0.5100728839,0.2045211275,-0.1359630352,-2.0983445251,-0.3614433265,0.49671234680000004
SRX2038363,0.2691817089,0.7197321891,-0.3755575815,0.570620766,-0.3757764468,-2.1676988822,-0.8405548937,0.4824981277
SRX2038364,0.1212440126,0.5808404541000001,-0.2196301371,0.1584720506,-0.0165619341,-1.4010285598,0.457055802,0.3482297729
SRX2038365,1.0407435241,0.17677318590000002,0.4059186527,-0.46978876070000003,-0.4233848941,-1.0413278204,-0.4377825191,-0.1461560235
SRX2038366,1.5554409145,0.0644247458,0.6795316201,-0.5714079609,-0.2898632238,-2.0958266679,-0.0683557383,-0.2391000802
SRX2038367,0.9195974614,-0.027128894,0.5180514967000001,-0.2061103138,-0.6066856049,-1.7503609387,-0.6143703652,-0.46783544390000004
SRX2038368,-0.651332382,-0.9399048865,-0.5719402797,0.28556949470000004,-0.7388678637,-0.8732193694,-2.034699316,-0.3071428348
SRX2038369,-0.1551493777,0.6456245978,-1.1732918553,-0.1080755974,-0.4298871476,0.061850194100000006,-1.2191648806,-0.4365247042
SRX2038370,-0.3513235153,0.5505663619,-0.7755120344,-0.1668364591,-0.3606984225,-1.001559036,-0.5285296653,-0.38758173360000003
SRX2038371,0.5047253685,-0.8165176124,-0.5555756714,0.1830116386,-0.79955145,-4.2904850163,-2.1253579339,0.3201668684
SRX2038372,-0.6304583943000001,-0.1201536485,-1.0030252318,0.3225783879,-0.7781073004,-3.1143265402,-4.077872517,0.0465265411
SRX2038373,0.2775988231,0.346318212,-0.5831005596000001,0.3390267838,-0.4180294416,-4.2803977021,-2.5289969765,0.14940950960000002
SRX2038374,0.5244099871,0.1668343274,-0.9335797538,0.3525498406,-0.7719065847000001,-3.6471578718,-2.3292381643,-0.132560216
SRX2038375,0.34232732250000003,0.5607802169,-0.8369083792,0.056790971700000005,-0.5081789614000001,-0.6084566347,-0.6743678266,0.5144624051
ERX530520,0.0078012716000000005,0.0029153251,-0.0588099996,-0.0900831628,-0.0426817793,0.1316349346,0.0659515803,0.0221061546
ERX530521,0.5118333697,0.0619085215,0.0707141134,0.09938717050000001,0.09401549270000001,0.2385016707,0.9123513168,-0.0756894691
ERX530522,0.5626279361000001,0.2902229769,0.0792301926,0.0008525029000000001,-0.2049002846,0.23476960730000002,0.7930003648,0.11953000150000001
ERX530523,1.4581801768,0.0453396794,0.1165178999,0.0641294674,-0.1502495019,0.2380145764,1.0248385662,0.2118616721
ERX530524,-0.0078012716000000005,-0.0029153251,0.0588099996,0.0900831628,0.0426817793,-0.1316349346,-0.0659515803,-0.0221061546
ERX530525,1.1109121706,-0.058062264700000005,0.1391146988,0.0428252215,-0.0853828519,-0.3114005024,0.9538931333,0.0591923524
ERX530526,0.2519961698,-0.1997330336,-0.2406300043,-0.13102121560000002,0.1389459663,0.2028028718,1.4853188853,0.1263137037
ERX530527,0.5518393524,-0.1337394304,0.09393124500000001,-0.0087000389,0.0146777703,0.3080828456,0.9470638082,0.0809025668
ERX3212443,-0.3063387818,-0.49388878620000004,0.8784288994,0.1026091301,0.1558404166,4.5481762342,1.5414766096,0.0732094626
ERX3212444,-0.5403377312000001,-0.3170844638,0.7269323781,0.283112284,0.0573121652,0.5852418070000001,-0.17989246350000002,0.0056132335
ERX3212445,-0.5444370331,-0.3961779985,0.7669138366,0.27994633280000003,0.0316162718,0.2438814186,-0.6386387231,0.0423629914
ERX3212446,0.4672991226,0.4495752362,0.3543791704,0.1902086395,0.006335950900000001,0.7231788146,-0.4826296707,0.041954287
ERX3212447,-0.3928312995,-0.1484648435,0.6126265213000001,0.11612324360000001,0.1384436819,0.8965591663,-0.1189749816,-0.0160248089
ERX3212448,-0.42695823050000004,-0.0705243403,0.7204335675,0.09240823790000001,0.019876677500000002,4.2524179078,0.7068529191,0.0104782174
ERX3212449,-0.0691376655,0.058902961000000004,0.0023349412,0.0016942774,-0.0235522806,-0.150857249,-0.20246891660000002,-0.0104948585
ERX3212450,0.2609365972,-0.1293224162,0.0138897402,0.021957981,-0.0049222591000000005,-0.0903195095,0.1870786186,0.0124467228
ERX3212451,-0.1917989317,0.0704194551,-0.0162246814,-0.0236522584,0.0284745396,0.2411767586,0.015390298,-0.0019518642
ERX3212452,-0.6281956087,-0.0269565145,-0.5224664074,-0.0084512318,0.3939977395,1.274013771,2.0911972078,-0.3895044203
ERX3212453,-0.06802846700000001,-0.0124580244,-0.5060912851,-0.055699941600000004,0.44910143280000003,1.9844229877,2.6867062747,-0.42263324150000003
ERX3212454,0.49395496110000003,0.26376275320000003,-0.2103690696,-0.0976466485,0.42799801190000003,1.9033099384,3.5787519851000003,0.024469464200000002
SRX7478973,0.2600865805,0.09549019210000001,-0.0026986212,-0.029498764700000003,-0.0381950275,-0.37583794470000004,0.0978064413,-0.0055667291
SRX7478974,0.07154717270000001,0.2605214449,0.0232666232,0.0311821233,0.0711292604,0.5829164452,0.0575362877,-0.044471987000000004
SRX7478975,-0.3316337532,-0.35601163700000005,-0.0205680019,-0.0016833585,-0.0329342329,-0.2070785004,-0.155342729,0.050038716100000005
SRX7478976,-0.0636436193,0.0696808847,-0.0248110193,-0.11773795890000001,-0.1736917977,0.2017041672,0.157237658,0.0016250414000000002
SRX7478977,0.2308214057,0.0211822996,-0.0365080084,-0.11458857260000001,-0.0629304126,-0.2084249041,0.3718575877,-0.043639133100000005
SRX7478978,-0.0982163263,-0.559975879,0.10535953910000001,0.0217526694,-0.059371521000000003,-1.0375242389,0.3628999209,0.1600786533
SRX7478979,0.0820912199,-0.45989274420000004,0.2585635182,0.0297424011,0.188122264,-0.5423724693,0.9126630956,0.09561689300000001
SRX7478980,0.40195154120000004,-0.5058103268,0.303827907,-0.07473409190000001,0.1305646073,-0.6023132839,0.9505124912,0.1953431049
SRX7478981,0.6452917984000001,-0.5094756984000001,0.24080459610000002,-0.1823935378,0.2263491171,-0.3685248794,1.1721462109,0.2260962068
SRX7478982,0.3956982626,-0.309574801,0.2868203253,0.0365516841,0.3374196327,-0.5831546029,0.9876879947,0.18279078980000002
SRX7478983,0.0976608192,-0.6730919573,0.2959739772,0.0361347527,0.3072702684,-0.7419023174,1.0911530439,0.1380813401
SRX7478984,0.1908266489,-0.7928690378000001,0.24580874260000002,-0.0174878901,0.2979277191,-0.7543359914000001,1.0835799811,0.0548575638
ERX1521038,7.6796734236,3.4869077779,0.9327413782,0.15356988900000001,0.40598331660000003,5.6891472012,5.1781937772,-7.6088245253
ERX1521039,4.9522105718,2.9139215133,0.9261506939,0.7517151929,0.3336623743,5.5051273949,5.9180350048,-2.3407874767
ERX1521040,8.1058198172,3.5945074536,1.0687949022,0.15442835500000002,0.3985540088,5.7519339757,5.2737897309,-8.3235432999
ERX1521041,5.3917586219,2.707922697,0.5925125441,0.3693152416,0.4129663536,4.625781324,5.2755465007,-2.9963109286
ERX1521042,-0.7806409966000001,0.4794291592,0.191028469,-0.2709244787,-0.024807811000000003,0.1478793048,0.040471705600000005,1.2914563898
ERX1521043,0.2483401373,-0.20101293280000002,0.0868822129,0.23572307820000002,0.6823335025,0.5498235551,0.091652603,-0.1594690833
ERX1521044,-0.5831831549000001,0.44740554650000003,0.12093167490000001,0.1473786562,-0.1771217414,0.10812935970000001,0.1050497786,1.1280401783
ERX1521045,0.5831831549000001,-0.44740554650000003,-0.12093167490000001,-0.1473786562,0.1771217414,-0.10812935970000001,-0.1050497786,-1.1280401783
SRX621182,-3.7564450716,2.6992188136,-1.0591036869,-0.6266583480000001,-0.6185793629,1.8148987143,1.5769371084000001,-11.2828757996
SRX621183,-3.6647575536,2.8112942714,-1.0120794948,-0.6146984647,-0.7242837187000001,2.076063775,1.8443147755,-11.0958731081
SRX621184,-6.0988396316,2.1090711456,-1.4965225604,-0.0193616986,-1.9496630616,0.8541020512,0.0818959907,-11.2828757996
SRX621185,-5.0937712912,2.1128970186,-1.193941523,-0.0946316615,-2.0160702318,1.1818899267,-0.09878723140000001,-11.169180213
SRX621188,-3.6365032084999998,2.2618370646,-1.4967474998,-0.5132170620000001,-2.1618030521,1.7944725183,0.6107623668000001,-11.2828757996
SRX621189,-5.4913032435,2.1688496541,-1.8797889081,-0.3202209545,-2.1061234692,1.49543748,0.6621134463,-11.1395489089
SRX621190,-0.6968799746000001,-0.0166996398,0.0614368063,0.013805922600000001,0.45027459540000003,-0.0353590395,0.1392633617,0.004999462200000001
SRX621191,0.6968799746000001,0.0166996398,-0.0614368063,-0.013805922600000001,-0.45027459540000003,0.0353590395,-0.1392633617,-0.004999462200000001
SRX621192,-2.2725922245,2.7609372556,-1.2240719898,-0.5226067915,-2.3280919199,1.9718204624000002,0.21984363510000002,-11.2828757996
SRX621193,-1.8957126342000001,2.7036129112,-0.9646090827,-0.22355910550000002,-1.9812499898,1.9497447318,0.37472461220000003,-11.1649614232
SRX6489436,-1.2076026995,-1.7564221388,-2.3862196642,-1.0526250567,-0.4533680846,-2.3315528986,-2.0288203939,0.0532748055
SRX6489437,-0.6905947146,-0.776825148,-1.2660276597,-0.6706287682000001,-0.1467868826,-2.3001814836,-2.5656113844,-0.4888458236
SRX6489438,-0.2720339908,-1.6342333488,-2.3724224758,-1.103046825,0.15355804580000001,-2.2921339561,-2.3630831127,-0.3363509508
SRX6489439,-2.0018305562,-0.1008400076,0.011139977700000001,-0.0248023115,-0.243977501,-0.4738409096,-0.49854416570000004,-0.46563791250000003
SRX6489440,-1.3560922823000001,-0.0269458788,-0.2115586693,-0.19088164230000002,-0.5027661901,-0.32349297860000004,-0.1416710978,-0.2812791618
SRX6489441,3.3579228385,0.1277858864,0.2004186917,0.2156839538,0.7467436911,0.7973338882000001,0.6402152634,0.7469170743
SRX6489442,-2.1564579581,-0.10861133540000001,0.2432724134,0.0004790787,-0.19569089950000002,-0.7925001180000001,-0.5837016064,-0.5656674251
SRX6489443,-0.8097789302,0.1745753147,-0.25783494830000003,-0.24924416500000002,-0.8588597990000001,-1.5074444975999999,-0.29045876930000003,-0.39575645670000004
SRX6489444,3.4963275836,0.1790000126,0.27401214690000003,-0.0365342997,0.8311174974000001,0.09330715910000001,-0.0103485628,0.4498708985
SRX6489445,-1.1387625327,0.1305751904,0.043676152100000004,-0.21305829140000002,-0.2809176892,-0.20742636220000002,-0.14295731720000002,-0.48760263470000004
SRX6489446,-1.3490463441,0.0225063488,-0.2864002101,-0.1375155357,-0.5585251472,-0.1585987973,-0.07577853870000001,-0.482811335
SRX6489447,3.5888710954,0.030007075600000002,-0.1341877166,0.08779719450000001,0.7178141483,0.36363131320000003,0.1500058057,0.6043716194000001
SRX6489448,-0.4546224835,0.1533500586,-0.5771907675,0.044947880700000005,-0.37890729510000004,-1.0178638346,-1.0325757977,-0.13186827780000002
SRX6489449,-0.2988066757,0.4193914238,-0.5073577501000001,0.1083608974,-0.7286191897000001,-0.5919278967,-0.5108662853,-0.4012151661
SRX6489450,4.4467589394,0.0563838245,-0.7561764232,0.7463370904000001,0.7171123642,-0.5166178591,-0.8480282799000001,0.213572845
SRX6489451,-2.2510206066,-0.5336039477,-0.139486361,0.1030981291,-0.09367616840000001,-0.12491825740000001,-0.8072287741,-0.3657522957
SRX6489452,-1.5633432278,-0.642604069,-0.7649544516,0.0029131278,-0.6184635318,-0.49502335410000003,-0.9913127746,-0.2791243397
SRX6489453,1.0833504714,-0.0182422198,-0.2798375699,0.21920162070000002,0.5848928852,0.057171713900000004,0.193323442,0.5526899009
SRX6489454,-2.6810973206,-0.2574890774,-0.3225539216,0.0792283838,0.0442244124,0.1471609062,-0.4549784893,-0.1909566644
SRX6489455,-1.7271818894000002,-0.577076457,-0.3566598492,0.22465055990000002,-0.3353737344,-0.2152472836,-0.4178252081,-0.41196725570000003
SRX6489456,2.4475029917,-0.043594189900000004,-0.16903673660000001,0.09611450220000001,0.5977772569,0.41773176170000004,0.22211817080000001,0.4086006219
SRX6489457,2.1220761407,-1.4183151922000001,-1.0507190625,-0.4607745046,0.1568534071,0.0796523206,-0.5390822866,-0.3798919416
SRX6489458,1.7470928863,-1.4460489228,-1.3019793658,-0.4113752311,0.3947122015,-0.6030618545,-0.5606582081,-0.5863838816
SRX6489459,2.7675044273,-0.7570102932,-1.200284001,0.4200371873,0.75164291,0.7336648903,0.3093862343,0.2846592558
SRX6489460,2.5812962451,-1.099933721,-0.692848533,-0.340999967,-0.0234046615,-0.31205869,-0.2194826838,-0.4614595925
SRX6489461,1.8552204204,-1.4112114712000001,-0.721131519,-0.3799230141,0.22557557520000002,-0.6932480573,-0.3400238179,-1.0059124379
SRX6489462,1.7439365197,-0.6206184258,-1.1946762861,-0.2324251337,0.4382785903,0.44644825400000004,0.0685325752,-0.1849198789
SRX6489463,3.0553942603,0.005766943300000001,-1.1387573988,-0.055215711300000005,-0.3671179604,0.0253967243,0.8610265112000001,-0.7783546981
SRX6489464,2.0968839885,-0.2522128238,-1.0754994254,-0.0798295879,0.1839648116,-0.48424853770000004,0.5779041677,-1.0572050349
