,A,NarP,NsrR
oxyR__oxyR_ale20_h2o2__2,3.8538067128913527,1.7300363599999995,1.188677149
svns_pgi__BmePgi24_15__1,1.784387297056263,1.435887622000001,1.375701735999999
svns_pgi__BmePgi24_15__2,1.4026640925800635,1.2413997740000011,1.328777560999999
svns_pgi__BmePgi24_26__1,1.8333192828651372,1.395275668000001,1.3715734509999995
svns_pgi__BmePgi24_26__2,1.0813919049071363,1.201917583000001,1.4477145589999996
svns_pgi__BmePgi24_41__1,1.739534959083732,1.7272763920000005,2.020700837999999
svns_pgi__BmePgi24_41__2,2.2540370873924704,1.119682835,1.461726915999999
svns_pgi__BmePgi24_52__1,2.5171014206451723,1.4525655030000006,1.410342856999999
svns_pgi__BmePgi24_52__2,1.599953736395794,1.0634042420000007,1.2736366909999992
svns_pgi__PaePgi2_34__1,2.178071033859774,1.7260570050000004,1.6699106219999995
svns_pgi__PaePgi2_34__2,1.4076074985465932,1.5589234670000005,1.7210100759999991
svns_pgi__PaePgi2_63__1,2.594889254088612,1.6303038020000002,2.143185695999998
svns_pgi__PaePgi2_63__2,1.9645694044379944,1.6335578020000003,2.0439353349999987
svns_pgi__PaePgi24_54__1,2.442671958454855,1.8180596070000004,1.279695624999999
svns_pgi__PaePgi24_54__2,2.518211671290929,1.7177797850000005,1.4895405299999984
svns_pgi__PaePgi24_90__1,2.724337357652575,1.8296229740000003,1.508249824
svns_pgi__PaePgi24_90__2,2.347989269471113,1.8739526090000007,1.4267052569999992
abx_media__m9_ctrl__1,-1.4060198212580326,-0.7609860899999994,3.0573247399999985
abx_media__m9_ctrl__2,-0.938578783674984,-0.965028822999999,2.079257369
abx_media__rpmi_ctrl__1,10.345215885617328,0.66299448,2.5789269179999987
abx_media__rpmi_ctrl__2,12.4030784494297,0.43455969700000097,2.256750844
abx_media__camhb_ctrl__1,-1.3381295622114842,-0.0927604509999993,3.28376151
abx_media__camhb_ctrl__2,-0.4815319929063627,-0.14943740199999933,3.2046312699999984
abx_media__m9_mero__1,-1.6519642008071955,-0.6197646949999989,2.691435619
abx_media__m9_mero__2,-1.3213743533873987,-0.9018561739999996,2.828403497
abx_media__rpmi_mero__1,10.058892866326367,-0.06814183699999887,2.7643384069999986
abx_media__rpmi_mero__2,9.667311227944634,0.2905544220000005,2.059896681999998
abx_media__camhb_mero__1,-1.474427852093482,-0.8913583539999994,2.4005642399999987
abx_media__camhb_mero__2,-1.5949518794263522,-0.8509893199999992,2.678641752999999
abx_media__m9_trisulf__1,-2.300075622619703,-0.9459863549999996,3.0781306819999994
abx_media__m9_trisulf__2,-2.424339591314296,-0.7744094369999992,2.4538335479999995
abx_media__rpmi_trisulf__1,6.066964696572712,0.027352818000000667,3.240827583
abx_media__rpmi_trisulf__2,6.965631788288928,-0.19944088199999926,3.2399052869999987
abx_media__camhb_trisulf__1,0.8441889894413044,-0.4629349339999997,3.7764482659999983
abx_media__camhb_trisulf__2,0.8612029286017148,-0.5741440109999996,3.537329627
abx_media__m9_cef__1,-2.4534149281139266,-0.5236011839999994,2.3357252059999998
abx_media__m9_cef__2,-1.7880564368060985,-0.5553095179999996,1.7999493739999997
abx_media__rpmi_cef__1,13.180463893834135,-0.3033013029999996,4.775369351999999
abx_media__rpmi_cef__2,13.832077933268156,-0.32403848899999943,4.6418658719999994
abx_media__camhb_cef__1,1.1076835857386826,-0.26523876499999943,3.134836878
abx_media__camhb_cef__2,1.020158319883901,-0.31225741099999915,3.309202114
abx_media__m9_cipro__1,-0.6792673086014873,-1.3193752519999995,3.0449542480000003
abx_media__m9_cipro__2,-0.8969686325110129,-1.329955469999999,3.2087628640000005
abx_media__rpmi_cipro__1,1.6848442802748138,-0.4664434209999993,4.499397371999999
abx_media__rpmi_cipro__2,0.8398968409891898,-0.28602233799999954,4.514474781999999
abx_media__camhb_cipro__1,-0.8839701097017904,-0.6219775149999993,2.8858509089999997
abx_media__camhb_cipro__2,-0.3946912034167482,-0.8620574749999994,3.318283563
hot_tale__42c_ale3_30c__1,0.4142119606761717,-0.7238352779999992,0.6525715289999994
hot_tale__42c_ale3_30c__2,-0.2164355759118506,-0.9418954369999994,0.4491581179999997
hot_tale__42c_ale3_37c__1,1.8997790341872016,0.231451066,0.6134343379999994
hot_tale__42c_ale3_37c__2,0.6340805456087647,-0.03028193299999948,0.2719719789999999
hot_tale__42c_ale3_44c__1,2.383120470566423,0.6904906710000001,0.6733031509999989
hot_tale__42c_ale3_44c__2,2.739235000668738,0.8638603090000014,0.8815117879999992
hot_tale__hot_ale3_mid_30c__1,0.9662335851411616,-0.8076961329999994,0.5203864209999978
hot_tale__hot_ale3_mid_30c__2,0.0269349631118482,-0.18944036599999856,0.6603471179999998
hot_tale__hot_ale3_mid_37c__1,0.9171394334478984,-0.2667031519999989,0.5441918999999986
hot_tale__hot_ale3_mid_37c__2,1.4475620680875845,0.08956015800000118,0.26383498499999897
hot_tale__hot_ale3_mid_44c__1,6.34588091205368,2.3441276040000005,1.8303364979999996
hot_tale__hot_ale3_mid_44c__2,3.772828163512047,1.957061476000001,1.2813195789999998
hot_tale__hot_ale3_30c__1,0.2723823640371479,-0.6954030409999996,0.8362911409999993
hot_tale__hot_ale3_30c__2,-0.8556054374204275,-0.3930276089999998,0.491281474
hot_tale__hot_ale3_37c__1,0.0417417496879095,0.04059004100000063,0.4206196269999989
hot_tale__hot_ale3_37c__2,0.0919766190847073,0.26056899599999905,0.4973600109999987
hot_tale__hot_ale3_44c__1,3.0956989370523416,1.6082662680000022,1.0028335299999984
hot_tale__hot_ale3_44c__2,2.62714564472564,1.1851257890000015,0.8788857539999997
hot_tale__hot_ale4_30c__1,0.5461861669224087,-1.2366013459999996,0.4693692089999999
hot_tale__hot_ale4_30c__2,0.7155242544404904,-0.8265127899999989,0.28325149899999946
hot_tale__hot_ale4_37c__1,0.8587560662881137,0.186322918000001,0.5009013279999994
hot_tale__hot_ale4_37c__2,0.7755563161777288,0.34872612000000025,0.10937794299999926
hot_tale__hot_ale4_44c__1,3.63823304151556,1.222379676000001,0.906650889999999
hot_tale__hot_ale4_44c__2,3.421422509832731,1.5156101150000003,1.1258353679999995
hot_tale__hot_ale8_30c__1,0.0088581585081877,-1.0301638399999993,1.3469604849999983
hot_tale__hot_ale8_30c__2,-1.2394824503863695,-0.7815340779999991,1.5583456609999995
hot_tale__hot_ale8_37c__1,0.642521609519575,0.4150712060000004,1.1599976599999993
hot_tale__hot_ale8_37c__2,0.2633129916225863,0.2490019140000008,1.315745744
hot_tale__hot_ale8_44c__1,1.4928654070903145,1.101586858000001,1.4138973659999987
hot_tale__hot_ale8_44c__2,1.701074182022573,1.288350372000001,1.580786065999999
hot_tale__hot_ale9_mid_30c__1,0.0576089093655164,-0.4339945609999996,0.6699122519999996
hot_tale__hot_ale9_mid_30c__2,0.3320759737560614,-0.5454550319999996,0.6017759609999995
hot_tale__hot_ale9_30c__1,0.7619943769422877,-0.6768561259999997,0.12791527400000025
hot_tale__hot_ale9_30c__2,0.8450179798666305,-0.4427609689999992,0.23716934099999956
hot_tale__hot_ale9_mid_37c__1,0.769609176165501,0.10900546600000104,0.4554697659999993
hot_tale__hot_ale9_mid_37c__2,1.1402629792541787,0.07192972300000111,0.5477530399999989
hot_tale__hot_ale9_37c__1,1.3020333142388285,0.16273702100000076,0.4877394409999978
hot_tale__hot_ale9_37c__2,1.0418238411878222,0.2981776620000005,0.2559223289999997
hot_tale__hot_ale9_mid_44c__1,1.3115160730706197,1.005902581,1.1273769809999994
hot_tale__hot_ale9_mid_44c__2,2.822447032082069,1.1248057740000013,0.9589015659999998
hot_tale__hot_ale9_44c__1,1.8822784552747125,1.1257314590000007,0.8666561319999992
hot_tale__hot_ale9_44c__2,2.5907806479755946,1.2708646950000002,0.8226935490000002
hot_tale__hot_ale10_30c__1,0.0621126176745548,-0.4535711859999996,0.4206478759999994
hot_tale__hot_ale10_30c__2,1.3680659007660332,-0.4337726259999997,0.3641451789999994
hot_tale__hot_ale10_37c__1,1.5411492181185245,0.095596103000001,0.6824414039999995
hot_tale__hot_ale10_37c__2,1.7204668208317713,0.23253100500000026,0.488565489
hot_tale__hot_ale10_44c__1,2.810303092775964,1.7692800970000002,0.5769328980000008
hot_tale__hot_ale10_44c__2,3.526343865922485,1.4563369240000013,0.9690654509999987
hot_tale__hot_ale16_30c__1,0.1942955954959689,-0.5815390979999995,0.5707316729999992
hot_tale__hot_ale16_30c__2,0.2354335558048145,-0.8424817189999994,0.32666916899999965
hot_tale__hot_ale16_37c__1,1.3803512939699545,0.5122986850000002,0.7074518119999995
hot_tale__hot_ale16_37c__2,1.2989362648274323,0.4814144040000015,0.6530824549999991
hot_tale__hot_ale16_44c__1,2.487228132351022,1.925064482000001,0.9626885959999988
hot_tale__hot_ale16_44c__2,2.8851410920796003,1.814089431,0.8622888919999996
pdhr_ale__pdhR-13_51__1,2.020633245949902,1.4630707040000015,1.889692188
pdhr_ale__pdhR-13_51__2,2.521879490756281,1.4844565850000002,1.5931386699999992
pdhr_ale__pdhR-14_46__1,0.7784596411732353,1.3923622990000009,2.054981429999999
pdhr_ale__pdhR-14_46__2,1.30966898250228,1.3829845070000006,1.8002385409999981
pdhr_ale__pdhR-15_51__1,2.1634152141986758,1.6679646310000005,1.761252114999999
pdhr_ale__pdhR-15_51__2,1.9490712446113456,1.823521318000001,1.8960661799999992
pdhr_ale__pdhR-16_49__1,1.801871199818576,1.7122421599999995,1.881479409
pdhr_ale__pdhR-16_49__2,1.9158425786936328,1.6044932240000014,1.7650129879999996
tcs__del_atoC_LiAcet__1,0.5311602756012139,0.08088165499999977,1.5485787129999995
tcs__del_atoC_LiAcet__2,0.7674429046213146,0.08869529400000076,0.7441873269999997
tcs__del_atoC_LiCl__1,1.3169468943181346,0.3266621780000021,1.0056283909999992
tcs__del_atoC_LiCl__2,1.3983372112234749,0.17252443000000106,0.9409918289999996
tcs__del_atoC_m9__1,0.7080645163401185,0.4685889690000007,1.6106628599999997
tcs__del_atoC_m9__2,0.6071742311008754,0.3947822600000004,1.4127570709999997
tcs__del_baeR_etoh__1,5.83567381426308,0.623438579000001,1.4563182909999988
tcs__del_baeR_etoh__2,5.993588221485003,0.6830952490000008,1.2688197509999997
tcs__del_baeR_lb__1,2.3093115295630624,0.3969496840000009,1.2510544139999995
tcs__del_baeR_lb__2,1.9947601377387825,0.433695053000001,1.305773134999999
tcs__del_btsR_01xlb__1,-1.00595463703417,-0.4477717799999992,2.054207888
tcs__del_btsR_01xlb__2,-1.3838697104414626,-0.3833607849999998,1.9908503329999991
tcs__del_btsR_lb__1,16.004042626535448,0.7463663790000012,1.7517298179999994
tcs__del_btsR_lb__2,16.329278921815504,0.6575106840000009,1.7563188829999996
tcs__del_btsR_pyruvate__1,-1.491380654026429,-0.5336693209999996,1.4464986189999998
tcs__del_btsR_pyruvate__2,-1.1082817150241069,-0.2659743839999997,1.9683834719999995
tcs__del_cpxR_etoh__1,5.1500324097623285,0.713541621000001,2.076353832
tcs__del_cpxR_etoh__2,5.736260227568566,0.9184691770000004,2.0725195749999985
tcs__del_cpxR_lb__1,2.380741183997224,0.32756303499999984,1.7007101369999995
tcs__del_cpxR_lb__2,2.7286933319078965,0.4018881590000012,0.8247374109999992
tcs__del_cusR_CuSO4__1,5.389826255128408,1.3157551000000005,0.8781103869999995
tcs__del_cusR_CuSO4__2,5.2553525436446105,1.1404455170000007,1.4100341899999984
tcs__del_cusR_lb__1,5.191817183166495,-0.11914320299999925,1.3426172209999994
tcs__del_cusR_lb__2,5.222778977317157,-0.07375017000000028,1.4214530919999993
tcs__del_kdpE_01-kcl__1,-0.7612754476313962,-0.02120335299999976,1.4101235909999987
tcs__del_kdpE_01-kcl__2,-0.9228839649687192,-0.08548414199999943,1.0042823569999992
tcs__del_kdpE_115-kcl__1,-1.294661853873345,-1.3763288929999993,1.0794120659999995
tcs__del_kdpE_115-kcl__2,-1.2711902800634598,-1.205690044999999,1.3340570719999991
tcs__del_phoB_m9__1,0.9774133504888846,0.4245360670000009,1.5989951179999995
tcs__del_phoB_m9__2,0.9346043433297234,0.27858478800000075,1.5433192719999995
tcs__del_phoB_m9p__1,6.748915592763234,1.1557208700000006,1.7214635169999992
tcs__del_phoB_m9p__2,6.752277099697169,1.223192967000001,1.8116883229999996
tcs__del_rcsB_etoh__1,6.477257369438294,1.3193350500000005,1.3891846449999985
tcs__del_rcsB_etoh__2,6.693725360298908,1.2414231750000004,1.2730326369999991
tcs__del_rcsB_lb__1,3.2108501230191,0.9353603680000004,0.904723635999999
tcs__del_rcsB_lb__2,3.3047587670974514,0.9602966970000004,0.7844170059999991
tcs__del_zraR_lb__1,1.0248281369539805,0.6329040940000015,0.8213194929999998
tcs__del_zraR_lb__2,1.3047484594648702,0.5665868090000012,1.030515849999999
tcs__del_zraR_zncl2__1,1.790868079580671,0.43921934100000026,1.4828678830000008
tcs__del_zraR_zncl2__2,1.557768799090082,0.4704280460000003,1.1451091890000002
tcs__wt_01-kcl__1,-0.2406451541317243,-0.6913524659999997,1.1905527399999984
tcs__wt_01-kcl__2,-0.1107140913183606,-0.3789108089999997,1.3017303340000002
tcs__wt_01xlb__1,-1.740018485144929,-0.20215372799999895,1.8538627599999995
tcs__wt_01xlb__2,-1.5612533339825097,-0.3852614959999992,2.020913852
tcs__wt_115-kcl__1,-1.1078411020490286,-1.3355050359999998,1.3561454459999993
tcs__wt_115-kcl__2,-1.3952329934910384,-1.4771863539999996,1.5450901979999996
tcs__wt_CuSO4__1,5.006465772263968,0.779256128000001,1.7179222309999993
tcs__wt_CuSO4__2,5.564512472033678,0.6184668699999998,1.4558200479999996
tcs__wt_etoh__1,5.394322069350227,1.6451375000000006,1.2427989480000008
tcs__wt_etoh__2,5.232275302070514,1.6321730630000006,1.6447333829999993
tcs__wt_lb__1,1.775033314987933,1.717339815,1.0760808279999994
tcs__wt_lb__2,2.1381966127929237,1.580376023000002,0.8090966109999993
tcs__wt_LiAcet__1,1.440163781866539,-0.12562574799999915,0.9298794969999992
tcs__wt_LiAcet__2,0.7174118883912911,0.14682996300000095,1.5643882749999998
tcs__wt_LiCl__1,1.5053509306464006,0.1866622910000002,1.3768943709999997
tcs__wt_LiCl__2,1.3576130388432448,0.3753278050000004,1.480912943
tcs__wt_m9p__1,5.473514660711487,0.94167719,1.856367356999999
tcs__wt_m9p__2,5.68510317240733,0.9674054410000004,1.9923809890000002
tcs__wt_pyr__1,-0.7446778306395205,-0.3438373629999996,1.8050303609999991
tcs__wt_pyr__2,-1.4482257660111244,-0.4117034699999991,1.8302828299999991
tcs__wt_zncl2__1,1.8722171068828688,0.5094027930000005,1.0772911259999978
tcs__wt_zncl2__2,1.9434156667641205,0.3773130510000007,0.9017146819999996
ros_tale__0_0_0pq__1,1.4753428311567265,-0.04407017099999866,0.4740784399999986
ros_tale__0_0_0pq__2,1.383665065079584,-0.13683932299999935,0.41746713099999777
ros_tale__0_0_250pq__1,2.464410318068563,0.062343982000000686,1.5226889199999984
ros_tale__0_0_250pq__2,2.014285903156052,0.030346123000001057,1.4688092299999995
ros_tale__1_mid_250pq__1,2.5143831380508086,0.32875265300000045,0.6463882609999994
ros_tale__1_mid_250pq__2,2.6149278667569087,0.4188704690000007,0.8078648179999997
ros_tale__1_0_0pq__3,1.045556221276574,0.6407506530000004,0.4387010159999978
ros_tale__1_0_0pq__4,0.7204566645895754,0.7333200080000006,0.40316167099999933
ros_tale__1_0_250pq__1,0.5342872680880018,0.519243255000001,0.4623175889999995
ros_tale__1_0_250pq__2,0.2898231059092437,0.1877650940000013,0.0870801839999995
ros_tale__1_0_750pq__1,-0.8630040639687486,0.13303321900000142,3.8067582730000002
ros_tale__1_0_750pq__2,0.3331439679317604,0.17491141200000104,3.3561158719999997
ros_tale__1_1_0pq__1,0.7612204732042557,0.7493539920000005,3.5016330119999988
ros_tale__1_1_0pq__2,0.565025401601656,0.9435800860000008,3.323645874999998
ros_tale__1_1_250pq__1,0.8087604297264076,0.4814482500000006,3.5409070409999988
ros_tale__1_1_250pq__2,0.9585712929159088,0.4923679510000003,3.1703283260000004
ros_tale__1_1_750pq__1,1.1211685262370177,0.3065521460000005,3.5071487410000004
ros_tale__1_1_750pq__2,1.0067959905523838,0.4366753150000005,3.0204298780000003
ros_tale__1_2_0pq__1,-0.7237180491550277,0.6134263210000004,4.026490957
ros_tale__1_2_0pq__2,-0.9127086204314538,0.596874757000001,4.246056697
ros_tale__1_2_250pq__1,0.0008341086933862,0.5554992110000008,4.107775326999999
ros_tale__1_2_250pq__2,0.609735925362604,0.2813953230000008,3.65612155
ros_tale__1_2_750pq__1,1.1295694468080104,0.4265214670000006,3.888920127999999
ros_tale__1_2_750pq__2,1.0724210585727163,0.700414459000001,4.252979794
ros_tale__1_3_0pq__1,1.7409917312859562,0.6494614849999998,2.6791846009999998
ros_tale__1_3_0pq__2,1.3647842824354683,0.5500920790000015,2.5483101109999997
ros_tale__1_3_250pq__1,-0.2977458333139193,1.1385341900000006,2.4000515139999994
ros_tale__1_3_250pq__2,0.4512977132046413,1.0703833240000007,2.376437446999999
ros_tale__1_3_250pq__3,-0.278220362633337,1.5617586840000008,2.687987368
ros_tale__1_3_250pq__4,1.060409921668262,1.854934506,2.150974537999999
ros_tale__1_3_750pq__1,0.0295582611742089,1.1722384580000007,2.923027392
ros_tale__1_3_750pq__2,-0.019653870389899,1.1351607570000004,2.899324476999998
ros_tale__1_4_0pq__1,1.1905068028902164,1.1868398000000004,2.7368469689999997
ros_tale__1_4_0pq__2,-0.3923789229376082,1.0432991440000017,2.7588839489999994
ros_tale__1_4_250pq__1,-0.612088807638807,1.2702448370000008,2.7644497219999997
ros_tale__1_4_250pq__2,-0.1806604951005221,0.7608017290000015,2.8356466219999987
ros_tale__1_4_750pq__1,-0.4476350291847709,1.3323804710000005,3.056922599
ros_tale__1_4_750pq__2,1.2684904194749018,0.8383681430000012,3.735463352
ros_tale__1_4_750pq__3,-1.186439720108667,1.2861149130000005,3.3294295290000004
ros_tale__1_4_750pq__4,0.6844420442107075,0.4741654010000005,4.235539097
ros_tale__2_mid_250pq__1,1.8400122033518085,0.5432145910000008,1.3954452859999993
ros_tale__2_mid_250pq__2,2.4902955793352124,0.4642122520000002,1.0643709669999994
ros_tale__2_0_0pq__1,1.2910210393696298,-0.6506409069999988,4.45458236
ros_tale__2_0_0pq__2,1.389098549540701,-0.7198957779999997,4.34558358
ros_tale__2_0_250pq__1,0.9816488445721298,-1.494039999,0.041072424999998525
ros_tale__2_0_250pq__2,1.2197168958905602,-1.122601464999999,-0.012503700999999978
ros_tale__2_0_750pq__1,-0.6481534403729842,-0.628308281999999,4.0095973030000005
ros_tale__2_0_750pq__2,-0.7544838667502741,-0.5534496599999992,3.863701227
ros_tale__2_1_0pq__1,-0.3143089652618333,-1.671004492999999,4.461692278999999
ros_tale__2_1_0pq__2,0.2978090993086896,-1.756724384,4.315319832
ros_tale__2_1_250pq__1,0.4160234065861991,-0.7606851269999995,4.134550742
ros_tale__2_1_250pq__2,0.424831082123197,-1.093481260999999,3.933542616999999
ros_tale__2_1_750pq__1,0.4457077482636504,-1.0069392109999995,4.005835143999999
ros_tale__2_1_750pq__2,0.4650019879278757,-0.7281257859999997,4.330570079999998
ros_tale__2_1_750pq__3,0.2648667017977337,-1.1960046959999993,4.602493522
ros_tale__2_2_0pq__1,0.5015308867853573,-2.3294870029999992,4.837429942
ros_tale__2_2_0pq__2,-1.0875856450304076,-1.5714040539999994,4.519126242
ros_tale__2_2_250pq__1,0.207719942687747,-2.1139939819999998,4.538795892
ros_tale__2_2_250pq__2,-1.058491581785441,-1.93045723,4.981030082
ros_tale__2_2_750pq__1,-0.5891326589646739,-1.8318441979999995,4.953561801999999
ros_tale__2_2_750pq__2,-1.05735456075354,-1.1283853739999996,4.799408562
ros_tale__2_3_0pq__1,-0.4728024588964323,-1.5617925209999992,5.040676152
ros_tale__2_3_0pq__2,-0.0035101126512376,-1.6364570269999978,4.763882222
ros_tale__2_3_250pq__1,-0.2514625813606401,-1.5655443249999994,4.664151261999999
ros_tale__2_3_250pq__2,-1.874092031775458,-1.4882251809999998,5.084500311999999
ros_tale__2_3_750pq__1,-0.0190793214815278,-1.3969231859999995,4.635987781999999
ros_tale__2_3_750pq__2,0.8021216297695364,-1.680945942999999,4.618518282
ros_tale__3_0_0pq__1,-1.1180841654226454,-0.027962001999998883,5.569879342
ros_tale__3_0_0pq__2,-1.2724526941506378,0.1149623040000014,5.314773252
ros_tale__3_0_250pq__1,-1.0785072472640962,-0.4615934729999998,4.894306481999999
ros_tale__3_0_250pq__2,-1.2161975184118476,-0.4138114259999997,4.673784742
ros_tale__3_0_750pq__1,2.95541095804921,-0.13086222899999903,3.7141560609999984
ros_tale__3_0_750pq__2,3.87634912103589,0.004959072000001008,3.8127806899999994
ros_tale__3_1_0pq__1,1.246887987951618,-1.7606331029999989,4.676268892
ros_tale__3_1_0pq__2,-0.3404229416770056,-1.5855482609999996,5.231715491999999
ros_tale__3_1_250pq__1,-0.7222179430906056,-1.3427232289999995,5.316867362
ros_tale__3_1_250pq__2,-0.4041504897219315,-1.341281810999999,5.311058471999999
ros_tale__3_1_750pq__1,-1.1194324431255764,-1.4595902589999996,5.507221101999999
ros_tale__3_1_750pq__2,-1.5202487158947997,-1.2581222899999993,5.438681561999999
ros_tale__3_2_0pq__1,-0.1810235542188167,0.14887456900000107,1.6371223709999994
ros_tale__3_2_0pq__2,0.1611138664555104,0.09972493800000047,1.692258676999999
ros_tale__3_2_0pq__3,-0.6662773193572035,0.5592668230000006,2.2023944009999994
ros_tale__3_2_0pq__4,0.078733555573049,0.47280730600000004,2.3896623929999987
ros_tale__3_2_250pq__1,2.8921409876214907,-0.7862560049999994,4.30674893
ros_tale__3_2_250pq__2,2.218440794671196,-0.4528927719999993,5.160813632
ros_tale__3_2_750pq__1,2.027076535340644,-0.5224396909999998,5.494272872000001
ros_tale__3_2_750pq__2,1.689778558521707,-0.8069932049999995,5.280563451999999
ros_tale__3_3_0pq__1,-0.0437440405147964,-0.5874531549999995,5.209799031999999
ros_tale__3_3_0pq__2,0.6455130319927569,-0.26153147099999874,5.2233625219999995
ros_tale__3_3_0pq__3,-0.1655522192822559,-0.5947065509999998,5.189007812
ros_tale__3_3_0pq__4,0.8374582853287406,-0.2691165829999997,5.216530922
ros_tale__3_3_250pq__1,-1.4813809921974457,-1.7736283379999995,4.629707121999999
ros_tale__3_3_250pq__2,-2.280602155299532,-1.985994303,4.535611831999999
ros_tale__3_3_750pq__1,-1.418884760764679,-1.9739773489999992,4.087333139
ros_tale__3_3_750pq__2,-1.3014201680862798,-1.7869939409999995,4.156176381
ros_tale__3_4_0pq__1,8.094692697875145,-0.32164411199999954,4.863717572
ros_tale__3_4_0pq__2,4.964655796037993,-0.21660716099999888,4.908970351999999
ros_tale__3_4_250pq__1,8.517003098524047,-0.2936170019999995,5.516599692000001
ros_tale__3_4_250pq__2,7.941884657222139,-0.4686857009999992,5.797296702
ros_tale__3_4_750pq__1,8.600387778015966,-0.5844309399999991,4.270819739999999
ros_tale__3_4_750pq__2,8.758406581175755,-0.3607269229999997,4.8793943319999995
pcoli__atASMT_325G__1,-0.6290433458745703,-0.15391931499999956,0.6402289879999996
pcoli__atASMT_325G__2,-0.4369965155406848,-0.4103577159999992,0.6667890829999994
pcoli__bpTDC__1,0.7724553201653219,0.019641852000000348,0.5878520819999995
pcoli__bpTDC__2,0.9150909813017544,-0.16313849400000002,0.5846891079999992
pcoli__BRCA__1,0.1384692391620877,-0.12725835599999868,0.25135983800000083
pcoli__BRCA__2,0.2041413182253177,0.060138943000001006,0.4179605709999992
pcoli__BRCActrl__1,0.2825751843587267,-0.029671627999999117,0.8257220669999992
pcoli__BRCActrl__2,0.6380942769208345,-0.11711174599999907,0.8673600939999995
pcoli__BRCAswap__1,0.906303495439418,-0.4710295979999994,0.6586801230000008
pcoli__BRCAswap__2,1.0634791771200054,-0.380978475,0.7489586759999991
pcoli__btAANAT__1,0.0528064101177881,-0.8017523159999991,0.4820343439999997
pcoli__btAANAT__2,0.1810560852904426,-0.7643708419999989,0.6679323299999984
pcoli__btASMT__1,-0.1943427043124509,-1.236689558999999,0.360570566999999
pcoli__btASMT__2,-0.5954993751834278,-0.8515527319999991,0.3778076119999989
pcoli__CC1__1,-0.2399456067637889,-0.4965836629999991,0.9210410839999996
pcoli__CC1__2,-0.4613663603578016,-1.470505629999999,0.2925425389999994
pcoli__ccCOMT__1,-0.1940522315899206,-0.05801645799999911,0.658879014
pcoli__ccCOMT__2,0.3728946771375944,-0.16304485899999932,0.5888839609999987
pcoli__ckDDC__1,-0.0756609635692552,-0.1910136609999986,1.2949197840000002
pcoli__ckDDC__2,0.2346757636979965,-0.3008564059999985,1.406252564
pcoli__CNTF_belt__1,-0.2030351123375054,-0.9171236159999996,0.5058021589999999
pcoli__CNTF_belt__2,-0.0101050231079639,-1.2061898259999992,0.3503239389999999
pcoli__cobPNMT__1,0.4919760122361103,-0.4811257599999994,0.4064485719999995
pcoli__cobPNMT__2,0.2915805542655274,-0.2581195300000001,0.5806856019999991
pcoli__cvPhhB__1,-0.3903813982151671,0.009245724000001232,0.8756888089999997
pcoli__cvPhhB__2,0.2692566242899412,0.23036418600000094,1.1188555409999994
pcoli__ggAANAT__1,0.5488336550618967,-0.19329694099999892,0.5840056489999998
pcoli__ggAANAT__2,0.5391847080969271,-0.16526028399999948,0.7564721890000001
pcoli__ggTPH__1,0.1932226890175879,-0.7378494279999996,0.467317754999999
pcoli__ggTPH__2,-0.3986443732262243,-0.540886939,0.4933625059999995
pcoli__hsAANAT__1,4.16292795201298,-0.7761328529999991,1.3983633809999994
pcoli__hsAANAT__2,4.5132751208047175,-1.070688734,0.7822181859999997
pcoli__hsASMT__1,0.7589586839865912,-0.1257197209999985,0.5257077489999995
pcoli__hsASMT__2,0.4130066624930925,-0.04914206299999968,0.6632957890000002
pcoli__hsPNMT_mb__1,0.6561949063346983,-0.3020539469999992,0.2366423690000001
pcoli__hsPNMT_mb__2,0.6453936486763345,-0.3598738039999993,0.5383509859999993
pcoli__hsTPH__1,0.1044257825771501,-0.292955705999999,0.3288720369999991
pcoli__hsTPH__2,0.3198684381440676,-0.12262459999999994,0.7310723609999991
pcoli__hsTPH_E2K__1,0.1694470413092604,-1.3046296689999997,0.6686488959999988
pcoli__hsTPH_E2K__2,0.213756009177933,-0.999237589999999,1.2524056989999997
pcoli__hsTPH_E2K_N91I_P99C__1,0.2800393585367643,-0.6163053349999991,0.055849746999999006
pcoli__hsTPH_E2K_N91I_P99C__2,0.3912544578269116,0.008228135000000414,0.5632375239999998
pcoli__hsTPH_N158trunc__1,0.4342464038756013,-0.3573959009999985,1.8053978369999992
pcoli__hsTPH_N158trunc__2,0.1733404640401063,-0.5799933669999993,1.5601270040000002
pcoli__hsTPH_N174trunc__1,0.4596572777873369,-0.7330438959999991,0.9197917969999994
pcoli__hsTPH_N174trunc__2,-0.0909107260628071,-0.7356081739999993,1.0415698129999995
pcoli__hsTPH_Ntermtrunc__1,0.8103759066842348,-0.7081907129999996,1.6652461229999993
pcoli__hsTPH_Ntermtrunc__2,1.28064737226243,-0.4306324599999991,1.0397054129999992
pcoli__hsTPH1__1,1.0106421856190848,-0.6105454719999992,0.502742539999999
pcoli__hsTPH1__2,1.4654568893041853,-0.5932696519999991,0.6401297969999993
pcoli__MBP__1,-0.0396673579047826,-0.4934975219999993,1.0613963659999994
pcoli__MBP__2,-0.99733317440734,-1.2982309999999997,0.5511095599999987
pcoli__msCOMT__1,0.9873839498322894,0.4387122640000012,0.7545692189999995
pcoli__msCOMT__2,0.7484477313933516,0.05570758200000103,0.3091804130000009
