,A,PhoB,ArcA
SRX2391458,-0.2526136097,0.1467068792,-0.2439363728
SRX2391459,-0.9974541147,0.15147505390000002,-0.3059155422
SRX2391460,-0.8589796009,-0.0445970511,-0.2365276624
SRX2391461,-0.4291810387,-0.0376781001,-0.1854714104
SRX2391462,-0.08981142260000001,0.0044156397000000005,-0.1838118799
SRX2391463,-1.1727517651000001,0.0093084336,-0.1194288096
SRX2391464,-1.2018838305,0.0301873027,-0.0535675735
SRX2391465,0.08768506400000001,0.0843868685,-0.0748273839
SRX2391466,0.1139388987,0.0527102844,-0.0662617172
SRX2391467,0.0105907968,0.0503002899,0.007952442300000001
SRX2391468,-0.3495807534,0.050213263300000005,-0.0534339781
SRX2391469,-0.5040506826,0.15236062150000002,-0.0207651292
SRX2391470,0.9193989472,0.26684360090000003,-0.0329504879
SRX2391471,0.2743867768,0.010076184200000001,-0.2395605228
SRX2391472,0.1692628034,0.1606020732,-0.34193488380000003
SRX2391473,0.1125495079,0.1346761886,-0.23016813260000002
SRX2391474,-0.1638765287,0.0801424092,-0.2537163586
SRX2391475,-0.5071126015,-0.15796463130000002,-0.2880527835
SRX2391476,-0.6567477739,0.0784598624,-0.29147945950000004
SRX2391477,-0.1368541891,-0.126147483,-0.3465375958
SRX2391478,-1.9209840105,-0.3045733807,-0.34435631250000004
SRX2391479,-1.0320175729,0.059519865500000005,-0.3453297625
SRX2391480,0.6280661866,0.0506858613,-0.3662869204
SRX2391481,0.44256432560000003,-0.3775479694,-0.11028863080000001
SRX2391482,0.5044609102000001,-0.0337374442,-0.22730722350000002
SRX2391483,0.1498519442,0.0843806512,-0.0223819313
SRX2391484,-0.9394296809,-0.1895461283,-0.2426119772
SRX2391485,-0.438936951,-0.0316398303,-0.2102766297
SRX2391486,-0.4633295965,-0.0221233635,-0.2887682889
SRX2391487,-1.3030919829,0.0108576651,-0.2746682152
SRX2391488,-0.7399361667000001,-0.06522336840000001,-0.2388780014
SRX2391489,-0.3164329711,-0.2322981556,-0.22601689400000002
SRX2391490,0.0191052607,-0.17134539840000002,-0.1258171035
SRX2391491,0.1677431314,-0.09645047620000001,-0.2214298382
SRX2391492,0.2102770421,-0.168768049,-0.1153271887
SRX2391493,0.13236864680000002,0.0549223191,-0.185098325
SRX2391494,-0.35280712740000003,-0.046913582700000005,-0.0353668968
SRX2391495,-0.0105907968,-0.0503002899,-0.007952442300000001
SRX2391496,-0.37198115060000003,0.0853356814,-0.0772816575
SRX2391497,-0.22343269030000001,-0.024887729,-0.14180802
SRX2391498,-0.2283223462,0.0761177911,-0.3166744741
SRX2391499,-0.4934168587,-0.18497081810000002,-0.37282547390000004
SRX2391500,-0.046462456000000006,-0.1722445458,-0.433814293
SRX2391501,-0.3033981502,-0.011774765900000001,-0.39314979790000004
SRX2391502,-0.4518112509,-0.017845104,-0.34131478530000003
SRX2391503,-0.4726754604,0.1887997439,-0.5846902323000001
SRX2391505,0.10219591480000001,-0.0832646304,-0.4122213825
SRX2391506,-0.1369134458,-0.178851287,-0.3680628546
SRX2391507,-0.3896263085,-0.09632585560000001,-0.3295176745
SRX2391508,0.1878692361,-0.37032027640000004,-0.322258141
SRX2391510,0.7636568169,0.0975258865,-0.38222538500000003
SRX2391512,0.5977920995,-0.08723503190000001,-0.2770032758
SRX2391513,0.4261533383,-0.1802188405,-0.1858422854
SRX2391514,0.0881199512,-0.0800073953,-0.0529842701
SRX5632598,-7.1828365676,1.0674622346,0.9830723726
SRX5632599,-3.7468023066000002,1.3218870776,0.8884442180000001
SRX5632600,4.5612035497,1.4185467652,1.6354000942
SRX5632601,2.4123364791,1.47119595,1.1574314751
SRX5632602,1.3308193188000002,3.7811914513,1.4462626652
SRX5632603,3.8922476903,1.509372879,1.1110969728
SRX5632604,2.1845836346,2.6165556121,1.6253534642
SRX5632605,1.8685656845,3.4038463302,1.8081310811
SRX5632606,-0.6850964579000001,1.4728142723,0.6906509578000001
SRX5632607,-1.3068323739,0.6218891893,0.5383519372000001
SRX5632608,0.4478866574,-0.11154695740000001,-0.0571907372
SRX5632609,-0.5991854345000001,0.5554588306,0.0891540525
SRX5632610,-1.7288556306,0.3491053289,-0.0298426128
SRX5632611,0.1512987771,-0.44391187320000003,-0.0319633153
SRX5632612,-0.9124705591000001,0.6793037794,-0.0141807849
SRX5632613,-1.6050031179,1.3897523791,0.3135263471
SRX5632614,-0.625206141,0.5409314944,0.4040524659
SRX5632615,-1.4049681872,0.0280662299,0.2721177574
ERX2874132,-0.0735330498,-0.1300600696,-1.0589838979
ERX2874133,-0.0392110519,-0.6282179813000001,-1.4026185694
ERX2874134,-13.4848715829,-0.3993581514,-2.8410150892
ERX2874135,-17.0949441917,-0.9585792793000001,-3.2869432385
ERX2874136,-16.4317537924,1.6547667087,-3.2950765840000003
ERX2874137,-20.3512567354,1.1516228351,-3.4762954288
ERX2874138,-1.504933065,-0.1708250437,-1.155357469
ERX2874139,-1.7046660213,-0.4207241172,-1.2439101857
ERX2874140,-0.0281617641,-0.00028165030000000004,-0.1153715473
ERX2874141,0.0281617641,0.00028165030000000004,0.1153715473
ERX2874142,-5.5295541857,-0.38414293790000004,-1.5590599950000001
ERX2874143,-5.579901116,-0.6753908862,-1.8922621822
ERX2874144,-1.3870527901,-0.010848024900000001,-0.6513911779
ERX2874145,-1.4161430226,-0.4700451921,-1.0179407735
ERX2874146,-0.23702538410000001,0.1219715469,-0.46426380850000004
ERX2874147,-0.2664096066,-0.08632734710000001,-0.6195390422
SRX1300292,-0.9027357406000001,0.0283567049,-0.41795786620000003
SRX1300293,0.9027357406000001,-0.0283567049,0.41795786620000003
SRX1300299,-0.35859820470000003,-0.2566061593,0.2339488295
SRX1300300,-1.4943003012,0.22002202640000001,0.2709119195
SRX1300304,6.839828431,0.1900637785,0.7109499026
SRX1300305,3.6610442727,0.7298117101,0.8332963912
SRX1300306,4.3101047566,-0.3963135303,0.8146757537
SRX1300310,7.9427347084,0.2052377956,0.5839121668
SRX1300311,8.7854332799,0.4095968823,0.6312221720000001
SRX7291195,2.0564377325,1.5397607209,0.3372829208
SRX7291196,1.6058804825,1.5048866992,0.41080054930000004
SRX7291197,1.5559987301,1.3285696683000001,0.3180135734
SRX7291198,0.0967400061,0.0636783849,0.08858568750000001
SRX7291199,-0.49574515630000004,0.0949983366,-0.0570708614
SRX7291200,0.3990051502,-0.1586767215,-0.031514826100000004
SRX7291201,1.5117028312,1.3139842607,0.3130374735
SRX7291202,1.3505012859,1.9363141364,0.4191365037
SRX7291203,1.3804268294,1.5960205164999999,0.3197920426
SRX7291204,-0.2698568456,0.2020927029,0.1251290824
SRX7291205,0.21936089900000003,0.1640558786,0.1037722164
SRX7291206,0.379855284,0.0921590665,0.1088100151
SRX2436955,7.8362246875,0.6366805586000001,0.1425476608
SRX2436956,1.9254963278,-0.2600445102,-0.4960096405
SRX2436957,4.5697643896999995,0.0494246447,-0.3588527667
SRX2436958,3.5598308229,-0.09083398840000001,-0.14995993500000002
SRX2436959,10.365143534,0.1418860107,0.5268494525
SRX2436960,7.4903349868,0.4274317649,0.3300483652
SRX2436961,2.4456274002000002,0.2946032986,0.1176002028
SRX2436962,-6.9507300778,0.5898659554,-0.2104390858
SRX2436963,2.3846711964000002,-0.010595788,0.0149251139
SRX2436964,-7.9393189805,0.159287603,0.0050649824
SRX2436965,3.6607515976,-0.7759585769,-2.0450412115
SRX2436966,-1.6749589417,0.1898062782,0.2509442296
SRX2436967,1.2853958643,0.07013427850000001,-0.0192003367
SRX2436969,3.9757502430000002,0.2829803774,0.1182597891
SRX2436970,-0.2994183053,0.27685577370000003,0.39856133250000003
SRX2436971,-0.8710159602,0.2585868227,-0.13303799560000001
SRX2437029,-5.7370602869,0.39837596540000003,-0.3410695594
SRX2437030,7.703970432,0.8829552123000001,0.155742511
SRX2437031,-1.9648960017000001,0.4045725392,0.12230633960000001
SRX2437032,-3.6918620118,0.3190311551,-0.0231116861
SRX2437033,-5.7659078968,-0.4978973835,-0.7123728968
SRX2437034,4.2203947725,-0.6540438404000001,-2.0397357955
SRX2437035,6.1864463482,0.035703233200000004,-0.3836625166
SRX2437036,5.5339614972,-0.0140993811,-0.4890135682
SRX2437037,-8.6480986149,0.2041376312,0.1264931956
SRX2437038,-2.6865221573999998,0.157947624,0.24165958950000002
SRX2437039,3.8334594873,0.40655496550000003,0.6254806809
SRX2437040,7.7743221451,0.0711742488,-0.3886040764
SRX2437041,7.296820146,0.6736435904,0.11163370210000001
SRX2437042,-5.0044694362,-0.5325007173,-0.5679767338
SRX2437043,-8.7728336194,0.1671327417,-0.0194579248
SRX2437044,-4.1318891144,-0.5140311591,-0.1043600593
SRX4705203,1.0436467687,2.9029765501,-0.38558688100000005
SRX4705204,11.0205233967,-0.0854953896,-0.2343390475
SRX4705205,6.9781732077,-0.4461234224,-0.1768228467
SRX4705206,5.5077032821,-0.2793220167,-0.1829866169
SRX4705207,17.529047205,1.4917606342,-0.1312277256
SRX4705208,5.705776985,2.144620291,-0.6927357911
SRX4705209,16.9616730983,0.8078755043,-0.05061829700000001
SRX4705210,13.1478944244,0.1440849555,-0.2321428443
SRX4705211,11.1456068012,-0.1653199624,-0.33308463520000003
SRX4705212,11.572564549700001,-0.009770248300000001,-0.3163096863
SRX4705213,-2.4840693122,-0.1834626915,0.1901686705
SRX4705214,-1.445768775,-0.1730163687,-0.058796187400000005
SRX4705215,2.3673915931,0.1275773326,0.0858430565
SRX4705216,-2.3726737268,-0.21141581380000002,0.0028923649
SRX4705217,2.9968516922,0.1421356584,-0.1846147007
SRX4705218,0.9382685287,0.2981818831,-0.035493203800000005
SRX4705219,0.2542664706,0.5432734016,-0.23346584150000002
SRX4705220,0.1198674135,0.8345223074,-0.1391940875
SRX4705221,9.1371005859,0.1409174041,0.0132220698
SRX4705222,1.5205058872000001,0.5123272343,-0.15327054480000002
SRX4705223,0.9577190027,2.7974599181,-0.40193558090000003
SRX4705224,-0.8522783776,2.620102945,-0.5313746106
SRX4705225,11.5894460087,-0.4688521382,-0.6203175706
SRX4705226,10.5120503819,-0.5484574125,-0.6981566933000001
SRX4705227,8.1895610278,-0.7239323767,-0.7595007277
SRX4705228,0.3416304069,0.5457203190000001,-0.0372590058
SRX4705229,0.1442890702,0.5168587911,0.09376858960000001
SRX4705230,-1.0811595056,0.9940954424,0.0231333739
SRX4705231,7.2540100009,-0.00099126,0.1127304596
SRX4705232,7.610370601,0.39573205980000004,-0.0380817781
SRX4705233,8.3414203328,0.5452834715,-0.2157053013
SRX4705234,0.6342864983000001,0.13288957140000002,-0.4094781025
SRX4705235,9.9827553921,0.2456498762,-0.1995304755
SRX4705236,0.5991859723,-0.08738772360000001,-0.4656880963
SRX4705237,12.7439828802,0.4842339338,-0.0487554939
SRX4705238,9.212722984100001,0.1261634391,-0.215019177
SRX2038319,6.6853706074,0.7981172971,1.0693941837
SRX2038320,-3.7622297296,0.6104745431,0.2635843553
SRX2038321,5.0627470557,0.9103374277,0.9174621933
SRX2038322,1.1065089013,1.8833457657000001,-0.1218903694
SRX2038323,-7.6525205381,-0.6595136758,-0.8918312391000001
SRX2038324,-3.5481394188,-0.1429035831,-0.6881736304
SRX2038325,5.9924154989,0.0832771093,0.7699156984000001
SRX2038326,4.8896294789,0.42792094280000004,0.9700102006
SRX2038327,8.2049185213,0.8251091042,1.0384347552
SRX2038328,6.2198481038,0.9394446548000001,1.1285368322
SRX2038329,7.2478436295,0.0271499691,0.8161619262
SRX2038330,2.43853587,0.0430690906,-0.0201403201
SRX2038331,-0.8049019539000001,-0.0004944199,-0.10491848840000001
SRX2038332,-2.9466365909,0.7493143943,0.7603654310000001
SRX2038334,-5.9438369092,-0.5902522273,-1.0891380371
SRX2038335,-9.9149029053,0.15333911220000002,-0.8079639627
SRX2038336,-5.9940937722,0.0368750505,-0.6936482731
SRX2038337,-0.3540872545,0.44742464200000004,0.44997349200000003
SRX2038338,-0.8174483205,-0.6749637110000001,-0.3344079171
SRX2038339,3.3532667972,0.1742293972,0.6810912996
SRX2038340,-7.3201622232,0.030944134800000002,-0.7281520391
SRX2038341,-5.356216711,0.5386613066,-1.0546255310000001
SRX2038342,-3.9797155499,-0.16860875520000002,-0.8944886509000001
SRX2038343,-7.8470349975,-0.0859354953,-0.7695802995000001
SRX2038344,-8.9767833798,-0.0844141513,-0.5339921031
SRX2038345,-1.1752896368,-0.2961919089,-0.0834480876
SRX2038346,5.0094567565,0.2996798356,0.6391570357
SRX2038347,3.7688078543,0.1492984325,0.9185526292
SRX2038348,4.4180561713,0.2572229756,0.6901443962
SRX2038349,-1.2648609423,-0.280060542,-0.6312365123
SRX2038350,-5.6736241960000005,-0.2796665444,-0.6568917332
SRX2038351,-7.7966795058,1.612198684,-1.0174438648
SRX2038352,-11.0366166213,0.2469105601,-0.6496157627
SRX2038353,-6.8069917725,-0.3211764514,-0.7033841573
SRX2038354,-8.1581695079,-0.1855785136,-0.6182618178
SRX2038355,-7.0917480714,-0.29612329600000004,-0.5516249936000001
SRX2038356,-11.134580138,-0.4766341431,-0.7842142551
SRX2038357,-5.8679222869,-0.1231535861,-0.7349862666
SRX2038358,-0.4148624964,-0.4906046633,-0.31267291070000003
SRX2038359,-7.7699518961,-0.21906721440000002,-0.4842923424
SRX2038360,-3.9179924684,1.1053551434,-1.0148851516
SRX2038361,-7.1508987323,0.4419816513,-0.6907153027
SRX2038362,-8.7627507659,-0.319366066,-0.5100728839
SRX2038363,-6.9437479611,0.4817446842,-0.3755575815
SRX2038364,-8.0384938283,0.2985276891,-0.2196301371
SRX2038365,4.6258514618,0.3889375071,0.4059186527
SRX2038366,3.9087473787,0.3064772525,0.6795316201
SRX2038367,4.8433570352,0.3723211513,0.5180514967000001
SRX2038368,-2.6098646637,-0.6429376106,-0.5719402797
SRX2038369,-9.1772506712,-0.0638164373,-1.1732918553
SRX2038370,-10.297796911,0.0393453891,-0.7755120344
SRX2038371,-0.0054508639,0.11586075870000001,-0.5555756714
SRX2038372,-6.0793306146,-0.3001930913,-1.0030252318
SRX2038373,-8.0417481844,-0.1265173647,-0.5831005596000001
SRX2038374,-6.124846017,1.6157500379,-0.9335797538
SRX2038375,-11.0378035548,-0.1301976448,-0.8369083792
ERX530520,-1.540877775,0.1806184652,-0.0588099996
ERX530521,5.1928212852,-0.48517170060000003,0.0707141134
ERX530522,7.244726867,-0.44588069280000003,0.0792301926
ERX530523,8.1417652332,-1.1012034489,0.1165178999
ERX530524,1.540877775,-0.1806184652,0.0588099996
ERX530525,6.9021867971,-0.5785573516,0.1391146988
ERX530526,-1.1189261864,-0.16041019750000002,-0.2406300043
ERX530527,6.7419448697,-0.664491633,0.09393124500000001
ERX3212443,-2.4847938971,0.0033393061000000003,0.8784288994
ERX3212444,-2.5349786882,-0.0598324656,0.7269323781
ERX3212445,-2.5847406723,-0.3021225397,0.7669138366
ERX3212446,-0.8090125211,-0.30282607970000003,0.3543791704
ERX3212447,-1.04988886,0.20474634200000003,0.6126265213000001
ERX3212448,-1.3010180734,-0.019685741,0.7204335675
ERX3212449,0.0734821439,-0.0865557472,0.0023349412
ERX3212450,0.20553701200000002,0.0743032423,0.0138897402
ERX3212451,-0.279019156,0.0122525049,-0.0162246814
ERX3212452,-1.0147229046,-0.34931944730000003,-0.5224664074
ERX3212453,-0.7730714293000001,0.1633228859,-0.5060912851
ERX3212454,-0.6639721657000001,0.1059759926,-0.2103690696
SRX7478973,-0.2509597946,0.22468967,-0.0026986212
SRX7478974,1.2629400774000001,-0.3866747233,0.0232666232
SRX7478975,-1.0119802828,0.1619850534,-0.0205680019
SRX7478976,-1.7064140701000001,-0.2560877668,-0.0248110193
SRX7478977,0.06830993020000001,-0.027288385000000002,-0.0365080084
SRX7478978,-1.1355107997,-0.0408898916,0.10535953910000001
SRX7478979,-3.1625272212,0.1886503779,0.2585635182
SRX7478980,-3.2522863726,0.10019460220000001,0.303827907
SRX7478981,-3.1844748905999998,-0.0590296152,0.24080459610000002
SRX7478982,-3.3221974062,0.3682717916,0.2868203253
SRX7478983,-3.1597215249,0.27293423240000003,0.2959739772
SRX7478984,-3.1536108655,0.0617253506,0.24580874260000002
ERX1521038,0.1636909695,0.1072060137,0.9327413782
ERX1521039,-5.706123578,-0.2080152942,0.9261506939
ERX1521040,0.185437243,0.0216554883,1.0687949022
ERX1521041,-5.9697948025,-0.12360261510000001,0.5925125441
ERX1521042,-0.850325529,0.0253438853,0.191028469
ERX1521043,6.8419898267,-0.24090122020000002,0.0868822129
ERX1521044,-0.2198084385,-0.1358939756,0.12093167490000001
ERX1521045,0.2198084385,0.1358939756,-0.12093167490000001
SRX621182,-11.7208129352,-0.9301279135,-1.0591036869
SRX621183,-10.0551394148,-1.0441960464,-1.0120794948
SRX621184,-12.3099630068,-1.2389798723,-1.4965225604
SRX621185,-11.632262991,-1.7506517662,-1.193941523
SRX621188,-13.5923068373,-1.3948017641,-1.4967474998
SRX621189,-16.4552273512,-1.2837023712,-1.8797889081
SRX621190,-0.3387546563,0.3486605816,0.0614368063
SRX621191,0.3387546563,-0.3486605816,-0.0614368063
SRX621192,-14.8406923867,-1.2774859047,-1.2240719898
SRX621193,-15.4824736876,-1.0788699747,-0.9646090827
SRX6489436,5.7944613483000005,0.1111762255,-2.3862196642
SRX6489437,6.1016961237,0.0200180722,-1.2660276597
SRX6489438,4.1136480719,0.46669830830000003,-2.3724224758
SRX6489439,1.2000755761,-0.2720789932,0.011139977700000001
SRX6489440,2.928406394,-0.2979742011,-0.2115586693
SRX6489441,-4.1284819701,0.5700531943,0.2004186917
SRX6489442,2.469364578,-0.0481781365,0.2432724134
SRX6489443,5.3850917399,-0.2660745234,-0.25783494830000003
SRX6489444,-5.2878332664,0.3938916569,0.27401214690000003
SRX6489445,-1.7068943902,-0.2431691592,0.043676152100000004
SRX6489446,1.4165861807,-0.4282540436,-0.2864002101
SRX6489447,-4.1249836066,0.20135545770000002,-0.1341877166
SRX6489448,4.0435349461,0.0337071024,-0.5771907675
SRX6489449,2.4298306273,-0.5405934723,-0.5073577501000001
SRX6489450,2.2134380414,0.7067053415,-0.7561764232
SRX6489451,-1.0794006797,0.1066272622,-0.139486361
SRX6489452,4.800026753,0.2266648961,-0.7649544516
SRX6489453,-4.8980326785,0.3902264405,-0.2798375699
SRX6489454,-0.3147911175,0.1327914911,-0.3225539216
SRX6489455,2.1641939658,0.056878631000000006,-0.3566598492
SRX6489456,-4.8003505868000005,0.5454535301,-0.16903673660000001
SRX6489457,6.7206215024,0.050513534400000004,-1.0507190625
SRX6489458,12.1232687133,0.6152291731,-1.3019793658
SRX6489459,9.9209021519,0.7187979159,-1.200284001
SRX6489460,9.2143690205,0.19875393600000002,-0.692848533
SRX6489461,8.2368768448,0.6253441592,-0.721131519
SRX6489462,8.4177928589,0.9717104275,-1.1946762861
SRX6489463,9.4778474928,0.43607985650000003,-1.1387573988
SRX6489464,9.4844530239,0.7692737461,-1.0754994254
SRX6489465,6.895100163,1.6824781984000001,-1.1412931212
SRX6489466,7.1962087586,0.2333784472,-1.3610413978
SRX6489467,9.9548325421,1.0762530091,-1.2445931649
SRX6489468,9.5628343661,0.9743525503,-1.0844773372
SRX6489469,10.0570473861,0.9471720322,-1.2057146664
SRX6489470,10.2308062387,0.5583695839,-1.1663520224
SRX6489471,8.1265813507,1.3262185949,-1.3199865412
SRX6452027,8.9170302776,-1.8913213689,1.3487612159
SRX6452029,0.3473928981,-0.0193253751,-0.1205748881
SRX6452030,9.6267514182,-1.664096812,1.3799665865000001
SRX6452031,5.0434455934,0.7649954416,0.3409236023
SRX6452044,4.2313986115,0.7007356712,0.21495707700000002
SRX6452045,6.9861410504,0.5475259813000001,0.5988323535
SRX6452046,5.496560942,0.0147621867,0.17335244460000002
SRX6452047,8.1010530694,-0.5138847975,1.1378923818
SRX6452048,-0.3473928981,0.0193253751,0.1205748881
SRX6452059,8.9357062901,-1.0695588291,1.0703387567
SRX1828491,-2.0211421718,-0.24928611050000002,0.9847594599
SRX1828492,-2.0411148665,0.2505474152,1.0641314952
SRX1828493,0.7834582173,0.16470435800000002,0.4470775843
SRX1828494,4.6046556370000005,-0.1233141095,0.9888960972
SRX1828495,3.4586306335,-0.13799393670000001,-0.3516493636
SRX1828496,2.5576236368,-0.0218956507,-0.0888831399
SRX1828497,-1.4800555611,0.3439962186,0.6470682595
SRX1828498,0.5246409784,-0.2393768652,0.5005750261
SRX1828499,-0.0914203412,0.1942708027,0.44943581320000003
SRX1828500,-0.8471893414,0.33345382770000004,0.6363389736
SRX1828501,-0.833848103,0.29622803070000003,0.5226066503
SRX1828502,2.4945898062,0.45017170830000003,0.2223851306
SRX1828503,1.0466783882,1.0021799863,0.0892295235
SRX1828504,1.0878310706,1.4380915697,0.2306965681
SRX1828505,-1.6287025789,0.3029477125,0.2943102145
SRX1828506,-3.7135952991,0.7935512196000001,0.5272311071
SRX1828507,0.1630685527,0.0148319421,-0.11984394920000001
SRX1828508,-0.1630685527,-0.0148319421,0.11984394920000001
SRX3796953,0.030598712900000002,-0.034272681900000004,-0.0676967451
SRX3796954,-0.030598712900000002,0.034272681900000004,0.0676967451
SRX3796955,3.3866783019,-0.2832610329,0.1233067759
SRX3796956,-0.9712640706000001,0.058547238,0.20364527300000002
SRX3796957,4.1299664643,-0.28893735530000003,1.6182345706999999
SRX3796958,3.8675649227,0.0450953907,1.594982006
SRX3796959,-0.9660876717,-0.15038860340000001,0.0672035128
SRX3796960,-0.7356206026000001,-0.1635899356,-0.0222688136
SRX3796961,-12.7668121338,-0.8370987042,0.0424268426
SRX3796962,-11.5915203523,-0.6479862687,-0.3133300406
SRX3796963,4.8855344824,-1.3450162365,1.5958580575
SRX3796964,4.6810778101,-0.7462047759,1.7177042546
SRX3796965,-5.2378850074,-1.1643691525,-1.0287892827
SRX3796966,-4.956182447,-1.2007023018,-1.0047560455
SRX3796967,-10.6759083783,-1.1388554732,0.3254800541
SRX3796968,-12.6096616548,-1.200667872,0.1120321633
SRX3796969,-2.7994183636,3.6860670639,0.4894026192
SRX3796970,2.2705313873,3.3037956482,0.6397665666
SRX3796971,-1.2959226562000001,-0.41538591550000004,-0.0407208341
SRX3796972,-1.2928986116,-0.6828660923000001,-0.014845037
SRX3796973,-8.94697576,-0.7341197399,0.5397192637
SRX3796974,-4.3048532183,-0.5518489421,0.48378118270000003
SRX3796975,1.231425708,-0.22200480250000001,1.3182395307
SRX3796976,1.6256292216000001,-0.6339357838,1.3320724377
SRX3796977,-1.3707585132,-0.7048343231,0.4198393247
SRX3796978,-1.8863960133000002,-0.3485518912,0.5218605334
SRX3796979,-12.7251390168,-1.0162967981,-0.12638412400000001
SRX3796980,-14.2362820908,-0.8951180977000001,-0.1359480794
SRX3796981,2.7438966943,-0.825100299,1.2536283473
SRX3796982,2.9128058076,-0.413419209,1.4218786994000001
SRX3796983,-5.7544189418,-1.1795050124,-0.7977188794000001
SRX3796984,-5.6901723062,-1.2761468903,-0.7443303324
SRX3796985,-12.7448782352,-1.1130625753,0.7261719226000001
SRX3796986,-13.9144073967,-0.7340714241,0.8865826679000001
SRX3796987,-7.9846601566,4.1550900807,-0.9243434027
SRX3796988,-6.304850636,5.004803682,-0.4780419603
SRX2568270,-1.0991631172,0.1669404811,-0.0418893319
SRX2568271,2.706505405,-0.6930727103000001,0.3591658249
SRX2568272,6.1215890353,-2.3408683977,-0.8304810236
SRX2568273,7.3536913569,-1.0979492616,-0.9492480625
SRX2568274,9.6369098308,-0.7916118625,-0.7195329218000001
SRX2568275,1.0991631172,-0.1669404811,0.0418893319
SRX2568276,1.5646598304000001,-1.448412842,0.36484522820000004
SRX2568277,5.9261708772,-1.8136944953,-0.2926059744
SRX2568278,7.5932463564,-1.7290639253000002,-0.96780511
SRX2568279,10.7944300388,-0.8621984158,-0.8880264464000001
SRX3421856,-0.3018303794,-0.0808480795,-0.0702595117
SRX3421857,0.3018303794,0.0808480795,0.0702595117
SRX3421858,-2.3087741446,1.5122764978,0.9398787361000001
SRX3421859,-2.2449086744,1.4775810165,0.8303069123
SRX3421860,-0.1927840768,0.3650532709,0.946656288
SRX3421861,0.4532953658,0.5905140742,1.1842926666
SRX3421868,-4.9793215529,2.6342938250000003,2.0597493091
SRX3421869,-5.4319156032,2.5535493258,1.9871094608000002
SRX2606337,-0.46193180780000004,-0.5337739631,-0.0109633621
SRX2606338,-2.4511250888,-0.8222122557,0.1915417136
SRX2606339,-7.7501831681,-0.35476446640000003,0.4382787508
SRX2606340,-9.7105217666,-0.1417133428,0.8004866388
SRX2606341,7.8006880921,1.3886021549,1.9152520917
SRX2606342,7.2248727441,4.5819897148,1.1996490032
SRX2606343,6.5102824236,2.3731424592,1.8380215310999999
SRX2606344,7.0264109901,4.756181537,2.6258083189
SRX2606345,8.090599742,6.6003753077,3.0698813737
SRX2606346,-6.8107044429,-0.055089992000000004,0.1445234506
SRX2606347,0.1510580848,0.3531214032,-0.054104921800000004
SRX2606348,-1.8337238213,-0.6593958317,0.2699377164
SRX2606349,-10.1268652989,-0.3836854295,0.555827049
SRX2606350,-12.0632891514,-0.4904957882,0.6926915157
SRX2606351,7.6437185127,1.6109115008,1.4906963293
SRX2606352,6.9699535699,4.3480403948,1.3683929035
SRX2606353,0.7893818324,0.8482419953,0.494319569
SRX2606354,7.209426762,4.9350579732,2.6405668813
SRX2606355,7.8162978673,6.3827968105,3.0132033942
SRX2606356,-5.5434814318,-0.2629443705,0.6155141427
SRX2606357,0.31087372300000005,0.1806525598,0.0650682839
SRX2606358,-1.4988282398,-0.3825131933,0.131948695
SRX2606359,-8.5413445961,0.2056004581,0.718830944
SRX2606360,-11.0203672648,-0.3713587641,0.5866470260000001
SRX2606361,8.2687016136,0.909479268,2.694957389
SRX2606362,7.5368678117,4.3557028538,0.9684479897
SRX2606363,4.7224479246,1.9853850427,1.3434742516
SRX2606364,7.1986724083,4.94145518,2.7551351866
SRX2606365,7.9214092107,6.5530031765,3.1088214481
SRX2606366,-5.5458544851,-0.0869027894,0.6884983213
SRX3648427,0.7426486756,0.0952948965,-0.20198363290000002
SRX3648428,-0.5279916415,-0.051140362200000004,-0.3189827836
SRX3648429,-1.0925760553,-0.2728461189,-0.12733909570000002
SRX3648430,3.5647207882,-0.144450734,-0.0382179776
SRX3648431,3.7318924903,0.005091239,-0.0983834053
SRX3648432,0.889838075,-0.5418636854000001,-0.5537662898
SRX3648433,1.501276185,0.3583548257,0.3127793779
SRX3648434,-0.2997789006,-0.0101660832,-0.1031121172
SRX3648435,-1.0526750219,-0.36870567460000003,-0.2769198177
SRX3648436,6.2633069128,-0.19720874600000002,-0.7942616282
SRX3648437,4.9119657984,-0.7149608238,-0.4111183861
SRX3648438,5.522072234,-0.5974493057,-0.6512181101
SRX3648439,-1.6923950462000001,-0.0564092686,-0.2328406334
SRX3648440,-1.9276706381,-0.8662663196,-0.4891983387
SRX3648441,-2.8062096388,-1.2772952968,-0.9858200194000001
SRX3648442,9.0056111667,0.9733456032000001,-1.1611403616
SRX3648443,4.7382953673,-0.1850811252,-0.4653461236
SRX3648444,3.4182202604,-0.5607741996,-0.8506758078000001
SRX3648445,0.6631295089,0.24351760300000003,0.028131279000000002
SRX3648446,-0.0190008295,-0.0881464066,-0.1056551542
SRX3648447,-1.0952765285,-0.3110759533,-0.37157694010000003
SRX3648448,1.8888031344,0.2068221217,0.15086632020000001
SRX3648449,1.8415510932,0.0719812566,0.222737346
SRX3648450,0.098080607,0.10589827240000001,0.110231593
SRX3648451,-0.3503501198,0.0123028483,0.1137296101
SRX3648452,-1.7918315471000001,-0.09585532420000001,-0.2725888385
SRX3648453,-1.6862531678,-0.3011491747,-0.3249760309
SRX3648454,7.4803016179,0.0652146737,-1.0704172995
SRX3648455,3.6702255799,-0.7905927997000001,-0.7081142331
