,A,GcvA,PurR,Crp,Fnr,Lrp
ros_tale__3_1_250pq__2,-5.4428984913063365,0.4289639715,-1.4127532149999995,0.018638845999999987,-0.1814581300000011,-1.3101944880000005
ros_tale__3_1_750pq__1,-6.793062862906653,0.8029762744999998,-1.1231586469999986,0.2312163030000001,0.8123256179999991,-0.6445251010000009
ros_tale__3_1_750pq__2,-5.441872167640859,0.7894025894999999,-1.1720563959999994,-0.14456363200000055,0.1798249719999987,-1.1594176470000015
ros_tale__3_2_0pq__1,-3.84108434734924,-0.15316391750000058,-0.08373518400000003,0.4066879429999997,0.5296092979999987,-0.23051590000000036
ros_tale__3_2_0pq__2,-3.7947336012975295,0.11586261450000013,-0.17242051699999905,0.36532405300000015,0.4875684279999994,-0.17591846000000189
ros_tale__3_2_0pq__3,-4.298730427461167,0.3819264134999996,-0.3642562229999999,0.38919050299999997,0.3922573579999984,-0.2965743000000014
ros_tale__3_2_0pq__4,-4.167145391241334,0.32840661849999986,-0.3990004699999989,0.4372882229999995,0.3502411479999985,-0.3211784100000017
ros_tale__3_2_250pq__1,-0.8222633536372383,-0.11055336950000072,-2.9833430989999985,-0.6105627419999989,0.9029290279999992,-0.895111893000001
ros_tale__3_2_250pq__2,1.47946724262589,-0.21787647550000067,-1.8534561910000005,-0.7734190759999997,0.6096105479999991,-1.7376993150000004
ros_tale__3_2_750pq__1,1.091462784751097,0.12426941249999945,-2.033243275,0.05165385599999972,0.6418914279999992,-1.683337637000001
ros_tale__3_2_750pq__2,2.0491377357976943,-0.1484184104999997,-1.876585275000001,-0.942500268,0.6362542679999983,-2.316047306000001
ros_tale__3_3_0pq__1,-1.4649731139491828,0.2892768164999993,-1.7792545009999996,0.7026568829999995,-0.06992816900000065,-0.7345701590000004
ros_tale__3_3_0pq__2,-1.8256938440111623,0.4162317785000012,-2.2913667429999998,0.9474771730000012,-0.35693888800000195,-0.7616581110000009
ros_tale__3_3_0pq__3,-0.9870283707316392,0.20224250249999987,-1.741190445,0.7939082030000009,-0.20300362200000066,-0.8394056560000003
ros_tale__3_3_0pq__4,-1.925619940530864,0.4294440464999996,-2.3736420849999997,1.056964733000001,-0.5671932900000005,-0.7554964460000004
ros_tale__3_3_250pq__1,-2.184233130537978,0.3823813845000004,-1.860387156999999,-0.2424749009999996,0.17681958499999872,-0.8080461890000006
ros_tale__3_3_250pq__2,-4.444052332900135,0.3484403774999993,-1.9719109919999989,-0.20438087800000027,-0.014051734000000593,-0.5122179750000004
ros_tale__3_3_750pq__1,-0.1049592207356899,0.29383810249999964,-1.8485637829999997,0.08859772899999996,0.16454690599999822,-0.4746146930000013
ros_tale__3_3_750pq__2,-1.4396858879369636,0.3545442774999996,-1.85862982,0.14973729299999938,0.049420889999998614,-0.4357486000000019
ros_tale__3_4_0pq__1,3.262023508625674,0.022496997499999342,-1.6403762029999989,-0.77576,1.140941987999998,-1.4947545720000015
ros_tale__3_4_0pq__2,2.768260741499177,-0.2753755815000005,-1.6166192109999995,-0.5738246280000006,1.045733607999999,-1.316425476000001
ros_tale__3_4_250pq__1,-0.8171941542800424,0.4396415155,-1.7974796449999992,-0.9101530370000006,1.6871186179999995,-1.490609592000002
ros_tale__3_4_250pq__2,-2.111972876759104,0.7407672524999995,-2.3293798809999995,-0.9544832509999992,1.9246012179999996,-1.4719733720000008
ros_tale__3_4_750pq__1,1.8892381805979128,-0.16968926450000055,-1.9983810010000005,-0.5881765019999996,1.2535135879999988,-1.5275420050000008
ros_tale__3_4_750pq__2,0.8062259875825388,-0.029722499500000943,-1.7614712379999995,-0.8824148349999987,1.4200948579999988,-1.6453244090000003
pcoli__atASMT_325G__1,-2.421715056652764,0.3546249364999996,-0.2793470869999997,0.39244801300000104,-0.4602264240000018,-0.33309309000000203
pcoli__atASMT_325G__2,-2.6785614651188734,0.4361699715,-0.31703742799999896,0.3862526830000004,-0.4407618760000016,-0.31404305000000043
pcoli__bpTDC__1,-5.611649056298539,0.6019552374999995,-0.431518981,0.4069758429999997,-0.3905470610000013,-0.3890622600000011
pcoli__bpTDC__2,-5.586750082666089,0.4508287724999995,-0.5920566459999996,0.4233997630000008,-0.33950688700000065,-0.3775778800000005
pcoli__BRCA__1,-2.7469871253869225,0.9033120164999991,-0.253750565999999,0.1922484830000002,-0.43615873400000105,-0.6204219750000011
pcoli__BRCA__2,-2.0432019582356693,0.9441502285,-0.22526002499999895,0.13060547899999975,-0.4686541300000009,-0.5672581620000017
pcoli__BRCActrl__1,-3.483859849880406,1.1428512054999995,-1.2697915019999986,0.5297558630000001,-0.4039888910000009,-0.9036069760000008
pcoli__BRCActrl__2,-3.165406866116088,1.0633979045000004,-1.7906586969999987,0.6039318930000004,-0.4444890530000016,-0.9919647150000016
pcoli__BRCAswap__1,-3.978297784727744,0.5152553974999998,-0.40829361399999975,0.5027589629999998,-0.5007945340000006,-0.5399318760000007
pcoli__BRCAswap__2,-4.388764196469545,0.5248622604999991,-0.4950674489999986,0.5975511529999995,-0.5053284840000014,-0.5571428280000017
pcoli__btAANAT__1,-3.747363416051753,0.4377453835000011,-0.4741209529999999,0.4415692730000007,-0.4664706570000003,-0.5231847530000007
pcoli__btAANAT__2,-3.394270151017779,0.4092143224999996,-0.5486469750000005,0.5931168230000008,-0.3767592230000005,-0.4911674870000002
pcoli__btASMT__1,-4.902724672988601,0.4937453504999994,-0.3754507289999989,0.5267685130000004,-0.5001192040000007,-0.5568734890000009
pcoli__btASMT__2,-4.9811915598509735,0.5220090184999995,-0.3786542619999995,0.4398579030000001,-0.4153459760000011,-0.6080028080000021
pcoli__CC1__1,-5.794811621122342,0.5431195154999989,-0.543898786999998,0.5250160430000008,-0.5118250530000008,-0.5638607720000017
pcoli__CC1__2,-6.314954263276738,0.6911317774999999,-0.4109815900000005,0.7535511330000002,-0.3148570140000011,-0.5003419940000011
pcoli__ccCOMT__1,-4.351667435378476,0.4392299015000001,-0.3234968029999994,0.32429840300000023,-0.4821603170000017,-0.3547546000000015
pcoli__ccCOMT__2,-4.124456524074698,0.5335927364999993,-0.3595919159999994,0.3246729930000001,-0.4097629730000012,-0.35467996000000035
pcoli__ckDDC__1,-5.528529830058623,0.5239360084999998,-1.141268233999999,0.4412481530000001,-0.6301229880000019,-0.5368745070000003
pcoli__ckDDC__2,-5.38054040446716,0.4243895464999996,-1.4620731769999995,0.3277997730000006,-0.6381489420000008,-0.6215472330000011
pcoli__CNTF_belt__1,-6.290094277541861,0.4791916045000004,-0.4805830740000001,0.4538994830000007,-0.2983868250000015,-0.5331500320000018
pcoli__CNTF_belt__2,-6.184325847378354,0.6030163995000004,-0.4610169569999982,0.7698701030000006,-0.3800616630000011,-0.5732167900000018
pcoli__cobPNMT__1,-4.898583742536469,0.5959605584999998,-0.5370965189999986,0.31993813300000085,-0.4008976880000006,-0.5567093360000008
pcoli__cobPNMT__2,-5.327871626175222,0.6739540264999997,-0.5822871549999995,0.31512674300000043,-0.4210134200000013,-0.5348517390000005
pcoli__cvPhhB__1,-2.5716856678204003,0.714263365499999,-0.33120932699999805,0.3107973630000007,-0.5254932990000007,-0.4509551600000013
pcoli__cvPhhB__2,-2.3976993977436765,0.7867261454999994,-0.3961461199999992,0.44784689299999947,-0.7439974980000006,-0.4632267300000006
pcoli__ggAANAT__1,-2.857357584959091,0.4396035954999995,-0.4150486869999988,0.30753451300000023,-0.4627207230000003,-0.3898934700000005
pcoli__ggAANAT__2,-2.462582060420563,0.5380590055000001,-0.4851130450000003,0.22264438300000045,-0.4205303770000004,-0.4152018800000015
pcoli__ggTPH__1,-0.5233707786991791,0.5760372924999997,-0.3960783319999983,0.34126333300000056,-0.4549850710000012,-0.42882312000000056
pcoli__ggTPH__2,-0.7254018729716367,0.4806856774999994,-0.3158032500000001,0.2785746030000009,-0.4975143120000016,-0.4123432900000008
pcoli__hsAANAT__1,-4.785340341150994,0.4920581964999995,-2.014757276,0.7291858229999999,0.02233214599999833,-1.2379698030000004
pcoli__hsAANAT__2,-4.848189244066072,0.6712579604999993,-1.1577893950000009,0.8515544630000011,-0.17518171200000054,-0.8561013790000018
pcoli__hsASMT__1,-3.5907785459705703,0.8242667084999997,-0.4279222219999994,0.3583849729999997,-0.4829606560000013,-0.4937539130000008
pcoli__hsASMT__2,-3.740317449686366,0.9036658544999998,-0.5938361899999993,0.4368300129999998,-0.4025945610000008,-0.5321928630000006
pcoli__hsPNMT_mb__1,-2.9426914355524216,0.5806081235000011,-0.4991278669999986,0.30390439299999983,-0.3763032000000006,-0.48689391100000107
pcoli__hsPNMT_mb__2,-2.767970087230633,0.4707742224999994,-0.4395847659999994,0.3157969930000011,-0.4244936110000008,-0.4543051700000014
pcoli__hsTPH__1,-1.747648509511007,0.6289633064999993,-0.5811594929999995,0.05462641999999995,-0.4364301220000009,-0.6235481620000005
pcoli__hsTPH__2,-2.19743728672336,0.8174443184999998,-0.5918241789999996,0.23617991300000085,-0.5736641880000004,-0.6710384010000006
pcoli__hsTPH_E2K__1,-3.476395789692217,0.6744092664999997,-0.7923467279999992,0.7089765630000002,-0.1253592690000005,-0.4270458400000017
pcoli__hsTPH_E2K__2,-4.055920362555338,0.7250600545000001,-1.0000305589999998,0.6612184729999999,-0.08738553500000101,-0.5220974250000019
pcoli__hsTPH_E2K_N91I_P99C__1,-1.477495474174807,0.5632443445000002,-0.37134226899999945,0.18841008300000084,-0.3295064520000004,-0.4767523360000006
pcoli__hsTPH_E2K_N91I_P99C__2,-1.4574927284952457,0.5585887385000001,-0.4280648029999998,0.04870661100000007,-0.4272124510000008,-0.5381758320000003
pcoli__hsTPH_N158trunc__1,-3.3373840828789976,0.5007711714999994,-1.1278688399999997,0.4504965429999999,-0.04011854100000178,-0.5880510760000011
pcoli__hsTPH_N158trunc__2,-3.803057262443631,0.5074540184999998,-1.1532896119999991,0.3858976930000004,-0.0891516370000005,-0.6129090460000004
pcoli__hsTPH_N174trunc__1,-3.805614419060118,0.6393532994999997,-0.4330646409999997,0.3836390329999997,-0.4509407600000017,-0.5731152080000008
pcoli__hsTPH_N174trunc__2,-3.3127717453191976,0.861761991499999,-1.1532535709999996,0.6533793929999998,-0.2544656520000004,-0.6098408020000008
pcoli__hsTPH_Ntermtrunc__1,-5.562615269294833,0.7396289314999995,-1.3233562879999994,0.5076168729999999,0.08120852199999895,-0.954095563000001
pcoli__hsTPH_Ntermtrunc__2,-6.2152072737948565,0.5307151594999997,-0.5096533099999991,0.580596903,-0.3630076400000011,-0.5558259460000006
pcoli__hsTPH1__1,-4.333614696641401,0.4425712024999999,-0.4622315329999989,0.5255677930000004,-0.4578139740000005,-0.34490421000000104
pcoli__hsTPH1__2,-4.473426890563127,0.5587769084999996,-0.5173453619999986,0.5415309229999998,-0.4164835860000018,-0.4035485600000008
pcoli__MBP__1,-5.93014150796102,0.4456929654999993,-0.32526657799999903,-0.3459770999999989,-0.9117002910000008,-0.5392843690000007
pcoli__MBP__2,-6.424761102931998,0.4390271935000012,-0.974266546,0.026489270000000783,-0.3261531160000004,-0.4920662540000009
pcoli__msCOMT__1,-3.6161360213058975,0.8402373874999993,-0.3688262859999991,-0.10757294999999978,-0.4175279690000018,-0.2965316000000016
pcoli__msCOMT__2,-3.161689094790611,0.7792429295000005,-0.3840425310000004,-0.09238089099999948,-0.3509913490000009,-0.2845450000000014
pcoli__ocAANAT__1,-2.973525468982324,0.3810517354999989,-0.4811118179999987,0.3196315130000009,-0.3931989210000015,-0.5232177420000017
pcoli__ocAANAT__2,-3.0653356010529738,0.3696380545000002,-0.4531518109999997,0.2939196830000004,-0.40912006900000186,-0.5621982570000004
pcoli__osTDC_K374H__1,-5.59793620855617,0.3935622954999989,-0.3476948149999988,0.6863196630000008,-0.4867337290000009,-0.34018673000000105
pcoli__osTDC_K374H__2,-5.569873707579254,0.5114510114999993,-0.4411798200000003,0.6933763230000007,-0.5400144710000011,-0.4754112290000006
pcoli__osTDC_K374L__1,-1.7460524622491158,1.2929844714999996,-0.22682181799999945,-0.030107002999999462,-0.3414374370000015,-0.4414924500000019
pcoli__osTDC_K374L__2,-2.5269798111432173,1.3307871095,-0.272339916,0.15281107300000052,-0.2780145520000019,-0.4402307500000013
pcoli__osTDC_K374Q__1,-3.374343999653206,0.4266794564999996,-0.4887832079999992,0.4485571030000006,-0.5542566460000007,-0.4950973620000011
pcoli__osTDC_K374Q__2,-4.011347527850007,0.6299384635000012,-0.5516449899999998,0.4643148630000002,-0.5038226680000015,-0.4923916070000018
pcoli__osTDC_L360V__1,-4.210778149688747,0.6983068024999994,-0.4076445539999991,0.2966241729999997,-0.5578479170000019,-0.5312033890000016
pcoli__osTDC_L360V__2,-4.768265875034575,0.8761459304999991,-0.6578899549999999,0.3820168630000005,-0.4621018020000012,-0.5590350760000007
pcoli__pmTPH__1,-1.851901046524755,0.5699945964999991,-0.5812029499999998,-0.10026360400000024,-0.3615149380000009,-0.5999161960000006
pcoli__pmTPH__2,-2.7035907513957467,0.7120801334999998,-0.7250301710000002,0.08226395500000018,-0.25580899000000196,-0.5530980920000008
pcoli__RFC__1,0.5586851963787183,0.5069941514999998,-0.4932764089999999,0.06813715200000026,-0.3978887450000013,-0.6803729550000011
pcoli__RFC__2,0.4982951893183946,0.5056280675,-0.517668196999999,0.008882815999999849,-0.3922490920000019,-0.6808486470000013
pcoli__RFCctrl__1,-5.10198588246645,0.5299808914999993,-0.9123374659999994,0.4522689930000006,-0.44447988700000174,-0.9557635550000008
pcoli__RFCctrl__2,-4.475654831904739,0.4846349124999998,-0.8346812429999995,0.5165584929999998,-0.4408784980000018,-0.9120937140000008
pcoli__RFCnopause__1,-4.7357394072254575,0.6902563504999994,-1.4055342789999994,0.6708687229999999,-0.2864244790000008,-1.098924585000001
pcoli__RFCnopause__2,-4.610078579216559,0.5658941185000002,-1.9107438299999997,0.6748039729999995,-0.08273235300000081,-1.2110802640000011
pcoli__RFCpluspause__1,-4.568167245239295,0.4595380984999995,-2.302735031,0.7640610930000005,0.1545512699999989,-1.2057207220000006
pcoli__RFCpluspause__2,-3.710520007075425,0.2619392504999993,-2.9902173839999997,0.5214214130000006,0.07042016199999956,-1.6362279470000018
pcoli__rnCOMT_sol__1,-5.010460255799321,0.5308499504999995,-0.9744784889999992,0.8270174130000001,-0.17274806600000048,-0.8681744480000013
pcoli__rnCOMT_sol__2,-5.208674533743719,0.5878127314999997,-0.8197154959999997,0.6395325229999997,-0.4337834540000003,-0.9357282760000007
pcoli__rnPNMT__1,-3.5289639736983416,1.2681355195000004,-0.6051102410000002,0.1635869329999995,-0.3179635610000009,-0.6529795800000021
pcoli__rnPNMT__2,-3.958845609750409,1.1742228225,-0.6893740479999995,0.07451194300000097,-0.18763661800000087,-0.6409626020000019
pcoli__rnTDC__1,-2.4735561217714124,0.7898164034999997,-0.3670101629999998,0.08798361800000087,-0.42691140300000185,-0.4878796380000008
pcoli__rnTDC__2,-2.607103167719508,0.5854190774999992,-0.36999586900000025,0.17114607300000095,-0.3748737990000013,-0.5394647230000018
pcoli__rnTDC_trunc__1,-5.167213387684239,0.6361636365000001,-0.0024554889999990337,0.3075571430000004,-0.4044171730000006,-0.5936338480000014
pcoli__rnTDC_trunc__2,-5.472568939836919,0.9019762274999996,-0.1031345599999991,0.43504015300000104,-0.4447234620000007,-0.6303624420000009
pcoli__saCOMT_T2A__1,-3.656674883122229,0.7072731824999998,-0.17759588600000065,0.3335838930000001,-0.42860287400000097,-0.27597319000000203
pcoli__saCOMT_T2A__2,-3.918839559273093,0.6142723174999993,-0.19699192999999934,0.4038707630000005,-0.3781226900000014,-0.34418337000000143
pcoli__sfCOMT__1,0.7971804583408858,0.4176343954999995,-0.6119595399999991,0.1572444130000008,-0.44960219400000057,-0.6943444600000017
pcoli__sfCOMT__2,1.0390313169843284,0.3745765654999991,-0.6072255739999992,0.06503750799999962,-0.5031535040000019,-0.7511864660000018
pcoli__sgAANAT_D63G__1,-1.8987157067274512,0.5757224354999995,-0.4899122569999985,0.18900217300000044,-0.504442709000001,-0.4276650400000008
pcoli__sgAANAT_D63G__2,-2.5083134035560355,0.3921612514999993,-0.44936603299999867,0.43052260299999995,-0.505781927000001,-0.390694240000002
pcoli__ssDDC__1,-3.5142930852572736,0.5639980534999998,-0.3339206749999999,0.20759201300000107,-0.4876204370000004,-0.5710924020000014
pcoli__ssDDC__2,-4.108687736343383,0.5952442614999995,-0.5193099409999995,0.3251403029999995,-0.4406569140000016,-0.4939765990000016
pcoli__TP53B__1,-4.091275579740181,0.6034332224999996,-0.3997514029999998,0.4237391030000008,-0.3751957170000004,-0.5758819170000002
pcoli__TP53B__2,-4.677694846378371,0.8304636634999998,-0.4087131289999988,0.4437453829999996,-0.3936893330000011,-0.6455162510000019
pcoli__WT__1,-6.090183509727796,0.5042613574999999,-1.010371458999999,0.5471816730000008,-0.017957380000000356,-0.9487412170000002
pcoli__WT__2,-5.417671317167965,0.5326872345,-1.2736137689999998,0.4334316830000001,0.0652472039999985,-1.0026018750000016
cck__glu_ale4__1,1.4683508799412703,0.3239823995000002,-0.16044703199999866,0.10431546100000057,-0.35945235700000033,-0.13762756000000032
cck__glu_ale4__2,-0.2764752436162265,0.023071298499999667,-0.09793120600000016,0.21222904300000067,-0.8305684780000018,-0.12454776000000045
cck__cck_ale1__1,0.1385027342010066,-0.012984249500000544,-0.32073856799999945,0.14875797300000038,-0.961059598000002,-0.1355154700000014
cck__cck_ale1__2,-0.0237340765287721,0.16785889450000013,-0.3345926189999986,0.21173196300000008,-0.9317755310000012,-0.10928189000000188
cck__cck_ale2__1,0.3905615198340977,0.2757897534999998,-0.24605999399999945,0.24320085299999936,-0.9685375080000008,-0.22347198000000112
cck__cck_ale2__2,0.5798747311068368,0.2527220754999995,-0.2757765139999986,0.2196628030000003,-0.981337131,-0.18750564000000125
cck_pgi__gmos_delpgi__1,-6.010608106980083,0.6166831745000003,-0.3043343509999996,0.6099491930000003,-0.4628090460000021,-0.13166879000000087
cck_pgi__gmos_delpgi__2,-4.969183170901611,0.6097748794999998,-0.39301414399999857,0.5151660729999996,-0.16406430800000038,-0.07485542000000045
cck_pgi__pgi_ale1__1,-1.6615818700819434,0.1592506164999996,-0.09934470399999996,0.0871969090000011,-0.4282732630000013,-0.18782103000000028
cck_pgi__pgi_ale1__2,-1.9415489002355395,0.2743466314999994,-0.013267872999998431,0.4703615729999999,-0.7639974080000016,-0.028420090000000894
cck_pgi__pgi_ale2__2,-2.913820824976244,0.3952505845000003,-0.147036881,0.6450278430000012,-0.7069345330000019,0.07952111999999902
cck_pgi__pgi_ale3__1,-0.3438534733484828,0.0777382124999999,-0.29313737199999856,0.2577020430000001,-0.32058263600000103,-0.22036707000000175
cck_pgi__pgi_ale3__2,-1.400819570052885,-0.00548252450000053,-0.2371026710000006,0.527121343000001,-0.8465770460000002,-0.12285809000000115
cck_pgi__pgi_ale4__1,-0.3332924971325686,0.3092162194999997,0.01111850600000075,0.025670410000000032,-0.4595983030000017,-0.5055014840000016
cck_pgi__pgi_ale4__2,-1.5433713343196698,0.1218955924999996,-0.08748649600000036,0.14926491299999967,-1.1191339210000013,-0.6164624580000009
cck_pgi__pgi_ale4__3,-1.4166441281300308,0.07844600349999986,-0.08289866199999807,0.2310494330000008,-1.0593002560000002,-0.6158048400000009
cck_pgi__pgi_ale5__1,0.9487501324951896,0.23970522950000014,-0.07182685399999933,0.26444670300000084,-0.2288642010000004,0.15524606999999868
cck_pgi__pgi_ale5__2,-0.3025245313162454,0.3281865594999997,-0.14742527799999827,0.4910110930000009,-0.6986040670000015,0.14542258999999902
cck_pgi__pgi_ale6__1,0.7856879774798096,0.3198680224999997,-0.18817137299999945,0.40659345300000105,-0.39119517000000137,-0.13805556000000152
cck_pgi__pgi_ale6__2,-0.2201998889425561,0.20885806949999972,-0.18665207299999945,0.6293582329999996,-0.8692978560000011,-0.12451112000000107
cck_pgi__pgi_ale7__1,0.4192261018944556,0.16851132349999975,-0.11777402499999926,0.4198053730000009,-0.3554688520000013,0.060721789999998776
cck_pgi__pgi_ale7__2,-0.6938353688323332,0.2011220145000001,-0.1586259219999988,0.7252530329999995,-0.7888647680000016,0.1161327899999982
cck_pgi__pgi_ale8__1,0.976069036709974,0.32537998249999944,-0.06634726299999905,0.2900276829999999,-0.15190588100000113,-0.31948313000000184
cck_pgi__pgi_ale8__2,-0.3350969850129348,0.2225735954999992,0.06042315800000075,0.6440838830000004,-0.5813522750000004,-0.3819028400000004
cck_sdh__gmos_delsdhCB__1,-4.113697676662038,0.7292369874999993,-0.5200394769999992,0.8479485130000004,-2.153072614000002,-0.224828340000002
cck_sdh__gmos_delsdhCB__2,-5.400058398194841,0.31558347549999954,-1.950391269,0.8298960530000006,-1.8334584040000024,-0.2633921100000016
cck_sdh__sdh_ale1__1,-2.5151470265739566,0.6611827004999995,-0.4291087019999989,0.5440714730000007,-0.8717332860000013,-0.09003722000000103
cck_sdh__sdh_ale1__2,-2.590535545420086,0.6145763554999988,-0.2804286749999996,0.5592394929999998,-0.8320163940000018,-0.1210781100000009
cck_sdh__sdh_ale2__1,-1.8278719874850269,0.3686685855,-0.3448161599999988,0.4799116730000002,-0.879391827000001,-0.04652623000000133
cck_sdh__sdh_ale3__2,-2.1198548731876223,0.5350994754999999,-0.33803983399999993,0.5564179130000007,-0.7810000100000014,-0.06018581000000189
cck_sdh__sdh_ale3__1,-0.6107804475870774,0.5043948005000001,-0.3502903379999989,0.4938992930000001,-0.9420971550000008,-0.10775732000000103
cck_sdh__sdh_ale3__3,-0.9754451689621108,0.5277543565,-0.3753988019999994,0.4853280929999997,-0.8912833380000009,-0.1350173500000018
cck_pts__gmos_delptsHIcrr__2,-3.496482688696121,0.2523294934999996,-2.038782607999999,0.4644968830000007,-1.3678671840000014,-0.6717337180000005
cck_pts__gmos_delptsHIcrr__1,-3.2099270778759643,0.3997343224999996,-1.915755845,0.649161093,-1.1230291300000008,-0.5891714290000003
cck_pts__pts_ale1__2,-3.321958472899188,0.6547349584999997,-0.5986014229999999,0.3294758729999998,-0.9976202350000012,-0.9268589250000012
cck_pts__pts_ale1__1,-3.0211927950605726,0.7032392164999992,-0.5439989029999985,0.2967783530000005,-0.9334525690000016,-0.9451954930000016
cck_pts__pts_ale2__2,0.6210725171675646,0.1434433034999998,-0.4020157399999995,0.20189095299999948,-1.3677769430000009,-0.4695574400000009
cck_pts__pts_ale2__1,0.8172065304526872,0.10980299449999986,-0.4001124919999981,0.2751297130000001,-1.413098574000001,-0.3514653900000013
cck_pts__pts_ale3__2,-2.831832688296294,0.22296148650000006,0.1818102230000012,-0.4453421809999991,-1.1207950990000022,-2.176999619
cck_pts__pts_ale3__1,-2.5854713163227125,0.2985112645000001,0.12689780500000047,-0.1455219379999999,-1.1338764010000002,-1.8324292900000003
cck_pts__pts_ale4__2,1.2937411881050658,0.14473910450000016,-0.4585607679999999,0.4206787429999999,-0.7097418820000012,-0.3046174600000011
cck_pts__pts_ale4__1,0.7428230552140545,0.12141024850000015,-0.4388934549999988,0.3875030329999998,-0.7506745410000004,-0.3405844300000016
cck_gnd__gmos_delgnd__1,-4.287860870417158,0.38333246950000005,-0.6269607199999996,0.5155411030000003,-1.7581264190000017,-0.2697349000000013
cck_gnd__gmos_delgnd__2,-3.558043670330488,0.2563621454999989,-0.9019970350000008,0.4190796030000001,-1.7355426860000005,-0.08336518000000126
cck_gnd__gnd_ale1__1,-0.2525300065538386,0.3093564595,-0.30733422099999963,0.11322853200000085,-0.9005377990000021,-0.3310219200000013
cck_gnd__gnd_ale1__2,-0.6490929342307145,0.2796029385000001,-0.31910687199999893,0.14549259800000058,-0.9051531070000004,-0.3171900500000007
cck_gnd__gnd_ale2__1,-0.3026381456925101,0.19476866449999972,-0.21970863499999996,0.057324061000000974,-0.8906716470000013,-0.3958238900000008
cck_gnd__gnd_ale2__2,-0.1518063016447136,0.19383014149999944,-0.3442622059999998,0.0516023170000004,-0.9525487850000012,-0.3957810200000012
cck_gnd__gnd_ale3__1,-0.590165122245419,-0.04436780750000047,-0.2415006669999986,0.04701789499999976,-0.8742065520000004,-0.411304610000002
cck_gnd__gnd_ale3__2,-0.4130979184380949,0.06239885049999928,-0.28316897399999874,0.07806117700000037,-0.9746605950000014,-0.4521462800000009
cck_tpiA__gmos_deltpiA__1,-4.5992468933581225,0.5570723654999991,-0.8159424679999994,0.5549454330000003,-0.2238339860000007,-0.6854790040000012
cck_tpiA__gmos_deltpiA__2,-5.043190142295454,0.4337192654999989,-0.6857157760000003,0.6484744429999996,-0.6193091200000005,-0.5731788120000019
cck_tpiA__tpiA_ale1__1,-2.7828690880726272,0.6222247594999999,-0.3089436929999998,0.5753141230000001,-0.4531617410000006,-0.3962577400000011
cck_tpiA__tpiA_ale1__2,-2.173516866793261,0.6051491814999981,-0.2225575269999993,0.5862271529999994,-0.4516763980000018,-0.439900650000002
cck_tpiA__tpiA_ale2__1,-1.8095775831598415,0.3939886305,-0.3700123499999997,0.6931617929999998,-0.4059133790000011,-0.4566735500000014
cck_tpiA__tpiA_ale2__2,-2.3510705844993613,0.14020617849999972,-0.3281954619999983,0.4825762030000007,-0.6912261780000009,-0.3669802200000003
cck_tpiA__tpiA_ale3__1,-2.7288878336089533,0.4311705514999993,-0.3333094369999987,0.44486670300000064,-0.8604532270000007,-0.4468295500000004
cck_tpiA__tpiA_ale3__2,-2.8087287307556754,0.4644816184999998,-0.2784484589999998,0.42426745300000057,-0.875080285000001,-0.5426676830000012
cck_tpiA__tpiA_ale4__1,-2.604962790680857,0.4696787484999998,-0.2130640369999988,0.2272038629999997,-0.8669902390000015,-0.4403943700000017
cck_tpiA__tpiA_ale4__2,-2.810166627616701,0.31000134850000016,-0.20860694099999927,0.19612825299999948,-0.8701136720000004,-0.5111945230000003
acid_tale__acid_ale1_pH7__1,-2.881816697806027,0.2678937164999997,-0.32576494899999986,0.15268897300000006,-0.6737216190000019,0.2279241399999989
acid_tale__acid_ale1_pH7__2,-3.4964542754078822,0.22469580049999927,-0.2966841369999997,0.126066680000001,-0.7296190680000016,0.2287771999999997
acid_tale__acid_ale1_pH5__1,-0.8104002780366113,0.08230212850000118,-1.7378662619999998,0.7941495229999997,-1.6861938410000017,-0.02556688000000129
acid_tale__acid_ale1_pH5__2,-1.512267548265615,0.2302632794999999,-1.8707204259999999,0.8152700330000009,-1.8789758250000004,0.13502294999999975
acid_tale__acid_ale2_pH7__1,2.650600640245673,0.26297511649999983,-0.18151012699999924,0.3388400730000001,-0.6239651440000014,0.2876753599999997
acid_tale__acid_ale2_pH7__2,2.236436241454506,0.2034558745000004,-0.2659900919999991,0.3230544630000001,-0.6028576310000009,0.2553765399999985
acid_tale__acid_ale2_pH5__1,-0.4592728259750041,0.19610305849999946,-0.3380885879999997,0.432644723000001,-0.6197885530000011,0.2556445899999993
acid_tale__acid_ale2_pH5__2,-0.261684308900638,0.3657507434999996,-0.856274073999999,0.4854809929999994,-0.8739343050000006,0.2747879599999994
acid_tale__low_Mg_ale_pH7__1,1.3661498095062743,0.3535593224999998,-0.14973494999999915,0.3007467029999997,-0.8099119770000005,0.4289681199999986
acid_tale__low_Mg_ale_pH7__2,1.267086096475781,0.3525826264999994,-0.2005341309999995,0.3462454630000007,-0.798887112000001,0.3774406399999997
acid_tale__low_Mg_ale_pH5__1,-1.4110460497327912,0.5578073034999997,-0.34361575600000016,0.6085887329999995,-0.6407058410000008,0.5270734099999981
acid_tale__low_Mg_ale_pH5__2,-1.0362753526306512,0.3296220224999997,-0.433736776,0.5572315630000002,-0.6845121800000005,0.3818670799999993
acid_tale__MES_ale_pH7__1,2.26462380833863,0.3595117595000001,-0.1186362299999999,0.4305318729999996,-0.7351243470000011,0.3759698799999995
