,A,GcvA,PurR,Crp,Fnr,Lrp
ytf__delyieP__2,-3.4087789474813683,0.8643619695,-1.954536727999999,0.7498248230000009,-1.305195932000002,-0.29169976000000203
ytf__wt_ph5__1,-0.8702801631313184,0.8051874065000001,-0.8370122649999994,0.3985759630000008,-0.5570430830000017,-0.08912223000000097
ytf__wt_ph5__2,-1.1527983537792932,0.6419049545000002,-0.8265861389999998,0.4747397030000009,-0.5606580010000021,-0.01004875000000105
ytf__wt_ph8__1,-0.7408631744413481,0.4698458804999994,-0.543386331999999,0.2756429229999995,-0.5787427820000008,-0.02918246000000124
ytf__wt_ph8__2,-1.0451557067482578,0.38285997850000003,-0.4035849079999991,0.2681548629999995,-0.3957363220000012,-0.11547148000000185
ytf__delybaO__1,-5.281323378465832,0.7266069535000002,-2.085327628999999,0.5823761830000009,-1.6552725600000002,0.17370273999999952
ytf__delybaO__2,-4.988455799396047,1.0572344285000002,-1.839185110999999,0.6367440230000003,-1.410532003000002,-0.21776249000000192
ytf__delybaQ__1,0.2199838784507973,0.6657170704999995,-0.5384882819999994,0.3329404930000006,-0.606795733000002,-0.07307209000000192
ytf__delybaQ__2,-0.2087874745300396,0.4964055964999998,-0.4680547710000002,0.3236855130000009,-0.5836305950000007,-0.0326365200000005
ytf__delybiH__1,-2.060136861327155,0.7621876804999994,-2.236357265,0.6363319829999998,-0.9780890030000008,-0.055169780000001716
ytf__delybiH__2,-4.206640742919336,0.8799733054999992,-2.777577371,0.5546718429999995,-1.476111577000001,-0.3795979600000017
ytf__delydcI_ph5__1,-1.0358211691121069,0.4140890314999997,-0.7607078369999991,0.36809995299999976,-0.6045711670000014,-0.17940493000000046
ytf__delydcI_ph5__2,-0.902583746992699,0.5019277735000012,-0.9765083169999986,0.4226014830000011,-0.612837080000002,-0.12630420000000164
ytf__delydcI_ph8__1,-2.35666302118215,0.36079488449999975,-0.5351117510000005,0.3631957630000002,-0.4941553620000008,-0.06223880000000115
ytf__delydcI_ph8__2,-0.7571781978804598,0.3482757605,-0.5287307610000003,0.3071113430000008,-0.6297628440000018,-0.0665364600000018
ytf__delyddM__1,-4.666744609039311,0.8088248804999996,-0.6669919219999993,0.8218948030000011,-0.5226934970000006,-0.16693410000000064
ytf__delyddM__2,-4.5949082286603335,0.5689665714999981,-0.6299478399999998,0.8320546029999996,-0.4254320210000007,-0.17797947000000036
ytf__delyheO__1,-5.529939355832429,0.8243609424999994,-2.111350853,0.5961686430000004,-1.8218537240000008,0.31964698999999897
ytf__delyheO__2,-5.130360270837574,0.7960748354999989,-2.03823158,0.6336565129999999,-1.8295830700000009,-0.11753828000000155
fps__bw_glc__1,-2.8425419312256306,0.5027163324999995,-0.4146262569999983,0.23073483299999964,-0.6606700440000015,0.07226070999999834
fps__bw_glc__2,-3.459961701128813,0.4789142324999993,-0.3720981349999999,0.16040873300000058,-0.7722607140000015,0.06248797999999845
fps__fps_thrA_ale1__1,-2.6696350327318807,0.4826448645000001,-0.13574902100000052,0.3327312029999998,-0.5674762880000017,-0.02970654000000117
fps__fps_thrA_ale1__2,-2.7776255455048453,0.5873133924999996,-0.24389827699999955,0.3516250830000001,-0.7100081640000013,-0.06966261000000172
fps__fps_thrA_ale2__1,-2.352880136519597,0.6474634024999997,-0.3195580419999988,0.22966762300000101,-0.7084273220000004,-0.3113818800000008
fps__fps_thrA_ale2__2,-2.501431717636108,0.4953872634999996,-0.2506081649999992,0.28896753300000105,-0.6741296350000017,-0.2385283100000013
fps__fps_serB_ale1__1,-3.75071575883902,0.5407469174999999,-0.463182376999999,0.2630278130000008,-0.7472038340000005,0.09487493999999863
fps__fps_serB_ale1__2,-3.721207738525092,0.6264753315,-0.4274960729999986,0.3896577630000007,-0.6559473680000014,0.11269867999999937
fps__fps_serB_ale4__1,-4.016541050373579,0.35903480049999903,-1.0985597319999991,0.20591431300000096,-1.1846466490000012,-0.6702027690000012
fps__fps_serB_ale4__2,-4.102492892739022,0.7172241435000002,-1.1801113510000008,0.3602136930000004,-1.019253874000002,-0.8400275580000011
fps__fps_ptsI_ale1__1,-3.0529993328373566,0.010275406499999027,-0.5636135579999983,0.045779202000000296,-0.9269502930000008,-0.2080044300000008
fps__fps_ptsI_ale1__2,-2.738607660744508,0.2585200964999981,-0.6600646529999992,0.14486478300000094,-0.8308143870000021,-0.17410899000000055
fps__fps_ptsI_ale3__1,-2.268291141483308,0.28747610949999997,-0.6549154819999979,0.2525903130000007,-0.8180644960000016,-0.2980117800000013
fps__fps_ptsI_ale3__2,-1.929371661258478,0.1970380545000001,-0.6769289189999999,0.22323634299999995,-0.8140812820000018,-0.2717483600000019
pal__lyx_ale2_f6__1,-2.6479630333899022,0.16876036649999904,-0.6556266910000002,0.3334221829999997,-0.4994335160000016,-0.3847549300000015
pal__lyx_ale2__1,-0.9515237861836005,0.12580941249999975,-0.3833218919999997,0.2649081029999998,-0.5389567430000017,-0.038550890000001566
pal__lyx_ale2__2,-1.3150600690880894,0.2421641114999993,-0.3097778209999991,0.3071416530000004,-0.5235788160000006,0.01776821999999889
pal__lyx_ale4__1,1.5561645090529703,-0.0573036904999995,-0.5283669959999989,-0.057655872999999865,-0.7789653710000017,-0.2883567900000017
pal__lyx_ale4__2,1.3260754600934386,-0.2051838555000005,-0.5831006119999991,-0.07060586499999921,-0.7546695460000006,-0.3985727100000016
pal__5drib_ale10_f18__1,-3.0937318407811136,0.02176231350000002,-0.7373787239999992,-0.06913953699999986,-0.8584368649999998,-0.6379382820000004
pal__5drib_ale10_f18__2,-3.354394591285514,0.2322714164999997,-0.6700132719999985,-0.022394786999999642,-0.7536076010000006,-0.7121514000000015
pal__5drib_ale10__1,-2.974505292778671,0.22486736149999945,-0.5550318429999983,0.4018362730000007,-0.6081119500000014,-0.13741472000000066
pal__arab_ale14_f9__1,-2.4028665717155797,0.5355455654999988,-0.6386794869999992,0.24554710299999985,-0.6507291250000016,-0.5512836260000018
pal__arab_ale14_f9__2,-2.366211881206951,0.4131347685,-0.7502846279999993,0.4127220729999994,-0.5790906580000019,-0.5805052400000008
pal__arab_ale14__1,-2.906017219184988,-0.051832276499999885,-0.610970923,0.3767839330000005,-0.5612669600000011,-0.29434625000000025
pal__arab_ale14__2,-2.574545274207229,0.15410743849999964,-0.5304106539999989,0.3756092130000006,-0.6327277780000014,-0.19569644000000075
pal__arab_ale16__1,0.682320386647365,0.4100211074999995,-0.5647390329999986,0.02985453700000029,-0.6648468970000003,-0.26436319000000097
pal__arab_ale16__2,-0.1700782895595935,0.44919091249999976,-0.4423374879999997,0.10976642500000013,-0.6864830750000017,-0.18312684000000168
pal__tartr_ale26_f10__1,-3.501132274603718,-0.10162521250000013,-0.5688699629999991,0.3119472930000011,-0.703734273000002,-0.6145761560000018
pal__tartr_ale26_f10__2,-3.64352258399772,0.2294316295000005,-0.7402521229999994,0.19927317299999991,-0.6609027810000008,-0.7606980680000017
pal__tartr_ale26__1,-3.4550265897597283,0.03691983749999928,-0.5862776289999996,0.3850793330000002,-0.7898414690000024,-0.5587764740000019
pal__tartr_ale26__2,-2.8144909247394128,-0.186434299500001,-0.659547761999999,0.334463263,-0.7943045050000013,-0.6404226040000012
pal__tartr_ale28_f10__1,-4.613370954730242,0.2097965894999998,-0.6654153160000007,-0.003712276999999986,-0.6169361680000005,-0.6710237270000015
pal__tartr_ale28_f10__2,-4.090124838079129,0.3351855764999998,-0.5575389129999984,-0.0986905509999989,-0.6927632880000019,-0.6838022740000014
pal__tartr_ale28__1,-3.4178539582768948,-0.0037082005000002023,-0.7082978260000008,0.27296854300000106,-0.7137339220000012,-0.18615218000000056
pal__tartr_ale28__2,-3.3577486547542232,0.047619710499999364,-0.6247219319999981,0.2684948929999997,-0.6521569950000004,-0.11331335000000033
efeU__delmenFentC_citr__1,-0.3083227825041088,0.6507313224999995,-0.8779009869999985,0.4221979430000005,-1.164833993000002,0.0972081599999992
efeU__delmenFentC_citr__2,-0.0004492936328771,0.5921573564999996,-1.1402290959999997,0.5677252629999998,-1.2848913940000024,0.1911658299999992
efeU__delmenFentC__1,-4.893636467964062,0.6284339184999999,-0.7001297089999996,0.6961985229999996,-0.5161069770000015,-0.26105259000000025
efeU__delmenFentC__2,-4.672189727297245,0.6978845714999995,-0.7641568089999993,0.7362106530000005,-0.5080433480000011,-0.22935575000000166
efeU__menFentC_ale39__1,-5.392743834664213,0.04823315950000051,-1.721392271,0.5420487930000011,-2.109849670000001,0.10194156999999926
efeU__menFentC_ale39__2,-5.728513545426686,0.1498333704999988,-1.8015267959999999,0.5730386230000004,-2.0968477890000026,0.11070786999999882
efeU__menFentC_ale29__1,-6.378187896572415,-0.03303268250000002,-2.46619651,0.9115027730000004,-2.366996998000001,0.12408898999999884
efeU__menFentC_ale29__2,-6.47350326370249,-0.2334686355000004,-2.5902268789999985,0.9432762930000004,-2.3954243040000014,0.04517943999999829
efeU__menFentC_ale30__1,-4.224251313573058,0.4763262395000005,-0.4481084849999988,0.10668520800000003,-0.5423336000000011,0.054307859999999764
efeU__menFentC_ale30__2,-4.522593875324695,0.2482715344999997,-0.23900331900000005,0.06397155600000026,-0.4112517400000009,0.12852992999999913
efeU__menFentCubiC_ale36__1,-3.046709313397652,0.4736606035,-0.17697902299999946,0.8218575829999999,-0.4590538350000006,0.2406300399999992
efeU__menFentCubiC_ale36__2,-2.7729737646563195,0.5040932195000005,-0.2133085010000002,0.6481697730000011,-0.5276504510000013,0.2119817599999987
efeU__menFentCubiC_ale37__1,-4.214455879641884,0.7023725425,-0.4186207809999996,0.8430776529999999,-0.4292119980000013,0.16018777999999936
efeU__menFentCubiC_ale37__2,-4.14516542110187,0.6021728785000011,-0.3334632410000005,0.8884085729999995,-0.37967822400000095,0.09342973999999947
efeU__menFentCubiC_ale38__1,-4.852663445560723,0.6212788035000001,-0.7637048929999991,0.3484389429999997,-0.4036745170000007,-0.2680856900000013
efeU__menFentCubiC_ale38__2,-5.038882159544931,0.4732527444999999,-0.6090914410000003,0.30990829299999945,-0.3732575010000012,-0.15292358000000128
misc2__salc_glc__1,-1.0536256195773903,0.8820539154999993,-1.1842184329999992,-0.03094168600000025,-0.22932395800000194,-0.17273662000000026
misc2__salc_glc__2,-0.7758100238172565,0.7000695834999995,-0.7161748049999996,-0.041858421999998896,-0.03345726400000082,-0.30427998000000045
misc2__dbcn_glc__1,-0.2271091012962733,-0.4263838165000005,-0.3549796079999989,-0.41418928399999894,-0.7301900130000014,-0.9639069970000004
misc2__dbcn_glc__2,-0.7326332689794754,-0.476318613500001,-0.2087475519999984,-0.32218037899999885,-0.8092735110000007,-0.7299872480000005
misc2__tyr_glc__1,-2.9709215938665414,0.4099454314999997,-0.403703994999999,0.4823384130000008,-0.5575643070000016,0.35550834999999914
misc2__tyr_glc__2,-3.1070996110676594,0.5197160174999995,-0.43645132099999984,0.5197261330000007,-0.5539005700000015,0.37793924999999895
misc2__arg_cytd__1,-0.2187640506168997,0.27967137350000115,-0.2395295629999996,0.10509646700000096,-1.1034638080000008,-0.08162854000000053
misc2__arg_cytd__2,0.3969427718023584,0.2353257135,-0.1208453029999994,0.09710128400000073,-0.7432087820000017,-0.026731460000000595
misc2__delyheO_pyr__1,-3.325204572152679,0.2869266884999995,-0.4148557639999986,1.0004127829999998,-0.7526202150000003,-0.16229624000000165
misc2__delyheO_pyr__2,-2.2998329166966305,0.26735368950000016,-0.3857090479999989,1.0134814930000005,-0.4191611070000008,-0.1805766500000008
misc2__dellon_glc__1,-1.26467904609637,0.7875357114999995,-1.1870545210000003,0.4872481129999997,0.3493916779999981,-0.07172149000000161
misc2__dellon_glc__2,-2.286560533398836,0.7332966054999988,-1.8808620889999992,0.2154419530000009,0.5194171779999994,-0.10723965000000037
nquinone__delubiC__1,-1.616288979344273,0.4758869844999998,-0.3352058299999996,0.4464799330000009,-0.6095067330000017,0.5115406699999987
nquinone__delubiC__2,-2.4557638211291586,0.6088175734999997,-0.34613853099999936,0.6182852329999999,-0.6044100700000019,0.4633701599999984
nquinone__ubiC_ale1__1,-4.142636681655157,0.4532264474999996,-0.17435475299999936,0.4621411030000005,-0.4323583200000005,0.21381844000000072
nquinone__ubiC_ale1__2,-4.039403692990898,0.770868931499999,-0.5153015359999991,0.5186398529999998,-0.6067025980000018,0.07591556999999938
nquinone__ubiC_ale2__1,-4.173586649465268,0.7370433404999988,-0.5805526309999998,0.4747234030000005,-0.5499352390000016,0.04561991999999826
nquinone__ubiC_ale2__2,-4.132708869780027,0.6829133375000005,-0.4951892879999989,0.4297995330000006,-0.5028724020000013,0.05912617999999802
nquinone__ubiC_ale3__1,-1.787826265478121,0.2645965495000002,-0.21467034299999987,0.026469302000000642,-0.5823368140000014,0.005330649999999436
nquinone__ubiC_ale3__2,-1.935660407114604,0.2923210364999997,-0.16298907399999862,0.09906102300000086,-0.5599778960000013,-0.02938775000000149
nquinone__ubiC_ale4__1,-4.560293384569476,0.6833058735000002,-0.6756538589999987,0.493212583,-0.6001517920000019,-0.01176607000000196
nquinone__ubiC_ale4__2,-4.609257294580473,0.8033946914999994,-0.6043759610000006,0.5086079229999996,-0.5363889490000009,-0.09053855000000156
nquinone__delpdhR__1,0.6422042865793911,0.1189900934999999,-0.39399680899999895,0.3856681930000008,-0.8817682130000009,-0.031382670000001056
nquinone__delpdhR__2,0.7247831649272902,0.1911553574999996,-0.5391191239999991,0.36299017299999997,-0.8676659450000006,-0.041831740000001005
quinone__glu_ale4__1,-3.698345201606976,0.4481146414999992,-0.3618833400000003,0.3684261329999998,-0.7937296570000019,0.3332319599999991
quinone__glu_ale4__2,-3.085170995738525,1.1091705874999995,-0.5935837199999998,0.7361257729999995,-1.3345289250000008,0.4569144599999984
quinone__delmenF__1,-0.0489470011891005,0.5555470424999998,-0.6479254710000006,0.5532796730000005,-0.6263961320000018,0.2503761099999995
quinone__delmenF__2,-0.7298660981853259,0.5815312714999994,-0.5336836250000001,0.4243016730000004,-0.5904860330000012,0.07732319999999859
quinone__menF_ale5__1,-5.05874988367821,0.2698759924999994,-1.8214862489999997,0.9045305230000018,-1.5730570960000012,0.2767404399999993
quinone__menF_ale5__2,-5.2402454181824965,0.3762970164999997,-2.0328860319999986,0.9292543930000008,-1.5773257790000024,0.11631182999999902
quinone__menF_ale6__1,-5.462866844045806,0.5125643295000001,-1.9059711689999992,0.928937233000001,-2.032580734000001,0.05538959999999804
quinone__menF_ale6__2,-5.599762264318287,0.14628864849999967,-1.9707736119999983,0.9358953230000004,-2.029661312000001,0.030729809999998636
quinone__menF_ale7__1,-6.144356144233606,0.33333099249999965,-2.245877877999999,0.8647486830000002,-2.266448492000001,0.1331896499999985
quinone__menF_ale7__2,-6.51460141602755,0.23709838849999976,-2.299385546999999,0.8297670830000001,-2.358642473000001,0.08433546999999919
quinone__menF_ale8__1,-7.427986295910546,0.3935865604999993,-2.4395193499999994,1.0002332430000005,-2.309375750000001,0.06602766999999865
quinone__menF_ale8__2,-7.449738332257002,0.6922836795,-2.5113602619999997,0.9954071830000012,-0.8210202880000015,0.06603255999999824
quinone__delmenFubiC__1,-1.956522450506053,0.4941685864999981,-0.4959797560000006,0.5032428030000009,-0.5446679390000018,0.20875958999999966
quinone__delmenFubiC__2,-2.0318351079030297,0.4216930894999997,-0.4087569959999993,0.5733612729999997,-0.5307565460000011,0.22473190999999915
quinone__menFubiC_ale1__1,-5.978848538915739,0.1489679044999992,-2.186816346,0.6889852029999997,-2.5481107570000012,0.09737310999999947
quinone__menFubiC_ale1__2,-5.658857820601844,0.1254113745000005,-2.2436439119999987,0.6891632330000004,-2.5745257670000012,0.07873334999999848
quinone__menFubiC_ale2__1,-6.601396509957665,0.1822485164999996,-2.227760855,0.5664049030000005,-2.5041279210000007,-0.1702384100000014
quinone__menFubiC_ale2__2,-6.394166927361867,0.21590865850000007,-2.168371602999999,0.587592463,-2.4451129780000027,-0.12017590000000132
quinone__menFubiC_ale3__1,-3.720388741794322,0.3101191185000012,-0.4248053599999988,0.1084791789999997,-0.5054432390000017,0.08325837999999841
quinone__menFubiC_ale3__2,-3.8222138393722775,0.07072261549999936,-0.4918602229999998,0.1436014399999994,-0.5051048730000005,0.015360319999999206
quinone__menFubiC_ale4__1,-5.381833299261092,0.5906413704999993,-0.9224476850000008,1.042582673,-1.639778015000001,0.3356312699999986
quinone__menFubiC_ale4__2,-5.274750575954016,0.36499301349999946,-0.9535130719999998,1.0279896629999996,-1.525707863000001,0.3669556999999983
oxyR__wt_glc__1,1.6103302106260609,0.2256038545000001,-0.4418571589999996,0.09382866099999987,-0.8089780310000005,0.1244221999999997
oxyR__wt_glc__2,0.7447195858819388,0.3642399954999993,-0.4405018789999993,0.13043923000000035,-0.6878140150000007,0.1057955899999996
oxyR__wt_h2o2__1,0.2335609070831365,0.16925168349999975,-0.4258867609999992,0.05757602200000101,-0.7709993870000016,0.03817484999999898
oxyR__wt_h2o2__2,-2.1872966911338114,0.3673431764999995,-0.6162553299999995,0.4618741830000008,-0.5165665970000006,0.07670666999999831
oxyR__glu_ale4__1,-2.7943238864303788,0.8054202854999994,-0.22124835199999812,0.7723290729999999,-0.4998186800000006,0.4439153599999983
oxyR__glu_ale4__2,-3.245761056432093,0.8860498154999991,-0.3976172189999989,0.49579595299999996,-1.0535432470000003,0.2652885799999982
oxyR__glu_ale4_h2o2__1,-2.6037755383538657,0.9979964504999989,-0.3178773960000001,0.6213283730000008,-0.8761725550000001,0.393077589999999
oxyR__glu_ale4_h2o2__2,-3.28617654341245,0.8930626635000012,-0.3201069400000005,0.4863484329999999,-1.0044108940000012,0.4872960799999984
oxyR__oxyR_ale17__1,-4.724726627325042,0.7896041774999993,-0.3936186539999991,0.13801763000000022,-0.9421467330000012,0.4808209699999981
oxyR__oxyR_ale17__2,-3.860983270660505,0.5184705144999997,-0.3784098060000005,0.15520324300000074,-1.093086918000001,0.5250104199999992
oxyR__oxyR_ale17_h2o2__1,-4.627227672754202,0.6364151544999999,-0.4323493469999988,0.21122745300000112,-0.9796284760000002,0.21205379999999965
oxyR__oxyR_ale17_h2o2__2,-4.284058531515428,0.5399212604999989,-0.3258042099999994,0.156206473000001,-0.5898082770000013,0.2886940899999981
oxyR__oxyR_ale18__1,0.454553499581525,-0.11760719350000047,-0.4398970509999991,-0.2332659079999999,-1.166562635,-0.031783880000000764
oxyR__oxyR_ale18__2,-1.6555299816134914,0.03298724350000004,-0.493588484,-0.08594182799999928,-0.6725769710000016,0.14208675999999976
oxyR__oxyR_ale18_h2o2__1,-2.674127709950139,0.4268553324999997,-0.4914793159999995,0.027939159000000657,-1.0918933600000005,0.2900441299999983
oxyR__oxyR_ale18_h2o2__2,-2.7517895470763825,0.2949857804999993,-0.4875840489999987,0.09512536300000107,-1.1393528260000014,0.22931724999999936
oxyR__oxyR_ale19__1,1.6920887104134514,0.012973083499999484,-0.3564372779999996,-0.1866830670000006,-1.0451964960000009,0.0580071999999987
oxyR__oxyR_ale19__2,-1.318158006473231,0.1758947114999998,-0.5358456809999996,-0.08065952299999958,-0.725073354000001,0.102029899999998
oxyR__oxyR_ale19_h2o2__1,1.4888905800174683,0.1677988844999998,-0.34787588600000063,-0.3216936859999997,-0.7358367710000007,-0.039827160000001534
oxyR__oxyR_ale19_h2o2__2,1.7495672452166149,0.06400528949999984,-0.3453839529999989,-0.22926116100000016,-0.8039380640000022,0.013142319999998264
oxyR__oxyR_ale20__1,-2.7137038276989958,0.3285853345000005,-0.7671886049999994,-0.29073972199999965,-1.4027556840000024,0.4126081499999987
oxyR__oxyR_ale20__2,-2.565357546265673,0.29299786250000004,-0.7230918160000002,-0.3286302970000001,-1.4280679270000007,0.2817177899999983
oxyR__oxyR_ale20_h2o2__1,-3.6565520683322217,0.5323979075,-0.4001619909999992,-0.1032146049999998,-1.0986975080000008,0.2898634499999986
oxyR__oxyR_ale20_h2o2__2,-3.814100287690087,0.5088865965,-0.4511054239999997,-0.05797147799999891,-1.127493234000001,0.3085523799999983
svns_pgi__BmePgi24_15__1,-0.1741787824202935,0.5223463064999994,-0.4523068739999996,0.20789728299999946,-0.5360552860000016,0.34940392999999936
svns_pgi__BmePgi24_15__2,0.3140254679565448,0.4045158654999987,-0.4957441529999986,0.2882144130000004,-0.5360455760000011,0.2045977999999984
svns_pgi__BmePgi24_26__1,0.8720678352469227,0.44156421249999933,-0.3776688529999994,0.16856253300000112,-0.524884001000002,0.35848345999999864
svns_pgi__BmePgi24_26__2,0.6500749820721267,0.5650489504999996,-0.3405227199999992,0.14498237199999942,-0.4864099500000005,0.506843589999999
svns_pgi__BmePgi24_41__1,-5.200868699269989,0.6534562364999994,-0.3538610959999993,0.4958493130000008,-0.44696534900000096,-0.16785485000000122
svns_pgi__BmePgi24_41__2,0.7568259579960145,0.4376411074999993,-0.5821712740000002,0.08223337899999983,-0.4670558630000006,0.20122214999999954
svns_pgi__BmePgi24_52__1,-0.5765150080872469,0.5149517114999993,-0.39275193199999947,0.2600776430000007,-0.4944578470000014,0.4247160399999981
svns_pgi__BmePgi24_52__2,1.160143895641497,0.5001188545000002,-0.3650602809999999,0.11009234900000033,-0.541468839000002,0.3763876299999982
svns_pgi__PaePgi2_34__1,-0.4002699990200589,1.1875313104999992,-0.3739473540000002,0.9464174330000006,-0.35587768100000083,0.2125766999999996
svns_pgi__PaePgi2_34__2,-0.5573269588162467,0.9093305954999992,-0.3574962219999982,0.980365153000001,-0.3716520780000003,0.27375418999999823
svns_pgi__PaePgi2_63__1,-0.9831837523220348,0.9841948904999996,-0.3959066599999996,0.998691483,-0.3306225780000016,0.4458260999999997
svns_pgi__PaePgi2_63__2,-0.9991154785843792,0.9684792655,-0.35205148999999913,0.974959343,-0.3901852840000011,0.4160394199999988
svns_pgi__PaePgi24_54__1,-0.6090550082353806,0.6940084904999991,-0.4917372649999994,0.8303385730000006,-0.8311115560000015,0.5581545399999985
svns_pgi__PaePgi24_54__2,-0.6283920240381115,0.5702762994999997,-0.45538597,0.9265034130000008,-0.8662979580000005,0.6279959799999997
svns_pgi__PaePgi24_90__1,-0.2411471438978216,0.6753628214999994,-0.4251124479999984,0.809689723,-0.7702927290000012,0.7979142199999991
svns_pgi__PaePgi24_90__2,-0.7070162974049748,0.7159353474999994,-0.3941374589999995,0.9991721830000008,-0.7893792930000014,0.9569347599999992
abx_media__m9_ctrl__1,-4.957176097767476,0.5313885324999994,-1.5133264199999994,-0.21908725299999965,-0.8938289440000009,-0.2588867400000012
abx_media__m9_ctrl__2,-5.077285281924751,0.21477940449999974,-1.2774894700000008,0.06872792999999966,-0.8991160770000004,-0.03890048000000057
abx_media__rpmi_ctrl__1,2.122543964704945,0.4171542514999995,-1.8010462859999998,0.1818832429999997,-1.557518067000002,-3.0089812410000025
abx_media__rpmi_ctrl__2,3.605993700205708,0.7395594024999994,-1.7554518069999991,0.4604582229999998,-1.5839219300000007,-3.0464165500000013
abx_media__camhb_ctrl__1,-4.894346232676102,-0.045393281499999986,-1.5705209369999986,-1.4667156490000008,-1.179529736000001,-2.751771626000001
abx_media__camhb_ctrl__2,-3.545568043921384,0.008739905499998812,-1.646597661999999,-1.5642143070000003,-1.261389653000002,-2.736818597000002
abx_media__m9_mero__1,-6.275572834811566,0.3596221754999993,-1.3735024250000007,0.10006032100000084,-0.9119070650000012,-0.1645973800000018
abx_media__m9_mero__2,-4.524156848707798,0.33557114049999903,-1.3003273110000002,-0.24440689100000054,-1.133278434000001,-0.3790299800000003
abx_media__rpmi_mero__1,2.3153981552833183,0.4877521284999995,-1.6794697879999996,-0.15585906599999966,-1.6535658390000023,-3.3317966780000012
abx_media__rpmi_mero__2,2.3251611841013764,0.21830378449999974,-1.61953704,0.12222331400000107,-1.8328940680000023,-2.9243589880000007
abx_media__camhb_mero__1,-4.928850513773124,-0.34655597050000075,-1.627549487999998,-2.568928611,-1.4644877940000018,-3.234400994
abx_media__camhb_mero__2,-4.354607489496586,-0.08482261350000098,-1.7151362299999997,-2.3720532899999998,-1.4166246660000006,-3.187440226000001
abx_media__m9_trisulf__1,-5.936945382756282,-0.32755828350000105,-1.3005383050000008,-0.13952741599999996,-0.4676025150000012,-0.6051573710000007
abx_media__m9_trisulf__2,-5.1385572253321685,-0.08593256650000036,-1.2158056800000008,-0.12156318199999915,-0.5692284570000012,-0.5157675430000008
abx_media__rpmi_trisulf__1,-5.640854111418854,0.15689019049999953,-1.5543318509999997,-1.1385435739999998,-0.7884398340000018,-2.0367434290000013
abx_media__rpmi_trisulf__2,-5.934146579049103,0.3640933074999992,-1.5014811669999988,-1.1257448149999991,-0.7543595560000007,-2.1679467970000013
abx_media__camhb_trisulf__1,-4.6118210654615055,0.6843898904999994,-1.3259372439999997,-0.6163487490000001,-0.6868955570000015,-2.4154668520000016
abx_media__camhb_trisulf__2,-4.372248383078525,0.5180381174999997,-1.4060108369999993,-0.6510849729999997,-0.7414238250000018,-2.4943555150000014
abx_media__m9_cef__1,-3.666998822668794,-0.011988444500000028,-1.1219813789999984,-0.4245596339999995,-0.6019969600000009,-0.3992122000000009
abx_media__m9_cef__2,-3.0243259642773883,-0.04748004549999951,-1.3498570439999993,-0.35219075799999894,-0.8015251920000015,-0.5961111690000003
abx_media__rpmi_cef__1,-1.8860985664248089,1.3693115745000002,-1.836429476,0.17718560299999986,-0.8307925950000001,-2.6130708470000013
abx_media__rpmi_cef__2,-2.341223792814068,1.4389712494999998,-1.8776086299999992,0.25364192300000177,-0.7416807140000009,-2.593732105000001
abx_media__camhb_cef__1,-2.0403998312669027,0.2125323374999999,-1.6116523269999998,-0.8382274849999991,-1.0817596130000011,-2.286276152000001
abx_media__camhb_cef__2,-2.586278299720633,0.2719911754999993,-1.5002732579999989,-0.9034556939999998,-1.061934583000001,-2.322395215
abx_media__m9_cipro__1,-4.789926917591675,-0.14824128149999982,-1.5975802649999995,-0.29610201100000033,-0.7758492030000017,-0.7110936320000008
abx_media__m9_cipro__2,-4.5571512466814985,-0.0743212075000006,-1.9643123289999995,-0.23094071100000055,-0.853964598000001,-0.7403085300000019
abx_media__rpmi_cipro__1,-2.639744186516259,0.5864432614999995,-1.83686813,-0.7087974589999995,-1.0100535220000015,-2.247825273
abx_media__rpmi_cipro__2,-2.9167283852804773,0.3837475354999995,-1.4134680210000008,-0.9681077109999999,-0.9865308030000008,-2.0852249620000016
abx_media__camhb_cipro__1,-4.285814625933673,-0.08775956649999994,-1.609837817999999,-1.3565894469999993,-0.6598682350000011,-2.625730985000001
abx_media__camhb_cipro__2,-5.009552368721035,-0.07491357250000075,-1.589059236999999,-1.1236836730000004,-0.7293645650000009,-2.538509690000001
hot_tale__42c_ale3_30c__1,1.6651541786595212,0.3397913164999995,-0.4939097490000002,0.06220796800000095,-0.31695025400000176,0.050142639999998906
hot_tale__42c_ale3_30c__2,1.2837539019767674,0.26425310549999903,-0.4833583499999996,0.017358810000001057,-0.3400038020000018,0.15686468999999906
hot_tale__42c_ale3_37c__1,1.6428141683424728,0.5442755395000001,-0.3712104419999989,0.4355665230000003,-0.3753982770000004,0.3487737099999997
hot_tale__42c_ale3_37c__2,1.2067452939183567,0.31795100949999977,-0.32634726100000044,0.4006368030000012,-0.3437324220000004,0.2785539099999994
hot_tale__42c_ale3_44c__1,-2.6318145346327744,1.2231145574999998,-0.20198250699999853,0.3718853430000007,-0.6295553280000004,-0.14284623000000174
hot_tale__42c_ale3_44c__2,-2.6530840863232954,1.1076418375,-0.18081015499999964,0.3553441930000005,-0.7233255390000011,-0.28906252000000165
hot_tale__hot_ale3_mid_30c__1,0.6255419576561224,0.566896430499999,-0.27172311699999874,0.7396188830000003,-0.4170887780000019,0.4120251499999981
hot_tale__hot_ale3_mid_30c__2,2.116245118328516,0.3206884414999997,-0.4571465779999997,0.5625003330000009,-0.4165719660000011,0.3156422699999997
