,A,McbR,hns
SRX2391499,-0.48033297150000004,-0.2821841546,0.2149673657
SRX2391500,-0.8048757184,-0.8680210098000001,0.4426653135
SRX2391501,-0.5214105785,-0.6233064585,0.2630859134
SRX2391502,-0.7129781335,-0.3413497867,0.1104836886
SRX2391503,-0.5434620784,-1.3662894405000001,0.42213215130000004
SRX2391505,-1.2624530218,-0.7814721436000001,0.2899702461
SRX2391506,-0.47463105200000005,-0.6946683678000001,0.16222202460000001
SRX2391507,-1.3457940939,-0.7555315309,0.1260205742
SRX2391508,-0.8126102417000001,-0.6319147415,0.2901858285
SRX2391510,-0.0390514831,-0.8333092635,0.1874508744
SRX2391512,0.270744578,-0.9577479424,0.1681070569
SRX2391513,0.0923537947,-0.5692989327,0.1034334877
SRX2391514,-0.4272554095,-0.25368523460000003,-0.0618767899
SRX5632598,-0.3945664199,0.2886249677,0.6336541954
SRX5632599,0.2925811117,0.8553733641,0.7196844181000001
SRX5632600,-1.9400627039,2.4721824826,0.8762838597
SRX5632601,-0.1630985059,2.4779039263,0.8828125040000001
SRX5632602,5.5380865188,3.4906732736,1.7152896974
SRX5632603,-2.7729638322,2.3913145841,0.3603172532
SRX5632604,3.992063955,3.2669931264,0.9959623885000001
SRX5632605,4.2678360737,3.2219055951,1.3755816918
SRX5632606,-0.1699047274,0.4563640863,0.9567260299
SRX5632607,-0.6762579214000001,-0.39640982490000004,0.1909253236
SRX5632608,-0.0892504697,-0.8381685798,0.028115640100000002
SRX5632609,-0.1961137794,0.8580970172,0.2157337189
SRX5632610,-1.4596789915000001,-0.269567541,0.5267287369
SRX5632611,0.285364249,-0.0199284375,-0.24384935900000002
SRX5632612,-0.48870609660000003,0.08329781400000001,0.2835569584
SRX5632613,-0.2511556485,0.5343745710000001,1.0025950488
SRX5632614,-0.5896626582,-0.19180093450000002,0.1876885027
SRX5632615,-0.9291164377000001,-0.1331133431,0.2157943829
ERX2874132,-4.7641931878,0.0973055641,-0.1594082825
ERX2874133,-6.5938827929,-0.5827126755,-0.1992768385
ERX2874134,-3.4108045022,-2.1509817168,-0.638115424
ERX2874135,-4.6995683018,-3.2958686377,-0.7539193862
ERX2874136,-3.5394116018,-2.1244275465,-0.8231322940000001
ERX2874137,-4.9356631601,-2.6767083824,-0.5832445405000001
ERX2874138,-2.548309537,-0.6117463848,-0.30834232030000003
ERX2874139,-2.7235684004,-0.7025603101,-0.0989112743
ERX2874140,0.12496200460000001,-0.11442147200000001,-0.0346395345
ERX2874141,-0.12496200460000001,0.11442147200000001,0.0346395345
ERX2874142,1.956401845,-0.6507771071,-0.5317704004
ERX2874143,-0.0229272284,-1.0834441074,-0.4663651392
ERX2874144,-1.0188348332,-0.39417947470000003,-1.5940724927
ERX2874145,-2.3215626405,-0.6512804280000001,-1.6965531313
ERX2874146,-0.5518892252,0.5815173464,-0.0464424086
ERX2874147,-1.3597757859000001,0.3283610999,0.1727365962
SRX1300292,1.3289843442,-0.1095624973,-0.0904913841
SRX1300293,-1.3289843442,0.1095624973,0.0904913841
SRX1300299,1.1117819609,0.057140034000000006,0.1168897185
SRX1300300,0.43731427230000003,0.1012244675,0.3090398253
SRX1300304,-2.8018211746,-0.5986156546,0.0824642456
SRX1300305,1.8689045758,0.1861425908,0.0560094301
SRX1300306,-0.1963072647,0.14432516280000002,0.13183338490000002
SRX1300310,-1.6677079228,-1.0486687072,0.0510257579
SRX1300311,-0.5255791522000001,-0.2079577039,-0.2423606835
SRX7291195,1.4532483805,1.9812965498000001,0.2570271763
SRX7291196,1.516759427,1.9724935334,0.3642638681
SRX7291197,1.677477989,2.0635240366,0.3064102266
SRX7291198,0.1889892337,0.054552016700000004,0.074538774
SRX7291199,-0.002209108,0.27494647710000003,-0.0099106299
SRX7291200,-0.1867801257,-0.3294984938,-0.0646281441
SRX7291201,2.0137804129,1.935262023,0.3304941907
SRX7291202,2.4496669054,1.9116930192,0.4013316173
SRX7291203,2.090615097,1.8768989056,0.4047186468
SRX7291204,-0.107580876,0.1242784935,-0.0314011659
SRX7291205,-0.0624774349,0.3239427317,0.042924114900000004
SRX7291206,0.4948203425,0.41339785570000004,0.0348367673
SRX2436955,1.3976424418,0.1819124912,-0.3719097631
SRX2436956,-8.8175457763,0.5069050171,-0.1004838587
SRX2436957,-8.8356498421,0.7289926821,-0.1363042532
SRX2436958,-7.7460546392000005,0.6124169447000001,-0.2846288023
SRX2436959,-1.2705007265,1.3851614612,-0.4296580501
SRX2436960,-2.979904553,0.3424231343,0.045136789600000005
SRX2436961,-4.7395562026,0.7574136733,-0.1059539697
SRX2436962,-3.4936662477000002,0.2544611303,0.2258490008
SRX2436963,-2.9045495817,0.3096600701,-0.47975217700000006
SRX2436964,-5.349289223,-0.2065126536,0.2753415236
SRX2436965,-11.2526612482,1.9271838394,-0.9815861442
SRX2436966,-4.7412777434,-0.0895924545,-0.3087478254
SRX2436967,-5.6147494899,0.4451001659,-0.10767101450000001
SRX2436969,-3.0525550515,0.8425926529000001,-0.45504732480000004
SRX2436970,-4.5176894723,0.1081615596,-0.1784720246
SRX2436971,-4.5669533505,0.6888120778,-0.1390028699
SRX2437029,-3.7518564718,0.5560278037,0.1736260885
SRX2437030,1.1467302282,0.3110178222,-0.27164307
SRX2437031,0.65529715,-0.086804081,0.2077827392
SRX2437032,1.0632208715,0.3428092481,0.29997996050000003
SRX2437033,0.7415728501000001,-1.0806402872,0.1029299878
SRX2437034,-11.991055873,1.67798611,-1.3674103504000001
SRX2437035,-6.1787059269,0.6358846418,-0.36110479560000003
SRX2437036,-6.5039288827,0.5317045022,-0.5273915313
SRX2437037,-4.7779213786,-0.3707841578,0.08841543040000001
SRX2437038,-4.4123523711,-0.18198454,-0.13269625570000002
SRX2437039,1.5708664856999999,0.0458948494,0.2522664448
SRX2437040,-6.9745032996,0.7853641345,-0.48692241550000004
SRX2437041,1.1688810276,0.12243586000000001,-0.4461017364
SRX2437042,1.0983336628,-1.0647559774,0.2538424899
SRX2437043,-5.6991764516,-0.5085061200000001,-0.0103089075
SRX2437044,2.0983143396,-0.6939179361000001,0.2476559297
SRX4705203,3.4104010988,2.3125620343,-0.3995743255
SRX4705204,5.3564284959,0.2901157978,-0.5051173318000001
SRX4705205,5.5335672209,0.11427882600000001,-0.5683179356
SRX4705206,5.6615137031,0.1391304362,-0.6196273183000001
SRX4705207,-0.0848266937,0.5771298353000001,0.8182663423000001
SRX4705208,-0.2608562921,-0.4668279994,0.6574174028
SRX4705209,0.674175167,0.20823008610000002,0.8539069389
SRX4705210,1.4838812229,-1.2244379507,0.4270401478
SRX4705211,0.3415594473,-1.6155921977,0.3057844903
SRX4705212,1.2687683215,-1.04589786,0.3815134859
SRX4705213,-0.6779767365,0.07970246880000001,-0.0514692571
SRX4705214,-1.0171051187,-0.269553011,-0.08890384350000001
SRX4705215,0.74149773,-0.0105531496,0.0282034008
SRX4705216,-0.7789525858,-0.13299504680000002,-0.20737839730000002
SRX4705217,0.8516118704000001,-0.0064777524,0.2889934849
SRX4705218,0.8809248406,0.3398764909,0.0305546122
SRX4705219,6.0824326159,0.5114448368,-0.44535358700000005
SRX4705220,7.1642279644,0.7397512198,-0.306990557
SRX4705221,6.4201662304,0.5815923438,-0.7320052409000001
SRX4705222,6.3849911429,0.4068811148,-0.49582002880000003
SRX4705223,3.0626851538,2.1334116102,-0.5767303165000001
SRX4705224,3.4039680899,2.2757023539,-0.1629885837
SRX4705225,5.4972277791,-0.1709672002,-0.48575719840000003
SRX4705226,4.9217322881,-0.6036062227,-0.6388222610000001
SRX4705227,4.5012548344,-0.6868149973000001,-0.838650267
SRX4705228,5.3653625419,0.9788189667,-0.8016365618
SRX4705229,6.0883020818,1.1158549403,-0.6139088962
SRX4705230,6.4457217502,1.5947134938,-0.287425074
SRX4705231,6.500708534,0.5787184326,-0.4489432823
SRX4705232,6.7220397124,0.3162783601,-0.5123378751000001
SRX4705233,8.9170547888,3.2810026093999998,-0.2272886656
SRX4705234,2.8147850346,-0.3158908493,-0.9453875653
SRX4705235,-0.8433123412,-1.1272165844,-0.1865236397
SRX4705236,2.2135265135,0.29114688050000004,-0.8251469931000001
SRX4705237,-0.4161274867,-0.7847987476,-0.16361876860000002
SRX4705238,-1.0612112761,-1.4737810826,-0.1793039498
SRX2038319,2.6570394802,1.5540851592,0.8134453723
SRX2038320,1.9814809264000002,1.1115389897,0.7646370964
SRX2038321,-0.0661283671,1.562959714,1.0324515241
SRX2038322,-0.8103539716,1.1288647048,1.1282927925
SRX2038323,2.1611336555,-0.24283350350000002,0.1944001789
SRX2038324,-3.4491157996,-0.9571308059,0.4488880236
SRX2038325,0.5141508699,0.9941622552,0.8192872041
SRX2038326,0.5669047645,1.2043864808,1.2621479943
SRX2038327,2.7472424268999998,0.9949266436,1.2170803733
SRX2038328,2.0350423783,1.2743199268,1.1546751501
SRX2038329,0.5009944233,0.2147444564,0.53156031
SRX2038330,0.4104065964,0.5602765913000001,0.4018958288
SRX2038331,-1.2068576834,0.1760892187,0.4577782038
SRX2038332,0.5924441158,1.8219941482,0.9002764379
SRX2038334,-3.8929099818,-2.2595438882,-0.262260078
SRX2038335,-5.562875089,-1.338845858,0.3425222732
SRX2038336,-7.3839497206,-1.73463607,0.7995975116
SRX2038337,2.9245492087000002,1.1602114912000001,0.43580111590000004
SRX2038338,-0.5527524540000001,-0.4811432057,-0.3017448487
SRX2038339,2.7683338838,0.4373221383,0.2518614037
SRX2038340,-3.8226583933000002,-2.1178129732,-0.222408293
SRX2038341,-3.261477786,-1.4320609037,0.1879661558
SRX2038342,-1.8510113468,-1.5452761482000001,-0.4890843193
SRX2038343,-4.0220583937,-1.4449876854,0.3142079397
SRX2038344,-3.3077026866,-1.2860222913000001,0.3077435991
SRX2038345,-1.7490868069,-0.0961462824,0.1788038197
SRX2038346,2.9130696388,0.21409171300000002,0.1157789693
SRX2038347,3.3082045022,0.4319775469,0.5130444938000001
SRX2038348,3.0094229625,-0.0057204247,0.1415777017
SRX2038349,-4.4928475483,-1.9687891197,-0.3207439709
SRX2038350,-0.49529122540000003,-1.5945408744,-0.2838773316
SRX2038351,-5.3996387139,-2.096854516,-0.213800642
SRX2038352,-5.6709385012,-1.6577637282,0.543715835
SRX2038353,-4.5065060347,-2.3301725143,-0.0083750354
SRX2038354,-6.9516726515,-2.4044496875,-0.0373465344
SRX2038355,-6.3988038704,-2.604940868,0.1802205077
SRX2038356,-0.0776843109,-1.4230551277,0.2062926307
SRX2038357,-2.1042870262,-1.0729419535,-0.5117005236000001
SRX2038358,-1.118450116,-1.0325092615,-0.7003631485
SRX2038359,-4.2876993103,-1.4668219635,-0.2187207317
SRX2038360,-3.6193797485,-1.2563482254,-0.054139203600000005
SRX2038361,-0.6734386296,-1.0289305307,-0.0185848993
SRX2038362,-2.2344043943,-0.9020835636000001,0.49671234680000004
SRX2038363,-3.1118683991,-0.5668775161,0.4824981277
SRX2038364,-1.3183255597,0.2932238103,0.3482297729
SRX2038365,2.4893677619,0.39720581920000003,-0.1461560235
SRX2038366,2.7055089552,0.8105682523000001,-0.2391000802
SRX2038367,1.4617595131,0.3256976073,-0.46783544390000004
SRX2038368,-2.2899937223,-1.4343777022,-0.3071428348
SRX2038369,-3.1528369298,-1.5967853132,-0.4365247042
SRX2038370,-2.21010441,-0.340108728,-0.38758173360000003
SRX2038371,-5.4588890794000005,-1.6925173595,0.3201668684
SRX2038372,-4.7070827697,-2.360101926,0.0465265411
SRX2038373,-6.9702862487,-1.9646857272,0.14940950960000002
SRX2038374,-7.0635514854,-2.6346449746,-0.132560216
SRX2038375,1.3175467642,-0.4564300572,0.5144624051
ERX530520,-0.0632913705,-0.1273081891,0.0221061546
ERX530521,0.7132755873000001,0.6120728909,-0.0756894691
ERX530522,0.7968107799,-0.0424057591,0.11953000150000001
ERX530523,0.0966360435,-0.2425483284,0.2118616721
ERX530524,0.0632913705,0.1273081891,-0.0221061546
ERX530525,-0.2163958745,0.3265346954,0.0591923524
ERX530526,0.7548726662,0.5338441975,0.1263137037
ERX530527,1.0209548283,0.08177263550000001,0.0809025668
ERX3212443,5.8817514511999995,0.8481271290000001,0.0732094626
ERX3212444,-0.6661215219000001,0.2200075571,0.0056132335
ERX3212445,-0.5727776006,0.0871830485,0.0423629914
ERX3212446,-0.4517710044,0.6208121327,0.041954287
ERX3212447,0.8740651581000001,0.5564431412,-0.0160248089
ERX3212448,2.9784721725,1.0829231321,0.0104782174
ERX3212449,-0.044879782,-0.0010390912,-0.0104948585
ERX3212450,-0.0786386028,0.0206028158,0.0124467228
ERX3212451,0.1235183849,-0.0195637245,-0.0019518642
ERX3212452,-0.776232443,-0.8035910029000001,-0.3895044203
ERX3212453,-0.5487470665,-0.47700455070000003,-0.42263324150000003
ERX3212454,-0.9784650399,-0.2121628097,0.024469464200000002
SRX7478973,0.083384474,0.1881747373,-0.0055667291
SRX7478974,0.0753146718,0.10307245350000001,-0.044471987000000004
SRX7478975,-0.1586991458,-0.2912471908,0.050038716100000005
SRX7478976,-0.18432865750000002,-0.1280829427,0.0016250414000000002
SRX7478977,0.3689311568,0.1603152041,-0.043639133100000005
SRX7478978,-0.6225417396,-0.4039221336,0.1600786533
SRX7478979,0.8442760092,-0.0393380694,0.09561689300000001
SRX7478980,0.6706818546000001,-0.2950165817,0.1953431049
SRX7478981,0.366840223,-0.0589642612,0.2260962068
SRX7478982,1.0566251933,-0.0958577656,0.18279078980000002
SRX7478983,0.9304164373,-0.2901139866,0.1380813401
SRX7478984,0.6935028133000001,-0.49384486860000004,0.0548575638
ERX1521038,10.6994974902,3.6379585499,-7.6088245253
ERX1521039,10.670192491,3.8972861888,-2.3407874767
ERX1521040,11.0537349239,3.6095152767,-8.3235432999
ERX1521041,9.5854819027,3.3420736081,-2.9963109286
ERX1521042,0.7660948108000001,0.40594128300000004,1.2914563898
ERX1521043,-0.6104318974,-0.7288417351,-0.1594690833
ERX1521044,0.0833804737,-0.017120279000000002,1.1280401783
ERX1521045,-0.0833804737,0.017120279000000002,-1.1280401783
SRX621182,17.6128566821,3.8839158432,-11.2828757996
SRX621183,17.7558246932,4.0471509574,-11.0958731081
SRX621184,9.5283361534,1.3575430403,-11.2828757996
SRX621185,10.4737610627,1.1298739684,-11.169180213
SRX621188,7.9439861384,1.3177636707,-11.2828757996
SRX621189,7.2458350855,1.3184755522,-11.1395489089
SRX621190,-0.5321094745,-0.09059971280000001,0.004999462200000001
SRX621191,0.5321094745,0.09059971280000001,-0.004999462200000001
SRX621192,18.9884691855,4.6143483356,-11.2828757996
SRX621193,18.5238932991,4.5366019282,-11.1649614232
SRX6489436,-0.6015359682,-0.4468125115,0.0532748055
SRX6489437,-1.4631993288,-0.06988266950000001,-0.4888458236
SRX6489438,-2.0618980491,-0.7401968556,-0.3363509508
SRX6489439,-0.053777861100000005,-0.7107643821,-0.46563791250000003
SRX6489440,1.0072972695,-0.1762008903,-0.2812791618
SRX6489441,-0.9535194084,0.8869652724,0.7469170743
SRX6489442,-0.5721304783,-0.1566171012,-0.5656674251
SRX6489443,0.4169239321,0.1478345332,-0.39575645670000004
SRX6489444,-1.5823107474,0.45916140250000004,0.4498708985
SRX6489445,-0.8907799727,-0.2323978932,-0.48760263470000004
SRX6489446,0.7487319226,-0.045159203200000005,-0.482811335
SRX6489447,-1.8702351773,0.5410807625,0.6043716194000001
SRX6489448,1.3420881718,0.40995636500000004,-0.13186827780000002
SRX6489449,0.7615040484000001,-0.1672851411,-0.4012151661
SRX6489450,1.8005108498,2.4177641249,0.213572845
SRX6489451,-1.3479576119,-0.505318864,-0.3657522957
SRX6489452,-0.4652311913,0.0202067938,-0.2791243397
SRX6489453,-0.9083887444000001,0.6661981533,0.5526899009
SRX6489454,-0.752645537,-0.4202516531,-0.1909566644
SRX6489455,-0.989285017,-0.13377349830000002,-0.41196725570000003
SRX6489456,-1.4308900277,0.4855874972,0.4086006219
SRX6489457,7.1565962064,2.1699459047,-0.3798919416
SRX6489458,4.5689022092,2.4137503041,-0.5863838816
SRX6489459,5.8615987613,3.1531333346,0.2846592558
SRX6489460,7.5201652944,2.5295807922,-0.4614595925
SRX6489461,5.3596741729,2.4172780465,-1.0059124379
SRX6489462,6.7409258316,2.8766372436000003,-0.1849198789
SRX6489463,7.3202333266,3.2438112619,-0.7783546981
SRX6489464,5.6926132876,2.717804649,-1.0572050349
SRX6489465,7.1281107669,3.7162828416,-0.1807664728
SRX6489466,7.6585669233,2.2070774629,-0.0907122476
SRX6489467,6.5134891713,2.7333904176,0.3082687048
SRX6489468,6.4164997603,3.1154550972,0.3379025303
SRX6489469,7.4931499584,2.8978621574,0.12136969610000001
SRX6489470,5.5754304211,2.1168816661,-1.0080812869
SRX6489471,7.1178737289,2.9810002152,-0.0863613176
SRX6452027,3.7192351359,1.3325691655,1.8073523909
SRX6452029,-0.1171024789,-0.10368126870000001,-0.0544999308
SRX6452030,5.4386878259,2.3110710845,1.5425572323
SRX6452031,1.086267287,1.730650256,-0.1330063326
SRX6452044,1.8719387804,2.2608064455,-0.1406345544
SRX6452045,3.0301208009,1.3631152873,-0.0933626263
SRX6452046,2.3568535522,1.2809211148,-0.3614606192
SRX6452047,6.7682346988,3.9115827278,1.7228807332
SRX6452048,0.1171024789,0.10368126870000001,0.0544999308
SRX6452059,6.4063962571,3.8582400420000003,1.8168397571
SRX1828491,-1.076659883,0.8114886935000001,-0.028705585500000002
SRX1828492,-1.4852638537,1.0693436415,-0.1202583053
SRX1828493,-1.0345242111,0.042370903700000004,-0.0908639124
SRX1828494,-1.222414877,0.6601134486,0.3179651663
SRX1828495,0.3692893291,1.732913026,-0.0563841818
SRX1828496,0.46401266890000004,0.9560160179,0.06618733090000001
SRX1828497,-0.6198412284,0.3127669785,-0.1562590073
SRX1828498,-0.8884112892,-0.0043361657,-0.0885352413
SRX1828499,-0.3190747545,1.2503369626,-0.3414103484
SRX1828500,-0.5564586690000001,-0.0151093843,-0.5846245038
SRX1828501,-0.2951662125,0.369718624,0.2744970915
SRX1828502,-0.7108803099000001,1.1053099991,-0.0542978631
SRX1828503,1.3437066181000001,0.7018284922,0.0784576074
SRX1828504,0.1493295225,1.0040661031,0.16289816000000001
SRX1828505,-0.3352471708,1.1139202512,0.017381964700000002
SRX1828506,-0.9407642551000001,0.8663216479,-0.0194386389
SRX1828507,0.39443554000000003,0.2891504225,0.0726349446
SRX1828508,-0.39443554000000003,-0.2891504225,-0.0726349446
SRX3796953,-0.10798133300000001,-0.2991057536,-0.0927627345
SRX3796954,0.10798133300000001,0.2991057536,0.0927627345
SRX3796955,0.0001297726,-1.2871863467,0.2753272571
SRX3796956,-1.4622485952,-0.2852692248,0.4441069399
SRX3796957,4.3585153731,0.2564892409,-0.7668020693
SRX3796958,3.9638377295,1.1022248608,-0.5128253665
SRX3796959,-0.5527162488,-0.0211573062,0.2229912454
SRX3796960,-0.5911230696,0.065093181,0.033590905000000004
SRX3796961,-1.2298529907,-2.0987376443,-0.19548375580000002
SRX3796962,-1.5526723432,-2.5895953832,0.0433619383
SRX3796963,3.4092266970000003,0.1353871241,-0.3339490493
SRX3796964,3.9346507071000003,0.9827368537000001,-0.1516296021
SRX3796965,-8.6573275183,-3.4365239302,-0.1530548675
SRX3796966,-8.5649858788,-3.0934786882,-0.1721426553
SRX3796967,4.6736570431,-1.2207202622,0.12252733680000001
SRX3796968,3.8902891326,-2.7731151608999998,-0.19978727570000002
SRX3796969,5.060840756,-0.48151341750000004,-1.9507388761
SRX3796970,4.5132734877,0.2546227707,-1.8163245993000001
SRX3796971,-1.321080744,0.023940123400000003,0.0410985067
SRX3796972,-1.7813301956,-0.3194578045,0.057708133200000004
SRX3796973,2.277830267,-0.2979748561,0.0681414528
SRX3796974,2.5576214807,-0.5377246425000001,-0.068109165
SRX3796975,5.7270022058,1.3788052495,-0.9673475542000001
SRX3796976,4.6268195155,1.0625484185,-1.0082690979
SRX3796977,2.8270803545,0.6024091255,0.0144481257
SRX3796978,2.9681913947,0.7184233616,0.009223766000000001
SRX3796979,1.5357766318000001,-1.7709665245,-0.2636079904
SRX3796980,2.0149773088,-1.6390574990000002,-0.0306609753
SRX3796981,5.2314321926,1.2195366099,-0.3165101455
SRX3796982,5.9518338886,1.1483540487,-0.1492903382
SRX3796983,-8.7121534449,-2.7125637645,-0.1422466503
SRX3796984,-8.0712307757,-3.4653471099,-0.2323125882
SRX3796985,2.8638823408,-1.826450967,-0.1534561887
SRX3796986,3.9268663812,-1.8756306971,0.0736897754
SRX3796987,-3.3285410259,-2.5288412625,-1.7521595226
SRX3796988,-3.1356294664,-3.3164796945,-1.3963593675000001
SRX2568270,0.6686667862,-0.8404626769,0.0830690152
SRX2568271,1.9543694261,0.3223384791,-0.2252624241
SRX2568272,-3.3858891253,1.1451109405,-1.702772118
SRX2568273,-4.0713988679,1.8827601349,-2.4535515610000003
SRX2568274,-4.9142814835,2.1449032801,-2.228225644
SRX2568275,-0.6686667862,0.8404626769,-0.0830690152
SRX2568276,1.7187460278,1.4087707821,-0.0204269285
SRX2568277,0.5313721757000001,1.2246515065999999,-1.1511956007
SRX2568278,-1.5881265632,1.7726058528,-2.1435108388
SRX2568279,-2.6698320416,2.0538824699,-2.0009657382
SRX3421856,-0.0768165811,-0.4801773991,-0.0023761767
SRX3421857,0.0768165811,0.4801773991,0.0023761767
SRX3421858,-0.42878307460000004,1.4897712283,0.9135806686
SRX3421859,-0.35597416670000004,1.7784688476000001,1.3020952097
SRX3421860,-0.6418097594000001,-0.70289527,0.7265746042
SRX3421861,1.0314445476,0.642065086,0.9303192341000001
SRX3421868,-2.3727737867,2.8454484026999998,2.8974495703
SRX3421869,-1.6490385283,3.3285697782,2.7496471347
SRX2606337,-0.0439677562,-0.2540949818,0.1523824112
SRX2606338,-0.3780934071,-0.9562386331,0.19151833410000002
SRX2606339,-0.4023981016,-1.1441174035000001,0.3114437286
SRX2606340,0.9149668014000001,0.23046684950000002,0.6169196954
SRX2606341,-0.3808151862,0.4050058438,-0.4657844666
SRX2606342,-1.9711248261,1.6086678507,0.3824800793
SRX2606343,3.049876808,4.0476887412,0.9499111297
SRX2606344,0.4316777819,1.302293659,1.2847953268
SRX2606345,2.5279871368,3.411077807,2.5135133863
SRX2606346,1.4158322868,0.1121266538,0.13528979230000002
SRX2606347,0.2460827672,0.14203202580000002,-0.045933346300000004
SRX2606348,-0.0891211698,-0.8450037461000001,0.0445563936
SRX2606349,0.24025884500000003,-0.5983715941000001,0.3187072627
SRX2606350,0.3463383139,0.2171493187,0.44266837950000004
SRX2606351,-0.24801751860000001,-0.10333968760000001,-0.4805899676
SRX2606352,-1.5687270216,2.1378088541,0.5215912884
SRX2606353,3.3436930596,2.0660628435,0.4383080408
SRX2606354,0.3534955557,1.3938470554,1.3399560514
SRX2606355,2.9047505219,3.4273350776,2.6073860968
SRX2606356,1.3271770273999999,-0.1086835381,0.2054965722
SRX2606357,-0.2021150109,0.112062956,-0.1064490649
SRX2606358,-0.6282531206,-0.5383790685000001,-0.0871307588
SRX2606359,-0.0021652243,0.13646417500000002,0.29333439980000003
SRX2606360,-0.18162900140000002,-0.0379124843,0.29840873560000003
SRX2606361,0.9440968965000001,0.6518659799000001,0.0074976225
SRX2606362,-0.7024029388,2.1745875551,0.1550411543
SRX2606363,3.4540344461,3.3916467351,0.8551706621
SRX2606364,0.7113970796,1.4009590778,1.4128048027
SRX2606365,3.2545107618999998,3.7580952866,2.6838894266
SRX2606366,0.8343460393000001,0.0434948153,0.2287948004
SRX3648427,1.8563545055000001,0.7765390248,0.0574735197
SRX3648428,2.1831751408,0.7213262837000001,0.3673334227
SRX3648429,1.5295444434,0.5912249695,0.2758621195
SRX3648430,0.8235688129000001,1.0216385943,-0.3148872231
SRX3648431,1.1999081533,1.1253796557,-0.2801679682
SRX3648432,0.5195243555,0.2003461071,-0.28719947300000004
SRX3648433,0.1217257905,0.4658887112,0.1990817739
SRX3648434,-0.2495793561,0.1725546862,0.0214865424
SRX3648435,0.0252020462,-0.9274883145,-0.0035647397
SRX3648436,0.9444041718,0.3000337381,0.783847202
SRX3648437,0.8802745153,0.1089603586,0.9607009543
SRX3648438,1.0410205407,0.7048155471,0.6318471066
SRX3648439,-0.2960978425,-0.3561567543,-1.5502342989
SRX3648440,-0.6581531473000001,-0.5919045442,-1.3367411865
SRX3648441,-0.3725054849,-0.9055409001,-1.5708916136000002
SRX3648442,0.33798091280000003,1.4924941837,1.4080106615
SRX3648443,0.3358408828,0.8306317588000001,1.474472964
SRX3648444,0.8227964539,0.6353592026,1.3456972819
SRX3648445,3.6184725501,1.5856438793,0.2314377842
SRX3648446,3.1985537383000002,0.930388788,0.2307385381
SRX3648447,2.6261033579,1.0263409315,0.0246813884
SRX3648448,-0.4213086461,0.1175578116,0.1583393429
SRX3648449,0.145854436,0.4067689989,0.21211860170000002
SRX3648450,1.2337657101,0.8997651965000001,-0.031897501700000004
SRX3648451,-0.3435849669,-0.12164859330000001,-0.0115590554
SRX3648452,-0.2908523548,-0.8497179486,-0.20779119640000002
SRX3648453,-0.3238741784,-0.45272546500000005,-0.11921019120000001
SRX3648454,1.461681964,0.6921874006000001,1.3462439823
SRX3648455,0.9152802291000001,0.2174813199,1.4363496791
SRX3648456,1.3382212557,0.7998661268,1.3906367264
SRX3648457,2.7279064712,1.071949348,0.26676411110000003
SRX3648458,2.160783142,0.6378325083,0.3520012312
SRX3648459,1.3631923605,-0.8093320931,-0.06000392500000001
SRX3648460,-0.6281055292000001,-0.408485717,-1.3716862414
SRX3648461,-0.2339344781,-0.6802612049,-1.7211597486999999
SRX3648462,-0.052505650300000005,-1.25376326,-1.9617499085
SRX3648463,-0.20669212520000002,1.0479526687,0.0647512318
SRX3648464,-0.31630971500000005,0.19717512180000002,-0.1164687335
SRX3648465,-1.107724919,-0.396546789,-0.34724641
SRX3648466,-0.5005174752,0.6345509922,0.2488059406
SRX3648467,0.2908221767,0.1190694997,0.0466312105
SRX3648468,-0.3537104249,-0.3364132584,0.1357740769
SRX3648469,0.9551108233000001,0.6353712895,-0.3809139164
SRX3648470,0.3840926703,-0.2169574538,-0.5051765923
SRX3648471,0.5178922802,0.0025604768,-0.674693368
SRX3648472,1.4261028608,0.14843319500000002,0.8348681344000001
SRX3648473,0.3990756259,0.692084719,1.1037344752
SRX3648475,-0.033077388400000005,-0.19108379620000002,-1.207363483
SRX3648476,-0.25800045,-0.6544787421,-1.5151307361000002
SRX3648477,-0.8049279244,-0.8069522845,-1.7130533598
SRX3648478,6.3821286729,2.394432421,0.41642859
SRX3648479,4.9209938781,1.8872322161000001,0.3494264998
SRX3648480,5.8482403088,2.1065523271,0.32045320580000003
SRX3648481,-0.9292692619,-0.2166248191,-1.0004956312
SRX3648482,-0.723992684,-1.3499986753,-1.7011152137
SRX3648483,-1.1821177484,-1.9057506433,-2.2031488604
SRX1429221,0.9553755838,-0.0277611317,0.1013993938
SRX1429222,0.74533433,-0.0210826957,-0.266014951
SRX1429223,-1.7007099138,0.048843827400000005,0.1646155572
SRX1429224,2.7993886263,0.9722810458000001,0.2767690617
SRX1429225,2.0793938885,0.3546489002,-0.1000432279
SRX1429226,3.6699523177,1.175165538,0.6909387041
SRX1429227,3.9306870024,1.2739139286,0.7686993264
SRX1429228,3.5442348205,1.4475609428,0.5380381819
SRX1429229,4.8730091665,1.2189815398000001,0.9813643475
SRX1429230,5.2375007101,2.3981368386,2.1109584197
SRX1429231,3.2887253262,2.2622749652,2.1610046985
SRX1429232,5.2378671285,2.2316039777,2.1462013166
SRX1429233,4.3514930053,2.1297444881,2.3738784194
SRX1429234,4.4775105776,2.1713547073,2.3699613188
SRX1429235,5.1008154496,2.3553984054,1.9595778815
SRX1429236,2.6971594983,1.910339632,1.3488831565
