,A,McbR,hns
ecoli_00004,10.1521489864,1.628568353,-0.15081341
ecoli_00005,0.2514286203,-0.233970439,-0.56740864
ecoli_00006,0.3095012003,-0.271040567,-0.57501992
ecoli_00007,10.2300469538,2.01600118,0.028218820000000002
ecoli_00008,9.4403648153,1.8950657020000001,0.13773749
ecoli_00009,2.0196938318,0.496883408,-0.38894031
ecoli_00010,2.3718438026,0.6081605910000001,-0.41893693
ecoli_00011,2.533989643,1.061351482,-0.14121664
ecoli_00012,2.597819071,1.028914627,-0.11730537
ecoli_00014,2.6858624611,1.033895659,0.03221592
ecoli_00015,2.4871793774,1.088504138,-0.05329888
ecoli_00016,2.2255949167,0.848784504,-0.07889036
ecoli_00017,2.6748948265,1.167104375,-0.15523974000000001
ecoli_00018,2.3145945898,1.127473623,-0.13083348
ecoli_00019,4.2633986294,1.261284804,0.48668311000000003
ecoli_00020,4.2517214896,1.223982119,0.38230353
ecoli_00021,1.8848511984,1.380225252,0.55926339
ecoli_00022,2.4562275407,1.352840663,0.64062106
ecoli_00023,5.3873896593,0.9363523570000001,0.30159602
ecoli_00024,5.5049960915,0.9027651980000001,0.24839989999999998
ecoli_00025,5.5192600257999995,1.23799015,0.32007261
ecoli_00026,5.4414819955,1.3920930519999999,0.31466579
ecoli_00027,5.7366349636,0.920645453,-0.14105018
ecoli_00028,5.7497845119,1.188817823,-0.20188572
ecoli_00029,2.0308811756,0.6945018230000001,0.01979154
ecoli_00030,2.3492337061,0.663383685,0.16168658
ecoli_00031,3.7910327942,1.5436770260000001,0.37983694
ecoli_00032,3.4846822184,1.260366163,0.41889962000000003
ecoli_00033,5.0600316051,1.374759276,-0.72500221
ecoli_00034,2.1910609317,0.39709208,-1.06691429
ecoli_00035,2.7575325148000003,0.8248880850000001,-0.14804482
ecoli_00036,2.8234414814,0.891764674,-0.26308135
ecoli_00037,2.9571280403999998,1.391443597,0.03699667
ecoli_00038,3.2446098745,1.577580329,0.12667077000000002
ecoli_00039,-2.3700405214,-0.24880064400000002,-0.24249227
ecoli_00040,-1.7614249403,-0.398608567,-0.26696523
ecoli_00041,5.3938887118,1.097142654,0.18538134
ecoli_00042,2.6067906456000003,0.921679773,0.04769501
ecoli_00043,0.4655043527,-0.300741861,-0.25008186
ecoli_00044,0.48036370110000004,-0.375929758,-0.22467193
ecoli_00045,-1.5526169159,-1.3617798460000001,-0.42875787
ecoli_00046,-1.3521995936,-1.287329985,-0.44294003
ecoli_00047,0.7473706619,0.147767062,-0.24506315
ecoli_00048,0.5712951875,-0.212053498,-0.18162453
ecoli_00049,2.855873771,0.785688006,0.0755795
ecoli_00050,0.4969934609,0.113822321,-0.34721862000000003
ecoli_00051,0.2169068821,0.247197141,-0.19832874
ecoli_00052,-1.0951697048,-0.369416954,-0.8712711200000001
ecoli_00053,-0.7245165842,-0.122634898,-0.85417863
ecoli_00054,-0.6955689736,-0.323801481,-0.44451516
ecoli_00055,-0.3283845606,-0.613008815,-0.50677285
ecoli_00056,0.4262316659,-0.606012795,0.07924673
ecoli_00057,0.8809383984,-0.090074834,0.14440285
ecoli_00058,-2.006447898,-1.119306245,0.52905826
ecoli_00059,-1.9379206346000002,-0.887228937,0.50611535
ecoli_00060,-1.0812708702,-0.214940026,0.34010188
ecoli_00061,-1.3454934723,-0.168989302,0.30898115
ecoli_00062,-2.4053040026,-1.140410172,0.40122765
ecoli_00063,-1.3877445353,-0.527435157,0.42220741
ecoli_00064,16.3209605659,3.465349583,0.24013622
ecoli_00065,16.0793788783,3.481942827,0.09760655
ecoli_00066,17.1450265083,3.427555363,-0.16485909
ecoli_00067,16.719849125,3.452269049,-0.15346479
ecoli_00068,0.22708777600000002,1.011570571,0.31169691
ecoli_00070,2.3625071621,0.427038248,-0.4047781
ecoli_00071,1.4534421683,0.528029752,-0.42564953
ecoli_00072,1.1725171035,0.247993603,-0.47148023
ecoli_00073,-3.3520910023,-1.888011104,-0.011164199999999999
ecoli_00074,-5.4917753469,-0.686413275,-0.36310159000000003
ecoli_00075,-0.2946173546,-0.501460224,-0.71765075
ecoli_00077,0.5142247876,-0.23087905600000003,-0.34685613
ecoli_00078,0.3139991653,-0.30272883700000003,-0.35391567
ecoli_00079,-3.2629284871,-1.7519495150000002,-0.9349272999999999
ecoli_00080,0.0675278594,-0.24130441100000002,-0.64709315
ecoli_00081,1.5761822555,0.6607384980000001,0.01202467
ecoli_00082,2.4423947207,0.301275715,0.04067145
ecoli_00083,2.4856740373,0.09416223300000001,-0.07536717
ecoli_00084,0.4173916748,-0.44252974300000003,0.03859801
ecoli_00085,0.7656761147000001,0.133067076,0.16989901000000002
ecoli_00086,2.0614689596,-0.12602353800000002,-0.5463671
ecoli_00087,1.6571383667,-0.170910308,-0.60164381
ecoli_00088,2.3492801359,0.5498008480000001,0.08214941
ecoli_00089,2.6724711726,0.263919416,0.0512861
ecoli_00090,1.025798327,0.360493035,-0.21585034
ecoli_00091,1.2399228963,0.33694734800000004,-0.17183222
ecoli_00092,0.45682459620000004,0.062397092,-0.03265871
ecoli_00093,0.0327188652,0.201193742,-0.28323202000000003
ecoli_00094,4.844656915,1.262352984,0.31083477
ecoli_00095,5.109324079,1.221071036,0.30948265
ecoli_00096,1.1894745273,-0.054510175,0.18085242
ecoli_00097,0.8529961134,-0.500501706,0.08944964
ecoli_00098,0.0787333857,0.38053970600000003,0.18659112
ecoli_00099,1.1295192254,0.546390339,0.17551241
ecoli_00100,-3.2832577478,-0.22929027200000002,-0.37339942
ecoli_00101,-4.1056927373,-2.350581297,-0.30097453
ecoli_00102,-4.1586487823,-1.8929044190000002,-0.31629168
ecoli_00103,-1.8224675706,-2.8692087280000003,-0.45813851
ecoli_00104,-2.2543252643000002,-2.368214455,-0.42975629
ecoli_00105,-0.7319414817000001,-0.316665191,-0.03152985
ecoli_00106,-1.2249803844,-0.921350109,-0.040884830000000004
ecoli_00107,-1.2766388858,-0.8581925260000001,-0.03488165
ecoli_00108,1.3970088212,-0.6769380610000001,0.34118742
ecoli_00109,1.9733511076,-0.8268627540000001,0.31353834
ecoli_00110,0.7829537417,-0.16405920300000001,0.31966295
ecoli_00111,0.9884453039000001,-0.377101999,0.27001649
ecoli_00112,1.202431474,-0.07073633500000001,0.29785214
ecoli_00113,2.4558504153,-0.7169982840000001,0.69388617
ecoli_00114,2.3455176202,-0.677489733,0.6681157600000001
ecoli_00115,2.0108329459,-0.728922983,0.75800825
ecoli_00116,4.5020988273,0.535249426,-0.15127237
ecoli_00117,4.0374012036,0.48989543100000005,-0.32019692
ecoli_00118,4.3845540105,0.8519728430000001,-0.17097684
ecoli_00119,3.33237159,0.245619518,-0.32083217
ecoli_00120,3.7369904222,0.48557945100000005,-0.3134747
ecoli_00121,4.145249887,0.8204964450000001,-0.21876864000000001
ecoli_00122,4.1052203425,0.544229949,0.02966842
ecoli_00123,4.8409253109,0.69395977,0.02537553
ecoli_00124,5.2162030085,0.796592979,0.04325833
ecoli_00125,-5.1549870157,-4.341087424,1.3683247600000001
ecoli_00126,-5.1526082625,-3.121195251,0.77320914
ecoli_00127,-4.2135473199,-2.20611307,-0.10871099999999999
ecoli_00128,-4.1190937917,-3.661221895,0.65606547
ecoli_00129,-6.1408364314,-4.180701375,1.92126842
ecoli_00130,-5.9578850102,-3.834292833,1.12685818
ecoli_00131,-5.0838679915,-2.775879243,0.12353771000000001
ecoli_00132,-1.5396872593,-0.920390192,-0.67670802
ecoli_00133,-5.382012772,-2.823780685,-0.68423688
ecoli_00134,-3.5882766576,-3.082185436,-0.10393026
ecoli_00135,-6.5083995616,-2.643472245,-0.38124682
ecoli_00136,-7.2530312367,-2.569359099,0.01100023
ecoli_00137,-3.5595017587,-1.51755401,-0.12419577
ecoli_00138,-8.2714919708,-3.107985133,-1.13007257
ecoli_00139,-7.7377890911,-3.622566578,0.012841430000000001
ecoli_00140,-3.4790785337,-2.621188538,1.16128745
ecoli_00141,-5.6622388077,-2.4693663790000002,0.21495588000000002
ecoli_00142,7.3391163791,0.553974659,-0.40042136
ecoli_00143,0.7499465623,-0.13411314500000002,0.25344146
ecoli_00144,0.7715368890000001,-0.308071207,-0.60755293
ecoli_00145,-1.7816320477,-0.317645775,0.28186954000000003
ecoli_00146,-2.5319736018,-2.33632616,0.22923629
ecoli_00147,-2.4594253677,-2.085678137,0.33127166
ecoli_00148,-4.7824261855,-2.391663318,0.4004929
ecoli_00149,-3.4556881028,-2.109666762,0.13415038
ecoli_00150,-3.9411824433,-2.5756842840000003,0.2516189
ecoli_00151,-4.8030705285,-2.067978335,-0.18116071
ecoli_00152,-4.8226653314,-1.957854935,0.09598591000000001
ecoli_00153,-6.7109380165,-1.5212909140000002,0.12971208
ecoli_00154,-2.6160371454,-0.908718255,0.01525645
ecoli_00155,-6.8347683444000005,-1.215667684,0.06730452
ecoli_00157,-1.1090215076,-0.9138001680000001,0.13046633
ecoli_00158,-2.6860086974,-1.8221395020000002,0.17749527
ecoli_00159,-3.0802444077,-2.439164733,-0.47130745
ecoli_00160,-3.7114371742000003,-1.702260836,-0.31135607
ecoli_00169,-1.9431782320000002,-1.260766666,-0.08233707
ecoli_00170,-2.3003360418,-1.699553301,-0.07183076000000001
ecoli_00171,-1.8594175566,-1.361619804,-0.019951299999999998
ecoli_00172,0.4057515306,-0.437692864,0.21698171
ecoli_00173,-1.7364126315,-1.530324355,0.11541416
ecoli_00174,-0.8423122865,-1.7169729089999999,0.21647351
ecoli_00175,4.2424704482,1.324192149,0.81053766
ecoli_00176,4.702633379,1.455591574,0.9543906999999999
ecoli_00177,10.8787714233,1.7464009370000002,-1.22130921
ecoli_00178,9.6364895143,1.313352796,-1.31632128
ecoli_00179,-1.5017573538,-1.530566591,0.57166761
ecoli_00180,-1.7245417838,-1.3811915350000001,0.53828122
ecoli_00181,-1.2804438099,-1.896476574,-0.045095090000000004
ecoli_00182,-1.7590374061,-1.8484896800000001,-0.11313505
ecoli_00183,0.9089357965,-0.927787523,0.05643903
ecoli_00184,1.1932481477,-1.140440937,0.09295959000000001
ecoli_00185,-1.3107914481,-1.8493620590000002,-0.29743363
ecoli_00186,-2.0418840141,-1.521306433,-0.30489725
ecoli_00187,1.8100129052,-0.46641314500000003,-0.17966607
ecoli_00188,1.3709689432,-0.43440620900000004,-0.27952053
ecoli_00189,-2.0597768267,-1.667196189,-0.0527758
ecoli_00190,-1.7125009045000001,-1.470802573,-0.01692324
ecoli_00191,0.531582022,-1.1553775960000001,0.34118301
ecoli_00192,0.5085474188,-1.087993927,0.21316321
ecoli_00193,-1.3786984995,-0.9931976170000001,0.10117201
ecoli_00194,-0.9465957576,-1.285312151,0.10903987
ecoli_00195,-2.5197088871,-2.25082471,-0.24890779000000002
ecoli_00196,-1.7716432145,-1.389867072,0.27960287
ecoli_00197,-1.9323573401,-1.536324986,0.22180329999999998
ecoli_00198,-3.0002888188,-2.068539274,-0.23934728
ecoli_00199,1.9868470643,0.020904958,0.01989655
ecoli_00200,2.6531384016,0.14043207900000002,0.09547226
ecoli_00201,1.9841360458000001,0.63262907,0.16531805
ecoli_00202,2.1486730889,0.624027854,0.22712904
ecoli_00203,1.7527745753000001,0.763567148,0.28680958
ecoli_00204,1.6289103139,0.259272936,0.2889651
ecoli_00205,2.486106171,0.5066308850000001,0.1994165
ecoli_00206,3.3039453057,1.022201398,0.42849138000000003
ecoli_00207,0.8734291261,-0.201636323,0.19385859
ecoli_00208,2.2734670304,0.001381643,0.30122833
ecoli_00209,2.8429346193000002,0.8939758520000001,-0.04215271
ecoli_00210,2.9135823193,1.006732742,0.02936957
ecoli_00211,2.9036721091,0.423423714,0.02575863
ecoli_00212,2.5488209967,0.05444931,0.03968198
ecoli_00213,1.7372102861,0.09968151900000001,0.09406905
ecoli_00214,1.7004063989,0.179410277,0.07805088
ecoli_00215,1.7977745421,0.267303507,0.00406018
ecoli_00216,2.0432537895,0.24189855100000002,0.05017509
ecoli_00217,3.4315592263,0.002092216,0.37663584
ecoli_00218,2.9180703259,0.110875205,0.39817674000000003
ecoli_00219,1.2286055617,0.530365246,-0.09853427000000001
ecoli_00220,1.6368536482,0.29645431,-0.02743988
ecoli_00221,2.7307464758,0.24898381900000002,0.15940042000000001
ecoli_00222,1.8962647155,-0.285289781,0.03568397
ecoli_00223,1.2073104972,0.687730449,0.36379797
ecoli_00224,1.4347397477000001,0.66956907,0.30074286
ecoli_00225,1.5847794635999999,0.16639115200000001,0.10183973
ecoli_00226,1.0892975867,-0.108646685,0.09501646
ecoli_00227,1.0161389591,-0.04897165,0.11158181
ecoli_00228,0.4867083506,-0.144796675,-0.00186133
ecoli_00229,1.0072331916,0.743793267,0.32387251
ecoli_00230,1.0627129167,0.5214161970000001,0.19151242000000002
ecoli_00231,-0.0885005249,0.365729927,0.08330283000000001
ecoli_00232,0.2042503256,0.26622671200000003,0.028688480000000002
ecoli_00233,1.8399544132,0.358308191,-0.34505653000000003
ecoli_00234,2.2755136004,0.31999325700000003,-0.16205876
ecoli_00235,5.126547311,1.3259365760000001,-0.65360257
ecoli_00236,5.7542475106,1.373835514,-0.58392917
ecoli_00237,3.7482981752,1.131328666,0.27096116
ecoli_00238,4.2498885736,0.721279258,0.30555157
ecoli_00239,2.8360052166000003,0.30890462500000004,0.30606739
ecoli_00240,2.7268355862,0.5389687670000001,0.2925336
ecoli_00241,5.3093215472,1.528919806,0.19869952
ecoli_00242,0.3251061777,0.267338941,0.51625692
ecoli_00243,0.644986846,0.19780344600000002,0.5810062
ecoli_00244,-1.5407014577,-0.781923542,0.61983432
ecoli_00245,-0.7485089194,-0.605566895,0.49785502000000004
ecoli_00246,-0.0847413429,0.176407423,0.048606750000000004
ecoli_00247,-0.1170781974,-0.01768287,0.050707470000000004
ecoli_00248,-0.9747043857000001,-3.090966227,0.52019294
ecoli_00249,1.8861794576,0.436114,0.17950374
ecoli_00250,2.6234277455,0.6995707640000001,0.30547714
ecoli_00251,-1.0402393446,-1.407568744,0.08149295000000001
ecoli_00252,-1.1633595333,-1.251351531,0.07819712
ecoli_00253,-4.4688505233,-0.47018256100000005,0.12701641
ecoli_00254,-1.706327313,0.232102349,0.18988008
ecoli_00255,2.9008269401,0.414176133,-0.43513029000000003
ecoli_00256,4.0953158045,0.77211555,-0.40269031
ecoli_00257,0.9995386258000001,0.12940921800000002,-0.48947408000000003
ecoli_00258,0.35219801300000003,0.192178588,-0.484848
ecoli_00259,7.9230369096,1.690836277,0.07345819
ecoli_00260,6.6091129794,1.316687367,-0.21992352
ecoli_00261,-0.8338281266,-0.60171126,-0.02049633
ecoli_00262,-1.0007233891,-0.477754807,0.25204557
ecoli_00263,2.2157805139,-0.072374176,-0.22828669000000001
ecoli_00264,1.5286279943,-0.15012002100000002,-0.24107552000000002
ecoli_00265,7.4135575541,1.247657867,0.43064452000000003
ecoli_00266,6.8080977002,1.32068681,0.43061774
ecoli_00267,-2.899625168,-1.666704024,-0.1228372
ecoli_00268,-2.9494415586000002,-1.883986763,-0.14411113
ecoli_00269,-4.5624129629,-2.14182769,-0.33168704
ecoli_00270,-4.8087168362,-2.197120946,-0.32224971
ecoli_00271,-4.2749036016,-2.115690457,-0.14761467
ecoli_00272,-3.9300059582999998,-1.936135482,-0.25834116
ecoli_00273,0.051293702600000005,0.504763187,-0.24344014
ecoli_00274,0.0464200564,-0.003723852,-0.30493191000000003
ecoli_00275,0.09043321180000001,0.254371693,0.09664759
ecoli_00276,0.8249063071,0.36319850800000003,0.11471069
ecoli_00277,-2.4217854633,-1.4885137240000001,0.38368973
ecoli_00278,-4.0397362082,-1.4696662090000001,0.19188632
ecoli_00279,4.524834403,0.407050931,-0.2405829
ecoli_00280,2.7488831249,-0.010444502000000001,-0.24703219
ecoli_00281,-5.1497890068,-2.656309565,-0.28858347
ecoli_00282,-3.3464860875999998,-1.9269804,-0.13067377
ecoli_00283,-0.2625160099,-0.51229294,0.37821133
ecoli_00284,-0.454797885,-0.34584575900000003,0.46753616000000003
ecoli_00285,-1.9444182391,-1.445172688,-0.17973696
ecoli_00286,-2.3018526358,-1.613308524,-0.1649194
ecoli_00287,1.8050567445999999,-0.578436889,0.26459004
ecoli_00288,0.9367496827,-0.431546405,0.21013319
ecoli_00289,-1.956470407,-0.986997266,-0.13487912
ecoli_00290,-1.1026300421,-0.74411363,0.26804332000000003
ecoli_00291,1.5797914931,0.343522528,-0.016185830000000002
ecoli_00292,2.4191726985,0.358407122,0.20783508
ecoli_00293,3.0674301495,0.725863672,0.03883352
ecoli_00294,2.6659231886,0.6046694690000001,-0.11833546
ecoli_00295,-1.5143552616,-1.2666538520000001,-0.10067609
ecoli_00296,-0.6754339261,-1.1809751290000001,-0.15854421
ecoli_00297,3.1957496046,0.593800762,0.08615909000000001
ecoli_00298,3.1586799906,0.809485989,0.17780839
ecoli_00299,-1.3919768136,-1.22608694,-0.03505131
ecoli_00300,-1.1679164771,-1.133405978,0.106212
ecoli_00301,-4.3936014668,-3.129470179,1.01159999
ecoli_00302,-3.9183464653,-3.986956887,1.16864388
ecoli_00303,2.0787547258,0.47803838400000004,0.29644117000000003
ecoli_00304,2.221101004,0.168732982,-0.12114934000000001
ecoli_00305,-0.5556805156,-0.91385467,-0.01798995
ecoli_00306,-0.3975285484,-0.733396695,-0.08386119
ecoli_00307,-0.2813548209,-0.589666542,-0.07937957
ecoli_00308,0.25135744320000003,-0.432668853,-0.04388363
ecoli_00309,-0.2189544512,-0.49886822000000003,-0.27269954
ecoli_00310,-0.2309603826,-0.47677539700000005,-0.26839107
ecoli_00311,-2.3625925729,-1.570821301,0.2790379
ecoli_00312,-2.4149645822,-1.288088025,0.6530912600000001
ecoli_00313,0.5145390169,0.173097742,-0.03241439
ecoli_00314,0.2288611458,0.29815672400000004,-0.01570513
ecoli_00315,-2.1467645404,-0.7280932210000001,-0.48680802
ecoli_00316,-1.8042717872,-0.757328022,-0.47175727
ecoli_00317,-0.47219651490000003,-0.634965138,-0.77056655
ecoli_00318,-0.832261389,-0.625335041,-0.69144047
ecoli_00319,-2.0082273474,-1.109650861,-0.34360699
ecoli_00320,-1.9118425764,-1.107563877,-0.27949188
ecoli_00321,-2.5516470895,-0.792387783,0.1852025
ecoli_00322,-2.5055577015,-0.8836814540000001,0.27872811000000003
ecoli_00323,-1.3326277891,-1.592974856,0.1055782
ecoli_00324,-1.3818854742,-0.992854687,0.15047999
ecoli_00325,-0.8586235937000001,-0.972713051,0.17891101
ecoli_00326,1.1652092321,0.158846455,0.4724368
ecoli_00327,-1.5644149888999999,-1.8898396380000002,1.72657098
ecoli_00328,-1.8780704307,-1.845394417,1.6569929700000001
ecoli_00329,-1.7275601031,-1.833239875,1.63065817
ecoli_00330,-1.816634122,-2.143441041,1.5797009100000001
ecoli_00331,-1.7633159782,-1.587493398,0.47199175
ecoli_00332,-1.9088487701,-1.807480621,0.33791435000000003
ecoli_00333,-0.9197247954000001,-1.660574234,0.6051613
ecoli_00334,-1.5091044748,-1.560289117,0.62997982
ecoli_00335,-2.583655587,-2.28509887,-0.24876196
ecoli_00336,-2.4233962267,-1.827850883,-0.04567213
ecoli_00337,-2.9120568741,-2.4396676040000003,0.31002717
ecoli_00338,-2.8612202231,-2.22442821,0.37485865
ecoli_00339,-2.924311374,-2.410770071,-0.14847092
ecoli_00340,-1.7433626638000002,-2.181540908,0.11526704
ecoli_00341,-3.2760056411000003,-2.133071077,-0.11060014
ecoli_00342,-3.2609728829,-2.139381482,-0.06236804
ecoli_00343,-1.7787727514,-2.648669366,-0.08895912
ecoli_00344,-1.5323482071,-2.386882902,-0.17289961
ecoli_00345,-2.2991097272,-1.9987543890000001,0.12530344000000002
ecoli_00346,-1.6305182133,-1.985716311,0.13244052
ecoli_00347,1.0156697066,0.09677761700000001,-0.28339365
ecoli_00348,1.6782124991,0.41608321800000003,-0.04200595
ecoli_00349,-0.7276669998,-0.763520729,-0.10517051000000001
ecoli_00350,-0.7534875352,-0.709366821,-0.02988282
ecoli_00351,1.1684162048,0.584455108,0.38759555
ecoli_00352,-1.4764874138000001,-0.8576474310000001,-0.08150225
ecoli_00353,-0.0415112596,-0.8127634380000001,-0.17518016
ecoli_00354,-0.6254696551000001,-0.791663584,-0.09743219
ecoli_00355,1.4503057758,-0.17868161400000002,0.5349981500000001
ecoli_00356,1.3233146326,-0.121508054,0.5423251
ecoli_00357,1.0996907702,-0.503842158,0.44407603
ecoli_00358,1.1606884946,-0.487461591,0.42163576
ecoli_00359,-1.1874537286,-2.191152341,0.22959915
ecoli_00360,-1.6335457462,-1.9457403960000001,0.36025737
ecoli_00361,-0.4339898318,-1.472995386,0.39006347
ecoli_00362,-0.6032917318000001,-1.498422885,0.55723992
ecoli_00363,6.1494726393,2.773668495,-0.0120513
ecoli_00364,5.7375687492,2.7456829220000003,0.14660583
ecoli_00365,-4.4064568385000005,-3.399536096,0.17684793000000001
ecoli_00366,-5.7255269128,-3.013559546,-0.06617892
ecoli_00367,-2.9181051604,-2.354637952,-0.0631098
ecoli_00368,-3.5646330994,-3.403120566,-0.32598286
ecoli_00369,6.7674655164,2.260669505,-0.04369507
ecoli_00370,5.4190778427,2.33282409,-0.28571884000000003
ecoli_00371,-3.6723563882,-2.71817975,-0.19421414
ecoli_00372,-3.9137241379,-2.869142245,-0.0353843
ecoli_00373,-1.5494000076,-2.5574132240000003,-0.13490824
ecoli_00374,-1.6333309524000001,-2.815527158,-0.34945339000000003
ecoli_00375,1.0496141374,1.579193542,-0.81376161
ecoli_00376,0.6531065580000001,1.29107694,-0.79063607
ecoli_00377,-5.9385255332,-3.583244933,-1.50652995
ecoli_00378,-5.2657440364,-3.368058675,-1.61614049
ecoli_00379,-4.3190004323,-2.574073455,-1.28142286
ecoli_00380,-5.0562869017,-2.416724395,-1.2689553
ecoli_00381,2.7688039753,2.595721131,-0.72629409
ecoli_00382,3.1712143609,2.393757469,-0.62723562
ecoli_00383,-5.8049873225,-3.118772289,-1.3036713899999999
ecoli_00384,-5.8242681835,-3.389831264,-1.2589567
ecoli_00385,-4.3600844176999995,-2.758819174,-0.51222599
ecoli_00386,-4.3844257097,-2.386765699,-0.52900271
ecoli_00387,3.2578716749,2.1748498,-1.37249192
ecoli_00388,3.4666254501,2.387352407,-1.3623085
ecoli_00389,-5.146478695,-3.793241935,-1.799592907
ecoli_00390,-5.2416801251,-3.183860381,-1.44991356
ecoli_00391,-3.7667253914,-2.673953929,-1.928008924
ecoli_00392,-3.847899847,-3.256246882,-1.997976621
ecoli_00393,-5.3372823765,-2.54941139,0.51599809
ecoli_00394,-5.9230858008,-2.42110327,0.5427965
ecoli_00395,-5.1617041945,-2.1171720880000002,0.40571399
ecoli_00396,-4.4619851875,-2.333788177,0.33394832
ecoli_00397,-1.9032464230000001,-0.33568894400000004,-0.14259705
ecoli_00398,-0.7818466681,0.071862728,-0.39243138
ecoli_00399,-4.5936793118,-1.51239546,0.93068393
ecoli_00400,-5.0837882682,-1.592415712,0.78858715
ecoli_00401,-4.6306268582,-1.8625620710000002,0.69304108
ecoli_00402,-4.899478758,-2.15314438,0.18212902
ecoli_00403,-3.9837960254,-1.69716987,-0.07231908000000001
ecoli_00404,-2.1222644715,-1.299301991,0.14985745
ecoli_00405,-5.2565430526,-1.94556314,0.56026191
ecoli_00406,-3.9575898268,-2.352232478,0.63790006
ecoli_00407,-5.8534217917,-2.9369074790000003,-0.09473338
ecoli_00408,-5.5345414195,-2.574346479,-0.046697550000000004
ecoli_00409,-2.7901070408,-1.6794736829999999,0.030417
ecoli_00410,-2.7084732984,-1.812092163,-0.12571678
ecoli_00411,-5.5550250142,-2.9637027270000003,0.47458269000000003
ecoli_00412,-5.4409498629,-3.124215588,0.47728225
ecoli_00413,-4.9807271111,-2.347080216,-0.03650874
ecoli_00414,-5.4969757635,-2.188401353,0.0066776
ecoli_00415,-3.5355635221,-1.389555861,-0.23480724
ecoli_00416,-3.5943241375,-1.371620796,-0.02788202
ecoli_00417,-7.980998965,-3.716465927,0.50038513
ecoli_00418,-7.0272661017,-2.039753371,0.47754781
ecoli_00419,-7.3195469193000005,-2.13811188,0.04207809
ecoli_00420,-7.3091440777,-2.904194616,0.053441010000000004
ecoli_00421,-5.6219706396,-1.569484659,0.04597573
ecoli_00422,-5.1888515698,-1.605918014,0.01640223
ecoli_00423,-3.6018263288,-1.930340291,0.7667340500000001
ecoli_00424,-3.9137788421,-2.118646978,0.68958929
ecoli_00425,-5.8150311245,-2.720971859,0.30609926
ecoli_00426,-6.3633193805,-3.061746898,0.39011684
ecoli_00427,-3.8116046309,-1.743466045,0.16214705000000001
ecoli_00428,-3.5782505738,-1.981436232,0.30251183
ecoli_00429,-5.4616067601000005,-2.3789663880000003,-0.01743154
ecoli_00430,-5.3203410911,-2.200149595,-0.03989757
ecoli_00431,-2.4218591267000003,-0.7026642750000001,-0.00652855
ecoli_00432,-1.4743529307,-0.32876364900000005,0.01805195
ecoli_00433,-3.1754212869,-0.944150079,-0.01316454
ecoli_00434,-3.1877209941,-0.598013613,0.05508608
ecoli_00435,-5.5664733967,-2.322069093,0.68202985
ecoli_00436,-4.8064124802,-2.622992366,0.8294365300000001
ecoli_00437,-5.4334864194,-2.757251037,0.16366318
ecoli_00438,-5.8244420135,-2.529090272,0.21915571
ecoli_00439,-3.0882645903,-0.8007281620000001,0.19720695
ecoli_00440,-2.8314680067999998,-0.779474742,0.40407201
ecoli_00441,-5.6366589618,-2.340444954,0.38412738
ecoli_00442,-5.4080346939,-2.5431105670000003,0.49640389999999995
ecoli_00443,-5.0796472887,-2.5697950780000003,0.04751099
ecoli_00444,-5.0475365589,-2.524135808,0.12086527
ecoli_00445,-3.6626737628,-1.078057385,0.0476462
ecoli_00446,-3.0005306285,-0.624919184,0.14272023
ecoli_00447,2.2829795407,0.30309418400000004,0.4327723
ecoli_00448,1.7505738627,-0.292692057,0.37033955
ecoli_00449,5.4027874071,1.754935842,0.57773418
ecoli_00450,5.6555113317,1.416889885,0.43049254000000003
ecoli_00451,2.0304050001,-0.347056915,0.32687236000000003
ecoli_00452,2.683816652,-0.11135583600000001,0.42016391000000003
ecoli_00453,6.3545607658,0.9578141830000001,0.47867913
ecoli_00454,6.241345667,1.180188617,0.73401428
ecoli_00455,-0.362909601,-0.9933015430000001,-0.31269492
ecoli_00456,-0.198708972,-0.934482334,-0.20203355
ecoli_00457,1.1235091473,-0.663850124,0.01771645
ecoli_00458,1.8085274560000002,-0.33899267,0.30654788
ecoli_00459,1.5216208022000002,-0.282087666,-0.01429938
ecoli_00460,1.1459232753,-0.16682829600000001,0.01077946
ecoli_00461,-5.3126991209,-2.792756522,0.00355952
ecoli_00462,-6.7342746579,-3.803679836,-0.11221258
ecoli_00463,5.8586557018,0.411579377,0.64643297
ecoli_00464,6.283079848,0.353488943,0.63278163
ecoli_00465,11.2963961295,2.480923498,0.50218688
ecoli_00466,11.4545332285,2.544068417,0.49923997000000003
ecoli_00467,-4.4800245893,-1.503899321,0.21320014
ecoli_00468,-4.4844518035,-1.175433548,0.1969339
ecoli_00469,12.0644041378,2.538427626,0.56855093
ecoli_00470,11.2333483818,2.562072891,0.45746274000000003
ecoli_00471,-7.1450321983,-2.9121806340000003,-0.28121229999999997
ecoli_00472,-5.9618435991,-2.859607466,-0.31035452
ecoli_00473,4.9253558722,0.850355237,0.55578499
ecoli_00474,4.8790682008,0.6923679690000001,0.62389534
ecoli_00475,-0.48450059170000004,-1.9225249510000002,1.23181458
ecoli_00476,-0.1985281261,-1.632353307,1.01833016
ecoli_00477,-4.6805170137,-1.482133973,0.16065807000000001
ecoli_00478,-4.515107175,-1.586488926,0.28002335
ecoli_00479,8.989150641,2.290590352,0.20112823
ecoli_00480,9.3290412802,2.312212552,0.28447756
ecoli_00481,4.9643840677,0.9356819470000001,-0.0973469
