,A,PrpR,RpoN,Cra
quinone__menFubiC_ale3__2,0.2874960622,-1.775639412,-0.4922614065,-0.0698728435
quinone__menFubiC_ale4__1,0.0164500806,-2.650203883,-0.32117187350000004,-0.6007593125
quinone__menFubiC_ale4__2,-0.1302801409,-2.482375704,-0.2823155285,-0.5026456095
oxyR__wt_glc__1,-0.1900235293,-1.6391283360000002,-0.6475323565000001,-0.1736526655
oxyR__wt_glc__2,-0.2324552044,-1.129658105,-0.5660511595000001,-0.1066645425
oxyR__wt_h2o2__1,-0.3279231946,-1.370088125,-0.6317375725000001,-0.1139529145
oxyR__wt_h2o2__2,0.050166867100000005,-0.270620118,-0.2562616105,0.0174592985
oxyR__glu_ale4__1,0.3549810143,-1.138889294,-0.2800959135,0.4358023165
oxyR__glu_ale4__2,0.42842767860000003,-2.510117827,-0.20979638350000002,0.1606344035
oxyR__glu_ale4_h2o2__1,-0.2368796282,-2.117899913,-0.1113272695,0.3501225765
oxyR__glu_ale4_h2o2__2,-0.1776079659,-2.094408469,-0.1168814145,0.3245514705
oxyR__oxyR_ale17__1,-0.0057256600000000005,-2.248599657,-0.3211070615,0.6820349205
oxyR__oxyR_ale17__2,-0.1685478277,-2.487296684,-0.4334807255,0.6488653885
oxyR__oxyR_ale17_h2o2__1,-0.1397786247,-2.401221422,-0.32854685850000004,0.6121383695
oxyR__oxyR_ale17_h2o2__2,-0.3600957631,-1.3153557120000001,-0.4067040685,0.6900592575000001
oxyR__oxyR_ale18__1,-0.4575111757,-2.271190318,-0.7690475815000001,-0.2568402815
oxyR__oxyR_ale18__2,-0.0118698692,-1.610251432,-0.7896709075,-0.1528743355
oxyR__oxyR_ale18_h2o2__1,-0.0860059521,-2.49224617,-0.5079082875,0.3295441655
oxyR__oxyR_ale18_h2o2__2,-0.4568194062,-2.429588328,-0.5136062095,0.39825510550000004
oxyR__oxyR_ale19__1,-0.6497400829000001,-2.378846331,-1.0488298425,-0.31673114350000003
oxyR__oxyR_ale19__2,-0.39032285240000003,-1.819323388,-0.7677674225000001,0.0385580375
oxyR__oxyR_ale19_h2o2__1,-0.023382199200000002,-2.311498425,-1.0040422965,-0.34107716450000003
oxyR__oxyR_ale19_h2o2__2,-0.24628231490000002,-2.162196715,-0.9743311685,-0.2926749605
oxyR__oxyR_ale20__1,0.41688193970000004,-2.435312576,-0.7348181785,0.3667620935
oxyR__oxyR_ale20__2,0.35768031780000004,-2.514641583,-0.7374540895,0.2693497675
oxyR__oxyR_ale20_h2o2__1,-0.0554218454,-2.227834928,-0.5476945355,0.3920265375
oxyR__oxyR_ale20_h2o2__2,-0.056122704600000003,-2.427238081,-0.5966921155,0.37092413350000003
svns_pgi__BmePgi24_15__1,-0.0723468,-0.48275697500000003,-0.5030088485,-0.1015453585
svns_pgi__BmePgi24_15__2,-0.2586571375,-0.16350482400000002,-0.47050639050000004,-0.3156219655
svns_pgi__BmePgi24_26__1,-0.2869159666,-1.014209248,-0.6809120685000001,-0.0694856845
svns_pgi__BmePgi24_26__2,0.10109160860000001,-0.850211577,-0.7789388945,-0.0329812155
svns_pgi__BmePgi24_41__1,0.8979843599,-0.172811022,-0.5732511435000001,0.0900326495
svns_pgi__BmePgi24_41__2,0.1038286903,-1.267061344,-0.7276872855000001,0.0908492365
svns_pgi__BmePgi24_52__1,-0.6139701403,-1.218770453,-0.5727720955,0.2280290295
svns_pgi__BmePgi24_52__2,-0.19546453700000002,-0.9133383490000001,-0.6420311575000001,0.045015701500000005
svns_pgi__PaePgi2_34__1,0.9041138407,-0.057414475000000006,-0.2539979485,0.06744731250000001
svns_pgi__PaePgi2_34__2,1.190635583,-0.010478575,-0.2463934045,0.0447984965
svns_pgi__PaePgi2_63__1,1.3153881833,-0.707362951,-0.2773780415,0.1602298815
svns_pgi__PaePgi2_63__2,1.3903762124,-0.484455905,-0.2895602155,0.1413458675
svns_pgi__PaePgi24_54__1,0.7484328703,-1.790952635,-0.15440206550000002,0.1241862345
svns_pgi__PaePgi24_54__2,1.2850039675,-1.618884655,-0.1285630515,0.1773132215
svns_pgi__PaePgi24_90__1,1.167187204,-1.989256012,-0.3563040015,0.3188783845
svns_pgi__PaePgi24_90__2,0.5623619715,-1.710702685,-0.2940268075,0.3431820045
abx_media__m9_ctrl__1,1.1703392653,-0.35364520400000005,-0.19254825350000002,-0.3554692465
abx_media__m9_ctrl__2,1.3585520884,0.022653601000000002,-0.0069729905,-0.2348982135
abx_media__rpmi_ctrl__1,-0.17244851090000002,-2.767371975,-1.4277807655,-0.8119926805000001
abx_media__rpmi_ctrl__2,-0.6551489256,-2.8766632999999997,-0.7138445255,-0.8293008375
abx_media__camhb_ctrl__1,1.4519946464,-3.063900618,-1.6206768645,-1.3383975505
abx_media__camhb_ctrl__2,1.005680327,-2.76849627,-1.5540019985,-1.2419825195
abx_media__m9_mero__1,1.7966347933,-0.812980483,-0.6042016265,-0.5594952585
abx_media__m9_mero__2,0.7674938520000001,-0.154791008,-0.32353194750000003,-0.3955920685
abx_media__rpmi_mero__1,1.2004854802,-2.904193042,-1.1787768155,-1.0346190905
abx_media__rpmi_mero__2,0.10011818430000001,-2.539170326,-1.2187590125,-0.8550190215
abx_media__camhb_mero__1,2.6054711627,-2.8831760060000002,-1.8631709255,-1.9034436515
abx_media__camhb_mero__2,2.3256076341,-2.834255259,-1.6599600125,-1.8338377315
abx_media__m9_trisulf__1,1.1817733914,-1.111591233,0.2735606665,-0.4139257005
abx_media__m9_trisulf__2,1.106304149,-1.066925507,0.2572504015,-0.3658489225
abx_media__rpmi_trisulf__1,0.3413374665,-2.6593131999999997,-0.5835285005,-1.1970739355
abx_media__rpmi_trisulf__2,0.6424705664,-2.70000355,-0.5953394565,-1.1370689815
abx_media__camhb_trisulf__1,0.9748544445,-2.529094214,-0.5203182055,-1.0500158225
abx_media__camhb_trisulf__2,0.8126686289,-2.630407843,-0.5073662345000001,-1.1212806755
abx_media__m9_cef__1,0.8265867492000001,-0.7240224420000001,0.0852633545,-0.1439478705
abx_media__m9_cef__2,0.7396726711,-1.066689621,0.1457137845,-0.36378928450000003
abx_media__rpmi_cef__1,1.2397679625,-2.728291605,-0.2890664925,-0.9479018825000001
abx_media__rpmi_cef__2,1.2097581335,-2.923027174,-0.18241129250000002,-0.8289428295
abx_media__camhb_cef__1,0.9688536105000001,-2.9164944200000003,-0.5600824835,-0.9917317395
abx_media__camhb_cef__2,1.1495411314,-2.674003608,-0.6767745725000001,-1.0507998015
abx_media__m9_cipro__1,2.003103553,0.163111618,0.43428186150000003,-0.5461974325
abx_media__m9_cipro__2,1.4100601879,-0.013525884,0.4325959225,-0.6536082705
abx_media__rpmi_cipro__1,0.6299114961,-2.823315931,-0.5331122905,-1.2084995715
abx_media__rpmi_cipro__2,0.8791586908000001,-2.755608708,-0.6723085365,-1.2680169395
abx_media__camhb_cipro__1,1.4854334196,-3.063900618,-0.8066460445,-1.6057893564999999
abx_media__camhb_cipro__2,1.2418600184,-2.98030653,-0.7385115715,-1.5622716605
hot_tale__42c_ale3_30c__1,-0.5920638724,-2.7155601799999998,-0.4863226565,-0.2280425985
hot_tale__42c_ale3_30c__2,0.3809151458,-2.623565371,-0.5547234925,-0.4117478885
hot_tale__42c_ale3_37c__1,-0.6077962351,-2.390681389,-0.4694425855,-0.3369046925
hot_tale__42c_ale3_37c__2,0.0173581074,-2.290948857,-0.44796744450000003,-0.4763269895
hot_tale__42c_ale3_44c__1,-0.11293602180000001,-1.166303243,-0.0295299795,0.3283116975
hot_tale__42c_ale3_44c__2,0.1535742041,-1.5150647240000001,0.0063114185,0.3002538615
hot_tale__hot_ale3_mid_30c__1,0.1742411207,-1.41757612,-0.0866435655,0.1612692785
hot_tale__hot_ale3_mid_30c__2,0.8330137375000001,-1.613089722,-0.10088509450000001,0.0925173505
hot_tale__hot_ale3_mid_37c__1,-0.20620965670000002,-2.662830868,-0.5291750435,-0.30707745950000004
hot_tale__hot_ale3_mid_37c__2,0.2753397215,-2.380533884,-0.8200618455,-0.0948710745
hot_tale__hot_ale3_mid_44c__1,0.3076932155,-3.063900618,-0.5761194285,0.1357722605
hot_tale__hot_ale3_mid_44c__2,1.3231673034,-1.703789868,-0.4985162905,0.2854650045
hot_tale__hot_ale3_30c__1,0.9476070203,-2.2615635320000003,-0.3221970535,0.0888244745
hot_tale__hot_ale3_30c__2,0.26243409900000003,-2.313657592,-0.2184577975,0.14737257750000002
hot_tale__hot_ale3_37c__1,-0.1889240243,-2.480290393,-0.7110767065,-0.0341578565
hot_tale__hot_ale3_37c__2,0.4142192893,-2.373821982,-0.6720003175,0.1189017955
hot_tale__hot_ale3_44c__1,0.6942489887000001,-2.320208822,-0.6911875015000001,-0.12267522950000001
hot_tale__hot_ale3_44c__2,0.6507255253,-1.880266065,-0.5796304535,-0.1418937485
hot_tale__hot_ale4_30c__1,0.20287579690000002,-2.96714558,-0.6668791315,-0.3591463355
hot_tale__hot_ale4_30c__2,0.32534268180000003,-2.737654321,-0.5694105275,-0.2995226505
hot_tale__hot_ale4_37c__1,-0.458790213,-2.690604284,-0.7970919045,-0.4472478575
hot_tale__hot_ale4_37c__2,-0.0244798781,-2.388770203,-0.8461084205,-0.21439937050000002
hot_tale__hot_ale4_44c__1,0.5531920624000001,-2.187774181,-0.19908843750000002,0.1914428035
hot_tale__hot_ale4_44c__2,0.1056124542,-2.2994174689999998,-0.4070465515,0.1219007205
hot_tale__hot_ale8_30c__1,0.3346769174,-2.27288372,-0.5594960895000001,-0.058053794500000006
hot_tale__hot_ale8_30c__2,-0.0486354269,-2.546388443,-0.5038592885000001,-0.1176217075
hot_tale__hot_ale8_37c__1,-0.017196460900000002,-2.408364656,-0.6562123495000001,-0.0756692025
hot_tale__hot_ale8_37c__2,0.7827503839000001,-2.441571976,-0.6598558995,-0.0424388235
hot_tale__hot_ale8_44c__1,1.1537627762,-1.359018478,-0.0738277085,0.3606678225
hot_tale__hot_ale8_44c__2,1.2135884039,-1.5487536610000001,-0.12185689350000001,0.3881329455
hot_tale__hot_ale9_mid_30c__1,-0.2537389056,-1.941750598,-0.4791588485,-0.0171176545
hot_tale__hot_ale9_mid_30c__2,-0.044217554000000006,-2.589080422,-0.4254981295,0.024780219500000002
hot_tale__hot_ale9_30c__1,-0.2887899484,-2.374176809,-0.7666888895,-0.2434496105
hot_tale__hot_ale9_30c__2,0.0285588389,-2.4898038380000003,-0.7144685355,-0.2171794655
hot_tale__hot_ale9_mid_37c__1,-0.1847899354,-2.700839531,-0.8098953175,-0.2633924185
hot_tale__hot_ale9_mid_37c__2,0.1553774689,-2.266374131,-0.7267048265,-0.1993657325
hot_tale__hot_ale9_37c__1,0.0664463587,-2.393763152,-0.8316562655,-0.2251863155
hot_tale__hot_ale9_37c__2,-0.4159385902,-2.304009641,-0.7900438585,-0.3138012415
hot_tale__hot_ale9_mid_44c__1,0.2346555018,-1.663474565,-0.15745627850000002,0.3286793945
hot_tale__hot_ale9_mid_44c__2,0.055238980300000004,-1.826371213,-0.1742302655,0.1371537125
hot_tale__hot_ale9_44c__1,0.1107180039,-1.655918443,-0.3817692005,0.2043196165
hot_tale__hot_ale9_44c__2,0.0845597156,-1.687392114,-0.4245381205,0.0383055815
hot_tale__hot_ale10_30c__1,0.420878448,-2.495594387,-0.40481923750000004,0.1742360945
hot_tale__hot_ale10_30c__2,-0.2884405322,-2.595774005,-0.3913237745,0.2046892845
hot_tale__hot_ale10_37c__1,0.2611877024,-2.719825277,-0.8734479885,-0.3254524895
hot_tale__hot_ale10_37c__2,0.1287623154,-2.128421354,-0.8586481575,-0.20625851950000001
hot_tale__hot_ale10_44c__1,1.7533216566,-1.769830339,-0.5614283555,0.0072313685
hot_tale__hot_ale10_44c__2,2.544043679,-1.206814687,-0.4530128035,0.0135728445
hot_tale__hot_ale16_30c__1,-0.0925848387,-2.502983966,-0.5154001985000001,0.061462300500000004
hot_tale__hot_ale16_30c__2,-0.2634919425,-2.774862918,-0.4354985195,0.0795101485
hot_tale__hot_ale16_37c__1,0.0322681705,-2.576194397,-0.8158610125,-0.0533457045
hot_tale__hot_ale16_37c__2,0.35238979330000003,-2.443108263,-0.8157719835,-0.11059279550000001
hot_tale__hot_ale16_44c__1,0.9623891726,-1.700353258,-0.4651136655,0.2498183645
hot_tale__hot_ale16_44c__2,0.7477957303,-1.309032555,-0.3570846035,0.4299435455
pdhr_ale__pdhR-13_51__1,0.46856398460000004,-1.9798064499999999,-0.6523027445,-0.1282312575
pdhr_ale__pdhR-13_51__2,0.22712827160000001,-2.276604613,-0.6094151285,-0.0017489555000000001
pdhr_ale__pdhR-14_46__1,0.2614910952,-0.12498608300000001,-0.42264461950000004,-0.1284979795
pdhr_ale__pdhR-14_46__2,0.5587648827,-0.993028039,-0.4752205505,-0.10850641250000001
pdhr_ale__pdhR-15_51__1,0.20437903000000002,-2.493579452,-0.6224597265,-0.1142150975
pdhr_ale__pdhR-15_51__2,0.0090428739,-2.231749293,-0.5870771115,-0.0220606105
pdhr_ale__pdhR-16_49__1,0.11296942310000001,-2.419974499,-0.5607076005,-0.0295689625
pdhr_ale__pdhR-16_49__2,0.4328989192,-1.470758484,-0.4169587135,0.06996596050000001
tcs__del_atoC_LiAcet__1,0.0519684008,-2.8152988,-0.1813430455,0.11987262350000001
tcs__del_atoC_LiAcet__2,0.011714566800000001,-2.744300604,-0.0386154645,0.31394053850000003
tcs__del_atoC_LiCl__1,-0.1237805473,-2.567859664,0.022399969500000002,0.1931644615
tcs__del_atoC_LiCl__2,-0.32234559890000003,-2.431123713,0.1127247755,0.2529109075
tcs__del_atoC_m9__1,0.1345152359,-2.436723573,-0.0561102235,0.13470229150000002
tcs__del_atoC_m9__2,0.1310239248,-2.3467324720000002,-0.0407660725,0.2756682365
tcs__del_baeR_etoh__1,1.2941486191,-2.214101152,-1.3070438615,1.8335522395
tcs__del_baeR_etoh__2,1.4942471952,-2.501815579,-0.9103765525,2.0021776035
tcs__del_baeR_lb__1,1.0988649032,-1.103086561,-0.07423724050000001,0.5279175545
tcs__del_baeR_lb__2,0.6263009740000001,-1.102693519,-0.1987189185,0.5804894445000001
tcs__del_btsR_01xlb__1,25.300891042,0.824716497,-0.4260438495,-1.5613833855
tcs__del_btsR_01xlb__2,25.8385500941,0.90375785,-0.4191549785,-1.3891346095000001
tcs__del_btsR_lb__1,-0.680884385,-2.3144157720000003,0.1901894335,1.2765130405
tcs__del_btsR_lb__2,-0.3401865548,-2.390839551,0.1126508125,1.2704550625
tcs__del_btsR_pyruvate__1,25.3830579814,0.999469059,-0.4017095755,-1.7581450445
tcs__del_btsR_pyruvate__2,25.6986585871,1.0233627,-0.4281497185,-1.7828460925
tcs__del_cpxR_etoh__1,0.7150065736,-2.735729802,-1.3940491065,1.7925485945
tcs__del_cpxR_etoh__2,0.40669289999999997,-2.28419258,-1.3759399465,1.8005069615
tcs__del_cpxR_lb__1,0.9493925323,-1.969735708,-0.1651914605,0.7477895285
tcs__del_cpxR_lb__2,0.9946046573,-1.424634777,-0.036922960500000004,0.7776630565
tcs__del_cusR_CuSO4__1,0.6860192717,-2.167021268,0.2530436345,0.0859257475
tcs__del_cusR_CuSO4__2,3.0574990585,-2.044777059,0.2711247095,0.14349823350000002
tcs__del_cusR_lb__1,-0.8151527070000001,-2.144924849,0.0610994165,0.9697545555
tcs__del_cusR_lb__2,-1.0921601863000001,-2.5050911940000002,-0.028130071500000003,0.8775237925
tcs__del_kdpE_01-kcl__1,1.0960778273,0.699216567,-0.0036972305000000003,-0.4134206025
tcs__del_kdpE_01-kcl__2,0.292056058,0.785405302,0.015772499500000002,-0.4331493275
tcs__del_kdpE_115-kcl__1,0.4966165064,0.47024623400000004,0.0158162155,-0.6108375715000001
tcs__del_kdpE_115-kcl__2,0.2559060929,-0.033141397,0.028188571500000002,-0.6956772725
tcs__del_phoB_m9__1,0.110953168,-1.696385646,-0.3004514575,-0.3885892615
tcs__del_phoB_m9__2,-0.3770973496,-2.090534875,-0.2269969835,-0.4216058885
tcs__del_phoB_m9p__1,-0.42050192540000003,-2.447118797,-2.3662006385,-1.5807294665
tcs__del_phoB_m9p__2,-0.1858952961,-2.305356238,-2.3873792415,-1.5887457205
tcs__del_rcsB_etoh__1,0.6540143665,-1.634724343,-1.1646445325,1.1254918015
tcs__del_rcsB_etoh__2,0.9188204056,-1.7177915430000001,-1.0726627075,1.1849148595
tcs__del_rcsB_lb__1,0.4808746491,-1.128818347,-0.16685125650000002,0.9924813635
tcs__del_rcsB_lb__2,0.1521328686,-1.163001654,-0.1528363975,1.0469467445
tcs__del_zraR_lb__1,-1.5785691107000002,-0.239264052,-0.2308365705,0.8747017505
tcs__del_zraR_lb__2,-1.7190717479000002,-0.282290623,-0.2319223505,0.8928557565
tcs__del_zraR_zncl2__1,-0.5952180396,-1.057846081,0.0125969325,0.3764783115
tcs__del_zraR_zncl2__2,-0.4778667466,-1.134889275,0.060915250500000004,0.3439924005
tcs__wt_01-kcl__1,1.1587960062,-1.221871174,0.1228450845,-0.9376892865
tcs__wt_01-kcl__2,0.9687689254,-1.224404564,0.0687252155,-0.7406080245000001
tcs__wt_01xlb__1,24.9440971819,1.093626293,-0.3972351395,-1.3288956045
tcs__wt_01xlb__2,24.9879083397,1.0453609130000001,-0.4348531185,-1.3977506645
tcs__wt_115-kcl__1,0.4287899745,0.517493156,-1.14035e-05,-0.5887920295
tcs__wt_115-kcl__2,0.5320578105,0.514790725,-0.0027724815,-0.6511352485
tcs__wt_CuSO4__1,-0.1348442836,-1.6992260570000002,-0.1843097545,0.4310718155
tcs__wt_CuSO4__2,-0.6234547970000001,-1.000937984,-0.12013272350000001,0.4800872685
tcs__wt_etoh__1,0.3762195685,-0.7796580040000001,-0.8242077115,1.0921585605
tcs__wt_etoh__2,1.0044869324,-0.9567545510000001,-0.8636889035,0.9909839125000001
tcs__wt_lb__1,1.1465788193,-1.597749125,-0.2947850685,0.0047461995
tcs__wt_lb__2,0.9999204177000001,-1.383962449,-0.3596543125,0.1492379845
tcs__wt_LiAcet__1,-0.011489033800000001,-2.308624188,0.09347013950000001,-0.16590414350000002
tcs__wt_LiAcet__2,0.33725778630000003,-2.340500252,-0.2085698125,-0.0736678875
tcs__wt_LiCl__1,-0.2319394431,-2.367389723,-0.1766728435,-0.0815533715
tcs__wt_LiCl__2,-0.0177885996,-2.232435835,-0.2238188015,-0.1015387645
tcs__wt_m9p__1,-0.1097528411,-2.523901938,-2.0496042975,-1.0628917865
tcs__wt_m9p__2,0.3147010048,-2.453517791,-2.0621163545,-0.9667578475
tcs__wt_pyr__1,25.7189174592,1.376301829,-0.44156524350000004,-1.5807947135
tcs__wt_pyr__2,25.6102155215,1.330924503,-0.4725023485,-1.6930221545
tcs__wt_zncl2__1,-1.6443055878,-1.792071634,-0.1539710705,0.1924077455
tcs__wt_zncl2__2,-1.2279418158,-1.606119848,-0.0834836115,0.21218892550000001
ros_tale__0_0_0pq__1,-0.0393963343,-1.668951092,-0.6619373595,-0.3913418295
ros_tale__0_0_0pq__2,0.03180791,-1.9351214350000001,-0.6886624015,-0.39135513250000004
ros_tale__0_0_250pq__1,1.8876873466,0.661347263,0.3639911735,-0.4698383085
ros_tale__0_0_250pq__2,2.0462037255,0.71040829,0.4181526745,-0.4925657765
ros_tale__1_mid_250pq__1,-0.3903089659,-1.269247182,-0.48960456150000004,-0.5235758025
ros_tale__1_mid_250pq__2,-0.0289036633,-1.139744592,-0.5285945645,-0.5220146555
ros_tale__1_0_0pq__1,0.333264518,-2.5542060810000002,0.21990180750000002,-0.6231376805000001
ros_tale__1_0_0pq__2,0.239977196,-2.441992252,0.26753295450000003,-0.5908580925
ros_tale__1_0_0pq__3,-0.1612730962,-1.3596194750000001,-0.5482217625,-0.1770220055
ros_tale__1_0_0pq__4,-0.0651528306,-1.403315633,-0.49869631750000004,-0.2878558855
ros_tale__1_0_250pq__1,0.7296312286000001,-1.4434742950000001,-0.22059296550000002,-0.24676026250000002
ros_tale__1_0_250pq__2,0.31204202140000004,-1.357810265,-0.2032018405,-0.2626083105
ros_tale__1_0_750pq__1,1.3902615705999999,-2.46805691,0.2606441745,-0.6754330605000001
ros_tale__1_0_750pq__2,1.1063058112,-2.68852246,0.42552955950000004,-0.6373685925
ros_tale__1_1_0pq__1,1.3890631972,-2.159045603,0.2163305805,-0.23276420750000001
ros_tale__1_1_0pq__2,1.2813998868,-1.98169499,0.31488359650000003,-0.0790302575
ros_tale__1_1_250pq__1,1.7191748387999999,-1.969509065,0.3723993675,-0.2821213065
ros_tale__1_1_250pq__2,1.7356927721000002,-2.216048905,0.4228114235,-0.3493332925
ros_tale__1_1_750pq__1,1.450535943,-2.078810923,0.4767311185,-0.3047517495
ros_tale__1_1_750pq__2,1.9043367267,-2.000026013,0.5364249265000001,-0.2476662155
ros_tale__1_2_0pq__1,1.2608794274,-2.615684212,-0.0925105925,-0.6445179135
ros_tale__1_2_0pq__2,1.42500012,-2.638636028,-0.0768193545,-0.6439962485
ros_tale__1_2_250pq__1,1.1873313215,-2.739400009,0.5406316015,-0.4114107775
ros_tale__1_2_250pq__2,1.5908535008,-2.74373595,0.6297644365,-0.42328810250000004
ros_tale__1_2_750pq__1,1.5004092117,-2.542528864,0.7798303665,-0.45309646750000004
ros_tale__1_2_750pq__2,1.0845724296,-2.711567785,0.7378888005,-0.4707800525
ros_tale__1_3_0pq__1,2.54620196,-2.456341136,-0.027075578500000003,-0.5634520925000001
ros_tale__1_3_0pq__2,2.0154920795,-2.386619707,0.06265064050000001,-0.5936830155
ros_tale__1_3_250pq__1,2.1699891341,-2.407247422,0.3335942695,0.0812509235
ros_tale__1_3_250pq__2,2.2038580459,-2.575466698,0.6371319745,0.1340662715
ros_tale__1_3_250pq__3,2.0441508393,-2.671275906,0.6821483245000001,0.13120154350000002
ros_tale__1_3_250pq__4,2.6925713715,-2.522399773,0.9801124235,0.44656925750000004
ros_tale__1_3_750pq__1,2.4416063593,-2.4732174860000002,0.4538583305,-0.0739377235
ros_tale__1_3_750pq__2,1.7690661201000002,-2.602613294,0.35690732350000004,-0.2845179285
ros_tale__1_4_0pq__1,1.300604104,-1.808813943,-0.14981532150000001,0.0729017255
ros_tale__1_4_0pq__2,0.9838397940000001,-2.482671581,-0.1837448455,0.0301951285
ros_tale__1_4_250pq__1,2.0043524172,-2.23515196,-0.0036341635000000003,0.0068234285
ros_tale__1_4_250pq__2,1.1303789598,-2.540607371,0.1658283905,0.008452494500000001
ros_tale__1_4_750pq__1,1.6323576895,-2.465432388,0.0205433285,0.0652730285
ros_tale__1_4_750pq__2,1.0080021034,-2.611614454,0.21667420850000002,-0.07703132950000001
ros_tale__1_4_750pq__3,1.62747655,-2.007514547,0.0112280895,0.2977637655
ros_tale__1_4_750pq__4,2.1831732652,-2.539316923,-0.36405524850000004,-0.2856802855
ros_tale__2_mid_250pq__1,0.0932751291,-0.47441036300000006,-0.0891468405,-0.6032428495000001
ros_tale__2_mid_250pq__2,0.4302262462,-0.577881084,-0.2798599835,-0.46701283250000003
ros_tale__2_0_0pq__1,0.20841567460000002,-2.1721533219999998,0.1578808705,-1.4705291445
ros_tale__2_0_0pq__2,0.483898859,-2.666201978,0.10576513450000001,-1.5110344755
ros_tale__2_0_0pq__3,-0.0786115673,-1.358070552,-0.6761855845,-0.7193799725000001
ros_tale__2_0_0pq__4,-0.2739813655,-1.3143143080000002,-0.4184855695,-0.6490187325
ros_tale__2_0_250pq__1,0.1057298282,-1.468349074,-0.0264383985,-0.4738400555
ros_tale__2_0_250pq__2,0.5123056327000001,-1.41828417,-0.0546527225,-0.46078631950000004
ros_tale__2_0_750pq__1,3.3695849418,-0.395762881,0.5829297555,-1.6813225135
ros_tale__2_0_750pq__2,4.0548730789,-0.8001873570000001,0.5613484905,-1.9262534625
ros_tale__2_1_0pq__1,1.3517273625000001,-1.283141256,-0.0394391575,-0.3911114745
ros_tale__2_1_0pq__2,0.1720948433,-2.229767878,0.1377660055,-0.43659707550000004
ros_tale__2_1_250pq__1,0.802695221,-2.87732921,0.6510062555,-0.9780583065
ros_tale__2_1_250pq__2,0.635347937,-2.88555428,0.3599432515,-1.2340217545
ros_tale__2_1_750pq__1,0.8558893539,-2.130519109,0.4836252525,-1.3495966115
ros_tale__2_1_750pq__2,1.057859679,-2.65191285,0.3568816365,-1.4567954405
ros_tale__2_1_750pq__3,1.0923682428,-2.4825722690000003,0.5070291985000001,-1.2052133145
ros_tale__2_2_0pq__1,0.49307543480000005,-2.169031301,-0.0012772825,-0.5937339485
ros_tale__2_2_0pq__2,0.7898976791000001,-2.5694957179999998,0.5333985945,-0.5820296405000001
ros_tale__2_2_250pq__1,0.4293368353,-1.783407898,0.43752258250000003,-0.8990815385
ros_tale__2_2_250pq__2,1.2303567145,-2.530930156,0.6292353135000001,-1.1276856055
ros_tale__2_2_750pq__1,0.5643260437000001,-2.552762952,0.6935646275,-0.8359586505000001
ros_tale__2_2_750pq__2,1.273767043,-2.42978598,0.7096221445,-0.6881410185
ros_tale__2_3_0pq__1,0.8303364364,-2.248735408,0.5490633515000001,-1.1326019405
ros_tale__2_3_0pq__2,1.350874643,-2.4709145980000002,0.38270378250000003,-1.5382685365
ros_tale__2_3_250pq__1,1.0039103725,-2.36871368,0.5317026175,-1.6041490395
ros_tale__2_3_250pq__2,1.3184785123,-2.764849645,0.32177281750000003,-1.6278803795
ros_tale__2_3_750pq__1,0.8420803856,-2.340761934,1.0387586395,-1.5524263975
ros_tale__2_3_750pq__2,0.8924131512000001,-2.290292557,0.7807106995,-1.7091536335000002
ros_tale__3_0_0pq__1,0.5101473278,-2.212995194,0.0032901385,-0.3357135055
ros_tale__3_0_0pq__2,0.7716453562000001,-2.677550755,0.0410366655,-0.2646260755
ros_tale__3_0_250pq__1,0.9612729545,-2.3370272180000002,0.9526409745000001,-0.4714697265
ros_tale__3_0_250pq__2,0.5524549701,-2.13863605,1.0586750145,-0.4657785015
ros_tale__3_0_750pq__1,3.47354725,-0.5182346790000001,0.8617293015,-1.4504610815
ros_tale__3_0_750pq__2,3.5166133829,-0.7302478830000001,0.6138417665,-1.6301569775
ros_tale__3_1_0pq__1,-0.14103429280000002,-1.934669889,0.3111515255,-0.5243826455
ros_tale__3_1_0pq__2,-0.028146065600000002,-1.673543526,-0.1095378275,-0.6817049615
ros_tale__3_1_250pq__1,0.6540498483,-1.7202176960000002,0.20060357350000002,-0.7486143145
ros_tale__3_1_250pq__2,0.8476355469,-1.6995188250000002,0.2044626135,-0.8642061935
ros_tale__3_1_750pq__1,0.8133574210000001,-1.358600708,0.7214413065,-0.4865923955
ros_tale__3_1_750pq__2,0.7172425666000001,-1.748215686,0.47509002450000004,-0.7176516725000001
ros_tale__3_2_0pq__1,0.2577114606,0.547846601,-0.5664110875,-0.4323602815
ros_tale__3_2_0pq__2,0.011891483500000001,0.493922907,-0.5829658875,-0.3449293645
ros_tale__3_2_0pq__3,0.0559915396,0.42180549300000003,-0.4466793015,-0.39805806250000003
ros_tale__3_2_0pq__4,0.11077768560000001,0.725068648,-0.4972754545,-0.5212387595
ros_tale__3_2_250pq__1,2.9373288035,-0.587651818,0.1719268205,-1.9343372025
ros_tale__3_2_250pq__2,2.2234500187,-1.289891809,-0.2874407815,-1.5541468725
ros_tale__3_2_750pq__1,2.0386177463,-2.440560621,-0.1191375105,-0.8570549475
ros_tale__3_2_750pq__2,2.054589331,-2.452573404,-0.6057514295,-1.4953728025
ros_tale__3_3_0pq__1,-0.3008782651,-2.559897507,-0.1675098355,-1.0952503085
ros_tale__3_3_0pq__2,0.1328221303,-2.7546601490000002,-0.1861682405,-1.1767499755
ros_tale__3_3_0pq__3,-0.5193194554,-2.136555895,-0.1088473395,-0.9968852115000001
