,A,Rv1776c,whiB4
kinase:T4_24h_H:3,8.5154841074,-0.4405236944,-0.6994789594
kinase:T4_24h_I:1,8.8827953648,-0.0948440507,-1.0478436946
kinase:T4_24h_I:2,10.0246001184,-0.1791948937,-0.8791967713000001
kinase:T4_48h_F:1,10.7204412343,0.1158545088,-0.7320489648
kinase:T4_48h_F:2,10.0982316971,0.1274386701,-0.740280994
kinase:T4_48h_F:3,10.9068481325,-0.075905399,-0.7058704211
kinase:T4_48h_I:1,13.4601329832,0.0741713974,-0.9209895220000001
kinase:T4_48h_I:2,11.6720966886,-0.1149628437,-1.0148459425
kinase:T4_48h_I:3,11.6468157374,-0.1351032311,-1.0751907994
kinase:WT_T10_48h:1,0.42260056490000003,-0.30016393620000004,-0.0090802301
kinase:WT_T10_48h:2,13.2241219342,0.40838868180000004,-1.1132535493
kinase:WT_T10_48h:3,12.9438666006,0.3888512615,-1.0961371668
kinase:WT_T10_48h:4,1.1149706001,-0.107644101,-0.0202049933
kinase:WT_T10_48h:5,1.3715777093,-0.1978641144,0.07751158600000001
kinase:WT_T4_48h:1,10.7807499432,0.4355739174,-0.654298492
kinase:WT_T4_48h:2,13.1299205805,0.7150048892,-0.6021311303
kinase:WT_T4_48h:3,12.9899388517,0.5079360996,-0.4964782726
levofloxacin:control:1,-0.5973851831,-0.0435324932,-0.0118836101
levofloxacin:control:2,0.0207160517,0.2201727225,-0.0943186531
levofloxacin:control:3,0.5766691314,-0.1766402293,0.10620226320000001
levofloxacin:treated:1,1.8650413113000002,0.23963843380000002,0.0041208193
levofloxacin:treated:2,3.0455214896,0.2793422136,-0.116000084
levofloxacin:treated:3,3.2649093951,0.41239022280000004,0.1465339168
linez:0_days_4:1,-4.8788035133,-0.6295397412,0.4012559103
linez:0_days_4:2,-4.3790041976000005,-0.7420443280000001,0.5443184627000001
linez:0_days_4:3,-4.5738519127,-0.3855685996,0.6293675235
linez:0_days_4:4,-4.6140663922,-0.8260016261,0.5466591093000001
linez:0_days_control:1,0.16001079810000002,-0.0973975358,-0.1576649091
linez:0_days_control:2,-0.2534267197,0.010152796300000001,0.0464030489
linez:0_days_control:3,0.1465539102,-0.0578980849,0.0567004912
linez:0_days_control:4,-0.053137988600000005,0.1451428244,0.054561369000000005
linez:1_days_4:1,5.3024041889,-0.43809917400000004,0.37918309720000004
linez:1_days_4:2,4.8976857818,-0.36159687220000003,0.3893255232
linez:1_days_4:3,5.2753994574,-0.5132005234,0.3519140754
linez:1_days_4:4,5.2763684407,-0.3946401869,0.29227936520000003
linez:1_days_control:1,-1.3574300707,0.1806533116,-0.0446195647
linez:1_days_control:2,-1.135063576,0.1946323928,-0.236091558
linez:1_days_control:3,-1.3481622251,0.18889407300000002,-0.0144775122
lipid:dextrose_exp:1,0.3799602214,-0.016836992000000002,0.1209805548
lipid:dextrose_exp:2,-0.3799602214,0.016836992000000002,-0.1209805548
lipid:dextrose_hypo:1,9.3967933671,1.5852298956,2.9839660519
lipid:dextrose_hypo:2,8.1858625901,1.5664205174,2.6209357877
lipid:dextrose_stat:1,5.5584106008,2.9926371777,1.5668710907999999
lipid:dextrose_stat:2,5.2963740117,2.8526111593,1.3752248065
lipid:lipid_exp:1,2.0268676902,-1.0407628507,-1.0485079829
lipid:lipid_exp:2,0.7667052881,-0.44968067440000004,-1.3851122688
lipid:lipid_stat:1,4.8313589909,0.4585668913,-0.433578018
lipid:lipid_stat:2,5.0055386802,0.11418675310000001,-0.8102553663000001
mcr11:mcr11_mutant:1,1.8496557497000001,-0.3745687451,0.0075569459000000005
mcr11:mcr11_mutant:2,1.4693016843,-0.0578831221,-0.1440318153
mcr11:mcr11_mutant:3,2.1266759333,-0.41139291180000004,-0.006703760600000001
mcr11:wt:1,-0.057986136,0.0064748735000000005,-0.09548995390000001
mcr11:wt:2,0.3483075839,-0.1277729822,0.0240988141
mcr11:wt:3,-0.29032144790000003,0.1212981088,0.0713911398
miceAV_macro:24h_control:1,-0.0471845461,0.1775825658,-0.0872582632
miceAV_macro:24h_control:2,-0.11630093130000001,-0.22097595,-0.015282859800000001
miceAV_macro:24h_control:3,0.16348547730000001,0.0433933842,0.10254112300000001
miceBMDM:inf02:1,2.2340740791,-1.5023959399,-0.6528237022000001
miceBMDM:inf02:2,2.8874200317,-0.5682153749000001,0.0680301661
miceBMDM:inf02:3,2.8048217636,-0.7340184505,-0.6894202412
miceBMDM:inf24:1,5.0694840608,0.20032862610000002,-0.5775449526
miceBMDM:inf24:2,5.4472435078,-0.1774001214,-0.6596816600000001
miceBMDM:inf24:3,5.9755776336,0.32244656200000005,-0.8007551983000001
miceBMDM:inf08:1,5.9125758327,-0.2928729975,-0.8182227555
miceBMDM:inf08:2,4.9065803216,-1.3550318694999999,-0.8791653382
miceBMDM:inf08:3,4.6214252955,-0.27730115450000004,-0.9032809246
miceBMDM:no_inf02:1,0.21870330600000001,-0.17993496050000002,-0.1510051734
miceBMDM:no_inf02:2,0.2267741732,0.1673779725,-0.0020174518000000002
miceBMDM:no_inf02:3,-0.4454774792,0.012556988000000002,0.1530226252
miceBMDM:no_inf24:1,0.8400628253,0.4798917159,-0.3852289109
miceBMDM:no_inf24:2,1.1061960057,0.7443136437,-0.2673512263
miceBMDM:no_inf24:3,0.9122260061,0.8785201976,-0.4571330322
miceBMDM:no_inf08:1,0.8901195779000001,0.0918672036,0.21910462
miceBMDM:no_inf08:2,0.8128995174,0.1175365042,0.2290444223
miceBMDM:no_inf08:3,0.587553141,0.1268790947,0.0200289992
miceNF:control:1,0.6069361773,-0.0916231742,0.1423062529
miceNF:control:2,-0.6069361773,0.0916231742,-0.1423062529
miceNF:invivo:1,18.3360799519,0.6463286367000001,-1.1546291323
miceNF:invivo:2,19.4172283978,0.24761295290000002,-1.0031527422
miceNF:invivo:3,18.3020596499,0.1590123186,-0.9118754830000001
mihF:mihF_mutant_atc:1,-3.3011827869,-0.0084343862,-1.1281040632
mihF:mihF_mutant_atc:2,-5.4873447456,0.08297598760000001,-0.6831360421
mihF:mihF_mutant_no_atc:1,-2.4433378301,-0.8745594998,0.013411866000000001
mihF:mihF_mutant_no_atc:2,-3.0389858679,-0.1486128581,0.1331694131
mihF:wt_atc:1,-1.4223583654,0.09108098810000001,0.2011719502
mihF:wt_atc:2,-3.9545994399,-0.6959991872,0.2601917391
mihF:wt_no_atc:1,-1.6472852854000002,0.1467422024,0.1943846186
mihF:wt_no_atc:2,1.6472852854000002,-0.1467422024,-0.1943846186
mmpl3:mutant_no_ATC:1,-1.4798524001,-0.16756167230000002,-0.1185710647
mmpl3:mutant_no_ATC:2,1.4798524001,0.16756167230000002,0.1185710647
mmpl3:mutant_with_ATC:1,4.1893825787,0.5715597529,-0.23536231870000002
mmpl3:mutant_with_ATC:2,4.917227551,-0.1116858699,-0.7107054726
mrsI:ko_iron_atc:1,3.2963940511,0.194813392,0.17620680060000002
mrsI:ko_iron_atc:2,4.7760642972,0.49268712480000004,-0.2484940054
mrsI:ko_iron_no_atc:1,-14.5670442389,-1.7524133068,1.5928004225999999
mrsI:ko_iron_no_atc:2,-14.079969812,-1.7473339376,1.5989205357
mrsI:ko_ox_atc:1,-14.4293092218,-1.585731285,1.6333478049
mrsI:ko_ox_atc:2,-13.614094822,-1.9815158603,1.5495745053999999
mrsI:ko_ox_no_atc:1,7.5322087843,1.0547788164,1.8229714193
mrsI:ko_ox_no_atc:2,8.5406201057,0.9421271533000001,1.7284092517
mrsI:ko_sds_atc:1,8.5582191505,0.9907465593,1.7000039034
mrsI:ko_sds_atc:2,7.7634089407,1.0713258122,1.7452878553
mrsI:ko_sds_no_atc:1,3.6778496517,0.0301668797,0.0455817024
mrsI:ko_sds_no_atc:2,4.7778551559,0.6247421871000001,-0.2578106337
mrsI:wt_iron_atc:1,0.35224687660000004,0.0926178758,-0.1292127213
mrsI:wt_iron_atc:2,0.09361031140000001,-0.3097753285,0.16655562710000002
mrsI:wt_iron_no_atc:1,-15.6820931852,-1.7320516309,1.7442541493000001
mrsI:wt_iron_no_atc:2,-13.273015116,-1.5145576917999999,1.5791195581
mrsI:wt_ox_atc:1,-15.5713282585,-2.0440236225,1.7848655849
mrsI:wt_ox_atc:2,-13.6622776578,-1.4596182772000001,1.4649792272
mrsI:wt_ox_noatc:1,9.1708382261,0.9316472679000001,1.429443188
mrsI:wt_ox_noatc:2,9.2199455445,0.9492151946,1.6880779657
mrsI:wt_sds_atc:1,9.4593326566,0.7891093048000001,1.3728024174
mrsI:wt_sds_atc:2,8.6635924242,0.8669749646,1.5403771871
mrsI:wt_sds_no_atc:1,0.7747556701,0.2688071969,-0.1667863422
mrsI:wt_sds_no_atc:2,-0.7747556701,-0.2688071969,0.1667863422
nitrate:control:1,0.10564837,-0.016116194400000002,0.058143042400000004
nitrate:control:2,-0.10564837,0.016116194400000002,-0.058143042400000004
p218:0_days_.1:1,1.7282055003,0.2788807317,-0.6455556078
p218:0_days_.1:2,0.7712752387,-0.1678514757,-0.1392930897
p218:0_days_.1:3,1.6615789435,0.11330640680000001,-0.5200348043
p218:0_days_.1:4,1.6148739292,0.2630967994,-0.5543400281
p218:0_days_control:1,0.011476376200000001,0.0678642475,-0.0837026881
p218:0_days_control:2,-0.1888972078,0.10243765040000001,0.0435601288
p218:0_days_control:3,0.0819847328,-0.10415622890000001,0.08699936450000001
p218:0_days_control:4,0.09543609880000001,-0.066145669,-0.0468568053
p218:1_days_.1:1,3.8726323146,0.24232571300000003,-0.3560810914
p218:1_days_.1:2,3.7329453841999998,0.1152955481,-0.2913206356
p218:1_days_.1:3,4.0622958592,0.2064084901,-0.4179370596
p218:1_days_.1:4,3.5911197743,0.194727062,-0.2300582032
p218:1_days_control:1,3.8966190008,-0.8055627867,-0.0327187804
p218:1_days_control:2,3.8960685459,-0.512157657,-0.0715555717
p218:1_days_control:3,4.0033491738,-0.6163160377,-0.0665367223
p218:1_days_control:4,4.4016454272,-0.9922456244000001,0.0699628898
patH-Cap:post_path_ctrl:1,-0.5155134325,0.0803194794,0.3024324521
patH-Cap:post_path_ctrl:2,1.1545268682,-0.45403159130000004,0.42602726290000004
patH-Cap:post_path_inh:1,2.3799103189,0.78659634,-1.8514935495
patH-Cap:post_path_inh:2,3.036069777,-0.35234361340000003,-0.8967265815000001
patH-Cap:pre_path_ctrl:1,0.29323929730000003,0.1292883663,0.14209848220000001
patH-Cap:pre_path_ctrl:2,-0.29323929730000003,-0.1292883663,-0.14209848220000001
patH-Cap:pre_path_inh:1,1.8239221275,0.061770427100000004,-0.815363218
patH-Cap:pre_path_inh:2,1.8420793510000002,0.0690477411,-1.1880769507
ppxx:double_mutant:1,-0.1265150836,0.0113381586,0.0891810459
ppxx:double_mutant:2,0.1265150836,-0.0113381586,-0.0891810459
reactivation:day_1_reactivation:1,-11.7163327812,-2.1666638208,-0.6947648217
reactivation:day_1_reactivation:2,-11.7813433728,-1.8233495502000001,-0.6542913184
reactivation:day_1_reactivation:3,-11.7559786168,-2.0221272423,-0.6508008203
reactivation:day_2_reactivation:1,-12.2949584668,-2.2143965268,-1.1184603611
reactivation:day_2_reactivation:2,-11.9134616836,-2.1878487191,-1.0045960853
reactivation:day_2_reactivation:3,-12.1648189189,-1.9573023356,-0.9656957314000001
reactivation:day_3_reactivation:1,-10.3614053156,-2.2519531935,-1.0031484175
reactivation:day_3_reactivation:2,-10.3310559951,-2.2517847086,-1.0959527367
reactivation:day_3_reactivation:3,-10.1312207654,-2.2114873434,-1.1315883881
reactivation:day_4_reactivation:1,-10.2513152602,-1.8089939495,-1.1832545485
reactivation:day_4_reactivation:2,-9.9619564725,-2.0673943778,-0.8740395267000001
reactivation:day_4_reactivation:3,-9.9337959286,-2.0303073098,-1.0259525721
reactivation:days_0_persistence:1,0.12185647740000001,0.017908988,-0.0508391863
reactivation:days_0_persistence:2,-0.2632151341,-0.0620865299,0.0396761857
reactivation:days_0_persistence:3,0.1413586567,0.0441775419,0.0111630006
redox:intra_basal:1,2.3583625314,0.4056534175,-0.3760794591
redox:intra_basal:2,2.7057726065,0.5637569866000001,0.2090908676
redox:whib3_comp_4.5:1,2.6605749352,2.0959880147,0.9560882684
redox:whib3_comp_4.5:2,-0.9255702099,2.3442436648,0.9016776294000001
redox:whib3_comp_6.6:1,0.4627361407,-0.3526274132,-0.5423759987
redox:whib3_comp_6.6:2,2.4841530657,0.20540960830000002,-0.8679481922000001
redox:whib3_ko_4.5:1,1.7105797381,1.8185059397,1.3908712265
redox:whib3_ko_4.5:2,1.3241896908,1.7862861275,1.1798094766
redox:wt_4.5:1,5.0473239735,-0.2043258959,0.8866107710000001
redox:wt_4.5:2,3.2714830166,-1.3526198559,0.9969102618000001
redox:wt_6.6:1,0.3221847805,0.0393799172,0.0603464467
redox:wt_6.6:2,-0.3221847805,-0.0393799172,-0.0603464467
resus:day_1_run_1:1,-0.1289768845,-0.0227992898,0.0794976646
resus:day_1_run_1:2,0.1289768845,0.0227992898,-0.0794976646
resus:day_4_run_1:1,6.0120198011,-0.26095628660000003,-0.4909002167
resus:day_4_run_1:2,6.936306137,-0.4761787179,-0.424735697
rho:00h_DUC:1,-0.22167987120000002,-0.1409936382,0.1097478702
rho:00h_DUC:2,0.22167987120000002,0.1409936382,-0.1097478702
rho:00h_DUC_1:1,1.3414800806,-1.1586409359,-0.597780178
rho:00h_DUC_1:2,1.5209341805,-1.101632472,-0.6840993390000001
rho:01.5_DUC:1,1.2556387224,-1.1194599263,-0.696060121
rho:01.5_DUC:2,1.053351592,-0.9559836296,-0.5213000824
rho:01.5h_DUC_ATC:1,-1.865683143,0.0674240842,-0.08669760700000001
rho:01.5h_DUC_ATC:2,-0.5227872498,0.187859894,0.0502604852
rho:03_DUC:1,2.3289504031,-1.2649184011,-0.3649518249
rho:03_DUC:2,3.2278319833,-0.8867098956,-0.7419699666
rho:03h_DUC_ATC:1,0.8553466368,0.45555289720000003,0.1001699674
rho:03h_DUC_ATC:2,0.9313381476,-0.0221390048,0.0572813743
rho:06h_DUC_ATC:1,-1.0248095948,0.8738691857,0.1398662903
rho:06h_DUC_ATC:2,-2.2199488845,0.8488165972,0.1616712324
rho:06h_WT_ATC:1,0.6919974245,0.1716761598,0.48072056690000003
rho:06h_WT_ATC:2,0.9481084038,-0.6066500271,0.3004824231
rho:09_DUC:1,-4.4539401973,0.3735496202,-1.8314547722999999
rho:09_DUC:2,-3.9665008021,0.5359182822,-1.6284128192
rho:09h_DUC_ATC:1,-4.3560044216,1.3683664959000001,-0.7921907709
smx:0_days_12.5:1,-0.46482942660000004,0.09125624930000001,-0.1010733676
smx:0_days_12.5:2,-0.7189255705,0.020065302,0.0839458485
smx:0_days_12.5:3,-0.8979344803,0.1583781823,-0.0627183452
smx:0_days_control:1,-0.0168533102,-0.0709820127,-0.0461082871
smx:0_days_control:2,0.0303977847,0.049672932600000004,0.053492343000000005
smx:0_days_control:3,-0.013544474400000001,0.02130908,-0.0073840559
smx:1_days_12.5:1,0.3743421807,-0.11004793040000001,0.5567677043
smx:1_days_12.5:2,0.1257583178,-0.0802480699,0.6579426868
smx:1_days_12.5:3,-0.024432875200000002,-0.057847118600000004,0.5837301998000001
smx:1_days_control:1,1.7048102204000002,0.1193048963,0.28009529780000003
smx:1_days_control:2,1.8543219613000002,0.0423328672,0.3447215936
smx:1_days_control:3,1.7813892304,-0.095896778,0.2031560362
sq109:0_days_3:1,0.09932661250000001,0.16247142350000002,0.2504136564
sq109:0_days_3:2,0.113827754,0.0095871255,0.0610109426
sq109:0_days_3:3,-0.020059182300000002,-0.0013271822,0.0267658541
sq109:0_days_3:4,-0.07685293900000001,0.0094451199,0.32570430570000003
sq109:0_days_control:1,0.7378509138,0.13051296810000002,0.0117265333
sq109:0_days_control:2,-0.5629747077,-0.030096636700000002,0.0860353034
sq109:0_days_control:3,-0.740136337,-0.1869835646,-0.0325854474
sq109:0_days_control:4,0.5652601309,0.08656723320000001,-0.0651763893
sq109:1_days_3:1,-0.0420477109,-0.10242436790000001,0.3306139132
sq109:1_days_3:2,0.32699922940000004,-0.12645974670000001,0.0214118562
sq109:1_days_3:3,0.06535780620000001,-0.022414270700000002,0.2026196632
sq109:1_days_3:4,0.1230199326,-0.022345471800000002,0.2215873234
sq109:1_days_control:1,0.5909255212,-0.0387534184,0.08288130760000001
sq109:1_days_control:2,-0.5827089609,-0.1325740907,0.0920589599
sq109:1_days_control:3,0.7281927333,-0.12032934420000001,0.0662544179
sq109:1_days_control:4,-0.9992409385000001,0.0364965952,0.11138009800000001
stress:.1_butyrate:1,2.7478779825,0.41514176340000003,0.07117078460000001
stress:.1_butyrate:2,2.4028969332,0.09127048980000001,-0.0519953821
stress:.1_butyrate:3,3.1448428505,1.1547892244,0.24354113670000002
stress:.4_gluc:1,-1.2407612501,0.0179283116,-0.2980309826
stress:.4_gluc:2,-1.0646129402,0.39564191,0.2036348351
stress:.4_gluc:3,2.3053741903000002,-0.4135702216,0.0943961475
stress:1_days_low_iron:1,3.2424859714,0.45066804330000004,0.3594548645
stress:1_days_low_iron:2,2.6981901113999998,0.24547845580000002,0.5679372714
stress:1_days_low_iron:3,3.1945710777,0.6111098252,0.6186545077
stress:7_days_low_iron:1,10.3637072435,1.8056664069,0.7581424131000001
stress:7_days_low_iron:2,10.2648556704,1.5981079886,0.7043952859
stress:7_days_low_iron:3,9.8485379016,1.715474417,0.7925828464
stress:gluc_butyrate:1,1.2371711297,0.4886596005,-0.20347642370000002
stress:gluc_butyrate:2,0.3979895529,-0.2055923087,0.2317319333
stress:gluc_butyrate:3,1.921444028,0.1923818968,-0.3366532129
stress:high_iron:1,-0.4757633395,0.9838779945,-0.4095956261
stress:high_iron:2,-1.5671947091,0.954616502,-0.120898712
stress:high_iron:3,-1.6390804744,1.19994382,-0.1597832454
stress:tolox_ph_7:1,-1.6753024701,1.2516400583,-0.2289935377
stress:tolox_ph_7:2,-1.6442069897,1.0271991263,-0.5998645915
sutez:0_days_5.6:1,-0.4463252955,0.053714734800000004,-0.0231405474
sutez:0_days_5.6:2,-0.3652917342,0.36677316520000003,0.1104269636
sutez:0_days_5.6:3,-0.6391085797,-0.25799151470000004,0.051914067800000005
sutez:0_days_5.6:4,0.6363811197,0.213129854,-0.036800316300000004
sutez:0_days_control:1,0.0058836836,0.0108030975,0.09033109980000001
sutez:0_days_control:2,0.0893015751,-0.0383694939,-0.1174246635
sutez:0_days_control:3,0.0919198034,0.1078827054,-0.0348898253
sutez:0_days_control:4,-0.18710506200000002,-0.080316309,0.06198338900000001
sutez:1_days_5.6:1,2.8705798797,-1.0524701748,1.4798274218
sutez:1_days_5.6:2,2.9004309054,-1.1693338631,1.5079558879000001
sutez:1_days_control:1,2.0508967457,0.1255740351,0.0117661346
sutez:1_days_control:2,2.1482684114,0.3574957756,0.0100324
sutez:1_days_control:3,1.6447000289,0.1355967891,0.2781089827
sutez:1_days_control:4,1.9771792558999999,0.3689564581,0.12188872070000001
thrB:0_days_starve:1,-0.1684806431,-0.35360094470000003,0.1970351365
thrB:0_days_starve:2,0.1684806431,0.35360094470000003,-0.1970351365
tss:expression_library:1,1.9817636303000001,-0.42275946470000003,0.6145254771
tss:expression_library:2,1.4589732781,-0.8934110605000001,0.5799540845
tss:mapping_triphosphate:1,0.1811704157,-0.7017076204,-0.1768416445
tss:mapping_triphosphate:2,-0.0987055496,-0.8280236202,-0.30913879310000003
tss:mapping_wo_triphosphate:1,0.5852688782000001,-0.5515508955,-0.3538828885
tss:mapping_wo_triphosphate:2,0.8757967612,-0.4954178662,-0.4887919578
tss:wt_experiment_2:1,0.027960826,0.2323115739,0.2177075202
tss:wt_experiment_2:2,-0.3471482877,0.1525217406,0.0366473183
tss:wt_experiment_2:3,0.3191874617,-0.3848333145,-0.2543548384
vera:0_days_176:1,0.3968212829,0.3134986332,-0.6224023111
vera:0_days_176:2,0.0357168654,0.24168933680000002,-0.30271159210000004
vera:0_days_176:3,0.22332826320000002,0.20698791160000002,-0.1462522363
vera:0_days_176:4,0.4347417387,0.0761980227,-0.3409810585
vera:0_days_control:1,0.2452041576,-0.1161597334,-0.06351164620000001
vera:0_days_control:2,-0.2359206744,-0.0402037793,0.0378454016
vera:0_days_control:3,-0.1336833462,0.0240520293,0.1336300806
vera:0_days_control:4,0.12439986300000001,0.1323114834,-0.10796383600000001
vera:1_days_176:1,8.3764870193,-0.0850490014,-0.6520092816
vera:1_days_176:2,8.3395423874,-0.0608663206,-0.8816471920000001
vera:1_days_176:3,8.889125492,-0.3005294632,-0.7736200705
vera:1_days_control:1,2.1587289443,0.2494342789,-0.4522671689
vera:1_days_control:2,2.4881531976,0.28722259110000004,-0.6057466331
vera:1_days_control:3,2.101124197,0.31331373900000004,-0.5856217624
vera:1_days_control:4,1.9697154725,0.24195097770000001,-0.6410687304
