,A,Fnr,NarP,NarL
efeU__menFentCubiC_ale37__2,1.1218940388,-0.379678224,-0.04381066,-0.2131863105
efeU__menFentCubiC_ale38__1,0.7973276337,-0.403674517,0.44267961,-0.19279054950000002
efeU__menFentCubiC_ale38__2,1.3286413809,-0.37325750100000005,0.30594154100000004,-0.1314762605
misc2__salc_glc__1,0.2470342781,-0.22932395800000002,0.127607042,0.0488414235
misc2__salc_glc__2,0.48526302,-0.033457264,0.535076218,-0.0588193295
misc2__dbcn_glc__1,0.6109461093,-0.7301900130000001,-0.772953271,-1.3161856565
misc2__dbcn_glc__2,-0.038622280200000005,-0.809273511,-0.300612997,-0.9762902215
misc2__tyr_glc__1,1.7811515683999999,-0.557564307,-0.312698597,-0.2913766035
misc2__tyr_glc__2,2.0604736977,-0.55390057,-0.308133056,-0.2493271775
misc2__arg_cytd__1,3.789257871,-1.103463808,0.583219481,-0.7299638995000001
misc2__arg_cytd__2,3.0617063155,-0.7432087820000001,0.6238117830000001,-0.7226907685
misc2__delyheO_pyr__1,0.9490558199,-0.7526202150000001,0.678395171,-0.1649925865
misc2__delyheO_pyr__2,0.4052229925,-0.41916110700000003,0.434030896,-0.3955289275
nquinone__delubiC__1,2.1876969321,-0.609506733,0.23552904800000002,-0.4614789295
nquinone__delubiC__2,1.2658539503,-0.60441007,-0.177417539,-0.2564717945
nquinone__ubiC_ale1__1,1.7319990239,-0.43235832,0.15253392500000001,-0.0561660795
nquinone__ubiC_ale1__2,1.3283545031,-0.606702598,0.006231698000000001,-0.0977709825
nquinone__ubiC_ale2__1,1.4516679756,-0.5499352390000001,0.326520444,0.0432040395
nquinone__ubiC_ale2__2,0.5118515053,-0.502872402,0.27471236600000004,-0.0254979635
nquinone__ubiC_ale3__1,1.5928913043000001,-0.582336814,-0.62706491,-0.8959829055
nquinone__ubiC_ale3__2,1.4867284714,-0.559977896,-0.44623671400000003,-0.9659653555000001
nquinone__ubiC_ale4__1,1.1024566633,-0.600151792,-0.07105445,0.006563358500000001
nquinone__ubiC_ale4__2,1.2184054291,-0.536388949,0.184620263,0.20412599850000002
nquinone__delpdhR__1,3.056513153,-0.8817682130000001,0.119926192,-1.1638198045
nquinone__delpdhR__2,2.6750352619,-0.867665945,0.27420714300000004,-1.2477763025
quinone__glu_ale4__1,1.4105150585000001,-0.7937296570000001,0.8893408060000001,-0.6137973695
quinone__glu_ale4__2,2.2097199862,-1.334528925,0.826688662,0.0829422195
quinone__delmenF__1,1.1697535589,-0.626396132,0.20891039,-0.0494158055
quinone__delmenF__2,1.4648272689000001,-0.590486033,0.5741876890000001,-0.0662774065
quinone__menF_ale5__1,0.9911101635,-1.5730570959999999,0.28718232600000004,0.0309599235
quinone__menF_ale5__2,1.0243393607,-1.5773257790000001,0.24585789200000002,-0.0016961125
quinone__menF_ale6__1,1.2889346775,-2.032580734,0.20055773000000002,-0.043633226500000004
quinone__menF_ale6__2,1.0783236077,-2.029661312,-0.025866763,0.0596387385
quinone__menF_ale7__1,1.5469483838,-2.266448492,-0.051500219,0.2125941685
quinone__menF_ale7__2,1.8238139622,-2.358642473,0.089276508,0.2025237555
quinone__menF_ale8__1,0.3747631822,-2.30937575,0.551838936,0.3216119255
quinone__menF_ale8__2,0.1290334634,-0.821020288,0.055342873,0.3095147625
quinone__delmenFubiC__1,0.9423170758,-0.544667939,-0.305012435,0.0021142935
quinone__delmenFubiC__2,0.6046550669,-0.530756546,-0.198288016,0.1372844705
quinone__menFubiC_ale1__1,1.9431697329,-2.548110757,-0.531239287,0.7491145085
quinone__menFubiC_ale1__2,1.7477551247,-2.574525767,-0.15816439200000001,0.6345051145
quinone__menFubiC_ale2__1,2.3305875321,-2.5041279210000003,-0.103251218,0.9392737995
quinone__menFubiC_ale2__2,2.1827684444,-2.445112978,-0.379374906,1.0102653855
quinone__menFubiC_ale3__1,1.088113108,-0.505443239,-0.08995262400000001,-0.1866845735
quinone__menFubiC_ale3__2,1.8106067673,-0.5051048730000001,0.050648007,-0.20458765950000002
quinone__menFubiC_ale4__1,0.9666935796,-1.639778015,0.32926990700000003,0.22164052750000002
quinone__menFubiC_ale4__2,0.5733195725,-1.525707863,0.547526127,0.12060501250000001
oxyR__wt_glc__1,2.6692427792,-0.8089780310000001,1.432494808,-1.1792619845
oxyR__wt_glc__2,2.144399798,-0.6878140150000001,1.6160196720000002,-1.2122088055
oxyR__wt_h2o2__1,2.4856030639,-0.770999387,1.364216858,-1.2092205445
oxyR__wt_h2o2__2,0.7227680933,-0.5165665970000001,1.4891548060000002,-0.7819696075
oxyR__glu_ale4__1,0.6695726313,-0.49981868,2.072093641,-0.41918834250000003
oxyR__glu_ale4__2,1.0407232848,-1.053543247,1.8609936280000001,-0.4418706255
oxyR__glu_ale4_h2o2__1,0.8836170499,-0.876172555,1.770250845,-0.3740276255
oxyR__glu_ale4_h2o2__2,0.8703467449000001,-1.004410894,1.565965524,-0.3782253115
oxyR__oxyR_ale17__1,1.6469168781999999,-0.9421467330000001,1.725222956,-0.7739573245
oxyR__oxyR_ale17__2,1.8011029309,-1.093086918,1.669787421,-0.8888965105000001
oxyR__oxyR_ale17_h2o2__1,1.731179363,-0.979628476,1.7720609330000001,-0.9141537815
oxyR__oxyR_ale17_h2o2__2,1.1209095873,-0.589808277,1.924369826,-1.1604518145
oxyR__oxyR_ale18__1,4.1273181492,-1.166562635,1.4516377660000002,-1.5072900635000002
oxyR__oxyR_ale18__2,2.7294059203,-0.672576971,1.658874224,-1.4919827405000001
oxyR__oxyR_ale18_h2o2__1,2.5224669283,-1.09189336,1.8524945210000001,-0.9541385955
oxyR__oxyR_ale18_h2o2__2,2.6434975242,-1.139352826,1.9101958520000002,-1.0521794555
oxyR__oxyR_ale19__1,3.3042437048,-1.045196496,1.519235759,-1.6118221615000001
oxyR__oxyR_ale19__2,4.0607569178,-0.7250733540000001,1.7421864930000002,-1.4187666805
oxyR__oxyR_ale19_h2o2__1,3.077592876,-0.735836771,1.190685442,-1.5853093894999999
oxyR__oxyR_ale19_h2o2__2,2.8588506922,-0.803938064,1.3427433020000001,-1.4801573155
oxyR__oxyR_ale20__1,2.9633685858,-1.402755684,1.61096266,-1.0670861065
oxyR__oxyR_ale20__2,2.8769900706,-1.428067927,1.6677681199999999,-0.9915333705
oxyR__oxyR_ale20_h2o2__1,2.5744821942,-1.098697508,1.8500298270000002,-0.9357440225
oxyR__oxyR_ale20_h2o2__2,2.37882814,-1.1274932340000001,1.7300363600000002,-0.8875884925
svns_pgi__BmePgi24_15__1,1.1740854562,-0.5360552860000001,1.435887622,-0.3760668075
svns_pgi__BmePgi24_15__2,0.7792429561,-0.536045576,1.241399774,-0.38049006350000003
svns_pgi__BmePgi24_26__1,1.3489927798,-0.524884001,1.395275668,-0.9001993245000001
svns_pgi__BmePgi24_26__2,1.3582885824,-0.48640995000000004,1.201917583,-0.7239035175
svns_pgi__BmePgi24_41__1,0.7602022898,-0.446965349,1.727276392,0.0858218905
svns_pgi__BmePgi24_41__2,1.5638291554000001,-0.467055863,1.119682835,-0.7092105915
svns_pgi__BmePgi24_52__1,1.4403358715,-0.494457847,1.452565503,-0.6891163765
svns_pgi__BmePgi24_52__2,1.3298594703,-0.541468839,1.063404242,-0.7073035485
svns_pgi__PaePgi2_34__1,0.8797753184,-0.355877681,1.726057005,0.14320868650000002
svns_pgi__PaePgi2_34__2,0.7971804515,-0.371652078,1.558923467,0.056953975500000004
svns_pgi__PaePgi2_63__1,1.6671296756,-0.330622578,1.630303802,-0.1039783605
svns_pgi__PaePgi2_63__2,1.6214655138,-0.390185284,1.633557802,-0.22807424850000002
svns_pgi__PaePgi24_54__1,2.3097880547000003,-0.8311115560000001,1.818059607,-0.10879174350000001
svns_pgi__PaePgi24_54__2,2.8748460294,-0.8662979580000001,1.717779785,-0.1511696985
svns_pgi__PaePgi24_90__1,2.3620829102,-0.770292729,1.829622974,-0.3593032335
svns_pgi__PaePgi24_90__2,2.4843784446,-0.7893792930000001,1.873952609,-0.42999641250000004
abx_media__m9_ctrl__1,0.6598885187,-0.893828944,-0.7609860900000001,-1.2446789615
abx_media__m9_ctrl__2,0.16140994250000001,-0.8991160770000001,-0.965028823,-1.3104621935
abx_media__rpmi_ctrl__1,8.1764138063,-1.5575180670000002,0.66299448,-0.6316149025000001
abx_media__rpmi_ctrl__2,8.7023537731,-1.58392193,0.434559697,-0.3341771625
abx_media__camhb_ctrl__1,4.3861552072,-1.179529736,-0.09276045100000001,-2.6131021825
abx_media__camhb_ctrl__2,5.875249815,-1.261389653,-0.149437402,-2.5333668405000003
abx_media__m9_mero__1,-0.0452274841,-0.9119070650000001,-0.6197646950000001,-2.3783633935
abx_media__m9_mero__2,1.1554818812,-1.133278434,-0.9018561740000001,-1.9206515735
abx_media__rpmi_mero__1,6.7372146426,-1.653565839,-0.06814183700000001,-1.4034768095
abx_media__rpmi_mero__2,6.9446393274,-1.832894068,0.29055442200000003,-1.0727006215000001
abx_media__camhb_mero__1,2.9312550287,-1.464487794,-0.8913583540000001,-2.9774129215
abx_media__camhb_mero__2,3.3563692044,-1.4166246660000001,-0.85098932,-3.0560450505
abx_media__m9_trisulf__1,0.1565308974,-0.46760251500000005,-0.9459863550000001,-1.8272529995
abx_media__m9_trisulf__2,-0.2398149762,-0.569228457,-0.7744094370000001,-1.6281453685
abx_media__rpmi_trisulf__1,2.1941511544,-0.7884398340000001,0.027352818,-1.6446397755
abx_media__rpmi_trisulf__2,2.5381018299,-0.754359556,-0.199440882,-1.6024175795
abx_media__camhb_trisulf__1,1.3566301983,-0.686895557,-0.462934934,-2.2186303355
abx_media__camhb_trisulf__2,1.4680929114,-0.741423825,-0.574144011,-2.2708530125
abx_media__m9_cef__1,0.8364823922,-0.60199696,-0.523601184,-1.5982843585
abx_media__m9_cef__2,0.4964476653,-0.801525192,-0.5553095180000001,-1.5207189815
abx_media__rpmi_cef__1,3.7947503495,-0.830792595,-0.303301303,-2.0186258885
abx_media__rpmi_cef__2,3.4516339919,-0.741680714,-0.32403848900000004,-1.8782758075000001
abx_media__camhb_cef__1,2.5004821423,-1.081759613,-0.26523876500000004,-2.2702762055
abx_media__camhb_cef__2,2.1913642014,-1.061934583,-0.31225741100000004,-2.4516748775
abx_media__m9_cipro__1,0.2911885392,-0.775849203,-1.319375252,-1.3917499185
abx_media__m9_cipro__2,0.32630637830000003,-0.853964598,-1.32995547,-1.6073914875000002
abx_media__rpmi_cipro__1,5.0780564454,-1.010053522,-0.466443421,-1.6759964105
abx_media__rpmi_cipro__2,3.4023670005,-0.9865308030000001,-0.28602233800000004,-1.9203096015
abx_media__camhb_cipro__1,2.5291059411,-0.659868235,-0.6219775150000001,-2.2605209705
abx_media__camhb_cipro__2,2.5671136724,-0.729364565,-0.8620574750000001,-2.1954210295
hot_tale__42c_ale3_30c__1,2.6213056338,-0.31695025400000004,-0.723835278,-0.6455651495
hot_tale__42c_ale3_30c__2,2.8160702823,-0.340003802,-0.9418954370000001,-0.6768525995
hot_tale__42c_ale3_37c__1,3.0236366893,-0.375398277,0.231451066,-0.5762783755
hot_tale__42c_ale3_37c__2,2.8543493045,-0.34373242200000004,-0.030281933,-0.6036873375
hot_tale__42c_ale3_44c__1,1.2375972009,-0.629555328,0.6904906710000001,0.39378304550000004
hot_tale__42c_ale3_44c__2,1.707762315,-0.7233255390000001,0.8638603090000001,0.4017930665
hot_tale__hot_ale3_mid_30c__1,2.1914347297,-0.41708877800000005,-0.8076961330000001,-0.5350687825
hot_tale__hot_ale3_mid_30c__2,2.941773647,-0.416571966,-0.189440366,-0.4399935325
hot_tale__hot_ale3_mid_37c__1,2.9475822766,-0.35677252800000003,-0.266703152,-0.7768702585
hot_tale__hot_ale3_mid_37c__2,3.4111236884,-0.5292693580000001,0.089560158,-0.7295481665
hot_tale__hot_ale3_mid_44c__1,5.7506907965,-1.1714352350000001,2.344127604,-1.3677582405
hot_tale__hot_ale3_mid_44c__2,4.6976852093,-1.201384863,1.957061476,-0.6799400215
hot_tale__hot_ale3_30c__1,2.6932707899,-0.6191741980000001,-0.695403041,-0.7456317545000001
hot_tale__hot_ale3_30c__2,2.7663665148,-0.571577828,-0.393027609,-0.6637240275
hot_tale__hot_ale3_37c__1,2.5781074262,-0.722721968,0.040590041,-0.8143446075
hot_tale__hot_ale3_37c__2,3.0179382208,-0.68571509,0.260568996,-0.7327369645
hot_tale__hot_ale3_44c__1,4.1303472993,-1.597203914,1.608266268,-0.8433266235
hot_tale__hot_ale3_44c__2,2.3069863481,-1.099440647,1.185125789,-0.7923595355
hot_tale__hot_ale4_30c__1,3.2435893005,-0.510796904,-1.236601346,-0.7568600765
hot_tale__hot_ale4_30c__2,3.0652800302,-0.444346291,-0.82651279,-0.6745658195
hot_tale__hot_ale4_37c__1,2.7524387041000002,-0.445443578,0.186322918,-0.4799404205
hot_tale__hot_ale4_37c__2,2.4759503321,-0.33888177,0.34872612000000003,-0.4385081025
hot_tale__hot_ale4_44c__1,2.0005868636,-0.36460928,1.222379676,-0.08856976650000001
hot_tale__hot_ale4_44c__2,2.1561130724,-0.5246024060000001,1.5156101149999999,-0.12219313550000001
hot_tale__hot_ale8_30c__1,3.2174133317,-0.6861498490000001,-1.03016384,-0.47335504850000004
hot_tale__hot_ale8_30c__2,3.0292676621,-0.6402435630000001,-0.7815340780000001,-0.41035295650000003
hot_tale__hot_ale8_37c__1,2.7487370032,-0.5045901850000001,0.415071206,-0.3083690125
hot_tale__hot_ale8_37c__2,2.9664319114,-0.512467405,0.24900191400000002,-0.31723146550000003
hot_tale__hot_ale8_44c__1,2.0810400106,-0.325212596,1.1015868580000001,0.4310402935
hot_tale__hot_ale8_44c__2,2.5136455086,-0.332838362,1.288350372,0.2820975975
hot_tale__hot_ale9_mid_30c__1,2.8467527609000003,-0.6325393610000001,-0.433994561,-0.3300921685
hot_tale__hot_ale9_mid_30c__2,2.4685921669,-0.553225578,-0.545455032,-0.24252976950000002
hot_tale__hot_ale9_30c__1,2.8861739509,-0.497033549,-0.676856126,-0.8644760725
hot_tale__hot_ale9_30c__2,2.8056830456,-0.42973484100000003,-0.442760969,-0.7912126085000001
hot_tale__hot_ale9_mid_37c__1,2.5830552081,-0.5066094210000001,0.10900546600000001,-0.4892257485
hot_tale__hot_ale9_mid_37c__2,2.7238146234,-0.476166085,0.071929723,-0.4169995815
hot_tale__hot_ale9_37c__1,2.6473048248,-0.54083384,0.162737021,-0.6802163475
hot_tale__hot_ale9_37c__2,2.7281651256,-0.542365552,0.298177662,-0.6042122615000001
hot_tale__hot_ale9_mid_44c__1,1.6306185796000001,-0.446139218,1.005902581,-0.2540971175
hot_tale__hot_ale9_mid_44c__2,1.0402676018,-0.6800252410000001,1.124805774,0.1077505785
hot_tale__hot_ale9_44c__1,1.2784419746,-0.6060665230000001,1.125731459,-0.20135758250000002
hot_tale__hot_ale9_44c__2,1.8714280064,-0.6258130630000001,1.270864695,-0.2117078195
hot_tale__hot_ale10_30c__1,3.2097625233000002,-0.5646101130000001,-0.453571186,-0.8579470845
hot_tale__hot_ale10_30c__2,3.2178968112,-0.5686878670000001,-0.43377262600000005,-0.8320020885
hot_tale__hot_ale10_37c__1,3.322781607,-0.651898806,0.095596103,-0.9100796795
hot_tale__hot_ale10_37c__2,3.1282166806,-0.6178540090000001,0.232531005,-0.8913156855000001
hot_tale__hot_ale10_44c__1,4.8411705099999995,-1.029492911,1.769280097,-0.5701095055000001
hot_tale__hot_ale10_44c__2,4.0208982162,-0.68996751,1.456336924,-0.5118017245
hot_tale__hot_ale16_30c__1,2.762948902,-0.683328931,-0.581539098,-0.6838693685
hot_tale__hot_ale16_30c__2,2.9040267077,-0.47066650200000004,-0.842481719,-0.5485812645
hot_tale__hot_ale16_37c__1,3.8004407879,-0.720102758,0.5122986850000001,-1.0055411605
hot_tale__hot_ale16_37c__2,3.4395475662,-0.757716979,0.481414404,-0.9989605035
hot_tale__hot_ale16_44c__1,2.7974414925,-0.613270037,1.925064482,-0.7385856815
hot_tale__hot_ale16_44c__2,3.0663692569,-0.634533915,1.8140894310000002,-0.4397113315
pdhr_ale__pdhR-13_51__1,2.2710220616,-1.473940054,1.4630707040000002,-0.8010420485
pdhr_ale__pdhR-13_51__2,2.8401574326,-1.567203776,1.484456585,-0.7811465095
pdhr_ale__pdhR-14_46__1,0.9160612626,-1.124824807,1.392362299,-0.3802087295
pdhr_ale__pdhR-14_46__2,1.007242983,-1.181267665,1.382984507,-0.3273251775
pdhr_ale__pdhR-15_51__1,3.0652110991,-1.3757046910000001,1.667964631,-0.9761005145
pdhr_ale__pdhR-15_51__2,3.2076511053,-1.376913207,1.823521318,-0.7803540805
pdhr_ale__pdhR-16_49__1,1.868729642,-1.441781878,1.7122421600000002,-0.5638357965
pdhr_ale__pdhR-16_49__2,1.7725655454,-1.43565696,1.604493224,-0.5128694395
tcs__del_atoC_LiAcet__1,1.6366311954000001,-1.529352188,0.08088165500000001,-0.5654890545
tcs__del_atoC_LiAcet__2,1.0904455343,-1.4608699120000002,0.08869529400000001,-0.4132689665
tcs__del_atoC_LiCl__1,1.0665290245,-1.573940725,0.326662178,-0.3804213775
tcs__del_atoC_LiCl__2,0.8073528583,-1.587397541,0.17252443,-0.1910178925
tcs__del_atoC_m9__1,1.1043360635,-1.610960337,0.468588969,-0.4846049565
tcs__del_atoC_m9__2,1.059226417,-1.537168137,0.39478226,-0.4006434665
tcs__del_baeR_etoh__1,-4.16346892,-0.7947728310000001,0.623438579,-1.4537137615
tcs__del_baeR_etoh__2,-4.820532915,-0.711595816,0.6830952490000001,-1.1451116345
tcs__del_baeR_lb__1,-0.4950853188,-1.959879614,0.396949684,-0.3820145015
tcs__del_baeR_lb__2,-0.6011131980000001,-1.992148699,0.43369505300000005,-0.3027732245
tcs__del_btsR_01xlb__1,1.762596714,-0.9138769640000001,-0.44777178,-1.5646758445
tcs__del_btsR_01xlb__2,1.616092798,-0.8770422170000001,-0.38336078500000004,-1.6569003935
tcs__del_btsR_lb__1,6.6246343372,-1.8100021380000002,0.746366379,0.2682209975
tcs__del_btsR_lb__2,6.721265874,-1.911786533,0.657510684,0.5264552055
tcs__del_btsR_pyruvate__1,1.3261184779000001,-0.7551962090000001,-0.5336693210000001,-1.4637153035
tcs__del_btsR_pyruvate__2,1.5808124277,-0.8057040050000001,-0.265974384,-1.4390991645
tcs__del_cpxR_etoh__1,-5.9790147188,-1.272700713,0.7135416210000001,-1.1978485065
tcs__del_cpxR_etoh__2,-5.713576679,-1.285143709,0.9184691770000001,-1.0672774624999999
tcs__del_cpxR_lb__1,-0.8028608132,-1.767592873,0.327563035,-0.5703100065
tcs__del_cpxR_lb__2,-0.791005896,-1.663140319,0.401888159,-0.2487453895
tcs__del_cusR_CuSO4__1,0.1780207885,-1.092642111,1.3157551,-0.3636793205
tcs__del_cusR_CuSO4__2,-0.3585383212,-1.03221939,1.140445517,-0.1807132055
tcs__del_cusR_lb__1,0.2285801433,-1.824259277,-0.119143203,-0.4904922565
tcs__del_cusR_lb__2,0.679877359,-1.824737212,-0.07375017,-0.5804042375
tcs__del_kdpE_01-kcl__1,1.021339104,-0.49775268800000005,-0.021203353,-0.46113588050000004
tcs__del_kdpE_01-kcl__2,0.6007510516,-0.48845080900000004,-0.085484142,-0.4103342555
tcs__del_kdpE_115-kcl__1,0.6585727462000001,-0.629519641,-1.376328893,-0.6257547715
tcs__del_kdpE_115-kcl__2,0.8656912202,-0.510347726,-1.205690045,-0.4813081515
tcs__del_phoB_m9__1,0.6462437521000001,-1.330013863,0.424536067,-0.5446831015
tcs__del_phoB_m9__2,0.8573877268000001,-1.340629176,0.278584788,-0.5484098885
tcs__del_phoB_m9p__1,1.9327736355,-2.154292839,1.1557208700000001,-2.4385274455
tcs__del_phoB_m9p__2,1.7039392247,-2.186921256,1.2231929670000001,-2.4518684995
tcs__del_rcsB_etoh__1,-4.9917869638,-0.363607589,1.31933505,-1.5638156054999999
tcs__del_rcsB_etoh__2,-4.4091424748,-0.26936122900000004,1.241423175,-1.6198489715000002
tcs__del_rcsB_lb__1,1.4629255121,-1.5861596310000001,0.9353603680000001,-0.4140866385
tcs__del_rcsB_lb__2,1.893777079,-1.554112041,0.9602966970000001,-0.3156676095
tcs__del_zraR_lb__1,3.8146533739,-0.982470728,0.632904094,-1.1970788515
tcs__del_zraR_lb__2,3.3381383941,-0.9951957260000001,0.566586809,-1.2487042325
tcs__del_zraR_zncl2__1,0.8954369729,-1.358499992,0.43921934100000004,-0.4872285585
tcs__del_zraR_zncl2__2,0.5826027811,-1.388633639,0.47042804600000004,-0.43775212750000003
tcs__wt_01-kcl__1,0.9120451445000001,-0.989835321,-0.691352466,-0.1159621485
tcs__wt_01-kcl__2,1.2173789717,-1.046526627,-0.378910809,-0.3606601305
tcs__wt_01xlb__1,1.5198537330000002,-0.627626621,-0.202153728,-1.2507584405
tcs__wt_01xlb__2,1.6025493575,-0.594704153,-0.38526149600000004,-1.3054678685
tcs__wt_115-kcl__1,0.6863182397,-0.6038745640000001,-1.335505036,-0.6241446925
tcs__wt_115-kcl__2,0.7619290035,-0.619591071,-1.477186354,-0.7729185295000001
tcs__wt_CuSO4__1,-0.5064602538,-0.9148683420000001,0.7792561280000001,-1.0277409525
tcs__wt_CuSO4__2,-0.5924387251000001,-0.9852227830000001,0.61846687,-0.8030274405000001
tcs__wt_etoh__1,-5.2757319219,-0.49219957300000006,1.6451375,-0.7731925865
tcs__wt_etoh__2,-5.3809825909,-0.5109897880000001,1.6321730630000002,-0.6362122115000001
tcs__wt_lb__1,0.6042644028,-1.3424401160000001,1.7173398149999999,-0.5131804205
tcs__wt_lb__2,0.3234712518,-1.381257632,1.580376023,-0.4637121335
tcs__wt_LiAcet__1,1.1382997807,-1.647171522,-0.125625748,-0.3308512255
tcs__wt_LiAcet__2,1.7533188427000002,-1.672436319,0.146829963,-0.5648129185
tcs__wt_LiCl__1,0.9548165871000001,-1.592588379,0.186662291,-0.4023529275
tcs__wt_LiCl__2,1.1571452055,-1.618416323,0.375327805,-0.6673889215000001
tcs__wt_m9p__1,1.5467756964000001,-1.822635071,0.94167719,-1.9433092615
tcs__wt_m9p__2,1.8007319065,-1.744095974,0.967405441,-1.9217833885000002
tcs__wt_pyr__1,1.8003550532,-0.5684677490000001,-0.343837363,-1.2674985455
tcs__wt_pyr__2,1.5966492717,-0.546228793,-0.41170347,-1.2846637914999999
tcs__wt_zncl2__1,1.2029199666000001,-1.034137505,0.509402793,-0.8197582785
tcs__wt_zncl2__2,1.0848536594,-1.030251514,0.377313051,-0.9198018515
ros_tale__1_112_0pq__1,1.0505894225,-0.004000038,-1.671004493,-2.2131058125
ros_tale__1_112_0pq__2,1.114974633,-0.298286875,-1.756724384,-2.1104281645
ros_tale__1_112_250pq__1,1.5273370451,-0.390843082,-0.760685127,-1.5516010224999999
ros_tale__1_112_250pq__2,0.7711626580000001,-0.357732802,-1.093481261,-1.6620210775
ros_tale__1_112_750pq__1,1.75230899,-0.113309328,-1.006939211,-1.6107359365
ros_tale__1_112_750pq__2,1.5496762705,-0.344769418,-0.728125786,-1.8849882574999999
ros_tale__1_112_750pq__3,2.5195776269,-0.24647739000000002,-1.196004696,-2.1288456345
ros_tale__3_76_0pq__1,0.3637968252,0.529609298,0.148874569,-0.8554140595
ros_tale__3_76_0pq__2,0.5718699009,0.48756842800000005,0.09972493800000001,-1.0307259295
ros_tale__3_76_0pq__3,0.9097375946,0.392257358,0.5592668230000001,-1.0543742515
ros_tale__3_76_0pq__4,1.0048736966,0.350241148,0.47280730600000004,-0.9881753885000001
ros_tale__3_76_250pq__1,0.5278427543,0.9029290280000001,-0.786256005,-2.0783476535
ros_tale__3_76_250pq__2,3.7356457904,0.609610548,-0.45289277200000005,-2.0746081035
ros_tale__3_76_750pq__1,1.1953939479,0.641891428,-0.522439691,-2.1275063915
ros_tale__3_76_750pq__2,4.6011149909,0.6362542680000001,-0.806993205,-2.3579970185
ros_tale__7_103_0pq__1,0.7915113871,-0.069928169,-0.5874531550000001,-1.8370052495
ros_tale__7_103_0pq__2,0.8252391969,-0.356938888,-0.261531471,-1.7173618165
ros_tale__7_103_0pq__3,1.0076281408,-0.20300362200000002,-0.594706551,-1.7870395075
ros_tale__7_103_0pq__4,0.8846585735,-0.56719329,-0.269116583,-1.6567116115
ros_tale__7_103_250pq__1,1.7825225921999999,0.176819585,-1.773628338,-2.4111822805
ros_tale__7_103_250pq__2,1.4150365801,-0.014051734000000001,-1.985994303,-2.2699596575
ros_tale__7_103_750pq__1,1.1200806902,0.16454690600000002,-1.973977349,-2.3179693285000003
ros_tale__7_103_750pq__2,1.8698181928,0.04942089,-1.786993941,-2.0950462525
ros_tale__9_77_0pq__1,0.2400323152,1.140941988,-0.32164411200000004,-2.3321637485
ros_tale__9_77_0pq__2,-0.06571542400000001,1.045733608,-0.21660716100000002,-2.4009682345
ros_tale__9_77_250pq__1,0.1813969547,1.687118618,-0.293617002,-2.9070275735
ros_tale__9_77_250pq__2,0.21791575870000002,1.924601218,-0.468685701,-2.7011237665000003
ros_tale__9_77_750pq__1,0.0276021156,1.2535135880000001,-0.5844309400000001,-2.5270212165
ros_tale__9_77_750pq__2,-0.0027290498,1.4200948580000001,-0.36072692300000003,-2.6169661445
ros_tale__11_83_0pq__1,-0.3735293121,-0.029437925,0.7493539920000001,-1.7465379135
ros_tale__11_83_0pq__2,-0.6715853035,0.023303834000000002,0.9435800860000001,-1.6270249325
ros_tale__11_83_250pq__1,0.1431960558,-0.12311351100000001,0.48144825,-1.8696774365
ros_tale__11_83_250pq__2,-0.31641587190000003,-0.25887170600000003,0.492367951,-1.8244539364999999
ros_tale__11_83_750pq__1,-0.6542101395000001,-0.12083388,0.306552146,-1.8934433285
ros_tale__11_83_750pq__2,-0.4869789299,-0.140030082,0.436675315,-1.7726852085
ros_tale__13_87_0pq__1,2.4964180604,-0.746910359,0.613426321,-2.2244668655
ros_tale__13_87_0pq__2,2.5356950184000002,-0.46070500500000006,0.596874757,-2.3924394715
ros_tale__13_87_250pq__1,2.0817022341,-0.561469801,0.555499211,-2.1940850795
ros_tale__13_87_250pq__2,1.1800303009,-0.629128047,0.28139532300000003,-1.8264850235
ros_tale__13_87_750pq__1,1.3388859556,-0.506875812,0.42652146700000004,-1.7433209995
ros_tale__13_87_750pq__2,1.6570672892,-0.46959708200000005,0.700414459,-2.1714816835
ros_tale__14_27_0pq__1,2.119238422,-0.021811511000000002,-0.027962002000000003,-2.0453695115
ros_tale__14_27_0pq__2,1.7162481495000002,0.12091694500000001,0.114962304,-2.2734699154999998
ros_tale__14_27_250pq__1,0.8030037064000001,0.583430698,-0.46159347300000003,-1.5536719335
ros_tale__14_27_250pq__2,1.2744437526999999,0.684444928,-0.41381142600000004,-1.5475424205000001
ros_tale__14_27_750pq__1,0.49214149900000004,2.044364118,-0.130862229,-0.7174491485000001
ros_tale__14_27_750pq__2,-0.18204638820000002,2.007240748,0.004959072,-0.9698444615
ros_tale__16_28_250pq__1,1.1784851628,-0.44488061100000004,0.328752653,-0.7243672665
ros_tale__16_28_250pq__2,1.2171103446,-0.566406158,0.418870469,-0.6857966615000001
ros_tale__16_32_0pq__1,-0.1140145441,-0.623195319,0.68404055,-1.4324124755
ros_tale__16_32_0pq__2,-0.4002159303,-0.482923786,0.6273619930000001,-1.6830125695
ros_tale__16_32_0pq__3,0.9922105677,-0.717700459,0.640750653,-0.8161099875000001
ros_tale__16_32_0pq__4,1.3839667887,-0.64186743,0.7333200080000001,-0.8836127895
ros_tale__16_32_250pq__1,1.9139438538,-0.679187866,0.519243255,-1.1952573895
ros_tale__16_32_250pq__2,2.0370205999,-0.6098498250000001,0.18776509400000002,-1.0507179025
