,A,Fnr,NarP,NarL
elyC__delelyC_21C__1,-0.4381777271,0.0098731567,-0.3765587408,-0.1654629797
elyC__delelyC_21C__2,-0.341056083,-0.1897870955,-0.311102696,-0.258966122
elyC__delelyC_21C__3,-0.1511856244,-0.0409235603,-0.3788739786,-0.20104031860000002
elyC__delelyC_37C__1,0.0985552388,-0.0254851513,0.26746768390000003,-0.0865105382
elyC__delelyC_37C__2,0.0089682589,0.0355440585,0.2956056328,0.07553486050000001
elyC__delelyC_37C__3,-0.1929948817,0.0057575253,0.4223045596,0.061852098800000005
evo_acid_w__F9_2__1,-2.9736549027,-7.3552758056,-0.1344019484,-0.0888399111
evo_acid_w__F11_1__1,5.8766134447,0.7139563072,1.8704860046,0.7065790823
evo_acid_w__F11_1__2,5.9024611743,0.9185294265,1.2585676727,0.7386335782
evo_acid_w__F11_1__3,1.8529956422,0.7798311562,1.4210610885000001,0.8138956489
evo_acid_w__wt__1,-0.4428899902,0.0845328856,0.4343523409,-0.0839775374
evo_acid_w__F11_2__1,1.8033115632999999,0.196271321,2.159065596,0.7062556104000001
evo_acid_w__B11_2__1,0.7065768403,-0.21254939720000002,1.4501015635,0.6953554794
evo_acid_w__F11_2__2,1.6179201641,0.45666608210000004,1.8606589863,1.6437094670999999
evo_acid_w__wt__2,1.4101587314000001,0.0023046192,1.0414799579,-0.043374079
evo_acid_w__B11_1__1,0.5613874143,0.030882746500000002,0.4118579717,0.3553058173
evo_acid_w__H9_1__1,4.5397304541,0.9365946801,-0.479922822,-0.3280518362
evo_acid_w__H9_2__1,3.3416284887,0.39447972600000003,1.0554273252,0.4331012071
evo_acid_w__B11_2__2,0.1076161672,-0.2747681118,1.3666384043,0.6206496690000001
evo_acid_w__wt__3,2.4102856482,0.1197434681,2.2017455388,-0.29263095580000004
evo_acid_w__H9_2__2,3.4736469147,0.4314267907,1.2060458719,0.5051565148
evo_acid_w__B11_2__3,-0.015648957300000002,-0.2345901954,1.540690969,0.6962143766000001
evo_acid_w__F11_2__3,1.4215434108,0.456708999,1.9729553553999999,1.6755633808
evo_acid_w__F9_2__2,-3.1573397031,-7.8525940196,-0.8518439793,0.1400424825
evo_acid_w__wt__4,0.4211198633,0.2973060844,-0.5677582922000001,0.6123452586
evo_acid_w__wt__5,-0.16472214370000002,0.3124097697,-0.3705456193,0.7063927401
evo_acid_w__wt__6,-1.6227691462,-0.1751172912,-0.9231565988,-0.4659502613
evo_acid_w__H9_1__2,4.4366923967,0.9036193136,-0.2842164529,-0.38384030410000003
evo_acid_w__F9_1__1,-1.6618887698,-7.5369515417,0.3603594959,-0.1033873485
evo_acid_w__F9_1__2,-1.8710951581000002,-7.0361766568,0.1681802355,-0.010538875100000001
evo_acid_w__B11_1__2,1.1850935533,-0.0131986588,1.5041161454,0.5218018408
evo_acid_w__H9_2__3,3.4628953153,0.1964461357,1.1560854842000001,0.6081714487000001
evo_acid_w__wt__7,0.29622116730000003,0.1707039968,-0.7069637105000001,0.0180629813
evo_acid_w__F9_1__3,-1.6743010701,-7.7499151628,0.1820430585,0.046942355500000005
evo_acid_w__F9_2__3,-2.9178758030000003,-7.0926670476,-0.4959411768,-0.0829499602
evo_acid_w__wt__8,-0.5370838252,-0.22741367480000002,-1.0391004758,-0.2819431939
evo_acid_w__B11_1__3,0.9580877464,-0.0619256138,1.2074997116,0.5324068082
evo_acid_w__wt__9,-1.7703203049,-0.5844698577,-0.0700531412,-0.16892495270000002
evo_bz__c3_1_bz__1,-2.1305961775,1.2617788521,-1.636535397,0.5762343186000001
evo_bz__c3_1_bz__2,1.0156402742,0.013602002200000001,-1.8972790812,1.2983206766
evo_bz__c3_1_bz__3,-0.6677667273,-0.011886655900000001,-1.1837751168,0.7465112118
evo_bz__c3_1_bz__4,-0.7163880008,0.0928465604,-1.4006546721,0.8942923287000001
evo_bz__g5_1_bz__1,-2.5148806727,1.4522089644,-1.0994469099,0.25686588790000003
evo_bz__g5_1_bz__2,-1.7129062164,1.4799556311,-0.7153965995,0.5486288687
evo_bz__g5_1_bz__3,-1.9606358998000002,1.2878835212,-0.3340174602,0.3260326055
evo_bz__g5_1_bz__4,0.1421418099,0.5038059594000001,-0.5475833447,0.7897283174
evo_bz__g5_1_bz__5,-1.1074826411,0.360903352,-0.6943970726,0.49558195120000004
evo_bz__g5_1_bz__6,-0.9324523521,0.5015165093,-0.36254436760000003,0.4566782632
evo_bz__w3110d13__1,-0.5716314671,-0.2848580515,-0.5125855479,0.1724557368
evo_bz__w3110d13__2,-0.3091210763,-0.061697307900000005,-0.2738784492,-0.030635029900000003
evo_bz__w3110d13__3,0.23505688900000002,0.1678169173,0.1632059475,-0.0722359716
evo_bz__w3110d13__4,0.0191469485,-0.3500729039,-0.0999277088,0.0013491506000000001
evo_bz__w3110d13__5,0.14630475910000001,0.2581440398,0.38275978590000004,-0.26139924600000003
evo_bz__w3110d13__6,0.480243947,0.2706673062,0.3404259725,0.19046536020000002
evo_bz__w3110d13_bz__1,-4.0299330727,0.4075951256,-1.4657015157,0.7234735221
evo_bz__w3110d13_bz__2,-4.2287243067,0.4723477928,-2.0010544501,0.8461263958
evo_bz__w3110d13_bz__3,-1.5300137034999999,0.0966315491,-1.3832379776,0.9141561881
evo_bz__w3110d13_bz__4,-3.8800335122,0.4559032226,-1.532095044,0.664258193
evo_bz__c3_1_bz__5,-2.3602707164,1.3849591353,-1.8024552306000001,0.7452993698
evo_bz__c3_1_bz__6,-2.1032428713,1.4019401177,-1.9927816739000002,0.5785401985
evo_bz__g5_2_bz__1,0.0591371584,0.032233089300000003,-1.007265906,0.4802957195
evo_bz__g5_2_bz__2,0.6118842049000001,-0.0453090219,-0.5476771832,0.49381386400000005
evo_bz__g5_2_bz__3,1.2154700410000001,0.0014162464,-0.7514221903,0.5898432175
evo_bz__g5_2_bz__4,-2.0033496466,0.2852736966,-1.7137459561,0.9554701996
evo_bz__g5_2_bz__5,-2.1709547753,0.2818975743,-1.6212636189,0.7713469477
evo_bz__g5_2_bz__6,-2.4549358507,0.9043918405,-1.4145132440000001,0.657317507
evo_bz__w3110d13_bz__5,-1.3691863392,0.2892210988,-1.3674921518,0.8135768659
evo_bz__w3110d13_bz__6,-1.3902413071,0.2841031,-1.4677593481,0.8840772914
evo_bz__a1_1_bz__1,-3.5874202406,-0.4692650607,-2.0805516963,0.2345764287
evo_bz__a1_1_bz__2,-1.1214604042,0.359532976,-1.0165328679,0.6899307175
evo_bz__a1_1_bz__3,2.1309000041,1.0300605526,0.4137341713,0.4485482959
evo_bz__a1_1_bz__4,-1.6724380965,0.06453909170000001,-0.228545607,0.478671245
evo_bz__a1_1_bz__5,2.0216719795,1.0883072748,0.7617366428,0.1767654194
evo_bz__a1_1_bz__6,2.1846416625,0.9656259972000001,0.5905102694000001,0.4141056352
evo_metab__wt__1,-0.8481061349000001,0.1288576417,-0.022696146400000002,0.3706986647
evo_metab__del_zwf__1,-1.3339646905,-0.0383819357,-0.197169858,0.39092617890000003
evo_metab__zwf_ale1__1,-1.4313764218,0.1318576497,0.1097569092,0.5842403459000001
evo_metab__zwf_ale2__1,-1.0785236822,0.019056687000000003,0.037858136800000004,0.5959497501000001
evo_metab__del_ppk__1,-0.4252412889,-0.0419896674,-0.7772977034,-0.8026795525
evo_metab__ppk_ale1__1,-0.40489410470000003,0.23862317660000001,-0.5276708831,-1.1079643948
evo_metab__ppk_ale2__1,-0.4740464237,0.1611058857,0.35358751250000003,0.7774519143
evo_metab__ppk_ale3__1,-1.2464873496,0.4581252995,0.4980028863,0.3939165264
evo_metab__del_dapF__1,-0.45288814660000004,0.3172238424,-0.1618089996,0.243656734
evo_metab__dapF_ale1__1,-0.7061462380000001,0.1383090976,0.022543798900000002,0.5492736877000001
evo_metab__dapF_ale3__1,-0.7584015604000001,-0.3716839181,-0.7717061212,-0.7256898118
evo_metab__del_entC__1,-1.0023611113,-0.2415756215,-0.6368249217,-0.1402465632
evo_metab__entC_ale1__1,-0.1431077115,-0.15906388330000001,-0.9245576052000001,-0.3618465671
evo_metab__entC_ale2__1,-1.2305302839,0.007812727200000001,0.1568959154,0.6184222671
evo_metab__del_dgk__1,0.4670671919,-0.12566082550000002,-0.6383199969000001,-0.6088164535
evo_metab__dgk_ale1__1,-0.4904443419,0.0504878854,-0.6980053877,-0.4372946351
evo_metab__dgk_ale2__1,-2.3723021125,0.5392612067,-0.7518052764,0.21005723110000002
evo_metab__dgk_ale3__1,-0.8885517022,-0.1771450645,-0.6385251476,0.3298116539
evo_metab__wt__2,0.3586634338,-0.0641102801,-0.3770133507,-0.147708369
evo_metab__del_zwf__2,0.7727316259,0.4335230942,0.5574255159,0.1776874777
evo_metab__zwf_ale1__2,0.37751035660000004,-0.1511554798,0.0023126014,-0.6758762535
evo_metab__zwf_ale2__2,-0.0424440052,-0.0774772219,-0.3415925085,-0.3830104012
evo_metab__del_ppk__2,0.9944368621,-0.1502114202,-0.48444085080000004,-0.6258374279000001
evo_metab__ppk_ale1__2,-0.0773388545,0.1315080696,-0.19891322050000002,-0.8211100075000001
evo_metab__ppk_ale2__2,0.5167732431000001,-0.0719380109,-0.4049088349,-1.323253442
evo_metab__ppk_ale3__2,0.9497399211,0.12563758,-0.8527262456,-0.9410560172
evo_metab__del_dapF__2,2.1342972794,0.9592729955,-0.0481223942,0.0507837041
evo_metab__dapF_ale1__2,3.9211115355,0.8334966567000001,0.10384389840000001,-0.36151505040000004
evo_metab__dapF_ale3__2,2.5949283527,1.0963381317,0.0738779786,0.015682493000000002
evo_metab__del_entC__2,1.3289934305,-0.09922067500000001,-0.26137277670000003,-0.8430240657
evo_metab__entC_ale1__2,1.1778878724,-0.1683037611,-0.1833071832,-0.7095500967
evo_metab__entC_ale2__2,0.5654334164,0.12045115120000001,-0.44253011280000004,-0.9011111180000001
evo_metab__entC_ale3__1,0.47004429150000004,-0.10618114270000001,-0.446762853,-0.9978276163
evo_metab__del_dgk__2,0.5403060997,-0.4606796238,-0.6754981247,-0.5477391271000001
evo_metab__dgk_ale1__2,1.4221701562,-0.2463820843,-0.07145826150000001,-0.3795001022
evo_metab__dgk_ale2__2,-0.27590107010000003,0.3616560525,-0.4823670472,-0.8229495654000001
evo_metab__dgk_ale3__2,0.3508775127,-1.0284903831,-0.43409591340000003,-0.49900804390000003
evo_metab__wt__3,0.48944270110000004,-0.0647473615,0.39970949710000003,-0.2229902957
evo_metab__del_zwf__3,1.5386664307,-0.0761053958,-0.17887231280000002,-1.050438918
evo_metab__zwf_ale1__3,0.5688489643,-0.09697300660000001,0.010444783800000001,-0.9253455741000001
evo_metab__zwf_ale2__3,1.1854753773,-0.2615945059,-0.4122120703,-1.143631335
evo_metab__del_ppk__3,0.47381865640000004,-0.162388314,0.022754137600000002,-0.6899662739
evo_metab__ppk_ale1__3,0.29421511310000004,0.06995235600000001,-0.3917278658,-0.431709809
evo_metab__ppk_ale2__3,0.46522083340000003,0.16927389210000002,-0.1225056204,-0.8646589433
evo_metab__ppk_ale3__3,0.47978168720000003,-0.21989089520000002,-0.3997059032,-0.45853898340000004
evo_metab__del_dapF__3,2.6847796913,0.8976741623000001,0.0834395968,-0.2640806834
evo_metab__dapF_ale1__3,3.5008747467,0.7015805322,0.3608213022,-0.5786324041
evo_metab__dapF_ale3__3,2.7032768098,0.8552512050000001,0.3834445456,-0.680639905
evo_metab__del_entC__3,1.0960173883,-0.3455777802,-0.45927943400000004,-0.9313440660000001
evo_metab__entC_ale1__3,1.0215406704,-0.3496650475,-0.198315561,-0.8045448596
evo_metab__entC_ale2__3,0.835303436,-0.3209950742,-0.3073502466,-0.9736267228000001
evo_metab__entC_ale3__2,0.7968915145000001,0.10337487640000001,-0.4179557645,-1.7514730810999999
evo_metab__del_dgk__3,0.9483925228000001,-0.1810282464,-0.8890720193,-0.9426322646
evo_metab__dgk_ale1__3,1.4473283636,-0.1042635281,-0.6502022962,-0.9324803580000001
evo_metab__dgk_ale2__3,0.43413633890000003,0.17177478340000002,-1.1263124784,-1.1485021186
evo_metab__dgk_ale3__3,1.1437523798,-0.3989806461,-0.7791888210000001,-0.5130261229
flag_reg__wt__1,-0.1045339286,0.0,0.19980019170000002,0.027978306
flag_reg__del_fliA__1,-0.4890963808,0.1430180401,0.07267635900000001,-0.28426126290000003
flag_reg__del_flhC__1,0.1266558284,0.0,-0.3433674795,-0.40835610370000003
flag_reg__del_flhD__1,-0.5389662965,0.0,-0.8564162667,-0.18742537580000002
flag_reg__wt__2,0.1045339286,0.0,-0.19980019170000002,-0.027978306
flag_reg__del_fliA__2,-0.1162696867,0.1810243454,0.0701416252,-0.12312843670000001
flag_reg__del_flhC__2,-0.9970491131,0.0,0.30835879850000003,-0.2665569219
flag_reg__del_flhD__2,-0.5603551199,0.3016847958,0.0877401889,-0.3419932559
flgM__27C__1,0.6118774977,-0.5190136381,-0.1796496621,0.4951291902
flgM__27C__2,0.5663894315,-0.3222420219,-0.168072726,0.5282612775000001
flgM__27C__3,0.7035106447,-0.4530709885,-0.0347154799,0.5388327452
flgM__32C__1,-0.3342747753,-0.2782649171,-0.17133669340000002,0.0733341685
flgM__32C__2,0.6412611542000001,-0.2806686959,0.0541334511,0.23331332970000002
flgM__32C__3,0.7278145985000001,-0.4037237883,0.0559414447,0.2936524889
flgM__37C__1,0.16550938240000002,-0.0037651177,0.0844621906,0.0053444871
flgM__37C__2,-0.026646324000000002,-0.0090358951,-0.082302913,-0.0380483048
flgM__37C__3,-0.13886305840000002,0.0128010128,-0.0021592776,0.0327038177
flgM__42C__1,-0.4665092903,-0.093188196,0.0238383271,-0.1505166587
flgM__42C__2,-0.5182544514,-0.0238553789,0.0554037542,-0.1406825428
flgM__42C__3,-0.9728555134,-0.0313487078,0.33822658240000003,0.19901135550000001
histone__untreated__1,0.0547889552,0.0095465275,-0.2806123235,-0.0307052643
histone__untreated__2,0.2917496277,0.0232059397,0.048528958500000004,-0.29837836030000003
histone__untreated__3,-0.3465385829,-0.032752467300000004,0.232083365,0.3290836246
histone__10ug_H2A__1,0.0793814083,-0.15256787230000002,0.31486008600000004,0.1228972319
histone__10ug_H2A__2,0.2445151079,-0.12441594560000001,0.27084092530000003,-0.1692551499
histone__10ug_H2A__3,-0.3746830819,-0.10435943240000001,0.3590626414,0.3676494218
histone__50ug_H2A__1,-0.0472811573,-0.4254753164,0.4329661447,0.3538193458
histone__50ug_H2A__2,0.2296036525,-0.3196076483,0.6052419305,0.41197237610000004
histone__50ug_H2A__3,0.3789188324,-0.3156598178,0.5899694939,0.27205525880000003
histone__100ug_H2A__1,0.0794634349,-0.5449668212000001,0.4296274499,0.1546633298
histone__100ug_H2A__2,0.1753104838,-0.523218044,0.4769412975,0.181779925
histone__100ug_H2A__3,0.0652789923,-0.5631612565,0.6113668889,0.241015746
hns__del_hns_spike__1,-1.6887984763000001,-1.8529613086,-0.39397574090000004,0.1025900143
hns__del_hns_spike__2,3.2358745888,4.4171410107,-0.036025850400000003,0.0325783359
hns__del_hns__1,-1.8273907226000001,-1.9114182228,-0.2373554327,0.2102891741
hns__del_hns__2,3.7897444332,4.1511978614,-0.0268183548,0.1220451763
hns__wt_spike__1,-2.056471442,-1.9114182228,-0.3524756605,0.4081639314
hns__wt_spike__2,1.015970834,1.5058805974,0.2757242386,-0.4645212761
hns__wt__1,-1.8860792321000002,-1.8065297164,-0.49580533200000004,0.18506455360000001
hns__wt__2,1.8860792321000002,1.8065297164,0.49580533200000004,-0.18506455360000001
hns_stpA__evo100G4_delhns_delstpA__1,0.0666827994,-1.6696986845000001,-1.0936344842,-1.1222129359
hns_stpA__evo100G4_delhns_delstpA__2,0.2377753967,-1.4652493593,-1.2615444251,-1.0371567741
hns_stpA__evo100G12_delhns_delstpA__1,-0.007974996,-0.35889479760000004,-0.0404046418,-1.1150671133
hns_stpA__evo100G12_delhns_delstpA__2,-0.6921724039,-0.8014556473000001,-0.11821539730000001,-1.2359529551
hns_stpA__delhns_delstpA_delrpoS__1,-0.4664537788,-0.8388314320000001,-1.1955337236,-1.1514785621
hns_stpA__delhns_delstpA_delrpoS__2,0.3876545697,-0.4152274681,-0.2859263353,-0.9487566627
hns_stpA__wt__1,0.2231588116,0.1043733763,0.2491958775,0.0560385855
hns_stpA__wt__2,-0.2231588116,-0.1043733763,-0.2491958775,-0.0560385855
hns_stpA__delhns_delstpA__1,2.9604522595000002,-1.5472205910999999,-1.0139647237,0.5119362405
hns_stpA__delhns_delstpA__2,3.4280391072,-1.5531352302,-0.7930615849,0.8331544412
hu__wt_log_pH7__1,0.9376907946,-0.19100837710000002,0.21761410850000001,-0.5857785061
hu__wt_log_pH7__2,-1.2919489667000001,0.7087330881,0.5224830125000001,-0.1325261094
hu__wt_log_pH7__3,1.6821086265,0.34349852080000004,0.5304003047,-0.2807598049
hu__wt_lag_pH7__1,0.5030775105,0.1536742525,-0.2564166598,-0.1085302749
hu__wt_lag_pH7__2,-0.32657663600000003,-0.0322767413,-0.4341405017,-0.7430338169
hu__wt_lag_pH7__3,-0.17650087450000002,-0.1213975112,0.6905571616,0.8515640918
hu__delhupA_lag_pH7__1,-0.25692320700000004,0.21202446060000002,0.0289087636,-0.4063618183
hu__delhupA_lag_pH7__2,-1.2021684755,0.5987173526,-0.47021134670000003,-1.4274961940000002
hu__delhupA_lag_pH7__3,0.0156814105,-0.1807484194,0.1487430159,0.6691944452
hu__delhupB_lag_pH7__1,0.49946720180000004,0.1036303247,-0.19820863060000002,-0.3338674667
hu__delhupB_lag_pH7__2,-0.844676521,0.0875729346,-0.2149857141,-0.736156319
hu__delhupB_lag_pH7__3,-0.7344047300000001,-0.3900321698,0.3511439227,0.4992284853
hu__delhupAhupB_lag_pH7__1,-0.5697015462,-0.5681724135,-0.5901460105,-1.053754119
hu__delhupAhupB_lag_pH7__2,-1.1640222245,0.019754427,-0.6560632526,-1.0941416626
hu__delhupAhupB_lag_pH7__3,-1.5757613705,0.27332833030000003,-0.146897896,-0.2991678736
hu__hupAE34K_hupB_lag_pH7__1,2.0656355424,-0.0690832475,0.23444943810000002,0.5698469427
hu__hupAE34K_hupB_lag_pH7__2,-0.9195194069,0.6704954660000001,0.1139770155,-0.6646076642000001
hu__hupAE34K_hupB_lag_pH7__3,0.9049061264,-0.2908193112,0.38319485200000003,0.6551848883
hu__hupAE34K_delhupB_lag_pH7__1,0.7825579511,-0.2406689964,-0.0960327134,0.0231489962
hu__hupAE34K_delhupB_lag_pH7__2,-0.1683865786,0.14526903260000001,-0.0124360522,-0.1375288171
hu__hupAE34K_delhupB_lag_pH7__3,0.32337554900000004,-0.21581755660000002,0.5598028837,0.6588762081
hu__wt_lag_pH5__1,1.1734286408,0.5535835338,-0.6444970978,-0.4082138135
hu__wt_lag_pH5__2,0.12492296280000001,1.2081234349,-0.321038733,-0.52645941
hu__wt_lag_pH5__3,-0.18512482660000001,0.8957372423000001,-0.1040356721,-0.1553081325
hu__delhupA_lag_pH5__1,0.8255722479000001,0.6569229851,-0.8271854177,-0.6733790077
hu__delhupA_lag_pH5__2,1.4590665153,0.6167569178,-0.5062810738,-0.2355483518
hu__delhupA_lag_pH5__3,1.7884146667,0.8316677062000001,-0.24889549530000002,0.18508565870000002
hu__delhupAhupB_lag_pH5__1,0.9270312703,0.1999734554,-1.0537984379,-0.8351352551000001
hu__delhupAhupB_lag_pH5__2,1.0762091727,0.2197027038,-0.863906838,-0.6537333584
hu__delhupAhupB_lag_pH5__3,0.7340179242,0.25218964180000003,-0.4520016392,0.2899388066
hu__hupAE34K_hupB_lag_pH5__1,0.6271443426000001,0.5340236142,-0.5529074145,-0.6891596525
hu__hupAE34K_hupB_lag_pH5__2,-0.8247206372,1.0834013949,0.006460764700000001,0.31635242010000003
hu__hupAE34K_hupB_lag_pH5__3,-0.5803862313,1.0978565866,-0.0027521438,0.3645427518
hu__hupAE34K_delhupB_lag_pH5__1,-0.846377971,0.9741019127,-0.37022402530000004,0.0826919113
hu__hupAE34K_delhupB_lag_pH5__2,0.5269436388000001,0.6802497518,-0.2997911392,-0.34104628670000003
hu__hupAE34K_delhupB_lag_pH5__3,0.2151074715,0.9403858490000001,-0.1258176092,0.3577856265
hyperpersistence__low_GFP__1,-2.1797210942,-0.20978116330000002,-0.3688367804,-1.4476102875999999
hyperpersistence__wt__1,-0.0936823891,-0.0744435516,-0.0721279809,-0.0238770435
hyperpersistence__high_GFP__1,-2.1151387445,0.4468453882,0.1149848837,-0.8985766062
hyperpersistence__pth_mut__1,1.5613094679000001,-0.1340233916,0.306124597,0.5490952302000001
hyperpersistence__pth_mut__2,3.168015299,-0.0619563058,0.3454800804,0.6266259750000001
hyperpersistence__metG_mut__1,0.4564638606,0.0976427973,0.35284251450000004,0.8819797836000001
hyperpersistence__metG_mut__2,0.8150490102,-0.21477502510000002,0.3887046866,0.4671128256
hyperpersistence__high_GFP__2,-0.821187765,0.3342765871,0.5699841558000001,-0.25440008680000004
hyperpersistence__wt__2,0.0936823891,0.0744435516,0.0721279809,0.0238770435
hyperpersistence__low_GFP__2,-1.2908272662,0.0047005741,0.47702601050000004,-0.8698364328
kan_efg__cpxAF218Y__1,3.0201597603,-0.7086893064,-0.3882358831,0.7143911841
kan_efg__cpxAF218Y__2,3.2887470598,-0.6762833235,-0.23270777210000002,0.6505880478
kan_efg__cyaAN600Y__1,2.9340413394000002,-0.5961064718,-0.3053632417,0.7390140172
kan_efg__cyaAN600Y__2,1.8389253729,-0.9389203311000001,-0.2225489537,1.456653752
kan_efg__fusAA608E__1,-2.0287585667,0.3523185716,0.1104717879,-0.33647211250000003
kan_efg__fusAA608E__2,-1.9215268579,0.2347033211,0.16233368750000002,-0.33321797410000004
kan_efg__fusAA608E_cpxAF218Y__1,-0.7548360687,-0.0167791524,-0.4600985013,-0.0371787602
kan_efg__fusAA608E_cpxAF218Y__2,-0.0293218419,0.1179135661,-0.5871985151,-0.3738716425
kan_efg__fusAA608E_cyaAN600Y__1,0.7091407239,-0.13920940210000002,0.053796720900000004,0.2361730718
kan_efg__fusAA608E_cyaAN600Y__2,1.5693628358,-0.3839734456,-0.013133453500000001,0.6289486114
kan_efg__fusAA608E_rpoDL261Q__1,-0.15869150410000002,-0.0986806617,-0.0349336574,0.0653597444
kan_efg__fusAA608E_rpoDL261Q__2,-1.1734828706,0.1994489292,-0.12919229200000001,-0.0066229651
kan_efg__fusAA608E_topAS180L__1,0.9949836616000001,-0.4435333853,-0.5810606737,0.0669873619
kan_efg__fusAA608E_topAS180L__2,1.5100334611,-0.4244188257,-0.7654759288,-0.2834279713
kan_efg__rpoDL261Q__1,0.5685558261,-0.1329093335,-0.145554193,-0.0502256408
kan_efg__rpoDL261Q__2,1.0390425459000001,-0.4127689734,-0.4375491348,0.247227937
kan_efg__wt__1,-0.0967320862,0.0866657269,0.0042718084,-0.1598103672
kan_efg__wt__2,0.0967320862,-0.0866657269,-0.0042718084,0.1598103672
lrp__wt_min_log__1,-0.1922274831,-0.011919778300000001,-0.1629435063,-0.0693826511
lrp__wt_min_log__2,0.1922274831,0.011919778300000001,0.1629435063,0.0693826511
lrp__wt_min_trans__1,0.6052314581,-0.20470735180000002,1.5346073630000001,-0.7470648342
lrp__wt_min_trans__2,0.7993028327,0.1806692184,1.9199258465,-0.4442728589
lrp__wt_min_stat__1,2.9220599876,0.1726251009,-0.2921165994,-1.1569247643
lrp__wt_min_stat__2,3.3198468413,0.0196643383,-0.2293722164,-0.6419065984
lrp__wt_liv_log__1,0.43546699980000003,0.2249489489,0.11659635400000001,0.5707381704
lrp__wt_liv_log__2,0.2140919974,0.1194383926,0.0437533655,0.3533200413
lrp__wt_liv_trans__1,-1.4063364047,-0.6919210905000001,0.7096763139000001,0.3047987967
lrp__wt_liv_trans__2,-1.1926130544,-0.5639088368,0.7911387101,0.35697272420000004
lrp__wt_liv_stat__1,5.3624407099999996,-0.0544059229,-0.1283111124,-1.9893185044
lrp__wt_liv_stat__2,4.9806884787,-0.014093932000000002,-0.0642501974,-1.6502186426
lrp__wt_rich_log__1,0.4391448511,-0.4503003694,0.6397423645,-1.3989629846
lrp__wt_rich_log__2,0.3209760933,-0.4641175329,0.4281434028,-1.2592386683
lrp__wt_rich_trans__1,-2.0802884706,-1.0025144526,1.2126959896,-0.3552720569
lrp__wt_rich_trans__2,-1.5110772108,-1.1404914458,0.4158007164,-0.44047911510000004
lrp__wt_rich_stat__1,3.1466323515,-0.8909438317,0.3968382523,-1.336142346
lrp__wt_rich_stat__2,2.7338617875,-0.5318614534,0.0909441169,-0.8255995352000001
lrp__dellrp_min_log__1,1.2685929246,0.0033368332,-0.1274500801,-0.1292564387
lrp__dellrp_min_log__2,0.559992738,0.0118921209,-0.039382486200000004,0.0010248064
lrp__dellrp_min_trans__1,0.8414233737,-0.5675203342,1.2688243758,0.6665405664
lrp__dellrp_min_trans__2,-0.6862760045,-0.5965645774,1.1384051438,1.1567031192
lrp__dellrp_min_stat__1,5.0684374522,-0.09172600310000001,-0.6068568446,-1.2638361669
lrp__dellrp_min_stat__2,5.635844735,-0.2604633833,-0.3328511602,-1.1661057503
lrp__dellrp_liv_log__1,0.2740626572,0.0257724632,-0.24906410510000002,0.40706474730000003
lrp__dellrp_liv_log__2,-0.739274145,-0.0743060465,0.0385167732,0.1579802472
lrp__dellrp_liv_trans__1,-0.21106441550000002,-0.7908679979000001,0.9740432111,0.5294972933000001
lrp__dellrp_liv_trans__2,-0.6258815094,-0.5605540760000001,0.8732653151,0.7500253049000001
lrp__dellrp_liv_stat__1,4.8848778638,0.1988388559,-0.4748877644,-1.2858413951
lrp__dellrp_liv_stat__2,3.78187389,0.2155505949,-0.1711646672,-1.1264390268
lrp__dellrp_rich_log__1,1.2483589964,-0.4247212359,0.6795692222,-1.2101778078
lrp__dellrp_rich_log__2,0.5215570801,-0.4265440585,0.538312283,-1.0155130628
lrp__dellrp_rich_trans__1,-1.359727326,-0.8679103318,0.6398781248000001,0.4587100022
lrp__dellrp_rich_trans__2,-1.2791375909,-0.8983829466000001,0.8091773401,0.3726461786
lrp__dellrp_rich_stat__1,3.2202761968,-0.3971189492,1.801071051,-0.006970225
lrp__dellrp_rich_stat__2,1.7092374978,-0.24081092610000002,2.3546374513,0.2360315618
mazF_circuit__t0__1,0.7315749921,0.08827390900000001,0.5751359908,0.0899212674
mazF_circuit__t2__1,1.524293642,-0.23167562300000002,0.7346961230000001,0.3344896395
mazF_circuit__t4__1,2.0966835805,0.2629024821,0.6047726091,0.7913739665
mazF_circuit__t6__1,2.6814578345999998,0.43528731260000003,1.9225870526,0.8612887107
mazF_circuit__t8__1,2.015225044,0.3820487614,2.1788639651,1.4657611373
mazF_circuit__t0__2,-0.7315749921,-0.08827390900000001,-0.5751359908,-0.0899212674
mazF_circuit__t2__2,1.6655146837,-0.2043366113,0.9692767364,0.46202607490000003
mazF_circuit__t4__2,1.977540121,-0.32261156550000003,1.170775324,0.8510675943
mazF_circuit__t6__2,1.5554721256000001,0.5355032213,1.894479169,1.1189896353
mazF_circuit__t8__2,0.006459318800000001,0.39596403090000004,2.9757521876,1.5230976053
mazF_ribo__emptyvec_mrna_5m__1,-0.0111881409,-0.0188473862,-0.014799067400000001,0.0364508381
mazF_ribo__emptyvec_mrna_5m__2,0.0111881409,0.0188473862,0.014799067400000001,-0.0364508381
mazF_ribo__mazF_mrna_5m__1,0.6443798313,0.8768952831,1.5939110586,1.3025315569
mazF_ribo__mazF_mrna_5m__2,0.34314239999999996,0.7943170451,1.5294029995,1.2303245734
mazF_ribo__emptyvec_total_5m__1,-4.2668960549,0.0022417352,0.6434567221,0.27129302310000003
mazF_ribo__emptyvec_total_5m__2,-1.5084875631,-0.1816462398,0.9248736934,0.3016804166
mazF_ribo__mazF_total_60m__1,3.7621040781,0.3641228837,1.0143844797,0.6508127193000001
