,A,MarA,Rob,SoxS
fur__wt_fe__1,0.4999954921,0.528473701,-0.17531167050000002,-0.43744470500000004
fur__wt_fe__2,0.4068375845,0.6687021590000001,-0.0462048485,-0.291257125
fur__delfur_dpd__1,2.0644299805,0.5002604580000001,0.4094051175,0.8125968010000001
fur__delfur_dpd__2,2.5252015906,0.333698547,0.2667166575,0.6166450680000001
fur__delfur_fe2__1,1.1548353737000001,1.822811486,0.1066602455,1.6357362210000002
fur__delfur_fe2__2,1.1279818962000001,1.712624288,0.020720052500000002,1.6577802209999999
acid__wt_ph5__1,1.0112601722,0.685830519,0.1686254405,0.09081262200000001
acid__wt_ph5__2,1.3490769885,0.706165574,0.2561370435,0.078305732
acid__delgadx_ph5__1,1.5790059595,0.474361177,0.2661657075,0.128848826
acid__delgadw_ph5__1,1.2056621319,0.7878216100000001,0.19678180950000002,0.525186766
acid__delgadw_ph5__2,1.4035380918,0.824717433,0.16575312650000001,0.6129703870000001
acid__delgade_ph5__1,1.1793998673,0.708632341,0.1872978975,0.285622973
acid__delgade_ph5__2,1.182865009,0.7297391940000001,0.2308960655,0.32018308500000003
oxidative__wt_pq__1,1.6543390613,0.6070749870000001,0.5242069815,6.456181583
oxidative__wt_pq__2,1.8109861889,0.5234082480000001,0.6930916585,6.395162773
oxidative__deloxyr_pq__1,2.4697204586,0.729842936,0.5429222215,6.799795283
oxidative__deloxyr_pq__2,2.3998461172,0.532470271,0.6143287065,6.855191163
oxidative__delsoxr_pq__1,-1.2116451008,-0.83586214,1.6130475315,1.348971495
oxidative__delsoxr_pq__2,-1.624023526,-0.654087233,1.5363747345,1.337856586
oxidative__delsoxs_pq__1,0.5088996911,-0.898645266,1.9548494985,-6.550050657
oxidative__delsoxs_pq__2,0.8315607691,-0.37753224100000005,1.9690074385,-6.550050657
nac_ntrc__wt_csn__1,-1.1614960847,0.151495297,-0.017061127500000002,4.509580743
nac_ntrc__wt_csn__2,-1.1832602193,0.189947416,-0.0051197145,4.373993363
nac_ntrc__wt_cytd__1,0.2923455316,-0.05724603,-0.1950128945,3.9233161130000003
nac_ntrc__wt_cytd__2,-0.0769155011,0.07079861200000001,-0.26281927650000003,4.038561113
nac_ntrc__wt_gln__1,-0.6492522301,-0.24000557300000003,0.5785708305,0.6955478620000001
nac_ntrc__wt_gln__2,-0.42637964910000004,-0.33704125,0.5348795905,0.70540031
nac_ntrc__bw_delnac_csn__1,-0.38256388220000004,1.131693721,0.4158398475,4.859733823
nac_ntrc__bw_delnac_csn__2,-0.4460715881,0.295849668,0.48198658250000004,4.714820743
nac_ntrc__bw_delnac_cytd__1,0.8473954637000001,0.53002961,0.0127282655,3.754196063
nac_ntrc__bw_delnac_cytd__2,1.0076186061,0.45457123200000005,-0.0402649595,3.503499413
nac_ntrc__bw_delnac_gln__1,0.7817421241,0.46895661400000005,0.6050903235,0.7696058880000001
nac_ntrc__bw_delnac_gln__2,0.8464478987,0.22082959800000002,0.5924592375000001,1.093947801
nac_ntrc__bw_delnac_nh4__1,0.0641934994,0.7378669800000001,-0.1583226745,-0.06622103800000001
nac_ntrc__bw_delnac_nh4__2,0.0259325402,0.44928480400000004,-0.2354570765,0.163485863
misc__wt_no_te__1,0.4361079531,0.15809753000000001,0.4706955225,0.08015164600000001
misc__wt_no_te__2,0.8725038323000001,0.24050765100000002,0.2990733005,0.181969392
misc__bw_delcbl__1,1.1746031621,0.7188685380000001,-0.1202561385,-0.376266533
misc__bw_delcbl__2,1.2207414095,0.7804235310000001,-0.0591786905,-0.10650930900000001
misc__bw_delfabr__1,0.754670544,0.9667945130000001,-0.3337389765,-0.15195571400000002
misc__bw_delfabr__2,0.8415929943,0.865749105,-0.33549989150000004,-0.00336533
misc__bw_delfadr__1,0.31698780530000004,0.35631205600000004,-0.0056175035,-0.11993250200000001
misc__bw_delfadr__2,0.5855748514,0.25393662,-0.0126843435,-0.096917402
misc__nitr_031__1,-0.0533957396,0.138932211,0.21384258050000002,0.20582170100000002
omics__wt_glu__1,-0.5979400827,0.054318061,0.46649938350000003,2.187738135
omics__wt_glu__2,-0.5845454152,0.35116408400000004,0.5026697175,2.398456643
omics__wt_gly__1,-0.017631636200000002,0.141189817,0.2481211225,1.7066110270000001
omics__wt_gly__2,-0.1760748906,-0.149821841,0.1618179085,1.6637738400000002
omics__wt_thr__1,-2.5047533323,0.5474035580000001,1.2836981715,1.607659352
omics__wt_thr__2,-2.2199893121,0.19554294400000002,1.4197764505000001,1.7848308350000002
omics__bw_ac__1,-2.0990161881,0.512386093,0.0837734095,0.8644434160000001
omics__bw_ac__2,-2.2555329324,0.719867605,0.1001386935,0.696626552
omics__bw_fum__1,-2.7243442861,0.498457784,-0.38959680750000003,0.178585937
omics__bw_fum__2,-2.7076691017,0.412304194,-0.3831528865,0.22063273200000003
omics__bw_glc__1,-0.8166841317,1.100996742,-0.3518015075,0.49198111400000005
omics__bw_glc__2,-1.0256150225,1.136005365,-0.29837422150000004,0.513075716
omics__bw_pyr__1,-2.9995152025,-0.032892741,-0.1654562075,0.677341125
omics__bw_pyr__2,-2.9527146931,0.057832973,-0.1410956935,0.419641655
ompr__wt_nacl__1,3.88321052,-0.7702216660000001,0.7611360535,-0.626351603
ompr__wt_nacl__2,3.7864726249,-0.9509825390000001,0.7097232975000001,-0.956023947
ompr__bw_delompr_nacl__1,5.4063060668,0.407742272,0.4362797775,0.5530135350000001
ompr__bw_delompr_nacl__2,5.6284955173,0.40261188600000003,0.4441779235,0.654944596
minspan__wt_ade__1,0.9149172975000001,1.247226125,-0.2821748525,0.743648135
minspan__wt_glc__1,0.338922567,0.416158585,-0.3589035245,-1.060961731
minspan__wt_glc__2,0.43017967690000003,0.43196855300000003,-0.2445307635,-0.744656453
minspan__wt_glc__3,0.538676869,0.5438147710000001,-0.3515621915,-1.0453004
minspan__wt_glc_anaero__1,-1.0409323769,-0.524397236,-0.1830076245,-1.949046906
minspan__wt_glc_anaero__2,-0.9051070583,-0.10222780100000001,0.07713898150000001,-0.962177809
minspan__wt_trp__1,-1.9317550101,-0.89526418,0.19977400950000002,-1.13406828
minspan__bw_delcra_glc__1,0.4246390423,-0.24609253600000003,-0.1523330045,-0.42866952900000005
minspan__bw_delcra_trp__1,-1.3717094037,-1.637406162,0.0327722005,-0.8994331210000001
minspan__bw_delmntr__1,-0.7877176060000001,-0.12744285500000002,0.24937063350000002,-0.9570665740000001
minspan__bw_delnac_ade__1,0.2680388351,-0.057739323,-0.2700838175,0.057751233000000006
minspan__bw_delnac_glc__1,-0.2519914041,0.761739597,-0.35557038750000003,-0.027139793000000002
cra_crp__wt_ac__1,-2.0371827687,-0.329859108,0.4003873805,2.05320139
cra_crp__wt_ac__2,-2.7235672402,-0.510623051,0.5403059535,2.042405007
cra_crp__wt_fru__1,-1.5575695333000001,-0.402925951,0.3508686845,2.612020897
cra_crp__wt_fru__2,-1.5385523257,0.112715569,0.3459309155,2.497901501
cra_crp__delcra_ac__1,-1.1079353251,0.29087316700000004,0.5555474715000001,0.347477637
cra_crp__delcra_ac__2,-0.9210795326000001,0.021371305,0.4794638845,0.27183308
cra_crp__delcra_fru__1,0.8575784613,0.40944586400000005,0.26013528950000003,-0.05773806200000001
cra_crp__delcra_fru__2,0.7332333119000001,0.40336586,0.1663539685,0.191167373
cra_crp__delcra_glc__1,1.3138589614,0.616981063,0.09836352550000001,-0.04736515
cra_crp__delcra_glc__2,1.4443006321,0.48080833900000003,-0.0132938705,-0.099984811
rpoB__wt_031__1,-0.4467313718,-0.264916672,0.0685839105,0.203157584
rpoB__wt_044__1,0.1076570065,0.27319978500000003,-0.024490558500000002,-0.0061861320000000004
rpoB__wt_lb__1,1.0874642904,0.38175395300000003,0.47207746650000004,0.12996516500000002
rpoB__wt_lb__2,1.0561833767,0.609856198,0.4073146825,-0.102687017
rpoB__rpoBE546V_031__1,-1.0588822392,-0.31964226500000004,-0.021869080500000002,0.555250906
rpoB__rpoBE546V_044__1,-0.2954996413,0.090779654,0.0420546835,0.154559086
rpoB__rpoBE546V_lb__1,2.1379824384,0.8314277370000001,0.2015015555,0.160675806
rpoB__rpoBE546V_lb__2,1.5549199553,0.413053565,0.2977255345,0.184397855
rpoB__rpoBE546V_glc__1,-0.0123309486,-0.50851997,-0.1444965055,-0.10889591100000001
rpoB__rpoBE672K_glc__1,1.6652135577,-0.42273648,-0.3042102245,-2.292857445
rpoB__rpoBE672K_glc__2,1.6169722853000001,0.06752999400000001,-0.41051600050000003,-1.601936958
rpoB__rpoBE672K_lb__1,1.747398364,1.045771242,-0.6072353105,0.22513496900000002
rpoB__rpoBE672K_lb__2,1.9079170198000002,1.137562757,-0.5768744095,0.19683345800000002
crp__wt_fru__1,-1.1410359579,-0.163767867,-0.2150923315,-0.123947158
crp__wt_glyc__1,-1.6116326598000001,-0.378046417,-0.26056088050000004,-0.713215865
crp__wt_glyc__2,-1.4979892719,-0.163828324,-0.2967258195,-1.072966846
crp__delar1_glyc__1,-0.40622425840000004,0.12259074600000001,0.9493922025,-0.610346155
crp__delar1_glyc__2,-0.0497305008,-0.08638730400000001,1.0579869005,-0.6206632790000001
crp__delar1ar2_glyc__1,0.7547006805,0.33978654,0.3828296845,0.18244647700000002
crp__delar1ar2_glyc__2,0.18836394350000002,0.427150128,0.4168914355,0.161561286
crp__delar1ar2_glyc__3,0.6286107603000001,0.5357919760000001,0.4260060265,-0.29555948
crp__delar2_glyc__1,-2.0870229813,-0.600002553,0.6789065635,-0.5688346
crp__delar2_glyc__2,-1.9509287049,-0.13767185,0.6291534415000001,-0.61142778
crp__delar2_glyc__3,-1.9255281022,-0.31992722900000004,0.6340313965000001,-0.594204935
crp__delcrp_fru__1,0.180174151,0.575161162,0.8176788615,-0.059510048
crp__delcrp_fru__2,0.1672006628,0.309326784,0.7290229025,-0.18979469100000002
crp__delcrp_fru__3,0.64237979,0.529752985,0.6810197505000001,-0.11819513100000001
crp__delcrp_glc__1,0.1362156911,0.230773219,0.8507251595,0.195293398
crp__delcrp_glc__2,-0.036100147400000004,0.33038288,0.7298055945,0.016156699
crp__delcrp_glc__3,0.22265070720000002,0.369697671,0.7104189985,0.223152657
crp__delcrp_glyc__1,0.3417583615,0.358564017,0.6096459485,0.841108882
crp__delcrp_glyc__2,0.1381844976,0.5387225250000001,0.6404025025,1.275436863
crp__delcrp_glyc__3,0.017418931800000002,0.531663356,0.6211359175,1.02998458
glu__glu_ale3__1,0.7167651698,-1.79860564,-0.9334600005,-0.672522036
glu__glu_ale4__1,-0.070270597,-0.17113603800000002,-0.2510439825,-0.43510125800000005
glu__glu_ale5__1,-1.3346763548,-0.41687912400000005,-0.0824559765,-0.13054300500000002
glu__glu_ale6__1,-0.2770319263,-0.32425085,-1.1281139924999999,-0.816778242
glu__glu_ale8__1,-0.9748945205,-1.205282967,0.1846787735,-0.18606683100000002
glu__glu_ale9__1,0.9782200551,-0.267633705,0.2606385855,-1.182196269
glu__glu_ale10__1,1.4494095486,-1.471347419,-0.9945206805000001,-1.0900708510000001
42c__wt_42c__1,0.2760541421,0.6261080370000001,-0.0341027695,-0.626384641
42c__42c_ale1__1,-1.169068546,-0.685223039,0.16454061350000002,-0.8531927760000001
42c__42c_ale2__1,0.8762343119,1.346746339,-0.0783283795,-0.145041061
42c__42c_ale3__1,-1.7326998354,0.17651908400000002,-0.30641896350000003,-0.324134174
42c__42c_ale4__1,1.6826956897,2.011042162,0.3842911175,-0.059019992
42c__42c_ale5__1,1.7137645721,1.676366712,-0.6520181375,-0.448992506
42c__42c_ale6__1,-1.1941577074,-0.63654118,0.5328872695,-0.552546799
42c__42c_ale8__1,-1.3005315562,0.669221453,1.0468355875,0.253415844
42c__42c_ale9__1,-0.930657893,0.541739124,-0.9185476905000001,-0.251180069
42c__42c_ale10__1,-0.4632114766,1.301684385,0.6021497915,-0.67470451
ssw__wt_ac__1,-1.8996240297,-0.676185413,-0.0053209715000000005,0.14593751800000002
ssw__wt_glc__1,-0.31800943660000003,0.12840252700000002,-0.2636633165,0.377415107
ssw__wt_glyc__1,-3.2089255358,-0.423486377,1.1441061385,-2.186637452
ssw__wt_xyl__1,-3.3098154182,-1.907038253,0.6622632105,-0.9638044920000001
ssw__glc_ale1__1,-1.5134326411,-0.48767931400000003,-0.1718777515,0.085653777
ssw__glc_ale2__1,0.7707748957,-0.6715520700000001,-0.0460197575,-0.565678887
ssw__glc_ale3__1,-0.7667006435,-1.9917647920000001,-0.0512331995,-1.068430004
ssw__glyc_ale1__1,-2.3238809193,0.082057667,0.2256452065,-1.6742674929999999
ssw__glyc_ale2__1,-1.0745631697,-1.725792662,-0.0308377425,-1.7474454700000002
ssw__xyl_ale1__1,-1.8986121168999999,-0.880046187,-0.08455789650000001,0.043453738000000006
ssw__xyl_ale2__1,-2.0468243108,-0.595246092,0.0277023195,-0.595219845
ssw__xyl_ale3__1,-3.1151739043,-0.22239984100000001,-0.2621554465,0.09019761800000001
ssw__glc_ac_ac2__1,-1.7730441551,-2.670451996,0.15779101750000002,-1.023372393
ssw__glc_ac_glc1__1,-2.6896865242,-0.7896868610000001,-0.3177181825,-0.16439724900000002
ssw__glc_glyc_glc__1,-0.9069741658,-1.171375246,-0.1646572175,-0.8758399960000001
ssw__glc_glyc_glyc__1,-1.7914950354,-0.657348409,-0.1275655705,-0.43920065100000005
ssw__glc_xyl_glc__1,-1.5514382773,-0.9759058740000001,-0.5798640365000001,-0.5108004150000001
ssw__glc_xyl_xyl__1,-1.1585387258,-0.667898761,-0.7778600065,-0.6483983
ica__wt_glc__1,-0.4253202243,-0.011315512000000002,-0.8155812195000001,-0.8975580580000001
ica__wt_glc__2,0.013179409500000001,0.056365215,-0.8572139175,-1.325189891
ica__wt_glc__3,-0.6662793762,0.21440650100000003,-0.4496682195,-0.526801178
ica__wt_glc__4,-0.7057416427000001,0.5709033,-0.5750132545000001,-0.517782995
ica__arg_sbt__1,-3.0354504894,-0.711164099,-0.8718748925,-1.328275896
ica__arg_sbt__2,-2.5974111847,-0.59839454,-1.0932126335,-0.717006059
ica__cytd_rib__1,-1.8895936514,-0.8982478370000001,0.2941869575,2.2269132799999998
ica__cytd_rib__2,-2.2821292447,-0.8104271190000001,0.1848921285,2.216858025
ica__gth__1,0.9360608895,1.02889406,0.6039681525,1.609417186
ica__gth__2,0.7742189194,0.7238871610000001,0.4046728845,0.951191969
ica__leu_glcr__1,-1.2109944744,-0.466784648,-1.3502150195,0.8493961910000001
ica__leu_glcr__2,-1.3855505053,-0.46379681500000003,-1.4170168075,0.60131783
ica__met_glc__1,-0.018791196200000002,-0.28598032300000004,-1.2887870285,-1.119904127
ica__met_glc__2,-0.3190770882,-0.194501207,-1.3574912475,-1.182167645
ica__no3_anaero__1,-0.0037617427,0.459827615,-0.09100646450000001,-0.721043148
ica__no3_anaero__2,0.2420003302,0.65453549,-0.1535017755,-0.45177014800000004
ica__phe_acgam__1,-0.5315075705,0.018518942,-0.5788362635000001,-0.48890036700000006
ica__phe_acgam__2,-0.5156007257,0.006058395,-0.6520799415,-0.69240742
ica__thm_gal__1,-1.5863660939000002,-0.260230656,-0.2185406895,0.056845679
ica__thm_gal__2,-1.8849091476000002,-0.31214387,-0.26719820250000004,-0.060179107
ica__tyr_glcn__1,-0.2329922859,0.41650642200000004,-0.7019191535,-0.506899623
ica__tyr_glcn__2,-0.0915756935,0.29836727900000004,-0.6386889525,-0.742933248
ica__ura_pyr__1,-0.7868277331,0.24218207100000003,-0.3711506135,-0.29421119
ica__ura_pyr__2,-2.272930036,-0.445127423,-0.3136849035,-0.456180377
ica__wt_glc__5,-0.7812081466,0.107964454,-0.6152370985,-0.729077123
ica__wt_glc__6,-0.3148871173,0.15577232200000002,-0.6635383395000001,-0.6450500570000001
ica__bw_delpurR_cytd__1,0.1064759925,0.733443174,-0.6766778765,-0.36766037300000004
ica__bw_delpurR_cytd__2,-0.7403075764,1.127840844,-0.6183948215,-0.162248371
ica__ade_glc__1,-0.8361685767,0.9547530580000001,-0.6764594325000001,-0.217532779
ica__ade_glc__2,0.293058353,0.72016263,-0.6033648475,-0.15706848
ytf__wt_glc__1,0.3200752747,0.589624087,-0.0476056715,-0.0785951
ytf__wt_glc__2,0.3635389318,1.000435144,-0.0652996035,0.19842610200000002
ytf__delyafC__1,-1.5671580467,-1.049578429,0.4332725405,-0.692324731
ytf__delyafC__2,-1.3688919978,-0.9049330670000001,0.33485403350000004,-0.780039621
ytf__delyeiE__1,-1.0570597031,-0.42244941300000005,0.3450956885,-1.089179975
ytf__delyeiE__2,-1.1833167949,-0.6666621020000001,-0.0564885825,-0.7019999090000001
ytf__delyiaJ__1,-0.7605757482000001,-0.503941002,0.4675188235,-0.463293844
ytf__delyiaJ__2,-0.4048065292,-0.084486395,0.4022688465,-0.6074641190000001
ytf__delyieP__1,-1.2365820462000001,-0.11621482600000001,0.5403776145,0.5020111540000001
ytf__delyieP__2,-0.7418793727,-0.12893606400000002,0.4939149705,0.820302737
ytf__wt_ph5__1,0.5110578389,1.062709536,-0.0158557885,1.391895024
ytf__wt_ph5__2,-0.0524986034,1.2546881810000001,-0.0716124825,1.6078995690000002
ytf__wt_ph8__1,0.3126741678,0.718132532,-0.28994282450000003,0.250739669
ytf__wt_ph8__2,0.5638187289000001,0.7006144870000001,-0.21020895050000002,0.521357415
ytf__delybaO__1,-1.7883204039,-0.7726019350000001,0.2493834855,-0.238073528
ytf__delybaO__2,-1.5368147306000002,-0.236820569,0.40389621950000004,0.183807473
ytf__delybaQ__1,0.1409112501,0.345238455,-0.0983616315,-0.34532172
ytf__delybaQ__2,0.23226468520000002,0.566746657,-0.20112452050000001,-0.13984248800000001
ytf__delybiH__1,-0.1418832947,0.320948241,0.1530177915,-0.087387221
ytf__delybiH__2,-1.1278546954,0.028124781,0.48967886850000003,0.18977901700000002
ytf__delydcI_ph5__1,0.2938789052,0.8102984040000001,-0.22014083450000002,1.53056702
ytf__delydcI_ph5__2,0.11135230600000001,0.955363045,-0.23613986150000002,1.569000306
ytf__delydcI_ph8__1,0.0704940398,0.43189278600000003,-0.1752888615,0.36945724300000005
ytf__delydcI_ph8__2,-0.33180363430000004,0.7263668510000001,-0.4241823175,0.30919692800000004
ytf__delyddM__1,-0.1571452655,-0.293410583,0.1746510785,-0.236660379
ytf__delyddM__2,-0.20032542520000002,0.037650709000000004,0.0347461555,-0.11312865700000001
ytf__delyheO__1,-1.4497167107,-1.083339499,0.3361296395,-1.026117585
ytf__delyheO__2,-1.9510737484,-0.6643977360000001,0.2668514375,-0.42801311200000003
fps__bw_glc__1,-0.0775323437,0.919196808,-0.4061665595,-0.325513755
fps__bw_glc__2,-0.0565028153,0.798488524,-0.6685822495,-0.202678985
fps__fps_thrA_ale1__1,-1.1457565869,0.31503294,-0.6915209245,0.018423286
fps__fps_thrA_ale1__2,-1.1147045845,0.421001412,-0.5185119035,-0.099574705
fps__fps_thrA_ale2__1,-1.3293543931,0.108076983,-0.6293094905000001,-0.398026661
fps__fps_thrA_ale2__2,-0.9976574690000001,0.07175730500000001,-0.6297654415,-0.067627908
fps__fps_serB_ale1__1,-0.43380905820000004,0.597693274,-0.3432799365,-0.173948441
fps__fps_serB_ale1__2,-0.2147707007,0.741742384,-0.2190203205,-0.247336355
fps__fps_serB_ale4__1,-0.9425817249,1.023519111,-0.2546972745,-0.489970846
fps__fps_serB_ale4__2,-0.3149581202,1.5468208620000001,0.24579369050000002,0.097399604
fps__fps_ptsI_ale1__1,-1.9273135674000001,0.033032983,-0.7118384445,0.07249222200000001
fps__fps_ptsI_ale1__2,-1.7368340843999999,0.023154718,-0.5564152815,0.104112647
fps__fps_ptsI_ale3__1,-1.3068644321,0.187248991,-0.6853330065000001,-0.5782640990000001
fps__fps_ptsI_ale3__2,-1.4336318335,0.318799559,-0.7266408105000001,-0.156013347
pal__lyx_ale2_f6__1,-2.2687675223,-0.254201348,0.1025131365,0.217484946
pal__lyx_ale2__1,-1.1945832911,-0.36090556,-0.3518377205,-0.025852657
pal__lyx_ale2__2,-1.6452335776,-0.150630383,-0.2845077365,0.085432424
pal__lyx_ale4__1,-1.7014314736,-0.302282639,-0.7224453495000001,-0.49916717400000005
pal__lyx_ale4__2,-1.018726107,-0.568091505,-0.8788527165000001,-0.576685766
pal__5drib_ale10_f18__1,-2.6454328302,-0.198707181,-0.3571399595,2.11161442
pal__5drib_ale10_f18__2,-2.5989931337,-0.11639452700000001,-0.3421025145,2.091938995
pal__5drib_ale10__1,-2.1203802136,0.033579984,-0.1515266625,0.7249469230000001
pal__arab_ale14_f9__1,-1.2059668636,0.9747658920000001,-0.24058259950000002,3.034652568
pal__arab_ale14_f9__2,-0.7635089268,0.770502993,-0.2227297055,2.773018394
pal__arab_ale14__1,-0.9204857501,0.458536649,-0.7360565385000001,2.6614776620000002
pal__arab_ale14__2,-0.9043394459,0.443331008,-0.8558763565,2.868008699
pal__arab_ale16__1,-2.3396012428,-0.17343919800000002,-0.5613613025,0.01780333
pal__arab_ale16__2,-2.3880908655,0.1296341,-0.5896648685,1.320036929
pal__tartr_ale26_f10__1,-1.4880168569,0.28713229700000004,-0.2616755495,0.715815682
pal__tartr_ale26_f10__2,-1.1603262847,0.28544709500000004,-0.0265294615,0.9630332300000001
pal__tartr_ale26__1,-1.7623564606,-0.28796221,-0.4159892375,0.413811523
pal__tartr_ale26__2,-1.6296310915999999,0.061751756000000005,-0.2970988945,1.026434471
pal__tartr_ale28_f10__1,-0.8265989712,-0.366683179,0.1206489875,0.503557579
pal__tartr_ale28_f10__2,-1.8740759942,-0.219071548,0.0628463445,2.153267528
pal__tartr_ale28__1,-1.9347915821,0.125397307,-0.4681786845,1.756099944
pal__tartr_ale28__2,-3.0432607815,0.270275983,-0.47323403950000004,1.923930854
efeU__delmenFentC_citr__1,0.10722715840000001,0.383882162,-0.1957716515,-1.150373124
efeU__delmenFentC_citr__2,0.1863147913,0.06660885400000001,-0.4423869405,-0.982389995
efeU__delmenFentC__1,-0.0938530981,0.10409059100000001,0.0388970955,0.7174456090000001
efeU__delmenFentC__2,-0.1420849915,0.093661272,0.0587485855,0.693916363
efeU__menFentC_ale39__1,0.1981626638,-0.45474965900000003,0.34052327450000003,-1.520562889
efeU__menFentC_ale39__2,-0.10649392,-0.8862982110000001,0.2860441895,-1.556499642
efeU__menFentC_ale29__1,-0.5270592860000001,-1.040810501,0.2945531725,-1.797048571
efeU__menFentC_ale29__2,-0.694487627,-0.791722492,0.34214824450000003,-1.5870448879999999
