,A,PaaX,Crp,ihfB
elyC__delelyC_21C__1,-0.1734259567,0.1449329822,0.2526018277,0.3186137509
elyC__delelyC_21C__2,-0.0296299093,0.1152696722,0.270288277,0.30219993900000003
elyC__delelyC_21C__3,-0.116002715,0.179179109,0.2825423364,0.2917894999
elyC__delelyC_37C__1,0.23212058270000002,-0.053719521400000005,0.1877512114,0.09051329500000001
elyC__delelyC_37C__2,0.0187298532,0.0737149632,0.1650360705,0.1174934251
elyC__delelyC_37C__3,0.6055260255,0.1990960564,0.1449864971,0.11349563530000001
evo_acid_w__F9_2__1,1.7504050157000002,0.4090478556,0.45212262210000004,1.2565419311000001
evo_acid_w__F11_1__1,-0.7530031722,0.1104588756,0.0515482653,-0.8093952846
evo_acid_w__F11_1__2,-0.8240503978,-0.2824192995,0.1563578091,-0.5522377374
evo_acid_w__F11_1__3,-1.5983336944,0.0200073324,0.2851965476,-0.2151484244
evo_acid_w__wt__1,0.8068615249000001,0.5673934593000001,0.1360930215,-0.1374971984
evo_acid_w__F11_2__1,1.1335679531,0.11163604790000001,0.1526137479,0.2263643548
evo_acid_w__B11_2__1,0.6469782673000001,0.7358712757,0.7470542054,0.1338611287
evo_acid_w__F11_2__2,-1.2678692957,-0.2415159087,-0.0330759678,0.2189045622
evo_acid_w__wt__2,-1.0389735612,0.1365915288,0.0921125297,-0.7429114568
evo_acid_w__B11_1__1,-2.3762525019,-0.4149348263,0.0459686345,0.0881715998
evo_acid_w__H9_1__1,-2.0754726274,-1.0949023213,-1.7381250601,-0.8041098849
evo_acid_w__H9_2__1,-0.7310928179,-0.4741944717,0.1060124781,0.7958109651
evo_acid_w__B11_2__2,1.0025125254,0.8084514541000001,0.7565786075,-0.0253147293
evo_acid_w__wt__3,-0.5486449505000001,0.2160177641,-0.0206086192,-0.5291315211000001
evo_acid_w__H9_2__2,-0.690637261,-0.5173149702000001,0.2191212157,0.861613673
evo_acid_w__B11_2__3,0.1830729699,0.8505072001,0.701250519,0.0989163598
evo_acid_w__F11_2__3,-0.8652774384,-0.1788382268,0.0061447768000000005,0.1265679443
evo_acid_w__F9_2__2,1.5228801206,0.4697742042,0.5616911087,1.226954437
evo_acid_w__wt__4,-0.0267967588,-0.1754179325,0.2075206627,0.9211761875000001
evo_acid_w__wt__5,0.2126277424,-0.0347518519,0.07605606050000001,0.9600903644000001
evo_acid_w__wt__6,-0.0806569282,-0.1796248299,-0.0229880917,-0.823212393
evo_acid_w__H9_1__2,-1.6211543492,-0.7848171288,-1.7211272316000001,-0.6308114248000001
evo_acid_w__F9_1__1,-0.3773132944,0.4157222922,0.33539129840000004,-0.1923440525
evo_acid_w__F9_1__2,-0.3497383699,0.5986101209,0.37333806010000004,-6.0176e-05
evo_acid_w__B11_1__2,-1.9154133671,-0.5978088852,0.1027974094,0.1408796672
evo_acid_w__H9_2__3,-1.0318713103,-0.47973888540000004,0.2542201101,0.8741056694
evo_acid_w__wt__7,0.4056261607,-0.24231258090000002,0.1532453091,0.7605394983
evo_acid_w__F9_1__3,-0.0289691625,0.4925202274,0.3624937381,-0.0228632045
evo_acid_w__F9_2__3,1.4447117015,0.4776313119,0.5062765036,1.3315944608999999
evo_acid_w__wt__8,0.2268902637,-0.29661876060000003,-0.3269025847,-0.4763504617
evo_acid_w__B11_1__3,-2.1914675954,-0.678308412,0.09219357800000001,0.2004499127
evo_acid_w__wt__9,0.0430665071,0.0087232036,-0.2945282879,0.0672969808
evo_bz__c3_1_bz__1,-0.8443778731,0.2395072963,-0.385355987,0.2288210901
evo_bz__c3_1_bz__2,2.9167843907,0.6046509779,-0.6930073795,0.6101915694
evo_bz__c3_1_bz__3,1.4262822597,0.8224886464000001,-0.7755713976,0.576618225
evo_bz__c3_1_bz__4,1.3314248528000001,0.7429474085000001,-0.6576656106000001,0.6110947582
evo_bz__g5_1_bz__1,9.8572313537,0.5915384180000001,-0.1341736427,0.5652189377
evo_bz__g5_1_bz__2,2.8972344871,-0.3388424943,-0.5635110724,-0.2131127912
evo_bz__g5_1_bz__3,9.4733458149,0.3398596521,-0.1045202598,0.46224616560000004
evo_bz__g5_1_bz__4,3.5146782482,-0.1129061206,-0.5514972085000001,0.5648670378
evo_bz__g5_1_bz__5,2.5864359987,0.043307435500000005,-0.5907591781,0.2495908246
evo_bz__g5_1_bz__6,3.0048717244,0.1238045888,-0.5379723588,0.25883636260000004
evo_bz__w3110d13__1,-0.6931010299,-0.2445924086,0.5884298837,-0.3371452922
evo_bz__w3110d13__2,-0.7657638668000001,0.029346792700000002,0.5233414408,-0.4144919876
evo_bz__w3110d13__3,0.8067018616,0.0315597199,-0.4463507494,0.0859386959
evo_bz__w3110d13__4,-0.4876634628,-0.015520464900000001,0.4678437997,-0.5315682872
evo_bz__w3110d13__5,0.91807966,0.1638327062,-0.7475887920000001,0.6184017657
evo_bz__w3110d13__6,0.221746838,0.0353736548,-0.38567558290000004,0.5788651053
evo_bz__w3110d13_bz__1,0.4529379946,0.5516619939,-0.31419254,-0.5625498558
evo_bz__w3110d13_bz__2,0.3724997928,0.07820365110000001,-0.1236678575,-0.31589760570000003
evo_bz__w3110d13_bz__3,2.4007756912,0.7937383682,-0.7518707576,1.1900981018
evo_bz__w3110d13_bz__4,0.6346878404,0.529019272,-0.10341932470000001,-0.2427241886
evo_bz__c3_1_bz__5,-1.0675420664,0.27058842850000003,-0.31786441590000003,0.9276404627
evo_bz__c3_1_bz__6,-0.8412074114,-0.120186499,-0.5855978821,0.0796417516
evo_bz__g5_2_bz__1,2.2219253391000002,0.1994248627,-0.9927383484000001,0.2109846849
evo_bz__g5_2_bz__2,2.0709588121999998,0.19481294570000002,-1.0770436531,0.23533751830000002
evo_bz__g5_2_bz__3,1.5199336514000001,0.11742845830000001,-0.9319843065000001,0.21035469750000002
evo_bz__g5_2_bz__4,-0.357511783,0.3964359444,-0.3099510565,0.351986183
evo_bz__g5_2_bz__5,-0.4582468544,0.5577115205000001,-0.5033890871,0.13782204180000002
evo_bz__g5_2_bz__6,-0.48107518130000004,0.35412240770000003,-0.43552663960000004,0.2137416066
evo_bz__w3110d13_bz__5,1.072088371,0.9219470380000001,-0.9039885132000001,1.1509351128
evo_bz__w3110d13_bz__6,1.5177695023000002,0.655289424,-0.882397812,1.210246552
evo_bz__a1_1_bz__1,10.9687634955,2.377138029,-0.1968594431,0.9463787208000001
evo_bz__a1_1_bz__2,0.8865432051000001,0.0215430434,-0.0757624216,0.6894988855
evo_bz__a1_1_bz__3,2.3196879979,-0.4323916559,-1.1352115054,1.0535282181
evo_bz__a1_1_bz__4,1.2878255204,0.47912833870000004,-0.1630694594,-0.1420939679
evo_bz__a1_1_bz__5,2.9659308759,-0.47487424600000006,-1.1430905682,0.9057751446000001
evo_bz__a1_1_bz__6,1.9295400343,-0.3372861652,-1.1479592129,1.1254304514
evo_metab__wt__1,0.4458808329,0.7524637978000001,0.0216952277,1.4426827544
evo_metab__del_zwf__1,-0.2234787962,0.4983251212,0.0089552738,0.6087812218
evo_metab__zwf_ale1__1,-0.0648898934,1.0261979835,-0.029136735400000002,1.453697321
evo_metab__zwf_ale2__1,0.2890466633,-0.017284137300000002,-0.22346250180000002,1.5126676941000001
evo_metab__del_ppk__1,-0.6982067004,-0.6033717011,-0.5950074874,1.1758653763
evo_metab__ppk_ale1__1,-0.2014351058,-0.15348758310000002,-0.2819178846,0.7068659902000001
evo_metab__ppk_ale2__1,0.2545307046,1.15211537,-0.2129587413,2.7404168595
evo_metab__ppk_ale3__1,0.17846470180000001,0.8081413364000001,-0.6664505470000001,1.4055007212000001
evo_metab__del_dapF__1,0.1764725003,0.5441613184,-0.2899666271,1.5731943474999999
evo_metab__dapF_ale1__1,0.9095287908,0.8011587635,-0.0956451908,1.3286870738
evo_metab__dapF_ale3__1,-0.33596185230000003,-0.0084165976,-0.534902734,-0.5334557359000001
evo_metab__del_entC__1,-0.0589950246,-0.0903569268,-0.09387450950000001,1.0691534304
evo_metab__entC_ale1__1,-0.8272772919,-0.17667490200000002,-0.4795015226,-0.2272644741
evo_metab__entC_ale2__1,-0.5466725708,0.6993759879,0.3381492062,1.2407535673
evo_metab__del_dgk__1,-0.9114213433,-1.0734389324,-0.2479411708,-0.2811494248
evo_metab__dgk_ale1__1,-1.1127072288,-0.1833392111,0.1803691418,0.3734034026
evo_metab__dgk_ale2__1,-0.18860779,0.06414519860000001,0.5647813138000001,1.0406558945
evo_metab__dgk_ale3__1,-0.3179021353,-0.1352131331,-0.0535453575,1.5872047917
evo_metab__wt__2,0.037435685600000004,-0.2128773005,0.0598112988,-0.5988409250000001
evo_metab__del_zwf__2,0.0100362278,0.5458248992,0.1188856227,1.4638075866
evo_metab__zwf_ale1__2,-0.1769758301,-0.6150083881,0.34647646330000004,-0.065066414
evo_metab__zwf_ale2__2,0.6464138019,-0.9026034484000001,-0.08200134910000001,-0.3694768094
evo_metab__del_ppk__2,0.0604688179,-0.6172279978,-0.1543697162,-1.3381919271
evo_metab__ppk_ale1__2,-0.2974422607,-0.2424007464,0.5010526678,-0.3357301543
evo_metab__ppk_ale2__2,-1.2020380624,-0.6680633919,0.033069829700000004,-0.4951080302
evo_metab__ppk_ale3__2,-0.6679302478,-0.5299516355,-0.1021128979,-0.4177804027
evo_metab__del_dapF__2,-0.4614840765,0.05229758,-0.5275545316,0.8912843678
evo_metab__dapF_ale1__2,-1.0500815211,0.1178200088,-0.8740408744,0.7457290625
evo_metab__dapF_ale3__2,-0.3766535252,0.0756863796,-0.6052099843000001,0.4106332983
evo_metab__del_entC__2,0.0050962102,-0.7518294486,-0.520378201,-1.5295929048999999
evo_metab__entC_ale1__2,-0.2888753545,-0.7271107997,-0.1808186141,-0.42164055240000003
evo_metab__entC_ale2__2,0.471808793,-0.4774245287,-0.2481074814,-1.8189793688
evo_metab__entC_ale3__1,-1.0663497561,-0.7027447082,-0.1007067708,-0.6449885269
evo_metab__del_dgk__2,-1.2599950602,-0.9990809358,-0.2493838519,-1.0202695171
evo_metab__dgk_ale1__2,-0.6528740855,-0.8773444366,0.0934857714,-0.4636976262
evo_metab__dgk_ale2__2,-0.2359298507,-0.6371096561,0.0258529291,-0.0876755152
evo_metab__dgk_ale3__2,-0.6700091818,-0.8811215389,-0.7092992376,0.2687374822
evo_metab__wt__3,-0.4833165185,-0.5395864973,-0.08150652650000001,-0.8438418294000001
evo_metab__del_zwf__3,-0.21045001200000002,-0.5866389209,-0.38365261440000004,-0.8046802190000001
evo_metab__zwf_ale1__3,-0.2198609384,-0.4983421273,0.30292598800000003,-0.1292274729
evo_metab__zwf_ale2__3,-0.046305462900000004,-0.8811829986,-0.5695966895,-1.3119733839
evo_metab__del_ppk__3,-1.1691883728,-0.7582798579000001,-0.5088220601,-1.1567435402
evo_metab__ppk_ale1__3,-1.7631516292,-0.512559938,-0.5568547845,-0.5962353548
evo_metab__ppk_ale2__3,-0.4760485635,-0.0729224339,-0.1075832786,-0.42237850050000003
evo_metab__ppk_ale3__3,-0.6311428996,-0.060773508500000004,-0.2548516616,-0.2330364484
evo_metab__del_dapF__3,-0.566847701,0.3381208214,-0.5224634022,0.7267281071
evo_metab__dapF_ale1__3,-0.6589703465,0.0541062354,-0.6997337682,1.633609074
evo_metab__dapF_ale3__3,-0.35317202540000003,0.18097556080000002,-0.164303206,0.5375879140000001
evo_metab__del_entC__3,0.2341208448,-0.9087556240000001,-0.2838038458,-1.2151198529
evo_metab__entC_ale1__3,-1.1449708633,-0.750722141,-0.14120318680000002,-0.9595485512
evo_metab__entC_ale2__3,-1.6713858701,-0.7746257767,-0.2275315786,-0.9363784741000001
evo_metab__entC_ale3__2,0.1497816142,-0.7030365372,-0.1971165942,-1.1393529857
evo_metab__del_dgk__3,-1.6567827701,-0.914605341,-0.7030767083,-1.6868286117
evo_metab__dgk_ale1__3,-1.2369143041,-1.2021171223,-0.3391076354,-1.0194093062
evo_metab__dgk_ale2__3,-1.0880247385,-1.2443987465,-0.8919006833,-2.0533163881
evo_metab__dgk_ale3__3,-0.6185515126000001,-0.4797757751,-0.8480468999,0.1201491622
flag_reg__wt__1,-0.5500889907000001,0.1086909825,-0.0552460372,0.16429681270000002
flag_reg__del_fliA__1,3.7035807821,0.2497479071,0.2379487723,-0.015058738600000001
flag_reg__del_flhC__1,3.6284135817000003,0.2030647113,0.1666261772,0.1129815054
flag_reg__del_flhD__1,2.4163029067,0.2162957486,0.3038599931,0.1308799863
flag_reg__wt__2,0.5500889907000001,-0.1086909825,0.0552460372,-0.16429681270000002
flag_reg__del_fliA__2,3.6959124406,0.3632131585,0.2803346536,0.10135033510000001
flag_reg__del_flhC__2,1.7188495622,0.21373570390000002,-0.038816530200000005,-0.0248447382
flag_reg__del_flhD__2,3.8502234183,0.43514027800000005,0.21736006800000002,0.021092889
flgM__27C__1,-20.6730814366,-1.4034173809000001,0.02870798,0.24784995
flgM__27C__2,-13.2327386875,-1.1664126590000001,0.0422419746,0.1064565189
flgM__27C__3,-18.795652976,-1.376992963,-0.0473495293,0.005539048
flgM__32C__1,-14.4249706307,-0.6720507413,-0.1275263066,-0.0982544908
flgM__32C__2,-13.1527684964,-0.8255959660000001,-0.1188682696,-0.15643323380000002
flgM__32C__3,-16.020587063,-0.9040206515,-0.0775782685,0.0867734718
flgM__37C__1,-0.1138380665,0.0606890708,-0.0172228206,-0.033570588000000005
flgM__37C__2,0.2652335276,-0.0028728391,-0.0153227698,-0.057117415000000005
flgM__37C__3,-0.15139546110000002,-0.057816231700000005,0.032545590400000005,0.090688003
flgM__42C__1,-11.1657818918,-1.117904443,0.1223491476,0.1092855969
flgM__42C__2,-12.2828240795,-1.1452471885,0.1974911759,0.1973599473
flgM__42C__3,-11.0852548586,-1.1682542999,0.2034264775,0.0520428904
histone__untreated__1,-0.9212463423,-0.024201671100000002,-0.060392566700000004,0.0126545278
histone__untreated__2,0.5543157629000001,-0.112546265,0.0044704471,-0.0106326912
histone__untreated__3,0.3669305794,0.1367479362,0.0559221196,-0.0020218365
histone__10ug_H2A__1,0.43350869940000003,0.1781751182,-0.0294229657,-0.129348762
histone__10ug_H2A__2,-0.0792187288,-0.2739455346,-0.10860318570000001,-0.0711125526
histone__10ug_H2A__3,0.9317030544,0.28892763600000004,-0.1133642725,-0.0494529187
histone__50ug_H2A__1,0.6326388242000001,0.17559131090000002,0.029688543100000003,-0.0136252659
histone__50ug_H2A__2,0.7516599662,0.106818771,0.0276315887,0.040501495900000004
histone__50ug_H2A__3,1.0985888496,0.2403982182,-0.0099621376,0.0660673569
histone__100ug_H2A__1,1.0857563577,-0.0357206009,0.0895954796,0.0680506139
histone__100ug_H2A__2,1.3047451932,0.16594812820000002,0.10367688060000001,0.1463277796
histone__100ug_H2A__3,1.3217517662,0.32850864150000003,0.0034602426000000003,0.058645976
hns__del_hns_spike__1,-1.6283886955,0.2891670652,0.2075117463,0.8947661931
hns__del_hns_spike__2,-0.9980281357,0.185608446,0.009730694,0.8245761367000001
hns__del_hns__1,-1.5440869069,0.40520222100000003,0.2850669433,0.9172620950000001
hns__del_hns__2,-1.3239646607,0.10700190770000001,0.1631970502,0.4369839626
hns__wt_spike__1,-1.0300838733,0.1788060787,0.1392690724,0.7686354297
hns__wt_spike__2,4.3157063217000005,0.0779394795,0.5908241112,-0.7693821899000001
hns__wt__1,-0.4949810931,0.4202608343,0.1104686965,0.5138647472
hns__wt__2,0.4949810931,-0.4202608343,-0.1104686965,-0.5138647472
hns_stpA__evo100G4_delhns_delstpA__1,-0.5019886677000001,-0.6053880707,-1.5681109031,-2.0371496979
hns_stpA__evo100G4_delhns_delstpA__2,0.8186284876000001,-0.5192661633,-1.7787209304,-2.2684730482
hns_stpA__evo100G12_delhns_delstpA__1,0.6267531634,-1.8739690099000001,-2.3286332422,-1.3068979798
hns_stpA__evo100G12_delhns_delstpA__2,1.8082951627,-2.1078763274,-2.0720734261000002,-1.0530082661
hns_stpA__delhns_delstpA_delrpoS__1,-0.089419023,-1.7042483009,-2.2153905101,-1.886946245
hns_stpA__delhns_delstpA_delrpoS__2,-1.756843291,-1.8689309929,-2.5455493469,-2.0984424845
hns_stpA__wt__1,0.6447362245,0.2224484256,0.0910120247,-0.2592372978
hns_stpA__wt__2,-0.6447362245,-0.2224484256,-0.0910120247,0.2592372978
hns_stpA__delhns_delstpA__1,-1.0137242055,-1.6644660235000002,-2.4304813555,-1.4481975116
hns_stpA__delhns_delstpA__2,-1.4971568885,-1.2895558749,-2.283345836,-1.5487593325
hu__wt_log_pH7__1,1.5133549990000001,-0.7193673353000001,-2.5610024343999997,0.5725168552000001
hu__wt_log_pH7__2,1.0112699101,-0.313865675,-1.7192127447,0.5767602426
hu__wt_log_pH7__3,0.6287011712,-0.322460291,-2.5656982779,0.5408314315
hu__wt_lag_pH7__1,-0.07416301410000001,0.042044156,0.2181867704,-0.3724250743
hu__wt_lag_pH7__2,0.7354949191,-0.46022577280000004,-0.051637196,-0.5506885260000001
hu__wt_lag_pH7__3,-0.661331905,0.4181816168,-0.1665495744,0.9231136003
hu__delhupA_lag_pH7__1,0.5700480598000001,0.0252055586,0.5013664708,-0.015400114400000001
hu__delhupA_lag_pH7__2,0.8650124446,-0.29881459990000003,-0.0310669673,-0.1280760356
hu__delhupA_lag_pH7__3,-0.051702529500000004,0.6421169914,-0.0959832862,0.8585979411
hu__delhupB_lag_pH7__1,0.4496885712,-0.3691975702,0.1827632689,-0.1118771202
hu__delhupB_lag_pH7__2,0.254717501,0.0736990282,-0.0362566025,-0.3732720155
hu__delhupB_lag_pH7__3,0.6536688272,0.6725422882000001,-0.13451388420000002,0.8058659089
hu__delhupAhupB_lag_pH7__1,2.3035476198,0.1500370563,-0.3668404044,0.4054833875
hu__delhupAhupB_lag_pH7__2,0.9433974253,-0.4786919068,-0.0648374225,-0.02338005
hu__delhupAhupB_lag_pH7__3,2.969962326,0.9006211505,0.0483373318,0.9979107099000001
hu__hupAE34K_hupB_lag_pH7__1,0.284478088,-0.1106886089,-0.0097311396,-0.5737993512
hu__hupAE34K_hupB_lag_pH7__2,0.3826227534,-0.030618880900000003,-0.3293122911,-0.3996532846
hu__hupAE34K_hupB_lag_pH7__3,0.5004787263,0.3232153184,-0.3831059042,0.6080325268
hu__hupAE34K_delhupB_lag_pH7__1,-0.0654664651,-0.2369741102,-0.0190652403,-0.1255185965
hu__hupAE34K_delhupB_lag_pH7__2,0.501573366,0.0911686751,0.10856884550000001,-0.7386780321
hu__hupAE34K_delhupB_lag_pH7__3,-0.2296131231,0.7286989096,-0.250826488,0.6323031777
hu__wt_lag_pH5__1,0.3200588386,0.2875300621,-0.8913190701,0.41266472940000004
hu__wt_lag_pH5__2,0.5103143245,0.4304277473,-1.4459433789,0.5379466454
hu__wt_lag_pH5__3,0.1020719684,0.8230925666000001,-1.4845663116,0.917368182
hu__delhupA_lag_pH5__1,0.4488259477,0.2704207308,-1.0651718251,0.714406406
hu__delhupA_lag_pH5__2,-0.1801635628,0.6836040422,-0.7987644547,0.48906684650000004
hu__delhupA_lag_pH5__3,-0.0962948,0.5600076536,-1.2519211603,1.106647775
hu__delhupAhupB_lag_pH5__1,0.8830708070000001,-0.0396317582,-1.3554675684,0.8958872998
hu__delhupAhupB_lag_pH5__2,-0.0481408682,0.30365235560000003,-1.3336062681,0.7264677902000001
hu__delhupAhupB_lag_pH5__3,0.5497739578,0.8667474499000001,-0.8925679957,1.4966062456
hu__hupAE34K_hupB_lag_pH5__1,0.4807227317,0.17289377990000002,-1.1430168893000001,0.4676500039
hu__hupAE34K_hupB_lag_pH5__2,0.5026809917,1.0317080539,-1.4493752758,0.9145932295
hu__hupAE34K_hupB_lag_pH5__3,0.5738900074000001,0.9011681584000001,-1.4050641086,0.8961990470000001
hu__hupAE34K_delhupB_lag_pH5__1,0.3110069915,0.3544639956,-1.6123595908000001,0.9549122993
hu__hupAE34K_delhupB_lag_pH5__2,0.6905720073,0.5878360824000001,-1.226893919,-0.0356378772
hu__hupAE34K_delhupB_lag_pH5__3,0.36364889100000003,0.6168612348,-1.5448590486,0.7947546427000001
hyperpersistence__low_GFP__1,0.6521474192000001,-0.40892839000000003,-0.1459188516,0.6483579828
hyperpersistence__wt__1,0.24665143650000002,-0.0618209314,-0.0579075359,0.1013773724
hyperpersistence__high_GFP__1,0.7993746414,0.0966385552,-0.10275380890000001,0.7561082961000001
hyperpersistence__pth_mut__1,0.1412105663,0.2425892671,-0.0890509939,0.4480533525
hyperpersistence__pth_mut__2,0.5871165485000001,0.40998952200000005,-0.4156744168,0.4746197462
hyperpersistence__metG_mut__1,0.8943032968,0.3413602834,0.0988768356,0.9323482898000001
hyperpersistence__metG_mut__2,1.575839833,0.1961627216,-0.2628324997,0.5534249098
hyperpersistence__high_GFP__2,1.8388120759,0.0107574768,-0.2208033278,1.5819909601000002
hyperpersistence__wt__2,-0.24665143650000002,0.0618209314,0.0579075359,-0.1013773724
hyperpersistence__low_GFP__2,0.6702738692,-0.0896460778,-0.2805843959,1.5114326746
kan_efg__cpxAF218Y__1,-0.9508037619,0.11057726130000001,1.0841805474,-0.22883507590000002
kan_efg__cpxAF218Y__2,-0.9628039193000001,0.395052634,1.1446573046,-0.16930334090000002
kan_efg__cyaAN600Y__1,-0.8800838157,0.2131169785,0.9603956705000001,-0.0495267151
kan_efg__cyaAN600Y__2,-0.5151640948,0.6498507617,1.5682706127000001,-0.1082065834
kan_efg__fusAA608E__1,-0.0676098157,-0.046864196600000005,-0.4755092777,0.27176167630000003
kan_efg__fusAA608E__2,1.0177276139,-0.43745035330000004,-0.1918949817,0.1478877247
kan_efg__fusAA608E_cpxAF218Y__1,-0.076276959,0.1564694584,0.35721379940000003,0.0989071549
kan_efg__fusAA608E_cpxAF218Y__2,-0.5000848498,-0.36538523510000004,0.3103341766,0.092265601
kan_efg__fusAA608E_cyaAN600Y__1,-0.9543592876,-0.36380173120000003,0.8959768911,-0.1910441595
kan_efg__fusAA608E_cyaAN600Y__2,-0.2414513802,0.203947961,1.151414448,-0.2720639669
kan_efg__fusAA608E_rpoDL261Q__1,-0.6385776679,0.14713332140000002,0.5787595543,-0.10026415400000001
kan_efg__fusAA608E_rpoDL261Q__2,-1.1315880368,-0.6587630896000001,0.170452503,0.1267075309
kan_efg__fusAA608E_topAS180L__1,-0.2607920563,0.5045596094,0.2993918273,-0.0752220175
kan_efg__fusAA608E_topAS180L__2,0.563608605,-0.17550402910000001,0.3449252499,-0.1755236102
kan_efg__rpoDL261Q__1,-1.5204922892,-0.10883257700000001,0.2963526906,-0.167099086
kan_efg__rpoDL261Q__2,-1.9435774285,0.2841270506,0.8750640991,-0.3144100777
kan_efg__wt__1,0.1513450529,-0.1548512176,-0.326898736,-0.0172169932
kan_efg__wt__2,-0.1513450529,0.1548512176,0.326898736,0.0172169932
lrp__wt_min_log__1,0.34161783030000004,0.0540279568,-0.07878716350000001,-0.093145789
lrp__wt_min_log__2,-0.34161783030000004,-0.0540279568,0.07878716350000001,0.093145789
lrp__wt_min_trans__1,-1.9040174409000001,-0.8746728945000001,1.2078040582,0.1545839931
lrp__wt_min_trans__2,-2.5677859988,-0.2934466902,1.3633198144,0.5016686799
lrp__wt_min_stat__1,0.5427435903,-0.5555933898000001,-2.4304975054,0.2930838522
lrp__wt_min_stat__2,1.9181125309,0.0161033797,-1.9638896553,0.4443584974
lrp__wt_liv_log__1,-1.6519301265,-0.1349906873,0.23973138100000002,0.1499765312
lrp__wt_liv_log__2,-1.065060893,-0.4580712784,0.1717381616,0.0832177955
lrp__wt_liv_trans__1,-3.6891714866000003,-1.1661315913,0.08582733690000001,0.1494158533
lrp__wt_liv_trans__2,-2.127610254,-1.37916934,-0.0164337809,0.0520250297
lrp__wt_liv_stat__1,-0.2940443245,-0.311066122,-2.9541291327,-0.5083392594
lrp__wt_liv_stat__2,-0.048239443900000005,-0.5191878122,-2.4056994769,-0.1052962085
lrp__wt_rich_log__1,-0.49203999930000003,-1.665730231,-0.18704894200000002,-1.060972326
lrp__wt_rich_log__2,-0.7614271222,-1.5078544046,-0.1143135745,-1.0260900458
lrp__wt_rich_trans__1,-0.5319873479,-0.643037433,0.1036684385,0.5162780332
lrp__wt_rich_trans__2,-1.3409287759000001,-0.6785285443,-0.5320317657,-0.1665471899
lrp__wt_rich_stat__1,0.2544649552,-0.5356514212,-0.33952435410000004,-0.25053451520000003
lrp__wt_rich_stat__2,2.6693530077,-0.1292432732,-0.5029284707,-0.2176500094
lrp__dellrp_min_log__1,-0.9499480445,-0.6290548482,0.051597773300000004,-0.1135008517
lrp__dellrp_min_log__2,-0.7692824673,-0.7613515959,0.1695436772,-0.1418917681
lrp__dellrp_min_trans__1,-2.8467360837999998,-0.7735662253000001,0.4016716534,0.8887595407000001
lrp__dellrp_min_trans__2,-1.7686169272,-0.2109098701,0.0540830645,0.9354712413
lrp__dellrp_min_stat__1,0.48739138600000004,-0.9114773164000001,-2.4044391384,-0.114380222
lrp__dellrp_min_stat__2,0.8135415688000001,-0.7659244458000001,-2.2572603749,-0.4618928782
lrp__dellrp_liv_log__1,-0.33537923540000003,-0.0425519287,0.15715905260000002,-0.1224464358
lrp__dellrp_liv_log__2,-0.054959397800000004,-0.2659127914,0.22238625250000002,0.2983490954
lrp__dellrp_liv_trans__1,-3.0633557712,-0.9004878738000001,0.029169605100000003,-0.24434000990000002
lrp__dellrp_liv_trans__2,-2.9006124875,-0.9778596178000001,0.3152681445,0.0135024936
lrp__dellrp_liv_stat__1,0.8132466485000001,-0.2819881697,-2.3922730427,-0.0888189655
lrp__dellrp_liv_stat__2,1.2559534995,-0.2670877081,-2.1205585644,0.0958785737
lrp__dellrp_rich_log__1,-1.4791586095,-1.6701157863,-0.14166017990000002,-1.0485301634
lrp__dellrp_rich_log__2,-1.3105110219,-1.4983168665,-0.1285585019,-0.9506783407
lrp__dellrp_rich_trans__1,-2.2553203499,-0.6572381114,-0.41390028040000004,0.0092334253
lrp__dellrp_rich_trans__2,-2.6100696149,-0.42338804560000004,-0.5311079492,0.24535617110000002
lrp__dellrp_rich_stat__1,-1.3158112154000001,-1.6326078383,0.7351458547,0.047163355000000004
lrp__dellrp_rich_stat__2,-1.3966163177,-1.1590429038,1.4053881684,0.5261040576
mazF_circuit__t0__1,-0.1479907569,-0.13785457210000002,-0.004570969,0.1562382721
mazF_circuit__t2__1,1.7523024802,-0.9274872266,0.0653832305,0.6331112553
mazF_circuit__t4__1,-0.7327819202,0.06995614430000001,0.3822852162,0.6614788326000001
mazF_circuit__t6__1,0.9952498655,0.23156493190000002,0.21028994880000001,0.24987335840000002
mazF_circuit__t8__1,0.1162718331,0.2961942417,-0.0570535506,0.0917625044
mazF_circuit__t0__2,0.1479907569,0.13785457210000002,0.004570969,-0.1562382721
mazF_circuit__t2__2,0.8515498842,-0.4243407987,0.051884897000000006,0.0567651034
mazF_circuit__t4__2,0.5019096763,-0.2122799991,0.3721571684,0.7709594122000001
mazF_circuit__t6__2,3.0084385957,-0.028356643900000002,0.12152566340000001,-0.0509849852
mazF_circuit__t8__2,-0.0171706282,0.23010274160000002,-0.0765298296,0.0225987589
mazF_ribo__emptyvec_mrna_5m__1,-0.1417845081,-0.10544302430000001,0.020805030000000002,-0.0052523366
mazF_ribo__emptyvec_mrna_5m__2,0.1417845081,0.10544302430000001,-0.020805030000000002,0.0052523366
mazF_ribo__mazF_mrna_5m__1,-4.1556411752,0.0648281983,0.16600598560000002,0.570603653
mazF_ribo__mazF_mrna_5m__2,-3.9305723321,0.0622903094,0.1916775286,0.6901759176000001
mazF_ribo__emptyvec_total_5m__1,-2.7133874576,-0.8699290681,0.46786379100000003,1.5424410397
mazF_ribo__emptyvec_total_5m__2,-2.488446269,-1.0106419734,0.5122323806,1.5776798909
