,A,PaaX,Crp,ihfB
abx_mega__dmso-7__3,0.40121640820000004,-0.6867112383,-0.4554145486,-0.7680530929
abx_mega__van_h2o__5,1.1078892156,-0.690500061,-0.9496879326000001,-1.0549421924
abx_mega__flavo_dmso__4,-0.3487524241,-0.2205053022,-0.14394191280000002,-1.5490004049000001
abx_mega__novo_dmso__3,3.5009427825,-0.3045286021,0.257330798,-1.007280809
abx_mega__polmyx_h2o__7,0.23822398090000002,-0.18771491640000001,-0.3373228733,-1.4086176609
abx_mega__teix_dmso__17,-0.1611777488,0.1871711409,0.035948117,-1.0295143598
abx_mega__doxo_dmso__3,-0.38835997170000003,-0.6956650056,-0.3182627866,-1.6932599032
abx_mega__mem_dmso__6,0.3119767959,0.2011403071,-0.1118469182,-0.4320461095
abx_mega__h2o-1a__3,-0.4296083847,0.026763366400000002,-0.0372321217,-0.0815377088
abx_mega__bacit_dmso__3,8.8595652823,-0.1079536628,-0.4922607946,-0.08661096330000001
abx_mega__dox_dmso__8,-1.0991726912,0.6542851510000001,-0.4416388787,1.0713928878
abx_mega__teix_dmso__18,1.0137088616,-0.1893093404,0.0105278607,0.0859108769
abx_mega__h2o-6__3,-1.2211836761,-0.2109832931,0.2876777482,-0.5434080902
abx_mega__pen_h2o__5,0.3851824985,-0.06386616390000001,-0.1645882529,-0.4315676376
abx_mega__lzd_dmso__4,0.8068974025000001,-0.3797480346,-0.8421746734000001,-1.1390807783
abx_mega__daro__1,5.4713537613,-0.3676628847,-0.7797289048,-1.4467053043
abx_mega__solv__1,1.6296776329,-0.27360220760000004,-0.9412126322000001,-1.3026676412
abx_mega__daro__2,8.2518101093,0.5102186826,-0.555678611,-1.4595111938
abx_mega__daro__3,9.1559460298,0.44747425830000004,-0.38526479500000005,-1.1597284343
abx_mega__solv__2,0.9572589028,-0.9827198945000001,-1.0984957077,-1.5922904276
abx_mega__solv__3,8.079212963,0.5806066968,-0.4458656036,-1.2242512257
abx_mega__dmso-4__1,5.1111048568,0.2760483317,-0.23661516940000002,0.6714071664
abx_mega__kirr_dmso__1,2.9535017833,-0.2005965922,-1.8181327083,-0.6753540017
abx_mega__kirr_dmso__2,1.4047930918,-0.36257912270000003,-2.037821897,-0.6499896119
abx_mega__kirr_dmso__3,2.8286687041,-0.25221228300000004,-2.2059426753,-0.6026302438000001
abx_mega__dmso-4__2,5.8096219314,0.434696729,-0.4792645071,0.2388964468
abx_mega__dmso-4__3,4.4648843313,0.152102118,-0.054275376300000004,0.6331582822
ackA_pta__dnaA46_del_ackA__1,-0.0413004151,0.5742264422000001,1.2971935035,0.3417530218
ackA_pta__dnaA46_del_ackA__2,0.7334563367,0.9665566979,2.020927993,0.46574061040000003
ackA_pta__dnaA46_del_ackA__3,0.3469959519,0.4319342225,0.5760517667,-0.0820151137
ackA_pta__dnaA46_del_pta__1,6.6318043439,2.2095717604,2.383091682,0.7163691619
ackA_pta__dnaA46_del_pta__2,1.4310212446000001,0.2724766005,1.2512872247,0.0582164146
ackA_pta__dnaA46_del_pta__3,0.21179150900000002,0.7344380771,1.4331106707,0.3291020489
ackA_pta__dnaA46__1,-0.413912,0.1677832878,0.1517886605,0.0307312722
ackA_pta__dnaA46__2,1.0307155905,-0.5649376844,-0.2646015759,-0.7027882675
ackA_pta__dnaA46__3,0.238400092,0.196047471,0.256464884,0.0423091795
ackA_pta__del_ackA__1,0.562043752,0.28591292300000004,0.9591927252,0.3616571047
ackA_pta__del_ackA__2,2.8515762656,1.7666826841,2.5388323397,0.8136953180000001
ackA_pta__del_ackA__3,-0.702561145,0.1880803898,0.9744724369000001,0.3255633119
ackA_pta__del_pta__1,-0.11617803580000001,-0.4140690064,-0.30103145470000003,0.1191264814
ackA_pta__del_pta__2,1.3697527045,0.2940944515,1.2020478367,0.5818783374000001
ackA_pta__del_pta__3,0.0832158051,0.3377978341,0.7380002376,0.3624424913
ackA_pta__wt__1,0.0019713461,0.3040549752,0.0829169912,-0.0459312133
ackA_pta__wt__2,-0.0473405953,-0.15486779620000002,-0.075921268,0.0124592081
ackA_pta__wt__3,0.045369249300000004,-0.149187179,-0.006995723200000001,0.0334720052
anticancer__5fu__1,-3.1007423234,-0.3679207521,-0.2546401567,0.2901538582
anticancer__5fu__2,-3.3002260691,-0.6730292202,-0.30518404320000003,0.0467296974
anticancer__cap__1,0.056758655500000005,0.7279538811,-0.5181824078,0.7931308635000001
anticancer__cap__2,-0.5203417503000001,0.312588401,-0.675081557,0.7752613471
anticancer__cap__3,0.0440967987,0.371772127,-0.7835359689,0.7093392535
anticancer__wt__1,-0.3846055989,-0.29422997160000003,0.2440588662,0.21807747260000002
anticancer__wt__2,0.15048410280000002,0.1551317767,-0.0309117965,0.0446351909
anticancer__wt__3,0.234121496,0.1390981949,-0.21314706960000002,-0.2627126635
anticancer__5fu__3,-3.1281639666,-0.4060153515,-0.39514538390000004,0.23573169940000002
bio_pln__aero_pln__1,0.47332487560000003,0.0437980075,0.1831441383,0.0870960743
bio_pln__aero_pln__2,-0.47332487560000003,-0.0437980075,-0.1831441383,-0.0870960743
bio_pln__anaero_pln__1,2.4838920166,0.2058405289,-0.1003374077,-0.5189584420000001
bio_pln__anaero_pln__2,-1.6762090034,-0.1479585077,-0.0489066405,-0.5667947443
biocide__bzcl_12h__1,1.5344045343000001,0.1223641862,-0.1152614403,-0.0914716639
biocide__bzcl_12h__2,0.5116892705,0.0491450384,0.33069778580000003,1.1022593053
biocide__bzcl_12h__3,1.5672715069,0.3768966735,0.0395780566,0.19634162160000002
biocide__etoh_12h__1,0.43013930710000003,-0.1455919629,0.0799160108,0.2495665894
biocide__etoh_12h__2,-0.6801461379,-0.3578320719,0.13476163600000002,0.29509045100000003
biocide__etoh_12h__3,0.18379674640000002,-0.1946554657,0.1271931801,0.28974472560000003
biocide__gluald_12h__1,0.3705264439,0.18745308160000002,0.3101981754,0.9448648483000001
biocide__gluald_12h__2,-0.3646908491,0.0048726524,0.16749059400000002,0.7843541674000001
biocide__gluald_12h__3,1.2064541467,0.0608321957,0.2033144985,0.726623537
biocide__h2o2_12h__1,0.2175096411,-0.0763823101,0.0350800225,0.6493503178000001
biocide__h2o2_12h__2,0.0132099716,0.0589366978,-0.018607714600000002,0.4943468273
biocide__h2o2_12h__3,0.7127332171,0.1267537449,0.0177745832,0.6880973691000001
biocide__2ppoh_12h__1,2.4470444336,0.3170178454,0.1296212176,0.2493841334
biocide__2ppoh_12h__2,1.9727743645,0.2678488505,0.0410003929,0.2449383377
biocide__2ppoh_12h__3,3.1993660625,0.5486382727,0.1329939336,0.4621122998
biocide__paa_12h__1,-0.4263619321,0.0307792299,-0.0046637408,0.5176384229000001
biocide__paa_12h__2,-0.7302290291,0.1674877531,-0.0345939636,0.4073150236
biocide__paa_12h__3,-0.37124849600000004,-0.2259767472,-0.0639964626,0.6503996628000001
biocide__phe_12h__1,-0.5487028793000001,0.3386187563,0.2637505564,0.6639244288
biocide__phe_12h__2,0.9178966129,0.37433095710000003,0.1366857256,0.3868195097
biocide__phe_12h__3,0.9112717377,0.1889381419,0.12908140170000001,0.5192932066
biocide__pvp-i_12h__1,2.7965318021,0.063788409,-0.0130459532,0.6321485308
biocide__pvp-i_12h__2,0.5422984956,0.2006394517,-0.051017588700000005,0.2311268955
biocide__pvp-i_12h__3,0.8383352861000001,0.2881348521,-0.0771750924,0.6180081473
biocide__bleach_12h__1,1.6269092307,0.2891146129,0.0070308263,0.46617491
biocide__bleach_12h__2,1.0626613832,0.1878069772,-0.0562055273,0.4315701879
biocide__bleach_12h__3,1.2967901347,-0.0490610958,-0.019864096300000002,0.45112579270000003
biocide__chx_12h__1,0.3038896797,0.249856333,0.1456210242,0.7957131788
biocide__chx_12h__2,1.7750149708,0.033649323,0.0296414633,0.8701562925
biocide__chx_12h__3,1.2688635832,-0.1227003478,0.1012229557,0.8526435267
biocide__bzcl_30m__1,-0.6223932325,0.0915272434,0.0599384649,0.1601230415
biocide__bzcl_30m__2,-0.49361599980000004,-0.0296072289,0.1659899168,0.48453991290000004
biocide__bzcl_30m__3,0.062230591,-0.114925701,0.13117654180000002,0.31157401970000004
biocide__phe_30m__1,0.9720459879000001,-0.2507136475,-0.45115989980000004,-0.46288554660000003
biocide__phe_30m__2,0.6158955408,-0.2151456564,-0.042227577700000005,0.1014258158
biocide__phe_30m__3,0.06358715150000001,0.111745035,-0.3036384238,-0.327382092
biocide__pvp-i_30m__1,0.5632780071,-0.12314374360000001,0.0831416516,0.4817377311
biocide__pvp-i_30m__2,0.49106072570000003,-0.1717304067,0.1639234027,0.6106854175
biocide__pvp-i_30m__3,0.6763967937,-0.011978902000000001,-0.0031211273,0.3451857055
biocide__ctrl_12h__1,0.44435381700000004,-0.2631206309,-0.0810982225,0.335406578
biocide__ctrl_12h__2,1.6400460137000001,0.1737118535,-0.1099524013,0.0598735725
biocide__ctrl_12h__3,0.5643914288,0.0526829765,0.0403956206,0.4995995406
biocide__ctrl_30m__1,-0.1041892845,-0.088964943,0.2016413779,0.21691756980000002
biocide__ctrl_30m__2,0.4625595557,-0.1201662772,-0.2203103585,-0.2148037003
biocide__ctrl_30m__3,-0.35837027120000003,0.2091312202,0.0186689805,-0.0021138695
clpP__wt__1,0.4632506449,0.021188460500000002,-0.0666339028,-0.0015720619000000001
clpP__wt_DPTA__1,-0.5704922322,1.2783525574,0.503766096,0.3465855611
clpP__wt__2,-0.44370092110000003,-0.2324117409,-0.1321270107,-0.39464521020000004
clpP__wt_DPTA__2,1.0660762408,0.7668381727,0.4881845549,-0.2148670462
clpP__wt__3,-0.0195497239,0.21122328040000002,0.1987609135,0.3962172721
clpP__wt_DPTA__3,-0.6189112716,1.0954607854,0.5070739993,0.2317067461
clpP__delclpP__1,0.3530848536,0.17728102610000002,-0.8734644257,-0.2767926549
clpP__delclpP_DPTA__1,-0.1671426678,1.7257850111000002,0.0105121308,-0.4209052057
clpP__delclpP__2,-0.7730103486000001,0.2269177832,-0.3758395962,-0.1584630387
clpP__delclpP_DPTA__2,0.0095858507,1.7787197890000002,-0.080117849,-0.6458514533
clpP__delclpP__3,-0.7175805102,0.2558035742,-0.5751663553,-0.0375685068
clpP__delclpP_DPTA__3,-1.7505872798,1.8903102206,-0.1688967908,-0.2555400746
colombos2__delydcR__1,-2.2069317074,0.07711812550000001,-0.0693545751,0.036128813
colombos2__delydcR__2,1.4174294552,-0.2957737563,-0.33321683020000004,-0.1014112152
colombos2__delydcR__3,-0.0170145989,0.4151231128,-0.0393089613,-0.33370757
colombos2__delyjiR__1,-0.3623461181,0.2553236735,-0.099687806,0.6122663315
colombos2__delyjiR__2,-0.6546378564,-0.1312983457,0.25691065290000004,-0.18541421200000002
colombos2__delyjiR__3,0.2094120843,0.16859782210000002,0.162327729,-0.1877390568
colombos2__wt__1,0.5954238051,-0.1276089885,0.2204930321,0.4030636574
colombos2__wt__2,0.6280648362,0.0967099109,-0.4360373755,0.0131742564
colombos2__wt__3,-1.2234886412,0.0308990777,0.2155443434,-0.4162379138
crp_k100__ar1_ar2__1,2.0267972852,-1.6115299671,-1.2995977401,0.9058984181
crp_k100__ar1_ar2__2,2.770329656,-2.0661097632,-1.3858488461,0.3372727179
crp_k100__ar1_ar2__3,2.7661708864,-0.17835694500000002,-1.1551255076,0.2070695586
crp_k100__wt__1,-0.19662710660000002,-0.0058302121,-0.0264047357,-0.008781891600000001
crp_k100__wt__2,-0.3617878014,-0.017797107,0.1464903964,0.1159388298
crp_k100__wt__3,0.5584149079,0.023627319100000002,-0.1200856607,-0.1071569381
crp_k100__K100Q__1,0.1832854908,-0.9581897680000001,-0.2522707463,-0.0083563761
crp_k100__K100Q__2,-0.054030297000000005,-0.30808047650000003,-0.2711134562,-0.1669905288
crp_k100__K100R__1,-0.3944894591,-0.5550814056,-0.0595239595,0.20314510130000002
crp_k100__K100R__2,0.28428945510000003,-0.0658914773,0.5050291552,0.47657710410000004
crp_k100__K100R__3,1.1940367507,-0.3162059521,0.0660056332,0.2700813805
csrA__wt_t00__1,0.4057594015,-0.3877154398,-0.13018558560000001,-0.0993100443
csrA__wt_t02_30__1,3.4399771095,-0.8815444250000001,-1.1339696385,0.0998917893
csrA__wt_t05__1,5.6068072201,-0.8789440367,-2.4550083112,0.3514798276
csrA__wt_t10__1,5.6944937408000005,-1.8440861389,-4.1870252178,1.0705500595
csrA__wt_t15__1,2.8949339117,-1.7203334312,-3.2111292318,1.4234215681
csrA__delcsrA_t00__1,0.9043489433,0.6321717988000001,0.3613869819,0.1706238948
csrA__delcsrA_t02_30__1,5.8104241043,0.08037574780000001,-0.6674396287000001,0.4918520685
csrA__delcsrA_t05__1,7.5693455812,-0.059625376800000005,-2.2221447579,0.8975972293000001
csrA__delcsrA_t10__1,3.806533877,-1.424964016,-3.4198734015,1.0836947918
csrA__delcsrA_t15__1,2.0777406701,-1.2268097286,-3.2339359789,1.6690505328
csrA__wt_t00__2,-0.4057594015,0.3877154398,0.13018558560000001,0.0993100443
csrA__wt_t02_30__2,5.51840147,0.0379005311,-1.2511893155,0.252113582
csrA__wt_t05__2,7.3313896367,-0.2434267071,-2.3292575708,0.5647996376000001
csrA__wt_t10__2,5.1937284608,-1.6326809154,-4.1135135934000004,1.3226622664
csrA__wt_t15__2,3.308577384,-0.7811777115,-3.434645459,1.6822680893
csrA__delcsrA_t00__2,0.3870213383,0.3729424544,0.1876233269,0.0748492973
csrA__delcsrA_t02_30__2,5.5147741788,-0.8406378518000001,-1.1638283926,0.3824540121
csrA__delcsrA_t05__2,4.7282159789,-1.408654699,-2.0312934097,0.6218532665000001
csrA__delcsrA_t10__2,4.425106096,-1.3276264979,-3.5341055024,1.5451177489
csrA__delcsrA_t15__2,3.5318350384,-1.8206082729,-3.0369515843,1.6794614229
cstr_pfr__str_0005m__1,-0.0829437187,-0.0163266619,0.1036371583,-0.19552296660000001
cstr_pfr__str_0010m__1,0.4980260455,-0.22810834800000002,-0.2296760947,-0.33676205870000003
cstr_pfr__str_0025m__1,-0.19283607390000002,-0.0638361304,0.0383571309,-0.4678555526
cstr_pfr__str_0045m__1,-0.7634124870000001,-0.0977488666,0.0360981407,-0.4951556387
cstr_pfr__str_0075m__1,0.0922603517,-0.0479014787,0.0112518975,-0.42116024230000004
cstr_pfr__str_0120m__1,-0.5217297505,0.0059021343,0.0065400067,-0.3693426452
cstr_pfr__str_0210m__1,-0.6147961853,-0.1651599007,0.0613117897,-0.3916075934
cstr_pfr__str_0330m__1,1.9102126444,0.20468746570000002,0.0752505852,-0.3751414215
cstr_pfr__str_1500m__1,2.5923586612,0.2898480811,0.0646232551,-0.3437698719
cstr_pfr__str_1560m__1,-0.0280680661,0.0789661927,0.0745769649,-0.3634793157
cstr_pfr__str_1680m__1,-0.15105323140000002,0.0631594069,0.0132959954,-0.3447350557
cstr_pfr__str_ref1__1,0.0177875355,-0.0086685575,0.0309166155,-0.013629433100000001
cstr_pfr__str_ref2__1,-0.3789583741,0.0620758006,0.050854043200000004,0.0438769886
cstr_pfr__str_ref3__1,0.6375062898,-0.0298326754,0.0781229599,-0.0778520007
cstr_pfr__pfr_P5_0005m__1,0.9066976871,0.3940965983,0.269221989,0.0540694228
cstr_pfr__pfr_P5_0010m__1,0.8791863587000001,-0.0253548618,0.0489485095,-0.3380115139
cstr_pfr__pfr_P5_0025m__1,0.1953844089,0.222082212,0.2725286431,-0.4061420535
cstr_pfr__pfr_P3_0025m__1,0.2440198057,0.0750681749,0.079938994,-0.36089320010000003
cstr_pfr__pfr_P1_0025m__1,0.3662279986,-0.0525314984,-0.0319597258,-0.3537627923
cstr_pfr__pfr_P5_0045m__1,0.9913313339000001,0.3554949134,0.2169729199,-0.34136905160000003
cstr_pfr__pfr_P5_0120m__1,1.6024633015,0.2096671029,0.3349589161,-0.2991285242
cstr_pfr__pfr_P3_0120m__1,-0.0478603722,-0.187865842,0.1103821889,-0.518906887
cstr_pfr__pfr_P1_0120m__1,-1.1391522838,-0.0689675292,0.3563764866,-0.0308626203
cstr_pfr__pfr_P5_0210m__1,2.6783277801,0.0926655861,0.3086663712,-0.3128391911
cstr_pfr__pfr_P5_1500m__1,0.42843632330000003,0.1750351577,0.48358926430000004,-0.6247095729000001
cstr_pfr__pfr_P3_1680m__1,0.4533860196,0.1226780158,0.3481544716,-0.39696131430000003
cstr_pfr__pfr_P5_1680m__1,0.6837936603,0.1972423204,0.48077671120000004,-0.5874492021000001
cstr_pfr__pfr_P1_1680m__1,-0.2964629997,0.1651516248,0.2107291755,-0.4934994717
cstr_pfr__str_0005m__2,0.4956397709,-0.2026534559,-0.0935369191,-0.29955184300000004
cstr_pfr__str_0010m__2,0.1735054326,-0.2879765295,-0.24873146470000002,-0.3493445589
cstr_pfr__str_0025m__2,-0.9331010387,-0.1033279398,-0.2016487162,-0.4939354536
cstr_pfr__str_0045m__2,-0.28128599060000004,0.1753208219,-0.14117476780000002,-0.4346685737
cstr_pfr__str_0075m__2,0.0649240439,-0.24852730320000002,-0.126103141,-0.49898345190000004
cstr_pfr__str_0120m__2,-0.6652509463,-0.13795372620000002,-0.1334760396,-0.4394335224
cstr_pfr__str_0210m__2,0.17692293080000002,-0.0516060906,-0.0672349899,-0.3779241423
cstr_pfr__str_0330m__2,-0.0999396015,0.09919364900000001,0.0576004129,-0.43067581120000004
cstr_pfr__str_1500m__2,-0.3374448304,0.1117833032,0.2009926933,-0.4469418351
cstr_pfr__str_1560m__2,-0.4475395183,0.061941827500000005,0.1707298308,-0.5305284609
cstr_pfr__str_1680m__2,1.2880262497000001,0.0447134178,0.0692396961,-0.3726353283
cstr_pfr__str_ref1__2,-0.0177875355,0.0086685575,-0.0309166155,0.013629433100000001
cstr_pfr__str_ref2__2,-0.14006020300000002,-0.012638727800000001,-0.0359995768,-0.1410483777
cstr_pfr__str_ref3__2,-0.2623684002,-0.0512329887,0.058544858000000005,-0.2992241516
cstr_pfr__pfr_P5_0005m__2,2.1412146343,0.2499311467,-0.048752147,-0.1919072104
cstr_pfr__pfr_P5_0010m__2,0.5858496096,0.2382713405,0.0814724538,-0.2106737712
cstr_pfr__pfr_P5_0025m__2,0.2498531983,0.19735439740000002,0.14086945920000002,-0.4396286763
cstr_pfr__pfr_P3_0025m__2,-0.3268920866,0.0155634246,-0.0582763844,-0.43113698440000003
cstr_pfr__pfr_P1_0025m__2,-0.7085358228,-0.0593001457,-0.2331385879,-0.5285459621
cstr_pfr__pfr_P5_0045m__2,-0.37263746410000004,0.5122189026,0.0354719414,-0.7789340456
cstr_pfr__pfr_P5_0120m__2,0.0037009240000000004,0.1383514247,0.305318221,-0.47990665450000003
cstr_pfr__pfr_P3_0120m__2,-0.6411307471000001,0.09157316900000001,0.0945138693,-0.40638696950000003
cstr_pfr__pfr_P1_0120m__2,-0.6156426494,-0.2238356359,-0.0124149267,-0.4920680422
cstr_pfr__pfr_P5_0210m__2,0.3628067618,0.3392708202,0.3356911857,-0.2794220631
cstr_pfr__pfr_P5_1500m__2,0.6461618517000001,0.3164577073,0.41076687230000003,-0.6138260592
cstr_pfr__pfr_P3_1680m__2,0.1719027877,0.1056524664,0.3983587121,-0.5289399786
cstr_pfr__pfr_P5_1680m__2,0.1858380838,0.148900748,0.2226821065,-0.45414213950000004
cstr_pfr__pfr_P1_1680m__2,-0.2839823727,-0.0783818416,0.03072544,-0.48781659310000003
darobactin__daro_30m__1,-1.0768389094,0.5589850056,0.9297661229,0.172211879
darobactin__daro_30m__2,-0.7466945178000001,-0.1017067534,0.5458194559,0.2852446293
darobactin__solv_1h__1,2.7199774794,1.3904298808,0.8896791535,-0.034085819600000004
darobactin__solv_1h__2,1.4837185977,0.9638588422000001,0.7544298497,0.0714393256
darobactin__daro_1h__1,0.6016521783000001,1.4469471803,0.9083268103000001,0.7262429691000001
darobactin__solv_1h__3,4.2832144486,1.7868288619000001,0.8378540299,-0.54570419
darobactin__daro_1h__2,2.1672585551,1.5833689595,1.2087494064,0.2129508923
darobactin__daro_1h__3,1.1635396714,1.690938861,1.1494446188,0.14178574160000001
darobactin__daro_30m__3,0.8294852905000001,0.20345507170000002,0.7221774194,0.2678849863
darobactin__solv_30m__1,-0.8814114123000001,-0.1700698853,0.3322589038,-0.0398567252
darobactin__solv_15m__1,0.4025033189,-0.1321224071,-0.0405799602,-0.011565161000000001
darobactin__solv_15m__2,0.19446452190000002,0.2548372158,0.0211711041,-0.0110295462
darobactin__daro_15m__1,1.4887019709,0.5526409245,0.32684287360000003,0.14964342960000002
darobactin__solv_15m__3,-0.5969678409,-0.12271480870000001,0.019408856000000002,0.0225947072
darobactin__daro_15m__2,-0.6640418031,-0.0231107327,0.3689308805,0.1396423013
darobactin__daro_15m__3,-1.3343713886,0.1580155576,0.221949515,0.6544630542000001
darobactin__solv_30m__2,-0.5628645280000001,0.2384225203,0.1618995187,-0.312079486
darobactin__solv_30m__3,0.4435798596,-0.10198983860000001,0.2420582473,-0.4423228079
ddp__pNT3_aroP__1,-6.695419798,0.1306157298,0.4265026615,0.1266565106
ddp__pNT3_aroP__2,-6.6456803107999995,-0.1369774632,0.7271404589,-0.19509359999999998
ddp__pNT3_bamC__1,-8.9207908317,-2.1542452095,0.8519065269,-0.5672458622000001
ddp__pNT3_bamC__2,-8.6948759503,-1.7231375204,0.5921076495,-1.1369997208
ddp__pNT3_cusA__1,-10.3462859744,-2.09015403,1.0354136519,-1.1653131053
ddp__pNT3_cusA__2,-10.9489988408,-1.9795252158,0.7451035267,-1.834437337
ddp__pNT3_hemX__1,-3.1576919363,-0.1326369685,0.8182462086000001,-0.3100348107
ddp__pNT3_hemX__2,-3.7446932806,-0.0323745792,0.7045028161,-0.3205994297
ddp__pNT3_empty__1,-0.5251620220000001,0.038309743800000004,-0.139956359,-0.0232892471
ddp__pNT3_empty__2,0.5251620220000001,-0.038309743800000004,0.139956359,0.0232892471
ddp__pNT3_topA__1,-8.2714689503,-1.0527371705,0.5908025523,-0.9207812597
ddp__pNT3_topA__2,-8.4577708117,-1.0741025436,0.9994652368,-1.3071923027
ddp__pNT3_yicR__1,-2.6609321340000003,0.022770507000000002,0.7827099169,-0.45955464420000003
ddp__pNT3_yicR__2,-3.410464694,-0.1087306029,0.7206732189,-0.7959901979
ddp__pNT3_yqjD__1,-2.7596440617,0.47690086660000003,0.5565290979,0.4344459372
ddp__pNT3_yqjD__2,-2.8382636151,0.33805158020000003,0.5652993358,0.3504806305
ecomics__del_gabT__1,0.4979806292,-0.0520530956,-0.2183604482,-0.0056595274
ecomics__del_gabT__2,-0.4979806292,0.0520530956,0.2183604482,0.0056595274
ecomics__del_putP__1,0.8043102551,0.4761793178,0.0496916416,0.062111151
ecomics__del_putP__2,-4.0576627264,0.1277110584,0.2503393265,-0.1246500822
ecomics__del_entF__1,-0.9935267862,0.4813618263,0.39555321730000004,-0.32022293760000003
ecomics__del_entF__2,-1.3364340400999999,0.6483915255,0.11605645020000001,-0.18921608780000002
ecomics__del_entF__3,-3.0230243088,0.4077188002,0.2931170004,-0.0718275669
ecomics__del_cysA__1,-2.8671007755,0.3566074409,0.3087574011,0.0014180174
ecomics__del_cysA__2,-1.4188842255,-0.024317029400000002,0.0756466625,-0.0314311242
elyC__wt_21C__1,-0.148067208,0.284945604,0.2997067975,0.25078108450000003
elyC__wt_21C__2,-0.10136656250000001,0.289905114,0.2171652813,0.3183754319
elyC__wt_21C__3,-0.7647052,0.2447109503,0.20048826090000002,0.301183598
