,A,GalS,GalR,Crp
fur__wt_dpd__1,-6.9625492504,-1.269632767,0.1875987455,0.077574131
fur__wt_dpd__2,-7.4529555132,-1.454021219,0.22001185150000002,-0.090682171
fur__wt_fe__1,-0.1663037439,-0.010997592,-0.1900561435,-0.030513673
fur__wt_fe__2,0.0088963944,0.30532300300000004,-0.2293089895,0.05819072
fur__delfur_dpd__1,-5.845800555,-0.6772459070000001,0.2444759675,-0.105981984
fur__delfur_dpd__2,-5.9478656523,-0.528665429,0.2277067385,-0.22346684100000003
fur__delfur_fe2__1,-0.6181536031,0.067441551,-0.1510155025,0.436429913
fur__delfur_fe2__2,-0.7992679649000001,-0.095832888,-0.13111179750000002,0.367563393
acid__wt_ph5__1,-1.9835609066000002,-0.25246868,0.1574433735,0.345522573
acid__wt_ph5__2,-1.7828890533,-0.23037420900000002,0.3103926415,0.343136463
acid__delgadx_ph5__1,-1.5963275182,0.033149857000000005,0.0895345285,0.33938771300000004
acid__delgadw_ph5__1,-1.1985089036,-0.221686229,0.0611079915,0.383863793
acid__delgadw_ph5__2,-1.4804791767,-0.317114263,0.0699684725,0.33986178300000003
acid__delgade_ph5__1,-1.6240028131000002,-0.17718319500000002,0.2520127065,0.43240872300000005
acid__delgade_ph5__2,-1.7442093476,-0.49213548300000004,0.2789327405,0.482436193
oxidative__wt_pq__1,-6.8599779656,-0.9985325230000001,0.2080629165,0.17662370300000002
oxidative__wt_pq__2,-7.0216581987,-1.473761096,0.2134044775,0.24038529300000003
oxidative__deloxyr_pq__1,-7.1669786167,-1.0502166,0.4820289525,0.513155013
oxidative__deloxyr_pq__2,-7.5713507552,-1.178064613,0.5640549085000001,0.536337303
oxidative__delsoxr_pq__1,-6.345156012,-0.933456142,0.2664567735,0.334672533
oxidative__delsoxr_pq__2,-6.2788184784,-1.089581486,0.22081860050000002,0.387059873
oxidative__delsoxs_pq__1,-7.1253412295,-1.04435545,0.4998542615,0.513462963
oxidative__delsoxs_pq__2,-6.8724004482000005,-1.32020592,0.5127030245,0.5104807530000001
nac_ntrc__wt_csn__1,-4.0062393821,-0.476258304,0.30232555850000004,-0.07279683
nac_ntrc__wt_csn__2,-4.5314177676,-0.48857168700000003,0.3031403205,-0.093243951
nac_ntrc__wt_cytd__1,-3.8794164513,-0.820218093,0.0517371945,-0.043119613
nac_ntrc__wt_cytd__2,-4.0413505944,-0.671507898,0.027601332500000002,-0.07348926
nac_ntrc__wt_gln__1,-5.8175513217,-0.852369861,0.2123202595,0.16383650300000002
nac_ntrc__wt_gln__2,-6.0728466811,-0.749300049,0.16738411450000001,0.11651884600000001
nac_ntrc__bw_delnac_csn__1,-6.2892700804,-0.43046677400000005,0.3457177095,0.16921202300000002
nac_ntrc__bw_delnac_csn__2,-6.8250160862,0.043102139000000005,0.37446646450000004,0.03216219
nac_ntrc__bw_delnac_cytd__1,-3.5735451478,-0.470234806,0.1815122525,0.29367586300000004
nac_ntrc__bw_delnac_cytd__2,-3.8791828468,-0.4848636,0.1276270905,0.22863865300000003
nac_ntrc__bw_delnac_gln__1,-5.799569413,-0.5380481690000001,0.2827837355,0.505105143
nac_ntrc__bw_delnac_gln__2,-5.4390381515,-0.9479672520000001,0.3933351795,0.563775123
nac_ntrc__bw_delnac_nh4__1,-0.4580341512,-0.171026442,-0.5829826055,0.339165103
nac_ntrc__bw_delnac_nh4__2,-0.0338058787,-0.183833815,-0.2843534775,0.360235063
misc__wt_no_te__1,-4.2761023815,-1.025633306,0.2181563685,0.32216916300000004
misc__wt_no_te__2,-2.8056904247,-0.366268225,0.12135483050000001,0.315987593
misc__bw_delcbl__1,0.21456612790000001,-0.109295955,0.0701949305,0.30577407300000004
misc__bw_delcbl__2,0.2965909063,-0.294788957,0.0728145225,0.322569413
misc__bw_delfabr__1,0.5569895986,-0.32203234000000003,-0.0227979045,0.194465293
misc__bw_delfabr__2,0.6636383795,-0.311915951,-0.0958568265,0.13385438500000002
misc__bw_delfadr__1,-0.825152803,-0.544795924,-0.0240451245,0.325118883
misc__bw_delfadr__2,-0.9212810196000001,-0.500526449,0.0062610455,0.343466333
misc__nitr_031__1,-3.6984587164000002,-0.21424146700000002,0.4545550855,0.215598863
omics__wt_glu__1,-1.8775803302,0.389530409,-0.2377063425,0.348125933
omics__wt_glu__2,-1.9309108727000002,0.250995827,-0.1285756775,0.319898823
omics__wt_gly__1,-1.6458821451999999,-0.13397488500000002,-0.2961746035,0.31218181300000003
omics__wt_gly__2,-1.7663644902,0.109665754,-0.3163628335,0.348980073
omics__wt_thr__1,-6.3259438247,1.430543133,0.2990915235,0.883560683
omics__wt_thr__2,-7.0339239375,1.256519302,0.6972183425,1.1275514229999999
omics__bw_ac__1,7.6285172722,3.170169489,0.22425010950000002,0.46435899300000005
omics__bw_ac__2,7.7320497381,3.06673528,0.5352600095,0.46188222300000004
omics__bw_fum__1,7.6839499469,2.766992236,-0.0772203245,0.44664785300000004
omics__bw_fum__2,7.5714055115,2.766856394,-0.0301581105,0.49525865300000005
omics__bw_glc__1,-0.11839163130000001,0.285965481,0.2393857765,0.319951353
omics__bw_glc__2,0.0733424973,0.184368852,0.1855136845,0.360933593
omics__bw_pyr__1,6.2092112953,2.707484076,0.5084281945,0.8061810030000001
omics__bw_pyr__2,6.1625764021,2.20492423,0.19634287150000002,0.764467493
ompr__wt_nacl__1,-8.9961133378,-1.706519656,0.0080033495,-0.686581477
ompr__wt_nacl__2,-8.8407018411,-1.636500898,-0.0234309855,-0.620927
ompr__bw_delompr_nacl__1,-8.2030635358,-2.169578153,-0.5174887775,-1.046248202
ompr__bw_delompr_nacl__2,-8.0255057032,-1.421881568,-0.4525106605,-1.071490687
minspan__wt_ade__1,-3.499710719,-0.28202318400000004,0.3557353095,-0.09169608400000001
minspan__wt_glc__1,-1.2074953926,-0.57452653,-0.1243426905,-0.171476714
minspan__wt_glc__2,-0.6958083695,-0.40681505300000004,-0.0200204535,-0.216511799
minspan__wt_glc__3,-1.0258609615,0.257873821,0.16855712450000002,-0.237794143
minspan__wt_glc_anaero__1,-9.4033845917,-1.334724956,0.2079702155,0.097308024
minspan__wt_glc_anaero__2,-10.1200239878,-0.816185912,0.7493883845,0.0007891440000000001
minspan__wt_trp__1,-5.5751586715,0.546984824,0.7463551295,0.37930993300000004
minspan__bw_delcra_glc__1,-8.4128028617,-0.815062613,0.6718709755000001,0.207746483
minspan__bw_delcra_trp__1,-7.7034454512,-0.660631673,0.3706388175,0.245706203
minspan__bw_delmntr__1,-5.6320217358,0.20740042900000003,0.7090802595,0.395080543
minspan__bw_delnac_ade__1,-1.183331384,0.5510153910000001,0.4415837295,0.005806082000000001
minspan__bw_delnac_glc__1,-0.8439825120000001,-0.34891368,-0.2604507695,0.19238992300000002
cra_crp__wt_ac__1,6.9972839805,3.319493981,-0.039247224500000004,0.7848307330000001
cra_crp__wt_ac__2,6.6891685348,3.397712178,-0.0621554005,0.774460393
cra_crp__wt_fru__1,4.0912270757,2.006096125,0.1649423945,0.31349375300000004
cra_crp__wt_fru__2,3.8971507401,1.985223601,-0.12074377950000001,0.373244063
cra_crp__delcra_ac__1,4.2255237123,2.282014373,0.1557828805,0.205353913
cra_crp__delcra_ac__2,4.2122421306,2.262582507,-0.0960723805,0.159225273
cra_crp__delcra_fru__1,-4.576953748,-0.41588771100000005,0.2646517805,0.12650519300000002
cra_crp__delcra_fru__2,-4.7212916566,-0.87947903,0.1861215285,0.163147493
cra_crp__delcra_glc__1,-2.6152763988,-1.070187062,0.057616730500000005,0.046791002000000005
cra_crp__delcra_glc__2,-2.0943297485,-0.47200464700000005,0.1008748795,-0.014761104
rpoB__wt_031__1,7.8381109776,3.277983823,0.45506512650000003,0.271760703
rpoB__wt_044__1,0.0217444822,0.2360553,0.2744781955,0.20485867300000002
rpoB__wt_lb__1,9.9150912986,3.996802208,0.0886417295,0.24727295300000002
rpoB__wt_lb__2,10.099038112,3.953672757,0.0510933805,0.204154523
rpoB__rpoBE546V_031__1,5.1985018017,2.409658259,-0.1156021555,0.45717146300000006
rpoB__rpoBE546V_044__1,4.6360114124,2.052953909,-0.3561532705,0.376256283
rpoB__rpoBE546V_lb__1,6.5927514804000005,2.899366893,-0.3465168585,0.11748048200000001
rpoB__rpoBE546V_lb__2,6.9680388746,2.877610702,-0.3403745515,0.125422963
rpoB__rpoBE546V_glc__1,-0.0070657767,0.409993217,-0.4701867025,-0.004082425000000001
rpoB__rpoBE672K_glc__1,2.082215278,0.180965874,-0.5411945735,-0.66628918
rpoB__rpoBE672K_glc__2,2.3533242305,0.733245916,-0.4219594525,-0.570898456
rpoB__rpoBE672K_lb__1,5.6502535965,1.398551257,-1.0124842785000001,-0.228845183
rpoB__rpoBE672K_lb__2,5.7823866859,1.057065609,-1.2034627485,-0.18410035800000002
crp__wt_fru__1,6.2690846173,1.955675178,0.0038647985,-0.134837475
crp__wt_glyc__1,8.1295242131,2.353273268,-0.45012762850000004,-0.06971342200000001
crp__wt_glyc__2,8.2697031867,2.539817715,-0.2641471735,0.000271048
crp__delar1_glyc__1,-4.5453017024,-1.248124968,0.4826181265,0.768482663
crp__delar1_glyc__2,-7.8785437971,-1.764899608,0.6864200475000001,0.980974663
crp__delar1ar2_glyc__1,-6.1669998442,-1.286549034,-0.0855197585,0.29165508300000004
crp__delar1ar2_glyc__2,-6.0298886186,-1.675743737,0.0006969155,0.25672264300000003
crp__delar1ar2_glyc__3,-5.8068973247999995,-1.143302241,0.025891030500000002,0.37124749300000004
crp__delar2_glyc__1,-9.9722113163,-1.140942861,0.7982534755,1.429825303
crp__delar2_glyc__2,-10.007067839,-1.025793631,0.8872066875,1.300445483
crp__delar2_glyc__3,-9.9540432308,-1.650869879,0.7891173895,1.236903523
crp__delcrp_fru__1,-7.5678854703,-0.629736209,0.4917915485,-9.852476477
crp__delcrp_fru__2,-8.370737425,-0.39049011,0.41270741250000004,-9.107951936
crp__delcrp_fru__3,-8.1426287982,-0.5936025450000001,0.5057677505,-9.852476477
crp__delcrp_glc__1,-7.6284023941,-0.40718341100000005,0.3022774545,-9.025871704
crp__delcrp_glc__2,-7.5662196481,-0.490730266,0.2166833275,-9.566616581
crp__delcrp_glc__3,-7.4571086698,-1.117943297,0.2714839965,-9.852476477
crp__delcrp_glyc__1,-7.5058334379,-0.893344329,0.24209336350000002,-9.852476477
crp__delcrp_glyc__2,-7.6414919737,-1.152201114,0.24129596250000002,-9.852476477
crp__delcrp_glyc__3,-8.0125267009,-1.297836013,0.36377809450000004,-9.852476477
glu__glu_ale3__1,-5.745825169,-1.491687382,1.2437532905,1.438555163
glu__glu_ale4__1,-2.7609588926,-0.545607101,-0.29123241850000003,0.12370463300000001
glu__glu_ale5__1,3.2336503926,1.063677739,-0.6462178295000001,0.23737495300000003
glu__glu_ale6__1,0.5857065896,-0.34495921500000004,-0.39249328650000004,-0.266972174
glu__glu_ale8__1,-8.7554145467,-1.8040943230000002,0.9895550385,1.5517659030000002
glu__glu_ale9__1,-5.0507812392,-1.009880902,0.6727664845,0.736260553
glu__glu_ale10__1,-6.9471233787,-1.206667762,0.7494414655,1.248499963
42c__wt_42c__1,-1.0035551201,-0.111380343,-0.3644916795,-0.022893763
42c__42c_ale1__1,-4.9420931289,1.19367661,0.2625735835,0.578078713
42c__42c_ale2__1,-2.8942407596,-0.6536643480000001,-0.5108010075,-0.001157444
42c__42c_ale3__1,-2.7475783492,-0.5753229,-0.6026238045,-0.163650862
42c__42c_ale4__1,-6.4014447315,0.9279845330000001,-0.1919259405,0.18829674300000002
42c__42c_ale5__1,-1.1389972109,-0.0040989600000000005,-0.4062709365,-0.255090408
42c__42c_ale6__1,-11.4584088378,-2.202383443,0.1320097845,0.584709813
42c__42c_ale8__1,-9.5534319057,-1.257685472,0.4997467185,0.898060053
42c__42c_ale9__1,-0.22339725100000002,0.242619514,-0.1391819015,0.234450913
42c__42c_ale10__1,-9.2451895867,-0.865490399,1.0251334855,0.5824345430000001
ssw__wt_ac__1,4.1064252624,2.026392665,-0.2898721245,0.155824183
ssw__wt_glc__1,-2.0844148931,-0.7155370160000001,-0.2922548935,0.08995910700000001
ssw__wt_glyc__1,-0.36589152620000004,2.524899075,1.0756560075,0.264629563
ssw__wt_xyl__1,-6.2183753762,1.948555303,1.3990723255,0.615108903
ssw__glc_ale1__1,2.5851792318999998,1.6694182510000002,0.1630665095,0.311997713
ssw__glc_ale2__1,-7.6834641148,-0.514204667,0.6969488505,0.5353218630000001
ssw__glc_ale3__1,-8.6962868009,-0.232281744,0.7609542855,0.445484003
ssw__glyc_ale1__1,-0.9023076453000001,1.655119982,0.1352391785,0.29887890300000003
ssw__glyc_ale2__1,-9.2784067469,-0.5604728680000001,0.7009586425000001,0.302115623
ssw__xyl_ale1__1,-3.2915421502,1.6594055970000001,0.4774405115,-0.214788422
ssw__xyl_ale2__1,4.2957423145,2.929095411,0.0867009455,0.026451149
ssw__xyl_ale3__1,-1.4119073269,1.428723278,0.8405874685,-0.313835929
ssw__glc_ac_ac2__1,-7.617899313,-0.317155421,0.6040810685,0.506935123
ssw__glc_ac_glc1__1,-5.2361266626,-0.329208553,0.3584636375,-0.42053636400000005
ssw__glc_glyc_glc__1,-5.7685851088,-0.5202045980000001,0.49365419050000003,0.565682133
ssw__glc_glyc_glyc__1,1.3560863602,2.737018548,0.9744601915000001,0.307042493
ssw__glc_xyl_glc__1,-4.3490272077,-0.5899472210000001,-0.19264211350000002,0.029020072
ssw__glc_xyl_xyl__1,4.5055653856,1.350608407,0.3659797185,-0.24384744700000002
ica__wt_glc__1,3.9417693948,0.055695146,-0.27716415450000004,-0.021205165
ica__wt_glc__2,3.7652889326,0.291691293,-0.2348433805,-0.013075078
ica__wt_glc__3,0.2710673636,-0.09552925400000001,-0.1587803285,0.093050269
ica__wt_glc__4,0.16820302010000002,-0.46528703800000004,-0.1158307135,0.39985849300000004
ica__arg_sbt__1,6.3864232845,2.476365474,0.0113512605,0.172960833
ica__arg_sbt__2,7.7115153175,2.629568188,-0.0618298685,0.493173503
ica__cytd_rib__1,10.7066478637,4.193754703,0.2605319535,0.503238653
ica__cytd_rib__2,9.8737593753,3.991820852,0.3405339415,0.486485123
ica__gth__1,-6.3059866263,-1.038197876,-0.0654087695,-0.34473195700000003
ica__gth__2,-5.9502585552,-1.003657569,-0.1410320665,-0.550939686
ica__leu_glcr__1,3.9517487171,0.764907764,-0.3892616265,1.026079293
ica__leu_glcr__2,3.7145718254,0.692003798,-0.3893171265,0.9645909530000001
ica__met_glc__1,3.6933692050999998,-0.533390245,-0.5784127645,-0.0020434050000000003
ica__met_glc__2,3.9004067749,-0.553777983,-0.5544716935,-0.06998529
ica__no3_anaero__1,-7.6557271965,-0.30295017,0.40188073950000003,0.166015523
ica__no3_anaero__2,-8.1859788756,-0.21358643200000002,0.3448179715,0.165936663
ica__phe_acgam__1,1.5490931564000001,0.031580975000000004,-0.3461086105,0.08710832
ica__phe_acgam__2,1.9689262139,0.272671675,-0.2518990325,0.073714532
ica__thm_gal__1,11.1015376256,4.650941356,0.5079855015,0.419092283
ica__thm_gal__2,10.9913044284,4.822382262,0.5200504275,0.41257850300000004
ica__tyr_glcn__1,1.5088613974,0.098733043,-0.5585005075,0.211699823
ica__tyr_glcn__2,1.1342829578,-0.046172688,-0.4617149345,0.24928939300000003
ica__ura_pyr__1,4.4040396331,1.222320935,-0.1571888595,0.823666823
ica__ura_pyr__2,6.3871939535,1.865943807,-0.2055669825,1.104333543
ica__wt_glc__5,0.6690163383000001,-0.20857672800000002,-0.1484386395,0.31050345300000004
ica__wt_glc__6,0.3688564583,-0.6566386740000001,-0.4009164275,0.33765284300000004
ica__bw_delpurR_cytd__1,0.2109671148,-0.178581822,-0.4678468375,-0.141785767
ica__bw_delpurR_cytd__2,1.2734216403,-0.148237317,-0.3601305765,0.255483463
ica__ade_glc__1,1.0327231024,-0.669054019,-0.27398054650000003,0.27079068300000003
ica__ade_glc__2,0.6639386794000001,0.174911757,-0.3056609615,-0.10748262700000001
ytf__wt_glc__1,-1.118727917,-0.362542745,0.1441432265,0.340002173
ytf__wt_glc__2,-2.2026376908,-0.40071310200000004,0.3678887985,0.487174103
ytf__delyafC__1,-6.4537439973,-0.391881111,0.2641513975,0.518280163
ytf__delyafC__2,-6.556614455,-0.123365071,0.3830321775,0.5586262230000001
ytf__delyeiE__1,-4.1080718215,-0.6440582450000001,0.37134011850000004,0.452821843
ytf__delyeiE__2,-2.6201265593,-0.6799590280000001,0.1150270215,0.36938018300000003
ytf__delyiaJ__1,-7.81088897,-1.333214839,0.5208826315,0.49007886300000003
ytf__delyiaJ__2,-7.8256107278,-1.2899307150000001,0.3729081395,0.474334523
ytf__delyieP__1,-6.7260828025,-0.297645223,0.6389699935,0.830611623
ytf__delyieP__2,-6.2768169037,-0.669570591,0.47411274950000004,0.7498248230000001
ytf__wt_ph5__1,-0.3135431104,0.009189822,0.0339481585,0.39857596300000003
ytf__wt_ph5__2,-0.546446369,-0.09152092,0.0521734585,0.474739703
ytf__wt_ph8__1,0.0591828602,-0.009588921,-0.28200918350000004,0.27564292300000004
ytf__wt_ph8__2,-0.1233168471,-0.43349037500000004,-0.2648150855,0.268154863
ytf__delybaO__1,-5.1419988546,0.1537,0.3647801345,0.582376183
ytf__delybaO__2,-5.0143047269,0.005635529,0.3960571155,0.636744023
ytf__delybaQ__1,0.09432607300000001,-0.15335908,-0.046969130500000005,0.332940493
ytf__delybaQ__2,0.290409054,0.285665179,0.0940347195,0.32368551300000004
ytf__delybiH__1,-3.517113002,-0.8323698690000001,0.5848648475,0.636331983
ytf__delybiH__2,-6.711098873,-1.9040767490000001,0.5537337635,0.554671843
ytf__delydcI_ph5__1,0.4022812697,-0.048302871000000004,-0.032927857500000005,0.36809995300000004
ytf__delydcI_ph5__2,-0.0478796218,-0.167229543,-0.1131202515,0.422601483
ytf__delydcI_ph8__1,-1.5125222447,-0.6841374610000001,-0.2287907085,0.363195763
ytf__delydcI_ph8__2,0.9400905101,-0.332130505,-0.35043114950000004,0.30711134300000004
ytf__delyddM__1,-2.8779459477,-0.6640924410000001,0.3457089025,0.8218948030000001
ytf__delyddM__2,-2.8399752508000002,-0.722314839,0.3090956295,0.832054603
ytf__delyheO__1,-5.6838820502,0.007006504,0.3235174255,0.596168643
ytf__delyheO__2,-4.9690525788,0.44614342500000004,0.41973263650000003,0.633656513
fps__bw_glc__1,1.6917829333,0.337939361,-0.3672839665,0.23073483300000003
fps__bw_glc__2,1.8771326411,0.014413297,-0.19748629450000002,0.160408733
fps__fps_thrA_ale1__1,-0.0648886204,-0.025142797,0.031111462500000003,0.33273120300000003
fps__fps_thrA_ale1__2,0.2525196806,0.10373116800000001,-0.1780823685,0.351625083
fps__fps_thrA_ale2__1,-0.6922105525000001,-0.18606999300000002,-0.3391423355,0.22966762300000002
fps__fps_thrA_ale2__2,-0.5697956947,-0.18537867800000002,-0.1278104555,0.288967533
fps__fps_serB_ale1__1,-0.8601959643,-0.060219402000000005,0.0215255315,0.263027813
fps__fps_serB_ale1__2,-1.1201430775,-0.258936547,-0.0142848925,0.38965776300000005
fps__fps_serB_ale4__1,-3.6933112247,-0.027829116,-0.3432589145,0.20591431300000002
fps__fps_serB_ale4__2,-3.5334989251,-0.10320095400000001,0.1595324945,0.360213693
fps__fps_ptsI_ale1__1,8.3695341028,2.65949989,-0.6033565095,0.045779202000000005
fps__fps_ptsI_ale1__2,8.5752285558,2.762310877,-0.3895784795,0.144864783
fps__fps_ptsI_ale3__1,7.7942750395000004,2.157001306,-0.3889165795,0.252590313
fps__fps_ptsI_ale3__2,7.6967410805,2.217091477,-0.3655256925,0.223236343
pal__lyx_ale2_f6__1,8.5725699446,3.365626912,0.4923597085,0.33342218300000004
pal__lyx_ale2__1,9.3985448467,3.402091189,0.1725005315,0.264908103
pal__lyx_ale2__2,9.5112675435,3.400177048,0.30445475050000004,0.307141653
pal__lyx_ale4__1,8.9570408731,3.214405773,-2.5899538845,-0.057655873
pal__lyx_ale4__2,9.6574474918,3.2432978,-2.8474820195,-0.070605865
pal__5drib_ale10_f18__1,7.8771373037,3.636466515,-0.6450054935,-0.069139537
pal__5drib_ale10_f18__2,8.2734321034,3.5077024310000002,-0.6416422595,-0.022394787000000003
pal__5drib_ale10__1,9.9838907153,3.778967156,0.1488210985,0.401836273
pal__arab_ale14_f9__1,4.4183113946,1.53464589,0.1029481515,0.24554710300000002
pal__arab_ale14_f9__2,4.3604909236000005,1.3258125299999999,0.2240649485,0.412722073
pal__arab_ale14__1,4.4191866844,1.420230925,-0.5060812725,0.376783933
pal__arab_ale14__2,4.5353501037,1.577613391,-0.7830788465,0.375609213
pal__arab_ale16__1,6.9797332204,2.961518143,0.4105085875,0.029854537
pal__arab_ale16__2,6.9107935575,2.613910043,0.4785887755,0.109766425
pal__tartr_ale26_f10__1,6.5607861837,2.7799793580000003,0.1024365215,0.311947293
pal__tartr_ale26_f10__2,6.2887775187,3.015732522,0.1047161685,0.19927317300000003
pal__tartr_ale26__1,6.6602681292,2.856089328,0.0041949255,0.385079333
pal__tartr_ale26__2,6.7126785903,2.9964821710000002,-0.026588142500000002,0.334463263
pal__tartr_ale28_f10__1,5.7107233448,2.594011626,0.20073134650000002,-0.0037122770000000004
pal__tartr_ale28_f10__2,5.0699186864,2.6653753829999998,0.13945039950000002,-0.098690551
pal__tartr_ale28__1,8.8491796226,2.813866975,0.1092718015,0.272968543
pal__tartr_ale28__2,7.782720446,2.755257442,0.018766994500000002,0.268494893
efeU__delmenFentC_citr__1,-0.6372385095,0.09395387100000001,-0.0178805455,0.422197943
efeU__delmenFentC_citr__2,-1.4885567369000001,0.183180374,-0.1240208685,0.567725263
efeU__delmenFentC__1,-4.718597957,-0.624601127,0.2290714815,0.6961985230000001
efeU__delmenFentC__2,-4.5534798251,-0.726158225,0.2129888335,0.736210653
efeU__menFentC_ale39__1,-6.459613954,-0.48046328600000004,0.3102500335,0.5420487930000001
efeU__menFentC_ale39__2,-6.9519223596,-0.38005422600000005,0.2694383945,0.5730386230000001
efeU__menFentC_ale29__1,-7.251517126,-0.505081786,0.5976991905,0.911502773
efeU__menFentC_ale29__2,-6.8953147851,-0.8410628960000001,0.7101994145,0.943276293
efeU__menFentC_ale30__1,0.938200969,0.529942745,-0.0630054285,0.106685208
efeU__menFentC_ale30__2,-0.198278957,0.19737401000000002,-0.2337177215,0.063971556
