,A,GalS,GalR,Crp
elyC__delelyC_37C__1,0.3692393961,0.1315873936,0.1463744056,0.1877512114
elyC__delelyC_37C__2,0.7592198615,0.2091079914,0.0933334308,0.1650360705
elyC__delelyC_37C__3,1.2970059978,0.16889135200000002,0.07016188300000001,0.1449864971
evo_acid_w__F9_2__1,4.8756326129000005,0.8935354666,-0.3393034172,0.45212262210000004
evo_acid_w__F11_1__1,0.11802457100000001,0.2233706011,0.24751225810000002,0.0515482653
evo_acid_w__F11_1__2,1.4939779744,0.3286387469,-0.0035572081,0.1563578091
evo_acid_w__F11_1__3,0.8871226688,0.8003242564,0.0105272332,0.2851965476
evo_acid_w__wt__1,7.031026328,1.4295221767,0.0888595555,0.1360930215
evo_acid_w__F11_2__1,6.7997896111,1.8229196826,-0.1181578142,0.1526137479
evo_acid_w__B11_2__1,3.4900524913,1.1585052002,0.6454136109,0.7470542054
evo_acid_w__F11_2__2,-2.7740868726,0.38548870290000004,-0.1388191046,-0.0330759678
evo_acid_w__wt__2,3.1954863243,0.6552862898,0.08917710420000001,0.0921125297
evo_acid_w__B11_1__1,-3.4862875347,0.6024064683,0.40264992990000004,0.0459686345
evo_acid_w__H9_1__1,4.9974038532,1.8134653002,0.4767494064,-1.7381250601
evo_acid_w__H9_2__1,-1.4521312532000001,0.6223651169000001,0.030891405,0.1060124781
evo_acid_w__B11_2__2,3.3360925375,0.881265277,0.772815872,0.7565786075
evo_acid_w__wt__3,3.5400083117,0.6928353249,0.612057806,-0.0206086192
evo_acid_w__H9_2__2,-1.101365046,0.5533038926,0.039512083600000004,0.2191212157
evo_acid_w__B11_2__3,2.243372964,0.6451238132,0.7786263394,0.701250519
evo_acid_w__F11_2__3,-1.8323365707,0.7820999833000001,0.1426493457,0.0061447768000000005
evo_acid_w__F9_2__2,3.4613493365,0.4760318283,-0.4949058329,0.5616911087
evo_acid_w__wt__4,-2.9219690573,-0.3580738699,-0.5155190822,0.2075206627
evo_acid_w__wt__5,-3.5929096414,-0.5873746983,-0.2192929999,0.07605606050000001
evo_acid_w__wt__6,-3.3854218938000002,-1.0389438432,0.282037353,-0.0229880917
evo_acid_w__H9_1__2,5.1905597298,1.9586752098,0.40130309200000003,-1.7211272316000001
evo_acid_w__F9_1__1,2.4747292234,0.9183901053,0.4513175085,0.33539129840000004
evo_acid_w__F9_1__2,1.6453187269,0.6088404687,0.49145809900000004,0.37333806010000004
evo_acid_w__B11_1__2,-3.8747577377,0.09952095130000001,0.167299303,0.1027974094
evo_acid_w__H9_2__3,-1.9574048216,0.5914454246,-0.0656766396,0.2542201101
evo_acid_w__wt__7,1.2187081768999999,0.4954407007,-0.7057770395,0.1532453091
evo_acid_w__F9_1__3,4.9546097292999995,1.3594731386,0.4407947471,0.3624937381
evo_acid_w__F9_2__3,4.8619689402,0.7423140772,-0.46504482890000004,0.5062765036
evo_acid_w__wt__8,-2.0306101848,-0.2631196423,0.10099453060000001,-0.3269025847
evo_acid_w__B11_1__3,-4.0018778914,0.38242388590000004,0.2161984998,0.09219357800000001
evo_acid_w__wt__9,-3.0543183635,-1.0255724384,0.26746277220000003,-0.2945282879
evo_bz__c3_1_bz__1,3.489785881,2.2605737455,-0.3818456123,-0.385355987
evo_bz__c3_1_bz__2,3.714697053,2.2327083146,-0.5242900749,-0.6930073795
evo_bz__c3_1_bz__3,1.3783242813,1.5181013871,-0.5751353962,-0.7755713976
evo_bz__c3_1_bz__4,0.7164393394,1.3651304341000001,-0.6711916452000001,-0.6576656106000001
evo_bz__g5_1_bz__1,13.7818585735,2.5821738873999998,-0.8064367419,-0.1341736427
evo_bz__g5_1_bz__2,4.4209672689,0.9599386943,-1.1843609633,-0.5635110724
evo_bz__g5_1_bz__3,13.5259167479,2.3289273057,-0.6923466212,-0.1045202598
evo_bz__g5_1_bz__4,5.4308373964,1.2873643128,-0.8533640064,-0.5514972085000001
evo_bz__g5_1_bz__5,3.3901710216,1.2798719337,-0.712732628,-0.5907591781
evo_bz__g5_1_bz__6,3.6421566359,0.9672910409000001,-0.761211325,-0.5379723588
evo_bz__w3110d13__1,-0.5103641181,0.2730505377,-0.008885512,0.5884298837
evo_bz__w3110d13__2,-0.24290529430000002,-0.1225725789,0.21172332970000002,0.5233414408
evo_bz__w3110d13__3,0.5258886576,0.1425743078,-0.0422691306,-0.4463507494
evo_bz__w3110d13__4,-1.1446242417,0.0095742434,0.23625014330000002,0.4678437997
evo_bz__w3110d13__5,1.9158369895,0.1340730632,-0.1021070003,-0.7475887920000001
evo_bz__w3110d13__6,-0.5438319929000001,-0.4366995732,-0.2947118301,-0.38567558290000004
evo_bz__w3110d13_bz__1,-0.29362812110000003,0.8161889527,-0.3486788005,-0.31419254
evo_bz__w3110d13_bz__2,0.0664724411,0.9148227891,-0.6359815176,-0.1236678575
evo_bz__w3110d13_bz__3,2.9426578742,1.8305004046,-0.555461292,-0.7518707576
evo_bz__w3110d13_bz__4,0.5235625742,1.2734747451000001,-0.5787925197,-0.10341932470000001
evo_bz__c3_1_bz__5,3.3019490046,2.1050465079,-0.3801682461,-0.31786441590000003
evo_bz__c3_1_bz__6,2.9535012383,1.991098231,-0.2750724063,-0.5855978821
evo_bz__g5_2_bz__1,4.0666071204,1.3740197841000001,-0.7373436953,-0.9927383484000001
evo_bz__g5_2_bz__2,3.0506641758,1.2827284205,-0.566016749,-1.0770436531
evo_bz__g5_2_bz__3,4.0438179195,1.1498600886,-0.7091000289,-0.9319843065000001
evo_bz__g5_2_bz__4,1.1462302125,1.6056809527,-0.4265420179,-0.3099510565
evo_bz__g5_2_bz__5,1.22277321,1.3670435475,-0.1725826121,-0.5033890871
evo_bz__g5_2_bz__6,1.4396793614,1.4850790360000001,-0.3047357629,-0.43552663960000004
evo_bz__w3110d13_bz__5,1.8631654318000002,1.8361772389,-0.45369272120000004,-0.9039885132000001
evo_bz__w3110d13_bz__6,1.7247150133,1.4446996882,-0.7479679929,-0.882397812
evo_bz__a1_1_bz__1,3.6922267622,-0.7689914127,0.062199075300000004,-0.1968594431
evo_bz__a1_1_bz__2,-0.7381435171,0.5984031261,-0.645257655,-0.0757624216
evo_bz__a1_1_bz__3,5.3293265213,0.3011681299,-1.1391890308,-1.1352115054
evo_bz__a1_1_bz__4,-0.9546766938000001,0.3358412409,0.0381719668,-0.1630694594
evo_bz__a1_1_bz__5,9.114520206,1.1957053115,-1.5291280125,-1.1430905682
evo_bz__a1_1_bz__6,4.6906727896,0.42940325,-1.1192348806,-1.1479592129
evo_metab__wt__1,-2.1571287979,-1.0467126619,0.2260130242,0.0216952277
evo_metab__del_zwf__1,-2.80378668,-0.4552442244,0.1652011345,0.0089552738
evo_metab__zwf_ale1__1,-2.4709694023,-0.29085039100000004,0.10015467310000001,-0.029136735400000002
evo_metab__zwf_ale2__1,-2.4702002972,-0.045888506100000004,-0.0200925222,-0.22346250180000002
evo_metab__del_ppk__1,-0.5184887034,0.1257652933,0.0730756357,-0.5950074874
evo_metab__ppk_ale1__1,2.2904210275,1.0026546092,-0.1444204703,-0.2819178846
evo_metab__ppk_ale2__1,-1.4286345955,-0.9275235317,0.17819024190000002,-0.2129587413
evo_metab__ppk_ale3__1,-0.6614907016,0.18483873110000001,0.0083071264,-0.6664505470000001
evo_metab__del_dapF__1,-3.0121254633,-1.6649206874,0.46524230320000004,-0.2899666271
evo_metab__dapF_ale1__1,-2.5086443640000002,-0.7571704113000001,0.3635230148,-0.0956451908
evo_metab__dapF_ale3__1,0.7838047608,0.1396215654,0.17968898530000002,-0.534902734
evo_metab__del_entC__1,0.7826983031,0.06354300360000001,0.35410150830000003,-0.09387450950000001
evo_metab__entC_ale1__1,-0.8938044018,-0.0444250272,-0.1643503436,-0.4795015226
evo_metab__entC_ale2__1,-2.737345698,-0.4839584434,0.5733973702,0.3381492062
evo_metab__del_dgk__1,0.7141581554,-0.0673756358,0.1160953383,-0.2479411708
evo_metab__dgk_ale1__1,-3.3449177264,0.0011255326,0.2593461208,0.1803691418
evo_metab__dgk_ale2__1,-2.9430562902,-0.5187942432,0.6907404177,0.5647813138000001
evo_metab__dgk_ale3__1,-1.0661186543,-0.3278807566,0.0527556745,-0.0535453575
evo_metab__wt__2,2.8640561108,0.8156608383,-0.2662443713,0.0598112988
evo_metab__del_zwf__2,-1.4980487228000001,-0.6218188726,0.0026426952,0.1188856227
evo_metab__zwf_ale1__2,-1.4052622558,0.236392234,0.07022979700000001,0.34647646330000004
evo_metab__zwf_ale2__2,0.6518323404,1.5032061275,0.0795365636,-0.08200134910000001
evo_metab__del_ppk__2,3.6737618732,1.1716215241,-0.23811425200000003,-0.1543697162
evo_metab__ppk_ale1__2,1.6894533407,0.3460785899,0.2813028212,0.5010526678
evo_metab__ppk_ale2__2,0.3815607147,0.6650210567,0.1906242749,0.033069829700000004
evo_metab__ppk_ale3__2,3.1281418399,1.1867126725000001,-0.4422780294,-0.1021128979
evo_metab__del_dapF__2,-1.4855025399000001,-0.8288809920000001,-0.0206344029,-0.5275545316
evo_metab__dapF_ale1__2,-1.2915965958,-0.5817873707,0.2904202764,-0.8740408744
evo_metab__dapF_ale3__2,-1.3978378116,-1.1348883471,0.2343639793,-0.6052099843000001
evo_metab__del_entC__2,3.1024565595,0.8796816574,-0.0583683627,-0.520378201
evo_metab__entC_ale1__2,0.15318621400000001,-0.1220720049,-0.0940219285,-0.1808186141
evo_metab__entC_ale2__2,-0.1500895196,0.6899266228000001,0.1137999937,-0.2481074814
evo_metab__entC_ale3__1,-1.6369354454,0.0136513354,0.3123445079,-0.1007067708
evo_metab__del_dgk__2,1.1692479849,-0.0568909708,-0.0020491148,-0.2493838519
evo_metab__dgk_ale1__2,-1.0364350026,0.38705662,0.2002817581,0.0934857714
evo_metab__dgk_ale2__2,-1.7027207198,-0.25367233710000003,0.4019599596,0.0258529291
evo_metab__dgk_ale3__2,-1.6673457451,-0.4943529802,0.3421872918,-0.7092992376
evo_metab__wt__3,-0.7069273129,0.2310518236,0.0402313471,-0.08150652650000001
evo_metab__del_zwf__3,2.2910301843,1.1704242644,-0.4818816087,-0.38365261440000004
evo_metab__zwf_ale1__3,-1.8369824151,0.23853100740000002,0.0866245134,0.30292598800000003
evo_metab__zwf_ale2__3,0.6184905404000001,1.9007133699,-0.037455529700000004,-0.5695966895
evo_metab__del_ppk__3,-1.3373049808,0.1291474649,-0.1941864894,-0.5088220601
evo_metab__ppk_ale1__3,-1.910977006,0.6706006414,-0.4253546917,-0.5568547845
evo_metab__ppk_ale2__3,1.7592587538000002,0.35549775370000003,0.0667891795,-0.1075832786
evo_metab__ppk_ale3__3,-0.0871797348,0.4302560006,-0.270429234,-0.2548516616
evo_metab__del_dapF__3,-1.3032919077,-0.6631206457000001,0.23084793520000002,-0.5224634022
evo_metab__dapF_ale1__3,-1.6637368383000002,-0.3531472443,0.2746864664,-0.6997337682
evo_metab__dapF_ale3__3,-1.155677318,-0.6597901747,0.1776327925,-0.164303206
evo_metab__del_entC__3,3.5080333293,0.2950716473,-0.2101706415,-0.2838038458
evo_metab__entC_ale1__3,-2.5285175408000002,-0.5828108602000001,0.0152406317,-0.14120318680000002
evo_metab__entC_ale2__3,-1.9824959097,0.17032925470000002,0.0863979911,-0.2275315786
evo_metab__entC_ale3__2,2.6525243824,0.9712765214,-0.1746276279,-0.1971165942
evo_metab__del_dgk__3,-0.2875473545,0.7024830493,0.1102110181,-0.7030767083
evo_metab__dgk_ale1__3,-1.5638268341,0.28913553010000004,0.2342468024,-0.3391076354
evo_metab__dgk_ale2__3,-2.595198761,0.3400590028,0.1403476252,-0.8919006833
evo_metab__dgk_ale3__3,-2.2198472268,-0.2741983483,0.3595991377,-0.8480468999
flag_reg__wt__1,-0.7400794911,-0.602892186,-0.0811856956,-0.0552460372
flag_reg__del_fliA__1,2.6585099537,1.274518072,-0.21481173620000002,0.2379487723
flag_reg__del_flhC__1,3.2647330354,1.3027140171,-0.0024988256000000003,0.1666261772
flag_reg__del_flhD__1,2.4844390894,1.6502452182,-0.3099287623,0.3038599931
flag_reg__wt__2,0.7400794911,0.602892186,0.0811856956,0.0552460372
flag_reg__del_fliA__2,2.5308269215,1.2952819518,0.0836506088,0.2803346536
flag_reg__del_flhC__2,0.5934527846000001,-0.5227896185,-0.2620584345,-0.038816530200000005
flag_reg__del_flhD__2,3.3703578285,1.5674591,-0.0645477148,0.21736006800000002
flgM__27C__1,-1.125120104,-1.1829383424,-0.359886476,0.02870798
flgM__27C__2,-0.28268238100000004,-1.0633633393,-0.3459824781,0.0422419746
flgM__27C__3,-0.188510791,-1.2290313868,-0.4965911807,-0.0473495293
flgM__32C__1,0.7045593796,-0.8046155502000001,-0.4050526271,-0.1275263066
flgM__32C__2,-0.0634908998,-0.5522660606,-0.1285783713,-0.1188682696
flgM__32C__3,-0.2865005028,-0.45476805730000003,-0.23419178240000002,-0.0775782685
flgM__37C__1,0.0728034161,-0.0321944813,0.0134035848,-0.0172228206
flgM__37C__2,-0.0423387851,0.018431762100000002,0.014262016300000001,-0.0153227698
flgM__37C__3,-0.030464631000000002,0.0137627193,-0.0276656011,0.032545590400000005
flgM__42C__1,0.3947489375,0.8163112109,0.0790948247,0.1223491476
flgM__42C__2,0.1837183906,1.0440130252,0.1338352485,0.1974911759
flgM__42C__3,0.0633432086,0.8652658275,0.222878754,0.2034264775
histone__untreated__1,0.1741689462,-0.0061892364,-0.2705652206,-0.060392566700000004
histone__untreated__2,1.7057510529000002,0.818633139,0.31129721850000003,0.0044704471
histone__untreated__3,-1.8799199991000002,-0.8124439026,-0.040731997900000004,0.0559221196
histone__10ug_H2A__1,-1.6253602573,-0.6890567025000001,-0.1726885289,-0.0294229657
histone__10ug_H2A__2,-0.07758325790000001,-0.1167774186,0.2130091745,-0.10860318570000001
histone__10ug_H2A__3,-2.211606351,-0.7231792263,-0.20541847800000002,-0.1133642725
histone__50ug_H2A__1,-3.4358465839,-2.266927812,-0.1561354026,0.029688543100000003
histone__50ug_H2A__2,-3.4498696934,-2.1788767379,-0.367633403,0.0276315887
histone__50ug_H2A__3,-3.1255829226,-2.0663648646,-0.2561601284,-0.0099621376
histone__100ug_H2A__1,-3.6056509008,-1.9754223486,-0.3120524425,0.0895954796
histone__100ug_H2A__2,-3.5388557209,-2.0662534917,-0.37233949450000003,0.10367688060000001
histone__100ug_H2A__3,-3.5573297184,-2.1606687503,-0.3124025143,0.0034602426000000003
hns__del_hns_spike__1,0.10792922960000001,0.3389691932,0.42759487560000004,0.2075117463
hns__del_hns_spike__2,-3.9724324479,-0.5884193657,-0.0630521569,0.009730694
hns__del_hns__1,0.1780478205,0.807449383,0.4876060901,0.2850669433
hns__del_hns__2,-3.9656213012,0.2693829906,0.18651845,0.1631970502
hns__wt_spike__1,-1.5303235320000002,-0.5973828328,0.2467700942,0.1392690724
hns__wt_spike__2,4.5407827873999995,3.0301676538,0.7240834986,0.5908241112
hns__wt__1,-0.8666966528000001,-0.8264229102,0.42176402820000003,0.1104686965
hns__wt__2,0.8666966528000001,0.8264229102,-0.42176402820000003,-0.1104686965
hns_stpA__evo100G4_delhns_delstpA__1,-2.2820687453,-2.8403720719,-1.3598074236,-1.5681109031
hns_stpA__evo100G4_delhns_delstpA__2,-0.9784522645,-2.80348466,-1.5054309386,-1.7787209304
hns_stpA__evo100G12_delhns_delstpA__1,-1.1193267389,-1.3827038788000001,-1.377208141,-2.3286332422
hns_stpA__evo100G12_delhns_delstpA__2,-0.2616019819,-1.5644498458,-1.4583154545,-2.0720734261000002
hns_stpA__delhns_delstpA_delrpoS__1,-0.9303915685,-2.1410499441,-0.9078219866,-2.2153905101
hns_stpA__delhns_delstpA_delrpoS__2,-2.696323951,-2.3823239314,-1.5770967985,-2.5455493469
hns_stpA__wt__1,-0.3749065491,0.3521931683,0.2810043379,0.0910120247
hns_stpA__wt__2,0.3749065491,-0.3521931683,-0.2810043379,-0.0910120247
hns_stpA__delhns_delstpA__1,-2.6123596799,-3.6461235941,-2.1445782811,-2.4304813555
hns_stpA__delhns_delstpA__2,-2.5572660474999998,-3.1066470881,-1.8000994648000002,-2.283345836
hu__wt_log_pH7__1,6.3079154852,0.6493095676,-1.202468323,-2.5610024343999997
hu__wt_log_pH7__2,7.8162292658,0.74089792,-0.7883868122000001,-1.7192127447
hu__wt_log_pH7__3,4.2413093097,0.6561430121,-0.4922293259,-2.5656982779
hu__wt_lag_pH7__1,-0.9474267139,-0.1266429225,-0.0396220496,0.2181867704
hu__wt_lag_pH7__2,-2.6750886601,-1.0310839635,-0.3048017443,-0.051637196
hu__wt_lag_pH7__3,3.622515374,1.1577268861,0.3444237939,-0.1665495744
hu__delhupA_lag_pH7__1,6.2676530277,0.9645471747000001,0.3430894124,0.5013664708
hu__delhupA_lag_pH7__2,3.3233302058,-0.3075031621,-0.2709818391,-0.0310669673
hu__delhupA_lag_pH7__3,3.793119969,0.4611608097,0.4176222607,-0.0959832862
hu__delhupB_lag_pH7__1,-3.4434675343,-0.8118222658,-0.0837770134,0.1827632689
hu__delhupB_lag_pH7__2,-2.64448198,-1.3469735434,-0.2608536517,-0.0362566025
hu__delhupB_lag_pH7__3,5.4591797114,0.9141621355,0.5872873861,-0.13451388420000002
hu__delhupAhupB_lag_pH7__1,8.4966401752,2.0304238507,-0.1076341306,-0.3668404044
hu__delhupAhupB_lag_pH7__2,3.5699478722,-0.0982179515,-0.4067524588,-0.0648374225
hu__delhupAhupB_lag_pH7__3,9.7518264709,1.8584271535,-0.4767832576,0.0483373318
hu__hupAE34K_hupB_lag_pH7__1,-2.8332426568,-0.3025764635,-0.0404848317,-0.0097311396
hu__hupAE34K_hupB_lag_pH7__2,-1.7266953680000001,-0.5995647591000001,-0.1612465295,-0.3293122911
hu__hupAE34K_hupB_lag_pH7__3,1.6676552964,0.5415878319,0.4295337484,-0.3831059042
hu__hupAE34K_delhupB_lag_pH7__1,-1.6578257591,0.0974528087,0.20867494420000002,-0.0190652403
hu__hupAE34K_delhupB_lag_pH7__2,-3.3924912799999998,-0.7093831565000001,-0.11746000520000001,0.10856884550000001
hu__hupAE34K_delhupB_lag_pH7__3,2.6967993723,0.827815046,0.5364098398,-0.250826488
hu__wt_lag_pH5__1,0.48714126630000004,0.3332646871,0.0394829594,-0.8913190701
hu__wt_lag_pH5__2,1.7880422432,0.7091615061000001,-0.49269264500000004,-1.4459433789
hu__wt_lag_pH5__3,2.9661971071,0.6864428067,-0.2661461557,-1.4845663116
hu__delhupA_lag_pH5__1,1.2181029092,0.1365821063,-0.6898582,-1.0651718251
hu__delhupA_lag_pH5__2,1.0706745235,0.7815529592,-0.2144187318,-0.7987644547
hu__delhupA_lag_pH5__3,1.9668821528,0.3467651061,-0.6968575435000001,-1.2519211603
hu__delhupAhupB_lag_pH5__1,1.9276282554000002,0.3731604475,-0.8996989859000001,-1.3554675684
hu__delhupAhupB_lag_pH5__2,1.7428250677000001,0.5464451657,-0.7313412086000001,-1.3336062681
hu__delhupAhupB_lag_pH5__3,2.5105458693,0.3958664437,-0.5558373051000001,-0.8925679957
hu__hupAE34K_hupB_lag_pH5__1,0.8805350198,0.1984348252,0.0269557212,-1.1430168893000001
hu__hupAE34K_hupB_lag_pH5__2,3.7752952281,0.3397211082,-0.5478263912,-1.4493752758
hu__hupAE34K_hupB_lag_pH5__3,4.0265237747,0.7013538576,-0.20626775560000002,-1.4050641086
hu__hupAE34K_delhupB_lag_pH5__1,3.7777769139,0.2631804034,-0.7380597195,-1.6123595908000001
hu__hupAE34K_delhupB_lag_pH5__2,0.44644572120000003,0.478802938,0.097114453,-1.226893919
hu__hupAE34K_delhupB_lag_pH5__3,1.9373635079,0.7421787304,-0.9427813686000001,-1.5448590486
hyperpersistence__low_GFP__1,-0.7155799231000001,-0.2080525272,-0.1148277884,-0.1459188516
hyperpersistence__wt__1,-0.0203963263,-0.0902533092,-0.1304856794,-0.0579075359
hyperpersistence__high_GFP__1,-1.4601434355,-0.0636695704,0.0090024561,-0.10275380890000001
hyperpersistence__pth_mut__1,-0.2198444567,0.1456277525,-0.0573036913,-0.0890509939
hyperpersistence__pth_mut__2,0.6913860912,0.9786134980000001,-0.062157647,-0.4156744168
hyperpersistence__metG_mut__1,-1.1505766474999999,-0.3428059881,0.369047785,0.0988768356
hyperpersistence__metG_mut__2,-0.2144959667,-0.4757304687,-0.0461894112,-0.2628324997
hyperpersistence__high_GFP__2,-1.9746803031,0.3467985806,-0.2060666945,-0.2208033278
hyperpersistence__wt__2,0.0203963263,0.0902533092,0.1304856794,0.0579075359
hyperpersistence__low_GFP__2,-1.6849772946,-0.0172320368,-0.6004325929000001,-0.2805843959
kan_efg__cpxAF218Y__1,2.6845017775,1.5421382938,1.1142472849,1.0841805474
kan_efg__cpxAF218Y__2,3.2099991753,1.7294238217,1.1060179643999999,1.1446573046
kan_efg__cyaAN600Y__1,0.3114452365,1.2451175782,0.7385911636,0.9603956705000001
kan_efg__cyaAN600Y__2,1.4538290269,2.0426706011,1.5393504196999999,1.5682706127000001
kan_efg__fusAA608E__1,3.4329012029,0.8190797938000001,-0.28726449930000003,-0.4755092777
kan_efg__fusAA608E__2,2.3860520161,0.18806046,0.060825234000000006,-0.1918949817
kan_efg__fusAA608E_cpxAF218Y__1,-0.4997417484,0.8110340811000001,0.5680168001,0.35721379940000003
kan_efg__fusAA608E_cpxAF218Y__2,2.1889267318,0.5620511048,0.5359038179,0.3103341766
kan_efg__fusAA608E_cyaAN600Y__1,-0.23312762310000001,0.3761981104,0.6808406749,0.8959768911
kan_efg__fusAA608E_cyaAN600Y__2,-0.2427058114,0.8816684735,1.087219742,1.151414448
kan_efg__fusAA608E_rpoDL261Q__1,0.8337351934,-0.1669083597,0.6905641871,0.5787595543
kan_efg__fusAA608E_rpoDL261Q__2,5.119136833,0.9747307791,0.3209889662,0.170452503
kan_efg__fusAA608E_topAS180L__1,1.8825732720000001,1.8492222113,0.9657717154000001,0.2993918273
kan_efg__fusAA608E_topAS180L__2,3.2569664258,0.9096932893,1.0117672818,0.3449252499
kan_efg__rpoDL261Q__1,-0.12822364390000002,0.44512689660000004,0.2699373936,0.2963526906
kan_efg__rpoDL261Q__2,-1.0783320617,0.7174040167,0.6175357572,0.8750640991
kan_efg__wt__1,0.5254056570000001,-0.6353317826,-0.2837047287,-0.326898736
kan_efg__wt__2,-0.5254056570000001,0.6353317826,0.2837047287,0.326898736
lrp__wt_min_log__1,0.3459914618,0.07664376,0.1200722448,-0.07878716350000001
lrp__wt_min_log__2,-0.3459914618,-0.07664376,-0.1200722448,0.07878716350000001
lrp__wt_min_trans__1,-15.1733367302,-4.6307519437,-0.0170039849,1.2078040582
lrp__wt_min_trans__2,-14.0958059008,-3.0238219267,0.8486294741,1.3633198144
lrp__wt_min_stat__1,-7.1000694035,-2.2731372697,-0.2229548973,-2.4304975054
lrp__wt_min_stat__2,-6.4214529682,-1.1525764156,-0.4389207819,-1.9638896553
lrp__wt_liv_log__1,-2.6226921817,-0.4279183271,0.20334035150000002,0.23973138100000002
lrp__wt_liv_log__2,-2.5540541713,-0.32084369960000003,0.14832244420000001,0.1717381616
lrp__wt_liv_trans__1,-8.328408271,0.1105698774,0.21849060180000002,0.08582733690000001
lrp__wt_liv_trans__2,-6.9782789224,0.41916657630000004,0.10212302770000001,-0.0164337809
lrp__wt_liv_stat__1,-4.7859360993,-1.1622021048,-0.4440058083,-2.9541291327
lrp__wt_liv_stat__2,-5.0504692762,-1.5334957067000001,-0.6251779143,-2.4056994769
lrp__wt_rich_log__1,-0.7292337044,-1.7926538843,-1.1140320553,-0.18704894200000002
lrp__wt_rich_log__2,-0.7134233536,-1.9802245098000002,-0.6946392658,-0.1143135745
lrp__wt_rich_trans__1,-6.5151066528,-1.180758457,-0.4452931934,0.1036684385
lrp__wt_rich_trans__2,-12.417919913,-2.9016108713,-0.4043006136,-0.5320317657
lrp__wt_rich_stat__1,-3.1393727734,0.9546639211000001,0.6933558327,-0.33952435410000004
lrp__wt_rich_stat__2,0.1921155153,1.5868135104,0.42855435950000004,-0.5029284707
lrp__dellrp_min_log__1,-1.0599793475000001,0.0258117429,-0.0839401922,0.051597773300000004
lrp__dellrp_min_log__2,-0.8191719807000001,-0.14390001460000001,-0.0214978028,0.1695436772
lrp__dellrp_min_trans__1,-14.2418410832,-3.1922758352,0.1339631194,0.4016716534
lrp__dellrp_min_trans__2,-11.8740848082,-2.5813385271,0.3086680147,0.0540830645
lrp__dellrp_min_stat__1,-5.9567485063,-1.5810431152,-0.40084548940000003,-2.4044391384
lrp__dellrp_min_stat__2,-6.2425833993,-1.6169121516,-0.6930942932,-2.2572603749
lrp__dellrp_liv_log__1,-3.1033457715,-0.5775059733,0.0737647848,0.15715905260000002
lrp__dellrp_liv_log__2,-2.8981987518,-0.9530545045000001,0.0031513797,0.22238625250000002
lrp__dellrp_liv_trans__1,-8.3953694774,-0.1717349706,-0.0598980615,0.029169605100000003
lrp__dellrp_liv_trans__2,-9.1518880623,-0.5374559992,-0.12716085400000002,0.3152681445
lrp__dellrp_liv_stat__1,-6.8295439341,-1.5323225200000001,-0.5015788598,-2.3922730427
lrp__dellrp_liv_stat__2,-6.7220368312000005,-1.6648737107,-0.4854108956,-2.1205585644
lrp__dellrp_rich_log__1,-1.4848662385,-1.5667069233,-0.9543881986,-0.14166017990000002
lrp__dellrp_rich_log__2,-1.0863670485,-1.9528476049,-0.6879934554,-0.1285585019
lrp__dellrp_rich_trans__1,-10.3436902029,-2.1108990997,-0.2669966156,-0.41390028040000004
lrp__dellrp_rich_trans__2,-12.7371561486,-3.0905709665,-0.3069578003,-0.5311079492
lrp__dellrp_rich_stat__1,-13.1380870737,-2.8285034068,0.3116782756,0.7351458547
lrp__dellrp_rich_stat__2,-13.8035971707,-4.091848055,0.6721636088,1.4053881684
mazF_circuit__t0__1,-0.2134285121,-0.3156819782,0.1863252869,-0.004570969
mazF_circuit__t2__1,0.9804190880000001,0.6939124211000001,-0.9542247107,0.0653832305
mazF_circuit__t4__1,4.1773658207,2.0376602004,-0.5228645601,0.3822852162
mazF_circuit__t6__1,4.8079110766,0.8416631749,-0.6352805152000001,0.21028994880000001
mazF_circuit__t8__1,1.1634338229,0.5839017781,-0.2783791237,-0.0570535506
mazF_circuit__t0__2,0.2134285121,0.3156819782,-0.1863252869,0.004570969
mazF_circuit__t2__2,0.7383911938000001,1.315214479,-0.2765903561,0.051884897000000006
mazF_circuit__t4__2,3.6417538114,1.7419170147,-0.5123686888,0.3721571684
mazF_circuit__t6__2,3.3922188289,0.8872037122,-0.0690581712,0.12152566340000001
mazF_circuit__t8__2,1.3517772533999999,-0.0950833245,-0.173158483,-0.0765298296
mazF_ribo__emptyvec_mrna_5m__1,-0.1436639879,-0.0683846132,-0.1192150658,0.020805030000000002
mazF_ribo__emptyvec_mrna_5m__2,0.1436639879,0.0683846132,0.1192150658,-0.020805030000000002
mazF_ribo__mazF_mrna_5m__1,-4.2387892522,-2.0672133241,0.5329285019000001,0.16600598560000002
mazF_ribo__mazF_mrna_5m__2,-4.1472573892,-2.2561124369,0.4621614795,0.1916775286
mazF_ribo__emptyvec_total_5m__1,1.1881753824,-0.819335126,-0.33780897730000004,0.46786379100000003
mazF_ribo__emptyvec_total_5m__2,0.16135067150000001,-0.9411313539,-0.5851824579,0.5122323806
mazF_ribo__mazF_total_60m__1,-10.2272075273,-3.3619887242,0.7213508347,-0.6219598177
mazF_ribo__mazF_total_60m__2,-8.9203167402,-3.3313801626,0.8166020235,-0.6024762283
mercury__ctrl_t00__1,-0.7626313712,0.2033476918,-0.3353566367,0.0292773526
mercury__ctrl_t10__1,-0.8717116180000001,-0.0268352361,0.1281643533,0.3087663784
mercury__ctrl_t30__1,-3.3642037362,-0.9972746505000001,0.8392640831,0.7006973645
