,A,AcrR,OmpR,FliZ,ihfB,HdfR,rcsB,Crp,LrhA,QseB,Fur,YjjQ,hns
opex__paa_rif__3,-1.2940242202,0.0140326372,0.3426896975,0.16247627380000002,0.5635495845,0.4127078879,-0.3332341567,-1.0564224947,-0.5171514266,-0.3311654358,0.3517246245,0.6910186477,-1.4940509868
opex__phenol_amp__1,1.6743836612,1.2757828233000001,0.5342408301,0.7025620929,-0.1934681023,0.0865890572,0.0913477689,-0.0794728993,0.2505036171,-0.2262902656,0.38550383060000004,-0.0368451916,0.21392975
opex__phenol_amp__2,0.045702199900000004,0.8374398203000001,0.7401589497000001,-0.9022165941,-0.0119163311,0.37774514740000004,0.0485505211,-0.1805611668,0.30306262770000003,0.41070748560000003,0.44088182340000004,0.2621523549,0.1967282254
opex__phenol_amp__3,0.2687290884,1.4839760049000001,0.6890088286,0.402632708,-0.09886101530000001,0.28900869960000003,0.0476691987,-0.1544384115,0.0835236999,0.6890782414000001,0.4867509269,0.4023070245,0.3821688183
opex__phenol_kan__1,-0.4175025764,0.8505375848000001,0.6112149113,-2.5459817331,-0.0130470859,0.5253413556000001,-0.0322835,-0.18919337260000002,0.4856657851,0.4482793754,0.5069298493000001,0.7618222308,0.23676730710000002
opex__phenol_kan__2,-0.5694492461,0.0750174802,0.6571561334,-2.8567099554,-0.2173782472,0.18947806890000002,0.0452579731,-0.29911423600000003,0.46292905640000004,0.2260544749,0.564190604,0.0797977485,0.0119384177
opex__phenol_kan__3,0.3772315982,1.4787887321,0.8157744933000001,-1.0352289711,-0.043269987100000004,0.188004313,-0.0028410483,-0.163664422,0.2227078378,-0.5437841033,0.513416873,-1.040715418,0.2312758952
opex__phenol_nor__1,0.7024408876,0.8176396057,0.6797300794000001,1.0864092573,-0.43113473900000004,-0.0182707673,0.0311654996,-0.1706452057,0.1412664041,0.26142387710000003,0.2867760791,1.2393067931,0.1665159571
opex__phenol_nor__2,1.9474945298000002,0.4939736538,0.57718359,-1.0524785469,-0.029401130100000002,-0.1286474098,0.0158378806,-0.0065019301,0.3830227697,0.4871366398,0.5657372067,0.0065863377,0.1436560422
opex__phenol_nor__3,0.2179058583,1.4644446094,0.6760759597,2.0753183252,-0.6996561232,0.2083268921,0.1099591724,-0.18035648640000002,0.23766860350000002,-0.45671985940000004,0.3275476928,0.3005360211,-0.1636048478
opex__phenol_rif__1,-0.7450721055,1.0888291847,0.7891440634,-0.1609008495,0.5665371013,0.5808139455,-0.2406503671,-1.1344697468,0.1978541328,-0.8603069845,0.5044380074,-0.1305171145,-0.090299977
opex__phenol_rif__2,0.4665233173,1.0614561637,1.254740436,0.1973380177,0.43082166600000005,0.6499716048,0.0005726774,-0.9830774505000001,-0.0104824036,0.8946594057,0.7557347315,1.1675363461,-0.25948931140000003
opex__phenol_rif__3,0.25783382650000003,1.1084756245,1.078096743,0.0778861934,0.49874303670000003,0.3671031132,-0.0797580042,-1.1040875946,-0.0434119945,-1.234805949,0.6522747358000001,0.6685879126000001,-0.29685744210000004
opex__pvpi_amp__1,-1.0167083977,0.1094823703,0.013936585900000001,-0.3445654879,0.1787871282,0.10012793980000001,0.057409524,-0.0633550417,0.0643942938,0.7000638226,0.071788535,-0.0945371413,0.1596778114
opex__pvpi_amp__2,-0.33720919250000003,-0.5797969299,0.1692164517,-0.3258190415,0.2498687265,0.1469863324,-0.0633626265,-0.0233358193,-0.0100429724,0.5288463198,0.015324268200000001,-1.040715418,0.14756591200000002
opex__pvpi_amp__3,0.2031868518,-0.4281783074,0.2078250288,0.1327754241,0.20769369140000002,0.281529937,0.0987651823,-0.0186793965,-0.0100005883,-0.18380597780000002,0.0870406413,-0.48305551290000004,0.3052054737
opex__pvpi_kan__1,-0.8755560410000001,0.3025729143,0.1780886006,0.49513854700000004,0.2915922435,-0.0251680333,-0.0276035902,-0.010088120800000001,-0.0385721458,0.5821994982,0.067835879,1.9503401098,0.1570420959
opex__pvpi_kan__2,-1.2500308703,0.34205278850000004,0.0677224375,0.1907365339,0.0753791033,-0.1373447016,-0.013976317600000001,-0.0220803095,-0.1696999495,-0.533539326,0.0458843643,0.7185493624,0.1075722155
opex__pvpi_kan__3,-1.125124217,-0.0327041296,0.11047313600000001,0.4766692098,0.2056216227,0.22952823120000002,-0.0309829628,-0.006971406,-0.0228627782,0.0001404391,-0.1132717149,0.2487944085,0.2105058765
opex__pvpi_nor__1,-1.0685246684,0.24574895970000002,0.2105337492,-0.3349557655,0.07527393760000001,0.10093078770000001,-0.043609631600000004,0.0043966387,0.0386878921,0.4433245361,0.0142079396,1.2018354144,-0.46911920690000003
opex__pvpi_nor__2,-0.4713941441,0.7943742131,0.21515793660000002,0.3325984375,0.0978663196,0.39546307880000003,-0.2081096653,0.1668676485,-0.1954407877,-0.3648034872,0.0082685993,-0.11091438120000001,-0.4125358994
opex__pvpi_nor__3,-0.3018072458,0.1682006299,0.113511572,0.39666720780000003,-0.0866408026,-0.1406963937,-0.0892509422,0.1832898366,-0.2230122991,-0.18935043000000001,-0.11296414290000001,-0.505179587,-0.3041953099
opex__pvpi_rif__1,-0.9971294858,0.5895800007,0.3587560936,1.3672705041,0.7554847077,0.7077119436,-0.0195382853,-0.8509373182000001,-0.215735379,0.0377221643,0.6241482954,1.7927018825,-0.450821556
opex__pvpi_rif__2,-1.6472146043,0.4973758545,0.20226414850000002,1.2763652889000001,0.7890987312000001,0.8290758564,-0.29376019870000003,-1.0133410348,0.0850570477,0.3544169978,0.5088782389000001,1.3988470641,-0.4804978401
opex__pvpi_rif__3,-1.867918612,0.7859904938000001,0.3736098936,1.5145167681,0.6352844664,0.6910345891,-0.0950193133,-0.8552114418000001,-0.0058944639,0.2489165929,0.45404254050000004,1.1007260367,-0.4736858554
opex__rif__1,-2.1216029016,0.6612580311,0.4087465334,1.4001386518,0.7496321689000001,0.7963640664,-0.1748265656,-1.0991152194,-0.092941831,0.21194196950000002,0.39571540400000005,1.9068032283,-0.9601267897
opex__rif__2,-1.6431240189,1.1611457513,0.3629773207,1.3522376391,0.7750268969,0.6879069640000001,-0.2226362896,-0.7051006932,-0.0076672959,0.034415538600000004,0.370476766,2.2103225786,-0.9322962134
opex__rif__3,-1.2997389525,0.8550737914000001,0.44318489380000003,1.5157800615,0.7101493076000001,0.7813445959,-0.2138557466,-0.929753295,-0.3169244918,-0.4867068076,0.3613588748,0.8653004661,-1.1139241966
opex__naocl_amp__1,-0.7966078939,0.5854867299000001,0.1331084752,3.2311469148,-0.1732709832,-0.2893194172,0.0903204152,-0.0408171479,0.2430397514,-1.7999311531000002,0.1717531987,0.8753678649000001,-0.043924467700000004
opex__naocl_amp__2,-0.1817445236,0.3518365298,0.010410990600000001,1.8170985745000001,0.0125798188,-0.28444409730000003,-0.0166695194,-0.17322884830000002,0.1337153597,-0.1765299284,0.1655967354,1.1226161058,-0.496762352
opex__naocl_amp__3,-0.0448812007,-0.2057797277,0.0422370528,1.8938384347000001,-0.12569989680000002,-0.1677875986,0.0829781052,-0.17670345610000002,0.38953627350000003,-1.0293741196,-0.049765199600000004,0.1228747411,-0.4486518377
opex__naocl_kan__1,-0.0394952828,0.1461097107,0.0733727845,1.5114232167,-0.0024633896,-0.11470786570000001,0.0568703736,-0.1133158625,-0.0341093466,0.008780034,-0.026875966,1.2428956904,-0.2103033625
opex__naocl_kan__2,0.3692534047,0.06262173310000001,0.1723665473,1.5198034763,-0.107284845,-0.3832561586,0.0984744858,-0.0346631081,0.0819977917,-0.1209995828,-0.0307080308,-0.5809679173,-0.2100923609
opex__naocl_kan__3,0.2930025484,0.1854390841,0.1464832614,1.2333322014,-0.0378164496,-0.3375417804,-0.056093975000000004,-0.1636875546,0.2364140993,-0.5001370937,0.0786305954,-0.4462638188,-0.5943970872000001
opex__naocl_nor__1,-0.4631423417,0.0322115404,0.1823920685,0.9033785627,-0.1266555151,-0.2148129457,-0.1847528162,0.0453136418,-0.1843758745,-0.2189853575,-0.13334692280000002,-0.3342194335,-0.6255079347
opex__naocl_nor__2,0.1041789479,0.3339783838,0.2205033798,1.2200917596,-0.18342158690000002,-0.0872356515,-0.1499750412,0.1758445305,0.0651842867,-0.2626559764,-0.2174023552,0.4335050117,-0.5129167171
opex__naocl_nor__3,-0.0110752001,0.4228332221,0.21542108510000002,1.2144122211,-0.286782287,-0.0788140017,-0.0811760279,0.16750353580000002,-0.1933438795,-0.8122141454,0.0035673533,-0.5556374402,-0.7829523933
opex__naocl_rif__1,-0.47448675840000004,0.23086282230000002,0.44150546900000004,1.7975654473,0.5930766829,0.7645917568,-0.0633183333,-0.8846690774,0.2234612931,0.4975030266,0.5935408345000001,1.4410108955,-1.0846355863000001
opex__naocl_rif__2,-1.1062510148,0.7959434473,0.240351945,2.1263660841,0.6294067863,1.1512152414,-0.06773269950000001,-1.0415023493,0.0799970186,0.1683663561,0.6520761015000001,1.0348134272,-1.216796596
opex__naocl_rif__3,-0.2073762916,0.5812427903,0.35880312410000004,1.6591504316,0.7170134595000001,0.7861305577000001,-0.0017214541000000001,-0.7368803165000001,-0.0026746675,0.26738687440000003,0.5484919512,1.7000887694,-0.7026710546
phage_lysogen__wt_ctrl__1,0.5038819647,-0.1410714502,-0.0975583792,-0.1401508987,-0.0260689406,-0.2644575457,-0.0474022816,-0.1131082358,0.13040305060000001,-0.17396656900000002,0.0247877809,0.0083090397,-0.053501603700000004
phage_lysogen__wt_ctrl__2,0.3551182094,-0.0426954643,-0.1879904805,-0.1126580135,0.055185875700000005,-0.21851476320000002,-0.0454131039,-0.15099738340000002,-0.1140568832,-0.3490275664,0.10129222930000001,-0.2851791905,0.0596249852
phage_lysogen__wt_ctrl__3,-0.8590001740000001,0.18376691450000002,0.2855488597,0.2528089122,-0.0291169351,0.48297230890000004,0.0928153854,0.26410561920000003,-0.0163461674,0.5229941354000001,-0.12608001030000002,0.2768701508,-0.0061233814
phage_lysogen__O104_H4__1,0.413601241,0.0503063754,-0.1194230971,-0.1171231645,0.2378195673,-0.2472883713,-0.0221143229,-0.3440473148,-0.1578669415,-0.3420987467,0.0261300852,0.16459871310000002,0.5722430190000001
phage_lysogen__O104_H4__2,0.18742485020000002,-0.2143069379,0.1636558091,0.0599982618,-0.1466596712,0.024003003300000002,-0.0487368223,0.10436316620000001,-0.197903098,0.452658753,-0.2357417406,-0.1140014203,0.20027159220000001
phage_lysogen__O104_H4__3,-1.2962992205,-0.0046716961,0.5355418273,0.4206287192,-0.07116623100000001,1.0288889271,0.1622991533,0.4952732845,0.2347778894,0.8175118194000001,-0.11172997400000001,-0.0853965231,0.22803644320000002
phage_lysogen__O157_H7_PA8__1,0.2708780205,-0.1756934454,-0.23727411580000002,-0.15508812100000002,0.2144886863,-0.289551422,-0.043873072000000006,-0.32192762610000003,-0.17046222800000002,-0.4431273961,0.12206482340000001,-0.2633358302,0.41681538160000003
phage_lysogen__O157_H7_PA8__2,-1.4542557131,-0.1541328347,0.2822216766,0.1322760738,-0.1162119773,0.4436604865,-0.022985985400000002,0.32229741440000004,-0.0639612817,0.5641346382,-0.1865386931,-0.4328050813,0.49456849410000003
phage_lysogen__O157_H7_PA8__3,-1.8296764444,0.1026960709,0.6978865167,0.6056533703,0.0478665062,1.281995165,0.1522722699,0.6368160699000001,0.4643620922,0.8191076251,-0.0857558274,0.19603481020000002,0.5766055833
phage_resist__ygbE_oe__1,-3.8904834328,2.2209384981999998,-0.2905673092,-3.7994484041,0.48151793810000004,-1.6438559908,0.7542635032,-0.0362194251,0.3607754563,1.7134012022,0.384378192,0.1440678465,1.7027171876
phage_resist__wt__1,-0.7673130604,0.5155700607,-1.0940452894,-1.4298794069,-0.1774550813,-1.9975932217,-0.10702294250000001,-1.5616224187,-0.3353403749,-1.2320509383,0.0258303045,0.2882243541,1.299600531
phage_resist__wt__2,0.6522452922,0.0022333508,0.21347025360000002,0.2677425986,0.0316978985,0.35947608870000003,0.007720909000000001,0.4342447082,0.1242866631,0.2256213306,0.014597324200000001,-0.09949796080000001,-0.4200470764
phage_resist__wt__3,0.10335927880000001,-0.1457155454,0.4398868468,0.7043172177,0.1096698247,0.7494124218,0.034278572800000004,0.5878589544,0.0932272603,0.4637895554,-0.008780534900000001,-0.0031733855,-0.41874919990000004
phage_resist__wt__4,0.011708489400000001,-0.3720878661,0.440688189,0.4578195906,0.0360873582,0.8887047112,0.06502346070000001,0.5395187561,0.1178264515,0.5426400523,-0.031647093700000004,-0.1855530077,-0.4608042546
phage_resist__ygbE_oe__2,-3.3621618802,0.5099613256000001,-0.7233928273,-3.5306031369,0.4008465332,-0.07666059730000001,0.3300087678,-0.14160878940000002,-0.6967301901,2.5360190017,0.0224076759,-0.1320770219,-0.6612409545
phage_resist__ygbE_oe__3,-3.5794579333,0.5174530003,-0.4900179571,-3.8709131056,0.2016586973,-0.0539065206,0.3196418633,0.148584254,-0.7040392754,2.5988832085,-0.0667144574,-0.3849731535,-0.629823428
phage_resist__ygbE_oe__4,-4.1519661575,0.8899845815,-0.5637278466,-3.3967490302,0.20863877560000002,-0.0372346859,0.3126370184,0.18241322270000002,-0.9653109341,2.8841314825,-0.1718003543,-0.2566290079,-0.5918191418000001
phage_resist__yahA_oe__1,-0.9915248256,0.6991739804,0.5796116258,-1.2842816205,0.8103400045,0.15064929570000002,0.7739832111,0.9307925237,-0.073282413,-0.10643781120000001,0.8038488672,-0.1027930125,-0.1967761666
phage_resist__yahA_oe__2,-1.1974085709,0.645674551,0.6325270418000001,-1.348233859,0.79434764,0.150401386,0.7983120982,0.9367801035000001,-0.0961555122,-0.0270018486,0.8279754536,0.1152761692,-0.2460703762
phage_resist__yahA_oe__3,-1.0247225731,0.6585267359,0.6378007483,-1.2318679667,0.7890265787,0.0380653334,0.7989192199,0.9764142145,-0.0167779163,-0.1678835669,0.8274993502,-0.1964595093,-0.2130162808
phage_resist__yrfF_ko__1,-1.0523526257,0.1968898288,0.5446564534,-1.2590225458,0.1941040265,0.4779899374,0.1539989017,0.7325937801,-0.16108751840000002,0.7162500881,0.0507931082,-0.2902132448,-0.31210445800000003
phage_resist__yrfF_ko__2,-0.9259807359000001,0.22683655430000002,0.7809684463000001,-1.0912669924,0.1621654823,1.148632357,0.3536384924,0.8605437876,0.11480708710000001,0.8975049324000001,0.0712863879,-0.1019351908,-0.22566028770000002
phage_resist__yrfF_ko__3,-1.7670085156000002,-0.0649938087,0.4552726031,-1.303042921,0.2351319325,0.5970209863,0.07063877,0.6737314587000001,-0.4840856193,0.6524904921,0.0650255462,-0.2486456886,-0.3897800295
pollution__wt_ctrl__1,0.5035358491,-0.2081925751,-0.3358054281,-0.179786933,-0.2052052727,-0.20931135480000002,-0.028747212900000003,-0.0504309921,0.0365026809,-0.058122164100000005,0.0172266079,0.1748702142,-0.1882099764
pollution__wt_ctrl__2,-0.3153642007,0.0031648311,0.0635527096,-0.38066778170000004,-0.15748279610000002,0.0595599,0.3904047744,0.15996817200000002,-0.1066639031,0.0920080385,-0.2152381874,-0.2543074783,0.10253841450000001
pollution__wt_ctrl__3,-0.1881716484,0.205027744,0.2722527185,0.5604547147,0.3626880689,0.14975145480000002,-0.3616575616,-0.1095371799,0.0701612222,-0.0338858744,0.1980115795,0.0794372641,0.0856715619
pollution__wt_urban__1,0.41849345930000004,0.3192828876,-0.4130276744,0.0113108422,0.0205539034,0.14312857580000002,-0.7414543258,-0.8779140316,-0.9230749672,-0.0129091514,0.2886490177,1.0567774676,-0.0223748597
pollution__wt_urban__2,-0.2985929296,0.4384889158,-0.1511030051,0.23958671150000002,-0.0847331674,0.47663370990000004,-0.7308451441,-0.5371211839,-0.5184272215,0.15439840330000001,0.20995506790000001,0.37113414100000003,-0.2374573526
pollution__wt_urban__3,-1.3498910312999999,0.6360081263,-0.154141503,0.6600324057,0.10179796170000001,0.3590635425,-0.2495998543,-0.5047912804,-0.3397741372,0.3279421192,0.4733560174,1.3793686664,-0.0910397033
pollution__wt_diesel__1,-2.0364239274,0.21167488750000002,0.2749006309,0.8846831721,0.3283769753,0.0051743018,-0.0922155776,-0.49115894060000004,-0.5858938833,-0.0644955671,0.5465696250000001,1.3541739526,0.0083602461
pollution__wt_diesel__2,-0.9926084717,0.3016774063,0.35831424100000003,0.48955310430000004,0.42943714510000003,0.24095461980000002,-0.21506237420000002,-0.1463925879,-0.1378279859,-0.013802662700000001,0.2183101805,0.6476350280000001,-0.0734285838
pollution__wt_diesel__3,-0.960998946,0.1602450954,0.1753049736,0.5886166151000001,0.40175518200000004,-0.059675014400000004,-0.1480710651,-0.2696574214,-0.1496900386,-0.2434885719,-0.08858192620000001,-0.4412289204,0.025717815800000002
pollution__evo_diesel__1,-2.5089575097,-0.0030441057000000003,0.1665156551,0.6772024867,0.1621942794,0.31723581710000004,0.0768889401,-0.422017325,-0.4760078908,0.1132672198,0.0971746414,0.7907983142,-0.5553972686
pollution__evo_diesel__2,-1.6600972552000002,-0.268578868,-0.167699324,0.1512781682,-0.0929989714,0.4211637693,0.1246405321,0.0331465663,0.8056701976,0.0636710322,0.2234349686,0.8121666027000001,-0.2051217241
pollution__evo_diesel__3,-1.6192744823,-0.16739604660000001,-0.056990542000000005,0.5460302267,-0.0052199476,0.31001365210000004,0.2100626237,-0.27523787650000003,0.5806948875,0.17500135860000002,0.4094950985,0.5973162835,-0.5671369567
ppGpp__wt_relAtrunc_00m__1,-0.2347288602,-0.0560529036,0.0030812966,-0.7356649648,0.1509588755,-0.344382065,-0.2138846402,-0.011476057900000001,-0.1935451269,0.0130989898,0.3319492005,-0.23505765150000002,0.2635345711
ppGpp__wt_relAtrunc_00m__2,-0.1093252759,-0.06778365900000001,0.30000823200000004,-0.6165969403,-0.1528181404,-0.09368838460000001,-0.2515838627,-0.1060102587,-0.2925198081,0.5030539013,-0.1781107562,-0.1715474068,-0.1548439368
ppGpp__mut_delrelA_10m__1,-0.087501624,-0.3633652187,1.3678844983,0.1567862774,0.43248006790000004,0.2700268884,0.5001160017,0.1512831843,-1.717884709,0.7450171173,0.5151213903,-0.3501125934,0.6035908065000001
ppGpp__mut_delrelA_05m__1,-0.14037116230000002,-0.4272908671,0.734326052,0.0083984588,0.34433113330000004,-0.22902534600000002,0.2358381973,-0.1375585523,-1.5148769976,0.22138752490000002,0.2475446265,-0.5916661188,0.3849516318
ppGpp__mut_delrelA_10m__2,0.22191609280000002,0.004568062,0.9850520428,0.5829886579,0.5380630456000001,-0.0367326432,0.5345719973,0.2109785549,-1.4227884595,0.3443146761,0.48017774950000003,0.3025082289,0.7377830038000001
ppGpp__mut_delrelA_10m__3,-0.1926456818,0.0921169527,1.023207853,0.5176121738,0.5843706258,0.0824489909,0.5645383391000001,0.2609776572,-1.4795587736,0.7047487773000001,0.5958911951,-0.5916661188,0.816548512
ppGpp__mut_delrelA_00m__1,-0.21659595,-0.050480052500000004,0.3437592518,-0.5040253716,0.1253951864,-0.0905415849,0.1922107526,-0.1923561796,-1.5103664403,0.046757969600000004,0.40119977370000004,0.0984628672,0.423904043
ppGpp__mut_delrelA_00m__2,-0.2557404565,-0.20363119600000001,0.6804572916,-0.4096989821,0.0565486674,-0.2968122755,0.0477115332,-0.34262451,-1.5796543667,0.25619448100000003,0.1438335201,-0.3383197495,0.0915417102
ppGpp__mut_delrelA_05m__2,0.2296185655,-0.3172677204,0.7805262655,0.10678169330000001,0.289905114,-0.1372866802,0.2189426954,-0.1664668386,-1.4841101936,0.2796912773,0.2497627678,0.25565286800000003,0.2905690998
ppGpp__mut_delrelA_05m__3,-0.4553170139,-0.2549245464,0.9107078552000001,-0.1330816226,0.2330789077,-0.1459254361,0.1411785173,-0.16714632440000002,-1.633436696,0.33650109100000003,0.2744733115,-0.3643039974,0.32116900400000004
ppGpp__mut_delrelA_00m__3,-0.1929400068,-0.2436472141,0.7828283416,-1.4912864493,0.07099494790000001,-0.19782783580000002,0.0532866856,-0.37078453650000004,-1.6192926242999999,0.038500759100000004,0.13502734600000002,-0.17009805860000002,0.23219207050000001
ppGpp__wt_delrelA_10m__1,-2.810525958,0.47370826730000004,1.6114508702,0.8159669354,1.6693473817000002,1.8813212519,1.2781580984,1.475368666,0.37310211520000003,2.230753758,0.42452142810000004,-0.188788389,0.8384159612000001
ppGpp__wt_delrelA_05m__1,-1.0931553988,0.5798800773,0.8965006593,0.5085675547,0.8851842496000001,1.7966433485,1.0122478768,1.1376902668,0.5064146221,1.8932650077000002,0.3354448118,-0.39572918500000004,0.4645707851
ppGpp__wt_delrelA_05m__2,-1.7117909498000001,0.7816243934,0.9174357246,0.9176027185000001,0.9921615799000001,1.8113180315,1.0228227669,1.1347282112000001,0.3852209144,2.2127910909,0.3107677493,0.3761123002,0.5425807868
