,A,Rv0135c,Rv1019
kinase:T4_24h_F:2,-2.524137097,-0.2953097319,0.0307992784
kinase:T4_24h_F:3,-2.5213456349,-0.4506627328,-0.0727728031
kinase:T4_24h_H:1,-1.9401460311,-0.5647201559,0.0828737299
kinase:T4_24h_H:2,-1.9230979992,-0.6085572165,-0.1267562398
kinase:T4_24h_H:3,-1.2829455077,-0.6263095303,0.2373659465
kinase:T4_24h_I:1,0.1698262707,-0.2648193116,0.2975549417
kinase:T4_24h_I:2,0.4857083479,-0.29603640600000003,0.2652789716
kinase:T4_48h_F:1,-0.7342570251,-0.1810156585,0.1535156215
kinase:T4_48h_F:2,-0.8578000424000001,-0.2106109471,0.0567611481
kinase:T4_48h_F:3,-0.5125447595,-0.1604137786,0.159246246
kinase:T4_48h_I:1,0.1758395231,-0.3231296927,0.26997015350000003
kinase:T4_48h_I:2,0.5790829564000001,-0.3286816436,0.4566799964
kinase:T4_48h_I:3,0.8312186313000001,-0.3230628284,0.3689889497
kinase:WT_T10_48h:1,-2.1026464478,-0.7504143439000001,-0.6585220444000001
kinase:WT_T10_48h:2,-0.4301329626,-0.7231487322,0.0048323456
kinase:WT_T10_48h:3,-0.0021676434,-0.7102842833,-0.0959644164
kinase:WT_T10_48h:4,-1.0811089705,-0.7151758201,-0.5839990281
kinase:WT_T10_48h:5,0.1300704789,-0.8744300027,-0.5341977756
kinase:WT_T4_48h:1,-0.6188910061,-0.8794023541,0.2377365066
kinase:WT_T4_48h:2,-0.6292341433,-0.7634629854,0.3482704246
kinase:WT_T4_48h:3,-0.7198158127000001,-0.7724665309000001,0.3960069342
levofloxacin:control:1,0.18970852840000002,0.1466476318,0.030626580400000002
levofloxacin:control:2,-0.2821306944,0.052589548300000004,0.030985899600000002
levofloxacin:control:3,0.092422166,-0.1992371801,-0.061612480000000004
levofloxacin:treated:1,4.8752136814,0.6169321988,0.15548873970000002
levofloxacin:treated:2,6.3872169899,0.22150336140000002,0.11071075770000001
levofloxacin:treated:3,6.6518117267,0.23184262890000001,0.2365573986
linez:0_days_4:1,-3.9977773602,-0.25899699400000004,-0.0790032163
linez:0_days_4:2,-3.9167710077,-0.2899684885,-0.0445393189
linez:0_days_4:3,-4.2146818872,-0.020435654,0.0277793008
linez:0_days_4:4,-4.7914381316,-0.1211278731,-0.0554603841
linez:0_days_control:1,-0.1452606089,-0.0473799468,0.1405045007
linez:0_days_control:2,0.4775803282,0.035447679100000004,-0.0560950589
linez:0_days_control:3,-0.28155338290000004,-0.0069209648,0.0018221908
linez:0_days_control:4,-0.0507663363,0.0188532325,-0.0862316327
linez:1_days_4:1,-1.029630036,0.029667971300000002,0.5575189263
linez:1_days_4:2,-1.8903066231,0.087212918,0.5315434318
linez:1_days_4:3,-1.7126266276000002,0.0580955732,0.5670685474
linez:1_days_4:4,-0.7918454668,0.0689400857,0.5391603142
linez:1_days_control:1,0.2891268302,-0.1921396832,0.3570746482
linez:1_days_control:2,0.1019873978,-0.08847390220000001,-0.027148080800000002
linez:1_days_control:3,0.438579192,-0.2375990886,-0.0254527058
lipid:dextrose_exp:1,0.099265239,-0.0174848017,0.0022255569
lipid:dextrose_exp:2,-0.099265239,0.0174848017,-0.0022255569
lipid:dextrose_hypo:1,-2.8384856834,2.2040080257,1.1192416537
lipid:dextrose_hypo:2,-5.5360643578,1.510932678,0.8074610605
lipid:dextrose_stat:1,-2.0708312663,1.7327062966,0.018760715900000002
lipid:dextrose_stat:2,-2.3266241538,1.620843871,-0.1043689084
lipid:lipid_exp:1,3.0649907717,-1.1370629443,-0.1087711632
lipid:lipid_exp:2,3.2064927683,-1.4159968916,-0.02499421
lipid:lipid_stat:1,-1.2951976676,0.32325473390000004,0.6246675695
lipid:lipid_stat:2,-3.5925181776,-0.1028354308,0.9554515813000001
mcr11:mcr11_mutant:1,-2.0792480597,0.016902217900000002,-0.0062417582
mcr11:mcr11_mutant:2,-0.5492726588,-0.1362584422,-0.0015749589
mcr11:mcr11_mutant:3,0.6628269204,-0.152863298,-0.0147861937
mcr11:wt:1,0.5041168327000001,-0.0778747326,0.014922502800000001
mcr11:wt:2,-0.9878463834000001,0.0275313139,0.0044557798
mcr11:wt:3,0.4837295506,0.0503434187,-0.0193782826
miceAV_macro:24h_control:1,-0.0789969871,-0.020924349800000002,0.24319714
miceAV_macro:24h_control:2,0.3027805309,0.0498551769,-0.1939376571
miceAV_macro:24h_control:3,-0.2237835438,-0.0289308271,-0.0492594829
miceBMDM:inf02:1,2.9768346848,-0.0654603798,-1.382761517
miceBMDM:inf02:2,2.0628924817,0.13972399130000002,-1.1868931794
miceBMDM:inf02:3,2.3395444529000002,-0.0862940505,-1.4256909197
miceBMDM:inf24:1,-0.8375031487,0.3211241293,-1.1139472621
miceBMDM:inf24:2,1.5552892509,0.058776494400000004,-1.0104089036
miceBMDM:inf24:3,-0.1999309596,0.0536707292,-0.7131255457
miceBMDM:inf08:1,-1.0423105232,0.0847197656,-1.9740559925
miceBMDM:inf08:2,-0.8973761013,0.29356932550000003,-1.4648333476
miceBMDM:inf08:3,-0.4971044738,0.33768801940000004,-1.395007071
miceBMDM:no_inf02:1,-0.2264768856,0.062966908,-0.1082333405
miceBMDM:no_inf02:2,-0.1210193881,-0.0504103944,0.0242828481
miceBMDM:no_inf02:3,0.3474962737,-0.012556513600000001,0.0839504923
miceBMDM:no_inf24:1,0.2944362854,0.1140470274,-0.5865517388
miceBMDM:no_inf24:2,-0.24914029210000002,0.0353147893,-0.44182013410000004
miceBMDM:no_inf24:3,-0.084027426,0.043338890500000005,-0.1493459132
miceBMDM:no_inf08:1,1.4298246535999999,0.5080208681,-0.46656707100000006
miceBMDM:no_inf08:2,1.7162440972000002,0.5036841282,-0.8414507463
miceBMDM:no_inf08:3,1.155431503,0.4880735688,-0.5781951055
miceNF:control:1,-0.41219074380000004,-0.0525536158,0.0052057860000000004
miceNF:control:2,0.41219074380000004,0.0525536158,-0.0052057860000000004
miceNF:invivo:1,8.8883456416,1.3841845503,-0.0581475425
miceNF:invivo:2,8.5631730901,1.4635216288000001,-0.10666348040000001
miceNF:invivo:3,9.7268263566,1.7865589776,0.0492818007
mihF:mihF_mutant_atc:1,-1.7439845848000002,0.0043216377,0.987467246
mihF:mihF_mutant_atc:2,-1.9567675518,-0.0195732602,0.521943275
mihF:mihF_mutant_no_atc:1,0.9398837786,-1.7904343254000001,-1.2005271836
mihF:mihF_mutant_no_atc:2,0.045269287000000005,-0.5254177435,-0.16103176660000001
mihF:wt_atc:1,-0.40513081980000004,-0.2755806194,0.096088423
mihF:wt_atc:2,-0.17409643530000002,-0.8460668106,-0.9177320118000001
mihF:wt_no_atc:1,-0.4049005438,0.2438000174,-0.3789916414
mihF:wt_no_atc:2,0.4049005438,-0.2438000174,0.3789916414
mmpl3:mutant_no_ATC:1,0.0580417415,-0.2282371836,-0.1402501401
mmpl3:mutant_no_ATC:2,-0.0580417415,0.2282371836,0.1402501401
mmpl3:mutant_with_ATC:1,-2.0846150189,0.2373354375,0.3258663029
mmpl3:mutant_with_ATC:2,-2.0071316404,-0.10844642950000001,0.07728493560000001
mrsI:ko_iron_atc:1,-0.4473879569,-0.1855981021,-0.2172792554
mrsI:ko_iron_atc:2,0.4267931923,-0.0368899386,0.2534138443
mrsI:ko_iron_no_atc:1,1.2281176876,0.6626818914,-0.9508476617
mrsI:ko_iron_no_atc:2,1.1761418698,0.7456205172,-0.8967343128
mrsI:ko_ox_atc:1,1.0578668833,0.7358869886,-1.0837150035
mrsI:ko_ox_atc:2,1.5343837044000002,0.7481606805000001,-0.8919095011
mrsI:ko_ox_no_atc:1,-3.5662970978,-0.4541591659,-0.5918157458000001
mrsI:ko_ox_no_atc:2,-3.7498969362,-0.6136397792,-0.571911499
mrsI:ko_sds_atc:1,-3.9214053333,-0.569455177,-0.6201108377
mrsI:ko_sds_atc:2,-3.539864901,-0.5299066288000001,-0.7708064947000001
mrsI:ko_sds_no_atc:1,-0.2301701714,-0.0386308332,-0.1766119647
mrsI:ko_sds_no_atc:2,0.2533702954,-0.1008830721,0.2292608539
mrsI:wt_iron_atc:1,0.568526473,-0.0657130123,0.083996231
mrsI:wt_iron_atc:2,-0.1374276324,-0.20432192600000001,-0.2812200614
mrsI:wt_iron_no_atc:1,0.0780166283,0.6211685633,-0.9704555615
mrsI:wt_iron_no_atc:2,-0.5771639022,0.6723181339000001,-0.8013548885
mrsI:wt_ox_atc:1,-0.0053759196,0.6214510551,-0.9379046948
mrsI:wt_ox_atc:2,-0.5857013551,0.6280442229000001,-0.9662821766
mrsI:wt_ox_noatc:1,-3.944478996,-0.6043082708,-0.674401346
mrsI:wt_ox_noatc:2,-3.8795824016,-0.4966509771,-0.34781983920000004
mrsI:wt_sds_atc:1,-3.6813708371000002,-0.5649696473,-0.45291175650000004
mrsI:wt_sds_atc:2,-4.2959597445,-0.5165924505,-0.6396068182
mrsI:wt_sds_no_atc:1,0.07976298130000001,-0.0459824344,0.1976636326
mrsI:wt_sds_no_atc:2,-0.07976298130000001,0.0459824344,-0.1976636326
nitrate:control:1,0.025236558000000003,0.0978923761,-0.0029044867
nitrate:control:2,-0.025236558000000003,-0.0978923761,0.0029044867
p218:0_days_.1:1,3.4459786312,-0.0929374568,0.356544075
p218:0_days_.1:2,0.52933843,-0.0600232651,-0.0503729543
p218:0_days_.1:3,3.4846414729,-0.06445915,0.4613704985
p218:0_days_.1:4,3.3478164847,-0.1259043458,0.5053496318
p218:0_days_control:1,0.1758579297,-0.007100862800000001,0.003171684
p218:0_days_control:2,-0.1868880198,0.030188604100000002,-0.16268773050000002
p218:0_days_control:3,-0.25184195130000003,0.0400730014,0.0666804968
p218:0_days_control:4,0.26287204140000003,-0.0631607428,0.0928355496
p218:1_days_.1:1,-1.9727990476000001,-0.6068787807,0.0402254138
p218:1_days_.1:2,-1.9231367425,-0.577226915,0.1909651675
p218:1_days_.1:3,-1.8553565405999999,-0.5417279883,-0.0225730874
p218:1_days_.1:4,-1.9194208362,-0.5862578933,0.021206102
p218:1_days_control:1,-4.3675081741,-0.41905111240000004,-0.0094977464
p218:1_days_control:2,-5.4998946573000005,-0.6723248847000001,-0.2632660791
p218:1_days_control:3,-4.9837777832,-0.5892108163,-0.12235951490000001
p218:1_days_control:4,-5.4347622614,-0.5143405214,-0.1593657812
patH-Cap:post_path_ctrl:1,1.306402424,0.1982673529,-0.1806832578
patH-Cap:post_path_ctrl:2,0.5116321385,-0.0951769427,-0.514799686
patH-Cap:post_path_inh:1,6.3224960265,0.22408091870000002,-0.6879574802
patH-Cap:post_path_inh:2,6.1357090186,0.4409174618,-0.3875024865
patH-Cap:pre_path_ctrl:1,-0.2580882244,0.015597526700000001,-0.0709467778
patH-Cap:pre_path_ctrl:2,0.2580882244,-0.015597526700000001,0.0709467778
patH-Cap:pre_path_inh:1,4.6079137478,0.2805768406,-0.0326709731
patH-Cap:pre_path_inh:2,4.6194922486,0.29557382930000003,0.1349629305
ppxx:double_mutant:1,0.0001794868,0.0039863135,-0.0034819389000000003
ppxx:double_mutant:2,-0.0001794868,-0.0039863135,0.0034819389000000003
reactivation:day_1_reactivation:1,2.4495489043,-0.3169809059,-1.6585826356000002
reactivation:day_1_reactivation:2,2.3787905423,-0.24009769990000002,-1.5402643216
reactivation:day_1_reactivation:3,2.1583683103,-0.2837603408,-1.5715533798
reactivation:day_2_reactivation:1,3.7650697468,0.1376390908,-1.795104709
reactivation:day_2_reactivation:2,3.7745089998,0.1566973274,-1.8580287031
reactivation:day_2_reactivation:3,3.977972759,0.038235334600000004,-1.9694709507
reactivation:day_3_reactivation:1,5.3468950553,0.2678910415,-1.8974673578
reactivation:day_3_reactivation:2,5.3429220148,0.3199459651,-1.8058833026
reactivation:day_3_reactivation:3,5.6071057369,0.30158970290000003,-1.912607752
reactivation:day_4_reactivation:1,7.1025197947,-0.10218616100000001,-1.5978260976
reactivation:day_4_reactivation:2,6.9148146849,-0.0953896689,-1.4756254283999999
reactivation:day_4_reactivation:3,7.0706123991,-0.0248721598,-1.7569989194
reactivation:days_0_persistence:1,0.0177687648,0.0031409999,-0.0063425191
reactivation:days_0_persistence:2,0.093898727,0.0497160191,-0.0103349028
reactivation:days_0_persistence:3,-0.1116674918,-0.052857019000000005,0.0166774219
redox:intra_basal:1,4.1532384075,0.8513340131,0.6814910478
redox:intra_basal:2,3.8648934127,0.7921491610000001,0.7614810820000001
redox:whib3_comp_4.5:1,-1.3559933206,0.9065101756,1.404189353
redox:whib3_comp_4.5:2,0.23788197020000001,0.2068708897,1.8797954101
redox:whib3_comp_6.6:1,1.2804770949,-0.1592930979,0.0420179327
redox:whib3_comp_6.6:2,0.9667576726,0.5399377835,0.3959413278
redox:whib3_ko_4.5:1,0.7307871815,0.0279848971,1.4464603596
redox:whib3_ko_4.5:2,0.7846833318,0.3104599153,1.2201969532
redox:wt_4.5:1,-3.4323340682,-0.7071044107000001,-0.6238588514
redox:wt_4.5:2,-3.9262337239000002,-0.7252875022,-0.7075556533
redox:wt_6.6:1,-0.10962163300000001,0.2279240429,0.1389616796
redox:wt_6.6:2,0.10962163300000001,-0.2279240429,-0.1389616796
resus:day_1_run_1:1,0.20151286440000002,0.0623042492,-0.027041028300000002
resus:day_1_run_1:2,-0.20151286440000002,-0.0623042492,0.027041028300000002
resus:day_4_run_1:1,-0.20911283220000002,-0.3724878323,-0.0680595903
resus:day_4_run_1:2,-0.4151945011,-0.16580014810000002,0.0643005957
rho:00h_DUC:1,-0.0298353833,-0.044068316600000004,-0.0592320974
rho:00h_DUC:2,0.0298353833,0.044068316600000004,0.0592320974
rho:00h_DUC_1:1,-1.7574546593,-0.5860610982000001,-0.6089590530000001
rho:00h_DUC_1:2,-1.0580105264,-0.7537803014000001,-0.6726062528
rho:01.5_DUC:1,-2.6777716335,-0.5782482614000001,-0.7139024803
rho:01.5_DUC:2,-2.4059208737,-0.5886800461,-0.5851614883
rho:01.5h_DUC_ATC:1,-3.1890949841,0.3610473061,-0.19980677060000002
rho:01.5h_DUC_ATC:2,-2.8487566714,0.18420436440000001,0.19284592150000002
rho:03_DUC:1,-1.8276104228,-0.6125949466,-0.48081953730000004
rho:03_DUC:2,-1.1328457731000001,-0.4970008046,-0.8401378525000001
rho:03h_DUC_ATC:1,-0.2376786023,0.2685120214,0.1348970613
rho:03h_DUC_ATC:2,-1.975847055,-0.0542004867,-0.013368414
rho:06h_DUC_ATC:1,-0.6662282102,0.5150106505000001,0.2457619923
rho:06h_DUC_ATC:2,-1.0860537187000001,0.4461767299,0.033662966
rho:06h_WT_ATC:1,1.1414617243,0.27478790940000003,0.32293359860000004
rho:06h_WT_ATC:2,-0.011112278000000001,0.049048820300000004,0.1132441272
rho:09_DUC:1,-4.020181966,0.46619995880000004,0.11465598410000001
rho:09_DUC:2,-3.8724980995,0.472242082,-0.1798815726
rho:09h_DUC_ATC:1,-3.6084034458,0.5997329307,-0.30197463210000003
smx:0_days_12.5:1,-0.1948509702,0.0586290683,0.046073007000000006
smx:0_days_12.5:2,-0.5338345884,0.0722127578,-0.09334636
smx:0_days_12.5:3,-0.3632263189,0.1598766898,-0.1334045861
smx:0_days_control:1,0.0860176916,-0.028260342900000002,-0.018345495
smx:0_days_control:2,-0.0737036522,0.037367835,0.034188451
smx:0_days_control:3,-0.0123140395,-0.009107492200000001,-0.015842956000000002
smx:1_days_12.5:1,-8.2102013141,-0.349124186,-0.7427293653
smx:1_days_12.5:2,-7.5067675043,-0.2647829051,-0.7641299204
smx:1_days_12.5:3,-7.3432590585,-0.287838561,-0.8170812267
smx:1_days_control:1,-5.6476975465,-0.3585519368,-0.8271260563
smx:1_days_control:2,-6.0646770836,-0.3199022331,-0.7053281371
smx:1_days_control:3,-6.0684279002,-0.4216271501,-0.5394302719
sq109:0_days_3:1,1.4087250747,0.3932270069,0.2151375064
sq109:0_days_3:2,-2.8597471624,-0.054762525400000005,-0.41161964440000004
sq109:0_days_3:3,-2.8825326609,-0.0174832535,-0.2478203698
sq109:0_days_3:4,1.3580544735,0.32409372200000003,0.2018665861
sq109:0_days_control:1,2.5132780294,0.3298952819,0.3270372185
sq109:0_days_control:2,-2.4455426189000002,-0.2523109905,-0.2585497413
sq109:0_days_control:3,-2.1375390511,-0.3649845149,-0.259624379
sq109:0_days_control:4,2.0698036406,0.2874002235,0.1911369017
sq109:1_days_3:1,1.7747872094,0.37622407210000003,0.30939427610000003
sq109:1_days_3:2,-2.9722076641,-0.0789060431,-0.2382455042
sq109:1_days_3:3,-2.9286732798,-0.0678130014,-0.3509258944
sq109:1_days_3:4,1.1928814295,0.3101377654,0.2450342351
sq109:1_days_control:1,2.1264229204,0.2582395544,0.0896450497
sq109:1_days_control:2,-2.0087752885,-0.3018683924,-0.25515288410000003
sq109:1_days_control:3,1.9192399262,0.3408533704,0.1920002641
sq109:1_days_control:4,-2.0233841838,-0.3179192829,-0.3285166245
stress:.1_butyrate:1,-2.6742107269,1.0566975526,0.2383724674
stress:.1_butyrate:2,-2.9575886952,0.26285115540000004,0.3091137382
stress:.1_butyrate:3,-3.1924887617,1.3232573332,0.5180077112
stress:.4_gluc:1,-0.5687321775,0.0105717068,-0.0955845635
stress:.4_gluc:2,1.2673290139,0.2265895292,0.07698082020000001
stress:.4_gluc:3,-0.6985968365,-0.23716123600000003,0.0186037434
stress:1_days_low_iron:1,0.25267517710000004,1.5640053922,0.32375226890000003
stress:1_days_low_iron:2,-1.8283591243,1.8866538469,-0.1374827657
stress:1_days_low_iron:3,-1.8402291577,1.6002400781000001,0.1192755885
stress:7_days_low_iron:1,-3.9225881582,1.5341721923,0.9949395611
stress:7_days_low_iron:2,-2.7997288978,1.8399246761999999,1.145946713
stress:7_days_low_iron:3,-2.4771255947,1.7662638776000001,1.1828336201
stress:gluc_butyrate:1,-1.2551339261,0.1602011462,-0.3513396569
stress:gluc_butyrate:2,-2.1813234057,0.062239779,-0.0839443164
stress:gluc_butyrate:3,-1.203044382,0.0950422138,-0.08559588600000001
stress:high_iron:1,-3.2929695193,0.5919411126,-0.442671154
stress:high_iron:2,-3.6925994067,0.4394422622,-0.304527745
stress:high_iron:3,-3.6809230793000003,0.5117672854,-0.3982550179
stress:tolox_ph_7:1,-10.946064154,0.2836727952,-0.1516557942
stress:tolox_ph_7:2,-10.7264624641,0.264519225,-0.101549291
sutez:0_days_5.6:1,0.0660567479,0.024815443700000002,0.0034570616
sutez:0_days_5.6:2,0.027752752300000003,0.0286982114,0.0048856636
sutez:0_days_5.6:3,0.2608912993,0.0196882355,-0.1069824897
sutez:0_days_5.6:4,-0.49700637410000004,-0.1652011269,0.1121244034
sutez:0_days_control:1,-0.2296616794,-0.0742312933,-0.0182302846
sutez:0_days_control:2,-0.1060505271,0.0650796748,0.0131185585
sutez:0_days_control:3,0.2624357572,0.0031079406,0.0220679893
sutez:0_days_control:4,0.0732764492,0.0060436778,-0.0169562633
sutez:1_days_5.6:1,-7.5847622176,0.0698807719,0.5392928706
sutez:1_days_5.6:2,-7.9930963931,0.2139413839,0.6105981669
sutez:1_days_control:1,-3.2388831769,-0.3926343445,-0.1882915641
sutez:1_days_control:2,-2.9562552976000003,-0.3370784432,-0.279422404
sutez:1_days_control:3,-2.8048416606,-0.2973890957,-0.3080007571
sutez:1_days_control:4,-2.5623355453,-0.286850587,-0.2794668242
thrB:0_days_starve:1,-0.2438683225,-0.1352950625,-0.3059477801
thrB:0_days_starve:2,0.2438683225,0.1352950625,0.3059477801
tss:expression_library:1,-11.478437305,-0.0428695169,-0.6921384102
tss:expression_library:2,-11.611101826,-0.0672240137,-0.624645817
tss:mapping_triphosphate:1,-9.8839353571,-0.7377838428,-1.4451241768
tss:mapping_triphosphate:2,-10.8463687858,-0.26825926,-1.2664022741
tss:mapping_wo_triphosphate:1,-9.7066236911,-0.8547918578,-1.5643672392
tss:mapping_wo_triphosphate:2,-9.7291856701,-1.5294754736,-2.0520000519
tss:wt_experiment_2:1,0.4493777559,-0.0532338126,0.1661365842
tss:wt_experiment_2:2,-0.2926314028,0.055634870100000004,-0.0918408725
tss:wt_experiment_2:3,-0.1567463531,-0.0024010575,-0.0742957117
vera:0_days_176:1,0.3549395018,-0.4274405054,0.2071797518
vera:0_days_176:2,1.7713558061999999,-0.24744800190000002,0.1453393157
vera:0_days_176:3,2.3358253353,-0.1520227632,0.059113457200000004
vera:0_days_176:4,2.9800961255000002,-0.2571377385,0.2137223328
vera:0_days_control:1,-0.9389426124,-0.015195837200000001,0.0129008829
vera:0_days_control:2,0.41430514630000004,-0.017946182,-0.11012567100000001
vera:0_days_control:3,0.26174748940000003,-0.049250432600000005,0.0273887552
vera:0_days_control:4,0.2628899766,0.08239245170000001,0.0698360329
vera:1_days_176:1,-4.4116720653,-0.9024093271,0.5782076665
vera:1_days_176:2,-4.8268471329,-0.7783257009000001,0.6381425832000001
vera:1_days_176:3,-3.2035380293,-0.7002279535,0.6462340662
vera:1_days_control:1,-4.5176433459,-0.7127552202,0.40171644040000004
vera:1_days_control:2,-3.8644268588,-0.6368863876,0.5237979308
vera:1_days_control:3,-4.3655693991,-0.8507069791,0.3132060608
vera:1_days_control:4,-4.5801069668,-0.6385950356,0.40889738270000003
