,A,GutM,SrlR
abx_media__rpmi_cef__2,-0.067965288,-1.1404379955,-0.6713875530000001
abx_media__camhb_cef__1,-0.45808401460000003,-1.2797929425,-1.109918411
abx_media__camhb_cef__2,-0.7149003756,-1.7894279055000002,-1.00989564
abx_media__m9_cipro__1,-1.6718763985,-0.4917202115,-0.622816732
abx_media__m9_cipro__2,-1.2474094473,-0.5980881555,-0.49347721200000005
abx_media__rpmi_cipro__1,-2.7954659956,-1.5136811115,-1.2289222180000001
abx_media__rpmi_cipro__2,-1.9297336856,-1.5282009735000002,-1.412705896
abx_media__camhb_cipro__1,-0.44846319840000004,-2.4123669065,-1.808616335
abx_media__camhb_cipro__2,-0.31402026110000003,-1.3989948615,-1.804531897
hot_tale__42c_ale3_30c__1,-1.1400062683,-0.9251131425,-0.162745784
hot_tale__42c_ale3_30c__2,-0.2089251503,-0.5169580715000001,-0.07675631100000001
hot_tale__42c_ale3_37c__1,-0.9716784016000001,-0.8646902555,0.31908740300000005
hot_tale__42c_ale3_37c__2,0.360573015,-0.6640062445,0.28845433800000003
hot_tale__42c_ale3_44c__1,-0.5204530714,-0.1437711365,0.722144381
hot_tale__42c_ale3_44c__2,-0.2903353355,-0.1064646545,0.632323266
hot_tale__hot_ale3_mid_30c__1,-2.816943187,-0.7500049755,-0.31875132
hot_tale__hot_ale3_mid_30c__2,-0.9450324289,-0.8966495465000001,0.09492133
hot_tale__hot_ale3_mid_37c__1,1.2207844688,-1.7623236625,0.198204988
hot_tale__hot_ale3_mid_37c__2,0.9182673384000001,-0.7092654055000001,-0.025249453
hot_tale__hot_ale3_mid_44c__1,-2.3386078438,-1.1930681495,0.839932556
hot_tale__hot_ale3_mid_44c__2,0.4607364593,-0.44230463950000004,0.720411813
hot_tale__hot_ale3_30c__1,-0.2289009112,-0.1148573955,-0.10591327800000001
hot_tale__hot_ale3_30c__2,-1.0004718544,-1.3985512925,-0.320630311
hot_tale__hot_ale3_37c__1,0.7757001383000001,-1.0054746345,-0.03494574
hot_tale__hot_ale3_37c__2,1.3623674234,-0.6409807785,-0.10953879400000001
hot_tale__hot_ale3_44c__1,1.0743924732,-0.9386187845,0.854651703
hot_tale__hot_ale3_44c__2,0.43951698910000003,-0.8178798045000001,0.262674409
hot_tale__hot_ale4_30c__1,0.3448812207,-0.7182785745,-0.323847916
hot_tale__hot_ale4_30c__2,-0.5050033049,-1.3382913685,-0.21320912600000003
hot_tale__hot_ale4_37c__1,0.5509082939000001,-0.9888656345000001,-0.213996962
hot_tale__hot_ale4_37c__2,0.6751050226,-1.9439381275,-0.083518563
hot_tale__hot_ale4_44c__1,-0.1418633179,-0.9126569255,0.49332289500000004
hot_tale__hot_ale4_44c__2,0.30344748850000003,-0.5423255945000001,0.6592328670000001
hot_tale__hot_ale8_30c__1,0.1075294407,-0.6290888495,0.103313187
hot_tale__hot_ale8_30c__2,-1.1584020393,-1.1387741105,-0.07139476
hot_tale__hot_ale8_37c__1,0.7897299278000001,-0.5715442645000001,0.10925161100000001
hot_tale__hot_ale8_37c__2,0.2794922118,-0.6805962135,0.074048953
hot_tale__hot_ale8_44c__1,1.2202325344,0.2642670885,0.701906302
hot_tale__hot_ale8_44c__2,0.8817870253000001,0.2317994025,0.708362161
hot_tale__hot_ale9_mid_30c__1,-0.8227426801000001,-1.0629674695,-0.222026581
hot_tale__hot_ale9_mid_30c__2,-0.7800545972,-1.7510315245,-0.19153251100000002
hot_tale__hot_ale9_30c__1,0.2615758908,-1.0430223565,-0.379998306
hot_tale__hot_ale9_30c__2,-0.5321986606,-1.7063949135,-0.23983801600000001
hot_tale__hot_ale9_mid_37c__1,1.0027341099,-0.8301038355,-0.018039079
hot_tale__hot_ale9_mid_37c__2,0.4740695286,-0.8617778015,0.190909503
hot_tale__hot_ale9_37c__1,0.8535413184,-1.1825138195,0.054598023
hot_tale__hot_ale9_37c__2,0.7451616718,-1.0871311525,-0.052852436
hot_tale__hot_ale9_mid_44c__1,-0.2568808635,-1.1246817165,0.344890809
hot_tale__hot_ale9_mid_44c__2,0.14027259620000002,-0.5155110225,0.649412721
hot_tale__hot_ale9_44c__1,0.9510786157000001,-0.6193470455,0.519428491
hot_tale__hot_ale9_44c__2,1.0816731498,-1.0773735185,0.49823180800000005
hot_tale__hot_ale10_30c__1,-0.6422895005,-1.0598463255,-0.42044092200000005
hot_tale__hot_ale10_30c__2,-0.39573242950000004,-0.9022617565000001,-0.15285043
hot_tale__hot_ale10_37c__1,0.6108345472000001,-1.3835661264999999,-0.121744683
hot_tale__hot_ale10_37c__2,1.1363215124,-0.8250070015000001,-0.120326151
hot_tale__hot_ale10_44c__1,-0.35144194100000004,-0.3354432115,0.438029427
hot_tale__hot_ale10_44c__2,0.22597008840000002,-0.7538687245,0.451089118
hot_tale__hot_ale16_30c__1,-1.1921897464,-1.5307040465,-0.153753828
hot_tale__hot_ale16_30c__2,-1.1728894453,-0.5999585405,-0.17507151
hot_tale__hot_ale16_37c__1,-0.5563619767,-1.2514690705,0.134419237
hot_tale__hot_ale16_37c__2,-0.11220372220000001,-1.0269451135,-0.019733909
hot_tale__hot_ale16_44c__1,0.6035782976,-0.23720183250000001,0.5631820710000001
hot_tale__hot_ale16_44c__2,-0.2637299135,-0.5770301715,0.5499640060000001
pdhr_ale__pdhR-13_51__1,1.1197920898,-0.7145770225,0.440314619
pdhr_ale__pdhR-13_51__2,1.5762507486000001,-0.44817805650000003,0.323944983
pdhr_ale__pdhR-14_46__1,-0.49085653440000004,-1.1071746675,-0.003739407
pdhr_ale__pdhR-14_46__2,-0.2337259805,-0.6011992045,0.091623729
pdhr_ale__pdhR-15_51__1,-1.0520336942,-1.0641617345,0.36793939600000003
pdhr_ale__pdhR-15_51__2,-0.7231268403000001,-1.1550796975,0.248590421
pdhr_ale__pdhR-16_49__1,-0.8403633621000001,-0.7410890635,0.356665141
pdhr_ale__pdhR-16_49__2,-0.13309404830000002,-0.8556985425,-0.118366434
tcs__del_atoC_LiAcet__1,2.0314914678,-0.5580700855,1.335331957
tcs__del_atoC_LiAcet__2,2.416095087,-0.0336760975,1.3221563
tcs__del_atoC_LiCl__1,2.2041859979,-0.1008537405,1.591986849
tcs__del_atoC_LiCl__2,2.1407913424,-0.1458188905,1.533396777
tcs__del_atoC_m9__1,2.5968249485,-0.0980370245,1.41702039
tcs__del_atoC_m9__2,2.3188312525,-0.8158619705,1.420739371
tcs__del_baeR_etoh__1,26.9089561633,5.0693716205,3.190513739
tcs__del_baeR_etoh__2,27.808954482,5.0815772485,3.410544049
tcs__del_baeR_lb__1,12.5135165989,1.6285647555,1.12521453
tcs__del_baeR_lb__2,11.9885369747,1.6031942505,1.164546608
tcs__del_btsR_01xlb__1,7.4736247293,-0.1732399175,-0.5879565280000001
tcs__del_btsR_01xlb__2,4.2874743331000005,-0.7494585445,-0.842801091
tcs__del_btsR_lb__1,20.6960357569,4.7078023565,2.999199494
tcs__del_btsR_lb__2,20.7074684667,4.6990194085,2.974474219
tcs__del_btsR_pyruvate__1,5.3184533645,-0.3788896585,-0.7381115960000001
tcs__del_btsR_pyruvate__2,5.0196571657,-0.7663868865,-0.9009306960000001
tcs__del_cpxR_etoh__1,28.8173052987,5.9659222965000005,3.87495855
tcs__del_cpxR_etoh__2,28.5295948501,5.8981088065,3.812892432
tcs__del_cpxR_lb__1,12.6939266668,0.8422346645000001,0.6275327970000001
tcs__del_cpxR_lb__2,13.52924903,0.7445878495,0.8894990580000001
tcs__del_cusR_CuSO4__1,23.2846520189,4.6030312855,2.604077318
tcs__del_cusR_CuSO4__2,23.3506305356,4.6553265555,2.631794064
tcs__del_cusR_lb__1,22.953147499499998,5.3389088225,3.367988704
tcs__del_cusR_lb__2,22.6212207914,5.1011903545,3.288327083
tcs__del_kdpE_01-kcl__1,-2.645261848,-0.5587091305,-0.31838350400000004
tcs__del_kdpE_01-kcl__2,-2.1122645344,-0.2153261435,-0.10051719
tcs__del_kdpE_115-kcl__1,-0.1195583135,0.0317569745,-0.482450462
tcs__del_kdpE_115-kcl__2,-0.754278022,-1.2712003455,-0.453878973
tcs__del_phoB_m9__1,1.4756587909,-0.6484365825,0.867861022
tcs__del_phoB_m9__2,1.3466135655,-0.1170312465,0.8803445550000001
tcs__del_phoB_m9p__1,2.2683340237,-1.8604224695,-0.778038493
tcs__del_phoB_m9p__2,2.1448614892,-1.7434692864999999,-0.694406062
tcs__del_rcsB_etoh__1,23.4028632464,3.5322846764999998,2.380997685
tcs__del_rcsB_etoh__2,23.5152669909,3.5326492055000003,2.443250565
tcs__del_rcsB_lb__1,13.8739526746,0.6696016815,1.495357238
tcs__del_rcsB_lb__2,14.2775270941,0.7186464645,1.491578687
tcs__del_zraR_lb__1,14.8706269098,2.7681533115,1.591660606
tcs__del_zraR_lb__2,14.6154139355,2.8014729105000002,1.6449864550000002
tcs__del_zraR_zncl2__1,17.3062026929,3.5482591814999997,2.070351252
tcs__del_zraR_zncl2__2,17.4362553659,3.5539716815,2.138101631
tcs__wt_01-kcl__1,-0.8644141927000001,0.040910260500000004,0.317226987
tcs__wt_01-kcl__2,-1.6428107812000001,-0.32109859550000003,0.147197297
tcs__wt_01xlb__1,3.9910746281,-0.3128343495,-0.4322958
tcs__wt_01xlb__2,4.4287785085,-0.1707863875,-0.476116568
tcs__wt_115-kcl__1,-1.4238302594,-0.2015765715,-0.2142614
tcs__wt_115-kcl__2,-1.4330048392,-0.39151680450000004,-0.182209476
tcs__wt_CuSO4__1,20.589941682,4.1117458035,2.358164028
tcs__wt_CuSO4__2,20.793725591,4.2355588535,2.460826397
tcs__wt_etoh__1,24.757345081,3.9823817025,2.88432741
tcs__wt_etoh__2,24.3177631552,4.0774177145,2.763752814
tcs__wt_lb__1,15.5168427027,1.1446075375,0.7293722180000001
tcs__wt_lb__2,15.6503513424,0.9281108435000001,0.83326592
tcs__wt_LiAcet__1,1.6482847581,-0.6418685055000001,1.768724291
tcs__wt_LiAcet__2,2.0813024018,-0.5182322735,1.429756586
tcs__wt_LiCl__1,2.2457235342,-0.38664315650000003,1.491047461
tcs__wt_LiCl__2,2.7756314305,-0.2229150125,1.442933586
tcs__wt_m9p__1,3.2814655295,-1.4474727095,-0.32105819300000005
tcs__wt_m9p__2,3.1965181511,-1.5781875895000002,-0.451573512
tcs__wt_pyr__1,4.8114779271,-0.2683005565,-0.6160879300000001
tcs__wt_pyr__2,4.8691301178,-0.3546663315,-0.536423897
tcs__wt_zncl2__1,15.3318835724,2.6037879455,1.384053929
tcs__wt_zncl2__2,15.618776742,2.5338297765,1.451806277
ros_tale__1_112_0pq__1,1.1500762019,-0.3099261975,-0.482146077
ros_tale__1_112_0pq__2,0.2956723457,-0.7455301765,-0.265560154
ros_tale__1_112_250pq__1,0.9482364660000001,-0.6379285525,0.907764483
ros_tale__1_112_250pq__2,1.5503420302,-0.2673447225,0.61111773
ros_tale__1_112_750pq__1,0.44717525480000003,-0.3976079435,0.472220059
ros_tale__1_112_750pq__2,0.5328663924,-0.6078223655,0.8800601790000001
ros_tale__1_112_750pq__3,0.025684126600000003,-0.7850957315,0.519956662
ros_tale__3_76_0pq__1,0.5817138457000001,-1.1348666085,-0.521009513
ros_tale__3_76_0pq__2,0.7778197406,-1.4815812485,-0.494342141
ros_tale__3_76_0pq__3,0.9988027015000001,-1.3736723195,-0.438758851
ros_tale__3_76_0pq__4,0.8620933956,-1.0089514465,-0.12100311400000001
ros_tale__3_76_250pq__1,-1.6631582238,-0.5294035285,-0.902245434
ros_tale__3_76_250pq__2,-1.6405884741999999,-0.1251757875,-0.521896416
ros_tale__3_76_750pq__1,-1.3954086012,-1.5991534785,-0.679176836
ros_tale__3_76_750pq__2,-2.360737379,-1.4510537345,-1.197759709
ros_tale__7_103_0pq__1,1.6195689883000002,-0.5454794905,1.012677493
ros_tale__7_103_0pq__2,1.9831890894000002,0.0692178085,1.643392642
ros_tale__7_103_0pq__3,1.3167423232,-0.8030320925000001,1.060187206
ros_tale__7_103_0pq__4,1.6755277713,-0.6284839925,1.71224393
ros_tale__7_103_250pq__1,-1.2851684857,-0.7471911325,0.337862963
ros_tale__7_103_250pq__2,-1.0115897705,-0.6321489965,0.363674773
ros_tale__7_103_750pq__1,-1.0899479771,-1.0878311495,0.393877474
ros_tale__7_103_750pq__2,-0.8212800673,-1.2006435695,0.22819440900000001
ros_tale__9_77_0pq__1,-1.0057450488,-0.7246946745,-0.414845236
ros_tale__9_77_0pq__2,-1.8397696431,-0.5319775285,-0.142451191
ros_tale__9_77_250pq__1,-0.45197019050000004,-0.9258029245,-0.61643102
ros_tale__9_77_250pq__2,-1.3392906982000001,-0.4985559585,-1.338770429
ros_tale__9_77_750pq__1,-2.5169215898,-1.0526837735,-0.06304069100000001
ros_tale__9_77_750pq__2,-1.2377944982,-0.5805522365,-0.553071862
ros_tale__11_83_0pq__1,0.18355430550000001,-0.5438136175,0.177609803
ros_tale__11_83_0pq__2,0.6283496364000001,-0.6914158105,0.259860031
ros_tale__11_83_250pq__1,-0.0976519507,-0.9409040235,0.12962077700000002
ros_tale__11_83_250pq__2,0.4180035472,-0.6787245295000001,0.347151249
ros_tale__11_83_750pq__1,0.16279619780000001,-0.7117305665,0.20978654600000002
ros_tale__11_83_750pq__2,0.5884862397,-0.49513263350000003,0.41726057600000005
ros_tale__13_87_0pq__1,-0.24966297180000002,-0.6109002215,0.09521303
ros_tale__13_87_0pq__2,-0.5488834452,-0.6458073715,-0.18074610700000002
ros_tale__13_87_250pq__1,0.17061186990000002,-0.47417439050000004,0.297311946
ros_tale__13_87_250pq__2,0.47433459520000004,-1.1306260325,0.506089242
ros_tale__13_87_750pq__1,-0.134831579,-0.2766354045,0.613318793
ros_tale__13_87_750pq__2,0.19424882870000001,-0.8132225155,0.496361384
ros_tale__14_27_0pq__1,-0.43513004850000003,-0.3744804105,0.39029517100000005
ros_tale__14_27_0pq__2,-0.3878337539,-0.5124856645,0.644398949
ros_tale__14_27_250pq__1,2.5207645222,-0.40128095150000004,1.107938917
ros_tale__14_27_250pq__2,1.008015218,-0.5261776375,0.836347028
ros_tale__14_27_750pq__1,1.9865388854,-0.0132817635,-0.8045069880000001
ros_tale__14_27_750pq__2,1.7725749713,-1.3674915275,-0.6646031560000001
ros_tale__16_28_250pq__1,-0.3446775173,-1.3142048945,0.168999535
ros_tale__16_28_250pq__2,-0.1981016901,-1.2173009605,0.17688700400000001
ros_tale__16_32_0pq__1,1.3373152799999999,-1.2953386535,0.250016105
ros_tale__16_32_0pq__2,0.4374754346,-1.0245492185,0.312242256
ros_tale__16_32_0pq__3,0.2984475068,-0.8249250745000001,0.060488759
ros_tale__16_32_0pq__4,0.6110234333,-1.0298106465,-0.009411132000000001
ros_tale__16_32_250pq__1,0.2005653519,-1.2586448545,-0.050838332
ros_tale__16_32_250pq__2,0.2475552547,-1.0763656695,-0.059206948
ros_tale__16_32_750pq__1,-0.5400672223,-1.1730962075,-0.458084827
ros_tale__16_32_750pq__2,0.7687746344,-0.3914317995,-0.502427799
ros_tale__17_104_0pq__1,1.398372435,-0.33641875050000003,0.84366803
ros_tale__17_104_0pq__2,1.8061121679,-0.1575105275,0.880811411
ros_tale__17_104_250pq__1,2.2181923095,-0.35502434650000003,0.657374672
ros_tale__17_104_250pq__2,2.037445143,-0.1379763495,0.9738903750000001
ros_tale__17_104_250pq__3,2.0040263349,-0.2308545165,1.02888669
ros_tale__17_104_250pq__4,3.1692485108,-0.0280403945,0.981776214
ros_tale__17_104_750pq__1,2.4824686758,-0.0898086635,0.9679020110000001
ros_tale__17_104_750pq__2,1.8217789141,-0.7150915045,0.417953991
ros_tale__18_24_250pq__1,-0.5385328177,-1.6397196475,0.392988184
ros_tale__18_24_250pq__2,-0.2452828672,-0.6945590605,0.298991887
ros_tale__18_36_0pq__1,0.7868927282,-0.6428233325,0.33401152900000003
ros_tale__18_36_0pq__2,0.7199656978,-0.5795156605,0.628937851
ros_tale__18_36_0pq__3,0.6204366849,-1.2784183745,0.18072858900000002
ros_tale__18_36_0pq__4,2.4710894168,-0.7233436965000001,0.17610577600000002
ros_tale__18_36_250pq__1,1.4185527557,-0.5049673815,0.182253316
ros_tale__18_36_250pq__2,1.7344131324,-0.1916749465,0.075881188
ros_tale__18_36_750pq__1,0.3378290715,0.1573406215,-0.500917925
ros_tale__18_36_750pq__2,0.7747320562000001,0.0905721645,-0.19441291900000002
ros_tale__19_91_0pq__1,3.6167957188,-0.5514414875,0.8765736980000001
ros_tale__19_91_0pq__2,4.7286613346,-0.5431978545,1.164910377
ros_tale__19_91_250pq__1,3.8205822987999998,-0.6333547375,1.343402883
ros_tale__19_91_250pq__2,4.9829325207,-0.9272851345,1.5560534590000001
ros_tale__19_91_750pq__1,6.3183135328,-0.6670686995,0.737912517
ros_tale__19_91_750pq__2,4.4438087362,-0.38334847050000004,0.7992538730000001
ros_tale__19_91_750pq__3,7.5353829147999996,0.2915502465,0.465682558
ros_tale__19_91_750pq__4,5.6548038658,0.6534584175,0.511249414
ros_tale__21_97_0pq__1,-2.045943555,-1.6884536095,-0.947176946
ros_tale__21_97_0pq__2,-1.3988774761,-0.7051640725,0.293964761
ros_tale__21_97_250pq__1,-2.2836542346,-1.0674614195,0.212064055
ros_tale__21_97_250pq__2,-1.3473872952,-1.0560006535,0.574931312
ros_tale__21_97_750pq__1,-1.590226295,-1.1849973625,-0.49146082100000005
ros_tale__21_97_750pq__2,-1.2992192238,-0.5618677875,0.441263324
ros_tale__25_111_0pq__1,-2.2871352651,-1.5641629665,-0.43735069400000004
ros_tale__25_111_0pq__2,-1.9295799159,-0.6065205775,0.16721643600000002
ros_tale__25_111_250pq__1,-2.2995644871,-0.22022453050000002,-0.236396461
ros_tale__25_111_250pq__2,-2.2384842824,-0.7284654955000001,0.00036484
ros_tale__25_111_750pq__1,-1.9416448937,-0.7063948875,0.21467829800000002
ros_tale__25_111_750pq__2,-1.7070439239000001,-0.4804978975,0.207903141
ros_tale__29_119_0pq__1,-0.4245558397,-0.15650842950000002,0.19784256800000002
ros_tale__29_119_0pq__2,-0.8432113796,0.1417521045,0.14347910800000002
ros_tale__29_119_250pq__1,-0.253973565,-0.5428281425,0.16088701200000002
ros_tale__29_119_250pq__2,-0.06502366400000001,-0.2918529975,-0.42917866600000004
ros_tale__29_119_750pq__1,-0.49955191060000004,-0.3223454665,0.04939106
ros_tale__29_119_750pq__2,-0.09880746380000001,-0.6268165355,0.128266254
ros_tale__ALE4_0pq__1,0.8221893909,-1.1142089075,0.384095116
ros_tale__ALE4_0pq__2,1.3413604444,-1.2552832975000001,0.11708121900000001
ros_tale__ALE4_250pq__1,0.2250262946,0.5680771815,0.719419656
ros_tale__ALE4_250pq__2,0.6270508544,0.2083564525,0.816568115
pcoli__atASMT_325G__1,-0.5710386124,-0.40962751150000004,0.210830928
pcoli__atASMT_325G__2,-0.6688946819,-0.3944441535,0.131019818
pcoli__bpTDC__1,-1.1092507153,-0.7226218305000001,0.17600042
pcoli__bpTDC__2,-0.9407175807,-0.7756456845,0.358132928
pcoli__BRCA__1,-2.4022737502,-0.6932387515,0.31891691
pcoli__BRCA__2,-2.1345677108,-0.4850293545,0.041604856
pcoli__BRCActrl__1,-0.8828318232000001,0.1914905825,0.758487593
pcoli__BRCActrl__2,0.3459210184,-0.1267600785,0.7934888750000001
pcoli__BRCAswap__1,-0.8865802250000001,-0.1997096365,0.28259293500000005
pcoli__BRCAswap__2,-0.7877991870000001,0.1040917855,0.262200233
pcoli__btAANAT__1,-0.523449579,-0.7748448965,0.40805292
pcoli__btAANAT__2,0.12686892360000002,-0.2416864235,0.34696922300000005
pcoli__btASMT__1,-0.6492986101,-0.29914779950000003,0.275476272
pcoli__btASMT__2,-0.47458830560000004,-0.4240909355,0.27412812200000003
pcoli__CC1__1,-0.49630310650000004,0.032978242500000005,0.07332100800000001
pcoli__CC1__2,-0.7874504489,0.1434597705,0.41989009
pcoli__ccCOMT__1,-1.0251064821,-0.6142795585,0.358560407
pcoli__ccCOMT__2,-0.9853992998000001,-0.4349509445,0.219550777
pcoli__ckDDC__1,-0.8882368410000001,0.1518317025,0.5472960560000001
pcoli__ckDDC__2,-0.49122168600000005,-0.1677950175,0.71660223
pcoli__CNTF_belt__1,-0.9088161739,-0.3060279315,0.300890739
pcoli__CNTF_belt__2,-0.9752493127,-0.3828292555,0.31857066300000003
pcoli__cobPNMT__1,-1.1110859102,0.0345736865,0.23538153
pcoli__cobPNMT__2,-1.2251873738,-0.4133562175,0.188300519
pcoli__cvPhhB__1,-1.3588757504,-0.4366935985,0.32785954500000003
pcoli__cvPhhB__2,-1.6693239432,-0.2813022085,0.30620462200000004
pcoli__ggAANAT__1,-1.3029402401999999,-0.2885030435,0.21154906
pcoli__ggAANAT__2,-1.0356413494,-0.6167857665,-0.044967272
pcoli__ggTPH__1,-0.7583007262,-0.4068574055,0.22423826100000002
pcoli__ggTPH__2,-0.8749832699000001,-0.6539767025000001,0.35097326500000003
pcoli__hsAANAT__1,-0.2464096685,-0.15156020450000002,0.061368846000000005
pcoli__hsAANAT__2,-0.938101213,-0.1658306245,0.357183462
pcoli__hsASMT__1,-1.2227246849,-0.3891008385,0.13723090400000001
pcoli__hsASMT__2,-0.6986207843000001,-0.8128645105000001,0.29318893900000004
pcoli__hsPNMT_mb__1,-0.8811208229,-0.11052276150000001,0.388442883
pcoli__hsPNMT_mb__2,-1.2165332429,-0.5396527865,0.23153129300000003
pcoli__hsTPH__1,-1.9786461463,-0.8586059255,-0.000457088
pcoli__hsTPH__2,-1.5618609159,-0.18441435350000002,0.26676753400000003
pcoli__hsTPH_E2K__1,-0.457956224,-0.4545737515,0.276619648
pcoli__hsTPH_E2K__2,-0.31231566580000003,-0.1051017815,0.531388929
pcoli__hsTPH_E2K_N91I_P99C__1,-1.9541786849,-1.1599242745,0.08961347900000001
pcoli__hsTPH_E2K_N91I_P99C__2,-1.7745072531,-0.6160639465000001,0.00239425
pcoli__hsTPH_N158trunc__1,0.36946406190000003,-0.2703111335,0.41873091300000004
pcoli__hsTPH_N158trunc__2,0.1867111253,0.0984925765,0.320277152
pcoli__hsTPH_N174trunc__1,-0.8192689126,0.0558360595,0.267697633
pcoli__hsTPH_N174trunc__2,-0.6440819922000001,-0.33251023350000003,0.446823265
pcoli__hsTPH_Ntermtrunc__1,0.1592263583,0.3234999585,1.011210137
pcoli__hsTPH_Ntermtrunc__2,-0.5085180850000001,-0.0713411775,0.42381067400000005
pcoli__hsTPH1__1,-0.3997594344,-0.2425802505,0.446619295
pcoli__hsTPH1__2,-0.2574811758,-0.1451972085,0.48709288
pcoli__MBP__1,0.0460936533,-0.6138371165000001,-0.055531867000000006
pcoli__MBP__2,-0.0788942004,-0.5731558415,0.491792785
pcoli__msCOMT__1,-0.8707238499000001,-0.44350760850000004,0.17514617
pcoli__msCOMT__2,-0.9208594489,-0.7191257805,0.12122159
pcoli__ocAANAT__1,-1.060964263,-0.20454795950000002,0.12323827600000001
pcoli__ocAANAT__2,-1.0455243865,-0.2895411075,0.201186246
pcoli__osTDC_K374H__1,0.46266424640000003,0.1821354655,0.477038662
pcoli__osTDC_K374H__2,-0.1209653477,-0.3413437425,0.270684656
pcoli__osTDC_K374L__1,0.150980951,-0.0738630465,0.34157026700000004
pcoli__osTDC_K374L__2,0.32105228690000004,-0.2398813385,0.330166663
pcoli__osTDC_K374Q__1,-0.23229658800000003,-0.5108831825,0.41555387600000004
pcoli__osTDC_K374Q__2,-0.306600708,-0.7163752765,0.28799887
pcoli__osTDC_L360V__1,-1.2405944644,-0.7366047975000001,0.316972699
pcoli__osTDC_L360V__2,-0.2780284329,-0.3699073305,0.586002982
pcoli__pmTPH__1,-0.4163272246,-0.6628105695000001,0.200058162
pcoli__pmTPH__2,0.2378803216,-0.6204799895,0.375963989
pcoli__RFC__1,-0.9493642572000001,-0.7117846455,0.186985062
pcoli__RFC__2,-0.6974124868,-0.6881522045,0.08641480900000001
pcoli__RFCctrl__1,-1.1359416066,0.0635093665,0.103381604
pcoli__RFCctrl__2,-1.3363982573,0.0768030595,0.153787324
pcoli__RFCnopause__1,-0.9665518833000001,-0.0898447545,0.10971045700000001
pcoli__RFCnopause__2,0.19034828680000002,-0.3483050225,0.075322132
pcoli__RFCpluspause__1,1.4387144524,0.1431787005,0.851314306
pcoli__RFCpluspause__2,2.1245079905,0.1246188265,0.9672493230000001
pcoli__rnCOMT_sol__1,-0.7518136444,-0.3520336665,0.19494257
pcoli__rnCOMT_sol__2,-0.4780454143,-0.5380532555,0.254421335
pcoli__rnPNMT__1,-0.1461694423,-0.3080983725,0.35053369500000003
pcoli__rnPNMT__2,-0.4221002305,0.0601372575,0.452463278
pcoli__rnTDC__1,-1.1714218637,-0.9194306935000001,0.125056111
pcoli__rnTDC__2,-1.4967858754,-0.7818608355000001,0.16761957900000002
pcoli__rnTDC_trunc__1,-0.7738184407,-0.2182755785,0.38702643200000003
pcoli__rnTDC_trunc__2,-0.7334083142000001,-0.1545239755,0.7083495780000001
pcoli__saCOMT_T2A__1,-1.057195449,-0.0980926305,0.155993179
pcoli__saCOMT_T2A__2,-1.1580067905,-0.2011252335,0.096692339
pcoli__sfCOMT__1,-1.7291610723000002,-0.8982790535,0.13502508400000002
pcoli__sfCOMT__2,-1.7644558711,-0.6966555555,0.049484105
pcoli__sgAANAT_D63G__1,-1.1274944239,-0.1015718525,0.240746655
pcoli__sgAANAT_D63G__2,-1.5057289621,-0.2405179715,0.47961375100000003
pcoli__ssDDC__1,-1.4009226253,-0.2513196355,0.11599659
pcoli__ssDDC__2,-1.3176757698000001,-0.8240122825,0.333306763
pcoli__TP53B__1,-0.9075863124,-0.5417015745,0.063767482
pcoli__TP53B__2,-1.1655279295,-0.1599450475,0.25570748800000004
pcoli__WT__1,-0.34545852720000003,0.2822046555,0.245240071
pcoli__WT__2,-0.38264762960000004,0.1449583295,0.440656882
cck__glu_ale4__1,1.241987244,0.1946098225,0.587903543
cck__glu_ale4__2,1.3515777541,-0.7783948615,-0.13792247600000002
cck__cck_ale1__1,1.3989061175,-0.6529948315,-0.32086141500000004
cck__cck_ale1__2,1.1696962027,-1.1252747605,-0.143398816
cck__cck_ale2__1,1.2022892167,-0.6323900465,-0.296821276
cck__cck_ale2__2,1.7361669135,-0.7098864865000001,-0.207384225
cck_pgi__gmos_delpgi__1,1.6876179440999999,-0.2237070595,-0.20429623500000002
cck_pgi__gmos_delpgi__2,3.4756377088,0.3362445345,0.306662186
cck_pgi__pgi_ale1__1,5.4128980208,0.7064852605,0.537772589
cck_pgi__pgi_ale1__2,4.9972866516,-1.0215542335,-0.369804312
cck_pgi__pgi_ale2__2,3.6751854086,-0.5466598555000001,-0.17378484800000002
cck_pgi__pgi_ale3__1,5.256752629,0.2546113125,0.29738354300000003
cck_pgi__pgi_ale3__2,4.8524503647,-0.4307958765,-0.17649097300000002
cck_pgi__pgi_ale4__1,1.6492122244,-0.1933804205,0.48491503100000005
cck_pgi__pgi_ale4__2,2.4734752417,-1.3458611905,-0.23283837200000002
cck_pgi__pgi_ale4__3,2.9482225708,-1.0554550885,-0.39978555600000004
cck_pgi__pgi_ale5__1,4.3386995428,0.0529284565,0.645438152
cck_pgi__pgi_ale5__2,4.3235892623,-0.8369802025,0.0041355030000000004
cck_pgi__pgi_ale6__1,3.4984850363,-0.1095949985,0.581932607
cck_pgi__pgi_ale6__2,4.4018681626,-0.1970007075,-0.031755576
cck_pgi__pgi_ale7__1,2.2336925315,-0.2354431625,0.534509266
cck_pgi__pgi_ale7__2,2.6870543061000003,-0.1896533625,-0.086399608
cck_pgi__pgi_ale8__1,3.0381418156,-0.024506022500000002,0.34202597
cck_pgi__pgi_ale8__2,3.018449499,-0.7254689965000001,-0.19397576900000002
