,A,PhoP
tcs__del_cusR_CuSO4__2,7.6583714054000005,1.2229236
tcs__del_cusR_lb__1,-0.6621481457,0.09005681900000001
tcs__del_cusR_lb__2,-0.1760248577,0.1559024
tcs__del_kdpE_01-kcl__1,4.5822785601,0.8007774550000001
tcs__del_kdpE_01-kcl__2,4.9057912658,0.7824447170000001
tcs__del_kdpE_115-kcl__1,6.3138261248,1.466797439
tcs__del_kdpE_115-kcl__2,5.6247809934,1.4617798610000001
tcs__del_phoB_m9__1,0.6974270769,0.41001874400000005
tcs__del_phoB_m9__2,0.7603018402,0.420405177
tcs__del_phoB_m9p__1,-4.5351966735,-0.22848617000000002
tcs__del_phoB_m9p__2,-4.081647909,-0.264666102
tcs__del_rcsB_etoh__1,-4.0559799621,1.021940809
tcs__del_rcsB_etoh__2,-4.880923996,1.050098817
tcs__del_rcsB_lb__1,-1.5838477683,-0.004972544000000001
tcs__del_rcsB_lb__2,-1.3906649967,-0.009658174
tcs__del_zraR_lb__1,3.5940765748,0.25083919
tcs__del_zraR_lb__2,3.4332848143,0.205419861
tcs__del_zraR_zncl2__1,2.3248291777,0.19804765400000002
tcs__del_zraR_zncl2__2,2.4276192269,0.201850622
tcs__wt_01-kcl__1,2.3465691905,0.9201389680000001
tcs__wt_01-kcl__2,2.5042990284,0.8423594940000001
tcs__wt_01xlb__1,-2.1197508395,0.5408280590000001
tcs__wt_01xlb__2,-2.0249374028,0.45436618700000003
tcs__wt_115-kcl__1,5.5226152305,1.292852584
tcs__wt_115-kcl__2,5.2391483725,1.241329151
tcs__wt_CuSO4__1,5.0432372391,0.464501908
tcs__wt_CuSO4__2,4.490391003,0.557905457
tcs__wt_etoh__1,-2.804905835,0.98067436
tcs__wt_etoh__2,-2.5877691946,0.9954987270000001
tcs__wt_lb__1,-0.9346472651000001,-0.22119279300000003
tcs__wt_lb__2,-0.9776707035000001,-0.193146641
tcs__wt_LiAcet__1,-0.3859933827,0.46738344400000004
tcs__wt_LiAcet__2,0.1272623849,0.304842484
tcs__wt_LiCl__1,0.3818544267,0.39960301200000004
tcs__wt_LiCl__2,0.6117073514,0.45397266500000005
tcs__wt_m9p__1,-3.5489007031,-0.21487589
tcs__wt_m9p__2,-3.7295210497999998,-0.19610928600000002
tcs__wt_pyr__1,-2.4236128319,0.35948560300000004
tcs__wt_pyr__2,-2.3997950207,0.411670623
tcs__wt_zncl2__1,5.4815155335,0.229806851
tcs__wt_zncl2__2,5.1739646694,0.279179475
ros_tale__0_0_0pq__1,3.0813156321,-0.551655596
ros_tale__0_0_0pq__2,2.4501142033,-0.47798390700000004
ros_tale__0_0_250pq__1,0.3173917435,1.032858101
ros_tale__0_0_250pq__2,1.080115988,0.9525403330000001
ros_tale__1_mid_250pq__1,4.1574235916,-0.28379636
ros_tale__1_mid_250pq__2,3.8470804970000003,-0.194387591
ros_tale__1_0_0pq__1,1.862720139,-0.839527444
ros_tale__1_0_0pq__2,1.7490071662000002,-0.8230525310000001
ros_tale__1_0_0pq__3,2.2138458486,-0.7017222230000001
ros_tale__1_0_0pq__4,2.5193776033,-0.722061308
ros_tale__1_0_250pq__1,2.8960192858,-0.646812574
ros_tale__1_0_250pq__2,2.0361379892,-0.7627410450000001
ros_tale__1_0_750pq__1,2.8168217259,-0.9534025060000001
ros_tale__1_0_750pq__2,1.9957360656,-0.6211639170000001
ros_tale__1_1_0pq__1,-0.8447349128,-1.079314602
ros_tale__1_1_0pq__2,-1.5033417346,-1.252967226
ros_tale__1_1_250pq__1,-0.6443893253,-1.130269912
ros_tale__1_1_250pq__2,-0.3263076371,-1.060141255
ros_tale__1_1_750pq__1,-0.8912275551000001,-0.9084551080000001
ros_tale__1_1_750pq__2,-0.2650984443,-0.855858125
ros_tale__1_2_0pq__1,-1.0312227518,-1.828132615
ros_tale__1_2_0pq__2,-1.3699269784,-1.959865237
ros_tale__1_2_250pq__1,0.8354404116,-1.380799067
ros_tale__1_2_250pq__2,0.9146483683000001,-1.37844053
ros_tale__1_2_750pq__1,0.6456023003,-1.378141727
ros_tale__1_2_750pq__2,1.7324354449000001,-1.5327554509999999
ros_tale__1_3_0pq__1,0.9044175639,-0.392351865
ros_tale__1_3_0pq__2,0.8299753521000001,-0.46660731600000005
ros_tale__1_3_250pq__1,0.6319373095,-1.56662692
ros_tale__1_3_250pq__2,0.8669954718,-0.910245308
ros_tale__1_3_250pq__3,0.056552915200000005,-0.8344142720000001
ros_tale__1_3_250pq__4,0.0004864556,-1.485909987
ros_tale__1_3_750pq__1,0.20730685510000002,-1.038442979
ros_tale__1_3_750pq__2,0.9965050233,-0.971437949
ros_tale__1_4_0pq__1,0.6540260057,-0.08424595800000001
ros_tale__1_4_0pq__2,0.4958186706,-0.099934224
ros_tale__1_4_250pq__1,0.8752043118,-0.041200066
ros_tale__1_4_250pq__2,-0.1369379149,-0.120316319
ros_tale__1_4_750pq__1,0.5266321814,-0.138659624
ros_tale__1_4_750pq__2,-0.4759869017,-0.270215235
ros_tale__1_4_750pq__3,0.2700375571,-0.5874770490000001
ros_tale__1_4_750pq__4,-0.8287961594000001,-0.606282293
ros_tale__2_mid_250pq__1,2.4701409299,0.197213038
ros_tale__2_mid_250pq__2,3.6635367694000003,0.009300288
ros_tale__2_0_0pq__1,-0.1539397369,-0.88822417
ros_tale__2_0_0pq__2,-1.0170598876,-0.69490259
ros_tale__2_0_0pq__3,2.3169659425,-0.7226630350000001
ros_tale__2_0_0pq__4,2.093238717,-0.916690489
ros_tale__2_0_250pq__1,2.5133771463,-0.5195409590000001
ros_tale__2_0_250pq__2,3.0693890398,-0.5969745
ros_tale__2_0_750pq__1,3.1626133475,0.532545616
ros_tale__2_0_750pq__2,3.7561524934,0.7508838290000001
ros_tale__2_1_0pq__1,-0.25268287030000003,-1.129634221
ros_tale__2_1_0pq__2,-0.4222041413,-1.117365679
ros_tale__2_1_250pq__1,0.3390364513,-1.032308023
ros_tale__2_1_250pq__2,0.008997718200000001,-1.015242483
ros_tale__2_1_750pq__1,0.08019438970000001,-0.996608272
ros_tale__2_1_750pq__2,1.2478423959,-0.732082188
ros_tale__2_1_750pq__3,-0.4704786246,-0.9609923130000001
ros_tale__2_2_0pq__1,2.1064162348,-0.678471575
ros_tale__2_2_0pq__2,-0.265667417,-0.877096439
ros_tale__2_2_250pq__1,1.5969119659,-0.6451333260000001
ros_tale__2_2_250pq__2,0.9648157547,-0.888680307
ros_tale__2_2_750pq__1,2.1044889845,-0.680699248
ros_tale__2_2_750pq__2,-0.8081805462,-0.9960216310000001
ros_tale__2_3_0pq__1,-2.4611180848,-0.8391422310000001
ros_tale__2_3_0pq__2,-3.2103944481,-0.875921225
ros_tale__2_3_250pq__1,-0.7793285536,-0.924245164
ros_tale__2_3_250pq__2,-1.9491800301,-1.8330631240000002
ros_tale__2_3_750pq__1,-1.6295960995,-0.792883591
ros_tale__2_3_750pq__2,-1.2811287619,-0.867155581
ros_tale__3_0_0pq__1,1.3389171954,-0.6311746180000001
ros_tale__3_0_0pq__2,0.4269895543,-0.7004116290000001
ros_tale__3_0_250pq__1,-2.3538648748,-1.001850007
ros_tale__3_0_250pq__2,-2.2551423756,-1.333893816
ros_tale__3_0_750pq__1,1.3162905072,0.64263961
ros_tale__3_0_750pq__2,2.9945326291,0.9435061530000001
ros_tale__3_1_0pq__1,1.0756062244,-1.049459842
ros_tale__3_1_0pq__2,1.7723597658,-1.005349448
ros_tale__3_1_250pq__1,1.3955142248999999,-0.87184033
ros_tale__3_1_250pq__2,2.5440139801,-0.865315791
ros_tale__3_1_750pq__1,0.5895942656000001,-1.070211795
ros_tale__3_1_750pq__2,1.5846176832999999,-1.151379956
ros_tale__3_2_0pq__1,-0.8630142742,-1.081811726
ros_tale__3_2_0pq__2,-0.8746848731,-1.24084405
ros_tale__3_2_0pq__3,-0.6908162248,-1.075486888
ros_tale__3_2_0pq__4,-0.5171411991,-1.088554507
ros_tale__3_2_250pq__1,1.0185172318,-0.938303497
ros_tale__3_2_250pq__2,2.5609923866,-0.868050559
ros_tale__3_2_750pq__1,1.6097537499999999,-1.092274413
ros_tale__3_2_750pq__2,4.1164079675,-1.158676894
ros_tale__3_3_0pq__1,-1.0552334637,-0.72135456
ros_tale__3_3_0pq__2,-0.7998872391,-0.876154988
ros_tale__3_3_0pq__3,-1.4807933475000001,-0.87929366
ros_tale__3_3_0pq__4,-0.8377907710000001,-0.783970142
ros_tale__3_3_250pq__1,-1.0423532977,-0.923065945
ros_tale__3_3_250pq__2,-0.9583429637,-0.796283979
ros_tale__3_3_750pq__1,-1.2976687439,-1.093167652
ros_tale__3_3_750pq__2,-1.9731798203,-1.059802436
ros_tale__3_4_0pq__1,-1.3457227512,-0.8721377680000001
ros_tale__3_4_0pq__2,-0.7317339289,-0.799719721
ros_tale__3_4_250pq__1,-1.7438076056,-1.218485318
ros_tale__3_4_250pq__2,-1.2769633725,-0.8531945120000001
ros_tale__3_4_750pq__1,-1.9556785527,-1.118920355
ros_tale__3_4_750pq__2,-2.3716214477,-1.31041757
pcoli__atASMT_325G__1,0.6864489399,0.28166869
pcoli__atASMT_325G__2,0.4811247482,0.19869520200000002
pcoli__bpTDC__1,0.5855802689,0.655239884
pcoli__bpTDC__2,0.9177138572,0.602248307
pcoli__BRCA__1,-0.4026909253,0.209908791
pcoli__BRCA__2,-0.27391514580000004,0.31945343200000004
pcoli__BRCActrl__1,-2.2584484811,0.418187862
pcoli__BRCActrl__2,-2.9110469545,0.41941705
pcoli__BRCAswap__1,-2.1074507286,0.24042584300000003
pcoli__BRCAswap__2,-2.2518988894,0.385981208
pcoli__btAANAT__1,-1.2512950894000001,0.014808468000000002
pcoli__btAANAT__2,-1.7383954608,0.056349071
pcoli__btASMT__1,-1.9227565694000002,-0.03098546
pcoli__btASMT__2,-1.9127107173,0.055935276000000006
pcoli__CC1__1,-0.9373136098,0.270257128
pcoli__CC1__2,-1.3280793544,0.20690107400000002
pcoli__ccCOMT__1,-1.2058720152,0.19756842100000002
pcoli__ccCOMT__2,-1.0428308969,0.15884773700000002
pcoli__ckDDC__1,-1.5723320504,0.554819665
pcoli__ckDDC__2,-1.9711905951,0.46882618800000003
pcoli__CNTF_belt__1,-1.6783520028,0.33464792200000004
pcoli__CNTF_belt__2,-2.777576362,0.192324492
pcoli__cobPNMT__1,-1.6909916687000002,0.13213908200000002
pcoli__cobPNMT__2,-1.470021927,0.19152852
pcoli__cvPhhB__1,0.07708334,0.37920235900000004
pcoli__cvPhhB__2,-0.30327886,0.36362873700000004
pcoli__ggAANAT__1,-1.1192058035,0.06463479999999999
pcoli__ggAANAT__2,-1.0777132554,0.043105946000000006
pcoli__ggTPH__1,0.4078114447,0.10488945000000001
pcoli__ggTPH__2,0.5434375328000001,0.081092358
pcoli__hsAANAT__1,-5.6423253118000005,0.156626689
pcoli__hsAANAT__2,-4.6087241811,0.15479135500000002
pcoli__hsASMT__1,0.1231778156,0.159137609
pcoli__hsASMT__2,0.0570103231,0.235169236
pcoli__hsPNMT_mb__1,0.5990906722,0.347000963
pcoli__hsPNMT_mb__2,0.3149599508,0.32527277200000004
pcoli__hsTPH__1,0.5337104498,0.109125759
pcoli__hsTPH__2,0.0699649452,0.261996989
pcoli__hsTPH_E2K__1,-1.4840454205,0.052094894
pcoli__hsTPH_E2K__2,-1.8428992152,0.344757949
pcoli__hsTPH_E2K_N91I_P99C__1,0.101506546,0.06139639400000001
pcoli__hsTPH_E2K_N91I_P99C__2,0.39518866810000003,0.253071367
pcoli__hsTPH_N158trunc__1,-1.3507961704,0.19062488900000002
pcoli__hsTPH_N158trunc__2,-1.2265648278,0.19367313900000002
pcoli__hsTPH_N174trunc__1,-0.8897250945,0.11115996700000001
pcoli__hsTPH_N174trunc__2,-1.8112710189,0.264332224
pcoli__hsTPH_Ntermtrunc__1,-3.6414329906000003,0.495796489
pcoli__hsTPH_Ntermtrunc__2,-2.0091614389,0.584596192
pcoli__hsTPH1__1,-2.2663515418999998,0.011951088
pcoli__hsTPH1__2,-2.2064260772,0.048872602
pcoli__MBP__1,0.4458296571,0.15554874200000002
pcoli__MBP__2,-1.2260603565000001,0.00251111
pcoli__msCOMT__1,0.2481541498,0.164058596
pcoli__msCOMT__2,0.2824348148,0.087081398
pcoli__ocAANAT__1,-1.2097624583,-0.0033453
pcoli__ocAANAT__2,-1.3745339145,0.024649123000000002
pcoli__osTDC_K374H__1,-3.3908029941,0.376566108
pcoli__osTDC_K374H__2,-3.4738948764,0.440929856
pcoli__osTDC_K374L__1,1.3598406384000001,0.408223429
pcoli__osTDC_K374L__2,0.9316639967,0.5123205200000001
pcoli__osTDC_K374Q__1,-1.6047972749000001,0.08905642700000001
pcoli__osTDC_K374Q__2,-1.6183792643000001,0.15442231
pcoli__osTDC_L360V__1,-1.1150316497,0.34820644300000003
pcoli__osTDC_L360V__2,-1.3732533332,0.43057318800000005
pcoli__pmTPH__1,0.4531659907,-0.004987012000000001
pcoli__pmTPH__2,0.4435323606,0.081829963
pcoli__RFC__1,0.8333140927,-0.143161895
pcoli__RFC__2,0.5929457785000001,-0.124851712
pcoli__RFCctrl__1,-3.5978375735,0.225033489
pcoli__RFCctrl__2,-4.1076289095,0.243171775
pcoli__RFCnopause__1,-4.103908242,0.285859201
pcoli__RFCnopause__2,-4.9780155567,0.177461226
pcoli__RFCpluspause__1,-6.0854977961,-0.04627465
pcoli__RFCpluspause__2,-6.8334694294,-0.185734016
pcoli__rnCOMT_sol__1,-3.7038240002,0.36029684100000003
pcoli__rnCOMT_sol__2,-3.2689311986,0.384164645
pcoli__rnPNMT__1,-1.3141177517,-0.122451421
pcoli__rnPNMT__2,-1.023467323,-0.047651773
pcoli__rnTDC__1,0.3996148114,0.33344774800000004
pcoli__rnTDC__2,-0.2983514653,0.161736495
pcoli__rnTDC_trunc__1,0.11208555140000001,0.49994348200000005
pcoli__rnTDC_trunc__2,-0.5068562039,0.654547096
pcoli__saCOMT_T2A__1,1.0250959959000001,0.41370421500000004
pcoli__saCOMT_T2A__2,0.7009369675,0.369019961
pcoli__sfCOMT__1,-0.9733212476,-0.24083753100000002
pcoli__sfCOMT__2,-0.6429666818,-0.126052396
pcoli__sgAANAT_D63G__1,0.9052596096000001,0.19953395300000001
pcoli__sgAANAT_D63G__2,-0.0530447763,-0.034813347
pcoli__ssDDC__1,-0.3120400763,0.283844776
pcoli__ssDDC__2,-0.3501940683,0.43022675400000004
pcoli__TP53B__1,0.8222042843,0.55764495
pcoli__TP53B__2,0.6927306667,0.6540045210000001
pcoli__WT__1,-4.068648135,0.5578566380000001
pcoli__WT__2,-3.7645602276,0.5871632290000001
cck__glu_ale4__1,-2.2021410503,-0.615704628
cck__glu_ale4__2,-1.679025416,-1.124836748
cck__cck_ale1__1,-0.6371688914,-1.065204565
cck__cck_ale1__2,-0.7603581211,-0.9494553240000001
cck__cck_ale2__1,-1.4481004994,-1.137142439
cck__cck_ale2__2,-1.1453667365,-1.058795074
cck_pgi__gmos_delpgi__1,-1.238585428,-0.6643282810000001
cck_pgi__gmos_delpgi__2,-1.142355336,-0.702411903
cck_pgi__pgi_ale1__1,0.21626350630000002,0.167068354
cck_pgi__pgi_ale1__2,1.8154877005999999,0.08908734
cck_pgi__pgi_ale2__2,0.6061622950000001,0.23202254300000003
cck_pgi__pgi_ale3__1,0.397231924,0.050442268000000005
cck_pgi__pgi_ale3__2,1.2350154879,-0.36065223900000004
cck_pgi__pgi_ale4__1,1.5081749225,-0.07774254200000001
cck_pgi__pgi_ale4__2,2.3662586624,-0.565297224
cck_pgi__pgi_ale4__3,2.4502042542,-0.43320903800000005
cck_pgi__pgi_ale5__1,-2.6401332454,-0.307343811
cck_pgi__pgi_ale5__2,-1.5928883448,-0.5511944
cck_pgi__pgi_ale6__1,-3.1574422777,-0.6078916160000001
cck_pgi__pgi_ale6__2,-1.7746303183,-0.7959671220000001
cck_pgi__pgi_ale7__1,-3.4872143528,-0.744645683
cck_pgi__pgi_ale7__2,-2.7984660126,-0.918005743
cck_pgi__pgi_ale8__1,-1.6729011572,-0.591367254
cck_pgi__pgi_ale8__2,-1.5926592327,-0.816270115
cck_sdh__gmos_delsdhCB__1,-1.88255488,0.18717967100000002
cck_sdh__gmos_delsdhCB__2,-1.0043704594,0.10771530200000001
cck_sdh__sdh_ale1__1,-2.9676939843000003,-0.38693067800000003
cck_sdh__sdh_ale1__2,-1.9356740882,-0.55353105
cck_sdh__sdh_ale2__1,-1.7348145634,-0.48965383700000004
cck_sdh__sdh_ale3__2,-1.9537843139,-0.48881736000000003
cck_sdh__sdh_ale3__1,-2.0574912316,-0.63190639
cck_sdh__sdh_ale3__3,-1.9818897138,-0.7914388990000001
cck_pts__gmos_delptsHIcrr__2,0.8340754865000001,-0.6027212200000001
cck_pts__gmos_delptsHIcrr__1,2.0597849696,-0.32483370100000003
cck_pts__pts_ale1__2,-0.3861102873,-0.871756119
cck_pts__pts_ale1__1,-0.4011887456,-0.864154905
cck_pts__pts_ale2__2,0.6166045506,-0.87403139
cck_pts__pts_ale2__1,0.8612918963,-0.8483501999999999
cck_pts__pts_ale3__2,1.0295715209,-1.341871634
cck_pts__pts_ale3__1,1.2513661994,-1.1261231010000001
cck_pts__pts_ale4__2,-1.0518942462,-0.980399028
cck_pts__pts_ale4__1,-1.2440790835,-0.9101378120000001
cck_gnd__gmos_delgnd__1,-2.0127488918,0.175847054
cck_gnd__gmos_delgnd__2,-3.8160103872,0.425033476
cck_gnd__gnd_ale1__1,-0.9484289463000001,-1.221597991
cck_gnd__gnd_ale1__2,-0.3076435657,-1.113834139
cck_gnd__gnd_ale2__1,-1.0747948047,-1.27191904
cck_gnd__gnd_ale2__2,-1.4958882346,-1.431397959
cck_gnd__gnd_ale3__1,-1.1699289376,-1.1406073860000001
cck_gnd__gnd_ale3__2,-1.5502083139,-1.171945584
cck_tpiA__gmos_deltpiA__1,-0.6742209285,-0.226587228
cck_tpiA__gmos_deltpiA__2,-3.1103029569,-0.29864888700000003
cck_tpiA__tpiA_ale1__1,-2.4420689664,-0.525029383
cck_tpiA__tpiA_ale1__2,-3.0737102772,-0.620313807
cck_tpiA__tpiA_ale2__1,-3.1296661275,-0.330224018
cck_tpiA__tpiA_ale2__2,-3.1127307352,-0.776310359
cck_tpiA__tpiA_ale3__1,-2.3374619577,-0.746007768
cck_tpiA__tpiA_ale3__2,-3.2072943328,-0.870743029
cck_tpiA__tpiA_ale4__1,-3.3092442571,-0.667495515
cck_tpiA__tpiA_ale4__2,-3.5380884462999997,-0.7230119150000001
acid_tale__acid_ale1_pH7__1,3.1101362605,-0.980200485
acid_tale__acid_ale1_pH7__2,3.6536060339,-1.042201369
acid_tale__acid_ale1_pH5__1,-0.0531130021,-0.20685123800000002
acid_tale__acid_ale1_pH5__2,-0.1061107793,-0.18730697000000002
acid_tale__acid_ale2_pH7__1,2.9496028554000002,-0.415058941
acid_tale__acid_ale2_pH7__2,3.0300156563,-0.49088411800000004
acid_tale__acid_ale2_pH5__1,4.4070577577,0.021071311000000002
acid_tale__acid_ale2_pH5__2,3.5593058461,0.09087782900000001
acid_tale__low_Mg_ale_pH7__1,1.9199503367,-1.133102288
acid_tale__low_Mg_ale_pH7__2,1.6385268861,-0.969957681
acid_tale__low_Mg_ale_pH5__1,3.6685245391,-0.28988273800000003
acid_tale__low_Mg_ale_pH5__2,3.3187293728,-0.119260481
acid_tale__MES_ale_pH7__1,3.0441054538,-0.8509146710000001
acid_tale__MES_ale_pH7__2,2.9466153568,-0.86865305
acid_tale__MES_ale_pH5__1,4.0682068735,-0.093862575
acid_tale__MES_ale_pH5__2,2.7858384228,-0.13208021
acid_tale__gmos_pH7__1,2.5569167821,-0.810297962
acid_tale__gmos_pH7__2,2.4149403074,-0.855167682
acid_tale__gmos_pH5__1,3.0289744163,-0.26345058600000004
acid_tale__gmos_pH5__2,3.1669142351,-0.314244997
adnB__wt_adn__1,2.391507157,-1.182574067
adnB__wt_adn__2,2.259682916,-1.265328987
adnB__delydhB_adn__1,2.543631974,-1.4094978120000001
adnB__delydhB_adn__2,2.7723853442,-0.7400542240000001
ytf2__wt_glc__1,1.3290104481,0.12467328100000001
ytf2__wt_glc__2,1.4289588985,0.123223832
ytf2__ybcM_glc__1,0.2233226671,0.007885726000000001
ytf2__ybcM_glc__2,-0.0650701051,0.103114698
ytf2__ydhB_glc__1,-0.14217266820000002,-0.10435665400000001
ytf2__ydhB_glc__2,-0.7136842639000001,-0.092732456
ytf2__yfeC_glc__1,-0.0779310802,-0.09679520400000001
ytf2__yfeC_glc__2,-0.4234291364,-0.018917628000000002
ytf2__yciT_glc__1,1.5040649275,0.070428211
ytf2__yciT_glc__2,1.4620500989,0.168714742
ytf2__ydiZ_glc__1,2.1912410353,0.0016016860000000002
ytf2__ydiZ_glc__2,2.3794899543,0.008144884
ytf2__ynfL_glc__1,1.4555911889,0.32258008800000004
ytf2__ynfL_glc__2,1.2714039632,0.211770341
misc2__dellon_glc__1,-1.3458922421000001,-0.097380141
misc2__dellon_glc__2,-1.2678615818,-0.18985146700000002
ytf3__wt_glc2__1,2.0368046598,0.173636131
ytf3__wt_glc2__2,2.3215323167,0.227440773
ytf3__wt_pH7_lactate__1,2.8765480814,0.126478127
ytf3__wt_pH7_lactate__2,2.999153625,0.186030997
ytf3__wt_pH55_lactate__1,0.6234304293,0.17703073100000002
ytf3__wt_pH55_lactate__2,0.4390763903,0.17126338600000002
ytf3__wt_pH55_HCl__1,2.5838417527,0.439041697
ytf3__wt_pH55_HCl__2,2.7181140366000003,0.40075644400000004
ytf3__dyieP_pH7__1,1.6978905464,0.205740155
ytf3__dyieP_pH7__2,1.7820812979,0.08753226800000001
ytf3__dyieP_pH55__1,3.2123016191,-0.154473554
ytf3__dyieP_pH55__2,3.6167243136,0.09937011
