,A,Lrp,hns
SRX3648450,1.0289697702,0.1574687807,-0.031897501700000004
SRX3648451,1.2235338843,-0.07925651,-0.0115590554
SRX3648452,0.4992155556,-0.6675757188,-0.20779119640000002
SRX3648453,0.3723135738,-0.47305476560000004,-0.11921019120000001
SRX3648454,1.8527923714,-0.853442502,1.3462439823
SRX3648455,2.6476967771,-1.2689851106,1.4363496791
SRX3648456,2.0220676251,-1.5343207963999999,1.3906367264
SRX3648457,-1.6325424383,0.6773649644,0.26676411110000003
SRX3648458,0.14742073220000002,0.2853147437,0.3520012312
SRX3648459,-0.2552285462,-0.006848858,-0.06000392500000001
SRX3648460,-1.2479201126000001,0.46684610800000004,-1.3716862414
SRX3648461,1.2447294374,-0.502865764,-1.7211597486999999
SRX3648462,0.24109713470000002,-0.549238314,-1.9617499085
SRX3648463,-1.2680012981,0.5842824241,0.0647512318
SRX3648464,1.7191917865000002,-0.1173559478,-0.1164687335
SRX3648465,0.6645525883,-0.397783321,-0.34724641
SRX3648466,-1.2462034891,0.6560686041,0.2488059406
SRX3648467,1.540619588,-0.1354508106,0.0466312105
SRX3648468,0.44193261570000003,-0.45790280920000004,0.1357740769
SRX3648469,-0.8933340799,0.3681385169,-0.3809139164
SRX3648470,0.1809826357,0.1250848572,-0.5051765923
SRX3648471,-0.4039192747,-0.0306615977,-0.674693368
SRX3648472,-3.5125275245000003,0.9781691123,0.8348681344000001
SRX3648473,-2.7239550049,0.9546479023000001,1.1037344752
SRX3648475,-0.8884436672,0.310777583,-1.207363483
SRX3648476,1.1063107346,-0.3204588525,-1.5151307361000002
SRX3648477,0.34127575320000003,-0.4896707146,-1.7130533598
SRX3648478,-3.0622209169,1.0177489399,0.41642859
SRX3648479,-1.5364535223,0.4205739257,0.3494264998
SRX3648480,-3.0321582759,0.5868037826,0.32045320580000003
SRX3648481,1.0097798894,-0.3722908415,-1.0004956312
SRX3648482,4.6710298452,-1.7673126901,-1.7011152137
SRX3648483,2.5987126893,-1.7616071701,-2.2031488604
SRX1429221,-0.2177962966,0.039075698900000004,0.1013993938
SRX1429222,-0.37404900360000004,-0.2192288872,-0.266014951
SRX1429223,0.5918453003,0.18015318830000002,0.1646155572
SRX1429224,-0.5646346465000001,0.1312014981,0.2767690617
SRX1429225,-1.1528181868,-0.1156548797,-0.1000432279
SRX1429226,-1.1059795447,-0.032220444800000005,0.6909387041
SRX1429227,-1.3899971223,0.5185280076000001,0.7686993264
SRX1429228,-0.34970804650000004,0.4523538239,0.5380381819
SRX1429229,-1.0281415235,-0.0040321253,0.9813643475
SRX1429230,0.10850179600000001,0.6931853723,2.1109584197
SRX1429231,0.2604507035,0.5891256807,2.1610046985
SRX1429232,0.1441006193,0.9303438902000001,2.1462013166
SRX1429233,1.6235547472,1.2619743965999999,2.3738784194
SRX1429234,1.4648717928,1.1437364608,2.3699613188
SRX1429235,1.6519104909,1.3763683434,1.9595778815
SRX1429236,2.1940743467,1.2963640306,1.3488831565
SRX1429237,3.0730177199,1.6400744890999999,1.9419554764
SRX1429238,2.7687575090000003,1.6411032995000001,2.4379872793
SRX1429239,3.3097015565,1.5190756242,2.1437692569
SRX1429240,3.1774212515,1.404543248,1.9872393475
SRX1429241,2.3731646511,1.5275820503,2.2146566462
SRX1429242,3.9021279679000003,1.2413273238,1.4769605456
SRX1429243,4.2017495152,1.6302931906,1.7664765781
SRX1429244,3.6019219791,1.727661893,1.7201882944
ERX2339161,0.08450014010000001,-0.6661806992,-0.7009045661000001
ERX2339162,-0.08450014010000001,0.6661806992,0.7009045661000001
ERX2339163,3.1397201541,2.3222682369,-3.0221398534
ERX2339164,-0.701034236,1.867855762,-1.9042635591
ERX2339165,-1.4669334308,0.11166448720000001,-3.9630190892
ERX2339166,-3.9798802553,1.5989852335,-2.3254115179
ERX2339167,0.5562062078000001,0.11587826550000001,-2.3423428582
ERX2339168,2.3397103455,-0.3140631601,0.0256341933
ERX2339169,2.1434471184,0.94977871,0.7056489822
ERX2339170,3.3324549877000003,2.2212317256,-2.9477581484
ERX2339171,-0.09648339160000001,1.8550474097,-2.0673730549
SRX7656012,-1.4327748616,-0.2045462741,-0.1478556902
SRX7656013,-0.3735018055,-0.1597403073,-0.1128225114
SRX7656014,-0.4155924279,0.09515438130000001,-0.0962873055
SRX7656015,-0.9486313547,-0.42282419260000004,-0.1486727284
SRX7656016,-0.35781053700000004,-0.0859838384,0.2939699751
SRX7656017,-0.5626016161,-0.0124345133,0.20094897690000002
SRX7656018,-1.1142302778,-0.1612372647,0.4267302751
SRX7656019,-0.7000491381,-0.6128614893000001,-0.2687797004
SRX7656020,-0.4327008496,-0.1265376337,-0.2846133373
SRX7656021,-0.7695705446000001,-0.2275276558,-0.0751891642
SRX7656022,-0.5168850191000001,-0.2535422329,-0.17987942780000002
SRX7656023,-0.7180580301,-0.3060919019,-0.2985357736
SRX7656024,-5.0565110938,-0.4876091756,-0.3168715196
SRX7656025,-6.1159372855,-0.12001562510000001,0.0115505904
SRX7656026,-5.7933717975,-0.36331778200000003,-1.0671593754
SRX7656027,-0.2265082913,-0.4233508166,-0.44293644200000004
SRX7656028,-1.2730150432,-0.3463331885,-0.263301383
SRX7656029,-0.2530656249,-0.3650706778,-0.5428328907000001
SRX7656030,-0.1845051906,-0.45302908100000006,0.2321272806
SRX7656031,0.0808770051,-0.2371652267,0.0732147122
SRX7656032,0.4879471347,-0.2741032385,0.0568928407
SRX7656033,-0.0828666958,-0.29802242360000003,-0.41207657550000004
SRX7656034,0.2230845143,-0.2743115225,-0.40984253940000004
SRX7656035,-0.2110036968,-0.4968501233,-0.42533135580000003
SRX7656036,-0.35960279430000003,-0.2924724541,-0.20319754650000002
SRX7656037,-0.46965084700000004,-0.3580055206,-0.0636788745
SRX7656038,-0.7707399459000001,-0.3164458443,-0.2614043209
SRX7656039,0.3264781024,-0.029562572500000002,0.17703215860000002
SRX7656040,-0.11561505150000001,0.07618207710000001,-0.0399753759
SRX7656041,-0.21086305090000002,-0.0466195045,-0.13705678270000002
SRX7656042,-1.9622923991,-0.9269300455,-0.1127327288
SRX7656043,-2.1657608207,-0.9384482605000001,-0.17752035100000002
SRX7656044,-1.8661598503999999,-0.748264751,0.1829668894
SRX7656045,-1.6625789934,-0.8873012515,-0.1675777258
SRX7656046,-1.804698136,-0.8667595508,-0.372496469
SRX7656047,-1.84083069,-0.8869341912,-0.024207705200000002
SRX7656048,-1.9837415551,-0.8319929239,-0.0749209286
SRX7656049,-1.9323500919,-0.9977924032000001,-0.0498849727
SRX7656050,-2.3222041352,-0.8065437559,0.1216809932
SRX7656051,-3.4964049493,-1.0956527993,-0.074803646
SRX7656052,-3.7692578649,-1.2079512529,0.1467548545
SRX7656053,-3.5304055563,-1.1344839024,-0.4608842647
SRX7656054,-2.5221860991,-0.5944886248,-0.2737001244
SRX7656055,-3.1699687479,-0.6324620085,-0.40037234120000004
SRX7656056,-2.2246402016,-0.5958388398000001,-0.5103614229
SRX7656057,-2.256505894,-0.6987333238,-0.2530793812
SRX7656058,-2.2418176661,-0.6162458006,-0.6247162815
SRX7656059,-2.6179150038,-0.6229988394,-0.06266424870000001
SRX7656060,-2.8003910993,-0.7775296096000001,-1.070742021
SRX7656061,-2.3777539827,-0.6367348427,-0.2320308552
SRX7656062,-2.3344132108,-0.7008676392000001,-1.1379867404
SRX7656063,-8.0424600293,-0.6743638476,-0.6803224302
SRX7656064,-7.8109864431,-0.7400313701,-0.6242204463000001
SRX7656065,-8.2288497093,-0.565808135,-1.2354147287
SRX7656066,-2.3308911051,-0.211401315,-0.673266942
SRX7656067,-1.9988999164,-0.15488951080000002,-0.25407564390000004
SRX7656068,-1.6115094138,-0.1703112363,-0.1043415204
SRX7656069,-2.059739691,-0.1249273669,-0.0489783691
SRX7656070,-2.4638911399,-0.1354451734,-0.2846315761
SRX7656071,-2.616397469,-0.21863114890000002,-0.3102844269
SRX7656072,-1.8814436959,-0.30030776540000004,-1.3123408416
SRX7656073,-1.9162045078,-0.2325921024,-0.6126305799
SRX7656074,-3.0868052795,-0.37651142460000003,-0.6012533065
SRX7656075,-6.1757020452999996,-1.4555105899,-0.9044553626
SRX7656076,-6.0822068451,-1.4382961647,-1.0313086927
SRX7656077,-5.7723971009,-1.265720129,-1.0591037295
SRX7656078,-2.0458786771,-0.7142990886,0.24735540590000002
SRX7656079,-1.8475552392,-0.653963814,0.23403409900000002
SRX7656080,-2.681688295,-0.6355915708000001,0.1986199246
SRX7656081,-2.1083830827,-0.6535478083,0.3181546269
SRX7656082,-2.8615087367000003,-0.7999838895,0.0801747591
SRX7656083,-2.1341532927,-0.7093445216,0.3722988598
SRX7656084,-1.9926325592,-0.7187732603,0.1531078529
SRX7656085,-2.0692283106,-0.7775143879,0.1616919281
SRX7656086,-3.3448492018,-0.9258115376,0.2330778296
SRX7656087,-3.6651961094,-1.0512845628,-0.18665445020000002
SRX7656088,-4.0915722832,-1.0196175642,-0.28238213830000003
SRX7656089,-3.6021669195,-1.0375504523,-0.1079892533
SRX7656090,-0.6106625343000001,-0.0772316708,0.2543907398
SRX7656091,-0.4849503927,-0.1105726545,-0.17114525700000002
SRX7656092,-0.31982769720000004,-0.0504237557,-0.3543453272
SRX7656093,0.0622361798,-0.290542362,-0.7699430129
SRX7656094,-0.8435443591,-0.2713399226,-0.5210136653
SRX7656095,-0.3178671286,-0.1247743763,-0.7385620809
SRX7656096,-0.2151713492,-0.27228149020000003,-0.7388787854000001
SRX7656097,-0.5594766888,-0.2417259931,-0.1756176385
SRX7656098,-0.6654814423000001,-0.20242872650000002,-0.000764846
SRX7656099,-6.1660922467,-0.4553418254,-0.2228014049
SRX7656100,-6.1500152819,-0.22406817310000002,-0.2690442373
SRX7656101,-5.9944623147,-0.5457879472,-0.44786443130000003
SRX7656102,0.44673908500000004,-0.152524719,0.3404735553
SRX7656103,0.5458847615,-0.1565124314,0.2313211896
SRX7656104,0.5110603066,-0.1010947372,0.0649113479
SRX7656105,-7.0313465707,-0.5777452301,-0.33904164940000003
SRX7656106,-6.8950289325,-0.4989096873,-0.7772768061
SRX7656107,-6.2773611524,-0.7620831777,-1.4940509868
SRX7656108,-1.2259281016,-0.3064980264,0.21392975
SRX7656109,-1.7607936533,-0.0468346428,0.1967282254
SRX7656110,-1.905002528,-0.11271043130000001,0.3821688183
SRX7656111,-2.5509821447,-0.4556147712,0.23676730710000002
SRX7656112,-2.4276343556,-0.3262186607,0.0119384177
SRX7656113,-1.6383973207,-0.3695731685,0.2312758952
SRX7656114,-1.2942212449000001,-0.4328935991,0.1665159571
SRX7656115,-1.5243983784,-0.24215440130000002,0.1436560422
SRX7656116,-1.4230301617,-0.3604929584,-0.1636048478
SRX7656117,-6.9523097992,-0.5729903047,-0.090299977
SRX7656118,-6.4614044268,-0.3479598095,-0.25948931140000003
SRX7656119,-6.6430015052,-0.3427384097,-0.29685744210000004
SRX7656120,-0.8206084864000001,-0.0693524647,0.1596778114
SRX7656121,-0.8277095639000001,-0.1360115345,0.14756591200000002
SRX7656122,-1.0690608763,-0.08623943910000001,0.3052054737
SRX7656123,-1.3306206094,-0.17251786360000002,0.1570420959
SRX7656124,-0.7636653658,-0.09935140960000001,0.1075722155
SRX7656125,-1.3693752747999999,-0.1474329348,0.2105058765
SRX7656126,-1.1210237914,-0.2158333244,-0.46911920690000003
SRX7656127,-0.7537145334,-0.2172143657,-0.4125358994
SRX7656128,-0.5799481273,-0.2715383188,-0.3041953099
SRX7656129,-6.4457287555,-0.601975241,-0.450821556
SRX7656130,-6.2451794176,-0.5393674359,-0.4804978401
SRX7656131,-7.0007739076,-0.4110311486,-0.4736858554
SRX7656132,-6.8700980387,-0.5343836343,-0.9601267897
SRX7656133,-6.4026723286,-0.4870799568,-0.9322962134
SRX7656134,-6.4437679918,-0.6967769961,-1.1139241966
SRX7656135,0.5658196567,0.0166659018,-0.043924467700000004
SRX7656136,0.5494355529,0.1337838902,-0.496762352
SRX7656137,1.0026167023,0.009774320100000001,-0.4486518377
SRX7656138,0.8803147205,-0.0539881787,-0.2103033625
SRX7656139,0.7013218418,0.016842407,-0.2100923609
SRX7656140,1.1304698884,-0.0027397658,-0.5943970872000001
SRX7656141,0.430420852,-0.1634664161,-0.6255079347
SRX7656142,0.4633445627,-0.1955722765,-0.5129167171
SRX7656143,0.9537824171,-0.0901081388,-0.7829523933
SRX7656144,-6.3398534821,-0.3566875437,-1.0846355863000001
SRX7656145,-6.0099311313,-0.13625683660000001,-1.216796596
SRX7656146,-6.5229569714,-0.1463608293,-0.7026710546
SRX5388319,0.14608999,-0.2162803667,-0.053501603700000004
SRX5388320,0.49406230440000004,-0.1457966537,0.0596249852
SRX5388321,-0.6401522944,0.3620770204,-0.0061233814
SRX5388322,-0.0697781799,-0.1132873288,0.5722430190000001
SRX5388323,-0.4137126813,0.08352329330000001,0.20027159220000001
SRX5388324,-1.3241223853,0.5486137112,0.22803644320000002
SRX5388325,1.0185380791,-0.0837945815,0.41681538160000003
SRX5388326,0.3282735183,0.34161905330000003,0.49456849410000003
SRX5388327,-0.6112627644,0.6859732818000001,0.5766055833
SRX8708326,2.4511719939,-0.0062171997,1.7027171876
SRX8708328,0.2989455521,-0.9337380818000001,1.299600531
SRX8708335,0.1024406789,0.2596345097,-0.4200470764
SRX8708336,-0.2310654349,0.34944736400000004,-0.41874919990000004
SRX8708337,-0.1703207961,0.3246562081,-0.4608042546
SRX8708338,2.0693008627,0.4641211253,-0.6612409545
SRX8708339,1.9307254893999999,0.48715983360000004,-0.629823428
SRX8708340,1.9659748393,0.5925795928,-0.5918191418000001
SRX8708365,5.9199575931,0.2186856385,-0.1967761666
SRX8708366,5.9304716363,0.1178346433,-0.2460703762
SRX8708368,6.0591768032,0.142437738,-0.2130162808
SRX8708369,1.3921119370000001,0.0512492733,-0.31210445800000003
SRX8708370,1.2254648835,0.5549373775,-0.22566028770000002
SRX8708371,1.2825903201,-0.0524063481,-0.3897800295
SRX4166001,0.1590810004,0.0871727219,-0.1882099764
SRX4166002,-0.1185399226,-0.1257125641,0.10253841450000001
SRX4166003,-0.0405410778,0.0385398422,0.0856715619
SRX4166004,3.3625381944,0.0170087381,-0.0223748597
SRX4166005,2.8144363411,0.0335088705,-0.2374573526
SRX4166006,2.1721685156,-0.0744039583,-0.0910397033
SRX4166007,0.5943479728000001,0.0640315412,0.0083602461
SRX4166008,1.0022036081,0.47442714100000005,-0.0734285838
SRX4166009,0.6464216631,0.516957018,0.025717815800000002
SRX4166010,-3.4081483985,-0.7241306012000001,-0.5553972686
SRX4166011,-2.3622633628,-0.7461422037000001,-0.2051217241
SRX4166012,-2.8902011801,-0.816640511,-0.5671369567
SRX5000481,-2.3147823636,-0.4650170918,0.2635345711
SRX5000482,-2.5289752682,-0.34479734900000003,-0.1548439368
SRX5000483,-7.1749190101,-0.6313993248,0.6035908065000001
SRX5000484,-6.8817080163,-0.9163781618,0.3849516318
SRX5000485,-6.9675046177,-0.6583497656,0.7377830038000001
SRX5000486,-7.5405211657999995,-0.6379152501,0.816548512
SRX5000487,-6.6648354335,-1.0630706936,0.423904043
SRX5000488,-6.8476387335,-1.2287369215,0.0915417102
SRX5000489,-6.9902988498,-1.0067075456,0.2905690998
SRX5000490,-7.4597052193,-0.9316485147,0.32116900400000004
SRX5000491,-8.0183353208,-1.2240313197,0.23219207050000001
SRX5000492,-1.5969743507,2.1863763591,0.8384159612000001
SRX5000493,-1.2439262425,1.9236357447999999,0.4645707851
SRX5000494,-1.0957454389,1.8943560422,0.5425807868
SRX5000495,-1.5772134018,2.1351805528,0.7128758461
SRX5000496,-1.3993949466,2.1996466434,0.8226589566
SRX5000497,-0.0787646961,-0.0099429989,0.009803290400000001
SRX5000498,0.3098164494,0.0772490323,-0.0702603026
SRX5000499,-1.1998236557,1.8917099919,0.4425660292
SRX5000500,-0.2310517533,-0.0673060335,0.0604570122
SRX5000501,-7.5159100933000005,-1.0802750347,0.2831777612
SRX5000502,-7.442718373,-0.925047186,0.3946825948
SRX5000503,-7.7372958665,-1.0281568676,0.3312950845
SRX5000504,-2.4828621104,-0.1270896112,-0.1588747517
SRX5000505,-2.9099796965999998,-0.09576320840000001,-0.0592506485
SRX5000506,-3.0935260121,-0.0514791192,-0.0673111416
SRX5000507,-7.4828308352,-1.1492825234,0.6997843721
SRX5000508,-3.2603074719,-0.0539672148,0.0631073462
SRX5000509,-2.5530514812,-0.3360690113,-0.2650247325
SRX5000510,-2.334750052,-0.3591382528,-0.2070048464
SRX5000511,-3.2045378234,-0.23039244050000002,-0.157183272
SRX5000512,-7.3154347919,-1.5565715376,0.19358434500000002
SRX5000513,-7.961874049,-1.3472401395,0.3090534747
SRX5000514,-7.7024865956,-1.1614732688,0.3108777017
SRX5000515,-7.645477512,-1.1960530839,0.32883247260000004
SRX5000516,-7.7593949052,-1.1547836404,0.3671767443
SRX4124772,1.6666311496000001,-0.4991990525,0.1648380756
SRX4124773,1.7056674003,-0.442898917,0.1402894271
SRX4124774,-0.1776499266,-0.0098924062,-0.062029682700000005
SRX4124775,0.1776499266,0.0098924062,0.062029682700000005
SRX5323946,0.46328270050000003,-0.145891016,-0.0676897412
SRX5323947,-0.46328270050000003,0.145891016,0.0676897412
SRX5323948,-0.6463917843,-0.0096629099,0.0058610623
SRX5323949,-1.8555612097,0.4091311132,0.10185994030000001
SRX5323950,-0.1447314599,0.2269452471,0.0295967144
SRX5323951,-0.25495456450000004,0.2487648547,-0.22990848930000002
SRX5323952,0.6402589183,-0.0187389058,-0.2795002008
SRX5323953,-1.9115598644,0.2626192913,-0.04626316
SRX5323954,-1.2803421788,0.6488076774,0.0266440145
SRX5323955,-0.5473028534000001,0.6874737161000001,0.0795420342
DRX093856,0.3757313825,-0.061485168400000005,-0.42802618010000004
DRX093857,-2.3954453411,0.7114775326,-0.0343872183
DRX093858,-1.0211237965,0.8600672109,-0.20062464430000002
DRX093859,4.0015316256,0.4070462634,-0.4582682507
DRX093860,3.9927734318,-0.2118340766,-0.45239976120000003
DRX093861,-0.1149864413,-0.1495236795,0.1907532861
DRX093862,-2.5139227875,0.6814934777,-0.5248271375
DRX093863,-0.6509531988,0.7414125037,-0.1356746194
DRX093864,3.0206450469,0.3947216577,0.1504471132
DRX093865,4.4464959832,-0.3229811729,-0.7797064414
DRX093866,-0.2607449412,0.21100884800000003,0.237272894
DRX093867,-2.5113998877,0.6038699491,-0.1341999708
DRX093868,0.2441598187,0.7870545284,-0.7023510171
DRX093869,3.6412840105,0.250815504,-0.39571037410000004
DRX093870,4.6532547805,-0.25305674300000003,-0.5805126694
SRX6366242,1.642037852,-0.1142661083,-0.40779694920000004
SRX6366243,2.3077649489,-0.18387289210000002,-0.3172827126
SRX6366244,0.043473390300000005,-1.7696626579,-0.482759337
SRX6366245,1.4441465979,0.0595672831,-0.1308288671
SRX6366246,1.1431622389,-0.0943527899,-0.062079645700000005
SRX6366247,0.5482134643000001,-1.5527229283000001,-0.262429648
SRX6366248,-1.0816611358000001,-0.2743133162,-0.1462215287
SRX6366249,-0.056115825800000005,-0.1824731146,-0.3628844094
SRX6366250,-2.1709992864,-0.0527925588,-0.31585670200000004
SRX6366251,-2.7400231351,-0.1111367598,-0.35843063140000003
SRX6366252,-0.6435519693,0.0976422895,0.0548440076
SRX6366253,0.6435519693,-0.0976422895,-0.0548440076
SRX254739,-4.2270771159,-1.3280086315,-0.45122262420000003
SRX254740,-4.5487334766,-1.2549976659,-0.3962425048
SRX254741,-4.7195868685,-1.5262674848,-0.2844623287
SRX254742,-2.1440948893,-1.2795174404,-0.2394462218
SRX254743,-4.5127913399,-1.3731510517,-0.3183102276
SRX254744,-4.9492610892,-1.3373490718,-0.2716318091
SRX254745,1.3613454056,-1.3728259332000001,-0.3573323518
SRX254746,6.4970981023,-1.2398064386,0.45196967870000004
SRX254747,0.5745015461,-1.0662547752,-0.49643729890000005
SRX254748,0.8730843297,-1.4952724953,-0.8969223690000001
SRX254749,6.5887029288,-1.3976358772,-0.32686962410000003
SRX254750,1.3837023717,-1.3906874613,-0.1374703876
SRX254751,6.2996311593,-0.8236491265,-0.0593696183
SRX254752,1.5937799582,-1.2379253064,0.3187820064
SRX254753,3.0177770471,-1.1345188754,0.1053390444
SRX254754,-0.8426290725000001,-0.5585810436,-0.036328431
SRX254755,-0.7082113713,-0.862548846,-0.7600880188
SRX254756,-0.3398755875,-1.2945285391999999,-0.7416072773
SRX254757,-0.4751005279,-1.6807699151,-0.8119838173
SRX254758,-1.5827036482999999,-1.6877316355,-0.4293165474
SRX254759,-1.2568546954,-2.0410533937,-0.6400487442
SRX254760,2.7360867323,-1.0571512253,-0.5511475438
SRX254761,2.9892252763,-1.3691852483,0.1305372532
SRX254762,2.8027750001,-1.0286376263,-0.0708009819
SRX254763,-0.5130080576,-0.6750181829,0.0868151647
SRX254764,-0.882065277,-0.8109577943,-0.6062677298
SRX254765,-1.6592498085,-1.1125216051,-0.4630841336
SRX254766,0.11365579590000001,-1.1867504545,-0.4772531835
SRX254767,-0.8608095626000001,-1.6767903861,-0.3208510263
SRX254768,-0.442785656,-1.6534572454,-0.32777419820000003
SRX254772,0.3228845419,0.7179084734000001,0.3450575598
SRX254773,-1.5701537127,0.7362325598,1.1255687247
SRX254774,-2.3960560127,1.006572885,0.1505269974
SRX254775,0.9020822262,0.4495414401,0.3081815196
SRX254776,0.6806249345000001,0.5933544645000001,0.3096972465
SRX254777,0.2753423325,0.2814118607,-0.1387309298
SRX254778,-0.8748915062,0.9473328476,0.8309208452
SRX254779,-0.6261880115,0.8766874484,0.4388132436
SRX254780,-1.3352241616,0.8894083801,0.6069069864000001
SRX254781,0.15133699350000002,0.4436912194,0.1154797952
SRX254782,-0.5064230714,0.7616024275000001,0.6197264819
SRX254783,-0.09230025730000001,0.2837178844,0.0224041261
SRX254784,0.4078317705,0.2635142947,-0.3619226571
SRX254785,-0.1612801751,0.6403438638,-0.0193238632
SRX254786,-0.4672753307,0.799820631,0.2703666889
SRX7136401,-0.6122483683000001,-0.1991334016,0.13892209490000001
SRX7136403,0.8685925425000001,0.0672594889,-0.07312157400000001
SRX7136405,10.9040557313,1.4342793876,0.38851991480000003
SRX7136407,10.7950682627,1.6626326727,0.0325764582
SRX7136409,10.5105398273,1.4639957909,0.3422397721
SRX7136411,-0.2563441742,0.1318739127,-0.065800521
SRX3754949,-0.1588711046,0.053049822600000004,-0.0053124697
SRX3754950,0.210097833,0.0480566879,0.028797802
SRX3754951,-0.051226728400000004,-0.10110651050000001,-0.0234853323
SRX3754952,-0.0259900716,0.13706618980000002,0.14255002790000001
SRX3754953,0.026858346800000002,0.09511590780000001,0.1221430161
SRX3754954,-0.1890755265,0.0064846481000000004,0.10979490900000001
SRX3754955,1.1308120298,0.6642812334,-1.4871100003
SRX3754956,1.0599849518,0.6854906353,-1.4775579865
SRX3754957,1.2098876714,0.6443695607000001,-1.4455735082
SRX3754966,0.5200467080000001,-0.1823675129,-0.14544280810000002
SRX3754967,0.43755186090000003,-0.12227496,-0.16939689230000002
SRX3754969,0.6479724985,-0.217228827,-0.1871961499
SRX1424798,0.3745665628,0.0275274774,0.07027853490000001
SRX1424799,-0.3745665628,-0.0275274774,-0.07027853490000001
SRX1424800,-0.48910937870000004,0.2019213635,-0.1453422906
SRX1424801,-0.8209379795,-0.0390712753,-0.12647977430000001
SRX1424802,-2.3546584715,1.3519903585,-0.0893242254
SRX1424803,-2.932365502,1.0236524388,-0.27368137200000003
SRX1424804,-3.2140879573,0.8146877847,0.08678077640000001
SRX1424805,-2.8046515387,0.8745277252,-0.026758811100000002
SRX1424806,0.49963110720000004,1.426804669,0.1058890106
SRX1424807,0.4080501919,1.4651412048,0.20110737720000002
SRX1424808,2.6697577269,0.7968716572000001,0.5409285601
SRX1424809,2.5599498918,0.8013290864,0.4929110461
SRX1424816,6.024776665,0.6549149267000001,0.6278545101
SRX1424817,5.4886269506,0.8205452233,0.5512824241000001
SRX1424818,-1.0684630053,0.7593629519,-1.4479606266
SRX1424819,-1.6930150580999999,-0.0186941276,-1.0423136641
SRX1424824,-3.0953306575,0.4015656368,-2.0663101786
SRX1424825,-3.6752539084,0.3277287799,-2.3483548617
SRX1424826,4.2291002111000005,1.2304271965,-0.9730563008
SRX1424827,4.1042635481,1.2509939058000001,-0.8899336287
SRX1424828,-1.6760529753,0.4992769731,-1.9556027041
SRX1424829,-2.1970517335,0.5286353795000001,-1.749997192
SRX1424830,-2.4075555443,0.5017949779,-1.7818644482
SRX1424831,-2.0018495891,0.5469823272000001,-1.8167012545
SRX1424834,-3.2684246104,0.5881313325,-1.3375658638
SRX1424835,-2.5864048458999997,0.6162104347,-1.4039098901
SRX1424840,-2.2220468097,-0.013190871500000001,-2.6071562452
SRX1424841,-2.0173155221,-0.1453740265,-2.4446022325
SRX1424842,-3.0932581306,0.6011742367,-2.1474167601
SRX1424843,-3.4597584664,0.0366823544,-2.6021409077
SRX1424844,-3.1705126973,0.808629853,-3.4270032214
SRX1424845,-3.3049864656,0.7634098061,-3.59009401
SRX1424846,2.6688057969,0.16125053520000002,-2.8761462953
SRX1424847,2.1270652922,0.26418367130000003,-3.2438854281
SRX5060277,-0.7540931458,0.5058222793,-0.0070068959
SRX5060279,-3.9915373689,-0.9476908706,-1.0781242135
SRX5060281,0.7540931458,-0.5058222793,0.0070068959
SRX5060283,-4.3886306985,-0.9505162484,-0.9928342351
SRX5936089,-0.6899642747,0.013123618200000001,0.130073174
SRX5936090,-0.6326818467,0.1266291786,0.0852285381
SRX5936091,-0.48976817640000003,0.08964925530000001,0.0747835199
SRX5936092,1.8124142978000002,-0.2294020521,-0.290085232
SRX5936093,-1.9168621119,-0.057824759,0.7776001299
SRX5936094,-4.4667755099,-0.0120776311,0.9418395263
SRX5936095,-5.8580509839,-1.7201995894,0.44048090910000004
SRX5936096,-5.8834102759,-1.7502459853999999,0.3779006475
SRX5936097,-6.5146978864000005,-2.7442175413000003,1.1389956479
SRX5936098,-6.5895082084,-2.6148813271,1.0955846249
SRX5936099,-6.4059715228,-2.6563782168,1.6448823004
SRX5936100,-6.5879090758,-2.809187398,1.3083669074
SRX5936101,-6.7977990899,-3.0126142138,1.7327014796
SRX5936102,-6.5633269719000005,-3.0632475102,1.8361951859
SRX5936103,-6.5696018785,-2.8216324472,1.7567934072
SRX5936104,-7.4741758674,-2.8115957376000003,1.6045178371
SRX5936105,-6.8088223799000005,-3.1291572271,1.7628204375
SRX5936106,-7.0466314876,-3.1238630715,1.6306403561
SRX5936107,-7.2451722683,-3.6442053812,1.6158267568
SRX5936108,-6.7620599312,-3.1883107096,1.5574189461999999
SRX5936109,-8.0433285247,-3.4352714817,1.4331370767
SRX5936110,-7.5632633338,-3.7413366778,1.440895853
SRX5936111,-7.5448571007,-3.3688295218,1.5755270809000002
SRX5936112,-7.6098953541,-3.7168604671,1.6559864905000001
SRX5936113,-7.8804628838,-3.6888775332,1.4248864183
SRX5936114,-7.8733252121,-3.7873311474999998,1.4023298434
SRX5936115,-7.6265906208,-3.2805276086,1.3256542033
SRX5936116,-7.9565466876,-3.1975675247,1.1130776482
SRX5936118,-7.171947892,-2.9254399000999998,1.0070330136
SRX5936119,-7.6317767919,-3.3058402389,1.0630847958
SRX5936121,-7.7509994917,-2.5426471013,0.5722296952
SRX5936122,-7.3827775233,-2.8400523983,0.4679238672
SRX5936123,-6.4612409931,-2.3616476175,0.2773420558
SRX5936124,-7.3483383851,-2.4301535458,0.0029690104
SRX5936125,-6.9027050777,-2.3393180076,0.26314228170000004
SRX5936126,-7.2827693539,-2.3778706581,0.1436205173
SRX5936128,-0.380455833,0.0323471909,-0.545937537
SRX5936129,-2.1619278245,-0.1173381604,-0.6156009876
SRX5936130,-1.2230747327,0.3218490633,-1.2884045693
