,A,FucR,AraC,AllR
oxyR__wt_h2o2__2,0.9714907043000001,-0.08377076700000001,0.11636711350000001,0.340616275
oxyR__glu_ale4__1,1.0631846238,-0.155961858,0.1466871565,0.889547064
oxyR__glu_ale4__2,1.5230820226000001,-0.227076785,-0.0524452315,0.791294067
oxyR__glu_ale4_h2o2__1,0.9615084947,0.0072667090000000005,0.1499084575,0.8752149450000001
oxyR__glu_ale4_h2o2__2,1.1008676143,-0.145606651,0.0897266735,0.860945187
oxyR__oxyR_ale17__1,1.6192903854,-0.13045584200000002,0.3778524605,0.795232605
oxyR__oxyR_ale17__2,1.1234200399,-0.41392799900000005,0.3435914225,0.701642584
oxyR__oxyR_ale17_h2o2__1,1.7026514905,-0.165125602,0.5609805085,0.703841904
oxyR__oxyR_ale17_h2o2__2,2.4696347561,-0.572546711,0.37393984150000004,0.697641131
oxyR__oxyR_ale18__1,1.0862184828,-0.572746305,-0.1232125785,0.204590554
oxyR__oxyR_ale18__2,1.0124424366,-0.342525499,-0.18828574850000002,0.19268921500000002
oxyR__oxyR_ale18_h2o2__1,1.0638299949,-0.169919508,-0.0508294545,0.577518014
oxyR__oxyR_ale18_h2o2__2,0.0421242296,0.09939951,-0.1900035995,0.5942624550000001
oxyR__oxyR_ale19__1,1.0111998707,-0.607696315,0.1779265665,0.14336832400000002
oxyR__oxyR_ale19__2,0.4442375442,-0.277081776,-0.0040416125,0.238176563
oxyR__oxyR_ale19_h2o2__1,0.8823055201000001,-0.645081169,-0.11454438950000001,0.037003913
oxyR__oxyR_ale19_h2o2__2,0.9266095894,-0.504617917,-0.0668785555,0.017422396
oxyR__oxyR_ale20__1,-0.1052457128,-0.325139587,-0.0524562555,0.34673720500000005
oxyR__oxyR_ale20__2,0.0844753095,-0.44381014900000004,0.0142884315,0.30381029600000004
oxyR__oxyR_ale20_h2o2__1,0.38503294990000003,-0.21859061800000001,0.1513850695,0.488922878
oxyR__oxyR_ale20_h2o2__2,0.24742112630000002,-0.201615484,0.2095716105,0.50106028
svns_pgi__BmePgi24_15__1,1.0849937199,0.066830872,0.46274393350000004,0.341456861
svns_pgi__BmePgi24_15__2,1.2801292028,-0.07098439000000001,0.4456037095,0.29775296100000004
svns_pgi__BmePgi24_26__1,1.9745956015,-0.018603425,0.5141217495,0.18385573600000002
svns_pgi__BmePgi24_26__2,1.8663449617999999,-0.0076445540000000005,0.5526984315,0.24097609600000003
svns_pgi__BmePgi24_41__1,3.5595972173,-0.10475864500000001,0.39444029750000004,0.717787434
svns_pgi__BmePgi24_41__2,2.2472736648,-0.310020149,0.5426581215,0.360031376
svns_pgi__BmePgi24_52__1,1.8221439332,-0.078836024,0.4166634435,0.34095529500000005
svns_pgi__BmePgi24_52__2,1.9171521346,-0.174257515,0.3662758115,0.227510284
svns_pgi__PaePgi2_34__1,1.4807025863,0.635619371,0.7397199615000001,0.357789895
svns_pgi__PaePgi2_34__2,1.2232160908,0.566894255,0.8464107695,0.39338894300000005
svns_pgi__PaePgi2_63__1,2.3343784804,0.40550143600000005,0.8798397905,0.548573638
svns_pgi__PaePgi2_63__2,2.2559219341,0.32809596900000004,1.0495266665,0.583344547
svns_pgi__PaePgi24_54__1,1.0519642819,0.547121009,0.8595104465000001,0.41124335900000003
svns_pgi__PaePgi24_54__2,1.1000867634,0.430286822,0.9613377045,0.398695167
svns_pgi__PaePgi24_90__1,0.9995943065,-0.046550226,0.8310445945,0.26723751700000004
svns_pgi__PaePgi24_90__2,0.5036402994,0.22080495500000002,1.1945990355,0.49492637600000006
abx_media__m9_ctrl__1,0.41387615520000004,-0.7752859990000001,-1.2520418745,-0.147079553
abx_media__m9_ctrl__2,0.6096673452,-0.5388369670000001,-1.1398338725000001,-0.32163304400000003
abx_media__rpmi_ctrl__1,1.4120105461999999,-0.19180865500000002,-2.3097881555,-2.019653069
abx_media__rpmi_ctrl__2,0.6584128768,-0.105275266,-2.5020894925,-2.095576254
abx_media__camhb_ctrl__1,1.2952685532000001,-1.494173796,-3.5861488515,-2.283372098
abx_media__camhb_ctrl__2,1.3245792422,-1.6734230399999999,-3.5771958745,-2.137497919
abx_media__m9_mero__1,1.1638554293,-0.854479673,-1.9389034055,-0.446362307
abx_media__m9_mero__2,0.9029690414,-0.8589943750000001,-1.9930356795000002,-0.37047967600000004
abx_media__rpmi_mero__1,0.9588383423,-0.661190358,-2.7335180064999998,-2.702834018
abx_media__rpmi_mero__2,0.9398017021,-0.19745663100000002,-2.6254504145,-2.413434763
abx_media__camhb_mero__1,1.9119958611999999,-2.227340272,-4.6668666265,-3.056123372
abx_media__camhb_mero__2,1.4675131673,-2.407831931,-4.0462917495,-3.118021038
abx_media__m9_trisulf__1,0.9839386616,-0.40415812300000004,-1.8207039305000001,-0.146244242
abx_media__m9_trisulf__2,0.8511530675000001,-0.786995191,-2.0477272415,-0.090453111
abx_media__rpmi_trisulf__1,1.6811390387,-1.276904965,-3.1699089735,-2.179479965
abx_media__rpmi_trisulf__2,1.4617045370000001,-1.579756675,-3.1668327705,-2.23881674
abx_media__camhb_trisulf__1,0.1937747511,-1.063567549,-3.8132492565,-2.30982586
abx_media__camhb_trisulf__2,0.847378732,-1.334157217,-3.5975777975,-2.363278664
abx_media__m9_cef__1,0.6331917787,-0.926348931,-1.8111186815,-0.641991081
abx_media__m9_cef__2,0.6761939064,-1.08878332,-2.3291942755,-0.9140005870000001
abx_media__rpmi_cef__1,1.328136021,-1.610837433,-2.5052256005,-2.428566389
abx_media__rpmi_cef__2,1.1267532182,-1.5358132480000002,-2.9672708135,-2.738302849
abx_media__camhb_cef__1,1.0919394177,-1.754957351,-3.3420356865,-1.926834017
abx_media__camhb_cef__2,0.9483767464,-1.794195104,-3.0113097145,-2.025395858
abx_media__m9_cipro__1,0.5301212064,-0.9893970110000001,-1.5385214715000002,-0.6206187630000001
abx_media__m9_cipro__2,0.1575474412,-0.8732091590000001,-1.6694463325000002,-0.647761362
abx_media__rpmi_cipro__1,1.31372135,-1.4720473040000002,-3.2896911185,-2.706900275
abx_media__rpmi_cipro__2,1.8551654255,-1.742229675,-3.0261685875,-2.564699709
abx_media__camhb_cipro__1,1.0713494944,-2.54109873,-4.2394617405,-2.592277803
abx_media__camhb_cipro__2,1.1010664986,-2.05943005,-3.9233285265,-2.390841589
hot_tale__42c_ale3_30c__1,0.3602868823,-0.21250172,-0.9373215125000001,-0.592858208
hot_tale__42c_ale3_30c__2,0.2290055805,-0.091348758,-0.8653815505,-0.7928083300000001
hot_tale__42c_ale3_37c__1,0.2541519251,0.042789345,-0.1666293265,-0.067733451
hot_tale__42c_ale3_37c__2,0.31864814210000003,-0.040462343000000005,0.009964038500000001,-0.10917820900000001
hot_tale__42c_ale3_44c__1,2.3973593055,1.113674982,2.1208220455,0.68611207
hot_tale__42c_ale3_44c__2,1.9118689815,0.9937870390000001,2.2410487445,0.79821972
hot_tale__hot_ale3_mid_30c__1,0.6087269552,-0.004600805,-0.7482007705,-0.24921068200000002
hot_tale__hot_ale3_mid_30c__2,0.7446868893,0.29539534,-0.6078015145,-0.43091670600000004
hot_tale__hot_ale3_mid_37c__1,0.5670029395,-0.124975152,-0.23197492150000001,-0.184858131
hot_tale__hot_ale3_mid_37c__2,0.5625247830000001,0.40690274800000004,0.2198232465,-0.0023738450000000003
hot_tale__hot_ale3_mid_44c__1,2.5025881403,0.284898684,1.3228375995000001,1.00603717
hot_tale__hot_ale3_mid_44c__2,1.5801917742,0.7114533660000001,1.7664025795,0.880723789
hot_tale__hot_ale3_30c__1,0.6215872048000001,0.07929240600000001,-0.8002160005000001,-0.471934656
hot_tale__hot_ale3_30c__2,0.7267615472000001,-0.11499673,-0.5830042755,-0.508943935
hot_tale__hot_ale3_37c__1,0.91649007,0.378095033,0.4183197265,-0.304232221
hot_tale__hot_ale3_37c__2,0.6032144697,0.227711728,0.23064306950000002,-0.058328608000000004
hot_tale__hot_ale3_44c__1,1.5698250035,1.049000007,2.0464749205,0.6127139420000001
hot_tale__hot_ale3_44c__2,2.0332234415,0.543599126,1.6415968855,0.6837373280000001
hot_tale__hot_ale4_30c__1,0.3329479419,-0.594586744,-1.1279609035,-0.715724519
hot_tale__hot_ale4_30c__2,-0.1070193692,-0.464902586,-0.9230400505,-0.6967772280000001
hot_tale__hot_ale4_37c__1,1.1083269665,0.008142833,0.0315772205,-0.284781008
hot_tale__hot_ale4_37c__2,0.7241963146,0.041855717,0.1721207695,-0.259918141
hot_tale__hot_ale4_44c__1,0.6420122593,0.531607025,1.6179872524999999,0.7043868600000001
hot_tale__hot_ale4_44c__2,1.2376540009,0.479690029,1.9061199604999999,0.745139592
hot_tale__hot_ale8_30c__1,-0.28248823030000003,-0.076074182,-0.8933553695,-0.534460025
hot_tale__hot_ale8_30c__2,0.900062349,-0.014170712,-0.8932016055,-0.422724782
hot_tale__hot_ale8_37c__1,0.23652238990000002,0.225426765,0.3178427755,0.11989194900000001
hot_tale__hot_ale8_37c__2,0.5843426376,0.488537033,0.19544881050000001,0.004414085
hot_tale__hot_ale8_44c__1,0.3066250681,1.04243941,2.2572617935,0.733233158
hot_tale__hot_ale8_44c__2,0.8038695751,0.958446093,2.0042798665,0.762642908
hot_tale__hot_ale9_mid_30c__1,1.4567302401,-0.13673923200000002,-1.0282576475,-0.45467096100000004
hot_tale__hot_ale9_mid_30c__2,1.15265362,-0.226690884,-0.9224454155,-0.556499307
hot_tale__hot_ale9_30c__1,0.703571751,-0.14816901400000002,-0.9389392445,-0.9558470920000001
hot_tale__hot_ale9_30c__2,0.9921355923,-0.21266237600000001,-0.8801529985000001,-0.7648309640000001
hot_tale__hot_ale9_mid_37c__1,0.9209451674,0.0064954999999999995,0.0906725485,-0.16668396600000002
hot_tale__hot_ale9_mid_37c__2,0.8917787894,0.038526372,-0.1097416215,-0.18794743400000002
hot_tale__hot_ale9_37c__1,0.49313302870000003,-0.18043651,0.1831941885,-0.151796815
hot_tale__hot_ale9_37c__2,0.7422521593,-0.069072011,-0.0015600585,-0.107061627
hot_tale__hot_ale9_mid_44c__1,1.3291321486,0.5249414560000001,1.7196871895,0.6940053220000001
hot_tale__hot_ale9_mid_44c__2,1.8390303679,0.7005455070000001,2.2340143345,0.823235896
hot_tale__hot_ale9_44c__1,1.085256941,0.485650572,1.8419055785,0.7598314810000001
hot_tale__hot_ale9_44c__2,1.7625768144,0.5653222880000001,1.9141853655,0.662095807
hot_tale__hot_ale10_30c__1,0.2068378036,-0.16039255500000002,-0.8926187855000001,-0.582681816
hot_tale__hot_ale10_30c__2,0.2856550351,-0.041941442,-0.7007811305,-0.605263077
hot_tale__hot_ale10_37c__1,0.4447632134,-0.06775835200000001,-0.053103448500000004,-0.218199007
hot_tale__hot_ale10_37c__2,0.8538772727,-0.108454587,-0.0443631045,-0.106567198
hot_tale__hot_ale10_44c__1,2.5594152416,1.070521423,2.1846936295,0.6440820270000001
hot_tale__hot_ale10_44c__2,2.9592429843,0.83736585,1.9161230505,0.779626734
hot_tale__hot_ale16_30c__1,0.5640077422,-0.43622224200000004,-0.9743800655,-0.56387602
hot_tale__hot_ale16_30c__2,1.1160696093,0.11241377400000001,-0.9940528285,-0.571063913
hot_tale__hot_ale16_37c__1,1.355175068,-0.08598436400000001,-0.007121146500000001,-0.169484285
hot_tale__hot_ale16_37c__2,0.6645063114,-0.032756529,-0.0903589875,-0.16660315
hot_tale__hot_ale16_44c__1,1.8101333053,0.898877251,2.1825395645,0.700506688
hot_tale__hot_ale16_44c__2,1.9932369977,1.077431205,2.2010628965,0.654143683
pdhr_ale__pdhR-13_51__1,0.9861699060000001,0.312529724,-0.1219609155,0.252280819
pdhr_ale__pdhR-13_51__2,0.7162049023,0.23049787700000002,-0.0309843125,0.279534237
pdhr_ale__pdhR-14_46__1,1.5048837970000002,0.423487477,-0.3166394635,0.408222014
pdhr_ale__pdhR-14_46__2,1.5363823489000001,0.21442236,-0.0146979975,0.421233263
pdhr_ale__pdhR-15_51__1,1.0707356492,0.031442593000000005,-0.1951435335,0.21183605400000002
pdhr_ale__pdhR-15_51__2,1.1777517998,0.132631663,-0.16318092950000002,0.178112401
pdhr_ale__pdhR-16_49__1,1.6273406306,0.260644215,0.09890636550000001,0.42501180800000005
pdhr_ale__pdhR-16_49__2,2.3378013991,-0.09714972100000001,0.0199073665,0.21358342500000002
tcs__del_atoC_LiAcet__1,0.16693909410000002,0.563016103,-0.26233346150000003,-0.349268792
tcs__del_atoC_LiAcet__2,0.1192744263,0.49722282700000003,-0.2871964695,-0.522259114
tcs__del_atoC_LiCl__1,0.5158807585,0.731641901,0.0759835595,-0.47367447100000004
tcs__del_atoC_LiCl__2,0.32336274460000003,0.710256071,-0.07098797750000001,-0.506473567
tcs__del_atoC_m9__1,0.2587813241,0.661470211,0.0177614645,-0.31830810400000004
tcs__del_atoC_m9__2,0.5865030859,0.792690208,-0.0237667665,-0.29204625300000003
tcs__del_baeR_etoh__1,0.8691948817,1.684548254,1.1909241925,-0.642875608
tcs__del_baeR_etoh__2,1.5375764503,1.7241781070000002,1.3749967665,-0.751846055
tcs__del_baeR_lb__1,2.8253335043,1.316601419,1.0231305745000001,-0.379595571
tcs__del_baeR_lb__2,3.3186907581,1.158244831,0.8484187075,-0.40845724
tcs__del_btsR_01xlb__1,2.4718175791,-0.665184595,0.1335002125,2.308841161
tcs__del_btsR_01xlb__2,2.7723271646,-0.692816631,0.1993859625,2.484578831
tcs__del_btsR_lb__1,1.0760777941,2.001222058,0.24781832950000002,-0.35623460500000004
tcs__del_btsR_lb__2,1.0550447373,2.012744688,0.4189174315,-0.374906779
tcs__del_btsR_pyruvate__1,2.0784978062,-1.010343391,0.0228259165,1.454077478
tcs__del_btsR_pyruvate__2,2.5147164851,-1.2589467619999999,0.1722383775,2.278967961
tcs__del_cpxR_etoh__1,-0.3234096033,1.8216045630000002,0.7494721155,-0.369977427
tcs__del_cpxR_etoh__2,0.044680603400000005,1.835855561,0.6446671335,-0.44240826800000005
tcs__del_cpxR_lb__1,2.7921675824000003,1.288456877,1.2148770795,-0.08761198
tcs__del_cpxR_lb__2,2.8329250631000003,1.348733864,1.2393713225,-0.580023784
tcs__del_cusR_CuSO4__1,1.3061566342,0.897113463,0.2533793375,-0.549582232
tcs__del_cusR_CuSO4__2,1.6021704517000002,0.923925529,0.3067821535,-0.48772308200000003
tcs__del_cusR_lb__1,1.5399423796,1.970122806,0.4003523275,-0.6504237820000001
tcs__del_cusR_lb__2,1.2823109704,1.954523425,0.38194856250000003,-0.5356092880000001
tcs__del_kdpE_01-kcl__1,1.4262568351,-0.018736289,-0.3482126585,0.28673839700000003
tcs__del_kdpE_01-kcl__2,1.2126299246,-0.019772231,-0.26163250250000003,0.20621256100000002
tcs__del_kdpE_115-kcl__1,0.17182311020000002,-0.023462394,-0.6089375015,0.253010699
tcs__del_kdpE_115-kcl__2,-0.1328050774,-0.48086888400000005,-0.4870249025,0.082806636
tcs__del_phoB_m9__1,0.3317574485,0.46997044,0.1843908715,-0.180653855
tcs__del_phoB_m9__2,0.6007101723,0.564379979,0.2042201425,-0.172161312
tcs__del_phoB_m9p__1,0.7073493808,-0.7188016420000001,-1.0987462255,-1.5594197890000001
tcs__del_phoB_m9p__2,1.1686757984,-0.720223826,-0.9283130265,-1.503082305
tcs__del_rcsB_etoh__1,1.5319186077,2.11235822,2.0956955795,-0.68387336
tcs__del_rcsB_etoh__2,1.5967118591,2.22543776,2.2004270465,-0.6120312370000001
tcs__del_rcsB_lb__1,2.2168578486,1.678229642,1.2629949175,-0.34466915200000003
tcs__del_rcsB_lb__2,1.8636199675,1.706642933,1.3588901905,-0.42648324200000004
tcs__del_zraR_lb__1,0.8878265153,1.938749052,0.9687736355000001,-0.620443666
tcs__del_zraR_lb__2,1.3004167649,1.962501037,1.1111503255,-0.654093476
tcs__del_zraR_zncl2__1,0.9618392801000001,1.7962759620000002,1.2633362885000001,0.18790393200000002
tcs__del_zraR_zncl2__2,1.1641116671,1.6844533830000001,1.2159470155,0.051634439000000004
tcs__wt_01-kcl__1,1.5445994853,-0.47237227200000004,-0.0213979825,0.19438221300000003
tcs__wt_01-kcl__2,0.9921949527,-0.228501173,-0.1459056585,0.128404909
tcs__wt_01xlb__1,3.4905021116,-0.49662951600000005,0.3412939595,2.603744721
tcs__wt_01xlb__2,2.6602044561,-0.57577962,0.2287011565,2.721082091
tcs__wt_115-kcl__1,0.14628853860000002,-0.388923626,-0.4564498515,0.43647882400000004
tcs__wt_115-kcl__2,0.11097646600000001,-0.340779059,-0.5872422865,0.5017111320000001
tcs__wt_CuSO4__1,2.1435592347,1.7103774820000002,1.4979434435,-0.4647109
tcs__wt_CuSO4__2,2.1832285645,1.6223771180000002,1.6961506725,-0.420483088
tcs__wt_etoh__1,1.1498241397,2.435440608,2.1204249515,-0.241328849
tcs__wt_etoh__2,1.0595953662,2.392441623,2.2300106625,-0.063146564
tcs__wt_lb__1,2.0098146629,1.528958291,0.6646363505,-0.6444053790000001
tcs__wt_lb__2,1.0360409091,1.557601539,0.5252439845,-0.814483261
tcs__wt_LiAcet__1,0.5139545514,0.332277574,-0.2640644545,-0.5322211090000001
tcs__wt_LiAcet__2,0.7181072034,0.67024646,0.1208176625,-0.224774683
tcs__wt_LiCl__1,0.0727462743,0.6451787330000001,0.1827400555,-0.348438018
tcs__wt_LiCl__2,0.2929312843,0.6340567460000001,0.1665681075,-0.36476578200000004
tcs__wt_m9p__1,0.703582343,-0.946865602,-1.1186319585,-0.9310577210000001
tcs__wt_m9p__2,1.0633543452,-0.990165696,-0.8253689335000001,-0.9450356870000001
tcs__wt_pyr__1,4.4648345619,-0.603150572,0.9422606765,2.684835081
tcs__wt_pyr__2,4.2137396631,-0.474919279,0.9994581665000001,2.779361151
tcs__wt_zncl2__1,1.4677645488,1.250023004,0.7677007685,-0.271645515
tcs__wt_zncl2__2,0.9069330697,1.181189609,0.7982963665,-0.185470921
ros_tale__1_112_0pq__1,0.5707874470000001,-0.5180147740000001,-1.3355061045,-0.366930558
ros_tale__1_112_0pq__2,0.0249322239,-0.5135314830000001,-1.4077754805,-0.44220633600000003
ros_tale__1_112_250pq__1,0.06468050310000001,-0.20277181,-1.2484105505,-0.341745913
ros_tale__1_112_250pq__2,0.0016585546,-0.32832131400000003,-1.2921079145,-0.276760202
ros_tale__1_112_750pq__1,-0.3325382501,-0.23823139100000001,-1.3004643105,-0.25371128200000004
ros_tale__1_112_750pq__2,0.4288583144,-0.33265084100000003,-1.0473787155,-0.007219079000000001
ros_tale__1_112_750pq__3,0.0675961922,-0.48373547800000005,-1.5785202025,-0.264514554
ros_tale__3_76_0pq__1,2.1937753401,0.665395672,0.6390438845,0.04992455
ros_tale__3_76_0pq__2,2.8582674725,0.5361988400000001,0.8504096835,0.222516877
ros_tale__3_76_0pq__3,2.6934046272,0.426911113,0.8949890885,0.42810106000000003
ros_tale__3_76_0pq__4,2.3339324198,0.422360055,0.9747729745,0.387349257
ros_tale__3_76_250pq__1,2.6705482919,-1.276585151,-1.7567520425,-0.508406315
ros_tale__3_76_250pq__2,1.5269617354,-1.400652366,-1.7155392515,-1.019100281
ros_tale__3_76_750pq__1,1.4619274744,-0.935240968,-1.9798289385,-0.783353984
ros_tale__3_76_750pq__2,1.5766760421,-1.6120249100000001,-2.0719687345,-1.161225701
ros_tale__7_103_0pq__1,1.6541781530000002,0.2876979,-0.4795354445,0.027564093
ros_tale__7_103_0pq__2,1.8352432707,0.7773583850000001,0.0120950345,-0.020480657000000003
ros_tale__7_103_0pq__3,1.9885507058,0.549603992,-0.4569249475,0.15898015100000001
ros_tale__7_103_0pq__4,1.7712283414,0.82630114,0.11193715950000001,0.006310776000000001
ros_tale__7_103_250pq__1,1.7281598939,-1.149053668,-1.6548630635000001,-0.46304846
ros_tale__7_103_250pq__2,1.757529729,-1.116418308,-1.4410844295,-0.134659165
ros_tale__7_103_750pq__1,1.9145560734,-1.044713712,-1.3900460685,-0.5342851190000001
ros_tale__7_103_750pq__2,1.7166777114,-0.7855546010000001,-1.5885852735000001,-0.5808956040000001
ros_tale__9_77_0pq__1,1.3769302122,-1.441578348,-1.7747290915,-0.44941490900000003
ros_tale__9_77_0pq__2,1.7109853986,-1.382450234,-1.8723644365,-0.516016013
ros_tale__9_77_250pq__1,1.3158715739,-1.154554789,-1.5737119284999999,-0.5621436470000001
ros_tale__9_77_250pq__2,2.015470994,-1.105727437,-1.7407642665,-0.591621807
ros_tale__9_77_750pq__1,1.0818014074,-1.682769662,-1.8973820395,-0.931393702
ros_tale__9_77_750pq__2,0.8842182865,-1.5380692580000002,-1.8409500885,-0.731444182
ros_tale__11_83_0pq__1,1.1997544329,0.068394514,-1.6729500955,-0.9073942570000001
ros_tale__11_83_0pq__2,0.9033550811000001,-0.15754784500000002,-2.1156593585,-0.9699663850000001
ros_tale__11_83_250pq__1,0.9426165797,-0.28698049800000003,-1.9133086705000002,-1.021657996
ros_tale__11_83_250pq__2,0.9656190818,-0.434108694,-2.0140356005,-1.162733319
ros_tale__11_83_750pq__1,1.4224273171,-0.044126466,-1.6262598394999999,-0.953569854
ros_tale__11_83_750pq__2,0.713573459,0.048600910000000004,-1.6566591595,-0.980376914
ros_tale__13_87_0pq__1,0.6235867669,-0.626238501,-2.0127234985,-0.925133316
ros_tale__13_87_0pq__2,0.7617202375000001,-0.625902289,-1.8474904785000001,-0.9429047020000001
ros_tale__13_87_250pq__1,0.9026071274,-0.14797057700000002,-1.6075280275,-1.276195341
ros_tale__13_87_250pq__2,0.3795180375,-0.22536829900000002,-1.5371712715,-1.201007245
ros_tale__13_87_750pq__1,0.6270406533,0.4556675,-0.9575172745,-1.24683494
ros_tale__13_87_750pq__2,0.5598826316000001,0.47931985800000004,-1.1221729185,-1.492378895
ros_tale__14_27_0pq__1,0.8592890219,-0.8905663060000001,-1.5424693375,-0.243932894
ros_tale__14_27_0pq__2,0.9569375272,-0.997066144,-1.6501907175000001,-0.13153895000000002
ros_tale__14_27_250pq__1,0.2498683949,-0.47135718400000004,-0.7870402355,-0.24843640100000003
ros_tale__14_27_250pq__2,-0.0894181968,-0.467420565,-0.4877832315,-0.197747252
ros_tale__14_27_750pq__1,1.2841902253,-1.284413992,-0.4822361075,-0.293625026
ros_tale__14_27_750pq__2,0.8290510665,-1.747036086,-0.5855092155,0.12227017400000001
ros_tale__16_28_250pq__1,1.8472518823000001,-0.31632174700000004,0.5882760005000001,-0.12187094100000001
ros_tale__16_28_250pq__2,1.8630596362,-0.19912742400000003,0.6468117485,0.007979727
ros_tale__16_32_0pq__1,1.5927099563,0.6305041490000001,-0.5754917115,-0.42982395900000003
ros_tale__16_32_0pq__2,1.7276616237,0.7060076310000001,-0.4461157415,-0.51338778
ros_tale__16_32_0pq__3,1.8721214103000001,-0.002727924,0.08701320850000001,-0.28976775800000004
ros_tale__16_32_0pq__4,2.0592091521,0.012969946000000001,0.0668312115,-0.302035586
ros_tale__16_32_250pq__1,1.7748919620999999,-0.13516767300000002,0.1800273175,-0.38479778200000003
ros_tale__16_32_250pq__2,1.8282384067000002,-0.089636594,0.0547415465,-0.44654782
ros_tale__16_32_750pq__1,1.8882263227,-0.183481585,-0.9717367985,-0.8585004030000001
ros_tale__16_32_750pq__2,1.4101706601,0.35762782200000004,-0.8210445855,-0.534362972
ros_tale__17_104_0pq__1,0.5619056684,-0.478856361,-1.5652692825,-0.8588093280000001
ros_tale__17_104_0pq__2,0.9627209281,-0.38434717900000004,-2.0556468135,-0.9747562740000001
ros_tale__17_104_250pq__1,0.23673215320000002,0.17438466900000002,-1.5292306495,-0.939995647
ros_tale__17_104_250pq__2,-0.11576575680000001,0.222871212,-1.3265920095000001,-0.7665448290000001
ros_tale__17_104_250pq__3,0.3463033106,0.17534782100000001,-1.4659793644999999,-0.40372970500000005
ros_tale__17_104_250pq__4,-0.2573449332,-0.31153611800000003,-1.8148144955,-0.659058051
ros_tale__17_104_750pq__1,-0.0776353649,-0.143801971,-1.4324733785000001,-1.162475561
ros_tale__17_104_750pq__2,0.0867667372,-0.36311785500000004,-1.9149193924999999,-1.099859179
ros_tale__18_24_250pq__1,1.7764498357,-0.36457520600000004,0.6351384675,0.512825388
ros_tale__18_24_250pq__2,1.7520137488,-0.304847211,0.40427759750000003,0.263261485
ros_tale__18_36_0pq__1,1.8724873153,0.21106754200000002,-1.3052104825,0.19299545
ros_tale__18_36_0pq__2,1.482305727,0.386118593,-1.2094422735,0.149940094
ros_tale__18_36_0pq__3,1.3860419004,-0.637623052,-0.3007723565,-0.177625851
ros_tale__18_36_0pq__4,1.5418714776,-0.474480993,-0.058317163500000005,-0.12792308900000002
ros_tale__18_36_250pq__1,1.0695319608,-0.568720569,0.1861888835,-0.240055291
ros_tale__18_36_250pq__2,0.8548291833,-0.555400251,0.4068880165,-0.168265554
ros_tale__18_36_750pq__1,2.42874262,-1.105473448,-1.0570516785,-0.042460605000000005
ros_tale__18_36_750pq__2,2.8226348089,-1.058997944,-1.0394554615,-0.097796358
ros_tale__19_91_0pq__1,1.4617872697,-0.31127103700000003,-2.6743849315,-0.106968907
ros_tale__19_91_0pq__2,1.5828838041000002,-0.32669461800000005,-1.7079353545,-0.080392088
ros_tale__19_91_250pq__1,0.2757009691,-0.094794846,-2.1595154305,0.007836749
ros_tale__19_91_250pq__2,1.5752284884,-0.25463562100000003,-1.7465418865,0.016024763
ros_tale__19_91_750pq__1,1.9065345054,-0.620535335,-2.1089531785,-0.021371975
ros_tale__19_91_750pq__2,1.7905741383,-0.9611944590000001,-1.6897091745,-0.104250461
ros_tale__19_91_750pq__3,1.1436000098,-0.49809450800000005,-1.4080390575,1.004861466
ros_tale__19_91_750pq__4,1.3133286372000001,-1.4247112830000002,-0.8860762225000001,1.559653674
ros_tale__21_97_0pq__1,0.9304601645,-1.458118901,-1.7442039535,-0.652293491
ros_tale__21_97_0pq__2,1.9763573361,-0.815562298,-1.3605191655,-0.5575510450000001
ros_tale__21_97_250pq__1,0.5659119485,-0.6845185730000001,-1.2599693324999999,-0.741004945
ros_tale__21_97_250pq__2,1.2207346293,-0.6959006560000001,-1.4466234095,-0.9157978980000001
ros_tale__21_97_750pq__1,1.4317385372,-0.517135678,-1.0281472125,-0.23524715000000002
ros_tale__21_97_750pq__2,1.4041644607000001,-0.913603833,-1.2381739395,-0.810143838
ros_tale__25_111_0pq__1,1.3527407524,-0.20452886,-1.5760039255,-0.9146906020000001
ros_tale__25_111_0pq__2,1.241547551,0.429177735,-1.6079842295,-0.464492879
ros_tale__25_111_250pq__1,1.6249601546,-0.390618674,-1.0662768045,-1.1355173060000001
ros_tale__25_111_250pq__2,1.3757331877,-0.08725965200000001,-1.1695316975,-0.587471533
ros_tale__25_111_750pq__1,1.219410301,-0.141641927,-1.0804571265,-0.511652513
ros_tale__25_111_750pq__2,0.555860958,0.06554729200000001,-1.1541126035,-0.515765593
ros_tale__29_119_0pq__1,0.9551582286,0.06831419200000001,-1.4457053215,-0.8101655120000001
ros_tale__29_119_0pq__2,1.3282299622,0.003142779,-1.7146475755,-0.7862701670000001
ros_tale__29_119_250pq__1,1.7875919751,-0.094924696,-1.2163471055,-0.7627829500000001
ros_tale__29_119_250pq__2,2.2063829199000002,0.09991833300000001,-0.9851767725,-1.010568213
ros_tale__29_119_750pq__1,1.3234722632,-0.11035315700000001,-1.0203168375,-0.758816856
ros_tale__29_119_750pq__2,1.3000433877,-0.293275653,-1.4573526035,-0.8964571160000001
ros_tale__ALE4_0pq__1,0.5502900891,-0.306378356,-0.2175997305,-0.28088439800000004
ros_tale__ALE4_0pq__2,0.9806460993,-0.24419794400000003,-0.0786577265,-0.25622057800000003
ros_tale__ALE4_250pq__1,2.1955849161,0.26391959400000004,0.7932254525,0.729976191
