,A,MalT
tcs__del_baeR_etoh__1,5.7165406919,-0.1483148655
tcs__del_baeR_etoh__2,6.4197249034,0.052224268500000004
tcs__del_baeR_lb__1,8.5286115859,1.1756367994999999
tcs__del_baeR_lb__2,8.3403214672,1.1474019485
tcs__del_btsR_01xlb__1,-2.2915433406,-1.1352399505
tcs__del_btsR_01xlb__2,-2.4030473164,-1.1760698755
tcs__del_btsR_lb__1,16.2946429535,0.5962666215
tcs__del_btsR_lb__2,16.5658085823,0.5949629255000001
tcs__del_btsR_pyruvate__1,-3.2611508804,-1.3138614035
tcs__del_btsR_pyruvate__2,-3.0869909684,-1.3751066075
tcs__del_cpxR_etoh__1,6.447644918,-0.0893823795
tcs__del_cpxR_etoh__2,6.0411103879,-0.1154989265
tcs__del_cpxR_lb__1,6.4818270545,1.0869795955
tcs__del_cpxR_lb__2,6.8395104404,1.2446938125
tcs__del_cusR_CuSO4__1,2.940093112,-1.7330110324999999
tcs__del_cusR_CuSO4__2,3.1147019362,-1.5471886245
tcs__del_cusR_lb__1,11.8418992003,0.47921222750000003
tcs__del_cusR_lb__2,11.1067883858,0.37555247150000004
tcs__del_kdpE_01-kcl__1,-8.270029075,-1.5727710135000001
tcs__del_kdpE_01-kcl__2,-8.1801214956,-1.6352821575
tcs__del_kdpE_115-kcl__1,-8.8442768409,-1.3479517775
tcs__del_kdpE_115-kcl__2,-8.7451732534,-1.3673740484999999
tcs__del_phoB_m9__1,0.3232301373,0.22723017850000002
tcs__del_phoB_m9__2,0.2551235881,0.2380834605
tcs__del_phoB_m9p__1,2.2512386964,-2.8596587565
tcs__del_phoB_m9p__2,2.1406380122,-2.9378070835
tcs__del_rcsB_etoh__1,5.0120552659,0.0732221895
tcs__del_rcsB_etoh__2,5.2997386538,0.0930530395
tcs__del_rcsB_lb__1,5.1068594909,0.8920573415
tcs__del_rcsB_lb__2,4.6877375315,0.8863757625
tcs__del_zraR_lb__1,17.0740691744,0.8208926105000001
tcs__del_zraR_lb__2,17.3390541228,0.9077086035
tcs__del_zraR_zncl2__1,5.7058893119,-0.6731688955
tcs__del_zraR_zncl2__2,5.8867177919,-0.6424233035
tcs__wt_01-kcl__1,-6.9437931113,-1.7433319004999999
tcs__wt_01-kcl__2,-6.5476475627,-1.5792392545
tcs__wt_01xlb__1,-3.33624362,-0.8607617855
tcs__wt_01xlb__2,-3.3636991545,-0.8975328745000001
tcs__wt_115-kcl__1,-8.7979384438,-1.4879265935000001
tcs__wt_115-kcl__2,-8.8403821029,-1.5256595635
tcs__wt_CuSO4__1,6.220779374,0.0187659865
tcs__wt_CuSO4__2,6.2404934397,0.0710320265
tcs__wt_etoh__1,7.0825493909,-0.2161166155
tcs__wt_etoh__2,7.0286378225,-0.1703714935
tcs__wt_lb__1,-1.2898372052,-0.5468841115
tcs__wt_lb__2,-0.7985483497,-0.5480491415000001
tcs__wt_LiAcet__1,1.8878018998,0.6849916445
tcs__wt_LiAcet__2,1.0573051516,0.7024443395000001
tcs__wt_LiCl__1,0.2721158628,0.6333448015
tcs__wt_LiCl__2,0.1006548729,0.6243188765000001
tcs__wt_m9p__1,-0.0774438095,-2.7319932035
tcs__wt_m9p__2,0.2375378327,-2.7019473385
tcs__wt_pyr__1,-2.6647753961,-0.6854437985
tcs__wt_pyr__2,-2.7514665737,-0.6507501935000001
tcs__wt_zncl2__1,12.8726197272,-0.43093127750000004
tcs__wt_zncl2__2,12.8842047883,-0.4087404865
ros_tale__0_0_0pq__1,-4.7804274546,-1.1867485465
ros_tale__0_0_0pq__2,-4.908252491,-1.2624772945
ros_tale__0_0_250pq__1,-6.7298586224,-2.0053874965
ros_tale__0_0_250pq__2,-6.7381195929,-2.1521628285
ros_tale__1_mid_250pq__1,-7.2081510936,-1.0773473955
ros_tale__1_mid_250pq__2,-7.0633837404,-0.9960472705000001
ros_tale__1_0_0pq__1,0.4896554071,-0.8832724485000001
ros_tale__1_0_0pq__2,0.1282821748,-0.8219123955000001
ros_tale__1_0_0pq__3,-3.0858828687,-0.7619613145
ros_tale__1_0_0pq__4,-2.8694031483,-0.7150394955
ros_tale__1_0_250pq__1,-5.0709724578,-1.1388749375
ros_tale__1_0_250pq__2,-5.0380056365,-1.0213395165
ros_tale__1_0_750pq__1,-0.7577089365,-1.0300509215
ros_tale__1_0_750pq__2,-1.0421092577,-1.2372284575
ros_tale__1_1_0pq__1,-6.4327271385,-1.5583137135
ros_tale__1_1_0pq__2,-5.4925810774,-1.3962688595000001
ros_tale__1_1_250pq__1,-7.3639725787,-1.9369799655
ros_tale__1_1_250pq__2,-6.7642908375,-1.8234526075000002
ros_tale__1_1_750pq__1,-7.9361955511,-1.7563267155000002
ros_tale__1_1_750pq__2,-7.8397668634,-1.6690986255
ros_tale__1_2_0pq__1,2.0578753768,-1.1202725545
ros_tale__1_2_0pq__2,2.5532566854,-1.0425859605
ros_tale__1_2_250pq__1,0.4003449942,-1.1754390875
ros_tale__1_2_250pq__2,1.382798967,-1.1351237425
ros_tale__1_2_750pq__1,1.0278950537,-0.9350585895
ros_tale__1_2_750pq__2,0.15523168610000002,-0.9060306705000001
ros_tale__1_3_0pq__1,2.7282192329,-1.4749598215
ros_tale__1_3_0pq__2,4.0487555795,-1.2379783845
ros_tale__1_3_250pq__1,0.6654643599,-0.0610219725
ros_tale__1_3_250pq__2,0.6244008739,-0.35579548850000003
ros_tale__1_3_250pq__3,0.4928416626,-0.2004644895
ros_tale__1_3_250pq__4,1.4271337753,0.2773483935
ros_tale__1_3_750pq__1,-1.6134831535,-0.7909245775
ros_tale__1_3_750pq__2,-1.2232846756,-1.1864360425
ros_tale__1_4_0pq__1,-0.6441474275,-1.6699775735
ros_tale__1_4_0pq__2,-1.237550228,-1.3992660325
ros_tale__1_4_250pq__1,-5.5000448073,-1.8963353405
ros_tale__1_4_250pq__2,-2.7475468988,-1.2686299875
ros_tale__1_4_750pq__1,-1.6020246317,-2.1662691385
ros_tale__1_4_750pq__2,-6.34133879,-2.1959350415
ros_tale__1_4_750pq__3,-1.4414722960000002,-1.8443923305
ros_tale__1_4_750pq__4,-6.6863800811,-2.2831486695
ros_tale__2_mid_250pq__1,-7.9442415604,-1.5376064235
ros_tale__2_mid_250pq__2,-7.828120148,-1.3270787455
ros_tale__2_0_0pq__1,-5.7316115568,-2.8207550575
ros_tale__2_0_0pq__2,-5.9041804694,-2.8168501315
ros_tale__2_0_0pq__3,-6.2459240844,-1.4635478065
ros_tale__2_0_0pq__4,-5.5126304168,-1.3062374145
ros_tale__2_0_250pq__1,-7.1604308198,-1.8369586785
ros_tale__2_0_250pq__2,-8.0560896122,-1.9795333775000001
ros_tale__2_0_750pq__1,-7.6483645033,-3.4320282565
ros_tale__2_0_750pq__2,-7.6225704846,-3.5426504005
ros_tale__2_1_0pq__1,-9.9122732776,-1.4082128665
ros_tale__2_1_0pq__2,-8.5501764642,-1.2505751075
ros_tale__2_1_250pq__1,-9.7287579125,-2.5064854255
ros_tale__2_1_250pq__2,-9.6390760595,-2.5427242185
ros_tale__2_1_750pq__1,-9.758519187000001,-2.5460456095
ros_tale__2_1_750pq__2,-9.834531519,-2.6936372865
ros_tale__2_1_750pq__3,-9.703569784799999,-2.8820272865
ros_tale__2_2_0pq__1,-5.5120533467,-1.2004509965
ros_tale__2_2_0pq__2,-4.1941409591,-1.5880776065000002
ros_tale__2_2_250pq__1,-7.8442082725999995,-0.6673674805
ros_tale__2_2_250pq__2,-7.6011727961,-1.3019541905
ros_tale__2_2_750pq__1,-7.4351751496,-1.2309551095
ros_tale__2_2_750pq__2,-7.5963136298,-0.7941926345
ros_tale__2_3_0pq__1,-6.7199465301,-2.1672258705
ros_tale__2_3_0pq__2,-2.6284904364,-2.8100544955
ros_tale__2_3_250pq__1,-6.9117443233,-2.8044371885
ros_tale__2_3_250pq__2,-6.2605357814,-2.6367546345
ros_tale__2_3_750pq__1,-7.3596003448000005,-2.8577994175
ros_tale__2_3_750pq__2,-6.741194666,-3.0641401905
ros_tale__3_0_0pq__1,-1.5955085241,-1.4328912505
ros_tale__3_0_0pq__2,-0.2573905105,-1.3516917015
ros_tale__3_0_250pq__1,2.5815640692,-0.5154709675
ros_tale__3_0_250pq__2,0.2632139623,-0.5606229085000001
ros_tale__3_0_750pq__1,-4.9771414021,-3.5173380265
ros_tale__3_0_750pq__2,-4.7520034617,-3.3929871215
ros_tale__3_1_0pq__1,-6.7445968705,-2.1028421505
ros_tale__3_1_0pq__2,-4.1275876631,-1.2694554625
ros_tale__3_1_250pq__1,-3.535730103,-1.4391973435
ros_tale__3_1_250pq__2,1.2604147428,-1.1431178065
ros_tale__3_1_750pq__1,-4.9100559989,-1.9270789074999999
ros_tale__3_1_750pq__2,-0.0231066613,-1.1480183175
ros_tale__3_2_0pq__1,4.7243295195,0.3153988975
ros_tale__3_2_0pq__2,4.6365696574,0.2760411495
ros_tale__3_2_0pq__3,4.6958512623,0.2701829355
ros_tale__3_2_0pq__4,4.8253064365,0.2865519345
ros_tale__3_2_250pq__1,-3.5965205357,-3.4889310925
ros_tale__3_2_250pq__2,-0.7078807814,-2.5448946215
ros_tale__3_2_750pq__1,-1.1411946152999999,-3.0051525935
ros_tale__3_2_750pq__2,-2.0679537883,-3.6859851185
ros_tale__3_3_0pq__1,-3.5472539083,-1.5783610285
ros_tale__3_3_0pq__2,-2.8917128409,-0.7757503345000001
ros_tale__3_3_0pq__3,-3.2243567562,-1.5052438955
ros_tale__3_3_0pq__4,-2.6370613041,-0.7228473645
ros_tale__3_3_250pq__1,-8.1788751625,-3.6783456425
ros_tale__3_3_250pq__2,-7.8288569278,-3.3651018605
ros_tale__3_3_750pq__1,-8.2399718058,-3.2127507045
ros_tale__3_3_750pq__2,-7.9406590983,-3.2277876265
ros_tale__3_4_0pq__1,-4.2380922154,-2.8519527875
ros_tale__3_4_0pq__2,-3.9808927772000002,-2.8552007915
ros_tale__3_4_250pq__1,-6.4765237673,-3.2524302325
ros_tale__3_4_250pq__2,-7.2409882251,-3.6004822905
ros_tale__3_4_750pq__1,-4.9320761705,-2.5291013655
ros_tale__3_4_750pq__2,-5.7917674825,-2.7092242655
pcoli__atASMT_325G__1,-6.9144649879,-1.2228710505
pcoli__atASMT_325G__2,-6.9060032410000005,-1.1676123845
pcoli__bpTDC__1,-8.6281043192,-0.7550441415
pcoli__bpTDC__2,-8.7496381549,-0.7311251275
pcoli__BRCA__1,-9.3955424204,-1.1214087745
pcoli__BRCA__2,-9.3610076867,-1.1565927275
pcoli__BRCActrl__1,-10.0534673285,-0.1625689355
pcoli__BRCActrl__2,-9.1022308112,0.1490697325
pcoli__BRCAswap__1,-7.4464074679,-1.1590855475
pcoli__BRCAswap__2,-7.3534121507,-1.1666200094999999
pcoli__btAANAT__1,-6.3605804496000005,-1.0808270365000001
pcoli__btAANAT__2,-5.7842697421,-0.9396826945000001
pcoli__btASMT__1,-7.1941383547,-1.0919395815
pcoli__btASMT__2,-7.8471897732,-1.0894176545
pcoli__CC1__1,-6.2182622798,-1.0476609535
pcoli__CC1__2,-6.6127001052,-1.1246612655
pcoli__ccCOMT__1,-7.7326481327,-1.1903092985
pcoli__ccCOMT__2,-7.5866301819,-1.2053615535
pcoli__ckDDC__1,-7.0141642024,-0.6500312425
pcoli__ckDDC__2,-6.7602090385,-0.3009883595
pcoli__CNTF_belt__1,-7.3119782377,-1.3072319235
pcoli__CNTF_belt__2,-6.7618709267,-1.2835755755
pcoli__cobPNMT__1,-7.0255587048,-1.2521940125
pcoli__cobPNMT__2,-7.0967634167,-1.3022209105
pcoli__cvPhhB__1,-7.5239623118,-1.2992866105
pcoli__cvPhhB__2,-7.9585377755,-1.0830972505
pcoli__ggAANAT__1,-8.7588266313,-1.1503482995
pcoli__ggAANAT__2,-8.3278409884,-1.0993917095
pcoli__ggTPH__1,-7.0989316445,-1.0906501415
pcoli__ggTPH__2,-7.7710186589,-0.9986504895
pcoli__hsAANAT__1,-8.3674552617,-1.1986502305
pcoli__hsAANAT__2,-6.8055033097,-1.5340298615
pcoli__hsASMT__1,-8.2501345724,-0.8901294385
pcoli__hsASMT__2,-8.3253546263,-0.7802129155
pcoli__hsPNMT_mb__1,-6.997631764,-1.4774873735
pcoli__hsPNMT_mb__2,-7.0627303301,-1.5235138285
pcoli__hsTPH__1,-8.4652419805,-1.3578927665
pcoli__hsTPH__2,-8.4424569993,-1.0631314345
pcoli__hsTPH_E2K__1,-7.0675834126,-0.7025494675
pcoli__hsTPH_E2K__2,-6.7617082331,-0.6215354045
pcoli__hsTPH_E2K_N91I_P99C__1,-8.5835615902,-1.2082344485
pcoli__hsTPH_E2K_N91I_P99C__2,-8.538335862,-1.3393356725
pcoli__hsTPH_N158trunc__1,-7.646991113,-0.2017963055
pcoli__hsTPH_N158trunc__2,-7.5681098002,-0.2394674735
pcoli__hsTPH_N174trunc__1,-7.2106913015,-1.0511346225
pcoli__hsTPH_N174trunc__2,-6.7564012708,-0.4709850135
pcoli__hsTPH_Ntermtrunc__1,-8.6484549119,0.16074609950000002
pcoli__hsTPH_Ntermtrunc__2,-8.7115101264,-1.1515974925
pcoli__hsTPH1__1,-6.5823921716000005,-1.0018462355
pcoli__hsTPH1__2,-6.5371810456,-1.0626149435
pcoli__MBP__1,-7.0817156291,-1.1615622395
pcoli__MBP__2,-7.6454501752,-0.4239892675
pcoli__msCOMT__1,-9.2994902144,-0.9275612635
pcoli__msCOMT__2,-9.3632638819,-0.8036037365
pcoli__ocAANAT__1,-7.5265895007,-1.2468746235000001
pcoli__ocAANAT__2,-7.4411276322,-1.2435078965
pcoli__osTDC_K374H__1,-7.0922777171,-1.2225922915
pcoli__osTDC_K374H__2,-7.8131165005,-1.2980890115000001
pcoli__osTDC_K374L__1,-9.738168781,-0.7109686625
pcoli__osTDC_K374L__2,-9.3649938257,-0.7180716875
pcoli__osTDC_K374Q__1,-6.755089525,-1.0774710625
pcoli__osTDC_K374Q__2,-6.3158063642,-1.0141632595
pcoli__osTDC_L360V__1,-8.0370549642,-1.0084564235
pcoli__osTDC_L360V__2,-7.8359077775,-0.7519251455
pcoli__pmTPH__1,-8.6718330282,-0.9016764035
pcoli__pmTPH__2,-8.6274221961,-0.8159841375
pcoli__RFC__1,-5.9136779993,-1.4131847395000001
pcoli__RFC__2,-6.826676849,-1.4600044105
pcoli__RFCctrl__1,-7.9043902594,-1.6979643334999999
pcoli__RFCctrl__2,-8.2297470174,-1.9684696375000001
pcoli__RFCnopause__1,-8.3144186761,-1.3244017125
pcoli__RFCnopause__2,-8.1892080278,-0.9769523035000001
pcoli__RFCpluspause__1,-8.8899074674,0.35987938950000004
pcoli__RFCpluspause__2,-8.6424725495,0.9362937175
pcoli__rnCOMT_sol__1,-7.5703776546,-1.3668999885
pcoli__rnCOMT_sol__2,-7.6463443691,-1.5001544275
pcoli__rnPNMT__1,-8.2806153081,-0.6588659345
pcoli__rnPNMT__2,-9.2196377992,-0.6743265665
pcoli__rnTDC__1,-9.0508724249,-1.0478680165
pcoli__rnTDC__2,-9.2380154232,-0.9644653235
pcoli__rnTDC_trunc__1,-8.2037326721,-0.8840711275
pcoli__rnTDC_trunc__2,-8.6876396541,-0.5216348945
pcoli__saCOMT_T2A__1,-8.0456512559,-1.2577276055
pcoli__saCOMT_T2A__2,-7.7446748503,-1.2629521705
pcoli__sfCOMT__1,-7.4950699832,-1.2647860505000001
pcoli__sfCOMT__2,-7.2154649542,-1.3167118615
pcoli__sgAANAT_D63G__1,-6.7418459019,-1.1631902265
pcoli__sgAANAT_D63G__2,-7.2401344414,-1.1120492015
pcoli__ssDDC__1,-9.059305302,-0.8878851235
pcoli__ssDDC__2,-9.1660575121,-0.8665790605
pcoli__TP53B__1,-8.3068481545,-1.1059896325
pcoli__TP53B__2,-8.1130751029,-1.1877743235
pcoli__WT__1,-7.8733233039,-0.8687806235000001
pcoli__WT__2,-7.6631534592,-0.6093288285
cck__glu_ale4__1,-8.2107678966,-1.4847009945
cck__glu_ale4__2,-8.1910778043,-1.9724668375
cck__cck_ale1__1,-8.8190984377,-1.9775574255000001
cck__cck_ale1__2,-8.8295968835,-2.0159458985
cck__cck_ale2__1,-8.5761023456,-2.0471409355
cck__cck_ale2__2,-8.6303928079,-1.9828036705
cck_pgi__gmos_delpgi__1,-2.2876989345,-0.2432846005
cck_pgi__gmos_delpgi__2,-0.7333485074,0.2821896195
cck_pgi__pgi_ale1__1,2.7235978599,0.053903991500000005
cck_pgi__pgi_ale1__2,0.5541376639,-0.45993988350000004
cck_pgi__pgi_ale2__2,2.4576394022,-0.1646589285
cck_pgi__pgi_ale3__1,2.4530968788,-0.20893590450000002
cck_pgi__pgi_ale3__2,0.2226091189,-0.6611607055000001
cck_pgi__pgi_ale4__1,-2.8767602684,-0.8886165895
cck_pgi__pgi_ale4__2,-2.802593569,-1.3542462295
cck_pgi__pgi_ale4__3,-2.8549174926000003,-1.3341701175
cck_pgi__pgi_ale5__1,1.2367841695,-0.025322913500000002
cck_pgi__pgi_ale5__2,0.2924891352,-0.4484524595
cck_pgi__pgi_ale6__1,-4.1041498644,-1.9737134635
cck_pgi__pgi_ale6__2,-8.7320513074,-5.3062008985
cck_pgi__pgi_ale7__1,-1.3961004904,-0.6385197795
cck_pgi__pgi_ale7__2,-2.1580809269,-0.9781393365000001
cck_pgi__pgi_ale8__1,0.9759263252,-0.6522254695
cck_pgi__pgi_ale8__2,0.124633977,-0.9035812465
cck_sdh__gmos_delsdhCB__1,-5.8538598672,0.43213020350000003
cck_sdh__gmos_delsdhCB__2,-6.4110819053,0.1206269365
cck_sdh__sdh_ale1__1,-8.4174501224,-2.1092349145
cck_sdh__sdh_ale1__2,-9.0585490896,-2.1848121785
cck_sdh__sdh_ale2__1,-8.6738904225,-2.1202402925
cck_sdh__sdh_ale3__2,-8.9888822975,-2.1202285555
cck_sdh__sdh_ale3__1,-8.3675360844,-2.0324734315
cck_sdh__sdh_ale3__3,-8.1700171455,-2.0940377285
cck_pts__gmos_delptsHIcrr__2,0.3620601658,-0.6523323485
cck_pts__gmos_delptsHIcrr__1,0.49516088070000003,-0.5904864985
cck_pts__pts_ale1__2,-9.0623454993,-3.7247181545
cck_pts__pts_ale1__1,-8.6657964824,-3.9765763655
cck_pts__pts_ale2__2,-5.9581734641,-2.1625189715
cck_pts__pts_ale2__1,-6.6552533043,-2.0548005565
cck_pts__pts_ale3__2,-8.9154728256,-4.6763951225
cck_pts__pts_ale3__1,-8.568826673,-4.1645895965
cck_pts__pts_ale4__2,-8.772686449,-1.7130504955
cck_pts__pts_ale4__1,-8.4447464178,-1.8239832935
cck_gnd__gmos_delgnd__1,-7.5257714354,0.5152240885
cck_gnd__gmos_delgnd__2,-8.5135833428,-0.1883357555
cck_gnd__gnd_ale1__1,-7.8478498374,-1.8538550465
cck_gnd__gnd_ale1__2,-7.3185057647,-1.8805393765
cck_gnd__gnd_ale2__1,-8.3024980876,-1.8965105855000002
cck_gnd__gnd_ale2__2,-7.2883824793,-1.7348463785
cck_gnd__gnd_ale3__1,-8.2703349824,-1.8400831715
cck_gnd__gnd_ale3__2,-8.4878334147,-1.8847873885
cck_tpiA__gmos_deltpiA__1,-0.2011406415,0.0881270405
cck_tpiA__gmos_deltpiA__2,-3.2600049407,0.2799919475
cck_tpiA__tpiA_ale1__1,-6.4303156662,-1.4636162375000001
cck_tpiA__tpiA_ale1__2,-6.1237689777,-1.3986745875
cck_tpiA__tpiA_ale2__1,-1.9043003823,-0.6043236285
cck_tpiA__tpiA_ale2__2,-1.6940501879,-0.8058011985
cck_tpiA__tpiA_ale3__1,-8.395749015,-1.8594246745
cck_tpiA__tpiA_ale3__2,-7.9091640242,-1.7352396545
cck_tpiA__tpiA_ale4__1,-7.0330247451,-1.3207769435
cck_tpiA__tpiA_ale4__2,-7.4923148753,-1.4167536515
acid_tale__acid_ale1_pH7__1,-7.7303640425,-1.6413815365
acid_tale__acid_ale1_pH7__2,-8.3153074979,-1.6905696665
acid_tale__acid_ale1_pH5__1,-6.3041390235,-0.5927805645
acid_tale__acid_ale1_pH5__2,-6.6576335552,-0.5294108725000001
acid_tale__acid_ale2_pH7__1,-4.0626137933,-0.8944500005
acid_tale__acid_ale2_pH7__2,-4.6967051122,-0.9616486735
acid_tale__acid_ale2_pH5__1,-3.6381781831,-0.4688906445
acid_tale__acid_ale2_pH5__2,-3.4043334689,-0.2265456495
acid_tale__low_Mg_ale_pH7__1,-7.5582689469,-1.1149400195
acid_tale__low_Mg_ale_pH7__2,-6.8060410025,-1.2503098385
acid_tale__low_Mg_ale_pH5__1,-6.9130320551,-0.6302858445
acid_tale__low_Mg_ale_pH5__2,-7.3116029324,-0.8195028685
acid_tale__MES_ale_pH7__1,-4.1955761143,-1.0572234105
acid_tale__MES_ale_pH7__2,-4.1340685520000005,-0.9569841945
acid_tale__MES_ale_pH5__1,-6.9893916215,-1.0710079285
acid_tale__MES_ale_pH5__2,-8.1075197884,-0.8830865675
acid_tale__gmos_pH7__1,-4.3249161135,-1.0871665265
acid_tale__gmos_pH7__2,-4.7487111894,-1.0599273135
acid_tale__gmos_pH5__1,-5.1820192219,-0.5769914535
acid_tale__gmos_pH5__2,-4.7621469118,-0.5114068335
adnB__wt_adn__1,-6.4084589579,-0.2974069005
adnB__wt_adn__2,-7.6781103206,-0.1030560635
adnB__delydhB_adn__1,-7.2802390947,-0.8344018665
adnB__delydhB_adn__2,-5.5443712229,-0.6047547445
ytf2__wt_glc__1,-5.4627452195,-0.7759259955000001
ytf2__wt_glc__2,-5.4386121298,-0.8943801575
ytf2__ybcM_glc__1,-3.2322740509,-0.3803841435
ytf2__ybcM_glc__2,-2.6456784999,-0.2584493475
ytf2__ydhB_glc__1,-5.8087275344,-1.1932363355
ytf2__ydhB_glc__2,-5.7254902123,-1.1093846595
ytf2__yfeC_glc__1,-5.3535343957,-1.0303299355
ytf2__yfeC_glc__2,-5.1069144235,-1.1005583405000001
ytf2__yciT_glc__1,-5.4044569413,-0.9484252305
ytf2__yciT_glc__2,-5.7069450279,-0.9851175495000001
ytf2__ydiZ_glc__1,-2.8611208588,-0.6645445065000001
ytf2__ydiZ_glc__2,-3.2652504910999998,-0.6044996095
ytf2__ynfL_glc__1,-4.9096635929,-0.8633222295
ytf2__ynfL_glc__2,-4.568676119,-0.7602586295
misc2__dellon_glc__1,-7.0164349128,-0.8586291205000001
misc2__dellon_glc__2,-8.2495600456,-1.0784669785
ytf3__wt_glc2__1,-1.4210349239,-0.4114473725
ytf3__wt_glc2__2,-1.1845962557,-0.2827608395
ytf3__wt_pH7_lactate__1,-0.9759693374,-0.2378100455
ytf3__wt_pH7_lactate__2,-1.158272788,-0.1984590605
ytf3__wt_pH55_lactate__1,-6.264784722,-0.7817790115000001
ytf3__wt_pH55_lactate__2,-6.1684705692,-0.9002499165000001
ytf3__wt_pH55_HCl__1,-5.3731661045,-0.7562860005
ytf3__wt_pH55_HCl__2,-5.5855720254,-0.8955544825
ytf3__dyieP_pH7__1,-0.9267931564,-0.3465024285
ytf3__dyieP_pH7__2,-0.7580169949000001,-0.32475046750000003
ytf3__dyieP_pH55__1,-0.347243528,-0.0422777835
ytf3__dyieP_pH55__2,-0.5848412517,-0.0597645185
