,A,GadW,GadX
SRX2391458,-0.0269764187,-0.0874050051,-0.1599173801
SRX2391459,-0.43895109670000004,-0.1256262155,-0.3437254957
SRX2391460,-0.291208778,-0.1562966647,-0.4288098986
SRX2391461,-0.3029864518,-0.021212419200000002,-0.4955612941
SRX2391462,-0.1969440525,0.15706253280000002,-0.340153919
SRX2391463,-0.0138430948,0.5681215158,-0.040822919
SRX2391464,0.1617936743,0.7965540474,0.2941864996
SRX2391465,0.38820881220000003,0.7341493657,0.33513919680000004
SRX2391466,0.5119499928,0.7625521868,0.1767976466
SRX2391467,0.033134830000000004,0.057760784,0.0206640589
SRX2391468,0.2993512477,0.1407460595,0.2406642997
SRX2391469,-0.10830721360000001,0.0166025986,0.1449878888
SRX2391470,-0.9591844890000001,0.08465626970000001,-0.2336689374
SRX2391471,-0.39702306860000003,-0.28189342910000004,-0.4840753005
SRX2391472,-0.46433952710000004,-0.1979145004,-0.48371619990000003
SRX2391473,-0.2099887122,-0.2747436065,-0.409395685
SRX2391474,0.3692110314,-0.039254222400000004,-0.1335113198
SRX2391475,-0.5324632393000001,-0.22131598360000002,-0.5855353578
SRX2391476,-1.0732996554,-0.2160327709,-0.9384938576
SRX2391477,-0.18961141650000002,-0.1147326905,-1.094203223
SRX2391478,-0.7609406479,-0.29176456970000003,-0.7731278384
SRX2391479,-0.9475464487,0.0106784636,-0.7930715948
SRX2391480,-0.3133264776,0.4648494723,-0.6466746290000001
SRX2391481,0.5396638060000001,0.730628515,-0.0779146584
SRX2391482,0.0255553564,0.581453765,-0.35753743120000003
SRX2391483,0.6557644404,0.8060134834,0.19514824800000002
SRX2391484,-0.8186112404,-0.15712279070000001,-0.3409397234
SRX2391485,-0.0981841567,-0.265789477,-0.4770286696
SRX2391486,-0.0689819721,-0.23288875590000002,-0.4335282099
SRX2391487,0.0863868031,-0.0551459138,-0.4466409342
SRX2391488,-0.4896245792,-0.26107715530000003,-0.5818770817000001
SRX2391489,-0.422581996,-0.10869552710000001,-0.7107021686
SRX2391490,-0.1796151347,0.1939429832,-0.5422782198
SRX2391491,-0.0055594,0.5150779626,-0.2578495106
SRX2391492,0.25011996470000003,0.8367396952,0.1468066066
SRX2391493,0.1551634623,0.7246296073,0.0731814709
SRX2391494,0.4375858972,0.7605790578,0.1536951872
SRX2391495,-0.033134830000000004,-0.057760784,-0.0206640589
SRX2391496,-0.4619122771,0.0736215355,-0.19081942500000001
SRX2391497,-0.2589335242,0.054290198500000005,-0.1906274678
SRX2391498,-0.7233865022,-0.0794621182,-0.6519704479
SRX2391499,0.0667189844,-0.0434504714,-0.406523391
SRX2391500,-0.0782238133,-0.0754068391,-0.6489360034
SRX2391501,0.4596213253,-0.011767695600000001,-0.5031394925
SRX2391502,0.42435560980000003,-0.1255593911,-0.41187053700000004
SRX2391503,-1.4560508319,0.0685713171,-0.7139092909
SRX2391505,-0.9322149919,-0.2154514693,-1.2373191983
SRX2391506,-0.0336074923,-0.0280753025,-0.774186236
SRX2391507,-0.6359939072,-0.1299215604,-0.9928822389
SRX2391508,-0.6947896746000001,-0.024808677300000002,-1.1074783109
SRX2391510,-0.06862443950000001,0.38347286750000004,-0.730009478
SRX2391512,0.0002932648,0.39594306770000004,-0.6592327816
SRX2391513,0.5673686247,0.5410047684,-0.3517542234
SRX2391514,0.6761095372,0.616500037,-0.0318406079
SRX5632598,1.5618159547000001,0.2602940029,2.0435927853
SRX5632599,1.1384429169,0.5592031788,1.1654932395
SRX5632600,4.0049644514,3.4453231044,4.0811358027
SRX5632601,3.4431768191,3.1610447345,3.4846583053
SRX5632602,3.5266320447,3.4319410746,4.1985020222
SRX5632603,2.9458512527,2.9517503830000003,3.2297315308
SRX5632604,4.2856234957,3.9259027137,4.1901105271
SRX5632605,3.4897132781,3.5522623806,4.1096972445
SRX5632606,1.5844067446999999,1.0833536328,1.7075047085000001
SRX5632607,0.1711176677,0.5923432861,0.9963822506000001
SRX5632608,-0.3441856431,-0.2747016204,-0.33774419370000003
SRX5632609,0.3854953209,0.3544916578,0.5288074108
SRX5632610,0.3544229215,1.0789283943,0.6030699253
SRX5632611,-0.0413096778,-0.0797900374,-0.1910632172
SRX5632612,-0.1368423289,0.0316045592,0.3938025643
SRX5632613,-0.9467227541000001,-0.09671293410000001,0.1472484179
SRX5632614,0.6211564196,0.8404024210000001,0.38377573930000003
SRX5632615,0.4411428189,0.7447671141000001,0.4976287722
ERX2874132,-0.6903584791,-1.2479857521,-0.8500093
ERX2874133,-2.1320840329,-2.2343902975,-1.8051407042
ERX2874134,-1.617524226,-1.8285855027,-2.14355379
ERX2874135,-2.7010881273000003,-2.7694822984,-2.6298016274
ERX2874136,-3.5416224235,-2.7591269787,-2.737268486
ERX2874137,-4.7177615391,-3.5651952309,-2.9963326357
ERX2874138,-1.9309661299,-2.3655407983,-2.0413855269
ERX2874139,-2.2410711254,-2.3404701189,-1.9815198588
ERX2874140,0.2885097844,0.1432780382,0.25676847280000004
ERX2874141,-0.2885097844,-0.1432780382,-0.25676847280000004
ERX2874142,-1.4475500203,-1.844031529,-1.493985596
ERX2874143,-2.7989710946,-2.4513546462,-2.2547625774
ERX2874144,-1.53418069,-1.1931613593,-0.9940279930000001
ERX2874145,-2.4756528012,-1.7462024629,-1.6560644384
ERX2874146,0.4343691696,-0.1903411545,-0.26802663200000004
ERX2874147,-0.3645557065,-0.6316629718,-0.8238409283
SRX1300292,-0.6902996338,0.0745532543,0.0742050375
SRX1300293,0.6902996338,-0.0745532543,-0.0742050375
SRX1300299,-0.40073073340000004,0.1067400726,0.3685019289
SRX1300300,0.5216213847,-0.1979470274,-0.025053715100000002
SRX1300304,-1.8000905036,-1.1177191773,-1.0540784303
SRX1300305,1.2117831791,0.2286393682,0.42494356450000004
SRX1300306,0.5774847637,-0.2234946743,0.0412956342
SRX1300310,-1.1715635169,-1.1805115925,-1.5900318668
SRX1300311,-0.7725592841000001,-0.9068038754000001,-0.9241711126000001
SRX7291195,1.1825818545,0.996390658,1.0423785865
SRX7291196,0.9937595559000001,0.9618817342,0.8943996289
SRX7291197,1.0885557994,0.8095193057000001,0.7789661007
SRX7291198,0.06758112420000001,-0.0426183746,-0.0252161142
SRX7291199,-0.0198134535,0.0638008972,0.12246827660000001
SRX7291200,-0.0477676707,-0.0211825226,-0.0972521623
SRX7291201,1.0873775705,0.6963405488000001,0.9388821947
SRX7291202,1.5988894365,1.3331778944,1.4744423305
SRX7291203,1.5211051589,1.0185232784,1.2464761898
SRX7291204,0.1262089186,-0.15226168950000002,0.0038701254
SRX7291205,0.144636742,-0.0712232964,0.3139929227
SRX7291206,0.435947014,0.1351825347,0.2654716236
SRX2436955,-8.9009132232,-7.983339262,-0.3220439896
SRX2436956,-17.8810017938,-7.983339262,-9.8758005074
SRX2436957,-17.3575980124,-7.7561147723,-9.454487685
SRX2436958,-18.2523170588,-7.7055534784,-9.3394492016
SRX2436959,0.1141296074,0.7282533577,0.10856943640000001
SRX2436960,-16.6031654477,-7.983339262,-7.7392758931
SRX2436961,-2.4419332417,-0.7741003474,-0.7458632826
SRX2436962,-19.6346918587,-7.9203474806,-8.4034980314
SRX2436963,0.2910712648,-0.12405676040000001,-0.376780479
SRX2436964,-2.2221781572,-0.8535061559,-0.49734399440000004
SRX2436965,-7.6619168036000005,-3.8277860687,-5.558594086
SRX2436966,-5.2127166733,-1.9961356302,-1.5004944395000002
SRX2436967,-2.4330785096,-0.9342169745000001,-0.8922951483
SRX2436969,-0.018342258900000002,-0.0985167121,-0.5044675253
SRX2436970,-5.1218493248,-1.9462646802,-1.3381789616
SRX2436971,-2.0724493921,-0.4246359645,-0.5056103457
SRX2437029,-18.4046757145,-7.4829747662,-7.1866897604
SRX2437030,-8.9305905956,-7.983339262,-0.19900593900000002
SRX2437031,-0.9390575795,-0.0023402089,0.4710223147
SRX2437032,-1.2072825524,0.0813342344,0.4855260384
SRX2437033,0.5601838866000001,-0.4289592438,-0.36712429090000004
SRX2437034,-7.7935702931,-3.7661227712,-5.6846699906
SRX2437035,-10.6484969705,-7.983339262,-1.8600842366
SRX2437036,-9.3451564627,-6.7183694825,-1.7578987962000001
SRX2437037,-2.6445123051,-0.9635933411000001,-0.6206539345000001
SRX2437038,-4.5089647272,-1.82277779,-1.0312536301
SRX2437039,0.3849612303,0.36850026480000003,0.7517375774
SRX2437040,-10.5495453433,-7.9125702074,-2.0408356488
SRX2437041,-8.7304103281,-7.735902104,-0.2794974947
SRX2437042,0.9475983334,-0.1687820861,-0.17939048500000002
SRX2437043,-2.3727465563,-0.9510154794000001,-0.7480785665
SRX2437044,-0.1332619317,-0.3554328458,-0.38909258680000003
SRX4705203,-2.9237598604,0.3528460617,0.1315774957
SRX4705204,-1.5096415928,-1.4176699698,0.0697563328
SRX4705205,-0.8162890151000001,-0.9485549268000001,0.554049303
SRX4705206,-0.6516385484,-0.5452434208,0.8373188606
SRX4705207,-3.3484250523,-0.9721166732000001,-1.109915956
SRX4705208,-2.1092019974,-0.5573724638,-0.9103902651
SRX4705209,-3.124338288,-1.3453073873,-1.8425299546
SRX4705210,-1.8077150846,-1.3360238679,-0.7715059626
SRX4705211,-2.4927366992,-1.79205624,-0.9134966838
SRX4705212,-1.9483542334,-1.3809029873,-0.8231604171
SRX4705213,-0.1601655724,-0.0115785776,-0.47587371030000003
SRX4705214,0.12287089940000001,0.2643503669,-0.2192822143
SRX4705215,0.4539394028,0.0462997234,0.3491979779
SRX4705216,-0.0750075162,0.0128409083,-0.4482340085
SRX4705217,-0.3004271637,-0.19600256940000002,0.3617842556
SRX4705218,-0.04121005,-0.11590985170000001,0.43240769960000003
SRX4705219,0.7628229492,1.3455143423,1.4388144902
SRX4705220,0.9253958502,1.494805028,1.4822941105
SRX4705221,-0.4288518706,-0.2280239467,1.1647807872
SRX4705222,1.0507288237,1.3550493743,1.2704916582
SRX4705223,-3.0658165904,0.2194184656,0.18353300120000002
SRX4705224,-2.5812723016,0.29646830820000003,0.2730073368
SRX4705225,-1.0874694214,-0.43798814900000005,0.4388982658
SRX4705226,-1.638640996,-0.7401161175000001,0.3391830247
SRX4705227,-1.2764729992000001,-0.6117125319,0.512148016
SRX4705228,-0.5060627335,2.3366807523,2.4644411226000003
SRX4705229,0.1394353082,2.6654831112,2.6115763972
SRX4705230,0.291591818,3.0380283803,2.786839205
SRX4705231,-0.3718001124,0.0786403487,1.6840199022
SRX4705232,-0.6260238782,-0.1223139933,1.2409427823
SRX4705233,1.368061456,1.5888680729,3.0552930362
SRX4705234,-1.6558283273,-0.4586989305,0.7118935667
SRX4705235,-4.1082683648,-2.9427254733,-1.3363152808
SRX4705236,-1.1809272755,-0.2070599942,0.7030296889000001
SRX4705237,-4.0620761543,-2.4681804261,-1.6633560898000002
SRX4705238,-3.6565872063000002,-2.7178639243,-0.9713639908
SRX2038319,1.159784009,1.0596568894,0.6157377047
SRX2038320,1.625415845,1.6630150353,1.1122063436
SRX2038321,1.6030880555,1.9968064777,0.8433717628
SRX2038322,1.6355057898,1.0980510913,1.4254230940000001
SRX2038323,1.0218659918,0.4036717338,-0.2005793117
SRX2038324,-0.1813928299,-0.7005748886000001,-1.6299030935
SRX2038325,1.8263122418000002,2.2652401056,0.4972415068
SRX2038326,0.9324523330000001,0.900683556,0.8698127504000001
SRX2038327,0.9139807747,1.2726474871,0.3887205452
SRX2038328,0.1143645424,0.7753889515,0.6481500712
SRX2038329,-0.8903436107,0.1426560579,-0.2944254633
SRX2038330,-0.5121078707,-0.3604792116,-1.2407576638
SRX2038331,-1.298686645,-0.2450091002,-2.1301683097
SRX2038332,-0.36914132250000004,0.41516250180000003,0.5823923612
SRX2038334,-3.9153639465000003,-2.4271980725,-3.4635241338
SRX2038335,-2.9403756499,-1.8477135740000001,-1.9699868450000002
SRX2038336,-2.7764624067,-1.6166878714,-2.3669817871
SRX2038337,-0.7737307995,-0.5492875857,-1.8704187436000002
SRX2038338,0.2691816741,-0.2140639764,-0.1124218074
SRX2038339,1.8795729156,0.4835806388,0.1956904767
SRX2038340,-1.9710061222,-1.1566581592,-1.5441800312
SRX2038341,-0.8655779332,-0.48004320380000004,-0.3453191248
SRX2038342,-0.22003649,-0.9410297958,-0.4104208794
SRX2038343,-1.6288375711,-1.3556802996,-1.3283772674
SRX2038344,-0.46101488620000003,-1.0772681604,-0.9935913919
SRX2038345,-0.7856862480000001,-0.7781230134,-0.5052825244
SRX2038346,-0.5461667142000001,-1.2971975864,-0.189121058
SRX2038347,-0.8217700008000001,-2.1593162468,-0.1654436139
SRX2038348,-1.2276027731,-1.9222929237000002,-0.44167636250000003
SRX2038349,-2.2472593426,-1.9979490054000002,-2.0345941137
SRX2038350,-1.0146237875,-0.9775914492000001,-1.5632921842
SRX2038351,-2.644062645,-2.2221762018,-1.7974193415
SRX2038352,-1.7338967601,-1.4715007892,-1.1265188594
SRX2038353,-4.1753407750000004,-2.7714353889,-3.4025816285
SRX2038354,-3.3544110191,-2.1879117726,-2.2670312476
SRX2038355,-2.7464163086,-1.6100733621,-2.3404292198
SRX2038356,-1.8488892480999999,-1.6397381213000002,-1.4834348926
SRX2038357,-1.4289656831,-0.8455929130000001,-0.5033158973
SRX2038358,-0.3818388472,-0.19974305180000002,-0.6648402893
SRX2038359,-2.2901888713,-1.0880091323,-1.2248399779
SRX2038360,-1.3970826144,-1.2713534322,-0.37463469790000004
SRX2038361,-1.0573086814,-0.8535916685,-0.2027820125
SRX2038362,-0.2560456168,-0.6581071283000001,-0.3614433265
SRX2038363,-0.5043930159,-0.3919998903,-0.8405548937
SRX2038364,-0.34294102530000004,-0.31228269540000003,0.457055802
SRX2038365,-1.3378187778,-1.6300818871,-0.4377825191
SRX2038366,-0.9698619711,-2.083026326,-0.0683557383
SRX2038367,-2.0106466905,-1.8105242788,-0.6143703652
SRX2038368,-2.3222288636,-1.5069651166,-2.034699316
SRX2038369,-2.0353599986,-1.0973096721,-1.2191648806
SRX2038370,-0.9403284401,-0.7972465758,-0.5285296653
SRX2038371,-2.4051466419,-1.734704028,-2.1253579339
SRX2038372,-5.5124195954,-3.4513015042,-4.077872517
SRX2038373,-3.7254946336,-2.3495020021,-2.5289969765
SRX2038374,-3.6968559014,-2.6765240219,-2.3292381643
SRX2038375,-2.003592013,-1.1208294221,-0.6743678266
ERX530520,0.14317552860000002,0.0982405247,0.0659515803
ERX530521,0.8891656542,-0.0355425429,0.9123513168
ERX530522,1.4344650388,-0.4010372056,0.7930003648
ERX530523,1.8212192542999999,-0.1413273327,1.0248385662
ERX530524,-0.14317552860000002,-0.0982405247,-0.0659515803
ERX530525,1.3498029453,-0.3509286842,0.9538931333
ERX530526,1.0976259576,0.41130948840000003,1.4853188853
ERX530527,1.4446879715,-0.1423823616,0.9470638082
ERX3212443,1.1299326516,1.2627371204,1.5414766096
ERX3212444,0.0364696658,-0.46377852210000003,-0.17989246350000002
ERX3212445,-0.2047059473,-0.8081095679,-0.6386387231
ERX3212446,0.1828694184,1.0627146002,-0.4826296707
ERX3212447,0.3519211473,0.2707329591,-0.1189749816
ERX3212448,1.6666504168,1.3483099341,0.7068529191
ERX3212449,-0.2931632474,-0.1308008722,-0.20246891660000002
ERX3212450,0.23236030300000002,-0.0651843591,0.1870786186
ERX3212451,0.0608029443,0.1959852313,0.015390298
ERX3212452,1.1498667987,0.669640102,2.0911972078
ERX3212453,1.3946414644,1.0980841784,2.6867062747
ERX3212454,2.5865541334,2.3137093318,3.5787519851000003
SRX7478973,-0.30031307760000003,-0.10852659020000001,0.0978064413
SRX7478974,0.1144295617,0.16666547510000002,0.0575362877
SRX7478975,0.18588351590000002,-0.058138884800000006,-0.155342729
SRX7478976,0.5478315554000001,0.19363756170000002,0.157237658
SRX7478977,0.3379460185,0.1680933718,0.3718575877
SRX7478978,0.3481401656,-0.0476170023,0.3628999209
SRX7478979,1.6378526106,0.7282032345,0.9126630956
SRX7478980,1.506250998,0.6432901990000001,0.9505124912
SRX7478981,1.9408394001,0.6348425094,1.1721462109
SRX7478982,1.6949564773999999,0.6751192059000001,0.9876879947
SRX7478983,1.6188417343000001,0.6549667333,1.0911530439
SRX7478984,1.6596728748,0.4681709274,1.0835799811
ERX1521038,5.3961955467,4.4911697164,5.1781937772
ERX1521039,6.6169701419999996,5.316441055,5.9180350048
ERX1521040,5.4089273133,4.6322185601,5.2737897309
ERX1521041,6.3482944839,4.8365174732,5.2755465007
ERX1521042,-0.1406517773,0.42570027320000003,0.040471705600000005
ERX1521043,-0.8650956246,-0.7681050402,0.091652603
ERX1521044,-0.0440536255,0.3450336022,0.1050497786
ERX1521045,0.0440536255,-0.3450336022,-0.1050497786
SRX621182,2.5238287518,1.281784981,1.5769371084000001
SRX621183,2.9261353787,1.3592117984,1.8443147755
SRX621184,2.9721068374,-0.1358676723,0.0818959907
SRX621185,3.210420917,-0.0035974636,-0.09878723140000001
SRX621188,3.1447703097,-0.2327174253,0.6107623668000001
SRX621189,3.4426067696000002,0.0315813434,0.6621134463
SRX621190,-0.0541927085,0.0309286002,0.1392633617
SRX621191,0.0541927085,-0.0309286002,-0.1392633617
SRX621192,3.5835744995,0.34953239340000003,0.21984363510000002
SRX621193,3.3467800121,0.3950009754,0.37472461220000003
SRX6489436,-1.2429244239,-0.9256875318000001,-2.0288203939
SRX6489437,-1.5946122001,-0.8648171087000001,-2.5656113844
SRX6489438,-2.319111273,-1.454992989,-2.3630831127
SRX6489439,-0.0908137396,-0.5128457347,-0.49854416570000004
SRX6489440,-0.0079114136,-0.4354591585,-0.1416710978
SRX6489441,0.0987251532,0.9483048932,0.6402152634
SRX6489442,-0.49302790490000004,-0.5555022768,-0.5837016064
SRX6489443,0.10537825440000001,-0.4023968808,-0.29045876930000003
SRX6489444,-0.3468551883,0.2732834384,-0.0103485628
SRX6489445,-0.3859573791,-0.33821348430000003,-0.14295731720000002
SRX6489446,0.2688429637,-0.2875090384,-0.07577853870000001
SRX6489447,0.0809479443,0.48529710260000003,0.1500058057
SRX6489448,-1.4386548073,-0.9892457352,-1.0325757977
SRX6489449,-0.46648034800000004,-0.6406158552,-0.5108662853
SRX6489450,-1.6668986021,0.0343605158,-0.8480282799000001
SRX6489451,-0.8590812424000001,-0.7297685189,-0.8072287741
SRX6489452,-0.687937961,-0.7010934758,-0.9913127746
SRX6489453,-0.35061474470000004,0.8909736535,0.193323442
SRX6489454,-0.6108174844,-0.6379670619000001,-0.4549784893
SRX6489455,-0.35797789820000003,-0.37904124770000003,-0.4178252081
SRX6489456,-0.2065921872,1.0275077322,0.22211817080000001
SRX6489457,-1.5868305114,-0.0362960326,-0.5390822866
SRX6489458,-1.4136588276,0.0197514516,-0.5606582081
SRX6489459,-1.0539780369,0.8798913737,0.3093862343
SRX6489460,-1.2102491068,0.1568635478,-0.2194826838
SRX6489461,-1.8369787557000001,0.2838546958,-0.3400238179
SRX6489462,-1.3565867925,0.6250889289,0.0685325752
SRX6489463,-0.2853169518,1.0920896181,0.8610265112000001
SRX6489464,-1.0620855375,1.1326147779,0.5779041677
SRX6489465,-0.7352949549000001,1.3672691953,1.2019824507
SRX6489466,-1.7886444786,-0.066745411,-0.5045289348
SRX6489467,-2.1806235776,0.4139349403,-0.6305184192000001
SRX6489468,-0.9286329440000001,0.6910226587,0.234992732
SRX6489469,-1.2610452993,0.6021939881,-0.2312585027
SRX6489470,-1.8640684091000002,0.007104007000000001,-0.6208551296
SRX6489471,-0.5698140109000001,1.1537142674,0.5304134570000001
SRX6452027,2.8546356164,2.0340193803,1.3302998399
SRX6452029,-0.0302481508,-0.0110648751,-0.1310117716
SRX6452030,2.7120894778,2.0093803743,1.908978785
SRX6452031,-0.5987936194,-0.38451029140000004,-1.0903635777
SRX6452044,-0.4280534982,-0.4976642706,-0.9552388805
SRX6452045,-0.9440824793,-0.015031926800000001,-0.7339468920000001
SRX6452046,-0.8601325104,-0.0704838332,-0.9957722098
SRX6452047,4.6006432515,2.8548179591,2.7441682074
SRX6452048,0.0302481508,0.0110648751,0.1310117716
SRX6452059,5.2412972434,2.9639017558000003,2.74999011
SRX1828491,-0.38325156250000003,0.40902567640000004,0.7074100885
SRX1828492,-0.8449290931000001,-0.8930912743,0.5794775675
SRX1828493,-1.1148420213,-0.2496951536,0.0611528921
SRX1828494,-1.1892615518,0.3582711777,0.302665006
SRX1828495,-0.4614431007,0.38793614270000004,-0.5501747814
SRX1828496,-0.8857769756,-0.11983482420000001,-0.2425478063
SRX1828497,-2.1786496864,-0.9786873797000001,-0.4847835569
SRX1828498,-1.762657102,-0.3195083469,-0.3390308956
SRX1828499,-0.8052128838,-0.9367178537,-0.08241920970000001
SRX1828500,-1.4007843366000001,-0.4361971703,-0.1026468903
SRX1828501,-0.4307314602,0.3891275054,0.2968353563
SRX1828502,0.18767386290000002,0.3105782333,0.6735296426
SRX1828503,-0.6908646218000001,-0.0350849707,-0.1120541349
SRX1828504,-1.4275843933,-0.1841113875,-0.2762665673
SRX1828505,0.2754927903,0.8363232816,1.0228880996
SRX1828506,-0.33891127120000003,0.42010076630000004,1.429601907
SRX1828507,-0.0760797503,-0.5351160655,-0.2425556392
SRX1828508,0.0760797503,0.5351160655,0.2425556392
SRX3796953,-0.0334527326,-0.1335812345,-0.1316107078
SRX3796954,0.0334527326,0.1335812345,0.1316107078
SRX3796955,-2.6656037328,-0.2040120884,-0.3114356967
SRX3796956,-1.3380520628,0.2527902383,0.3295436465
SRX3796957,-0.9836755357,0.08408055860000001,2.3719852848
SRX3796958,-0.4463018794,0.24309297370000002,1.764353945
SRX3796959,0.43791322390000004,1.3673156641,1.0838371212
SRX3796960,0.39245739890000003,1.1348375205,0.9192796157
SRX3796961,1.5778136073,0.6215142402,0.7276953023
SRX3796962,0.5463131158,0.0846154345,0.0447975999
SRX3796963,-0.5186963971,0.1188709029,2.2742682134
SRX3796964,-1.0755987838,0.5346301896,2.0635670066
SRX3796965,-2.0113320989,-1.9806528507,-3.5488796827
SRX3796966,-1.9350830122,-1.8067980887,-3.5968025755
SRX3796967,4.4722115672000005,2.474495029,1.0716996448
SRX3796968,4.588891478,2.4245996622,1.4778488821
SRX3796969,3.0989144106,1.9126246868,1.9272049149
SRX3796970,2.0970558038,1.8016622322,1.9049786732
SRX3796971,-0.6498375227000001,-0.855121189,0.2627086039
SRX3796972,-0.9952934134,-1.0807175824,-0.0487940739
SRX3796973,-1.9917905325,-2.0104479512,-0.39585538470000003
SRX3796974,-0.7970214401,-0.8676891927,0.5840091110000001
SRX3796975,-0.9565089056,-0.9448551644000001,2.3840016443
SRX3796976,-1.6542888659,-1.1780005333,1.8718541390999999
SRX3796977,2.4280612692,2.39981271,2.2670824208
SRX3796978,1.0985958587,1.9131981913,1.7957549281
SRX3796979,1.5826100388,0.1415347285,1.0813992994
SRX3796980,1.5729413831999999,0.2649003928,0.9818783270000001
SRX3796981,-0.0625389264,-0.1788411214,2.4643984211
SRX3796982,-0.5852157819,-0.1185464839,2.2361288179
SRX3796983,-1.7779236950000001,-1.4642619111,-2.9058143901999998
SRX3796984,-2.0614791123,-1.3264643234,-2.983579104
SRX3796985,3.7424316718,2.5143605624000003,1.0947864892
SRX3796986,3.9046066786,3.0181828181,1.9452452033
SRX3796987,-1.7428961041000002,-1.4689482925,-0.5555285357
SRX3796988,-1.9790093997,-2.1328166161,-1.2249072589
SRX2568270,-0.015037548400000001,0.2139013288,0.2273322996
SRX2568271,-0.0121926785,-0.30699274390000003,-0.2212560184
SRX2568272,0.5721053668,-1.2937001505,-0.19644832510000002
SRX2568273,-0.8217732867,-0.9150555656,-0.6239938976
SRX2568274,-1.1614379391,-0.44238208630000003,-0.12957312240000002
SRX2568275,0.015037548400000001,-0.2139013288,-0.2273322996
SRX2568276,0.1193954651,-1.1161857853,-0.21090329060000002
SRX2568277,0.6647263938,-0.695181324,-0.0549460997
SRX2568278,0.8361886441,-1.0721038192,-0.0942399563
SRX2568279,-0.45181846480000004,-0.1525112409,-0.9682936657000001
SRX3421856,0.16347429060000002,0.0595825367,-0.09027419390000001
SRX3421857,-0.16347429060000002,-0.0595825367,0.09027419390000001
SRX3421858,0.9653815040000001,1.8811467249,2.1085921628
SRX3421859,1.2609856211000001,2.2042343941,2.1791524409
SRX3421860,1.1585730013,0.2131654185,0.14591896740000002
SRX3421861,1.8673199935,1.2527272416,1.1061016072
SRX3421868,0.5867516918,0.8593558962000001,1.2041849507
SRX3421869,0.4091750203,0.6239842090000001,0.2916606195
SRX2606337,-0.060881542600000005,-0.0008473587,-0.5448927581
SRX2606338,0.45297905320000004,-0.0793626733,-0.22170508660000002
SRX2606339,0.0734044315,0.4143786163,-0.5379820976
SRX2606340,0.0061850497,0.9521306286000001,0.25850512470000003
SRX2606341,-1.4300282911,-0.031612400400000004,1.0926467296
SRX2606342,-0.8527719188,1.6669039367,1.169086706
SRX2606343,3.5972555415,2.9282149753,3.4950685964
SRX2606344,-1.7927982946,0.2607138841,0.840033723
SRX2606345,0.8599959859,1.4888194701000002,2.8308285932
SRX2606346,1.7839913008,1.4756977319,1.3317690489
SRX2606347,0.4205306961,-0.0130706846,0.4015879225
SRX2606348,-0.5096393981,-0.5946512739,-1.0319414557
SRX2606349,-0.2750325684,0.3145440148,-0.5707558207
SRX2606350,-0.2364657949,0.3194070133,0.0106050465
SRX2606351,-1.8630231991000001,0.2628069423,0.8396628846
SRX2606352,-0.10214914100000001,1.7964522614,1.4112423343
SRX2606353,1.8811415856,0.8141781467,1.3138725692
SRX2606354,-1.577919537,0.1385547963,1.0697569936
SRX2606355,0.8474031143,1.7184787397,2.7636628193
SRX2606356,1.4668249779,0.7675303202,1.4111065373
SRX2606357,-0.35964915350000004,0.0139180432,0.1433048355
SRX2606358,0.3250407376,0.11218681280000001,-0.40598691670000003
SRX2606359,0.0690145005,0.6027254083,0.29543858300000003
SRX2606360,0.5156834808,1.1509954443,0.39780484110000003
SRX2606361,-1.3878154084,-0.6527617429,0.7825865601
SRX2606362,-0.9397641882000001,0.9928814859,1.1929517958
SRX2606363,3.3049398958,2.5476289804,3.10736669
SRX2606364,-1.5210552669,0.374639027,1.1530068093999999
SRX2606365,1.2597841837,1.7337893763,3.1764136724
SRX2606366,1.5525721903,1.3522405014,1.483579351
SRX3648427,-0.0777570918,1.1508087194,0.5076675643
SRX3648428,-0.2577447766,0.4212695481,0.6951321571
SRX3648429,-0.8633592674,0.3002394702,1.2280884955
SRX3648430,1.6304309825,1.0296681711,0.38827854430000003
SRX3648431,1.6453164501000002,1.0190585722,0.6417958675000001
SRX3648432,0.8272729199000001,0.9129990553,0.5384381117
SRX3648433,0.194313909,0.7438906798,0.7411797958
SRX3648434,0.40381523210000003,0.1451770513,0.22371543630000001
SRX3648435,-1.2603874914,-1.7702723748,-0.9038748276
SRX3648436,-0.0875405588,-0.7623660148,-1.5502380721
SRX3648437,-0.2263997144,-1.1443902132,-1.8865195842
SRX3648438,-0.099853198,-1.6825730731,-1.6764413507
SRX3648439,-1.2097995622,-0.700930016,-0.1447757926
SRX3648440,-0.901716186,-0.3327698395,0.1055692861
SRX3648441,-2.3617573959,-2.6470853884,-1.5883884721000001
SRX3648442,0.9231505885,0.681919104,-0.584891206
SRX3648443,0.3992122898,-0.5236533091,-1.226121342
SRX3648444,0.1124801292,-0.9211850061,-1.1469101269
SRX3648445,0.3605878594,0.9215962999,1.0346788695
SRX3648446,0.7424862072,0.41620211830000003,0.9256546093
SRX3648447,-0.21591247530000002,0.41898726340000003,0.6907490669
SRX3648448,0.4465223265,0.7519090176000001,0.39069972950000004
SRX3648449,0.13268511500000002,0.7823305312000001,0.3737740805
SRX3648450,1.113802313,1.2086616352,1.1557230887
SRX3648451,0.5496463481,0.6816755069,0.5147653964
SRX3648452,-0.9843812459000001,-1.5340193248,-1.0248370459
