,A,MetR,MetJ
SRX2391460,-1.0506227516,-0.1122329068,-0.23027235570000001
SRX2391461,-0.9229436319000001,0.0857094898,-0.1587074078
SRX2391462,-0.5298058109,0.21610010440000002,0.0404358753
SRX2391463,-0.5710842891,0.2435937884,0.0334976757
SRX2391464,-0.5229849136,0.174199131,0.0042801279
SRX2391465,-0.5174793829000001,0.1337590118,0.0991904152
SRX2391466,-0.6765785957,0.1307713949,0.0531486095
SRX2391467,-0.0530773207,-0.0083597203,-0.0033724308000000003
SRX2391468,0.0777408767,-0.111844249,-0.056579437600000004
SRX2391469,0.0418232236,-0.2781521329,0.0051827836
SRX2391470,0.27907174700000004,-1.1613721578,-1.244883492
SRX2391471,0.04603447,-0.15257216340000002,-0.728755193
SRX2391472,-0.1838975206,-0.4500673489,-1.0233240611
SRX2391473,-0.5074051049,-0.3469828367,-0.7369406448
SRX2391474,-0.6953734639,-0.51577217,-0.3415045067
SRX2391475,-0.7515055404000001,-0.5078109719,-1.0712946712
SRX2391476,-0.6562588378,-0.1234487778,-1.0546567945
SRX2391477,-0.36427454610000004,0.130930602,-0.4634676018
SRX2391478,-1.9319068700000002,-0.2435523454,-0.3012780399
SRX2391479,-0.59934497,0.060410911500000004,-0.6809379379
SRX2391480,0.0685344878,0.0876453442,-0.7540662854
SRX2391481,0.10476649360000001,0.1063696761,-0.2468981428
SRX2391482,0.0835260389,0.09680412020000001,-0.6717595815
SRX2391483,-0.3352717371,0.1380122155,0.1103374419
SRX2391484,-0.5167533724,-0.37997317810000003,0.0044588645000000005
SRX2391485,-0.6526192783,-0.38418061610000004,-0.056121325900000005
SRX2391486,-0.6701504599,-0.31618242350000003,-0.15256714870000002
SRX2391487,-1.0614641539,-0.2881596487,-0.23060301600000002
SRX2391488,-1.2323213143,-0.0111852745,-0.1104920724
SRX2391489,-0.9274432301000001,0.11744778210000001,-0.026086267200000002
SRX2391490,-0.7052094368,0.1083587223,-0.023544320400000002
SRX2391491,-0.6055149847,0.20335365860000001,-0.0142414718
SRX2391492,-0.6590308753,0.1935040358,0.2753380109
SRX2391493,-0.2657621464,0.21568516170000002,0.0722004669
SRX2391494,-0.7684307777,0.2474531195,0.0433792917
SRX2391495,0.0530773207,0.0083597203,0.0033724308000000003
SRX2391496,-0.0079686892,-0.2835408083,-0.1118972085
SRX2391497,0.5024003493,0.075173429,0.0917804328
SRX2391498,0.0375846971,-0.44903108300000005,-0.8548851805000001
SRX2391499,-0.0934674296,-0.7089324465,-0.9236775529000001
SRX2391500,-0.4819482658,-0.43447916350000004,-0.8828763209
SRX2391501,-0.7819783459,-0.4038853536,-0.575719387
SRX2391502,-0.5893456463,-0.465412156,-0.32767071940000003
SRX2391503,-0.9440457701,-0.1223345353,-1.0586136974
SRX2391505,-0.5497449818,-0.0748231981,-0.9155743841
SRX2391506,-0.4049738134,0.0986200693,-0.5858001665
SRX2391507,-0.9336267067,0.113697766,-0.2026922336
SRX2391508,-0.8888763335000001,-0.1839451473,-0.3722926158
SRX2391510,-0.041212860500000004,0.0065556913,-0.7668090457000001
SRX2391512,-0.19375948340000002,-0.0595915489,-0.7920321494
SRX2391513,-0.1874488822,0.011332391800000001,-0.3716677057
SRX2391514,-0.5386694523000001,0.2017498952,-0.0260446259
SRX5632598,-0.4366032728,1.4610479292,0.7073194996000001
SRX5632599,-0.16626827200000002,0.9095136768000001,0.52828403
SRX5632600,0.8862176503,1.168861104,-0.4208345673
SRX5632601,0.0270098232,1.1801933089,-0.121363753
SRX5632602,-0.8093705010000001,1.5077205664000002,0.41581489320000004
SRX5632603,-0.6470976984,1.7893941057,-0.4014963378
SRX5632604,0.1498568999,2.2602453882,-0.1533269789
SRX5632605,0.4511970778,2.1784364402,0.15576048380000002
SRX5632606,-0.4254825317,0.8990173461000001,0.0838137935
SRX5632607,0.0280909241,0.4873848732,0.5484667813
SRX5632608,0.0042785153,-0.6865830533,0.11722742030000001
SRX5632609,-0.5110230444,0.4164796556,0.11628054600000001
SRX5632610,1.2696885073,-0.3466654373,-0.3151130278
SRX5632611,0.5067445291,0.2701033977,-0.23350796640000002
SRX5632612,-0.0135792033,0.3227370806,-0.323101375
SRX5632613,0.0322760559,0.0022539171000000003,0.7196485938
SRX5632614,-0.1580403618,0.493221581,0.1216395173
SRX5632615,0.9433768017,0.1924008116,-0.5187863683
ERX2874132,-5.5897944027,0.4495651673,-0.9573906192
ERX2874133,-4.5317853949,-1.0192468575,-2.1905655730999998
ERX2874134,2.9218700677,1.0820725529,-1.1341992313
ERX2874135,2.5523084279,1.1145733674,-0.9490409595
ERX2874136,2.1468079843,1.6028400710000001,-1.2635309339
ERX2874137,1.4441221836,1.7950438102000001,-0.521238712
ERX2874138,-0.536160725,0.0488073175,-2.3179392163
ERX2874139,-1.0627265029,-1.0472411857,-2.6480426655000002
ERX2874140,-0.8930805181,-0.0122991479,0.0447276822
ERX2874141,0.8930805181,0.0122991479,-0.0447276822
ERX2874142,-2.071661194,-0.0997075863,-2.1250276629
ERX2874143,-1.0403792716,0.7774564386,-1.7601607491
ERX2874144,-0.1629250052,1.132211221,-1.205888587
ERX2874145,0.2974976539,0.5577981989,-1.5857621074
ERX2874146,-1.9464236937,0.9027854884000001,-0.31097742300000003
ERX2874147,-0.9116477176000001,0.34322106420000004,-1.0057397686
SRX1300292,0.0996748465,-0.2760107961,-0.22390514800000003
SRX1300293,-0.0996748465,0.2760107961,0.22390514800000003
SRX1300299,-0.15105000100000002,1.2102158277,0.27899696700000004
SRX1300300,0.0182461241,0.3756017129,0.0269600033
SRX1300304,-0.3420576789,1.4978660149,0.6528634998
SRX1300305,-0.3660219656,0.5332750366,0.3781351982
SRX1300306,-0.1961122012,0.9831870699,0.24145908400000002
SRX1300310,-0.4227261103,1.2976157627,0.296391071
SRX1300311,-0.9602317840000001,1.6055940112,0.47865422230000004
SRX7291195,1.3499990098,0.7513818431,-0.0985925401
SRX7291196,1.4193900782,0.7181523496000001,0.211075339
SRX7291197,1.5209681729,0.8807354664,0.0530217656
SRX7291198,-0.1345566061,0.11272234360000001,0.1779915656
SRX7291199,0.059591938500000004,-0.071456848,-0.0623021843
SRX7291200,0.0749646676,-0.0412654956,-0.1156893814
SRX7291201,1.399151865,0.9372113479,0.061708048
SRX7291202,1.3555635219,0.7577315462,0.0217685613
SRX7291203,1.3706332243000001,0.7431917214,0.10776042200000001
SRX7291204,0.2542231225,0.23564137970000001,0.1506116066
SRX7291205,0.3355120379,0.3985914084,0.1042372596
SRX7291206,0.2656650342,0.15667163280000002,0.2056874534
SRX2436955,-0.5392544937,0.0215794896,-0.38370716800000004
SRX2436956,2.7010799213,2.095768338,0.7200732855
SRX2436957,2.4639085331,2.055656585,0.7607483153
SRX2436958,2.8394671793,2.4151505128,0.9630692527
SRX2436959,3.0876016619,1.0579944856,0.1600301972
SRX2436960,0.873962189,0.477057903,0.7011308839
SRX2436961,4.8722081846,2.2055770034,0.8490364641
SRX2436962,-1.5362199504,0.3094706689,0.9775495590000001
SRX2436963,1.5553925258999999,1.4940528623,0.2026706069
SRX2436964,1.3995533292,1.4504906028,0.9309064975
SRX2436965,-0.8397637732000001,3.3337156916,-0.20175718650000002
SRX2436966,1.0319589,1.4872142161,0.2234336589
SRX2436967,4.7600518607,2.2550360878,0.9101661098
SRX2436969,1.937257282,1.4430552673,0.2082728398
SRX2436970,1.4502206688000001,1.3791303282,0.1535206646
SRX2436971,4.9104862047,2.106486929,0.7089631332
SRX2437029,-1.552221493,0.0328744844,0.7742367273
SRX2437030,-0.2834227431,-0.0354403061,-0.8875114899000001
SRX2437031,-2.2096002694,-0.7561708419000001,0.3338026501
SRX2437032,-2.0967428146,-0.46898719790000004,-0.1218847413
SRX2437033,0.0562793194,-0.7060803836,-0.6271699586
SRX2437034,-0.6385773619,3.2229036204,-0.3987958092
SRX2437035,3.7362813459,2.7416567679,0.3274965835
SRX2437036,3.9615243679,2.6664304167,0.6056369979
SRX2437037,1.8826945291000001,1.2638209241,0.7170839944
SRX2437038,1.0727938459,1.4220879032,0.4078223877
SRX2437039,-1.2356473863,-0.4110306177,0.2875491237
SRX2437040,3.8297444633,2.7410837641,0.4769815522
SRX2437041,-0.4128706435,-0.1692718677,-0.3840277593
SRX2437042,-0.8987309666000001,-0.7664789168,-0.1690927673
SRX2437043,2.1286006684,1.2538784959,0.7759982028
SRX2437044,-0.1958093524,-0.8863546572000001,-0.2741779506
SRX4705203,2.464481046,2.5556169517000003,0.2724350547
SRX4705204,4.0598906922,1.8006558071,-0.0231102929
SRX4705205,3.3976440883,1.7807872988,0.24580151600000003
SRX4705206,3.3322689883,1.5350519491,0.2482377278
SRX4705207,1.1692447451,0.7978462292,-0.2558656247
SRX4705208,0.7387392894,0.9331175695,0.14033762
SRX4705209,0.9015559646,0.5673508559,-0.5517747887000001
SRX4705210,3.4157619455,1.8059050664,-0.2294110972
SRX4705211,3.4366169465,2.1889619441,0.0337840232
SRX4705212,3.4972700573,2.1950657831,-0.0391230708
SRX4705213,0.8498034434,-0.2860347284,0.0485698917
SRX4705214,0.1805068316,-0.1036687127,0.2929505958
SRX4705215,-0.1888279262,0.3640366653,-0.2190441517
SRX4705216,0.1462656637,-0.22221743730000001,0.026539167000000002
SRX4705217,-0.7276344869,0.1283568527,0.0235556543
SRX4705218,-0.2601135256,0.1195273604,-0.17257115720000002
SRX4705219,3.2238184631,1.0903530517,0.1116731031
SRX4705220,2.8854444344,1.1116116175,-0.1729169944
SRX4705221,4.2611163922,1.5360726008999999,0.07408524550000001
SRX4705222,3.1046617993,0.6090729701,-0.0070777965000000005
SRX4705223,2.3158231901,2.7726841669,0.5566939240000001
SRX4705224,2.1877994828,2.4568461184,0.40188067780000003
SRX4705225,3.4136680351,1.2556753985,-0.4361089885
SRX4705226,3.2423036173,0.9664341929,-0.3365706176
SRX4705227,3.0721255964,1.1014014165,-0.20592339810000002
SRX4705228,3.661496269,1.5142978482,0.38232834130000004
SRX4705229,3.8114742361,1.4084532375,0.39020237080000003
SRX4705230,3.2695630324,1.7174138735,0.432091459
SRX4705231,3.5370581113,1.7097040604,0.4961982612
SRX4705232,3.4286313946,1.2929386009,-0.0406194584
SRX4705233,0.9508312332000001,0.1453974785,0.40323372220000003
SRX4705234,2.1706643729,1.8136168547,0.48711207580000004
SRX4705235,0.3746747596,2.2214567823,0.48579369590000004
SRX4705236,3.2614844791,2.2782711491,0.7248374812
SRX4705237,0.6229335046000001,1.1742330045,0.4617258567
SRX4705238,0.4410516076,2.3644614419,0.5455036811
SRX2038319,-3.7863162551,0.7886564241,-0.44455757300000004
SRX2038320,-0.7192129761,-0.34337797600000003,-0.07349932170000001
SRX2038321,-4.0213111314,-0.21994965600000002,-0.6426533117000001
SRX2038322,-2.5075815944,1.1771376762,-0.2521794378
SRX2038323,1.9371424868,0.16585022970000002,0.1486783079
SRX2038324,2.0028987091,-0.3134922752,-0.22403381320000001
SRX2038325,-3.6243169987,-0.5515484071,-0.9740337066
SRX2038326,-2.029129941,-0.7440453549,-1.1597831427
SRX2038327,-3.9765131290999998,-0.061198315100000004,-0.6694981382
SRX2038328,-2.0517263934,0.2535378642,-0.7842153982000001
SRX2038329,2.5802271023000003,-0.0322742102,-0.135491788
SRX2038330,1.4634378528,-0.0405049019,-0.4056488446
SRX2038331,-0.301737907,0.11810884790000001,0.0915507026
SRX2038332,-3.4159816109,-0.0110918638,-0.3686844888
SRX2038334,1.1705940544,0.5348197792,-0.0081930987
SRX2038335,0.1639416413,-0.6195558555,-0.2585235139
SRX2038336,0.9048144124,-0.1561127759,-0.39480038700000003
SRX2038337,0.33906557940000004,0.6391143346,0.1601223884
SRX2038338,2.4177661144,-0.0571207478,0.2829069654
SRX2038339,-4.1711707503,0.39737888600000004,0.3925218431
SRX2038340,1.4277203893000001,-0.2584249272,0.3076686816
SRX2038341,0.0680605876,1.7264821254,0.9160994852000001
SRX2038342,2.5136695401,-0.5806635072,0.2666743219
SRX2038343,1.2594903136,-0.3817313272,0.2697014638
SRX2038344,0.9494419041000001,-0.1587903201,0.3820266268
SRX2038345,0.4455803232,0.5720011643,0.510100643
SRX2038346,-5.1194570992,0.11204047160000001,0.5381675508
SRX2038347,-8.0033294499,0.3818981601,0.3100060942
SRX2038348,-7.4585215161,-0.341413819,0.5982968755
SRX2038349,2.3950813606,-0.6696593998,0.24999638200000002
SRX2038350,1.9306537407,0.37075511580000003,0.671874637
SRX2038351,2.1088215035,-0.45700557610000003,-0.2114313229
SRX2038352,0.39953073650000004,0.5509521454,0.7734465991
SRX2038353,0.5361631323,0.30189744500000004,0.3258922841
SRX2038354,0.8936050752,0.1388614102,0.5594105866
SRX2038355,-0.549515828,3.0085132418,1.5770044389
SRX2038356,0.809382887,1.1993255872,0.5101864326000001
SRX2038357,1.3685501406,-0.7315356763,0.16165060750000002
SRX2038358,1.4381654747,-0.2122164176,0.2713891205
SRX2038359,0.5672551736,-0.28184840910000003,0.4443337397
SRX2038360,0.38150503410000003,1.5994319726000001,1.0637316182
SRX2038361,0.5771488575,-0.46497878740000004,0.1042733111
SRX2038362,-1.1266780126,0.4697318916,0.7958231859
SRX2038363,0.10804632700000001,0.8042663792,0.7820633595
SRX2038364,0.4109315297,0.2785773288,0.5755224902
SRX2038365,-5.4943810664,0.236582904,0.4469017035
SRX2038366,-7.7928272902,0.3123327919,-0.0250273069
SRX2038367,-7.3227117827,-0.5301466285,0.4344265137
SRX2038368,1.125905901,1.1017221749,0.7220865769
SRX2038369,0.7126970589,0.3671939013,0.2403929626
SRX2038370,-0.7059097480000001,3.0156912048,1.4016948773
SRX2038371,-0.5648668545000001,0.7592506847,0.6832923287
SRX2038372,-0.9336342922,1.3986265977,0.5164918723
SRX2038373,-0.9313934841,0.34075888600000004,0.6160306839
SRX2038374,-1.5720013871,4.3564833265,2.1466770477
SRX2038375,-1.0929738395,3.3257914654,1.4674716018
ERX530520,-0.1255380332,-0.0566049504,0.0172716932
ERX530521,0.8802477119000001,-0.0344408515,-0.1722528265
ERX530522,0.19201796710000002,0.0084585297,-0.2872955592
ERX530523,-0.6481235265,-0.2116854421,-0.3856764387
ERX530524,0.1255380332,0.0566049504,-0.0172716932
ERX530525,0.2839510407,-0.021186415400000002,-0.3656117099
ERX530526,0.40306704990000003,0.1076230526,-0.010722842100000001
ERX530527,0.25701035,-0.1154452257,-0.22066506190000001
ERX3212443,-3.2605797635,0.3873129725,0.3801644554
ERX3212444,-3.7406350396,-0.17477158010000002,0.2058587497
ERX3212445,-3.6647537129,-0.2478590051,0.1912598099
ERX3212446,-4.3986710509,0.0161781958,0.3045976797
ERX3212447,-0.12961544690000001,0.6337646711,0.279491191
ERX3212448,-0.4386295234,0.549761986,0.4213359823
ERX3212449,-1.6399481929,-0.7110254685,-0.1512146392
ERX3212450,-0.074182097,-0.436185511,-0.1271130447
ERX3212451,1.7141302899,1.1472109795,0.2783276839
ERX3212452,0.2886484595,0.3106746819,-0.30323105840000003
ERX3212453,-1.9486132764000001,-0.6690919295000001,-0.2213842742
ERX3212454,-1.365270302,-0.4817678789,-0.048239627800000004
SRX7478973,-0.07593449220000001,0.4723886648,0.3165648169
SRX7478974,0.1261819036,-0.9955586258,-0.4835261783
SRX7478975,-0.050247411400000004,0.523169961,0.16696136150000002
SRX7478976,-0.2828677411,-0.4207689127,0.1458076186
SRX7478977,-0.0804674977,-1.0001470485,-0.0225986974
SRX7478978,-0.4222780548,-0.1667431834,0.2397365234
SRX7478979,-0.3795796198,-0.6040424388,0.2989097429
SRX7478980,-0.3616961467,-0.6103720342,0.44073038080000004
SRX7478981,-0.6471395271,-0.5639649921000001,0.2754333068
SRX7478982,-0.428306764,-0.4149617628,0.0634589962
SRX7478983,-0.4438931158,-0.4879337278,0.1770322216
SRX7478984,-0.607364094,-0.2853395293,0.1026359963
ERX1521038,0.1079309819,0.2109931571,-0.26176316720000004
ERX1521039,-0.1697941905,-0.07858725350000001,-0.17830580710000002
ERX1521040,0.1214851289,0.3316012675,-0.24138249380000001
ERX1521041,-0.0746742759,0.2253030933,-0.35358006270000003
ERX1521042,1.1666125297,0.1718308713,0.0064106020000000005
ERX1521043,0.31763913400000005,0.4845992744,-0.6413096351
ERX1521044,0.7708905095,0.1780517218,-0.06625529250000001
ERX1521045,-0.7708905095,-0.1780517218,0.06625529250000001
SRX621182,-1.0672744952,-0.7109013876,-1.7731044813999999
SRX621183,-0.9923360769,-1.0642522581,-1.9971017047
SRX621184,-2.1902124907,-1.6508816999,-3.0935050985
SRX621185,-1.9026106889,-1.8521829741,-2.6250891941
SRX621188,-2.518933191,-1.4891119055,-3.1971450262
SRX621189,-1.458766108,-1.3119164056,-3.4187831886
SRX621190,0.35796791640000003,-0.030249654600000002,-0.0446052957
SRX621191,-0.35796791640000003,0.030249654600000002,0.0446052957
SRX621192,-0.7414953751000001,-1.6324155619,-2.1798548596
SRX621193,-0.7471824155,-1.6065078181999999,-2.1140459498
SRX6489436,0.08082295760000001,0.39444413650000004,0.3857778712
SRX6489437,0.5346487981,0.31832121760000004,0.33415692620000004
SRX6489438,0.39870794070000004,0.0621758346,0.14217560370000001
SRX6489439,-0.36049138410000003,-0.4761769093,0.0605306423
SRX6489440,0.1487443426,-0.4186989206,-0.1258063511
SRX6489441,0.2117470414,0.8948758299,0.0652757088
SRX6489442,0.2623349471,-0.2654499286,0.19855633120000002
SRX6489443,0.4571334745,-0.2277963664,0.5285186353
SRX6489444,0.0059067247,0.4741576145,-0.0276942311
SRX6489445,0.2898637419,-0.1476520975,0.3101087258
SRX6489446,0.08392378240000001,-0.0794933503,0.23579587670000002
SRX6489447,-0.9092110267,0.9430980160000001,0.0926653644
SRX6489448,0.8114622976,-0.8563288131000001,0.42580230280000003
SRX6489449,0.5942191691,0.07333229570000001,0.7112077564
SRX6489450,1.5771256926000001,0.014136387200000001,0.5330717446000001
SRX6489451,0.8125426164,-0.08963141300000001,-0.0242933166
SRX6489452,0.7906051261,0.1419417551,-0.0471157186
SRX6489453,0.6392420972,0.49887763830000004,-0.1047326325
SRX6489454,0.1839215778,-0.0345796081,-0.0163549843
SRX6489455,0.4685693694,0.2620215833,0.0082359366
SRX6489456,0.1491920253,0.2621689781,0.059376956300000006
SRX6489457,3.7736208448,1.1281091775,0.2672390459
SRX6489458,5.2012167178,0.6244571163,0.030937310800000003
SRX6489459,5.1238151115,0.8676987468,0.3299151491
SRX6489460,4.2470284642,0.5835214407,0.0753850464
SRX6489461,5.4985644409,0.9275768874,0.1735491926
SRX6489462,5.3105473166,1.1739197119,0.4870371565
SRX6489463,4.7549666839,0.2166581219,-0.058926085700000005
SRX6489464,5.0485925482,0.293012633,0.2611450127
SRX6489465,5.4225647918,1.8576789363000001,0.7868633183
SRX6489466,4.0352078938,0.9309289787,0.12558574790000002
SRX6489467,5.2834811764000005,1.3695333494,0.5446911949000001
SRX6489468,5.9074541901,1.6827195159000001,0.3655644621
SRX6489469,4.8527371363,1.4870798164,0.33524472250000004
SRX6489470,5.3789793808,0.8281749753000001,-0.1772571721
SRX6489471,6.0173808539,1.5978884374,0.3774345101
SRX6452027,-2.2163514135,-1.5291897265999999,-0.8443831804
SRX6452029,0.37059737730000003,-0.12314966420000001,-0.1198139336
SRX6452030,-1.7437821743000002,-1.8568589345,-1.0080817457
SRX6452031,-0.7307044285000001,-0.7582081074,-0.22011162350000002
SRX6452044,-0.5212559498,-0.6667556575,-0.5988742675000001
SRX6452045,-1.4930303646,-0.7453576182,-0.2391731981
SRX6452046,-1.1736119343,-0.7072345272,0.1315522787
SRX6452047,-1.0625041978,-1.4881199010000001,-0.8944717148
SRX6452048,-0.37059737730000003,0.12314966420000001,0.1198139336
SRX6452059,-1.3432574961000001,-1.261128596,-0.6561553895000001
SRX1828491,-0.2997365339,0.5576304160000001,-0.1695142777
SRX1828492,-0.24987968160000001,-0.1973298138,-0.40616500440000003
SRX1828493,0.6838428179,0.44912908890000003,-0.5077965223
SRX1828494,0.7854541615,0.7272508896000001,-0.23595631600000003
SRX1828495,-0.4184112602,0.5382192087000001,-0.343437877
SRX1828496,-0.6758706048,0.29855955,-0.596325765
SRX1828497,-1.2031617419,0.3981813695,-0.5401629648
SRX1828498,0.3773186792,0.46012713650000003,-0.5988436368
SRX1828499,-0.0778708087,0.2706859394,-0.4079726971
SRX1828500,-0.2412700409,0.1925875188,-0.5634333819
SRX1828501,-1.1969048249,-0.0633645895,0.05457817500000001
SRX1828502,-0.6895051698,-0.9059140219,0.1407979521
SRX1828503,1.0459947294,1.2344468042,-0.4720652671
SRX1828504,1.9962863995000002,0.6277660146,-0.6218617240000001
SRX1828505,-0.7241886292,0.2012360236,0.09866420270000001
SRX1828506,-1.2980302813,0.24396214,0.2715223942
SRX1828507,-0.0580007877,-0.5346981586,0.07073463840000001
SRX1828508,0.0580007877,0.5346981586,-0.07073463840000001
SRX3796953,-0.0014755025,-0.1282906767,-0.0278657923
SRX3796954,0.0014755025,0.1282906767,0.0278657923
SRX3796955,-4.3616579294,-2.6651548429,-0.5242150124
SRX3796956,-4.1710119691,-2.5903537731,-0.7441428996
SRX3796957,-10.1832685442,-5.0240968627,-1.4943236742
SRX3796958,-10.0784710644,-2.0468484312,-0.3409216365
SRX3796959,-3.5714768934,-0.7867372423000001,-0.0750239872
SRX3796960,-2.7414934432,-0.8129387375,-0.306543547
SRX3796961,-0.9900451227,-0.1501397522,0.556649916
SRX3796962,-1.4730416972,-0.0331955374,0.0617412966
SRX3796963,-10.5845468392,-4.512708534,-1.2562738099
SRX3796964,-10.2525914615,-4.4116118628,-1.0558826273
SRX3796965,-8.6610001841,-2.4322358021,-0.0030920597
SRX3796966,-8.4659703723,-2.6897968569,-0.08595696
SRX3796967,-6.3198134582,-1.0338238387,0.5440488408
SRX3796968,-1.872014052,2.2792071564,2.1640219742
SRX3796969,-8.6039888912,-3.4962415487,-1.4875295698
SRX3796970,-4.1532485046,0.1829684775,0.5718315299
SRX3796971,-1.0204983854,-0.06673551030000001,0.0008470196000000001
SRX3796972,-0.4698150984,-0.4199513928,0.0715630453
SRX3796973,-5.4482150627,-1.1273121729,-0.1803222662
SRX3796974,-3.9549600437,-1.1910878440000001,-0.2828742117
SRX3796975,-10.7353600659,-3.9320466844,-0.9925443019
SRX3796976,-10.0039719924,-3.8616151655,-1.3700501465000001
SRX3796977,-3.3028939369,-1.0297071676,-0.143958593
SRX3796978,-3.4152513371,-1.1029888171,-0.052456870100000004
SRX3796979,-1.0795162557,-0.181401479,0.4511023684
SRX3796980,-1.102066014,-0.9549073175,-0.0998584783
SRX3796981,-10.3428995325,-4.1791170405999996,-1.2353036042
SRX3796982,-9.8140612237,-4.7376340693,-1.6279434135000002
SRX3796983,-8.5171156917,-2.8069889042,0.0104075404
SRX3796984,-8.2252071511,-2.4764772126,-0.15355593550000002
SRX3796985,-6.4759846374,0.24195986760000002,0.9348224224
SRX3796986,-4.7201569733,1.6566222814,1.6537612355
SRX3796987,-10.7002324933,-4.0359706674,-1.1906714404
SRX3796988,-11.2669724075,-3.8612947782,-1.1623400528
SRX2568270,-1.3109314124,0.6340270193,0.21193858840000002
SRX2568271,1.1984181615,-2.1095286403,-0.7365512922
SRX2568272,0.2940729566,-0.0978759647,-0.9632979901000001
SRX2568273,-1.6550656792,-0.5705530903,-0.7117324746
SRX2568274,-1.3930230715,-0.7593664345000001,-0.9391198385
SRX2568275,1.3109314124,-0.6340270193,-0.21193858840000002
SRX2568276,0.7143955233,-1.7025024053000002,-0.0847807057
SRX2568277,0.8762422363,-1.9835364853000002,-1.2000185914000001
SRX2568278,0.1830609629,0.2836134937,-1.1464488801
SRX2568279,-1.8551364711,-0.0136685534,-0.8549982413
SRX3421856,0.0755088185,-0.07409757110000001,0.0430640668
SRX3421857,-0.0755088185,0.07409757110000001,-0.0430640668
SRX3421858,-3.7336503911000003,0.1380102384,0.29058572850000003
SRX3421859,-3.7193285880999998,0.21359800710000001,0.3773992651
SRX3421860,-0.7550242346,0.1601986913,0.8825946369000001
SRX3421861,0.2688052168,0.45584046920000004,0.8690280491
SRX3421868,-3.288000939,3.6553879415,2.0142661294
SRX3421869,-2.9756403169,3.7242390647,2.053493336
SRX2606337,-0.037377300700000005,-0.9220254711,-0.397937902
SRX2606338,-0.24410098260000002,-0.9153557984,-0.4800227268
SRX2606339,-1.1293437278,-1.405026421,-0.8543861439
SRX2606340,-2.7735577197,-1.3194113395,-0.7218113833
SRX2606341,-1.9547551657,4.3442029946,1.225319295
SRX2606342,-4.6664893688,2.2335591354,0.41207063120000004
SRX2606343,-4.5393165994,1.7230689608,-0.0881494929
SRX2606344,-3.0426973658,-1.8429964242999999,-0.1315445385
SRX2606345,-8.2126551341,0.3273266172,-0.0939999499
SRX2606346,0.6972870913,0.804138369,0.41019076530000004
SRX2606347,0.087144096,0.5919805618,0.2200909326
SRX2606348,-0.1280273388,-0.4411690717,-0.3006122731
SRX2606349,-1.535008678,-2.1001284174,-0.8808510193
SRX2606350,-2.7453502449,-1.3483433543,-0.5415325554
SRX2606351,-1.37739824,3.668821738,0.7816306820000001
SRX2606352,-3.8287580678,1.9351812502999999,0.1454850483
SRX2606353,-0.9987350682,1.2129551459,-0.0366298128
SRX2606354,-2.9054304408,-1.5848939368,-0.1593967855
SRX2606355,-8.4809371196,0.6741600192,-0.3118018809
SRX2606356,0.3797457146,-2.1329857342,-0.7646399613
SRX2606357,-0.0497667953,0.3300449093,0.17784696930000002
SRX2606358,-0.31649369110000003,-0.16847971080000002,-0.1900846126
SRX2606359,-1.5800799187,-1.632230902,-0.7812191547
SRX2606360,-3.3439515363,-0.2772071272,-0.2119257851
SRX2606361,-2.3746926873,5.4693793783,2.4857323004
SRX2606362,-5.1041716905,3.1076318236000002,1.1310956975
SRX2606363,-3.6139374482,3.1234331304,0.8708717168000001
SRX2606364,-3.1545201076,-1.486512065,-0.10087039980000001
SRX2606365,-8.6743395868,0.2909985067,-0.10476975820000001
SRX2606366,0.3283344749,-1.7784818337,-0.8358620515
SRX3648427,0.7929219863,-0.3072685148,-0.4776533868
SRX3648428,-0.2315549091,-0.0629872944,-0.08595554600000001
SRX3648429,-0.4274675701,0.0460344576,0.5290824127
SRX3648430,0.1581523082,-0.5330297129,-0.34656956580000003
SRX3648431,0.024455055700000002,-0.5426948701000001,-0.3248460375
SRX3648432,-0.1420552598,-1.184915009,-0.20506315660000002
SRX3648433,0.7698602088000001,0.0544360222,0.0436756562
SRX3648434,-0.0682024323,0.2344214828,0.027648481000000003
SRX3648435,-0.7957519104,0.1670439017,0.0760636656
SRX3648436,-0.1659585637,-0.30944753480000003,-0.7227220584
SRX3648437,-0.0023205417,-0.270095485,-0.5923849303000001
SRX3648438,-0.2033121957,0.5818017708000001,-0.7288430991
SRX3648439,1.4048508672,-0.6576830416,-0.0738479118
SRX3648440,0.5128764266,0.17330180550000002,0.1185926238
SRX3648441,0.4140509993,-0.2575780412,-0.0472368455
SRX3648442,0.8069498846000001,0.8178426951000001,-0.0236468351
SRX3648443,0.3445815364,0.2177609359,-0.0419196079
SRX3648444,-0.2968485719,0.7817483488,-0.1441612631
SRX3648445,0.8648409226,-0.5812424837,-0.18312334200000002
SRX3648446,0.0345824109,-0.1483888656,-0.1726648295
SRX3648447,-0.2542371391,-0.17499697420000002,-0.0464181472
SRX3648448,0.8763679679,-0.25629193710000003,-0.1305170862
SRX3648449,0.6898249051,-0.11183426240000001,-0.009276231900000001
SRX3648450,0.20695816120000002,0.378319815,0.0997429497
SRX3648451,0.0389578284,0.0041758221000000005,0.0927123256
SRX3648452,-1.0964268107,0.06276004,-0.0446351277
SRX3648453,-0.7156820519,-0.0771294776,-0.0080268296
SRX3648454,-0.8578410475,0.4496123104,-0.4022264532
SRX3648455,-1.1490107583,0.1658489391,-0.20761770440000002
