,A,BaeR,CpxR
cck_tpiA__gmos_deltpiA__2,1.5950885493,-0.887816401,-0.819637771
cck_tpiA__tpiA_ale1__1,-1.344389563,-0.263689492,-0.81881974
cck_tpiA__tpiA_ale1__2,-1.4319106427000001,-0.247862828,-0.615263613
cck_tpiA__tpiA_ale2__1,-0.2793042553,-0.41698445500000003,-0.618771931
cck_tpiA__tpiA_ale2__2,-0.3706514416,-0.42601763800000003,-0.667208149
cck_tpiA__tpiA_ale3__1,-0.9619666001,-0.315641025,-0.7112136960000001
cck_tpiA__tpiA_ale3__2,-0.5742813289,-0.25436033,-0.840223142
cck_tpiA__tpiA_ale4__1,-1.4491889586,-0.370634322,-0.811052785
cck_tpiA__tpiA_ale4__2,-1.3421600803,-0.222922386,-0.866710944
acid_tale__acid_ale1_pH7__1,-1.463903668,-0.938125089,-0.994614477
acid_tale__acid_ale1_pH7__2,-1.1222154259,-0.971461871,-1.023891623
acid_tale__acid_ale1_pH5__1,-0.9647610059,-0.01157909,-0.732899305
acid_tale__acid_ale1_pH5__2,-1.1614608023,-0.22176367300000002,-0.6827414390000001
acid_tale__acid_ale2_pH7__1,-1.2705295074,-1.024231209,-0.8973209870000001
acid_tale__acid_ale2_pH7__2,-1.1705640426,-0.838852035,-0.8682182220000001
acid_tale__acid_ale2_pH5__1,0.5257948162,-0.69690151,-0.949179184
acid_tale__acid_ale2_pH5__2,0.21621446400000002,-0.614551838,-0.8661939420000001
acid_tale__low_Mg_ale_pH7__1,-0.8733036809,-0.9015889680000001,-0.949186665
acid_tale__low_Mg_ale_pH7__2,-0.7225148222000001,-0.8564771880000001,-0.837800846
acid_tale__low_Mg_ale_pH5__1,0.3593346477,-0.488896388,-0.7709386250000001
acid_tale__low_Mg_ale_pH5__2,0.016080699400000002,-0.39294757300000005,-0.841551041
acid_tale__MES_ale_pH7__1,-1.1814286495,-0.7454175550000001,-0.7540278840000001
acid_tale__MES_ale_pH7__2,-0.968776438,-0.801581257,-0.8148888320000001
acid_tale__MES_ale_pH5__1,-0.4767048218,-0.5088811710000001,-0.5394806010000001
acid_tale__MES_ale_pH5__2,-0.2920891351,-0.012306431000000001,-0.354698448
acid_tale__gmos_pH7__1,-0.3449069389,-0.7679099920000001,-0.706185387
acid_tale__gmos_pH7__2,-0.6278554473,-0.598379839,-0.774095257
acid_tale__gmos_pH5__1,0.6345827648,-0.351977017,-0.7234331380000001
acid_tale__gmos_pH5__2,0.5347552955,-0.21120121900000002,-0.7654556250000001
adnB__wt_adn__1,-0.7380351916,-0.8358150860000001,-1.019356598
adnB__wt_adn__2,-0.2529481482,-0.307692582,-0.552720538
adnB__delydhB_adn__1,-0.6095488562,-1.491800193,-1.488277432
adnB__delydhB_adn__2,-0.8576210076,-0.7139869240000001,-0.573251727
ytf2__wt_glc__1,-0.23184502410000002,-0.40973301100000004,-0.16569815400000001
ytf2__wt_glc__2,-0.1006203615,-0.339079179,-0.126092811
ytf2__ybcM_glc__1,-0.3770235886,-0.382360179,-0.077552984
ytf2__ybcM_glc__2,-0.2054322525,-0.34499641000000003,0.046579551000000004
ytf2__ydhB_glc__1,-0.0432500235,-0.248339466,-0.17791384100000002
ytf2__ydhB_glc__2,-0.2877600782,-0.016255949000000002,-0.12174398500000001
ytf2__yfeC_glc__1,0.0343498818,-0.27311825100000003,-0.16168137200000002
ytf2__yfeC_glc__2,0.2793435461,-0.382002125,-0.146315246
ytf2__yciT_glc__1,-0.3457078049,-0.547099042,-0.136403981
ytf2__yciT_glc__2,-0.0685272609,-0.673602652,-0.16270836
ytf2__ydiZ_glc__1,-0.3462613518,-0.543015357,-0.30059193700000003
ytf2__ydiZ_glc__2,-0.1468482546,-0.49950198300000004,-0.347544938
ytf2__ynfL_glc__1,0.3755473761,-0.213169942,-0.027396886000000002
ytf2__ynfL_glc__2,-0.0662932122,-0.341432151,-0.032477141
misc2__dellon_glc__1,0.741971849,-0.04104184,0.15563279600000002
misc2__dellon_glc__2,0.0270122227,-0.15457716200000002,0.125462914
ytf3__wt_glc2__1,-0.7100945320000001,-0.67281201,-0.055816216
ytf3__wt_glc2__2,-0.6142287393,-0.36346108400000005,0.063869849
ytf3__wt_pH7_lactate__1,-0.9226277069000001,-0.893172119,0.20764949200000002
ytf3__wt_pH7_lactate__2,-0.389614724,-0.782114351,0.07324340700000001
ytf3__wt_pH55_lactate__1,-0.7644925632,-0.491868022,-0.028083327
ytf3__wt_pH55_lactate__2,-0.6683357764,-0.394755937,0.052249656000000005
ytf3__wt_pH55_HCl__1,-0.41858006940000003,-0.277200033,0.080185748
ytf3__wt_pH55_HCl__2,-0.39857784500000004,-0.39490028800000004,-0.042223853000000006
ytf3__dyieP_pH7__1,-0.5495786825,-0.613475643,0.019978848
ytf3__dyieP_pH7__2,-0.6368367899,-0.44129117100000004,0.061545379000000004
ytf3__dyieP_pH55__1,-0.48413539040000003,-0.828279568,0.10182000000000001
ytf3__dyieP_pH55__2,-0.4487523996,-0.559425096,0.268491507
