,A,Fis,Crp,Cra
mazF_ribo__mazF_total_60m__1,-1.8205406681,-0.1818851726,-0.6219598177,-0.7191670112
mazF_ribo__mazF_total_60m__2,-0.6622604887,0.2745521278,-0.6024762283,-0.40730122700000004
mercury__ctrl_t00__1,-0.4307310931,0.07487801570000001,0.0292773526,-0.1857918591
mercury__ctrl_t10__1,-0.9554109196,-0.6565833954,0.3087663784,-0.1868763263
mercury__ctrl_t30__1,-1.3600614571,-1.0427471952,0.7006973645,0.3238727241
mercury__ctrl_t60__1,-1.519048116,-1.0825620507,0.8951937533000001,0.8356858648000001
mercury__hg_t10__1,-1.3700388502,-3.3187226575,1.5099593280999999,-0.22677903370000002
mercury__hg_t30__1,-0.7299975167,-2.8191303764,1.6124665533,0.5621870492000001
mercury__hg_t60__1,-3.0550012675,-1.9491554055,1.3859830142,0.26711411300000004
mercury__pma_t10__1,0.15037043590000002,0.0452324552,0.8754740065000001,-0.1262987588
mercury__pma_t30__1,0.0028196307000000003,-0.6609366898,0.7672332111,0.3810050012
mercury__pma_t60__1,-1.3948156258,0.38973536070000003,0.2108640436,-0.1619302818
mercury__ctrl_t00__2,0.1192191157,-0.0583467747,0.0010693687,0.058426803000000006
mercury__ctrl_t10__2,-0.8480094914,-0.35616509550000003,0.25878484220000003,-0.1173781455
mercury__ctrl_t30__2,-1.4276271383,-1.3598627085000001,0.7206174857000001,0.4872405014
mercury__ctrl_t60__2,-1.5623129112,-1.4208368562,0.9635479732000001,0.9080987553000001
mercury__hg_t10__2,-1.5062928547,-3.072473064,1.4192736061,-0.0297912286
mercury__hg_t30__2,-1.2734132892,-2.7321624165,1.4553969738,0.5846082504
mercury__hg_t60__2,-1.9811347352,0.9495502798000001,-0.0283162313,-0.2218057851
mercury__pma_t10__2,0.3869781581,0.0868147542,0.8151339384,-0.1916045547
mercury__pma_t30__2,-1.2193530405,-0.3509444424,0.8881257601,0.6524467373
mercury__pma_t60__2,-0.0505619431,-0.3757595366,0.41748972510000004,0.29032078240000003
mercury__ctrl_t00__3,0.31151197740000003,-0.016531241000000002,-0.0303467213,0.1273650561
mercury__ctrl_t10__3,-0.4965592983,-0.3345950427,0.12400269800000001,-0.127055734
mercury__ctrl_t30__3,-1.0107845654,-1.4766177772,0.7564198440000001,0.6357684652000001
mercury__ctrl_t60__3,-1.2250629733,-1.498266883,0.803622138,0.8850378171000001
mercury__hg_t10__3,-1.5649059774,-3.2928138167,1.7832128196,0.0046560919
mercury__hg_t30__3,0.23761354780000002,-2.4003570599,1.5344472761999999,0.0678483553
mercury__hg_t60__3,-3.0766263141,-0.0695999777,0.7437536825000001,-0.0236504214
mercury__pma_t10__3,0.258901587,0.1518163357,1.0075067504,-0.1462217733
mercury__pma_t30__3,-0.5352650457,-0.4200043473,0.9965341975,0.361232363
mercury__pma_t60__3,-0.2036821738,-0.80639958,0.6395112446,0.3867110192
ml_abx__az_lolcde__1,0.6369048324000001,-0.9386923667,0.3949028114,0.584350059
ml_abx__az_lolcde__2,-0.28632223100000004,-0.25215089490000003,0.0860060487,0.5612321191
ml_abx__az_lolcde__3,-0.7886290457,-0.0785608581,0.3337373743,0.7252041223
ml_abx__b01__1,0.3256743123,-1.0350762236,0.5086181453,0.34205440740000004
ml_abx__b01__2,0.4370436989,-1.0935750268,0.4866754022,0.22224936680000001
ml_abx__b01__3,-1.2278441593,-0.5778258191,0.48643220260000003,0.2263666454
ml_abx__cro__1,0.6353662761000001,-0.400132172,0.3779114022,0.4854345262
ml_abx__cro__2,-0.41354651000000003,0.0676410445,-0.0306841953,0.2678998206
ml_abx__cro__3,-1.3063213238,0.5454358936,-0.2753034439,-0.2812563866
ml_abx__chl__1,3.1801290157,-0.2553892776,-1.7807047438999999,-1.2052740636000001
ml_abx__chl__2,2.8092404594,-0.2290453875,-1.6147351356000001,-1.3303265582
ml_abx__chl__3,2.7999828281,-0.2546924338,-1.7049606803000001,-1.3992202423
ml_abx__cip__1,-0.934105131,-0.24278614980000002,0.468238231,-0.2545123398
ml_abx__cip__2,-0.9064101058,0.097818468,0.26436147200000004,0.0424620631
ml_abx__cip__3,-0.9955985504,0.9171291485,-0.3907059673,-0.9677405381
ml_abx__clr__1,3.4281857153,1.0829186649,-2.0145250609,-0.8490187973000001
ml_abx__clr__2,3.8242890750000003,1.0640088512,-1.8700479492,-0.7381865388000001
ml_abx__clr__3,3.0785373446,0.747261389,-1.9839799046,-1.0849211184
ml_abx__cst__1,0.4869430024,-0.5577895195,0.4841423467,0.3246570434
ml_abx__cst__2,-0.0223459612,-0.47252782720000003,0.1252630897,0.579482291
ml_abx__cst__3,-0.6501136584,0.1080499131,0.2504433165,0.464146029
ml_abx__ctrl__1,0.825101021,-0.4885816355,0.3181897135,0.2862670263
ml_abx__ctrl__2,0.944976582,-0.2830253224,0.33640730560000004,0.3376952083
ml_abx__ctrl__3,0.14655214260000002,-0.25352381290000003,0.1284474774,0.28355337740000003
ml_abx__ctrl__4,-0.239826157,-0.010805184300000001,0.0423286529,0.2016907658
ml_abx__ctrl__5,-0.8887640035000001,0.5705837072000001,-0.3692971329,-0.5270452958
ml_abx__ctrl__6,-0.788039585,0.4653522479,-0.4560760166,-0.5821610818
ml_abx__dox__1,2.8112690536000002,-0.3413493322,-2.1031438757,-0.8909379665
ml_abx__dox__2,2.2914614769,-0.4090680726,-1.9587539556,-0.9451145184
ml_abx__dox__3,2.4807514178,-0.5037249561,-2.0893289722,-1.1784900915
ml_abx__glob__1,-0.2499194156,-0.8940291501000001,0.40077032360000003,0.6581000238
ml_abx__glob__2,-0.1317474786,-0.4743960219,0.19451078430000002,0.8599772351
ml_abx__glob__3,-1.2344779907,0.1873640392,-0.3027589365,0.1385184684
ml_abx__lvx__1,-1.6355796975999999,-0.4584529664,0.8486849750000001,-0.2185407695
ml_abx__lvx__2,-2.0949705289,0.0097164085,0.3938793786,-0.5237493508000001
ml_abx__lvx__3,-3.0535336892,0.5664126064,0.148786522,-1.3008615058
ml_abx__mec__1,-0.0008208117,-0.380567775,0.3369699572,0.5300976039
ml_abx__mec__2,-0.5682452723,0.0383145068,0.013751511800000001,0.3141896867
ml_abx__mec__3,-0.9001250748,0.6004540575,-0.22974107400000002,-0.0591681271
ml_abx__mem__1,1.3742885683,-0.45391390810000004,0.35225783860000004,0.438793453
ml_abx__mem__2,-0.3561672234,0.1440548964,-0.0962918605,0.041449978400000004
ml_abx__mem__3,-0.788242901,0.7034664111000001,-0.4193098364,-0.7209296585
ml_abx__nit__1,-0.3186988907,-0.8534728526,-0.4561378538,-0.0663100073
ml_abx__nit__2,-0.4320952497,-1.62382788,-0.3239561219,-0.2772480386
ml_abx__nit__3,-1.4615113915,-1.5527619241,-0.5009096485,-0.5173315996
ml_abx__ntx__1,8.2106766453,-2.3459602803,-1.0066348399,0.13794225740000002
ml_abx__ntx__2,10.0750398622,-2.539440609,-0.9472326698,0.45533078930000004
ml_abx__nor__1,-2.6619037789,-0.46175122770000004,0.8071856029000001,-0.1599813379
ml_abx__nor__2,-2.7395354313,-0.0564424648,0.4894051802,-0.1839737578
ml_abx__nor__3,-3.0739076476,0.5121545871000001,0.12325169,-1.000553978
ml_abx__pb__1,1.5682042627000001,-1.1460088174,0.5965313259,0.5793834407
ml_abx__pb__2,1.2626270202,-0.8156570557,0.4467565101,0.5914048513
ml_abx__pb__3,0.35420596990000003,-0.9723627498,0.5066551433,0.738351594
ml_abx__tmp__1,0.5719225019,0.0408289547,-0.4180190307,-0.3198325453
ml_abx__tmp__2,0.055296829900000004,0.6202926243,-1.1217666797,-1.6856781159
ml_abx__tmp__3,0.5210093867,0.6013987508,-1.5654300289,-1.7025706833
mut_abx__del_mutS_000nor__1,0.8294607054,0.158320857,-0.10736737830000001,-0.031780728700000004
mut_abx__del_mutS_000nor__2,-0.0932651018,-0.5197769799,-0.0089077731,-0.2470601962
mut_abx__del_mutS_000nor__3,-0.7361956035,0.361456123,0.1162751514,0.2788409249
mut_abx__del_mutS_125nor__1,-0.48116862330000004,0.2237555813,0.16900614320000001,-0.23242710490000001
mut_abx__del_mutS_125nor__2,0.034720457600000004,-0.31330570010000003,0.0010292434000000001,-0.3447267781
mut_abx__del_mutS_125nor__3,-0.0009469157,-0.0298508741,-0.1128774423,-0.220306462
mut_abx__del_mutS_250nor__1,-0.3761795603,0.6268526777,-0.0133986869,-0.2770510078
mut_abx__del_mutS_250nor__2,-1.0730163542,0.507980595,0.1636110552,-0.43489242580000004
mut_abx__del_mutS_250nor__3,-0.6041788886,0.1290958659,-0.331696997,-0.3932892277
mut_abx__del_mutS_375nor__1,-0.6497340069,0.26440007390000003,-0.038234619500000004,0.2603327419
mut_abx__del_mutS_375nor__2,-1.4409989501,0.3160523384,0.0085680138,0.1163153344
mut_abx__del_mutS_375nor__3,-0.9404487965,0.7149462841,0.11367215480000001,0.39293823990000004
mut_abx__del_mutS_500nor__1,-0.9310798696,1.3102525074,0.3878004733,0.7859913724
mut_abx__del_mutS_500nor__2,-0.8568133406,1.2980675492,0.3784077044,0.6523330356
mut_abx__del_mutS_500nor__3,-1.0270821192,1.4722694407999999,0.6438706029,0.1594684261
mut_abx__del_mutS_625nor__1,-1.9539433991,2.5269517421,1.4015203867000001,0.1912951491
mut_abx__del_mutS_625nor__2,-0.6212369081,1.9092943159,0.8077489953,1.1449997337
mut_abx__del_mutS_625nor__3,-0.5467789686,1.3594071329,0.7167135879000001,1.250561042
mut_abx__del_mutS_750nor__1,-0.4773350133,1.3575533039,0.8733453174,1.4176613845000001
mut_abx__del_mutS_750nor__2,-0.3472250135,1.5818000786000002,0.7318804379,1.2104512864
mut_abx__del_mutS_750nor__3,-0.6305407077,0.9010369595000001,0.7265351033,1.3236244123
mut_abx__del_mutS_875nor__1,-0.4400006401,2.3583454169999998,0.5601250011000001,0.8547699826
mut_abx__del_mutS_875nor__2,-0.5189072356000001,1.5072638329,1.1423196373,1.3846301315
mut_abx__del_mutS_875nor__3,-0.1904569362,2.1048721331,0.8770837162,1.0138454204
nit_yeaG__wt_Nminus__1,-0.5031559483,0.5477241604,-0.4060248421,-0.2966523447
nit_yeaG__wt_Nminus__2,0.5031559483,-0.5477241604,0.4060248421,0.2966523447
nit_yeaG__wt_Nplus__1,-3.0193984048,2.6288845283,-1.860802321,-0.487371274
nit_yeaG__wt_Nplus__2,-2.7373164035,3.781541645,-1.9932080196,0.24648453320000002
nit_yeaG__del_yeaG_Nminus_24h__1,-1.3370157107,-0.8521895308,-3.95744986,-1.0823461384
nit_yeaG__del_yeaG_Nminus_24h__2,-1.7852564443,0.2919094263,-2.376849187,0.7686622388000001
nit_yeaG__del_yeaG_Nminus_24h__3,-2.7907523359,0.7965377229,-2.4414347629,-0.1156313083
nit_yeaG__del_yeaG_Nminus__1,-0.3337840896,0.1704717865,-0.11143317250000001,-0.1149216552
nit_yeaG__del_yeaG_Nminus__2,-0.4689119216,-0.14700322130000001,0.4939784118,0.2441574411
nit_yeaG__del_yeaG_Nplus__1,-3.1794325006,2.7873144271,-1.9613924773,-0.3027948613
nit_yeaG__del_yeaG_Nplus__2,-3.4701334932,3.3983384628,-2.2687520043,-0.06721356540000001
opex__amp__1,-0.6167386622000001,0.0106630966,-0.0257376573,0.20735438120000002
opex__amp__2,0.6303017526,-0.0314216479,0.0299666606,0.0256314861
opex__amp__3,0.2665699116,0.28160218330000003,-0.11910927560000001,0.3064775468
opex__bak_amp__1,0.5154800654,-0.7078940483,-0.14152359080000002,0.037830820200000004
opex__bak_amp__2,0.35839572880000004,0.5406161042000001,-0.0528646626,0.4811783807
opex__bak_amp__3,0.6197175024,0.3416078715,0.0466087293,0.5477686202000001
opex__bak_kan__1,-0.2661600134,0.22306137040000001,0.0888972367,0.5651400414000001
opex__bak_kan__2,0.5368019270000001,-0.6152288212,-0.1208458188,-0.0178645784
opex__bak_kan__3,0.5657552141000001,0.6039110896000001,-0.1901082408,0.6875318453
opex__bak_nor__1,0.9906493734,0.3877664329,0.4066410972,0.4387658593
opex__bak_nor__2,0.326494661,0.25419436360000003,0.3008384148,0.4388912896
opex__bak_nor__3,0.6572874669000001,0.733107795,0.1735871826,0.6243244893000001
opex__bak_rif__1,0.3279536455,0.8239747516,-0.21953675190000002,-0.021139511200000002
opex__bak_rif__2,-0.5079411594000001,1.3942533223,-0.3706386875,0.35806108070000003
opex__bak_rif__3,0.10610918300000001,0.9370562256,-0.46689314190000003,-0.0655820829
opex__chx_amp__1,0.4541611414,0.0805257791,-0.0494673563,0.2170968093
opex__chx_amp__2,0.0113742679,0.07379877900000001,0.0487355099,0.0341583028
opex__chx_amp__3,0.47475477920000003,-0.0610456605,0.0882736573,-0.06883790470000001
opex__chx_kan__1,0.4889967088,-0.3153865724,-0.125182064,0.1168036481
opex__chx_kan__2,0.2749235324,-0.09975926260000001,0.010558977,0.1261891338
opex__chx_kan__3,-0.044816666500000005,-0.2467624139,0.0951398358,0.0060031047
opex__chx_nor__1,0.3523314366,0.0354689554,0.1194905215,-0.0471617841
opex__chx_nor__2,0.8321098339,0.040913869000000005,0.2237150322,0.1317909055
opex__chx_nor__3,0.26201508360000003,-0.0993756652,-0.1184232803,-0.000507356
opex__chx_rif__1,-0.2201621897,0.019979319500000002,-0.0704396684,0.2944396418
opex__chx_rif__2,0.13760022560000001,0.0075798411,-0.0825438107,0.08657757790000001
opex__chx_rif__3,0.5378969736,-0.183341529,0.0036720471,-0.15243836600000002
opex__ctrl__1,0.0304183597,0.1294809374,0.0579740377,-0.060977236100000005
opex__ctrl__2,0.4254217878,0.0030724404,-0.0560469805,0.1401264251
opex__ctrl__3,-0.4558401475,-0.1325533777,-0.0019270572,-0.07914918900000001
opex__etoh_amp__1,1.8840595827,-0.11196656390000001,0.0772652949,0.1565876287
opex__etoh_amp__2,0.2231171037,-0.2340628914,-0.0181962037,0.2790342484
opex__etoh_amp__3,1.7105712027000002,-0.103305454,0.29333133570000003,0.2325448924
opex__etoh_kan__1,1.6185842351000002,0.003959225,0.038003208600000005,0.07596320570000001
opex__etoh_kan__2,1.2070164347,-0.2698793003,0.055199946900000005,0.1351039299
opex__etoh_kan__3,1.2238555161,-0.19329256720000002,0.0970352661,0.1927704775
opex__etoh_nor__1,1.3544691663,0.0190831275,0.14530002960000002,0.14098871170000002
opex__etoh_nor__2,1.3425350012,-0.0558449529,0.1482510961,-0.015999365300000002
opex__etoh_nor__3,0.40715724540000003,-0.158097426,0.22872318360000002,0.0503658858
opex__etoh_rif__1,1.0604610428,1.4096687874,-0.1834415272,-0.3348069162
opex__etoh_rif__2,0.7185987896,1.254208742,-0.291745723,-0.392951052
opex__etoh_rif__3,0.2754694473,1.2982639862,-0.2070583333,-0.4157214896
opex__glual_amp__1,-0.5556700655,-0.2205759253,-0.28640995810000003,0.2176369463
opex__glual_amp__2,-0.8226080332,-0.07140963830000001,-0.2561673142,0.1072133666
opex__glual_amp__3,-1.088626384,-0.1212933795,-0.2033869971,0.1286123824
opex__glual_kan__1,0.1909542029,-0.29501169050000003,-0.191489569,0.22614742710000002
opex__glual_kan__2,-0.3737451411,-0.0584969476,-0.29996488930000004,0.38189227340000004
opex__glual_kan__3,0.0976674018,-0.08829609420000001,-0.2739975689,0.17133579540000002
opex__glual_nor__1,-0.6375657673,-0.3679409934,-0.2739867065,0.1468243774
opex__glual_nor__2,0.1829326707,-0.1709784298,-0.1411955001,0.3736224957
opex__glual_nor__3,-0.29366613480000003,-0.2072579834,-0.3968922552,0.0599994098
opex__glual_rif__1,-1.1868014457,1.7431673194,-0.7714632805,0.0650839
opex__glual_rif__2,-0.8786261918,1.5665725996000002,-0.9445177907000001,0.07327022820000001
opex__glual_rif__3,-1.1844755726,1.3599097557,-0.6936953239,-0.1169926317
opex__h2o2_amp__1,0.2722825451,-0.2059937966,-0.2741151042,0.2718133273
opex__h2o2_amp__2,0.5952322062000001,-0.0573683113,-0.2107467671,0.226503942
opex__h2o2_amp__3,-0.11451501500000001,-0.029702757000000003,-0.2945587492,0.30415046230000004
opex__h2o2_kan__1,0.2038879424,-0.2347448215,-0.14377662900000002,0.20237956640000002
opex__h2o2_kan__2,-0.3619111233,-0.0603726073,-0.1917551074,0.3063496127
opex__h2o2_kan__3,-1.0398790152,-0.0679694253,-0.31899979570000003,0.2595230659
opex__h2o2_nor__1,0.5865114125,-0.17613001020000002,-0.1429422108,0.0827453938
opex__h2o2_nor__2,0.5651142252,0.0083851903,-0.1039371872,0.19306830800000002
opex__h2o2_nor__3,-0.6645061484,-0.1374812167,-0.2057577352,0.0675069831
opex__h2o2_rif__1,-2.112908827,2.5894304630000002,-1.6721229036,-1.0135988511
opex__h2o2_rif__2,-2.1197001766,2.6178560271,-1.4822713578,-0.7747005866000001
opex__h2o2_rif__3,-1.7664990783999999,2.3842191472,-1.6233641556,-0.83717249
opex__ippoh_amp__1,1.8311834908,-0.0333141104,0.34011186720000003,0.48374546
opex__ippoh_amp__2,2.3120438651,-0.25120070910000003,0.31661900600000004,0.3559413354
opex__ippoh_amp__3,1.7620776202,-0.356727128,0.2924930122,0.5011152258
opex__ippoh_kan__1,2.4267694331,-0.5073658007,0.20629760900000002,0.3775755541
opex__ippoh_kan__2,1.6821527347,-0.24458693080000002,0.1434163886,0.5068639618
opex__ippoh_kan__3,1.5185991005,-0.4602663355,0.1449923987,0.49035703500000005
opex__ippoh_nor__1,2.5724817923,-0.6385978121,0.2342972617,0.5905879261
opex__ippoh_nor__2,2.428990663,-0.4029478935,0.1925245619,0.47295478420000003
opex__ippoh_nor__3,0.364891576,-0.6694164610000001,0.290042195,0.3270453648
opex__ippoh_rif__1,2.1653153652,1.429171797,-0.2225034427,-0.3212800536
opex__ippoh_rif__2,1.7291158489,1.3993569319999999,-0.3319244188,-0.1667810023
opex__ippoh_rif__3,1.6295687501,1.410184332,-0.2142957861,-0.1457684514
opex__kan__1,0.2884717456,-0.0373110787,-0.0727186524,-0.0871140761
opex__kan__2,0.3293224421,-0.18976700130000002,-0.1325552437,-0.071092812
opex__kan__3,0.43931649580000004,0.0093707557,-0.0093774403,-0.149400481
opex__nor__1,0.9080299857,-0.09947475480000001,-0.0963017972,-0.20789760470000002
opex__nor__2,0.3897036548,-0.188346642,-0.0690723906,-0.2365154387
opex__nor__3,0.8996951737000001,-0.0659888257,0.0350324265,-0.22010310260000002
opex__paa_amp__1,0.6769626104,-0.5287878713,-0.10606712300000001,-0.036099849100000005
opex__paa_amp__2,0.2689977141,0.0196978358,-0.08314191180000001,0.2201422381
opex__paa_amp__3,0.5008077276,0.1811659953,-0.030255880500000002,0.0965136587
opex__paa_kan__1,-0.6901212396,1.7213480595,-0.5907121801,-0.119101409
opex__paa_kan__2,-0.2684231409,1.6564872252,-0.5373274114000001,0.1240700847
opex__paa_kan__3,-0.3202371799,1.5717608913999999,-0.5783336185,-0.5155587688000001
opex__paa_nor__1,-0.38155400780000004,0.2168776533,0.0407122211,0.328507046
opex__paa_nor__2,0.4345328265,-0.1422545606,-0.0296138498,0.1762947142
opex__paa_nor__3,0.2903109755,0.2014249284,0.0195569859,0.3503579766
opex__paa_rif__1,-0.7372800972,2.0084936079,-0.7292056332,-0.2999140281
opex__paa_rif__2,-0.6190174253,1.8938034595,-0.696285915,-0.1434798417
opex__paa_rif__3,-0.3183907729,2.0605422853,-1.0564224947,-0.5482341095000001
opex__phenol_amp__1,0.4815310306,0.43468715900000005,-0.0794728993,0.2615455535
opex__phenol_amp__2,0.7192611351,0.43105457610000003,-0.1805611668,0.022816547000000003
opex__phenol_amp__3,1.5344961985,0.5604826816,-0.1544384115,0.14322027310000002
opex__phenol_kan__1,1.8434075914,0.38405635600000004,-0.18919337260000002,-0.2223309275
opex__phenol_kan__2,1.3243249856000001,0.0358312542,-0.29911423600000003,0.0749752857
opex__phenol_kan__3,1.7352960556,0.5522522670000001,-0.163664422,0.1732170253
opex__phenol_nor__1,2.0205479476,0.9063851323000001,-0.1706452057,0.346582485
opex__phenol_nor__2,1.4677527582,0.822714746,-0.0065019301,0.1072366045
opex__phenol_nor__3,1.017875095,0.7414614024,-0.18035648640000002,0.4683926286
opex__phenol_rif__1,-0.7475313386,2.381458618,-1.1344697468,-0.479230786
opex__phenol_rif__2,0.2099685245,2.0486431661,-0.9830774505000001,-0.0028479629
opex__phenol_rif__3,0.3226983499,2.0473322778,-1.1040875946,-0.1658786465
opex__pvpi_amp__1,0.5160389749000001,0.0068910175,-0.0633550417,-0.0397418659
opex__pvpi_amp__2,0.38443338790000003,-0.2210077698,-0.0233358193,-0.1179446096
opex__pvpi_amp__3,-0.3353984244,0.1817755285,-0.0186793965,-0.0527826593
opex__pvpi_kan__1,-0.1328735535,9.57349e-05,-0.010088120800000001,-0.11058463780000001
opex__pvpi_kan__2,-0.0696622773,-0.1622285205,-0.0220803095,-0.1565136567
opex__pvpi_kan__3,0.6092127482,-0.4048199135,-0.006971406,-0.12906845890000002
opex__pvpi_nor__1,1.7781676792,-0.0851874444,0.0043966387,-0.2105805453
opex__pvpi_nor__2,0.9894229079,0.1924743439,0.1668676485,-0.3080714573
opex__pvpi_nor__3,1.0700115755,0.037102082700000004,0.1832898366,-0.11237660390000001
opex__pvpi_rif__1,-1.1304671863,2.0417182489,-0.8509373182000001,-0.4967893231
opex__pvpi_rif__2,-1.1035427667,2.0602563744,-1.0133410348,-0.5093192857000001
opex__pvpi_rif__3,-1.4533864156,2.0621100145,-0.8552114418000001,-0.3969276883
opex__rif__1,-1.9415047181,2.0385861757,-1.0991152194,-0.1194489167
opex__rif__2,-1.3514165525,1.7348079667,-0.7051006932,-0.4480780991
opex__rif__3,-1.2029035385,2.2258016382,-0.929753295,-0.3204030815
opex__naocl_amp__1,-0.2931337464,-0.0348688222,-0.0408171479,0.2280423662
opex__naocl_amp__2,-0.0409147988,0.029804262800000002,-0.17322884830000002,-0.3420724435
opex__naocl_amp__3,-0.24244267500000002,-0.0969163918,-0.17670345610000002,-0.1789137036
opex__naocl_kan__1,-0.2485858948,0.2610054791,-0.1133158625,0.1027047519
opex__naocl_kan__2,-0.1018989475,0.1561213528,-0.0346631081,0.1911880287
opex__naocl_kan__3,0.5400306547,0.2889994125,-0.1636875546,-0.1491217709
opex__naocl_nor__1,0.8733513472000001,0.3265769888,0.0453136418,0.09587075610000001
opex__naocl_nor__2,0.8832806512,0.207254134,0.1758445305,-0.1428046738
opex__naocl_nor__3,1.0131116247,0.7210841665000001,0.16750353580000002,0.0473687988
opex__naocl_rif__1,-1.2798271123,1.769784875,-0.8846690774,-0.1261292315
opex__naocl_rif__2,-0.9816151638,1.7030705576,-1.0415023493,-0.0805893801
opex__naocl_rif__3,-0.6334139467000001,1.7906398595000002,-0.7368803165000001,-0.21293216110000002
phage_lysogen__wt_ctrl__1,0.9904600409000001,0.3462066548,-0.1131082358,-0.0032759179
phage_lysogen__wt_ctrl__2,0.6266931694,0.1500091676,-0.15099738340000002,0.0168790308
phage_lysogen__wt_ctrl__3,-1.6171532103000001,-0.4962158223,0.26410561920000003,-0.0136031129
phage_lysogen__O104_H4__1,0.2807839891,0.6240327585000001,-0.3440473148,-0.7187333214
phage_lysogen__O104_H4__2,-1.1236504294,0.15761307630000002,0.10436316620000001,-0.2746912703
