,A,YmfT
hot_tale__hot_ale16_37c__1,2.6560238155430023,1.4679784145
hot_tale__hot_ale16_37c__2,2.044986474489508,0.17135472250000006
hot_tale__hot_ale16_44c__1,0.851851840877214,0.6275160475000001
hot_tale__hot_ale16_44c__2,1.5892846162586372,1.2549755955000002
pdhr_ale__pdhR-13_51__1,1.5573397418755237,0.5799349305000001
pdhr_ale__pdhR-13_51__2,1.9658937386278743,1.0304567415
pdhr_ale__pdhR-14_46__1,-3.177070962940453,-1.5579887325
pdhr_ale__pdhR-14_46__2,-3.126566776281732,-1.5579887325
pdhr_ale__pdhR-15_51__1,3.86945866608927,2.1623511294999997
pdhr_ale__pdhR-15_51__2,3.2681825339420625,1.2822081365000002
pdhr_ale__pdhR-16_49__1,3.4761051467593465,2.0394915905
pdhr_ale__pdhR-16_49__2,3.089067835620802,1.3119204905
tcs__del_atoC_LiAcet__1,0.6765162432659416,1.0735295505000002
tcs__del_atoC_LiAcet__2,-0.5614021952420499,-0.19825745550000007
tcs__del_atoC_LiCl__1,0.2080931819967466,0.2575334035000001
tcs__del_atoC_LiCl__2,0.0931635914000982,-0.19024089149999998
tcs__del_atoC_m9__1,0.5349204843393425,0.9351849485
tcs__del_atoC_m9__2,-0.045020973087775,0.9583215375
tcs__del_baeR_etoh__1,-0.0964725143069546,-0.6282858075
tcs__del_baeR_etoh__2,1.060062006658736,-0.03155975649999987
tcs__del_baeR_lb__1,0.6717573953862128,0.3887557595000002
tcs__del_baeR_lb__2,1.3512394440694329,1.2278609885000005
tcs__del_btsR_01xlb__1,4.550486417699199,1.6362595225000005
tcs__del_btsR_01xlb__2,3.878386374548763,1.3481709715
tcs__del_btsR_lb__1,-1.388766089589553,-0.9370861465
tcs__del_btsR_lb__2,-1.7048307881858316,-0.8919692895
tcs__del_btsR_pyruvate__1,4.6821059651746335,1.3674345844999998
tcs__del_btsR_pyruvate__2,4.867337984140815,1.4788425355000003
tcs__del_cpxR_etoh__1,-1.270375297777829,-1.5579887325
tcs__del_cpxR_etoh__2,-2.2668123406216485,-1.5579887325
tcs__del_cpxR_lb__1,0.5403987982129227,0.6386921405000001
tcs__del_cpxR_lb__2,0.5461813846918906,0.4550416845
tcs__del_cusR_CuSO4__1,-0.9317957662421074,-0.4641797825
tcs__del_cusR_CuSO4__2,-0.419219593337363,0.5589949875
tcs__del_cusR_lb__1,-2.6457118413685987,-0.7249309795000001
tcs__del_cusR_lb__2,-2.534476496775248,-1.0052426445
tcs__del_kdpE_01-kcl__1,1.5785601611511384,1.3193997655000005
tcs__del_kdpE_01-kcl__2,1.5608209931754538,1.6706363495000005
tcs__del_kdpE_115-kcl__1,2.144626550416379,2.3770130935000005
tcs__del_kdpE_115-kcl__2,2.723519363408341,1.5487101965000003
tcs__del_phoB_m9__1,0.6169425108409687,1.0064296885
tcs__del_phoB_m9__2,0.252395080488202,0.5018670795
tcs__del_phoB_m9p__1,2.092434145251149,0.4736557065
tcs__del_phoB_m9p__2,1.8431587868067272,-0.27266645349999985
tcs__del_rcsB_etoh__1,-0.1459140972684246,-0.7567583215000001
tcs__del_rcsB_etoh__2,0.7037578090039677,0.2937457575
tcs__del_rcsB_lb__1,-0.8133926529513382,0.9308249795
tcs__del_rcsB_lb__2,0.0751562833285586,1.7543545375
tcs__del_zraR_lb__1,0.2549555898414279,-1.5579887325
tcs__del_zraR_lb__2,1.0778966770332128,-0.14819803450000002
tcs__del_zraR_zncl2__1,-1.3004480252599988,-0.8253725424999999
tcs__del_zraR_zncl2__2,-1.8220230503908224,-0.37728923649999996
tcs__wt_01-kcl__1,2.153859075539081,1.3766130235000005
tcs__wt_01-kcl__2,1.714097373441221,1.7634896455000002
tcs__wt_01xlb__1,1.8440429677299777,0.3907550335000001
tcs__wt_01xlb__2,3.364017733332512,1.2251974485
tcs__wt_115-kcl__1,2.700682157376828,1.8901134695
tcs__wt_115-kcl__2,2.623015138536884,1.8184255595000005
tcs__wt_CuSO4__1,-1.1558819693637383,-1.5579887325
tcs__wt_CuSO4__2,-0.9885800736023004,-0.1395143824999998
tcs__wt_etoh__1,-0.2791242241281531,-0.3014110484999999
tcs__wt_etoh__2,-1.0443430792512547,0.2281397894999999
tcs__wt_lb__1,-0.3107184455390611,0.8137263605000002
tcs__wt_lb__2,0.5753750064432139,1.0791244235
tcs__wt_LiAcet__1,0.7433989175012589,0.6502713005000003
tcs__wt_LiAcet__2,-0.0095017993324924,1.2984136795
tcs__wt_LiCl__1,0.5971355203514127,0.8054605665000001
tcs__wt_LiCl__2,-0.2670946654588829,0.3266441205000001
tcs__wt_m9p__1,0.888740742658428,-0.4856264984999998
tcs__wt_m9p__2,1.742939647910308,0.28957968050000016
tcs__wt_pyr__1,2.149315477856125,0.2881375995000002
tcs__wt_pyr__2,2.6663398356004357,0.38510893050000017
tcs__wt_zncl2__1,-1.430976313292418,-1.1374010685
tcs__wt_zncl2__2,-1.1857645648519544,-0.5146801445
ros_tale__0_0_0pq__1,1.2918126689145613,0.40759000149999997
ros_tale__0_0_0pq__2,1.9428073737942804,0.18292827050000016
ros_tale__0_0_250pq__1,1.3836567279301906,0.36500435750000015
ros_tale__0_0_250pq__2,0.8747536687052179,0.5683248274999999
ros_tale__1_mid_250pq__1,1.8122051976945297,0.4700172205000002
ros_tale__1_mid_250pq__2,1.9797457718221485,0.7675625875000003
ros_tale__1_0_0pq__3,2.4616093039156643,0.10267396250000016
ros_tale__1_0_0pq__4,3.0291786830836127,1.5521537585000005
ros_tale__1_0_250pq__1,2.265612353260892,0.21131723649999998
ros_tale__1_0_250pq__2,2.0556806236383536,0.1999236044999999
ros_tale__1_0_750pq__1,2.667476565119195,0.035944448500000004
ros_tale__1_0_750pq__2,2.8989711666230398,0.18461582450000005
ros_tale__1_1_0pq__1,3.5633457592644504,0.9253255535000002
ros_tale__1_1_0pq__2,3.034406204053342,0.4664462285
ros_tale__1_1_250pq__1,3.682408684755631,0.3403902965000001
ros_tale__1_1_250pq__2,4.144285528226264,0.23104290950000014
ros_tale__1_1_750pq__1,5.052229763507607,1.2523888505000005
ros_tale__1_1_750pq__2,5.154519338413129,1.0191431905
ros_tale__1_2_0pq__1,-1.1978469675817462,-1.5579887325
ros_tale__1_2_0pq__2,-1.3941141890456634,-1.5579887325
ros_tale__1_2_250pq__1,-1.9173750894371333,-1.5579887325
ros_tale__1_2_250pq__2,-1.235819902089477,-1.5579887325
ros_tale__1_2_750pq__1,-1.9545917238178128,-1.5579887325
ros_tale__1_2_750pq__2,-2.796378622152611,-1.5579887325
ros_tale__1_3_0pq__1,2.861291823146299,-0.2071966144999997
ros_tale__1_3_0pq__2,3.693997704636642,0.3824537235000001
ros_tale__1_3_250pq__1,1.484061363790091,-0.4618706675
ros_tale__1_3_250pq__2,1.8750143077854995,0.5059534795000002
ros_tale__1_3_250pq__3,1.447598757200006,-0.6915269184999998
ros_tale__1_3_250pq__4,1.0936143156969782,-1.5579887325
ros_tale__1_3_750pq__1,2.625943477586568,0.02572671150000017
ros_tale__1_3_750pq__2,2.481968760440771,0.9679975795000002
ros_tale__1_4_0pq__1,2.108054594747872,-1.5579887325
ros_tale__1_4_0pq__2,2.4229027930393,-1.0366975895000001
ros_tale__1_4_250pq__1,2.165373811452735,-0.7374969204999999
ros_tale__1_4_250pq__2,2.956463334411038,0.4271506515000001
ros_tale__1_4_750pq__1,2.543228204793308,-0.3234563115
ros_tale__1_4_750pq__2,2.9029884179117005,0.11121404050000017
ros_tale__1_4_750pq__3,1.8547562529035349,-0.07528535349999976
ros_tale__1_4_750pq__4,2.5120782227805583,0.5998091255
ros_tale__2_mid_250pq__1,1.698802899457449,0.4105498965000001
ros_tale__2_mid_250pq__2,1.1122731700124175,0.13629342849999992
ros_tale__2_0_0pq__1,1.445048050162433,0.2628033815000001
ros_tale__2_0_0pq__2,3.315987390095661,1.6930727125
ros_tale__2_0_250pq__1,2.3821246736887645,0.6786311934999999
ros_tale__2_0_250pq__2,1.769808170169816,0.3985846495000001
ros_tale__2_0_750pq__1,1.7067881058402323,1.2978754795000005
ros_tale__2_0_750pq__2,2.0215470482935505,-0.018912350499999956
ros_tale__2_1_0pq__1,2.477621049851428,0.2529841935000001
ros_tale__2_1_0pq__2,3.491426134436838,0.4741996955000001
ros_tale__2_1_250pq__1,2.725032232640122,1.1313365475
ros_tale__2_1_250pq__2,2.6607426787470745,-0.5301688034999998
ros_tale__2_1_750pq__1,2.4185353227506945,-0.7770128684999998
ros_tale__2_1_750pq__2,3.45369807733196,1.0787450935
ros_tale__2_1_750pq__3,3.771865578525564,0.7400728755000003
ros_tale__2_2_0pq__1,0.9458518344881072,-1.0195671704999998
ros_tale__2_2_0pq__2,1.6024650256875992,0.5217178044999999
ros_tale__2_2_250pq__1,2.4278703424091157,0.8791451324999999
ros_tale__2_2_250pq__2,2.487426928283655,0.12249049050000015
ros_tale__2_2_750pq__1,2.4666094344646994,0.9769862545
ros_tale__2_2_750pq__2,1.2987750343224815,-0.2635963564999999
ros_tale__2_3_0pq__1,-2.356947218222986,-1.5579887325
ros_tale__2_3_0pq__2,-1.2781668190669562,-1.5579887325
ros_tale__2_3_250pq__1,-1.4611146444929797,-1.5579887325
ros_tale__2_3_250pq__2,-1.498014043723652,-1.5579887325
ros_tale__2_3_750pq__1,-1.3751214355721002,-1.5579887325
ros_tale__2_3_750pq__2,-1.2885243648743776,-1.5579887325
ros_tale__3_0_0pq__1,-2.512819365413036,-1.5579887325
ros_tale__3_0_0pq__2,-2.5926791546713384,-1.5579887325
ros_tale__3_0_250pq__1,-2.9856323864532577,-1.5579887325
ros_tale__3_0_250pq__2,-2.68381908139346,-1.5579887325
ros_tale__3_0_750pq__1,-2.632922364491176,-1.5579887325
ros_tale__3_0_750pq__2,-2.27952021825293,-1.5579887325
ros_tale__3_1_0pq__1,-1.5975078166651957,-1.5579887325
ros_tale__3_1_0pq__2,-2.388921641543692,-1.5579887325
ros_tale__3_1_250pq__1,-2.618291376179049,-1.5579887325
ros_tale__3_1_250pq__2,-2.3897409156840808,-1.5579887325
ros_tale__3_1_750pq__1,-2.748412887141713,-1.5579887325
ros_tale__3_1_750pq__2,-2.760482757073901,-1.5579887325
ros_tale__3_2_0pq__1,-1.155188425669619,-0.7942846604999999
ros_tale__3_2_0pq__2,-1.848075736710056,-1.5579887325
ros_tale__3_2_0pq__3,-2.437042560672804,-1.5579887325
ros_tale__3_2_0pq__4,-1.814503893987555,-1.5579887325
ros_tale__3_2_250pq__1,-2.497249958117592,-1.5579887325
ros_tale__3_2_250pq__2,-2.1544988860090197,-1.5579887325
ros_tale__3_2_750pq__1,-1.165238573320312,-1.5579887325
ros_tale__3_2_750pq__2,0.121348042889574,-1.5579887325
ros_tale__3_3_0pq__1,-2.286764527069887,-1.5579887325
ros_tale__3_3_0pq__2,-2.00995634238062,-1.5579887325
ros_tale__3_3_0pq__3,-2.611552859747421,-1.5579887325
ros_tale__3_3_0pq__4,-2.462945319231096,-1.5579887325
ros_tale__3_3_250pq__1,-1.722425296505698,-1.5579887325
ros_tale__3_3_250pq__2,-2.359067929251515,-1.5579887325
ros_tale__3_3_750pq__1,-1.4051910132195806,-1.5579887325
ros_tale__3_3_750pq__2,-1.4103495388843994,-1.5579887325
ros_tale__3_4_0pq__1,-3.0311741866356083,-1.5579887325
ros_tale__3_4_0pq__2,-3.2092640244911066,-1.5579887325
ros_tale__3_4_250pq__1,-4.167813103329422,-1.5579887325
ros_tale__3_4_250pq__2,-3.90615662624504,-1.5579887325
ros_tale__3_4_750pq__1,-2.8544471890263607,-1.5579887325
ros_tale__3_4_750pq__2,-3.0873271286354838,-1.5579887325
pcoli__atASMT_325G__1,1.5974270026096462,0.3579687885
pcoli__atASMT_325G__2,1.8997931425980987,0.5385373725000002
pcoli__bpTDC__1,1.4992011088314248,0.4719654535
pcoli__bpTDC__2,0.8155519431993165,0.4590743904999999
pcoli__BRCA__1,1.9257524802019477,0.5066065535000001
pcoli__BRCA__2,1.955555594243543,-0.05815630249999981
pcoli__BRCActrl__1,1.44618980828786,0.2810087465000002
pcoli__BRCActrl__2,1.7795630964350857,0.7285079665000003
pcoli__BRCAswap__1,1.5044835445089524,0.14660033449999998
pcoli__BRCAswap__2,2.144944544862244,1.1064877125
pcoli__btAANAT__1,1.3654483380012397,0.09284980949999988
pcoli__btAANAT__2,1.8313034075979135,0.3403222335
pcoli__btASMT__1,1.990556650570292,0.7403484655000001
pcoli__btASMT__2,1.7523143757731017,0.7392506795000002
pcoli__CC1__1,0.817498050991587,0.2396631745000002
pcoli__CC1__2,0.4307707717323821,0.09506002350000008
pcoli__ccCOMT__1,1.7389275078719248,0.2881195245000001
pcoli__ccCOMT__2,2.167725426920608,0.44842189350000017
pcoli__ckDDC__1,0.8994891096882242,0.10851012950000016
pcoli__ckDDC__2,0.8304107464159154,0.3736534725
pcoli__CNTF_belt__1,2.0657001244665265,0.9765415265
pcoli__CNTF_belt__2,1.153472927138419,0.19180225950000016
pcoli__cobPNMT__1,0.8771367563281635,0.19633576050000026
pcoli__cobPNMT__2,0.9569489050579796,-0.050373142500000016
pcoli__cvPhhB__1,1.7820360319539368,0.2539787995
pcoli__cvPhhB__2,1.684871340271642,0.8755967595000003
pcoli__ggAANAT__1,2.2568318413399675,1.0068589535
pcoli__ggAANAT__2,2.6505567938041,0.7838850035000002
pcoli__ggTPH__1,1.255970566528014,0.2878712605
pcoli__ggTPH__2,1.1231573190228277,0.1261627125
pcoli__hsAANAT__1,0.8859409893006549,0.8845980295
pcoli__hsAANAT__2,0.3756058024508998,0.7582268644999999
pcoli__hsASMT__1,1.0346831164193195,0.034198971500000175
pcoli__hsASMT__2,0.907755225740042,0.06014988949999989
pcoli__hsPNMT_mb__1,0.8293447627081606,-0.4077827104999998
pcoli__hsPNMT_mb__2,1.0616367379998908,0.25936880650000016
pcoli__hsTPH__1,0.6516888864642554,-0.9883569015
pcoli__hsTPH__2,1.6768298628103842,-0.04617561549999994
pcoli__hsTPH_E2K__1,0.6758701022964299,-0.20803884249999996
pcoli__hsTPH_E2K__2,0.9629826941658156,-0.4043493025
pcoli__hsTPH_E2K_N91I_P99C__1,1.4800041238914965,0.12076791450000003
pcoli__hsTPH_E2K_N91I_P99C__2,1.264242264165493,0.23842460750000005
pcoli__hsTPH_N158trunc__1,-0.1372756434114727,-0.5068406504999998
pcoli__hsTPH_N158trunc__2,1.3255364774567813,0.2476244955
pcoli__hsTPH_N174trunc__1,1.719919430482478,1.0003009875
pcoli__hsTPH_N174trunc__2,0.6170424996368342,-0.3293966804999999
pcoli__hsTPH_Ntermtrunc__1,2.449029404817272,0.8632721935000001
pcoli__hsTPH_Ntermtrunc__2,3.125278825460998,0.8907456144999999
pcoli__hsTPH1__1,1.2128771056388503,0.3099369835000001
pcoli__hsTPH1__2,1.10179610130586,0.1614660834999999
pcoli__MBP__1,3.4381074746372065,0.3941811545
pcoli__MBP__2,2.318928565273035,-0.07682911050000008
pcoli__msCOMT__1,2.483524087971007,0.9951777805000004
pcoli__msCOMT__2,2.203007004657298,0.4992986934999999
pcoli__ocAANAT__1,1.5258304710432844,0.5394164355000004
pcoli__ocAANAT__2,1.8777634945844812,0.6221466314999999
pcoli__osTDC_K374H__1,3.0735711704172357,1.2721431505
pcoli__osTDC_K374H__2,3.590296113755289,1.1276273475
pcoli__osTDC_K374L__1,1.8647412907491856,-0.1888526005
pcoli__osTDC_K374L__2,2.179087626070981,0.5529902675
pcoli__osTDC_K374Q__1,1.6797290524567705,0.7412241465000002
pcoli__osTDC_K374Q__2,1.4486015305913518,0.30095420250000005
pcoli__osTDC_L360V__1,0.6109688766011031,-1.0049675914999998
pcoli__osTDC_L360V__2,0.9078779921280368,-0.5905580914999999
pcoli__pmTPH__1,2.174486479844766,0.5666972235000001
pcoli__pmTPH__2,1.6723568484990523,0.18923230450000014
pcoli__RFC__1,1.4829552160837465,0.4473166155000004
pcoli__RFC__2,1.6406492861363486,0.5995739254999999
pcoli__RFCctrl__1,0.731840016726234,0.6529411085000001
pcoli__RFCctrl__2,0.7534656407801615,0.7515794055
pcoli__RFCnopause__1,-0.3580639755356523,-0.14414623250000005
pcoli__RFCnopause__2,-0.1437512010820252,-0.16799078349999985
pcoli__RFCpluspause__1,1.6323517981569886,0.5625502095000001
pcoli__RFCpluspause__2,1.8739264768653383,0.6919644065000001
pcoli__rnCOMT_sol__1,0.2543993784314425,0.6407352585000001
pcoli__rnCOMT_sol__2,0.3677813875422242,0.5294645334999999
pcoli__rnPNMT__1,1.8866690313576544,-0.005749196499999831
pcoli__rnPNMT__2,2.6482287291731823,0.9372725455000002
pcoli__rnTDC__1,1.2553947587831522,0.2007583975
pcoli__rnTDC__2,1.6805972017903352,0.08680648450000006
pcoli__rnTDC_trunc__1,2.426853673718381,0.18624891850000005
pcoli__rnTDC_trunc__2,2.453106621601265,1.1840359735
pcoli__saCOMT_T2A__1,1.4132148113555127,0.12221685850000008
pcoli__saCOMT_T2A__2,1.119389804023285,0.07799054449999998
pcoli__sfCOMT__1,2.0552531228394826,0.9592048845000004
pcoli__sfCOMT__2,1.6149759407349864,0.4061304185000001
pcoli__sgAANAT_D63G__1,1.533297180295789,0.5456566245000001
pcoli__sgAANAT_D63G__2,0.8513789237810336,0.26090288250000016
pcoli__ssDDC__1,1.6259161256349903,0.7342978734999999
pcoli__ssDDC__2,1.1909757574994,0.3997342975
pcoli__TP53B__1,1.4965898252696044,0.9274357185000002
pcoli__TP53B__2,1.004873707728248,0.1496042805000002
pcoli__WT__1,2.240490022656548,1.2521931715
pcoli__WT__2,1.9059512862956305,1.3037773915000002
cck__glu_ale4__1,-0.1109401331620335,-0.8580524675
cck__glu_ale4__2,0.5751809940695899,-0.4698336635
cck__cck_ale1__1,0.7666919496143343,-0.8551621564999999
cck__cck_ale1__2,0.3539108411911169,-0.15573175649999982
cck__cck_ale2__1,0.7538124006611056,-1.5579887325
cck__cck_ale2__2,0.0772514729440394,-1.5579887325
cck_pgi__gmos_delpgi__1,-0.82466674717177,0.14953264050000015
cck_pgi__gmos_delpgi__2,-1.4260173860552907,-0.2991151354999999
cck_pgi__pgi_ale1__1,2.219473687564864,1.8961050315
cck_pgi__pgi_ale1__2,-0.075973459075062,-0.4971949995
cck_pgi__pgi_ale2__2,0.2943066931501575,-0.020547703499999903
cck_pgi__pgi_ale3__1,0.1268859158161536,0.2542303235000001
cck_pgi__pgi_ale3__2,-1.198504066583219,-0.4130966935
cck_pgi__pgi_ale4__1,-0.198498760201461,-0.25307568849999984
cck_pgi__pgi_ale4__2,1.2761720022182848,-0.4629635065
cck_pgi__pgi_ale4__3,1.36514802364123,0.07663823850000018
cck_pgi__pgi_ale5__1,-0.8386892217358125,-0.4076023624999998
cck_pgi__pgi_ale5__2,-0.2541522255076147,-0.9400644595000001
cck_pgi__pgi_ale6__1,-0.1817371355885614,-0.4592817434999998
cck_pgi__pgi_ale6__2,-0.1907182117038197,-0.4877347804999999
cck_pgi__pgi_ale7__1,0.2499653364629492,-0.2227873825
cck_pgi__pgi_ale7__2,0.1985540503448653,-0.9474538935
cck_pgi__pgi_ale8__1,0.1023326477970099,-0.07092040349999995
cck_pgi__pgi_ale8__2,0.5205771804432002,0.18982798350000007
cck_sdh__gmos_delsdhCB__1,0.0152866299960102,0.4231401375000001
cck_sdh__gmos_delsdhCB__2,-0.12664114477272,-0.4571775284999999
cck_sdh__sdh_ale1__1,0.8121847674504049,0.6891007595000003
cck_sdh__sdh_ale1__2,-0.9235317886359417,-0.3768751165
cck_sdh__sdh_ale2__1,0.2347023535722882,0.7152539665000001
cck_sdh__sdh_ale3__2,-0.4083027733193839,-0.6400053345000001
cck_sdh__sdh_ale3__1,-0.473464784828656,-0.7972392014999999
cck_sdh__sdh_ale3__3,0.7582379625489197,0.028195264499999876
cck_pts__gmos_delptsHIcrr__2,6.077591252873885,1.6947159755
cck_pts__gmos_delptsHIcrr__1,4.537001506175397,1.3654919335000002
cck_pts__pts_ale1__2,1.3514457622133724,-0.17382628749999984
cck_pts__pts_ale1__1,1.690455701529564,0.3924231725
cck_pts__pts_ale2__2,4.205721211230517,1.1916977825
cck_pts__pts_ale2__1,4.140518568677758,1.8805536665
cck_pts__pts_ale3__2,2.683764864332255,0.5012454505000001
cck_pts__pts_ale3__1,2.5192019692971206,0.13280550349999998
cck_pts__pts_ale4__2,1.735094594967427,0.2661187045000002
cck_pts__pts_ale4__1,1.1000108034838865,-0.8128478854999999
cck_gnd__gmos_delgnd__1,0.0507521119203099,-0.06187396249999999
cck_gnd__gmos_delgnd__2,0.3271059588633138,-0.7466669595000001
cck_gnd__gnd_ale1__1,0.2984514969800295,-0.3701863974999999
cck_gnd__gnd_ale1__2,0.2466564879480355,-0.8700961715000001
cck_gnd__gnd_ale2__1,0.4824857438389742,-0.4363610574999999
cck_gnd__gnd_ale2__2,0.1787873639505796,-0.39977223849999977
cck_gnd__gnd_ale3__1,-0.6493728858771746,-1.5579887325
cck_gnd__gnd_ale3__2,-0.5562943246380275,-1.5579887325
cck_tpiA__gmos_deltpiA__1,2.892877835399598,0.0587116594999999
cck_tpiA__gmos_deltpiA__2,6.406296162324968,2.2080690825
cck_tpiA__tpiA_ale1__1,-0.439203255693642,-0.2369965875
cck_tpiA__tpiA_ale1__2,-0.3570274745554714,-0.7516238194999999
cck_tpiA__tpiA_ale2__1,0.5970648706589732,0.3984581695
cck_tpiA__tpiA_ale2__2,1.52924383221624,-0.6382442254999999
cck_tpiA__tpiA_ale3__1,1.406628387165468,0.6649719854999999
cck_tpiA__tpiA_ale3__2,1.2996672517770358,-1.5579887325
cck_tpiA__tpiA_ale4__1,2.199120456766392,0.8207642654999999
cck_tpiA__tpiA_ale4__2,1.5105718266842645,-0.7572697584999999
acid_tale__acid_ale1_pH7__1,0.6881713885916433,-1.0598351175
acid_tale__acid_ale1_pH7__2,0.7787641518436239,-0.9768521395
acid_tale__acid_ale1_pH5__1,-0.996524889442184,-0.9145090875
acid_tale__acid_ale1_pH5__2,-0.4274679587960426,-0.4553838184999999
acid_tale__acid_ale2_pH7__1,0.2897702182527042,-0.38473468349999984
acid_tale__acid_ale2_pH7__2,0.3483172002460154,0.08565604550000018
acid_tale__acid_ale2_pH5__1,0.3948354424411833,-0.4025237804999999
acid_tale__acid_ale2_pH5__2,0.1180554529079528,0.5668126025
acid_tale__low_Mg_ale_pH7__1,1.09216214549928,-1.5579887325
acid_tale__low_Mg_ale_pH7__2,1.9159883879567163,0.5851541654999999
acid_tale__low_Mg_ale_pH5__1,-0.6167941136566192,-0.7399107604999999
acid_tale__low_Mg_ale_pH5__2,-0.5085443736259182,-0.2705071564999999
acid_tale__MES_ale_pH7__1,-0.1989646642886342,-1.5579887325
acid_tale__MES_ale_pH7__2,0.253943972840147,-0.6368514714999999
acid_tale__MES_ale_pH5__1,-0.3463472305891517,-0.9741565805
acid_tale__MES_ale_pH5__2,-0.6619282589190567,-0.6348485584999999
acid_tale__gmos_pH7__1,0.6477477500140484,-0.4999882904999999
acid_tale__gmos_pH7__2,0.2475941537414251,-1.0039907465
acid_tale__gmos_pH5__1,0.1171862724451495,-0.4305225495
acid_tale__gmos_pH5__2,0.0351828016482773,-0.6523525084999999
adnB__wt_adn__1,2.1573362165679426,1.3386183515000003
adnB__wt_adn__2,-0.2492816352303608,-0.2802499814999999
adnB__delydhB_adn__1,6.081652789303607,3.0770158125
adnB__delydhB_adn__2,5.4895220186768885,3.0500350625
ytf2__wt_glc__1,1.9810332152353205,1.4464046015
ytf2__wt_glc__2,2.111800178339114,1.5458786075
ytf2__ybcM_glc__1,2.914909173350085,1.4595638415000003
ytf2__ybcM_glc__2,2.666944463265434,1.1302697565000002
ytf2__ydhB_glc__1,2.1876446691140883,0.8328196665
ytf2__ydhB_glc__2,2.846603881762761,1.0367144075
ytf2__yfeC_glc__1,1.6092477627353368,0.2436417605000001
ytf2__yfeC_glc__2,2.397068727310451,0.9607664775000002
ytf2__yciT_glc__1,2.987805681364244,1.4858842155000005
ytf2__yciT_glc__2,4.1565145772438825,1.8093455915000003
ytf2__ydiZ_glc__1,3.6781505726104826,1.4754711175
ytf2__ydiZ_glc__2,3.1351105377966384,1.4215836275000002
ytf2__ynfL_glc__1,2.7482997255209414,1.2025728605000003
ytf2__ynfL_glc__2,2.5242565395295,1.1534708035000003
ytf3__wt_glc2__1,2.7009311273857697,1.0761370525000002
ytf3__wt_glc2__2,1.316296186546241,0.16111978650000025
ytf3__wt_pH7_lactate__1,2.686288900514072,1.1972262565000005
ytf3__wt_pH7_lactate__2,2.747897193957346,1.5036715235000002
ytf3__wt_pH55_lactate__1,2.375420123071568,1.0124656505
ytf3__wt_pH55_lactate__2,3.019960317570423,1.3937027555000003
ytf3__wt_pH55_HCl__1,1.8061154174569416,0.9400991325
ytf3__wt_pH55_HCl__2,2.212485469397134,0.9322285745
ytf3__dyieP_pH7__1,2.2230593018940503,1.1120927055
ytf3__dyieP_pH7__2,1.9324407905571668,0.7349184605000001
ytf3__dyieP_pH55__1,1.976179649201548,0.21016401650000005
ytf3__dyieP_pH55__2,1.340597264040798,0.2962041365000001
minicoli__aldA_f1c2__1,-2.523280642640766,-1.5579887325
minicoli__aldA_minE__1,-2.197152654036925,-1.5579887325
minicoli__mg1655_glc__1,2.200983325222008,0.9294185970066728
minicoli__mg1655_glc__2,1.9895977930730169,0.8322518225798399
minicoli__minE_cyt__1,-2.6376204325700416,-1.5579887325
minicoli__minE_cyt__2,-2.369343016721928,-1.5579887325
minicoli__minE_fruc__1,-1.6086741778884022,-1.5579887325
minicoli__minE_fruc__2,-1.7885517077450532,-1.5579887325
minicoli__minE_glc__1,-1.2714981179595428,-1.5579887325
minicoli__minE_glc__2,-1.5909161568103087,-1.5579887325
minicoli__minE_glyc__1,-2.5453802109837107,-1.5579887325
minicoli__minE_glyc__2,-1.640741586039402,-1.5579887325
minicoli__minE_Fe_starve__1,-2.283138507609905,-1.5579887325
minicoli__minE_Fe_starve__2,-2.183770408176895,-1.5579887325
minicoli__minE_LB__1,-0.8413544900130409,-1.5579887325
minicoli__minE_LB__2,-0.895056159038199,-1.5579887325
minicoli__minE_N_starve__1,-2.552471820792103,-1.5579887325
minicoli__minE_N_starve__2,-2.191880400060148,-1.5579887325
minicoli__minE_osm__1,-3.35969610876959,-1.5579887325
minicoli__minE_osm__2,-2.908385873384028,-1.5579887325
minicoli__minE_ph5__1,-2.8878388785749887,-1.5579887325
minicoli__minE_ph5__2,-2.964537289822938,-1.5579887325
minicoli__minE-pyr__1,-1.902864616419287,-1.5579887325
minicoli__minE-pyr__2,-1.4716272539781885,-1.5579887325
minicoli__minE_sorb__1,-1.4395508464210158,-1.5579887325
minicoli__minE_sorb__2,-1.3631305750020533,-1.5579887325
minicoli__minE_urid__1,-1.4602265113461117,-1.5579887325
minicoli__minE_urid__2,-1.5733523177466435,-1.5579887325
minicoli__W3110_cyt__1,2.473884976416901,0.2853693029150248
minicoli__W3110_cyt__2,0.9947435535866802,-0.046120029247796124
minicoli__W3110_glc__1,4.071550103821517,1.3188404896698809
minicoli__W3110_glc__2,3.6615757957275634,0.8725065513246121
minicoli__W3110_glyc__1,2.872505061528447,1.262861903342425
minicoli__W3110_glyc__2,1.6529718971837764,-0.003065991570346149
minicoli__W3110_Fe_starve__1,3.934975840321314,2.1733893536530315
minicoli__W3110_Fe_starve__2,4.957647275975238,2.2489128606054924
minicoli__W3110_LB__1,0.8395276176959113,-0.2523072185281385
minicoli__W3110_LB__2,0.4861528966056155,-0.11093608195819238
minicoli__W3110_N_starve__1,2.6045207462262177,1.0760466651317706
minicoli__W3110_N_starve__2,2.321240958995428,1.3138736908104451
minicoli__W3110_osm__1,2.1037310807223046,1.0200833537508214
