,A,Rv0078,Rv2034
kinase:T4_24h_I:2,13.2533747311,3.9409110466,4.4181794844
kinase:T4_48h_F:1,13.0307404155,4.2935170662,7.9899897644
kinase:T4_48h_F:2,12.7332456518,4.4070087601,7.5943586825
kinase:T4_48h_F:3,12.7190083881,4.276270182,7.9449958123
kinase:T4_48h_I:1,13.2311111738,3.9197883453,6.3360113401
kinase:T4_48h_I:2,13.2420466446,4.0401002076,6.437321568
kinase:T4_48h_I:3,12.9041340015,3.8772985864000002,6.273373714
kinase:WT_T10_48h:1,2.3141142067000002,2.7524831417,2.994859494
kinase:WT_T10_48h:2,13.103802116,4.3994879165,6.4359567278
kinase:WT_T10_48h:3,13.204223431,4.2972945455,6.4889075623
kinase:WT_T10_48h:4,1.0804833724,2.4553760445,2.9948194906000003
kinase:WT_T10_48h:5,0.327522319,1.9907924602,2.5094327127
kinase:WT_T4_48h:1,12.3302475392,4.1393014453,6.4686577424
kinase:WT_T4_48h:2,12.8995947053,4.4482176939,6.7954826341
kinase:WT_T4_48h:3,12.7144388433,4.3156168717,6.9306449558
levofloxacin:control:1,0.172493328,-0.14184095830000001,-0.1646892648
levofloxacin:control:2,-0.3358917329,-0.3989477601,-0.0234944506
levofloxacin:control:3,0.16339840490000002,0.5407887184,0.1881837153
levofloxacin:treated:1,-4.1785533813,1.0850488896,0.9872341406
levofloxacin:treated:2,-5.9526078059,0.0500369411,0.7121398692
levofloxacin:treated:3,-5.7852497575,-0.2652870115,0.6009295871
linez:0_days_4:1,2.1388095396,-0.1127618447,-0.4702106601
linez:0_days_4:2,1.9637651861,-0.7642268954,-0.063617246
linez:0_days_4:3,2.1522720551,-0.5049943252,-0.2349740821
linez:0_days_4:4,1.8089921659,-0.6214862798,0.010799343900000001
linez:0_days_control:1,-0.15886605180000002,0.0697452206,0.0161758142
linez:0_days_control:2,-0.1075860812,-0.0040932494,0.15276962830000002
linez:0_days_control:3,-0.0908245334,-0.1211767844,-0.1506948
linez:0_days_control:4,0.3572766664,0.0555248132,-0.0182506425
linez:1_days_4:1,-0.1611379024,-0.36535886300000003,0.1783926925
linez:1_days_4:2,0.1981073303,-0.2956019916,0.3772919792
linez:1_days_4:3,0.32469273400000004,-0.3058245305,0.5879952736
linez:1_days_4:4,0.0816859283,-0.2327002775,0.4667666193
linez:1_days_control:1,-0.0402734534,-0.2593344734,-1.0511550197
linez:1_days_control:2,0.0344132204,-0.0953822777,-0.2493414287
linez:1_days_control:3,-0.1611958436,-0.5004081578,-0.2525340571
lipid:dextrose_exp:1,-0.1683297178,-0.0007182295,-0.0787404624
lipid:dextrose_exp:2,0.1683297178,0.0007182295,0.0787404624
lipid:dextrose_hypo:1,4.8667052185,-0.8892829002,6.0033019334
lipid:dextrose_hypo:2,5.1944882908,-0.6956207913,5.0732629897
lipid:dextrose_stat:1,7.0781996556,1.2171003084,4.7332645393
lipid:dextrose_stat:2,7.3630649841,1.0184055371,4.7696633367
lipid:lipid_exp:1,2.0953746744,-0.9572863495,0.9556596388
lipid:lipid_exp:2,2.3201748597,-1.6080276721,1.1015050688
lipid:lipid_stat:1,0.5513347975,-1.0644185838,1.1882212152
lipid:lipid_stat:2,2.2012710833,-1.3799847686,1.9555896414
mcr11:mcr11_mutant:1,0.1461706076,-0.11416899280000001,0.6162069622
mcr11:mcr11_mutant:2,0.0742783741,-0.0915438352,0.5589628635
mcr11:mcr11_mutant:3,-0.5323549968,-0.1662944404,0.5880282659
mcr11:wt:1,0.0587637846,0.127129982,0.00010666790000000001
mcr11:wt:2,-0.0961552459,-0.4047934884,0.0441942388
mcr11:wt:3,0.037391461200000004,0.27766350640000004,-0.0443009067
miceAV_macro:24h_control:1,0.1834716038,0.5795126091,0.3748046827
miceAV_macro:24h_control:2,-0.0586561733,-0.2039410784,-0.4807796037
miceAV_macro:24h_control:3,-0.1248154305,-0.3755715307,0.10597492110000001
miceBMDM:inf02:1,2.6691105367,0.34131062500000003,1.390265607
miceBMDM:inf02:2,3.2866860488,0.9382746928000001,0.7795094147
miceBMDM:inf02:3,3.9929562608999998,0.686450262,1.0639986868
miceBMDM:inf24:1,4.1805047956,0.3865323536,1.1190067366
miceBMDM:inf24:2,5.5199694322,0.5892908161,1.8021979668
miceBMDM:inf24:3,3.7621852839,0.7197274217,1.7343532764
miceBMDM:inf08:1,5.0511794821,0.5525143859,1.8095767427
miceBMDM:inf08:2,4.6354634671,0.5725201857000001,1.5157161978
miceBMDM:inf08:3,4.4281762322,0.25777783330000004,1.7303381357
miceBMDM:no_inf02:1,0.08323177200000001,-0.3060440257,0.1249876077
miceBMDM:no_inf02:2,-0.1134533488,0.1562689829,-0.07267342040000001
miceBMDM:no_inf02:3,0.0302215768,0.1497750427,-0.0523141874
miceBMDM:no_inf24:1,-0.09402345940000001,0.5419309306,-0.1660021918
miceBMDM:no_inf24:2,-0.13272012360000002,0.3703519279,0.4208033095
miceBMDM:no_inf24:3,0.1625122296,1.3254540872,0.6896503323000001
miceBMDM:no_inf08:1,0.8188445088,1.0562187467,-0.6179438815
miceBMDM:no_inf08:2,0.5916224680000001,0.7948243380000001,-0.49817908920000004
miceBMDM:no_inf08:3,0.7446011536,1.3995829625,0.47514839810000004
miceNF:control:1,-0.0043944995,-0.4083300079,0.036734984400000004
miceNF:control:2,0.0043944995,0.4083300079,-0.036734984400000004
miceNF:invivo:1,-0.9449695296,-1.4347401229,3.6439159279
miceNF:invivo:2,-0.9399956061,-1.7683615093,3.6004654445
miceNF:invivo:3,-0.6939365737000001,-1.2835686043,3.8915263936
mihF:mihF_mutant_atc:1,-3.2565663362,-0.5043448586,-0.37538940940000004
mihF:mihF_mutant_atc:2,-2.9215195928,-0.6700461641000001,-0.9737685967
mihF:mihF_mutant_no_atc:1,1.6081880346,-1.205294268,-2.4805107191
mihF:mihF_mutant_no_atc:2,0.42905412600000004,-0.243537614,-1.3516552918
mihF:wt_atc:1,-0.3521359349,-0.5106069695000001,-1.0668863585
mihF:wt_atc:2,0.1729710049,-1.6085045908,-2.8600084608
mihF:wt_no_atc:1,-0.0302436242,-0.9020642350000001,0.2422231785
mihF:wt_no_atc:2,0.0302436242,0.9020642350000001,-0.2422231785
mmpl3:mutant_no_ATC:1,-0.2094089287,0.0750299363,-0.3832631305
mmpl3:mutant_no_ATC:2,0.2094089287,-0.0750299363,0.3832631305
mmpl3:mutant_with_ATC:1,0.8150916421000001,0.1315693264,2.7853232808
mmpl3:mutant_with_ATC:2,-0.5213002429,0.3700177385,1.8638110003000001
mrsI:ko_iron_atc:1,-0.1384317952,-0.22789846760000002,0.2555594221
mrsI:ko_iron_atc:2,-0.0907673351,-0.09073465600000001,0.4620393464
mrsI:ko_iron_no_atc:1,-2.5423167754,0.9761905307000001,-0.312528544
mrsI:ko_iron_no_atc:2,-1.7947852085,0.801311235,-0.1784260054
mrsI:ko_ox_atc:1,-1.8235451524,0.7898949056,-0.3968884462
mrsI:ko_ox_atc:2,-2.5507545451,0.8989309974,-0.36176985380000004
mrsI:ko_ox_no_atc:1,-1.7029686351,-0.5306893295,1.6998655247
mrsI:ko_ox_no_atc:2,-1.3837984939,-0.4930810754,2.0150110202
mrsI:ko_sds_atc:1,-1.1623450679,-0.0071634252,2.0609121887
mrsI:ko_sds_atc:2,-1.9640818582000001,-0.3652177575,1.8503713839
mrsI:ko_sds_no_atc:1,-0.0872090651,-0.1423923796,0.3320967969
mrsI:ko_sds_no_atc:2,0.1260476221,-0.08737951890000001,0.0790596336
mrsI:wt_iron_atc:1,-0.041989399999999996,-0.0748340791,0.0227510572
mrsI:wt_iron_atc:2,0.1049960535,-0.14944799920000001,-0.0774699345
mrsI:wt_iron_no_atc:1,-2.2193855727,1.1052754044,-0.5680828913
mrsI:wt_iron_no_atc:2,-1.7430833291,1.316421873,-0.2760534776
mrsI:wt_ox_atc:1,-2.0695357171,1.2105218818,-0.42534035670000003
mrsI:wt_ox_atc:2,-1.4764562209,1.1223424115,-0.17076171380000002
mrsI:wt_ox_noatc:1,-2.2043232870000002,-0.28196271,1.7745418536000002
mrsI:wt_ox_noatc:2,-1.7018274477,-0.252618078,1.5907486377
mrsI:wt_sds_atc:1,-1.7780472485,-0.3460813533,1.7188109599999999
mrsI:wt_sds_atc:2,-2.3461061953,-0.6651091894000001,1.6939814206000001
mrsI:wt_sds_no_atc:1,-0.0507267374,0.0798057639,-0.0702417106
mrsI:wt_sds_no_atc:2,0.0507267374,-0.0798057639,0.0702417106
nitrate:control:1,0.1714559052,0.07682520030000001,0.3091946141
nitrate:control:2,-0.1714559052,-0.07682520030000001,-0.3091946141
p218:0_days_.1:1,0.0866153129,0.342566884,-0.8862977256000001
p218:0_days_.1:2,-0.11372825900000001,-0.0404977631,0.2627850084
p218:0_days_.1:3,-0.0352001045,0.20221692870000002,-0.5529575021
p218:0_days_.1:4,0.0956581226,0.566765386,-0.9353867248000001
p218:0_days_control:1,-0.0212225522,0.021638036200000002,0.0213052808
p218:0_days_control:2,0.0994712184,0.2123712426,-0.1404344843
p218:0_days_control:3,0.02268451,-0.2520239406,-0.12881262870000001
p218:0_days_control:4,-0.1009331762,0.0180146618,0.24794183220000002
p218:1_days_.1:1,-0.2508718538,0.3871292709,0.651212051
p218:1_days_.1:2,-0.2551999991,0.2619333289,0.6883026924
p218:1_days_.1:3,-0.3724639481,0.4261871158,0.5226748765
p218:1_days_.1:4,-0.1070980747,0.3029025534,0.6518210968
p218:1_days_control:1,1.045658707,0.5487531243,0.9370665734
p218:1_days_control:2,1.2061777242,0.590250112,0.5278290464000001
p218:1_days_control:3,1.3596390622,0.6762836655000001,0.7576084165
p218:1_days_control:4,1.9545473022,0.7295695858,1.0638955157
patH-Cap:post_path_ctrl:1,-0.9789007473,2.378323666,-0.6053214801
patH-Cap:post_path_ctrl:2,0.28347527580000004,1.6525150187,-0.5126764592
patH-Cap:post_path_inh:1,1.4490530567,0.7389849318,-1.5617202343
patH-Cap:post_path_inh:2,-0.24722313840000001,0.5925101789,-1.4006705893
patH-Cap:pre_path_ctrl:1,-0.13034010740000002,-0.07678998690000001,-0.13299911420000002
patH-Cap:pre_path_ctrl:2,0.13034010740000002,0.07678998690000001,0.13299911420000002
patH-Cap:pre_path_inh:1,1.007774814,-0.3742975215,0.49661168800000005
patH-Cap:pre_path_inh:2,1.3994598664,-0.41641364480000004,0.1649004661
ppxx:double_mutant:1,0.14096377640000002,0.0794929558,-0.06277568160000001
ppxx:double_mutant:2,-0.14096377640000002,-0.0794929558,0.06277568160000001
reactivation:day_1_reactivation:1,-0.2850487466,1.1920634190000001,-3.1218257891
reactivation:day_1_reactivation:2,-0.4131720753,1.0628026605,-2.1154988129
reactivation:day_1_reactivation:3,-0.3565201099,1.0982171347,-2.5893862731
reactivation:day_2_reactivation:1,-0.8816120628,1.443290758,-2.6553495289
reactivation:day_2_reactivation:2,-1.1170084302,1.3495255925,-2.6353542012
reactivation:day_2_reactivation:3,-1.4544106955,1.1973819802,-3.1353348712
reactivation:day_3_reactivation:1,-1.5207081037,1.1828976658,-2.585983282
reactivation:day_3_reactivation:2,-1.3428504814,1.2630763234,-2.7776665021999998
reactivation:day_3_reactivation:3,-1.6408911121,1.2621114226999999,-2.4147508833
reactivation:day_4_reactivation:1,-1.3368011712,1.0540961552,-2.488518117
reactivation:day_4_reactivation:2,-1.3776315321000001,1.0445791324,-2.2845687935
reactivation:day_4_reactivation:3,-1.4552658247,0.762911639,-2.8477366879
reactivation:days_0_persistence:1,-0.1529421592,-0.1228356786,-0.12838889950000001
reactivation:days_0_persistence:2,0.1746966879,-0.0988194715,0.20848151380000002
reactivation:days_0_persistence:3,-0.0217545286,0.2216551501,-0.0800926143
redox:intra_basal:1,-2.6840104664,-4.2343905384,0.3770641335
redox:intra_basal:2,-2.1484313858,-2.8185765363,0.3231245705
redox:whib3_comp_4.5:1,-0.4048662257,-1.2998725398,5.3285087266
redox:whib3_comp_4.5:2,-0.5154090363,-0.9874668074,5.2148494056
redox:whib3_comp_6.6:1,-0.8897769682000001,-0.20015400260000002,-0.3399331137
redox:whib3_comp_6.6:2,-1.3225372184,-0.24725747520000002,0.8613487181
redox:whib3_ko_4.5:1,-1.1907109611,-1.0012795152,4.6624112315
redox:whib3_ko_4.5:2,-1.4813407060000001,-0.9863106009,4.1297786389
redox:wt_4.5:1,0.2262126566,-1.2729739924,1.4753334938
redox:wt_4.5:2,0.3641237994,-0.8291476727,1.0727076831
redox:wt_6.6:1,-0.4293083875,0.0810795678,0.13437186610000001
redox:wt_6.6:2,0.4293083875,-0.0810795678,-0.13437186610000001
resus:day_1_run_1:1,-0.056576433700000005,0.1660412615,-0.08875096440000001
resus:day_1_run_1:2,0.056576433700000005,-0.1660412615,0.08875096440000001
resus:day_4_run_1:1,-0.6121347631,-0.0015198338,0.0330961488
resus:day_4_run_1:2,-0.7673255961000001,-0.6281570134000001,-0.2923492615
rho:00h_DUC:1,-0.0287492747,-0.0204696395,-0.11081907220000001
rho:00h_DUC:2,0.0287492747,0.0204696395,0.11081907220000001
rho:00h_DUC_1:1,0.5854741606,-0.5609949439,-0.6528400718
rho:00h_DUC_1:2,0.9358723232,-0.5488116645000001,-0.6173774786
rho:01.5_DUC:1,0.23806263160000002,-0.7104317532000001,-1.1500188518
rho:01.5_DUC:2,-0.2732804415,-0.476136887,-0.9381633329
rho:01.5h_DUC_ATC:1,-2.2288029614,-0.5076492179000001,0.3033774001
rho:01.5h_DUC_ATC:2,-0.5901599294000001,0.0973537216,1.070123537
rho:03_DUC:1,1.536665824,-0.43377363100000005,-0.2998008763
rho:03_DUC:2,0.8981386226,-0.4114582178,-0.9537317531
rho:03h_DUC_ATC:1,-0.2485625445,0.3316922486,1.9681717846
rho:03h_DUC_ATC:2,0.2701761278,0.26533310920000003,0.2445453482
rho:06h_DUC_ATC:1,-0.5628564837,0.2806399612,-0.2649674878
rho:06h_DUC_ATC:2,-1.2333494566,0.3879313515,0.0625342936
rho:06h_WT_ATC:1,1.1139794152,-0.4003961894,0.5347260397
rho:06h_WT_ATC:2,-0.5710303262,0.4729975904,1.0270901617
rho:09_DUC:1,-3.0186399574,0.4001767378,-1.7971383201000002
rho:09_DUC:2,-3.0318155837,0.2541310952,-1.6974650372
rho:09h_DUC_ATC:1,-2.9652598783,0.6633462311,-0.2612503348
smx:0_days_12.5:1,-0.1008065388,-0.1244033355,0.142500858
smx:0_days_12.5:2,-0.0037936187,-0.0124404456,0.3484858112
smx:0_days_12.5:3,0.16955350700000002,0.2025385136,0.4394522884
smx:0_days_control:1,0.0316296624,0.1123815038,-0.0695875742
smx:0_days_control:2,0.0046091848,-0.145264175,0.17254243390000001
smx:0_days_control:3,-0.0362388472,0.0328826712,-0.1029548597
smx:1_days_12.5:1,0.6831255342,-0.3818411849,0.8855272519
smx:1_days_12.5:2,0.6453768397,-0.1520859088,0.8443122368
smx:1_days_12.5:3,0.7667541783,-0.2283068459,0.9897954787000001
smx:1_days_control:1,0.1923822876,-0.21534665900000002,1.327090488
smx:1_days_control:2,0.1250646729,-0.4248736296,1.1751786287
smx:1_days_control:3,0.1519810057,-0.2058153943,1.3473222415000001
sq109:0_days_3:1,-0.4520976504,-0.6350303517,-0.5136178541
sq109:0_days_3:2,0.9933673021,0.3456936114,0.5804014709
sq109:0_days_3:3,1.1119971376,0.4764310939,0.5779029058
sq109:0_days_3:4,-0.6811181644000001,-0.48790365280000003,-0.3738550242
sq109:0_days_control:1,-0.7031027644000001,-0.3949936271,-1.0079364925
sq109:0_days_control:2,0.6723894009,0.4561918511,0.8518065729000001
sq109:0_days_control:3,0.8378064128,0.3438416754,0.7226189407
sq109:0_days_control:4,-0.8070930493,-0.4050398993,-0.5664890211
sq109:1_days_3:1,-0.5811308608,-0.7833395349000001,-1.0811635335
sq109:1_days_3:2,1.043973059,0.4089495509,0.9855686568
sq109:1_days_3:3,1.1007731927,0.3139330484,0.5246655283
sq109:1_days_3:4,-0.427905156,-0.3598013661,-0.6892753545
sq109:1_days_control:1,-0.2602414121,-0.5149815299,-0.7502668072
sq109:1_days_control:2,0.9298500802,0.4080943281,0.7022622586
sq109:1_days_control:3,-0.7181083685,-0.5762375953000001,-0.6529370751
sq109:1_days_control:4,0.8598849635,0.3915946004,0.6118627213
stress:.1_butyrate:1,2.6137323329,-0.0582271586,2.8452207923
stress:.1_butyrate:2,2.234002249,-0.4602535344,1.6049703611
stress:.1_butyrate:3,2.8462674711,0.4125912909,2.9529714261
stress:.4_gluc:1,0.7336094499,0.1726632304,0.025210030300000002
stress:.4_gluc:2,-1.0074091747,0.0192741396,-0.10696725800000001
stress:.4_gluc:3,0.27379972480000003,-0.19193736990000002,0.0817572277
stress:1_days_low_iron:1,-1.8674115465,-1.5828383475,-0.573934738
stress:1_days_low_iron:2,1.1516581099,-0.3237855066,0.3148858101
stress:1_days_low_iron:3,0.6335031197000001,-0.32724398200000004,0.2690283659
stress:7_days_low_iron:1,6.4196222846,0.0036556071,3.2175591552
stress:7_days_low_iron:2,5.6669647122,-0.1099184428,3.3116337195
stress:7_days_low_iron:3,4.8860525929000005,-0.5490501917,3.1615559491
stress:gluc_butyrate:1,-0.6885380878,0.3461372673,-1.1149993133
stress:gluc_butyrate:2,0.6292735335,0.3757929432,-0.6253703771
stress:gluc_butyrate:3,-0.2820189876,0.0275910567,-0.42331928100000005
stress:high_iron:1,-1.3995492556,0.7408906211,-1.4505603986
stress:high_iron:2,-1.1611334748,0.7741722965000001,-0.8115937908
stress:high_iron:3,-1.4644054386,0.7149215945,-0.6949898143000001
stress:tolox_ph_7:1,1.1910587565,0.8239976177,-0.5996103442
stress:tolox_ph_7:2,1.2436181175,1.1157015757,-0.4639400642
sutez:0_days_5.6:1,-0.2097283056,0.0732278484,-0.9720934449
sutez:0_days_5.6:2,-0.3188167146,0.2162192484,0.16285259300000002
sutez:0_days_5.6:3,0.1018651349,0.3769466202,-0.576773836
sutez:0_days_5.6:4,-0.3377023169,-0.18192717730000002,-0.2025871747
sutez:0_days_control:1,0.0548922717,0.0917170965,-0.2330372983
sutez:0_days_control:2,-0.1172305898,0.0231063474,-0.0969949207
sutez:0_days_control:3,0.07121946,-0.0368408801,0.36714566470000004
sutez:0_days_control:4,-0.0088811418,-0.0779825638,-0.0371134458
sutez:1_days_5.6:1,5.7733446278,-0.7827666989000001,3.406808508
sutez:1_days_5.6:2,5.1094621977,-1.2584019532,3.1154919157
sutez:1_days_control:1,-0.2122387578,-0.0313692878,0.7922282857
sutez:1_days_control:2,-0.5426557638,-0.1433810111,-0.0787491127
sutez:1_days_control:3,-0.2921390074,-0.4688849973,0.0726649231
sutez:1_days_control:4,-0.29962264510000003,-0.2314005331,0.1582585696
thrB:0_days_starve:1,-1.0632862195,-1.2546345689,-0.7311957489
thrB:0_days_starve:2,1.0632862195,1.2546345689,0.7311957489
tss:expression_library:1,5.9414395241,2.4859591036,-0.5262400104
tss:expression_library:2,4.4381367155,2.3048639511,-0.4648168077
tss:mapping_triphosphate:1,7.0141536117,3.1871153596,-1.0530068156
tss:mapping_triphosphate:2,6.3655805136,3.578725286,-0.656461107
tss:mapping_wo_triphosphate:1,4.4187642746,2.9836214614000003,-0.8977314829
tss:mapping_wo_triphosphate:2,4.6931366911,2.6425782048,-1.4573579115
tss:wt_experiment_2:1,-0.19716423,-0.2102343948,0.12269631460000001
tss:wt_experiment_2:2,-0.2727238051,-0.31103650520000004,-0.0534720494
tss:wt_experiment_2:3,0.4698880351,0.5212708999,-0.0692242652
vera:0_days_176:1,-0.7082201006000001,0.14386324220000002,0.3102993113
vera:0_days_176:2,0.22469341410000002,-0.23107486370000002,0.5383436349
vera:0_days_176:3,-0.3761007585,0.22801714950000002,0.0402090764
vera:0_days_176:4,-0.4188369872,-0.1170605524,0.11653497680000001
vera:0_days_control:1,0.3383114276,-0.4544838775,0.0137528204
vera:0_days_control:2,-0.2780019227,0.32568735120000003,-0.38919199050000003
vera:0_days_control:3,-0.1298415949,-0.0075498106,0.2875142931
vera:0_days_control:4,0.06953209,0.136346337,0.08792487700000001
vera:1_days_176:1,-0.10030748090000001,0.27046306600000003,-0.0391424093
vera:1_days_176:2,0.27723200200000003,0.5912569556,0.133319334
vera:1_days_176:3,-0.6736444168,0.22699019780000002,-0.1957882297
vera:1_days_control:1,-0.5011939393,0.4743056362,0.0828968228
vera:1_days_control:2,-0.6747643715,0.5030213221000001,0.3033347563
vera:1_days_control:3,-0.3263574852,0.5005567524,-0.0934849215
vera:1_days_control:4,-0.6735290705,0.2858106205,-0.1543921574
