,A,GntR
cstr_pfr__str_0210m__1,0.36332843330000003,0.0280369447
cstr_pfr__str_0330m__1,1.0925787462,0.0420565753
cstr_pfr__str_1500m__1,1.1663010005,0.1525667701
cstr_pfr__str_1560m__1,0.2998255251,0.0410352232
cstr_pfr__str_1680m__1,0.577553612,-0.039656876300000005
cstr_pfr__str_ref1__1,0.0025110978,-0.0071640044
cstr_pfr__str_ref2__1,-0.2317758108,-0.1644859137
cstr_pfr__str_ref3__1,0.1477444619,-0.0974698222
cstr_pfr__pfr_P5_0005m__1,-0.062864718,-0.0205294518
cstr_pfr__pfr_P5_0010m__1,0.4470324028,-0.1887059131
cstr_pfr__pfr_P5_0025m__1,0.3770492549,-0.0020750233
cstr_pfr__pfr_P3_0025m__1,0.2759963547,-0.0066950978
cstr_pfr__pfr_P1_0025m__1,0.6609358966000001,-0.0371317596
cstr_pfr__pfr_P5_0045m__1,0.4520171016,-0.161705971
cstr_pfr__pfr_P5_0120m__1,0.7251879408,-0.1643304617
cstr_pfr__pfr_P3_0120m__1,0.4326984988,-0.1746606442
cstr_pfr__pfr_P1_0120m__1,0.23959785620000001,-0.1681611146
cstr_pfr__pfr_P5_0210m__1,1.124421729,0.035843102
cstr_pfr__pfr_P5_1500m__1,0.3253483746,-0.1849873752
cstr_pfr__pfr_P3_1680m__1,-0.1541423797,-0.1447947251
cstr_pfr__pfr_P5_1680m__1,0.0130532136,-0.1974625877
cstr_pfr__pfr_P1_1680m__1,0.3045697059,-0.059223620500000004
cstr_pfr__str_0005m__2,0.7694986549,-0.040988082
cstr_pfr__str_0010m__2,1.2558728904,-0.1273352558
cstr_pfr__str_0025m__2,0.6421624380000001,0.0180190493
cstr_pfr__str_0045m__2,0.551692825,0.1940839539
cstr_pfr__str_0075m__2,0.8445592833000001,0.050457654500000004
cstr_pfr__str_0120m__2,0.3294316843,0.0085667597
cstr_pfr__str_0210m__2,0.5089360126,-0.0267969919
cstr_pfr__str_0330m__2,0.2798748012,0.016010022000000002
cstr_pfr__str_1500m__2,0.21390860820000002,0.205350794
cstr_pfr__str_1560m__2,0.23974034190000001,0.0761786465
cstr_pfr__str_1680m__2,0.15666201840000002,0.0518015074
cstr_pfr__str_ref1__2,-0.0025110978,0.0071640044
cstr_pfr__str_ref2__2,0.1128968035,-0.0668230522
cstr_pfr__str_ref3__2,0.1691538078,-0.0827199426
cstr_pfr__pfr_P5_0005m__2,1.2586018222,-0.2183615528
cstr_pfr__pfr_P5_0010m__2,1.0315741248,-0.1464803812
cstr_pfr__pfr_P5_0025m__2,0.9440996038,-0.0934303517
cstr_pfr__pfr_P3_0025m__2,0.6838698473,-0.0936403107
cstr_pfr__pfr_P1_0025m__2,0.8417362177000001,-0.08069983900000001
cstr_pfr__pfr_P5_0045m__2,1.5699835899,-0.058815795100000005
cstr_pfr__pfr_P5_0120m__2,0.5181013696,-0.0434318895
cstr_pfr__pfr_P3_0120m__2,0.2037440053,-0.18517380930000002
cstr_pfr__pfr_P1_0120m__2,0.6325093195,-0.09673326900000001
cstr_pfr__pfr_P5_0210m__2,0.2263141593,-0.172490962
cstr_pfr__pfr_P5_1500m__2,0.4179304856,-0.2523751899
cstr_pfr__pfr_P3_1680m__2,0.37007993380000004,-0.1979168527
cstr_pfr__pfr_P5_1680m__2,0.3724767319,-0.17768047080000002
cstr_pfr__pfr_P1_1680m__2,0.2998881004,-0.0714799663
darobactin__daro_30m__1,0.91110547,0.5548253613
darobactin__daro_30m__2,0.383092849,0.27733195110000003
darobactin__solv_1h__1,3.0189500533,0.5788425681
darobactin__solv_1h__2,1.7401588323000001,0.43725859450000004
darobactin__daro_1h__1,0.8706564759000001,0.3343483754
darobactin__solv_1h__3,1.5609953209,0.5662582458000001
darobactin__daro_1h__2,1.3637408615,0.5488212804
darobactin__daro_1h__3,2.266462134,0.5833484574000001
darobactin__daro_30m__3,0.3611119887,-0.0625831881
darobactin__solv_30m__1,-0.030812427400000002,0.0087136179
darobactin__solv_15m__1,0.050315264400000004,-0.0883220592
darobactin__solv_15m__2,0.46269999370000003,-0.0072811949
darobactin__daro_15m__1,0.230794448,-0.0531976402
darobactin__solv_15m__3,-0.5130152581,0.0956032542
darobactin__daro_15m__2,-0.15311522,0.0282157682
darobactin__daro_15m__3,-0.3569609488,0.1870791091
darobactin__solv_30m__2,0.10835351260000001,-0.1357300723
darobactin__solv_30m__3,-1.3121105669,0.0009942004000000001
ddp__pNT3_aroP__1,-3.0950166451,-0.0685582041
ddp__pNT3_aroP__2,-3.2048122045,-0.3709143077
ddp__pNT3_bamC__1,-3.5536314016,-1.0880418568
ddp__pNT3_bamC__2,-1.9472792826,-1.0001880385
ddp__pNT3_cusA__1,-4.6282737656,-0.9751579873
ddp__pNT3_cusA__2,-3.5896812505,-0.68229271
ddp__pNT3_hemX__1,-1.3840229682,-0.9911796850000001
ddp__pNT3_hemX__2,-1.938805264,-1.0981096983
ddp__pNT3_empty__1,-0.2578760075,0.0169409348
ddp__pNT3_empty__2,0.2578760075,-0.0169409348
ddp__pNT3_topA__1,-2.9782580683,-0.431494131
ddp__pNT3_topA__2,-3.6816636933,-0.400061163
ddp__pNT3_yicR__1,-1.4637526441,-0.43781169480000004
ddp__pNT3_yicR__2,-1.6638405168000001,-0.6742922763
ddp__pNT3_yqjD__1,-0.3550090994,-0.14974482390000002
ddp__pNT3_yqjD__2,-0.3953543922,-0.45701353840000003
ecomics__del_gabT__1,-0.2088018557,-0.0660189286
ecomics__del_gabT__2,0.2088018557,0.0660189286
ecomics__del_putP__1,0.2076883549,-0.1742906851
ecomics__del_putP__2,-0.4593947707,-0.1957689595
ecomics__del_entF__1,2.4815158856,-0.4318986124
ecomics__del_entF__2,1.7502512468,-0.145870641
ecomics__del_entF__3,-1.4886041138000001,-0.2626080052
ecomics__del_cysA__1,2.446319976,-0.2769925988
ecomics__del_cysA__2,0.6156825533,-0.1885591543
elyC__wt_21C__1,-1.2199070779,-0.4336087087
elyC__wt_21C__2,-1.3199013298,-0.4394167802
elyC__wt_21C__3,-1.1267074809,-0.3566880841
elyC__wt_37C__1,0.1758822432,-0.054514644
elyC__wt_37C__2,0.0400323659,0.032487059400000004
elyC__wt_37C__3,-0.21591460910000002,0.0220275846
elyC__delelyC_21C__1,-0.7633642119,-0.4173531112
elyC__delelyC_21C__2,-1.4827143143,-0.44144114770000004
elyC__delelyC_21C__3,-1.2067882478,-0.41627951160000004
elyC__delelyC_37C__1,0.2076071826,0.033092225
elyC__delelyC_37C__2,0.0024126511,-0.0207606289
elyC__delelyC_37C__3,0.0818360055,-0.0065973046
evo_acid_w__F9_2__1,0.3247876772,-0.1899443369
evo_acid_w__F11_1__1,0.4829751585,0.5877611327
evo_acid_w__F11_1__2,0.3898375025,0.9505437013
evo_acid_w__F11_1__3,0.9181681111000001,1.2039363381000001
evo_acid_w__wt__1,0.0549383034,0.20249106560000002
evo_acid_w__F11_2__1,1.1012189201,0.49118505980000005
evo_acid_w__B11_2__1,0.0549535213,0.7354078215000001
evo_acid_w__F11_2__2,1.9798832994,0.6496998323000001
evo_acid_w__wt__2,0.6005542582,0.0627574184
evo_acid_w__B11_1__1,-0.2651628313,0.5384047348000001
evo_acid_w__H9_1__1,2.2712742758,-0.14096872130000002
evo_acid_w__H9_2__1,1.3725575489000001,0.1648361005
evo_acid_w__B11_2__2,0.20310343190000002,0.7587175822000001
evo_acid_w__wt__3,0.22040339280000001,0.096657114
evo_acid_w__H9_2__2,1.3605856271,0.1976571214
evo_acid_w__B11_2__3,0.4887255274,0.9821763558000001
evo_acid_w__F11_2__3,2.1884596333,0.8234513816
evo_acid_w__F9_2__2,-0.0281093364,-0.24598131480000002
evo_acid_w__wt__4,-1.2917535144,0.0134314914
evo_acid_w__wt__5,-0.8258332094,0.1386814414
evo_acid_w__wt__6,0.8424998625000001,-0.0984005022
evo_acid_w__H9_1__2,2.4740543018,-0.190231064
evo_acid_w__F9_1__1,1.1145401268,0.2635633654
evo_acid_w__F9_1__2,1.0086405014,0.6545414649
evo_acid_w__B11_1__2,0.032740756100000004,0.31328623380000004
evo_acid_w__H9_2__3,0.8799650291000001,0.18798739080000001
evo_acid_w__wt__7,-0.664549943,-0.07699664960000001
evo_acid_w__F9_1__3,0.7765858306000001,0.5292919395
evo_acid_w__F9_2__3,0.16776365740000002,-0.1544579872
evo_acid_w__wt__8,0.1640786072,-0.18752459770000002
evo_acid_w__B11_1__3,0.4571424609,0.2089041415
evo_acid_w__wt__9,0.8996622427000001,-0.1510967813
evo_bz__c3_1_bz__1,0.43128597820000003,0.67208227
evo_bz__c3_1_bz__2,2.2893805061,-0.6772253347
evo_bz__c3_1_bz__3,3.0220932446,-0.6356382613
evo_bz__c3_1_bz__4,2.2723133186,-0.5439349811
evo_bz__g5_1_bz__1,-0.0819077982,-0.34912072180000003
evo_bz__g5_1_bz__2,-0.7966829511,-0.3804625519
evo_bz__g5_1_bz__3,0.4474623206,-0.720196024
evo_bz__g5_1_bz__4,1.9029325046,-1.0651987424
evo_bz__g5_1_bz__5,1.6364793844,-1.0200423368
evo_bz__g5_1_bz__6,1.3355064775,-0.8745516546000001
evo_bz__w3110d13__1,-0.24837189510000002,0.0228433687
evo_bz__w3110d13__2,-0.3374933037,0.14576139400000002
evo_bz__w3110d13__3,0.5825056303,-0.32664658090000004
evo_bz__w3110d13__4,-0.2970582102,0.1654345028
evo_bz__w3110d13__5,0.2977126752,0.19519278580000002
evo_bz__w3110d13__6,0.0027051035,-0.2025854704
evo_bz__w3110d13_bz__1,-1.2301414739,-0.1811576875
evo_bz__w3110d13_bz__2,-1.5447342573,-0.1539766564
evo_bz__w3110d13_bz__3,3.4713885426,-0.4010557568
evo_bz__w3110d13_bz__4,-1.0842571107,-0.1896781314
evo_bz__c3_1_bz__5,0.5678160621,1.1637987821
evo_bz__c3_1_bz__6,-0.2638025861,0.5706305070000001
evo_bz__g5_2_bz__1,0.704403485,-1.0450188395
evo_bz__g5_2_bz__2,0.5908866001,-1.0242788503
evo_bz__g5_2_bz__3,1.1460557142,-0.9003355418000001
evo_bz__g5_2_bz__4,-0.0704576146,0.0698128934
evo_bz__g5_2_bz__5,-0.21481708060000002,-0.1089382743
evo_bz__g5_2_bz__6,-0.8309548928,-0.0687721622
evo_bz__w3110d13_bz__5,3.0674208821,-0.049459449
evo_bz__w3110d13_bz__6,3.138025584,-0.3697720411
evo_bz__a1_1_bz__1,-2.2379268371,0.8744122255000001
evo_bz__a1_1_bz__2,-2.3378062745,0.7927350757
evo_bz__a1_1_bz__3,-0.3961146129,0.3643783414
evo_bz__a1_1_bz__4,-2.1053836324,0.48946539780000003
evo_bz__a1_1_bz__5,-0.3440257671,0.3014817658
evo_bz__a1_1_bz__6,-0.20618718860000002,0.46657538670000004
evo_metab__wt__1,0.8562008367,0.1431825871
evo_metab__del_zwf__1,-0.1454231081,0.18260051970000002
evo_metab__zwf_ale1__1,-0.44196646910000004,0.1426373427
evo_metab__zwf_ale2__1,-0.5572516367,-0.5409824309
evo_metab__del_ppk__1,1.8713241371,-0.1601973344
evo_metab__ppk_ale1__1,0.4885800035,-0.14124805270000002
evo_metab__ppk_ale2__1,1.6529057538,-0.0023772479
evo_metab__ppk_ale3__1,1.5895028820000001,-0.2736833202
evo_metab__del_dapF__1,0.6839551303,-0.180817907
evo_metab__dapF_ale1__1,1.2634180763,-0.0651668021
evo_metab__dapF_ale3__1,1.8668950837,-0.0399082854
evo_metab__del_entC__1,0.29675197810000004,0.0851808732
evo_metab__entC_ale1__1,-0.955017321,0.0169741074
evo_metab__entC_ale2__1,0.1873247718,0.3840816166
evo_metab__del_dgk__1,-0.038760747400000004,-0.17074826270000001
evo_metab__dgk_ale1__1,-0.1143446714,-0.0440278223
evo_metab__dgk_ale2__1,-1.0326759167,0.3732417733
evo_metab__dgk_ale3__1,-0.45221583060000003,-0.1847068502
evo_metab__wt__2,-0.10501505280000001,-0.14287546780000002
evo_metab__del_zwf__2,-1.7186820351,-0.07589257170000001
evo_metab__zwf_ale1__2,-1.6782998359999999,-0.4855841175
evo_metab__zwf_ale2__2,0.29340643710000003,-0.6379575671000001
evo_metab__del_ppk__2,-1.2953757558,-0.3808207114
evo_metab__ppk_ale1__2,-0.9508573861,-0.1736444866
evo_metab__ppk_ale2__2,-1.5670347149000001,-0.1962601099
evo_metab__ppk_ale3__2,-1.487750924,-0.2422793595
evo_metab__del_dapF__2,-1.9508530439,-0.27392788030000004
evo_metab__dapF_ale1__2,-0.9759423609000001,-0.7628033179
evo_metab__dapF_ale3__2,-1.8334060539,-0.3671028606
evo_metab__del_entC__2,-2.1248847438,-0.4116130622
evo_metab__entC_ale1__2,-1.4709750359,-0.15071342840000002
evo_metab__entC_ale2__2,-1.6673776335000001,-0.2461990339
evo_metab__entC_ale3__1,-0.7315608298,-0.1435665652
evo_metab__del_dgk__2,0.0679375324,-0.1174732768
evo_metab__dgk_ale1__2,-0.9429468803000001,-0.3481947742
evo_metab__dgk_ale2__2,-1.0249409277,0.2291159253
evo_metab__dgk_ale3__2,-0.0453220463,-0.31940829330000003
evo_metab__wt__3,-0.7511857839,-0.0003071193
evo_metab__del_zwf__3,-1.3531558219,-0.33779119020000004
evo_metab__zwf_ale1__3,-1.7727207402,-0.32738765410000004
evo_metab__zwf_ale2__3,-0.339140365,-0.5676624108
evo_metab__del_ppk__3,-1.304901127,-0.0910352797
evo_metab__ppk_ale1__3,-1.1456047364,-0.18853607490000002
evo_metab__ppk_ale2__3,-1.3482626506,0.1054628829
evo_metab__ppk_ale3__3,-0.8422203963,0.0737296184
evo_metab__del_dapF__3,-1.6870317661,-0.1296446708
evo_metab__dapF_ale1__3,-0.8995759413000001,-0.4627867325
evo_metab__dapF_ale3__3,-1.8481574712,-0.0498103024
evo_metab__del_entC__3,-0.8033469272,-0.2160362295
evo_metab__entC_ale1__3,-1.7041903735,-0.1051601107
evo_metab__entC_ale2__3,-0.7068164503000001,-0.1542318258
evo_metab__entC_ale3__2,-1.5137705948,-0.1820556606
evo_metab__del_dgk__3,-0.5330572449000001,-0.2434319376
evo_metab__dgk_ale1__3,-1.1962320417,-0.1255701432
evo_metab__dgk_ale2__3,-1.2539292068,0.1115091046
evo_metab__dgk_ale3__3,-0.6723919489,-0.2327698258
flag_reg__wt__1,-0.2348124969,0.0519065458
flag_reg__del_fliA__1,-0.0135847576,-0.48522896860000003
flag_reg__del_flhC__1,0.5698830107,-0.5289719198
flag_reg__del_flhD__1,1.5481341552,-0.4727192663
flag_reg__wt__2,0.2348124969,-0.0519065458
flag_reg__del_fliA__2,0.7321180849000001,-0.3683166064
flag_reg__del_flhC__2,-0.8472534864,-0.07052703960000001
flag_reg__del_flhD__2,0.682241761,-0.6468051279
flgM__27C__1,-0.2949886333,-0.6227614055
flgM__27C__2,0.0294304849,-0.5865186721
flgM__27C__3,0.3472271974,-0.6009223259
flgM__32C__1,-0.16400721910000002,-0.23601606200000003
flgM__32C__2,0.1329476346,0.0936807742
flgM__32C__3,-0.3024993382,-0.1373918804
flgM__37C__1,-0.0977146596,0.0243840795
flgM__37C__2,-0.0123756209,-0.0237996553
flgM__37C__3,0.1100902805,-0.0005844241
flgM__42C__1,0.1945240558,0.4308354643
flgM__42C__2,0.5104160261,0.5673961738000001
flgM__42C__3,0.5603466037,0.9546833201
histone__untreated__1,0.46393073030000004,-0.008156966
histone__untreated__2,-0.022251395900000002,0.20378436590000001
histone__untreated__3,-0.4416793344,-0.19562739999999998
histone__10ug_H2A__1,0.4401349761,-0.2477149315
histone__10ug_H2A__2,0.0249222139,-0.0379758506
histone__10ug_H2A__3,0.1444736487,-0.21356557750000002
histone__50ug_H2A__1,0.46030464,-0.08809135500000001
histone__50ug_H2A__2,0.2727267786,-0.015152727500000001
histone__50ug_H2A__3,0.6118571116,-0.0551883185
histone__100ug_H2A__1,0.19778930190000002,-0.1449682519
histone__100ug_H2A__2,0.5376735123,-0.078133726
histone__100ug_H2A__3,0.2457930411,-0.1402267339
hns__del_hns_spike__1,-0.2610557529,-0.48761322840000004
hns__del_hns_spike__2,-1.4463896008,-0.0073528248
hns__del_hns__1,-0.1610796347,-0.41501059030000004
hns__del_hns__2,-0.5142483188,0.0094667562
hns__wt_spike__1,-2.0766518116,-0.175002609
hns__wt_spike__2,2.5434936224999998,0.3435645003
hns__wt__1,-1.3665256978,-0.1710422338
hns__wt__2,1.3665256978,0.1710422338
hns_stpA__evo100G4_delhns_delstpA__1,1.0588006049,-0.6833794334000001
hns_stpA__evo100G4_delhns_delstpA__2,0.5466896391,-0.6938313021
hns_stpA__evo100G12_delhns_delstpA__1,-0.3261582069,-2.1098225179
hns_stpA__evo100G12_delhns_delstpA__2,0.1334099765,-2.0681912568
hns_stpA__delhns_delstpA_delrpoS__1,1.1297065534,-1.6640965439
hns_stpA__delhns_delstpA_delrpoS__2,1.5260062074,-1.9701899714
hns_stpA__wt__1,0.3285710228,0.21356653020000002
hns_stpA__wt__2,-0.3285710228,-0.21356653020000002
hns_stpA__delhns_delstpA__1,1.1500850615,-2.1599026375
hns_stpA__delhns_delstpA__2,1.430315791,-1.8529855852
hu__wt_log_pH7__1,-4.0458294172,-0.9076822428
hu__wt_log_pH7__2,-3.3545577726999998,-0.5800563435
hu__wt_log_pH7__3,-3.7678012070999998,-0.33492622040000003
hu__wt_lag_pH7__1,1.8742226271,-0.0765438596
hu__wt_lag_pH7__2,-0.2380974498,-0.2630420792
hu__wt_lag_pH7__3,-1.6361251773,0.3395859388
hu__delhupA_lag_pH7__1,1.9095834531,0.4158174676
hu__delhupA_lag_pH7__2,-2.2677136011,0.033276885400000004
hu__delhupA_lag_pH7__3,-1.6404249165,0.4189703766
hu__delhupB_lag_pH7__1,-1.6483894678,0.1087657439
hu__delhupB_lag_pH7__2,-1.6243637397000001,-0.1188793764
hu__delhupB_lag_pH7__3,-0.1423774516,0.265522034
hu__delhupAhupB_lag_pH7__1,-1.4126874198000001,0.0440912007
hu__delhupAhupB_lag_pH7__2,-2.3700734571,0.2161904083
hu__delhupAhupB_lag_pH7__3,-4.4812042454,0.0247224866
hu__hupAE34K_hupB_lag_pH7__1,0.9607559807,-0.2937947291
hu__hupAE34K_hupB_lag_pH7__2,-0.9782206342,-0.2938897528
hu__hupAE34K_hupB_lag_pH7__3,0.0731037445,0.14852302850000001
hu__hupAE34K_delhupB_lag_pH7__1,1.8558808116,-0.1374284611
hu__hupAE34K_delhupB_lag_pH7__2,-0.565230097,-0.3753771912
hu__hupAE34K_delhupB_lag_pH7__3,-0.1174687319,0.2966959967
hu__wt_lag_pH5__1,-3.9776004971,-0.3606899843
hu__wt_lag_pH5__2,-6.0215570626,-0.1312422927
hu__wt_lag_pH5__3,-5.9218856511,-0.1300619401
hu__delhupA_lag_pH5__1,-4.3393700536,-0.38314312700000003
hu__delhupA_lag_pH5__2,-3.1813153831,-0.11928188540000001
hu__delhupA_lag_pH5__3,-5.3670028051,-0.22405062380000001
hu__delhupAhupB_lag_pH5__1,-4.5771719792,-0.2726684588
hu__delhupAhupB_lag_pH5__2,-4.2637101845,0.044720789600000005
hu__delhupAhupB_lag_pH5__3,-4.3435370315,0.1814603709
hu__hupAE34K_hupB_lag_pH5__1,-4.7310144595,-0.2926644617
hu__hupAE34K_hupB_lag_pH5__2,-5.5389835158,-0.0860725455
hu__hupAE34K_hupB_lag_pH5__3,-6.0152908358,0.0018458452
hu__hupAE34K_delhupB_lag_pH5__1,-5.9288876028,-0.2774528779
hu__hupAE34K_delhupB_lag_pH5__2,-5.5660706408,-0.1189188753
hu__hupAE34K_delhupB_lag_pH5__3,-5.8484611085000004,-0.1823577681
hyperpersistence__low_GFP__1,-2.2336124139,-0.7376996328000001
hyperpersistence__wt__1,-0.0291559326,-0.1126289617
hyperpersistence__high_GFP__1,-1.6880579245,-0.8694812109000001
hyperpersistence__pth_mut__1,-0.6655446996000001,-0.1713323495
hyperpersistence__pth_mut__2,-0.2714951481,-0.4126573196
hyperpersistence__metG_mut__1,0.1679454639,0.07738414560000001
hyperpersistence__metG_mut__2,0.014834864900000001,-0.13197683
hyperpersistence__high_GFP__2,-1.8086966461,-1.0403789196
hyperpersistence__wt__2,0.0291559326,0.1126289617
hyperpersistence__low_GFP__2,-2.3257125255,-0.9929131937000001
kan_efg__cpxAF218Y__1,3.3093766551,0.44798960990000003
kan_efg__cpxAF218Y__2,4.2048169846,0.44950032360000003
kan_efg__cyaAN600Y__1,4.1655537955,0.1152166033
kan_efg__cyaAN600Y__2,6.102436769,0.5499763207
kan_efg__fusAA608E__1,0.0775363796,0.007050031500000001
kan_efg__fusAA608E__2,-0.2627808675,0.024810660800000002
kan_efg__fusAA608E_cpxAF218Y__1,0.9626118685,0.4712425434
kan_efg__fusAA608E_cpxAF218Y__2,1.4450176821,0.1791367877
kan_efg__fusAA608E_cyaAN600Y__1,2.1903378129,0.2853326124
kan_efg__fusAA608E_cyaAN600Y__2,2.8081444303,0.3785435045
kan_efg__fusAA608E_rpoDL261Q__1,-0.36117581670000004,0.7668877968000001
kan_efg__fusAA608E_rpoDL261Q__2,-0.6704689871,0.5742837857
kan_efg__fusAA608E_topAS180L__1,3.1209295327,0.42856844850000003
kan_efg__fusAA608E_topAS180L__2,4.0396777592,0.2780027498
kan_efg__rpoDL261Q__1,-1.0538137093,0.6366285999
kan_efg__rpoDL261Q__2,0.0624448297,0.8530229295
kan_efg__wt__1,-0.6840973295,-0.1671328916
kan_efg__wt__2,0.6840973295,0.1671328916
lrp__wt_min_log__1,0.2772286268,0.029691375800000003
lrp__wt_min_log__2,-0.2772286268,-0.029691375800000003
lrp__wt_min_trans__1,-0.8103638767,-0.0571426078
lrp__wt_min_trans__2,-0.1605586193,0.4147326731
lrp__wt_min_stat__1,1.2689621955,0.11218790540000001
lrp__wt_min_stat__2,-0.1510496536,-0.0768076052
lrp__wt_liv_log__1,-0.416653355,0.1533459924
lrp__wt_liv_log__2,-0.37513026320000004,0.1831508608
lrp__wt_liv_trans__1,-0.7990191792,0.238091868
lrp__wt_liv_trans__2,-0.0078021183,0.0818843125
lrp__wt_liv_stat__1,-0.47749459980000003,-0.37103339350000003
lrp__wt_liv_stat__2,-0.3579465073,-0.2886416493
lrp__wt_rich_log__1,0.9883234861,-0.1435385914
lrp__wt_rich_log__2,0.8114644015,-0.2655172327
lrp__wt_rich_trans__1,0.4166599603,-0.2393406639
lrp__wt_rich_trans__2,-0.2725130941,-0.1915058132
lrp__wt_rich_stat__1,-1.6505310507000002,-0.1467078239
lrp__wt_rich_stat__2,-0.843074893,0.2924272049
lrp__dellrp_min_log__1,-0.5562978964,0.13681020300000002
lrp__dellrp_min_log__2,-0.3969690124,-0.1480691317
lrp__dellrp_min_trans__1,-0.8669535556,-0.3826158873
lrp__dellrp_min_trans__2,-0.6380607588,0.235411527
lrp__dellrp_min_stat__1,-0.0047868767000000005,-0.4508431001
lrp__dellrp_min_stat__2,-0.2984654955,-0.3997039577
lrp__dellrp_liv_log__1,-0.4473726568,0.1186316686
lrp__dellrp_liv_log__2,-0.2972080871,-0.031823753600000004
lrp__dellrp_liv_trans__1,-0.46188145020000004,-0.1160408076
lrp__dellrp_liv_trans__2,0.0147623013,-0.07577324120000001
lrp__dellrp_liv_stat__1,0.2765969274,-0.265639823
lrp__dellrp_liv_stat__2,-0.18433519010000002,-0.3265095462
lrp__dellrp_rich_log__1,0.2508425033,-0.119043752
lrp__dellrp_rich_log__2,0.5909655763,-0.2650438499
lrp__dellrp_rich_trans__1,0.0135273443,-0.1470305646
lrp__dellrp_rich_trans__2,-0.49832234150000004,-0.0577925482
lrp__dellrp_rich_stat__1,-1.348772888,-0.46053810380000004
lrp__dellrp_rich_stat__2,-1.3274768356,0.0507279387
mazF_circuit__t0__1,-0.29101035610000003,-0.1320767405
mazF_circuit__t2__1,1.5376551252000001,0.049883225
mazF_circuit__t4__1,3.3753275447,0.6322728935
mazF_circuit__t6__1,5.0666828212,1.0416079684
mazF_circuit__t8__1,4.3349297863,1.8572725269
mazF_circuit__t0__2,0.29101035610000003,0.1320767405
mazF_circuit__t2__2,-0.050249057300000004,0.6285155892000001
mazF_circuit__t4__2,2.8990797713000003,0.8102741402
mazF_circuit__t6__2,2.0577217123000002,1.53428013
mazF_circuit__t8__2,3.9364552134,1.9106861101
mazF_ribo__emptyvec_mrna_5m__1,0.1047179895,-0.0579640739
mazF_ribo__emptyvec_mrna_5m__2,-0.1047179895,0.0579640739
mazF_ribo__mazF_mrna_5m__1,2.9568807653,0.9537165523000001
mazF_ribo__mazF_mrna_5m__2,2.9679442921,0.7091104077
mazF_ribo__emptyvec_total_5m__1,-1.9018328005,-1.4015228857
mazF_ribo__emptyvec_total_5m__2,-2.1838641770000002,-1.0410271037
mazF_ribo__mazF_total_60m__1,1.2907976357,-1.0364206614
mazF_ribo__mazF_total_60m__2,1.6777489965,-0.8991432528000001
mercury__ctrl_t00__1,0.4302700613,0.0096380241
mercury__ctrl_t10__1,0.6155295925000001,0.0162143917
mercury__ctrl_t30__1,0.5119054461,0.3618302077
mercury__ctrl_t60__1,-0.8683350576000001,0.6497110797
mercury__hg_t10__1,-0.3424399281,0.6514917111
mercury__hg_t30__1,-2.5483180483,0.8295566634
mercury__hg_t60__1,-3.8079921548,0.8940866177000001
mercury__pma_t10__1,-2.0028125916,-0.6811157802000001
mercury__pma_t30__1,-2.4588158184,-0.4713983679
mercury__pma_t60__1,-1.5720947308,-0.12652150210000002
mercury__ctrl_t00__2,-0.2092860317,-0.0132534045
mercury__ctrl_t10__2,0.4949319172,-0.07996814640000001
mercury__ctrl_t30__2,0.4717293212,0.4065320336
mercury__ctrl_t60__2,-0.8237748829,0.6473340946
mercury__hg_t10__2,-0.7049296740000001,0.44525773150000003
mercury__hg_t30__2,-2.9897658399,0.70454003
mercury__hg_t60__2,-2.9024175688,0.0669182031
mercury__pma_t10__2,-1.8930815318,-0.8773797225000001
mercury__pma_t30__2,-2.2248618435,-0.7103092443
mercury__pma_t60__2,0.4724718318,0.114362343
mercury__ctrl_t00__3,-0.22098402960000002,0.0036153804
mercury__ctrl_t10__3,0.4637362265,0.07512198710000001
mercury__ctrl_t30__3,-0.45169052190000003,0.6229188283
mercury__ctrl_t60__3,-0.8256489273000001,0.5040683222
mercury__hg_t10__3,0.9632433286000001,0.7985300885000001
mercury__hg_t30__3,-2.074594262,0.8313566615
mercury__hg_t60__3,-3.325414574,0.6095959607
mercury__pma_t10__3,-1.9341922549000001,-0.6878889583000001
mercury__pma_t30__3,-2.4187129592,-0.3121857062
mercury__pma_t60__3,0.0779740476,0.3427618887
ml_abx__az_lolcde__1,-2.3601127396,0.0370643897
ml_abx__az_lolcde__2,-0.6922675357,0.0197827913
ml_abx__az_lolcde__3,-2.438508358,0.0532234646
ml_abx__b01__1,0.5282455201,-0.0182287606
ml_abx__b01__2,0.30556582060000004,-0.061265906
ml_abx__b01__3,-0.8489476971000001,-0.072900563
ml_abx__cro__1,-0.8030948929,0.18248196790000001
ml_abx__cro__2,0.4973097139,0.0275035361
ml_abx__cro__3,-0.6385327987,-0.0166075932
ml_abx__chl__1,0.3364651332,-1.0393378622
ml_abx__chl__2,2.9603596694,-1.142748467
ml_abx__chl__3,1.5170677984,-1.1048715721
ml_abx__cip__1,-2.0475532763,0.12039284850000001
ml_abx__cip__2,0.5057372744,0.2946991873
ml_abx__cip__3,-2.3608514265,-0.1827503345
ml_abx__clr__1,-0.6316156539000001,-0.8591197105
ml_abx__clr__2,3.2169269017,-0.9122264385000001
ml_abx__clr__3,2.0611348581,-0.8087730998
ml_abx__cst__1,-1.9438625371,0.0389967316
ml_abx__cst__2,0.0341094939,-0.11890368720000001
ml_abx__cst__3,-2.4258750191000003,-0.0679419902
