,A,NtrC
hot_tale__hot_ale9_30c__2,-0.9228287190195698,-0.42670196250000014
hot_tale__hot_ale9_mid_37c__1,-0.1345883107051009,-1.4029869295
hot_tale__hot_ale9_mid_37c__2,-0.9405929567705912,-1.3927400945000006
hot_tale__hot_ale9_37c__1,-0.3589881457737968,-1.0420478135
hot_tale__hot_ale9_37c__2,-0.4541534514519698,-1.0472863115000006
hot_tale__hot_ale9_mid_44c__1,-2.878890971459904,-1.4380736675000003
hot_tale__hot_ale9_mid_44c__2,-2.662083240896428,-1.0912850274999997
hot_tale__hot_ale9_44c__1,-2.6697556460542478,-1.6739495845
hot_tale__hot_ale9_44c__2,-2.8218293259073954,-1.6039963515000002
hot_tale__hot_ale10_30c__1,-0.787986032764459,-0.9949603644999998
hot_tale__hot_ale10_30c__2,-0.3656895186837448,-1.0951214535
hot_tale__hot_ale10_37c__1,0.2410559025524907,-1.5369532695000006
hot_tale__hot_ale10_37c__2,0.1247684678396274,-1.4419532615
hot_tale__hot_ale10_44c__1,-5.874088171639045,-1.7875086335
hot_tale__hot_ale10_44c__2,-5.862416449600424,-1.5882698175000003
hot_tale__hot_ale16_30c__1,-0.9761560719102084,-0.8404577065000005
hot_tale__hot_ale16_30c__2,-0.6861149272405623,-0.8678544684999999
hot_tale__hot_ale16_37c__1,-0.6115345342731842,-1.0524237355000006
hot_tale__hot_ale16_37c__2,-1.1209367066767195,-1.1609352685000005
hot_tale__hot_ale16_44c__1,-4.556918919765977,-1.4236247835000002
hot_tale__hot_ale16_44c__2,-6.0499570194624965,-1.5850389994999998
pdhr_ale__pdhR-13_51__1,-1.6847564361270515,-2.3448684465000005
pdhr_ale__pdhR-13_51__2,-2.883661726589457,-2.1542983195000005
pdhr_ale__pdhR-14_46__1,-1.4022411793047789,-2.2998611235000004
pdhr_ale__pdhR-14_46__2,-1.1099310079049691,-1.5782993025000005
pdhr_ale__pdhR-15_51__1,-4.375371080756985,-2.4619505655000005
pdhr_ale__pdhR-15_51__2,-4.349994168165476,-2.5650229084999987
pdhr_ale__pdhR-16_49__1,-5.434147416728178,-2.4982814135
pdhr_ale__pdhR-16_49__2,-3.25096652227295,-2.3417838025
tcs__del_atoC_LiAcet__1,-1.9867822418221863,-0.7393988545000001
tcs__del_atoC_LiAcet__2,-1.9814273435731788,-0.5599440815000003
tcs__del_atoC_LiCl__1,-1.3877994421126392,-0.7239914205000009
tcs__del_atoC_LiCl__2,-1.348926905512126,-0.7057969684999987
tcs__del_atoC_m9__1,-2.4962697011281225,-1.1777435995000003
tcs__del_atoC_m9__2,-2.400375986103122,-1.2071973355
tcs__del_baeR_etoh__1,-9.11497846342805,-1.8425040625000009
tcs__del_baeR_etoh__2,-9.692201453582014,-1.5294812745000002
tcs__del_baeR_lb__1,-6.890449489108606,-1.3577165195000005
tcs__del_baeR_lb__2,-6.432392045255209,-1.4427110835
tcs__del_btsR_01xlb__1,-3.393293321233749,-2.2809202575
tcs__del_btsR_01xlb__2,-3.1536304703381672,-2.2626658125
tcs__del_btsR_lb__1,-11.855612883939738,-1.3325650065000003
tcs__del_btsR_lb__2,-11.827451954183587,-1.3396231125
tcs__del_btsR_pyruvate__1,-3.137024209965547,-2.1957123575000006
tcs__del_btsR_pyruvate__2,-3.436460612474428,-2.1417357175000005
tcs__del_cpxR_etoh__1,-10.018588322646018,-1.7627044105000005
tcs__del_cpxR_etoh__2,-9.32403167243138,-1.6234449535
tcs__del_cpxR_lb__1,-7.589282379958385,-1.4889226234999997
tcs__del_cpxR_lb__2,-7.376082761565988,-1.355300026500001
tcs__del_cusR_CuSO4__1,-8.31420306518868,-1.119560721500001
tcs__del_cusR_CuSO4__2,-8.647258508714307,-1.1292334935
tcs__del_cusR_lb__1,-7.585109167781175,-1.4866697575000003
tcs__del_cusR_lb__2,-7.80614972772751,-1.5367434415000003
tcs__del_kdpE_01-kcl__1,-1.9568513783046648,-1.9576734075000009
tcs__del_kdpE_01-kcl__2,-1.742775964246961,-2.0687313765
tcs__del_kdpE_115-kcl__1,-1.7580382511469146,-1.0798098765000006
tcs__del_kdpE_115-kcl__2,-1.1616183189648428,-1.0901191524999998
tcs__del_phoB_m9__1,0.1072031853055971,-1.3644556835
tcs__del_phoB_m9__2,0.4293571312383292,-1.4071611725000004
tcs__del_phoB_m9p__1,-3.3564121251005523,-2.6439248905
tcs__del_phoB_m9p__2,-3.8697247154317433,-2.7517382855
tcs__del_rcsB_etoh__1,-4.267431633610272,-1.2983974115
tcs__del_rcsB_etoh__2,-3.695541549191009,-1.2371234924999994
tcs__del_rcsB_lb__1,-8.60835165601863,-1.5792141055000002
tcs__del_rcsB_lb__2,-8.877282667748904,-1.6333146364999998
tcs__del_zraR_lb__1,-2.2294908006551406,-1.4183823255000003
tcs__del_zraR_lb__2,-2.19635082159698,-1.4355381664999998
tcs__del_zraR_zncl2__1,-4.159557520273952,-1.3177027385000004
tcs__del_zraR_zncl2__2,-4.055871036879084,-1.2015370165000006
tcs__wt_01-kcl__1,-3.3578388565038653,-2.3545958545000003
tcs__wt_01-kcl__2,-3.893355836714463,-2.4206101975000003
tcs__wt_01xlb__1,-2.536843672559495,-2.2840641535
tcs__wt_01xlb__2,-2.790033893437456,-2.3612270715
tcs__wt_115-kcl__1,-2.083559180673738,-1.2810299995000003
tcs__wt_115-kcl__2,-2.3233943348792483,-1.3582842495000005
tcs__wt_CuSO4__1,-2.945226972635292,-1.4570832075000002
tcs__wt_CuSO4__2,-3.149844740175268,-1.3000913465000004
tcs__wt_etoh__1,-5.835994032670733,-1.4613308445
tcs__wt_etoh__2,-6.415977559762111,-1.3958575535
tcs__wt_lb__1,-9.024494217766822,-1.9604903015
tcs__wt_lb__2,-8.986016437850678,-1.9483208485
tcs__wt_LiAcet__1,-0.9498766593114332,-1.2145433535
tcs__wt_LiAcet__2,-1.1731087667893596,-0.9911360685000004
tcs__wt_LiCl__1,-1.2951176391604775,-1.6113782715000005
tcs__wt_LiCl__2,-0.9188709737442996,-1.4688063335
tcs__wt_m9p__1,-2.988200438761953,-2.9010584025000004
tcs__wt_m9p__2,-3.071949468624259,-3.0205634635000003
tcs__wt_pyr__1,-1.7054918702405018,-1.8838514775000004
tcs__wt_pyr__2,-2.102095249612726,-1.7781987535
tcs__wt_zncl2__1,-3.333192376513415,-1.2506466445000006
tcs__wt_zncl2__2,-3.40723326159169,-1.3546085245000006
ros_tale__0_0_0pq__1,-0.5521151041654121,-1.2538699065000003
ros_tale__0_0_0pq__2,-0.1198375095717224,-1.1223862645000002
ros_tale__0_0_250pq__1,-2.233179576182692,-1.7809111075000006
ros_tale__0_0_250pq__2,-2.2881037416136154,-1.9435934215
ros_tale__1_mid_250pq__1,1.019909458931013,-0.5552288555000002
ros_tale__1_mid_250pq__2,0.9604806831197552,-0.3280924225000001
ros_tale__1_0_0pq__3,0.5429936987515783,-1.3987530924999998
ros_tale__1_0_0pq__4,0.8332879877611047,-1.4581374395000006
ros_tale__1_0_250pq__1,-0.681807488528737,-2.2605586915
ros_tale__1_0_250pq__2,-0.6908942116418805,-1.892356454500001
ros_tale__1_0_750pq__1,-3.1841973734227267,-2.2161509345
ros_tale__1_0_750pq__2,-1.8442881797754789,-2.2396426725000005
ros_tale__1_1_0pq__1,-0.0876951108104096,-1.0198798695000004
ros_tale__1_1_0pq__2,-0.5987034982531486,-1.0631794374999997
ros_tale__1_1_250pq__1,-0.8007578230888803,-1.0421828125
ros_tale__1_1_250pq__2,-1.0401650910700142,-1.2269247484999999
ros_tale__1_1_750pq__1,-0.4958784749014548,-0.8108449645000002
ros_tale__1_1_750pq__2,-0.1303742882019667,-0.8036806964999998
ros_tale__1_2_0pq__1,-5.071720036106507,-1.7023399005000002
ros_tale__1_2_0pq__2,-5.476218402813692,-1.7037927315
ros_tale__1_2_250pq__1,-5.542073676149868,-1.3198119034999998
ros_tale__1_2_250pq__2,-6.08746078404727,-1.9080349895
ros_tale__1_2_750pq__1,-7.097381676940572,-2.5978345865000003
ros_tale__1_2_750pq__2,-6.890940444397862,-2.5706799384999988
ros_tale__1_3_0pq__1,-4.045289996922493,-1.9623545315000002
ros_tale__1_3_0pq__2,-3.5854949628869432,-1.9871847345000004
ros_tale__1_3_250pq__1,-4.12313632322872,-1.8645720225
ros_tale__1_3_250pq__2,-4.7372637072662105,-2.2201819915000005
ros_tale__1_3_250pq__3,-5.410396689282501,-2.1476216325
ros_tale__1_3_250pq__4,-4.398046736245283,-1.1127555105000004
ros_tale__1_3_750pq__1,-6.948987833806485,-2.3878305335
ros_tale__1_3_750pq__2,-6.022722163976913,-2.0146039745
ros_tale__1_4_0pq__1,-6.702803319192324,-2.1548664465000003
ros_tale__1_4_0pq__2,-6.284687671328716,-1.9942078755000001
ros_tale__1_4_250pq__1,-3.609505182224615,-2.5441095975000003
ros_tale__1_4_250pq__2,-3.680962112615234,-1.3928434175
ros_tale__1_4_750pq__1,-4.940545863519205,-2.4896767175
ros_tale__1_4_750pq__2,-6.642664242918222,-2.3122681635
ros_tale__1_4_750pq__3,-6.47355731641516,-1.8541402695
ros_tale__1_4_750pq__4,-8.958073512892913,-2.0001129435
ros_tale__2_mid_250pq__1,-0.0721976467777198,-1.5566701414999995
ros_tale__2_mid_250pq__2,0.1827027735984971,-1.0998558224999997
ros_tale__2_0_0pq__1,-1.6026064248162144,-2.3182451695
ros_tale__2_0_0pq__2,-1.83280962655356,-2.3426446125
ros_tale__2_0_250pq__1,-0.9719834436513888,-1.4857615794999999
ros_tale__2_0_250pq__2,-1.3409161763765365,-1.5210581705000008
ros_tale__2_0_750pq__1,-4.731515912131288,-1.6169015065000003
ros_tale__2_0_750pq__2,-4.977147793849685,-1.7327530964999998
ros_tale__2_1_0pq__1,-4.142650660298124,-1.3535166455
ros_tale__2_1_0pq__2,-2.016998475999697,-1.166491111500001
ros_tale__2_1_250pq__1,0.1752129315776139,-1.1288017895000009
ros_tale__2_1_250pq__2,0.3112852097093245,-1.5814682505000004
ros_tale__2_1_750pq__1,0.174311638347623,-1.3811618965
ros_tale__2_1_750pq__2,-0.1665809462808077,-1.8755927805000001
ros_tale__2_1_750pq__3,-1.4274494842141583,-1.1051663315000004
ros_tale__2_2_0pq__1,-2.223133180597352,-0.2714679295
ros_tale__2_2_0pq__2,0.7857664461477651,0.5938514404999999
ros_tale__2_2_250pq__1,-1.923501455533182,0.9446914704999996
ros_tale__2_2_250pq__2,-0.0648680958013216,0.9336849975000004
ros_tale__2_2_750pq__1,0.6224547213172705,1.1548226844999985
ros_tale__2_2_750pq__2,-0.2345115209771469,0.8328021875000005
ros_tale__2_3_0pq__1,1.066169977417137,1.4255815115000008
ros_tale__2_3_0pq__2,-0.772744681948908,-0.14082898150000034
ros_tale__2_3_250pq__1,-0.3345054442000504,0.026325989499999203
ros_tale__2_3_250pq__2,-0.9733625575081244,0.013589475499999892
ros_tale__2_3_750pq__1,-0.4160210220807482,0.3061486164999998
ros_tale__2_3_750pq__2,-1.066206740046583,-0.7023004935000001
ros_tale__3_0_0pq__1,-6.204752082927472,-0.8500379075
ros_tale__3_0_0pq__2,-6.620250823555941,-0.6853806914999998
ros_tale__3_0_250pq__1,-7.392913085751285,-1.7675649175000006
ros_tale__3_0_250pq__2,-7.04263564586261,-1.6725641515000005
ros_tale__3_0_750pq__1,-5.705465254904016,-1.0194089245000004
ros_tale__3_0_750pq__2,-5.146655097927776,-1.1395543765000005
ros_tale__3_1_0pq__1,-5.370011917828901,-1.2078887255
ros_tale__3_1_0pq__2,-3.7457114334394017,-0.5183126654999999
ros_tale__3_1_250pq__1,-5.670951188839511,-1.1559390715000006
ros_tale__3_1_250pq__2,-5.065623653338797,-1.1559840945
ros_tale__3_1_750pq__1,-7.083625059688371,-2.3698596465
ros_tale__3_1_750pq__2,-5.649252346205142,-1.7723856644999998
ros_tale__3_2_0pq__1,-2.001947630611274,-1.2187585165000003
ros_tale__3_2_0pq__2,-1.869512551302685,-1.3122727694999998
ros_tale__3_2_0pq__3,-2.3218136317848685,-1.3823667165
ros_tale__3_2_0pq__4,-2.942853825079436,-1.4263348205000002
ros_tale__3_2_250pq__1,-3.3823276147797454,-1.5611612514999995
ros_tale__3_2_250pq__2,-6.842513777473423,-1.2930311865000004
ros_tale__3_2_750pq__1,-3.2413060261754274,0.9886362594999998
ros_tale__3_2_750pq__2,-6.377909832598236,-1.3456280685
ros_tale__3_3_0pq__1,-1.5129167525634937,-1.8644849435
ros_tale__3_3_0pq__2,-2.04962008312568,-1.7650484845000003
ros_tale__3_3_0pq__3,-1.0040410063666625,-1.5991644495
ros_tale__3_3_0pq__4,-1.919129990153961,-1.5797039975000002
ros_tale__3_3_250pq__1,-6.020354002609216,-2.1455924355
ros_tale__3_3_250pq__2,-5.41599634280269,-2.1627615675000005
ros_tale__3_3_750pq__1,-6.010226438071575,-2.7216310145000007
ros_tale__3_3_750pq__2,-6.073114942496822,-2.6431714475000003
ros_tale__3_4_0pq__1,-6.204450924262661,-0.5189174154999998
ros_tale__3_4_0pq__2,-6.544299475928193,-0.7425606705000005
ros_tale__3_4_250pq__1,-6.034531220762435,-1.7102453205000003
ros_tale__3_4_250pq__2,-8.06293530466749,-1.2807627095000005
ros_tale__3_4_750pq__1,-3.421558288493206,0.1944433304999995
ros_tale__3_4_750pq__2,-4.0789222016255176,-0.3648554005000007
pcoli__atASMT_325G__1,-3.1797492545815165,-2.0824123405000003
pcoli__atASMT_325G__2,-3.3945757574692763,-2.2006332065
pcoli__bpTDC__1,-1.857528592662023,-1.9929266845000004
pcoli__bpTDC__2,-1.4688557808527551,-2.0545886694999997
pcoli__BRCA__1,-3.109125887342607,-1.9813568895000009
pcoli__BRCA__2,-3.385230909671867,-2.1965792215000004
pcoli__BRCActrl__1,-2.52083961307026,-1.7117711155000004
pcoli__BRCActrl__2,-2.345855628744714,-1.5030735125000003
pcoli__BRCAswap__1,-1.9146276656236,-1.9368090025000004
pcoli__BRCAswap__2,-1.628018143832518,-1.9927632065000005
pcoli__btAANAT__1,-1.647392657736494,-1.9962098444999998
pcoli__btAANAT__2,-1.490023249920725,-1.9747320745000003
pcoli__btASMT__1,-0.8905439304371361,-1.9545239195000008
pcoli__btASMT__2,-1.2576613814727504,-1.8476777525
pcoli__CC1__1,-2.369976086853184,-1.7295641865000002
pcoli__CC1__2,-1.63158415359109,-1.6918040085
pcoli__ccCOMT__1,-2.6708070256128527,-2.0860287935
pcoli__ccCOMT__2,-2.736079355303275,-2.1013669745000003
pcoli__ckDDC__1,-1.654715559730297,-1.9964566855
pcoli__ckDDC__2,-2.152353669968867,-1.5988750205000004
pcoli__CNTF_belt__1,-2.109134485971332,-1.9114694055
pcoli__CNTF_belt__2,-1.2777513560635934,-1.8330791835
pcoli__cobPNMT__1,-2.797798040289577,-1.9728663775
pcoli__cobPNMT__2,-2.98329366865882,-2.1112417335
pcoli__cvPhhB__1,-3.3478855114358828,-2.2122328265
pcoli__cvPhhB__2,-3.1495821478517216,-2.1910831245000004
pcoli__ggAANAT__1,-2.281873001334485,-2.0121987925000004
pcoli__ggAANAT__2,-2.9338447774553056,-1.9621735065
pcoli__ggTPH__1,-2.4342875998067424,-1.8335196255
pcoli__ggTPH__2,-3.070533464467098,-2.0646376995000004
pcoli__hsAANAT__1,-2.2890096210302824,-1.5938257675000005
pcoli__hsAANAT__2,-2.644082756979268,-1.5223015395
pcoli__hsASMT__1,-1.8210124664415592,-1.8863588195
pcoli__hsASMT__2,-1.6586179526666702,-2.0098295944999998
pcoli__hsPNMT_mb__1,-3.4250257207915347,-2.1827001665
pcoli__hsPNMT_mb__2,-3.257771939711715,-2.3193097335
pcoli__hsTPH__1,-3.663859300284285,-2.4251474055000006
pcoli__hsTPH__2,-4.02874142325222,-2.3472029415
pcoli__hsTPH_E2K__1,-1.3442153366726235,-1.8791270175
pcoli__hsTPH_E2K__2,-1.7723525366236184,-1.9060476915000004
pcoli__hsTPH_E2K_N91I_P99C__1,-3.327036980505989,-2.1086055495
pcoli__hsTPH_E2K_N91I_P99C__2,-3.74605724985579,-2.0656016445
pcoli__hsTPH_N158trunc__1,-2.7916824798030326,-1.7474400925000009
pcoli__hsTPH_N158trunc__2,-3.026556930705587,-1.7531123715000003
pcoli__hsTPH_N174trunc__1,-2.5902189206889656,-1.9569492675000009
pcoli__hsTPH_N174trunc__2,-1.8221023029440413,-2.0062147465000004
pcoli__hsTPH_Ntermtrunc__1,-2.277783505504231,-1.5471398755
pcoli__hsTPH_Ntermtrunc__2,-2.020291302589447,-1.6653556515000003
pcoli__hsTPH1__1,-1.4528492897990346,-1.8510585825000003
pcoli__hsTPH1__2,-1.1790405828568569,-1.7635564444999998
pcoli__MBP__1,-5.981000524105672,-2.5645589745000006
pcoli__MBP__2,-5.545199270980139,-2.1762954845000007
pcoli__msCOMT__1,-3.3845468318033785,-1.4160110105
pcoli__msCOMT__2,-3.326727864662012,-1.4347538695000006
pcoli__ocAANAT__1,-2.424835315019533,-1.9638463915
pcoli__ocAANAT__2,-2.731532828619648,-2.0371742935
pcoli__osTDC_K374H__1,-2.65142266391598,-1.8097561795
pcoli__osTDC_K374H__2,-2.04289498692554,-1.6491984134999995
pcoli__osTDC_K374L__1,-3.999566591838295,-1.5324258955000003
pcoli__osTDC_K374L__2,-3.804202713691317,-1.5547640685
pcoli__osTDC_K374Q__1,-1.82467917447867,-1.9858047475000005
pcoli__osTDC_K374Q__2,-1.803023414316308,-1.9505359215
pcoli__osTDC_L360V__1,-2.891652753280427,-2.0602692275
pcoli__osTDC_L360V__2,-2.755015052096061,-2.1314452985
pcoli__pmTPH__1,-2.586567729100332,-1.0654947015000005
pcoli__pmTPH__2,-2.924342758092729,-1.0216990445
pcoli__RFC__1,-3.6412295006932354,-1.8681320855
pcoli__RFC__2,-3.357254876262434,-1.8343142935000003
pcoli__RFCctrl__1,-3.287796389479893,-1.4768442075
pcoli__RFCctrl__2,-4.134726967911985,-1.5627347765
pcoli__RFCnopause__1,-2.624904082060062,-1.5153609855
pcoli__RFCnopause__2,-1.987731381226828,-1.4665852455
pcoli__RFCpluspause__1,-1.8949320183532052,-1.2926437155000006
pcoli__RFCpluspause__2,-1.997219080691552,-1.2061960395
pcoli__rnCOMT_sol__1,-1.4963175558074338,-1.5925121244999998
pcoli__rnCOMT_sol__2,-2.4975849828333407,-1.5513012395
pcoli__rnPNMT__1,-2.433364472063507,-1.4191089345000003
pcoli__rnPNMT__2,-2.7436109796207626,-1.197505886500001
pcoli__rnTDC__1,-3.404732443996154,-2.0580423655000004
pcoli__rnTDC__2,-3.2285666895032588,-2.1198153645
pcoli__rnTDC_trunc__1,-4.318181221828846,-1.8505714665000002
pcoli__rnTDC_trunc__2,-4.460870847875739,-1.9417313285000004
pcoli__saCOMT_T2A__1,-3.4188930876494923,-2.1251568444999998
pcoli__saCOMT_T2A__2,-3.4455227770343964,-2.1503321425
pcoli__sfCOMT__1,-2.998344700843682,-1.9162674185000004
pcoli__sfCOMT__2,-2.9827702720824663,-2.0351521445000005
pcoli__sgAANAT_D63G__1,-3.473893659914994,-2.1187518725
pcoli__sgAANAT_D63G__2,-2.5668173831998646,-2.0046223925
pcoli__ssDDC__1,-2.493154900483838,-2.0464203734999997
pcoli__ssDDC__2,-2.42582109593831,-1.9484130075
pcoli__TP53B__1,-3.855822145330164,-2.1200011925
pcoli__TP53B__2,-3.59554042511011,-2.068536705500001
pcoli__WT__1,-2.5071202952152807,-1.5065969025
pcoli__WT__2,-2.149499849149429,-1.6639355465000003
cck__glu_ale4__1,-1.0050241847675756,-0.2946307104999999
cck__glu_ale4__2,0.1067705240473854,-0.4436814135000002
cck__cck_ale1__1,0.5281508104723626,-0.3857708874999997
cck__cck_ale1__2,0.6707504864394598,-0.330567266500001
cck__cck_ale2__1,0.913779084898282,-0.4746405385000001
cck__cck_ale2__2,0.3220839119203502,-0.5573090755000001
cck_pgi__gmos_delpgi__1,-4.13486562797002,-0.9038076524999994
cck_pgi__gmos_delpgi__2,-4.20253750615131,-0.8238742024999999
cck_pgi__pgi_ale1__1,-2.103341407863174,-0.6641501815000009
cck_pgi__pgi_ale1__2,-0.870236532117663,-0.9823648035000004
cck_pgi__pgi_ale2__2,-1.2131042793507831,-1.0102524634999988
cck_pgi__pgi_ale3__1,-0.9824743791090113,-0.6561416695000002
cck_pgi__pgi_ale3__2,-0.8835393186661428,-0.6827592724999993
cck_pgi__pgi_ale4__1,-1.3168515665484146,-0.3674391655000005
cck_pgi__pgi_ale4__2,-0.674728666257503,-0.6716814565000009
cck_pgi__pgi_ale4__3,-1.2578971722921377,-0.6606479934999987
cck_pgi__pgi_ale5__1,-0.419044940762831,-0.5377139105000008
cck_pgi__pgi_ale5__2,-0.0040892332025906,-1.1238203745000002
cck_pgi__pgi_ale6__1,-1.1046537763835684,-0.3912124014999998
cck_pgi__pgi_ale6__2,-0.1018627303570952,-0.6177449245000002
cck_pgi__pgi_ale7__1,-1.357744856006731,-0.8224717895000007
cck_pgi__pgi_ale7__2,0.3165361574381175,-0.9462046205000004
cck_pgi__pgi_ale8__1,0.0824569458930167,-0.4301036985
cck_pgi__pgi_ale8__2,0.5455813385217889,-0.6382689345000001
cck_sdh__gmos_delsdhCB__1,-3.61698459050379,-1.2063071835
cck_sdh__gmos_delsdhCB__2,-4.551335186329951,-0.8830092755000001
cck_sdh__sdh_ale1__1,-1.3752248998944148,-1.2538309554999998
cck_sdh__sdh_ale1__2,-0.6708268496635859,-1.2838459105000002
cck_sdh__sdh_ale2__1,-0.702265256250819,-0.8525089355000004
cck_sdh__sdh_ale3__2,-0.4304061046982487,-1.0506990624999997
cck_sdh__sdh_ale3__1,-0.3555048183168153,-0.048009262499999934
cck_sdh__sdh_ale3__3,-0.6915367602094943,-0.15400561449999994
cck_pts__gmos_delptsHIcrr__2,-6.246713097456563,-1.0398057605000002
cck_pts__gmos_delptsHIcrr__1,-5.903043149848924,-1.0385711354999998
cck_pts__pts_ale1__2,-3.5946495709399118,-1.4533314875
cck_pts__pts_ale1__1,-3.388881132333167,-1.5548076885000004
cck_pts__pts_ale2__2,0.7408868085330576,-1.0224428355000006
cck_pts__pts_ale2__1,0.3607696390975732,-1.0045442004999998
cck_pts__pts_ale3__2,-6.844067507145201,-3.4520181785000004
cck_pts__pts_ale3__1,-5.925970068915714,-3.4189092345
cck_pts__pts_ale4__2,1.8468634981043537,-0.8551361805000006
cck_pts__pts_ale4__1,1.2935816633535866,-0.8119836324999996
cck_gnd__gmos_delgnd__1,-2.537596713377434,-0.3789518335000004
cck_gnd__gmos_delgnd__2,0.6148190743365721,-0.19810375449999995
cck_gnd__gnd_ale1__1,0.3697723088401473,-0.4609405474999999
cck_gnd__gnd_ale1__2,0.5135950555303606,-0.587802506500001
cck_gnd__gnd_ale2__1,0.7990252825410553,-0.7248584784999998
cck_gnd__gnd_ale2__2,-0.2233039561229207,-0.6570025705000004
cck_gnd__gnd_ale3__1,-0.2383132552384982,-0.7831173634999997
cck_gnd__gnd_ale3__2,0.1443142049693662,-0.5704471405000007
cck_tpiA__gmos_deltpiA__1,-2.04280696916074,-1.5769796875000006
cck_tpiA__gmos_deltpiA__2,-5.457227592538999,-1.010992653500001
cck_tpiA__tpiA_ale1__1,-2.325970293277144,-1.4393603925000005
cck_tpiA__tpiA_ale1__2,-1.4788490740797673,-1.1838970915000004
cck_tpiA__tpiA_ale2__1,-0.8691628789831357,-1.5185478555000005
cck_tpiA__tpiA_ale2__2,-0.5876350986696641,-1.8193657245
cck_tpiA__tpiA_ale3__1,-2.4486291280504595,-1.4031404545
cck_tpiA__tpiA_ale3__2,-2.998431940318649,-1.4131142045000002
cck_tpiA__tpiA_ale4__1,-2.0890306927874183,-1.1890784855000005
cck_tpiA__tpiA_ale4__2,-1.9447315682884243,-1.2201585135000004
acid_tale__acid_ale1_pH7__1,0.5444389506066112,-1.0291669035000002
acid_tale__acid_ale1_pH7__2,0.5349838939265852,-1.049323481500001
acid_tale__acid_ale1_pH5__1,0.6415391813651811,-0.4928897415000009
acid_tale__acid_ale1_pH5__2,0.9047404133223776,-0.5250141975
acid_tale__acid_ale2_pH7__1,-0.5508091017087526,-0.3870420955000018
acid_tale__acid_ale2_pH7__2,-0.6191695092056686,-0.3512836245000006
acid_tale__acid_ale2_pH5__1,-2.199010581878197,-0.02046832250000019
acid_tale__acid_ale2_pH5__2,-1.1275358498129708,0.11149540849999973
acid_tale__low_Mg_ale_pH7__1,-2.480765736997627,-1.1477914514999998
acid_tale__low_Mg_ale_pH7__2,-1.8034439839159095,-1.2934927964999998
acid_tale__low_Mg_ale_pH5__1,-3.161464007138906,-0.7822146554999998
acid_tale__low_Mg_ale_pH5__2,-2.078968787639811,-0.7072098134999987
acid_tale__MES_ale_pH7__1,0.2867048181579205,-1.0846627514999998
acid_tale__MES_ale_pH7__2,-0.4085706626698774,-1.082239876500001
acid_tale__MES_ale_pH5__1,-1.6393518119064063,-0.5003392395000006
acid_tale__MES_ale_pH5__2,-3.1862725716175566,-0.7373967145
acid_tale__gmos_pH7__1,-0.1497275386444309,-1.2523518244999998
acid_tale__gmos_pH7__2,-0.4393030557946555,-1.1942332985000004
acid_tale__gmos_pH5__1,-3.101091674056214,-0.5317464774999996
acid_tale__gmos_pH5__2,-3.2041060679350566,-0.5023894545000003
adnB__wt_adn__1,-7.1947334278460575,-1.4606364645000005
adnB__wt_adn__2,-3.193596770447044,-1.479098080500001
adnB__delydhB_adn__1,-9.619877678268503,-1.5871423075000006
adnB__delydhB_adn__2,-7.1161346558906695,-1.5223647925000003
ytf2__wt_glc__1,0.2534007224973114,-0.8714932974999998
ytf2__wt_glc__2,-0.2184354654325163,-1.0325865335
ytf2__ybcM_glc__1,0.2663328532329848,-0.8664968324999993
ytf2__ybcM_glc__2,0.4150645561480839,-0.7195722705000005
ytf2__ydhB_glc__1,-0.0773539991851877,-1.1347007955000006
ytf2__ydhB_glc__2,-0.8956202881155748,-1.1658017034999997
ytf2__yfeC_glc__1,-0.6070233872337294,-1.0980431535
ytf2__yfeC_glc__2,-0.2071359621117915,-0.9760965475
ytf2__yciT_glc__1,-0.8474796640555751,-1.0171885935000002
ytf2__yciT_glc__2,-0.5181599115877724,-1.0353061845000004
ytf2__ydiZ_glc__1,0.3297752694249373,-0.4031503455000003
ytf2__ydiZ_glc__2,0.1155060845415607,-0.4583178405000004
ytf2__ynfL_glc__1,0.2444624639219306,-0.5652640805000004
ytf2__ynfL_glc__2,-0.2820741312540075,-0.5794635184999999
ytf3__wt_glc2__1,-0.7036405897368794,-0.5967113715000005
ytf3__wt_glc2__2,-0.4160267404042161,-0.5871897955000005
ytf3__wt_pH7_lactate__1,-0.9471138668766552,-0.5723314595000001
ytf3__wt_pH7_lactate__2,-1.0973016940299534,-0.5197183124999993
ytf3__wt_pH55_lactate__1,-0.5358623443851552,-0.8793136375000001
ytf3__wt_pH55_lactate__2,-0.6457199357426351,-0.8206660674999995
ytf3__wt_pH55_HCl__1,-0.8280798946368573,-0.7858408355000002
ytf3__wt_pH55_HCl__2,-0.9239021831315908,-0.8540699985
ytf3__dyieP_pH7__1,-0.3129225970021658,-0.3375789635000004
ytf3__dyieP_pH7__2,-0.993858872404074,-0.4638102394999999
ytf3__dyieP_pH55__1,-0.7029669654988966,-0.5541709424999999
ytf3__dyieP_pH55__2,-1.0183595195908814,-0.6716588725000001
minicoli__aldA_f1c2__1,-27.004305823742943,0.2672139643252933
minicoli__aldA_minE__1,-26.712337513806315,-1.7500603904886676
minicoli__mg1655_glc__1,-2.742662419366815,-0.4267506565098751
minicoli__mg1655_glc__2,-1.84243691485154,-0.3815216947441291
minicoli__minE_cyt__1,-26.367383498748072,0.11922195358584807
minicoli__minE_cyt__2,-26.29496280554749,0.8360543983885664
