,A,TreR
SRX4705233,-2.0425670942,-0.0351323683
SRX4705234,-0.43628938100000003,0.093020954
SRX4705235,-3.9861638828,-0.34053065260000004
SRX4705236,-0.136811131,0.08201255090000001
SRX4705237,-3.7417720216,-0.296607767
SRX4705238,-3.6504159262,-0.49401606080000005
SRX2038319,-0.3977890671,-0.0527229189
SRX2038320,0.08710740410000001,-0.0901963778
SRX2038321,-0.290459672,0.2200563792
SRX2038322,-0.8447750729,0.2594545915
SRX2038323,-0.0673586692,-0.0951258147
SRX2038324,-0.8011003830000001,0.1228483556
SRX2038325,-0.0713593258,0.282904951
SRX2038326,-0.7991174797,0.1625801764
SRX2038327,0.2012797282,0.0771483182
SRX2038328,-0.044370823100000005,0.0407310842
SRX2038329,-0.5507922606,-0.11290890890000001
SRX2038330,-0.6653979982,0.075083068
SRX2038331,-0.9860704360000001,-0.1362586073
SRX2038332,-1.0090860949,0.4476800885
SRX2038334,-0.0090751084,0.2821695994
SRX2038335,0.0217445634,0.4399064528
SRX2038336,0.0358049655,0.8729333315000001
SRX2038337,-1.1481114913,0.14389026800000002
SRX2038338,0.1695899481,-0.039932228800000004
SRX2038339,0.1549311824,0.4992062768
SRX2038340,1.7482522225000001,0.4586165267
SRX2038341,0.8271228475,0.3679543572
SRX2038342,0.4504056782,-0.1167747097
SRX2038343,0.21543928180000002,0.4247027511
SRX2038344,-0.081999558,0.2983970475
SRX2038345,-1.1844215938,0.0942075782
SRX2038346,-0.0429953609,0.3072547671
SRX2038347,0.041206227500000005,0.2468456535
SRX2038348,0.0473626219,0.2323125117
SRX2038349,-0.1913632016,-0.0900703672
SRX2038350,0.7302054833,-0.08148422400000001
SRX2038351,0.33160966950000004,0.2391460743
SRX2038352,0.2187382693,0.629738126
SRX2038353,0.1444684592,0.32616281550000004
SRX2038354,0.5683450324,0.5841493307
SRX2038355,0.9164865434,0.7030724512000001
SRX2038356,1.0722965256,0.0360342731
SRX2038357,0.228199119,0.09265514770000001
SRX2038358,1.8311290189,-0.2943629783
SRX2038359,1.9819808743,0.4149475955
SRX2038360,0.5868576497,0.16584485200000001
SRX2038361,0.0643277733,0.2086436328
SRX2038362,-0.44397009540000004,0.45631802720000003
SRX2038363,0.0360403612,0.4262279419
SRX2038364,-0.11654359680000001,0.33728950150000003
SRX2038365,0.0636486111,0.0620849075
SRX2038366,-0.18752978650000002,0.2523798709
SRX2038367,-0.1845111546,0.2457862456
SRX2038368,0.7858039061000001,-0.2859627214
SRX2038369,0.1612102826,-0.0735257928
SRX2038370,-0.20626328530000002,0.17848295590000002
SRX2038371,0.14982275150000002,0.3776978572
SRX2038372,-0.1409385384,-0.033764889900000004
SRX2038373,0.4636493546,0.4680784072
SRX2038374,0.41884209240000003,0.571493855
SRX2038375,0.5373268481,0.0039885723
ERX530520,-0.5901400427,-0.1151589851
ERX530521,0.9180465474,-0.0492017198
ERX530522,0.831040297,0.09553193530000001
ERX530523,0.895020942,0.0854461022
ERX530524,0.5901400427,0.1151589851
ERX530525,0.9661535478000001,-0.1387224183
ERX530526,-0.0268129613,-0.2377466694
ERX530527,1.1876236161,-0.0971896253
ERX3212443,1.4716792582,-0.3625315696
ERX3212444,1.3443032028,-0.2138164123
ERX3212445,1.4787170151,-0.2482623759
ERX3212446,-0.3038684204,-0.4146914632
ERX3212447,0.0800527852,0.026116758900000002
ERX3212448,0.2803278334,0.25684274020000003
ERX3212449,-0.0829001077,-0.0601105586
ERX3212450,-0.022476192000000002,-0.23735322490000002
ERX3212451,0.10537629970000001,0.2974637835
ERX3212452,1.5341393346,0.4625941169
ERX3212453,1.420387135,0.32926433860000004
ERX3212454,1.2889541107,0.6378129655
SRX7478973,-0.3569480902,0.1228949574
SRX7478974,0.4251771046,-0.0769864735
SRX7478975,-0.0682290144,-0.045908483900000005
SRX7478976,-0.5784689612,0.2017356843
SRX7478977,-0.0599719198,-0.0588452053
SRX7478978,-0.7330221279,0.49235660680000004
SRX7478979,-0.7957827664,0.38988165210000003
SRX7478980,-0.5748191716000001,0.3933312889
SRX7478981,-0.7532768316,0.2266665462
SRX7478982,-0.5392473889,0.3790786188
SRX7478983,-0.09850309900000001,0.25048977710000003
SRX7478984,-0.4781373363,0.2453121962
ERX1521038,-0.6209796089,-0.10790345100000001
ERX1521039,-1.4573976985,0.5664395005
ERX1521040,-0.253563036,-0.0198713859
ERX1521041,0.2540917124,0.32893082100000004
ERX1521042,0.4754602211,-0.1977045933
ERX1521043,3.58279958,0.09083837010000001
ERX1521044,0.9328059201000001,-0.0847079557
ERX1521045,-0.9328059201000001,0.0847079557
SRX621182,1.0543197437,-0.5545544248000001
SRX621183,-0.1715871539,-0.7774402375
SRX621184,4.4828578159,-1.0202419306
SRX621185,4.8043126763,-0.9190681038
SRX621188,4.6844469285,-1.0194722544
SRX621189,4.7835407882,-1.2204539926
SRX621190,-0.0070763248,0.49183465940000004
SRX621191,0.0070763248,-0.49183465940000004
SRX621192,2.4377614423000002,-1.4560572457
SRX621193,3.3659949281,-1.3469202008
SRX6489436,5.0677623693,-0.4986834846
SRX6489437,4.9393944233,-0.018910616
SRX6489438,4.6450725245,-0.0476885507
SRX6489439,-1.2705852634,-0.1321789744
SRX6489440,-4.517640697,-0.6993989679
SRX6489441,5.7882259604,0.8315779424
SRX6489442,1.9583367989,-0.2004070035
SRX6489443,-2.6859822381000003,-0.5241054767000001
SRX6489444,6.4435470214,0.6751801493
SRX6489445,-4.473418774,-0.6579462381
SRX6489446,-5.1516318507,-1.0217623766
SRX6489447,6.4524509501,0.3964258973
SRX6489448,4.1867319839,-0.1474096492
SRX6489449,-1.5835612553,-0.2201474075
SRX6489450,5.6575394206,0.10639767900000001
SRX6489451,-2.5069067212,-0.4904691425
SRX6489452,-4.2044713277,-0.3346825168
SRX6489453,4.6920151726,0.2126580824
SRX6489454,-0.0344271385,-0.5394945358000001
SRX6489455,-4.8410485546,-0.5319660536
SRX6489456,5.1766418583,0.5852669329
SRX6489457,-5.6459254652,-0.11808716400000001
SRX6489458,-6.0892776091,0.6058237514
SRX6489459,-5.1606202907,0.4533134405
SRX6489460,-5.0090052393,-0.1004290126
SRX6489461,-5.1799099133,0.1157336786
SRX6489462,-4.3641442127,0.20070111840000002
SRX6489463,-5.5155024619,0.0935755498
SRX6489464,-5.4324696386,0.4402874858
SRX6489465,-4.6845128031000005,0.4579204342
SRX6489466,-6.1792105299,-0.1603700261
SRX6489467,-5.3482420104,0.660178161
SRX6489468,-5.3123502859,0.7366713942
SRX6489469,-5.731340124,0.3694043674
SRX6489470,-6.3728732049,0.15695742640000002
SRX6489471,-5.6338854302,0.5412988738
SRX6452027,-0.2610476049,-0.6286619985
SRX6452029,0.0971922051,-0.0879508138
SRX6452030,-0.2749996032,-1.3338158764
SRX6452031,-0.6652619291,0.21610357400000002
SRX6452044,-0.141426156,0.4225676237
SRX6452045,-0.1217470907,0.09839335510000001
SRX6452046,-0.0556198391,0.1947675301
SRX6452047,0.017048513300000002,-0.8261892963
SRX6452048,-0.0971922051,0.0879508138
SRX6452059,-0.2072097696,-0.6937612491
SRX1828491,1.9100949617,-0.1732358128
SRX1828492,2.6000504135,0.4920573549
SRX1828493,3.0610355114,-0.3214997857
SRX1828494,4.6213634748,0.1358415625
SRX1828495,-1.9170371916,0.6169563393
SRX1828496,-1.5458484063,0.49093971270000003
SRX1828497,0.09545894390000001,0.4211958905
SRX1828498,1.8193725172000001,0.1189912187
SRX1828499,-1.1810646397,0.272472845
SRX1828500,-0.4634892023,-0.1563815854
SRX1828501,-2.0271290162,0.9874878767
SRX1828502,-1.6917523594000001,0.6283342704
SRX1828503,-0.17064533,0.22892651420000001
SRX1828504,-0.0475459245,-0.1885590305
SRX1828505,-2.8585155652000003,0.22443624950000002
SRX1828506,-3.0898975344,0.34086754950000003
SRX1828507,-0.1786235014,0.0481967732
SRX1828508,0.1786235014,-0.0481967732
SRX3796953,0.1305119485,0.0249163186
SRX3796954,-0.1305119485,-0.0249163186
SRX3796955,-1.3061667453,0.5475882847
SRX3796956,-0.5128245396000001,1.3218954496
SRX3796957,2.7985554153,-0.9280326492000001
SRX3796958,1.9505896568,-0.6236089564
SRX3796959,0.529866008,-0.10191291570000001
SRX3796960,0.4513607264,-0.0864881467
SRX3796961,1.4838028044,0.47602171270000004
SRX3796962,1.8097031326000002,0.3070748041
SRX3796963,2.9590442349,-1.7500982919
SRX3796964,3.3579223429000002,-1.3665871768
SRX3796965,0.8501477637,-0.7094587556
SRX3796966,0.9965475516000001,-0.7300833466000001
SRX3796967,1.3102003746,0.1230551678
SRX3796968,0.0686440468,-0.2136147226
SRX3796969,2.1554954962,-1.5268442096000001
SRX3796970,0.9947461860000001,-0.30220920760000003
SRX3796971,-0.1560938371,0.17319001180000002
SRX3796972,-0.0292193318,0.12068877
SRX3796973,-1.0055993139,0.1974253846
SRX3796974,-0.0167364149,0.3052398181
SRX3796975,1.6008416667,-0.9066552179
SRX3796976,2.4582009276,-1.3569590779
SRX3796977,1.361355259,-0.1544824968
SRX3796978,0.3929584533,-0.15123022900000002
SRX3796979,1.6567876566000002,0.20672358570000002
SRX3796980,2.2829248612,0.2704580841
SRX3796981,2.4387054803,-1.2800762896
SRX3796982,3.0516629434,-1.1563434119
SRX3796983,0.2241799721,-0.4959880625
SRX3796984,0.9639259093,-0.5607009083
SRX3796985,0.46739694190000003,-0.2396667678
SRX3796986,0.0422511129,0.0327434501
SRX3796987,-2.1049854069,0.1827252737
SRX3796988,-1.3948485871,0.9009873806
SRX2568270,-0.17940050500000002,0.1889647129
SRX2568271,0.47108171860000003,-0.2823886621
SRX2568272,1.7052149027999999,-0.23380453380000002
SRX2568273,1.3428237934,-0.8695347325
SRX2568274,0.29162947170000003,-0.0225942014
SRX2568275,0.17940050500000002,-0.1889647129
SRX2568276,0.42458847780000003,-0.35355003360000004
SRX2568277,0.9439777985000001,-0.6489253544
SRX2568278,1.0519079546,-0.5424239126
SRX2568279,0.2318116745,0.38616598020000004
SRX3421856,-0.1471418264,-0.0172462547
SRX3421857,0.1471418264,0.0172462547
SRX3421858,-1.3709000116,1.2779310977
SRX3421859,-1.6696656659,1.3030999243
SRX3421860,-0.7390404403,0.015137327300000001
SRX3421861,-1.1145267823,0.49432212480000004
SRX3421868,-2.3777902381000002,1.6039419983
SRX3421869,-5.088240474,1.401383193
SRX2606337,-0.3382745714,-0.1482758773
SRX2606338,-0.20896672130000002,-0.2063555389
SRX2606339,-0.3577022916,0.1957929139
SRX2606340,-1.5408623215000001,0.337336687
SRX2606341,-2.0082419481,0.6544798132
SRX2606342,-2.7042606692,0.9052094194
SRX2606343,-2.5274260089,1.3564937739
SRX2606344,-2.3681979654,1.5722040561
SRX2606345,-2.888623276,1.516844904
SRX2606346,-1.5035379670000002,-0.3364161406
SRX2606347,0.4016517819,0.058495574800000005
SRX2606348,0.1510539921,0.0134586967
SRX2606349,-0.1846089411,-0.045913571300000004
SRX2606350,-0.844057228,0.3866935977
SRX2606351,-2.1951737604,0.7839916046000001
SRX2606352,-3.0765077268,0.7972705677
SRX2606353,-1.0073911956,0.1529382105
SRX2606354,-2.36512259,1.6030061543
SRX2606355,-2.6162314337,1.6709233047
SRX2606356,0.6109292966000001,-0.0788373554
SRX2606357,-0.0633772105,0.0897803025
SRX2606358,0.2449648654,-0.1007129524
SRX2606359,-0.6436413061,0.3269659426
SRX2606360,-0.8301247694,0.5096399577
SRX2606361,-1.6754344509,1.1117163073
SRX2606362,-2.3039887126,1.1940928290000001
SRX2606363,-2.5450086887,0.5037229461
SRX2606364,-1.7375880682,1.8849925346
SRX2606365,-2.5093135674,1.7945212555999999
SRX2606366,0.0538991392,0.0867214395
SRX3648427,-0.2363538105,1.8127818379
SRX3648428,-0.2933613722,2.0670719297
SRX3648429,-0.9639707049,2.2680229095
SRX3648430,1.1050546797,0.1003114465
SRX3648431,0.890948986,0.1911984752
SRX3648432,-0.1353403511,0.0248008183
SRX3648433,0.1709839399,0.08170954750000001
SRX3648434,-0.3005098339,0.0601627848
SRX3648435,-0.5550110803,0.1338272797
SRX3648436,-0.2623333758,-0.19441804640000002
SRX3648437,-0.4152052115,0.309136505
SRX3648438,-0.3501209897,0.2166846942
SRX3648439,-0.7765907103,-0.5384013168
SRX3648440,-0.41438695140000004,-0.2973888007
SRX3648441,-0.5918571387,-0.6377386513000001
SRX3648442,-1.8062511296000001,0.18839461670000002
SRX3648443,-0.9401451183,-0.07734491710000001
SRX3648444,-1.2498536335,-0.0468945453
SRX3648445,-0.2771629749,1.8918099464
SRX3648446,-0.1144990466,2.5518122682
SRX3648447,-0.4033452081,2.4463028065
SRX3648448,0.46074975840000004,0.1586644063
SRX3648449,0.2404186341,0.1656623439
SRX3648450,-0.4674510482,-0.0165476042
SRX3648451,-0.4191182156,0.0401138501
SRX3648452,0.185361509,-0.13747495
SRX3648453,3.93623e-05,-0.2104180461
SRX3648454,-0.7008332614,0.0751876788
SRX3648455,-0.251867304,0.036044642
SRX3648456,-0.751411468,0.3846936278
SRX3648457,-0.1018938269,2.7631232747
SRX3648458,-0.3665461078,2.9101497848
SRX3648459,-0.1200028035,2.4397622762
SRX3648460,-1.0665734681,-0.3952371401
SRX3648461,-0.400456034,-0.5568271884
SRX3648462,-1.0401240625,-0.8118018184
SRX3648463,-0.0656727767,-0.0644646185
SRX3648464,-0.24312750230000002,-0.4878333601
SRX3648465,-0.7940070355000001,-0.23397398660000002
SRX3648466,0.3750190151,0.1493060896
SRX3648467,-0.3093601044,0.30682283390000004
SRX3648468,-0.430284151,-0.1769568367
SRX3648469,-0.3882815524,-0.8139056451000001
SRX3648470,0.2953450136,-0.5955406613
SRX3648471,0.8289435304,-0.6167226756
SRX3648472,2.1385050798,1.5248600261
SRX3648473,2.4686016052,1.8559104583
SRX3648475,-0.8360319203000001,-0.9189839255000001
SRX3648476,-0.6021037352,-0.5725319156
SRX3648477,-0.9854693470000001,-0.7241672168000001
SRX3648478,-0.938894946,2.8215306796
SRX3648479,-0.7709489727000001,2.5460806409
SRX3648480,-0.43704093400000005,2.8657462209
SRX3648481,-0.6987803236,-0.3409270158
SRX3648482,-1.0565622554,-0.127101814
SRX3648483,-1.0491209694,-0.3729080789
SRX1429221,0.48164148980000004,-0.1591175817
SRX1429222,-0.5865477613,-0.08191184180000001
SRX1429223,0.1049062714,0.2410294235
SRX1429224,-0.5970088699,0.0504496529
SRX1429225,-0.2869739572,-0.2459218206
SRX1429226,-0.5086367719,-0.0857345581
SRX1429227,-0.6268192645,-0.342135167
SRX1429228,-1.0507650837,0.4270930712
SRX1429229,-0.8487033827,-0.2982609351
SRX1429230,-1.7163652553,0.2234520738
SRX1429231,-2.3746378116,0.6353456046
SRX1429232,-2.1339160793,0.4360333847
SRX1429233,-2.844164917,0.8519030023
SRX1429234,-2.9323719901,0.7946824029
SRX1429235,-2.5010327662,0.744706231
SRX1429236,-2.8984349939,0.8485123888
SRX1429237,-2.7524645751,0.8273719812
SRX1429238,-3.4728128545,0.5511625225
SRX1429239,-3.1432272245,0.8849598079000001
SRX1429240,-2.8377743019,0.5397817707
SRX1429241,-2.4976030263,0.8231413145
SRX1429242,-2.0447212706,0.5370084179
SRX1429243,-2.1834290975,0.5734825989
SRX1429244,-2.5022619883,0.5843544368
ERX2339161,0.1844347258,0.0026536571000000003
ERX2339162,-0.1844347258,-0.0026536571000000003
ERX2339163,2.2305149984,-0.5929707621
ERX2339164,2.2675289812,-1.045849304
ERX2339165,1.0005154372,1.202249807
ERX2339166,2.3494727896,-0.30763410890000004
ERX2339167,2.3379401009,-0.0458484013
ERX2339168,0.3161024389,0.1519066255
ERX2339169,0.2506999996,0.1289239307
ERX2339170,2.2453456497,-0.7130081828
ERX2339171,2.0952755299,-1.4906552403
SRX7656012,0.5014179288,0.5074754487
SRX7656013,-0.0021555153,-0.162628494
SRX7656014,-0.4746297599,-0.25773577410000004
SRX7656015,-0.6129187725,0.0727243208
SRX7656016,-0.5445167511,-0.0750000109
SRX7656017,-0.5044992842,-0.0025589338
SRX7656018,-0.1709329323,-0.3066856767
SRX7656019,-0.4262868299,-0.2815113026
SRX7656020,0.2007230704,-0.1251640573
SRX7656021,-0.4530540997,0.43313821280000003
SRX7656022,-0.1447708537,-0.1280355856
SRX7656023,0.49124591360000003,-0.2773957093
SRX7656024,-0.41014936550000003,-1.2066774023
SRX7656025,0.35574976140000003,-1.3946894999000001
SRX7656026,0.3718074202,-0.9833737199
SRX7656027,-0.7124138471,-0.0432441667
SRX7656028,0.19136926240000002,0.0480037366
SRX7656029,-0.9262323165,-0.0617622665
SRX7656030,-1.5083282170999999,-0.2459421242
SRX7656031,-0.6208098872000001,0.3308099843
SRX7656032,-0.3487239273,0.0597696048
SRX7656033,-0.6900308891,0.0747347644
SRX7656034,-0.47318649830000004,0.16582629740000002
SRX7656035,-1.2157108508,0.2568361711
SRX7656036,-1.030498148,-0.204427313
SRX7656037,-0.1682765162,0.04869249
SRX7656038,0.4167600061,0.21344202180000002
SRX7656039,0.2292655969,-0.1710652046
SRX7656040,0.3222025028,0.0890203433
SRX7656041,-0.5514680996,0.08204486130000001
SRX7656042,-0.4937497643,0.48526787050000003
SRX7656043,-0.30505015010000003,0.7497791548
SRX7656044,-1.1198848886,0.3193893921
SRX7656045,-0.1369973127,0.43497690310000003
SRX7656046,-0.5216519949,0.9030610076000001
SRX7656047,-1.1674639705,0.6799412784000001
SRX7656048,-1.0165602651,0.7186481256
SRX7656049,-0.8736554823,0.7807979513000001
SRX7656050,-0.22980130070000002,0.7812268977
SRX7656051,-0.16461506780000001,0.2694871524
SRX7656052,0.32494690260000003,0.0395068045
SRX7656053,0.46248471960000004,-0.1017029844
SRX7656054,-0.5645717747,-0.0077315165000000005
SRX7656055,-0.0541377596,-0.1649424948
SRX7656056,-1.1562442256,-0.2197796062
SRX7656057,-0.1406834501,-0.2701458399
SRX7656058,-0.8181471374,-0.4303702405
SRX7656059,-0.43322586100000005,-0.2968487322
SRX7656060,-1.7014293525,-0.1772898859
SRX7656061,-0.6120112807,0.0688136233
SRX7656062,-0.1039283183,-0.3020032783
SRX7656063,0.21990597320000002,-1.4567896064
SRX7656064,0.4762864472,-1.8882377094
SRX7656065,0.7190500898000001,-1.7504258006
SRX7656066,-0.2651643349,0.3175388316
SRX7656067,-0.5365210908,0.18324032040000002
SRX7656068,-1.2501970311,0.4141076359
SRX7656069,-0.2546546411,0.3116209811
SRX7656070,0.008322172000000001,0.5422871478
SRX7656071,1.1321545456,0.5575417697
SRX7656072,-0.24112004990000002,0.16751427730000001
SRX7656073,-0.1344445098,0.1221763978
SRX7656074,0.9941086792,0.4410004934
SRX7656075,1.4225971955,-1.5993189567
SRX7656076,2.1750495362,-0.4135117468
SRX7656077,1.5167942375,-1.8365784691
SRX7656078,-0.8259683899,-0.0034168842000000003
SRX7656079,-0.4337702822,0.1471660854
SRX7656080,0.4325760718,0.9573922178000001
SRX7656081,0.3566259787,0.5038975655
SRX7656082,0.5978291704,0.48078987850000005
SRX7656083,-0.5397848489,0.1765429123
SRX7656084,-0.024871698100000002,0.483132318
SRX7656085,0.5693491416,0.3234852916
SRX7656086,1.4429750416,0.7785097350000001
SRX7656087,1.3297293818,-0.5162008192
SRX7656088,1.0688436763,-0.6420352490000001
SRX7656089,1.4792439452,-0.9868503418000001
SRX7656090,-0.191877597,-0.1146755423
SRX7656091,0.09768872690000001,-0.2107771648
SRX7656092,0.3891117344,-0.2587703669
SRX7656093,-0.4125571293,-0.001210878
SRX7656094,0.49682123920000004,0.0704234181
SRX7656095,0.2392428415,0.0079910174
SRX7656096,-0.8431674276000001,0.0632528255
SRX7656097,-0.9903587346,-0.07146781320000001
SRX7656098,-0.7768417367,-0.0721153584
SRX7656099,0.9040096196,-1.4922891985
SRX7656100,0.4584916336,-1.1573801567
SRX7656101,0.4316838048,-1.4167327424
SRX7656102,-0.1186150985,0.051338475200000004
SRX7656103,-0.1728169238,0.3834305283
SRX7656104,-0.6889200447,0.11577107090000001
SRX7656105,0.7908493008,-1.4472853218
SRX7656106,-0.0585035702,-1.5134149085000002
SRX7656107,0.8718612196000001,-1.4971828259
SRX7656108,-0.38331911290000004,-0.0715307345
SRX7656109,-0.9884665209000001,-0.0716359617
SRX7656110,1.6476551367,-0.1887943179
SRX7656111,0.0757285798,-0.2854416884
SRX7656112,-0.0203213149,-1.0718312881
SRX7656113,-0.11837031690000001,-0.6498973232
SRX7656114,-1.1385404614,0.0160835249
SRX7656115,-0.5594010378000001,-0.8805358192
SRX7656116,-0.9762803661,-0.5459863857
SRX7656117,0.5081366895,-1.3342106469
SRX7656118,0.2998002186,-3.0066722371
SRX7656119,2.1295849464,-1.8811841644
SRX7656120,-0.594840037,-0.1582139924
SRX7656121,-0.3894539051,-0.3671696749
SRX7656122,-0.9677961517,-0.0134998067
SRX7656123,0.1426223916,0.5489759065
SRX7656124,0.046591094900000005,-0.3677049108
SRX7656125,-0.888877322,0.1142745066
SRX7656126,-1.3954540896,-0.12413708770000001
SRX7656127,-0.5901790006000001,-0.0260913438
SRX7656128,-0.08034979760000001,0.2280458075
SRX7656129,0.9739797672,-1.4281494425
SRX7656130,1.5657181248,-1.2734231121000001
SRX7656131,-0.1832410484,-1.7624208318
SRX7656132,0.8223170830000001,-1.2988298423
SRX7656133,1.677837345,-1.1837987636
SRX7656134,1.0342962524,-1.6465856157
SRX7656135,-0.28752141870000003,-0.1613343932
SRX7656136,-0.43955669500000005,-0.11270040390000001
SRX7656137,-0.24211572480000002,-0.2656836171
SRX7656138,-0.9112427216000001,0.0018806187000000002
SRX7656139,0.26096926800000003,0.1016934089
SRX7656140,-0.5766147483,-0.1038532836
SRX7656141,0.067948173,0.0375857775
SRX7656142,-0.0182402584,-0.1902991849
SRX7656143,-0.0888016554,-0.3117778207
SRX7656144,1.5289641243,-1.8690770140000001
SRX7656145,1.6294337754,-1.0135533185
SRX7656146,0.9785599218000001,-1.3118026265
SRX5388319,0.0610623597,-0.1255690502
SRX5388320,0.0383753552,-0.08359466700000001
SRX5388321,-0.0994377149,0.2091637173
SRX5388322,-1.5470638055,-0.0939292454
SRX5388323,-0.2798718561,0.0355716545
SRX5388324,0.051480018,0.3537946706
SRX5388325,-1.3411811357,0.0100712821
SRX5388326,0.3459780845,0.225608685
SRX5388327,0.3856981067,0.7484614197
SRX8708326,-2.68204494,0.17570061850000002
SRX8708328,-5.6458693107,-0.76124913
SRX8708335,2.1610086338,0.0892015314
SRX8708336,1.8648949022,0.3464150555
SRX8708337,1.6199657746,0.3256325431
SRX8708338,1.244347994,0.5198787775
SRX8708339,1.8063302918000002,0.6631810997
SRX8708340,1.3402003695,0.6523273875000001
SRX8708365,2.2818098918,0.9474779233
SRX8708366,2.0262570396,0.8580457795
SRX8708368,2.2277164545,0.9510001427
SRX8708369,1.3174070298,0.7700760658
SRX8708370,2.1171679733,0.6230528432
SRX8708371,0.1391840889,0.6022586054
SRX4166001,0.3499153302,-0.2538004199
SRX4166002,0.2212564041,0.6189822576
SRX4166003,-0.5711717343,-0.3651818377
SRX4166004,-1.6020300804,-1.0948353185
SRX4166005,-1.6515184555,-0.9358531937000001
SRX4166006,-0.9692185557,-0.2161852703
SRX4166007,-0.18656441710000002,0.1360247769
SRX4166008,-0.3393438911,0.1879683282
SRX4166009,-0.4002709219,-0.41027385310000003
SRX4166010,0.7229500499,0.0325546594
SRX4166011,1.6423912796,0.061762987400000004
SRX4166012,1.4252995787,0.1113595891
SRX5000481,0.10971667060000001,0.0005385808
SRX5000482,0.3714629072,0.2176771204
SRX5000483,-0.5646323289,0.37454047100000004
SRX5000484,-0.5778303559,0.3564528635
SRX5000485,-0.4541222225,0.3009219882
SRX5000486,-0.2064474785,0.3628811968
SRX5000487,-0.335639735,0.3074630633
SRX5000488,-0.6055775866,0.024799409600000002
SRX5000489,-0.5695189004,0.3644739209
SRX5000490,-0.3997980571,0.3517580585
SRX5000491,-0.0315412973,0.22313066950000002
SRX5000492,-0.9753851089000001,0.7570029211
SRX5000493,-0.7447678769,0.561336528
SRX5000494,-0.6248700688000001,0.557352464
SRX5000495,-0.9115356145,0.8715812825
SRX5000496,-0.5364603253,0.8480797538
SRX5000497,-0.1524407848,0.14687442750000002
SRX5000498,0.1961981182,-0.1016803559
SRX5000499,-0.9067194294,0.516042644
SRX5000500,-0.0437573334,-0.0451940716
SRX5000501,-0.3148473811,0.0459056984
SRX5000502,-0.5534410812,0.050252931300000005
SRX5000503,-0.0446925517,0.22552499
SRX5000504,0.0766731732,0.040108478
SRX5000505,-0.17960284370000001,0.1431271732
SRX5000506,-0.08592718790000001,-0.1067535425
SRX5000507,-0.2387784055,0.143800853
SRX5000508,0.0762576674,0.015535312800000001
SRX5000509,0.2050867815,-0.0566861601
SRX5000510,0.565186626,0.0266901273
SRX5000511,-0.0299657225,-0.11984405620000001
SRX5000512,0.1089715566,0.21267638120000001
SRX5000513,-0.22671369870000002,-0.012634045
SRX5000514,-0.019370323800000002,0.012590543800000001
SRX5000515,-0.1118559028,0.30287107350000003
SRX5000516,-0.2873854885,0.2917445032
SRX4124772,-0.5151203071,0.08676748170000001
SRX4124773,-1.7838552826,-0.1610192253
SRX4124774,-0.2429188642,-0.0402360182
SRX4124775,0.2429188642,0.0402360182
SRX5323946,-0.12470844340000001,0.1294670997
SRX5323947,0.12470844340000001,-0.1294670997
SRX5323948,0.7684693842,0.0344077001
SRX5323949,0.8892869032,0.1798976225
SRX5323950,0.0284768697,0.1571026707
SRX5323951,0.3793868376,0.06802288520000001
SRX5323952,-0.49283540800000003,-0.2792449011
SRX5323953,-0.6670315039,-0.091289641
SRX5323954,-0.301756994,-0.0966825452
SRX5323955,-0.4176257906,-0.0397616502
DRX093856,-0.3266685654,-0.0903934198
DRX093857,-5.7444626746,0.21861537920000002
DRX093858,-12.6690544529,0.32713671920000004
DRX093859,-8.8795254528,0.09629477160000001
DRX093860,-3.519371334,-0.0973624544
DRX093861,0.0244304421,-0.08346106710000001
DRX093862,-12.2246156533,0.42473486
DRX093863,-12.7025991075,0.29464984980000003
DRX093864,-8.4094556164,0.39578574920000004
DRX093865,-3.8780977283,-0.34832324800000003
DRX093866,0.3022381234,0.1738544869
DRX093867,-12.2490872461,0.316968958
DRX093868,-12.4869521911,-0.1511734502
DRX093869,-8.5470933874,0.0137883096
DRX093870,-3.2350769572,-0.051574012
SRX6366242,0.36245892,-0.34420349380000004
SRX6366243,0.2696527724,-0.3075718998
SRX6366244,2.7971702602,-0.3189727338
SRX6366245,0.1013512734,0.4216597086
SRX6366246,0.0229915334,-0.7319638048
SRX6366247,2.3310417804,-0.65125848
SRX6366248,-0.2610645928,-0.0045100252
SRX6366249,0.1410460683,0.0385578024
SRX6366250,0.8842474001,-0.5627608048
SRX6366251,1.1236113907,-0.2500561425
SRX6366252,0.3439380488,-0.3819496871
SRX6366253,-0.3439380488,0.3819496871
SRX254739,-2.4475562267,-1.3764025298
SRX254740,-2.1572842839,-1.5981316539
SRX254741,-2.3489688172,-1.5692005712000001
SRX254742,-1.5344280376000001,-1.5351875750000001
SRX254743,-1.9462309014999999,-1.518024933
SRX254744,-1.505336373,-1.6123525469
SRX254745,1.3771241772,-1.2213072985
SRX254746,1.8266946991,-1.6132474963
SRX254747,1.2743362279000001,-1.1205858133
SRX254748,1.9569460217999999,-1.0571439908
SRX254749,3.6726149067,-1.1777715426
SRX254750,2.6710939834,-1.2201134689
SRX254751,0.033208782,-1.0641855734
SRX254752,-0.4449410735,-1.0567075515
SRX254753,0.1432529878,-1.0042275853
SRX254754,-3.1254502564,-0.3669481737
SRX254755,-2.3747201881,-0.6642567265
SRX254756,-2.4849206271,-0.1479480498
SRX254757,-0.3341884465,-1.8402328951
SRX254758,0.0979883951,-1.6651640811
