,A,ZraR
cstr_pfr__pfr_P5_0005m__1,1.0665684327,0.2598764829
cstr_pfr__pfr_P5_0010m__1,1.2992908979,-0.0121281523
cstr_pfr__pfr_P5_0025m__1,1.1649555472,0.138604048
cstr_pfr__pfr_P3_0025m__1,0.4064308983,-0.0488261425
cstr_pfr__pfr_P1_0025m__1,0.028398597600000002,-0.1782554423
cstr_pfr__pfr_P5_0045m__1,0.6143595555,0.054396516900000004
cstr_pfr__pfr_P5_0120m__1,0.4593256859,0.2106320196
cstr_pfr__pfr_P3_0120m__1,-0.3714371905,-0.1706144155
cstr_pfr__pfr_P1_0120m__1,2.2466741301,-0.009796721000000001
cstr_pfr__pfr_P5_0210m__1,0.37350894570000004,0.1081938814
cstr_pfr__pfr_P5_1500m__1,0.4603978663,-0.0978614076
cstr_pfr__pfr_P3_1680m__1,0.27020412050000003,0.0175081484
cstr_pfr__pfr_P5_1680m__1,0.7017780324,-0.0993602467
cstr_pfr__pfr_P1_1680m__1,-0.0752446006,0.040587486900000004
cstr_pfr__str_0005m__2,0.5046452758000001,-0.1197869713
cstr_pfr__str_0010m__2,-0.1188374192,-0.21509129670000002
cstr_pfr__str_0025m__2,-0.391182454,-0.1805408933
cstr_pfr__str_0045m__2,-0.5402125299,0.0516251614
cstr_pfr__str_0075m__2,-1.0215222832,-0.0672011774
cstr_pfr__str_0120m__2,-0.9853936665,0.0327276397
cstr_pfr__str_0210m__2,-0.9923894727,-0.093694418
cstr_pfr__str_0330m__2,-0.49712148030000003,-0.08765436360000001
cstr_pfr__str_1500m__2,-0.5380903036,-0.0036205209
cstr_pfr__str_1560m__2,-0.1219942487,0.0198882677
cstr_pfr__str_1680m__2,-0.2632434591,0.1699059236
cstr_pfr__str_ref1__2,-0.0991356367,0.07475206420000001
cstr_pfr__str_ref2__2,-0.3344094218,0.0933254669
cstr_pfr__str_ref3__2,0.09897240110000001,-0.06262043760000001
cstr_pfr__pfr_P5_0005m__2,0.5956873791,-0.095103529
cstr_pfr__pfr_P5_0010m__2,0.8281244789000001,-0.1838437516
cstr_pfr__pfr_P5_0025m__2,0.5954786291,0.0284418603
cstr_pfr__pfr_P3_0025m__2,-0.0203569033,-0.2836314555
cstr_pfr__pfr_P1_0025m__2,-0.6456625346,-0.2113181405
cstr_pfr__pfr_P5_0045m__2,0.3407153658,0.46502516790000004
cstr_pfr__pfr_P5_0120m__2,0.2450528287,-0.0945230727
cstr_pfr__pfr_P3_0120m__2,-0.2078726908,-0.3877933746
cstr_pfr__pfr_P1_0120m__2,0.6121317209,-0.10255972120000001
cstr_pfr__pfr_P5_0210m__2,0.4689475078,-0.0398250332
cstr_pfr__pfr_P5_1500m__2,0.5200530554,-0.0645271329
cstr_pfr__pfr_P3_1680m__2,0.8697069351000001,-0.0606304208
cstr_pfr__pfr_P5_1680m__2,0.2049312685,-0.042924958900000004
cstr_pfr__pfr_P1_1680m__2,-0.4415369596,-0.0605143895
darobactin__daro_30m__1,-0.0345525116,0.8664246651
darobactin__daro_30m__2,-0.2920968278,0.6283407044
darobactin__solv_1h__1,-1.9493021032,1.0520340104
darobactin__solv_1h__2,-1.8192196297,0.8897734533
darobactin__daro_1h__1,-0.6149710018,1.1467255801
darobactin__solv_1h__3,-1.9828785046,1.1162954056
darobactin__daro_1h__2,-1.6809241247000002,0.8245528549000001
darobactin__daro_1h__3,-0.1017410463,1.3303200069
darobactin__daro_30m__3,-0.3865824311,0.9929315234
darobactin__solv_30m__1,1.5273395923000002,0.3437036612
darobactin__solv_15m__1,0.7339667601000001,-0.1311154864
darobactin__solv_15m__2,-0.8197446399,0.22393689760000002
darobactin__daro_15m__1,-0.8990499882,0.0577016957
darobactin__solv_15m__3,0.0857778798,-0.09282141120000001
darobactin__daro_15m__2,-0.1447881779,0.068179024
darobactin__daro_15m__3,1.0015101769,0.5367236397
darobactin__solv_30m__2,0.18318637540000002,-0.029820064400000002
darobactin__solv_30m__3,1.947836481,-0.2403401624
ddp__pNT3_aroP__1,0.5289295271000001,0.5024602071000001
ddp__pNT3_aroP__2,0.3588866854,0.540251494
ddp__pNT3_bamC__1,0.1662402002,0.0969811745
ddp__pNT3_bamC__2,-0.061742475000000005,0.5665529957000001
ddp__pNT3_cusA__1,-0.15921018180000002,0.5988893468
ddp__pNT3_cusA__2,-0.1807391189,1.0611670009
ddp__pNT3_hemX__1,0.7112586055,0.23733677090000002
ddp__pNT3_hemX__2,0.45536801190000004,-0.039251679000000005
ddp__pNT3_empty__1,0.3444327529,-0.049865167700000004
ddp__pNT3_empty__2,-0.3444327529,0.049865167700000004
ddp__pNT3_topA__1,1.2436542234,0.0986700048
ddp__pNT3_topA__2,1.4503857457,0.21982615260000002
ddp__pNT3_yicR__1,-0.062149449100000004,0.47590823660000003
ddp__pNT3_yicR__2,0.3351824935,0.7547410972
ddp__pNT3_yqjD__1,-0.09661967710000001,-0.1350870852
ddp__pNT3_yqjD__2,-0.3334028886,-0.08719045240000001
ecomics__del_gabT__1,1.086143225,0.34210859730000004
ecomics__del_gabT__2,-1.086143225,-0.34210859730000004
ecomics__del_putP__1,1.9870988929000002,0.2675958848
ecomics__del_putP__2,1.9772988919,0.0321671122
ecomics__del_entF__1,1.2166553558,0.6571790651
ecomics__del_entF__2,2.4977634213,0.7078505732
ecomics__del_entF__3,0.0505931359,0.0863030023
ecomics__del_cysA__1,1.7154832165,0.3488831954
ecomics__del_cysA__2,2.4264490411,0.27205312060000003
elyC__wt_21C__1,0.660563656,-0.5452128469
elyC__wt_21C__2,0.26049669000000003,-0.8572299940000001
elyC__wt_21C__3,1.070975519,-0.5373941760000001
elyC__wt_37C__1,0.1777052288,-0.4798447335
elyC__wt_37C__2,0.0035948019,0.2606193547
elyC__wt_37C__3,-0.1813000307,0.2192253787
elyC__delelyC_21C__1,-0.3481182867,-0.8030296671
elyC__delelyC_21C__2,-0.0563467369,-0.6264598607
elyC__delelyC_21C__3,0.1225903919,-0.9000307691
elyC__delelyC_37C__1,0.08644059550000001,-0.45155624440000003
elyC__delelyC_37C__2,0.7852980383,-0.49188267230000005
elyC__delelyC_37C__3,-0.1247618137,-0.338842423
evo_acid_w__F9_2__1,-1.6219945891,-0.127589679
evo_acid_w__F11_1__1,-0.1597894006,1.3001702213
evo_acid_w__F11_1__2,-0.9078275111,0.7708223338
evo_acid_w__F11_1__3,-0.6391119924,0.9477053905
evo_acid_w__wt__1,-1.2904616061,0.3764322625
evo_acid_w__F11_2__1,0.8570206578,0.5080911300000001
evo_acid_w__B11_2__1,-0.2939079367,1.208604108
evo_acid_w__F11_2__2,4.6140108311,1.1130808003000001
evo_acid_w__wt__2,-0.5636123217,0.5760287194
evo_acid_w__B11_1__1,1.0343431239,1.0037234905
evo_acid_w__H9_1__1,-0.12194750080000001,1.7077066861999999
evo_acid_w__H9_2__1,-1.9999090139,0.32199971110000003
evo_acid_w__B11_2__2,0.0364871785,1.2708034684
evo_acid_w__wt__3,-0.26684766120000003,1.2399217713
evo_acid_w__H9_2__2,-1.5024060889,-0.1195502163
evo_acid_w__B11_2__3,-0.43386768610000004,1.1844238831
evo_acid_w__F11_2__3,4.7946483327,1.0095543189
evo_acid_w__F9_2__2,-1.2364679981,-0.1327897357
evo_acid_w__wt__4,0.6762679855,-0.607068854
evo_acid_w__wt__5,1.0568540408,-0.5539856597
evo_acid_w__wt__6,-0.2247982473,-0.1681015217
evo_acid_w__H9_1__2,-0.6519232703,1.5845488808
evo_acid_w__F9_1__1,-1.0868540996,0.8288428271
evo_acid_w__F9_1__2,-1.0597919243,0.8684496409
evo_acid_w__B11_1__2,2.524436708,1.3255562972
evo_acid_w__H9_2__3,-1.3359878680000001,0.0466036233
evo_acid_w__wt__7,-0.2917601406,-0.3698267335
evo_acid_w__F9_1__3,-0.9385936955,0.8090076649
evo_acid_w__F9_2__3,-1.6587389988,0.1643007663
evo_acid_w__wt__8,0.7429519787000001,-0.0545475663
evo_acid_w__B11_1__3,1.6196093965,1.103279382
evo_acid_w__wt__9,0.1614059718,-0.4388524179
evo_bz__c3_1_bz__1,2.1149801235,0.6395142056
evo_bz__c3_1_bz__2,1.6896333712,-0.2725431604
evo_bz__c3_1_bz__3,1.7962368239000002,-0.1323759897
evo_bz__c3_1_bz__4,1.9922422161000002,-0.1079831106
evo_bz__g5_1_bz__1,3.3478647375,-0.15273994230000001
evo_bz__g5_1_bz__2,5.8154512557,0.28035965760000003
evo_bz__g5_1_bz__3,3.7492198473,0.1975937677
evo_bz__g5_1_bz__4,1.75564763,-0.5748314697
evo_bz__g5_1_bz__5,3.1719088151,-0.4097506779
evo_bz__g5_1_bz__6,2.2413331022,-0.4995109184
evo_bz__w3110d13__1,-0.7070565071,0.37499680500000004
evo_bz__w3110d13__2,-0.3805983593,0.4976949149
evo_bz__w3110d13__3,0.5357384108000001,-0.6514091382
evo_bz__w3110d13__4,-0.2868237111,0.3838399632
evo_bz__w3110d13__5,0.5110405135,-0.3905395364
evo_bz__w3110d13__6,0.3276996532,-0.2145830085
evo_bz__w3110d13_bz__1,5.8482058763,0.21169132870000001
evo_bz__w3110d13_bz__2,6.6158628263,-0.0527618162
evo_bz__w3110d13_bz__3,0.464907475,-0.1394678898
evo_bz__w3110d13_bz__4,5.9719435327,0.1144523175
evo_bz__c3_1_bz__5,2.7513917324,0.7134560799
evo_bz__c3_1_bz__6,3.5164003368,0.8174989103
evo_bz__g5_2_bz__1,-0.1135843924,-0.5972142699
evo_bz__g5_2_bz__2,0.218568261,-0.5320103436
evo_bz__g5_2_bz__3,0.43816220990000004,-0.1676010026
evo_bz__g5_2_bz__4,1.9854380681000001,0.2535305319
evo_bz__g5_2_bz__5,2.7746310874,0.4559660715
evo_bz__g5_2_bz__6,4.907629191,0.7050312961
evo_bz__w3110d13_bz__5,0.8879191596,-0.2318444278
evo_bz__w3110d13_bz__6,0.47765498910000004,-0.2377330082
evo_bz__a1_1_bz__1,0.5498473912,-0.1659281964
evo_bz__a1_1_bz__2,5.2654680241000005,0.39483644770000004
evo_bz__a1_1_bz__3,0.0005762241,-0.13290082450000001
evo_bz__a1_1_bz__4,5.2476874053,0.6510331322
evo_bz__a1_1_bz__5,0.5329719546,-0.3100932374
evo_bz__a1_1_bz__6,1.1237819715,0.0609051119
evo_metab__wt__1,0.43051732340000004,0.1328922095
evo_metab__del_zwf__1,1.6318556993,-0.0020943265000000003
evo_metab__zwf_ale1__1,1.6105201406,0.2522327314
evo_metab__zwf_ale2__1,0.6456061485,-0.1444128165
evo_metab__del_ppk__1,0.9812589172,0.0738357436
evo_metab__ppk_ale1__1,0.13881152230000002,-0.1732309658
evo_metab__ppk_ale2__1,1.5166443227,0.2098001382
evo_metab__ppk_ale3__1,0.382880788,-0.0316787401
evo_metab__del_dapF__1,2.1987974195,0.0356964808
evo_metab__dapF_ale1__1,0.2432704796,0.1136253084
evo_metab__dapF_ale3__1,1.8858309102000002,-0.026265592400000003
evo_metab__del_entC__1,0.8699234023,0.0963472531
evo_metab__entC_ale1__1,1.51688478,0.2070392618
evo_metab__entC_ale2__1,0.38281349070000004,-0.029375268000000003
evo_metab__del_dgk__1,-0.8816369608,-0.0575276547
evo_metab__dgk_ale1__1,0.3635495234,0.36233551270000003
evo_metab__dgk_ale2__1,-0.5599954483,0.32605744940000003
evo_metab__dgk_ale3__1,-1.3378987355,-0.0421264923
evo_metab__wt__2,-0.7924230803000001,-0.3305154777
evo_metab__del_zwf__2,3.1369961741,0.37201377620000003
evo_metab__zwf_ale1__2,0.3062696884,0.0229397936
evo_metab__zwf_ale2__2,-0.0730157764,0.0075995443
evo_metab__del_ppk__2,0.0188945381,-0.2742279883
evo_metab__ppk_ale1__2,-0.8086440542000001,0.37520648170000004
evo_metab__ppk_ale2__2,-0.9351782665,0.42805626
evo_metab__ppk_ale3__2,-0.7835014148,0.11703817130000001
evo_metab__del_dapF__2,3.4725374416,-0.0026528799000000002
evo_metab__dapF_ale1__2,3.2918961691,-0.0439344869
evo_metab__dapF_ale3__2,3.743820797,0.013689502000000001
evo_metab__del_entC__2,-0.1436190984,0.2072088993
evo_metab__entC_ale1__2,-0.264154789,0.1703985499
evo_metab__entC_ale2__2,-0.4551194073,0.43129334100000005
evo_metab__entC_ale3__1,-0.7822227887000001,0.3660806536
evo_metab__del_dgk__2,-0.4076141212,0.1811865829
evo_metab__dgk_ale1__2,-0.6946514045000001,0.1608537615
evo_metab__dgk_ale2__2,-1.035776309,0.3661174303
evo_metab__dgk_ale3__2,-0.8520985758,0.13634067700000002
evo_metab__wt__3,0.36190575680000003,0.1976232682
evo_metab__del_zwf__3,0.6223558823,-0.1919977444
evo_metab__zwf_ale1__3,-0.0784313718,0.2658446594
evo_metab__zwf_ale2__3,-0.252149452,0.0923789007
evo_metab__del_ppk__3,0.1671578143,0.3624562389
evo_metab__ppk_ale1__3,-0.1237829227,0.3386953542
evo_metab__ppk_ale2__3,0.1391081264,0.4379761652
evo_metab__ppk_ale3__3,-0.3544799661,0.2925427869
evo_metab__del_dapF__3,3.5551976417,0.24585125840000002
evo_metab__dapF_ale1__3,3.5417996375,-0.037215429700000004
evo_metab__dapF_ale3__3,3.7846487868,0.2794182848
evo_metab__del_entC__3,-0.7656571409,0.2182458702
evo_metab__entC_ale1__3,0.1235536592,0.40838756860000003
evo_metab__entC_ale2__3,-1.1179764974,0.1196700804
evo_metab__entC_ale3__2,-0.2239666593,0.5307387615
evo_metab__del_dgk__3,-1.1107612274,0.4556809426
evo_metab__dgk_ale1__3,-0.5896402475,0.3823110162
evo_metab__dgk_ale2__3,-1.3239013381,0.8543705746
evo_metab__dgk_ale3__3,-1.5818325857,0.5001176391000001
flag_reg__wt__1,0.2684176367,0.0138241374
flag_reg__del_fliA__1,0.10236158740000001,0.9489731025
flag_reg__del_flhC__1,-0.2784539417,0.4185466863
flag_reg__del_flhD__1,-0.3184373811,0.9677716475
flag_reg__wt__2,-0.2684176367,-0.0138241374
flag_reg__del_fliA__2,0.028620228,1.1647656874
flag_reg__del_flhC__2,0.3673756708,-0.0475032772
flag_reg__del_flhD__2,0.41768649490000004,0.8922263450000001
flgM__27C__1,-0.5916496447,-0.1614306473
flgM__27C__2,-0.5554618392,-0.11692550930000001
flgM__27C__3,0.11574736120000001,-0.3550203965
flgM__32C__1,0.4455173133,0.9376765355000001
flgM__32C__2,-0.054707032700000005,0.5354615381
flgM__32C__3,-0.6120800339,0.229315179
flgM__37C__1,0.0268536174,0.0305789131
flgM__37C__2,-0.1226409677,0.1360934953
flgM__37C__3,0.0957873503,-0.1666724084
flgM__42C__1,0.4497047502,0.3382929176
flgM__42C__2,0.44249516320000004,0.1574805966
flgM__42C__3,-0.0039171909,0.5827987422
histone__untreated__1,-0.12217810450000001,-0.427282109
histone__untreated__2,0.5033841181,0.3452500825
histone__untreated__3,-0.3812060136,0.0820320264
histone__10ug_H2A__1,-0.9731240848,0.3845231342
histone__10ug_H2A__2,0.22803894360000002,0.13850611440000002
histone__10ug_H2A__3,-0.6673647844,0.10128212
histone__50ug_H2A__1,-0.15161780390000001,0.48060356470000004
histone__50ug_H2A__2,-0.2096031035,0.7769020344
histone__50ug_H2A__3,-0.1795319887,0.0979501041
histone__100ug_H2A__1,0.48325622300000004,0.8479810972
histone__100ug_H2A__2,-0.1868885424,0.3477079804
histone__100ug_H2A__3,-0.2009928494,0.9893473524
hns__del_hns_spike__1,-0.4071047139,-0.3846872011
hns__del_hns_spike__2,-0.2528278375,-0.4642334997
hns__del_hns__1,-0.0238965455,-0.11278176620000001
hns__del_hns__2,0.0228967189,-0.24986132190000002
hns__wt_spike__1,-0.0986753585,-0.29433511090000003
hns__wt_spike__2,0.9245375672,0.7435067457000001
hns__wt__1,0.0943246454,-0.2375454714
hns__wt__2,-0.0943246454,0.2375454714
hns_stpA__evo100G4_delhns_delstpA__1,0.0006493045,-1.3422417226
hns_stpA__evo100G4_delhns_delstpA__2,0.0128274804,-1.3775749806
hns_stpA__evo100G12_delhns_delstpA__1,-0.3999783968,-1.624171884
hns_stpA__evo100G12_delhns_delstpA__2,-0.015315588100000001,-1.8779092403000002
hns_stpA__delhns_delstpA_delrpoS__1,-1.2147056574,-1.4896766004
hns_stpA__delhns_delstpA_delrpoS__2,-0.0451165246,-1.6035648778
hns_stpA__wt__1,0.3263382983,0.19627919400000002
hns_stpA__wt__2,-0.3263382983,-0.19627919400000002
hns_stpA__delhns_delstpA__1,-0.3388044471,-2.5158918194
hns_stpA__delhns_delstpA__2,-0.4556638766,-2.2251549892
hu__wt_log_pH7__1,0.2495423408,-0.1867336436
hu__wt_log_pH7__2,-0.019296513,-0.4676782606
hu__wt_log_pH7__3,0.3930143933,0.4210924821
hu__wt_lag_pH7__1,-0.4918730343,-0.0493122579
hu__wt_lag_pH7__2,0.11803666600000001,-0.452330893
hu__wt_lag_pH7__3,0.3738363683,0.5016431509
hu__delhupA_lag_pH7__1,0.09596916900000001,-0.0897284306
hu__delhupA_lag_pH7__2,-0.8295780906,-0.6911391652000001
hu__delhupA_lag_pH7__3,0.29980898710000004,0.2843858461
hu__delhupB_lag_pH7__1,-0.3791348369,-0.11957385050000001
hu__delhupB_lag_pH7__2,-0.2627682253,-0.4737465784
hu__delhupB_lag_pH7__3,-0.3300703357,0.1295505008
hu__delhupAhupB_lag_pH7__1,0.5732641408,0.34455767860000003
hu__delhupAhupB_lag_pH7__2,0.0421626274,-0.1872987297
hu__delhupAhupB_lag_pH7__3,-0.9730570538000001,0.4924346241
hu__hupAE34K_hupB_lag_pH7__1,-0.10018530040000001,0.44228018960000004
hu__hupAE34K_hupB_lag_pH7__2,-0.1130084195,-0.3724463944
hu__hupAE34K_hupB_lag_pH7__3,-0.3191279775,0.33771989950000003
hu__hupAE34K_delhupB_lag_pH7__1,0.022265146000000003,0.3688105573
hu__hupAE34K_delhupB_lag_pH7__2,0.6121049599,0.3184865315
hu__hupAE34K_delhupB_lag_pH7__3,0.0289237148,0.21827801730000002
hu__wt_lag_pH5__1,-0.3104750973,-0.5109710361
hu__wt_lag_pH5__2,-0.45367726100000005,-0.21193732040000002
hu__wt_lag_pH5__3,-0.22167806140000001,-0.0879561023
hu__delhupA_lag_pH5__1,-0.422717526,-0.43504094730000004
hu__delhupA_lag_pH5__2,-0.8136276560000001,-0.354016638
hu__delhupA_lag_pH5__3,-0.8349782515,-0.1026650972
hu__delhupAhupB_lag_pH5__1,-0.8682306638,-0.29389107340000004
hu__delhupAhupB_lag_pH5__2,-0.7744405635,-0.32881927510000003
hu__delhupAhupB_lag_pH5__3,-1.5440589164,0.21938020090000002
hu__hupAE34K_hupB_lag_pH5__1,-0.0186431342,-0.39721902470000003
hu__hupAE34K_hupB_lag_pH5__2,-0.197521787,-0.021780336600000002
hu__hupAE34K_hupB_lag_pH5__3,-0.7263247648000001,0.1880683256
hu__hupAE34K_delhupB_lag_pH5__1,-0.4193024182,-0.3177029292
hu__hupAE34K_delhupB_lag_pH5__2,0.1402553065,-0.247554876
hu__hupAE34K_delhupB_lag_pH5__3,-0.6639459612,-0.5145474255
hyperpersistence__low_GFP__1,-1.7442197128,0.4228848623
hyperpersistence__wt__1,-0.3290828874,0.1273782712
hyperpersistence__high_GFP__1,-0.6776856814000001,0.4645483812
hyperpersistence__pth_mut__1,-0.3732378308,0.43975075020000004
hyperpersistence__pth_mut__2,0.0196334197,0.8672520435000001
hyperpersistence__metG_mut__1,0.6987894545000001,0.17942506730000002
hyperpersistence__metG_mut__2,0.14762873070000002,0.2364132677
hyperpersistence__high_GFP__2,-0.6766798155,0.6170815295000001
hyperpersistence__wt__2,0.3290828874,-0.1273782712
hyperpersistence__low_GFP__2,-1.0996678734,0.38912913660000004
kan_efg__cpxAF218Y__1,-0.36135757550000003,1.2895754423999999
kan_efg__cpxAF218Y__2,0.0309406609,1.0665210342
kan_efg__cyaAN600Y__1,-1.1597388391,0.4233514993
kan_efg__cyaAN600Y__2,0.7080821973,1.2594366704
kan_efg__fusAA608E__1,-0.15869298780000002,-0.6870779179000001
kan_efg__fusAA608E__2,-0.8132803940000001,-0.1270127023
kan_efg__fusAA608E_cpxAF218Y__1,-0.38522342130000004,0.29173960530000004
kan_efg__fusAA608E_cpxAF218Y__2,0.5128622155,0.027352693600000002
kan_efg__fusAA608E_cyaAN600Y__1,-0.5579945806000001,0.2863881075
kan_efg__fusAA608E_cyaAN600Y__2,-0.8956274092000001,0.5695407059
kan_efg__fusAA608E_rpoDL261Q__1,-0.9828655003000001,0.4142658301
kan_efg__fusAA608E_rpoDL261Q__2,-0.22077007780000002,-0.3159762016
kan_efg__fusAA608E_topAS180L__1,0.3850326456,-0.0908727377
kan_efg__fusAA608E_topAS180L__2,-0.7420363207,-0.0266783393
kan_efg__rpoDL261Q__1,-1.0428060995,0.1077363457
kan_efg__rpoDL261Q__2,-1.5457632505,0.7023873739000001
kan_efg__wt__1,0.0561527692,-0.130571925
kan_efg__wt__2,-0.0561527692,0.130571925
lrp__wt_min_log__1,0.1584934583,0.1356178508
lrp__wt_min_log__2,-0.1584934583,-0.1356178508
lrp__wt_min_trans__1,5.3500469482,1.5207701618
lrp__wt_min_trans__2,4.9977670906,1.7410255654
lrp__wt_min_stat__1,1.3963630042,-0.026934024900000002
lrp__wt_min_stat__2,2.9847856237,0.2662231102
lrp__wt_liv_log__1,1.0940542587,-0.0351315752
lrp__wt_liv_log__2,0.4419607385,-0.0128112039
lrp__wt_liv_trans__1,1.4661214993,0.7839110631
lrp__wt_liv_trans__2,1.1599946241,0.6159292747
lrp__wt_liv_stat__1,1.9753574010000001,-0.3414236916
lrp__wt_liv_stat__2,1.1669256165,-0.26811620750000004
lrp__wt_rich_log__1,1.406035151,0.8421230761
lrp__wt_rich_log__2,2.1603035752,1.2389827492
lrp__wt_rich_trans__1,-0.1077984947,1.2176700041
lrp__wt_rich_trans__2,0.8051143123000001,0.8869321058
lrp__wt_rich_stat__1,1.9380201826999999,0.33639965920000003
lrp__wt_rich_stat__2,2.7567820069,-0.6558701395000001
lrp__dellrp_min_log__1,-0.1425105305,-0.056935940600000005
lrp__dellrp_min_log__2,-0.1283286891,-0.1405732033
lrp__dellrp_min_trans__1,1.2861587158,0.7094638305000001
lrp__dellrp_min_trans__2,1.5155885158,1.263229427
lrp__dellrp_min_stat__1,1.8592776378,-0.3602462664
lrp__dellrp_min_stat__2,1.3666652648,0.0270112352
lrp__dellrp_liv_log__1,2.0186620482,-0.3277852294
lrp__dellrp_liv_log__2,0.5500340631,-0.0363090164
lrp__dellrp_liv_trans__1,0.9080213767,0.5364375299
lrp__dellrp_liv_trans__2,0.5109778168,0.2862321214
lrp__dellrp_liv_stat__1,1.6871508088,-0.5622625256
lrp__dellrp_liv_stat__2,2.765726579,-0.33305975400000004
lrp__dellrp_rich_log__1,1.2306880166,0.6043975394000001
lrp__dellrp_rich_log__2,1.9684565001,0.1491107157
lrp__dellrp_rich_trans__1,2.1271580991,0.3556481341
lrp__dellrp_rich_trans__2,1.5723712773,1.3255170575
lrp__dellrp_rich_stat__1,3.5735193429,0.6778320469
lrp__dellrp_rich_stat__2,3.9246219163,1.0489955077
mazF_circuit__t0__1,0.21553879110000002,0.32800838520000003
mazF_circuit__t2__1,3.314131498,-0.632225461
mazF_circuit__t4__1,0.3524496304,-0.46087392590000004
mazF_circuit__t6__1,0.7377787254,-0.5434529488000001
mazF_circuit__t8__1,2.7615325869,0.8951846229
mazF_circuit__t0__2,-0.21553879110000002,-0.32800838520000003
mazF_circuit__t2__2,0.2575186444,-0.40621533460000003
mazF_circuit__t4__2,0.2973005919,-0.8462683574000001
mazF_circuit__t6__2,0.3973967031,0.6924284883
mazF_circuit__t8__2,0.5064601558,0.6196336015
mazF_ribo__emptyvec_mrna_5m__1,0.1470775149,-0.132059661
mazF_ribo__emptyvec_mrna_5m__2,-0.1470775149,0.132059661
mazF_ribo__mazF_mrna_5m__1,-0.3251563608,1.5242000894999999
mazF_ribo__mazF_mrna_5m__2,-0.1391208663,1.3594450255
mazF_ribo__emptyvec_total_5m__1,-2.0570546629,1.5376140956
mazF_ribo__emptyvec_total_5m__2,-2.9237438641,1.0474963194
mazF_ribo__mazF_total_60m__1,-2.3715706517,6.478271806
mazF_ribo__mazF_total_60m__2,-1.9859753019,6.2976325544
mercury__ctrl_t00__1,-0.23495932790000001,-0.713249377
mercury__ctrl_t10__1,1.0260328885,-0.1329344565
mercury__ctrl_t30__1,0.0698576149,0.0715551844
mercury__ctrl_t60__1,1.2772245405,0.42896987280000004
mercury__hg_t10__1,2.3273692949,0.7218139928
mercury__hg_t30__1,6.0608447099,1.1071557132
mercury__hg_t60__1,8.3428726477,0.8518503767000001
mercury__pma_t10__1,0.368097385,0.7785614486
mercury__pma_t30__1,-0.0878114338,1.4110561859000001
mercury__pma_t60__1,0.2775470732,0.2087512968
mercury__ctrl_t00__2,0.1017670568,0.23049842450000002
mercury__ctrl_t10__2,0.7847406534,0.0359173881
mercury__ctrl_t30__2,0.5461131418,0.3923599004
mercury__ctrl_t60__2,1.2116384351,0.2626204076
mercury__hg_t10__2,2.5591124014,0.3287690056
mercury__hg_t30__2,6.3562982098,1.7502588612
mercury__hg_t60__2,5.7333837454,-0.0679627367
mercury__pma_t10__2,1.5354585492,0.3792188171
mercury__pma_t30__2,1.3059495702000001,0.8752035697
mercury__pma_t60__2,-0.4384175339,0.7020842542
mercury__ctrl_t00__3,0.1331922711,0.4827509525
mercury__ctrl_t10__3,1.0465823282,0.5288592174
mercury__ctrl_t30__3,0.30712796740000003,0.8841800164
mercury__ctrl_t60__3,1.3152695052,0.6080976262000001
mercury__hg_t10__3,2.3982889346,0.6607895284
mercury__hg_t30__3,5.6396540028,1.1192013254
mercury__hg_t60__3,8.4548222215,0.6832965785
mercury__pma_t10__3,1.3567246501999999,-0.0244514851
mercury__pma_t30__3,0.8042824684000001,-0.0977522923
mercury__pma_t60__3,0.1619089965,0.659627741
ml_abx__az_lolcde__1,2.7785008186,0.0369237453
ml_abx__az_lolcde__2,-0.3809521976,-0.7519303597
ml_abx__az_lolcde__3,-0.9838318163,0.5551119636
ml_abx__b01__1,0.3447992682,-0.007894469500000001
ml_abx__b01__2,0.2822108545,-0.3034784249
ml_abx__b01__3,-0.6078130347,-0.5818524361
ml_abx__cro__1,1.7626948164,0.4387115801
ml_abx__cro__2,-1.1134046601,-0.5468549822000001
ml_abx__cro__3,-1.4657326286,-1.0833242903
ml_abx__chl__1,-0.22301849940000001,-0.2812213771
ml_abx__chl__2,-0.1120578557,0.2280544948
ml_abx__chl__3,-0.3343539424,0.0967802444
ml_abx__cip__1,2.4693565838,-0.0091290447
ml_abx__cip__2,-0.5590846172,0.15919487770000001
ml_abx__cip__3,-0.9027057733,-0.4551094399
ml_abx__clr__1,-0.7716275002,0.31698096130000003
ml_abx__clr__2,-0.2489460282,0.1576146787
ml_abx__clr__3,-0.5122445551,-0.0508953428
ml_abx__cst__1,2.4752562257,0.19784753260000001
ml_abx__cst__2,-0.5566441965,-0.24873909660000001
ml_abx__cst__3,-0.5861835710000001,-0.8070390388
ml_abx__ctrl__1,1.4256232196,0.4077445186
ml_abx__ctrl__2,1.4490211859,0.594486473
ml_abx__ctrl__3,-0.2515671802,-0.3126966305
ml_abx__ctrl__4,-0.5726774032,0.0290371247
ml_abx__ctrl__5,-0.9056574796,-0.12430182320000001
ml_abx__ctrl__6,-1.1447423426,-0.5942696626
ml_abx__dox__1,-0.4611718649,-0.1479203666
ml_abx__dox__2,-0.0963048261,-0.22912282550000002
ml_abx__dox__3,-0.49881825090000004,-0.0956051888
ml_abx__glob__1,2.9517195966000003,0.4029232015
ml_abx__glob__2,-0.037997868000000004,-0.0466852155
ml_abx__glob__3,-1.265546469,-0.37396658720000003
ml_abx__lvx__1,2.9277812688,0.12322691690000001
