,A,ZraR
hot_tale__hot_ale10_30c__2,-1.2773176373,-0.4664047295
hot_tale__hot_ale10_37c__1,0.1461385625,-0.0936148545
hot_tale__hot_ale10_37c__2,-0.4408519406,-0.2012931585
hot_tale__hot_ale10_44c__1,1.2101184866,1.2584027595
hot_tale__hot_ale10_44c__2,0.5565440706,0.9293295955
hot_tale__hot_ale16_30c__1,-0.3266779442,-0.6271748785
hot_tale__hot_ale16_30c__2,-0.7424176469,-0.5660257415000001
hot_tale__hot_ale16_37c__1,0.0140729085,0.1530808905
hot_tale__hot_ale16_37c__2,-0.13688001,-0.4108255085
hot_tale__hot_ale16_44c__1,-0.17373675090000001,0.9834218135
hot_tale__hot_ale16_44c__2,0.1943385097,0.9653421765
pdhr_ale__pdhR-13_51__1,-0.085901908,1.3663406995
pdhr_ale__pdhR-13_51__2,-0.0862436125,1.3508331305
pdhr_ale__pdhR-14_46__1,-0.9034170875,1.4071659305
pdhr_ale__pdhR-14_46__2,-0.8509168208000001,1.5528585365
pdhr_ale__pdhR-15_51__1,-0.3525447095,1.2220364395
pdhr_ale__pdhR-15_51__2,-0.25227875920000004,1.2115118425
pdhr_ale__pdhR-16_49__1,-0.6991056795,1.4375037315
pdhr_ale__pdhR-16_49__2,-0.5999211603,1.6297114845
tcs__del_atoC_LiAcet__1,-1.1444088313,1.2726576354999999
tcs__del_atoC_LiAcet__2,-1.0580056704,1.5821745305000001
tcs__del_atoC_LiCl__1,-0.97217694,1.7191346345
tcs__del_atoC_LiCl__2,-1.184619654,1.6690970495
tcs__del_atoC_m9__1,-0.9249664619,1.5072175365
tcs__del_atoC_m9__2,-0.9842814876,1.6522477395
tcs__del_baeR_etoh__1,5.1883887158,3.2513775445
tcs__del_baeR_etoh__2,5.4113333641,3.5382534705
tcs__del_baeR_lb__1,0.4080953391,2.1945987215000002
tcs__del_baeR_lb__2,-0.9652068629,2.0438538745
tcs__del_btsR_01xlb__1,1.6046283037,0.7244510745
tcs__del_btsR_01xlb__2,-0.1960946539,0.7049309595000001
tcs__del_btsR_lb__1,0.6085751551,3.2118624505
tcs__del_btsR_lb__2,0.3338142461,3.0278486985
tcs__del_btsR_pyruvate__1,0.435709469,0.7123462085000001
tcs__del_btsR_pyruvate__2,0.2528207227,0.8549574425
tcs__del_cpxR_etoh__1,7.03449077,3.6562937065
tcs__del_cpxR_etoh__2,7.0202482219,3.5267114775
tcs__del_cpxR_lb__1,-1.0322464555,2.3651814635
tcs__del_cpxR_lb__2,-0.8982168981,2.4413451475
tcs__del_cusR_CuSO4__1,9.6053154046,3.0698195935
tcs__del_cusR_CuSO4__2,9.377277741,3.3423561115
tcs__del_cusR_lb__1,-0.5197948170000001,3.5500012705
tcs__del_cusR_lb__2,-0.6548480606,3.2677641105
tcs__del_kdpE_01-kcl__1,-0.6177431709,1.3950216625
tcs__del_kdpE_01-kcl__2,-0.9627323392,1.2400847065
tcs__del_kdpE_115-kcl__1,-1.1745270085,1.4747676715
tcs__del_kdpE_115-kcl__2,-1.30656233,1.3184340845
tcs__del_phoB_m9__1,-1.4072270699,1.2546293904999999
tcs__del_phoB_m9__2,-1.1771567206,1.3990897675
tcs__del_phoB_m9p__1,9.8021622974,2.0150635815
tcs__del_phoB_m9p__2,9.928434391,2.1059758995
tcs__del_rcsB_etoh__1,-0.4800834088,3.6535557085
tcs__del_rcsB_etoh__2,-0.33590251730000004,3.6080275685
tcs__del_rcsB_lb__1,-0.9799183603,2.4427733665
tcs__del_rcsB_lb__2,0.10735076040000001,2.5493659575
tcs__del_zraR_lb__1,-0.19450503700000002,-2.4873165525
tcs__del_zraR_lb__2,-0.0529453207,-2.4873165525
tcs__del_zraR_zncl2__1,0.2375075735,-2.4873165525
tcs__del_zraR_zncl2__2,0.687734281,-2.4873165525
tcs__wt_01-kcl__1,-0.6446017875000001,1.5031187115
tcs__wt_01-kcl__2,-1.0165974602,1.5321117665
tcs__wt_01xlb__1,-0.2128043635,0.8393747175
tcs__wt_01xlb__2,-0.29151703100000004,0.8806334905000001
tcs__wt_115-kcl__1,-0.8987866239000001,1.2923847915
tcs__wt_115-kcl__2,-0.6379641532,1.5104006024999999
tcs__wt_CuSO4__1,2.6141756077,2.8035565265
tcs__wt_CuSO4__2,2.5622386145,2.7275277245
tcs__wt_etoh__1,-0.6762029817,3.3880307335
tcs__wt_etoh__2,0.15135491040000001,3.4784033555000002
tcs__wt_lb__1,4.9554770817,1.9854131165000002
tcs__wt_lb__2,4.7135295145,1.7458373175
tcs__wt_LiAcet__1,-0.9873898676,1.5600638765000001
tcs__wt_LiAcet__2,-1.0401949116,1.5350919975
tcs__wt_LiCl__1,-0.9145863477,1.7118441365
tcs__wt_LiCl__2,-1.2927625346,1.6275591345
tcs__wt_m9p__1,9.4251615131,1.9681097185
tcs__wt_m9p__2,9.300003312,2.0351612245
tcs__wt_pyr__1,-0.3009050965,0.8640018155
tcs__wt_pyr__2,-0.5754943546,0.9615764715
tcs__wt_zncl2__1,11.1183987477,4.0871204135
tcs__wt_zncl2__2,11.3307775878,4.1528566305
ros_tale__1_112_0pq__1,-1.4659266071000001,1.0547136815
ros_tale__1_112_0pq__2,-0.7851516765000001,1.3674172155
ros_tale__1_112_250pq__1,0.2535540833,1.9601934075
ros_tale__1_112_250pq__2,-0.5357192578000001,1.7206545705
ros_tale__1_112_750pq__1,-0.338399206,1.9586989725000001
ros_tale__1_112_750pq__2,-0.43634435990000003,1.6886574155
ros_tale__1_112_750pq__3,-0.0087692957,1.7851582865000002
ros_tale__3_76_0pq__1,0.1982240233,1.4759624285
ros_tale__3_76_0pq__2,-0.3580679303,1.6899498815
ros_tale__3_76_0pq__3,0.0416335817,1.6901550075
ros_tale__3_76_0pq__4,-0.43905530930000003,1.6449565265000001
ros_tale__3_76_250pq__1,0.2702907228,0.7134374505000001
ros_tale__3_76_250pq__2,-0.0269432271,0.9576214305
ros_tale__3_76_750pq__1,-1.3398484588000001,0.5975216885
ros_tale__3_76_750pq__2,0.4888931334,0.6873126705
ros_tale__7_103_0pq__1,-0.9811537047000001,1.0216547195
ros_tale__7_103_0pq__2,0.0121664341,1.7494213645
ros_tale__7_103_0pq__3,-0.5419186145,1.3229558635
ros_tale__7_103_0pq__4,-0.0285013036,1.6809807285
ros_tale__7_103_250pq__1,-0.5030385093,0.6588272595
ros_tale__7_103_250pq__2,-0.20650826760000002,0.4186957215
ros_tale__7_103_750pq__1,-0.5091700816,0.5675466995
ros_tale__7_103_750pq__2,-0.6368554733,0.4562178095
ros_tale__9_77_0pq__1,0.8140332594,2.3113195415
ros_tale__9_77_0pq__2,0.6917262608,2.0723677995
ros_tale__9_77_250pq__1,0.1961581907,2.3853007115000002
ros_tale__9_77_250pq__2,-0.2064656543,2.4066341455
ros_tale__9_77_750pq__1,1.3256797239,2.1355152075
ros_tale__9_77_750pq__2,0.5677240697,2.3717276255
ros_tale__11_83_0pq__1,0.8965195961,1.0889485555
ros_tale__11_83_0pq__2,1.7070888304,1.2361423615
ros_tale__11_83_250pq__1,1.3794965832,1.0082139215
ros_tale__11_83_250pq__2,2.0113420398,0.9857297055
ros_tale__11_83_750pq__1,0.772345845,1.2303729945
ros_tale__11_83_750pq__2,1.8859006969,1.0663798965
ros_tale__13_87_0pq__1,0.5748852481,1.2087604455
ros_tale__13_87_0pq__2,1.9087778420000001,1.3333212305
ros_tale__13_87_250pq__1,1.7106988568000001,1.3118106864999999
ros_tale__13_87_250pq__2,3.1938781588,1.5008256235
ros_tale__13_87_750pq__1,1.4424226889,1.5267254155
ros_tale__13_87_750pq__2,2.7805669982000003,1.7128476345
ros_tale__14_27_0pq__1,1.0828423749,2.3114908305
ros_tale__14_27_0pq__2,1.1139895959,2.4034718415
ros_tale__14_27_250pq__1,1.1331007789,2.9077710205000002
ros_tale__14_27_250pq__2,0.8365145241,2.7963515085
ros_tale__14_27_750pq__1,0.6707657013,3.1266910895
ros_tale__14_27_750pq__2,0.4212363716,3.2728451115
ros_tale__16_28_250pq__1,-0.1478092744,-0.22102045850000002
ros_tale__16_28_250pq__2,0.4126939368,-0.39331913150000003
ros_tale__16_32_0pq__1,0.3215196531,1.2595689294999999
ros_tale__16_32_0pq__2,0.4789005491,1.5241626465
ros_tale__16_32_0pq__3,-0.44778949300000004,-0.2338843685
ros_tale__16_32_0pq__4,-0.6965798452,-0.2620086325
ros_tale__16_32_250pq__1,0.09186131560000001,-0.1191883445
ros_tale__16_32_250pq__2,0.11798980860000001,0.1251236875
ros_tale__16_32_750pq__1,-0.4638896839,0.9716069565000001
ros_tale__16_32_750pq__2,-0.6739926644,0.8947093905
ros_tale__17_104_0pq__1,0.6151219535,1.0360164065
ros_tale__17_104_0pq__2,1.1665821423,1.3029543795
ros_tale__17_104_250pq__1,-0.21413566080000002,0.9949803355000001
ros_tale__17_104_250pq__2,0.2500176625,1.6776546325
ros_tale__17_104_250pq__3,-0.41406206300000004,1.7294646565
ros_tale__17_104_250pq__4,-0.0872532662,1.9351023475
ros_tale__17_104_750pq__1,0.6662967141,1.4487178434999999
ros_tale__17_104_750pq__2,0.5238593456,1.1511779195
ros_tale__18_24_250pq__1,0.3398260258,-0.36407914750000003
ros_tale__18_24_250pq__2,-0.1437609427,-0.46915012250000004
ros_tale__18_36_0pq__1,-0.7548186115000001,1.3834718195
ros_tale__18_36_0pq__2,-0.4382580446,1.4889881195
ros_tale__18_36_0pq__3,-0.0996243655,-0.34440540750000004
ros_tale__18_36_0pq__4,-0.23955041400000002,-0.2447097705
ros_tale__18_36_250pq__1,0.49698673400000004,-0.3027980045
ros_tale__18_36_250pq__2,0.7594387289000001,-0.1643093465
ros_tale__18_36_750pq__1,-1.1688171777,1.4374297875
ros_tale__18_36_750pq__2,-0.6702061879,1.7149530135000002
ros_tale__19_91_0pq__1,5.5356587016,1.5683688464999999
ros_tale__19_91_0pq__2,2.9443838725,1.4804502695
ros_tale__19_91_250pq__1,0.4554055366,1.4896444745
ros_tale__19_91_250pq__2,0.2519821084,1.6188733745000001
ros_tale__19_91_750pq__1,1.9947317123000001,1.4341132085
ros_tale__19_91_750pq__2,0.2529159084,1.2855825535
ros_tale__19_91_750pq__3,1.3984255345,1.8620188115
ros_tale__19_91_750pq__4,-0.27904428000000003,1.8323713855000001
ros_tale__21_97_0pq__1,-0.1205300271,0.9762540275
ros_tale__21_97_0pq__2,-1.0194689051,1.4145609735
ros_tale__21_97_250pq__1,-0.3746749488,1.1418014715
ros_tale__21_97_250pq__2,-0.3898822443,1.1760335865
ros_tale__21_97_750pq__1,-0.0697625838,1.1531983395
ros_tale__21_97_750pq__2,-0.48645840710000005,1.3296170864999999
ros_tale__25_111_0pq__1,-1.4443510499,0.9093585065
ros_tale__25_111_0pq__2,-1.1008067997,1.4106065675
ros_tale__25_111_250pq__1,-0.8454992821,1.0438405075
ros_tale__25_111_250pq__2,-0.0157456207,1.5869787965
ros_tale__25_111_750pq__1,-0.9270856388000001,1.4154658725
ros_tale__25_111_750pq__2,0.5989361034,1.4215073425
ros_tale__29_119_0pq__1,-1.5662614026,1.7597383125000001
ros_tale__29_119_0pq__2,-0.9228565771,1.5933872975
ros_tale__29_119_250pq__1,-0.6803598188000001,1.3370591945
ros_tale__29_119_250pq__2,-1.2961612805,1.5516150524999999
ros_tale__29_119_750pq__1,-0.6552222823,1.5951060235
ros_tale__29_119_750pq__2,-0.3391909125,1.6115415675
ros_tale__ALE4_0pq__1,0.3439610023,-0.0531399165
ros_tale__ALE4_0pq__2,0.2267580538,0.2195721185
ros_tale__ALE4_250pq__1,0.3767152277,0.7735568065
ros_tale__ALE4_250pq__2,0.5646188082,0.8056848345000001
pcoli__atASMT_325G__1,-0.3476335457,0.5140020955
pcoli__atASMT_325G__2,-0.6383971634000001,0.8260345855000001
pcoli__bpTDC__1,-0.43405579910000003,0.7688993035
pcoli__bpTDC__2,-0.48781959210000003,0.8395057855
pcoli__BRCA__1,-0.6178844648,0.5305840155
pcoli__BRCA__2,-1.3189127239,0.6772946365
pcoli__BRCActrl__1,0.0729332305,0.8439302415000001
pcoli__BRCActrl__2,0.3995253601,0.7707859235000001
pcoli__BRCAswap__1,-0.0846739657,0.9824085665000001
pcoli__BRCAswap__2,-0.6830693985,0.8115931405
pcoli__btAANAT__1,-1.2456807131,0.8847891765
pcoli__btAANAT__2,-0.9971321348000001,0.6816525375
pcoli__btASMT__1,-1.1395254391,0.39746758050000003
pcoli__btASMT__2,-0.7048828383,0.2217755595
pcoli__CC1__1,-0.5648515521,1.2465666875
pcoli__CC1__2,-0.8888472523000001,0.5964579135
pcoli__ccCOMT__1,-0.5540986676,0.6505979685000001
pcoli__ccCOMT__2,-1.4188298316,0.5558494725
pcoli__ckDDC__1,-0.3090368807,0.8903410055000001
pcoli__ckDDC__2,-0.0609684755,0.9875984325
pcoli__CNTF_belt__1,-0.7013936829,0.6815530265
pcoli__CNTF_belt__2,-0.15188037640000002,0.5545897775
pcoli__cobPNMT__1,-1.0057400044,0.7810401125
pcoli__cobPNMT__2,-0.5485578263,0.8973824885
pcoli__cvPhhB__1,-1.068601209,0.8100614555000001
pcoli__cvPhhB__2,-0.3521217545,0.8935067845
pcoli__ggAANAT__1,-1.2650843306000001,0.7842952215000001
pcoli__ggAANAT__2,-0.42258698050000004,0.8706985215
pcoli__ggTPH__1,-0.4413419039,0.7667399675000001
pcoli__ggTPH__2,-0.7980526223000001,0.8717405095
pcoli__hsAANAT__1,-0.27001331630000003,1.4763192395
pcoli__hsAANAT__2,0.1385870856,0.9728209855000001
pcoli__hsASMT__1,-0.5453302947,0.6976683355000001
pcoli__hsASMT__2,-0.5728662391,0.7321260545
pcoli__hsPNMT_mb__1,-0.1691240246,1.0637415945
pcoli__hsPNMT_mb__2,-0.5000749382,1.0561234805
pcoli__hsTPH__1,-0.4715928916,0.6706897935
pcoli__hsTPH__2,-0.4260079303,0.39739464550000003
pcoli__hsTPH_E2K__1,-0.47965170370000004,0.8403870315
pcoli__hsTPH_E2K__2,-0.8767032658,0.8748114655
pcoli__hsTPH_E2K_N91I_P99C__1,-0.3478519821,0.6296190815
pcoli__hsTPH_E2K_N91I_P99C__2,-0.6247792546000001,0.8110669465
pcoli__hsTPH_N158trunc__1,-0.046307694100000005,1.1485431645
pcoli__hsTPH_N158trunc__2,-0.25841959940000003,1.1826052785
pcoli__hsTPH_N174trunc__1,-0.43843614810000003,1.0286208665
pcoli__hsTPH_N174trunc__2,-0.7579383926000001,1.0388939585
pcoli__hsTPH_Ntermtrunc__1,-0.4472978314,1.2078392995
pcoli__hsTPH_Ntermtrunc__2,-0.4861934504,1.0752903215
pcoli__hsTPH1__1,-0.34417199400000004,0.9377963025
pcoli__hsTPH1__2,-0.1934976509,1.0145903195
pcoli__MBP__1,-0.7854357719,0.7049274315
pcoli__MBP__2,0.5466174682,0.5715406885000001
pcoli__msCOMT__1,-0.7410920470000001,0.7802208695
pcoli__msCOMT__2,-1.2914873058,0.6384850105000001
pcoli__ocAANAT__1,-0.6189798415000001,0.46473650250000004
pcoli__ocAANAT__2,-0.4439882068,0.6780050375000001
pcoli__osTDC_K374H__1,-0.7266807095000001,1.1883135645
pcoli__osTDC_K374H__2,-0.6648733539,1.0821777735
pcoli__osTDC_K374L__1,-0.1484589114,1.1308173505
pcoli__osTDC_K374L__2,-0.2946689886,0.8856572195
pcoli__osTDC_K374Q__1,-0.2587690942,0.8511917445
pcoli__osTDC_K374Q__2,-0.6293576881,0.7998635045
pcoli__osTDC_L360V__1,-0.5652940424,0.9419248525
pcoli__osTDC_L360V__2,-0.3691960489,1.0270294075
pcoli__pmTPH__1,-0.6027852511,0.7244716575
pcoli__pmTPH__2,-0.2890314216,0.6766142415
pcoli__RFC__1,-0.1829056893,0.7448988515
pcoli__RFC__2,-0.1556240479,0.6899236705
pcoli__RFCctrl__1,0.9997282251,1.4904762235
pcoli__RFCctrl__2,0.2212406154,1.5464118825000002
pcoli__RFCnopause__1,-0.4704384656,1.5250992645
pcoli__RFCnopause__2,0.6534801091,1.6265038115000001
pcoli__RFCpluspause__1,-0.4662907505,1.3089414115
pcoli__RFCpluspause__2,0.26266321930000003,1.4599831585
pcoli__rnCOMT_sol__1,-0.2889299515,0.9740880135000001
pcoli__rnCOMT_sol__2,-0.2876368796,1.2829308695
pcoli__rnPNMT__1,-0.1370493491,0.6001470715
pcoli__rnPNMT__2,-0.3121653793,0.7313501345000001
pcoli__rnTDC__1,-0.5552301908,0.7776601465
pcoli__rnTDC__2,-0.5199424927,0.8073655675
pcoli__rnTDC_trunc__1,-0.0373116127,1.0058134485
pcoli__rnTDC_trunc__2,0.5742038198,0.9033191425
pcoli__saCOMT_T2A__1,-0.3781022922,1.0686599655
pcoli__saCOMT_T2A__2,-0.7091368933000001,0.7212056105
pcoli__sfCOMT__1,0.2567144829,0.6957958105000001
pcoli__sfCOMT__2,-0.2398775045,0.7044603655
pcoli__sgAANAT_D63G__1,-0.2270112937,0.9653168825
pcoli__sgAANAT_D63G__2,-0.7155942163,0.7617431395
pcoli__ssDDC__1,-0.8680174997000001,0.7530250715
pcoli__ssDDC__2,-0.3341332414,0.8134114325
pcoli__TP53B__1,-0.3518954978,0.9405539175000001
pcoli__TP53B__2,-0.0339317327,0.8346139945000001
pcoli__WT__1,-0.3143508612,1.3977735565
pcoli__WT__2,1.6843891448,1.4967669925
cck__glu_ale4__1,-0.1460628715,-0.1452976185
cck__glu_ale4__2,-0.9322090937,-0.1138594465
cck__cck_ale1__1,-0.5871101319,0.0380969455
cck__cck_ale1__2,-1.0432126375,0.3154527465
cck__cck_ale2__1,-0.2365557973,-0.26541182950000003
cck__cck_ale2__2,-0.3647513551,-0.3305846495
cck_pgi__gmos_delpgi__1,-0.9076039180000001,0.4890013085
cck_pgi__gmos_delpgi__2,-1.5639109941,0.6523610065000001
cck_pgi__pgi_ale1__1,0.0708931138,0.8668276865000001
cck_pgi__pgi_ale1__2,-0.9069776295,0.0627567135
cck_pgi__pgi_ale2__1,-1.2821367297,0.1652672335
cck_pgi__pgi_ale3__1,0.2984129065,-0.1120653335
cck_pgi__pgi_ale3__2,-0.8017703809000001,0.1736961775
cck_pgi__pgi_ale4__1,0.6652863091,-0.1617047255
cck_pgi__pgi_ale4__2,-0.3766017029,-0.3076131485
cck_pgi__pgi_ale4__3,-0.3909262972,-0.5950013065
cck_pgi__pgi_ale5__1,-0.2500270422,0.32188803650000003
cck_pgi__pgi_ale5__2,-0.2786365069,0.1975293965
cck_pgi__pgi_ale6__1,-0.1373713442,0.7662540735000001
cck_pgi__pgi_ale6__2,-0.791176879,-0.1177648305
cck_pgi__pgi_ale7__1,0.4697753094,0.3902609435
cck_pgi__pgi_ale7__2,-0.0241557323,-0.0779696525
cck_pgi__pgi_ale8__1,-0.1469933762,-0.2162870845
cck_pgi__pgi_ale8__2,-0.7486177014000001,0.0329820865
cck_sdh__gmos_delsdhCB__1,1.0442754827,1.1573409215
cck_sdh__gmos_delsdhCB__2,0.47048168760000003,0.8127804795
cck_sdh__sdh_ale1__1,-0.2994652136,0.6189444265
cck_sdh__sdh_ale1__2,-0.7466174247,0.1643005535
cck_sdh__sdh_ale2__1,-0.4258706484,0.2049179595
cck_sdh__sdh_ale3__1,-0.6193504708,0.4141425355
cck_sdh__sdh_ale3__2,-0.5527621398,0.29808667250000004
cck_sdh__sdh_ale3__3,-0.11235987,0.24957302650000002
cck_pts__gmos_delptsHIcrr__1,-0.0405849891,0.7881626475
cck_pts__gmos_delptsHIcrr__2,0.7777325931,0.2549321945
cck_pts__pts_ale1__1,0.0332405826,0.1560165435
cck_pts__pts_ale1__2,-0.1403546692,0.1475491055
cck_pts__pts_ale2__1,-0.4073469235,-0.24484373550000002
cck_pts__pts_ale2__2,-0.39224368740000004,-0.6262710825000001
cck_pts__pts_ale3__1,0.332864847,0.0728296455
cck_pts__pts_ale3__2,-0.0511440399,0.0933750785
cck_pts__pts_ale4__1,-0.2598745778,-0.0723683995
cck_pts__pts_ale4__2,-0.6078494,-0.3223016275
cck_gnd__gmos_delgnd__1,-0.8029315305,0.5277834565
cck_gnd__gmos_delgnd__2,-0.37984825170000003,0.6088778005000001
cck_gnd__gnd_ale1__1,-1.0009189192,0.2391300885
cck_gnd__gnd_ale1__2,-0.9045989415000001,-0.1179039105
cck_gnd__gnd_ale2__1,-1.3162881783,0.0954857455
cck_gnd__gnd_ale2__2,-1.3390457704,-0.057570091500000004
cck_gnd__gnd_ale3__1,-0.554353179,-0.1654905095
cck_gnd__gnd_ale3__2,-1.3122306039,0.25042233950000004
cck_tpiA__gmos_deltpiA__1,-0.8629717606,0.9753948295
cck_tpiA__gmos_deltpiA__2,-1.0891165898,1.9309290515000002
cck_tpiA__tpiA_ale1__1,-0.5066145496,0.2521524435
cck_tpiA__tpiA_ale1__2,-0.9525108674,0.3232927015
cck_tpiA__tpiA_ale2__1,0.0625021055,0.5300180525
cck_tpiA__tpiA_ale2__2,-0.4588754588,0.28091274850000003
cck_tpiA__tpiA_ale3__1,-1.0355294799,0.7533796645
cck_tpiA__tpiA_ale3__2,0.22493720590000002,0.7448220955
cck_tpiA__tpiA_ale4__1,0.026002431200000002,0.6061204245
cck_tpiA__tpiA_ale4__2,-0.6639166099,0.4454542025
acid_tale__acid_ale1_pH7__1,0.4010391616,-0.44268029550000004
acid_tale__acid_ale1_pH7__2,0.3351380747,-0.4055829205
acid_tale__acid_ale1_pH5__1,-0.9295117123000001,0.2587101885
acid_tale__acid_ale1_pH5__2,-0.2200812708,0.1691510215
acid_tale__acid_ale2_pH7__1,-0.014635769500000001,-0.0778628055
acid_tale__acid_ale2_pH7__2,-0.7709922457,-0.2050096985
acid_tale__acid_ale2_pH5__1,-1.2213799674999999,-0.012512651500000001
acid_tale__acid_ale2_pH5__2,0.5208948138,-0.0960573165
acid_tale__low_Mg_ale_pH7__1,0.3039290676,0.2756208375
acid_tale__low_Mg_ale_pH7__2,0.33886644860000004,0.3034479585
acid_tale__low_Mg_ale_pH5__1,-0.6360484413,0.38133871750000004
acid_tale__low_Mg_ale_pH5__2,-0.5463538151,-0.0241353565
acid_tale__MES_ale_pH7__1,0.0551265109,-0.35280033450000003
acid_tale__MES_ale_pH7__2,-0.0153648831,-0.3542764795
acid_tale__MES_ale_pH5__1,-0.5972652337000001,0.0013116625
acid_tale__MES_ale_pH5__2,-0.9087852167,0.4105274585
acid_tale__gmos_pH7__1,-0.8524966150000001,-0.2325819235
acid_tale__gmos_pH7__2,-0.0741460724,-0.09285125450000001
acid_tale__gmos_pH5__1,-0.021431902000000003,0.2081081505
acid_tale__gmos_pH5__2,-0.7557118761,0.4170804575
adnB__wt_adn__1,-1.4070649331,2.1389805004999998
adnB__wt_adn__2,-1.2163478837000001,1.8958249635
adnB__delydhB_adn__1,-0.7429440049,1.8716477405
adnB__delydhB_adn__2,-0.9896763751000001,2.4100931345
ytf2__wt_glc__1,-0.5253516638,2.1303655235
ytf2__wt_glc__2,-0.0211986708,2.0210746555
ytf2__ybcM_glc__1,-0.7345636778,1.8025026794999999
ytf2__ybcM_glc__2,-0.39414100160000004,1.9202362185
ytf2__ydhB_glc__1,-0.9364385294,1.9732749335
ytf2__ydhB_glc__2,-0.41842783520000004,1.8758230005
ytf2__yfeC_glc__1,-1.0416690936,1.9203577335
ytf2__yfeC_glc__2,-0.3586913778,1.8087891185
ytf2__yciT_glc__1,-0.742013927,1.6847883455
ytf2__yciT_glc__2,-0.6239328156,1.7997370405000002
ytf2__ydiZ_glc__1,0.1782145563,1.7896252885
ytf2__ydiZ_glc__2,0.017888310100000002,1.9511002435
ytf2__ynfL_glc__1,0.1069855344,2.0040840215
ytf2__ynfL_glc__2,-0.5539265197000001,2.0973203145
misc2__dellon_glc__1,-0.5428102547,2.5059288765
misc2__dellon_glc__2,-0.5484808478000001,2.5819079995000003
ytf3__wt_glc2__1,-1.0800201014,1.6246577085
ytf3__wt_glc2__2,-1.0260061716,1.7258539225
ytf3__wt_pH7_lactate__1,-0.4494259088,1.6473096835
ytf3__wt_pH7_lactate__2,-0.5861746599000001,1.7365200625
ytf3__wt_pH55_lactate__1,-0.9650088623,1.4731875215
ytf3__wt_pH55_lactate__2,-0.9389042678,1.7507184125
ytf3__wt_pH55_HCl__1,-0.13394278980000002,1.8618438895
ytf3__wt_pH55_HCl__2,0.1165620621,1.6666996835
ytf3__dyieP_pH7__1,-0.1078545748,1.6426120365
ytf3__dyieP_pH7__2,-0.43672459999999996,1.5035724904999999
ytf3__dyieP_pH55__1,-1.1127316141,1.5346966874999999
ytf3__dyieP_pH55__2,-0.2923044918,1.5624277255
