,A,ZraR
tcs__del_cpxR_etoh__1,8.626052963,3.6562937065
tcs__del_cpxR_etoh__2,8.6940937649,3.5267114775
tcs__del_cpxR_lb__1,0.9422769411,2.3651814635
tcs__del_cpxR_lb__2,0.9523543022000001,2.4413451475
tcs__del_cusR_CuSO4__1,10.874901996,3.0698195935
tcs__del_cusR_CuSO4__2,10.6518369453,3.3423561115
tcs__del_cusR_lb__1,1.5824523121,3.5500012705
tcs__del_cusR_lb__2,1.3240182942,3.2677641105
tcs__del_kdpE_01-kcl__1,0.6467382637,1.3950216625
tcs__del_kdpE_01-kcl__2,0.1531516491,1.2400847065
tcs__del_kdpE_115-kcl__1,0.0829426552,1.4747676715
tcs__del_kdpE_115-kcl__2,0.051420963900000005,1.3184340845
tcs__del_phoB_m9__1,0.2497736945,1.2546293904999999
tcs__del_phoB_m9__2,0.3207423813,1.3990897675
tcs__del_phoB_m9p__1,12.0559190648,2.0150635815
tcs__del_phoB_m9p__2,12.0269227542,2.1059758995
tcs__del_rcsB_etoh__1,1.5709541122,3.6535557085
tcs__del_rcsB_etoh__2,1.5761725118,3.6080275685
tcs__del_rcsB_lb__1,0.1958162948,2.4427733665
tcs__del_rcsB_lb__2,1.4254949113,2.5493659575
tcs__del_zraR_lb__1,-1.2875535855,-2.4873165525
tcs__del_zraR_lb__2,-0.6530302665000001,-2.4873165525
tcs__del_zraR_zncl2__1,-1.5315665348,-2.4873165525
tcs__del_zraR_zncl2__2,-0.6056216675,-2.4873165525
tcs__wt_01-kcl__1,0.6764914404,1.5031187115
tcs__wt_01-kcl__2,1.1962934183,1.5321117665
tcs__wt_01xlb__1,0.9288394087,0.8393747175
tcs__wt_01xlb__2,0.6239278841,0.8806334905000001
tcs__wt_115-kcl__1,0.42448976520000004,1.2923847915
tcs__wt_115-kcl__2,0.9280848253,1.5104006024999999
tcs__wt_CuSO4__1,3.6205928721,2.8035565265
tcs__wt_CuSO4__2,3.5727825521,2.7275277245
tcs__wt_etoh__1,0.6197038960000001,3.3880307335
tcs__wt_etoh__2,1.5293962022,3.4784033555000002
tcs__wt_lb__1,6.1692437793,1.9854131165000002
tcs__wt_lb__2,6.3005058782,1.7458373175
tcs__wt_LiAcet__1,0.7970468460000001,1.5600638765000001
tcs__wt_LiAcet__2,0.1298483346,1.5350919975
tcs__wt_LiCl__1,1.0108015222,1.7118441365
tcs__wt_LiCl__2,0.5890783559,1.6275591345
tcs__wt_m9p__1,11.1578034922,1.9681097185
tcs__wt_m9p__2,11.3518790522,2.0351612245
tcs__wt_pyr__1,0.6741767102,0.8640018155
tcs__wt_pyr__2,0.3028600333,0.9615764715
tcs__wt_zncl2__1,13.4841203502,4.0871204135
tcs__wt_zncl2__2,13.5833132403,4.1528566305
ros_tale__0_0_0pq__1,-0.5194460280000001,-0.0531399165
ros_tale__0_0_0pq__2,-0.5004609272,0.2195721185
ros_tale__0_0_250pq__1,1.4103317123,0.7735568065
ros_tale__0_0_250pq__2,1.7566293369000001,0.8056848345000001
ros_tale__1_mid_250pq__1,-0.968222126,-0.22102045850000002
ros_tale__1_mid_250pq__2,0.011397571,-0.39331913150000003
ros_tale__1_0_0pq__1,0.8900716503,1.2595689294999999
ros_tale__1_0_0pq__2,1.373569158,1.5241626465
ros_tale__1_0_0pq__3,-1.7462195097,-0.2338843685
ros_tale__1_0_0pq__4,-2.2068885807,-0.2620086325
ros_tale__1_0_250pq__1,-1.2385211791,-0.1191883445
ros_tale__1_0_250pq__2,-0.8525733657000001,0.1251236875
ros_tale__1_0_750pq__1,0.5554497278,0.9716069565000001
ros_tale__1_0_750pq__2,0.12534311650000002,0.8947093905
ros_tale__1_1_0pq__1,0.9964009925,1.0889485555
ros_tale__1_1_0pq__2,1.6998084715,1.2361423615
ros_tale__1_1_250pq__1,1.3747947617,1.0082139215
ros_tale__1_1_250pq__2,2.2411288862,0.9857297055
ros_tale__1_1_750pq__1,0.9867973198000001,1.2303729945
ros_tale__1_1_750pq__2,1.5928507479,1.0663798965
ros_tale__1_2_0pq__1,1.2103688927,1.2087604455
ros_tale__1_2_0pq__2,2.8060068232,1.3333212305
ros_tale__1_2_250pq__1,2.3216605085,1.3118106864999999
ros_tale__1_2_250pq__2,3.8846321338000003,1.5008256235
ros_tale__1_2_750pq__1,2.4058278701,1.5267254155
ros_tale__1_2_750pq__2,3.9700769278,1.7128476345
ros_tale__1_3_0pq__1,1.2072003846000001,1.0360164065
ros_tale__1_3_0pq__2,1.9531259863,1.3029543795
ros_tale__1_3_250pq__1,0.8373362702,0.9949803355000001
ros_tale__1_3_250pq__2,1.3245956901,1.6776546325
ros_tale__1_3_250pq__3,0.6228905699,1.7294646565
ros_tale__1_3_250pq__4,0.7225138253000001,1.9351023475
ros_tale__1_3_750pq__1,1.7368855885999999,1.4487178434999999
ros_tale__1_3_750pq__2,1.64127961,1.1511779195
ros_tale__1_4_0pq__1,7.7576533604,1.5683688464999999
ros_tale__1_4_0pq__2,4.5200286512,1.4804502695
ros_tale__1_4_250pq__1,2.0092322719,1.4896444745
ros_tale__1_4_250pq__2,1.4928502047,1.6188733745000001
ros_tale__1_4_750pq__1,3.3727576013,1.4341132085
ros_tale__1_4_750pq__2,1.2176951441,1.2855825535
ros_tale__1_4_750pq__3,2.9460687623,1.8620188115
ros_tale__1_4_750pq__4,1.2805998767,1.8323713855000001
ros_tale__2_mid_250pq__1,0.5681727521000001,-0.36407914750000003
ros_tale__2_mid_250pq__2,0.0097563725,-0.46915012250000004
ros_tale__2_0_0pq__1,-0.1513886183,1.3834718195
ros_tale__2_0_0pq__2,0.5557437134000001,1.4889881195
ros_tale__2_0_0pq__3,-1.1610417637000001,-0.34440540750000004
ros_tale__2_0_0pq__4,-2.2106922759,-0.2447097705
ros_tale__2_0_250pq__1,-0.3128661433,-0.3027980045
ros_tale__2_0_250pq__2,-0.9319786902,-0.1643093465
ros_tale__2_0_750pq__1,0.7103891682,1.4374297875
ros_tale__2_0_750pq__2,1.8805744607000001,1.7149530135000002
ros_tale__2_1_0pq__1,-0.4513746407,1.0547136815
ros_tale__2_1_0pq__2,-0.1072711962,1.3674172155
ros_tale__2_1_250pq__1,0.6398393425000001,1.9601934075
ros_tale__2_1_250pq__2,0.5703370838,1.7206545705
ros_tale__2_1_750pq__1,0.9085313129,1.9586989725000001
ros_tale__2_1_750pq__2,0.5531200264,1.6886574155
ros_tale__2_1_750pq__3,1.0744699265,1.7851582865000002
ros_tale__2_2_0pq__1,-1.4667565367,0.9093585065
ros_tale__2_2_0pq__2,-0.10240318400000001,1.4106065675
ros_tale__2_2_250pq__1,-0.6283603102,1.0438405075
ros_tale__2_2_250pq__2,1.6692213469000001,1.5869787965
ros_tale__2_2_750pq__1,0.0646791148,1.4154658725
ros_tale__2_2_750pq__2,2.2294032532,1.4215073425
ros_tale__2_3_0pq__1,0.1320891163,1.7597383125000001
ros_tale__2_3_0pq__2,0.5465118760000001,1.5933872975
ros_tale__2_3_250pq__1,-0.0257564736,1.3370591945
ros_tale__2_3_250pq__2,0.027089716000000003,1.5516150524999999
ros_tale__2_3_750pq__1,0.28474258890000004,1.5951060235
ros_tale__2_3_750pq__2,0.4417996087,1.6115415675
ros_tale__3_0_0pq__1,2.1773160014,2.3114908305
ros_tale__3_0_0pq__2,2.6744087137,2.4034718415
ros_tale__3_0_250pq__1,2.10743996,2.9077710205000002
ros_tale__3_0_250pq__2,2.0527441703,2.7963515085
ros_tale__3_0_750pq__1,2.83814997,3.1266910895
ros_tale__3_0_750pq__2,2.3089478699,3.2728451115
ros_tale__3_1_0pq__1,-0.6203407505,0.9762540275
ros_tale__3_1_0pq__2,-0.14939532360000002,1.4145609735
ros_tale__3_1_250pq__1,0.7145235785,1.1418014715
ros_tale__3_1_250pq__2,1.1621989524,1.1760335865
ros_tale__3_1_750pq__1,0.6780181153,1.1531983395
ros_tale__3_1_750pq__2,0.9490430824,1.3296170864999999
ros_tale__3_2_0pq__1,0.12693939070000002,1.4759624285
ros_tale__3_2_0pq__2,-0.4438026646,1.6899498815
ros_tale__3_2_0pq__3,-0.19569295990000002,1.6901550075
ros_tale__3_2_0pq__4,-1.5850379641,1.6449565265000001
ros_tale__3_2_250pq__1,2.1841470425,0.7134374505000001
ros_tale__3_2_250pq__2,1.4372829027,0.9576214305
ros_tale__3_2_750pq__1,-0.05078726,0.5975216885
ros_tale__3_2_750pq__2,0.7720439103000001,0.6873126705
ros_tale__3_3_0pq__1,0.0581325355,1.0216547195
ros_tale__3_3_0pq__2,1.2008484699,1.7494213645
ros_tale__3_3_0pq__3,0.0341921512,1.3229558635
ros_tale__3_3_0pq__4,0.6909198584,1.6809807285
ros_tale__3_3_250pq__1,0.1350256342,0.6588272595
ros_tale__3_3_250pq__2,0.36644325910000003,0.4186957215
ros_tale__3_3_750pq__1,0.3977572491,0.5675466995
ros_tale__3_3_750pq__2,0.36732628310000004,0.4562178095
ros_tale__3_4_0pq__1,2.5662260525000002,2.3113195415
ros_tale__3_4_0pq__2,2.2576307396,2.0723677995
ros_tale__3_4_250pq__1,2.4261750339,2.3853007115000002
ros_tale__3_4_250pq__2,2.4375418868,2.4066341455
ros_tale__3_4_750pq__1,3.0206790322,2.1355152075
ros_tale__3_4_750pq__2,2.5679101111,2.3717276255
pcoli__atASMT_325G__1,0.3486232689,0.5140020955
pcoli__atASMT_325G__2,-0.2299551198,0.8260345855000001
pcoli__bpTDC__1,-0.0179112594,0.7688993035
pcoli__bpTDC__2,0.0660777953,0.8395057855
pcoli__BRCA__1,-0.646070349,0.5305840155
pcoli__BRCA__2,-0.8951554818,0.6772946365
pcoli__BRCActrl__1,1.0308280965,0.8439302415000001
pcoli__BRCActrl__2,1.2855093986,0.7707859235000001
pcoli__BRCAswap__1,0.24777540950000002,0.9824085665000001
pcoli__BRCAswap__2,-0.4402735613,0.8115931405
pcoli__btAANAT__1,-0.8977487584,0.8847891765
pcoli__btAANAT__2,-0.6026135501000001,0.6816525375
pcoli__btASMT__1,-1.0734039923,0.39746758050000003
pcoli__btASMT__2,-0.49303826430000003,0.2217755595
pcoli__CC1__1,0.3700807856,1.2465666875
pcoli__CC1__2,0.1848348448,0.5964579135
pcoli__ccCOMT__1,0.145666641,0.6505979685000001
pcoli__ccCOMT__2,-0.7324018891,0.5558494725
pcoli__ckDDC__1,0.8345456242,0.8903410055000001
pcoli__ckDDC__2,1.2920788987,0.9875984325
pcoli__CNTF_belt__1,-0.0944674161,0.6815530265
pcoli__CNTF_belt__2,0.5106346334,0.5545897775
pcoli__cobPNMT__1,0.0558615363,0.7810401125
pcoli__cobPNMT__2,0.23294601080000002,0.8973824885
pcoli__cvPhhB__1,-0.6511730517000001,0.8100614555000001
pcoli__cvPhhB__2,0.2515221254,0.8935067845
pcoli__ggAANAT__1,-0.7835886943,0.7842952215000001
pcoli__ggAANAT__2,0.2871081484,0.8706985215
pcoli__ggTPH__1,-0.14139056,0.7667399675000001
pcoli__ggTPH__2,-0.2934288839,0.8717405095
pcoli__hsAANAT__1,1.4894268252,1.4763192395
pcoli__hsAANAT__2,1.3274240005,0.9728209855000001
pcoli__hsASMT__1,-0.1223792799,0.6976683355000001
pcoli__hsASMT__2,-0.2079619098,0.7321260545
pcoli__hsPNMT_mb__1,0.5841417668000001,1.0637415945
pcoli__hsPNMT_mb__2,0.4372613701,1.0561234805
pcoli__hsTPH__1,-0.0399578718,0.6706897935
pcoli__hsTPH__2,-0.085628797,0.39739464550000003
pcoli__hsTPH_E2K__1,0.2945979435,0.8403870315
pcoli__hsTPH_E2K__2,0.24339495600000002,0.8748114655
pcoli__hsTPH_E2K_N91I_P99C__1,0.44508738270000003,0.6296190815
pcoli__hsTPH_E2K_N91I_P99C__2,0.0007233195,0.8110669465
pcoli__hsTPH_N158trunc__1,0.942385019,1.1485431645
pcoli__hsTPH_N158trunc__2,0.8986746440000001,1.1826052785
pcoli__hsTPH_N174trunc__1,0.21830266780000002,1.0286208665
pcoli__hsTPH_N174trunc__2,-0.2252648455,1.0388939585
pcoli__hsTPH_Ntermtrunc__1,0.373772406,1.2078392995
pcoli__hsTPH_Ntermtrunc__2,0.48016607050000004,1.0752903215
pcoli__hsTPH1__1,-0.0258344364,0.9377963025
pcoli__hsTPH1__2,-0.1453106573,1.0145903195
pcoli__MBP__1,-0.1200810937,0.7049274315
pcoli__MBP__2,1.6269414215,0.5715406885000001
pcoli__msCOMT__1,-0.3699944211,0.7802208695
pcoli__msCOMT__2,-0.7816972909000001,0.6384850105000001
pcoli__ocAANAT__1,-0.13208105850000001,0.46473650250000004
pcoli__ocAANAT__2,-0.1220618744,0.6780050375000001
pcoli__osTDC_K374H__1,0.3842483511,1.1883135645
pcoli__osTDC_K374H__2,0.7623822517000001,1.0821777735
pcoli__osTDC_K374L__1,0.6964526511,1.1308173505
pcoli__osTDC_K374L__2,0.5666872255000001,0.8856572195
pcoli__osTDC_K374Q__1,0.025943920800000003,0.8511917445
pcoli__osTDC_K374Q__2,-0.3320523957,0.7998635045
pcoli__osTDC_L360V__1,-0.0229027178,0.9419248525
pcoli__osTDC_L360V__2,0.45806588680000004,1.0270294075
pcoli__pmTPH__1,-0.4613276221,0.7244716575
pcoli__pmTPH__2,0.037175888000000004,0.6766142415
pcoli__RFC__1,0.22097843450000001,0.7448988515
pcoli__RFC__2,0.5182000761000001,0.6899236705
pcoli__RFCctrl__1,2.8648159032000002,1.4904762235
pcoli__RFCctrl__2,1.8059037226,1.5464118825000002
pcoli__RFCnopause__1,1.2130388644,1.5250992645
pcoli__RFCnopause__2,2.4961790774,1.6265038115000001
pcoli__RFCpluspause__1,1.2395276039,1.3089414115
pcoli__RFCpluspause__2,1.5915354763,1.4599831585
pcoli__rnCOMT_sol__1,1.3365076381,0.9740880135000001
pcoli__rnCOMT_sol__2,1.3175594943,1.2829308695
pcoli__rnPNMT__1,0.1639124597,0.6001470715
pcoli__rnPNMT__2,0.1035559373,0.7313501345000001
pcoli__rnTDC__1,-0.1364798399,0.7776601465
pcoli__rnTDC__2,0.15876019060000002,0.8073655675
pcoli__rnTDC_trunc__1,0.6280775459,1.0058134485
pcoli__rnTDC_trunc__2,1.2161818063,0.9033191425
pcoli__saCOMT_T2A__1,-0.050791504,1.0686599655
pcoli__saCOMT_T2A__2,0.0099946444,0.7212056105
pcoli__sfCOMT__1,0.7174155421,0.6957958105000001
pcoli__sfCOMT__2,0.32872302410000004,0.7044603655
pcoli__sgAANAT_D63G__1,0.4010709284,0.9653168825
pcoli__sgAANAT_D63G__2,-0.0574513139,0.7617431395
pcoli__ssDDC__1,-0.375352432,0.7530250715
pcoli__ssDDC__2,0.3156479124,0.8134114325
pcoli__TP53B__1,0.5548557681,0.9405539175000001
pcoli__TP53B__2,1.0274598827,0.8346139945000001
pcoli__WT__1,1.333757439,1.3977735565
pcoli__WT__2,2.8652481062,1.4967669925
cck__glu_ale4__1,-0.5838964932,-0.1452976185
cck__glu_ale4__2,-1.6306043103999999,-0.1138594465
cck__cck_ale1__1,-0.4366963371,0.0380969455
cck__cck_ale1__2,-1.2197456695,0.3154527465
cck__cck_ale2__1,-0.5503380658,-0.26541182950000003
cck__cck_ale2__2,-0.8504219333,-0.3305846495
cck_pgi__gmos_delpgi__1,-0.5206195225,0.4890013085
cck_pgi__gmos_delpgi__2,-1.3884604155,0.6523610065000001
cck_pgi__pgi_ale1__1,0.0716907255,0.8668276865000001
cck_pgi__pgi_ale1__2,-0.9336981407,0.0627567135
cck_pgi__pgi_ale2__2,-0.6658047717000001,0.1652672335
cck_pgi__pgi_ale3__1,0.0079982863,-0.1120653335
cck_pgi__pgi_ale3__2,-0.7324119205,0.1736961775
cck_pgi__pgi_ale4__1,-0.278365176,-0.1617047255
cck_pgi__pgi_ale4__2,-1.2410773995,-0.3076131485
cck_pgi__pgi_ale4__3,-1.3530215699,-0.5950013065
cck_pgi__pgi_ale5__1,-0.5817268126,0.32188803650000003
cck_pgi__pgi_ale5__2,-0.3396708979,0.1975293965
cck_pgi__pgi_ale6__1,-0.5096102855,0.7662540735000001
cck_pgi__pgi_ale6__2,-1.0909605017,-0.1177648305
cck_pgi__pgi_ale7__1,0.060538422300000005,0.3902609435
cck_pgi__pgi_ale7__2,-0.5321188694,-0.0779696525
cck_pgi__pgi_ale8__1,-0.8091975535,-0.2162870845
cck_pgi__pgi_ale8__2,-1.2150306682,0.0329820865
cck_sdh__gmos_delsdhCB__1,3.4476747787,1.1573409215
cck_sdh__gmos_delsdhCB__2,2.1963763514,0.8127804795
cck_sdh__sdh_ale1__1,0.391274296,0.6189444265
cck_sdh__sdh_ale1__2,-0.532379936,0.1643005535
cck_sdh__sdh_ale2__1,-0.6543349740000001,0.2049179595
cck_sdh__sdh_ale3__2,-0.31408741490000003,0.4141425355
cck_sdh__sdh_ale3__1,-0.4135134931,0.29808667250000004
cck_sdh__sdh_ale3__3,0.1550914763,0.24957302650000002
cck_pts__gmos_delptsHIcrr__2,0.7849523111000001,0.7881626475
cck_pts__gmos_delptsHIcrr__1,1.6172567634,0.2549321945
cck_pts__pts_ale1__2,0.6116855986,0.1560165435
cck_pts__pts_ale1__1,0.27597437880000003,0.1475491055
cck_pts__pts_ale2__2,-0.5492878473,-0.24484373550000002
cck_pts__pts_ale2__1,-0.46279855610000004,-0.6262710825000001
cck_pts__pts_ale3__2,0.5375818596,0.0728296455
cck_pts__pts_ale3__1,0.16600286050000002,0.0933750785
cck_pts__pts_ale4__2,-1.2878438681,-0.0723683995
cck_pts__pts_ale4__1,-1.5349075083,-0.3223016275
cck_gnd__gmos_delgnd__1,1.4295247298,0.5277834565
cck_gnd__gmos_delgnd__2,1.7794422486,0.6088778005000001
cck_gnd__gnd_ale1__1,-0.9818165058,0.2391300885
cck_gnd__gnd_ale1__2,-1.0711676566,-0.1179039105
cck_gnd__gnd_ale2__1,-1.6012077681,0.0954857455
cck_gnd__gnd_ale2__2,-1.8804976718000002,-0.057570091500000004
cck_gnd__gnd_ale3__1,-0.5170084005,-0.1654905095
cck_gnd__gnd_ale3__2,-1.3110682772,0.25042233950000004
cck_tpiA__gmos_deltpiA__1,-0.7527396714,0.9753948295
cck_tpiA__gmos_deltpiA__2,-0.14712757410000002,1.9309290515000002
cck_tpiA__tpiA_ale1__1,-0.8210959402,0.2521524435
cck_tpiA__tpiA_ale1__2,-0.8085671194,0.3232927015
cck_tpiA__tpiA_ale2__1,-0.040872852700000004,0.5300180525
cck_tpiA__tpiA_ale2__2,-0.5421812765,0.28091274850000003
cck_tpiA__tpiA_ale3__1,-1.0342404842,0.7533796645
cck_tpiA__tpiA_ale3__2,0.2122174253,0.7448220955
cck_tpiA__tpiA_ale4__1,-0.211046702,0.6061204245
cck_tpiA__tpiA_ale4__2,-0.9877383336000001,0.4454542025
acid_tale__acid_ale1_pH7__1,-0.9812951472,-0.44268029550000004
acid_tale__acid_ale1_pH7__2,-0.8554228274000001,-0.4055829205
acid_tale__acid_ale1_pH5__1,0.09007765320000001,0.2587101885
acid_tale__acid_ale1_pH5__2,0.8846737113,0.1691510215
acid_tale__acid_ale2_pH7__1,-0.9476733094,-0.0778628055
acid_tale__acid_ale2_pH7__2,-1.6082885033,-0.2050096985
acid_tale__acid_ale2_pH5__1,-1.6227900305,-0.012512651500000001
acid_tale__acid_ale2_pH5__2,0.1596989133,-0.0960573165
acid_tale__low_Mg_ale_pH7__1,-0.23352984840000002,0.2756208375
acid_tale__low_Mg_ale_pH7__2,-0.2869969201,0.3034479585
acid_tale__low_Mg_ale_pH5__1,-1.3263075379,0.38133871750000004
acid_tale__low_Mg_ale_pH5__2,-0.8378193207,-0.0241353565
acid_tale__MES_ale_pH7__1,-1.6275680567,-0.35280033450000003
acid_tale__MES_ale_pH7__2,-1.7051961207000002,-0.3542764795
acid_tale__MES_ale_pH5__1,-1.1590434956,0.0013116625
acid_tale__MES_ale_pH5__2,-0.7048852546000001,0.4105274585
acid_tale__gmos_pH7__1,-2.4799007794,-0.2325819235
acid_tale__gmos_pH7__2,-1.5890374761000001,-0.09285125450000001
acid_tale__gmos_pH5__1,-0.7432336659000001,0.2081081505
acid_tale__gmos_pH5__2,-1.2026329042000001,0.4170804575
adnB__wt_adn__1,-0.7851311332,2.1389805004999998
adnB__wt_adn__2,-0.7358174144,1.8958249635
adnB__delydhB_adn__1,0.0798388183,1.8716477405
adnB__delydhB_adn__2,-0.2781533244,2.4100931345
ytf2__wt_glc__1,-0.4675590041,2.1303655235
ytf2__wt_glc__2,0.22163850910000002,2.0210746555
ytf2__ybcM_glc__1,-0.15918198890000002,1.8025026794999999
ytf2__ybcM_glc__2,0.4660277613,1.9202362185
ytf2__ydhB_glc__1,-1.2807335856,1.9732749335
ytf2__ydhB_glc__2,0.25085946740000004,1.8758230005
ytf2__yfeC_glc__1,-0.032956613,1.9203577335
ytf2__yfeC_glc__2,0.5846407191,1.8087891185
ytf2__yciT_glc__1,-0.34884718070000004,1.6847883455
ytf2__yciT_glc__2,-0.5034315026,1.7997370405000002
ytf2__ydiZ_glc__1,0.1610945191,1.7896252885
ytf2__ydiZ_glc__2,0.0739768029,1.9511002435
ytf2__ynfL_glc__1,0.6092408454,2.0040840215
ytf2__ynfL_glc__2,0.0058402255,2.0973203145
misc2__dellon_glc__1,0.8639517576,2.5059288765
misc2__dellon_glc__2,1.5093357413000001,2.5819079995000003
ytf3__wt_glc2__1,-1.2464019483,1.6246577085
ytf3__wt_glc2__2,-0.8599837601,1.7258539225
ytf3__wt_pH7_lactate__1,0.0360904021,1.6473096835
ytf3__wt_pH7_lactate__2,-0.0730848472,1.7365200625
ytf3__wt_pH55_lactate__1,-0.08881102610000001,1.4731875215
ytf3__wt_pH55_lactate__2,-0.201405729,1.7507184125
ytf3__wt_pH55_HCl__1,0.685550255,1.8618438895
ytf3__wt_pH55_HCl__2,1.2718939381,1.6666996835
ytf3__dyieP_pH7__1,-0.2542599202,1.6426120365
ytf3__dyieP_pH7__2,-0.4939151606,1.5035724904999999
ytf3__dyieP_pH55__1,-1.1096023436,1.5346966874999999
ytf3__dyieP_pH55__2,-0.1070265032,1.5624277255
