,A,NarL,Fnr
DDB2__PD-003_del-phoB_Fed-batch_6h__2,-1.3749492298086088,-0.6418017304473871,-0.6549078473006809
DDB2__PD-005_del-phoB_Fed-batch_6h__1,0.6100155546279353,-0.5610735427578968,-0.8331227046756968
DDB2__PD-005_del-phoB_Fed-batch_6h__2,-0.576576998707577,-0.8022847482669189,-0.6707323333406645
DDB2__PD-005_del-phoB_Fed-batch_15h__1,-1.0543137011169472,-0.7124476470494683,-0.6074517195155309
DDB2__PD-005_del-phoB_Fed-batch_15h__2,-1.6077628175108796,-0.8324736570656457,-0.6558859518431284
DDB2__PD-003_del-phoB_Fed-batch_21h__1,-1.405351344399444,-1.0541642896761427,-0.4617975907098444
DDB2__PD-003_del-phoB_Fed-batch_21h__2,-0.9578568285347504,-1.0691029999740085,-0.4453930411263531
DDB2__PD-004_del-qseB_Batch_6h__1,9.391662033781296,0.3551677507447728,-0.15344700886241647
DDB2__PD-004_del-qseB_Fed-batch_6h__1,-0.6584230404670852,-0.8436771636607174,-0.4228753881969194
DDB2__PD-004_del-qseB_Fed-batch_6h__2,-0.4533445362737391,-1.0418099624630752,-0.4359414009279643
DDB2__PD-004_del-qseB_Fed-batch_15h__1,-1.2219909668016713,-0.8899144069163913,-0.3131387854129457
DDB2__PD-004_del-qseB_Fed-batch_15h__2,-1.6496961028457664,-0.7667028988391635,-0.4841608090384497
DDB2__PD-004_del-qseC_Batch_6h__1,9.235687392981452,0.52587262727954,-0.08780555718503003
DDB2__PD-004_del-qseC_Batch_6h__2,8.649516945117584,0.2735132392268582,-0.15788077628163144
DDB2__PD-004_del-qseC_Fed-batch_6h__1,-1.0279123279300009,-1.0230174178326925,-0.36093801449897
DDB2__PD-004_del-qseC_Fed-batch_6h__2,-1.1501079946999275,-1.0229534267217932,-0.38812155581423546
DDB2__PD-004_del-qseC_Fed-batch_15h__1,-1.4873871398250476,-0.971599459192281,-0.33473127173633804
DDB2__PD-004_del-qseC_Fed-batch_15h__2,-2.801671286064368,-1.0698402994009024,-0.3662839904189337
DDB2__PD-005_del-qseF_Batch_6h__1,8.673495986749552,0.2774994412662526,-0.4524479589343251
DDB2__PD-005_del-qseF_Batch_6h__2,8.689988695132744,0.3545433766685049,-0.31860402328508464
DDB2__PD-003_del-qseF_Batch_6h__1,9.601484426682724,0.0936563782962283,-0.5766451970643711
DDB2__PD-003_del-qseF_Batch_6h__2,8.715470264578927,0.17245023462137965,-0.469440994759001
DDB2__PD-003_del-qseF_Fed-batch_6h__1,-1.06149299574206,-1.0080676708461995,-0.6525107327612485
DDB2__PD-003_del-qseF_Fed-batch_6h__2,-1.0257048753139235,-0.9165741237059192,-0.5970660470744171
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-0.7048939356999298,-0.28989836291868265,-0.30681769744368914
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-1.3373492978333583,-0.9557944096594344,-0.4345884900814045
DDB2__PD-005_del-qseF_Fed-batch_6h__3,-0.5472861873762174,-0.6700159337044385,-0.5936568124153005
DDB2__PD-005_del-qseF_Fed-batch_15h__1,-0.9100921441785542,-0.8326886817937647,-0.5340487394582816
DDB2__PD-005_del-qseF_Fed-batch_15h__2,-1.3788451023457888,-0.8239611807410876,-0.7547526472733566
DDB2__PD-003_del-qseF_Fed-batch_21h__1,-2.174515341284029,-0.9816982535632476,-0.4094332676375032
DDB2__PD-003_del-qseF_Fed-batch_21h__2,-1.1500881779036818,-1.100902594478268,-0.5794689783100324
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,8.34181434204539,0.4711615539551435,-0.3577043476508468
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,8.53842784568519,0.32318119129573475,-0.5343907906689846
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,7.633350097066253,0.15168696114859606,-0.4014728942189212
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,-0.5379486130510336,-1.0216635167524073,-0.4997171682965327
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,-0.6972403438634408,-0.7997566749099914,-0.6431101817928209
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,-1.1081485744537198,-0.37984417792034186,-0.3412441763932872
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,-1.2754238326369003,-0.7339167706615931,-0.5377966080332008
DDB3__PD-009_del-arcA_Batch_6h__1,9.057830786324429,0.2032739986302765,-0.2512255398914771
DDB3__PD-009_del-arcA_Batch_6h__2,9.204869044223042,0.32732498752666395,-0.2389367692064006
DDB3__PD-009_del-arcA_Fed-batch_6h__1,-0.6632371778937822,-0.6102750163110242,-0.14352312959894853
DDB3__PD-009_del-arcA_Fed-batch_6h__2,-0.7174129060900868,-0.9964149471468744,-0.04794888144222576
DDB3__PD-009_del-arcA_Fed-batch_15h__1,-0.5524720224023225,-0.8441459489936998,-0.16048218732737318
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-0.7471220376214055,-0.8797916167107163,-0.11705167677660988
DDB3__PD-006_del-baeR_Batch_12h__1,4.0871722726284405,-0.21698410491541156,-0.5991857387618076
DDB3__PD-006_del-baeR_Batch_12h__2,1.5939174347392249,-0.4808904021960565,-0.5698063370303537
DDB3__PD-009_del-baeR_Batch_12h__1,8.826964766950807,0.1634287359610722,-0.5708163832373412
DDB3__PD-009_del-baeR_Batch_12h__2,4.918107413395118,-0.2311036640325037,-0.7661641530204495
DDB3__PD-006_del-baeR_Fed-batch_12h__1,4.249703264871365,-0.41449214302644855,-0.8183361270556606
DDB3__PD-006_del-baeR_Fed-batch_12h__2,4.144832015832325,-0.3597251862998165,-0.9003476615969195
DDB3__PD-009_del-baeR_Fed-batch_12h__1,-0.8373476607065505,-0.6621900664884812,-0.9099980108587324
DDB3__PD-009_del-baeR_Fed-batch_12h__2,-1.8656726097256588,-0.8931732054000063,-0.7499750746734168
DDB3__PD-009_del-baeR_Fed-batch_18h__1,-0.6339541937156677,-0.8898278205261256,-0.896367378799507
DDB3__PD-006_del-lsrB_Batch_6h__1,9.469197664610103,0.07515790307072212,-0.3832703639753934
DDB3__PD-006_del-lsrB_Batch_6h__2,9.614353926782808,0.20959001814881265,-0.4131364372319055
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,-1.4492806902119009,-0.4276345297297937,-0.3791827143441484
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,-1.3498226662694612,-0.9661818131962504,-0.5933538681388271
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,-0.3766468087342058,-1.2183715230118601,-0.5848018733812523
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-1.5730701213520744,-0.8479275157008175,-0.3886270171840192
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,-1.1162677451959042,-0.7529095766896328,-0.3808559011428408
DDB3__PD-009_del-lsrK_Batch_6h__1,6.463935090266102,0.14041496025620506,-0.3710585150859309
DDB3__PD-009_del-lsrK_Batch_6h__2,8.029988071748177,0.0334750100410206,-0.3755969238713739
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,-1.588039582928055,-1.073933294216455,-0.7110762318192538
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,-0.9118251262256312,-1.0039824372370891,-0.7600505711525418
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,-0.822460110691929,-0.6861628381444795,-0.1354955594171443
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,-1.2329790851060929,-0.6312091022981026,-0.21637280646161366
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,-1.0558436620153078,-0.9663451467494468,-0.3266450914743455
DDB3__PD-006_del-lsrR_Batch_6h__1,9.331856162753107,0.2795600820434529,-0.4399287101237857
DDB3__PD-006_del-lsrR_Batch_6h__2,9.339600962371591,0.3308971195237227,-0.5196813282784092
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,-1.099887561757258,-0.8257341054176326,-0.4566337114169378
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-0.888588515533255,-1.1274747052545386,-0.5461908592440619
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,-1.6687883390883786,-0.9991138949624164,-0.4650072094073252
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,-1.1589070653271407,-0.7872051712417409,-0.2726357521389904
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,-1.195487015860842,-0.7709895171611878,-0.4106201805277099
DDB3__PD-009_del-luxS_Batch_6h__1,6.360667740809694,0.018139630793996275,-0.2891893528662326
DDB3__PD-009_del-luxS_Batch_6h__2,8.745484490034805,0.04828941421351463,-0.3393095566173816
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-1.219301087421436,-0.7494644601540132,-0.5430411169261671
DDB3__PD-009_del-luxS_Fed-batch_6h__2,-0.8818347744134571,-0.6110854400257901,-0.5019353233914979
DDB3__PD-009_del-luxS_Fed-batch_15h__1,-0.1528080784680445,-0.538383645508798,-0.3246953599144895
DDB3__PD-009_del-luxS_Fed-batch_15h__2,-1.0130812489033283,-0.6909372928363631,-0.3085666451151603
DDB3__PD-006_del-rpoS_Batch_9h__1,11.40176969631871,0.8862587837455758,-0.2410143564395568
DDB3__PD-006_del-rpoS_Batch_9h__2,9.711996653750058,0.716170032175258,-0.1679670743346886
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-1.4847910579584918,-0.1325132702973315,-0.34292449004251324
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-2.2123702730313672,-0.16715783606202986,-0.4023887259543919
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-1.8509539021578316,0.04648639477665917,-0.3698719782358175
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,0.798386007861208,-0.34661343403910383,-0.3354234893617285
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-0.1255996793682767,-0.4747329371241778,-0.3827003704296619
DDB3__PD-009_del-tnaA_Batch_6h__1,7.362845596072566,0.2753089071869974,-0.4334334126721569
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-1.2221603632351514,-1.00500803009976,-0.57410968315099
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,-0.6483447044361969,-0.8080055646982727,-0.373424967429882
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,-0.8537221886749613,-0.6609162961873487,-0.3454334680146811
