,A,FadR
starve_series__t28_growth2__2,0.8188431803,-0.24136442200000002
time_course__lb_4hr__1,-0.3548228671,-0.0371431608
time_course__lb_4hr__2,0.1628907695,-0.12152936660000001
time_course__lb_4hr__3,0.19193209760000002,0.1586725274
time_course__lb_8hr__1,-2.4389028193,-0.7727102375
time_course__lb_8hr__2,-1.8182231319,-0.8583997665
time_course__lb_8hr__3,-2.632564892,-0.9386663751000001
time_course__lb_24hr__1,3.5467982583,-0.5167947978
time_course__lb_24hr__2,2.8081090125,-0.1914480259
time_course__lb_24hr__3,3.6913425233,-0.2240176325
time_course__lb_72hr__1,6.8494847968,1.8308502249
time_course__lb_72hr__2,7.8957732095,1.8260533194000002
time_course__lb_72hr__3,8.2705846744,1.8387284176
time_course__lb_144hr__1,5.2503813579,1.7186142815
time_course__lb_144hr__2,5.0640515151,1.4254339117
time_course__lb_144hr__3,4.8973278804,1.1827614431
time_course__lb_192hr__1,5.2822925647,1.4602741754
time_course__lb_192hr__2,5.3639499048,1.7621581782
time_course__lb_192hr__3,4.4335602167,1.0993272293
triclosan__wt__1,-0.0047850477,-0.0592907954
triclosan__wt__2,1.0771636893,0.3399461854
triclosan__wt__3,-1.0723786416,-0.28065539
triclosan__evo_amx_tcs__1,-4.617695818,-0.38418753600000005
triclosan__evo_amx_tcs__2,-5.5789449506,-0.4362163958
triclosan__evo_amx_tcs__3,-3.3318435439,0.2142280038
triclosan__evo_chl_tcs__1,-1.5792880523,-0.2890132375
triclosan__evo_chl_tcs__2,-0.6915301907,-0.4881058741
triclosan__evo_chl_tcs__3,-1.3449977773000001,-0.3550307795
triclosan__evo_tet_tcs__1,-2.4782578675,-0.1896867761
triclosan__evo_tet_tcs__2,-1.8852423165,-0.4654263652
truHMM__48C_15m__1,-2.1725375632,-2.4432133512
truHMM__48C_15m__2,-1.7952297299,-2.3215513761
truHMM__48C_15m__3,-1.078622635,-3.6112567038
truHMM__48C_30m__1,-1.8919884321,-2.940875414
truHMM__48C_30m__2,-1.5007180467999999,-3.0075522093
truHMM__48C_60m__1,-1.5694161005,-2.1467105548
truHMM__48C_60m__2,-1.6219837101999999,-2.1445002143
truHMM__phos_0h__1,-0.2280501323,0.010068100600000001
truHMM__phos_0h__2,0.2280501323,-0.010068100600000001
truHMM__phos_2h__1,0.1922303381,-2.0361168376
truHMM__phos_2h__2,-0.0530707143,-2.0132189071
truHMM__phos_4h__1,0.32366711,-2.1835537411
truHMM__phos_4h__2,0.6179875585,-2.0860432342
truHMM__phos_4h__3,0.9122101680000001,-2.6028502768
control__wt_glc__1,-0.2821101684,0.031399424
control__wt_glc__2,0.2821101684,-0.031399424
fur__wt_dpd__1,1.6515837825,-0.600264578
fur__wt_dpd__2,2.316723182,-0.517360828
fur__wt_fe__1,-0.292370669,-0.390645599
fur__wt_fe__2,0.0016721798,-0.5121647260000001
fur__delfur_dpd__1,0.9768326218000001,-0.47011754800000005
fur__delfur_dpd__2,1.3279019459999999,-0.29699511
fur__delfur_fe2__1,-1.0095437605,-0.519933862
fur__delfur_fe2__2,-1.1093204089,-0.417306858
acid__wt_ph5__1,-0.6445566312000001,-0.344134235
acid__wt_ph5__2,-0.6461365314,-0.310642405
acid__delgadx_ph5__1,-0.25222011780000003,-0.211986992
acid__delgadw_ph5__1,-0.305795566,-0.42109210700000005
acid__delgadw_ph5__2,-0.6137589647,-0.347202779
acid__delgade_ph5__1,-0.5040427777,-0.33193727100000003
acid__delgade_ph5__2,-0.36224533010000004,-0.20538521
oxidative__wt_pq__1,5.9882121334,-0.909385639
oxidative__wt_pq__2,5.7457099486,-0.7182007460000001
oxidative__deloxyr_pq__1,5.1836391214,-0.15568521200000002
oxidative__deloxyr_pq__2,5.0106622912,-0.24634806
oxidative__delsoxr_pq__1,5.0768105805,-0.46976018700000005
oxidative__delsoxr_pq__2,5.2335878652,-0.569442627
oxidative__delsoxs_pq__1,4.7895188774,-0.592701488
oxidative__delsoxs_pq__2,4.8480655493,-0.656203127
nac_ntrc__wt_csn__1,0.9031478631000001,-0.30813643300000004
nac_ntrc__wt_csn__2,1.1439634491,-0.286272741
nac_ntrc__wt_cytd__1,0.37769628850000003,-0.283918229
nac_ntrc__wt_cytd__2,0.1724528356,-0.210687805
nac_ntrc__wt_gln__1,0.308104933,-0.54686959
nac_ntrc__wt_gln__2,0.0109903315,-0.574054001
nac_ntrc__bw_delnac_csn__1,-1.405202989,-0.262575508
nac_ntrc__bw_delnac_csn__2,-0.8361830652000001,-0.275976459
nac_ntrc__bw_delnac_cytd__1,-1.3788671559,-0.224659197
nac_ntrc__bw_delnac_cytd__2,-1.0002896031,-0.372342202
nac_ntrc__bw_delnac_gln__1,-0.6334848333,-0.23195188600000002
nac_ntrc__bw_delnac_gln__2,-0.6142994466,-0.407251146
nac_ntrc__bw_delnac_nh4__1,-1.1092890529,-0.132163537
nac_ntrc__bw_delnac_nh4__2,-1.0462112843,0.075955197
misc__wt_no_te__1,-0.060740201800000004,-0.402621502
misc__wt_no_te__2,-0.5103247767,-0.30127135
misc__bw_delcbl__1,3.8570210102,-0.24060297300000003
misc__bw_delcbl__2,4.0027801925,-0.232919759
misc__bw_delfabr__1,2.8013339861,-0.31438571600000004
misc__bw_delfabr__2,2.3201300766,-0.305215715
misc__bw_delfadr__1,10.4169896883,-7.086732076
misc__bw_delfadr__2,9.6613622766,-6.785719397
misc__nitr_031__1,0.0796694,-0.393852368
omics__wt_glu__1,-0.3866028361,-0.2130426
omics__wt_glu__2,-0.1740377299,-0.312930572
omics__wt_gly__1,-0.13249806520000001,-0.588875292
omics__wt_gly__2,-0.4126624888,-0.5968979440000001
omics__wt_thr__1,0.1619642263,-0.206879428
omics__wt_thr__2,-0.0181946036,-0.14021335000000001
omics__bw_ac__1,7.5434376251,0.6530147980000001
omics__bw_ac__2,7.268346488,0.5858307810000001
omics__bw_fum__1,3.172625104,0.406261743
omics__bw_fum__2,3.0030430287,0.348437539
omics__bw_glc__1,-0.7760192031,0.299970148
omics__bw_glc__2,-0.6122641917,0.206776871
omics__bw_pyr__1,4.7629369393,0.6233331980000001
omics__bw_pyr__2,3.6794903953,0.732995919
ompr__wt_nacl__1,3.1159912429,-1.361058503
ompr__wt_nacl__2,3.323396758,-1.516446765
ompr__bw_delompr_nacl__1,2.9127498003000003,-1.895121252
ompr__bw_delompr_nacl__2,2.4245503415,-1.820458378
minspan__wt_ade__1,-4.8928970036,0.240033197
minspan__wt_glc__1,-2.494526946,-0.217800816
minspan__wt_glc__2,-2.5486373258,-0.149645241
minspan__wt_glc__3,-3.0453122092,0.140784729
minspan__wt_glc_anaero__1,-7.3377360365,-0.02333793
minspan__wt_glc_anaero__2,-7.1438745058,0.096067408
minspan__wt_trp__1,-5.0680705693,0.133449003
minspan__bw_delcra_glc__1,-4.4415422875,0.268414143
minspan__bw_delcra_trp__1,-5.0583162999,0.281323182
minspan__bw_delmntr__1,-3.5896584143,0.298559501
minspan__bw_delnac_ade__1,-2.0553017329,0.6432118290000001
minspan__bw_delnac_glc__1,-0.4206957924,0.007782232000000001
cra_crp__wt_ac__1,6.7964405902,-0.019020163
cra_crp__wt_ac__2,7.3314421098,-0.13925304400000002
cra_crp__wt_fru__1,3.691046686,-0.323861593
cra_crp__wt_fru__2,3.7331156773,-0.40735770600000004
cra_crp__delcra_ac__1,4.1023839687,0.095401862
cra_crp__delcra_ac__2,4.0472130727,0.192023473
cra_crp__delcra_fru__1,-2.6481034358,-0.43054641
cra_crp__delcra_fru__2,-2.460881604,-0.214133966
cra_crp__delcra_glc__1,-1.256319099,-0.363846487
cra_crp__delcra_glc__2,-1.5557653666,-0.41632268
rpoB__wt_031__1,5.416523267,0.481690575
rpoB__wt_044__1,0.5832394638,0.077017286
rpoB__wt_lb__1,8.2150524453,-0.31790661000000003
rpoB__wt_lb__2,8.1345334675,-0.09423901300000001
rpoB__rpoBE546V_031__1,3.6339983065,0.348116183
rpoB__rpoBE546V_044__1,4.0675061204,0.178376376
rpoB__rpoBE546V_lb__1,5.212888968,0.174539454
rpoB__rpoBE546V_lb__2,5.3241520937,0.05669335700000001
rpoB__rpoBE546V_glc__1,-2.3748257778,0.172624838
rpoB__rpoBE672K_glc__1,-2.0001693525,0.578570311
rpoB__rpoBE672K_glc__2,-2.1670557596,0.704921314
rpoB__rpoBE672K_lb__1,1.7482238475,-0.40818058
rpoB__rpoBE672K_lb__2,1.2640011124,-0.312899139
crp__wt_fru__1,2.4484198403,0.427007903
crp__wt_glyc__1,3.5355242194,0.35049939300000005
crp__wt_glyc__2,3.1783264971,0.47367155200000005
crp__delar1_glyc__1,-1.4983274835,-0.240500704
crp__delar1_glyc__2,-2.9877861216,-0.092375361
crp__delar1ar2_glyc__1,0.2607128241,-0.026238440000000002
crp__delar1ar2_glyc__2,0.27180222730000003,-0.23375383400000002
crp__delar1ar2_glyc__3,0.0656759824,-0.19067904300000002
crp__delar2_glyc__1,-2.9055549668,0.60886726
crp__delar2_glyc__2,-2.8262629222,0.516500665
crp__delar2_glyc__3,-2.7900141532,0.5520385910000001
crp__delcrp_fru__1,-0.5864435167000001,-0.256022436
crp__delcrp_fru__2,-0.66019615,-0.337350256
crp__delcrp_fru__3,-0.41678325580000003,-0.25332617500000004
crp__delcrp_glc__1,0.450094313,-0.28721250800000003
crp__delcrp_glc__2,0.24785697950000002,-0.22137483200000002
crp__delcrp_glc__3,0.0761522821,-0.33715569100000004
crp__delcrp_glyc__1,-0.9996102882000001,-0.22419190400000003
crp__delcrp_glyc__2,-0.9930738452000001,-0.31839991
crp__delcrp_glyc__3,-1.5432488792,-0.349282815
glu__glu_ale3__1,-3.347012539,-0.191344018
glu__glu_ale4__1,-3.2956202179,-0.12099008500000001
glu__glu_ale5__1,-0.0754217694,-0.01534978
glu__glu_ale6__1,-1.9718641775,-0.17728422800000002
glu__glu_ale8__1,-3.7621134065,-0.178678534
glu__glu_ale9__1,-2.976342,0.179581664
glu__glu_ale10__1,-4.2310203218,-0.258711431
42c__wt_42c__1,-0.7210007907,-0.11306579200000001
42c__42c_ale1__1,-3.7709214548,0.520870093
42c__42c_ale2__1,-4.1091224679,-0.12255716700000001
42c__42c_ale3__1,-4.5439483936,-0.31704750400000004
42c__42c_ale4__1,-4.2884100737,-0.34485403000000003
42c__42c_ale5__1,-4.5160412425,-0.358678733
42c__42c_ale6__1,-4.1036542301,0.165516253
42c__42c_ale8__1,-4.4332912164,0.059964909000000004
42c__42c_ale9__1,-3.0106230638,-0.203263677
42c__42c_ale10__1,-4.9652752469,0.11062208100000001
ssw__wt_ac__1,2.8518333216,-0.238738369
ssw__wt_glc__1,-1.5076801048,-0.534888471
ssw__wt_glyc__1,-2.049276582,0.907799337
ssw__wt_xyl__1,-4.5690246042,0.9810431310000001
ssw__glc_ale1__1,-2.8388381112000003,0.0036014280000000003
ssw__glc_ale2__1,-5.8491457271,0.15005205600000002
ssw__glc_ale3__1,-5.1044449663,1.028387928
ssw__glyc_ale1__1,-3.8882535898,0.00021790200000000002
ssw__glyc_ale2__1,-5.278967131,0.873891382
ssw__xyl_ale1__1,-5.0934063326,0.30257943800000003
ssw__xyl_ale2__1,-3.2888194097,0.626141943
ssw__xyl_ale3__1,-4.7409141401,-0.251928518
ssw__glc_ac_ac2__1,-5.0034468358,0.38817135
ssw__glc_ac_glc1__1,-7.2501150325,0.21545571200000002
ssw__glc_glyc_glc__1,-3.8484877085,-0.323872851
ssw__glc_glyc_glyc__1,-4.4721922635,0.244736578
ssw__glc_xyl_glc__1,-6.8354789962,0.023550295000000002
ssw__glc_xyl_xyl__1,-3.9446440488,-0.045082011000000005
ica__wt_glc__1,-2.8022670227,-0.295591196
ica__wt_glc__2,-3.1830826069000002,-0.23073332300000002
ica__wt_glc__3,-4.0278951588,-0.24835348000000002
ica__wt_glc__4,-5.0873442161,-0.13233857400000001
ica__arg_sbt__1,2.4212574611,-0.317663554
ica__arg_sbt__2,2.0084308352,0.046632086
ica__cytd_rib__1,8.3397599862,-0.09554382500000001
ica__cytd_rib__2,8.1564813899,-0.10395525800000001
ica__gth__1,-2.3872789751,-1.061991205
ica__gth__2,-1.5739036745,-1.228191061
ica__leu_glcr__1,-1.4035488262,0.12634884100000002
ica__leu_glcr__2,-1.5157828677,0.217562906
ica__met_glc__1,-2.75006229,-0.346957191
ica__met_glc__2,-2.5222497146,-0.17104099
ica__no3_anaero__1,-7.6920301313,-0.15893394700000002
ica__no3_anaero__2,-7.4601401508,-0.09516664500000001
ica__phe_acgam__1,-2.9712047372,-0.208288372
ica__phe_acgam__2,-2.9272627023,-0.128900352
ica__thm_gal__1,2.6781339975,-0.033523252
ica__thm_gal__2,2.9599828583,-0.069328285
ica__tyr_glcn__1,-3.6087569137,-0.39308251200000005
ica__tyr_glcn__2,-4.0591963741,-0.19483366900000001
ica__ura_pyr__1,-1.2579694594,-0.050189199999999996
ica__ura_pyr__2,0.3138511918,0.12431349800000001
ica__wt_glc__5,-5.8334822,-0.17036230700000002
ica__wt_glc__6,-5.1589325277,-0.2550347
ica__bw_delpurR_cytd__1,-6.2534972525,-0.234915222
ica__bw_delpurR_cytd__2,-6.7043609626,0.19559777
ica__ade_glc__1,-6.8369887006,0.237068617
ica__ade_glc__2,-6.4754743900000005,-0.185089211
ytf__wt_glc__1,-1.8299048074000002,-0.47989136600000004
ytf__wt_glc__2,-2.2299468746,-0.5448856950000001
ytf__delyafC__1,-5.4056983715,-0.217445152
ytf__delyafC__2,-5.3289558573,-0.378160099
ytf__delyeiE__1,-6.112144095,0.07718052900000001
ytf__delyeiE__2,-5.1007792359,-0.07649403
ytf__delyiaJ__1,-5.2494022648,-0.332769977
ytf__delyiaJ__2,-5.3695933602,-0.19996760800000002
ytf__delyieP__1,-5.566530131,-0.010728812
ytf__delyieP__2,-5.1141956578,-0.23065423100000002
ytf__wt_ph5__1,-2.5689512209,-0.22245782
ytf__wt_ph5__2,-2.9725781816,-0.30847207
ytf__wt_ph8__1,-1.6878853746,-0.345066635
ytf__wt_ph8__2,-0.9850984026,-0.239135228
ytf__delybaO__1,-4.7320753927,-0.179949612
ytf__delybaO__2,-4.6047601414,-0.06821347400000001
ytf__delybaQ__1,-1.8451636646,-0.26248962400000003
ytf__delybaQ__2,-1.5044832125,-0.27368066700000004
ytf__delybiH__1,-2.5765078626999998,-0.459901928
ytf__delybiH__2,-4.493582452,-0.337952853
ytf__delydcI_ph5__1,-2.8379871704,-0.422134422
ytf__delydcI_ph5__2,-2.8784373103,-0.353393607
ytf__delydcI_ph8__1,-2.2500950779,-0.40673396
ytf__delydcI_ph8__2,-1.5819424092,-0.196579168
ytf__delyddM__1,-2.0945432725,-0.159668842
ytf__delyddM__2,-1.8877696234,-0.125538866
ytf__delyheO__1,-5.3764814099,-0.272001869
ytf__delyheO__2,-4.6345136854,-0.204481605
fps__bw_glc__1,-0.8128149874,0.268001367
fps__bw_glc__2,-0.8271050949000001,0.107850866
fps__fps_thrA_ale1__1,-0.6235783231,0.299287742
fps__fps_thrA_ale1__2,-0.47762081370000004,0.055350126000000006
fps__fps_thrA_ale2__1,-1.4953753066,0.161028196
fps__fps_thrA_ale2__2,-1.1012392719,0.15709608700000002
fps__fps_serB_ale1__1,-0.0785048901,0.094686295
fps__fps_serB_ale1__2,0.2540092214,0.046621811000000006
fps__fps_serB_ale4__1,-0.9141420548,0.185385716
fps__fps_serB_ale4__2,0.059796159300000006,0.305924742
fps__fps_ptsI_ale1__1,4.0424164141,0.19729758600000002
fps__fps_ptsI_ale1__2,4.6184207184,0.150262538
fps__fps_ptsI_ale3__1,2.203605022,0.088181571
fps__fps_ptsI_ale3__2,2.5106972702,0.038467753
pal__lyx_ale2_f6__1,6.1631617816,0.456409704
pal__lyx_ale2__1,4.3967105009,0.39151668500000003
pal__lyx_ale2__2,4.5123131449,0.2999711
pal__lyx_ale4__1,2.5227862729,0.19977603
pal__lyx_ale4__2,2.0788280666,0.10411110100000001
pal__5drib_ale10_f18__1,7.948155694,-0.02289936
pal__5drib_ale10_f18__2,7.7266528910000005,0.113198355
pal__5drib_ale10__1,7.8531543308,0.409215205
pal__arab_ale14_f9__1,0.5041651709,-0.08287921200000001
pal__arab_ale14_f9__2,0.2930416034,-0.19542357800000001
pal__arab_ale14__1,2.1583129718,-0.223389588
pal__arab_ale14__2,2.2960054299,-0.101914684
pal__arab_ale16__1,1.4358494789,0.039219731
pal__arab_ale16__2,1.1679285123,-0.198533645
pal__tartr_ale26_f10__1,3.7444292462,0.10651914800000001
pal__tartr_ale26_f10__2,3.7061610858,0.360190773
pal__tartr_ale26__1,3.8745893455,0.11094177200000001
pal__tartr_ale26__2,3.874724889,0.098047308
pal__tartr_ale28_f10__1,6.1673854573,-0.289908858
pal__tartr_ale28_f10__2,4.6865143728,0.10377642000000001
pal__tartr_ale28__1,3.0761614323,0.102604284
pal__tartr_ale28__2,2.1471517597,0.063348607
efeU__delmenFentC_citr__1,-1.0274696105,-0.514024614
efeU__delmenFentC_citr__2,-1.0690082207,-0.38815738
efeU__delmenFentC__1,-1.5751423765,-0.37338451100000003
efeU__delmenFentC__2,-1.7181489739,-0.172525017
efeU__menFentC_ale39__1,-3.2673751619,0.096475562
efeU__menFentC_ale39__2,-3.3295220325,0.135654629
efeU__menFentC_ale29__1,-4.4993842988,-0.171242094
efeU__menFentC_ale29__2,-4.2555056855,-0.059719408
efeU__menFentC_ale30__1,-4.1649170389,-0.055500135000000006
efeU__menFentC_ale30__2,-3.9721406159,-0.040861089
efeU__menFentCubiC_ale36__1,-3.8556834134,-0.060055163
efeU__menFentCubiC_ale36__2,-3.8597377191,-0.065182402
efeU__menFentCubiC_ale37__1,-3.2833232358,-0.18626830100000002
efeU__menFentCubiC_ale37__2,-2.9331980487,-0.015138786000000001
efeU__menFentCubiC_ale38__1,-5.1816839236,-0.31049692700000003
efeU__menFentCubiC_ale38__2,-5.5526929207,-0.217553993
misc2__salc_glc__1,-4.0491808058,-0.40728580400000003
misc2__salc_glc__2,-3.4595031684,-0.27683149900000004
misc2__dbcn_glc__1,-1.6417512338,-0.306224192
misc2__dbcn_glc__2,-0.6054258067,-0.904790818
misc2__tyr_glc__1,-5.0207553166,-0.08098609600000001
misc2__tyr_glc__2,-4.9169475753,-0.067424487
misc2__arg_cytd__1,-6.6413221446,-0.24599905200000002
misc2__arg_cytd__2,-5.8933134626,-0.212534627
misc2__delyheO_pyr__1,0.7552619316,-0.212857079
misc2__delyheO_pyr__2,1.7873497441000001,-0.093988394
nquinone__delubiC__1,-6.4447905525,-0.26421340400000004
nquinone__delubiC__2,-6.8346422835,-0.167313558
nquinone__ubiC_ale1__1,-3.7386398242,-0.245666498
nquinone__ubiC_ale1__2,-3.4467252198000002,-0.156052819
nquinone__ubiC_ale2__1,-4.5117629503,-0.347144084
nquinone__ubiC_ale2__2,-4.5351037153,-0.39102224500000005
nquinone__ubiC_ale3__1,-6.1028789933,-0.366755502
nquinone__ubiC_ale3__2,-6.3328838084,-0.351364155
nquinone__ubiC_ale4__1,-4.8929778863,-0.346645397
nquinone__ubiC_ale4__2,-4.3027573668,-0.411827632
nquinone__delpdhR__1,-4.7909675972,-0.34173268100000004
nquinone__delpdhR__2,-5.1564228081,-0.304407343
quinone__glu_ale4__1,-5.4346813508,-0.254034989
quinone__glu_ale4__2,-7.0011887645,-0.279237979
quinone__delmenF__1,-1.7481526304,-0.374306642
quinone__delmenF__2,-1.4161879227,-0.44052287
quinone__menF_ale5__1,-2.7395455731,0.050405734
quinone__menF_ale5__2,-2.6536516621,-0.138367432
quinone__menF_ale6__1,-2.6741472817,0.062734416
quinone__menF_ale6__2,-2.7350687294,0.11433567400000001
quinone__menF_ale7__1,-3.1332784832,0.178306715
quinone__menF_ale7__2,-2.8087531967,0.231927937
quinone__menF_ale8__1,-4.0716421175,0.397084584
quinone__menF_ale8__2,-4.8024712203,0.36252608000000003
quinone__delmenFubiC__1,-3.6593644849,-0.339071453
quinone__delmenFubiC__2,-3.6406303569,-0.310585062
quinone__menFubiC_ale1__1,-4.5192641323,0.052300415
quinone__menFubiC_ale1__2,-4.7693807422,0.076347444
quinone__menFubiC_ale2__1,-4.2701204138,-0.06013343
quinone__menFubiC_ale2__2,-4.4702051361,-0.016446818000000002
quinone__menFubiC_ale3__1,-5.0305566669,-0.198992935
quinone__menFubiC_ale3__2,-5.0374433227,-0.09684183
quinone__menFubiC_ale4__1,-3.9307863372,-0.163826318
quinone__menFubiC_ale4__2,-4.5668124394,-0.174732309
oxyR__wt_glc__1,-5.1796289994,-0.336824976
oxyR__wt_glc__2,-4.0114434358,-0.30198336200000003
oxyR__wt_h2o2__1,-4.3346357157,-0.41339437100000004
oxyR__wt_h2o2__2,-3.6357259183,-0.43644094200000005
oxyR__glu_ale4__1,-5.7215316693,-0.008184394000000001
oxyR__glu_ale4__2,-6.1614475217999995,-0.14499435600000002
oxyR__glu_ale4_h2o2__1,-6.2835681649,-0.119548653
oxyR__glu_ale4_h2o2__2,-6.1611560316,-0.070197535
oxyR__oxyR_ale17__1,-7.3027095796,-0.030835697000000002
oxyR__oxyR_ale17__2,-7.1895760673,-0.34215639200000003
oxyR__oxyR_ale17_h2o2__1,-7.2998903375,-0.07223085900000001
oxyR__oxyR_ale17_h2o2__2,-5.6664958124,0.003473888
oxyR__oxyR_ale18__1,-6.7153343042,-0.601884596
oxyR__oxyR_ale18__2,-5.9418180202,-0.39492702900000004
oxyR__oxyR_ale18_h2o2__1,-7.6604536784,-0.329541756
oxyR__oxyR_ale18_h2o2__2,-7.023402682,-0.209300059
oxyR__oxyR_ale19__1,-7.0255136191,-0.491728781
oxyR__oxyR_ale19__2,-7.2582237523,-0.46733034100000004
oxyR__oxyR_ale19_h2o2__1,-6.3447153507,-0.404708618
oxyR__oxyR_ale19_h2o2__2,-6.7108208259,-0.48472316
oxyR__oxyR_ale20__1,-7.2402078962,-0.335077813
oxyR__oxyR_ale20__2,-7.328321164,-0.36019335300000005
oxyR__oxyR_ale20_h2o2__1,-7.4720566832,-0.28588656300000004
oxyR__oxyR_ale20_h2o2__2,-7.4096147246,-0.326823933
svns_pgi__BmePgi24_15__1,-1.9437720607000002,-0.32696192900000004
svns_pgi__BmePgi24_15__2,-1.3659754527999999,-0.267102116
svns_pgi__BmePgi24_26__1,-3.5298550852,-0.12597481100000002
svns_pgi__BmePgi24_26__2,-2.8658620471000003,-0.09067785
svns_pgi__BmePgi24_41__1,-3.3245502834,-0.09722937400000001
svns_pgi__BmePgi24_41__2,-3.3221754414999998,-0.16095825900000002
svns_pgi__BmePgi24_52__1,-3.2115186708,-0.288031745
svns_pgi__BmePgi24_52__2,-2.2682524706000002,-0.24337574
svns_pgi__PaePgi2_34__1,-0.0021800385,-0.26687109800000003
svns_pgi__PaePgi2_34__2,0.1401125209,-0.08221803300000001
svns_pgi__PaePgi2_63__1,-0.5206164590000001,0.040846869
svns_pgi__PaePgi2_63__2,-0.5635832952000001,0.19901084800000002
svns_pgi__PaePgi24_54__1,-1.4808618512,-0.272809321
svns_pgi__PaePgi24_54__2,-1.6435748564,-0.054142676
svns_pgi__PaePgi24_90__1,-2.7900152369,0.061553135
svns_pgi__PaePgi24_90__2,-3.4103714986,0.29877668
abx_media__m9_ctrl__1,-3.343034024,0.103802294
abx_media__m9_ctrl__2,-2.5236274963,0.11111538
abx_media__rpmi_ctrl__1,-7.5626133471,0.277814461
abx_media__rpmi_ctrl__2,-5.6360619717,0.15244501
abx_media__camhb_ctrl__1,-5.9758287987,0.10645270700000001
abx_media__camhb_ctrl__2,-6.4133882156,-0.071209562
abx_media__m9_mero__1,-5.1925854879,0.407932293
abx_media__m9_mero__2,-3.871884247,0.076581305
abx_media__rpmi_mero__1,-6.1101984635,0.081336063
abx_media__rpmi_mero__2,-6.2317816752,0.33490255
abx_media__camhb_mero__1,-6.9462444937,-0.063975933
abx_media__camhb_mero__2,-6.3889237097,0.072685726
abx_media__m9_trisulf__1,-3.0317859245,0.866678358
abx_media__m9_trisulf__2,-2.9249432579,0.651288324
abx_media__rpmi_trisulf__1,-6.5600447316,0.34455244300000004
abx_media__rpmi_trisulf__2,-6.2773819695,0.359489284
abx_media__camhb_trisulf__1,-4.2737569068,0.878394251
abx_media__camhb_trisulf__2,-3.8921573195,0.8054005860000001
abx_media__m9_cef__1,-4.3754618865,0.35153931800000005
abx_media__m9_cef__2,-3.6335196913,0.27013532700000004
abx_media__rpmi_cef__1,-4.8988815454,-0.0075600020000000006
abx_media__rpmi_cef__2,-4.5719158203,-0.048339190000000004
abx_media__camhb_cef__1,-6.0444854437,0.087747747
abx_media__camhb_cef__2,-6.1994062629,0.208395711
abx_media__m9_cipro__1,-2.4892063743,0.248818428
abx_media__m9_cipro__2,-2.8794222358,0.21503524300000001
abx_media__rpmi_cipro__1,-5.7891299264,-0.031474068
abx_media__rpmi_cipro__2,-5.8286887724,0.157192684
abx_media__camhb_cipro__1,-6.5641504565,0.33576104
abx_media__camhb_cipro__2,-5.6445746245,0.38673655300000004
hot_tale__42c_ale3_30c__1,-6.9646252243,0.19589798500000002
hot_tale__42c_ale3_30c__2,-6.6104171511,0.281562872
hot_tale__42c_ale3_37c__1,-7.1876795361,-0.068110314
hot_tale__42c_ale3_37c__2,-7.1529722566,-0.18519026400000002
hot_tale__42c_ale3_44c__1,-4.9691632685,-0.084732843
hot_tale__42c_ale3_44c__2,-5.4773576475,-0.023990037000000002
hot_tale__hot_ale3_mid_30c__1,-5.9115747766,0.175085335
hot_tale__hot_ale3_mid_30c__2,-6.0005539337,0.229474103
hot_tale__hot_ale3_mid_37c__1,-6.9178556981,0.0024167380000000003
hot_tale__hot_ale3_mid_37c__2,-6.7265821671,0.066434062
hot_tale__hot_ale3_mid_44c__1,-6.6768249589,-0.533970343
hot_tale__hot_ale3_mid_44c__2,-7.2781538854,0.08347868700000001
hot_tale__hot_ale3_30c__1,-5.9270753756,0.147654478
hot_tale__hot_ale3_30c__2,-5.9219097985,0.16776769100000002
hot_tale__hot_ale3_37c__1,-6.3951037785,-0.256934031
hot_tale__hot_ale3_37c__2,-6.5271255421,-0.32157455900000004
hot_tale__hot_ale3_44c__1,-7.2699190348,-0.15939414200000002
hot_tale__hot_ale3_44c__2,-5.5790574649,-0.367064225
hot_tale__hot_ale4_30c__1,-7.7974714995,0.16319956700000002
hot_tale__hot_ale4_30c__2,-7.8583833401,0.17845101700000002
hot_tale__hot_ale4_37c__1,-8.0578409964,0.00071805
hot_tale__hot_ale4_37c__2,-7.6128901784,0.01371209
hot_tale__hot_ale4_44c__1,-6.3257959779,0.211155162
hot_tale__hot_ale4_44c__2,-7.4987480834,0.09784062900000001
hot_tale__hot_ale8_30c__1,-7.4312402877,-0.072839413
hot_tale__hot_ale8_30c__2,-6.6371423651,0.16713222600000002
hot_tale__hot_ale8_37c__1,-7.9130738257,-0.142633218
hot_tale__hot_ale8_37c__2,-7.806774728,-0.123872248
hot_tale__hot_ale8_44c__1,-6.0231046011,-0.068671809
hot_tale__hot_ale8_44c__2,-6.2344490622,0.020191899000000003
hot_tale__hot_ale9_mid_30c__1,-7.1327904572,0.32053994700000005
hot_tale__hot_ale9_mid_30c__2,-7.0926540838,0.165757695
hot_tale__hot_ale9_30c__1,-5.9330277109,0.188369121
hot_tale__hot_ale9_30c__2,-5.8984331517,0.1898616
hot_tale__hot_ale9_mid_37c__1,-7.9217663214,0.037280992
hot_tale__hot_ale9_mid_37c__2,-7.6724719912,0.011688587
hot_tale__hot_ale9_37c__1,-7.0372767569,-0.027877467000000003
hot_tale__hot_ale9_37c__2,-6.8758791381,-0.067900391
hot_tale__hot_ale9_mid_44c__1,-6.2107730768,0.503737945
hot_tale__hot_ale9_mid_44c__2,-6.1090886769,0.032201356
