,A,ArcA,Fnr,Crp,ihfB,Fur,RpoS
abx_mega__bacit_h2o__5,4.0210520361,-0.3241111343,-1.0686406259,-0.6212632720000001,-0.0813581815,0.3947796242,1.1244853324
abx_mega__reta_dmso__1,0.08132106600000001,-0.25701469,0.2624442987,-2.0377494386,-0.8155494813,0.2956843415,0.2482560155
abx_mega__ery_h2o__4,-7.5350591163,-1.3601739322,0.1838410419,-2.3919325405,-1.0687696929,0.42789014810000003,0.6052921899
abx_mega__ceru_ethanol__2,5.7808370217,-0.0437337862,1.4458719120999999,-0.2507206522,0.3147754193,0.8442368139,1.6927350389
abx_mega__fidax_dmso__2,0.6601988338,-0.8291054388,0.061060066100000004,0.07346573220000001,-0.7102352016,-0.3721850478,0.4568848408
abx_mega__novo_dmso__1,4.2001015082,-0.51258285,0.8339819837,0.3143882568,-0.8855864517,1.337922803,-0.9789359647
abx_mega__naoh-6__4,1.1319173686,-0.37249924100000004,0.2749615761,0.1617989176,-0.3273901919,0.29294730900000004,-0.16993395320000002
abx_mega__amyc-d_dmso__8,-4.5518156468,-0.230511501,0.1675077619,-0.4081937196,1.1375522752,0.9038915123000001,-0.30292878300000003
abx_mega__chl_dmso__3,0.057957518300000004,-0.8200548711000001,0.2359552994,-1.7002395932,-0.8341317912,0.3475303811,0.5264198142000001
abx_mega__nal_naoh__7,-1.5499154660999999,-0.4406184697,-0.1143720156,0.1538530863,-0.7477767726,0.1461081123,0.2397725474
abx_mega__teix_dmso__9,0.8474117876,-1.0535215027,0.19924687600000002,0.1414549701,-1.2438504318999999,-0.5047931029,0.5519567652
abx_mega__ery_dmso__3,0.6141449658,-0.6204594402,-0.1930182149,-1.7943494913,-1.3600939619,-0.0963860097,-0.2960727922
abx_mega__tmp_dmso__3,1.2654448616,-1.0780453714,0.021624803,0.2193526747,-1.2032978044,0.0642681642,-0.9535799394000001
abx_mega__sxt_dmso__3,-0.5253280068,-0.2826101176,0.1404174962,-0.3849941899,-1.5183364254,-0.5687338293,0.1879820745
abx_mega__polmyx_h2o__4,2.2719519851,0.3674181562,0.7190717129,-0.732440443,0.8265102893,0.3758068667,-0.33462678430000004
abx_mega__mem_dmso__3,2.6836499837,-0.5328863570000001,-0.106792127,0.1017285234,-0.8085937780000001,-0.0819475583,0.4853458886
abx_mega__nal_naoh__8,1.6502844266999999,-0.4055443481,-0.5226446066,-0.2163555027,0.6144673881,0.051113270100000004,-1.5466922668
abx_mega__pen_h2o__3,2.6696009497,-0.6397645289,-0.9448240483,-0.1832599433,-0.7307318690000001,-0.5188799213,0.3364849925
abx_mega__van_dmso__5,4.3846437266,0.7842886771,0.3519942873,-0.9702752261,1.0924749437,1.3284796005000001,0.5538937326
abx_mega__zeocin_h2o__4,1.6655351196,0.0852071991,-0.3420308308,-0.7029806271,0.6265042858000001,-0.42831274,-0.9333736147
abx_mega__h2o-6__2,-0.3806818744,-0.18555417640000002,0.2237971175,0.2689052974,-0.1930641951,0.3853152326,-0.43851679990000003
abx_mega__tet_h2o__4,-1.5322528125,-0.3648115819,-0.09366302650000001,-1.7485042558,-1.1221989695,0.2002885996,-0.6122638961
abx_mega__nor_naoh__4,3.1734859759,-0.5856403514,0.1884711132,0.2638014382,-0.8893847205000001,-0.050738027500000005,0.0192414513
abx_mega__cip_naoh__4,1.0986754542,-0.6155918729000001,0.1897163396,0.1813226141,-1.1343377475,0.2816577342,-0.4865215724
abx_mega__tmp_dmso__4,-1.3172299508,-0.8278137878,0.46955750020000003,-0.0659537084,-1.2139028339,0.2553240309,-0.7272492188
abx_mega__reta_dmso__2,-4.4677072414,-0.346563681,0.079054857,-2.6935232182,-0.8070874991,-0.050013209600000004,-0.1476290305
abx_mega__mem_dmso__4,3.2446970676,-0.6241635859,0.1562169847,-0.24608755940000002,-2.112586486,-0.4906930928,-0.46360405250000003
abx_mega__dox_dmso__5,0.0532497092,-0.7549218009,0.5560831223,-1.4072956342,-1.1911668779,-0.21113936760000002,0.4989539183
abx_mega__tmp_dmso__5,-1.2223799263,-0.5317721226000001,0.16093619850000002,0.13500124700000002,-0.9323923927000001,0.0480338364,0.3705406573
abx_mega__flavo_dmso__3,1.8287522187,-0.42569096170000004,0.21465859110000002,-0.16266356510000002,-1.3161077135,-0.1506201971,-0.1438542033
abx_mega__tmp_dmso__6,-1.0574969543,-0.7787333394,-0.4506960218,-0.08100398930000001,-1.3777511591,0.10842674740000001,-0.5194117031000001
abx_mega__ceru_ethanol__3,8.9174461262,0.2849311861,1.4078249743,-0.0203257193,-0.1171657056,0.36164030700000005,2.0305828611
abx_mega__teix_dmso__10,2.8488519172,-0.6791321378,-0.024926434900000002,-0.0864598209,-0.49182771470000003,-0.028866696900000002,-0.4654391383
abx_mega__novo_h2o__7,4.9055712432,-0.5489293682,0.28331731590000003,0.09512308080000001,-1.4181288842,1.3411166713,-1.4261023225
abx_mega__fidax_dmso__3,0.29854667960000003,-0.4651611836,0.1656484172,0.056592892000000006,-0.1270655376,0.1894458983,0.3766098639
abx_mega__h2o-1a__2,-0.9000015541,-0.0026546786,0.0397621094,-0.0203162279,0.019027187600000002,-0.012323741800000001,-0.1364564022
abx_mega__dcs_h2o__2,5.6217208387,-0.4027529064,0.0295181061,0.08127249760000001,-1.3556210419,-0.0956156261,0.1286029695
abx_mega__cst_h2o__4,2.4273971148,-0.2620807039,0.6765520599,-0.42764759150000003,-0.8715800265,0.4640246576,-0.0696890087
abx_mega__van_h2o__2,7.5491548858,-0.1322773285,-0.1313395527,-0.3318785326,-1.0604877154,-0.4630555241,0.9030849996
abx_mega__pen_h2o__4,-1.8292376125,-0.24219310500000002,-1.1849000443,-0.1072682971,-1.21089239,-0.0421126405,0.38838182590000003
abx_mega__h2o-8b__2,2.3101540554,-0.8656861585000001,0.1917764428,0.2832759084,-1.8870095360999999,-0.6720264656,-0.0550770701
abx_mega__reta_dmso__3,-5.1176398911,-0.0965249888,-0.1254083886,-2.220698214,-1.3888387334,-0.6327040586,-0.6307641964
abx_mega__dmso-7__2,0.58873279,-0.6125686037,0.0413045956,-0.324421403,-0.8358051031,-0.068631683,-0.2597921773
abx_mega__rfp_h2o__2,0.8533120815,-0.6780251964,-1.2130654544000001,-2.078741852,0.5651488816,0.4188483109,-0.1763272148
abx_mega__rif_dmso__6,-1.2492500008,-0.3036139091,-1.1475451275,-0.8986833081000001,0.2685785134,0.5758221298,-0.1529290586
abx_mega__sxt_dmso__4,0.7879330865,-0.32311821100000004,0.23990241980000002,-0.39061972300000003,-1.6003623698,-0.2833549239,0.2706568916
abx_mega__cip_naoh__5,3.6350614839,-0.6472823522000001,-0.042177127,0.5302146851,-1.1976275807,-0.121409896,-0.8203963424
abx_mega__dmso-9__3,0.2089751542,-0.6886665677,-0.341587067,-0.0648156579,-0.7254365348,-0.014439360600000001,0.1585795959
abx_mega__mem_dmso__5,1.0113884991,-0.8571132198,0.1067217318,-0.2015433442,-1.5497718291,-0.43850402190000004,-0.1142251222
abx_mega__tric_h2o__2,5.371303215,0.1284023329,1.3284647298,0.0561230447,-1.4148320002,0.24091423920000002,1.8143817081
abx_mega__phos_h2o__6,0.40400747470000004,-0.4840414957,0.13667702310000002,0.1840419059,-0.5654554842,0.0229450333,-0.4731728442
abx_mega__h2o-7__2,-0.177316417,-0.5855811282,0.0400555976,-0.0687134662,-0.9495107329,-0.3495884295,0.0620097399
abx_mega__h2o-10__3,6.5305586332,-0.6483210227,0.1579017148,-0.0029101905,-1.5245136858000001,-0.6067594638,0.3949410132
abx_mega__h2o-8a__2,8.5601151333,-0.7268829535,-0.2295144067,-0.2414092729,-1.1641195583,-0.130523151,0.3263541776
abx_mega__thio_dmso__3,0.3273389411,-0.6520774905000001,-0.40999634500000004,-1.3992598427,-2.5741590835,-0.6168601113000001,-0.7083059624
abx_mega__lzd_dmso__3,-3.5791027308,-0.5106188083000001,0.41635551470000004,-1.4757436121,-1.0544668967,-0.10246706500000001,-0.851641096
abx_mega__monac_dmso__3,3.7596140685,0.24239025290000002,0.8852669989,-1.5239909109,0.8937663383000001,1.3498864963,1.4811790611
abx_mega__polmyx_h2o__5,3.0100052295,-0.117810119,0.47019160320000003,-0.5778881676000001,-1.0658638001,-0.2562040859,1.1931153627
abx_mega__naoh-6__5,0.9485074057,-0.17484840610000002,0.4263555999,0.2383405456,-0.4030416777,0.672179446,0.223645429
abx_mega__teix_dmso__11,1.8577307253000002,-0.37866698060000004,0.0158778074,0.2231626615,-0.3592908259,0.20705104600000002,-0.5212448198
abx_mega__van_h2o__3,9.069081731,-0.2466820523,-0.353805546,-0.6145709097000001,-1.4169871254,-0.6046674664,1.0658264478
abx_mega__teix_dmso__12,2.0899275402,-0.44428095980000004,-0.0949833372,0.0065499987,-0.7704255608,0.37935470130000004,0.2623274617
abx_mega__dox_dmso__6,0.9575000012,0.7972235026000001,-0.0402154183,-0.2166458346,1.4216113671000001,-1.8605704420000002,-0.8602627439
abx_mega__teix_dmso__13,4.6609127464,-0.6681049898,-1.0545825032,-0.6082655704000001,-0.5411210531,-0.0364565174,0.6492284850000001
abx_mega__h2o-7__3,-2.655641782,-0.6444253488,0.0329465014,0.012213341,-1.3035955075,-0.2639155763,-0.0872275571
abx_mega__str_h2o__4,-1.8895729055000001,1.3237205784000001,0.49062571110000003,-0.8489028276,1.3887672586,-2.7622205534,-1.6278754941
abx_mega__tec_h2o__3,5.1426063251,-0.7269781167,-2.5030278976,-1.5276697252,0.8136457702000001,-0.2132231823,0.5569903872
abx_mega__phos_h2o__7,0.6182952253,-0.419732614,0.22288803100000001,0.23647347670000002,-0.698496408,0.2064630466,-0.5821665425
abx_mega__chl_h2o__5,-4.5505771678,-1.20391518,0.35465275100000004,-2.8546736802,-1.103713867,0.0577428534,-0.5569867189000001
abx_mega__polmyx_h2o__6,4.2667655169,0.3177096072,0.49303985780000004,-0.6676717403,1.2386235294,-2.3568652096,-0.8658739125
abx_mega__teix_dmso__14,1.3701267963000001,-0.3527548835,0.0909615292,0.10364661430000001,-0.2659310432,0.3200277955,-0.5061400461000001
abx_mega__rif_dmso__7,1.3888875043,-0.5273337604,-0.6050113022,-0.8174938777,-0.0737889784,0.6056430424,-0.007558000600000001
abx_mega__ramo_h2o__3,7.8689399342,-0.09956798480000001,-0.9469901951,-0.1972418484,-0.9006875255000001,0.0134003031,1.1837010027
abx_mega__fidax_dmso__4,-1.6832130795,-0.5793740741,0.0893514383,-0.2550231206,0.2081297598,0.10668859060000001,0.3684639705
abx_mega__teix_dmso__15,1.1197392738,-0.6560487783,0.533781862,-0.1637807405,-1.3784560639,-0.0494546845,0.7162084194
abx_mega__thio_dmso__4,-0.2995922479,-0.8122972091,-0.5504288499000001,-1.3135012281,-2.3822049737,-0.8097365024000001,-0.7495037573000001
abx_mega__rif_dmso__8,-1.7371507400000001,-0.5523283406,-1.5708370051,-1.2176583871,0.4239930953,0.8101006176000001,-0.2520943269
abx_mega__reta_dmso__4,-3.1032701542,-0.4941901373,0.025528003,-2.7449780099,-1.4708029085,-0.3559069964,-0.1303226102
abx_mega__inh_h2o__4,1.6083523016,0.018631723200000002,1.1960883277,0.1674650962,-1.7224261519000001,0.4551156994,1.2895415137000001
abx_mega__novo_dmso__2,6.8530510225,-0.5160877503,0.7337960436000001,0.7184192778,-1.5435894269000001,1.2268474971,-1.0265109875
abx_mega__dcs_h2o__3,5.6985300314,-0.7014788256000001,0.16543111060000001,-0.0899811296,-1.8093958038,-0.20605385510000002,-0.0724954515
abx_mega__h2o-8b__3,-2.5797491411999998,-0.5921202789000001,-0.3013275018,-0.0284053616,-0.9876997408,-0.0493249346,0.0047803766000000004
abx_mega__valin_dmso__3,4.4186451507,-0.6426764761,0.0524331097,-0.4440190169,-0.3076214923,0.2139632804,-0.26600968140000003
abx_mega__h2o-2__1,1.0477215491,0.8100192573,-0.1296792457,-0.3742459546,2.3779477235,-0.9844755649,-0.7475409037
abx_mega__cro_h2o__4,6.5281489028,-0.6810660943,-0.1166385846,-0.0823108953,-0.6260783282,-0.1272964559,-0.21861527020000002
abx_mega__dcs_h2o__4,-0.7183553459,-0.44490424640000004,0.5228202102,0.19009073370000001,-1.3243610216000001,-0.21628696120000002,0.5629342945
abx_mega__str_h2o__5,4.5103166613,-0.8069696731,0.0620767183,0.1230572979,-1.913245468,-1.0267400538,0.21570166240000002
abx_mega__h2o-8a__3,9.4189049947,-0.8317090932000001,-0.1670867104,-0.3090692798,-1.8270254236999999,-0.3111905457,0.062023590600000005
abx_mega__dox_dmso__7,1.1652252885,-0.48981127210000003,-0.023023933200000003,0.1271493457,-0.5718133694,0.2529200303,-0.42882891900000003
abx_mega__doxo_dmso__2,1.8475797064,-0.7361761565,-0.1780022674,-0.057352962300000004,-1.692727136,-0.4619682342,-0.7689727486
abx_mega__teix_dmso__16,5.7930105797,-0.7635762723,-1.288192235,-0.7911037301,-0.6914483507,-0.2951551482,0.7309834126
abx_mega__rfp_h2o__3,1.0586473321,-0.673219145,-1.1735091948,-2.2550692285,0.45608091370000003,0.7855921914,-0.1501726563
abx_mega__ethanol-10__3,3.0915915535,-0.6117182999,0.4256665049,0.09459037740000001,-1.6076887017,-0.5429902316,0.5169160205000001
abx_mega__naoh-2__2,2.4615737977,0.8249116608,-0.14596955720000002,-0.3417330189,1.7492043202,-1.5336123418,-0.6836513344
abx_mega__van_h2o__4,6.1668873402,-0.1835209761,-0.6767342955,-0.7655932475,-0.7823283851,0.2588343682,0.6793260160000001
abx_mega__sacet_h2o__2,0.6226537351,1.2297299564,1.5844404703000001,-0.8230648089,2.1890417573,0.6220929629,0.7371031941
abx_mega__monac_dmso__4,7.1960110505,0.8964491817,1.4941188956,-1.0244460877,0.4806726161,1.2394401836,1.9744757876999999
abx_mega__h2o-2__2,1.2306104943,0.6051719506000001,-0.0048985968,-0.3020521984,2.1503019243,-2.2944195337,-0.7213432398
abx_mega__zeocin_h2o__5,7.6481327885,-0.7366201193,0.23466406990000002,0.0940214917,-1.9090493219,-0.546337307,0.6477702467
abx_mega__nor_naoh__5,-0.3146114779,-0.6509915197,0.10958004780000001,0.0455558508,-0.9203707726,0.08847196630000001,0.020042852400000002
abx_mega__naoh-9__2,0.0270839514,-0.3619950656,0.2428538366,0.22416250880000002,-0.6959742576,0.1839479357,0.48593594510000004
abx_mega__dmso-7__3,0.8317624806,-0.48443834680000003,0.0122195926,-0.4554145486,-0.7680530929,0.0094679772,-0.39806902200000005
abx_mega__van_h2o__5,4.7612560961,-0.5860169708,-0.7705289413,-0.9496879326000001,-1.0549421924,-0.0293648918,0.4775086602
abx_mega__flavo_dmso__4,2.9457196305,-0.4899706324,0.14097936390000002,-0.14394191280000002,-1.5490004049000001,-0.3464823681,-0.2237540542
abx_mega__novo_dmso__3,4.9817445126,-0.6916261842,0.7008066596,0.257330798,-1.007280809,1.2105217473,-1.2433446982
abx_mega__polmyx_h2o__7,2.4502219203,-0.7723148823,-0.2315847967,-0.3373228733,-1.4086176609,-0.41186003530000004,-0.09469580500000001
abx_mega__teix_dmso__17,1.0719793743,-0.9345604604000001,0.0029379619,0.035948117,-1.0295143598,-0.4174099093,0.3882651955
abx_mega__doxo_dmso__3,1.3144391740999999,-0.7274115978,0.2023907492,-0.3182627866,-1.6932599032,-0.3730734275,-1.0093608602
abx_mega__mem_dmso__6,2.6103010055,-0.3357729393,0.1023474546,-0.1118469182,-0.4320461095,0.19588775360000002,0.4493025752
abx_mega__h2o-1a__3,0.5539117241,0.028162841,0.09042078,-0.0372321217,-0.0815377088,-0.0031541915,0.091783931
abx_mega__bacit_dmso__3,4.5040843647,-0.7346413894,-0.36047292010000004,-0.4922607946,-0.08661096330000001,0.41762297540000004,0.062013330500000005
abx_mega__dox_dmso__8,-3.3369333874000002,0.4764316374,-0.15851963700000002,-0.4416388787,1.0713928878,-2.2622171398,-0.9358932155
abx_mega__teix_dmso__18,1.9463344795,-0.7448938301,-0.47527159550000003,0.0105278607,0.0859108769,0.232968534,-0.4164593802
abx_mega__h2o-6__3,1.0566472182,-0.3273924877,0.1865548514,0.2876777482,-0.5434080902,0.3302543835,-0.0044865156
abx_mega__pen_h2o__5,4.459655923,-0.4181937543,-0.3567155809,-0.1645882529,-0.4315676376,-0.3594998783,-0.0383475161
abx_mega__lzd_dmso__4,-0.5089339661,-0.2452545928,0.4367343567,-0.8421746734000001,-1.1390807783,0.06828788670000001,-0.7369655924
abx_mega__daro__1,5.4131908041,-1.0870508238,0.6625246456,-0.7797289048,-1.4467053043,-0.3091293717,0.41317827430000004
abx_mega__solv__1,5.0209809434,-0.9961289279000001,0.7880810208,-0.9412126322000001,-1.3026676412,-0.2476867748,0.604767283
abx_mega__daro__2,6.7023136933,-0.771228957,0.6348490171,-0.555678611,-1.4595111938,-0.1375804635,0.7448858374
abx_mega__daro__3,8.690380947,-0.2988503818,0.5130885568,-0.38526479500000005,-1.1597284343,-0.1394691808,1.4155093927
abx_mega__solv__2,4.0720652589,-1.3060500737,0.7836153299,-1.0984957077,-1.5922904276,-0.4256180175,-0.2457375582
abx_mega__solv__3,6.6788265677,-0.4698493415,0.5666938681,-0.4458656036,-1.2242512257,-0.08270790700000001,1.3219007904
abx_mega__dmso-4__1,-2.0905791559,-0.431836726,-0.2069186369,-0.23661516940000002,0.6714071664,0.9332064710000001,-0.6830534858
abx_mega__kirr_dmso__1,-5.5338986403,-0.2479315403,0.30096120800000004,-1.8181327083,-0.6753540017,0.5635600347,-0.6785606825
abx_mega__kirr_dmso__2,-5.7447597084,-0.3208997619,0.2233268874,-2.037821897,-0.6499896119,0.3239852952,-0.4696651093
abx_mega__kirr_dmso__3,-7.3865078718,-0.5793796718,0.36914748480000004,-2.2059426753,-0.6026302438000001,0.5102443348,-0.46349901590000003
abx_mega__dmso-4__2,-2.0177736417,-1.0214167472,-0.38116480880000003,-0.4792645071,0.2388964468,0.40426799890000004,-0.3385525806
abx_mega__dmso-4__3,-2.0242695676,-0.3290600459,-0.179866355,-0.054275376300000004,0.6331582822,0.6526482373,-0.6918979069
ackA_pta__dnaA46_del_ackA__1,6.8498767062,0.6598914536,0.3573392885,1.2971935035,0.3417530218,0.3778135936,1.3115418012
ackA_pta__dnaA46_del_ackA__2,8.805730772,0.9832884074,0.5215083736,2.020927993,0.46574061040000003,0.14134090870000002,2.719049273
ackA_pta__dnaA46_del_ackA__3,7.7669857619,0.8721664519000001,0.4033689451,0.5760517667,-0.0820151137,-0.6251469007,1.9266550545
ackA_pta__dnaA46_del_pta__1,10.2192303709,2.1359526484,0.10380176390000001,2.383091682,0.7163691619,0.6218376215,2.7159852568
ackA_pta__dnaA46_del_pta__2,9.5720157718,0.2737678919,0.4097892231,1.2512872247,0.0582164146,0.0857543283,0.8854595021
ackA_pta__dnaA46_del_pta__3,4.1877966418,0.695521326,0.5224825499,1.4331106707,0.3291020489,0.24758132100000002,1.3716701738000001
ackA_pta__dnaA46__1,0.0469689187,0.0027797833,0.1528474884,0.1517886605,0.0307312722,0.0461481408,-0.0180868505
ackA_pta__dnaA46__2,2.6588876155000003,0.40495222070000003,0.3481605142,-0.2646015759,-0.7027882675,-1.2705249067,0.8312034412
ackA_pta__dnaA46__3,1.028936881,0.060148937000000006,-0.0266460084,0.256464884,0.0423091795,0.1361474618,-0.0430751967
ackA_pta__del_ackA__1,6.1706915955,0.5717783675,0.1774931888,0.9591927252,0.3616571047,0.2687656366,1.8905631967
ackA_pta__del_ackA__2,9.8331223228,2.013377032,-0.1232001154,2.5388323397,0.8136953180000001,0.4617807902,3.0586390134
ackA_pta__del_ackA__3,5.8927475951,0.5681472350000001,0.190084841,0.9744724369000001,0.3255633119,0.28188172170000003,1.1510770369
ackA_pta__del_pta__1,1.8553024457,0.010549156700000001,0.2671184528,-0.30103145470000003,0.1191264814,0.054636685500000004,0.09465619600000001
ackA_pta__del_pta__2,8.5351957871,0.4934227188,0.2566617834,1.2020478367,0.5818783374000001,0.15496246200000002,1.3046074190999999
ackA_pta__del_pta__3,5.5955589726,0.5664943758000001,0.1341478918,0.7380002376,0.3624424913,0.3121187138,0.7440262712
ackA_pta__wt__1,0.6402731282,0.0090813135,-0.0535312287,0.0829169912,-0.0459312133,0.0138035004,0.5336637103
ackA_pta__wt__2,-0.4681237473,-0.0779921871,0.0033558917,-0.075921268,0.0124592081,-0.0782284993,-0.3890912637
ackA_pta__wt__3,-0.1721493809,0.0689108736,0.050175337,-0.006995723200000001,0.0334720052,0.0644249989,-0.14457244660000002
anticancer__5fu__1,-5.4115663727,-0.2660637843,0.0681602907,-0.2546401567,0.2901538582,-0.019950289700000002,-1.4457715828
anticancer__5fu__2,-5.4106803223,-0.1977449234,-0.1688407481,-0.30518404320000003,0.0467296974,-0.1267881105,-1.5601079896
anticancer__cap__1,-1.6588190445,-0.8011750807,0.44868520630000003,-0.5181824078,0.7931308635000001,0.1021867115,0.810740581
anticancer__cap__2,-1.9682719964,-0.7229537595000001,0.41306374030000004,-0.675081557,0.7752613471,0.0980585441,0.8647603072000001
anticancer__cap__3,-1.7713095431,-0.7316805148000001,0.3264594677,-0.7835359689,0.7093392535,0.0754202181,0.9669022083000001
anticancer__wt__1,0.1446312066,0.24226025480000002,0.28664804520000003,0.2440588662,0.21807747260000002,0.2583894056,-0.4381731909
anticancer__wt__2,-0.4820810502,0.035584912600000004,-0.0931429685,-0.0309117965,0.0446351909,-0.0691244917,0.130608776
anticancer__wt__3,0.3374498436,-0.27784516740000004,-0.1935050767,-0.21314706960000002,-0.2627126635,-0.1892649139,0.3075644149
anticancer__5fu__3,-3.5917836194,-0.45637460430000004,-0.101350492,-0.39514538390000004,0.23573169940000002,-0.20818591,-1.4681930284
bio_pln__aero_pln__1,-0.2138433526,-0.0047153767,-0.0045074173,0.1831441383,0.0870960743,-0.0316871123,-0.1546157778
bio_pln__aero_pln__2,0.2138433526,0.0047153767,0.0045074173,-0.1831441383,-0.0870960743,0.0316871123,0.1546157778
bio_pln__anaero_pln__1,-0.3437651872,-0.642745039,0.0400032595,-0.1003374077,-0.5189584420000001,0.0453055736,-0.6446691254
bio_pln__anaero_pln__2,0.3744085325,-0.5084827087,0.3296413226,-0.0489066405,-0.5667947443,0.0911147029,-0.4501057755
