,A,ArcA,Fnr,Crp,ihfB,Fur,RpoS
evo_bz__g5_1_bz__5,7.8611528171,-0.33308463520000003,0.360903352,-0.5907591781,0.2495908246,-0.179781336,1.7876219128000002
evo_bz__g5_1_bz__6,8.5364365417,-0.3163096863,0.5015165093,-0.5379723588,0.25883636260000004,-0.180740966,1.9715246501
evo_bz__w3110d13__1,-0.36099093190000003,0.1901686705,-0.2848580515,0.5884298837,-0.3371452922,-0.050569065,-0.2027626566
evo_bz__w3110d13__2,0.33360823570000003,-0.058796187400000005,-0.061697307900000005,0.5233414408,-0.4144919876,0.1397230596,-0.1722772558
evo_bz__w3110d13__3,-0.5343253387,0.0858430565,0.1678169173,-0.4463507494,0.0859386959,0.1608827655,-0.0238262804
evo_bz__w3110d13__4,-0.1471894905,0.0028923649,-0.3500729039,0.4678437997,-0.5315682872,-0.1064310143,-0.3323414589
evo_bz__w3110d13__5,0.0046415297,-0.1846147007,0.2581440398,-0.7475887920000001,0.6184017657,-0.0402689696,0.09276473390000001
evo_bz__w3110d13__6,0.7042559957,-0.035493203800000005,0.2706673062,-0.38567558290000004,0.5788651053,-0.10333677620000001,0.6384429179000001
evo_bz__w3110d13_bz__1,-0.9656699516,-0.23346584150000002,0.4075951256,-0.31419254,-0.5625498558,0.31447323450000003,1.0306032465
evo_bz__w3110d13_bz__2,-2.1085849471,-0.1391940875,0.4723477928,-0.1236678575,-0.31589760570000003,0.3780366961,1.0620790756
evo_bz__w3110d13_bz__3,6.4004553241,0.0132220698,0.0966315491,-0.7518707576,1.1900981018,-0.6390700282,1.1761166277
evo_bz__w3110d13_bz__4,-1.0745509136,-0.15327054480000002,0.4559032226,-0.10341932470000001,-0.2427241886,0.35302206350000004,1.0781661632
evo_bz__c3_1_bz__5,-2.3946963331,-0.40193558090000003,1.3849591353,-0.31786441590000003,0.9276404627,0.33391987570000004,0.5970242542
evo_bz__c3_1_bz__6,-2.9377317559,-0.5313746106,1.4019401177,-0.5855978821,0.0796417516,0.46354302020000004,0.41313108940000004
evo_bz__g5_2_bz__1,9.0929787005,-0.6203175706,0.032233089300000003,-0.9927383484000001,0.2109846849,-0.2983361497,0.6560503050000001
evo_bz__g5_2_bz__2,8.2149550373,-0.6981566933000001,-0.0453090219,-1.0770436531,0.23533751830000002,-0.45809034120000003,0.5163063446
evo_bz__g5_2_bz__3,7.1938416337,-0.7595007277,0.0014162464,-0.9319843065000001,0.21035469750000002,-0.6086281939,0.5921911449
evo_bz__g5_2_bz__4,-0.8004815660000001,-0.0372590058,0.2852736966,-0.3099510565,0.351986183,0.0809931681,0.4145018807
evo_bz__g5_2_bz__5,-1.1331693656,0.09376858960000001,0.2818975743,-0.5033890871,0.13782204180000002,0.195475054,0.3385546109
evo_bz__g5_2_bz__6,-2.7911943389,0.0231333739,0.9043918405,-0.43552663960000004,0.2137416066,0.324221285,0.6707933292
evo_bz__w3110d13_bz__5,4.2273344751,0.1127304596,0.2892210988,-0.9039885132000001,1.1509351128,-0.5392665046,1.0105470486
evo_bz__w3110d13_bz__6,4.8482011574,-0.0380817781,0.2841031,-0.882397812,1.210246552,-0.5472059457,1.2598023969
evo_bz__a1_1_bz__1,10.7315189994,-0.2157053013,-0.4692650607,-0.1968594431,0.9463787208000001,0.1186170037,1.8700815334
evo_bz__a1_1_bz__2,0.5931425219,-0.4094781025,0.359532976,-0.0757624216,0.6894988855,0.5381271416,1.2053437335
evo_bz__a1_1_bz__3,7.2617986507,-0.1995304755,1.0300605526,-1.1352115054,1.0535282181,-0.22477094990000002,0.8512096507
evo_bz__a1_1_bz__4,1.3245337952,-0.4656880963,0.06453909170000001,-0.1630694594,-0.1420939679,0.4763750539,1.0336142905
evo_bz__a1_1_bz__5,8.021729384,-0.0487554939,1.0883072748,-1.1430905682,0.9057751446000001,0.1416854967,0.8297124726
evo_bz__a1_1_bz__6,5.8233549688,-0.215019177,0.9656259972000001,-1.1479592129,1.1254304514,-0.3013027219,0.9577840338
evo_metab__wt__1,-2.5293327682999998,1.0693941837,0.1288576417,0.0216952277,1.4426827544,-0.0808053912,0.6428626927000001
evo_metab__del_zwf__1,-2.8244601131,0.2635843553,-0.0383819357,0.0089552738,0.6087812218,-0.030471969,0.5569332490000001
evo_metab__zwf_ale1__1,-3.8029611992,0.9174621933,0.1318576497,-0.029136735400000002,1.453697321,0.3936756668,0.45583812900000004
evo_metab__zwf_ale2__1,-4.8441828503,-0.1218903694,0.019056687000000003,-0.22346250180000002,1.5126676941000001,0.0785678147,-0.0059625017
evo_metab__del_ppk__1,-1.9732908896999999,-0.8918312391000001,-0.0419896674,-0.5950074874,1.1758653763,-0.14993682860000002,-0.7958093834000001
evo_metab__ppk_ale1__1,0.1885210699,-0.6881736304,0.23862317660000001,-0.2819178846,0.7068659902000001,-0.0417552753,-0.9913625079
evo_metab__ppk_ale2__1,-5.0726962522,0.7699156984000001,0.1611058857,-0.2129587413,2.7404168595,-0.0817228009,0.8636873724
evo_metab__ppk_ale3__1,-3.4353017613,0.9700102006,0.4581252995,-0.6664505470000001,1.4055007212000001,0.164586916,0.9692145481000001
evo_metab__del_dapF__1,-3.9602023157,1.0384347552,0.3172238424,-0.2899666271,1.5731943474999999,-0.3233142576,0.5484635499
evo_metab__dapF_ale1__1,-2.9235114972,1.1285368322,0.1383090976,-0.0956451908,1.3286870738,-0.1445297842,0.47975582850000004
evo_metab__dapF_ale3__1,1.4964611315,0.8161619262,-0.3716839181,-0.534902734,-0.5334557359000001,0.3858319247,0.0560243226
evo_metab__del_entC__1,-0.9077449804000001,-0.0201403201,-0.2415756215,-0.09387450950000001,1.0691534304,-0.2261538763,-0.4189636936
evo_metab__entC_ale1__1,-0.2872974739,-0.10491848840000001,-0.15906388330000001,-0.4795015226,-0.2272644741,-0.100454388,-0.9782229419
evo_metab__entC_ale2__1,-2.8442842319,0.7603654310000001,0.007812727200000001,0.3381492062,1.2407535673,0.0273524957,0.5822594640000001
evo_metab__del_dgk__1,-0.0194759829,-1.0891380371,-0.12566082550000002,-0.2479411708,-0.2811494248,-0.4649925136,-1.0677223828
evo_metab__dgk_ale1__1,-3.2580073755,-0.8079639627,0.0504878854,0.1803691418,0.3734034026,0.2776962183,-0.6452112251000001
evo_metab__dgk_ale2__1,-1.6613802257999999,-0.6936482731,0.5392612067,0.5647813138000001,1.0406558945,0.5366751984,0.1060509201
evo_metab__dgk_ale3__1,-3.7059457153,0.44997349200000003,-0.1771450645,-0.0535453575,1.5872047917,-0.3363553795,-0.601614632
evo_metab__wt__2,1.1545161529,-0.3344079171,-0.0641102801,0.0598112988,-0.5988409250000001,-0.048444904000000004,-0.7106380433
evo_metab__del_zwf__2,-3.6012697948,0.6810912996,0.4335230942,0.1188856227,1.4638075866,0.1825570551,0.48744292520000004
evo_metab__zwf_ale1__2,-0.3210141715,-0.7281520391,-0.1511554798,0.34647646330000004,-0.065066414,0.4108268839,-0.1201034834
evo_metab__zwf_ale2__2,-1.1031706814,-1.0546255310000001,-0.0774772219,-0.08200134910000001,-0.3694768094,0.1301080586,-0.49547265960000003
evo_metab__del_ppk__2,3.0337462761,-0.8944886509000001,-0.1502114202,-0.1543697162,-1.3381919271,0.1097098237,-0.7485561418000001
evo_metab__ppk_ale1__2,1.8857728944,-0.7695802995000001,0.1315080696,0.5010526678,-0.3357301543,0.28369724150000003,-0.1073952073
evo_metab__ppk_ale2__2,0.13046195970000002,-0.5339921031,-0.0719380109,0.033069829700000004,-0.4951080302,0.4059858525,-0.5009317645
evo_metab__ppk_ale3__2,-2.3054013064,-0.0834480876,0.12563758,-0.1021128979,-0.4177804027,0.2548741107,-0.8764053693
evo_metab__del_dapF__2,-4.5182499532,0.6391570357,0.9592729955,-0.5275545316,0.8912843678,0.6250953256,0.2653966235
evo_metab__dapF_ale1__2,-6.6661870251,0.9185526292,0.8334966567000001,-0.8740408744,0.7457290625,1.0805477316,0.8576571565000001
evo_metab__dapF_ale3__2,-4.8576609277,0.6901443962,1.0963381317,-0.6052099843000001,0.4106332983,0.9983321263,0.5060509845
evo_metab__del_entC__2,1.9350866759,-0.6312365123,-0.09922067500000001,-0.520378201,-1.5295929048999999,0.0249776546,-0.7526508004
evo_metab__entC_ale1__2,0.570418379,-0.6568917332,-0.1683037611,-0.1808186141,-0.42164055240000003,-0.6137496839000001,-0.6745435179
evo_metab__entC_ale2__2,0.7438624761,-1.0174438648,0.12045115120000001,-0.2481074814,-1.8189793688,0.29850811380000003,-0.2096922728
evo_metab__entC_ale3__1,-1.5884609336,-0.6496157627,-0.10618114270000001,-0.1007067708,-0.6449885269,0.323222503,-0.5210191926000001
evo_metab__del_dgk__2,0.4803614947,-0.7033841573,-0.4606796238,-0.2493838519,-1.0202695171,-0.32890767660000003,-0.9885591913
evo_metab__dgk_ale1__2,-2.1686392974,-0.6182618178,-0.2463820843,0.0934857714,-0.4636976262,0.14747623070000002,-0.5335854546000001
evo_metab__dgk_ale2__2,-2.6024211877,-0.5516249936000001,0.3616560525,0.0258529291,-0.0876755152,0.1773238103,-0.6650077532
evo_metab__dgk_ale3__2,-2.7324073397,-0.7842142551,-1.0284903831,-0.7092992376,0.2687374822,-0.37552548290000004,-0.6734272628
evo_metab__wt__3,1.3748166153999999,-0.7349862666,-0.0647473615,-0.08150652650000001,-0.8438418294000001,0.1292502951,0.0677753505
evo_metab__del_zwf__3,0.3205303619,-0.31267291070000003,-0.0761053958,-0.38365261440000004,-0.8046802190000001,-0.0270492016,-0.6635944368000001
evo_metab__zwf_ale1__3,-0.4748062691,-0.4842923424,-0.09697300660000001,0.30292598800000003,-0.1292274729,0.3978166642,0.24001536340000001
evo_metab__zwf_ale2__3,-1.3057471077,-1.0148851516,-0.2615945059,-0.5695966895,-1.3119733839,0.3733949405,-0.39957036030000004
evo_metab__del_ppk__3,2.1097554427,-0.6907153027,-0.162388314,-0.5088220601,-1.1567435402,0.2780555948,0.13779702600000002
evo_metab__ppk_ale1__3,-1.7536102092,-0.5100728839,0.06995235600000001,-0.5568547845,-0.5962353548,0.5366768649,-0.2892728428
evo_metab__ppk_ale2__3,1.3084307638000001,-0.3755575815,0.16927389210000002,-0.1075832786,-0.42237850050000003,0.192302089,0.063880307
evo_metab__ppk_ale3__3,-0.1499052813,-0.2196301371,-0.21989089520000002,-0.2548516616,-0.2330364484,0.15740059580000001,-0.0446195849
evo_metab__del_dapF__3,-4.602947332,0.4059186527,0.8976741623000001,-0.5224634022,0.7267281071,0.5556626443,0.6790029578
evo_metab__dapF_ale1__3,-7.2934935278,0.6795316201,0.7015805322,-0.6997337682,1.633609074,0.6782472587,0.5657041852
evo_metab__dapF_ale3__3,-5.8035290083,0.5180514967000001,0.8552512050000001,-0.164303206,0.5375879140000001,0.7247875401,0.7180691943
evo_metab__del_entC__3,1.7047724059,-0.5719402797,-0.3455777802,-0.2838038458,-1.2151198529,-0.4999240291,-0.4285660378
evo_metab__entC_ale1__3,-0.8702582132000001,-1.1732918553,-0.3496650475,-0.14120318680000002,-0.9595485512,-0.3746433631,-0.37244374420000004
evo_metab__entC_ale2__3,-2.8355059741,-0.7755120344,-0.3209950742,-0.2275315786,-0.9363784741000001,0.0508982274,-0.5556808697
evo_metab__entC_ale3__2,-3.7489443058000003,-0.5555756714,0.10337487640000001,-0.1971165942,-1.1393529857,0.0565852462,-0.1552247884
evo_metab__del_dgk__3,-0.1736976049,-1.0030252318,-0.1810282464,-0.7030767083,-1.6868286117,0.15614727420000002,-0.6178347536000001
evo_metab__dgk_ale1__3,-2.6256587214,-0.5831005596000001,-0.1042635281,-0.3391076354,-1.0194093062,0.37332794750000003,-0.1980209816
evo_metab__dgk_ale2__3,-2.9717762827,-0.9335797538,0.17177478340000002,-0.8919006833,-2.0533163881,0.5844151276,-0.2259185498
evo_metab__dgk_ale3__3,-5.1732985276,-0.8369083792,-0.3989806461,-0.8480468999,0.1201491622,-0.1303245034,-0.7817842324000001
flag_reg__wt__1,0.1985250168,-0.0588099996,0.0,-0.0552460372,0.16429681270000002,-0.0460442795,-0.0242983062
flag_reg__del_fliA__1,-0.0901110655,0.0707141134,0.1430180401,0.2379487723,-0.015058738600000001,0.20107097070000002,0.7349939390000001
flag_reg__del_flhC__1,-1.4295948939,0.0792301926,0.0,0.1666261772,0.1129815054,-0.0029571292000000002,0.42723498790000003
flag_reg__del_flhD__1,-2.5285352078,0.1165178999,0.0,0.3038599931,0.1308799863,-0.0501478224,0.2324750193
flag_reg__wt__2,-0.1985250168,0.0588099996,0.0,0.0552460372,-0.16429681270000002,0.0460442795,0.0242983062
flag_reg__del_fliA__2,-0.6512715727,0.1391146988,0.1810243454,0.2803346536,0.10135033510000001,-0.1391004119,0.6642612716
flag_reg__del_flhC__2,0.2532444148,-0.2406300043,0.0,-0.038816530200000005,-0.0248447382,-0.0207873536,0.43708541440000004
flag_reg__del_flhD__2,-1.3275489913,0.09393124500000001,0.3016847958,0.21736006800000002,0.021092889,0.1119405796,0.7065415546
flgM__27C__1,-0.6460751941,0.8784288994,-0.5190136381,0.02870798,0.24784995,-0.32986265340000004,0.9454235623
flgM__27C__2,0.3551643661,0.7269323781,-0.3222420219,0.0422419746,0.1064565189,-0.20650807270000002,0.7759384872
flgM__27C__3,0.5043537935,0.7669138366,-0.4530709885,-0.0473495293,0.005539048,-0.2900434693,0.5711733054
flgM__32C__1,-0.12232964710000001,0.3543791704,-0.2782649171,-0.1275263066,-0.0982544908,-0.3300916799,0.9374318935
flgM__32C__2,-0.7680068379,0.6126265213000001,-0.2806686959,-0.1188682696,-0.15643323380000002,-0.1550689274,0.910492182
flgM__32C__3,-1.6093055099,0.7204335675,-0.4037237883,-0.0775782685,0.0867734718,-0.1446488622,0.8612305479
flgM__37C__1,-0.0657559846,0.0023349412,-0.0037651177,-0.0172228206,-0.033570588000000005,-0.008448329400000001,-0.037221874200000005
flgM__37C__2,0.08288413010000001,0.0138897402,-0.0090358951,-0.0153227698,-0.057117415000000005,0.002697222,0.0013268786
flgM__37C__3,-0.017128145600000002,-0.0162246814,0.0128010128,0.032545590400000005,0.090688003,0.0057511075,0.0358949956
flgM__42C__1,0.35730472900000004,-0.5224664074,-0.093188196,0.1223491476,0.1092855969,0.0413811111,-0.0877083962
flgM__42C__2,0.1214265893,-0.5060912851,-0.0238553789,0.1974911759,0.1973599473,0.1478136572,-0.044082464
flgM__42C__3,-0.7038516622000001,-0.2103690696,-0.0313487078,0.2034264775,0.0520428904,0.2007585932,0.0040361203
histone__untreated__1,-0.19404878250000002,-0.0026986212,0.0095465275,-0.060392566700000004,0.0126545278,-0.0074764875,-0.3611764005
histone__untreated__2,0.039068115800000004,0.0232666232,0.0232059397,0.0044704471,-0.0106326912,-0.0293525631,0.0771642025
histone__untreated__3,0.15498066670000002,-0.0205680019,-0.032752467300000004,0.0559221196,-0.0020218365,0.0368290506,0.2840121979
histone__10ug_H2A__1,-0.0752020009,-0.0248110193,-0.15256787230000002,-0.0294229657,-0.129348762,0.0428716045,0.1505303285
histone__10ug_H2A__2,-0.11433213,-0.0365080084,-0.12441594560000001,-0.10860318570000001,-0.0711125526,-0.032592327500000004,0.1160648475
histone__10ug_H2A__3,-0.064452824,0.10535953910000001,-0.10435943240000001,-0.1133642725,-0.0494529187,0.0171011061,0.3506432363
histone__50ug_H2A__1,0.1164893704,0.2585635182,-0.4254753164,0.029688543100000003,-0.0136252659,0.1048113514,1.0733189414
histone__50ug_H2A__2,0.0736667448,0.303827907,-0.3196076483,0.0276315887,0.040501495900000004,0.20364000340000002,0.9355091798
histone__50ug_H2A__3,-0.3699429786,0.24080459610000002,-0.3156598178,-0.0099621376,0.0660673569,0.1358521438,0.6864147749
histone__100ug_H2A__1,-0.054466804,0.2868203253,-0.5449668212000001,0.0895954796,0.0680506139,0.1185759022,1.4027260516
histone__100ug_H2A__2,-0.0300476439,0.2959739772,-0.523218044,0.10367688060000001,0.1463277796,0.1782069187,1.1597094079999999
histone__100ug_H2A__3,0.10743555440000001,0.24580874260000002,-0.5631612565,0.0034602426000000003,0.058645976,0.044950157500000004,1.2837350512
hns__del_hns_spike__1,1.4726615807,0.9327413782,-1.8529613086,0.2075117463,0.8947661931,0.1404052184,-0.5141281642000001
hns__del_hns_spike__2,1.6229681504,0.9261506939,4.4171410107,0.009730694,0.8245761367000001,0.1140555328,0.4709148805
hns__del_hns__1,1.2046670152,1.0687949022,-1.9114182228,0.2850669433,0.9172620950000001,0.27572792020000003,-0.4309899782
hns__del_hns__2,-0.9628844999999999,0.5925125441,4.1511978614,0.1631970502,0.4369839626,0.0639204496,0.5072233562
hns__wt_spike__1,1.0771907789,0.191028469,-1.9114182228,0.1392690724,0.7686354297,0.2406369358,0.0010033149
hns__wt_spike__2,1.8878092057,0.0868822129,1.5058805974,0.5908241112,-0.7693821899000001,-0.1730402861,0.1241556788
hns__wt__1,1.5653181296,0.12093167490000001,-1.8065297164,0.1104686965,0.5138647472,0.1353291332,-0.095928678
hns__wt__2,-1.5653181296,-0.12093167490000001,1.8065297164,-0.1104686965,-0.5138647472,-0.1353291332,0.095928678
hns_stpA__evo100G4_delhns_delstpA__1,1.8737795756,-1.0591036869,-1.6696986845000001,-1.5681109031,-2.0371496979,-2.3676523257,-1.6296757112
hns_stpA__evo100G4_delhns_delstpA__2,1.1392348344,-1.0120794948,-1.4652493593,-1.7787209304,-2.2684730482,-2.6985097557,-1.5207212803
hns_stpA__evo100G12_delhns_delstpA__1,3.7608483282,-1.4965225604,-0.35889479760000004,-2.3286332422,-1.3068979798,-1.4264505544000001,-2.1551091053
hns_stpA__evo100G12_delhns_delstpA__2,3.3532279926,-1.193941523,-0.8014556473000001,-2.0720734261000002,-1.0530082661,-1.218604638,-2.271826186
hns_stpA__delhns_delstpA_delrpoS__1,2.4066809717,-1.4967474998,-0.8388314320000001,-2.2153905101,-1.886946245,-2.1688563838,-8.919357295
hns_stpA__delhns_delstpA_delrpoS__2,-4.9783696498,-1.8797889081,-0.4152274681,-2.5455493469,-2.0984424845,-2.1413370437,-8.5537604829
hns_stpA__wt__1,0.9810573296,0.0614368063,0.1043733763,0.0910120247,-0.2592372978,-0.0582970358,0.2355117427
hns_stpA__wt__2,-0.9810573296,-0.0614368063,-0.1043733763,-0.0910120247,0.2592372978,0.0582970358,-0.2355117427
hns_stpA__delhns_delstpA__1,-4.6527831046,-1.2240719898,-1.5472205910999999,-2.4304813555,-1.4481975116,-1.6736561473,-3.123507769
hns_stpA__delhns_delstpA__2,-4.3103905656,-0.9646090827,-1.5531352302,-2.283345836,-1.5487593325,-1.7555930605,-2.652046765
hu__wt_log_pH7__1,2.4081323326,-2.3862196642,-0.19100837710000002,-2.5610024343999997,0.5725168552000001,-0.9115378236,-0.07601669750000001
hu__wt_log_pH7__2,6.0384581865,-1.2660276597,0.7087330881,-1.7192127447,0.5767602426,-0.2580436855,-0.2865615411
hu__wt_log_pH7__3,2.9667770959,-2.3724224758,0.34349852080000004,-2.5656982779,0.5408314315,-1.02250917,0.200378254
hu__wt_lag_pH7__1,-1.553451541,0.011139977700000001,0.1536742525,0.2181867704,-0.3724250743,-0.24403307000000002,-0.2852539933
hu__wt_lag_pH7__2,-1.5297469053000001,-0.2115586693,-0.0322767413,-0.051637196,-0.5506885260000001,0.0798409894,-0.38528219900000005
hu__wt_lag_pH7__3,3.0831984463,0.2004186917,-0.1213975112,-0.1665495744,0.9231136003,0.1641920806,0.6705361923000001
hu__delhupA_lag_pH7__1,0.9079405095,0.2432724134,0.21202446060000002,0.5013664708,-0.015400114400000001,-0.3689808449,-0.2520204133
hu__delhupA_lag_pH7__2,-0.5809308756,-0.25783494830000003,0.5987173526,-0.0310669673,-0.1280760356,0.2344585089,-0.561476191
hu__delhupA_lag_pH7__3,5.3152856888,0.27401214690000003,-0.1807484194,-0.0959832862,0.8585979411,0.10097655280000001,0.3723034616
hu__delhupB_lag_pH7__1,-3.3699036399,0.043676152100000004,0.1036303247,0.1827632689,-0.1118771202,-0.1534541807,-0.4987923756
hu__delhupB_lag_pH7__2,-1.5643085384000002,-0.2864002101,0.0875729346,-0.0362566025,-0.3732720155,-0.0532551646,-0.40853676120000004
hu__delhupB_lag_pH7__3,5.8677961782,-0.1341877166,-0.3900321698,-0.13451388420000002,0.8058659089,0.0691677905,0.4330006176
hu__delhupAhupB_lag_pH7__1,4.3412266029,-0.5771907675,-0.5681724135,-0.3668404044,0.4054833875,-0.31744868670000004,-0.1061310161
hu__delhupAhupB_lag_pH7__2,-0.0807859628,-0.5073577501000001,0.019754427,-0.0648374225,-0.02338005,-0.2394480867,-0.26026007500000004
hu__delhupAhupB_lag_pH7__3,8.965615463,-0.7561764232,0.27332833030000003,0.0483373318,0.9979107099000001,0.10754280540000001,1.1858326733
hu__hupAE34K_hupB_lag_pH7__1,-1.3767598446,-0.139486361,-0.0690832475,-0.0097311396,-0.5737993512,-0.2810842715,0.1802800029
hu__hupAE34K_hupB_lag_pH7__2,0.5826837176,-0.7649544516,0.6704954660000001,-0.3293122911,-0.3996532846,-0.0082761073,0.0778207767
hu__hupAE34K_hupB_lag_pH7__3,4.4707863126,-0.2798375699,-0.2908193112,-0.3831059042,0.6080325268,-0.07918558590000001,0.5343687421000001
hu__hupAE34K_delhupB_lag_pH7__1,-0.8221202874,-0.3225539216,-0.2406689964,-0.0190652403,-0.1255185965,-0.33155715750000003,0.0135547038
hu__hupAE34K_delhupB_lag_pH7__2,-0.49356789240000004,-0.3566598492,0.14526903260000001,0.10856884550000001,-0.7386780321,-0.12485215720000001,0.2293122333
hu__hupAE34K_delhupB_lag_pH7__3,4.9302189472,-0.16903673660000001,-0.21581755660000002,-0.250826488,0.6323031777,-0.0223585547,0.5407124442
hu__wt_lag_pH5__1,8.9028735306,-1.0507190625,0.5535835338,-0.8913190701,0.41266472940000004,0.7245276277,0.8095686286
hu__wt_lag_pH5__2,9.9827805656,-1.3019793658,1.2081234349,-1.4459433789,0.5379466454,0.8410420091,1.2513711449
hu__wt_lag_pH5__3,9.5115907197,-1.200284001,0.8957372423000001,-1.4845663116,0.917368182,1.0823588866,1.548525294
hu__delhupA_lag_pH5__1,8.5783388134,-0.692848533,0.6569229851,-1.0651718251,0.714406406,1.0275965739,0.8769834036
hu__delhupA_lag_pH5__2,9.4083965131,-0.721131519,0.6167569178,-0.7987644547,0.48906684650000004,0.7291919042,1.2547770457
hu__delhupA_lag_pH5__3,8.7921131516,-1.1946762861,0.8316677062000001,-1.2519211603,1.106647775,0.9344706794000001,1.1842660553
hu__delhupAhupB_lag_pH5__1,9.0258571654,-1.1387573988,0.1999734554,-1.3554675684,0.8958872998,0.9312164244000001,1.1372458531
hu__delhupAhupB_lag_pH5__2,9.1254825688,-1.0754994254,0.2197027038,-1.3336062681,0.7264677902000001,0.7530177831,1.1463289075
hu__delhupAhupB_lag_pH5__3,9.2536747849,-1.1412931212,0.25218964180000003,-0.8925679957,1.4966062456,0.8246008812000001,1.7365144753
hu__hupAE34K_hupB_lag_pH5__1,8.8340481107,-1.3610413978,0.5340236142,-1.1430168893000001,0.4676500039,0.7217329095,1.1354345071
hu__hupAE34K_hupB_lag_pH5__2,10.271687597,-1.2445931649,1.0834013949,-1.4493752758,0.9145932295,0.6543532768,1.3896646958
hu__hupAE34K_hupB_lag_pH5__3,9.6417862652,-1.0844773372,1.0978565866,-1.4050641086,0.8961990470000001,0.8137446198,1.7925796462
hu__hupAE34K_delhupB_lag_pH5__1,9.2352923132,-1.2057146664,0.9741019127,-1.6123595908000001,0.9549122993,0.7740127393,1.4298720576
hu__hupAE34K_delhupB_lag_pH5__2,10.053468896,-1.1663520224,0.6802497518,-1.226893919,-0.0356378772,0.4608277951,1.5256808674
hu__hupAE34K_delhupB_lag_pH5__3,9.3424855665,-1.3199865412,0.9403858490000001,-1.5448590486,0.7947546427000001,0.7469678868,1.7725243485000002
hyperpersistence__low_GFP__1,-0.7657708470000001,1.3487612159,-0.20978116330000002,-0.1459188516,0.6483579828,1.8615568492999999,0.8576281599000001
hyperpersistence__wt__1,0.9137939009,-0.1205748881,-0.0744435516,-0.0579075359,0.1013773724,-0.10712518830000001,-0.0357922916
hyperpersistence__high_GFP__1,-2.177519205,1.3799665865000001,0.4468453882,-0.10275380890000001,0.7561082961000001,1.6392132286,1.0718098388
hyperpersistence__pth_mut__1,1.3633580397,0.3409236023,-0.1340233916,-0.0890509939,0.4480533525,0.2721089276,2.7106892852
hyperpersistence__pth_mut__2,0.9395532218,0.21495707700000002,-0.0619563058,-0.4156744168,0.4746197462,0.0705747897,2.5173608643
hyperpersistence__metG_mut__1,1.5345670729,0.5988323535,0.0976427973,0.0988768356,0.9323482898000001,0.1466161913,2.0887380381
hyperpersistence__metG_mut__2,1.4678842088000001,0.17335244460000002,-0.21477502510000002,-0.2628324997,0.5534249098,0.0176224465,1.6333807607000002
hyperpersistence__high_GFP__2,-3.2673199938,1.1378923818,0.3342765871,-0.2208033278,1.5819909601000002,1.9233492607,1.8894668441
hyperpersistence__wt__2,-0.9137939009,0.1205748881,0.0744435516,0.0579075359,-0.1013773724,0.10712518830000001,0.0357922916
hyperpersistence__low_GFP__2,-2.8372541385,1.0703387567,0.0047005741,-0.2805843959,1.5114326746,2.0820633202,1.1493698707
kan_efg__cpxAF218Y__1,-1.3561976258000001,0.9847594599,-0.7086893064,1.0841805474,-0.22883507590000002,0.026463041700000002,0.1023595369
kan_efg__cpxAF218Y__2,-0.3410670665,1.0641314952,-0.6762833235,1.1446573046,-0.16930334090000002,0.033372871000000005,0.1403495972
kan_efg__cyaAN600Y__1,-1.1904377024000001,0.4470775843,-0.5961064718,0.9603956705000001,-0.0495267151,-0.0337902004,0.2159801222
kan_efg__cyaAN600Y__2,0.1150600787,0.9888960972,-0.9389203311000001,1.5682706127000001,-0.1082065834,0.2024669902,0.9006441864
kan_efg__fusAA608E__1,2.5770717568,-0.3516493636,0.3523185716,-0.4755092777,0.27176167630000003,0.2158799466,0.2114957314
kan_efg__fusAA608E__2,2.5412619836,-0.0888831399,0.2347033211,-0.1918949817,0.1478877247,0.1992968078,0.0341085542
kan_efg__fusAA608E_cpxAF218Y__1,-2.1016267807,0.6470682595,-0.0167791524,0.35721379940000003,0.0989071549,0.0323728839,0.0574789951
kan_efg__fusAA608E_cpxAF218Y__2,-0.6100896678000001,0.5005750261,0.1179135661,0.3103341766,0.092265601,0.013162587000000002,0.1905253961
kan_efg__fusAA608E_cyaAN600Y__1,-0.5524766869000001,0.44943581320000003,-0.13920940210000002,0.8959768911,-0.1910441595,0.0041014501,0.2715029668
kan_efg__fusAA608E_cyaAN600Y__2,-1.1097202931,0.6363389736,-0.3839734456,1.151414448,-0.2720639669,0.0913324435,0.3383597293
kan_efg__fusAA608E_rpoDL261Q__1,-2.2047352223,0.5226066503,-0.0986806617,0.5787595543,-0.10026415400000001,0.27367191890000003,-0.0762878141
kan_efg__fusAA608E_rpoDL261Q__2,-0.076664575,0.2223851306,0.1994489292,0.170452503,0.1267075309,0.315410998,0.0644537729
kan_efg__fusAA608E_topAS180L__1,-1.582757191,0.0892295235,-0.4435333853,0.2993918273,-0.0752220175,0.1785410381,0.4682717709
kan_efg__fusAA608E_topAS180L__2,-0.3508642483,0.2306965681,-0.4244188257,0.3449252499,-0.1755236102,0.2752560249,0.4622266492
kan_efg__rpoDL261Q__1,-3.0536205905,0.2943102145,-0.1329093335,0.2963526906,-0.167099086,0.0743848023,0.10568250550000001
kan_efg__rpoDL261Q__2,-3.21589661,0.5272311071,-0.4127689734,0.8750640991,-0.3144100777,0.1002215707,0.1224065695
kan_efg__wt__1,0.7843021353,-0.11984394920000001,0.0866657269,-0.326898736,-0.0172169932,-0.0053174854,0.0291191404
