,A,GalR,GalS,Crp
SRX5204057,-0.8280746773000001,-0.2497272144,0.4896933882,0.13476163600000002
SRX5204058,-0.46698063430000003,-0.0173030568,-0.0681512962,0.1271931801
SRX5204059,1.0369089847,0.191820289,-0.7849863801,0.3101981754
SRX5204060,0.5164387261,0.0472624867,-0.9494154287000001,0.16749059400000002
SRX5204061,1.0261393887,0.0204527553,-0.7673267072000001,0.2033144985
SRX5204062,0.6886984106,0.0853519585,-0.5949598569,0.0350800225
SRX5204063,0.0824902519,-0.29532682180000003,0.0288920247,-0.018607714600000002
SRX5204064,0.031013506700000002,-0.0159824335,-0.9105446348,0.0177745832
SRX5204065,-0.39848264,-0.1524464184,1.1713957409,0.1296212176
SRX5204066,0.2282681439,-0.4289718397,0.6493827139,0.0410003929
SRX5204067,0.0606193874,-0.5829717538,0.8845259226000001,0.1329939336
SRX5204068,0.40049583120000004,0.1101351296,-0.5654224399000001,-0.0046637408
SRX5204069,-0.5095808873000001,-0.2932389186,-0.6374920677,-0.0345939636
SRX5204070,-0.1996380579,0.0121664951,-0.9323050124000001,-0.0639964626
SRX5204071,-0.9368812382,-0.27219481100000004,-0.6933954473,0.2637505564
SRX5204072,-0.2943103788,0.0136041752,-1.1449201317,0.1366857256
SRX5204073,-1.2027233852,-0.1259311908,-0.2275826327,0.12908140170000001
SRX5204074,-1.1531908562,-0.0030404609,-0.3235307974,-0.0130459532
SRX5204075,0.1977617411,-0.0293492171,-0.306476632,-0.051017588700000005
SRX5204076,-0.7556829068,-0.1657428427,-0.3946039358,-0.0771750924
SRX5204077,0.19762835350000002,-0.35733408250000004,-0.8032725254,0.0070308263
SRX5204078,0.1071858093,-0.083442503,-0.1046106894,-0.0562055273
SRX5204079,0.6158187699000001,-0.1740431144,-0.48776418660000004,-0.019864096300000002
SRX5204080,-0.6160531333,-0.08358419730000001,-0.43944548240000003,0.1456210242
SRX5204081,-0.8810109392000001,-0.1031843841,-0.7094284703,0.0296414633
SRX5204082,-0.4261203036,-0.1198319702,-1.1699693927,0.1012229557
SRX5204083,-0.8048573427,0.37542986570000003,0.6606238419,0.0599384649
SRX5204084,-0.5481851566,0.2670688257,0.11597879650000001,0.1659899168
SRX5204085,-0.7167305334,0.0558081604,0.4201682182,0.13117654180000002
SRX5204086,0.4603320695,-0.6002151004,0.9424905817,-0.45115989980000004
SRX5204087,0.1173076816,0.1327368693,1.505355177,-0.042227577700000005
SRX5204088,0.5823677661000001,-0.2509142108,1.4147264928,-0.3036384238
SRX5204089,0.2381543995,-0.1833418662,0.1885173393,0.0831416516
SRX5204090,-0.052485773000000006,0.0293857297,-0.4953943277,0.1639234027
SRX5204091,0.0204873101,0.0775543023,0.7850459999999999,-0.0031211273
SRX5204092,0.9146780588000001,-0.3990414357,0.061184019000000006,-0.0810982225
SRX5204093,-0.1334185035,-0.0232485701,0.3465552148,-0.1099524013
SRX5204094,0.8673525076,-0.3144426722,-0.2010761734,0.0403956206
SRX5204095,0.2940017313,0.23975225290000002,0.4319181512,0.2016413779
SRX5204096,0.0196464623,-0.1431891779,-0.26729627300000003,-0.2203103585
SRX5204097,-0.3136481937,-0.0965630751,-0.16462187820000002,0.0186689805
SRX683459,0.4012249202,-0.1267603915,-0.1157491986,-0.0666339028
SRX683460,-1.0843775597,1.5604712866,-0.6461172722,0.503766096
SRX683461,-0.34753007610000003,0.0806105735,0.08215074500000001,-0.1321270107
SRX683462,-1.1942663435,1.4089723559,0.5901548524,0.4881845549
SRX683463,-0.0536948442,0.046149818,0.0335984535,0.1987609135
SRX683464,-0.8069977656,1.7491599907,-1.230399672,0.5070739993
SRX683465,-0.356506712,-0.5671161730000001,0.0883047306,-0.8734644257
SRX683466,1.2057127583,1.3113487018,-1.230399672,0.0105121308
SRX683467,-0.2574930284,-0.0754697533,0.2580773977,-0.3758395962
SRX683468,-0.2579234058,1.3188246139,-1.230399672,-0.080117849
SRX683469,-0.041997679100000004,0.0116648295,0.1991303765,-0.5751663553
SRX683470,0.1258240411,1.2440507384,-0.16764357100000002,-0.1688967908
SRX322077,1.4761803044000001,0.4035139244,-0.1946888357,-0.0693545751
SRX322078,0.8532485510000001,0.1204332323,-0.7268354374,-0.33321683020000004
SRX322079,1.6924362835,0.46965051690000004,-0.9869904707,-0.0393089613
SRX322080,-1.2542928202999999,0.0999143983,0.3934629321,-0.099687806
SRX322081,-0.43029877450000004,0.27780036150000004,-0.6416709622,0.25691065290000004
SRX322082,-1.4759766327000001,0.3598956638,-1.0492425251,0.162327729
SRX322083,-1.131112001,-0.0229845374,0.0987109971,0.2204930321
SRX322084,0.3745736921,-0.033707269000000005,0.3091355326,-0.4360373755
SRX322085,0.7565383088000001,0.056691806500000004,-0.4078465296,0.2155443434
SRX2708592,-1.0771844365,-0.5307128727,-5.143739759,-1.2995977401
SRX2708593,0.09899239100000001,-0.8121118112,-6.4770625146,-1.3858488461
SRX2708594,-3.0066053181,-0.9969668377,-5.7478533810000005,-1.1551255076
SRX2708595,-0.8010069003,-0.2626782939,-0.0207018118,-0.0264047357
SRX2708596,1.3003728918,-0.0216502148,0.2609573971,0.1464903964
SRX2708597,-0.4993659916,0.28432850870000004,-0.24025558530000002,-0.1200856607
SRX2708598,2.0386077071,0.4525529008,-0.7053069257,-0.2522707463
SRX2708600,0.057362289100000005,-0.062133088200000006,-1.2475464745,-0.2711134562
SRX2708601,1.1465506781,-0.7114290326,-0.0337291382,-0.0595239595
SRX2708602,0.1564847544,-0.4678057161,0.230648752,0.5050291552
SRX2708603,1.091360326,-0.37938569910000003,0.042913156800000005,0.0660056332
SRX3073814,-0.0368923329,-0.2460819581,-0.5369064055,-0.13018558560000001
SRX3073815,4.345933031,-2.5472583898,-3.0050839158,-1.1339696385
SRX3073816,5.8696118508,-4.2531179874,-5.2848396485,-2.4550083112
SRX3073817,0.29998077430000003,-4.1918810137,-5.0446550777,-4.1870252178
SRX3073818,-4.0395812444,-2.8377866817,-3.8748630289,-3.2111292318
SRX3073819,1.5565789851,-0.5627842589000001,0.6938517241000001,0.3613869819
SRX3073820,5.6257739923,-3.3493086143,-3.529546699,-0.6674396287000001
SRX3073821,5.0309305826,-4.0047425353,-5.6381028091,-2.2221447579
SRX3073822,1.0926420698000001,-3.4771364608,-5.1192112584,-3.4198734015
SRX3073823,0.2414790082,-3.3668952657,-5.7754036391,-3.2339359789
SRX3073824,0.0368923329,0.2460819581,0.5369064055,0.13018558560000001
SRX3073825,5.4772898732,-1.7750024934000002,-2.7727204215,-1.2511893155
SRX3073826,6.3137428563,-3.5126390299,-5.0676455534,-2.3292575708
SRX3073827,0.2751904756,-3.7737339961,-4.6206217125,-4.1135135934000004
SRX3073828,-2.7151577957,-3.0061285541,-3.9048245855,-3.434645459
SRX3073829,0.9554276915000001,-0.8747487729000001,-0.5337020598000001,0.1876233269
SRX3073830,4.5615850059,-3.1415582974,-3.7387556235,-1.1638283926
SRX3073831,5.072407709,-4.2588815576,-5.1485884782,-2.0312934097
SRX3073832,0.21215268210000002,-3.0377424225,-4.8520074017,-3.5341055024
SRX3073833,-1.3268189027,-2.8682789241,-4.251599484,-3.0369515843
SRX2391456,0.5088326944,0.0965392269,0.2509180331,0.1036371583
SRX2391457,0.0358573704,-0.3580997607,0.43657144670000003,-0.2296760947
SRX2391458,0.1076422155,-0.0682587446,0.307806748,0.0383571309
SRX2391459,0.034702309800000004,0.0138318072,0.08757977800000001,0.0360981407
SRX2391460,0.1592504539,0.0012032779,0.2265830254,0.0112518975
SRX2391461,0.3757696756,0.0252858912,0.016796772800000002,0.0065400067
SRX2391462,0.3738691048,0.047867235200000004,0.3540835301,0.0613117897
SRX2391463,0.0875378683,0.0072866551,0.6112889756000001,0.0752505852
SRX2391464,0.0630959958,0.2538067535,0.7802533135,0.0646232551
SRX2391465,0.0957312897,0.0845920676,0.3545943774,0.0745769649
SRX2391466,0.41923605620000004,-0.031163230700000003,0.3082231266,0.0132959954
SRX2391467,-0.0611148693,0.0104288266,-0.0243580941,0.0309166155
SRX2391468,-0.0093657377,-0.0081794995,0.3335193235,0.050854043200000004
SRX2391469,0.0400688404,0.0288954473,0.1011738397,0.0781229599
SRX2391470,0.7778637639,0.3380286621,0.2910835663,0.269221989
SRX2391471,0.5089416199,-0.1484779061,0.1664208827,0.0489485095
SRX2391472,0.5023842936,0.2349132236,0.0628307933,0.2725286431
SRX2391473,0.2435408323,-0.0143063731,0.0500773916,0.079938994
SRX2391474,-0.187017905,0.053552041700000004,0.17113643,-0.0319597258
SRX2391475,0.4592426672,0.09204307710000001,-0.0796870224,0.2169729199
SRX2391476,0.8383008546,0.0806762632,-0.08592741500000001,0.3349589161
SRX2391477,0.9214398260000001,0.023296137,0.0470633066,0.1103821889
SRX2391478,0.8973298770000001,0.089965502,-0.2838902873,0.3563764866
SRX2391479,0.7208221012,0.2174488511,0.21824297250000002,0.3086663712
SRX2391480,1.2346031969,0.054710845300000005,-0.0523836367,0.48358926430000004
SRX2391481,0.9850924151,-0.09762763170000001,0.0204744901,0.3481544716
SRX2391482,0.9276644751,0.15140267670000002,-0.0034799113,0.48077671120000004
SRX2391483,0.3924266769,0.08163814380000001,0.1594172969,0.2107291755
SRX2391484,0.059160249000000005,-0.041006021100000005,0.3480519123,-0.0935369191
SRX2391485,0.0901718692,-0.3172600305,0.49488230980000003,-0.24873146470000002
SRX2391486,0.3338046643,-0.2169391317,0.2331261081,-0.2016487162
SRX2391487,0.0936005672,-0.0331189541,0.1998785429,-0.14117476780000002
SRX2391488,0.20598843830000002,0.08588143200000001,0.0685150861,-0.126103141
SRX2391489,-0.0013331002,-0.0323031836,0.1561003121,-0.1334760396
SRX2391490,0.7398063221000001,0.0779292688,0.34220734820000004,-0.0672349899
SRX2391491,0.7855998138,0.0114277062,0.3252988696,0.0576004129
SRX2391492,0.18498674240000001,0.0785297593,0.3871738368,0.2009926933
SRX2391493,0.6078505142,0.012122973700000001,0.2815492828,0.1707298308
SRX2391494,0.5499173984,0.0191296492,0.44276039170000003,0.0692396961
SRX2391495,0.0611148693,-0.0104288266,0.0243580941,-0.0309166155
SRX2391496,0.2724526283,-0.0516275272,0.28433657430000003,-0.0359995768
SRX2391497,0.4736199297,0.0282851818,0.4695070778,0.058544858000000005
SRX2391498,0.3441872047,0.034439351800000004,0.324733353,-0.048752147
SRX2391499,0.055532254100000004,0.0503086255,0.1874972593,0.0814724538
SRX2391500,0.1071816845,0.1196221138,0.0527367846,0.14086945920000002
SRX2391501,0.059766508100000004,-0.0560027912,-0.1900149389,-0.0582763844
SRX2391502,-0.0326999111,-0.2429032871,0.1319493428,-0.2331385879
SRX2391503,0.3038937204,0.2487636681,0.2292608039,0.0354719414
SRX2391505,0.8221652055,0.08392302010000001,-0.1538592897,0.305318221
SRX2391506,0.31116175100000004,0.014744856,0.0006374234,0.0945138693
SRX2391507,1.0165182009,-0.1542512118,-0.1735473362,-0.0124149267
SRX2391508,0.2320084982,0.0176024512,0.1624084167,0.3356911857
SRX2391510,1.2749453262000001,-0.0267336833,-0.277063903,0.41076687230000003
SRX2391512,0.9882374003000001,0.0494477435,-0.24651274050000002,0.3983587121
SRX2391513,0.6480944972,-0.13879377910000001,0.07685486130000001,0.2226821065
SRX2391514,0.5556044119,-0.0646722042,0.2766510518,0.03072544
SRX5632598,-0.0395326291,1.2466130484,2.3750820124,0.9297661229
SRX5632599,-0.1985737002,0.6598157934000001,1.4085923142,0.5458194559
SRX5632600,-0.3401530163,0.8988094679,1.6159081392,0.8896791535
SRX5632601,-1.0608350082,0.6695942970000001,1.4118478551,0.7544298497
SRX5632602,-1.7699027966,0.6196089628,1.1755751567,0.9083268103000001
SRX5632603,-0.6243897279,1.1753736528,1.4498776441,0.8378540299
SRX5632604,-0.9234738159,1.0858428637,1.4013632079,1.2087494064
SRX5632605,-0.9493303882,1.2324333272,1.5658433719,1.1494446188
SRX5632606,0.5681304537,0.951784752,3.0827530374,0.7221774194
SRX5632607,-1.3805578761000001,0.2182532228,1.2680772120000001,0.3322589038
SRX5632608,-0.2722454742,0.1553668648,0.3425375444,-0.0405799602
SRX5632609,0.2140801433,-0.0495812256,-0.5075766856,0.0211711041
SRX5632610,1.4077994133,-0.051825164,0.5527211158,0.32684287360000003
SRX5632611,0.0581653309,-0.1057856392,0.16503914120000002,0.019408856000000002
SRX5632612,1.0073379347,0.6297464225,0.3234462777,0.3689308805
SRX5632613,-0.7482280644,0.8232778736,0.426023058,0.221949515
SRX5632614,-0.6970901026,0.0654822466,0.9360012014,0.1618995187
SRX5632615,-0.08854593990000001,-0.2096246625,1.8202847961000002,0.2420582473
ERX2874132,-3.1220795942,0.0512916517,0.0864442388,0.4265026615
ERX2874133,-3.0270871033,0.04114378,0.1154122893,0.7271404589
ERX2874134,-5.8587855274,-0.6084070730000001,-2.9536603475,0.8519065269
ERX2874135,-5.0724305574,-0.33377518440000004,-2.0599022802,0.5921076495
ERX2874136,-7.0963942754,-0.770092556,-2.2439060748,1.0354136519
ERX2874137,-6.049802981,-0.188666313,-1.7203719460000002,0.7451035267
ERX2874138,-1.985179186,-0.2242536887,0.8429870179000001,0.8182462086000001
ERX2874139,-2.608118059,-0.2378307969,0.2930268996,0.7045028161
ERX2874140,-0.4864606195,-0.19158306460000002,-0.0766205139,-0.139956359
ERX2874141,0.4864606195,0.19158306460000002,0.0766205139,0.139956359
ERX2874142,-2.9834420495,-0.6448460768000001,-1.7622444807000002,0.5908025523
ERX2874143,-3.8606860936,-0.49001720940000004,-2.2158655909,0.9994652368
ERX2874144,-3.3967922147,-0.4081225187,1.0222381155,0.7827099169
ERX2874145,-3.6477296532,-0.4339982324,1.0657219443,0.7206732189
ERX2874146,-2.3925203099,-0.1034713279,-0.1299556654,0.5565290979
ERX2874147,-2.5587902041,0.021042791300000002,0.049908128600000004,0.5652993358
SRX1300292,0.090244507,0.1728233733,-1.0967360386,-0.2183604482
SRX1300293,-0.090244507,-0.1728233733,1.0967360386,0.2183604482
SRX1300299,0.33184864000000003,0.0487722108,0.5476013582,0.0496916416
SRX1300300,-0.2077056173,-0.379811734,0.7052195765,0.2503393265
SRX1300304,-0.8613415294000001,-0.2181018348,0.9020119673,0.39555321730000004
SRX1300305,-0.5537701518,-0.028557730700000002,-0.0658776709,0.11605645020000001
SRX1300306,-1.1667084897,-0.3549107101,0.9166969079,0.2931170004
SRX1300310,-3.4598266181,-0.31151367900000004,1.5744375167,0.3087574011
SRX1300311,-3.1463787027,-0.281509021,-1.0967360386,0.0756466625
SRX7291195,-0.3194480022,0.8152294636,1.3574759418,0.2997067975
SRX7291196,-0.32100598620000004,0.8095704116,1.1692880222,0.2171652813
SRX7291197,-0.5041072177,0.7077754589,0.9636018986,0.20048826090000002
SRX7291198,0.3183550257,-0.058894721500000004,0.0976366437,0.0055111309
SRX7291199,-0.2484492805,0.0317862292,-0.2018295711,0.0383910612
SRX7291200,-0.0699057451,0.0271084924,0.10419292740000001,-0.0439021921
SRX7291201,-0.2399959355,0.7455437308,0.7079394681000001,0.2526018277
SRX7291202,-0.1748239979,0.8877837103,0.9497191378000001,0.270288277
SRX7291203,-0.5868496249,0.8168675249,1.2823803998,0.2825423364
SRX7291204,0.1565177139,0.1463744056,0.1315873936,0.1877512114
SRX7291205,-0.2748850603,0.0933334308,0.2091079914,0.1650360705
SRX7291206,-0.1406434278,0.07016188300000001,0.16889135200000002,0.1449864971
SRX2436955,1.9630908434,-0.3393034172,0.8935354666,0.45212262210000004
SRX2436956,-0.4896032652,0.24751225810000002,0.2233706011,0.0515482653
SRX2436957,-0.799517561,-0.0035572081,0.3286387469,0.1563578091
SRX2436958,-0.5707881667,0.0105272332,0.8003242564,0.2851965476
SRX2436959,-0.2525028641,0.0888595555,1.4295221767,0.1360930215
SRX2436960,1.2753383870000001,-0.1181578142,1.8229196826,0.1526137479
SRX2436961,0.2569404853,0.6454136109,1.1585052002,0.7470542054
SRX2436962,-1.077681605,-0.1388191046,0.38548870290000004,-0.0330759678
SRX2436963,-0.3534411644,0.08917710420000001,0.6552862898,0.0921125297
SRX2436964,-1.1110780902,0.40264992990000004,0.6024064683,0.0459686345
SRX2436965,-6.0845711433,0.4767494064,1.8134653002,-1.7381250601
SRX2436966,-0.2436943454,0.030891405,0.6223651169000001,0.1060124781
SRX2436967,0.644094536,0.772815872,0.881265277,0.7565786075
SRX2436969,-1.1186675256,0.612057806,0.6928353249,-0.0206086192
SRX2436970,-0.2077920323,0.039512083600000004,0.5533038926,0.2191212157
SRX2436971,0.209892233,0.7786263394,0.6451238132,0.701250519
SRX2437029,-1.1307928339,0.1426493457,0.7820999833000001,0.0061447768000000005
SRX2437030,2.3911985123,-0.4949058329,0.4760318283,0.5616911087
SRX2437031,-1.5975792157000002,-0.5155190822,-0.3580738699,0.2075206627
SRX2437032,-1.4693239702,-0.2192929999,-0.5873746983,0.07605606050000001
SRX2437033,1.6212248559,0.282037353,-1.0389438432,-0.0229880917
SRX2437034,-6.1974296402,0.40130309200000003,1.9586752098,-1.7211272316000001
SRX2437035,0.06328969400000001,0.4513175085,0.9183901053,0.33539129840000004
SRX2437036,-0.1662242867,0.49145809900000004,0.6088404687,0.37333806010000004
SRX2437037,-1.2438151721,0.167299303,0.09952095130000001,0.1027974094
SRX2437038,0.0700530513,-0.0656766396,0.5914454246,0.2542201101
SRX2437039,0.0993569197,-0.7057770395,0.4954407007,0.1532453091
SRX2437040,-0.1165912348,0.4407947471,1.3594731386,0.3624937381
SRX2437041,1.8915701744,-0.46504482890000004,0.7423140772,0.5062765036
SRX2437042,1.8653691267,0.10099453060000001,-0.2631196423,-0.3269025847
SRX2437043,-0.9170869687000001,0.2161984998,0.38242388590000004,0.09219357800000001
SRX2437044,1.2055638378,0.26746277220000003,-1.0255724384,-0.2945282879
SRX4705203,-3.6252452598,-0.3818456123,2.2605737455,-0.385355987
SRX4705204,1.198961215,-0.5242900749,2.2327083146,-0.6930073795
SRX4705205,1.1049837484,-0.5751353962,1.5181013871,-0.7755713976
SRX4705206,0.9882913648,-0.6711916452000001,1.3651304341000001,-0.6576656106000001
SRX4705207,-2.7954499545,-0.8064367419,2.5821738873999998,-0.1341736427
SRX4705208,-2.8173558731,-1.1843609633,0.9599386943,-0.5635110724
SRX4705209,-2.0355275106,-0.6923466212,2.3289273057,-0.1045202598
SRX4705210,-0.8407539173,-0.8533640064,1.2873643128,-0.5514972085000001
SRX4705211,-0.3948126429,-0.712732628,1.2798719337,-0.5907591781
SRX4705212,-0.5433205731,-0.761211325,0.9672910409000001,-0.5379723588
SRX4705213,0.0471758753,-0.008885512,0.2730505377,0.5884298837
SRX4705214,0.0441260086,0.21172332970000002,-0.1225725789,0.5233414408
SRX4705215,0.011524919000000002,-0.0422691306,0.1425743078,-0.4463507494
SRX4705216,0.0190804686,0.23625014330000002,0.0095742434,0.4678437997
SRX4705217,-0.1436517914,-0.1021070003,0.1340730632,-0.7475887920000001
SRX4705218,0.0217445198,-0.2947118301,-0.4366995732,-0.38567558290000004
SRX4705219,-0.6465697607,-0.3486788005,0.8161889527,-0.31419254
SRX4705220,-1.0375855329,-0.6359815176,0.9148227891,-0.1236678575
SRX4705221,1.1414695076,-0.555461292,1.8305004046,-0.7518707576
SRX4705222,-0.6192230736000001,-0.5787925197,1.2734747451000001,-0.10341932470000001
SRX4705223,-3.6743282648,-0.3801682461,2.1050465079,-0.31786441590000003
SRX4705224,-4.0795379448,-0.2750724063,1.991098231,-0.5855978821
SRX4705225,1.0375632835,-0.7373436953,1.3740197841000001,-0.9927383484000001
SRX4705226,1.2583169273,-0.566016749,1.2827284205,-1.0770436531
SRX4705227,1.7632825339,-0.7091000289,1.1498600886,-0.9319843065000001
SRX4705228,-1.0540077499,-0.4265420179,1.6056809527,-0.3099510565
SRX4705229,-1.2711803385,-0.1725826121,1.3670435475,-0.5033890871
SRX4705230,-2.3338441608,-0.3047357629,1.4850790360000001,-0.43552663960000004
SRX4705231,0.6625010141000001,-0.45369272120000004,1.8361772389,-0.9039885132000001
SRX4705232,0.6445764941000001,-0.7479679929,1.4446996882,-0.882397812
SRX4705233,1.8459233614000001,0.062199075300000004,-0.7689914127,-0.1968594431
SRX4705234,1.347985875,-0.645257655,0.5984031261,-0.0757624216
SRX4705235,0.0582915585,-1.1391890308,0.3011681299,-1.1352115054
SRX4705236,1.4106253105,0.0381719668,0.3358412409,-0.1630694594
SRX4705237,-0.14547649270000002,-1.5291280125,1.1957053115,-1.1430905682
SRX4705238,0.2183450439,-1.1192348806,0.42940325,-1.1479592129
SRX2038319,0.31374119770000003,0.2260130242,-1.0467126619,0.0216952277
SRX2038320,0.8777196819,0.1652011345,-0.4552442244,0.0089552738
SRX2038321,0.5479943526000001,0.10015467310000001,-0.29085039100000004,-0.029136735400000002
SRX2038322,-0.7142146788,-0.0200925222,-0.045888506100000004,-0.22346250180000002
SRX2038323,-0.3608348219,0.0730756357,0.1257652933,-0.5950074874
SRX2038324,-0.3619107641,-0.1444204703,1.0026546092,-0.2819178846
SRX2038325,-1.2142907037,0.17819024190000002,-0.9275235317,-0.2129587413
SRX2038326,-1.8674746758,0.0083071264,0.18483873110000001,-0.6664505470000001
SRX2038327,-0.1757757768,0.46524230320000004,-1.6649206874,-0.2899666271
SRX2038328,-0.3044257697,0.3635230148,-0.7571704113000001,-0.0956451908
SRX2038329,-0.6884905432,0.17968898530000002,0.1396215654,-0.534902734
SRX2038330,0.2568338371,0.35410150830000003,0.06354300360000001,-0.09387450950000001
SRX2038331,0.1093109828,-0.1643503436,-0.0444250272,-0.4795015226
SRX2038332,0.47695940540000004,0.5733973702,-0.4839584434,0.3381492062
SRX2038334,-0.9006400178,0.1160953383,-0.0673756358,-0.2479411708
SRX2038335,-1.111142812,0.2593461208,0.0011255326,0.1803691418
SRX2038336,-1.3086017658,0.6907404177,-0.5187942432,0.5647813138000001
SRX2038337,0.2309135009,0.0527556745,-0.3278807566,-0.0535453575
SRX2038338,0.3021932399,-0.2662443713,0.8156608383,0.0598112988
SRX2038339,-1.0878764291,0.0026426952,-0.6218188726,0.1188856227
SRX2038340,0.0027918025,0.07022979700000001,0.236392234,0.34647646330000004
SRX2038341,0.6289897662,0.0795365636,1.5032061275,-0.08200134910000001
SRX2038342,0.5084416038,-0.23811425200000003,1.1716215241,-0.1543697162
SRX2038343,0.15713796900000002,0.2813028212,0.3460785899,0.5010526678
SRX2038344,-0.8030672065000001,0.1906242749,0.6650210567,0.033069829700000004
SRX2038345,-0.14972605860000002,-0.4422780294,1.1867126725000001,-0.1021128979
SRX2038346,-2.61372486,-0.0206344029,-0.8288809920000001,-0.5275545316
SRX2038347,-3.918341216,0.2904202764,-0.5817873707,-0.8740408744
SRX2038348,-2.3431492984,0.2343639793,-1.1348883471,-0.6052099843000001
SRX2038349,-1.0595301441,-0.0583683627,0.8796816574,-0.520378201
SRX2038350,-0.10569287620000001,-0.0940219285,-0.1220720049,-0.1808186141
SRX2038351,-1.2867562594,0.1137999937,0.6899266228000001,-0.2481074814
SRX2038352,-1.0765250427,0.3123445079,0.0136513354,-0.1007067708
SRX2038353,-0.3879920906,-0.0020491148,-0.0568909708,-0.2493838519
SRX2038354,-1.3638528729,0.2002817581,0.38705662,0.0934857714
SRX2038355,-1.2224441884,0.4019599596,-0.25367233710000003,0.0258529291
SRX2038356,0.2964450664,0.3421872918,-0.4943529802,-0.7092992376
SRX2038357,-0.6159344376,0.0402313471,0.2310518236,-0.08150652650000001
SRX2038358,0.17877827840000002,-0.4818816087,1.1704242644,-0.38365261440000004
SRX2038359,-0.5365092352,0.0866245134,0.23853100740000002,0.30292598800000003
SRX2038360,0.5520380962,-0.037455529700000004,1.9007133699,-0.5695966895
SRX2038361,-0.8918055856,-0.1941864894,0.1291474649,-0.5088220601
SRX2038362,-0.3791845515,-0.4253546917,0.6706006414,-0.5568547845
SRX2038363,0.28704409210000004,0.0667891795,0.35549775370000003,-0.1075832786
SRX2038364,0.7182475011,-0.270429234,0.4302560006,-0.2548516616
SRX2038365,-2.8343458944,0.23084793520000002,-0.6631206457000001,-0.5224634022
SRX2038366,-4.7488756124,0.2746864664,-0.3531472443,-0.6997337682
SRX2038367,-4.0466395952,0.1776327925,-0.6597901747,-0.164303206
SRX2038368,0.1198869447,-0.2101706415,0.2950716473,-0.2838038458
SRX2038369,-1.5774998688,0.0152406317,-0.5828108602000001,-0.14120318680000002
SRX2038370,-0.619621985,0.0863979911,0.17032925470000002,-0.2275315786
SRX2038371,-0.4443316088,-0.1746276279,0.9712765214,-0.1971165942
SRX2038372,-0.0032874925,0.1102110181,0.7024830493,-0.7030767083
SRX2038373,-1.1529321041,0.2342468024,0.28913553010000004,-0.3391076354
SRX2038374,-1.4191434562,0.1403476252,0.3400590028,-0.8919006833
SRX2038375,0.1560859407,0.3595991377,-0.2741983483,-0.8480468999
ERX530520,-0.357859555,-0.0811856956,-0.602892186,-0.0552460372
ERX530521,0.6405307347,-0.21481173620000002,1.274518072,0.2379487723
ERX530522,0.4536132607,-0.0024988256000000003,1.3027140171,0.1666261772
ERX530523,1.142062502,-0.3099287623,1.6502452182,0.3038599931
ERX530524,0.357859555,0.0811856956,0.602892186,0.0552460372
ERX530525,0.9594168288,0.0836506088,1.2952819518,0.2803346536
ERX530526,-0.1100947423,-0.2620584345,-0.5227896185,-0.038816530200000005
ERX530527,0.7353615327,-0.0645477148,1.5674591,0.21736006800000002
ERX3212443,-0.061805552300000004,-0.359886476,-1.1829383424,0.02870798
ERX3212444,-0.3737225447,-0.3459824781,-1.0633633393,0.0422419746
ERX3212445,-0.2651808667,-0.4965911807,-1.2290313868,-0.0473495293
ERX3212446,-0.7579979077,-0.4050526271,-0.8046155502000001,-0.1275263066
ERX3212447,-0.41141346030000003,-0.1285783713,-0.5522660606,-0.1188682696
ERX3212448,-0.4919617753,-0.23419178240000002,-0.45476805730000003,-0.0775782685
ERX3212449,0.0407789104,0.0134035848,-0.0321944813,-0.0172228206
ERX3212450,0.0147694269,0.014262016300000001,0.018431762100000002,-0.0153227698
ERX3212451,-0.0555483372,-0.0276656011,0.0137627193,0.032545590400000005
ERX3212452,0.8613563512,0.0790948247,0.8163112109,0.1223491476
ERX3212453,1.0991195026,0.1338352485,1.0440130252,0.1974911759
ERX3212454,1.1677721095,0.222878754,0.8652658275,0.2034264775
SRX7478973,0.369517362,-0.2705652206,-0.0061892364,-0.060392566700000004
SRX7478974,-0.6517865140000001,0.31129721850000003,0.818633139,0.0044704471
SRX7478975,0.28226915210000003,-0.040731997900000004,-0.8124439026,0.0559221196
SRX7478976,0.0931728262,-0.1726885289,-0.6890567025000001,-0.0294229657
SRX7478977,-0.4266389232,0.2130091745,-0.1167774186,-0.10860318570000001
SRX7478978,0.46818695600000004,-0.20541847800000002,-0.7231792263,-0.1133642725
SRX7478979,1.3475201925,-0.1561354026,-2.266927812,0.029688543100000003
SRX7478980,1.2816184256,-0.367633403,-2.1788767379,0.0276315887
SRX7478981,1.3718483435,-0.2561601284,-2.0663648646,-0.0099621376
SRX7478982,1.8553837443,-0.3120524425,-1.9754223486,0.0895954796
SRX7478983,1.6802366662,-0.37233949450000003,-2.0662534917,0.10367688060000001
SRX7478984,1.4267425147,-0.3124025143,-2.1606687503,0.0034602426000000003
ERX1521038,-1.6220150902000001,0.42759487560000004,0.3389691932,0.2075117463
ERX1521039,0.0051930576,-0.0630521569,-0.5884193657,0.009730694
ERX1521040,-1.7308574187999999,0.4876060901,0.807449383,0.2850669433
ERX1521041,0.8949893256,0.18651845,0.2693829906,0.1631970502
ERX1521042,-0.3126159294,0.2467700942,-0.5973828328,0.1392690724
ERX1521043,4.1923771594,0.7240834986,3.0301676538,0.5908241112
ERX1521044,-0.3451976178,0.42176402820000003,-0.8264229102,0.1104686965
