,regulator,MG5005_TF_id,trn_type,gene_name,MG5005_gene_id,gene_id,TF_id,old_TF_id,old_gene_id,Ref,Ref genome,Note
558,CcpA_core_M1,,TF,msmX,M5005_Spy_1682,SP5448_08555,M5005_Spy_0424,,M5005_RS08305,PMID: 27580596,CP000017.2,
559,CcpA_core_M1,,TF,celB,M5005_Spy_1744,SP5448_08845,M5005_Spy_0424,,M5005_RS08580,PMID: 27580596,CP000017.2,
560,CcpA_core_M1,,TF,celA,M5005_Spy_1745,SP5448_08850,M5005_Spy_0424,,M5005_RS08585,PMID: 27580596,CP000017.2,
561,CcpA_core_M1,,TF,celC,M5005_Spy_1746,SP5448_08855,M5005_Spy_0424,,M5005_RS08590,PMID: 27580596,CP000017.2,
562,CcpA_core_M1,,TF,,M5005_Spy_1758,SP5448_08905,M5005_Spy_0424,,M5005_RS08645,PMID: 27580596,CP000017.2,
563,CcpA_core_M1,,TF,ahpC,M5005_Spy_1768,SP5448_08945,M5005_Spy_0424,,M5005_RS08695,PMID: 27580596,CP000017.2,
564,CcpA_core_M1,,TF,ahpF,M5005_Spy_1769,SP5448_08950,M5005_Spy_0424,,M5005_RS08700,PMID: 27580596,CP000017.2,
565,CcpA_core_M1,,TF,hutI,M5005_Spy_1770,SP5448_08955,M5005_Spy_0424,,M5005_RS08705,PMID: 27580596,CP000017.2,
566,CcpA_core_M1,,TF,hutU,M5005_Spy_1771,SP5448_08960,M5005_Spy_0424,,M5005_RS08710,PMID: 27580596,CP000017.2,
567,CcpA_core_M1,,TF,ftcD,M5005_Spy_1772,SP5448_08965,M5005_Spy_0424,,M5005_RS08715,PMID: 27580596,CP000017.2,
568,CcpA_core_M1,,TF,fchA,M5005_Spy_1773,SP5448_08970,M5005_Spy_0424,,M5005_RS08720,PMID: 27580596,CP000017.2,
569,CcpA_core_M1,,TF,fhs,M5005_Spy_1774,SP5448_08975,M5005_Spy_0424,,M5005_RS08725,PMID: 27580596,CP000017.2,
570,CcpA_core_M1,,TF,hutD,M5005_Spy_1775,SP5448_08980,M5005_Spy_0424,,M5005_RS08730,PMID: 27580596,CP000017.2,
571,CcpA_core_M1,,TF,steT,M5005_Spy_1776,SP5448_08985,M5005_Spy_0424,,M5005_RS08735,PMID: 27580596,CP000017.2,
572,CcpA_core_M1,,TF,hutH,M5005_Spy_1777,SP5448_08990,M5005_Spy_0424,,M5005_RS08740,PMID: 27580596,CP000017.2,
573,CcpA_core_M1,,TF,,M5005_Spy_1779,SP5448_09000,M5005_Spy_0424,,M5005_RS08750,PMID: 27580596,CP000017.2,
574,CovR,,TF,adhE,M5005_Spy_0039,SP5448_00300,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00350,PMID: 20333240 ,CP000017.2,
575,CovR,,TF,adhP,M5005_Spy_0040,SP5448_00305,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00355,PMID: 20333240 ,CP000017.2,
576,CovR,,TF,norN,M5005_Spy_0041,SP5448_00310,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00360,PMID: 20333240 ,CP000017.2,
577,CovR,,TF,XK27_1125,M5005_Spy_0113,SP5448_00745,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00780,PMID: 20333240 ,CP000017.2,
578,CovR,,TF,,M5005_Spy_0115,SP5448_00755,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00790,PMID: 20333240 ,CP000017.2,
579,CovR,,TF,atoE,M5005_Spy_0116,SP5448_00760,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00795,PMID: 20333240 ,CP000017.2,
580,CovR,,TF,thlA,M5005_Spy_0119,SP5448_00770,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00810,PMID: 20333240 ,CP000017.2,
581,CovR,,TF,ctfA,M5005_Spy_0120,SP5448_00775,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00815,PMID: 20333240 ,CP000017.2,
582,CovR,,TF,ctfB,M5005_Spy_0121,SP5448_00780,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00820,PMID: 20333240 ,CP000017.2,
583,CovR,,TF,yabJ,M5005_Spy_0123,SP5448_00790,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00830,PMID: 20333240 ,CP000017.2,
584,CovR,,TF,pfoR,M5005_Spy_0124,SP5448_00795,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00835,PMID: 20333240 ,CP000017.2,
585,CovR,,TF,,M5005_Spy_0125,SP5448_00800,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00840,PMID: 20333240 ,CP000017.2,
586,CovR,,TF,ntpI,M5005_Spy_0126,SP5448_00805,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00845,PMID: 20333240 ,CP000017.2,
587,CovR,,TF,atpE,M5005_Spy_0127,SP5448_00810,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00850,PMID: 20333240 ,CP000017.2,
588,CovR,,TF,atpE,M5005_Spy_0128,SP5448_00815,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00855,PMID: 20333240 ,CP000017.2,
589,CovR,,TF,ntpC,M5005_Spy_0129,SP5448_00820,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00860,PMID: 20333240 ,CP000017.2,
590,CovR,,TF,ntpG,M5005_Spy_0130,SP5448_00825,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00865,PMID: 20333240 ,CP000017.2,
591,CovR,,TF,atpA,M5005_Spy_0131,SP5448_00830,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00870,PMID: 20333240 ,CP000017.2,
592,CovR,,TF,ntpB,M5005_Spy_0132,SP5448_00835,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00875,PMID: 20333240 ,CP000017.2,
593,CovR,,TF,atpD,M5005_Spy_0133,SP5448_00840,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00880,PMID: 20333240 ,CP000017.2,
594,CovR,,TF,,M5005_Spy_0139,SP5448_00870,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00910,PMID: 20333240 ,CP000017.2,
595,CovR,,TF,slo,M5005_Spy_0141,SP5448_00880,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00920,PMID: 20333240 ,CP000017.2,
596,CovR,,TF,,M5005_Spy_0142,SP5448_00885,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00925,PMID: 20333240 ,CP000017.2,
597,CovR,,TF,,M5005_Spy_0143,SP5448_00890,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00930,PMID: 20333240 ,CP000017.2,
598,CovR,,TF,metC,M5005_Spy_0146,SP5448_00905,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00940,PMID: 20333240 ,CP000017.2,
599,CovR,,TF,ulaD,M5005_Spy_0151,SP5448_00930,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00965,PMID: 20333240 ,CP000017.2,
600,CovR,,TF,ulaE,M5005_Spy_0152,SP5448_00935,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00970,PMID: 20333240 ,CP000017.2,
601,CovR,,TF,araD,M5005_Spy_0153,SP5448_00940,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00975,PMID: 20333240 ,CP000017.2,
602,CovR,,TF,opuAA,M5005_Spy_0157,SP5448_00955,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00990,PMID: 20333240 ,CP000017.2,
603,CovR,,TF,opuAB,M5005_Spy_0158,SP5448_00960,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS00995,PMID: 20333240 ,CP000017.2,
604,CovR,,TF,bioY,M5005_Spy_0177,SP5448_01055,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01080,PMID: 20333240 ,CP000017.2,
605,CovR,,TF,nanE,M5005_Spy_0212,SP5448_01210,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01225,PMID: 20333240 ,CP000017.2,
606,CovR,,TF,,M5005_Spy_0213,SP5448_01215,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01230,PMID: 20333240 ,CP000017.2,
607,CovR,,TF,,M5005_Spy_0214,SP5448_01220,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01235,PMID: 20333240 ,CP000017.2,
608,CovR,,TF,,M5005_Spy_0215,SP5448_01225,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01240,PMID: 20333240 ,CP000017.2,
609,CovR,,TF,,M5005_Spy_0216,SP5448_01230,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01245,PMID: 20333240 ,CP000017.2,
610,CovR,,TF,nanH,M5005_Spy_0217,SP5448_01235,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01250,PMID: 20333240 ,CP000017.2,
611,CovR,,TF,glk,M5005_Spy_0218,SP5448_01240,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01255,PMID: 20333240 ,CP000017.2,
612,CovR,,TF,yceD,M5005_Spy_0281,SP5448_08100,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01575,PMID: 20333240 ,CP000017.2,
613,CovR,,TF,lctO,M5005_Spy_0340,SP5448_07805,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01875,PMID: 20333240 ,CP000017.2,
614,CovR,,TF,prtP,M5005_Spy_0341,SP5448_07800,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01880,PMID: 20333240 ,CP000017.2,
615,CovR,,TF,,M5005_Spy_0351,SP5448_07760,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01915,PMID: 20333240 ,CP000017.2,
616,CovR,,TF,,M5005_Spy_0352,SP5448_07755,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01920,PMID: 20333240 ,CP000017.2,
617,CovR,,TF,,M5005_Spy_0353,SP5448_07750,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01925,PMID: 20333240 ,CP000017.2,
618,CovR,,TF,,M5005_Spy_0354,SP5448_07745,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01930,PMID: 20333240 ,CP000017.2,
619,CovR,,TF,,M5005_Spy_0355,SP5448_07740,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01935,PMID: 20333240 ,CP000017.2,
620,CovR,,TF,,M5005_Spy_0356,SP5448_07735,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01940,PMID: 20333240 ,CP000017.2,
621,CovR,,TF,,M5005_Spy_0357,SP5448_07730,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01945,PMID: 20333240 ,CP000017.2,
622,CovR,,TF,glpT,M5005_Spy_0361,SP5448_07710,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS01965,PMID: 20333240 ,CP000017.2,
623,CovR,,TF,,M5005_Spy_0404,SP5448_07510,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02155,PMID: 20333240 ,CP000017.2,
624,CovR,,TF,,M5005_Spy_0459,SP5448_07245,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02410,PMID: 20333240 ,CP000017.2,
625,CovR,,TF,licT,M5005_Spy_0474,SP5448_07170,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02480,PMID: 20333240 ,CP000017.2,
626,CovR,,TF,,M5005_Spy_0475,SP5448_07165,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02485,PMID: 20333240 ,CP000017.2,
627,CovR,,TF,bglH,M5005_Spy_0476,SP5448_07160,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02490,PMID: 20333240 ,CP000017.2,
628,CovR,,TF,XK27_88,M5005_Spy_0500,SP5448_07055,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02595,PMID: 20333240 ,CP000017.2,
629,CovR,,TF,,M5005_Spy_0518,SP5448_06965,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02680,PMID: 20333240 ,CP000017.2,
630,CovR,,TF,agaD,M5005_Spy_0519,SP5448_06960,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02685,PMID: 20333240 ,CP000017.2,
631,CovR,,TF,,M5005_Spy_0520,SP5448_06955,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02690,PMID: 20333240 ,CP000017.2,
632,CovR,,TF,agaV,M5005_Spy_0521,SP5448_06950,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02695,PMID: 20333240 ,CP000017.2,
633,CovR,,TF,,M5005_Spy_0534,SP5448_06885,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02760,PMID: 20333240 ,CP000017.2,
634,CovR,,TF,adcA,M5005_Spy_0543,SP5448_06840,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02800,PMID: 20333240 ,CP000017.2,
635,CovR,,TF,,M5005_Spy_0561,SP5448_06745,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02890,PMID: 20333240 ,CP000017.2,
636,CovR,,TF,,M5005_Spy_0562,SP5448_06740,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02895,PMID: 20333240 ,CP000017.2,
637,CovR,,TF,sagB,M5005_Spy_0563,SP5448_06735,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02900,PMID: 20333240 ,CP000017.2,
638,CovR,,TF,sagC,M5005_Spy_0564,SP5448_06730,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02905,PMID: 20333240 ,CP000017.2,
639,CovR,,TF,sagD,M5005_Spy_0565,SP5448_06725,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02910,PMID: 20333240 ,CP000017.2,
640,CovR,,TF,sagE,M5005_Spy_0566,SP5448_06720,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02915,PMID: 20333240 ,CP000017.2,
641,CovR,,TF,,M5005_Spy_0567,SP5448_06715,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02920,PMID: 20333240 ,CP000017.2,
642,CovR,,TF,sagG,M5005_Spy_0568,SP5448_06710,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02925,PMID: 20333240 ,CP000017.2,
643,CovR,,TF,sagH,M5005_Spy_0569,SP5448_06705,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02930,PMID: 20333240 ,CP000017.2,
644,CovR,,TF,sagI,M5005_Spy_0570,SP5448_06700,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02935,PMID: 20333240 ,CP000017.2,
645,CovR,,TF,XK27_214,M5005_Spy_0571,SP5448_06695,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS02940,PMID: 20333240 ,CP000017.2,
646,CovR,,TF,mscL,M5005_Spy_0598,SP5448_06560,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03075,PMID: 20333240 ,CP000017.2,
647,CovR,,TF,fruA,M5005_Spy_0662,SP5448_06245,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03385,PMID: 20333240 ,CP000017.2,
648,CovR,,TF,mur1,M5005_Spy_0664,SP5448_06235,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03395,PMID: 20333240 ,CP000017.2,
649,CovR,,TF,,M5005_Spy_0668,SP5448_06220,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03410,PMID: 20333240 ,CP000017.2,
650,CovR,,TF,XK27_34,M5005_Spy_0678,SP5448_06175,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03450,PMID: 20333240 ,CP000017.2,
651,CovR,,TF,,M5005_Spy_0780,SP5448_05675,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03940,PMID: 20333240 ,CP000017.2,
652,CovR,,TF,ptsB,M5005_Spy_0781,SP5448_05670,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03945,PMID: 20333240 ,CP000017.2,
653,CovR,,TF,ptsC,M5005_Spy_0782,SP5448_05665,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03950,PMID: 20333240 ,CP000017.2,
654,CovR,,TF,ptsD,M5005_Spy_0783,SP5448_05660,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03955,PMID: 20333240 ,CP000017.2,
655,CovR,,TF,gabD,M5005_Spy_0790,SP5448_05625,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS03990,PMID: 20333240 ,CP000017.2,
656,CovR,,TF,,M5005_Spy_0800,SP5448_05580,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04030,PMID: 20333240 ,CP000017.2,
657,CovR,,TF,,M5005_Spy_0803,SP5448_05570,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04040,PMID: 20333240 ,CP000017.2,
658,CovR,,TF,adh,M5005_Spy_0834,SP5448_05420,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04190,PMID: 20333240 ,CP000017.2,
659,CovR,,TF,aphA,M5005_Spy_0835,SP5448_05415,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04195,PMID: 20333240 ,CP000017.2,
660,CovR,,TF,radC,M5005_Spy_0840,SP5448_05390,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04215,PMID: 20333240 ,CP000017.2,
661,CovR,,TF,proV,M5005_Spy_0855,SP5448_05325,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04280,PMID: 20333240 ,CP000017.2,
662,CovR,,TF,proWX,M5005_Spy_0856,SP5448_05320,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04285,PMID: 20333240 ,CP000017.2,
663,CovR,,TF,guaC,M5005_Spy_0857,SP5448_05315,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04290,PMID: 20333240 ,CP000017.2,
664,CovR,,TF,xpt,M5005_Spy_0858,SP5448_05310,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04295,PMID: 20333240 ,CP000017.2,
665,CovR,,TF,pbuX,M5005_Spy_0859,SP5448_05305,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04300,PMID: 20333240 ,CP000017.2,
666,CovR,,TF,citM,M5005_Spy_0900,SP5448_05105,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04490,PMID: 20333240 ,CP000017.2,
667,CovR,,TF,gcdC,M5005_Spy_0902,SP5448_05095,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04500,PMID: 20333240 ,CP000017.2,
668,CovR,,TF,oadB,M5005_Spy_0903,SP5448_05090,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04505,PMID: 20333240 ,CP000017.2,
669,CovR,,TF,citD,M5005_Spy_0905,SP5448_05080,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04515,PMID: 20333240 ,CP000017.2,
670,CovR,,TF,citE,M5005_Spy_0906,SP5448_05075,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04520,PMID: 20333240 ,CP000017.2,
671,CovR,,TF,citF,M5005_Spy_0907,SP5448_05070,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04525,PMID: 20333240 ,CP000017.2,
672,CovR,,TF,citX,M5005_Spy_0908,SP5448_05065,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04530,PMID: 20333240 ,CP000017.2,
673,CovR,,TF,oadA,M5005_Spy_0909,SP5448_05060,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04535,PMID: 20333240 ,CP000017.2,
674,CovR,,TF,yufQ,M5005_Spy_0939,SP5448_04915,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04680,PMID: 20333240 ,CP000017.2,
675,CovR,,TF,coaA,M5005_Spy_0945,SP5448_04885,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04710,PMID: 20333240 ,CP000017.2,
676,CovR,,TF,,M5005_Spy_0981,SP5448_04720,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04875,PMID: 20333240 ,CP000017.2,
677,CovR,,TF,aatB,M5005_Spy_0982,SP5448_04715,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04880,PMID: 20333240 ,CP000017.2,
678,CovR,,TF,glnQ,M5005_Spy_0983,SP5448_04710,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04885,PMID: 20333240 ,CP000017.2,
679,CovR,,TF,artQ,M5005_Spy_0984,SP5448_04705,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04890,PMID: 20333240 ,CP000017.2,
680,CovR,,TF,phnA,M5005_Spy_0985,SP5448_04700,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04895,PMID: 20333240 ,CP000017.2,
681,CovR,,TF,pfkA,M5005_Spy_0989,SP5448_04680,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04915,PMID: 20333240 ,CP000017.2,
682,CovR,,TF,,M5005_Spy_0995,SP5448_04650,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04945,PMID: 20333240 ,CP000017.2,
683,CovR,,TF,,M5005_Spy_0996,SP5448_04645,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04950,PMID: 20333240 ,CP000017.2,
684,CovR,,TF,,M5005_Spy_0997,SP5448_04640,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04955,PMID: 20333240 ,CP000017.2,
685,CovR,,TF,,M5005_Spy_0999,SP5448_04630,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04965,PMID: 20333240 ,CP000017.2,
686,CovR,,TF,,M5005_Spy_1000,SP5448_04625,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04970,PMID: 20333240 ,CP000017.2,
687,CovR,,TF,,M5005_Spy_1001,SP5448_04620,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04975,PMID: 20333240 ,CP000017.2,
688,CovR,,TF,,M5005_Spy_1005,SP5448_04600,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS04995,PMID: 20333240 ,CP000017.2,
689,CovR,,TF,,M5005_Spy_1006,SP5448_04595,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05000,PMID: 20333240 ,CP000017.2,
690,CovR,,TF,,M5005_Spy_1007,SP5448_04590,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05005,PMID: 20333240 ,CP000017.2,
691,CovR,,TF,,M5005_Spy_1008,SP5448_04585,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05010,PMID: 20333240 ,CP000017.2,
692,CovR,,TF,,M5005_Spy_1009,SP5448_04580,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05015,PMID: 20333240 ,CP000017.2,
693,CovR,,TF,,M5005_Spy_1010,SP5448_04575,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05020,PMID: 20333240 ,CP000017.2,
694,CovR,,TF,,M5005_Spy_1011,SP5448_04570,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05025,PMID: 20333240 ,CP000017.2,
695,CovR,,TF,,M5005_Spy_1012,SP5448_04565,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05030,PMID: 20333240 ,CP000017.2,
696,CovR,,TF,,M5005_Spy_1013,SP5448_04560,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05035,PMID: 20333240 ,CP000017.2,
697,CovR,,TF,,M5005_Spy_1017,SP5448_04540,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05055,PMID: 20333240 ,CP000017.2,
698,CovR,,TF,,M5005_Spy_1018,SP5448_04535,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05060,PMID: 20333240 ,CP000017.2,
699,CovR,,TF,,M5005_Spy_1019,SP5448_04530,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05065,PMID: 20333240 ,CP000017.2,
700,CovR,,TF,,M5005_Spy_1020,SP5448_04520,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05070,PMID: 20333240 ,CP000017.2,
701,CovR,,TF,,M5005_Spy_1021,SP5448_04515,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05075,PMID: 20333240 ,CP000017.2,
702,CovR,,TF,,M5005_Spy_1022,SP5448_04510,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05080,PMID: 20333240 ,CP000017.2,
703,CovR,,TF,,M5005_Spy_1023,SP5448_04505,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05085,PMID: 20333240 ,CP000017.2,
704,CovR,,TF,,M5005_Spy_1029,SP5448_04475,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05115,PMID: 20333240 ,CP000017.2,
705,CovR,,TF,,M5005_Spy_1038,SP5448_04430,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05155,PMID: 20333240 ,CP000017.2,
706,CovR,,TF,,M5005_Spy_1043,SP5448_04405,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05175,PMID: 20333240 ,CP000017.2,
707,CovR,,TF,,M5005_Spy_1045,SP5448_04390,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05190,PMID: 20333240 ,CP000017.2,
708,CovR,,TF,,M5005_Spy_1047,SP5448_04380,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05200,PMID: 20333240 ,CP000017.2,
709,CovR,,TF,glgP,M5005_Spy_1055,SP5448_04340,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05230,PMID: 20333240 ,CP000017.2,
710,CovR,,TF,fruR,M5005_Spy_1061,SP5448_04310,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05260,PMID: 20333240 ,CP000017.2,
711,CovR,,TF,malA,M5005_Spy_1062,SP5448_04305,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05265,PMID: 20333240 ,CP000017.2,
712,CovR,,TF,malD,M5005_Spy_1063,SP5448_04300,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05270,PMID: 20333240 ,CP000017.2,
713,CovR,,TF,malC,M5005_Spy_1064,SP5448_04295,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05275,PMID: 20333240 ,CP000017.2,
714,CovR,,TF,amyA,M5005_Spy_1065,SP5448_04290,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05280,PMID: 20333240 ,CP000017.2,
715,CovR,,TF,amyB,M5005_Spy_1066,SP5448_04285,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05285,PMID: 20333240 ,CP000017.2,
716,CovR,,TF,mdxE,M5005_Spy_1067,SP5448_04275,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05290,PMID: 20333240 ,CP000017.2,
717,CovR,,TF,celB,M5005_Spy_1079,SP5448_04210,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05345,PMID: 20333240 ,CP000017.2,
718,CovR,,TF,,M5005_Spy_1080,SP5448_04205,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05350,PMID: 20333240 ,CP000017.2,
719,CovR,,TF,chbA,M5005_Spy_1081,SP5448_04200,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05355,PMID: 20333240 ,CP000017.2,
720,CovR,,TF,licB_1,M5005_Spy_1082,SP5448_04195,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05360,PMID: 20333240 ,CP000017.2,
721,CovR,,TF,,M5005_Spy_1083,SP5448_04190,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05365,PMID: 20333240 ,CP000017.2,
722,CovR,,TF,,M5005_Spy_1084,SP5448_04185,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05370,PMID: 20333240 ,CP000017.2,
723,CovR,,TF,gmuD,M5005_Spy_1085,SP5448_04180,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05375,PMID: 20333240 ,CP000017.2,
724,CovR,,TF,,M5005_Spy_1093,SP5448_04140,"M5005_Spy_0424,M5005_Spy_0282",,M5005_RS05410,PMID: 20333240 ,CP000017.2,
