,A,Cra,Mlc,Crp,NagC
abx_mega__polmyx_h2o__5,-1.1695610088,-0.1191076226,0.3163860007,-0.5778881676000001,0.3144666454
abx_mega__naoh-6__5,-1.8864649932000002,-0.0897675072,-0.1274915147,0.2383405456,0.5568552531000001
abx_mega__teix_dmso__11,-1.3199460341,0.0465704776,-0.09037844,0.2231626615,0.20644950950000002
abx_mega__van_h2o__3,0.2047520729,0.21144293290000002,0.31412667510000003,-0.6145709097000001,-0.10870407950000001
abx_mega__teix_dmso__12,-0.43043232070000004,0.283038642,0.8061908068,0.0065499987,0.3704969446
abx_mega__dox_dmso__6,-2.5176215066000003,0.45653899740000004,-0.0334693973,-0.2166458346,1.6769289083999999
abx_mega__teix_dmso__13,-0.0983380185,0.32208788390000004,-0.32273315010000003,-0.6082655704000001,-0.08004949830000001
abx_mega__h2o-7__3,1.3475508474,0.6984863627,0.5154006757,0.012213341,-0.0665552635
abx_mega__str_h2o__4,-0.7680494050000001,0.44962913320000003,-0.3918050671,-0.8489028276,1.3036032806
abx_mega__tec_h2o__3,-2.5503588941,-0.29761332700000004,-0.440020026,-1.5276697252,0.7849566678000001
abx_mega__phos_h2o__7,-1.4889972343,0.24874925080000002,-0.1749744775,0.23647347670000002,0.24837700440000002
abx_mega__chl_h2o__5,-11.0322115386,-2.5241991852,-2.697247267,-2.8546736802,-2.0013173521
abx_mega__polmyx_h2o__6,-2.2077561536,0.5041823862,-0.07330890150000001,-0.6676717403,1.7131801718
abx_mega__teix_dmso__14,-1.2462701293,-0.07935981040000001,-0.1261097737,0.10364661430000001,0.16326985130000002
abx_mega__rif_dmso__7,-2.7404227431,-0.5268674811,-0.5101358624,-0.8174938777,0.48198658660000004
abx_mega__ramo_h2o__3,-1.3860277213,-0.281593315,0.3875044125,-0.1972418484,-0.0397455809
abx_mega__fidax_dmso__4,-0.2321021932,0.2033202929,0.49713891870000004,-0.2550231206,0.2660845439
abx_mega__teix_dmso__15,1.077495021,0.5636834894,-0.0099884259,-0.1637807405,0.3376744088
abx_mega__thio_dmso__4,-3.7320499173,-0.8255073678,-0.7690420509,-1.3135012281,-0.6278073396
abx_mega__rif_dmso__8,-4.3520727769,-1.0206736848,-0.45159101150000003,-1.2176583871,-0.22833033100000003
abx_mega__reta_dmso__4,-7.4512583383,-1.8980427306,-1.7228391349,-2.7449780099,-1.2253273868
abx_mega__inh_h2o__4,-1.37755476,0.2258569543,1.7841063618000002,0.1674650962,0.9629184761
abx_mega__novo_dmso__2,-9.8209640213,-1.6487574424,-2.6496690013,0.7184192778,0.0755437643
abx_mega__dcs_h2o__3,0.6651653865,0.09299178670000001,1.0181377986,-0.0899811296,0.6101818457
abx_mega__h2o-8b__3,-0.3408694655,0.5694757752,1.3566262909,-0.0284053616,0.32387719060000003
abx_mega__valin_dmso__3,-1.5910745619000002,-0.6313929308,-0.1941548977,-0.4440190169,-0.0089812159
abx_mega__h2o-2__1,-0.9554528762000001,0.8258952332,0.4711781499,-0.3742459546,1.948412051
abx_mega__cro_h2o__4,-0.1543867656,0.29548445300000004,1.2341476227000001,-0.0823108953,0.8682855105
abx_mega__dcs_h2o__4,1.6890657497000001,0.5130989705,0.2192984866,0.19009073370000001,0.6526859518
abx_mega__str_h2o__5,1.4463530535,0.4155179375,0.1277061069,0.1230572979,0.7519463337000001
abx_mega__h2o-8a__3,-1.1161252384,-0.1913457136,0.8897769499,-0.3090692798,0.4178681698
abx_mega__dox_dmso__7,-2.2620745146,-0.1410658997,-0.4817212792,0.1271493457,0.22379711260000001
abx_mega__doxo_dmso__2,2.372282212,1.4793937737,-1.5669083448,-0.057352962300000004,0.7148260263
abx_mega__teix_dmso__16,-0.2428370119,0.1245718457,-0.4420042819,-0.7911037301,0.0316518729
abx_mega__rfp_h2o__3,-4.9383487456,-1.9795885468,-2.269063942,-2.2550692285,-1.2336770982
abx_mega__ethanol-10__3,2.8191289719,1.1656597673,0.06545620070000001,0.09459037740000001,0.8769491721
abx_mega__naoh-2__2,-1.2690455324,0.7298784328,0.2090157276,-0.3417330189,1.5609804478
abx_mega__van_h2o__4,-1.6235536048,-1.0022617801,-0.7195771579,-0.7655932475,-0.8388654042
abx_mega__sacet_h2o__2,-0.7683535991,0.0681248837,-0.6473592896,-0.8230648089,1.8095593350999999
abx_mega__monac_dmso__4,-1.6697331653,-0.9495351296000001,-2.4723219776,-1.0244460877,-1.529291422
abx_mega__h2o-2__2,-0.2315973536,1.0371807026,0.2313600482,-0.3020521984,1.8467525677
abx_mega__zeocin_h2o__5,0.8846097956000001,0.4756949567,0.3421494896,0.0940214917,0.6259776164
abx_mega__nor_naoh__5,-1.0182342588,0.0868518041,0.8951182339,0.0455558508,0.2885454616
abx_mega__naoh-9__2,-0.667746621,0.42244225,1.2700842315,0.22416250880000002,0.5019710111
abx_mega__dmso-7__3,0.7225214315,1.0194817082,0.3060077439,-0.4554145486,0.6322148481000001
abx_mega__van_h2o__5,-2.1930544167,-1.1289858779,-0.9470221565,-0.9496879326000001,-1.1089232471
abx_mega__flavo_dmso__4,0.5666829731,0.6369146846,0.6228421164,-0.14394191280000002,0.2938750915
abx_mega__novo_dmso__3,-12.0646117802,-2.0136736217,-3.0333476473,0.257330798,-0.0157648417
abx_mega__polmyx_h2o__7,-0.8872062204000001,-0.0123311545,0.6528071508000001,-0.3373228733,0.33890603610000003
abx_mega__teix_dmso__17,1.5004819867,0.8593728504,0.1792660415,0.035948117,0.3443444097
abx_mega__doxo_dmso__3,3.0905782457,1.236099305,-2.5075392271,-0.3182627866,0.8440434018
abx_mega__mem_dmso__6,0.09741999900000001,0.2800178371,0.5567463253,-0.1118469182,0.8258332941000001
abx_mega__h2o-1a__3,-0.10850522550000001,0.0020168021,0.0352537098,-0.0372321217,0.1342316551
abx_mega__bacit_dmso__3,-6.3084992149,-0.7998925456,-0.3874845421,-0.4922607946,-0.34684179800000003
abx_mega__dox_dmso__8,-4.724331123,0.4150453168,0.46190356390000004,-0.4416388787,1.2268875929
abx_mega__teix_dmso__18,-1.1099107449,0.0781070613,0.2755135796,0.0105278607,0.0180843806
abx_mega__h2o-6__3,-2.0092357265,0.0856897742,0.28019632180000004,0.2876777482,0.260872518
abx_mega__pen_h2o__5,1.1571136192,-0.1534797292,0.5519950943,-0.1645882529,0.2041167701
abx_mega__lzd_dmso__4,-3.5202690838,-0.748016454,-1.1715512263,-0.8421746734000001,-0.12924936480000002
abx_mega__daro__1,-2.8205330444000003,-0.20705187460000002,-0.335766281,-0.7797289048,-0.3296501754
abx_mega__solv__1,-3.2989722019,-1.0056856991,-1.8045761457,-0.9412126322000001,-0.3974229933
abx_mega__daro__2,-2.3983765875,-0.1504947225,-0.23957134470000002,-0.555678611,-0.1677226885
abx_mega__daro__3,-1.4911649849000002,-0.0780020468,0.0018318481,-0.38526479500000005,0.1322989424
abx_mega__solv__2,-4.4794935739,-1.6227949732,-2.1617698878000002,-1.0984957077,-0.6507720247000001
abx_mega__solv__3,-1.9620286252999999,0.1739395561,0.0690173728,-0.4458656036,0.0096532302
abx_mega__dmso-4__1,-5.0127933098,0.1111824897,-0.3202923549,-0.23661516940000002,0.470782189
abx_mega__kirr_dmso__1,-9.8219665067,-1.6871165206,-1.7655565622,-1.8181327083,-1.5818826889
abx_mega__kirr_dmso__2,-9.8917378533,-1.8467455325,-1.8507072729,-2.037821897,-1.7664914859
abx_mega__kirr_dmso__3,-11.793569031,-1.8338820872000001,-2.1889525205,-2.2059426753,-1.6133526084
abx_mega__dmso-4__2,-5.5737596501,0.13301290840000002,0.1321226721,-0.4792645071,0.3812141308
abx_mega__dmso-4__3,-3.1114575066,0.0656847635,-0.2998145004,-0.054275376300000004,0.3125811008
ackA_pta__dnaA46_del_ackA__1,2.2029356468,0.1905030133,0.6948538807,1.2971935035,0.6026021385
ackA_pta__dnaA46_del_ackA__2,3.1817186944,0.7383686660000001,1.4504488952,2.020927993,1.0268318401
ackA_pta__dnaA46_del_ackA__3,1.4379382725,0.3439561471,0.4072018817,0.5760517667,0.4229660927
ackA_pta__dnaA46_del_pta__1,5.369100725,1.2068888213,1.7221404261000002,2.383091682,1.4675621065
ackA_pta__dnaA46_del_pta__2,0.017751923000000003,-0.095472335,-0.0853559867,1.2512872247,0.30331988190000003
ackA_pta__dnaA46_del_pta__3,1.2681340042,0.5830917221,1.0795454656,1.4331106707,0.5655988338
ackA_pta__dnaA46__1,1.0240975122,0.0403262807,0.3816205903,0.1517886605,0.2551529611
ackA_pta__dnaA46__2,-1.3076155259,0.1194841707,-0.5467053099,-0.2646015759,-0.4719108241
ackA_pta__dnaA46__3,1.2392149715,-0.0049074938,0.3053909006,0.256464884,0.1397465145
ackA_pta__del_ackA__1,1.9819823054,0.4546612642,0.8218096872,0.9591927252,0.8771623346
ackA_pta__del_ackA__2,4.4119713608,1.2432007328,2.0602771318,2.5388323397,1.3396833729
ackA_pta__del_ackA__3,1.9136150361,0.1714729243,0.3261445811,0.9744724369000001,0.5784910796
ackA_pta__del_pta__1,-0.5630907974,-0.5463070987,-0.30191738900000004,-0.30103145470000003,0.009883672500000001
ackA_pta__del_pta__2,1.0320714258,0.1378789785,0.1468685427,1.2020478367,0.4534740102
ackA_pta__del_pta__3,2.3424123274,0.1307434928,0.43755953810000003,0.7380002376,0.3876995485
ackA_pta__wt__1,1.258503609,0.0512744329,0.4439897143,0.0829169912,0.0734507119
ackA_pta__wt__2,-0.769168089,-0.0855589727,-0.40034013700000004,-0.075921268,-0.10931303560000001
ackA_pta__wt__3,-0.48933552,0.0342845398,-0.0436495773,-0.006995723200000001,0.035862323700000004
anticancer__5fu__1,-3.878393055,-1.5009690278,-0.5732370228,-0.2546401567,-0.7572015743
anticancer__5fu__2,-3.0446379584,-1.1179878452,-0.3956461202,-0.30518404320000003,-0.5871623576
anticancer__cap__1,-1.9682452244,-0.6506346825,-0.3051752171,-0.5181824078,0.7531326936
anticancer__cap__2,-1.7654619579,-1.0372223915,-0.46246535980000003,-0.675081557,0.8676936182
anticancer__cap__3,-1.9596098457000002,-1.067575678,-0.27130480220000003,-0.7835359689,0.7008664609
anticancer__wt__1,-0.544383256,-0.15142821580000002,-0.5828466157000001,0.2440588662,-0.4050306145
anticancer__wt__2,0.5691994592,0.0827449849,0.0372393613,-0.0309117965,-0.1199603831
anticancer__wt__3,-0.024816203300000002,0.0686832309,0.5456072544,-0.21314706960000002,0.5249909975
anticancer__5fu__3,-5.010362535,-2.014499793,-1.1346040556,-0.39514538390000004,-0.5856190402
bio_pln__aero_pln__1,0.11961524350000001,0.23210094990000002,0.0,0.1831441383,0.025343671300000002
bio_pln__aero_pln__2,-0.11961524350000001,-0.23210094990000002,0.0,-0.1831441383,-0.025343671300000002
bio_pln__anaero_pln__1,-1.3164436932,0.26515645800000004,0.0,-0.1003374077,0.1294729788
bio_pln__anaero_pln__2,-0.2806860982,0.2561928144,0.0,-0.0489066405,0.0651774293
biocide__bzcl_12h__1,-1.0735579921,-0.10761919830000001,-0.35966599050000003,-0.1152614403,-0.25007072080000003
biocide__bzcl_12h__2,-1.2333361295,-0.178994125,-0.2075224444,0.33069778580000003,0.12993324950000001
biocide__bzcl_12h__3,-1.1357411103,-0.2006570477,-0.10651444110000001,0.0395780566,-0.3399033705
biocide__etoh_12h__1,-0.3417192778,-0.30697530840000004,0.6997924476,0.0799160108,0.3657080233
biocide__etoh_12h__2,-0.2195401722,-0.4269761587,0.5223191365000001,0.13476163600000002,0.30091005870000004
biocide__etoh_12h__3,-0.0238393878,-0.1724353773,0.5853794152,0.1271931801,0.45636289420000004
biocide__gluald_12h__1,-0.8716561127,0.11865753550000001,-0.0168800032,0.3101981754,0.1636221606
biocide__gluald_12h__2,-0.48626200890000004,0.0001791683,0.0754571765,0.16749059400000002,0.32455968100000004
biocide__gluald_12h__3,-1.1698544218,0.1435802172,0.0406043052,0.2033144985,0.053563257100000004
biocide__h2o2_12h__1,-0.6434601431,-0.0542543271,-0.14838281820000002,0.0350800225,0.056757479000000007
biocide__h2o2_12h__2,-0.073483459,-0.175686654,-0.2455355759,-0.018607714600000002,-0.15501985170000002
biocide__h2o2_12h__3,-0.044656816200000005,-0.0620497163,0.1699168299,0.0177745832,0.09507661860000001
biocide__2ppoh_12h__1,-0.5033883742,-0.0073964807,0.8726627092,0.1296212176,0.269357874
biocide__2ppoh_12h__2,0.0669863213,0.0516241032,0.6802689067000001,0.0410003929,0.2584385833
biocide__2ppoh_12h__3,-0.29627168660000003,-0.055358756,0.8173169553,0.1329939336,0.1712076696
biocide__paa_12h__1,-0.0509786842,0.1804776733,-0.027392577600000002,-0.0046637408,0.1495589018
biocide__paa_12h__2,-0.0088944423,-0.0159070003,0.0570774493,-0.0345939636,0.0197274285
biocide__paa_12h__3,0.0796369957,-0.2095728097,-0.057755925900000005,-0.0639964626,0.1512518567
biocide__phe_12h__1,-1.2769969915,0.031107773300000002,0.14531607670000002,0.2637505564,0.139751667
biocide__phe_12h__2,-0.9940264888,0.34035044410000004,0.13437022710000002,0.1366857256,0.1263668118
biocide__phe_12h__3,-1.8017459219,0.020981514,-0.0318213108,0.12908140170000001,0.2689040045
biocide__pvp-i_12h__1,-0.6675883701,-0.2207426317,0.104729837,-0.0130459532,-0.0798497468
biocide__pvp-i_12h__2,0.1912389866,0.3447402825,0.0042958031,-0.051017588700000005,0.010531830300000001
biocide__pvp-i_12h__3,-0.2653177293,-0.4274023408,-0.3810768881,-0.0771750924,-0.011919891
biocide__bleach_12h__1,-0.7193292248,0.1471832407,0.14215804240000002,0.0070308263,-0.2277978492
biocide__bleach_12h__2,-0.5526760049,0.0071844993,0.1520622831,-0.0562055273,0.0649392527
biocide__bleach_12h__3,-0.22512576750000002,0.10368759350000001,0.1312836393,-0.019864096300000002,0.0636521925
biocide__chx_12h__1,-0.6987139865,-0.10786965280000001,0.0731061639,0.1456210242,0.35554444900000004
biocide__chx_12h__2,-0.6648088306000001,-0.2406585159,-0.0073494911,0.0296414633,0.09092419560000001
biocide__chx_12h__3,-0.1635363698,-0.3918304245,0.0001869157,0.1012229557,-0.0335046972
biocide__bzcl_30m__1,-1.8962640107,0.38526076270000004,-0.47265736960000004,0.0599384649,0.3262342217
biocide__bzcl_30m__2,-2.0789179041,0.26514076880000004,-0.3554696787,0.1659899168,0.1312950018
biocide__bzcl_30m__3,-1.4076800669,0.1345217413,-0.40742443910000004,0.13117654180000002,0.2400888495
biocide__phe_30m__1,-0.9531377763000001,0.07303704100000001,0.0110329647,-0.45115989980000004,0.0197825547
biocide__phe_30m__2,-0.0846427018,0.36231006590000003,-0.0196509069,-0.042227577700000005,0.1044141108
biocide__phe_30m__3,0.12369693300000001,0.3962505273,0.0823248384,-0.3036384238,0.1027609158
biocide__pvp-i_30m__1,-0.6374430427000001,0.0783579105,-0.0847311528,0.0831416516,-0.0397742835
biocide__pvp-i_30m__2,-0.4307731905,-0.0180500286,-0.15641089200000002,0.1639234027,-0.0158966928
biocide__pvp-i_30m__3,-0.7129079084000001,0.07780598770000001,-0.3147388129,-0.0031211273,0.2762972641
biocide__ctrl_12h__1,-1.0239847375,-0.2340354534,-0.0673758291,-0.0810982225,0.09757365250000001
biocide__ctrl_12h__2,-0.9406726656000001,-0.28349101790000003,-0.0655193089,-0.1099524013,0.1533285104
biocide__ctrl_12h__3,-0.9205383685,-0.0772832458,-0.2916683352,0.0403956206,0.021606768300000002
biocide__ctrl_30m__1,-0.37127516930000004,0.12006625230000001,0.0042656498,0.2016413779,0.08898068640000001
biocide__ctrl_30m__2,0.5977710674,-0.07429156,-0.033380053800000004,-0.2203103585,-0.0683388957
biocide__ctrl_30m__3,-0.2264958981,-0.045774692400000004,0.0291144041,0.0186689805,-0.0206417907
clpP__wt__1,-0.2165869521,-0.2256413553,-0.1911156772,-0.0666339028,-0.0131791731
clpP__wt_DPTA__1,-2.4705601953,-0.5389879285,0.1644481586,0.503766096,0.8193363367000001
clpP__wt__2,0.1741336054,0.0224175326,0.1439426268,-0.1321270107,-0.10605427690000001
clpP__wt_DPTA__2,-1.4882437509,-1.0302191929,0.274573512,0.4881845549,0.7827974737000001
clpP__wt__3,0.0424533467,0.20322382260000002,0.047173050300000005,0.1987609135,0.11923345
clpP__wt_DPTA__3,-1.9921543888,-0.1525518652,0.5245718141,0.5070739993,0.7978917896000001
clpP__delclpP__1,-0.6305957193,-0.4544553103,0.027502780100000002,-0.8734644257,-0.030079665800000002
clpP__delclpP_DPTA__1,-3.0261677027,-0.8127026041000001,-0.19889558440000002,0.0105121308,0.4124535479
clpP__delclpP__2,-0.46209486790000004,-0.1446541374,0.11010414360000001,-0.3758395962,-0.172205051
clpP__delclpP_DPTA__2,-1.2495907035,-0.8097424753,-0.4369055959,-0.080117849,0.1719413155
clpP__delclpP__3,0.11139332260000001,-0.17896917910000001,0.1699646992,-0.5751663553,-0.1212933904
clpP__delclpP_DPTA__3,-0.8584629602,-0.8306650697,-0.1857721493,-0.1688967908,0.3675894918
colombos2__delydcR__1,1.3037230899,0.2995379468,-0.0927341045,-0.0693545751,-0.1131686056
colombos2__delydcR__2,-0.2220982038,-0.1146225809,-0.0309548176,-0.33321683020000004,0.1156372999
colombos2__delydcR__3,2.6797340987,0.3880260665,0.3133803187,-0.0393089613,0.1408081122
colombos2__delyjiR__1,0.37301024720000003,0.2664500186,0.3971751137,-0.099687806,-0.3368869151
colombos2__delyjiR__2,-0.2153973855,0.6373930278000001,0.5037100135,0.25691065290000004,-0.040645616
colombos2__delyjiR__3,-1.2607347735,0.6419076343,0.5176265316,0.162327729,0.308678438
colombos2__wt__1,-1.3391877222,-0.2345559107,0.1396134658,0.2204930321,-0.1624891013
colombos2__wt__2,-0.092396925,0.0697656624,-0.3020847008,-0.4360373755,0.11472722540000001
colombos2__wt__3,1.4315846472,0.16479024820000002,0.16247123500000002,0.2155443434,0.047761876
crp_k100__ar1_ar2__1,-14.8976951061,-2.3783714473,-2.4676074201000002,-1.2995977401,0.7707916578
crp_k100__ar1_ar2__2,-14.2075872331,-2.0066024704,-1.413414504,-1.3858488461,0.5744002344
crp_k100__ar1_ar2__3,-14.4526099887,-1.3598923012,-1.0870234351999999,-1.1551255076,0.7202104132
crp_k100__wt__1,-0.0954759513,-0.161661407,0.17484705080000001,-0.0264047357,-0.1717941581
crp_k100__wt__2,0.2043287513,0.14684029410000002,-0.20348712500000002,0.1464903964,-0.013683776000000002
crp_k100__wt__3,-0.1088528,0.0148211129,0.0286400742,-0.1200856607,0.18547793410000002
crp_k100__K100Q__1,-0.6956961422,-0.7400296676,-0.5925475753,-0.2522707463,-0.15920572530000002
crp_k100__K100Q__2,-0.11199065670000001,0.5750418994000001,-0.6800881167,-0.2711134562,-0.2426002203
crp_k100__K100R__1,1.6694951663,-0.11170383830000001,-0.46106587,-0.0595239595,-0.2977834225
crp_k100__K100R__2,0.2264056173,-0.5430079839,-0.2100798791,0.5050291552,-0.1620444017
crp_k100__K100R__3,1.1122834705,-0.49893067080000003,-0.4272828115,0.0660056332,-0.0879281305
csrA__wt_t00__1,0.1689812108,-0.3707780097,-0.6636780512,-0.13018558560000001,0.2947018404
csrA__wt_t02_30__1,2.3447215255,-3.5865533226,-3.5722242548,-1.1339696385,-2.2259402566
csrA__wt_t05__1,4.1385033987,-5.7780557093,-5.016855405,-2.4550083112,-4.0870834582
csrA__wt_t10__1,6.3323737019,-4.7518961950000005,-4.3183697785,-4.1870252178,-4.0178820409
csrA__wt_t15__1,7.0778864026,-4.2157334302,-3.5822747009,-3.2111292318,-3.1548597006
csrA__delcsrA_t00__1,-0.3365422098,0.2927956241,0.3002256137,0.3613869819,0.6860684059000001
csrA__delcsrA_t02_30__1,2.3329527945,-4.2269343846,-3.8832670596,-0.6674396287000001,-2.0868461459
csrA__delcsrA_t05__1,4.7242971851,-5.616590702,-4.0288334629,-2.2221447579,-3.8770384556
csrA__delcsrA_t10__1,7.3705604328,-4.490289216,-4.0439525015,-3.4198734015,-4.0618278722
csrA__delcsrA_t15__1,7.0233286584,-4.4193667717,-3.3096940543,-3.2339359789,-3.0998055131
csrA__wt_t00__2,-0.1689812108,0.3707780097,0.6636780512,0.13018558560000001,-0.2947018404
csrA__wt_t02_30__2,2.1132068384,-3.3697204093,-3.0019031822,-1.2511893155,-1.9465663178
csrA__wt_t05__2,4.4718531328,-5.5219115844,-4.4746840295,-2.3292575708,-4.111981838
csrA__wt_t10__2,6.9406763024,-4.51632258,-4.1397100757,-4.1135135934000004,-3.7568931452000003
csrA__wt_t15__2,7.8338406001,-4.0698390471,-2.9002948555,-3.434645459,-2.9840681647
csrA__delcsrA_t00__2,-0.4285337589,-0.3493717262,-0.518551289,0.1876233269,0.5010560884
csrA__delcsrA_t02_30__2,1.4476232243,-4.3276460983,-3.703844215,-1.1638283926,-2.7843105391
csrA__delcsrA_t05__2,4.1379657077,-5.3836398148,-4.6814366986,-2.0312934097,-4.0383341246
csrA__delcsrA_t10__2,6.4074549767,-4.5911441743,-3.495309423,-3.5341055024,-3.278481602
csrA__delcsrA_t15__2,6.4990760554,-3.4800172691,-2.3880310569,-3.0369515843,-2.4242865819
cstr_pfr__str_0005m__1,0.17821509970000002,0.0040761431,0.1826677279,0.1036371583,0.0003591743
cstr_pfr__str_0010m__1,0.9705942835,-0.19354410700000002,-0.0169905129,-0.2296760947,-0.0952887864
cstr_pfr__str_0025m__1,-0.3307415272,-0.0252106131,-0.0091281664,0.0383571309,0.07000311050000001
cstr_pfr__str_0045m__1,-0.2843022147,-0.0182414236,0.09280752090000001,0.0360981407,0.1234105379
cstr_pfr__str_0075m__1,-0.41386639540000003,-0.0563540144,0.043661573,0.0112518975,0.0996935456
cstr_pfr__str_0120m__1,-0.2138485601,-0.10777327810000001,0.059448551,0.0065400067,0.038059775500000004
cstr_pfr__str_0210m__1,-0.2550258583,-0.0467845909,0.1094569422,0.0613117897,0.1330514139
cstr_pfr__str_0330m__1,-1.1399291646,-0.1008799459,0.175311099,0.0752505852,0.19105852040000001
cstr_pfr__str_1500m__1,-1.1927344165,-0.051198761,0.16967024690000002,0.0646232551,0.1305550475
cstr_pfr__str_1560m__1,-0.2779434892,-0.0517579081,0.1560474058,0.0745769649,0.1205545366
cstr_pfr__str_1680m__1,0.0003474862,-0.0723287338,0.1265205327,0.0132959954,0.0294759007
cstr_pfr__str_ref1__1,-0.0806423537,0.0266982955,0.0683387528,0.0309166155,0.0526074237
cstr_pfr__str_ref2__1,-0.3433520641,-0.0641191569,-0.0786472813,0.050854043200000004,-0.0419785869
cstr_pfr__str_ref3__1,-0.169765406,-0.0155839911,-0.0393505159,0.0781229599,-0.0137304599
cstr_pfr__pfr_P5_0005m__1,0.23620474600000002,-0.1228545317,-0.0843390155,0.269221989,-0.07912799150000001
cstr_pfr__pfr_P5_0010m__1,1.3776225513,-0.3686779938,-0.10871690240000001,0.0489485095,-0.3061680526
