,A,Cra,Mlc,Crp,NagC
ddp__pNT3_yicR__2,-3.9319718698,1.3387930236,-0.0189907281,0.7206732189,-0.3052513302
ddp__pNT3_yqjD__1,-2.5010351726,0.2153927813,-0.5115983488,0.5565290979,-0.6401767972
ddp__pNT3_yqjD__2,-2.0021861584,0.3697857256,-0.9624891712,0.5652993358,-0.4537552172
ecomics__del_gabT__1,-0.6812638310000001,-0.32855495770000004,0.0187027316,-0.2183604482,-0.049298515700000003
ecomics__del_gabT__2,0.6812638310000001,0.32855495770000004,-0.0187027316,0.2183604482,0.049298515700000003
ecomics__del_putP__1,0.5462643711,0.0893959757,0.026096075000000003,0.0496916416,-0.1706204631
ecomics__del_putP__2,0.43103068790000004,0.3431367442,-0.0340513959,0.2503393265,-0.346828796
ecomics__del_entF__1,1.492037939,0.8703787922,0.037618232200000004,0.39555321730000004,-0.3454946593
ecomics__del_entF__2,0.4424059054,0.0773607038,-0.4615700482,0.11605645020000001,-0.2320734485
ecomics__del_entF__3,-0.2224661634,0.1881309494,-0.6166896629,0.2931170004,-0.3374426695
ecomics__del_cysA__1,0.4858986213,0.45271755810000003,-0.0776495895,0.3087574011,-0.1077910311
ecomics__del_cysA__2,0.6998861605000001,0.571322573,-0.27601795100000004,0.0756466625,-0.21810029920000001
elyC__wt_21C__1,4.0753899248,0.1607831971,1.373822475,0.2997067975,-0.46082076310000003
elyC__wt_21C__2,4.0948819811,0.09397259570000001,1.2390376889,0.2171652813,-0.4802449145
elyC__wt_21C__3,3.7826355379,-0.0960276958,1.0729582554000001,0.20048826090000002,-0.4758891792
elyC__wt_37C__1,0.045147725,-0.0022998817,0.16935063320000002,0.0055111309,-0.0806946466
elyC__wt_37C__2,0.0465242216,0.040383485000000004,-0.1240916886,0.0383910612,0.0962485102
elyC__wt_37C__3,-0.0916719466,-0.038083603300000005,-0.0452589446,-0.0439021921,-0.0155538636
elyC__delelyC_21C__1,3.9114583284,0.10578371680000001,0.8716124286,0.2526018277,-0.4799490939
elyC__delelyC_21C__2,3.9843910196000003,0.2917264067,1.3448959423,0.270288277,-0.46032880340000004
elyC__delelyC_21C__3,4.0221239103,0.1777440115,1.2614689228,0.2825423364,-0.5684496784
elyC__delelyC_37C__1,0.09198090040000001,0.009816943600000001,0.299568583,0.1877512114,-0.0455243875
elyC__delelyC_37C__2,0.2029825633,0.0028539415,0.2562318931,0.1650360705,-0.0290182275
elyC__delelyC_37C__3,0.2128822864,0.0076040322,0.2932513061,0.1449864971,-0.0873604766
evo_acid_w__F9_2__1,-0.5941465757000001,0.217797859,-0.9839882010000001,0.45212262210000004,-0.0336627051
evo_acid_w__F11_1__1,-2.3076339918,0.3817420467,-0.0099314351,0.0515482653,0.7245908224000001
evo_acid_w__F11_1__2,-2.0227311829,0.0725812748,-0.7832043138,0.1563578091,0.8464630962
evo_acid_w__F11_1__3,-1.1616370499,0.44919307610000003,-0.4428987802,0.2851965476,0.8577575938
evo_acid_w__wt__1,-0.8568270719000001,-0.0609622073,-0.0817365624,0.1360930215,0.37329672620000004
evo_acid_w__F11_2__1,-0.3660693264,0.6252667381,0.7231927936,0.1526137479,0.1190346654
evo_acid_w__B11_2__1,-0.38686446420000004,1.2889337574,0.8777322671000001,0.7470542054,0.9414496318000001
evo_acid_w__F11_2__2,0.5641686691000001,0.6075660936,0.11594539999999999,-0.0330759678,0.4464384095
evo_acid_w__wt__2,-0.38002938950000004,0.0863890039,0.16879678650000002,0.0921125297,0.3230751162
evo_acid_w__B11_1__1,1.0522480411,1.7152523092,0.3556677891,0.0459686345,0.3898253964
evo_acid_w__H9_1__1,-12.4813187113,-2.0031697105,-3.2800140346,-1.7381250601,-1.1060796115
evo_acid_w__H9_2__1,0.5628162575,0.3546445131,-0.16938719130000002,0.1060124781,0.020361174000000003
evo_acid_w__B11_2__2,-0.30695780570000003,1.39013901,1.0168571999,0.7565786075,1.0027269489
evo_acid_w__wt__3,-1.5029522717,0.021809976000000002,0.3490969607,-0.0206086192,0.2644876727
evo_acid_w__H9_2__2,0.19361436310000002,0.12475231960000001,-0.3436489784,0.2191212157,0.0005867416
evo_acid_w__B11_2__3,-0.17451353020000002,1.4450520969,1.0922144848,0.701250519,1.0182667553
evo_acid_w__F11_2__3,-0.0932345625,0.8090461283,0.38839896100000004,0.0061447768000000005,0.5020649165000001
evo_acid_w__F9_2__2,-0.5869096442,-0.09832871280000001,-1.2214502243,0.5616911087,0.056946643000000005
evo_acid_w__wt__4,-0.1154383098,-0.20560811410000002,-0.5731521968000001,0.2075206627,-0.1031379447
evo_acid_w__wt__5,-0.5770709667,-0.0694291011,-0.34865564860000003,0.07605606050000001,0.000119796
evo_acid_w__wt__6,1.8969329592,0.0506369624,0.3230390822,-0.0229880917,-0.10318436560000001
evo_acid_w__H9_1__2,-12.2723450317,-2.1001270599,-3.1354145669,-1.7211272316000001,-0.8267715971
evo_acid_w__F9_1__1,-2.2769596279,0.5066841750000001,-0.7181628439000001,0.33539129840000004,0.5936995358
evo_acid_w__F9_1__2,-1.9525341132,0.34524607700000004,-0.7048597104000001,0.37333806010000004,0.5090129706000001
evo_acid_w__B11_1__2,0.5459694135000001,1.1038660302,0.7528283671,0.1027974094,0.1419032175
evo_acid_w__H9_2__3,0.6446475995000001,0.34977235560000003,-0.0534839562,0.2542201101,0.1013846568
evo_acid_w__wt__7,-0.48091616740000004,-0.11484903540000001,-0.5175265199,0.1532453091,-0.1065901404
evo_acid_w__F9_1__3,-2.1986582404,0.46375516120000004,-0.6485414567000001,0.3624937381,0.5272168730000001
evo_acid_w__F9_2__3,-0.5045140409000001,0.019701898500000002,-1.0517686927,0.5062765036,-0.0060809588
evo_acid_w__wt__8,1.4245419068,0.28949748670000003,-0.007244615,-0.3269025847,-0.166680399
evo_acid_w__B11_1__3,1.2505939081,1.2695602862,0.7232061924000001,0.09219357800000001,0.34611100780000004
evo_acid_w__wt__9,0.5917593111,0.0025150290000000002,0.6873827133,-0.2945282879,-0.4813864613
evo_bz__c3_1_bz__1,-1.3825222243,0.1410654555,-0.7194514526,-0.385355987,-0.2436687022
evo_bz__c3_1_bz__2,-2.2917126943,-0.3910279091,-0.1489597484,-0.6930073795,-0.7868668856000001
evo_bz__c3_1_bz__3,0.0687330112,-0.44154555100000004,-0.1978897038,-0.7755713976,-0.602122102
evo_bz__c3_1_bz__4,1.018552369,-0.5611262142,-0.3019231268,-0.6576656106000001,-0.5575778383000001
evo_bz__g5_1_bz__1,-4.7369238364,-0.3524552037,-0.0761876486,-0.1341736427,-0.26592276740000004
evo_bz__g5_1_bz__2,-3.7572151498,-0.9056081209,-1.8145008137,-0.5635110724,-0.1837115699
evo_bz__g5_1_bz__3,-4.5992805415,-0.42057476650000003,-0.7200377134,-0.1045202598,-0.4470846914
evo_bz__g5_1_bz__4,-3.5799487823,-0.8672213773,-0.7611552868,-0.5514972085000001,-0.7020956768000001
evo_bz__g5_1_bz__5,-2.3384400043999998,-0.4427516114,-0.2923486238,-0.5907591781,-0.6989865362000001
evo_bz__g5_1_bz__6,-2.6259252399,-0.7546014759,-0.4172799271,-0.5379723588,-0.5895255349
evo_bz__w3110d13__1,0.0916116383,0.2453102094,0.09234065,0.5884298837,0.3640106078
evo_bz__w3110d13__2,-0.2232852753,0.2457475705,-0.2690136462,0.5233414408,0.4962312655
evo_bz__w3110d13__3,0.4018847969,-0.1542627521,0.011500774,-0.4463507494,-0.2776493474
evo_bz__w3110d13__4,-0.5471629607,0.0075343704000000004,0.0815308783,0.4678437997,0.3259976814
evo_bz__w3110d13__5,0.0598338579,0.0001936499,0.0899443357,-0.7475887920000001,-0.5239656915
evo_bz__w3110d13__6,0.217117943,-0.3445230481,-0.0063029918,-0.38567558290000004,-0.3846245158
evo_bz__w3110d13_bz__1,-0.7501606980000001,0.16050459590000002,-0.30116679360000004,-0.31419254,0.21895280220000002
evo_bz__w3110d13_bz__2,-0.7833495880000001,-0.4633537807,-0.8002965940000001,-0.1236678575,0.4167498631
evo_bz__w3110d13_bz__3,-1.0019134919,-0.6211628684,-0.23880075250000002,-0.7518707576,-0.7915088875
evo_bz__w3110d13_bz__4,-0.5597317721,0.1250024662,-0.19524666070000002,-0.10341932470000001,0.2617127016
evo_bz__c3_1_bz__5,-1.0339866056,-0.2019906604,-0.7240936758000001,-0.31786441590000003,-0.3252885385
evo_bz__c3_1_bz__6,-1.3704572818,-0.17092258500000002,-0.8589209416,-0.5855978821,-0.4018571486
evo_bz__g5_2_bz__1,-3.3645043816,-0.9988764317000001,-0.2774310042,-0.9927383484000001,-0.9498330166000001
evo_bz__g5_2_bz__2,-2.6813047701,-0.8214510339000001,-0.1255419556,-1.0770436531,-0.9517561611
evo_bz__g5_2_bz__3,-0.9031037832000001,-0.7360847575,-0.0174425119,-0.9319843065000001,-1.0081526366
evo_bz__g5_2_bz__4,-0.10412887200000001,0.3966041554,0.0816622706,-0.3099510565,-0.26518420930000003
evo_bz__g5_2_bz__5,-0.162691784,0.3910926074,0.09929820560000001,-0.5033890871,-0.254743176
evo_bz__g5_2_bz__6,-0.9740351479,-0.035026353,-0.39102732090000003,-0.43552663960000004,-0.1206743358
evo_bz__w3110d13_bz__5,-0.7092787288,-0.2532313176,-0.18226395650000002,-0.9039885132000001,-0.7654653810000001
evo_bz__w3110d13_bz__6,-0.5699911106000001,-0.8358621076,-0.4487968303,-0.882397812,-0.8209885163
evo_bz__a1_1_bz__1,-2.4792472989,0.1310562172,0.060168091900000005,-0.1968594431,-0.0918633216
evo_bz__a1_1_bz__2,0.797666874,0.5837345662,0.31617225260000004,-0.0757624216,0.1507380543
evo_bz__a1_1_bz__3,-1.4619254426000001,-0.7926743156,-0.12906503830000002,-1.1352115054,-0.9245518928
evo_bz__a1_1_bz__4,-0.2782776451,1.3401219728,1.0898718294,-0.1630694594,0.2734011125
evo_bz__a1_1_bz__5,-1.7940446201,-0.5941587655,-0.2511592572,-1.1430905682,-1.0140304528
evo_bz__a1_1_bz__6,-1.2451201229,-0.7212959865,-0.138570401,-1.1479592129,-0.9084577521
evo_metab__wt__1,-0.3642639368,-0.8537273313,-0.5246946086000001,0.0216952277,0.0980757847
evo_metab__del_zwf__1,-0.3822990464,-0.5581509644,-0.1511229648,0.0089552738,0.0814096903
evo_metab__zwf_ale1__1,-1.1142795862,-0.4894097088,-0.2756127551,-0.029136735400000002,-0.0015999659000000002
evo_metab__zwf_ale2__1,-1.2658438127,0.0555135524,-0.1856577365,-0.22346250180000002,-0.6214535053
evo_metab__del_ppk__1,-0.3449633379,-0.0787142445,0.9207527334000001,-0.5950074874,-0.4343137039
evo_metab__ppk_ale1__1,0.263603778,0.1591601426,1.0278541966,-0.2819178846,-0.3463695222
evo_metab__ppk_ale2__1,-0.978852581,-0.6722701763000001,-0.0680068915,-0.2129587413,-0.45085112390000004
evo_metab__ppk_ale3__1,-0.6646753476,-0.6569091517,-0.0025062506,-0.6664505470000001,-1.2504094099
evo_metab__del_dapF__1,0.0287887868,-0.6965257371,-0.5120070721000001,-0.2899666271,-0.1888778399
evo_metab__dapF_ale1__1,0.4681973493,-0.867810289,-0.5230947454,-0.0956451908,-0.5313163351
evo_metab__dapF_ale3__1,0.8030757864,-0.2072308356,0.32368453540000003,-0.534902734,-0.1600429693
evo_metab__del_entC__1,-0.5175110797,-0.0366993311,0.36243708,-0.09387450950000001,-0.0191638987
evo_metab__entC_ale1__1,-1.4035420078,0.012245357600000001,-0.07187438110000001,-0.4795015226,-0.2234364516
evo_metab__entC_ale2__1,-0.48785193990000003,-0.41071263300000005,-0.3802541654,0.3381492062,-0.3145067384
evo_metab__del_dgk__1,-0.2799453756,0.3169642319,0.3298268554,-0.2479411708,-0.1917854034
evo_metab__dgk_ale1__1,2.3768030086,0.015997995100000002,0.4615941858,0.1803691418,-0.1698142604
evo_metab__dgk_ale2__1,0.1316535816,0.0644254838,0.1909554302,0.5647813138000001,-0.016866141600000002
evo_metab__dgk_ale3__1,-0.1380250557,-0.3527493064,-0.2814582348,-0.0535453575,-0.17622947860000002
evo_metab__wt__2,0.5518998392000001,0.11344961220000001,0.1579800325,0.0598112988,-0.2599185201
evo_metab__del_zwf__2,-1.6112170398,-0.0776861945,-0.0682395008,0.1188856227,0.3484342091
evo_metab__zwf_ale1__2,0.7665501746000001,-0.3085645329,0.2411386006,0.34647646330000004,-1.2360531968
evo_metab__zwf_ale2__2,2.4381507013,0.5362143779,1.0908849859,-0.08200134910000001,-0.7644505840000001
evo_metab__del_ppk__2,0.9531573328,0.2827147237,0.4016555819,-0.1543697162,-0.33679136130000004
evo_metab__ppk_ale1__2,1.4637044842,0.1739749676,0.5431213887,0.5010526678,-0.3362358344
evo_metab__ppk_ale2__2,0.8944376310000001,0.5552778938,0.8579887267,0.033069829700000004,0.2396673951
evo_metab__ppk_ale3__2,0.4318781592,0.6973714623,0.573189641,-0.1021128979,-0.4816370246
evo_metab__del_dapF__2,-1.7747330136000001,-0.29816975030000004,-0.4212356386,-0.5275545316,0.1065953558
evo_metab__dapF_ale1__2,-1.7625641798,-0.16488263350000001,-0.8953503212,-0.8740408744,-0.9855779253
evo_metab__dapF_ale3__2,-1.4235049075,-0.1090022791,-0.419080999,-0.6052099843000001,0.0611519644
evo_metab__del_entC__2,-0.4351749311,0.3859898433,0.3517561702,-0.520378201,-0.2001060455
evo_metab__entC_ale1__2,-0.8908958436000001,-0.5205175573,-0.13752440300000002,-0.1808186141,-0.2241348119
evo_metab__entC_ale2__2,0.142732051,0.3174432465,0.4117304191,-0.2481074814,-0.3855496202
evo_metab__entC_ale3__1,0.6638975650000001,0.5627784507,0.5199390389,-0.1007067708,-0.3035566092
evo_metab__del_dgk__2,-0.0245386998,0.4923875361,0.1986244208,-0.2493838519,-0.12016577660000001
evo_metab__dgk_ale1__2,0.9037696085,0.3566497402,0.2449615867,0.0934857714,-0.6637304453
evo_metab__dgk_ale2__2,0.5396928083,0.7956397664,0.7973066025000001,0.0258529291,-0.2130404601
evo_metab__dgk_ale3__2,0.3891644683,0.3601288832,0.4549861613,-0.7092992376,-0.1591644766
evo_metab__wt__3,-0.1876359024,0.7402777192000001,0.366714576,-0.08150652650000001,0.1618427355
evo_metab__del_zwf__3,-0.1995078575,0.48647327700000004,0.6809600842,-0.38365261440000004,-0.4057033719
evo_metab__zwf_ale1__3,0.5211618608,0.27027891930000003,0.5077680875,0.30292598800000003,-0.9853064532
evo_metab__zwf_ale2__3,1.1429169717,1.101532198,1.0226943412,-0.5695966895,-0.49336177330000003
evo_metab__del_ppk__3,-0.2812595765,0.7309354211,0.5347412043,-0.5088220601,0.13620841820000001
evo_metab__ppk_ale1__3,1.8743734308,0.7472775657,0.8215885572,-0.5568547845,0.1241172425
evo_metab__ppk_ale2__3,0.9779344656000001,0.8744017874000001,1.2155235219,-0.1075832786,0.2300621729
evo_metab__ppk_ale3__3,1.3139308531,0.745558492,0.6561887299,-0.2548516616,-0.1118865831
evo_metab__del_dapF__3,-2.1333928265,-0.047413801000000005,-0.1085149425,-0.5224634022,0.1812656746
evo_metab__dapF_ale1__3,-3.1356506681,-0.1801907724,-0.30000353020000003,-0.6997337682,-0.8444283674
evo_metab__dapF_ale3__3,-2.5738115311,0.1621832389,0.1466255794,-0.164303206,0.22777365260000002
evo_metab__del_entC__3,0.056110622000000006,0.0343100946,0.6122007971,-0.2838038458,-0.2928597119
evo_metab__entC_ale1__3,-1.7168655206999999,0.3322543509,0.3445511037,-0.14120318680000002,0.0355684999
evo_metab__entC_ale2__3,1.8535763219999999,0.8075245937000001,0.8720727810000001,-0.2275315786,-0.0833048219
evo_metab__entC_ale3__2,0.8356233333,0.8193045941,0.5562630457000001,-0.1971165942,-0.08179098800000001
evo_metab__del_dgk__3,0.4445614245,0.7120229640000001,0.5841299246,-0.7030767083,0.1274008958
evo_metab__dgk_ale1__3,1.1779993104,0.8730704559,0.4748205211,-0.3391076354,-0.0034344432
evo_metab__dgk_ale2__3,0.46474685250000003,1.301894215,0.7538765362000001,-0.8919006833,-0.0987272044
evo_metab__dgk_ale3__3,0.8792304673,0.42012269210000003,0.2933718762,-0.8480468999,-0.10835424540000001
flag_reg__wt__1,-0.1536628902,-0.1895340584,-0.0447559259,-0.0552460372,0.0019316718
flag_reg__del_fliA__1,0.38577811770000003,0.153080733,0.7061745153,0.2379487723,-0.2204117083
flag_reg__del_flhC__1,0.1761619414,0.3677356986,0.8021463875,0.1666261772,-0.3319588342
flag_reg__del_flhD__1,0.5613806887,0.20934616350000002,0.49818033600000006,0.3038599931,-0.3681693002
flag_reg__wt__2,0.1536628902,0.1895340584,0.0447559259,0.0552460372,-0.0019316718
flag_reg__del_fliA__2,0.3873513008,0.2349933388,1.0944110895,0.2803346536,-0.1999607318
flag_reg__del_flhC__2,0.28532707960000003,-0.30974919160000003,0.30919157410000003,-0.038816530200000005,-0.0550223669
flag_reg__del_flhD__2,0.45140581300000004,0.3322552634,1.0040068677,0.21736006800000002,-0.40850109570000004
flgM__27C__1,1.6636293783,-0.9568080187,-0.5041651375,0.02870798,-0.5868424478
flgM__27C__2,2.1019018033,-0.9676118753,-0.46967024900000004,0.0422419746,-0.5888564734
flgM__27C__3,1.9461031962000002,-1.0099299057,-0.4998594602,-0.0473495293,-0.5984570312
flgM__32C__1,0.0007419976,-0.4600895052,0.2236268776,-0.1275263066,-0.0943728053
flgM__32C__2,0.6081972124,-0.46340290570000003,0.1133360847,-0.1188682696,-0.2078609664
flgM__32C__3,0.4521578402,-0.5932001555,0.0964645021,-0.0775782685,-0.2187781207
flgM__37C__1,-0.035182829400000004,-0.0431349533,-0.06881562270000001,-0.0172228206,0.0183510768
flgM__37C__2,0.1050383361,0.0100351717,0.0382410747,-0.0153227698,-0.025649073
flgM__37C__3,-0.0698555067,0.0330997816,0.030574548000000003,0.032545590400000005,0.0072979962
flgM__42C__1,-1.6559272094000002,0.7607520602000001,-0.1395186568,0.1223491476,0.0977330688
flgM__42C__2,-1.376001185,0.848878765,-0.025412775000000002,0.1974911759,0.19774868550000002
flgM__42C__3,-0.8187569753,0.5210592231,0.3839752812,0.2034264775,0.6018420532000001
histone__untreated__1,-0.35510216,-0.216800287,-0.1885378627,-0.060392566700000004,0.0427216042
histone__untreated__2,0.3116972336,0.2673721395,0.3416080566,0.0044704471,-0.0144486613
histone__untreated__3,0.0434049264,-0.0505718525,-0.1530701939,0.0559221196,-0.028272943000000002
histone__10ug_H2A__1,-0.43437322850000004,-0.1657855262,-0.2832626045,-0.0294229657,-0.045094341100000004
histone__10ug_H2A__2,-0.4525347341,0.0558414491,0.1513981956,-0.10860318570000001,-0.1114149589
histone__10ug_H2A__3,-0.0331167458,-0.149255529,-0.1199595859,-0.1133642725,-0.1807437909
histone__50ug_H2A__1,-0.3386681876,-0.3121806988,-0.6280480243000001,0.029688543100000003,-0.12242286270000001
histone__50ug_H2A__2,-0.45350785990000003,-0.2982454419,-0.5144545264,0.0276315887,-0.016961775000000002
histone__50ug_H2A__3,-0.07196070610000001,-0.2805224475,-0.45510593720000003,-0.0099621376,-0.1009383214
histone__100ug_H2A__1,-0.3542537658,-0.1825965015,-0.40534339620000004,0.0895954796,0.0646444453
histone__100ug_H2A__2,-0.537389981,-0.1968644844,-0.4397134708,0.10367688060000001,0.019353030900000002
histone__100ug_H2A__3,-0.1132419588,-0.13727567940000002,-0.3623530907,0.0034602426000000003,0.0664362461
hns__del_hns_spike__1,-2.0802656682,0.11390770330000001,0.06545543050000001,0.2075117463,0.169167011
hns__del_hns_spike__2,-4.9027860252,0.1873961184,-0.8404131498,0.009730694,0.24241215970000002
hns__del_hns__1,-2.3371459007,0.0168979536,0.2270785649,0.2850669433,0.113422988
hns__del_hns__2,-4.4076418632,0.45957792270000003,-0.2130660764,0.1631970502,0.1958123668
hns__wt_spike__1,-2.3314701653,-0.5553368521000001,-0.7599785563,0.1392690724,0.2713006828
hns__wt_spike__2,-1.1363123151,1.5354335179,1.048749923,0.5908241112,0.3646643996
hns__wt__1,-1.1933358431,-0.3400196666,-0.5135743351000001,0.1104686965,0.2073031504
hns__wt__2,1.1933358431,0.3400196666,0.5135743351000001,-0.1104686965,-0.2073031504
hns_stpA__evo100G4_delhns_delstpA__1,-3.2460775335,-0.965519541,-1.2890732605,-1.5681109031,-1.1712554808
hns_stpA__evo100G4_delhns_delstpA__2,-3.4760069381,-1.1416494558,-1.1520126407,-1.7787209304,-1.2618430099
hns_stpA__evo100G12_delhns_delstpA__1,0.6213388153,-0.8614623277000001,-0.2807254654,-2.3286332422,-0.656283473
hns_stpA__evo100G12_delhns_delstpA__2,2.1613660132,-1.1799050635000001,-0.4652672228,-2.0720734261000002,-0.9949048507
hns_stpA__delhns_delstpA_delrpoS__1,0.34867344850000004,-0.8568152088000001,-0.5065588188,-2.2153905101,-0.8103561024
hns_stpA__delhns_delstpA_delrpoS__2,-0.2366592667,-1.2488999172,-0.7403878315,-2.5455493469,-0.8851718249
hns_stpA__wt__1,-0.0203873628,0.3037840317,0.1621505796,0.0910120247,0.37158050800000003
hns_stpA__wt__2,0.0203873628,-0.3037840317,-0.1621505796,-0.0910120247,-0.37158050800000003
hns_stpA__delhns_delstpA__1,4.1839339829,-2.9306335603,-0.0417638283,-2.4304813555,-1.7637572004000002
hns_stpA__delhns_delstpA__2,4.6432742812,-2.4810304921,0.3680520679,-2.283345836,-1.2987293378
hu__wt_log_pH7__1,-3.7573297209,-1.1343475535,-1.7041047869,-2.5610024343999997,-1.2055543137
hu__wt_log_pH7__2,-2.7101014328,-0.745303582,-1.8404368484,-1.7192127447,-0.6861041676
hu__wt_log_pH7__3,-3.6298784456,-0.8684320375000001,-1.3783256831,-2.5656982779,-0.5371722665
hu__wt_lag_pH7__1,1.7270512677,-0.1286148301,0.1870333304,0.2181867704,0.060869861100000006
hu__wt_lag_pH7__2,-1.1814800807,-0.8133276643,-0.9456246799,-0.051637196,-0.5398805007
hu__wt_lag_pH7__3,-0.5455711870000001,0.9419424944,0.7585913495000001,-0.1665495744,0.4790106396
hu__delhupA_lag_pH7__1,2.7712018257,0.2687126539,0.8291558116000001,0.5013664708,0.27025744630000004
hu__delhupA_lag_pH7__2,-0.521719094,-0.7678659126,-0.20289298360000002,-0.0310669673,-0.6821291415
hu__delhupA_lag_pH7__3,-1.7463880604000002,0.6197851686,0.4068468854,-0.0959832862,0.5443475296
hu__delhupB_lag_pH7__1,-0.6761619879,-0.7257333649000001,-0.838840282,0.1827632689,-0.2665512612
hu__delhupB_lag_pH7__2,-1.6756071514,-0.9063900389,-0.8432070388,-0.0362566025,-0.3532859568
hu__delhupB_lag_pH7__3,-0.9025206133,0.5474014037,0.361716598,-0.13451388420000002,0.3950778069
hu__delhupAhupB_lag_pH7__1,0.4772710269,0.5672649508000001,0.1368178011,-0.3668404044,0.031543736600000004
hu__delhupAhupB_lag_pH7__2,-0.040652316800000005,-0.14745600050000002,0.19423614900000002,-0.0648374225,-0.5218464884
hu__delhupAhupB_lag_pH7__3,-3.1507620638000002,0.798751953,0.1263685805,0.0483373318,0.3641231488
hu__hupAE34K_hupB_lag_pH7__1,1.99196028,-0.048757564,0.0220028031,-0.0097311396,-0.0030731565000000002
hu__hupAE34K_hupB_lag_pH7__2,-1.1903889965,-0.5341879819,-0.9079930513000001,-0.3293122911,-0.3351142117
hu__hupAE34K_hupB_lag_pH7__3,0.4201119673,0.3887646153,0.6593674297000001,-0.3831059042,0.5068465347000001
hu__hupAE34K_delhupB_lag_pH7__1,2.6998393698000003,0.021528378600000002,0.45071489130000003,-0.0190652403,0.32561566880000004
hu__hupAE34K_delhupB_lag_pH7__2,-0.1333845786,-0.46063201200000004,-0.5994736957,0.10856884550000001,-0.18839357710000001
hu__hupAE34K_delhupB_lag_pH7__3,0.2809216433,0.5577970553,0.7387212094000001,-0.250826488,0.45599398820000003
hu__wt_lag_pH5__1,-5.5474111090000005,-0.47915796060000004,-1.0697586341,-0.8913190701,-0.4844326231
hu__wt_lag_pH5__2,-5.0112882568,-0.4242198553,-1.2767794303,-1.4459433789,0.0769374714
hu__wt_lag_pH5__3,-4.6644589477,-0.4408909259,-1.1978670332,-1.4845663116,0.4566119684
hu__delhupA_lag_pH5__1,-6.9731049553,-0.7986508937,-1.6486411787000002,-1.0651718251,-0.4533051724
hu__delhupA_lag_pH5__2,-5.6321528205,-0.23109035,-1.0750481147,-0.7987644547,0.1472896933
hu__delhupA_lag_pH5__3,-6.6285164362,-0.4984742653,-1.6494713005000001,-1.2519211603,0.39488091880000004
hu__delhupAhupB_lag_pH5__1,-5.7657953416000005,-0.7412924465,-1.7952084793,-1.3554675684,-0.7249352946000001
hu__delhupAhupB_lag_pH5__2,-4.6480707607,-0.32567890390000004,-0.9310771955,-1.3336062681,-0.0134715966
hu__delhupAhupB_lag_pH5__3,-6.6384638049,-0.1433465964,-1.0833575137,-0.8925679957,0.4952716358
hu__hupAE34K_hupB_lag_pH5__1,-4.8500315043,-0.5727036634,-0.9273164700000001,-1.1430168893000001,-0.3539559503
hu__hupAE34K_hupB_lag_pH5__2,-3.6993697943,-0.06640882050000001,-0.7600306622,-1.4493752758,0.33126749050000004
hu__hupAE34K_hupB_lag_pH5__3,-3.1471162442,-0.0988652604,-0.5894460823000001,-1.4050641086,0.5625905124
hu__hupAE34K_delhupB_lag_pH5__1,-3.2591554231,-0.2921015008,-1.2189683705,-1.6123595908000001,-0.18536132330000002
hu__hupAE34K_delhupB_lag_pH5__2,-3.6609151835000002,-0.23103725800000002,-1.0219563344,-1.226893919,0.2932038099
hu__hupAE34K_delhupB_lag_pH5__3,-4.3670014726,-0.4034763851,-1.2563775688,-1.5448590486,0.6253574228000001
hyperpersistence__low_GFP__1,-4.7851114715000005,-0.8134585722000001,-1.3744581235,-0.1459188516,-1.9476525423000002
hyperpersistence__wt__1,0.17474207830000002,-0.15458974220000002,-0.0698917302,-0.0579075359,-0.1434268045
hyperpersistence__high_GFP__1,-5.5102234473,-1.0411310568,-1.5072058711,-0.10275380890000001,-2.1107872505
hyperpersistence__pth_mut__1,-0.7571184712,-0.1568155477,-0.32209839700000004,-0.0890509939,-0.2857514672
hyperpersistence__pth_mut__2,-0.7981617387000001,-0.2971344521,-0.4530125971,-0.4156744168,-0.49678964300000006
hyperpersistence__metG_mut__1,-0.033833931000000005,-0.1844494213,-0.15249087990000001,0.0988768356,-0.013584063700000001
hyperpersistence__metG_mut__2,0.21116746150000001,-0.3766773225,-0.5024129649,-0.2628324997,-0.15835417770000002
hyperpersistence__high_GFP__2,-3.3858951831,-0.9073723469,-1.1892127766,-0.2208033278,-1.5771391453999999
hyperpersistence__wt__2,-0.17474207830000002,0.15458974220000002,0.0698917302,0.0579075359,0.1434268045
hyperpersistence__low_GFP__2,-2.5672093219,-1.1203611161,-1.2617114091000001,-0.2805843959,-1.6304697742
kan_efg__cpxAF218Y__1,4.2516226604,1.2763301475,1.8005924907000002,1.0841805474,0.9298788405
kan_efg__cpxAF218Y__2,4.3205582993,1.5518422955,1.8416658412,1.1446573046,0.9060206254000001
kan_efg__cyaAN600Y__1,-1.4891114353,0.7051289762,0.0624601767,0.9603956705000001,0.6521994884
kan_efg__cyaAN600Y__2,-0.7712191196,1.7200493047,0.5351352695,1.5682706127000001,1.638104392
kan_efg__fusAA608E__1,0.1041645241,-0.13141419940000001,-0.567859538,-0.4755092777,0.2453672752
kan_efg__fusAA608E__2,0.5268301363,-0.2414090268,-0.1535536975,-0.1918949817,0.1175515376
kan_efg__fusAA608E_cpxAF218Y__1,0.1254237665,0.6210753481,0.9493423226000001,0.35721379940000003,0.8299364381000001
kan_efg__fusAA608E_cpxAF218Y__2,0.8006731817,0.5507871298,1.0713662331,0.3103341766,0.6966739697000001
