,A,GalS,GalR,Crp,RpoS
tcs__del_btsR_lb__2,3.933663282915997,1.4759494650000002,1.8863069324999997,0.882795573000001,-0.7267166940000003
tcs__del_btsR_pyruvate__1,-4.351051790250708,-0.03068984100000005,0.4181670275,-1.2074819320000003,1.308905381999999
tcs__del_btsR_pyruvate__2,-4.750942370814675,-0.04775394799999999,0.3779199845000001,-1.2602474279999996,1.2243911920000006
tcs__del_cpxR_etoh__1,0.8165076354483284,1.3834652650000017,2.3974379855000003,1.209290043000001,-1.1037663309999992
tcs__del_cpxR_etoh__2,0.8270989536522739,1.346265301,2.4568659214999995,1.1967784130000003,-1.0972002140000008
tcs__del_cpxR_lb__1,-0.6043779965184154,1.685211677,0.5946752034999996,0.5608460330000007,1.5897364320000005
tcs__del_cpxR_lb__2,-0.4600408272562095,1.5081771660000003,0.7096933644999996,0.6407895630000002,1.7093981219999996
tcs__del_cusR_CuSO4__1,3.178341610546064,0.2795085690000003,1.3017883434999993,1.0462541129999998,1.2612222119999998
tcs__del_cusR_CuSO4__2,3.729849180101464,0.576415318,1.4903620085,1.048489943,1.344198651999999
tcs__del_cusR_lb__1,7.317756658327933,2.369367163,1.8695359535,0.9952246930000008,-0.045943152999999626
tcs__del_cusR_lb__2,6.633018993955625,2.288259018,1.7983885114999991,1.0406022430000004,-0.08051990100000063
tcs__del_kdpE_01-kcl__1,-2.997558162421961,-0.966543698,0.08055018049999951,0.08810516099999965,2.1430292019999992
tcs__del_kdpE_01-kcl__2,-2.6873879124832034,-1.329429206,0.13719082849999964,0.12273579200000027,2.1303641419999995
tcs__del_kdpE_115-kcl__1,-3.8263007108432383,0.1884854800000002,0.4714033574999998,0.04519701000000076,1.9626137519999995
tcs__del_kdpE_115-kcl__2,-3.7438879509897687,0.503312658,0.5966280975,-0.003365354999999681,1.9231374920000004
tcs__del_phoB_m9__1,-2.4005397525047285,-0.4175718829999999,0.6235339905000004,0.7310639430000005,1.017683461999999
tcs__del_phoB_m9__2,-2.7188634621894066,-0.4912379200000001,0.4607890584999996,0.7578592129999997,0.9924556320000004
tcs__del_phoB_m9p__1,-5.194722619996757,-1.825396672,-0.8487496125000007,-0.5173016199999996,0.3819785919999994
tcs__del_phoB_m9p__2,-5.074671162813655,-1.91927101,-0.7982622465000002,-0.4868159799999994,0.3786073319999996
tcs__del_rcsB_etoh__1,-0.2935844379447844,4.07579607,1.5603842974999995,0.8584217130000003,0.6027950220000005
tcs__del_rcsB_etoh__2,0.0316491020672106,4.052753481000002,1.8277916785,0.921416013,0.6368650020000004
tcs__del_rcsB_lb__1,1.8791307460966016,2.1148184300000006,0.7144581574999993,0.6655188230000011,1.367672301999999
tcs__del_rcsB_lb__2,1.710392421650381,2.325381816,0.7474413934999999,0.7005509330000006,1.4394831819999998
tcs__del_zraR_lb__1,5.433093242469551,4.022760859,1.0657151195,0.5367675730000006,0.3257998620000002
tcs__del_zraR_lb__2,5.278200127655346,4.039860516000002,1.1278705014999997,0.5696375729999996,0.3942829220000004
tcs__del_zraR_zncl2__1,5.2702727769989055,2.936946289,1.602536807499999,0.8338904830000011,1.110020682
tcs__del_zraR_zncl2__2,5.732388389634244,2.9867722830000005,1.593309572499999,0.8158754130000005,1.140191741999999
tcs__wt_01-kcl__1,-4.268175603776979,-1.1612943249999998,0.670219831499999,-0.042192379999999474,1.6509296320000004
tcs__wt_01-kcl__2,-4.459200245696916,-1.412170076,0.6774590104999998,-0.04159150899999986,1.5050050220000006
tcs__wt_01xlb__1,-3.855233885398604,0.8845424190000002,0.4157946084999997,-1.1868215099999997,1.405993702
tcs__wt_01xlb__2,-3.8852489250233138,0.8291180330000003,0.42957186950000015,-1.1874649749999993,1.369863552
tcs__wt_115-kcl__1,-3.9374500650465007,0.3878379330000001,0.3509837984999997,-0.09970663000000002,1.9654553519999995
tcs__wt_115-kcl__2,-4.510481934041488,0.25867951699999997,0.4347672074999993,-0.12142913199999937,1.9559904019999996
tcs__wt_CuSO4__1,9.092403987129048,3.5313083510000007,1.5462635755000005,0.7338502030000011,0.9521508319999992
tcs__wt_CuSO4__2,9.45341083146903,3.414968318,1.6057922905000002,0.7305206129999995,1.0443749120000003
tcs__wt_etoh__1,0.9434222996963766,4.1099369,1.2775805474999995,0.5754630630000008,1.2274404620000006
tcs__wt_etoh__2,0.7283227543198061,4.140099642,1.3987124084999998,0.5394844130000003,1.175064451999999
tcs__wt_lb__1,-0.1247830107179729,0.7377521760000003,0.2706526445000001,0.9893765630000004,0.8492971019999995
tcs__wt_lb__2,-0.0488291258162795,0.6374419389999999,0.3809483494999997,1.0922559429999996,0.8937301820000005
tcs__wt_LiAcet__1,-3.365353431526821,-0.2837361549999997,0.3557837094999998,0.6491752730000009,0.4707743119999997
tcs__wt_LiAcet__2,-3.8688111995142407,-0.03340038699999992,0.4833533755000001,0.4062179429999997,0.3545623419999995
tcs__wt_LiCl__1,-3.475921432740803,0.11619701800000025,0.4605249264999989,0.5743156230000004,0.5484054020000002
tcs__wt_LiCl__2,-3.58074989705728,-0.2585841269999998,0.41443815749999935,0.6016396030000006,0.4702834819999993
tcs__wt_m9p__1,-5.737310755877522,-1.737244594,-0.4620884125,-0.39549780799999995,0.0929358889999996
tcs__wt_m9p__2,-5.733645495855423,-2.233619633,-0.3457542094999999,-0.4201194360000001,0.06531996100000015
tcs__wt_pyr__1,-3.5690184646913594,0.6654007660000003,0.4649747724999997,-1.287916309,1.6245794119999992
tcs__wt_pyr__2,-3.329290645326812,0.901308653,0.39487710849999935,-1.1631474849999996,1.586807102
tcs__wt_zncl2__1,3.979566038098824,2.0349365220000006,1.1404162474999993,0.6655301930000004,0.5992908719999992
tcs__wt_zncl2__2,4.331706329759556,2.090330944,1.1350479404999998,0.6831118230000008,0.606785111999999
ros_tale__0_0_0pq__1,-1.4397385501157045,-0.1484892109999998,-0.15906934549999985,0.3292272530000009,-0.21162116
ros_tale__0_0_0pq__2,-1.4082570136524095,-0.17577254399999998,-0.1297358605000003,0.30771033300000106,-0.1972240460000005
ros_tale__0_0_250pq__1,-3.1673263942280987,-0.6128008129999998,0.8504380945000012,1.4522597630000007,1.830212432
ros_tale__0_0_250pq__2,-2.8415041930629816,-0.714156445,0.8941852394999996,1.4384985730000004,1.8180117919999998
ros_tale__1_mid_250pq__1,0.5190993260928449,-0.5097901149999999,-0.8478957075000002,0.6546866229999999,0.02145051599999981
ros_tale__1_mid_250pq__2,0.6929568629018905,-0.6168683460000001,-0.6866170184999998,0.6257248529999995,0.12467335300000038
ros_tale__1_0_0pq__3,-0.0874628662987798,-0.07746980599999986,-0.7240274875000008,0.6079365029999995,-0.16620885100000038
ros_tale__1_0_0pq__4,-0.2170928179582972,-0.05057514399999974,-0.8333332935,0.6228776230000008,-0.11242322400000047
ros_tale__1_0_250pq__1,-0.973212068035106,-0.14122640200000006,-0.9343573835,0.4961959629999999,-0.14096666000000013
ros_tale__1_0_250pq__2,-0.8197779353386582,-0.253426669,-0.8712835395000003,0.6021915230000001,-0.07097354799999955
ros_tale__1_0_750pq__1,-0.964239145054992,1.024773078,-0.5203714535000001,0.6259014130000011,0.3124861219999993
ros_tale__1_0_750pq__2,-0.5994921245540105,0.7678516129999999,-0.020728758500000662,1.045357503,0.6919141819999997
ros_tale__1_1_0pq__1,-3.3905788066657023,1.3935274869999998,0.5185488774999998,0.7677037930000008,0.7869479320000003
ros_tale__1_1_0pq__2,-3.3361888759183507,1.7274894280000002,0.5934949234999998,0.727341753000001,0.7573943019999998
ros_tale__1_1_250pq__1,-4.093642288067062,1.3501200120000003,0.3472741055000004,0.616797033000001,0.8782502319999992
ros_tale__1_1_250pq__2,-4.278591763169556,0.8978734790000003,0.4671805155,0.8796841830000002,0.917509162
ros_tale__1_1_750pq__1,-4.420038820044247,0.882594112,0.5882728244999997,0.9722065830000002,1.4049796420000007
ros_tale__1_1_750pq__2,-4.688575151525885,0.7934185490000001,0.6004898745,1.0968635530000004,1.2115643719999998
ros_tale__1_2_0pq__1,-4.649668472132361,0.7751394930000002,-0.29121762050000033,0.4026113930000008,-0.20712402400000046
ros_tale__1_2_0pq__2,-4.089914788597343,1.018041878,-0.5463384605000003,0.2011867830000007,-0.19377329399999965
ros_tale__1_2_250pq__1,-4.04500458635442,1.2359146609999998,-0.23032637850000004,0.6133156930000006,0.08313350199999903
ros_tale__1_2_250pq__2,-3.60527619919396,0.92267595,-0.07286629649999997,0.8060088329999999,0.2143280369999996
ros_tale__1_2_750pq__1,-2.8200692779762693,1.3288611,0.1001061244999999,1.0991647330000005,0.29981098200000034
ros_tale__1_2_750pq__2,-2.36622134933501,1.8045293860000005,-0.006341580499999999,1.1248291229999996,0.2835187389999998
ros_tale__1_3_0pq__1,-6.892101425027415,0.8770257730000002,0.1287709234999994,1.6003325529999994,0.3799091919999995
ros_tale__1_3_0pq__2,-6.14525065987243,0.14298499300000025,-0.02328711550000051,1.5980901030000003,0.4928210719999999
ros_tale__1_3_250pq__1,-5.690081152550873,0.9439489560000004,0.28779154149999897,0.982030343,0.6446780719999996
ros_tale__1_3_250pq__2,-5.718769151026772,0.350254348,0.4426616944999999,1.2771547729999997,0.9995141919999996
ros_tale__1_3_250pq__3,-6.06496784062544,0.4607984140000001,0.5081912035,1.2324065130000008,0.9828902520000008
ros_tale__1_3_250pq__4,-6.282626334038316,1.035468825,0.5908716174999995,0.6953416529999998,0.8411365120000003
ros_tale__1_3_750pq__1,-5.1550332371632,1.3563847900000017,0.2888809744999996,1.0045313030000005,0.6866499319999999
ros_tale__1_3_750pq__2,-5.544749842666651,1.0043463780000002,0.049697523499999896,0.8300577430000011,0.7047887020000001
ros_tale__1_4_0pq__1,-5.818135408056192,-0.8976489590000001,0.21902705249999954,0.9822872229999984,0.7022076819999992
ros_tale__1_4_0pq__2,-6.605974747268888,-0.8057843000000001,0.2819230805000004,0.8874455430000001,0.6370417919999998
ros_tale__1_4_250pq__1,-7.057707774251395,-0.973345086,0.3640467605,0.5704754429999994,0.586811162
ros_tale__1_4_250pq__2,-6.4885362612151525,-0.2526256870000001,0.7834321474999992,0.5921552030000008,0.7414351719999992
ros_tale__1_4_750pq__1,-6.261359210584638,0.2683751980000002,0.22241453749999973,0.3072018029999999,0.9147585819999992
ros_tale__1_4_750pq__2,-6.48904890340259,0.3199324429999999,0.4667971684999994,0.4223943630000005,0.7827507520000001
ros_tale__1_4_750pq__3,-6.457653829407222,0.19299798500000032,1.1835145964999991,0.6522730330000002,1.2547179019999994
ros_tale__1_4_750pq__4,-8.16559472411745,-0.08961711799999961,1.3536183414999992,0.2525884729999994,1.3894021720000005
ros_tale__2_mid_250pq__1,-1.566729184989308,-1.1149963779999998,-0.05592264150000048,0.4665373430000006,0.5977345920000001
ros_tale__2_mid_250pq__2,-1.024774289646873,-0.8383939410000001,-0.14058034750000026,0.22496456300000034,0.22391677599999935
ros_tale__2_0_0pq__1,-4.1870023824129134,0.4279276820000004,0.8675216574999993,1.323272493000001,0.7582373720000001
ros_tale__2_0_0pq__2,-4.522235925348196,0.3638155400000005,0.7960847045000001,1.432955703000001,0.7543898319999993
ros_tale__2_0_250pq__1,-1.86867213750953,-0.4212813409999998,-0.2952948455,0.4367484630000007,-0.008456470000000493
ros_tale__2_0_250pq__2,-1.897871879370844,-0.2850291819999997,-0.4632098794999999,0.4668021630000006,0.0017487369999997784
ros_tale__2_0_750pq__1,-4.727141650434615,1.2849888400000005,0.7830396444999996,0.39065801299999947,1.072355732
ros_tale__2_0_750pq__2,-5.385545428066053,0.999523528,0.9110184355,0.5452427929999999,1.1242296520000004
ros_tale__2_1_0pq__1,-3.420553295015699,3.1465466589999997,0.2304552184999995,0.040594261000000735,0.385690382
ros_tale__2_1_0pq__2,-4.611921326791567,2.4901752360000007,0.34577988549999983,0.21928040300000085,0.3954835419999991
ros_tale__2_1_250pq__1,-4.75394874958641,1.374735061,0.8687160334999993,1.1107003029999998,0.821033152
ros_tale__2_1_250pq__2,-5.126767064207327,0.8324787950000001,0.6126844754999999,0.8431179929999999,0.4874058219999995
ros_tale__2_1_750pq__1,-5.20731170436988,0.5530458810000001,0.6901833884999995,0.9049245530000009,0.6522788819999992
ros_tale__2_1_750pq__2,-5.533764530804955,0.5545107840000001,0.5717049884999996,1.0484879629999997,0.6989125719999993
ros_tale__2_1_750pq__3,-6.12866174061645,1.5817954489999997,0.4736385264999994,0.7018120830000001,0.6330313319999998
ros_tale__2_2_0pq__1,-2.661496565194156,3.1944498410000013,0.03972998249999904,0.07986402600000098,0.197083490999999
ros_tale__2_2_0pq__2,-4.266757863135506,2.4354456860000004,0.7698132905000001,0.7592634930000006,0.2026273159999992
ros_tale__2_2_250pq__1,-2.2737634717785093,2.872009992,0.017604836499999443,0.17330999300000016,0.07535655399999898
ros_tale__2_2_250pq__2,-4.469659536756322,2.1526498830000005,0.3032922314999995,0.4292550130000006,-0.13739720699999936
ros_tale__2_2_750pq__1,-4.2403438745206765,2.553815638,0.4522178344999999,0.5576607930000002,0.11647995499999908
ros_tale__2_2_750pq__2,-4.746378809122642,2.366774006,0.3394236134999993,0.305956793,-0.05991092400000043
ros_tale__2_3_0pq__1,-2.782095299447417,2.143423675,0.9740679455,0.860010453000001,0.04083961099999911
ros_tale__2_3_0pq__2,-3.636085505936404,1.487839589,0.9709408845,0.9657211629999995,0.486767261999999
ros_tale__2_3_250pq__1,-3.053864321450157,1.6057083750000007,0.9612209524999996,0.8571940530000006,0.3818305219999996
ros_tale__2_3_250pq__2,-3.6762984640707073,2.1296417320000005,1.2330607074999989,0.8164901330000003,0.2366674539999991
ros_tale__2_3_750pq__1,-2.830021996840163,1.8754615040000004,0.9962216845,1.0268770230000008,0.7325937820000004
ros_tale__2_3_750pq__2,-2.8420264695484665,1.783742558,0.8486324514999994,0.8530044829999994,0.5610367820000004
ros_tale__3_0_0pq__1,-3.3202569782407467,1.1642650900000016,-0.13261670149999993,-0.037079375999999435,0.11628375399999945
ros_tale__3_0_0pq__2,-3.6633024210941607,0.997217655,-0.25800284750000024,-0.11367244899999918,0.15466231799999974
ros_tale__3_0_250pq__1,-4.65519493279921,0.6722920700000001,0.2156120174999998,0.40781697300000097,0.7528424820000001
ros_tale__3_0_250pq__2,-4.673564054213678,1.0598576800000004,0.13053843749999938,0.32149887299999946,0.7440650519999998
ros_tale__3_0_750pq__1,-5.112697816918455,0.6172179950000003,1.2411239074999996,0.9638811429999999,2.6784122220000004
ros_tale__3_0_750pq__2,-5.644647038804742,0.2534396130000003,1.4438509955,1.2263716430000002,2.6702761420000005
ros_tale__3_1_0pq__1,-2.070280794562505,2.7512858819999995,-0.4812262825000007,-0.3878339709999992,0.9820542220000004
ros_tale__3_1_0pq__2,-2.297169661934261,2.1833400030000005,-0.5220137895000008,-0.1844513249999995,0.8129473819999989
ros_tale__3_1_250pq__1,-1.8064081587148224,2.0746860720000004,-0.7235433785000005,0.006036631000000625,0.6386402120000003
ros_tale__3_1_250pq__2,-1.9303697016081152,1.996380653,-0.8672404155000004,0.018638845999999987,0.6721256219999994
ros_tale__3_1_750pq__1,-2.316700236711465,2.2587687160000005,-0.29041721549999977,0.2312163030000001,0.9753889220000004
ros_tale__3_1_750pq__2,-1.912087352224612,1.9896636800000005,-0.8528619975000007,-0.14456363200000055,0.6514548920000003
ros_tale__3_2_0pq__1,1.4616261973133329,0.800057131,-1.5024312985000003,0.4066879429999997,1.7305693620000009
ros_tale__3_2_0pq__2,1.5234985869923572,0.7446125000000001,-1.5284607395000005,0.36532405300000015,1.731126741999999
ros_tale__3_2_0pq__3,1.3786307111919538,0.749962268,-1.3741622035000003,0.38919050299999997,1.6821786619999999
ros_tale__3_2_0pq__4,1.6041483747708467,0.9720656,-1.2341685084999998,0.4372882229999995,1.7177405419999996
ros_tale__3_2_250pq__1,-1.4950953026128857,2.404182586,-0.9698991945000001,-0.6105627419999989,1.5247512620000006
ros_tale__3_2_250pq__2,-2.895711052834805,2.74287026,-0.8352170695000005,-0.7734190759999997,0.8561164619999992
ros_tale__3_2_750pq__1,-3.143117400240885,3.628336263000001,-0.4514071285000005,0.05165385599999972,0.6550514320000005
ros_tale__3_2_750pq__2,-3.642097957417024,3.855251597000001,-1.0148693005,-0.942500268,0.4859585119999998
ros_tale__3_3_0pq__1,-1.8656426852079135,0.1544721950000003,0.30145346449999977,0.7026568829999995,0.6347091319999993
ros_tale__3_3_0pq__2,-2.056820807052405,-0.654818514,0.32848631249999904,0.9474771730000012,0.5246565420000007
ros_tale__3_3_0pq__3,-1.689534917110199,0.17237796500000035,0.3409718384999998,0.7939082030000009,0.7737204719999989
ros_tale__3_3_0pq__4,-1.9975550490998588,-0.304841857,0.38856132449999947,1.056964733000001,0.6472917020000004
ros_tale__3_3_250pq__1,-4.007212832757528,1.221221967,-0.3440288565000005,-0.2424749009999996,0.6055081419999979
ros_tale__3_3_250pq__2,-4.941607846990973,1.244930738,-0.04250693250000026,-0.20438087800000027,0.9901390019999994
ros_tale__3_3_750pq__1,-4.217824298079431,1.1745525260000005,-0.21150498350000024,0.08859772899999996,0.4085914820000003
ros_tale__3_3_750pq__2,-3.590776334209293,1.0959467929999995,-0.23982140549999986,0.14973729299999938,0.5977885819999997
ros_tale__3_4_0pq__1,-1.332338582868687,2.8215788879999995,-0.7668289525000009,-0.77576,1.7308574720000005
ros_tale__3_4_0pq__2,-1.6618216321274704,3.030345282,-0.5043794645000004,-0.5738246280000006,1.706954282
ros_tale__3_4_250pq__1,-2.652934075680978,2.1609630610000004,-0.2792158145000005,-0.9101530370000006,1.784431141999999
ros_tale__3_4_250pq__2,-2.477282444939966,2.436284917,-0.3277007965000003,-0.9544832509999992,1.995847652
ros_tale__3_4_750pq__1,-1.5371686330753471,2.598606054,-0.7968517254999998,-0.5881765019999996,1.5428749519999998
ros_tale__3_4_750pq__2,-1.91088853405764,2.533093977,-0.7173225455000001,-0.8824148349999987,1.5345330419999996
pcoli__atASMT_325G__1,-2.067589261713813,0.3135777970000002,-0.01470437050000051,0.39244801300000104,0.6281784320000003
pcoli__atASMT_325G__2,-2.069837327926871,0.14490455500000055,0.0525217885,0.3862526830000004,0.5740271620000001
pcoli__bpTDC__1,-2.190373622947731,1.1458879700000004,0.4352633974999991,0.4069758429999997,0.8950668820000001
pcoli__bpTDC__2,-1.9648826679763087,1.169185926,0.41337702849999935,0.4233997630000008,0.9553809320000006
pcoli__BRCA__1,-3.212611731632076,0.22420405700000007,-0.02109107150000078,0.1922484830000002,0.481077462
pcoli__BRCA__2,-3.159927069444101,0.2583017029999999,0.15505761849999988,0.13060547899999975,0.4143720319999993
pcoli__BRCActrl__1,-2.086177881919072,3.017149042,0.6237063615,0.5297558630000001,0.7899581419999979
pcoli__BRCActrl__2,-0.6766132933723523,3.0422112530000005,0.7164674084999998,0.6039318930000004,0.8070710620000003
pcoli__BRCAswap__1,-2.275480622998116,0.07164418900000014,0.2724122184999995,0.5027589629999998,1.1808608019999998
pcoli__BRCAswap__2,-2.531757387415303,0.1748640100000003,0.3211573725000001,0.5975511529999995,1.3161034320000002
pcoli__btAANAT__1,-1.5347063872148654,0.6537474570000001,-0.008818898500000394,0.4415692730000007,0.867514882
pcoli__btAANAT__2,-1.7614247004457426,0.695732171,0.053017508499999984,0.5931168230000008,0.9655816920000008
pcoli__btASMT__1,-2.157771810282588,0.3012298950000005,-0.06469526450000007,0.5267685130000004,0.9390730719999992
pcoli__btASMT__2,-2.164290817835301,0.2744393540000001,0.04361549650000018,0.4398579030000001,0.9392079120000004
pcoli__CC1__1,-1.9222426341495111,0.41356367000000027,0.18283252149999907,0.5250160430000008,1.2990818720000004
pcoli__CC1__2,-1.9891638946458248,0.371317479,-0.06827275950000011,0.7535511330000002,1.276132951999999
pcoli__ccCOMT__1,-1.7707315352757782,0.27992838900000017,0.050717107499999685,0.32429840300000023,0.6767255619999997
pcoli__ccCOMT__2,-1.881098697719184,0.4759677300000002,-0.0044237595000007355,0.3246729930000001,0.6239913220000002
pcoli__ckDDC__1,-1.7008820175476511,1.7528476509999995,0.2180110675,0.4412481530000001,0.919595372
pcoli__ckDDC__2,-1.2124658044312389,2.3629697750000007,0.26486176849999943,0.3277997730000006,1.0708286220000005
pcoli__CNTF_belt__1,-1.6916225946457737,0.2780654020000002,-0.018464544500000457,0.4538994830000007,0.9072813019999996
pcoli__CNTF_belt__2,-2.0508723324978995,0.407552769,-0.0524887095000004,0.7698701030000006,1.014560852000001
pcoli__cobPNMT__1,-1.5723445200102824,0.2098334020000001,0.06950930849999981,0.31993813300000085,0.6487286619999999
pcoli__cobPNMT__2,-1.7607890966632818,0.4297341550000002,-0.07246248150000056,0.31512674300000043,0.6310093719999994
pcoli__cvPhhB__1,-2.369927670910321,0.323958389,0.004397199499999616,0.3107973630000007,0.2603592789999993
pcoli__cvPhhB__2,-2.207794586790905,0.9375153580000002,0.07483574950000005,0.44784689299999947,0.3379257019999997
pcoli__ggAANAT__1,-1.3059229162310542,0.6035865570000003,-0.21469182850000035,0.30753451300000023,0.5832992719999996
pcoli__ggAANAT__2,-1.2936304489130055,0.5655197510000001,-0.007443703500000788,0.22264438300000045,0.5366100120000006
pcoli__ggTPH__1,-1.6924392603086758,0.4562528800000005,-0.09025580050000047,0.34126333300000056,0.7844718420000003
pcoli__ggTPH__2,-2.259735023368575,0.5989372589999999,0.13362772049999982,0.2785746030000009,0.5880848120000001
pcoli__hsAANAT__1,-3.043518154378454,0.6646332580000003,0.5347631224999994,0.7291858229999999,1.6502528119999995
pcoli__hsAANAT__2,-2.528086693381218,0.3307958260000001,0.3319428164999989,0.8515544630000011,1.6054207720000004
pcoli__hsASMT__1,-2.261979795199516,0.75623298,0.3721406764999991,0.3583849729999997,0.7383942819999998
pcoli__hsASMT__2,-2.1581200451238582,1.0762680209999995,0.3683268755000002,0.4368300129999998,0.7587715819999996
pcoli__hsPNMT_mb__1,-2.0245934039292437,0.02493963700000013,-0.03365638750000066,0.30390439299999983,0.8179856619999999
pcoli__hsPNMT_mb__2,-2.5486392180640154,-0.09684047699999976,0.011736123499999529,0.3157969930000011,0.7961451820000001
pcoli__hsTPH__1,-2.342659054646694,0.5259135770000003,-0.09476237450000012,0.05462641999999995,0.14390910000000012
pcoli__hsTPH__2,-2.669014839406981,1.4109131830000001,0.017207709500000057,0.23617991300000085,0.2689019730000002
pcoli__hsTPH_E2K__1,-2.5248026696422032,1.010459354,0.13505431349999952,0.7089765630000002,1.2867703420000005
pcoli__hsTPH_E2K__2,-2.6411601672252822,1.01102033,0.4966315324999995,0.6612184729999999,1.3961646820000002
pcoli__hsTPH_E2K_N91I_P99C__1,-1.9421141325521705,0.5546394450000003,-0.2075038884999998,0.18841008300000084,0.4343915519999992
pcoli__hsTPH_E2K_N91I_P99C__2,-2.100775008539409,0.17576720500000054,0.14605583049999993,0.04870661100000007,0.3692427719999998
pcoli__hsTPH_N158trunc__1,-1.8583106439370896,1.6584076660000004,0.8177679204999997,0.4504965429999999,1.2810372319999992
pcoli__hsTPH_N158trunc__2,-1.7604364714706433,1.897340289,0.8560901544999995,0.3858976930000004,1.2743906519999992
pcoli__hsTPH_N174trunc__1,-2.508225855217424,0.7378308979999999,0.1069401274999997,0.3836390329999997,1.0387569419999991
pcoli__hsTPH_N174trunc__2,-2.186531361748404,1.5629873860000003,0.27225055450000113,0.6533793929999998,1.0399305420000005
pcoli__hsTPH_Ntermtrunc__1,-1.239869504762894,2.6844080519999998,1.1271611305000002,0.5076168729999999,1.6472503019999998
pcoli__hsTPH_Ntermtrunc__2,-2.512679743072749,0.10499816600000013,0.4614931314999993,0.580596903,1.6992366719999996
pcoli__hsTPH1__1,-1.2903323828394095,0.3004873940000001,0.02961066549999991,0.5255677930000004,1.3210808420000006
pcoli__hsTPH1__2,-1.7202749298797002,0.3519831370000004,0.10446743649999934,0.5415309229999998,1.3379151619999998
pcoli__MBP__1,-2.8759870164828807,0.40092906000000017,0.15825975449999952,-0.3459770999999989,0.5851225919999994
pcoli__MBP__2,-3.0225385792338564,1.7080309569999998,0.2806736884999994,0.026489270000000783,0.9447356019999996
pcoli__msCOMT__1,-1.5386845233042743,0.5454365300000004,0.4116735355000003,-0.10757294999999978,0.4017288719999996
pcoli__msCOMT__2,-1.7875656892190472,0.5208502720000001,0.1689278485000001,-0.09238089099999948,0.3470431519999995
pcoli__ocAANAT__1,-1.729108849928245,0.7062213600000002,-0.17516680549999994,0.3196315130000009,0.5440581320000001
pcoli__ocAANAT__2,-1.8301184339126435,0.3879096950000003,-0.0563483334999999,0.2939196830000004,0.567509231999999
pcoli__osTDC_K374H__1,-1.3382402559770592,-0.021057346000000088,0.5100511504999998,0.6863196630000008,1.8341525920000008
pcoli__osTDC_K374H__2,-2.391826130743953,-0.6400587029999998,0.5234164484999999,0.6933763230000007,1.939742772000001
pcoli__osTDC_K374L__1,-1.3416698388396933,1.076248239,0.41904280749999945,-0.030107002999999462,0.6613088420000004
pcoli__osTDC_K374L__2,-1.348359311081349,0.870158854,0.3761971795000001,0.15281107300000052,0.7178447620000004
pcoli__osTDC_K374Q__1,-1.527091525674778,0.403113099,0.13156534450000112,0.4485571030000006,1.1642765520000005
pcoli__osTDC_K374Q__2,-1.6197982633061492,0.3929309619999999,0.22191943749999954,0.4643148630000002,1.2446066919999996
pcoli__osTDC_L360V__1,-2.480845568213454,0.7716483850000002,-0.02026132650000001,0.2966241729999997,0.6133362019999993
pcoli__osTDC_L360V__2,-2.2531309940386084,1.1334146160000005,0.26681400550000056,0.3820168630000005,0.7643849320000005
pcoli__pmTPH__1,-0.6462136575530955,0.8618942340000002,-0.18278716450000052,-0.10026360400000024,-0.046391768999999534
pcoli__pmTPH__2,-0.7761635854239141,1.6081229079999997,0.15199669849999964,0.08226395500000018,0.10538008600000026
pcoli__RFC__1,-2.465792960186667,0.448473844,-0.1044937715000005,0.06813715200000026,0.34221664200000035
pcoli__RFC__2,-2.233197404894256,0.3509928480000002,-0.1848973245000005,0.008882815999999849,0.3633112220000001
pcoli__RFCctrl__1,-2.307122177468266,0.00852501200000022,0.4235935545,0.4522689930000006,1.538991511999999
pcoli__RFCctrl__2,-2.4408221927491804,-0.22988580999999986,0.5913797755000001,0.5165584929999998,1.6585061420000002
pcoli__RFCnopause__1,-2.983318822300862,0.3068403500000003,0.5566327744999997,0.6708687229999999,1.4859490619999995
pcoli__RFCnopause__2,-3.173315548553228,0.44460222000000016,0.6406953774999993,0.6748039729999995,1.5850494119999998
pcoli__RFCpluspause__1,-1.0864511052748198,3.075851964,0.9058972805000004,0.7640610930000005,1.462841341999999
pcoli__RFCpluspause__2,-0.1668672227583717,3.5753606819999995,1.0833451145000002,0.5214214130000006,1.192064091999999
pcoli__rnCOMT_sol__1,-2.577099442894359,0.17362565800000018,0.47238029649999896,0.8270174130000001,1.7196807419999995
pcoli__rnCOMT_sol__2,-2.308634166059598,-0.16600735599999972,0.5406012305000001,0.6395325229999997,1.6104270419999995
pcoli__rnPNMT__1,-1.492469010199701,1.533387986,0.12226305349999933,0.1635869329999995,0.4822988519999996
pcoli__rnPNMT__2,-1.197269353119114,1.863286626,0.5001457764999993,0.07451194300000097,0.38756987200000026
pcoli__rnTDC__1,-2.010666934354553,0.3932573509999999,0.3115691775,0.08798361800000087,0.5698088319999997
pcoli__rnTDC__2,-2.2509209071755136,0.5183023800000002,0.15059778149999925,0.17114607300000095,0.5878713320000006
pcoli__rnTDC_trunc__1,-2.57655387804687,0.8469567740000001,0.20641533349999985,0.3075571430000004,0.7482152620000004
pcoli__rnTDC_trunc__2,-2.709149985392676,1.8781063300000005,0.4355210014999989,0.43504015300000104,0.7727454320000007
pcoli__saCOMT_T2A__1,-2.381610740564413,0.17076280099999994,0.07778174149999995,0.3335838930000001,0.5505182019999992
