,A,Lrp,ihfB
nquinone__ubiC_ale4__1,-3.504204361352008,-0.01176607000000196,0.2344778549999997
nquinone__ubiC_ale4__2,-3.375328658367206,-0.09053855000000156,0.15228342499999847
nquinone__delpdhR__1,-0.3685609830663891,-0.031382670000001056,-0.06809953500000178
nquinone__delpdhR__2,-0.4739104913704738,-0.041831740000001005,-0.036035855000001504
quinone__glu_ale4__1,1.36628698420484,0.3332319599999991,-0.18176504500000054
quinone__glu_ale4__2,1.4143053886969623,0.4569144599999984,0.2692058249999985
quinone__delmenF__1,-0.4590481665269488,0.2503761099999995,0.14804228499999894
quinone__delmenF__2,0.2981505607322842,0.07732319999999859,-0.2509082750000005
quinone__menF_ale5__1,2.018010699943342,0.2767404399999993,0.4851317649999984
quinone__menF_ale5__2,2.190751351984596,0.11631182999999902,0.2662817649999987
quinone__menF_ale6__1,1.7283184561327745,0.05538959999999804,0.3820239249999986
quinone__menF_ale6__2,2.631170798238661,0.030729809999998636,0.4210743349999984
quinone__menF_ale7__1,1.3774530876517426,0.1331896499999985,0.6367400649999997
quinone__menF_ale7__2,1.5222318753803412,0.08433546999999919,0.6910517749999983
quinone__menF_ale8__1,2.636537641574832,0.06602766999999865,0.695164694999999
quinone__menF_ale8__2,2.489316807940601,0.06603255999999824,0.9719048149999984
quinone__delmenFubiC__1,1.5154318549147738,0.20875958999999966,0.04541585499999812
quinone__delmenFubiC__2,1.7135705594370894,0.22473190999999915,0.1522571149999994
quinone__menFubiC_ale1__1,1.352904895133919,0.09737310999999947,0.5501011249999994
quinone__menFubiC_ale1__2,0.9458339991450542,0.07873334999999848,0.5323446749999992
quinone__menFubiC_ale2__1,-0.6828608226271307,-0.1702384100000014,0.6266830349999992
quinone__menFubiC_ale2__2,-0.910640614664178,-0.12017590000000132,0.5967368449999988
quinone__menFubiC_ale3__1,-2.2353338162427607,0.08325837999999841,-0.15358316500000058
quinone__menFubiC_ale3__2,-1.398967646557724,0.015360319999999206,-0.03658966500000105
quinone__menFubiC_ale4__1,1.4754489692095196,0.3356312699999986,0.7750295049999991
quinone__menFubiC_ale4__2,1.8703314463565333,0.3669556999999983,0.8413603549999991
oxyR__wt_glc__1,0.4952708338726506,0.1244221999999997,-0.4855698300000011
oxyR__wt_glc__2,0.9825895753275702,0.1057955899999996,-0.46299467600000105
oxyR__wt_h2o2__1,0.6287879887441506,0.03817484999999898,-0.5230424000000014
oxyR__wt_h2o2__2,0.4514229933106788,0.07670666999999831,0.050135134999999664
oxyR__glu_ale4__1,1.5272928574328115,0.4439153599999983,0.5308955750000006
oxyR__glu_ale4__2,2.870690061064489,0.2652885799999982,0.2399631049999993
oxyR__glu_ale4_h2o2__1,2.4072227481739943,0.393077589999999,0.32139321499999873
oxyR__glu_ale4_h2o2__2,4.946678807638188,0.4872960799999984,0.1753315449999988
oxyR__oxyR_ale17__1,2.1647402495031702,0.4808209699999981,-0.012998075000000496
oxyR__oxyR_ale17__2,4.026087524861155,0.5250104199999992,-0.17918820500000088
oxyR__oxyR_ale17_h2o2__1,0.4412289117173245,0.21205379999999965,0.11520936499999836
oxyR__oxyR_ale17_h2o2__2,0.1331826427278934,0.2886940899999981,-0.10849309500000183
oxyR__oxyR_ale18__1,1.4843375106023011,-0.031783880000000764,-0.7126828950000004
oxyR__oxyR_ale18__2,1.498628544656104,0.14208675999999976,-0.4551578200000002
oxyR__oxyR_ale18_h2o2__1,5.43223985931185,0.2900441299999983,-0.19995716500000071
oxyR__oxyR_ale18_h2o2__2,5.606759171159126,0.22931724999999936,-0.057134725000000934
oxyR__oxyR_ale19__1,0.5135338771440765,0.0580071999999987,-0.6934130190000012
