,A,CdaR
SRX254746,-4.1588138271,-3.5657417797
SRX254747,-4.6673436991,-2.9745854022
SRX254748,-4.6137678254,-3.0643133206
SRX254749,-4.3778676447,-3.5291504337
SRX254750,-4.5591452595,-3.4462348895
SRX254751,-5.4380159946,-3.0186374768
SRX254752,-5.3315261706,-3.3292415005000002
SRX254753,-4.996805689,-2.9856810922
SRX254754,-4.4835204761,-2.7915009304
SRX254755,-4.3894322645,-2.4602446197
SRX254756,-3.0298553247,-1.6543150714000001
SRX254757,-3.1989920347,-2.2735568727
SRX254758,-3.106619667,-2.4252683493
SRX254759,-4.4244607744,-2.2070537298
SRX254760,-5.6433399289,-3.1395864894
SRX254761,-5.5860748909,-3.2309109175
SRX254762,-4.7914487546,-2.5128324579
SRX254763,-4.1079393403,-2.1197489491
SRX254764,-4.6369724482,-3.1233390709
SRX254765,-2.8465697806,-2.3041302624
SRX254766,-3.6172568114,-2.465000683
SRX254767,-4.5718914851,-3.7059494193
SRX254768,-2.8450051481000003,-2.7587709665
SRX254772,-2.5715330191,-1.4030477424
SRX254773,-2.5646927727,-1.8445961940000002
SRX254774,-4.2496687912,-2.3909811337
SRX254775,1.0772662152,0.1026623951
SRX254776,-1.7014112875,-1.8111299718
SRX254777,2.5115990088,1.5005447515
SRX254778,-0.41727961140000003,-0.2726801226
SRX254779,-2.1957976914,-1.5350048626000001
SRX254780,-2.5451433101000003,-1.7452648802000001
SRX254781,1.7835386397000002,1.7758423126
SRX254782,0.024827393700000002,0.8497871644
SRX254783,2.0233830233,1.7443584442
SRX254784,2.7143569752000003,2.188597512
SRX254785,1.3210538251,1.482769383
SRX254786,1.2795396511,1.0962890777
SRX7136401,-0.4150304278,-0.2042364884
SRX7136403,-0.0417918134,0.068286844
SRX7136405,-9.0585120709,-0.5474611749
SRX7136407,-10.3057735086,-1.3446302765
SRX7136409,-10.7176499368,-0.8554370182000001
SRX7136411,0.45682224120000003,0.1359496444
SRX3754949,0.0822893318,-0.1963991522
SRX3754950,0.2433549976,-0.0014572654
SRX3754951,-0.3256443295,0.19785641750000002
SRX3754952,0.0983767796,0.0158453624
SRX3754953,-0.0905459524,-0.1877232272
SRX3754954,-0.4301486201,0.2197619607
SRX3754955,-0.7689005772,0.3209555418
SRX3754956,-0.9807230281,0.2784290609
SRX3754957,-1.0339920125,0.3030515958
SRX3754966,-0.35935327710000003,-0.1607133738
SRX3754967,-0.12821882780000002,-0.158161977
SRX3754969,-0.21957274470000002,-0.3442084644
SRX1424798,-0.1010158557,-0.051199869
SRX1424799,0.1010158557,0.051199869
SRX1424800,0.8831677711,0.2758221494
SRX1424801,0.264926156,-0.035402978
SRX1424802,-0.1400710268,1.1235795605
SRX1424803,-0.20900750640000001,0.9752965742
SRX1424804,-0.6551566739,-0.0211694047
SRX1424805,-0.8423566616,-0.202373624
SRX1424806,1.7396194563,1.3239364822
SRX1424807,0.7190974323,1.4533067172
SRX1424808,0.1421148981,-0.9472554125
SRX1424809,1.2535546127,-0.8042562816000001
SRX1424816,1.0327310007,-0.1262582734
SRX1424817,3.5675896757,0.3343687309
SRX1424818,0.1744394683,-0.8558520592000001
SRX1424819,-0.9231512974,-1.2119481382
SRX1424824,1.6216615684,-0.2955678556
SRX1424825,0.5588123445000001,-0.48080536290000003
SRX1424826,-1.2493111067,-0.7654268867
SRX1424827,-1.3859755133,-0.452706667
SRX1424828,-0.9680775225,-0.8510643417
SRX1424829,-0.8291037120000001,-0.8073326200000001
SRX1424830,0.0653868348,-0.5489984225
SRX1424831,0.4519298912,-0.5844747696
SRX1424834,1.8344248613,-0.34296640840000003
SRX1424835,3.1118901749,-0.1945541328
SRX1424840,1.3325159808,-0.797167496
SRX1424841,2.4311967361,-0.17322402620000002
SRX1424842,1.8253271247,-0.6977064649
SRX1424843,0.9081499088,-0.9794473418
SRX1424844,3.7687798582000003,0.401057376
SRX1424845,2.6397825066,-0.1049043583
SRX1424846,0.5762092010000001,-0.5732502357
SRX1424847,1.7118038721,0.0234615838
SRX5060277,-2.6351995477,-0.9708153495
SRX5060279,-5.8044070848,-2.2644372308
SRX5060281,2.6351995477,0.9708153495
SRX5060283,-5.7956303135,-2.4601777377
SRX5936089,0.0753043092,0.2274424622
SRX5936090,0.2340464549,-0.4806643658
SRX5936091,0.2771193891,0.08751965540000001
SRX5936092,-0.5864701531000001,0.1657022482
SRX5936093,4.3859664959,1.9673383892
SRX5936094,4.2383495883,1.9559207184
SRX5936095,7.1443238575,1.5553454737
SRX5936096,6.6408409968,1.3681658696
SRX5936097,5.7710732163,0.5876986615
SRX5936098,6.060272266,0.7959506439
SRX5936099,5.8790897143,0.5961541947
SRX5936100,5.9481884887,0.7824307467
SRX5936101,7.7447229146000005,0.6692911754
SRX5936102,7.5420754854,0.680939889
SRX5936103,7.5660058373,0.3851938043
SRX5936104,7.4867501492,0.0852099477
SRX5936105,7.1561397558,0.1748953218
SRX5936106,7.4731465834,0.3287846743
SRX5936107,6.9361704515,0.1073505193
SRX5936108,6.7259548489,0.0705845583
SRX5936109,6.4627037896,0.0673936314
SRX5936110,6.5526744429,0.2552570603
SRX5936111,5.8168317405,-0.157244513
SRX5936112,5.6009494836,-0.0266204781
SRX5936113,5.4464130121,-0.14205963700000002
SRX5936114,5.2770421386,-0.052328075200000004
SRX5936115,4.9476283089,-0.051989104300000005
SRX5936116,5.3143137948,-0.1401922014
SRX5936118,4.8238583419,0.3476937466
SRX5936119,4.7161716713,0.6148229713000001
SRX5936121,4.1374374882,0.47313946960000003
SRX5936122,3.778582825,-0.1996001917
SRX5936123,4.0409051816,0.0002284727
SRX5936124,3.9078500709,0.0776427118
SRX5936125,3.6292639478,0.2105567321
SRX5936126,3.36658167,0.185915344
SRX5936128,-0.7683287953,0.2398556503
SRX5936129,-0.6172287934,0.27462855540000003
SRX5936130,-0.4661823987,0.0761973712
SRX5936131,-0.5281312490000001,0.0271914478
SRX5936132,0.0088263028,0.2801929226
SRX5936133,0.1681841457,0.44461491740000003
SRX5936134,-0.2704604968,0.6615846895
SRX5936135,0.007360209,0.3389935314
SRX5936137,0.6454706538,0.7428360891
SRX5936138,1.0054716639,0.6081988759
SRX5936139,1.0347154564,0.4933543268
SRX5936140,0.9111942190000001,0.5763428478
SRX5936141,0.3745397398,0.7614182323
SRX5936142,0.3572285545,0.7704447465
SRX5936143,0.20267883750000001,0.3141056329
SRX5936144,0.5927975372000001,0.37751153
SRX8557650,1.5009183943000002,0.3366816293
SRX8557651,-0.8665471415,-0.31392406040000004
SRX8557652,-0.6343712529000001,-0.0227575689
SRX8557653,-7.8439398174,-0.8731657205000001
SRX8557654,-7.4691729055,-0.854683038
SRX8557655,-7.2771432641,-0.5403416097
SRX8557656,-6.6063139916,-0.9102121446
SRX8557657,-6.7451850714,-0.7075606645
SRX8557658,-7.0004863783,-0.7460362223
SRX8557659,-9.1643662053,1.258617017
SRX8557660,-8.2471621267,0.6637020696
SRX8557661,-9.2541404895,0.8898045594
SRX8557662,-8.0913396569,0.4839070848
SRX8557663,-9.3012440507,0.3421874582
SRX8557664,-9.4342070519,0.0925785538
SRX8557665,-8.2889132047,0.7140748918000001
SRX8557666,-7.7708302983,0.7348673347
SRX8557667,-9.6817926797,-0.013573508500000001
SRX3405147,-0.325941611,-0.1336302031
SRX3405148,-0.5004340512000001,-0.21000321260000002
SRX3405149,0.8263756622,0.3436334156
SRX3405150,0.2524696685,-0.7543598076
SRX3405151,4.2567181674,-0.4202480353
SRX3405152,0.8148892395,-1.0023109724
SRX3405153,0.0692711993,-0.6738864086
SRX3405154,0.6780736072,-0.4021870987
SRX3405155,-0.2077449975,-0.7867901176000001
SRX3405156,3.5074457988,-0.9027741641
SRX3405157,1.9328476694,-0.6345368425
SRX312063,-4.0631629683,-0.8881667257
SRX312064,-3.9329967854000003,-0.8836737683
SRX312065,-3.8336827766,-0.2026042416
SRX312066,-4.1016882523,-1.0123667552
SRX312067,-4.055309913,-1.2156556609
SRX312068,-4.0028748312,-0.6605016203
SRX312069,-4.0279488615,-0.7447138775000001
SRX312070,-0.0415363585,0.0437906813
SRX312071,0.0415363585,-0.0437906813
SRX312072,-3.1141598431,-0.43554161220000004
SRX312073,-3.1737691703,-0.4738061309
SRX312074,-2.6672895211,-0.029274891400000003
SRX312075,-2.6768273472,0.2353530247
SRX312076,-2.5632747375,0.8276005070000001
ecoli_00001,0.0390161661,0.3045944065
ecoli_00002,-0.0390161661,-0.3045944065
ecoli_00003,2.22285559,0.5908711375
ecoli_00004,2.3275880805,0.49569067650000004
ecoli_00005,0.29707101480000003,-0.0579014065
ecoli_00006,0.3086486579,-0.3302893235
ecoli_00007,1.7763104094000002,0.2558336035
ecoli_00008,1.789127455,0.3149122485
ecoli_00009,0.7278668054,0.1105783305
ecoli_00010,0.364319443,0.1903706025
ecoli_00011,1.0144656135,0.6447287225
ecoli_00012,1.2960695082,0.7418150675
ecoli_00014,1.0191592053,0.5385734095
ecoli_00015,1.5287164734,0.4951174585
ecoli_00016,1.3377804282999999,0.6219152505000001
ecoli_00017,1.7420568527,0.6563434065
ecoli_00018,1.6700181348,0.5913806375
ecoli_00019,3.1951936429,0.5829735515000001
ecoli_00020,2.5654814586,0.2850900095
ecoli_00021,2.233254808,0.23358559250000002
ecoli_00022,2.1508696454,0.4746338445
ecoli_00023,1.8187442031,0.1714034945
ecoli_00024,1.8844376642,0.3026686155
ecoli_00025,2.5246973424,0.6398835095000001
ecoli_00026,2.7312085145,0.7353312415000001
ecoli_00027,1.0619262237,0.4484424415
ecoli_00028,1.3017712276,0.3568325425
ecoli_00029,0.7606878092,-0.0703791155
ecoli_00030,0.8657591148,-0.1149944595
ecoli_00031,0.9024714005000001,0.0971965075
ecoli_00032,0.8137633249,-0.14771507350000002
ecoli_00033,2.9252493585,1.6313904225
ecoli_00034,2.6768540691,1.6424750655
ecoli_00035,1.5883431783000002,0.4726776385
ecoli_00036,1.509138417,0.3444938325
ecoli_00037,1.7389958499,0.6622135935
ecoli_00038,1.5129013166,0.3310898825
ecoli_00039,1.2564349927,0.39624339950000004
ecoli_00040,0.9649912987,0.2040383745
ecoli_00041,1.6225495272,0.0647134315
ecoli_00042,1.511551332,0.06891359350000001
ecoli_00043,1.6733486923,0.4139868275
ecoli_00044,1.2200896546,0.4105292285
ecoli_00045,1.1431921767,0.34999838250000004
ecoli_00046,1.1449718359,0.8351474945
ecoli_00047,1.4298713157,0.4499660755
ecoli_00048,1.1067431701000001,0.4557872095
ecoli_00049,1.6622284358,0.48067020250000003
ecoli_00050,0.3018252835,-0.7072289105
ecoli_00051,0.21009653900000003,-0.008085209500000001
ecoli_00052,0.7546685747,-0.3701679665
ecoli_00053,0.7111590139,0.2586369655
ecoli_00054,3.571879364,1.2064237745
ecoli_00055,2.6942717684,0.9221722775000001
ecoli_00056,2.525839034,2.4279436845
ecoli_00057,1.7901133096000001,2.3277107395
ecoli_00058,2.3079231958,2.1694974325
ecoli_00059,2.2596827622,2.3201058825
ecoli_00060,0.6161519405,0.7314179955
ecoli_00061,0.3171171331,1.1572275315
ecoli_00062,1.297549898,1.8902006574999999
ecoli_00063,0.9627120844,1.7483172355
ecoli_00064,2.0924347848,-0.4508328675
ecoli_00065,2.3927909036,-0.5084373215
ecoli_00066,2.3307297325,-0.0785773375
ecoli_00067,1.9825003911999999,-0.1612035115
ecoli_00068,-0.3625253807,-0.9505085195
ecoli_00070,0.43053445970000004,-0.5143999915
ecoli_00071,0.0094473704,0.1052057155
ecoli_00072,0.20333863230000002,0.06428985450000001
ecoli_00073,0.7401888789000001,0.0191715465
ecoli_00074,2.0319252313,-1.3145408615
ecoli_00075,1.5546584957,0.6743504085
ecoli_00077,1.486192702,0.4291818135
ecoli_00078,2.2147746423,0.4313096965
ecoli_00079,1.1874374895,0.7554789275
ecoli_00080,0.6372794048,0.3442589465
ecoli_00081,1.1213676363,0.0805425995
ecoli_00082,2.2674862319,1.4794684785
ecoli_00083,1.8955665971000002,1.1329266695
ecoli_00084,2.7575799593,1.0008081955
ecoli_00085,2.3770456519,0.6585821085
ecoli_00086,2.4445561319,2.2480076085
ecoli_00087,2.7757768464,2.2843980515
ecoli_00088,1.62419271,0.5995011455
ecoli_00089,1.0947117577,0.3073333925
ecoli_00090,0.9599174338,0.2653467305
ecoli_00091,1.2649300707,0.46878793350000003
ecoli_00092,5.1754828746,2.1366240495
ecoli_00093,0.7062860413000001,0.7573881695
ecoli_00094,7.2419368981,1.8286742085
ecoli_00095,7.1292170011,1.8282650435
ecoli_00096,1.7340133075000002,1.4829178475
ecoli_00097,1.5362626089,1.3185920885
ecoli_00098,5.9127211154,1.7404599345
ecoli_00099,5.8217559791,1.6387281635000002
ecoli_00100,-0.2614042915,-0.0201131815
ecoli_00101,0.6308857265000001,0.1200727905
ecoli_00102,0.2143922574,0.1947205215
ecoli_00103,5.4820658467,0.4949661825
ecoli_00104,5.323678278,0.4619940235
ecoli_00105,6.6357373781,2.4195194525
ecoli_00106,2.6726372534,2.3005153525
ecoli_00107,3.440693603,2.4950168085
ecoli_00108,1.8165672333,0.0596131825
ecoli_00109,2.503442621,0.5060605545
ecoli_00110,1.0354732264,0.33524698750000004
ecoli_00111,1.5442735171000002,0.44534795450000003
ecoli_00112,1.5372308199,0.19691664250000002
ecoli_00113,5.2595567401,2.8167403914999998
ecoli_00114,4.8730693277,2.5970158395
ecoli_00115,4.5240072986,2.7088991975
ecoli_00116,1.9345154802,0.4831053735
ecoli_00117,1.8876547848,0.6183084605
ecoli_00118,1.9279849293,0.29152161050000003
ecoli_00119,1.9315973942,0.5191508135
ecoli_00120,1.5189159799,0.4391910995
ecoli_00121,1.6134755577000002,0.5327989545
ecoli_00122,1.4179553052,0.054296895500000004
ecoli_00123,1.6781761115,0.2622938885
ecoli_00124,1.4848730631,0.2143389605
ecoli_00125,2.3854711798,-0.4401446845
ecoli_00126,1.2709474520000001,0.1497059425
ecoli_00127,0.3692143277,0.2283729365
ecoli_00128,0.970369692,-0.4858997485
ecoli_00129,0.9083634951,-0.28837409750000004
ecoli_00130,1.383312689,-0.1669454015
ecoli_00131,0.9316132045000001,-0.41621828250000004
ecoli_00132,1.5252465537000002,0.6649797655
ecoli_00133,2.4263470507,1.3047468235
ecoli_00134,1.8270688369,-0.0944523075
ecoli_00135,0.6799119092,0.42944098750000004
ecoli_00136,1.1841106527,-0.34534193150000003
ecoli_00137,0.31139890130000003,-0.0758694495
ecoli_00138,1.7799804393,0.5900246025
ecoli_00139,1.604803284,-0.3211872845
ecoli_00140,1.0066251839,0.2317269285
ecoli_00141,1.5628940076,0.7541531805
ecoli_00142,1.9961776421000001,1.6933658185
ecoli_00143,-0.9833483403000001,-0.6094230485000001
ecoli_00144,11.5667584277,3.6887376265
ecoli_00145,1.1530663912999999,1.4093316535
ecoli_00146,4.2062848018,1.2571686385
ecoli_00147,2.4848662609,0.7291306525
ecoli_00148,2.0496399213,0.7630854805
ecoli_00149,3.5690441222000002,1.1336721245
ecoli_00150,1.6493053457,0.8463568535
ecoli_00151,5.5659172439999995,1.5785382975000002
ecoli_00152,13.37282379,3.7581605365
ecoli_00153,2.6478224093,1.3291710055000001
ecoli_00154,2.4414595742,0.7759283815
ecoli_00155,0.10107805710000001,0.41098103950000003
ecoli_00157,1.803829077,0.3255341755
ecoli_00158,10.6947017303,2.8977836195
ecoli_00159,0.9702939919,0.21230925750000001
ecoli_00160,8.2955418995,1.7014896585
ecoli_00169,0.8945728318,0.6174198265
ecoli_00170,0.4997690616,0.5610730165
ecoli_00171,0.9556835469,0.7645236165
ecoli_00172,0.3957180742,0.41950361150000004
ecoli_00173,4.7566102565,2.1243081285
ecoli_00174,4.1226043058,1.7679789195
ecoli_00175,15.6079784652,3.0076204215
ecoli_00176,14.965827945400001,2.9925581145
ecoli_00177,2.0130947818,0.7553202725
ecoli_00178,2.187592711,1.0343114025
ecoli_00179,24.6149211997,4.9825145815
ecoli_00180,24.6124147023,5.0199142445
ecoli_00181,0.2824047295,0.5371032495
ecoli_00182,0.9343383867,0.6667892235
ecoli_00183,0.7850777271,0.19044495250000001
ecoli_00184,0.8724192153,0.2234924715
ecoli_00185,0.37292069,0.0417030355
ecoli_00186,0.6308281163,0.25157669050000003
ecoli_00187,2.4483595844,1.9809884165
ecoli_00188,2.7575364089,2.1146405275
ecoli_00189,0.5058858157,-0.1246534445
ecoli_00190,0.4335947992,0.2896730065
ecoli_00191,0.6257312194,1.1409433775
ecoli_00192,0.7531054804,1.5368330665
ecoli_00193,0.9176895845,0.5839053475
ecoli_00194,0.4200735554,0.5236292405
ecoli_00195,0.6279388038,0.5414323415
ecoli_00196,0.4010484441,0.8158066335
ecoli_00197,0.2188318927,0.5845058495000001
ecoli_00198,0.4212099422,0.5194770485
ecoli_00199,0.8889306164,0.2564954695
ecoli_00200,1.361816084,0.3849656455
ecoli_00201,2.1440531922,1.1651001945
ecoli_00202,2.5872166903,1.2641202085
ecoli_00203,0.7644671694,0.8098149365
ecoli_00204,0.8550592687,0.3764442195
ecoli_00205,2.0649427861,0.7346865075
ecoli_00206,1.3688038892,0.6149174935
ecoli_00207,1.233521656,0.9112584395000001
ecoli_00208,1.4423693361,0.5965124455
ecoli_00209,0.8485519295,0.4461670325
ecoli_00210,0.8194455327,0.5317511175
ecoli_00211,0.6841244881,0.4248707245
ecoli_00212,0.0923986432,0.6541271225
ecoli_00213,2.3474858338,1.3254032935
ecoli_00214,1.6038775097,1.3721985485000001
ecoli_00215,0.9034910799,0.12323370850000001
ecoli_00216,0.7571417764,0.4385661035
ecoli_00217,1.3898877913,-0.0614324295
ecoli_00218,1.5721943159,0.9484888965
ecoli_00219,0.4728090863,0.48624975950000004
ecoli_00220,0.6200090758,-0.0471823605
ecoli_00221,0.7018632992,0.11958885150000001
ecoli_00222,0.7437920421,0.47963590450000004
ecoli_00223,0.9809111152000001,0.30899384950000003
ecoli_00224,1.6046513773000002,0.3821842875
ecoli_00225,2.1035512309,1.1012522925
ecoli_00226,1.8252750398000002,1.1648777715
ecoli_00227,-0.0964566048,0.5712188225
ecoli_00228,0.2190445308,0.2056350775
ecoli_00229,0.4574195455,0.0202676205
ecoli_00230,0.1704819348,0.1548815445
ecoli_00231,0.3581596321,0.42544224550000004
ecoli_00232,0.41752493970000004,0.1396070305
ecoli_00233,0.7292061933,0.47610490850000003
ecoli_00234,0.19466697100000002,0.25526737850000003
ecoli_00235,0.3511701953,0.6168600405
ecoli_00236,0.3685863855,0.5645263125000001
ecoli_00237,2.2267947707,1.7934850025
ecoli_00238,1.8428067199,1.7697384514999999
ecoli_00239,1.6025666765,1.6689003475000002
ecoli_00240,1.7692303649,1.6284724025
ecoli_00241,3.0849171524,2.7572856855000003
ecoli_00242,1.8209003018,2.1669040245
ecoli_00243,3.0470530294,2.3731782755
ecoli_00244,1.8106289892,2.0480409425
ecoli_00245,1.4570992826,1.7903002985
ecoli_00246,4.9358103994,2.8934282035
ecoli_00247,5.1143396355,3.0776858955
ecoli_00248,3.0868235487,2.9085277395
ecoli_00249,4.9344054515,1.8001602755000001
ecoli_00250,4.3597249546,1.5365699565000002
ecoli_00251,12.4198301072,1.7962359765
ecoli_00252,13.0354799558,2.2398181955
ecoli_00253,12.9273316749,3.0454107405
ecoli_00254,14.4905954701,3.1981701935
ecoli_00255,25.5336340636,6.0200218605
ecoli_00256,24.6083423323,5.6979404615
ecoli_00257,26.2378429597,6.1705032785
ecoli_00258,26.3542770706,6.2038795815
ecoli_00259,24.2514208779,5.7393256925
ecoli_00260,24.3787347427,6.1769552355
ecoli_00261,28.3155291441,6.7360060005
ecoli_00262,26.6993571729,6.9196173505
ecoli_00263,1.4413329298,0.4375708425
ecoli_00264,1.2236440526,0.1076339405
ecoli_00265,0.9252490766,0.4298406665
ecoli_00266,0.6088200237,0.3078679315
ecoli_00267,2.3374171422,0.9490236285
ecoli_00268,2.3010190681,0.6715194935000001
ecoli_00269,2.2751004595,-0.2646426805
ecoli_00270,2.5922912091,0.0811652575
ecoli_00271,2.3976193492,0.7444464655
ecoli_00272,2.0126442114,0.25039888250000003
ecoli_00273,0.6112555679,0.3643514875
ecoli_00274,1.0567886609,0.44255416950000004
ecoli_00275,0.49191029999999997,0.4016797225
ecoli_00276,0.2683479037,0.5213064405
ecoli_00277,0.6958387782000001,0.5589466615
ecoli_00278,1.2952674165,0.5624672675
ecoli_00279,1.19385365,0.46890652050000003
ecoli_00280,0.8592442059000001,0.4759023525
ecoli_00281,0.3456763744,0.4604084135
ecoli_00282,0.8241068046000001,0.4277143175
ecoli_00283,1.2273757456,0.3527189525
ecoli_00284,1.3331029978,0.4817939895
ecoli_00285,0.9031257528000001,0.3848492215
ecoli_00286,0.4081459502,0.0655528855
ecoli_00287,1.2069577058,1.5551246635
ecoli_00288,0.6193552257,1.6794013465000002
ecoli_00289,0.3060528664,0.1092044445
ecoli_00290,0.47553528040000004,0.09293968350000001
ecoli_00291,0.5122274733000001,0.44186998050000004
ecoli_00292,0.6689893746000001,0.23186675850000002
ecoli_00293,1.2383094509,0.22042975550000002
ecoli_00294,1.0132483745,0.18776565550000002
ecoli_00295,0.6348214954,-0.0830336135
ecoli_00296,0.41246273240000003,-0.4695278765
ecoli_00297,0.9797342830000001,-0.1956268655
ecoli_00298,1.2224857347,0.2544401725
ecoli_00299,0.6591204288,0.5546561335
ecoli_00300,0.615689271,0.3492226735
ecoli_00301,2.243020903,0.2069142065
ecoli_00302,2.6613288614,0.4906886915
ecoli_00303,0.7009522898,0.6060371155000001
ecoli_00304,1.4944939991,0.2372759805
ecoli_00305,1.7184297969,0.6443476915
ecoli_00306,1.8100614697,0.3280897045
ecoli_00307,2.1648028971,0.5462275805
ecoli_00308,1.5878934315,0.2782635285
ecoli_00309,2.7568707107,1.1190346375
ecoli_00310,2.7927591561,1.2056126435
ecoli_00311,3.1427867664,0.7132910455
ecoli_00312,2.6217379761,0.2757859865
ecoli_00313,0.947312557,0.1179555385
ecoli_00314,0.7012855625000001,0.46042887450000003
ecoli_00315,2.342099211,0.5612963265
ecoli_00316,1.4777487919,0.5822834445
ecoli_00317,2.1254929147,0.5662375885
ecoli_00318,1.7819155376,0.4042287625
ecoli_00319,1.5329193239,0.0845186525
ecoli_00320,1.2288292577,0.5408020595
ecoli_00321,1.5741627881,0.5442592535
ecoli_00322,1.9083746408,0.7261743975
ecoli_00323,0.9967216015,1.0302422275
ecoli_00324,1.0693199545,0.9543914605
ecoli_00325,1.0981683914,0.7653369435
ecoli_00326,1.4481867371,0.9500815405
ecoli_00327,2.4367144915,0.8851008535
ecoli_00328,2.475102808,1.0723728875
ecoli_00329,2.094851492,0.9123114785
ecoli_00330,2.1550322553,0.8262557445000001
ecoli_00331,2.1139882513,0.8736340545
ecoli_00332,1.8422484191000001,0.8710202455
ecoli_00333,1.8363244518,0.8615837285
ecoli_00334,1.6385651747,0.7002143025
ecoli_00335,1.3738159366,0.8846697355
ecoli_00336,1.1914167172,0.8810467845000001
ecoli_00337,1.5401346098,0.6890138475
ecoli_00338,2.0008474645,0.7013082295
ecoli_00339,0.7911687068000001,0.7563481235
ecoli_00340,1.2394964639000001,1.0203987644999999
ecoli_00341,1.0865961733,0.8168306635
ecoli_00342,1.0413086381,0.8847907645
ecoli_00343,3.0939434946,0.6949953865
ecoli_00344,2.8323898478,0.7642135705
ecoli_00345,1.6191177524,0.8689388725
ecoli_00346,1.8091733276,0.7126349155
ecoli_00347,0.8691264994000001,1.2234094765
ecoli_00348,0.9074643271,1.1079348315
ecoli_00349,1.2874289311,1.1198259775
ecoli_00350,1.1710794337000001,1.2228700735
ecoli_00351,2.7286045461,0.9584808385
ecoli_00352,1.6671265844,0.9386753325
ecoli_00353,1.4103294566,1.1583261245
ecoli_00354,1.4605628004,1.1536239645
ecoli_00355,1.425615632,0.9877476165
ecoli_00356,1.1573236295,1.0094906415
ecoli_00357,1.5619077307,0.7193270645000001
ecoli_00358,1.6990804815,0.7941281685
ecoli_00359,1.1323887053,1.1829945595
ecoli_00360,1.3002902823,1.2567242955
ecoli_00361,1.2936358138,0.7125151365
ecoli_00362,1.2528314589,0.8464576325000001
ecoli_00363,-0.0548368132,0.3632167995
ecoli_00364,0.33162022290000004,1.0561460195
ecoli_00365,-0.6616541033000001,1.6561793505
ecoli_00366,-0.2078427368,1.5610221095
ecoli_00367,-0.6001475189000001,-0.6172280115000001
ecoli_00368,-0.26185363100000003,0.2975182565
ecoli_00369,-0.7433461184,0.7062699795
ecoli_00370,-0.054001699300000004,0.6140505875
ecoli_00371,-0.5504223005000001,1.0118732055
ecoli_00372,0.020673028200000002,1.4863483865
ecoli_00373,0.7578625129000001,-0.2928264695
ecoli_00374,0.1819254702,-0.13777685250000002
ecoli_00375,-0.2741190781,0.13038072150000002
ecoli_00376,-0.2770882898,0.1732938205
ecoli_00377,0.4332187494,-0.1748025265
ecoli_00378,0.965058893,0.0277470805
ecoli_00379,-0.5398082293,0.27196251450000003
ecoli_00380,-0.4142855871,-0.07225087050000001
ecoli_00381,-0.0777599804,0.35684443650000003
ecoli_00382,0.1026453477,0.9488821145
ecoli_00383,0.32388626060000003,1.0469926535
ecoli_00384,-0.011932199000000001,1.0541468605
ecoli_00385,0.0426435041,0.5075355535
ecoli_00386,-0.3046860912,0.6139017685
ecoli_00387,0.660286161,0.2888156575
ecoli_00388,0.9875709835,0.2617245565
ecoli_00389,-0.1778762812,0.1618152255
ecoli_00390,-0.023696806600000002,0.0373606115
ecoli_00391,0.10303417640000001,-0.9164062735
ecoli_00392,-0.12728068780000001,-0.7070295795
ecoli_00393,0.2235200884,0.3469987585
ecoli_00394,0.2521780708,0.3604491235
ecoli_00395,0.69150565,0.4717572065
ecoli_00396,-0.11561614540000001,0.4222641905
ecoli_00397,1.9593490197,1.3830892685
ecoli_00398,1.9795207181,1.4666840975
ecoli_00399,0.5458293452,0.4976514375
ecoli_00400,0.5346033497,0.7546505095
ecoli_00401,0.1294763085,0.49860209450000004
ecoli_00402,0.1172132865,0.40297042450000004
ecoli_00403,2.7997058732,1.0477424215
ecoli_00404,1.720092591,1.2468147135
ecoli_00405,0.3092436556,1.0576468725
ecoli_00406,0.49113911790000003,0.7788044905
ecoli_00407,0.8744768005,0.8530652775
ecoli_00408,0.9571480360000001,0.5401148605
ecoli_00409,1.4546026179,1.0254343835
ecoli_00410,1.5147131633000002,0.6870017785
ecoli_00411,-0.6464345318,0.1489227425
ecoli_00412,0.2115896891,0.5134930275
ecoli_00413,0.0772424969,0.3658395915
ecoli_00414,0.5597591061,0.5235609345
ecoli_00415,1.2902272905,0.9452027935
ecoli_00416,1.0123227188,0.7979310235
ecoli_00417,-0.0438486126,0.8474506315
ecoli_00418,-0.121645943,0.3908524285
ecoli_00419,0.5761727693,0.7184552725000001
ecoli_00420,1.04932886,0.6566899305
ecoli_00421,1.4110609049,0.9600651465000001
ecoli_00422,1.6984917188000002,0.9640696615000001
ecoli_00423,0.3138524533,0.2985860835
ecoli_00424,0.02376277,0.1438573585
ecoli_00425,0.2111753037,0.6762149595
ecoli_00426,-0.2216852514,0.7829582495
ecoli_00427,0.3526637582,0.2504782895
ecoli_00428,-0.1855947802,0.31608027850000003
ecoli_00429,0.4878581326,0.3165942275
ecoli_00430,0.2127696808,0.0745976865
ecoli_00431,0.8841272384000001,1.0894633795
ecoli_00432,1.0962478733,1.0277333845
ecoli_00433,0.9648227843,0.8827769975
ecoli_00434,1.1562260853,0.6729003675
ecoli_00435,0.4636712792,0.7933428255
ecoli_00436,0.33398492300000004,0.5225325725000001
ecoli_00437,0.41529915980000004,0.6234876815
ecoli_00438,0.5866532436,0.5732647645
ecoli_00439,2.243257613,1.5409970145
ecoli_00440,2.0997515085,1.5896391955
ecoli_00441,0.3950955195,1.0038998515
