,A,GlpR
cstr_pfr__str_ref3__1,0.4269751389,-0.002714686
cstr_pfr__pfr_P5_0005m__1,0.1133895226,-0.23700343370000002
cstr_pfr__pfr_P5_0010m__1,-0.1560724102,-0.47303141120000003
cstr_pfr__pfr_P5_0025m__1,0.4538523571,-0.4163086876
cstr_pfr__pfr_P3_0025m__1,0.28989113040000003,-0.3969285341
cstr_pfr__pfr_P1_0025m__1,0.23288580250000002,-0.20033682490000002
cstr_pfr__pfr_P5_0045m__1,0.6323725449,-0.5327225451000001
cstr_pfr__pfr_P5_0120m__1,0.8533402726,-0.4727446531
cstr_pfr__pfr_P3_0120m__1,0.3742251392,-0.34023626360000003
cstr_pfr__pfr_P1_0120m__1,0.5151934237,-0.3632318073
cstr_pfr__pfr_P5_0210m__1,0.8234036903,-0.48282505750000004
cstr_pfr__pfr_P5_1500m__1,-0.0333089896,-0.5399550701
cstr_pfr__pfr_P3_1680m__1,0.08620852100000001,-0.3057567916
cstr_pfr__pfr_P5_1680m__1,-0.204475772,-0.5156469572
cstr_pfr__pfr_P1_1680m__1,0.0330575457,-0.0651662343
cstr_pfr__str_0005m__2,0.16553332110000002,-0.1269393814
cstr_pfr__str_0010m__2,-0.0039130095,-0.1589088391
cstr_pfr__str_0025m__2,0.1282253219,-0.1263789206
cstr_pfr__str_0045m__2,0.4341517568,-0.1307651068
cstr_pfr__str_0075m__2,0.5326789532,-0.1285360464
cstr_pfr__str_0120m__2,0.0111544773,-0.25540986190000003
cstr_pfr__str_0210m__2,0.3821715804,-0.145421361
cstr_pfr__str_0330m__2,0.2051403423,-0.0582520013
cstr_pfr__str_1500m__2,0.3368968322,0.1000244565
cstr_pfr__str_1560m__2,-0.2852206217,-0.021368071500000002
cstr_pfr__str_1680m__2,0.41339011800000003,-0.10488415
cstr_pfr__str_ref1__2,0.0878707277,0.0703591491
cstr_pfr__str_ref2__2,0.2567952086,0.0058813248000000005
cstr_pfr__str_ref3__2,0.2232231285,-0.0924754183
cstr_pfr__pfr_P5_0005m__2,0.6289989922,-0.492167332
cstr_pfr__pfr_P5_0010m__2,0.18610347900000002,-0.6473359064
cstr_pfr__pfr_P5_0025m__2,0.5447500549000001,-0.6126971719000001
cstr_pfr__pfr_P3_0025m__2,0.1138923728,-0.45727796600000004
cstr_pfr__pfr_P1_0025m__2,-0.1430279217,-0.4341005475
cstr_pfr__pfr_P5_0045m__2,0.9800765375,-0.5329287294
cstr_pfr__pfr_P5_0120m__2,0.5535835378,-0.6103321735
cstr_pfr__pfr_P3_0120m__2,0.20604197500000002,-0.4294045818
cstr_pfr__pfr_P1_0120m__2,0.2882719183,-0.2658523934
cstr_pfr__pfr_P5_0210m__2,0.8527171622,-0.5373668062
cstr_pfr__pfr_P5_1500m__2,0.06894602080000001,-0.6764720597
cstr_pfr__pfr_P3_1680m__2,-0.0176102029,-0.6735241578000001
cstr_pfr__pfr_P5_1680m__2,-0.0516068367,-0.3445518161
cstr_pfr__pfr_P1_1680m__2,-0.0634652326,-0.29694555710000003
darobactin__daro_30m__1,0.7230563894,-0.0690130965
darobactin__daro_30m__2,-0.5284017368,0.0474489024
darobactin__solv_1h__1,0.017558217,0.17431009990000002
darobactin__solv_1h__2,0.5170210367,0.0269733784
darobactin__daro_1h__1,0.7565314288,-0.1188720344
darobactin__solv_1h__3,0.115562168,0.3968469726
darobactin__daro_1h__2,0.6126121872,0.24977645780000002
darobactin__daro_1h__3,0.9758632877000001,0.3374070621
darobactin__daro_30m__3,0.4961408908,0.23088532020000002
darobactin__solv_30m__1,0.0155805596,-0.1063188132
darobactin__solv_15m__1,0.050781657800000005,0.0627653387
darobactin__solv_15m__2,-0.3368876806,-0.0331599668
darobactin__daro_15m__1,0.2272082793,-0.1447266366
darobactin__solv_15m__3,0.2861060228,-0.0296053719
darobactin__daro_15m__2,-0.7746417277000001,0.0048983165
darobactin__daro_15m__3,-0.9160509435,0.1746014782
darobactin__solv_30m__2,0.1980270305,-0.080127179
darobactin__solv_30m__3,0.6267619523,0.037892072000000006
ddp__pNT3_aroP__1,1.205337418,-0.056352655800000005
ddp__pNT3_aroP__2,1.8584373212,-0.25928770090000003
ddp__pNT3_bamC__1,4.6354295951,1.5611646992
ddp__pNT3_bamC__2,5.3897617456999996,1.5635536724999999
ddp__pNT3_cusA__1,4.2306927171,1.9797643427
ddp__pNT3_cusA__2,4.8273973587,1.2846210513
ddp__pNT3_hemX__1,1.1667653013,0.32981090360000004
ddp__pNT3_hemX__2,1.440046277,0.057322598200000005
ddp__pNT3_empty__1,0.0660170965,0.2480974299
ddp__pNT3_empty__2,-0.0660170965,-0.2480974299
ddp__pNT3_topA__1,2.3226418804,0.7894775070000001
ddp__pNT3_topA__2,1.8699592969,0.7276898860000001
ddp__pNT3_yicR__1,-0.9608453694,0.43350181520000003
ddp__pNT3_yicR__2,-0.6531348989,0.2066311807
ddp__pNT3_yqjD__1,0.5827394205,0.3809406595
ddp__pNT3_yqjD__2,0.5434478656,-0.034895099400000004
ecomics__del_gabT__1,0.8770676608,-0.0038173633
ecomics__del_gabT__2,-0.8770676608,0.0038173633
ecomics__del_putP__1,1.2568212351999999,0.20466009810000002
ecomics__del_putP__2,-0.8337985792,-0.2224246189
ecomics__del_entF__1,-0.7362010109,0.5040541804
ecomics__del_entF__2,0.7529427965000001,0.6240725665
ecomics__del_entF__3,-0.5564753143,0.1587519681
ecomics__del_cysA__1,0.32390675010000003,-0.1904970842
ecomics__del_cysA__2,-1.1479061426000001,0.3013725209
elyC__wt_21C__1,0.1056066442,-0.3565224104
elyC__wt_21C__2,0.24297095370000002,-0.5403850538
elyC__wt_21C__3,-0.0426359071,-0.3728841384
elyC__wt_37C__1,0.183778939,-0.1837459877
elyC__wt_37C__2,-0.2763442007,0.12971207
elyC__wt_37C__3,0.0925652617,0.0540339177
elyC__delelyC_21C__1,-0.0334005626,-0.5268772988
elyC__delelyC_21C__2,0.0960776247,-0.5666576830000001
elyC__delelyC_21C__3,-0.0432253675,-0.49255266680000004
elyC__delelyC_37C__1,0.0716063365,-0.051187274500000005
elyC__delelyC_37C__2,0.3036388669,-0.0782326916
elyC__delelyC_37C__3,0.2092134264,-0.0433124209
evo_acid_w__F9_2__1,-0.7393984244,0.0493074264
evo_acid_w__F11_1__1,1.0641804455,1.8031431066999999
evo_acid_w__F11_1__2,0.8471447522000001,1.7741858891
evo_acid_w__F11_1__3,1.3957584888,1.7853778109
evo_acid_w__wt__1,-0.4730939045,0.8529245803000001
evo_acid_w__F11_2__1,0.2324219503,0.5118088794
evo_acid_w__B11_2__1,0.0500185451,0.5587821366
evo_acid_w__F11_2__2,2.6616653109,0.24691036830000002
evo_acid_w__wt__2,0.056881888900000004,0.7408954940000001
evo_acid_w__B11_1__1,-2.5508560552,-0.2493817934
evo_acid_w__H9_1__1,1.2614711707000001,2.6445748131
evo_acid_w__H9_2__1,2.2270527824,0.7278232204
evo_acid_w__B11_2__2,-0.19390915150000002,0.4954198698
evo_acid_w__wt__3,0.8201079461,0.8381206356
evo_acid_w__H9_2__2,2.1689476654,0.8580215948000001
evo_acid_w__B11_2__3,-0.38596957400000004,0.3822041266
evo_acid_w__F11_2__3,2.3904000054,0.3453293123
evo_acid_w__F9_2__2,0.2811498988,0.2115839707
evo_acid_w__wt__4,2.1954321976,0.1247444174
evo_acid_w__wt__5,2.4578387325,0.2150535946
evo_acid_w__wt__6,-2.1184551204,-1.0219100057
evo_acid_w__H9_1__2,0.8389377536,2.4501958039
evo_acid_w__F9_1__1,-0.33501401470000003,1.5713920063
evo_acid_w__F9_1__2,-0.2834544294,1.68514804
evo_acid_w__B11_1__2,-1.6109651958,0.0132256803
evo_acid_w__H9_2__3,2.1000119608,0.46092881750000003
evo_acid_w__wt__7,0.2618742787,0.13165239010000002
evo_acid_w__F9_1__3,-0.5235270049,1.8743159462999999
evo_acid_w__F9_2__3,-0.7150603773,-0.11157021780000001
evo_acid_w__wt__8,-1.6614958318,-0.85964573
evo_acid_w__B11_1__3,-2.3911343938,-0.1533506267
evo_acid_w__wt__9,-1.5390901872,-1.0218353763
evo_bz__c3_1_bz__1,-1.2263390779,1.2867259544
evo_bz__c3_1_bz__2,-1.5139278495,0.39060181520000004
evo_bz__c3_1_bz__3,-0.6342595531,0.23437908470000002
evo_bz__c3_1_bz__4,-0.3137659491,0.2068183408
evo_bz__g5_1_bz__1,-2.8938282405,1.4694394469
evo_bz__g5_1_bz__2,-0.0291844243,1.6792949989000001
evo_bz__g5_1_bz__3,-2.7939330441,1.5288589691999999
evo_bz__g5_1_bz__4,-1.3156052467000001,1.0006444873
evo_bz__g5_1_bz__5,-0.7297125927,0.7753339398
evo_bz__g5_1_bz__6,-0.8775849447,1.0094612343
evo_bz__w3110d13__1,0.3549956953,0.5077875506
evo_bz__w3110d13__2,0.6938799182000001,0.3035051689
evo_bz__w3110d13__3,-0.5640032211,-0.3682999847
evo_bz__w3110d13__4,0.3648614169,0.1493339842
evo_bz__w3110d13__5,-0.49550763200000003,-0.256424659
evo_bz__w3110d13__6,-0.3542261773,-0.3359020599
evo_bz__w3110d13_bz__1,1.1260090843000001,1.4935762558
evo_bz__w3110d13_bz__2,1.9188678236,1.5678286946000002
evo_bz__w3110d13_bz__3,-0.8145163774,0.40410854700000004
evo_bz__w3110d13_bz__4,0.7335279652000001,1.0866494679
evo_bz__c3_1_bz__5,-0.3086245234,1.6091887569
evo_bz__c3_1_bz__6,1.6276097943,1.6967102819000002
evo_bz__g5_2_bz__1,-1.0271966043,0.6505226472
evo_bz__g5_2_bz__2,-0.3383749509,0.424694092
evo_bz__g5_2_bz__3,-0.034595707100000005,0.3374740732
evo_bz__g5_2_bz__4,0.2934281164,0.8285870124
evo_bz__g5_2_bz__5,-0.0794876914,0.9233460324
evo_bz__g5_2_bz__6,0.8462051894,1.501362255
evo_bz__w3110d13_bz__5,-0.9214292307,-0.1590517346
evo_bz__w3110d13_bz__6,-0.5860751574,0.6238070096
evo_bz__a1_1_bz__1,-2.2395193049,0.4823343412
evo_bz__a1_1_bz__2,1.2003515095,1.3482214083000001
evo_bz__a1_1_bz__3,-1.6776990925000002,1.1660678674
evo_bz__a1_1_bz__4,0.7724922479,1.4357202066
evo_bz__a1_1_bz__5,-2.7110261731,1.0926678605
evo_bz__a1_1_bz__6,-1.4527558253000001,1.1599425665
evo_metab__wt__1,-0.6929141329,-0.4403594471
evo_metab__del_zwf__1,-0.9985755730000001,-0.1743480856
evo_metab__zwf_ale1__1,-1.8445339564,0.1405646899
evo_metab__zwf_ale2__1,-0.2023444458,0.0303647959
evo_metab__del_ppk__1,0.6257109703,-0.8013320833
evo_metab__ppk_ale1__1,1.0056854067,-0.2898829987
evo_metab__ppk_ale2__1,-0.6851380964,-1.0153906363
evo_metab__ppk_ale3__1,-0.4091340371,-1.2045652108
evo_metab__del_dapF__1,-0.1885028793,-0.8583441946
evo_metab__dapF_ale1__1,-0.8899554930000001,-0.6292860904
evo_metab__dapF_ale3__1,-0.38443963540000003,-0.49579849400000003
evo_metab__del_entC__1,0.0722084313,0.1957791288
evo_metab__entC_ale1__1,0.0842519258,0.228781316
evo_metab__entC_ale2__1,-1.4866669887000001,-0.24812723500000003
evo_metab__del_dgk__1,1.1405525307,-0.44549504160000003
evo_metab__dgk_ale1__1,1.3212840961,-0.2502320454
evo_metab__dgk_ale2__1,1.7010476840000002,-0.331897131
evo_metab__dgk_ale3__1,-0.9117672499,-0.09316599490000001
evo_metab__wt__2,-0.223979112,0.2474623203
evo_metab__del_zwf__2,-0.0279499253,0.3869791838
evo_metab__zwf_ale1__2,-0.0918231647,0.2168337639
evo_metab__zwf_ale2__2,-0.7138465092,-0.3265272883
evo_metab__del_ppk__2,0.39257518950000003,0.053455893000000004
evo_metab__ppk_ale1__2,0.7297753755,0.1567531858
evo_metab__ppk_ale2__2,0.8160330215,-0.1825069906
evo_metab__ppk_ale3__2,0.010246700800000001,0.3040397902
evo_metab__del_dapF__2,0.1145064128,-0.1833748185
evo_metab__dapF_ale1__2,-0.5198110509,-0.42586193910000003
evo_metab__dapF_ale3__2,-0.24015485660000002,-0.12249869990000001
evo_metab__del_entC__2,1.0501085089,0.33057946380000003
evo_metab__entC_ale1__2,0.8972699117,0.072069885
evo_metab__entC_ale2__2,1.5321900583999999,-0.305689826
evo_metab__entC_ale3__1,0.9845274434000001,-0.3434832869
evo_metab__del_dgk__2,1.114120004,-0.3940343591
evo_metab__dgk_ale1__2,1.1095231944,-0.0011530960000000002
evo_metab__dgk_ale2__2,1.0341947731,-0.3515041641
evo_metab__dgk_ale3__2,0.2394737897,-0.9208272551000001
evo_metab__wt__3,0.9168932449,0.1928971268
evo_metab__del_zwf__3,-0.08327831220000001,0.570826432
evo_metab__zwf_ale1__3,-0.41759949300000004,0.1919748912
evo_metab__zwf_ale2__3,-0.6578000999,-0.1046514436
evo_metab__del_ppk__3,0.9969481895000001,0.1394271017
evo_metab__ppk_ale1__3,0.9803489469000001,0.2513090195
evo_metab__ppk_ale2__3,0.21446323080000002,0.2045468091
evo_metab__ppk_ale3__3,-0.2674565686,-0.1732075957
evo_metab__del_dapF__3,-0.21666366480000002,-0.1837426684
evo_metab__dapF_ale1__3,-0.2499862062,-0.7398466797000001
evo_metab__dapF_ale3__3,0.061272859400000004,0.11664154300000001
evo_metab__del_entC__3,0.3344970753,0.26481624260000003
evo_metab__entC_ale1__3,1.3497050305,-0.1821858366
evo_metab__entC_ale2__3,0.0622861341,-0.0321993626
evo_metab__entC_ale3__2,0.186680763,0.7178297641
evo_metab__del_dgk__3,1.070553292,0.3220536887
evo_metab__dgk_ale1__3,1.00483118,0.1003256154
evo_metab__dgk_ale2__3,1.2981231656,0.173765191
evo_metab__dgk_ale3__3,-0.0454187088,-0.6534507347
flag_reg__wt__1,-0.12574804920000002,0.11468040360000001
flag_reg__del_fliA__1,0.043823222,-0.2801036027
flag_reg__del_flhC__1,-0.210468229,-0.42522054940000004
flag_reg__del_flhD__1,-0.11353266470000001,-0.7213027095
flag_reg__wt__2,0.12574804920000002,-0.11468040360000001
flag_reg__del_fliA__2,-0.1260968075,-0.4982943159
flag_reg__del_flhC__2,-0.5168797287,-0.0238050973
flag_reg__del_flhD__2,0.0797944667,-0.46625259480000003
flgM__27C__1,-0.3116023853,-0.7980020799
flgM__27C__2,-0.3965626995,-0.6371200769
flgM__27C__3,-0.5973951684000001,-0.7691614417
flgM__32C__1,-0.5875956866000001,-0.2969805928
flgM__32C__2,-0.1406154859,-0.1758425087
flgM__32C__3,-0.0498509124,-0.22935125180000002
flgM__37C__1,-0.1219856609,-0.0030428411
flgM__37C__2,0.0704763369,0.0192457377
flgM__37C__3,0.051509324,-0.0162028967
flgM__42C__1,0.1377089704,0.3496920025
flgM__42C__2,0.12987748370000002,0.5569969479
flgM__42C__3,0.11295218010000001,0.8503472601000001
histone__untreated__1,0.1481542323,-0.1540920872
histone__untreated__2,-0.4619128786,0.12513500630000002
histone__untreated__3,0.3137586464,0.0289570809
histone__10ug_H2A__1,0.025302586800000002,0.009818308000000001
histone__10ug_H2A__2,-0.3802183766,-0.0137629781
histone__10ug_H2A__3,0.0680032782,-0.07324093050000001
histone__50ug_H2A__1,0.3665882424,0.0126416537
histone__50ug_H2A__2,0.40264708530000004,0.06320787280000001
histone__50ug_H2A__3,0.0724616636,-0.065232529
histone__100ug_H2A__1,0.47008802860000004,0.0063372295
histone__100ug_H2A__2,0.5702892249,0.0498125626
histone__100ug_H2A__3,0.2191705123,-0.1265524177
hns__del_hns_spike__1,-0.4284015758,0.09264139660000001
hns__del_hns_spike__2,0.9983213628000001,-0.1713127428
hns__del_hns__1,-0.6941669222,0.037311213100000004
hns__del_hns__2,2.3197250957,-0.4055031429
hns__wt_spike__1,-0.48968416410000004,0.09550131390000001
hns__wt_spike__2,2.1435528629,0.4957190869
hns__wt__1,-0.6271919847,-0.046767419500000004
hns__wt__2,0.6271919847,0.046767419500000004
hns_stpA__evo100G4_delhns_delstpA__1,0.5769063366,-0.3274880751
hns_stpA__evo100G4_delhns_delstpA__2,1.0855722044,-0.414173599
hns_stpA__evo100G12_delhns_delstpA__1,2.3636482743,-0.9905450169000001
hns_stpA__evo100G12_delhns_delstpA__2,2.1608753404,-0.8612484167000001
hns_stpA__delhns_delstpA_delrpoS__1,3.5198239111,-1.2701751764
hns_stpA__delhns_delstpA_delrpoS__2,2.5512025095,-0.5985124277
hns_stpA__wt__1,0.0070127393,0.26765551930000003
hns_stpA__wt__2,-0.0070127393,-0.26765551930000003
hns_stpA__delhns_delstpA__1,2.7810953526,-0.4698559637
hns_stpA__delhns_delstpA__2,2.7678659285,-0.240749507
hu__wt_log_pH7__1,-4.6537990183,0.5372338387
hu__wt_log_pH7__2,-5.2220000943,0.632800164
hu__wt_log_pH7__3,-4.7794483423,0.8838419178
hu__wt_lag_pH7__1,0.43973991290000003,0.0880758799
hu__wt_lag_pH7__2,1.1404209648,-0.062020312200000004
hu__wt_lag_pH7__3,-1.5801608777,-0.0260555676
hu__delhupA_lag_pH7__1,-1.0285705271,0.1587796437
hu__delhupA_lag_pH7__2,-2.1454216772,0.0863577864
hu__delhupA_lag_pH7__3,-1.8124027834,0.1449506931
hu__delhupB_lag_pH7__1,1.0488687292,0.1743201438
hu__delhupB_lag_pH7__2,0.8178585505,0.17299713700000002
hu__delhupB_lag_pH7__3,-2.080147211,-0.0614654917
hu__delhupAhupB_lag_pH7__1,-4.3110303418,0.7587590302
hu__delhupAhupB_lag_pH7__2,-3.1274377567,0.36203265960000003
hu__delhupAhupB_lag_pH7__3,-6.1437154392,1.5966409841
hu__hupAE34K_hupB_lag_pH7__1,2.0275442796,-0.10137088130000001
hu__hupAE34K_hupB_lag_pH7__2,0.7221681964000001,0.5071667434
hu__hupAE34K_hupB_lag_pH7__3,-0.5947228385000001,0.1686764335
hu__hupAE34K_delhupB_lag_pH7__1,0.9197497046,-0.0851741143
hu__hupAE34K_delhupB_lag_pH7__2,2.047278177,0.3725158051
hu__hupAE34K_delhupB_lag_pH7__3,-0.8565485410000001,0.2847886254
hu__wt_lag_pH5__1,-1.7512333080000002,0.9559644196
hu__wt_lag_pH5__2,-3.9226304543,1.4272941646000001
hu__wt_lag_pH5__3,-4.1226627929,1.5566471095
hu__delhupA_lag_pH5__1,-3.097604257,1.0446157144
hu__delhupA_lag_pH5__2,-3.1486856703,1.3428833926000001
hu__delhupA_lag_pH5__3,-4.0909671118,1.6346042738
hu__delhupAhupB_lag_pH5__1,-4.7811965321,0.9824223085
hu__delhupAhupB_lag_pH5__2,-5.2078083959,1.1476970961
hu__delhupAhupB_lag_pH5__3,-5.2474621105,1.5171400245000002
hu__hupAE34K_hupB_lag_pH5__1,-1.6274340705,1.2155110723
hu__hupAE34K_hupB_lag_pH5__2,-4.4317524356,1.7221463016
hu__hupAE34K_hupB_lag_pH5__3,-4.4893699199,1.7181649970000001
hu__hupAE34K_delhupB_lag_pH5__1,-4.2889857714,1.4254237011
hu__hupAE34K_delhupB_lag_pH5__2,-2.488962977,1.5798233087
hu__hupAE34K_delhupB_lag_pH5__3,-3.5776237138,1.5633034885
hyperpersistence__low_GFP__1,0.4892067668,-1.6800595654000001
hyperpersistence__wt__1,-0.1475254638,-0.059303000700000004
hyperpersistence__high_GFP__1,0.5024280877,-1.8939275624
hyperpersistence__pth_mut__1,1.3687752621,-0.271235314
hyperpersistence__pth_mut__2,0.9158143849,-0.39938487580000004
hyperpersistence__metG_mut__1,1.1490087729,-0.10045886970000001
hyperpersistence__metG_mut__2,1.7185261981000002,-0.25518870250000003
hyperpersistence__high_GFP__2,0.5646896809,-1.7185262699
hyperpersistence__wt__2,0.1475254638,0.059303000700000004
hyperpersistence__low_GFP__2,0.0895918949,-1.6698857504
kan_efg__cpxAF218Y__1,1.7944437416999999,0.0008442991
kan_efg__cpxAF218Y__2,1.9842058263000002,-0.0934679876
kan_efg__cyaAN600Y__1,2.7466722946,0.2013640055
kan_efg__cyaAN600Y__2,2.1746968401,-0.44459860910000004
kan_efg__fusAA608E__1,-1.7981653715,0.5979994209
kan_efg__fusAA608E__2,-1.1822387589,0.49969253420000004
kan_efg__fusAA608E_cpxAF218Y__1,0.9626297602,0.328827757
kan_efg__fusAA608E_cpxAF218Y__2,0.14707751200000002,0.253586124
kan_efg__fusAA608E_cyaAN600Y__1,2.7046015279,0.2143987102
kan_efg__fusAA608E_cyaAN600Y__2,3.3934729817,-0.00011914050000000001
kan_efg__fusAA608E_rpoDL261Q__1,1.5785284394999999,0.4662110109
kan_efg__fusAA608E_rpoDL261Q__2,-1.3720119761,0.539112977
kan_efg__fusAA608E_topAS180L__1,0.7499536958,0.5402470076
kan_efg__fusAA608E_topAS180L__2,0.11358156950000001,0.6884364211
kan_efg__rpoDL261Q__1,0.1912053473,0.4994292289
kan_efg__rpoDL261Q__2,1.9865884958,0.3820150711
kan_efg__wt__1,-0.5651441603,0.084813068
kan_efg__wt__2,0.5651441603,-0.084813068
lrp__wt_min_log__1,0.06673011620000001,-0.02743775
lrp__wt_min_log__2,-0.06673011620000001,0.02743775
lrp__wt_min_trans__1,5.2101513927,-0.7068095136
lrp__wt_min_trans__2,5.1848452066,-0.4196812554
lrp__wt_min_stat__1,0.4617918183,-2.1982355358
lrp__wt_min_stat__2,0.4654031743,-1.4102932531
lrp__wt_liv_log__1,0.248943359,0.3701986961
lrp__wt_liv_log__2,-0.2262224468,0.3188793224
lrp__wt_liv_trans__1,3.4308217668,0.4078371961
lrp__wt_liv_trans__2,3.6249479848,0.37481856480000003
lrp__wt_liv_stat__1,0.1166735247,-2.5791268827
lrp__wt_liv_stat__2,0.4797189866,-1.5808620194
lrp__wt_rich_log__1,0.7876215265000001,0.3877322232
lrp__wt_rich_log__2,0.5503941671,0.4238096327
lrp__wt_rich_trans__1,2.2550627477000003,0.102855338
lrp__wt_rich_trans__2,4.4919075304,0.0360211662
lrp__wt_rich_stat__1,1.8195047122,-1.2648035611
lrp__wt_rich_stat__2,1.7927205946,-1.1302546376
lrp__dellrp_min_log__1,0.08408126490000001,0.0021585282
lrp__dellrp_min_log__2,0.2477025232,0.1918409463
lrp__dellrp_min_trans__1,4.5906437775,0.32185305810000003
lrp__dellrp_min_trans__2,3.8847784828,0.6480211438
lrp__dellrp_min_stat__1,0.5676660001,-1.085511659
lrp__dellrp_min_stat__2,1.1809786638,-1.3347542662
lrp__dellrp_liv_log__1,0.0308015383,0.3654044124
lrp__dellrp_liv_log__2,-0.2395097101,0.28739483400000004
lrp__dellrp_liv_trans__1,3.9843569389,0.131348761
lrp__dellrp_liv_trans__2,3.7589888508,0.030321609000000003
lrp__dellrp_liv_stat__1,0.6151531679000001,-1.6615605843
lrp__dellrp_liv_stat__2,0.5967428477,-1.6259335786
lrp__dellrp_rich_log__1,1.0791617532,0.3521731433
lrp__dellrp_rich_log__2,0.8281375504,0.28000085420000004
lrp__dellrp_rich_trans__1,3.6858161421,0.3002672564
lrp__dellrp_rich_trans__2,4.2868003467,0.3254925623
lrp__dellrp_rich_stat__1,3.3992039743,-0.0733759949
lrp__dellrp_rich_stat__2,3.3194521638,0.4294987306
mazF_circuit__t0__1,0.1438415264,0.1356911421
mazF_circuit__t2__1,2.4608386862,-0.1411983457
mazF_circuit__t4__1,0.3609415405,0.3122916298
mazF_circuit__t6__1,-0.07116825090000001,0.1499767427
mazF_circuit__t8__1,-1.7008649376,-0.1107783749
mazF_circuit__t0__2,-0.1438415264,-0.1356911421
mazF_circuit__t2__2,2.6271243545000003,0.0867712457
mazF_circuit__t4__2,-0.0905524317,0.1335363508
mazF_circuit__t6__2,1.3701789405,0.5002676004000001
mazF_circuit__t8__2,-0.6634469989,0.24123425040000002
mazF_ribo__emptyvec_mrna_5m__1,0.0792619621,0.0182077853
mazF_ribo__emptyvec_mrna_5m__2,-0.0792619621,-0.0182077853
mazF_ribo__mazF_mrna_5m__1,-3.2764087247,0.7500454773
mazF_ribo__mazF_mrna_5m__2,-3.1195244689,0.6320051352
mazF_ribo__emptyvec_total_5m__1,-0.125941263,0.5464912603000001
mazF_ribo__emptyvec_total_5m__2,-0.058590721500000005,0.323746541
mazF_ribo__mazF_total_60m__1,-0.35672731950000003,1.6527640855999999
mazF_ribo__mazF_total_60m__2,-1.6059566066,1.5187133235
mercury__ctrl_t00__1,-0.15707862720000001,-0.1596542937
mercury__ctrl_t10__1,1.6294747739000002,-0.3882934417
mercury__ctrl_t30__1,3.6568499267,-0.38600420080000003
mercury__ctrl_t60__1,4.7460565471,-0.4294541424
mercury__hg_t10__1,-0.0498889869,1.0631060304
mercury__hg_t30__1,-0.0594331803,-0.6579541006
mercury__hg_t60__1,1.5107183872,0.14937511250000002
mercury__pma_t10__1,0.7866840780000001,-0.5325976122
mercury__pma_t30__1,0.8978381289,-0.36375178150000004
mercury__pma_t60__1,4.577018903,0.0171102115
mercury__ctrl_t00__2,0.017440259,0.1173106203
mercury__ctrl_t10__2,1.9351546375000002,-0.1763978265
mercury__ctrl_t30__2,5.100428153,-0.7588941243
mercury__ctrl_t60__2,5.1045695457,-0.8849137512
mercury__hg_t10__2,-0.1395159175,0.8561163463
mercury__hg_t30__2,0.8630319211,-0.29474139120000004
mercury__hg_t60__2,0.4539970367,0.2907238003
mercury__pma_t10__2,0.7426051495,-0.7523810828
mercury__pma_t30__2,0.8526914240000001,-0.24638765170000002
mercury__pma_t60__2,3.4887645694,-0.5396034860000001
mercury__ctrl_t00__3,0.1396383682,0.042343673400000004
mercury__ctrl_t10__3,1.6722385206000001,-0.1092555293
mercury__ctrl_t30__3,4.8465176922,-0.2101221306
mercury__ctrl_t60__3,4.7276972938,-0.3483150212
mercury__hg_t10__3,1.34715575,1.6931710588
mercury__hg_t30__3,-1.1386182211,-0.435871836
mercury__hg_t60__3,0.578350394,0.6094607551
mercury__pma_t10__3,1.0947603685,-0.4828858747
mercury__pma_t30__3,1.7450297567000002,-0.2600349577
mercury__pma_t60__3,3.3051089133,-0.3637671668
ml_abx__az_lolcde__1,0.8244708392000001,0.1197559921
ml_abx__az_lolcde__2,-0.7642732193,-0.12964134730000001
ml_abx__az_lolcde__3,0.7043345682000001,0.2959204312
ml_abx__b01__1,0.5129230128,0.41101229770000003
ml_abx__b01__2,0.1450765507,0.3305107473
ml_abx__b01__3,0.6335576860000001,-3.19741e-05
ml_abx__cro__1,0.0409036038,0.11748713940000001
ml_abx__cro__2,-0.5164822721,-0.2324942173
ml_abx__cro__3,-0.9164543601,-0.439201035
ml_abx__chl__1,1.3515247325,-0.2937650294
ml_abx__chl__2,2.2006363501,-0.2320790713
ml_abx__chl__3,1.6034742925,-0.2821101199
ml_abx__cip__1,0.5818459819,-0.12605750740000002
ml_abx__cip__2,-0.0961701518,-0.08253200370000001
ml_abx__cip__3,0.9651909448,-0.5793075458
ml_abx__clr__1,0.5923521605000001,0.5491107772
ml_abx__clr__2,2.3901440797,0.4127230712
ml_abx__clr__3,2.0397363957,0.2684793858
ml_abx__cst__1,-0.0834983706,0.0786234868
ml_abx__cst__2,-0.17025280140000001,-0.0664021741
ml_abx__cst__3,-0.1595030091,0.1008018898
ml_abx__ctrl__1,-0.0104441251,0.11923274510000001
ml_abx__ctrl__2,0.0617894681,0.0725863521
ml_abx__ctrl__3,-0.4420989664,0.033468346100000004
ml_abx__ctrl__4,-0.0678961572,0.155406536
ml_abx__ctrl__5,0.24447061860000002,-0.0857882398
ml_abx__ctrl__6,0.2141791619,-0.2949057395
ml_abx__dox__1,0.1260624612,0.14865322020000002
ml_abx__dox__2,1.2492127654,-0.1668120026
ml_abx__dox__3,1.024824101,-0.16327705450000002
ml_abx__glob__1,0.126645368,0.0461585693
ml_abx__glob__2,-0.3643616335,-0.0757496092
ml_abx__glob__3,0.0909961088,-0.1815718077
