,A,AtoC,RpoN
cck_gnd__gnd_ale2__2,-0.6130652231,-1.294104753,-0.7118772435
cck_gnd__gnd_ale3__1,-0.5488991807,-0.7337460640000001,-0.7625813295
cck_gnd__gnd_ale3__2,-1.1414173858,-0.940457898,-0.7222617405
cck_tpiA__gmos_deltpiA__1,0.7582778877,-0.111127394,-0.5274534285
cck_tpiA__gmos_deltpiA__2,4.2582737659,0.291339977,-0.7828259425
cck_tpiA__tpiA_ale1__1,-0.4644054808,-0.32527146900000004,-0.33171512950000004
cck_tpiA__tpiA_ale1__2,-0.021156012300000002,-0.411123946,-0.2405007045
cck_tpiA__tpiA_ale2__1,0.49684758970000004,0.08536932100000001,-0.42912548450000004
cck_tpiA__tpiA_ale2__2,0.2428046198,-0.258473322,-0.5798692935
cck_tpiA__tpiA_ale3__1,0.3024147005,-0.181170415,-0.4509718735
cck_tpiA__tpiA_ale3__2,-0.2254373607,-0.780408839,-0.4706106745
cck_tpiA__tpiA_ale4__1,-0.2777869517,-0.36387604,-0.28283903250000003
cck_tpiA__tpiA_ale4__2,-0.045639244600000003,-0.22647779,-0.2615874805
acid_tale__acid_ale1_pH7__1,0.5196254984,-1.12950964,-1.1434939765
acid_tale__acid_ale1_pH7__2,0.554294218,-1.198554199,-1.0954794625
acid_tale__acid_ale1_pH5__1,-0.2693929505,-0.9331185820000001,-0.22479323450000002
acid_tale__acid_ale1_pH5__2,0.27103742140000003,-1.006464627,-0.3639794045
acid_tale__acid_ale2_pH7__1,0.8176483922000001,-1.11250488,-0.8097514835
acid_tale__acid_ale2_pH7__2,0.4286720617,-1.110343202,-0.7847996785
acid_tale__acid_ale2_pH5__1,-0.17878311530000002,-0.788027341,-0.6090815945
acid_tale__acid_ale2_pH5__2,0.6938087838,-1.034887083,-0.6521726465000001
acid_tale__low_Mg_ale_pH7__1,1.3790504379000001,-0.8468395540000001,-0.8886906245
acid_tale__low_Mg_ale_pH7__2,1.3287720076,-1.012310356,-0.8849519425
acid_tale__low_Mg_ale_pH5__1,0.0984789459,-1.085875456,-0.5974948625000001
acid_tale__low_Mg_ale_pH5__2,0.206787839,-0.852836798,-0.5990323295000001
acid_tale__MES_ale_pH7__1,0.1187198532,-1.17192691,-0.8479203105
acid_tale__MES_ale_pH7__2,0.4330629607,-1.018505258,-0.8574053305
acid_tale__MES_ale_pH5__1,-0.1875337805,-0.791216365,-0.6288421885000001
acid_tale__MES_ale_pH5__2,0.276274656,-0.793479004,-0.35688139950000003
acid_tale__gmos_pH7__1,0.2947542794,-0.802522037,-0.8300912035
acid_tale__gmos_pH7__2,0.1007837349,-1.478888749,-0.7878773665000001
acid_tale__gmos_pH5__1,0.4313222497,-0.5308670870000001,-0.4982351705
acid_tale__gmos_pH5__2,-0.1090456019,-1.196466956,-0.44691374850000004
adnB__wt_adn__1,1.7699623369,-0.7946603040000001,-0.0801798185
adnB__wt_adn__2,0.399334189,-0.8516674160000001,-0.5635753085
adnB__delydhB_adn__1,2.2633334565,-1.141577456,-0.33522521250000004
adnB__delydhB_adn__2,1.0674088601,-0.8663862360000001,-0.0202607985
ytf2__wt_glc__1,0.4091958157,0.075120711,0.0265213165
ytf2__wt_glc__2,0.07558497260000001,-0.159823717,-0.1403242235
ytf2__ybcM_glc__1,1.1167021491,-0.726132305,-0.3575453595
ytf2__ybcM_glc__2,1.208211136,-0.841074477,-0.23443426650000002
ytf2__ydhB_glc__1,0.821318964,-0.466386505,-0.2876658005
ytf2__ydhB_glc__2,0.15573800640000002,-0.407503502,-0.19440356250000002
ytf2__yfeC_glc__1,0.40590430110000003,-0.469800633,-0.2966178795
ytf2__yfeC_glc__2,0.2446134603,-0.726414926,-0.2533718325
ytf2__yciT_glc__1,0.7234784504,-0.418400835,-0.37620577250000004
ytf2__yciT_glc__2,0.4193160087,-0.28985323300000004,-0.4171447105
ytf2__ydiZ_glc__1,0.0317960117,-0.38689883700000005,-0.4454550105
ytf2__ydiZ_glc__2,0.6644544971,-0.304942237,-0.4394860775
ytf2__ynfL_glc__1,0.502659561,-0.24934524200000002,-0.2071152765
ytf2__ynfL_glc__2,0.27649068,-0.258939684,-0.1979544145
misc2__dellon_glc__1,0.24465997700000003,-0.616216789,-0.0423634065
misc2__dellon_glc__2,1.0075362144,-0.408146498,-0.6271038335
ytf3__wt_glc2__1,0.0299495055,-0.036545955000000005,-0.2973758145
ytf3__wt_glc2__2,0.0683585813,-0.291533127,-0.2686383705
ytf3__wt_pH7_lactate__1,0.2075462796,-0.504478219,-0.3025577295
ytf3__wt_pH7_lactate__2,0.2990526805,-0.5824196140000001,-0.3075298135
ytf3__wt_pH55_lactate__1,0.8826748396,-0.089086256,-0.2713144085
ytf3__wt_pH55_lactate__2,0.5849185973000001,-0.19378404500000002,-0.1981763815
ytf3__wt_pH55_HCl__1,0.22422823260000002,-0.17605167600000002,-0.1437790375
ytf3__wt_pH55_HCl__2,0.4961949745,-0.069180054,-0.0864600845
ytf3__dyieP_pH7__1,0.5159167410000001,-0.47400081600000005,-0.2839299685
ytf3__dyieP_pH7__2,0.2151079287,-0.24830622500000002,-0.3086236345
ytf3__dyieP_pH55__1,-0.0797048726,-0.548117488,-0.2746889305
ytf3__dyieP_pH55__2,0.1747939123,-0.246188862,-0.1811969235
