,A,CueR
tcs__del_cpxR_etoh__1,-2.7007250191,0.017789934
tcs__del_cpxR_etoh__2,-3.4775070573,0.10083610700000001
tcs__del_cpxR_lb__1,-0.5655982993,0.862122276
tcs__del_cpxR_lb__2,-0.2704166586,0.8830874980000001
tcs__del_cusR_CuSO4__1,6.5475352631,-0.8795531050000001
tcs__del_cusR_CuSO4__2,6.6048892298,-0.619175021
tcs__del_cusR_lb__1,-3.5203470841,-1.292041712
tcs__del_cusR_lb__2,-3.5612190515,-1.561312997
tcs__del_kdpE_01-kcl__1,-0.27786026340000003,0.624464896
tcs__del_kdpE_01-kcl__2,0.0354394663,0.68762755
tcs__del_kdpE_115-kcl__1,1.6461175785000002,-0.206206996
tcs__del_kdpE_115-kcl__2,1.9905287791,-0.049127571
tcs__del_phoB_m9__1,0.1980762872,-0.49482169600000003
tcs__del_phoB_m9__2,0.0482465007,-0.531843257
tcs__del_phoB_m9p__1,5.5600860687,0.026332106
tcs__del_phoB_m9p__2,5.7926326071,-0.024338027
tcs__del_rcsB_etoh__1,-5.9398206092,0.16215542800000002
tcs__del_rcsB_etoh__2,-5.1606353919,0.256025915
tcs__del_rcsB_lb__1,-2.5391474126,0.204927673
tcs__del_rcsB_lb__2,-2.0640632191,0.144525442
tcs__del_zraR_lb__1,-2.8602510863,-2.19034
tcs__del_zraR_lb__2,-2.9992036547,-1.7548292490000001
tcs__del_zraR_zncl2__1,-2.7939463266,-1.116307981
tcs__del_zraR_zncl2__2,-3.0812702737,-1.140610688
tcs__wt_01-kcl__1,1.1393838296,0.795497474
tcs__wt_01-kcl__2,1.1521044585,0.784724814
tcs__wt_01xlb__1,-1.5111802208,0.8930657620000001
tcs__wt_01xlb__2,-1.3162965506,0.8333171500000001
tcs__wt_115-kcl__1,1.574239662,-0.11592089
tcs__wt_115-kcl__2,1.3112627093,-0.093071914
tcs__wt_CuSO4__1,2.7422213154,-1.350331596
tcs__wt_CuSO4__2,2.5623275351,-0.940041003
tcs__wt_etoh__1,-4.0496132371,0.00174584
tcs__wt_etoh__2,-4.2554077928,-0.046761775000000005
tcs__wt_lb__1,-2.4667640091000003,0.004392914
tcs__wt_lb__2,-2.120713947,0.031222873
tcs__wt_LiAcet__1,0.9941002642000001,-0.528440942
tcs__wt_LiAcet__2,0.5792481718,-0.6543184550000001
tcs__wt_LiCl__1,1.1280856387,-0.813896022
tcs__wt_LiCl__2,1.2800089233,-0.706232516
tcs__wt_m9p__1,4.1731108493,-0.11228763
tcs__wt_m9p__2,4.2176172319,0.041520748
tcs__wt_pyr__1,-1.5405333603,0.7563628280000001
tcs__wt_pyr__2,-1.4918347113000001,0.651473912
tcs__wt_zncl2__1,-4.9090639957,-1.270540944
tcs__wt_zncl2__2,-4.4174402716,-1.408011819
ros_tale__0_0_0pq__1,-0.7214701975000001,-1.662769905
ros_tale__0_0_0pq__2,-0.38238325500000003,-1.6886823290000001
ros_tale__0_0_250pq__1,0.5247215549,-0.39875870500000005
ros_tale__0_0_250pq__2,0.43114073010000004,-0.391051107
ros_tale__1_mid_250pq__1,-2.8219966524,-1.719270903
ros_tale__1_mid_250pq__2,-2.4735479485000003,-1.639157298
ros_tale__1_0_0pq__1,1.5315317763,-1.001056351
ros_tale__1_0_0pq__2,1.5459642533,-0.924953393
ros_tale__1_0_0pq__3,-0.09140891250000001,-1.332810577
ros_tale__1_0_0pq__4,-0.5378461776,-1.565816356
ros_tale__1_0_250pq__1,-0.10629326160000001,-1.325424127
ros_tale__1_0_250pq__2,-0.3253664376,-1.224444186
ros_tale__1_0_750pq__1,-0.41222968120000003,-1.410460582
ros_tale__1_0_750pq__2,1.1313077517,-1.36905494
ros_tale__1_1_0pq__1,2.1868174213,-1.5344875880000002
ros_tale__1_1_0pq__2,1.9327198096,-1.41812701
ros_tale__1_1_250pq__1,2.3940709453,-1.5872823120000001
ros_tale__1_1_250pq__2,3.1615489867,-1.490758556
ros_tale__1_1_750pq__1,2.5421054825000002,-1.489595673
ros_tale__1_1_750pq__2,3.0122311955,-1.372454527
ros_tale__1_2_0pq__1,0.15526027950000001,-2.132107353
ros_tale__1_2_0pq__2,1.7215116942000002,-1.8982557990000002
ros_tale__1_2_250pq__1,1.0244334255,-1.844507678
ros_tale__1_2_250pq__2,3.3073202681,-1.605928253
ros_tale__1_2_750pq__1,3.4429028014,-1.482197413
ros_tale__1_2_750pq__2,3.3817432775,-1.552997037
ros_tale__1_3_0pq__1,3.5361012829,-1.219511512
ros_tale__1_3_0pq__2,4.1140550788,-1.264364292
ros_tale__1_3_250pq__1,3.7118635996,-1.817913886
ros_tale__1_3_250pq__2,3.5256977717,-1.4626096560000001
ros_tale__1_3_250pq__3,4.0329281373,-1.163490345
ros_tale__1_3_250pq__4,4.5649413362,-1.009209707
ros_tale__1_3_750pq__1,-2.2424341545,-1.1876299399999999
ros_tale__1_3_750pq__2,-2.4044806271,-1.74433204
ros_tale__1_4_0pq__1,5.1883145387,-0.9133406140000001
ros_tale__1_4_0pq__2,3.0150866796,-1.084211844
ros_tale__1_4_250pq__1,-0.8011605585,-1.6431339660000002
ros_tale__1_4_250pq__2,-3.9659585782,-1.06183869
ros_tale__1_4_750pq__1,-3.9341076634,-1.166982912
ros_tale__1_4_750pq__2,-2.2463028574,-1.430605812
ros_tale__1_4_750pq__3,-3.2401996641,-0.857293548
ros_tale__1_4_750pq__4,-1.6472787953,-1.090820782
ros_tale__2_mid_250pq__1,-0.4123352373,-1.4441622920000001
ros_tale__2_mid_250pq__2,-0.3471665121,-1.5112599580000001
ros_tale__2_0_0pq__1,0.0633639996,-0.8045464040000001
ros_tale__2_0_0pq__2,0.3294163923,-1.027962881
ros_tale__2_0_0pq__3,-0.9045420425,-1.822559111
ros_tale__2_0_0pq__4,-0.2994452261,-1.8339119460000002
ros_tale__2_0_250pq__1,0.5125652366,-1.582897443
ros_tale__2_0_250pq__2,0.5123171228,-1.551063957
ros_tale__2_0_750pq__1,-1.3766590305,-1.232460602
ros_tale__2_0_750pq__2,-0.8813733804,-1.01042452
ros_tale__2_1_0pq__1,-3.3327742718,-1.4329711
ros_tale__2_1_0pq__2,-3.5174430394,-1.7228603470000001
ros_tale__2_1_250pq__1,2.6901619764999998,-0.8245180440000001
ros_tale__2_1_250pq__2,1.5706296257,-1.043744937
ros_tale__2_1_750pq__1,3.9803738609,-0.9362862150000001
ros_tale__2_1_750pq__2,2.9685918347999998,-1.114883485
ros_tale__2_1_750pq__3,3.0630004635,-1.268725839
ros_tale__2_2_0pq__1,-5.6080253401,-2.170846832
ros_tale__2_2_0pq__2,-3.8515326571,-1.7495559250000001
ros_tale__2_2_250pq__1,-1.8996659379,-1.80928438
ros_tale__2_2_250pq__2,0.2718826093,-1.456714509
ros_tale__2_2_750pq__1,-2.628356516,-1.702342755
ros_tale__2_2_750pq__2,-1.557361213,-1.53186881
ros_tale__2_3_0pq__1,-4.9791643658,-1.6877641570000002
ros_tale__2_3_0pq__2,-4.0741998002,-1.542531759
ros_tale__2_3_250pq__1,-4.2439082877,-1.7949912010000002
ros_tale__2_3_250pq__2,-4.9846759958,-2.246159247
ros_tale__2_3_750pq__1,-3.8908659994,-1.473158215
ros_tale__2_3_750pq__2,-3.4165724871,-1.563220838
ros_tale__3_0_0pq__1,-1.6960340896,-1.822068424
ros_tale__3_0_0pq__2,-0.7132056892,-1.676413541
ros_tale__3_0_250pq__1,-4.2242953113,-1.107945643
ros_tale__3_0_250pq__2,-3.0410490596,-1.117974627
ros_tale__3_0_750pq__1,-0.4632152639,-0.6822495310000001
ros_tale__3_0_750pq__2,0.6511423195,-0.544358599
ros_tale__3_1_0pq__1,-4.2882261790000005,-1.582087353
ros_tale__3_1_0pq__2,-4.2858763177,-2.352628693
ros_tale__3_1_250pq__1,-1.281918114,-1.717284403
ros_tale__3_1_250pq__2,-2.2050791686,-2.137418945
ros_tale__3_1_750pq__1,-1.3266617306000001,-1.702866072
ros_tale__3_1_750pq__2,-2.0145504767,-1.776647954
ros_tale__3_2_0pq__1,0.5926263152,-1.147357627
ros_tale__3_2_0pq__2,0.37751033640000003,-1.400164742
ros_tale__3_2_0pq__3,0.4338347748,-1.090514902
ros_tale__3_2_0pq__4,1.1614728727,-1.039236188
ros_tale__3_2_250pq__1,-3.3297060873,-1.4546555190000001
ros_tale__3_2_250pq__2,-4.5618128044,-1.513572624
ros_tale__3_2_750pq__1,-3.9293928840000003,-1.82008609
ros_tale__3_2_750pq__2,-5.0030753618,-2.062038788
ros_tale__3_3_0pq__1,2.6569463822,-1.204453475
ros_tale__3_3_0pq__2,2.5538342974,-1.068845151
ros_tale__3_3_0pq__3,2.3852505648,-1.079558608
ros_tale__3_3_0pq__4,2.5277055692,-0.79836926
ros_tale__3_3_250pq__1,-1.0113449569,-1.6717692830000002
ros_tale__3_3_250pq__2,-0.2053302737,-1.66198519
ros_tale__3_3_750pq__1,0.1932690873,-1.7694825280000002
ros_tale__3_3_750pq__2,0.6840965081,-1.645797911
ros_tale__3_4_0pq__1,-2.6410528833,-0.980145413
ros_tale__3_4_0pq__2,-2.9192007650000003,-0.9969954120000001
ros_tale__3_4_250pq__1,-4.4420406107,-0.926467919
ros_tale__3_4_250pq__2,-4.6154924225,-0.748448047
ros_tale__3_4_750pq__1,-3.3973539348,-0.9842185940000001
ros_tale__3_4_750pq__2,-3.9972680072999998,-1.043223341
pcoli__atASMT_325G__1,-1.2777845033,-0.375586866
pcoli__atASMT_325G__2,-1.4495959703,-0.139513182
pcoli__bpTDC__1,-0.8032115333000001,-0.192505427
pcoli__bpTDC__2,-0.7546795233,-0.287342484
pcoli__BRCA__1,-2.3403886862,-0.742257107
pcoli__BRCA__2,-2.5138860257999998,-0.528628479
pcoli__BRCActrl__1,-0.0188322258,0.041732112
pcoli__BRCActrl__2,-0.1288491511,-0.009058026
pcoli__BRCAswap__1,-1.2291904073,-0.30633518
pcoli__BRCAswap__2,-0.9097894599,-0.41369292
pcoli__btAANAT__1,-1.0505485024,-0.530712176
pcoli__btAANAT__2,-0.9004733885,-0.49929856800000005
pcoli__btASMT__1,-1.0534015453,-0.7642572980000001
pcoli__btASMT__2,-0.6131671262,-0.49129162200000004
pcoli__CC1__1,-0.7547237750000001,-0.09940512200000001
pcoli__CC1__2,-1.1038243482,-0.088428562
pcoli__ccCOMT__1,-0.6048041190000001,-0.461004332
pcoli__ccCOMT__2,-0.8584745917000001,-0.395356676
pcoli__ckDDC__1,0.6302851941000001,-0.034457273000000004
pcoli__ckDDC__2,1.2341973871,0.106596071
pcoli__CNTF_belt__1,-0.7911896552000001,-0.43270168800000003
pcoli__CNTF_belt__2,-0.988377715,-0.33128528
pcoli__cobPNMT__1,-0.5325809188,-0.34578115800000003
pcoli__cobPNMT__2,-0.4613672594,-0.385734679
pcoli__cvPhhB__1,-1.2459126459,-0.422204389
pcoli__cvPhhB__2,-1.4439527979,-0.41771204300000003
pcoli__ggAANAT__1,-0.6764950165,-0.602886508
pcoli__ggAANAT__2,-0.5157593237,-0.49507383600000004
pcoli__ggTPH__1,-1.939879316,-0.40644334800000004
pcoli__ggTPH__2,-1.724992617,-0.5293039930000001
pcoli__hsAANAT__1,-0.5283063204,0.124386009
pcoli__hsAANAT__2,-0.7994906527000001,0.23244687300000003
pcoli__hsASMT__1,-1.4827131606,-0.466290847
pcoli__hsASMT__2,-0.9059876862,-0.442876888
pcoli__hsPNMT_mb__1,-0.4827579388,-0.203364223
pcoli__hsPNMT_mb__2,-0.8748265469000001,-0.445685319
pcoli__hsTPH__1,-1.7354978567,-0.775108326
pcoli__hsTPH__2,-1.1582002128,-0.6344708920000001
pcoli__hsTPH_E2K__1,-0.4239058966,-0.108601234
pcoli__hsTPH_E2K__2,0.3678420275,-0.022009346000000003
pcoli__hsTPH_E2K_N91I_P99C__1,-1.8157500737999999,-0.5777377
pcoli__hsTPH_E2K_N91I_P99C__2,-1.4731050628,-0.6967792700000001
pcoli__hsTPH_N158trunc__1,0.104700714,0.131913569
pcoli__hsTPH_N158trunc__2,0.1877129693,0.06480649100000001
pcoli__hsTPH_N174trunc__1,-1.4812409932000001,-0.38217247400000004
pcoli__hsTPH_N174trunc__2,0.3283303235,-0.17858785400000002
pcoli__hsTPH_Ntermtrunc__1,1.8181672001,0.107919575
pcoli__hsTPH_Ntermtrunc__2,-0.3587272845,-0.21716458200000002
pcoli__hsTPH1__1,-0.8225906545,-0.35876935400000004
pcoli__hsTPH1__2,-0.8900547826,-0.295762937
pcoli__MBP__1,-1.3799529132,-0.608831683
pcoli__MBP__2,0.4089047979,0.050177144
pcoli__msCOMT__1,-1.3912604905000001,-0.6632454630000001
pcoli__msCOMT__2,-1.870995555,-0.701190616
pcoli__ocAANAT__1,-0.4491372026,-0.6899851730000001
pcoli__ocAANAT__2,-0.6188967044,-0.5841863340000001
pcoli__osTDC_K374H__1,-0.5887080244,-0.04530343
pcoli__osTDC_K374H__2,-0.4571971432,-0.041043006
pcoli__osTDC_K374L__1,-2.0555907467,-0.38768525800000003
pcoli__osTDC_K374L__2,-1.6874730596,-0.13071592
pcoli__osTDC_K374Q__1,-1.1357398673,-0.33364773600000003
pcoli__osTDC_K374Q__2,-1.1694850629,-0.31980368200000003
pcoli__osTDC_L360V__1,-1.6606165047,-0.45595083000000003
pcoli__osTDC_L360V__2,-0.7231368081,-0.212597003
pcoli__pmTPH__1,-1.3833714978,-0.9139340920000001
pcoli__pmTPH__2,-1.2121379021,-0.42606329800000003
pcoli__RFC__1,-1.7021392089,-0.76915454
pcoli__RFC__2,-1.7834334866,-0.666941014
pcoli__RFCctrl__1,-0.42163309590000003,0.190164465
pcoli__RFCctrl__2,-0.7573403095,0.264063895
pcoli__RFCnopause__1,-1.035749954,0.14962983400000002
pcoli__RFCnopause__2,-0.3616934666,0.208487836
pcoli__RFCpluspause__1,-1.2315581083,0.260984103
pcoli__RFCpluspause__2,-1.1792017587,0.19914319200000002
pcoli__rnCOMT_sol__1,-0.5186096877,0.133433879
pcoli__rnCOMT_sol__2,-0.8997962317,0.10636835700000001
pcoli__rnPNMT__1,-0.8037987439000001,-0.6959267490000001
pcoli__rnPNMT__2,-0.2023852768,-0.40859213800000005
pcoli__rnTDC__1,-1.7232902336,-0.560252614
pcoli__rnTDC__2,-2.0462499267,-0.578281946
pcoli__rnTDC_trunc__1,-1.4422588625000001,-0.22980050100000002
pcoli__rnTDC_trunc__2,-1.2693105787,-0.11936218600000001
pcoli__saCOMT_T2A__1,-1.1535793138,-0.303700511
pcoli__saCOMT_T2A__2,-1.1668847462,-0.426748308
pcoli__sfCOMT__1,-1.3343631641,-0.711600063
pcoli__sfCOMT__2,-0.98238971,-0.611705289
pcoli__sgAANAT_D63G__1,-0.9612351649,-0.581066769
pcoli__sgAANAT_D63G__2,-1.46995729,-0.5829936130000001
pcoli__ssDDC__1,-1.5078188722,-0.575091325
pcoli__ssDDC__2,-1.0109482912,-0.285772236
pcoli__TP53B__1,-1.6117492255,-0.290203366
pcoli__TP53B__2,-1.3436145728,0.020362978
pcoli__WT__1,2.0330079597,0.33845054500000005
pcoli__WT__2,0.8008894763000001,0.299287668
cck__glu_ale4__1,1.8711522285000002,-0.447853119
cck__glu_ale4__2,2.3561659201,-1.4270990669999999
cck__cck_ale1__1,2.3296534487000002,-1.480592885
cck__cck_ale1__2,2.4465533127,-1.216034535
cck__cck_ale2__1,2.5239679235,-1.6254658960000001
cck__cck_ale2__2,1.9016097279,-1.445661058
cck_pgi__gmos_delpgi__1,0.26215196500000004,-0.40470685900000003
cck_pgi__gmos_delpgi__2,0.06995591820000001,0.145869612
cck_pgi__pgi_ale1__1,1.4868842257,-0.342207317
cck_pgi__pgi_ale1__2,1.24330977,-1.021053178
cck_pgi__pgi_ale2__2,1.6050172885,-0.629077643
cck_pgi__pgi_ale3__1,0.1532010708,-0.318526505
cck_pgi__pgi_ale3__2,1.3141471735999999,-1.26086265
cck_pgi__pgi_ale4__1,0.0848555512,-0.48744210400000004
cck_pgi__pgi_ale4__2,1.3860468181,-1.649484194
cck_pgi__pgi_ale4__3,0.6431740947,-1.55488845
cck_pgi__pgi_ale5__1,1.92479909,-0.31129315500000004
cck_pgi__pgi_ale5__2,2.1134170839,-1.025699911
cck_pgi__pgi_ale6__1,2.0919862804,-0.424701306
cck_pgi__pgi_ale6__2,2.3358704455,-1.020861889
cck_pgi__pgi_ale7__1,2.4536888801,-0.31175272
cck_pgi__pgi_ale7__2,3.2465621141,-0.8324442660000001
cck_pgi__pgi_ale8__1,1.5869084373,-0.538911786
cck_pgi__pgi_ale8__2,1.965516659,-1.26086424
cck_sdh__gmos_delsdhCB__1,-0.6548343752,-0.24300701100000002
cck_sdh__gmos_delsdhCB__2,-0.6519613691,-0.102297338
cck_sdh__sdh_ale1__1,2.6827409082,-0.7171188430000001
cck_sdh__sdh_ale1__2,2.8951911715,-0.8071802530000001
cck_sdh__sdh_ale2__1,2.7185701868,-1.072200031
cck_sdh__sdh_ale3__2,2.6478343529,-0.887209702
cck_sdh__sdh_ale3__1,2.4008854748,-0.9272767110000001
cck_sdh__sdh_ale3__3,2.4561432219,-1.107593843
cck_pts__gmos_delptsHIcrr__2,-2.0811294276,-0.460248961
cck_pts__gmos_delptsHIcrr__1,-1.5306035384999999,-0.358097745
cck_pts__pts_ale1__2,0.5709347042,-0.336265003
cck_pts__pts_ale1__1,0.8799153235,-0.168387633
cck_pts__pts_ale2__2,2.6954250641,-1.33272521
cck_pts__pts_ale2__1,2.7576017339,-1.461867221
cck_pts__pts_ale3__2,4.8743904244,-1.300898759
cck_pts__pts_ale3__1,5.4377613483000005,-1.3715259720000001
cck_pts__pts_ale4__2,2.3134008094,-1.3736597
cck_pts__pts_ale4__1,1.7765014908,-1.501859755
cck_gnd__gmos_delgnd__1,-0.30335836120000004,-0.16229401100000002
cck_gnd__gmos_delgnd__2,-2.2941515177,0.517541684
cck_gnd__gnd_ale1__1,2.3522585671,-1.483466914
cck_gnd__gnd_ale1__2,2.6296543761,-1.402857383
cck_gnd__gnd_ale2__1,2.3941610725,-1.639367833
cck_gnd__gnd_ale2__2,2.8264217455000002,-1.276097198
cck_gnd__gnd_ale3__1,2.6977292049,-1.4609071230000001
cck_gnd__gnd_ale3__2,2.2447976657,-1.412505141
cck_tpiA__gmos_deltpiA__1,1.2675744896,-0.09345887400000001
cck_tpiA__gmos_deltpiA__2,1.5078128502,-0.19121700800000002
cck_tpiA__tpiA_ale1__1,1.9777526599000002,-0.592466991
cck_tpiA__tpiA_ale1__2,2.4199507261,-0.325896775
cck_tpiA__tpiA_ale2__1,1.1544014228,-0.511564827
cck_tpiA__tpiA_ale2__2,1.3840962017,-0.7422755320000001
cck_tpiA__tpiA_ale3__1,2.3525883683,-0.61628253
cck_tpiA__tpiA_ale3__2,2.1920830769,-0.5239349870000001
cck_tpiA__tpiA_ale4__1,2.018038816,-0.750172943
cck_tpiA__tpiA_ale4__2,1.6936563843,-0.680048881
acid_tale__acid_ale1_pH7__1,-0.2807286006,-1.7880454650000002
acid_tale__acid_ale1_pH7__2,0.038111164100000004,-1.775766841
acid_tale__acid_ale1_pH5__1,1.6167728473,-1.013587304
acid_tale__acid_ale1_pH5__2,1.6351446168,-0.9725163010000001
acid_tale__acid_ale2_pH7__1,-0.6731126211,-1.7527192120000001
acid_tale__acid_ale2_pH7__2,-1.049291019,-1.753631575
acid_tale__acid_ale2_pH5__1,-1.2569041798,-1.540383495
acid_tale__acid_ale2_pH5__2,-1.435410252,-1.170536609
acid_tale__low_Mg_ale_pH7__1,-0.4365037633,-1.614414534
acid_tale__low_Mg_ale_pH7__2,-0.6725505041000001,-1.46935872
acid_tale__low_Mg_ale_pH5__1,-1.7001809480999999,-1.004181406
acid_tale__low_Mg_ale_pH5__2,-1.0764589179,-1.166321858
acid_tale__MES_ale_pH7__1,-0.34837826990000004,-1.707334949
acid_tale__MES_ale_pH7__2,-0.3176875032,-1.698226849
acid_tale__MES_ale_pH5__1,0.6338506157,-1.417496507
acid_tale__MES_ale_pH5__2,0.5365788099000001,-0.850473746
acid_tale__gmos_pH7__1,0.3553577214,-1.8465350360000001
acid_tale__gmos_pH7__2,-0.0179759834,-1.617175218
acid_tale__gmos_pH5__1,-0.1811813924,-0.9694462330000001
acid_tale__gmos_pH5__2,-0.2784098008,-1.079502033
adnB__wt_adn__1,-3.3758143891,-0.20606415
adnB__wt_adn__2,-2.3832580018,-0.505818351
adnB__delydhB_adn__1,-3.6238609934,-0.5443938930000001
adnB__delydhB_adn__2,-2.8624996521,-0.169683253
ytf2__wt_glc__1,-1.3664959924,-0.060809787000000004
ytf2__wt_glc__2,-1.1686509721,-0.378598933
ytf2__ybcM_glc__1,-1.1656757304,-0.36912596200000003
ytf2__ybcM_glc__2,-0.8351011877000001,-0.35205682600000004
ytf2__ydhB_glc__1,-0.24531969950000002,-0.581490766
ytf2__ydhB_glc__2,-0.1426674813,-0.338843848
ytf2__yfeC_glc__1,-0.4249901384,-0.478799631
ytf2__yfeC_glc__2,-1.0687294657,-0.312400657
ytf2__yciT_glc__1,-0.8990962768,-0.7427256680000001
ytf2__yciT_glc__2,-0.8336442676,-0.7655621760000001
ytf2__ydiZ_glc__1,-1.2643789375,-0.735600914
ytf2__ydiZ_glc__2,-1.0724822058,-0.9498807360000001
ytf2__ynfL_glc__1,-0.8171899368000001,-0.39467038400000004
ytf2__ynfL_glc__2,-0.7603029876,-0.368578748
misc2__dellon_glc__1,-1.9470980660000001,0.21933059800000002
misc2__dellon_glc__2,-1.8231638582,0.035538879
ytf3__wt_glc2__1,0.0724231721,-0.8882623890000001
ytf3__wt_glc2__2,-0.1096472055,-0.676490396
ytf3__wt_pH7_lactate__1,-0.2626619099,-0.8250464460000001
ytf3__wt_pH7_lactate__2,-0.17712828690000001,-0.908279021
ytf3__wt_pH55_lactate__1,1.0795161062,-0.7085413570000001
ytf3__wt_pH55_lactate__2,1.1998384727,-0.420857464
ytf3__wt_pH55_HCl__1,1.2648191428,-0.22507375100000002
ytf3__wt_pH55_HCl__2,1.0753172249,-0.183574554
ytf3__dyieP_pH7__1,0.3393436507,-0.942249737
ytf3__dyieP_pH7__2,0.22844665390000002,-0.920952069
ytf3__dyieP_pH55__1,-0.0533499809,-1.282868131
ytf3__dyieP_pH55__2,-0.0337840456,-1.019720046
