,A,TdcA,Fnr,Crp,ihfB
pal__lyx_ale4__2,-0.3171929912326239,1.576753584,-0.7546695460000006,-0.07060586499999921,-0.25435758500000105
pal__5drib_ale10_f18__1,8.5937615270847,5.201393746000001,-0.8584368649999998,-0.06913953699999986,-0.2652826550000018
pal__5drib_ale10_f18__2,8.554852054314473,5.059193242000001,-0.7536076010000006,-0.022394786999999642,-0.279414645000001
pal__5drib_ale10__1,6.099035556816562,3.912944092000001,-0.6081119500000014,0.4018362730000007,-0.027787695000000667
pal__arab_ale14_f9__1,0.2170246849469924,1.0224524229999998,-0.6507291250000016,0.24554710299999985,0.35386881499999845
pal__arab_ale14_f9__2,0.624709209436337,0.5855425940000001,-0.5790906580000019,0.4127220729999994,0.4197409349999983
pal__arab_ale14__1,0.1748844878199289,0.8992788709999999,-0.5612669600000011,0.3767839330000005,-0.07372504500000154
pal__arab_ale14__2,0.7375481452548336,0.6256177949999999,-0.6327277780000014,0.3756092130000006,-0.2081712850000006
pal__arab_ale16__1,1.7637294823884146,1.9910429109999999,-0.6648468970000003,0.02985453700000029,-0.6507081960000018
pal__arab_ale16__2,1.3064333769413707,1.7888934680000002,-0.6864830750000017,0.10976642500000013,-0.4782767980000013
pal__tartr_ale26_f10__1,2.993277344163378,4.046930529999999,-0.703734273000002,0.3119472930000011,0.1868565149999988
pal__tartr_ale26_f10__2,2.3435042444154823,4.065643472,-0.6609027810000008,0.19927317299999991,0.2504594549999997
pal__tartr_ale26__1,3.5091119240267528,4.032738697999998,-0.7898414690000024,0.3850793330000002,0.13564000499999904
pal__tartr_ale26__2,3.3712186383052702,4.297050611,-0.7943045050000013,0.334463263,-0.011190665000000877
pal__tartr_ale28_f10__1,-0.4359810124665126,2.312764476,-0.6169361680000005,-0.003712276999999986,0.4280308849999983
pal__tartr_ale28_f10__2,-0.4293611756932646,2.6792491569999997,-0.6927632880000019,-0.0986905509999989,0.20570409499999973
pal__tartr_ale28__1,0.3939602713006657,3.1840972840000004,-0.7137339220000012,0.27296854300000106,-0.16646052500000152
pal__tartr_ale28__2,-0.689850557409589,3.0438265270000016,-0.6521569950000004,0.2684948929999997,-0.06146080500000117
efeU__delmenFentC_citr__1,-0.7693570776780927,0.772299947,-1.164833993000002,0.4221979430000005,-0.14562678500000106
efeU__delmenFentC_citr__2,-0.6184918849814584,0.2857792979999998,-1.2848913940000024,0.5677252629999998,-0.11630271500000156
efeU__delmenFentC__1,-0.2336111281383326,-0.267434697,-0.5161069770000015,0.6961985229999996,0.5495783949999993
efeU__delmenFentC__2,0.1159293613175149,0.06256839199999997,-0.5080433480000011,0.7362106530000005,0.4305821349999999
efeU__menFentC_ale39__1,1.6967752234969544,2.33815497,-2.109849670000001,0.5420487930000011,0.19065538499999946
efeU__menFentC_ale39__2,1.6426549596760502,1.954189525,-2.0968477890000026,0.5730386230000004,0.2521241949999986
efeU__menFentC_ale29__1,-0.0211126463103609,0.4620475069999999,-2.366996998000001,0.9115027730000004,0.5006850849999989
efeU__menFentC_ale29__2,1.0116504756857183,0.026866569000000062,-2.3954243040000014,0.9432762930000004,0.5216775849999991
efeU__menFentC_ale30__1,0.8344932116578304,0.8572942829999999,-0.5423336000000011,0.10668520800000003,-0.1897157650000008
efeU__menFentC_ale30__2,-0.067976090008182,-0.17687203100000004,-0.4112517400000009,0.06397155600000026,-0.22000278500000012
efeU__menFentCubiC_ale36__1,-1.8100848535609424,-0.209524101,-0.4590538350000006,0.8218575829999999,0.2871915549999997
efeU__menFentCubiC_ale36__2,-1.8355016748873645,0.09633252399999992,-0.5276504510000013,0.6481697730000011,0.25688472499999904
efeU__menFentCubiC_ale37__1,-1.4878049954907768,0.3767249420000001,-0.4292119980000013,0.8430776529999999,0.3463923049999984
efeU__menFentCubiC_ale37__2,-1.5831070395894091,0.14163383300000001,-0.37967822400000095,0.8884085729999995,0.4903697649999987
efeU__menFentCubiC_ale38__1,-1.421751741595462,0.7320924369999999,-0.4036745170000007,0.3484389429999997,-0.3222252850000018
efeU__menFentCubiC_ale38__2,-1.6659547670961905,0.5736847640000002,-0.3732575010000012,0.30990829299999945,-0.26249254500000063
misc2__salc_glc__1,-1.9512332571963824,0.32615857000000004,-0.22932395800000194,-0.03094168600000025,-0.24330995500000085
misc2__salc_glc__2,-1.9639058094636903,0.16320465100000006,-0.03345726400000082,-0.041858421999998896,-0.07304562500000067
misc2__dbcn_glc__1,-1.5606596933786645,-0.949861405,-0.7301900130000014,-0.41418928399999894,-1.2718927590000018
misc2__dbcn_glc__2,-1.9539442750048277,-0.6961305059999999,-0.8092735110000007,-0.32218037899999885,-0.6345241590000015
misc2__tyr_glc__1,-1.822366930081183,0.06198401700000011,-0.5575643070000016,0.4823384130000008,0.2544356249999993
misc2__tyr_glc__2,-1.4352695994529026,0.764696424,-0.5539005700000015,0.5197261330000007,0.4108888149999999
misc2__arg_cytd__1,-1.2459888514457296,0.4456146509999999,-1.1034638080000008,0.10509646700000096,-0.4898077300000008
misc2__arg_cytd__2,-1.6026853025195882,-0.407040189,-0.7432087820000017,0.09710128400000073,-0.5114058730000011
misc2__delyheO_pyr__1,0.4918307963513531,1.1750042340000002,-0.7526202150000003,1.0004127829999998,0.11592525499999873
misc2__delyheO_pyr__2,0.1666255519263794,1.13220746,-0.4191611070000008,1.0134814930000005,0.0593419949999987
misc2__dellon_glc__1,-1.4195632648970378,-0.704259495,0.3493916779999981,0.4872481129999997,0.25172330499999873
misc2__dellon_glc__2,-0.9604615240579604,0.05302510599999999,0.5194171779999994,0.2154419530000009,0.6127397649999988
nquinone__delubiC__1,-0.7511518592600509,-0.6366833510000001,-0.6095067330000017,0.4464799330000009,-0.3165028550000013
nquinone__delubiC__2,-0.7439676455008132,-0.02164802499999996,-0.6044100700000019,0.6182852329999999,-0.02727430500000061
nquinone__ubiC_ale1__1,-0.5742560305589731,0.2705916070000001,-0.4323583200000005,0.4621411030000005,0.21852216499999955
nquinone__ubiC_ale1__2,-0.4740149936583476,0.202663375,-0.6067025980000018,0.5186398529999998,0.08954444499999957
nquinone__ubiC_ale2__1,-0.2949948673700474,0.345195817,-0.5499352390000016,0.4747234030000005,0.2511572449999981
nquinone__ubiC_ale2__2,-0.3796763636588795,-0.014534838999999966,-0.5028724020000013,0.4297995330000006,0.2315929149999985
nquinone__ubiC_ale3__1,-0.8988371969866973,-0.037496693999999886,-0.5823368140000014,0.026469302000000642,-0.3982712850000016
nquinone__ubiC_ale3__2,-0.637617098084122,0.034634358999999997,-0.5599778960000013,0.09906102300000086,-0.3618970550000018
nquinone__ubiC_ale4__1,-0.3121765502532223,0.423536827,-0.6001517920000019,0.493212583,0.2344778549999997
nquinone__ubiC_ale4__2,-0.1458579843229842,0.7916346920000001,-0.5363889490000009,0.5086079229999996,0.15228342499999847
nquinone__delpdhR__1,-0.7525725721700696,0.32243644799999993,-0.8817682130000009,0.3856681930000008,-0.06809953500000178
nquinone__delpdhR__2,-0.6753014014982394,0.5385418710000001,-0.8676659450000006,0.36299017299999997,-0.036035855000001504
quinone__glu_ale4__1,-1.6252703240529698,-0.363558934,-0.7937296570000019,0.3684261329999998,-0.18176504500000054
quinone__glu_ale4__2,-1.6892980665231856,-0.08579035200000007,-1.3345289250000008,0.7361257729999995,0.2692058249999985
quinone__delmenF__1,-0.0960298118547343,0.513485602,-0.6263961320000018,0.5532796730000005,0.14804228499999894
quinone__delmenF__2,0.1397646103016177,0.300574578,-0.5904860330000012,0.4243016730000004,-0.2509082750000005
quinone__menF_ale5__1,0.1802445477895485,2.041285891,-1.5730570960000012,0.9045305230000018,0.4851317649999984
quinone__menF_ale5__2,0.0951405452147699,1.865386245,-1.5773257790000024,0.9292543930000008,0.2662817649999987
quinone__menF_ale6__1,1.467208875329594,2.671077501,-2.032580734000001,0.928937233000001,0.3820239249999986
quinone__menF_ale6__2,1.2294733969611935,2.63044554,-2.029661312000001,0.9358953230000004,0.4210743349999984
quinone__menF_ale7__1,2.771869000656231,3.9130149889999997,-2.266448492000001,0.8647486830000002,0.6367400649999997
quinone__menF_ale7__2,3.120157078767261,3.934728813,-2.358642473000001,0.8297670830000001,0.6910517749999983
quinone__menF_ale8__1,1.958999707678926,2.901768213,-2.309375750000001,1.0002332430000005,0.695164694999999
quinone__menF_ale8__2,0.866626690364797,1.5641603970000002,-0.8210202880000015,0.9954071830000012,0.9719048149999984
quinone__delmenFubiC__1,-0.2693053108667568,-0.30420031000000003,-0.5446679390000018,0.5032428030000009,0.04541585499999812
quinone__delmenFubiC__2,-0.2033732361631497,-0.2047131499999999,-0.5307565460000011,0.5733612729999997,0.1522571149999994
quinone__menFubiC_ale1__1,1.1708300222850352,1.5465176239999998,-2.5481107570000012,0.6889852029999997,0.5501011249999994
quinone__menFubiC_ale1__2,1.611088039859942,1.669785493,-2.5745257670000012,0.6891632330000004,0.5323446749999992
quinone__menFubiC_ale2__1,0.7746992214486873,0.9714592590000001,-2.5041279210000007,0.5664049030000005,0.6266830349999992
quinone__menFubiC_ale2__2,1.1820062537107991,0.747392974,-2.4451129780000027,0.587592463,0.5967368449999988
quinone__menFubiC_ale3__1,-0.5422966213204796,-0.15466534199999993,-0.5054432390000017,0.1084791789999997,-0.15358316500000058
quinone__menFubiC_ale3__2,-0.7037217909524446,0.173967945,-0.5051048730000005,0.1436014399999994,-0.03658966500000105
quinone__menFubiC_ale4__1,-0.5940131021542278,1.733033401,-1.639778015000001,1.042582673,0.7750295049999991
quinone__menFubiC_ale4__2,-0.3710460645098955,1.877698002,-1.525707863000001,1.0279896629999996,0.8413603549999991
oxyR__wt_glc__1,-1.2212579679744162,-0.3596198749999999,-0.8089780310000005,0.09382866099999987,-0.4855698300000011
oxyR__wt_glc__2,-0.7837343509680557,-0.08599351300000002,-0.6878140150000007,0.13043923000000035,-0.46299467600000105
oxyR__wt_h2o2__1,-0.6506208164922599,0.10985441899999993,-0.7709993870000016,0.05757602200000101,-0.5230424000000014
oxyR__wt_h2o2__2,-0.8742188666145527,-0.10951545499999993,-0.5165665970000006,0.4618741830000008,0.050135134999999664
oxyR__glu_ale4__1,-1.5909610911842025,-0.4940985219999999,-0.4998186800000006,0.7723290729999999,0.5308955750000006
oxyR__glu_ale4__2,-1.325645913170642,-0.783869447,-1.0535432470000003,0.49579595299999996,0.2399631049999993
oxyR__glu_ale4_h2o2__1,-1.255908638781569,-0.069200484,-0.8761725550000001,0.6213283730000008,0.32139321499999873
oxyR__glu_ale4_h2o2__2,-1.320357984943021,-0.533811358,-1.0044108940000012,0.4863484329999999,0.1753315449999988
oxyR__oxyR_ale17__1,-0.3581884812692567,-0.02691324599999989,-0.9421467330000012,0.13801763000000022,-0.012998075000000496
oxyR__oxyR_ale17__2,-0.552785818670575,-0.60635917,-1.093086918000001,0.15520324300000074,-0.17918820500000088
oxyR__oxyR_ale17_h2o2__1,-0.8638165261890964,-0.11435853800000008,-0.9796284760000002,0.21122745300000112,0.11520936499999836
oxyR__oxyR_ale17_h2o2__2,-1.3467226560488397,-0.403004804,-0.5898082770000013,0.156206473000001,-0.10849309500000183
oxyR__oxyR_ale18__1,-0.4131220784689599,-0.056399984999999875,-1.166562635,-0.2332659079999999,-0.7126828950000004
oxyR__oxyR_ale18__2,-1.407405780212068,-0.4040953319999999,-0.6725769710000016,-0.08594182799999928,-0.4551578200000002
oxyR__oxyR_ale18_h2o2__1,-0.4202874115913599,-0.19891967199999994,-1.0918933600000005,0.027939159000000657,-0.19995716500000071
oxyR__oxyR_ale18_h2o2__2,-0.3202740354777657,-0.6157876689999999,-1.1393528260000014,0.09512536300000107,-0.057134725000000934
oxyR__oxyR_ale19__1,-1.5068094203157152,-0.198945202,-1.0451964960000009,-0.1866830670000006,-0.6934130190000012
oxyR__oxyR_ale19__2,-1.0792629133393747,-0.272937935,-0.725073354000001,-0.08065952299999958,-0.6157795100000012
oxyR__oxyR_ale19_h2o2__1,-1.4749142672645814,0.16122835000000002,-0.7358367710000007,-0.3216936859999997,-0.8395102720000018
oxyR__oxyR_ale19_h2o2__2,-1.3820814379145057,-0.02003676100000007,-0.8039380640000022,-0.22926116100000016,-0.7059307200000013
oxyR__oxyR_ale20__1,-0.169922328037153,-0.346107744,-1.4027556840000024,-0.29073972199999965,-0.6174351720000004
oxyR__oxyR_ale20__2,-0.9875736069442272,-0.384046716,-1.4280679270000007,-0.3286302970000001,-0.7454431260000014
oxyR__oxyR_ale20_h2o2__1,-0.8635695957774371,-0.357153694,-1.0986975080000008,-0.1032146049999998,-0.5537788040000002
oxyR__oxyR_ale20_h2o2__2,-0.5819493696885515,-0.142537723,-1.127493234000001,-0.05797147799999891,-0.3934294450000007
svns_pgi__BmePgi24_15__1,-0.0378174267820994,0.391729022,-0.5360552860000016,0.20789728299999946,-0.24206837500000056
svns_pgi__BmePgi24_15__2,-0.132928236030236,0.05985368000000003,-0.5360455760000011,0.2882144130000004,-0.145811075000001
svns_pgi__BmePgi24_26__1,-0.5575741653234718,0.448375735,-0.524884001000002,0.16856253300000112,-0.22252184500000105
svns_pgi__BmePgi24_26__2,-0.2542993772134414,0.8083086590000002,-0.4864099500000005,0.14498237199999942,-0.29012591500000084
svns_pgi__BmePgi24_41__1,-0.9876267626789956,0.7368664950000001,-0.44696534900000096,0.4958493130000008,0.8187271749999994
svns_pgi__BmePgi24_41__2,-0.2783112481573458,0.26309144799999995,-0.4670558630000006,0.08223337899999983,-0.4369876700000006
svns_pgi__BmePgi24_52__1,-0.4574064341024761,0.21897254500000016,-0.4944578470000014,0.2600776430000007,-0.2328075750000007
svns_pgi__BmePgi24_52__2,-0.3715146157557601,0.237959523,-0.541468839000002,0.11009234900000033,-0.44035611500000016
svns_pgi__PaePgi2_34__1,0.3977687430523816,-0.011044987000000006,-0.35587768100000083,0.9464174330000006,0.4863356349999997
svns_pgi__PaePgi2_34__2,0.5881954344679745,0.738883126,-0.3716520780000003,0.980365153000001,0.4692240849999987
svns_pgi__PaePgi2_63__1,0.6717770031902552,0.836158647,-0.3306225780000016,0.998691483,0.3104227549999994
svns_pgi__PaePgi2_63__2,0.7896187271158049,1.127030933,-0.3901852840000011,0.974959343,0.4064369049999996
svns_pgi__PaePgi24_54__1,0.1628055547991553,0.683122687,-0.8311115560000015,0.8303385730000006,0.1076003649999997
svns_pgi__PaePgi24_54__2,0.3113526154811762,1.005304552,-0.8662979580000005,0.9265034130000008,0.14424013499999866
svns_pgi__PaePgi24_90__1,0.7238802459224786,0.5045004450000001,-0.7702927290000012,0.809689723,0.21443858499999813
svns_pgi__PaePgi24_90__2,0.5352232853682293,0.6406474870000001,-0.7893792930000014,0.9991721830000008,0.2561814749999982
abx_media__m9_ctrl__1,0.2678321655977045,0.020514901000000085,-0.8938289440000009,-0.21908725299999965,-0.7748466310000008
abx_media__m9_ctrl__2,0.637807502906847,-0.331545137,-0.8991160770000004,0.06872792999999966,-0.6426665800000002
abx_media__rpmi_ctrl__1,5.197587333204847,5.573179409,-1.557518067000002,0.1818832429999997,-1.9395773050000005
abx_media__rpmi_ctrl__2,3.9389383053721856,4.405873983000001,-1.5839219300000007,0.4604582229999998,-2.2417902950000013
abx_media__camhb_ctrl__1,-2.400258966440971,3.960712359,-1.179529736000001,-1.4667156490000008,-1.209246395000001
abx_media__camhb_ctrl__2,-1.6689267716490577,3.3994906020000006,-1.261389653000002,-1.5642143070000003,-1.4088831260000008
abx_media__m9_mero__1,1.8905522620795807,-0.293005675,-0.9119070650000012,0.10006032100000084,-0.6924105510000018
abx_media__m9_mero__2,1.2219882358675511,0.27486123100000004,-1.133278434000001,-0.24440689100000054,-0.7606332670000011
abx_media__rpmi_mero__1,2.9164600906827136,3.31505307,-1.6535658390000023,-0.15585906599999966,-2.122024952000002
abx_media__rpmi_mero__2,4.717672651162423,4.898847025,-1.8328940680000023,0.12222331400000107,-1.9855761210000007
abx_media__camhb_mero__1,-2.972107320419599,0.9622373740000004,-1.4644877940000018,-2.568928611,-1.8093093730000012
abx_media__camhb_mero__2,-3.0266802670992115,0.951329953,-1.4166246660000006,-2.3720532899999998,-1.769452582000001
abx_media__m9_trisulf__1,1.8584565072188857,-0.770801023,-0.4676025150000012,-0.13952741599999996,-0.6541391340000011
abx_media__m9_trisulf__2,1.214371495013081,-0.12414788100000007,-0.5692284570000012,-0.12156318199999915,-0.6735024630000002
abx_media__rpmi_trisulf__1,-2.0394981826435226,-0.428088344,-0.7884398340000018,-1.1385435739999998,-1.4955450310000007
abx_media__rpmi_trisulf__2,-1.6319758029606926,-0.10490202299999997,-0.7543595560000007,-1.1257448149999991,-1.372559379
abx_media__camhb_trisulf__1,-5.949835038346685,0.7593768830000001,-0.6868955570000015,-0.6163487490000001,-1.6427038780000007
abx_media__camhb_trisulf__2,-5.898784430974822,0.723969995,-0.7414238250000018,-0.6510849729999997,-1.6088839750000012
abx_media__m9_cef__1,0.8409370738876909,-0.01740609999999987,-0.6019969600000009,-0.4245596339999995,-0.7174840370000002
abx_media__m9_cef__2,-0.1802829075676085,-0.4084227580000001,-0.8015251920000015,-0.35219075799999894,-0.7950130220000009
abx_media__rpmi_cef__1,-2.61299456737472,-0.09381904299999988,-0.8307925950000001,0.17718560299999986,-2.3858350260000005
abx_media__rpmi_cef__2,-3.535113102945062,0.03669560399999994,-0.7416807140000009,0.25364192300000177,-2.3775118020000012
abx_media__camhb_cef__1,-4.673109712549189,-0.5079354349999999,-1.0817596130000011,-0.8382274849999991,-1.4990258550000009
abx_media__camhb_cef__2,-4.757680082727867,0.14520784899999994,-1.061934583000001,-0.9034556939999998,-1.4296273730000006
abx_media__m9_cipro__1,0.0083450546651301,-1.069510816,-0.7758492030000017,-0.29610201100000033,-0.7975387430000005
abx_media__m9_cipro__2,0.2529582535812664,-0.906455569,-0.853964598000001,-0.23094071100000055,-0.7153731150000002
abx_media__rpmi_cipro__1,-1.407438701354828,0.7311442930000001,-1.0100535220000015,-0.7087974589999995,-1.9697559320000015
abx_media__rpmi_cipro__2,-2.3535712258240924,0.5538480790000002,-0.9865308030000008,-0.9681077109999999,-1.8929784500000009
abx_media__camhb_cipro__1,-5.136631216513923,-0.12514115800000014,-0.6598682350000011,-1.3565894469999993,-1.2859188550000002
abx_media__camhb_cipro__2,-5.542891484357525,-0.21249988199999992,-0.7293645650000009,-1.1236836730000004,-1.3209167520000005
hot_tale__42c_ale3_30c__1,-1.174316816946006,-0.7895587399999999,-0.31695025400000176,0.06220796800000095,-0.31172612500000163
hot_tale__42c_ale3_30c__2,-1.1975673830599236,-0.28874542400000003,-0.3400038020000018,0.017358810000001057,-0.3136982150000005
hot_tale__42c_ale3_37c__1,-0.6209562411879448,0.20110111100000005,-0.3753982770000004,0.4355665230000003,-0.3565505050000013
hot_tale__42c_ale3_37c__2,-0.3066860175007894,0.299293493,-0.3437324220000004,0.4006368030000012,-0.28684450500000125
hot_tale__42c_ale3_44c__1,0.5134571047687253,1.554655211,-0.6295553280000004,0.3718853430000007,0.8838351349999982
hot_tale__42c_ale3_44c__2,-0.0407252964186332,0.650293937,-0.7233255390000011,0.3553441930000005,0.9156934849999984
hot_tale__hot_ale3_mid_30c__1,0.3695948964723755,0.09341018300000004,-0.4170887780000019,0.7396188830000003,0.005993264999998971
hot_tale__hot_ale3_mid_30c__2,-1.3966565643790425,-0.35933588899999996,-0.4165719660000011,0.5625003330000009,-0.007385775000001259
hot_tale__hot_ale3_mid_37c__1,-0.6522198312910293,-0.7736418159999999,-0.3567725280000005,0.5847484430000005,-0.5016858060000011
hot_tale__hot_ale3_mid_37c__2,-0.9484300747054476,-0.328294609,-0.5292693580000005,0.1894337430000004,-0.5289926170000019
hot_tale__hot_ale3_mid_44c__1,-1.2288179703623874,0.7697930669999999,-1.1714352350000006,-0.07124534099999913,0.11469567499999833
hot_tale__hot_ale3_mid_44c__2,-0.7359284519701714,1.024009994,-1.2013848630000012,-0.002275452999999317,0.2311697149999983
hot_tale__hot_ale3_30c__1,-0.1036153195130055,0.12453763400000015,-0.6191741980000014,0.5150203330000007,-0.4534518090000006
hot_tale__hot_ale3_30c__2,-0.9829098081238256,-0.3648670649999999,-0.5715778280000006,0.5286701730000001,-0.32907377500000123
hot_tale__hot_ale3_37c__1,-0.1299222666035463,-0.09425983700000007,-0.7227219680000019,0.3493771030000001,-0.4036383050000012
hot_tale__hot_ale3_37c__2,0.0114192379857665,0.09246848900000004,-0.6857150900000004,0.3963193829999998,-0.27703634500000085
hot_tale__hot_ale3_44c__1,-0.392317360828223,1.370275533,-1.5972039140000014,0.28643448300000074,0.2275033649999987
hot_tale__hot_ale3_44c__2,-0.496140656232885,0.5770453950000001,-1.0994406470000015,0.30231870300000097,0.2383969849999996
hot_tale__hot_ale4_30c__1,-2.619506227759589,-0.449994761,-0.5107969040000011,-0.0598787810000001,-0.5464939170000012
hot_tale__hot_ale4_30c__2,-2.736915782380325,-0.24394081199999995,-0.4443462910000005,0.0276806220000001,-0.4072694250000009
hot_tale__hot_ale4_37c__1,-1.2164941791598938,0.21290731099999996,-0.4454435780000008,-0.15436083400000022,-0.4599738540000011
hot_tale__hot_ale4_37c__2,-1.0604371803274053,0.06892820999999992,-0.3388817700000004,-0.04945322999999924,-0.4451768880000007
hot_tale__hot_ale4_44c__1,-1.3175549192691092,0.8103896389999998,-0.3646092800000016,0.16471379300000066,0.08278536499999943
hot_tale__hot_ale4_44c__2,-1.4112731845265822,0.8067999600000002,-0.5246024060000014,0.0758041020000011,0.2592138049999981
hot_tale__hot_ale8_30c__1,-1.3583369775673333,-0.7212676570000001,-0.6861498490000013,-0.056768664999999885,-0.9095089900000008
hot_tale__hot_ale8_30c__2,-0.9509756204095532,-0.264140704,-0.6402435630000003,-0.10699186199999923,-0.7777570690000015
hot_tale__hot_ale8_37c__1,-0.8535568831708742,-0.019173134999999952,-0.5045901850000014,-0.007091699000000062,-0.7274897240000016
hot_tale__hot_ale8_37c__2,-0.4351407399150603,0.14588849400000006,-0.5124674050000007,-0.04404757799999892,-0.7036689320000011
hot_tale__hot_ale8_44c__1,-0.6407036109907737,0.322516598,-0.32521259600000185,0.07381628000000083,0.012718264999998395
hot_tale__hot_ale8_44c__2,-0.4439582226874813,0.620316943,-0.3328383620000004,0.1405062560000001,-0.09703083500000176
hot_tale__hot_ale9_mid_30c__1,-1.353708243304115,0.419912487,-0.632539361000001,0.11993167500000013,-0.04958338500000181
hot_tale__hot_ale9_mid_30c__2,-1.2079217539377372,-0.07591978399999988,-0.553225578000001,0.10594186400000004,0.13507165499999907
hot_tale__hot_ale9_30c__1,-1.8034325638373283,-0.12108642900000001,-0.4970335490000011,0.057352916000001024,-0.5928422380000011
hot_tale__hot_ale9_30c__2,-1.2923280760643294,-0.10976788999999987,-0.4297348410000019,0.17408408300000033,-0.5899957500000017
hot_tale__hot_ale9_mid_37c__1,-0.7733366344096371,0.15400621599999995,-0.5066094210000003,-0.07088768000000023,-0.3676396550000014
hot_tale__hot_ale9_mid_37c__2,-0.925511541489898,0.8404909100000002,-0.4761660850000009,0.028525377000001132,-0.2984976250000013
hot_tale__hot_ale9_37c__1,-1.242869983990219,0.3214184419999999,-0.5408338400000012,0.032825572000000136,-0.38001561500000136
hot_tale__hot_ale9_37c__2,-1.2344170275581363,0.224506377,-0.5423655520000015,0.03721724300000062,-0.3762937550000007
hot_tale__hot_ale9_mid_44c__1,-1.1937076612726147,0.84070519,-0.4461392180000008,0.2861256930000007,0.19238305499999875
hot_tale__hot_ale9_mid_44c__2,-1.0275985183648475,1.1340422980000002,-0.680025241000001,0.3056119630000005,0.5108909249999982
hot_tale__hot_ale9_44c__1,-0.4759774574649648,0.6376371820000001,-0.6060665230000009,-0.02729796100000037,0.24630422499999935
hot_tale__hot_ale9_44c__2,-0.1856488068031158,0.8051835359999999,-0.6258130630000007,-0.08631352099999923,0.3875115949999994
hot_tale__hot_ale10_30c__1,-1.090044173764662,-0.4410888,-0.5646101130000005,0.23749544300000025,-0.4586983730000007
hot_tale__hot_ale10_30c__2,-0.8834175738029572,-0.700497112,-0.5686878670000013,0.4220348329999997,-0.3554030950000016
hot_tale__hot_ale10_37c__1,-0.0314573450504448,0.411030832,-0.6518988060000019,0.06875389400000033,-0.4472314330000007
hot_tale__hot_ale10_37c__2,-0.5729880437774602,0.4411232460000001,-0.6178540090000021,0.12083432100000024,-0.37138930500000106
hot_tale__hot_ale10_44c__1,-0.7358573690807773,1.580781526,-1.0294929110000002,-0.03575344399999913,0.17887464499999872
hot_tale__hot_ale10_44c__2,-1.281839056983291,1.012375532,-0.6899675100000007,0.11004349699999948,0.3118577949999999
hot_tale__hot_ale16_30c__1,-1.2192795231316311,-0.631565911,-0.6833289310000019,0.12930916100000012,-0.4670126030000006
hot_tale__hot_ale16_30c__2,-0.6350272941620965,-0.49064066,-0.4706665020000021,0.25108644300000016,-0.37262998500000144
hot_tale__hot_ale16_37c__1,-0.1503061646686071,0.5741056329999998,-0.7201027580000012,-0.02264786099999938,-0.4319210530000017
hot_tale__hot_ale16_37c__2,-0.221496212386599,0.2760470880000001,-0.7577169790000013,-0.007290675000000134,-0.4244327150000018
hot_tale__hot_ale16_44c__1,-0.5632050260332444,0.8617475319999999,-0.6132700370000013,0.039920518000000633,0.14055384499999946
hot_tale__hot_ale16_44c__2,-0.3317764201430696,0.8360073749999999,-0.6345339150000004,0.206041613,0.24958026499999875
pdhr_ale__pdhR-13_51__1,0.1038061922212664,0.6667114350000001,-1.4739400540000016,0.42604259299999997,0.6700591549999988
pdhr_ale__pdhR-13_51__2,0.149865476676935,0.6323059040000001,-1.5672037760000013,0.3453698430000003,0.5846834149999989
pdhr_ale__pdhR-14_46__1,-0.2571326966361793,0.7963479530000002,-1.124824807000001,0.4137442230000001,1.1272351649999983
pdhr_ale__pdhR-14_46__2,0.1376499616397325,0.4271895379999999,-1.181267665,0.3746890430000001,1.086679904999999
pdhr_ale__pdhR-15_51__1,-0.1434018074459867,0.8010403850000003,-1.3757046910000008,0.20815125300000048,0.4198660549999982
pdhr_ale__pdhR-15_51__2,-0.0291663301700147,0.391119767,-1.3769132070000012,0.29122772299999866,0.6336586649999987
pdhr_ale__pdhR-16_49__1,-0.845594394444003,0.447554475,-1.4417818780000022,0.3586398129999999,0.9927493249999984
pdhr_ale__pdhR-16_49__2,-0.2064485387855831,0.300275592,-1.4356569600000009,0.2910247429999995,0.9785652549999996
tcs__del_atoC_LiAcet__1,0.3056131322654523,1.34873502,-1.5293521880000007,0.3723211630000005,0.07488206499999883
tcs__del_atoC_LiAcet__2,-0.0663452686862703,1.086007785,-1.4608699120000015,0.5545006830000005,0.07669799499999819
tcs__del_atoC_LiCl__1,0.6059661798440545,1.741536939,-1.573940725,0.7297175930000002,0.35601839499999954
tcs__del_atoC_LiCl__2,0.3039453775622345,1.7545862529999998,-1.5873975410000014,0.803204053,-0.0036651750000018532
tcs__del_atoC_m9__1,0.68960158692981,1.973987199,-1.6109603370000016,0.6994936329999994,0.3904161849999994
tcs__del_atoC_m9__2,0.3180061005695944,1.341694301,-1.537168137000002,0.8078232029999999,0.4528970749999992
tcs__del_baeR_etoh__1,14.048196926842984,11.093441280999999,-0.7947728310000013,0.725387413,-1.0046969490000013
tcs__del_baeR_etoh__2,13.94804799061552,10.137597431,-0.7115958160000009,0.8432000029999998,-1.0394935290000014
tcs__del_baeR_lb__1,-0.442817411589275,7.622171258,-1.9598796140000017,0.452954033000001,0.5605656749999994
tcs__del_baeR_lb__2,-0.2704043360211506,7.698854767,-1.9921486990000008,0.5136486629999997,0.6126008349999985
tcs__del_btsR_01xlb__1,-0.3440688000577006,1.6760093040000001,-0.9138769640000016,-1.0043266899999992,0.9432713449999994
tcs__del_btsR_01xlb__2,-0.8908391755667368,0.7694601050000001,-0.8770422170000014,-1.1325108709999991,0.9366931949999984
